
[00:00:00.000 --> 00:00:03.340]  在千變萬化的世代
[00:01:20.440 --> 00:01:22.640]  在創世紀第三章第十節
[00:01:22.640 --> 00:01:24.240]  到底是寫什麼呢
[00:01:24.240 --> 00:01:25.940]  他翻開經文一看
[00:01:25.940 --> 00:01:27.640]  經文是這樣寫的
[00:01:27.640 --> 00:01:30.080]  我在園中聽見你的聲音
[00:01:30.080 --> 00:01:31.380]  我就害怕
[00:01:31.380 --> 00:01:34.340]  因為我是赤身陸體
[00:01:34.340 --> 00:01:37.940]  我便藏了起來
[00:01:37.940 --> 00:01:38.940]  到時候還沒有人說
[00:01:38.940 --> 00:01:43.080]  神的話是活潑的
[00:01:43.080 --> 00:01:44.440]  神的話的確是活潑
[00:01:44.440 --> 00:01:45.340]  是有功效的
[00:01:45.340 --> 00:01:47.240]  阿門
[00:01:47.240 --> 00:01:49.180]  再過一個禮拜
[00:01:49.180 --> 00:01:50.240]  下個逐日晚上
[00:01:50.240 --> 00:01:52.180]  我們就開始了十四天的
[00:01:52.180 --> 00:01:54.940]  醫治步道大會 阿門
[00:01:54.940 --> 00:01:55.780]  我們想說
[00:01:55.780 --> 00:01:58.140]  為什麼我們要來傳主的福音
[00:01:58.140 --> 00:01:59.440]  傳主的道
[00:01:59.440 --> 00:02:01.140]  為什麼我們要有十四天的
[00:02:01.140 --> 00:02:02.680]  醫治步道大會呢
[00:02:02.680 --> 00:02:05.940]  今天跟大家分享三個非常主要的原因
[00:02:05.940 --> 00:02:06.840]  當然最重要的是
[00:02:06.840 --> 00:02:08.840]  莫過於我們要清楚知道
[00:02:08.840 --> 00:02:10.640]  神的信義是什麼
[00:02:10.640 --> 00:02:12.780]  神的信義很明顯在
[00:02:12.780 --> 00:02:14.440]  約翰福音第三章十六節
[00:02:14.440 --> 00:02:16.240]  跟十七節帶著非常熟悉的經
[00:02:16.240 --> 00:02:17.840]  我們一起來念 好嗎
[00:02:17.840 --> 00:02:19.740]  約翰福音三章十六節說什麼呢
[00:02:19.740 --> 00:02:21.540]  神愛世人
[00:02:21.540 --> 00:02:24.340]  甚至將他的獨生子賜給他們
[00:02:24.340 --> 00:02:26.140]  叫一切信他的
[00:02:26.140 --> 00:02:28.540]  不自滅亡 反德永生
[00:02:28.540 --> 00:02:30.840]  因為神猜他的兒子將士
[00:02:30.840 --> 00:02:32.740]  不是要定世人的罪
[00:02:32.740 --> 00:02:37.440]  乃是叫世人因他得救
[00:02:37.440 --> 00:02:39.940]  這是整本聖經裡面最精闢
[00:02:39.940 --> 00:02:43.640]  能夠講述神的信義的兩節經文
[00:02:43.640 --> 00:02:44.640]  很清楚告訴我們
[00:02:44.640 --> 00:02:47.240]  我們的神是充滿慈愛的神
[00:02:47.240 --> 00:02:48.940]  他愛世人
[00:02:48.940 --> 00:02:51.840]  在英文聖經說 God so loved the world
[00:02:51.840 --> 00:02:53.840]  神非常非常的愛世人
[00:02:53.840 --> 00:02:55.240]  愛到一種地步
[00:02:55.240 --> 00:02:57.940]  他願意將他的獨生愛子耶穌基督
[00:02:57.940 --> 00:03:00.040]  賜給世上的每一個人
[00:03:00.040 --> 00:03:01.140]  因為神對每一個人
[00:03:01.140 --> 00:03:03.040]  都有一個非常美好的計畫
[00:03:03.040 --> 00:03:05.040]  盼望大家都能夠認識他
[00:03:05.040 --> 00:03:08.140]  不自於滅亡 反德永生
[00:03:08.140 --> 00:03:09.540]  十七節很清楚告訴我們
[00:03:09.540 --> 00:03:10.540]  神的信義
[00:03:10.540 --> 00:03:12.440]  猜拍他的兒子將士
[00:03:12.440 --> 00:03:14.740]  不是要定世人的罪
[00:03:14.740 --> 00:03:19.940]  乃是叫世人因他的兒子而得拯救
[00:03:19.940 --> 00:03:21.440]  這我們清楚知道神的信義
[00:03:21.440 --> 00:03:24.040]  真的是要來讓世上的每一個人
[00:03:24.040 --> 00:03:26.040]  都有機會聽聞福音
[00:03:26.040 --> 00:03:29.740]  都有機會能夠認識他的愛子耶穌基督
[00:03:29.740 --> 00:03:32.540]  能夠領受永生的聖命
[00:03:32.540 --> 00:03:34.640]  因此為什麼傳福音呢
[00:03:34.640 --> 00:03:38.340]  為什麼需要有十四天的醫治步道大會呢
[00:03:38.340 --> 00:03:38.940]  三個原因
[00:03:38.940 --> 00:03:41.940]  第一個原因是我們確信神愛世人
[00:03:41.940 --> 00:03:43.640]  神願意人人都悔改
[00:03:43.640 --> 00:03:44.840]  我們一起講一遍來
[00:03:44.840 --> 00:03:47.540]  要確信神愛世人
[00:03:47.540 --> 00:03:51.940]  他願人人都悔改
[00:03:51.940 --> 00:03:53.740]  這是從古至今
[00:03:53.740 --> 00:03:54.640]  一直以來
[00:03:54.640 --> 00:03:57.340]  神永遠不改變的信義
[00:03:57.340 --> 00:03:59.740]  他愛世上的每一個人
[00:03:59.740 --> 00:04:00.640]  不同的民族
[00:04:00.640 --> 00:04:01.840]  不同的國家
[00:04:01.840 --> 00:04:02.940]  不同的膚色
[00:04:02.940 --> 00:04:06.240]  每一個人都是神所愛的對象
[00:04:06.240 --> 00:04:07.740]  因此在彼得
[00:04:07.740 --> 00:04:10.740]  當他在寫信給當初的
[00:04:10.740 --> 00:04:12.340]  小雅西亞教會的時候
[00:04:12.340 --> 00:04:14.840]  他們開始懷疑神的應許
[00:04:14.840 --> 00:04:16.840]  為什麼遲遲沒有來到
[00:04:16.840 --> 00:04:19.440]  耶穌生天以後不是說他要再來嗎
[00:04:19.440 --> 00:04:21.540]  直到如今耶穌還沒有再來
[00:04:21.540 --> 00:04:23.940]  是否神的應許不成就呢
[00:04:23.940 --> 00:04:26.940]  因此彼得寫彼得後書第三章第九節的時候
[00:04:26.940 --> 00:04:30.440]  很清楚再次把神的信義來告訴我們
[00:04:30.440 --> 00:04:32.740]  第三章第九節彼得後書說什麼呢
[00:04:32.740 --> 00:04:35.740]  他說主所應許的尚未成就
[00:04:35.740 --> 00:04:37.640]  有人以為他是什麼
[00:04:37.640 --> 00:04:38.740]  單言
[00:04:38.740 --> 00:04:40.640]  其實不是單言
[00:04:40.640 --> 00:04:43.240]  乃是什麼寬容你們
[00:04:43.240 --> 00:04:45.440]  因為神不願有一人成倫
[00:04:45.440 --> 00:04:46.540]  乃願怎麼樣
[00:04:46.540 --> 00:04:50.340]  人人都悔改
[00:04:50.340 --> 00:04:52.640]  我們都知道當耶穌基督再來的時候
[00:04:52.640 --> 00:04:55.540]  他是要來審判這個世界
[00:04:55.540 --> 00:04:58.140]  因此他遲遲還沒有回來
[00:04:58.140 --> 00:05:00.040]  乃是在寬容我們
[00:05:00.040 --> 00:05:01.040]  給我們機會
[00:05:01.040 --> 00:05:02.240]  給我們時間
[00:05:02.240 --> 00:05:04.440]  因為神願你人人都悔改
[00:05:04.440 --> 00:05:06.140]  不願有一個人成倫
[00:05:06.140 --> 00:05:09.240]  我們可以看到神的心意是何等的迫切
[00:05:09.240 --> 00:05:11.740]  盼望每一個人都有機會聽聞福音
[00:05:11.740 --> 00:05:15.640]  每一個人都有機會悔改
[00:05:15.640 --> 00:05:17.640]  因此我們每一位信靠耶穌基督的人
[00:05:17.640 --> 00:05:19.240]  我們自己經歷了什麼
[00:05:19.240 --> 00:05:20.340]  耶穌基督的救恩
[00:05:20.340 --> 00:05:23.540]  請我們當中是基督族的舉手一下
[00:05:23.540 --> 00:05:26.940]  你記得你當時蒙恩得救的日子嗎
[00:05:26.940 --> 00:05:30.140]  你記得當時如何親身經歷了
[00:05:30.140 --> 00:05:32.540]  神的慈愛和憐憫
[00:05:32.540 --> 00:05:34.340]  所以當我們每一位親身經歷了
[00:05:34.340 --> 00:05:35.440]  神的慈愛和憐憫以後
[00:05:35.440 --> 00:05:39.340]  我們就知道這福音是何等的寶貴
[00:05:39.340 --> 00:05:42.140]  我記得1980年2月28號
[00:05:42.140 --> 00:05:43.740]  我在英國念書的時候
[00:05:43.740 --> 00:05:45.940]  參加了一個學生的福音營
[00:05:45.940 --> 00:05:47.440]  兩百多人
[00:05:47.440 --> 00:05:49.340]  在那裡我聽到福音的信息
[00:05:49.340 --> 00:05:51.040]  感覺到自己真的是一個
[00:05:51.040 --> 00:05:52.840]  非常罪惡極重的人
[00:05:52.840 --> 00:05:56.140]  在這兩百多人面前我就痛哭流淚
[00:05:56.140 --> 00:05:57.440]  知道說我是個罪人
[00:05:57.440 --> 00:06:01.840]  除非相信接受耶穌基督的愛和祂的救恩
[00:06:01.840 --> 00:06:03.040]  我是滅亡
[00:06:03.040 --> 00:06:05.540]  是沒有永生沒有盼望的一個人
[00:06:05.540 --> 00:06:08.140]  因此當天晚上就在這兩百多人面前
[00:06:08.140 --> 00:06:11.040]  我就流淚痛哭的接受耶穌基督
[00:06:11.040 --> 00:06:12.540]  成為了個人的救主
[00:06:12.540 --> 00:06:17.040]  因此親身經歷了神的慈愛和憐憫
[00:06:17.040 --> 00:06:19.640]  你想想你當時蒙恩得救的日子
[00:06:19.640 --> 00:06:23.340]  你不也是親身經歷了神的慈愛和憐憫嗎
[00:06:23.340 --> 00:06:25.240]  什麼叫神的慈愛和憐憫
[00:06:25.240 --> 00:06:28.140]  我覺得憐憫跟同情心是有點不一樣
[00:06:28.140 --> 00:06:30.140]  同情心當你看到一個可憐的人的時候
[00:06:30.140 --> 00:06:32.040]  你說他好可憐喔
[00:06:32.040 --> 00:06:34.040]  吃掉的工作
[00:06:34.040 --> 00:06:36.940]  淪落成一個乞丐的逃犯的日子
[00:06:36.940 --> 00:06:40.540]  你為他的遭遇感覺到可憐
[00:06:40.540 --> 00:06:42.540]  但是你卻沒有任何的行動
[00:06:42.540 --> 00:06:48.040]  慈愛憐憫是包括同情心加上行動
[00:06:48.040 --> 00:06:49.440]  你知道他這樣可憐的光景
[00:06:49.440 --> 00:06:53.540]  你願意賦予行動來幫助他
[00:06:53.540 --> 00:06:56.640]  所以當我們自己親身經歷了神的慈愛和憐憫以後
[00:06:56.640 --> 00:07:00.340]  我們就會體會耶穌基督憐憫的心腸
[00:07:00.340 --> 00:07:04.140]  就更加明白神愛世人的心腸
[00:07:04.140 --> 00:07:05.940]  所以耶穌基督在世上的時候
[00:07:05.940 --> 00:07:07.540]  我們非常清楚知道
[00:07:07.540 --> 00:07:09.840]  到處傳講天國的福音
[00:07:09.840 --> 00:07:11.540]  醫治病人趕鬼
[00:07:11.540 --> 00:07:14.940]  有一次就有五千人跟隨祂到曠野的地方去
[00:07:14.940 --> 00:07:17.140]  我們看到馬太福音第十四章第十四節
[00:07:17.140 --> 00:07:18.940]  耶穌怎麼看待祂們呢
[00:07:18.940 --> 00:07:22.140]  耶穌出來見有許多的人
[00:07:22.140 --> 00:07:23.840]  這個三小文章是講到五千人
[00:07:23.840 --> 00:07:25.540]  耶穌為了五千人的神蹟
[00:07:25.540 --> 00:07:31.540]  就憐憫他們治好了他們的病人
[00:07:31.540 --> 00:07:33.440]  五千人啊
[00:07:33.440 --> 00:07:34.740]  所以在馬太福音第九章說
[00:07:34.740 --> 00:07:36.740]  耶穌看見他們就憐憫他們
[00:07:36.740 --> 00:07:38.340]  他們如同羊
[00:07:38.340 --> 00:07:40.840]  沒有什麼牧人一樣
[00:07:40.840 --> 00:07:42.740]  所以當耶穌看到這廣大的群眾
[00:07:42.740 --> 00:07:44.740]  他心中就產生一個憐憫
[00:07:44.740 --> 00:07:45.640]  他就告訴門徒說
[00:07:45.640 --> 00:07:47.540]  你們要來給他們吃
[00:07:47.540 --> 00:07:49.140]  要來照顧他們的需要
[00:07:49.140 --> 00:07:51.040]  所以耶穌醫治他們的病人
[00:07:51.040 --> 00:07:53.040]  為保這五千人
[00:07:53.040 --> 00:07:55.240]  因為耶穌憐憫他們
[00:07:55.240 --> 00:07:59.240]  知道他們好像羊沒有牧人一樣
[00:07:59.240 --> 00:08:01.640]  過去五月份六月份大家都知道
[00:08:01.640 --> 00:08:03.740]  對我來說是非常瘋狂的兩個月
[00:08:03.740 --> 00:08:05.940]  兩個月裡面我帶了三支短宣隊
[00:08:05.940 --> 00:08:08.540]  到三個不同的國家去做短宣
[00:08:08.540 --> 00:08:09.940]  從這三個不同的國家
[00:08:09.940 --> 00:08:11.140]  不同的民族
[00:08:11.140 --> 00:08:14.040]  我清楚看到深深真的愛世人
[00:08:14.040 --> 00:08:15.540]  世人有很多的需要
[00:08:15.540 --> 00:08:16.940]  我們看看第一章
[00:08:16.940 --> 00:08:19.040]  我五月初的時候到瓜地馬拉
[00:08:19.040 --> 00:08:21.240]  瓜地馬拉我們分堂的牧者的師母
[00:08:21.240 --> 00:08:23.540]  這個馬特醫生
[00:08:23.540 --> 00:08:25.340]  我們不但是分派食物到
[00:08:25.340 --> 00:08:27.540]  非常貧困的居民當中
[00:08:27.540 --> 00:08:30.240]  而且他也沒有讓這個機會
[00:08:30.240 --> 00:08:31.540]  時期就在他們面前
[00:08:31.540 --> 00:08:34.040]  傳講耶穌基督的福音
[00:08:34.040 --> 00:08:36.340]  盼望他們有機會能夠聽信福音
[00:08:36.340 --> 00:08:38.740]  能夠接受耶穌成為他們個人的救主
[00:08:38.740 --> 00:08:42.740]  不但我們把米 油 鹽 玉米帶給他們
[00:08:42.740 --> 00:08:45.540]  也能夠把美好的福音能夠傳給他們
[00:08:45.540 --> 00:08:49.040]  因為神愛世人
[00:08:49.040 --> 00:08:52.540]  然後瓜地馬拉以後又到了印度
[00:08:52.540 --> 00:08:54.340]  印度看到這個印度教裡面
[00:08:54.340 --> 00:08:56.740]  真的是許許多多印度的信徒
[00:08:56.740 --> 00:08:58.440]  他們沒有機會認識耶穌基督
[00:08:58.440 --> 00:09:00.140]  我們的分堂
[00:09:00.140 --> 00:09:01.440]  附近就是一個印度廟
[00:09:01.440 --> 00:09:04.040]  每天都有很多的善男信女
[00:09:04.040 --> 00:09:05.340]  都到那裡去膜拜
[00:09:05.340 --> 00:09:08.340]  我們看到這個福音的需要是何等的廣大
[00:09:08.340 --> 00:09:09.840]  他們講的是印度文
[00:09:09.840 --> 00:09:11.040]  大米油我們聽不懂
[00:09:11.040 --> 00:09:12.940]  但是同樣他們有一個需要
[00:09:12.940 --> 00:09:15.240]  來認識耶穌基督
[00:09:15.240 --> 00:09:17.240]  我就想說耶穌看到這些人就好
[00:09:17.240 --> 00:09:18.340]  憐憫他們
[00:09:18.340 --> 00:09:21.740]  他們如同羊沒有牧人一樣
[00:09:21.740 --> 00:09:24.140]  那上個禮拜剛剛從菲律賓回來
[00:09:24.140 --> 00:09:26.540]  菲律賓我們這次分堂的牧者
[00:09:26.540 --> 00:09:31.440]  召集了三百位十四歲到二十四歲的青少年人
[00:09:31.440 --> 00:09:34.440]  關居在大學裡面的一個大禮堂裡面
[00:09:34.440 --> 00:09:36.140]  在那裡有敬拜 炸梅族
[00:09:36.140 --> 00:09:37.240]  向他們傳福音
[00:09:37.240 --> 00:09:38.740]  連這些年輕的
[00:09:38.740 --> 00:09:41.040]  他們心中也是非常渴慕
[00:09:41.040 --> 00:09:42.940]  需要認識耶穌基督
[00:09:42.940 --> 00:09:44.440]  所以不論是在瓜地馬拉
[00:09:44.440 --> 00:09:45.340]  不論是在印度
[00:09:45.340 --> 00:09:46.240]  不論是在菲律賓
[00:09:46.240 --> 00:09:49.140]  全世界各地我們看到有需要的人群
[00:09:49.140 --> 00:09:52.340]  耶穌看見這些人就憐憫他們
[00:09:52.340 --> 00:09:55.840]  知道他們好像羊沒有牧人一樣
[00:09:55.840 --> 00:09:57.140]  親愛的弟兄姊妹
[00:09:57.140 --> 00:10:00.740]  當你自己親身經歷了神的慈愛和憐憫以後
[00:10:00.740 --> 00:10:04.740]  你就體會耶穌基督憐憫的心腸
[00:10:04.740 --> 00:10:07.540]  這是為什麼每一年我們都有十幾支轉圈隊
[00:10:07.540 --> 00:10:09.940]  帶你們弟兄姊妹一起去到不同的地方
[00:10:09.940 --> 00:10:11.940]  看見不同需要的人群
[00:10:11.940 --> 00:10:15.040]  好 那我們對他們也產生一樣憐憫的心
[00:10:15.040 --> 00:10:16.340]  能夠把福音傳給他們
[00:10:16.340 --> 00:10:17.940]  阿們
[00:10:17.940 --> 00:10:20.240]  耶穌在《路教福音》第十五章裡面
[00:10:20.240 --> 00:10:21.540]  講到另外一個比喻
[00:10:21.540 --> 00:10:23.440]  就是迷失羊的比喻
[00:10:23.440 --> 00:10:25.440]  這個比喻當中還是要強調
[00:10:25.440 --> 00:10:28.140]  耶穌基督如何看重
[00:10:28.140 --> 00:10:29.840]  哪怕是一個罪人
[00:10:29.840 --> 00:10:31.540]  祂是如此的看重
[00:10:31.540 --> 00:10:35.040]  所以在《路教福音》第十五章第四節說什麼呢
[00:10:35.040 --> 00:10:37.340]  祂說你們中間所有一百隻羊
[00:10:37.340 --> 00:10:38.340]  失去一隻
[00:10:38.340 --> 00:10:41.640]  不把這九十九隻撇在寬野
[00:10:41.640 --> 00:10:43.840]  去找那失去的羊
[00:10:43.840 --> 00:10:45.540]  直到早著呢
[00:10:45.540 --> 00:10:47.940]  你說這是不可理喻的事情
[00:10:47.940 --> 00:10:49.640]  你明明有了一百隻羊
[00:10:49.640 --> 00:10:52.340]  然後九十九隻還在你的看顧之下
[00:10:52.340 --> 00:10:53.440]  只迷失了一隻
[00:10:53.440 --> 00:10:55.440]  你只是失去了一隻而已
[00:10:55.440 --> 00:10:57.240]  就讓它走迷了吧
[00:10:57.240 --> 00:10:58.540]  但是這裡說什麼呢
[00:10:58.540 --> 00:11:00.540]  你還是放下這九十九隻羊
[00:11:00.540 --> 00:11:02.640]  把它放在寬野裡面
[00:11:02.640 --> 00:11:04.340]  你可知道
[00:11:04.340 --> 00:11:05.440]  這個有多冒險嗎
[00:11:05.440 --> 00:11:08.440]  有豺狼 有野獸會來把它們吞吃掉
[00:11:08.440 --> 00:11:11.240]  但是祂為了這一隻迷失的羊
[00:11:11.240 --> 00:11:12.840]  把它找著以後
[00:11:12.840 --> 00:11:14.040]  第五第六節告訴我們說
[00:11:14.040 --> 00:11:15.640]  找到以後就歡喜 快樂慶
[00:11:15.640 --> 00:11:18.140]  昨天又是一同來歡喜 一同來慶祝
[00:11:18.140 --> 00:11:19.940]  然後第四五章第七節說什麼呢
[00:11:19.940 --> 00:11:21.440]  我們看到神的心意是什麼
[00:11:21.440 --> 00:11:23.840]  祂說我告訴你們 耶穌說
[00:11:23.840 --> 00:11:26.140]  一個 不是說兩個 一百個
[00:11:26.140 --> 00:11:27.940]  一個罪人悔改
[00:11:27.940 --> 00:11:33.540]  在天上也要這樣為祂歡喜
[00:11:33.540 --> 00:11:36.840]  較比為九十九個不用悔改的一人
[00:11:36.840 --> 00:11:39.240]  歡喜更大
[00:11:39.240 --> 00:11:40.040]  你看到嗎 耶穌說
[00:11:40.040 --> 00:11:42.740]  我為了一個罪人
[00:11:42.740 --> 00:11:45.740]  在天上也要為祂這樣的歡喜
[00:11:45.740 --> 00:11:48.140]  比較其他的九十九個不用悔改的一人
[00:11:48.140 --> 00:11:49.540]  歡喜得更大
[00:11:49.540 --> 00:11:52.140]  所以耶穌看重每一個人
[00:11:52.140 --> 00:11:53.440]  哪怕只有一個罪人
[00:11:53.440 --> 00:11:54.940]  哪怕只有一個人還沒有信耶穌
[00:11:54.940 --> 00:11:56.540]  耶穌也要為來到這個世上
[00:11:56.540 --> 00:11:59.040]  為祂們的罪死在十字架上
[00:11:59.040 --> 00:12:01.040]  我們看到神的慈悲
[00:12:01.040 --> 00:12:02.540]  看到神的憐憫
[00:12:02.540 --> 00:12:05.040]  這是我們為什麼要傳福音的
[00:12:05.040 --> 00:12:06.640]  因為我們不但是親身經歷了
[00:12:06.640 --> 00:12:07.840]  神的慈悲和憐憫
[00:12:07.840 --> 00:12:10.440]  也能了解神祂慈悲憐憫的心腸
[00:12:10.440 --> 00:12:12.040]  阿們
[00:12:12.040 --> 00:12:13.240]  為什麼要傳福音呢
[00:12:13.240 --> 00:12:15.840]  第二 我們確信耶穌是唯一的拯救
[00:12:15.840 --> 00:12:16.640]  一起講一遍來
[00:12:16.640 --> 00:12:20.940]  確信耶穌是唯一的拯救
[00:12:20.940 --> 00:12:22.840]  你可以看看世上其他的宗教
[00:12:22.840 --> 00:12:25.140]  沒有一個宗教膽敢如此說
[00:12:25.140 --> 00:12:26.740]  祂們是唯一的拯救
[00:12:26.740 --> 00:12:28.540]  它可以說你跟隨我的道路走
[00:12:28.540 --> 00:12:30.940]  或許你可以走到這個涅槃的境界
[00:12:30.940 --> 00:12:32.540]  或者你可以守五節
[00:12:32.540 --> 00:12:34.040]  如果你有五節都能夠守的話
[00:12:34.040 --> 00:12:37.040]  或許你可以得到阿拉的這樣一個稱許
[00:12:37.040 --> 00:12:38.140]  但是只有耶穌記錄說
[00:12:38.140 --> 00:12:40.640]  唯有我才是唯一的拯救
[00:12:40.640 --> 00:12:41.140]  你知道嗎
[00:12:41.140 --> 00:12:42.340]  現在全世界裡面
[00:12:42.340 --> 00:12:45.540]  最多信徒的宗教就是基督教
[00:12:45.540 --> 00:12:47.240]  三分之一世界的人口
[00:12:47.240 --> 00:12:50.040]  信奉耶穌基督的
[00:12:50.040 --> 00:12:51.540]  當然回教徒跟在後面
[00:12:51.540 --> 00:12:54.540]  四分之一的人口是信奉回教的
[00:12:54.540 --> 00:12:57.540]  但是三分之一的人口是信奉基督教的
[00:12:57.540 --> 00:12:59.140]  基督教裡面所講的耶穌基督
[00:12:59.140 --> 00:13:02.540]  祂是唯一的拯救
[00:13:02.540 --> 00:13:04.540]  所以有一次彼得跟約翰
[00:13:04.540 --> 00:13:05.840]  當他們在約好了
[00:13:05.840 --> 00:13:06.940]  生來切腿的人之後
[00:13:06.940 --> 00:13:08.140]  就被抓拿
[00:13:08.140 --> 00:13:09.440]  光復把他們關起來了
[00:13:09.440 --> 00:13:12.240]  命令他們不能再傳講耶穌基督了
[00:13:12.240 --> 00:13:14.040]  然後彼得跟約翰非常清楚
[00:13:14.040 --> 00:13:15.840]  知道耶穌基督是唯一的救恩
[00:13:15.840 --> 00:13:17.340]  他們不能不傳
[00:13:17.340 --> 00:13:19.640]  因此他們在光復長老
[00:13:19.640 --> 00:13:21.640]  還有這些文士面前
[00:13:21.640 --> 00:13:24.240]  他們如此的為耶穌基督的福音
[00:13:24.240 --> 00:13:25.740]  堅定他們的立場
[00:13:25.740 --> 00:13:28.240]  我們看看十儒神章第四章十二節
[00:13:28.240 --> 00:13:29.140]  彼得怎麼說呢
[00:13:29.140 --> 00:13:30.340]  他說除他以外
[00:13:30.340 --> 00:13:31.140]  這個他是誰
[00:13:31.140 --> 00:13:32.340]  就是耶穌
[00:13:32.340 --> 00:13:35.140]  除他以外別無拯救
[00:13:35.140 --> 00:13:37.840]  因為在天下人間
[00:13:37.840 --> 00:13:39.940]  沒有賜下別的名
[00:13:39.940 --> 00:13:41.540]  我們可以怎麼樣
[00:13:41.540 --> 00:13:44.540]  靠這得救
[00:13:44.540 --> 00:13:46.840]  彼得說我們不能不傳
[00:13:46.840 --> 00:13:48.440]  因為除了他以外
[00:13:48.440 --> 00:13:50.040]  除了耶穌基督以外
[00:13:50.040 --> 00:13:52.840]  沒有其他的方法可以拯救
[00:13:52.840 --> 00:13:55.040]  行善積德不能夠拯救你
[00:13:55.040 --> 00:13:58.040]  好行為做個好人不能夠拯救你
[00:13:58.040 --> 00:14:01.240]  走五節 賜災賜贖也不能夠拯救你
[00:14:01.240 --> 00:14:02.740]  唯有耶穌基督
[00:14:02.740 --> 00:14:04.440]  因為在天下人間
[00:14:04.440 --> 00:14:05.940]  沒有賜下別的名
[00:14:05.940 --> 00:14:08.040]  除了耶穌基督的名以外
[00:14:08.040 --> 00:14:09.940]  沒有人能夠得到拯救
[00:14:09.940 --> 00:14:10.840]  阿們
[00:14:10.840 --> 00:14:13.540]  這是為什麼我們要傳族的福音
[00:14:13.540 --> 00:14:17.440]  這是為什麼我們要有十四天的醫治部大會
[00:14:17.440 --> 00:14:19.140]  耶穌基督在釋善的時候
[00:14:19.140 --> 00:14:21.740]  只有他沒有任何一個教主
[00:14:21.740 --> 00:14:23.840]  膽敢如此的宣告
[00:14:23.840 --> 00:14:25.840]  只有耶穌基督
[00:14:25.840 --> 00:14:27.640]  非常果斷的
[00:14:27.640 --> 00:14:30.940]  非常肯定的做出這樣一個偉大的宣告
[00:14:30.940 --> 00:14:32.040]  大家都會背著經文
[00:14:32.040 --> 00:14:34.940]  約翰福音第十四章第六節耶穌說什麼
[00:14:34.940 --> 00:14:39.940]  耶穌說 我就是道路 真理 生命
[00:14:39.940 --> 00:14:41.440]  若不接受我
[00:14:41.440 --> 00:14:44.840]  沒有人能到父哪裡去
[00:14:44.840 --> 00:14:47.640]  這是個非常絕對的一句宣告
[00:14:47.640 --> 00:14:49.540]  耶穌說 我就是道路
[00:14:49.540 --> 00:14:52.040]  這個我這個字 我就是
[00:14:52.040 --> 00:14:54.140]  是引用了舊月聖經裡面
[00:14:54.140 --> 00:14:57.340]  當摩西在經濟回源當中看見耶和華神
[00:14:57.340 --> 00:15:00.640]  要拆派祂要到埃及去釋放祂的百姓的時候
[00:15:00.640 --> 00:15:02.140]  祂說你要告訴我
[00:15:02.140 --> 00:15:05.140]  我當如何向我的百姓說
[00:15:05.140 --> 00:15:06.840]  是誰拆遷我來呢
[00:15:06.840 --> 00:15:08.640]  這位神說 你告訴他們說
[00:15:08.640 --> 00:15:10.440]  我是我就是
[00:15:10.440 --> 00:15:11.840]  I am who I am
[00:15:11.840 --> 00:15:13.840]  所以當耶穌基督說我是的時候
