
[00:00:00.000 --> 00:00:03.000]  在新年的第一個主日
[00:03:01.000 --> 00:03:04.000]  但是今天的經文卻讓我們看到
[00:03:04.000 --> 00:03:07.000]  窮途不單不是末路
[00:03:07.000 --> 00:03:10.000]  而且我們還有一個出路
[00:03:10.000 --> 00:03:12.000]  是一種積極的智慧
[00:03:12.000 --> 00:03:18.000]  我們先來看一下這段經文的一些背景
[00:03:18.000 --> 00:03:21.000]  話說當時是耶穌復活之後
[00:03:21.000 --> 00:03:26.000]  他曾經先後兩次向一群的門徒來顯現
[00:03:26.000 --> 00:03:30.000]  第一次是在他復活之後
[00:03:30.000 --> 00:03:31.000]  那個禮拜日
[00:03:31.000 --> 00:03:34.000]  完婚的時候門徒聚在一起
[00:03:34.000 --> 00:03:36.000]  因為怕猶太人
[00:03:36.000 --> 00:03:38.000]  所以他們把門戶都關上
[00:03:38.000 --> 00:03:39.000]  耶穌來了
[00:03:39.000 --> 00:03:41.000]  站在他們中間
[00:03:41.000 --> 00:03:43.000]  說願你們平安
[00:03:43.000 --> 00:03:48.000]  這是第一次向一群的門徒來顯現
[00:03:48.000 --> 00:03:51.000]  第二次是過了八天之後
[00:03:51.000 --> 00:03:54.000]  就是耶穌復活的第九天
[00:03:54.000 --> 00:03:57.000]  門徒也是在屋子裡面
[00:03:57.000 --> 00:04:00.000]  多瑪也和他們在一起
[00:04:00.000 --> 00:04:02.000]  門戶都關上了
[00:04:02.000 --> 00:04:04.000]  然後突然耶穌進來了
[00:04:04.000 --> 00:04:06.000]  也是站在他們中間
[00:04:06.000 --> 00:04:09.000]  說願你們平安
[00:04:09.000 --> 00:04:13.000]  今天的這段經文是耶穌第三次
[00:04:13.000 --> 00:04:17.000]  在提比利亞海邊來向門徒顯現
[00:04:17.000 --> 00:04:22.000]  提比利亞海也就是加利利的海邊
[00:04:22.000 --> 00:04:26.000]  當時彼得和六個門徒聚在一起
[00:04:26.000 --> 00:04:28.000]  以前耶穌還在的時候
[00:04:28.000 --> 00:04:30.000]  門徒跟著耶穌
[00:04:30.000 --> 00:04:32.000]  他們周遊四方
[00:04:32.000 --> 00:04:37.000]  他們就依靠一些人對他們的善意的供應和接待
[00:04:37.000 --> 00:04:41.000]  他們就可以解決他們平常生活所需要的
[00:04:41.000 --> 00:04:44.000]  但是耶穌現在不在他們身邊了
[00:04:44.000 --> 00:04:48.000]  彼得和西畢泰的兩個兒子雅各和約翰
[00:04:48.000 --> 00:04:51.000]  他們三個本來就是漁夫
[00:04:51.000 --> 00:04:53.000]  所以他們依靠自己的本能
[00:04:53.000 --> 00:04:58.000]  去解決他們基本的溫飽的問題
[00:04:58.000 --> 00:05:03.000]  所以他們回去打魚也是很自然不過的事情
[00:05:03.000 --> 00:05:07.000]  現在他們最少有三個專業的漁夫
[00:05:07.000 --> 00:05:12.000]  而且他們也是在晚間就最佳的打魚的時間去下網
[00:05:12.000 --> 00:05:16.000]  可是結果是整夜都打不上魚
[00:05:16.000 --> 00:05:21.000]  可以說是很令人失望和沮喪的情況
[00:05:21.000 --> 00:05:24.000]  所以當他們突然聽到有人叫他們
[00:05:24.000 --> 00:05:27.000]  將魚網撒在船的右邊
[00:05:27.000 --> 00:05:31.000]  即使他們當時還不知道這個陌生人是誰
[00:05:31.000 --> 00:05:38.000]  但是他們也毫不猶豫的就聽這個陌生人的指示去下網
[00:05:38.000 --> 00:05:41.000]  可能也因為當時是天將亮的時候
[00:05:41.000 --> 00:05:43.000]  他們其實看不清楚
[00:05:43.000 --> 00:05:47.000]  而且那個陌生人跟他們有一段的距離
[00:05:47.000 --> 00:05:50.000]  剛才靜雯說大概有一百公尺的距離
[00:05:50.000 --> 00:05:51.000]  所以他們看不見
[00:05:51.000 --> 00:05:54.000]  他看不清那個就是主耶穌
[00:05:54.000 --> 00:05:56.000]  加上耶穌復活之後
[00:05:56.000 --> 00:05:58.000]  雖然他還有人的樣式
[00:05:58.000 --> 00:06:01.000]  可是畢竟會有一點不同
[00:06:01.000 --> 00:06:07.000]  所以門徒一時之間認不出是主也是可以理解
[00:06:07.000 --> 00:06:11.000]  後來當他們知道那個喊他們的人是主的時候
[00:06:11.000 --> 00:06:14.000]  他們一下子就喜樂起來
[00:06:14.000 --> 00:06:15.000]  靜雯第七節說
[00:06:15.000 --> 00:06:19.000]  耶穌所愛的那個門徒也就是約翰
[00:06:19.000 --> 00:06:20.000]  他薪水最輕
[00:06:20.000 --> 00:06:23.000]  他馬上就說是主
[00:06:23.000 --> 00:06:25.000]  然後彼得他一聽見是主
[00:06:25.000 --> 00:06:32.000]  馬上穿上那個外衣就跳進水裡游到岸邊
[00:06:32.000 --> 00:06:35.000]  他們忽然認出是主了
[00:06:35.000 --> 00:06:39.000]  那他們憑什麼能夠認出那個真的是主呢
[00:06:39.000 --> 00:06:46.000]  首先他們聽到的是一個神聖帶著權柄的宣講
[00:06:46.000 --> 00:06:49.000]  第六節那裡耶穌說
[00:06:49.000 --> 00:06:55.000]  把網撒在船的右邊就可以得著
[00:06:55.000 --> 00:06:59.000]  有人叫他們把網撒到船的右邊
[00:06:59.000 --> 00:07:03.000]  然後他們發現當他們真的撒下去的時候
[00:07:03.000 --> 00:07:06.000]  真的魚很多拉不上來
[00:07:06.000 --> 00:07:11.000]  這句帶著權柄能力的話讓他們想起
[00:07:11.000 --> 00:07:15.000]  原來那個就是他們的主
[00:07:15.000 --> 00:07:17.000]  在路加福音
[00:07:17.000 --> 00:07:22.000]  他們其實也經歷過耶穌的這個帶著權柄的話語
[00:07:22.000 --> 00:07:24.000]  因為在格尼撒勒湖
[00:07:24.000 --> 00:07:29.000]  耶穌也叫他們把船開到水深之處下網打魚
[00:07:29.000 --> 00:07:32.000]  於是他們就打了很多的魚
[00:07:32.000 --> 00:07:34.000]  再一次耶穌這句話
[00:07:34.000 --> 00:07:40.000]  讓他們想起了主昔日所做的事情
[00:07:40.000 --> 00:07:46.000]  第二點就是基督的憐憫與愛的言語
[00:07:46.000 --> 00:07:51.000]  第五節和十二節耶穌稱呼他們是孩子們
[00:07:51.000 --> 00:07:55.000]  這個孩子們我們看好像是很普通
[00:07:55.000 --> 00:07:59.000]  但是在原文裡面這是一個很親密的稱呼
[00:07:59.000 --> 00:08:03.000]  是一個非常親密的稱呼
[00:08:03.000 --> 00:08:07.000]  所以他們想起主跟他們的關係
[00:08:07.000 --> 00:08:09.000]  是一個帶著愛的言語
[00:08:09.000 --> 00:08:13.000]  還有耶穌對他們說你們來吃早飯吧
[00:08:13.000 --> 00:08:16.000]  這顯示了主的恩慈
[00:08:16.000 --> 00:08:19.000]  所以他們從這些話語的裡面
[00:08:19.000 --> 00:08:25.000]  他們看出那個跟他們說話的人就是主
[00:08:25.000 --> 00:08:30.000]  第三點是基督細心的供應
[00:08:30.000 --> 00:08:32.000]  當他們上了岸上的時候
[00:08:32.000 --> 00:08:35.000]  他們看到有一堆的炭火
[00:08:35.000 --> 00:08:38.000]  上面有魚有餅
[00:08:38.000 --> 00:08:41.000]  然後耶穌也拿餅遞給他們
[00:08:41.000 --> 00:08:43.000]  把魚遞給他們
[00:08:43.000 --> 00:08:45.000]  當他們看到這一些的時候
[00:08:45.000 --> 00:08:50.000]  他們想起了基督對他們細心的供應
[00:08:50.000 --> 00:08:52.000]  就憑剛才的那三點
[00:08:52.000 --> 00:08:55.000]  他們知道這個在他們面前的
[00:08:55.000 --> 00:08:59.000]  就是他們一直跟隨的主
[00:08:59.000 --> 00:09:04.000]  當門徒跟主耶穌吃過早飯之後
[00:09:04.000 --> 00:09:07.000]  耶穌和彼得就展開了一段
[00:09:07.000 --> 00:09:11.000]  他們兩個之間一段的對話
[00:09:11.000 --> 00:09:13.000]  這段話是耶穌特別講來
[00:09:13.000 --> 00:09:15.000]  要重新建立彼得的
[00:09:15.000 --> 00:09:18.000]  如果我們細心的留意這段對話的時候
[00:09:18.000 --> 00:09:27.000]  你會發現有幾點是特別值得我們關注的
[00:09:27.000 --> 00:09:30.000]  在耶穌跟彼得的對話裡面
[00:09:30.000 --> 00:09:33.000]  你留意耶穌對彼得的稱呼
[00:09:33.000 --> 00:09:37.000]  都是約翰的兒子西門
[00:09:37.000 --> 00:09:41.000]  而不是直接稱他彼得
[00:09:41.000 --> 00:09:43.000]  這個稱呼
[00:09:43.000 --> 00:09:46.000]  我在想可能讓彼得看到自己
[00:09:46.000 --> 00:09:49.000]  也不過是個普通的人
[00:09:49.000 --> 00:09:53.000]  自己並不比別人特別的優勝
[00:09:53.000 --> 00:09:57.000]  主沒有用他曾經託付重任
[00:09:57.000 --> 00:10:00.000]  給彼得時候的那個名稱
[00:10:00.000 --> 00:10:02.000]  就是彼得
[00:10:02.000 --> 00:10:06.000]  似乎是顯示主給彼得
[00:10:06.000 --> 00:10:09.000]  給西門他自由選擇的權利
[00:10:09.000 --> 00:10:13.000]  因為我們的主從來不勉強人來跟隨他
[00:10:13.000 --> 00:10:15.000]  那我們看一下
[00:10:15.000 --> 00:10:19.000]  耶穌在馬太福音16章曾經提過
[00:10:19.000 --> 00:10:21.000]  我告訴你你是彼得
[00:10:21.000 --> 00:10:24.000]  我要在這磐石上建立我的教會
[00:10:24.000 --> 00:10:28.000]  死亡的權勢不能勝過他
[00:10:28.000 --> 00:10:34.000]  主用約翰的兒子西門來代替彼得
[00:10:34.000 --> 00:10:37.000]  可能就是耶穌讓他自由選擇
[00:10:37.000 --> 00:10:42.000]  你是不是要繼續的來跟從我
[00:10:42.000 --> 00:10:45.000]  第二點值得我們關注的是
[00:10:45.000 --> 00:10:49.000]  耶穌頭兩次去問彼得你愛我嗎
[00:10:49.000 --> 00:10:52.000]  那個愛字這個動詞
[00:10:52.000 --> 00:10:58.000]  原文他是用這個神聖的愛來問彼得的
[00:10:58.000 --> 00:11:03.000]  但是你看到彼得的回應是三次都用一個
[00:11:03.000 --> 00:11:10.000]  這是一個有意的愛的那個回應那個動詞
[00:11:10.000 --> 00:11:14.000]  主希望彼得以神聖的愛來對他
[00:11:14.000 --> 00:11:17.000]  但是經過三次不認主之後
[00:11:17.000 --> 00:11:20.000]  彼得他不敢再妄自尊大
[00:11:20.000 --> 00:11:24.000]  而是謙卑的承認自己的愛很有限
[00:11:24.000 --> 00:11:30.000]  所以他只能用一個有意的愛來回應主的訊問
[00:11:30.000 --> 00:11:34.000]  那當然兩次主看到彼得的回應之後
[00:11:34.000 --> 00:11:36.000]  到第三次的時候
[00:11:36.000 --> 00:11:41.000]  那主耶穌也換了一個用法
[00:11:41.000 --> 00:11:43.000]  就是不再用那個神聖的愛
[00:11:43.000 --> 00:11:48.000]  而是照彼得一樣用一個有意的愛來問他
[00:11:48.000 --> 00:11:54.000]  你愛我嗎
[00:11:54.000 --> 00:11:56.000]  我認為這個可能是主
[00:11:56.000 --> 00:12:01.000]  不是說主對我們對他愛的要求降低了
[00:12:01.000 --> 00:12:06.000]  而是說他深知到我們人的口說什麼其實都沒有用
[00:12:06.000 --> 00:12:11.000]  最重要的是我們行出來是怎樣才是真正的關鍵
[00:12:11.000 --> 00:12:14.000]  所謂我們有一句英文說walk the talk
[00:12:14.000 --> 00:12:16.000]  就是我們要言行一致
[00:12:16.000 --> 00:12:18.000]  我們要言出必行
[00:12:18.000 --> 00:12:21.000]  所以主按著彼得他的程度
[00:12:21.000 --> 00:12:25.000]  他的情況用同樣的來問他
[00:12:25.000 --> 00:12:30.000]  雖然彼得三次只用有意的愛來回應主的訊問
[00:12:30.000 --> 00:12:35.000]  但是最後我們知道彼得最後晚年的時候
[00:12:35.000 --> 00:12:39.000]  他最後是為主訊道
[00:12:39.000 --> 00:12:43.000]  他曾經自信的說我願意為你捨命
[00:12:43.000 --> 00:12:46.000]  這記載在約翰福音的十三章
[00:12:46.000 --> 00:12:50.000]  彼得對主的承諾活出了神聖的愛
[00:12:50.000 --> 00:12:53.000]  雖然他以有意的愛來回應主
[00:12:53.000 --> 00:13:00.000]  可是他的生命最終他真的活出了為主完全付出的愛
[00:13:00.000 --> 00:13:03.000]  大概在主後的64到66年間
[00:13:03.000 --> 00:13:08.000]  在羅馬的暴君尼祿王迫害基督徒的時候
[00:13:08.000 --> 00:13:12.000]  彼得最後在羅馬城為主訊道
[00:13:12.000 --> 00:13:17.000]  據說他是自己要求倒釘十字架來為主訊道
[00:13:17.000 --> 00:13:28.000]  因為他覺得自己不配跟耶穌一樣的來釘在十字架上
[00:13:28.000 --> 00:13:29.000]  第三點
[00:13:29.000 --> 00:13:34.000]  主第一次來查問彼得對他的愛的時候
[00:13:34.000 --> 00:13:36.000]  他的問法是長一點的
[00:13:36.000 --> 00:13:40.000]  他說你愛我比這些更深嗎
[00:13:40.000 --> 00:13:43.000]  然後第二第三次他只是四個字
[00:13:43.000 --> 00:13:45.000]  你愛我嗎
[00:13:45.000 --> 00:13:50.000]  那我們看一下這個比這些更深嗎
[00:13:50.000 --> 00:13:54.000]  這個這些到底是指什麼呢
[00:13:54.000 --> 00:13:59.000]  彼得他曾經很自誇的來說
[00:13:59.000 --> 00:14:03.000]  眾人雖然跌倒我卻永不跌倒
[00:14:03.000 --> 00:14:08.000]  這些如果作為一個主詞來解釋的話
[00:14:08.000 --> 00:14:10.000]  主耶穌在這裡就問他
[00:14:10.000 --> 00:14:15.000]  你愛我比這些門徒愛我更多嗎
[00:14:15.000 --> 00:14:21.000]  其實耶穌這個問法是要對付彼得他的驕傲
[00:14:21.000 --> 00:14:24.000]  因為他曾經那麼的自負那麼的誇口
[00:14:24.000 --> 00:14:28.000]  他比眾人還要愛主
[00:14:28.000 --> 00:14:31.000]  所以主特別這樣的來問他
[00:14:31.000 --> 00:14:33.000]  另外一個解釋
[00:14:33.000 --> 00:14:39.000]  這些如果作為一個授詞來解釋的話
[00:14:39.000 --> 00:14:41.000]  耶穌在這裡是問他
[00:14:41.000 --> 00:14:45.000]  彼得你愛我比愛這些的門徒
[00:14:45.000 --> 00:14:52.000]  或者炭火或者是魚和餅更多嗎
[00:14:52.000 --> 00:14:56.000]  這好像主在無聲的來對彼得說
[00:14:56.000 --> 00:14:58.000]  在我被人抓走的時候
[00:14:58.000 --> 00:15:01.000]  我被人審問的那個晚上
[00:15:01.000 --> 00:15:04.000]  你在炭火旁不認我
[00:15:04.000 --> 00:15:07.000]  你在我暫時不在你們當中的時候
[00:15:07.000 --> 00:15:10.000]  你就帶人去打魚謀生
[00:15:10.000 --> 00:15:12.000]  你置我於不顧
[00:15:12.000 --> 00:15:16.000]  你去找火找魚找餅
[00:15:16.000 --> 00:15:23.000]  你到底是愛這些還是愛我更多呢
[00:15:23.000 --> 00:15:27.000]  所以這一點也是值得我們去看的
[00:15:27.000 --> 00:15:31.000]  讓彼得更深的去認識自己
[00:15:31.000 --> 00:15:36.000]  第三點在耶穌給彼得的託付的時候
[00:15:36.000 --> 00:15:40.000]  他第一次說你餵養我的小羊
[00:15:40.000 --> 00:15:43.000]  然後第二次是用牧羊
[00:15:43.000 --> 00:15:45.000]  然後是我的羊
[00:15:45.000 --> 00:15:50.000]  在這三個託付當中
[00:15:50.000 --> 00:15:54.000]  小羊代表著一些未成長的羊羔
[00:15:54.000 --> 00:15:58.000]  包括小的弱的年輕的無助的無知的
[00:15:58.000 --> 00:16:01.000]  甚至走迷的信徒
[00:16:01.000 --> 00:16:05.000]  那羊代表成熟的強壯的
[00:16:05.000 --> 00:16:08.000]  不管是小羊或者是成熟的羊
[00:16:08.000 --> 00:16:14.000]  你都要為我去餵養去牧養這些的羊群
[00:16:14.000 --> 00:16:18.000]  餵養就是以神的話去餵養他們
[00:16:18.000 --> 00:16:24.000]  好像在彼得前書
[00:16:24.000 --> 00:16:29.000]  彼得就說像出生的嬰孩愛慕那純淨的靈奶
[00:16:29.000 --> 00:16:32.000]  好叫你們靠他長大進入救恩
[00:16:32.000 --> 00:16:38.000]  他提醒我們要以神的話來餵養神的羊群
[00:16:38.000 --> 00:16:43.000]  這個牧養也包括不僅僅是餵養靈良
[00:16:43.000 --> 00:16:51.000]  而且還包括要看顧監察引導和保護神的羊
[00:16:51.000 --> 00:16:56.000]  無論是小羊大羊他們都需要神的話
[00:16:56.000 --> 00:17:01.000]  需要屬靈的引導和愛心的關懷和牧養
[00:17:01.000 --> 00:17:05.000]  這個雕刻是我去年按摩的時候
[00:17:05.000 --> 00:17:07.000]  我的老師送給我的
[00:17:07.000 --> 00:17:10.000]  他告訴我背後一個故事
[00:17:10.000 --> 00:17:15.000]  他說那些的牧羊人當他牧養羊群的時候
[00:17:15.000 --> 00:17:18.000]  牧羊人他不是跟在羊的後面的
[00:17:18.000 --> 00:17:21.000]  他是在羊的前面領路
[00:17:21.000 --> 00:17:24.000]  因為羊是完全沒有方向感的
[00:17:24.000 --> 00:17:29.000]  而且羊只是看到眼前看不見更遠的東西
[00:17:29.000 --> 00:17:33.000]  羊很需要牧羊人的指引他的方向
[00:17:33.000 --> 00:17:36.000]  他說有時候有些的羊是很不聽話
[00:17:36.000 --> 00:17:41.000]  他們很容易走偏走歪了不跟著牧羊人走
[00:17:41.000 --> 00:17:45.000]  所以這時候了因為牧羊人不是只看一隻羊
[00:17:45.000 --> 00:17:47.000]  很多的羊所以迫不得已
[00:17:47.000 --> 00:17:52.000]  有時候牧羊人要特意的把這個羊的腿打傷
[00:17:52.000 --> 00:17:58.000]  然後要抱起他回到羊群裡面一起走回正路
[00:17:58.000 --> 00:18:01.000]  但是那個被他打傷的羊
[00:18:01.000 --> 00:18:06.000]  他不能把他扔下要繼續的關懷關顧
[00:18:06.000 --> 00:18:09.000]  帶著他回到正路
[00:18:09.000 --> 00:18:13.000]  那作為牧者我們也很深的感受到
[00:18:13.000 --> 00:18:17.000]  有時候為了羊的好處也得到更好的牧羊
[00:18:17.000 --> 00:18:21.000]  那有時候我們也需要拒絕人責備人
[00:18:21.000 --> 00:18:24.000]  也要為羊來把關
[00:18:24.000 --> 00:18:28.000]  像之前我們曾經也看到有一些的異端
[00:18:28.000 --> 00:18:30.000]  很容易會進到教會裡面
[00:18:30.000 --> 00:18:33.000]  那我們也要為羊群來把關
[00:18:33.000 --> 00:18:35.000]  有時候有一些的信徒
[00:18:35.000 --> 00:18:38.000]  他只是為了到處尋尋覓覓
[00:18:38.000 --> 00:18:42.000]  不想在一個教會裡面好好的尾聲
[00:18:42.000 --> 00:18:47.000]  所以有時候我們也要查看到有這樣的情況的時候
[00:18:47.000 --> 00:18:49.000]  我們也要拒絕一些信徒
[00:18:49.000 --> 00:18:54.000]  避免讓他們成為一個藉口到處來漂泊
[00:18:54.000 --> 00:18:58.000]  好讓他們可以得到一個更好的餵羊
[00:18:58.000 --> 00:19:02.000]  有時候被管教的過程是痛苦的
[00:19:02.000 --> 00:19:06.000]  正如我們被神管教的時候也是痛苦
[00:19:06.000 --> 00:19:10.000]  但是聖經也這樣來勉勵我們
[00:19:10.000 --> 00:19:13.000]  因為主所愛的他必管教
[00:19:13.000 --> 00:19:16.000]  一切管教在當時是不快樂的
[00:19:16.000 --> 00:19:18.000]  反而覺得痛苦
[00:19:18.000 --> 00:19:20.000]  但是當我們經過這些操練之後
[00:19:20.000 --> 00:19:28.000]  就能結出平安的果子就是義
[00:19:28.000 --> 00:19:33.000]  從這個經文裡面我們有幾點很值得我們去反思的
[00:19:33.000 --> 00:19:35.000]  在這段經文當中
[00:19:35.000 --> 00:19:39.000]  我們其實看到是神主動的施恩
[00:19:39.000 --> 00:19:42.000]  他給人重新開始的機會
[00:19:42.000 --> 00:19:45.000]  彼得雖然曾經三次不認主
[00:19:45.000 --> 00:19:47.000]  他的內心很自然很愧疚
[00:19:47.000 --> 00:19:49.000]  有很多的沮喪
[00:19:49.000 --> 00:19:52.000]  他深深的覺得對不起主
[00:19:52.000 --> 00:19:54.000]  但是主沒有放棄他
[00:19:54.000 --> 00:19:58.000]  反而是復活之後主主動的回到加利利
[00:19:58.000 --> 00:20:00.000]  來見他的門徒
[00:20:00.000 --> 00:20:03.000]  而且藉著三次愛的詢問
[00:20:03.000 --> 00:20:05.000]  來重新建立彼得
[00:20:05.000 --> 00:20:07.000]  是神主動的恩典
[00:20:07.000 --> 00:20:13.000]  讓人在失敗中有重新站起來的機會
[00:20:13.000 --> 00:20:17.000]  第二點是主從來沒有忘記他的羊
[00:20:17.000 --> 00:20:20.000]  縱然他們並不完美
[00:20:20.000 --> 00:20:22.000]  那當耶穌被捕的時候
[00:20:22.000 --> 00:20:25.000]  跟隨他的人都紛紛離他而去
[00:20:25.000 --> 00:20:28.000]  就好像耶穌曾經預言的
[00:20:28.000 --> 00:20:32.000]  他說今天晚上你們因我的緣故都要後退
[00:20:32.000 --> 00:20:41.000]  因為經上記著我要擊打牧人羊群就分散了
[00:20:41.000 --> 00:20:43.000]  耶穌受害之後
[00:20:43.000 --> 00:20:46.000]  可以想像過去曾經跟隨他的門徒
[00:20:46.000 --> 00:20:48.000]  其實都很驚慌
[00:20:48.000 --> 00:20:51.000]  而且好像失去方向一樣
[00:20:51.000 --> 00:20:52.000]  但是主復活之後
[00:20:52.000 --> 00:20:54.000]  他沒有忘記這些
[00:20:54.000 --> 00:20:58.000]  曾經在大難臨頭的時候各自飛的門徒
[00:20:58.000 --> 00:21:02.000]  他主動回來尋找他們
[00:21:02.000 --> 00:21:07.000]  安慰他們和兼顧他們
[00:21:07.000 --> 00:21:09.000]  第三點
[00:21:09.000 --> 00:21:12.000]  耶穌渴慕得到我們的愛
[00:21:12.000 --> 00:21:16.000]  主耶穌曾經說我們一起念這段經文
[00:21:16.000 --> 00:21:19.000]  如果有人到我這裡來
[00:21:19.000 --> 00:21:24.000]  愛我不超過愛自己的父母、妻子、兒女、兄弟、姊妹
[00:21:24.000 --> 00:21:26.000]  甚至自己的性命
[00:21:26.000 --> 00:21:29.000]  就不能做我的門徒
[00:21:29.000 --> 00:21:32.000]  一個人不能服侍兩個主人
[00:21:32.000 --> 00:21:35.000]  他若不是恨這個愛那個
[00:21:35.000 --> 00:21:38.000]  就是忠於這個輕視那個
[00:21:38.000 --> 00:21:43.000]  你們不能侍奉神又服侍金錢
[00:21:43.000 --> 00:21:46.000]  主渴望得到我們的愛
[00:21:46.000 --> 00:21:50.000]  那我們願不願意愛主更多呢
[00:21:50.000 --> 00:21:55.000]  我們能不能像剛才穆斯林我們唱的那首詩歌對主說
[00:21:55.000 --> 00:22:00.000]  主啊你知道我愛你呢
[00:22:00.000 --> 00:22:01.000]  第四點
[00:22:01.000 --> 00:22:06.000]  我們在生活當中看見主嗎
[00:22:06.000 --> 00:22:10.000]  有時候可能因為我們對主的誤解
[00:22:10.000 --> 00:22:13.000]  或者是因為我們的性情
[00:22:13.000 --> 00:22:17.000]  或者是因為我們對主的目的不正
[00:22:17.000 --> 00:22:20.000]  我們可能會很容易疏遠了主
[00:22:20.000 --> 00:22:24.000]  或者是有時候因為我們對主的不信
[00:22:24.000 --> 00:22:25.000]  沒有信心
[00:22:25.000 --> 00:22:27.000]  或者是我們犯罪
[00:22:27.000 --> 00:22:29.000]  我們的靈性低沉
[00:22:29.000 --> 00:22:33.000]  可能我們也在生活當中看不見主
[00:22:33.000 --> 00:22:36.000]  或者是我們在困惑
[00:22:36.000 --> 00:22:38.000]  在生活沮喪
[00:22:38.000 --> 00:22:39.000]  經歷失敗
[00:22:39.000 --> 00:22:42.000]  悲痛煩惱的時候
[00:22:42.000 --> 00:22:45.000]  我們也很容易被這些攔住
[00:22:45.000 --> 00:22:47.000]  堵住我們的眼睛
[00:22:47.000 --> 00:22:49.000]  我們看不見主
[00:22:49.000 --> 00:22:51.000]  那弟兄姊妹在過去一年
[00:22:51.000 --> 00:23:00.000]  你有沒有在生活當中看見主呢
[00:23:00.000 --> 00:23:02.000]  這四點的反思
[00:23:02.000 --> 00:23:04.000]  也希望我們可以記著
[00:23:04.000 --> 00:23:06.000]  那今天你回家之後
[00:23:06.000 --> 00:23:09.000]  你可以再重新的來思考
[00:23:09.000 --> 00:23:13.000]  為神主動給你的恩典來感恩
