
[00:00:00.000 --> 00:00:04.120]  新年我們如果傳統的習俗
[00:01:49.600 --> 00:01:51.520]  情況好像不是這樣的
[00:01:51.520 --> 00:01:53.360]  或者情況不同
[00:01:53.360 --> 00:01:56.240]  或者如果問問上一輩的
[00:01:56.240 --> 00:02:00.200]  在座的叔叔、姨姨
[00:02:00.200 --> 00:02:01.400]  小時候玩什麼玩具
[00:02:01.400 --> 00:02:03.320]  有沒有什麼選擇的
[00:02:03.320 --> 00:02:05.360]  可能有些富裕一點的
[00:02:05.360 --> 00:02:06.240]  都還有些機會
[00:02:06.240 --> 00:02:08.840]  但是其實大部分都是沒什麼選擇的
[00:02:08.840 --> 00:02:10.400]  好像甚至乎我老婆
[00:02:10.400 --> 00:02:12.160]  我老婆雖然不是上一代
[00:02:12.160 --> 00:02:13.840]  但是她也是沒什麼選擇的
[00:02:13.840 --> 00:02:14.840]  沒什麼玩的
[00:02:14.840 --> 00:02:16.040]  都是用手指
[00:02:16.040 --> 00:02:19.680]  或者自己想一些東西出來玩
[00:02:19.680 --> 00:02:22.560]  是她姐姐找她們來玩的
[00:02:22.560 --> 00:02:24.920]  弄到家裡
[00:02:24.920 --> 00:02:26.560]  不可以說太多
[00:02:26.560 --> 00:02:29.520]  總之媽媽回來就不停打
[00:02:29.520 --> 00:02:34.480]  弄到家裡一塌糊塗
[00:02:34.480 --> 00:02:36.200]  是不是以前的小朋友
[00:02:36.200 --> 00:02:38.920]  容易滿足一點
[00:02:38.920 --> 00:02:42.040]  沒那麼多種的玩具給他們選
[00:02:42.040 --> 00:02:45.560]  所以簡單一點
[00:02:45.560 --> 00:02:49.240]  是不是因為家境真的沒那麼富裕
[00:02:49.240 --> 00:02:51.360]  所以少了東西選
[00:02:51.360 --> 00:02:55.160]  而容易一點去滿足呢?
[00:02:55.160 --> 00:02:58.520]  外面的環境因素固然重要
[00:02:58.520 --> 00:02:59.920]  當然你沒得選
[00:02:59.920 --> 00:03:01.320]  本身你生出來
[00:03:01.320 --> 00:03:03.000]  我們含著金鎖匙出生的
[00:03:03.000 --> 00:03:04.560]  那麼有很多東西選
[00:03:04.560 --> 00:03:09.600]  外面的環境因素的確是一個原因之一
[00:03:09.600 --> 00:03:12.960]  但是其實人能不能夠知足
[00:03:12.960 --> 00:03:17.840]  人能不能夠感到滿足呢?
[00:03:17.840 --> 00:03:21.680]  其實是取決於裡面
[00:03:21.680 --> 00:03:25.720]  怎樣可以知足呢?
[00:03:25.720 --> 00:03:30.600]  知足是不是不斷的積聚財富
[00:03:30.600 --> 00:03:32.200]  不夠嘛,找多一點
[00:03:32.200 --> 00:03:34.080]  找多一點,再找多一點
[00:03:34.080 --> 00:03:36.360]  再找多一點
[00:03:36.360 --> 00:03:39.200]  或者晚晚夜夜生哥
[00:03:39.200 --> 00:03:40.960]  不斷地尋求刺激
[00:03:40.960 --> 00:03:42.440]  玩完這個,又玩那個
[00:03:42.440 --> 00:03:44.120]  今晚去那裡,明晚又去那裡
[00:03:44.120 --> 00:03:45.960]  不斷地尋求刺激
[00:03:45.960 --> 00:03:48.880]  這樣就可以滿足了?
[00:03:48.880 --> 00:03:51.760]  知足是不是不斷地向上爬
[00:03:51.760 --> 00:03:53.280]  不斷地向上爬
[00:03:53.280 --> 00:03:54.640]  不斷地升,不斷地升
[00:03:54.640 --> 00:03:55.640]  不斷地向上爬
[00:03:55.640 --> 00:03:58.920]  這樣到一個地步就會知足呢?
[00:03:58.920 --> 00:04:01.480]  我想其實我們不需要再去找
[00:04:01.480 --> 00:04:03.320]  什麼科學的根據
[00:04:03.320 --> 00:04:04.640]  心理的研究
[00:04:04.640 --> 00:04:05.960]  我們都可以
[00:04:05.960 --> 00:04:07.360]  大家都認同一樣東西
[00:04:07.360 --> 00:04:09.560]  就是其實你和我
[00:04:09.560 --> 00:04:14.000]  我們都知道人的慾望是無窮盡的
[00:04:14.000 --> 00:04:16.000]  是不會停的
[00:04:16.000 --> 00:04:18.440]  得一的話,我們就會想怎樣?
[00:04:18.440 --> 00:04:21.120]  有二,有二又想三
[00:04:21.120 --> 00:04:25.000]  否則不會有那麼多二拉、三拉那些
[00:04:25.000 --> 00:04:26.560]  過往一個星期
[00:04:26.560 --> 00:04:28.080]  有一段算是國際的大新聞
[00:04:28.080 --> 00:04:29.200]  我覺得是大新聞
[00:04:29.200 --> 00:04:31.640]  因為經常都看到他
[00:04:31.640 --> 00:04:34.600]  就是法國的某某總統
[00:04:34.600 --> 00:04:35.640]  法國總統
[00:04:35.640 --> 00:04:38.800]  他終於公開說
[00:04:38.800 --> 00:04:41.680]  甩掉了他現任的女朋友
[00:04:41.680 --> 00:04:44.640]  48歲好像是,48歲的女朋友
[00:04:44.640 --> 00:04:47.840]  然後其實他就已經
[00:04:47.840 --> 00:04:52.720]  其實已經找了一個年輕一點的影星
[00:04:52.720 --> 00:04:54.520]  來到
[00:04:54.520 --> 00:04:57.280]  其實好像本身已經有affair
[00:04:57.280 --> 00:04:58.400]  和這個影星
[00:04:58.400 --> 00:05:02.400]  和以前的女朋友拍拖的時候已經有affair
[00:05:02.400 --> 00:05:05.800]  初初拍拖的時候
[00:05:05.800 --> 00:05:08.320]  那些弟兄或者男士你想一下
[00:05:08.320 --> 00:05:11.840]  初初拍拖的時候牽著女朋友的手,怎樣的?
[00:05:11.840 --> 00:05:14.280]  嘩,真的很滑
[00:05:14.280 --> 00:05:17.120]  有一種觸電的感覺
[00:05:17.120 --> 00:05:18.840]  嘩,現在結了婚
[00:05:18.840 --> 00:05:21.800]  被你真的搞定了他,結了婚
[00:05:21.800 --> 00:05:23.280]  30年、20年
[00:05:23.280 --> 00:05:25.560]  或者有些其實4、5年都
[00:05:25.560 --> 00:05:26.880]  都什麼的
[00:05:26.880 --> 00:05:30.320]  看他做家務做不做
[00:05:30.320 --> 00:05:32.040]  現在牽著老婆的手
[00:05:32.040 --> 00:05:33.760]  我聽回來的
[00:05:33.760 --> 00:05:38.320]  牽著老婆的手
[00:05:38.320 --> 00:05:40.360]  不是,我是說別人所說的話
[00:05:40.360 --> 00:05:42.400]  我是quote別人的quote
[00:05:42.400 --> 00:05:44.960]  現在牽著老婆的手就好像什麼?
[00:05:44.960 --> 00:05:48.440]  左手牽著右手的感覺
[00:05:48.440 --> 00:05:51.120]  沒什麼觸電,不要說觸不觸電
[00:05:51.120 --> 00:05:52.720]  牽著老婆的手
[00:05:52.720 --> 00:05:58.800]  就好像自己左手和右手牽著一樣
[00:05:58.800 --> 00:05:59.800]  很多人結婚的時候
[00:05:59.800 --> 00:06:03.560]  無論怎樣山盟海誓都好
[00:06:03.560 --> 00:06:07.280]  都未必一定保得住他們的婚姻
[00:06:07.280 --> 00:06:11.960]  這個不僅僅是西方社會發生的問題
[00:06:11.960 --> 00:06:13.360]  即使比較保守一點
[00:06:13.360 --> 00:06:17.960]  所謂香港、中國大陸其實都很多的離婚
[00:06:17.960 --> 00:06:20.240]  更加多的就是很多
[00:06:20.240 --> 00:06:23.840]  譬如說中國移民過來的家庭或者夫婦
[00:06:23.840 --> 00:06:27.880]  來到沒多久,接著又要分了
[00:06:27.880 --> 00:06:29.200]  保不住
[00:06:29.200 --> 00:06:33.520]  當然很多因素,不一定是說有外遇
[00:06:33.520 --> 00:06:36.160]  但其實有很多的因素
[00:06:36.160 --> 00:06:37.320]  但其中最重要的
[00:06:37.320 --> 00:06:40.360]  因為人內心裡面不得到滿足
[00:06:40.360 --> 00:06:42.600]  當人的內心得不到滿足的時候
[00:06:42.600 --> 00:06:45.320]  他會想得到其他的東西
[00:06:45.320 --> 00:06:47.840]  聖經就說這些叫做貪婪
[00:06:47.840 --> 00:06:50.160]  貪戀
[00:06:50.160 --> 00:06:53.240]  我們知道即是貪心
[00:06:53.240 --> 00:06:57.840]  嫌自己現在有的東西不夠好
[00:06:57.840 --> 00:07:00.560]  哥羅西書和另外一些經文都說
[00:07:00.560 --> 00:07:04.400]  他就說其實貪婪或者貪心
[00:07:04.400 --> 00:07:07.840]  就好像拜偶像一樣
[00:07:07.840 --> 00:07:09.760]  有時候就想為什麼會一樣
[00:07:09.760 --> 00:07:13.280]  貪心和拜偶像好像遙不可及的東西
[00:07:13.280 --> 00:07:14.760]  沒什麼關係的
[00:07:14.760 --> 00:07:16.960]  但你想深一層的時候
[00:07:16.960 --> 00:07:18.840]  你想得到一樣的東西
[00:07:18.840 --> 00:07:20.200]  你經常想著它
[00:07:20.200 --> 00:07:21.640]  那樣東西成為你的渴望
[00:07:21.640 --> 00:07:24.000]  睡醒又想,睡覺又想
[00:07:24.000 --> 00:07:26.000]  工作又想,吃飯又想
[00:07:26.000 --> 00:07:27.880]  那樣東西成為你的心
[00:07:27.880 --> 00:07:29.680]  整個心都去了那裡
[00:07:29.680 --> 00:07:31.320]  整天就是崇拜那樣東西
[00:07:31.320 --> 00:07:33.320]  追尋那樣東西
[00:07:33.320 --> 00:07:35.840]  那樣東西無論是人也好,事也好
[00:07:35.840 --> 00:07:39.760]  變成了你心中裡面一個崇拜的東西
[00:07:39.760 --> 00:07:41.120]  一個追求的東西
[00:07:41.120 --> 00:07:44.040]  那個偶像,聖經所說
[00:07:44.040 --> 00:07:46.840]  所以貪戀、貪婪
[00:07:46.840 --> 00:07:48.640]  就等同拜偶像
[00:07:48.640 --> 00:07:51.600]  就是這個意思
[00:07:51.600 --> 00:07:54.120]  有一位很出名的
[00:07:54.120 --> 00:07:55.840]  我不認識,因為我沒看小說
[00:07:55.840 --> 00:07:58.680]  他是很出名的小說家
[00:07:58.680 --> 00:08:00.560]  但他已經自殺了
[00:08:00.560 --> 00:08:01.600]  他說過
[00:08:01.600 --> 00:08:04.760]  他說每一個人都有崇拜的對象
[00:08:04.760 --> 00:08:06.840]  看看你崇拜些什麼
[00:08:06.840 --> 00:08:10.120]  每個人都會崇拜一些東西
[00:08:10.120 --> 00:08:13.000]  如果你是崇拜金錢的話
[00:08:13.000 --> 00:08:16.200]  你會覺得永遠都不夠錢
[00:08:16.200 --> 00:08:18.200]  不夠多錢
[00:08:18.200 --> 00:08:20.000]  永遠都不夠的
[00:08:20.000 --> 00:08:23.160]  如果你崇拜的對象是你自己
[00:08:23.160 --> 00:08:26.080]  有些人甚至不知道在崇拜自己
[00:08:26.080 --> 00:08:28.760]  我看到這段說話我馬上要反省一下
[00:08:28.760 --> 00:08:30.520]  特別是有些人崇拜自己
[00:08:30.520 --> 00:08:32.160]  崇拜自己的樣貌
[00:08:32.160 --> 00:08:33.920]  崇拜自己的才幹
[00:08:33.920 --> 00:08:36.640]  或者崇拜自己的身形
[00:08:36.640 --> 00:08:39.640]  或者體態
[00:08:39.640 --> 00:08:42.000]  你永遠都覺得自己不夠好的
[00:08:42.000 --> 00:08:43.800]  永遠都覺得自己不夠漂亮
[00:08:43.800 --> 00:08:45.320]  頭髮又不知怎樣
[00:08:45.320 --> 00:08:46.840]  皮膚又差那麼一點
[00:08:46.840 --> 00:08:49.000]  那個明明應該三十多吋
[00:08:49.000 --> 00:08:51.160]  但是又差那麼一點吋數
[00:08:51.160 --> 00:08:53.000]  多了一點出來
[00:08:53.000 --> 00:08:56.040]  特別是歲月催人老的時候
[00:08:56.040 --> 00:08:58.080]  這件事尤其明顯
[00:08:58.080 --> 00:09:00.080]  原來這樣的話
[00:09:00.080 --> 00:09:02.240]  你就是崇拜著自己
[00:09:02.240 --> 00:09:04.000]  我都正在踩界
[00:09:04.000 --> 00:09:06.080]  我看到這段說話
[00:09:06.080 --> 00:09:07.080]  雖然不是自戀
[00:09:07.080 --> 00:09:10.560]  不過真的正在踩界
[00:09:10.560 --> 00:09:13.000]  如果你追求權力的話
[00:09:13.000 --> 00:09:16.560]  你時常會在一個懼怕的裏面
[00:09:16.560 --> 00:09:18.760]  你覺得自己不夠勁不夠強
[00:09:18.760 --> 00:09:20.840]  你怕人會勁過你
[00:09:20.840 --> 00:09:22.040]  怕人踩著你
[00:09:22.040 --> 00:09:27.040]  怕人在你之上
[00:09:27.040 --> 00:09:29.040]  我們要過一個知足
[00:09:29.040 --> 00:09:31.040]  懂得感恩的生活
[00:09:31.040 --> 00:09:32.520]  其實是每一個人
[00:09:32.520 --> 00:09:36.040]  特別是信主的人的一個挑戰
[00:09:36.040 --> 00:09:39.040]  我們天生不會懂得知足
[00:09:39.040 --> 00:09:41.040]  如果有小朋友就知道
[00:09:41.040 --> 00:09:46.040]  特別是懂得玩耍的時候
[00:09:46.040 --> 00:09:48.040]  玩這個玩那個
[00:09:48.040 --> 00:09:51.440]  是不懂得知足的
[00:09:51.440 --> 00:09:55.240]  使徒保羅他的經歷告訴我們
[00:09:55.240 --> 00:09:57.840]  知足是學回來的
[00:09:57.840 --> 00:09:59.240]  懂得滿足
[00:09:59.240 --> 00:10:00.440]  這件事是學回來的
[00:10:00.440 --> 00:10:01.840]  不是天生的
[00:10:01.840 --> 00:10:05.440]  在納比書第四章十一節
[00:10:05.440 --> 00:10:06.840]  他那裏說
[00:10:06.840 --> 00:10:07.640]  一齊讀好嗎
[00:10:07.640 --> 00:10:08.640]  第四章十一節
[00:10:08.640 --> 00:10:10.040]  「我並不是」
[00:10:10.040 --> 00:10:12.440]  「我並不是因權不恥者」
[00:10:12.440 --> 00:10:13.440]  「或化」
[00:10:13.440 --> 00:10:15.640]  「我無論在什麽情況」
[00:10:15.640 --> 00:10:17.440]  「都不可能知足」
[00:10:17.440 --> 00:10:18.440]  「卑詛無恥」
[00:10:18.440 --> 00:10:20.240]  「又何必了」
[00:10:20.240 --> 00:10:21.640]  是學回來的
[00:10:21.640 --> 00:10:24.440]  甚至乎是需要鍛鍊的
[00:10:24.440 --> 00:10:26.240]  是需要鍛鍊
[00:10:26.240 --> 00:10:28.040]  保羅他懂得知足
[00:10:28.040 --> 00:10:33.640]  不是因為他對物質需求多與少
[00:10:33.640 --> 00:10:38.440]  而是他是來自他裏面的資源
[00:10:38.440 --> 00:10:41.240]  因為他裏面有些東西在裏面
[00:10:41.240 --> 00:10:43.240]  第四章十三節告訴我們
[00:10:43.240 --> 00:10:49.440]  耶穌基督是上帝滿足他的需要
[00:10:49.440 --> 00:10:51.440]  耶穌說我們不需要憂慮
[00:10:51.440 --> 00:10:52.440]  吃些什麽
[00:10:52.440 --> 00:10:54.440]  穿些什麽
[00:10:54.440 --> 00:10:58.240]  因為我們需要天父知道
[00:10:58.240 --> 00:11:02.240]  他也會供應
[00:11:02.240 --> 00:11:05.240]  英國有一位牧師
[00:11:05.240 --> 00:11:07.040]  已故的牧師John Stott
[00:11:07.040 --> 00:11:08.240]  斯托德牧師
[00:11:08.240 --> 00:11:10.240]  他鼓勵信徒
[00:11:10.240 --> 00:11:12.240]  要不斷地去檢視
[00:11:12.240 --> 00:11:14.240]  我們自己的生活模式
[00:11:14.240 --> 00:11:18.640]  看看自己的生活情況是怎樣
[00:11:18.640 --> 00:11:20.440]  他說因為
[00:11:20.440 --> 00:11:23.840]  通常人們都會活在兩個極端裏面
[00:11:23.840 --> 00:11:26.640]  一個極端就是禁慾主義
[00:11:26.640 --> 00:11:28.640]  所謂禁慾主義就是
[00:11:28.640 --> 00:11:30.640]  每樣東西都不好
[00:11:30.640 --> 00:11:34.640]  特別現在社會帶來的各種方便
[00:11:34.640 --> 00:11:37.640]  基督徒要刻苦
[00:11:37.640 --> 00:11:39.640]  不要那些東西
[00:11:39.640 --> 00:11:40.640]  禁慾
[00:11:40.640 --> 00:11:42.640]  另一個人活在另一個極端
[00:11:42.640 --> 00:11:45.640]  就是物質或者享樂的主義
[00:11:45.640 --> 00:11:49.640]  要快、要新、要正、要漂亮
[00:11:49.640 --> 00:11:51.640]  對物質的追捧
[00:11:51.640 --> 00:11:54.640]  讓物質和享樂的追求
[00:11:54.640 --> 00:11:59.640]  佔據了自己
[00:11:59.640 --> 00:12:00.640]  他還說
[00:12:00.640 --> 00:12:02.640]  在這兩個極端當中
[00:12:02.640 --> 00:12:03.640]  一個禁慾
[00:12:03.640 --> 00:12:04.640]  即什麽都不好
[00:12:04.640 --> 00:12:06.640]  我們要經常靈修
[00:12:06.640 --> 00:12:07.640]  不要逛街看電影
[00:12:07.640 --> 00:12:08.640]  不要出去玩
[00:12:08.640 --> 00:12:10.640]  我們要多做些什麽
[00:12:10.640 --> 00:12:12.640]  另一邊就是經常出去玩
[00:12:12.640 --> 00:12:14.640]  在這兩個極端當中
[00:12:14.640 --> 00:12:17.640]  其實基督徒應該有的生活態度就是
[00:12:17.640 --> 00:12:23.640]  知足、慷慨和簡樸的生活
[00:12:23.640 --> 00:12:26.640]  當然我們不可能去規定
[00:12:26.640 --> 00:12:29.640]  在這裏你年薪多少萬
[00:12:29.640 --> 00:12:31.640]  即是規定一個數目
[00:12:31.640 --> 00:12:32.640]  不可以多過那個數目
[00:12:32.640 --> 00:12:34.640]  或者基督徒的房子
[00:12:34.640 --> 00:12:36.640]  不可以大過多少個面積
[00:12:36.640 --> 00:12:38.640]  不知多少個房間
[00:12:38.640 --> 00:12:39.640]  或者車
[00:12:39.640 --> 00:12:41.640]  一個家庭最多只可以有多少部車
[00:12:41.640 --> 00:12:44.640]  當然我們不是這樣去規範、去界定
[00:12:44.640 --> 00:12:47.640]  這樣是不是一個奢侈的生活
[00:12:47.640 --> 00:12:48.640]  不是,因為每個情況
[00:12:48.640 --> 00:12:51.640]  每個家庭的需要都不同
[00:12:51.640 --> 00:12:53.640]  但是簡樸的生活
[00:12:53.640 --> 00:12:56.640]  慷慨、施予、知足、常樂的生活
[00:12:56.640 --> 00:13:01.640]  是信耶穌的人應該有的生活態度
[00:13:01.640 --> 00:13:06.640]  司徒保羅說他得到知足的秘訣
[00:13:06.640 --> 00:13:07.640]  四章十二節
[00:13:07.640 --> 00:13:12.640]  他說我知道怎樣處悲戰,也知道怎樣處豐富
[00:13:12.640 --> 00:13:14.640]  說飽足或飢餓等等
[00:13:14.640 --> 00:13:17.640]  我都得了秘訣
[00:13:17.640 --> 00:13:21.640]  英文聖經的翻譯
[00:13:21.640 --> 00:13:22.640]  我覺得頗有趣
[00:13:22.640 --> 00:13:26.640]  他用recipe來翻譯這個字
[00:13:26.640 --> 00:13:28.640]  即是秘方
[00:13:28.640 --> 00:13:31.640]  為什麼蛋蒸得這麼滑
[00:13:31.640 --> 00:13:34.640]  你們蒸蛋滑不滑
[00:13:34.640 --> 00:13:36.640]  很多人原來都很struggle
[00:13:36.640 --> 00:13:39.640]  即是蒸蛋不是很滑
[00:13:39.640 --> 00:13:44.640]  會很凹凸、很粗糙
[00:13:44.640 --> 00:13:47.640]  但原來有些秘方很簡單
[00:13:47.640 --> 00:13:50.640]  可以很滑,滑到怕
[00:13:50.640 --> 00:13:54.640]  昨晚吃飯,下午第二天蒸扇貝
[00:13:54.640 --> 00:13:57.640]  為什麼蒸得剛剛好
[00:13:57.640 --> 00:14:00.640]  原來事前我都忘記了什麼步驟
[00:14:00.640 --> 00:14:02.640]  又說要按又要搓
[00:14:02.640 --> 00:14:04.640]  我都不知道是什麼
[00:14:04.640 --> 00:14:07.640]  有些秘方,有些秘訣
[00:14:07.640 --> 00:14:09.640]  你有那種秘訣,有那種秘方
[00:14:09.640 --> 00:14:12.640]  你就搞得出來
[00:14:12.640 --> 00:14:14.640]  知足的秘訣
[00:14:14.640 --> 00:14:17.640]  我們得到滿足的秘方
[00:14:17.640 --> 00:14:20.640]  就是耶穌基督
[00:14:20.640 --> 00:14:23.640]  十三節的經文
[00:14:23.640 --> 00:14:25.640]  這裡說,我靠著那家給我力量的
[00:14:25.640 --> 00:14:27.640]  凡事都能做
[00:14:27.640 --> 00:14:29.640]  其實有一個原文裡說
[00:14:29.640 --> 00:14:31.640]  我靠著基督
[00:14:31.640 --> 00:14:34.640]  凡事都能做
[00:14:34.640 --> 00:14:36.640]  我們會很多時候
[00:14:36.640 --> 00:14:38.640]  藉著這段經文去鼓勵人
[00:14:38.640 --> 00:14:39.640]  特別這一節
[00:14:39.640 --> 00:14:40.640]  我靠著那家給我力量的
[00:14:40.640 --> 00:14:41.640]  凡事都能做
[00:14:41.640 --> 00:14:43.640]  衝啊,上啊
[00:14:43.640 --> 00:14:46.640]  但其實我們了解一下
[00:14:46.640 --> 00:14:47.640]  看看上下文
[00:14:47.640 --> 00:14:48.640]  我們知道
[00:14:48.640 --> 00:14:51.640]  原來這裡說凡事都能做
[00:14:51.640 --> 00:14:54.640]  是在說知足那件事
[00:14:54.640 --> 00:14:56.640]  滿不滿足那件事
[00:14:56.640 --> 00:15:01.640]  他不是說,哇,你可以
[00:15:01.640 --> 00:15:03.640]  一時想不到例子
[00:15:03.640 --> 00:15:04.640]  行神蹟出來
[00:15:04.640 --> 00:15:06.640]  他這裡不是說你可以
[00:15:06.640 --> 00:15:09.640]  很容易,什麼事都可以做到
[00:15:09.640 --> 00:15:11.640]  不是說行神蹟,什麼的
[00:15:11.640 --> 00:15:12.640]  他這裡是說
[00:15:12.640 --> 00:15:14.640]  靠著主的話
[00:15:14.640 --> 00:15:16.640]  你可以在什麼境況裡
[00:15:16.640 --> 00:15:18.640]  都可以知足
[00:15:18.640 --> 00:15:19.640]  凡事都能做
[00:15:19.640 --> 00:15:21.640]  那個背景
[00:15:21.640 --> 00:15:25.640]  所以十三節其實是保羅自己親身的見證
[00:15:25.640 --> 00:15:27.640]  他能夠在每一樣的情況
[00:15:27.640 --> 00:15:29.640]  就是凡事
[00:15:29.640 --> 00:15:33.640]  凡事他都學到知足
[00:15:33.640 --> 00:15:35.640]  關鍵是什麼?
[00:15:35.640 --> 00:15:37.640]  關鍵其實就是
[00:15:37.640 --> 00:15:42.640]  我們相信上帝的供應是充足的
[00:15:42.640 --> 00:15:45.640]  我們跳一跳十九節
[00:15:45.640 --> 00:15:46.640]  十九節我們一起讀
[00:15:46.640 --> 00:15:48.640]  我的神,請讀
[00:15:56.640 --> 00:15:58.640]  豐富
[00:15:58.640 --> 00:16:01.640]  我的神必召他榮耀的豐富
[00:16:01.640 --> 00:16:03.640]  豐富原文是眾數詞
[00:16:03.640 --> 00:16:04.640]  如果你有英文,你會看到
[00:16:04.640 --> 00:16:06.640]  他寫著Riches
[00:16:06.640 --> 00:16:07.640]  或者豐富
[00:16:07.640 --> 00:16:09.640]  有個S在這裡
[00:16:09.640 --> 00:16:14.640]  表明了神是用他各樣的豐富
[00:16:14.640 --> 00:16:15.640]  不是一樣的豐富這麼簡單
[00:16:15.640 --> 00:16:17.640]  是神各樣的豐富
[00:16:17.640 --> 00:16:22.640]  來供應你和我所有的需用的東西
[00:16:22.640 --> 00:16:26.640]  令到我們所需用的都充足
[00:16:26.640 --> 00:16:28.640]  一無缺陷
[00:16:28.640 --> 00:16:30.640]  你信不信?
[00:16:30.640 --> 00:16:33.640]  你信嗎?
[00:16:33.640 --> 00:16:39.640]  很多人都知道我們現在準備離開
[00:16:39.640 --> 00:16:42.640]  我們現在計劃搬遷
[00:16:42.640 --> 00:16:43.640]  還有下半年
[00:16:43.640 --> 00:16:45.640]  因為我是計算的人
[00:16:45.640 --> 00:16:47.640]  計算一下開支
[00:16:47.640 --> 00:16:49.640]  越看越覺得都不簡單
[00:16:49.640 --> 00:16:50.640]  都很糟糕
[00:16:50.640 --> 00:16:54.640]  大部分人都知道我們會去雪梨
[00:16:54.640 --> 00:16:56.640]  四月左右的時間
[00:16:56.640 --> 00:17:00.640]  雪梨那邊的住屋比較貴
[00:17:00.640 --> 00:17:04.640]  好像算是整個澳洲都比較貴
[00:17:04.640 --> 00:17:08.640]  我們都預了我們住的地方
[00:17:08.640 --> 00:17:13.640]  不會像現在這麼寬敞
[00:17:13.640 --> 00:17:15.640]  女孩可以踩單車到處走
[00:17:15.640 --> 00:17:17.640]  經常跑來跑去
[00:17:17.640 --> 00:17:19.640]  我們預了不行
[00:17:19.640 --> 00:17:22.640]  也看過住apartment
[00:17:22.640 --> 00:17:24.640]  但apartment都不便宜
[00:17:24.640 --> 00:17:30.640]  某程度上比我現在住的房子放租還貴
[00:17:30.640 --> 00:17:32.640]  就想著不要緊
[00:17:32.640 --> 00:17:35.640]  和老婆大家看都預了
[00:17:35.640 --> 00:17:37.640]  跟著就跟女兒說
[00:17:37.640 --> 00:17:41.640]  女兒就說住apartment都好
[00:17:41.640 --> 00:17:42.640]  爸爸
[00:17:42.640 --> 00:17:46.640]  我其實很想住那些可以看到海的apartment
[00:17:50.640 --> 00:17:52.640]  我心想我都想
[00:17:52.640 --> 00:17:53.640]  我都想
[00:17:53.640 --> 00:17:57.640]  不過沒有海的apartment都差點搞不定
