
[00:00:00.000 --> 00:00:04.300]  有回來我們教會的就知道我之前一直在講一個題目
[00:03:00.780 --> 00:03:02.920]  四處去傳福音
[00:03:02.920 --> 00:03:04.660]  做很多猜拳的事工
[00:03:04.660 --> 00:03:06.500]  派宣教士到處去
[00:03:06.500 --> 00:03:09.360]  我們當中今天也剛好有位宣教士在這裡
[00:03:09.360 --> 00:03:11.560]  都是根據耶穌的吩咐
[00:03:11.560 --> 00:03:15.900]  這樣走上宣教傳福音的路
[00:03:15.900 --> 00:03:17.900]  傳福音很重要
[00:03:17.900 --> 00:03:21.460]  但是我想說一些說話講得清楚一點
[00:03:21.460 --> 00:03:26.800]  就是說在這段經文裡面有沒有特別講傳福音呢?
[00:03:26.800 --> 00:03:27.800]  沒有
[00:03:27.800 --> 00:03:28.800]  沒有
[00:03:28.800 --> 00:03:31.900]  我們稱呼它為「大使命」
[00:03:31.900 --> 00:03:33.580]  叫我們做什麼呢?
[00:03:33.580 --> 00:03:36.420]  最主要我們看清楚是做什麼事
[00:03:36.420 --> 00:03:41.040]  「去」就是要去有些行動
[00:03:41.040 --> 00:03:41.920]  做些什麼呢?
[00:03:41.920 --> 00:03:45.660]  「使萬物作我的門徒」
[00:03:45.660 --> 00:03:47.000]  對象是萬物
[00:03:47.000 --> 00:03:50.320]  沒錯,雖然有很多地方的教會
[00:03:50.320 --> 00:03:53.220]  派宣教士到處去都是對的
[00:03:53.220 --> 00:03:56.440]  萬物的目標是所有的人
[00:03:56.440 --> 00:03:58.360]  做什麼事呢?
[00:03:58.360 --> 00:04:00.680]  「作耶穌的門徒」
[00:04:00.680 --> 00:04:01.680]  這個就是目標
[00:04:01.680 --> 00:04:05.360]  我們要去做的就是指萬物
[00:04:05.360 --> 00:04:06.480]  其他的人
[00:04:06.480 --> 00:04:08.900]  指那些未曾是主門徒的人
[00:04:08.900 --> 00:04:10.900]  「作耶穌的門徒」
[00:04:10.900 --> 00:04:13.480]  「作耶穌的門徒」是什麼呢?
[00:04:13.480 --> 00:04:15.260]  有些內容的
[00:04:15.260 --> 00:04:21.660]  其中好像一個很清晰的界線
[00:04:21.660 --> 00:04:22.900]  剛才也有提到
[00:04:22.900 --> 00:04:24.600]  就是「受洗受浸」
[00:04:24.600 --> 00:04:27.220]  就是要他們奉父子聖人的名
[00:04:27.220 --> 00:04:28.600]  為他們來施洗
[00:04:28.600 --> 00:04:32.640]  凡是耶穌所吩咐你們這群門徒的
[00:04:32.640 --> 00:04:35.160]  你都要教訓這些人去遵守
[00:04:35.160 --> 00:04:37.080]  這樣的話
[00:04:37.080 --> 00:04:37.980]  耶穌就說
[00:04:37.980 --> 00:04:40.720]  「我會賞與你門徒,在席到世界的門徒」
[00:04:40.720 --> 00:04:42.400]  所以重點就是說
[00:04:42.400 --> 00:04:44.660]  我們這群的門徒
[00:04:44.660 --> 00:04:45.900]  我們這群的信徒
[00:04:45.900 --> 00:04:48.480]  要去令到所有其他的人
[00:04:48.480 --> 00:04:49.980]  「作耶穌的門徒」
[00:04:49.980 --> 00:04:52.400]  凡是耶穌吩咐我們的
[00:04:52.400 --> 00:04:54.400]  教訓這些人去遵守
[00:04:54.400 --> 00:04:59.160]  這個大使命是這個內容
[00:04:59.160 --> 00:05:02.280]  因此傳福音與這個有什麼關係呢?
[00:05:02.280 --> 00:05:06.960]  所以我們覺得傳福音是其中一個部分
[00:05:06.960 --> 00:05:09.120]  你傳了福音給他
[00:05:09.120 --> 00:05:10.360]  他信了
[00:05:10.360 --> 00:05:14.560]  你才有可能去再教導他其他
[00:05:14.560 --> 00:05:16.460]  耶穌的教訓去遵守
[00:05:16.460 --> 00:05:18.400]  他還未信耶穌
[00:05:18.400 --> 00:05:20.840]  你告訴他耶穌有很多教訓去遵守
[00:05:20.840 --> 00:05:22.120]  他都不明白
[00:05:22.120 --> 00:05:23.240]  他都不會理你
[00:05:23.240 --> 00:05:24.740]  他都不會有心去做
[00:05:24.740 --> 00:05:26.560]  所以傳福音是重要的
[00:05:26.560 --> 00:05:30.600]  不過不是純粹傳了福音就完結
[00:05:30.600 --> 00:05:33.440]  今天我想講的主要是這一點
[00:05:33.440 --> 00:05:35.500]  因此大家要小心聽
[00:05:35.500 --> 00:05:37.240]  不是說傳福音不重要
[00:05:37.240 --> 00:05:38.760]  傳福音是很重要
[00:05:38.760 --> 00:05:43.260]  不過傳福音不是純粹傳了福音
[00:05:43.260 --> 00:05:46.540]  誰信了,誰信了就算了
[00:05:46.540 --> 00:05:48.320]  不是,還未完的
[00:05:48.320 --> 00:05:49.840]  你傳了福音給他
[00:05:49.840 --> 00:05:55.880]  更加重要的是要繼續令他作主的門徒
[00:05:55.880 --> 00:06:00.480]  吩咐他去遵守耶穌所吩咐我們的東西
[00:06:00.480 --> 00:06:03.120]  整本福音書有四本這麼多
[00:06:03.120 --> 00:06:05.640]  之後各個使徒
[00:06:05.640 --> 00:06:09.560]  特別使徒保羅將耶穌的教訓
[00:06:09.560 --> 00:06:13.440]  再去展示清楚明白
[00:06:13.440 --> 00:06:16.280]  寫了整本新的聖經這麼多出來
[00:06:16.280 --> 00:06:18.120]  就是聖經裡面所有的東西
[00:06:18.120 --> 00:06:20.120]  你都要教訓這些人去遵守
[00:06:20.120 --> 00:06:24.440]  這樣才是完成到耶穌所吩咐的
[00:06:24.440 --> 00:06:26.360]  因此傳福音是重要
[00:06:26.360 --> 00:06:28.080]  不過不是單單的
[00:06:28.080 --> 00:06:29.360]  只是傳了給一些人
[00:06:29.360 --> 00:06:31.760]  讓那些人信了就算了
[00:06:31.760 --> 00:06:33.360]  要記住
[00:06:33.360 --> 00:06:38.080]  有些地方的人他會這樣講
[00:06:38.080 --> 00:06:39.320]  有一個這樣的講法
[00:06:39.320 --> 00:06:41.560]  不過我覺得這個講法不對
[00:06:41.560 --> 00:06:43.440]  就是說當他們去傳福音
[00:06:43.440 --> 00:06:46.040]  很努力的時候很多的事工去傳福音
[00:06:46.040 --> 00:06:48.720]  他們很流行回來就說
[00:06:48.720 --> 00:06:53.920]  今天感謝主給我們結了多少個果子
[00:06:53.920 --> 00:06:57.920]  我就覺得這樣不是對的
[00:06:57.920 --> 00:06:59.240]  意思是什麼呢?
[00:06:59.240 --> 00:07:01.360]  就是說好像剛才講的這樣
[00:07:01.360 --> 00:07:03.000]  未能完結
[00:07:03.000 --> 00:07:04.200]  只是一個開始
[00:07:04.200 --> 00:07:05.120]  你傳了福音給他
[00:07:05.120 --> 00:07:09.400]  他就說順了肯進入這個教會的門
[00:07:09.400 --> 00:07:12.000]  肯去認耶穌為主
[00:07:12.000 --> 00:07:13.280]  之後再怎樣呢?
[00:07:13.280 --> 00:07:15.520]  還有很多東西你要告訴他
[00:07:15.520 --> 00:07:17.360]  所以我們說結了個果子
[00:07:17.360 --> 00:07:19.280]  聽下去有什麼問題呢?
[00:07:19.280 --> 00:07:20.560]  第一就是說
[00:07:20.560 --> 00:07:23.920]  令到那些為主作供的人
[00:07:23.920 --> 00:07:26.200]  好像自己覺得自己有些功勞
[00:07:26.200 --> 00:07:28.200]  其實你沒有什麼功勞
[00:07:28.200 --> 00:07:34.160]  主耶穌肯在那個處境
[00:07:34.160 --> 00:07:38.360]  即是福音書裡面講的講法是收割
[00:07:38.360 --> 00:07:41.680]  之前已經有很多人下了種子
[00:07:41.680 --> 00:07:45.360]  消灌了去除草去做了很多事情
[00:07:45.360 --> 00:07:47.600]  到最後那一刻你去收割
[00:07:47.600 --> 00:07:49.480]  所以就是說如果這樣的講法
[00:07:49.480 --> 00:07:51.600]  結了多少個果子
[00:07:51.600 --> 00:07:54.240]  就很容易令到那些人有了一個
[00:07:54.240 --> 00:07:55.920]  自己有功勞的感覺
[00:07:55.920 --> 00:07:59.680]  還有就是會令到那些人覺得
[00:07:59.680 --> 00:08:04.200]  已經是做完了應該要做的事情
[00:08:04.200 --> 00:08:07.000]  已經是不需要再做其他的事情
[00:08:07.000 --> 00:08:11.000]  所以在兩方面我都覺得是不足的地方
[00:08:11.000 --> 00:08:13.520]  雖然我們知道這裡沒有人這樣講
[00:08:13.520 --> 00:08:15.600]  所以以後都不要這樣講
[00:08:15.600 --> 00:08:18.240]  傳了福音給那些人信了就叫結了果子
[00:08:18.240 --> 00:08:19.120]  就不是的
[00:08:19.120 --> 00:08:21.120]  聖經也沒有這樣的講法
[00:08:21.120 --> 00:08:25.360]  所以這樣的講法不是那麼合理
[00:08:25.360 --> 00:08:28.760]  我見過一些弟兄姊妹不是這間教會的
[00:08:28.760 --> 00:08:31.280]  他們很熱心的傳福音
[00:08:31.280 --> 00:08:34.600]  是很好的弟兄姊妹
[00:08:34.600 --> 00:08:35.720]  很熱心的傳福音
[00:08:35.720 --> 00:08:37.720]  經常都聽到他們傳福音
[00:08:37.720 --> 00:08:42.080]  起初認識他們的時候都覺得很好
[00:08:42.080 --> 00:08:43.880]  但是認識久了
[00:08:43.880 --> 00:08:49.520]  也有機會跟他們講一些聖經的問題的時候
[00:08:49.520 --> 00:08:54.080]  就發覺他們竟然是出奇地膚淺
[00:08:54.080 --> 00:08:56.520]  很多聖經講的真理
[00:08:56.520 --> 00:08:59.440]  其實他們都不知道
[00:08:59.440 --> 00:09:03.920]  沒聽過自己也沒看過也不明白
[00:09:03.920 --> 00:09:06.200]  其實膚淺不是一個問題
[00:09:06.200 --> 00:09:10.960]  膚淺之餘準確地膚淺才是OK的
[00:09:10.960 --> 00:09:12.360]  我認識的東西少
[00:09:12.360 --> 00:09:14.680]  但我認識的東西是對的
[00:09:14.680 --> 00:09:18.240]  但是問題是很多弟兄姊妹很熱心的傳福音的時候
[00:09:18.240 --> 00:09:20.040]  他們接觸的人多了
[00:09:20.040 --> 00:09:23.840]  也有不少的人是他們去接觸的時候
[00:09:23.840 --> 00:09:25.760]  傳福音給他而信了
[00:09:25.760 --> 00:09:29.840]  所以關係上很多時候這些信徒
[00:09:29.840 --> 00:09:33.080]  在生活和很多的細節上
[00:09:33.080 --> 00:09:35.160]  有什麼問題的時候
[00:09:35.160 --> 00:09:38.600]  都會請教這些向他們傳福音的人
[00:09:38.600 --> 00:09:41.320]  他們膚淺之餘
[00:09:41.320 --> 00:09:42.880]  慢慢日子久了
[00:09:42.880 --> 00:09:46.200]  有一些事情他自己有一些想法
[00:09:46.200 --> 00:09:48.280]  但是跟聖經的講法不同
[00:09:48.280 --> 00:09:51.640]  他就用自己的想法去講給這些人聽
[00:09:51.640 --> 00:09:53.640]  那就大事了
[00:09:53.640 --> 00:09:54.920]  因為那個不是聖經講
[00:09:54.920 --> 00:09:59.360]  他這樣自己想覺得不對就不是一定對的
[00:09:59.360 --> 00:10:01.240]  這樣就出問題了
[00:10:01.240 --> 00:10:05.320]  因此就是這樣鼓勵我們要去熟讀聖經
[00:10:05.320 --> 00:10:08.200]  你要知道聖經的真理是怎樣講
[00:10:08.200 --> 00:10:10.840]  不是只講一兩句的聖經金句
[00:10:10.840 --> 00:10:15.480]  而是聖經一直下去整個的福音
[00:10:15.480 --> 00:10:17.920]  聖經想告訴我們是什麼呢
[00:10:17.920 --> 00:10:19.200]  我們自己都要知道的
[00:10:19.200 --> 00:10:20.680]  我們自己都要作門徒的
[00:10:20.680 --> 00:10:24.680]  我們自己都要去遵守耶穌所吩咐我們的說話的
[00:10:24.680 --> 00:10:29.080]  所以這個循環就是我們自己不斷的要去認識
[00:10:29.080 --> 00:10:31.360]  不斷的要去遵守
[00:10:31.360 --> 00:10:36.400]  然後我們又教導那些新一些信的人
[00:10:36.400 --> 00:10:38.480]  教導他們怎樣去遵守
[00:10:38.480 --> 00:10:40.640]  這樣才是健康
[00:10:40.640 --> 00:10:42.600]  千萬不要覺得自己
[00:10:42.600 --> 00:10:46.520]  巴傳福音幾種招數、幾種方法
[00:10:46.520 --> 00:10:49.200]  我都掌握到了
[00:10:49.200 --> 00:10:53.040]  什麼三福四律、羅馬路那些都讀過了
[00:10:53.040 --> 00:10:57.600]  是好,不過如果你不讀聖經的話
[00:10:57.600 --> 00:10:58.800]  都是差別
[00:10:58.800 --> 00:11:00.160]  所以我們要小心
[00:11:00.160 --> 00:11:02.360]  我們在傳福音的時候是重要的
[00:11:02.360 --> 00:11:07.240]  不過我們自己要去認識那個真理都是很重要
[00:11:07.240 --> 00:11:10.760]  接著我們要再體驗一節聖經
[00:11:10.760 --> 00:11:13.000]  或者二福所書
[00:11:13.000 --> 00:11:15.960]  二福所書四章那一節就是
[00:11:15.960 --> 00:11:19.520]  保羅提到在教會裡面
[00:11:19.520 --> 00:11:22.840]  神有不同的恩賜給不同的人
[00:11:22.840 --> 00:11:25.480]  他說所賜的恩賜有什麼呢?
[00:11:25.480 --> 00:11:28.440]  有仕徒、有先師、有傳福音的
[00:11:28.440 --> 00:11:30.320]  有牧師和教師
[00:11:30.320 --> 00:11:33.920]  為要承傳聖徒各盡其職
[00:11:33.920 --> 00:11:36.360]  建立基督的身體
[00:11:36.360 --> 00:11:38.360]  這些書我們看到
[00:11:38.360 --> 00:11:41.160]  承所賜的恩賜有很多種
[00:11:41.160 --> 00:11:44.640]  傳福音是其中一項的
[00:11:44.640 --> 00:11:50.400]  因此傳福音並不是代表教會裡面唯一要做
[00:11:50.400 --> 00:11:52.920]  只做一件事是不足夠的
[00:11:52.920 --> 00:11:58.480]  還要有其他的恩賜來互相配搭互相補足
[00:11:58.480 --> 00:12:01.560]  在早期教會裡面有仕徒
[00:12:01.560 --> 00:12:05.080]  有先師、有傳福音、牧師、教師
[00:12:05.080 --> 00:12:09.760]  這樣所有的職能都在教會裡面發揮的時候
[00:12:09.760 --> 00:12:15.320]  才能夠將門徒去培養
[00:12:15.320 --> 00:12:21.200]  去令他們明白基督的教訓、遵守基督的教訓
[00:12:21.200 --> 00:12:23.840]  傳福音是其中一樣
[00:12:23.840 --> 00:12:26.360]  我們大家都看過足球
[00:12:26.360 --> 00:12:28.360]  知道足球怎麼踢
[00:12:28.360 --> 00:12:30.360]  有些人就說這麼傻
[00:12:30.360 --> 00:12:33.400]  二十多個人追著一個球踢
[00:12:33.400 --> 00:12:37.760]  這個運動也風靡了很多人
[00:12:37.760 --> 00:12:44.120]  裡面有很多變化、很多很精彩的動作
[00:12:44.120 --> 00:12:46.720]  但是小朋友上次過踢球的時候
[00:12:46.720 --> 00:12:48.720]  我們記得上次過踢球的時候
[00:12:48.720 --> 00:12:53.480]  兩隊人、二十個人都一起去追著一個球
[00:12:53.480 --> 00:12:55.480]  整個蜜蜂追著一個球
[00:12:55.480 --> 00:12:57.960]  那個球去到哪裡那群人就追著它去哪裡
[00:12:57.960 --> 00:13:00.800]  那個也想去踢到那個球
[00:13:00.800 --> 00:13:03.800]  但是足球不是這樣踢法的
[00:13:03.800 --> 00:13:06.640]  那些是小朋友玩的時候這樣踢法
[00:13:06.640 --> 00:13:08.280]  那個不是一個正確的方法
[00:13:08.280 --> 00:13:13.000]  因為足球是要有不同的位置
[00:13:13.000 --> 00:13:19.720]  不同的人有不同的擅長的地方、技巧去踢
[00:13:19.720 --> 00:13:25.280]  你要全隊一起去發揮互相的合作才會贏的
[00:13:25.280 --> 00:13:28.040]  所以我們如果不看足球的
[00:13:28.040 --> 00:13:29.240]  你都會看到世界盃的
[00:13:29.240 --> 00:13:30.760]  世界盃是值得看一下的
[00:13:30.760 --> 00:13:35.840]  因為真的是全世界最頂尖的球員在那裡
[00:13:35.840 --> 00:13:40.560]  來發揮他的所長
[00:13:40.560 --> 00:13:42.560]  要將球踢入龍門
[00:13:42.560 --> 00:13:44.080]  都很精彩的
[00:13:44.080 --> 00:13:47.800]  不過不同的位置有不同的技術
[00:13:47.800 --> 00:13:50.600]  我們知道 又說到第二個踢球的時候
[00:13:50.600 --> 00:13:52.600]  沒有人肯守龍門的
[00:13:52.600 --> 00:13:53.600]  知道嗎?
[00:13:53.600 --> 00:13:56.600]  就是說猜拳賽猜輸的那個去守龍門
[00:13:56.600 --> 00:13:57.800]  好像一個懲罰那樣
[00:13:57.800 --> 00:13:59.720]  每個人都想去追那個球來踢
[00:13:59.720 --> 00:14:01.480]  守龍門的那個站在那裡
[00:14:01.480 --> 00:14:02.520]  好像很悶那樣
[00:14:02.520 --> 00:14:04.120]  所以那個人都不計算
[00:14:04.120 --> 00:14:06.120]  覺得龍門的位置不重要
[00:14:06.120 --> 00:14:07.400]  不想做
[00:14:07.400 --> 00:14:11.400]  輸了之後換龍門就很開心了
[00:14:11.400 --> 00:14:14.080]  我們知道踢足球不是這樣
[00:14:14.080 --> 00:14:16.080]  守龍門那些都很重要的
[00:14:16.080 --> 00:14:17.560]  而且入球
[00:14:17.560 --> 00:14:20.200]  不只是入球最重要
[00:14:20.200 --> 00:14:23.800]  是之前還有很多人去救那個球
[00:14:23.800 --> 00:14:25.000]  去傳那個球
[00:14:25.000 --> 00:14:28.480]  走位引開那些隊方的球員
[00:14:28.480 --> 00:14:30.960]  令到他有個空位可以入到
[00:14:30.960 --> 00:14:32.000]  那些都是很重要的
[00:14:32.000 --> 00:14:34.520]  是全隊的功勞
[00:14:34.520 --> 00:14:36.360]  所以我們記住
[00:14:36.360 --> 00:14:39.040]  踢足球我覺得都是一個很好的例子
[00:14:39.040 --> 00:14:42.400]  是全隊不同的人在不同的位置
[00:14:42.400 --> 00:14:44.400]  都有他的功勞
[00:14:44.400 --> 00:14:45.440]  說起守龍門
[00:14:45.440 --> 00:14:46.800]  不知道大家記不記得
[00:14:46.800 --> 00:14:48.800]  我想這個講章的時候
[00:14:48.800 --> 00:14:50.200]  突然間就想起這個人
[00:14:50.200 --> 00:14:52.200]  其實想著想著都很久了
[00:14:52.200 --> 00:14:52.840]  20年前
[00:14:52.840 --> 00:14:55.680]  我後來再去網上查一些資料
[00:14:55.680 --> 00:14:57.680]  原來1990年
[00:14:57.680 --> 00:15:00.720]  在座都有些90年在踢球的
[00:15:00.720 --> 00:15:02.720]  90年世界盃的時候
[00:15:02.720 --> 00:15:12.280]  阿根廷剛剛1986年馬拉巴拿領軍拿了冠軍
[00:15:12.280 --> 00:15:14.280]  在90年是衛冕的
[00:15:14.280 --> 00:15:16.280]  在衛冕的時候
[00:15:16.280 --> 00:15:18.280]  第二場比賽
[00:15:18.280 --> 00:15:21.480]  阿根廷首席的門將叫做龐比道
[00:15:21.480 --> 00:15:23.080]  受傷了
[00:15:23.080 --> 00:15:26.200]  手指骨斷了
[00:15:26.200 --> 00:15:29.240]  之後一定打不到
[00:15:29.240 --> 00:15:32.080]  由後臂門將上陣
[00:15:32.080 --> 00:15:37.600]  世界大賽首席門將受傷要由後臂上陣
[00:15:37.600 --> 00:15:39.600]  大家都一鼻汗
[00:15:39.600 --> 00:15:41.600]  想著這次糟糕了
[00:15:41.600 --> 00:15:44.600]  誰知道龍門出來的時候
[00:15:44.600 --> 00:15:46.600]  如果大家有印象
[00:15:46.600 --> 00:15:48.600]  一炮而紅
[00:15:48.600 --> 00:15:50.600]  舉世矚目
[00:15:50.600 --> 00:15:52.600]  除了他身形高大
[00:15:52.600 --> 00:15:55.600]  救國很慎重
[00:15:55.600 --> 00:15:58.600]  兼且特別救十二碼
[00:15:58.600 --> 00:16:02.600]  為什麼他總是敲到人家射鞭鞭
[00:16:02.600 --> 00:16:03.600]  就救到的
[00:16:03.600 --> 00:16:05.600]  那個叫戈高查
[00:16:05.600 --> 00:16:07.600]  大家有沒有印象聽到
[00:16:07.600 --> 00:16:09.600]  剛好那一年世界盃
[00:16:09.600 --> 00:16:12.600]  不知道為什麼很多場球都要十二碼勝負
[00:16:12.600 --> 00:16:15.600]  因此戈高查救了很多十二碼
[00:16:15.600 --> 00:16:19.600]  令到阿根廷那年打得不好
[00:16:19.600 --> 00:16:21.600]  不知為什麼滾下滾下
[00:16:21.600 --> 00:16:23.600]  進了決賽
[00:16:23.600 --> 00:16:26.600]  有些球評家說
[00:16:26.600 --> 00:16:28.600]  雖然是這樣
[00:16:28.600 --> 00:16:30.600]  那一年馬拉方蘭狀態很差
[00:16:30.600 --> 00:16:33.600]  經常扎底跌傷
[00:16:33.600 --> 00:16:35.600]  做些很痛苦的表情
[00:16:35.600 --> 00:16:37.600]  還踢他
[00:16:37.600 --> 00:16:40.600]  那些人說馬拉方蘭這樣不行
[00:16:40.600 --> 00:16:42.600]  其實上一年都很憎他
[00:16:42.600 --> 00:16:44.600]  說他出上帝之手拍人的球
[00:16:44.600 --> 00:16:46.600]  很多人不喜歡他
[00:16:46.600 --> 00:16:49.600]  但這個戈高查的功勞
[00:16:49.600 --> 00:16:52.600]  令到阿根廷可以進到決賽
[00:16:52.600 --> 00:16:56.600]  進到決賽好像是用十二碼勝負
[00:16:56.600 --> 00:16:58.600]  很多人都很驚訝
[00:16:58.600 --> 00:17:01.600]  會不會真的拿冠軍回來
[00:17:01.600 --> 00:17:03.600]  最後有些球評家說
[00:17:03.600 --> 00:17:06.600]  終於正義贏了魔鬼
[00:17:06.600 --> 00:17:09.600]  阿根廷最後十二碼輸了
[00:17:09.600 --> 00:17:11.600]  拿不到冠軍
[00:17:11.600 --> 00:17:15.600]  戈高查是一個後備門將
[00:17:15.600 --> 00:17:19.600]  這樣一踢而發揮了很大的作用
[00:17:19.600 --> 00:17:23.600]  踢球後備都很重要
[00:17:23.600 --> 00:17:25.600]  坐著不動的那些
[00:17:25.600 --> 00:17:28.600]  到某個程度教練見到
[00:17:28.600 --> 00:17:29.600]  有哪個球員不行
[00:17:29.600 --> 00:17:30.600]  熱身
[00:17:30.600 --> 00:17:32.600]  見到有些人在旁邊拼命動
[00:17:32.600 --> 00:17:34.600]  跑步 熱身
[00:17:34.600 --> 00:17:36.600]  但可能熱身後說
[00:17:36.600 --> 00:17:38.600]  不用了 坐下吧
[00:17:38.600 --> 00:17:40.600]  但他一定會盡力去做
[00:17:40.600 --> 00:17:42.600]  因為他有機會出去的時候
[00:17:42.600 --> 00:17:45.600]  他又可以幫到球隊
[00:17:45.600 --> 00:17:50.600]  所以奧林匹克那些足球比賽的金牌
[00:17:50.600 --> 00:17:52.600]  不只是出場那11個
[00:17:52.600 --> 00:17:55.600]  後備那些人全部都有派
[00:17:55.600 --> 00:17:57.600]  因為他們都有同樣的功勞
[00:17:57.600 --> 00:17:59.600]  他們發揮的作用不同
[00:17:59.600 --> 00:18:01.600]  所以我們想說
[00:18:01.600 --> 00:18:05.600]  這樣一個團體遊戲的比賽
[00:18:05.600 --> 00:18:08.600]  其實每一個位置都很重要
[00:18:08.600 --> 00:18:11.600]  在神的國裡面傳福音都是一樣
[00:18:11.600 --> 00:18:13.600]  任何一個位置都很重要
[00:18:13.600 --> 00:18:15.600]  雖然我們看起來
[00:18:15.600 --> 00:18:19.600]  傳福音有多少人決志信主
[00:18:19.600 --> 00:18:22.600]  那個位置好像傳福入波一樣
[00:18:22.600 --> 00:18:24.600]  很重要 是好事來的
[00:18:24.600 --> 00:18:26.600]  但是在後面背後
[00:18:26.600 --> 00:18:28.600]  支持的一班弟兄姊妹
[00:18:28.600 --> 00:18:31.600]  在不同崗位都是同樣重要
[00:18:31.600 --> 00:18:33.600]  是不可不是的
[00:18:33.600 --> 00:18:35.600]  每一個人都有他不同的專長
[00:18:35.600 --> 00:18:39.600]  有些人的專長你沒辦法學到
[00:18:39.600 --> 00:18:41.600]  這個突然想起的
[00:18:41.600 --> 00:18:44.600]  很多年前有個朋友
[00:18:44.600 --> 00:18:46.600]  久不久聽到他說
[00:18:46.600 --> 00:18:49.600]  我女兒的乾爹又叫她吃飯了
[00:18:49.600 --> 00:18:53.600]  就去吃些好東西那些
[00:18:53.600 --> 00:18:55.600]  包心齒肚那些
[00:18:55.600 --> 00:18:59.600]  一兩個月就女兒的乾爹會叫她吃飯
[00:18:59.600 --> 00:19:00.600]  為什麼呢
[00:19:00.600 --> 00:19:02.600]  原來他女兒的乾爹
[00:19:02.600 --> 00:19:06.600]  就在一些大的煙草商的公司工作
[00:19:06.600 --> 00:19:09.600]  他做的工作就是晚晚去應酬人
[00:19:09.600 --> 00:19:14.600]  跟客人去吃飯 喝酒 諸如此類
