
[00:00:00.000 --> 00:00:01.540]  各位代言主們平安
[00:01:25.060 --> 00:01:29.340]  耶利米先知曾經很清楚預告
[00:01:29.340 --> 00:01:33.740]  當他們被擄七十年之後
[00:01:33.740 --> 00:01:36.580]  日期就滿了
[00:01:36.580 --> 00:01:40.300]  他們會回到耶路撒冷
[00:01:40.300 --> 00:01:44.140]  於是彈耳理就開始誠心
[00:01:44.140 --> 00:01:46.440]  為這件事來祈禱
[00:01:46.440 --> 00:01:49.720]  希望耶利米所講的這個預言
[00:01:49.720 --> 00:01:52.120]  快點能夠成就
[00:01:52.120 --> 00:01:53.560]  因為大家都知道
[00:01:53.560 --> 00:01:58.560]  彈耳理被擄都差不多有七十年這麼長
[00:01:58.560 --> 00:02:01.280]  我想彈耳理心中有個祈禱
[00:02:01.280 --> 00:02:06.680]  如果讓我可以回到耶路撒冷就好了
[00:02:06.680 --> 00:02:10.240]  於是他就上上為這件事
[00:02:10.240 --> 00:02:13.440]  甚至是禁食禱告
[00:02:13.440 --> 00:02:15.480]  就在這個時候
[00:02:15.480 --> 00:02:20.280]  神就太顯一位的天使米迦勒
[00:02:20.280 --> 00:02:23.560]  來加力給彈耳理
[00:02:23.560 --> 00:02:29.020]  而且將一個異象向他來啟示
[00:02:29.020 --> 00:02:31.700]  所以由二十節開始
[00:02:31.700 --> 00:02:35.460]  在加百列蒙猜遣
[00:02:35.460 --> 00:02:39.840]  將這個異象向彈耳理表明
[00:02:39.840 --> 00:02:44.080]  讓彈耳理明白到底是一個什麼異象
[00:02:44.080 --> 00:02:46.980]  於是由第24節開始
[00:02:46.980 --> 00:02:51.380]  就講七十個七的異象
[00:02:51.380 --> 00:02:54.280]  七十個七是代表什麼呢?
[00:02:54.280 --> 00:03:00.920]  就有六樣東西會一直一直應驗
[00:03:00.920 --> 00:03:08.140]  這六樣東西就證明七十個七已經開始了
[00:03:08.140 --> 00:03:10.640]  到底是哪六樣東西呢?
[00:03:10.640 --> 00:03:13.940]  讓我一樣一樣來數出來
[00:03:13.940 --> 00:03:18.140]  第一就是除盡罪過
[00:03:18.140 --> 00:03:21.380]  所有的罪都被除盡
[00:03:21.380 --> 00:03:25.320]  第二就是除正罪惡
[00:03:25.320 --> 00:03:27.720]  罪惡也是被除正的
[00:03:27.720 --> 00:03:35.560]  第三就是會發表一個預言
[00:03:35.560 --> 00:03:41.000]  然後第四就是引進永遠的公然
[00:03:41.000 --> 00:03:47.040]  第五就是異象和預言
[00:03:47.040 --> 00:03:55.240]  然後第六就是高立至聖者
[00:03:55.240 --> 00:03:58.480]  高立一個至聖者
[00:03:58.480 --> 00:04:01.520]  到底這六樣東西指什麼呢?
[00:04:01.520 --> 00:04:04.020]  很多解經家都告訴我們
[00:04:04.020 --> 00:04:07.820]  就是指利塞亞的來歷
[00:04:07.820 --> 00:04:09.760]  利塞亞是誰呢?
[00:04:09.760 --> 00:04:13.040]  大家都知道在舊約裡面
[00:04:13.040 --> 00:04:15.900]  就用Messiah利塞亞
[00:04:15.900 --> 00:04:20.300]  就指將來有一位受高的
[00:04:20.300 --> 00:04:22.180]  他會來到這個世界
[00:04:22.180 --> 00:04:24.380]  這個利塞亞到底是誰?
[00:04:24.380 --> 00:04:26.220]  當然我們有新約
[00:04:26.220 --> 00:04:28.980]  我們就知道就是基督
[00:04:28.980 --> 00:04:33.380]  所以基督這個名字就是救世主的意思
[00:04:33.380 --> 00:04:35.560]  是一位拯救者
[00:04:35.560 --> 00:04:38.560]  舊約裡面等等等等了很久
[00:04:38.560 --> 00:04:39.760]  什麼時候來呢?
[00:04:39.760 --> 00:04:42.200]  這個拯救者什麼時候來呢?
[00:04:42.200 --> 00:04:46.340]  這個利塞亞什麼時候來呢?
[00:04:46.340 --> 00:04:49.980]  到了新約的時候就很清楚告訴我們
[00:04:49.980 --> 00:04:53.180]  耶穌降世
[00:04:53.180 --> 00:04:56.480]  祂就是那個要來的利塞亞
[00:04:56.480 --> 00:04:59.280]  沒有錯有很多猶太人他們期待
[00:04:59.280 --> 00:05:02.280]  這個利塞亞是軍事上面的
[00:05:02.280 --> 00:05:05.160]  是帶領他們推翻羅馬帝國
[00:05:05.160 --> 00:05:07.060]  帶領他們復興
[00:05:07.060 --> 00:05:10.320]  帶領他們讓以色列重新強大
[00:05:10.320 --> 00:05:13.800]  所以他們有一個夢想
[00:05:13.800 --> 00:05:17.600]  就希望以色列再一次站起來強大
[00:05:17.600 --> 00:05:21.240]  但是神的拯救是不一樣的
[00:05:21.240 --> 00:05:24.200]  是處理我們罪惡的問題
[00:05:24.200 --> 00:05:26.780]  是處理我們人心的問題
[00:05:26.780 --> 00:05:31.120]  所以耶穌是將救恩帶給我們
[00:05:31.120 --> 00:05:35.720]  要將祂的百姓從罪惡裡面救出來
[00:05:35.720 --> 00:05:38.560]  所以這裡有很多講的都是
[00:05:38.560 --> 00:05:41.560]  除盡罪過
[00:05:41.560 --> 00:05:43.800]  結除罪惡
[00:05:43.800 --> 00:05:46.600]  贖盡罪業
[00:05:46.600 --> 00:05:48.900]  引盡永義
[00:05:48.900 --> 00:05:52.240]  然後就是恩典的意象和愚言
[00:05:52.240 --> 00:05:54.280]  然後還有就是高
[00:05:54.280 --> 00:05:57.140]  這個受高者
[00:05:57.140 --> 00:05:59.580]  高這個智聖者
[00:05:59.580 --> 00:06:01.480]  祂不是一位君王
[00:06:01.480 --> 00:06:03.680]  祂是一個智聖者
[00:06:03.680 --> 00:06:07.260]  高立這個智聖者
[00:06:07.260 --> 00:06:09.820]  聖經還繼續說
[00:06:09.820 --> 00:06:15.200]  祂說由下令重建開始
[00:06:15.200 --> 00:06:19.800]  一直到受高者的來到
[00:06:19.800 --> 00:06:23.540]  一共有69.7
[00:06:23.540 --> 00:06:25.840]  根據歷史上面
[00:06:25.840 --> 00:06:30.680]  有四次是下令重建的
[00:06:30.680 --> 00:06:34.540]  我現在又將我的資料講一講
[00:06:34.540 --> 00:06:39.780]  第一就是古列王元年的時候
[00:06:39.780 --> 00:06:41.980]  古列王下令
[00:06:41.980 --> 00:06:45.360]  以色列人可以回去耶路撒冷
[00:06:45.360 --> 00:06:48.360]  於是有第一批的歸回
[00:06:48.360 --> 00:06:52.500]  大家記得第一批歸回的帶領者
[00:06:52.500 --> 00:06:54.700]  就是所羅巴伯
[00:06:54.700 --> 00:06:58.740]  所以當時就是古列王元年的時候
[00:06:58.740 --> 00:07:06.980]  大概是主持539或者538年之間的時間
[00:07:06.980 --> 00:07:08.880]  第二次下令
[00:07:08.880 --> 00:07:14.220]  第二次下令就是大利烏王一世的時候
[00:07:14.220 --> 00:07:18.080]  他又下令准許他們歸回
[00:07:18.080 --> 00:07:20.200]  就開始一場爭戰
[00:07:20.200 --> 00:07:23.500]  這個大利烏王一世
[00:07:23.500 --> 00:07:28.500]  大概是519年主持
[00:07:28.500 --> 00:07:30.440]  519年的時間
[00:07:30.440 --> 00:07:35.400]  第三次就是阿達舍西王下令
[00:07:35.400 --> 00:07:38.940]  當時的領袖帶領他們回歸的
[00:07:38.940 --> 00:07:40.780]  就是以色列
[00:07:40.780 --> 00:07:43.920]  《聖經》裡面有一本書就是《以色列記》
[00:07:43.920 --> 00:07:45.920]  以色列是一個民事
[00:07:45.920 --> 00:07:49.680]  所以他著重的就是頒布律法
[00:07:49.680 --> 00:07:54.360]  在律法上面重建以色列人的內心
[00:07:54.360 --> 00:07:57.160]  讓以色列人迴轉歸向神
[00:07:57.160 --> 00:08:00.460]  這個阿達舍西王下令的時候
[00:08:00.460 --> 00:08:04.900]  大概是主持418年
[00:08:04.900 --> 00:08:11.940]  然後第四次就是
[00:08:11.940 --> 00:08:14.880]  又是阿達舍西王下令
[00:08:14.880 --> 00:08:18.580]  這次的領袖就到尼希米
[00:08:18.580 --> 00:08:21.660]  尼希米回去最重要的是什麼呢?
[00:08:21.660 --> 00:08:22.880]  大家都知道了
[00:08:22.880 --> 00:08:25.360]  就是重建城牆
[00:08:25.360 --> 00:08:28.920]  因為他聽到尼希米的城牆拆毀
[00:08:28.920 --> 00:08:31.020]  他就很傷心難過
[00:08:31.020 --> 00:08:33.300]  在王面前雖然他是走靜
[00:08:33.300 --> 00:08:35.040]  也滿面受辱
[00:08:35.040 --> 00:08:36.460]  王就問他
[00:08:36.460 --> 00:08:38.640]  我沒見過你為什麼這麼多事
[00:08:38.640 --> 00:08:41.580]  他說我的鄉下城牆被毀
[00:08:41.580 --> 00:08:44.080]  我怎麼能夠不傷心難過呢?
[00:08:44.080 --> 00:08:47.080]  於是王說你想要什麼?
[00:08:47.080 --> 00:08:50.080]  哇!王問你你想要什麼?
[00:08:50.080 --> 00:08:52.080]  《聖經》說得很好
[00:08:52.080 --> 00:08:54.080]  尼希米就祈禱
[00:08:54.080 --> 00:08:55.660]  然後他跟王說
[00:08:55.660 --> 00:09:01.160]  王你可不可以派我回去重建耶路撒冷城牆
[00:09:01.160 --> 00:09:02.220]  王說可以
[00:09:02.220 --> 00:09:03.760]  你還需要什麼呢?
[00:09:03.760 --> 00:09:05.400]  我需要一些木材
[00:09:05.400 --> 00:09:08.360]  我需要有軍隊護送我回去
[00:09:08.360 --> 00:09:10.840]  於是王就親自下令
[00:09:10.840 --> 00:09:14.400]  有軍隊又將一些木材送給他
[00:09:14.400 --> 00:09:16.480]  他就回去耶路撒冷
[00:09:16.480 --> 00:09:19.340]  開始一個很艱鉅的工程
[00:09:19.340 --> 00:09:21.920]  重建城牆
[00:09:21.920 --> 00:09:24.440]  感謝天父的帶領
[00:09:24.440 --> 00:09:26.780]  神的恩手帶領他
[00:09:26.780 --> 00:09:29.120]  在41天之內
[00:09:29.120 --> 00:09:33.260]  他就完成了重建城牆的工作
[00:09:33.260 --> 00:09:35.620]  雖然有很多敵人在攻擊
[00:09:35.620 --> 00:09:39.360]  有很多人用各樣的詭計想打敗他
[00:09:39.360 --> 00:09:43.760]  但是神的手保守他、看顧他
[00:09:43.760 --> 00:09:47.500]  所以《聖經》是一本很值得我們讀的書
[00:09:47.500 --> 00:09:50.900]  他激勵我們要為神工作
[00:09:50.900 --> 00:09:52.780]  神與我們同在
[00:09:52.780 --> 00:09:54.740]  神的手光強我們
[00:09:54.740 --> 00:09:57.440]  我們就可以站立得穩
[00:09:57.440 --> 00:09:59.180]  為主作供
[00:09:59.180 --> 00:10:01.320]  所以我也鼓勵各位弟兄姊妹
[00:10:01.320 --> 00:10:03.880]  我們必須在今天這個時代
[00:10:03.880 --> 00:10:05.380]  末世的時代
[00:10:05.380 --> 00:10:08.260]  我們一定要站得穩固
[00:10:08.260 --> 00:10:10.920]  靠主站立穩固
[00:10:10.920 --> 00:10:13.300]  又靠主加我們的力量
[00:10:13.300 --> 00:10:14.900]  給我們有意象
[00:10:14.900 --> 00:10:17.840]  到底神給你的照命是什麼
[00:10:17.840 --> 00:10:21.600]  你就按照神給你的照命去行
[00:10:21.600 --> 00:10:23.240]  神必保守你
[00:10:23.240 --> 00:10:25.340]  他的恩手看顧你
[00:10:25.340 --> 00:10:27.140]  他的恩手拖帶你
[00:10:27.140 --> 00:10:29.340]  他的恩典托著你
[00:10:29.340 --> 00:10:34.620]  叫你能夠完成神交托給你的任務
[00:10:34.620 --> 00:10:36.460]  求主都是幫助我們
[00:10:36.460 --> 00:10:38.360]  叫我們能夠完成
[00:10:38.360 --> 00:10:41.760]  神所交托給我們的任務
[00:10:41.760 --> 00:10:43.860]  那四次下令
[00:10:43.860 --> 00:10:46.300]  到底是哪一次下令
[00:10:46.300 --> 00:10:49.860]  開始計算到69.7
[00:10:49.860 --> 00:10:51.240]  很多人都說
[00:10:51.240 --> 00:10:56.140]  應該是由古列黃元年的時候
[00:10:56.140 --> 00:10:57.340]  開始計算
[00:10:57.340 --> 00:11:03.940]  大概是主前539或者538年
[00:11:03.940 --> 00:11:09.780]  如果計算到主後26年
[00:11:09.780 --> 00:11:14.460]  就差不多是483年
[00:11:14.460 --> 00:11:18.600]  主後26年是什麼呢?
[00:11:18.600 --> 00:11:23.300]  就是耶穌30歲出來傳道
[00:11:23.300 --> 00:11:25.460]  我們都知道耶穌出生
[00:11:25.460 --> 00:11:27.240]  不是公元元年
[00:11:27.240 --> 00:11:28.400]  很多人都說
[00:11:28.400 --> 00:11:31.700]  大概是公元前3、4年左右
[00:11:31.700 --> 00:11:33.400]  耶穌就出生
[00:11:33.400 --> 00:11:36.820]  耶穌30歲出來傳道
[00:11:36.820 --> 00:11:40.180]  所以主後26年
[00:11:40.180 --> 00:11:42.780]  大概是耶穌30歲的時候
[00:11:42.780 --> 00:11:44.880]  他就開始出來侍奉
[00:11:44.880 --> 00:11:46.760]  出來做神的工作
[00:11:46.760 --> 00:11:48.660]  出來宣告救恩
[00:11:48.660 --> 00:11:52.000]  將救恩帶給以色列人
[00:11:52.000 --> 00:11:56.000]  所以由下令重建耶路撒冷
[00:11:56.000 --> 00:11:59.760]  到受高軍的出現
[00:11:59.760 --> 00:12:03.840]  是69.7
[00:12:03.840 --> 00:12:05.980]  所以如果我們這樣計算
[00:12:05.980 --> 00:12:08.580]  就是由古列黃元年下令
[00:12:08.580 --> 00:12:12.020]  一直到耶穌在世上出現
[00:12:12.020 --> 00:12:14.940]  剛剛是69.7
[00:12:14.940 --> 00:12:18.360]  所以69.7已經應驗了
[00:12:18.360 --> 00:12:21.760]  現在最後剩下1.7
[00:12:21.760 --> 00:12:23.420]  70.7
[00:12:23.420 --> 00:12:25.760]  69.7減了之後
[00:12:25.760 --> 00:12:27.260]  剩下1.7
[00:12:27.260 --> 00:12:32.040]  這1.7就是末世時候的7年
[00:12:32.040 --> 00:12:34.000]  這7年怎麼計算呢?
[00:12:34.000 --> 00:12:36.500]  分為前三年半
[00:12:36.500 --> 00:12:39.580]  以及後三年半
[00:12:39.580 --> 00:12:41.740]  前三年半
[00:12:41.740 --> 00:12:45.920]  是他們可以去敬拜神
[00:12:45.920 --> 00:12:47.420]  親近神
[00:12:47.420 --> 00:12:49.560]  與神相交的時候
[00:12:49.560 --> 00:12:52.320]  在這1.7裡面
[00:12:52.320 --> 00:12:55.420]  聖殿應該已經重建
[00:12:55.420 --> 00:12:58.260]  所以今天有很多基督徒都在等
[00:12:58.260 --> 00:13:02.700]  到底以色列什麼時候會建第三聖殿
[00:13:02.700 --> 00:13:05.340]  第一聖殿就是所羅門建的
[00:13:05.340 --> 00:13:07.040]  很輝煌
[00:13:07.040 --> 00:13:08.540]  很宏偉
[00:13:08.540 --> 00:13:10.740]  很偉大的建築物
[00:13:10.740 --> 00:13:11.880]  但是很可惜
[00:13:11.880 --> 00:13:18.640]  後來羅馬人將這座聖殿完全拆毀
[00:13:18.640 --> 00:13:21.480]  因為特別是尼祿
[00:13:21.480 --> 00:13:23.780]  以及幾個羅馬皇帝
[00:13:23.780 --> 00:13:26.120]  都是很討厭基督徒的
[00:13:26.120 --> 00:13:27.720]  他們就放火
[00:13:27.720 --> 00:13:29.720]  燒了整個耶路撒冷
[00:13:29.720 --> 00:13:32.700]  怎知道原來耶路撒冷聖殿裡面
[00:13:32.700 --> 00:13:34.540]  有很多金器銀器
[00:13:34.540 --> 00:13:36.740]  金銀全部融化
[00:13:36.740 --> 00:13:39.540]  就塞進石縫裡面
[00:13:39.540 --> 00:13:43.740]  於是羅馬人為了找這些金銀財寶
[00:13:43.740 --> 00:13:48.940]  於是一塊石頭不留在另一塊石頭上面
[00:13:48.940 --> 00:13:51.680]  好像耶穌說的預言一樣
[00:13:51.680 --> 00:13:55.120]  他們將整個耶路撒冷鏟到底
[00:13:55.120 --> 00:13:58.080]  沒有一塊石頭在另一塊石頭上面
[00:13:58.080 --> 00:14:00.460]  於是耶路撒冷就被困
[00:14:00.460 --> 00:14:02.920]  直到大希律的時候
[00:14:02.920 --> 00:14:05.860]  下令重建聖殿
[00:14:05.860 --> 00:14:10.600]  於是第二聖殿是大希律建的
[00:14:10.600 --> 00:14:13.200]  之後又再被毀
[00:14:13.200 --> 00:14:17.300]  從此就沒有聖殿再建
[00:14:17.300 --> 00:14:19.400]  大家如果去過聖地的
[00:14:19.400 --> 00:14:22.580]  有些聖地的知識都知道
[00:14:22.580 --> 00:14:27.820]  在阿伯拉罕憲以撒的山上面
[00:14:27.820 --> 00:14:29.520]  就有一塊石頭
[00:14:29.520 --> 00:14:35.820]  相傳阿伯拉罕憲要將他的獨生子以撒獻上
[00:14:35.820 --> 00:14:38.520]  但是神有聲音阻止他
[00:14:38.520 --> 00:14:42.360]  那塊石頭在今日Doom of the Rock
[00:14:42.360 --> 00:14:45.500]  金頂回教寺裡面
[00:14:45.500 --> 00:14:49.200]  在1980年代我第一次去耶路撒冷的時候
[00:14:49.200 --> 00:14:52.500]  曾經進去金頂回教寺
[00:14:52.500 --> 00:14:54.380]  見過那塊石頭
[00:14:54.380 --> 00:14:59.340]  很多人在那裡莫拜這塊石頭
[00:14:59.340 --> 00:15:02.040]  其實不是那個地方有什麼特別
[00:15:02.040 --> 00:15:07.260]  只不過猶太人、回教徒都看那個地方
[00:15:07.260 --> 00:15:09.460]  為一個很重要的聖地
[00:15:09.460 --> 00:15:13.820]  回教徒就因為穆罕默德在那裡升天
[00:15:13.820 --> 00:15:16.660]  於是這個金頂回教寺
[00:15:16.660 --> 00:15:19.560]  成為一個很重要的地方
[00:15:19.560 --> 00:15:22.560]  今天我們去耶路撒冷的時候進不去
[00:15:22.560 --> 00:15:25.380]  因為只准回教徒進去
[00:15:25.380 --> 00:15:27.940]  所以我們沒辦法進去
[00:15:27.940 --> 00:15:29.440]  但是不知道怎樣
[00:15:29.440 --> 00:15:32.880]  有一天這個地方會重建
[00:15:32.880 --> 00:15:36.320]  成為一座第三聖殿
[00:15:36.320 --> 00:15:40.580]  於是會恢復競敗、恢復憲制
[00:15:40.580 --> 00:15:45.020]  但是17之半最後的三年半
[00:15:45.020 --> 00:15:48.500]  就有人毀壞這個憲制
[00:15:48.500 --> 00:15:50.760]  停止這個憲制
[00:15:50.760 --> 00:15:55.800]  於是就開始大災難的出現
[00:15:55.800 --> 00:16:01.400]  大災難共有七年帶來這個世界毀滅性
[00:16:01.400 --> 00:16:04.380]  所以這個最後的七年
[00:16:04.380 --> 00:16:07.840]  就分為前三年半、後三年半
[00:16:07.840 --> 00:16:10.080]  我們不知道什麼時候會出現
[00:16:10.080 --> 00:16:13.580]  所以我們今天必須帶著一個禱告的心
[00:16:13.580 --> 00:16:17.760]  期待耶穌基督你快點回來
[00:16:17.760 --> 00:16:20.860]  好像啟示錄二十二章那樣
[00:16:20.860 --> 00:16:24.960]  主耶穌,我願你來
[00:16:24.960 --> 00:16:26.440]  所以各位頂主們
[00:16:26.440 --> 00:16:30.240]  我很簡單就希望將七十個七
[00:16:30.240 --> 00:16:32.400]  稍微講得明白一點
[00:16:32.400 --> 00:16:34.540]  我很希望鼓勵你
[00:16:34.540 --> 00:16:39.080]  事事要有一個等候耶穌回來的心
[00:16:39.080 --> 00:16:41.280]  主耶穌回來真的很近
[00:16:41.280 --> 00:16:44.420]  當你看見今天的世局的變化
[00:16:44.420 --> 00:16:47.380]  我們不知道什麼時候敵基督會出現
[00:16:47.380 --> 00:16:50.920]  我們無需猜測誰是敵基督
[00:16:50.920 --> 00:16:53.820]  但是將來我們必定知道
[00:16:53.820 --> 00:16:56.860]  有一個敵基督會出現
[00:16:56.860 --> 00:16:58.460]  求主憐憫我們
[00:16:58.460 --> 00:17:01.360]  保守我們一個向上仰望
[00:17:01.360 --> 00:17:03.700]  等候耶穌回來的心
[00:17:03.700 --> 00:17:06.240]  願主賜福給各位
