
[00:00:00.000 --> 00:00:05.080]  好,各位兄弟妹妹好,我好開心又可以來到大家東中地大去分享神的話語
[00:10:55.240 --> 00:10:57.280]  去到一個新的地方裡面
[00:10:57.280 --> 00:11:00.040]  我不知道你有沒有經歷更多神
[00:11:00.040 --> 00:11:02.640]  去自己很奇妙的帶領和祝福
[00:11:02.640 --> 00:11:05.640]  未來的日子其實都不容易過
[00:11:06.360 --> 00:11:09.480]  但是如果我們能夠回顧記下的時候
[00:11:09.480 --> 00:11:12.440]  你就有更大的信心去面對
[00:11:12.440 --> 00:11:14.640]  我舉一個很實質的例子
[00:11:14.640 --> 00:11:18.120]  我希望我最後的時候
[00:11:18.120 --> 00:11:19.800]  都用這個見證鼓勵大家
[00:11:19.800 --> 00:11:22.440]  我上兩個禮拜就要去利物浦港島
[00:11:22.440 --> 00:11:24.400]  我已經買了車票
[00:11:24.400 --> 00:11:26.520]  禮拜五上去
[00:11:26.520 --> 00:11:28.200]  晚上寄居在一個回遊家
[00:11:28.200 --> 00:11:30.280]  星期六早上就要在利物浦一間
[00:11:30.280 --> 00:11:31.960]  專為香港人而設的教會港島
[00:11:31.960 --> 00:11:35.080]  誰知道就罷工我
[00:11:35.880 --> 00:11:37.240]  以前罷工
[00:11:37.240 --> 00:11:40.720]  原來由 Redding 上去利物浦
[00:11:40.720 --> 00:11:42.640]  或者 Birmingham 都是繼續走的
[00:11:42.640 --> 00:11:45.320]  但是這次真的完全沒有了
[00:11:45.320 --> 00:11:46.640]  那怎麼辦呢
[00:11:46.640 --> 00:11:49.520]  我想想可以坐巴士
[00:11:49.520 --> 00:11:51.680]  原來在我住的區
[00:11:51.680 --> 00:11:54.120]  是有巴士去利物浦的
[00:11:54.120 --> 00:11:55.600]  晚上八點鐘開車
[00:11:55.600 --> 00:11:57.760]  半夜兩點鐘到達
[00:11:57.760 --> 00:11:59.160]  那就是怎樣
[00:11:59.160 --> 00:12:00.560]  兩點鐘到利物浦中心
[00:12:00.560 --> 00:12:01.640]  然後叫人來載我
[00:12:01.640 --> 00:12:04.280]  那我又不想露宿街頭
[00:12:04.280 --> 00:12:05.680]  不知道怎麼辦
[00:12:06.440 --> 00:12:07.360]  那就是這個時候
[00:12:07.360 --> 00:12:10.000]  在柏林頓的一位會友
[00:12:10.000 --> 00:12:12.040]  來了英國兩年了
[00:12:12.040 --> 00:12:14.080]  他就打給我
[00:12:14.080 --> 00:12:14.600]  「穆斯」
[00:12:14.600 --> 00:12:17.200]  「我星期三晚上會下來 Redding」
[00:12:17.200 --> 00:12:18.840]  我問「為什麼」
[00:12:18.840 --> 00:12:20.160]  他說「我沒來過」
[00:12:20.160 --> 00:12:22.360]  「因為我們公司有 Christmas party」
[00:12:22.360 --> 00:12:24.200]  「在 Redding 那裡有晚餐」
[00:12:24.200 --> 00:12:25.640]  「所以我要下來」
[00:12:25.640 --> 00:12:27.240]  我問「你公司在 Redding 嗎」
[00:12:27.240 --> 00:12:28.640]  「不是啊,我們公司不在 Redding」
[00:12:28.640 --> 00:12:29.680]  「那你要下來 Redding 嗎」
[00:12:29.680 --> 00:12:30.760]  「不知道啊」
[00:12:30.760 --> 00:12:32.560]  「我們都沒什麼人在 Redding 住的」
[00:12:32.560 --> 00:12:34.360]  「我們還要去吃印度菜」
[00:12:34.360 --> 00:12:35.920]  「Redding 印度菜好吃嗎」
[00:12:35.920 --> 00:12:36.960]  「我不太知道啊」
[00:12:36.960 --> 00:12:39.880]  然後他星期三晚上
[00:12:39.880 --> 00:12:41.560]  就吃晚飯
[00:12:41.560 --> 00:12:43.680]  星期六就住在 Premium Inn
[00:12:43.680 --> 00:12:45.120]  星期四那天
[00:12:45.120 --> 00:12:45.960]  他說「穆斯」
[00:12:45.960 --> 00:12:46.680]  「我回去」
[00:12:46.680 --> 00:12:48.200]  「不如」
[00:12:48.200 --> 00:12:49.120]  「我載你上去」
[00:12:49.120 --> 00:12:51.960]  我記得我星期三見他的時候
[00:12:51.960 --> 00:12:55.360]  我帶他去走走 Redding 的所謂的 Town
[00:12:55.360 --> 00:12:58.720]  他說明他兩年來英國
[00:12:58.720 --> 00:13:01.160]  從來沒來過 Redding
[00:13:01.160 --> 00:13:04.280]  但也不明白為什麼公司
[00:13:04.280 --> 00:13:07.880]  會在 Redding 吃聖誕晚餐
[00:13:07.880 --> 00:13:09.320]  但不是吃西式
[00:13:09.320 --> 00:13:10.600]  是要吃印度菜
[00:13:10.600 --> 00:13:13.160]  原來我覺得
[00:13:13.160 --> 00:13:15.120]  是神這麼奇妙地安排
[00:13:15.120 --> 00:13:17.000]  可以載我上去
[00:13:17.000 --> 00:13:19.320]  雖然那天罷工
[00:13:19.320 --> 00:13:22.080]  但我仍然可以上去
[00:13:22.080 --> 00:13:24.360]  甚至我多了一天出來
[00:13:24.360 --> 00:13:25.960]  我見過不同的會友
[00:13:25.960 --> 00:13:27.880]  嘩,很辛苦的說到
[00:13:27.880 --> 00:13:31.440]  因為由早到晚見了四、五個不同的人接著來見我
[00:13:31.440 --> 00:13:32.640]  但很有意思
[00:13:33.680 --> 00:13:35.560]  其實這一類的經歷
[00:13:35.560 --> 00:13:36.960]  我是不勝枚舉
[00:13:36.960 --> 00:13:39.800]  所以我會記下
[00:13:39.800 --> 00:13:42.520]  未必很詳細記在我的記事簿上
[00:13:42.520 --> 00:13:44.640]  但我會記下一句或兩句的說話
[00:13:44.640 --> 00:13:46.560]  當我會回顧
[00:13:46.560 --> 00:13:48.120]  特別是有困難的時候
[00:13:48.120 --> 00:13:51.720]  神一直都是這樣看顧
[00:13:51.720 --> 00:13:53.080]  這麼奇妙的安排
[00:13:53.080 --> 00:13:57.480]  我還怎會來帶去恐懼呢
[00:13:57.480 --> 00:14:00.480]  所以原來當我們肯回顧的時候
[00:14:00.480 --> 00:14:02.120]  是幫助我們
[00:14:03.000 --> 00:14:04.160]  增加我們的信心
[00:14:04.160 --> 00:14:06.120]  面對我們的挑戰
[00:14:06.120 --> 00:14:08.080]  第二方面就是
[00:14:08.080 --> 00:14:10.000]  當我們回顧歷史的時候
[00:14:10.000 --> 00:14:12.280]  我們能夠引以為鑑
[00:14:12.280 --> 00:14:15.640]  一句說話大家都很熟悉
[00:14:15.640 --> 00:14:17.360]  以童為鏡
[00:14:17.360 --> 00:14:18.520]  可以整衣冠
[00:14:18.520 --> 00:14:21.120]  以史為鏡
[00:14:21.120 --> 00:14:22.680]  可以知興替
[00:14:22.680 --> 00:14:24.560]  那個史是歷史的史
[00:14:24.560 --> 00:14:26.120]  但以歷史來看
[00:14:26.120 --> 00:14:28.160]  你要知道興和替
[00:14:28.160 --> 00:14:29.960]  即是如何興旺,如何衰敗
[00:14:29.960 --> 00:14:32.400]  以人為鏡
[00:14:32.400 --> 00:14:33.360]  可以知得實
[00:14:33.360 --> 00:14:36.720]  這就是所謂的前車可鑑
[00:14:36.720 --> 00:14:38.440]  我們透過歷史
[00:14:38.440 --> 00:14:40.520]  是可以引以為鑑的
[00:14:40.520 --> 00:14:41.400]  我們來看
[00:14:41.400 --> 00:14:43.680]  哥倫多前書第十章第十一節
[00:14:43.680 --> 00:14:44.880]  我們一起來帶大家去讀出
[00:15:02.400 --> 00:15:15.800]  這裏很清楚說
[00:15:15.800 --> 00:15:19.160]  這是保羅寫給哥倫多教會的信徒
[00:15:19.160 --> 00:15:21.960]  你看看過去我們祖先的歷史
[00:15:21.960 --> 00:15:23.720]  特別是出埃及的時候
[00:15:23.720 --> 00:15:25.040]  他怎樣來犯錯
[00:15:25.040 --> 00:15:26.600]  以至到被神來懲罰
[00:15:26.600 --> 00:15:29.440]  進不去那個嬰女之地
[00:15:29.440 --> 00:15:31.360]  我們是以史為鑑
[00:15:31.360 --> 00:15:33.400]  免得我們重蹈覆轍
[00:15:33.400 --> 00:15:34.560]  其實在生命記裏面
[00:15:34.560 --> 00:15:35.960]  都有這個提醒
[00:15:35.960 --> 00:15:38.160]  我們一起來看生命記第九章第七節
[00:15:38.160 --> 00:15:57.280]  不單單在生命記
[00:15:57.280 --> 00:15:58.920]  在詩篇裏面我們不讀了
[00:15:58.920 --> 00:16:01.400]  大家來看看課堂裏面的經文
[00:16:01.400 --> 00:16:05.880]  都是叫我們不斷不斷地回顧歷史
[00:16:05.880 --> 00:16:09.400]  免得這個歷史重蹈覆轍
[00:16:09.400 --> 00:16:10.040]  很真誠地說
[00:16:10.040 --> 00:16:12.320]  每一個人包括我在內
[00:16:12.320 --> 00:16:14.920]  我們都有成功的地方
[00:16:14.920 --> 00:16:19.080]  但同樣我們有不少失敗的地方
[00:16:19.080 --> 00:16:21.120]  我們都會有犯錯
[00:16:21.120 --> 00:16:22.360]  可能是有心
[00:16:22.360 --> 00:16:24.520]  可能是無心之失
[00:16:24.520 --> 00:16:25.560]  但可能這些錯
[00:16:25.560 --> 00:16:27.240]  令到我們留下了
[00:16:27.240 --> 00:16:30.840]  不能磨滅的傷痕
[00:16:30.840 --> 00:16:35.680]  但是我們會藉著過去這些失敗
[00:16:35.680 --> 00:16:38.000]  成為自己的尷尬
[00:16:38.000 --> 00:16:39.800]  提醒自己
[00:16:39.800 --> 00:16:42.400]  免得重蹈覆轍
[00:16:42.400 --> 00:16:43.920]  教會一樣
[00:16:43.920 --> 00:16:45.840]  教會有興旺的時間
[00:16:45.840 --> 00:16:48.200]  但都很可能因為人事的問題
[00:16:48.200 --> 00:16:50.040]  可能是某些因素
[00:16:50.040 --> 00:16:51.680]  有些人離開
[00:16:51.680 --> 00:16:54.480]  甚至在一個屬靈高峰裏面
[00:16:54.480 --> 00:16:57.800]  會跌落在一個低谷當中
[00:16:57.800 --> 00:17:00.440]  所以我們更加成為自己的提醒
[00:17:00.440 --> 00:17:01.440]  透過歷史
[00:17:01.440 --> 00:17:02.960]  透過過去
[00:17:02.960 --> 00:17:06.360]  免得重蹈覆轍
[00:17:06.360 --> 00:17:07.280]  所以今天
[00:17:07.280 --> 00:17:09.520]  原來我們都需要檢討
[00:17:09.520 --> 00:17:11.320]  我們要檢討一下我們的人生
[00:17:11.320 --> 00:17:13.280]  為什麼會失敗
[00:17:13.280 --> 00:17:14.560]  失敗的原因在哪裏
[00:17:14.560 --> 00:17:18.000]  我就不會再重複地犯這個錯
[00:17:18.000 --> 00:17:20.080]  我要檢討一下我自己的過去
[00:17:20.080 --> 00:17:21.640]  有哪些東西是成功
[00:17:21.640 --> 00:17:24.760]  但我不是因為這個緣故而沾沾自喜
[00:17:24.760 --> 00:17:28.120]  我就會繼續地取長補短
[00:17:28.120 --> 00:17:31.600]  於是我人生才有另一個突破
[00:17:31.600 --> 00:17:35.160]  所以原來當我們肯回顧歷史的時候
[00:17:35.160 --> 00:17:37.400]  我們引以為鑒
[00:17:37.400 --> 00:17:40.240]  還有就是回顧歷史的時候
[00:17:40.240 --> 00:17:43.880]  我們可以知道應該要做什麼事
[00:17:43.880 --> 00:17:46.040]  很簡單舉一個例子
[00:17:46.040 --> 00:17:47.680]  大家知不知道在舊約會裏面
[00:17:47.680 --> 00:17:49.560]  有一個律法規定
[00:17:49.560 --> 00:17:53.720]  你一個奴隸如果服侍了你六年之後
[00:17:53.720 --> 00:17:57.440]  第七年你就要讓他離開
[00:17:57.440 --> 00:17:59.680]  為什麼要讓他離開呢
[00:17:59.680 --> 00:18:01.320]  有一個原因
[00:18:01.320 --> 00:18:02.520]  好了
[00:18:02.520 --> 00:18:04.600]  稍後我們會看這個原因
[00:18:04.600 --> 00:18:07.480]  到耶利米那個年代
[00:18:07.480 --> 00:18:09.840]  國家快要滅亡
[00:18:09.840 --> 00:18:11.840]  巴比倫入侵
[00:18:11.840 --> 00:18:14.000]  甚至透過耶利米才知道
[00:18:14.000 --> 00:18:16.360]  特別跟有錢人說
[00:18:16.360 --> 00:18:18.040]  國家快要滅亡
[00:18:18.040 --> 00:18:22.640]  現在你們應該釋放你們所有的僕人
[00:18:22.640 --> 00:18:26.520]  讓他們歸陪回自己的家庭裏面
[00:18:26.520 --> 00:18:31.760]  這班有錢人都肯聽
[00:18:31.760 --> 00:18:39.640]  誰知後來的亡國壓力稍為減少了
[00:18:39.640 --> 00:18:41.160]  這班人說
[00:18:41.160 --> 00:18:43.040]  原來我們還不錯
[00:18:43.040 --> 00:18:44.840]  甚至由亂入治
[00:18:44.840 --> 00:18:46.400]  馬上做什麼
[00:18:46.400 --> 00:18:48.680]  捉那些奴隸回來
[00:18:48.680 --> 00:18:50.440]  繼續服侍他
[00:18:50.440 --> 00:18:53.480]  所以神就透過耶利米才知道
[00:18:53.480 --> 00:18:54.640]  責備他們
