
[00:00:00.000 --> 00:00:02.240]  我今天要講的題目就是
[00:03:22.880 --> 00:03:24.160]  但我會看到
[00:03:24.160 --> 00:03:27.560]  他要面對的是一個沒有人能夠明白他的孤獨
[00:03:27.560 --> 00:03:29.120]  而去到第二階段
[00:03:29.120 --> 00:03:33.760]  摩西他就從皇宮逃命走到曠野裏面
[00:03:33.760 --> 00:03:38.360]  他面對的孤獨是一個失去一切的孤獨
[00:03:38.360 --> 00:03:40.040]  而去到第三階段
[00:03:40.040 --> 00:03:42.640]  摩西他不再是一個逃犯
[00:03:42.640 --> 00:03:46.520]  而是他成為一個帶領以色列人出埃及
[00:03:46.520 --> 00:03:49.280]  進到加南地的一個領袖
[00:03:49.280 --> 00:03:50.960]  但去到這個階段
[00:03:50.960 --> 00:03:53.560]  八十一歲到一百二十歲的摩西
[00:03:53.560 --> 00:03:55.800]  我又見到他進入一個
[00:03:55.800 --> 00:03:58.600]  是人不能滿足的孤獨
[00:03:58.600 --> 00:04:02.720]  我們就嘗試逐個階段去看看
[00:04:02.720 --> 00:04:07.240]  摩西他怎樣面對、跳出這個孤獨
[00:04:07.240 --> 00:04:08.560]  而第一個孤獨
[00:04:08.560 --> 00:04:12.400]  就是一個沒有人能夠明白他的孤獨
[00:04:12.400 --> 00:04:14.440]  摩西他是一個希伯來人
[00:04:14.440 --> 00:04:16.960]  或者我們稱他為一個以色列人
[00:04:16.960 --> 00:04:19.360]  他出生的地方是埃及
[00:04:19.360 --> 00:04:22.280]  而當時因為埃及裏面
[00:04:22.280 --> 00:04:25.360]  有很多以色列人出生
[00:04:25.360 --> 00:04:29.360]  所以令埃及王很害怕
[00:04:29.360 --> 00:04:30.240]  阿法魯王
[00:04:30.240 --> 00:04:30.920]  他心想
[00:04:30.920 --> 00:04:33.200]  我的地方、我的領土
[00:04:33.200 --> 00:04:36.440]  那麼多不屬於我民族的人在這裏的時候
[00:04:36.440 --> 00:04:38.120]  如果有一天以色列人
[00:04:38.120 --> 00:04:42.200]  他跟其他仇敵、其他外族聯手的話
[00:04:42.200 --> 00:04:44.640]  他們就會隨時被趕走
[00:04:44.640 --> 00:04:47.440]  他們戰敗要離開這個地方
[00:04:47.440 --> 00:04:51.280]  於是法魯王就下了一個命令
[00:04:51.280 --> 00:04:52.960]  他想了一條辣招
[00:04:52.960 --> 00:04:55.720]  這條辣招是什麼呢?
[00:04:55.720 --> 00:04:56.480]  就是說
[00:04:56.480 --> 00:04:58.680]  以色列人所生的男孩
[00:04:58.680 --> 00:05:00.960]  你們都要丟在河裏
[00:05:00.960 --> 00:05:03.000]  所有出生的男孩
[00:05:03.000 --> 00:05:04.960]  嬰兒、男嬰兒
[00:05:04.960 --> 00:05:08.440]  都要丟在河裏浸死他
[00:05:08.440 --> 00:05:11.120]  摩西是否男嬰兒呢?
[00:05:11.120 --> 00:05:14.000]  就是有份要丟在河裏
[00:05:14.000 --> 00:05:15.320]  不過我們知道
[00:05:15.320 --> 00:05:16.760]  摩西的父母
[00:05:16.760 --> 00:05:18.960]  都是一個很敬畏神的人
[00:05:18.960 --> 00:05:21.160]  於是他就想辦法
[00:05:21.160 --> 00:05:23.720]  如何去保存嬰兒的性命
[00:05:23.720 --> 00:05:26.400]  他就將摩西收藏了
[00:05:26.400 --> 00:05:27.600]  到了第三個月
[00:05:27.600 --> 00:05:28.920]  不能再收藏了
[00:05:28.920 --> 00:05:30.680]  因為嬰兒一路長大的時候
[00:05:30.680 --> 00:05:34.000]  會哭、會爬來爬去
[00:05:34.000 --> 00:05:37.560]  他就將摩西放在一個葡萄箱
[00:05:37.560 --> 00:05:38.600]  放在河邊
[00:05:38.600 --> 00:05:42.640]  他希望有機會能夠存留嬰兒的性命
[00:05:42.640 --> 00:05:45.320]  神在考面安排的裏面
[00:05:45.320 --> 00:05:46.600]  法老王的女兒
[00:05:46.600 --> 00:05:48.320]  即是埃及公主
[00:05:48.320 --> 00:05:49.320]  就路過河邊
[00:05:49.320 --> 00:05:50.560]  看到嬰兒
[00:05:50.560 --> 00:05:52.600]  很帥氣、很可愛
[00:05:52.600 --> 00:05:54.680]  就將嬰兒收養
[00:05:54.680 --> 00:05:57.800]  帶回宮中繼續養育他
[00:05:57.800 --> 00:06:00.360]  摩西有一個很聰明的姐姐
[00:06:00.360 --> 00:06:02.200]  她叫美麗暗
[00:06:02.200 --> 00:06:03.160]  她就想了
[00:06:03.160 --> 00:06:06.040]  追去跟埃及公主說
[00:06:06.040 --> 00:06:09.560]  「嬰兒,你也要請一個希伯來人的婦女
[00:06:09.560 --> 00:06:11.440]  做她的奶媽」
[00:06:11.440 --> 00:06:12.640]  就是這樣
[00:06:12.640 --> 00:06:14.280]  結果摩西的母親
[00:06:14.280 --> 00:06:19.920]  就可以跟摩西一起進入埃及皇宮裏面
[00:06:19.920 --> 00:06:21.960]  母親就照顧著摩西
[00:06:21.960 --> 00:06:23.360]  我想問大家
[00:06:23.360 --> 00:06:25.720]  在埃及皇宮裏面
[00:06:25.720 --> 00:06:26.960]  現在有多少人
[00:06:26.960 --> 00:06:31.440]  知道摩西是希伯來人的秘密?
[00:06:31.440 --> 00:06:32.720]  兩個,是嗎?
[00:06:32.720 --> 00:06:34.600]  一個是摩西自己
[00:06:34.600 --> 00:06:37.120]  另一個就是摩西的母親
[00:06:37.120 --> 00:06:38.840]  守著這個秘密
[00:06:38.840 --> 00:06:40.400]  其實守一個秘密
[00:06:40.400 --> 00:06:42.400]  絕對不容易
[00:06:42.400 --> 00:06:44.920]  我自己在牧養的過程裏面
[00:06:44.920 --> 00:06:46.120]  其實我都…
[00:06:46.120 --> 00:06:48.040]  偶爾有大兄姊妹來找我
[00:06:48.040 --> 00:06:49.280]  跟我聊天
[00:06:49.280 --> 00:06:53.120]  會跟我分享她生命裏面的掙扎
[00:06:53.120 --> 00:06:55.400]  可能是她的婚姻的問題
[00:06:55.400 --> 00:06:57.640]  可能是她財政的問題
[00:06:57.640 --> 00:07:01.600]  很多她自己不敢跟別人說的話
[00:07:01.600 --> 00:07:03.880]  所以每一次見完她們的時候
[00:07:03.880 --> 00:07:04.760]  最後你知不知道
[00:07:04.760 --> 00:07:07.520]  大兄姊妹通常都會說一句話
[00:07:07.520 --> 00:07:09.120]  「我只是告訴你」
[00:07:09.120 --> 00:07:11.200]  「你不要告訴別人」
[00:07:11.200 --> 00:07:12.240]  然後我就心想
[00:07:12.240 --> 00:07:13.520]  我也是人
[00:07:13.520 --> 00:07:15.840]  我感謝大兄姊妹對我的信任
[00:07:15.840 --> 00:07:17.240]  因為我很相信
[00:07:17.240 --> 00:07:20.200]  大兄姊妹很想牧者為她們禱告
[00:07:20.200 --> 00:07:22.720]  很想牧者用聖經的說話
[00:07:22.720 --> 00:07:25.120]  去鼓勵她繼續走下去
[00:07:25.120 --> 00:07:27.400]  但同時我會看到的就是
[00:07:27.400 --> 00:07:31.240]  其實神造人是一個人與人之間有一個連結
[00:07:31.240 --> 00:07:33.280]  有一個這樣的渴求
[00:07:33.280 --> 00:07:35.960]  所以其實大兄姊妹為何會跟我分享呢?
[00:07:35.960 --> 00:07:40.560]  她都很想是人與人之間那種彼此連繫
[00:07:40.560 --> 00:07:42.120]  不過可惜的是
[00:07:42.120 --> 00:07:44.680]  她們會用世界的眼光去看
[00:07:44.680 --> 00:07:46.400]  她想分享的那件事
[00:07:46.400 --> 00:07:47.600]  可能她覺得
[00:07:47.600 --> 00:07:50.240]  這個世界會覺得她是一個失敗者
[00:07:50.240 --> 00:07:53.240]  她分享的那件事是羞家不光彩
[00:07:53.240 --> 00:07:55.040]  於是她就跟我說
[00:07:55.040 --> 00:07:57.280]  「你不要告訴別人」
[00:07:57.280 --> 00:08:00.320]  大兄姊妹就將自己困在這個
[00:08:00.320 --> 00:08:03.560]  好像沒有人明白她的孤島一樣
[00:08:03.560 --> 00:08:06.800]  而摩西就一直為了她自己
[00:08:06.800 --> 00:08:08.880]  在希伯來人這個秘密
[00:08:08.880 --> 00:08:10.520]  她一直守著
[00:08:10.520 --> 00:08:11.960]  守了四十年
[00:08:11.960 --> 00:08:13.480]  直至有一天
[00:08:13.480 --> 00:08:15.400]  她就見到有一個埃及人
[00:08:15.400 --> 00:08:18.080]  將她的同胞打死的時候
[00:08:18.080 --> 00:08:18.880]  接著呢
[00:08:18.880 --> 00:08:21.520]  不是打死,是打死自己的同胞的時候
[00:08:21.520 --> 00:08:23.840]  摩西就出手
[00:08:23.840 --> 00:08:25.920]  真的打死了這個埃及人
[00:08:25.920 --> 00:08:27.000]  我就會想
[00:08:27.000 --> 00:08:30.200]  為何摩西會出手打人呢?
[00:08:30.200 --> 00:08:34.320]  我會想這是情緒宣洩的一個表現
[00:08:34.320 --> 00:08:36.080]  因為她會生氣
[00:08:36.080 --> 00:08:37.440]  「搞錯了」
[00:08:37.440 --> 00:08:40.320]  「你現在欺負我自己民族的人嗎?」
[00:08:40.320 --> 00:08:41.800]  接著摩西又會想
[00:08:41.800 --> 00:08:44.000]  「我畢竟是一個埃及王子」
[00:08:44.000 --> 00:08:46.440]  「我應該有這樣的能力」
[00:08:46.440 --> 00:08:48.800]  「我去救我自己的同胞」
[00:08:48.800 --> 00:08:50.440]  再加上她會想
[00:08:50.440 --> 00:08:51.840]  「救自己的同胞」
[00:08:51.840 --> 00:08:53.800]  「她其實一個人守著這個秘密」
[00:08:53.800 --> 00:08:55.520]  「其實是很辛苦的」
[00:08:55.520 --> 00:08:56.920]  「我是否用我自己的方法」
[00:08:56.920 --> 00:08:59.280]  「跟我的同胞有些結連」
[00:08:59.280 --> 00:09:00.760]  「我希望的是」
[00:09:00.760 --> 00:09:02.080]  「我做這件事」
[00:09:02.080 --> 00:09:03.400]  「她們應該」
[00:09:03.400 --> 00:09:06.800]  「她們能夠認同、同意我這樣做」
[00:09:06.800 --> 00:09:09.120]  不過我們看聖經,我們知道
[00:09:09.120 --> 00:09:10.440]  這件事發展下去
[00:09:10.440 --> 00:09:12.600]  不是像摩西那樣想的
[00:09:12.600 --> 00:09:14.560]  這件事發展下去的時候
[00:09:14.560 --> 00:09:15.320]  那些
[00:09:15.320 --> 00:09:17.440]  她自己的同胞,那些意識力人
[00:09:17.440 --> 00:09:18.960]  那兩個意識力人說甚麼?
[00:09:18.960 --> 00:09:21.440]  他說「垂立你作我門首領」
[00:09:21.440 --> 00:09:23.480]  「和審判官」
[00:09:23.480 --> 00:09:25.520]  這是和合本的譯法
[00:09:25.520 --> 00:09:28.440]  當我們去看聖經其他譯本的時候
[00:09:28.440 --> 00:09:30.000]  特別是去到當代日本
[00:09:30.000 --> 00:09:32.280]  我覺得很傳神
[00:09:32.280 --> 00:09:33.080]  他說甚麼?
[00:09:33.080 --> 00:09:36.120]  他說「你以為你是誰?」
[00:09:36.120 --> 00:09:37.040]  「摩西」
[00:09:37.040 --> 00:09:38.720]  「你以為你是誰?」
[00:09:38.720 --> 00:09:39.840]  「你以為你是誰」
[00:09:39.840 --> 00:09:42.680]  「可以成為我們這裡的首領?」
[00:09:42.680 --> 00:09:44.480]  「你以為你是誰?」
[00:09:44.480 --> 00:09:46.200]  「你覺得道理在你那邊」
[00:09:46.200 --> 00:09:49.040]  「所以你能夠做到審判官?」
[00:09:49.040 --> 00:09:51.440]  摩西當然以為她自己可以
[00:09:51.440 --> 00:09:52.800]  否則她不會這樣做
[00:09:52.800 --> 00:09:54.360]  她不就是以為她自己
[00:09:54.360 --> 00:09:55.480]  在職場裡
[00:09:55.480 --> 00:09:57.720]  我們說這個叫position power
[00:09:57.720 --> 00:09:58.920]  我在職級當中
[00:09:58.920 --> 00:10:01.080]  我有能力去控制一些東西
[00:10:01.080 --> 00:10:03.880]  我覺得我這樣做的時候合理
[00:10:03.880 --> 00:10:06.440]  於是我就這樣做
[00:10:06.440 --> 00:10:09.840]  但她的兄弟不像她這樣想
[00:10:09.840 --> 00:10:12.760]  她問「你以為你是誰」的時候
[00:10:12.760 --> 00:10:15.720]  她的兄弟去到法老面前告發她
[00:10:15.720 --> 00:10:18.120]  於是摩西的下場
[00:10:18.120 --> 00:10:20.320]  就是法老聽到這件事
[00:10:20.320 --> 00:10:22.120]  就想殺摩西
[00:10:22.120 --> 00:10:24.120]  但摩西躲避法老
[00:10:24.120 --> 00:10:27.240]  逃亡米甸地居住
[00:10:27.240 --> 00:10:28.280]  我們看到
[00:10:28.280 --> 00:10:30.560]  摩西她用她自己的方法
[00:10:30.560 --> 00:10:34.560]  她很想離開這個沒有人明白的孤島
[00:10:34.560 --> 00:10:36.200]  她用的方法是甚麼
[00:10:36.200 --> 00:10:38.680]  就是一個情緒的宣洩
[00:10:38.680 --> 00:10:43.080]  我們說情緒其實沒有分好和不好
[00:10:43.080 --> 00:10:45.080]  情緒是一個通報機制
[00:10:45.080 --> 00:10:46.040]  它告訴我們
[00:10:46.040 --> 00:10:48.880]  我們裡面究竟發生了甚麼事
[00:10:48.880 --> 00:10:50.880]  當情緒來到的時候
[00:10:50.880 --> 00:10:53.240]  它會影響的是我們的認知
[00:10:53.240 --> 00:10:56.680]  即是你怎樣看待這件事
[00:10:56.680 --> 00:10:59.320]  它也會影響的是我們的行為
[00:10:59.320 --> 00:11:03.560]  即是你用甚麼方法去回應這件事
[00:11:03.560 --> 00:11:05.560]  我們剛才看摩西
[00:11:05.560 --> 00:11:06.840]  她的認知是甚麼
[00:11:06.840 --> 00:11:07.920]  「我有權」
[00:11:07.920 --> 00:11:09.120]  她的回應是怎樣
[00:11:09.120 --> 00:11:10.320]  「打死人」
[00:11:10.320 --> 00:11:12.120]  但不要忘記
[00:11:12.120 --> 00:11:14.160]  情緒沒有分好和錯
[00:11:14.160 --> 00:11:16.840]  但我們怎樣去回應這件事
[00:11:16.840 --> 00:11:19.400]  就絕對有分對和錯
[00:11:19.400 --> 00:11:21.320]  人是要為自己
[00:11:21.320 --> 00:11:23.840]  情緒宣洩的時候
[00:11:23.840 --> 00:11:25.640]  你作出那件事
[00:11:25.640 --> 00:11:26.680]  你做那件事
[00:11:26.680 --> 00:11:28.280]  你要付代價
[00:11:28.280 --> 00:11:30.040]  而摩西告訴我們
[00:11:30.040 --> 00:11:32.240]  她在付甚麼代價
[00:11:32.240 --> 00:11:33.840]  就是要離開
[00:11:33.840 --> 00:11:36.160]  她住了四十年的皇宮
[00:11:36.160 --> 00:11:37.080]  逃走
[00:11:37.080 --> 00:11:39.480]  去到米甸這個地方
[00:11:39.480 --> 00:11:43.400]  而亦是進入她人生的第二個階段
[00:11:43.400 --> 00:11:45.720]  第二個階段我們會見到的
[00:11:45.720 --> 00:11:48.440]  就是她面對在曠野的裡面
[00:11:48.440 --> 00:11:51.320]  她面對一個失去一切的孤島
[00:11:51.320 --> 00:11:53.760]  那我就在這裡找找資料
[00:11:53.760 --> 00:11:57.960]  如果要從埃及走到米甸
[00:11:57.960 --> 00:12:00.160]  其實有多遠呢
[00:12:00.160 --> 00:12:01.800]  資料告訴我
[00:12:01.800 --> 00:12:06.080]  原來那個距離是有250公里
[00:12:06.080 --> 00:12:08.040]  請問我們當中有沒有弟兄姊妹
[00:12:08.040 --> 00:12:13.480]  你試過用你的腳走250公里
[00:12:13.480 --> 00:12:14.320]  零頭
[00:12:14.320 --> 00:12:17.040]  行山的人可能都說未必有
[00:12:17.040 --> 00:12:17.960]  我就在想
[00:12:17.960 --> 00:12:19.760]  有甚麼東西的機會
[00:12:19.760 --> 00:12:21.920]  我們會走這麼遠的路途呢
[00:12:21.920 --> 00:12:24.520]  因為香港實在交通很方便
[00:12:24.520 --> 00:12:26.480]  遠一點的我們都會乘車
[00:12:26.480 --> 00:12:29.200]  但如果我要走這麼遠的路途的時候
[00:12:29.200 --> 00:12:31.440]  我就想起有一個活動
[00:12:31.440 --> 00:12:34.560]  就叫做「行路上廣州」
[00:12:34.560 --> 00:12:35.640]  大家有聽過吧
[00:12:35.640 --> 00:12:39.040]  其實有沒有人去「行路上我廣州」的
[00:12:39.040 --> 00:12:40.640]  沒有
[00:12:40.640 --> 00:12:44.480]  我看到原來「行路上廣州」的距離
[00:12:44.480 --> 00:12:46.880]  是108公里
[00:12:46.880 --> 00:12:48.560]  當你「行路上廣州」的時候
[00:12:48.560 --> 00:12:51.520]  你可以做的就是結伴同遊
[00:12:51.520 --> 00:12:55.880]  你可以做的就是拿著電話拍照留念
[00:12:55.880 --> 00:12:58.560]  你要用的時間是五天時間
[00:12:58.560 --> 00:13:01.640]  你走的可能都是比較漂亮的石屎路
[00:13:01.640 --> 00:13:03.680]  但是摩西呢
[00:13:03.680 --> 00:13:06.200]  摩西是要去逃命
[00:13:06.200 --> 00:13:09.440]  去逃避法律對它的追殺
[00:13:09.440 --> 00:13:11.680]  說的是250公里
[00:13:11.680 --> 00:13:15.640]  走的可能是山林
[00:13:15.640 --> 00:13:18.240]  可能是沙漠
[00:13:18.240 --> 00:13:19.560]  曠野的路
[00:13:19.560 --> 00:13:20.840]  有沒有人陪伴呢
[00:13:20.840 --> 00:13:21.840]  沒有
[00:13:21.840 --> 00:13:25.320]  它只是帶著一個很驚慌的心情去逃跑
[00:13:25.320 --> 00:13:27.280]  去到米甸
[00:13:27.280 --> 00:13:30.520]  你以前在皇宮看到金碧輝煌
[00:13:30.520 --> 00:13:31.640]  今天你去到米甸
[00:13:31.640 --> 00:13:33.440]  你看到些什麼
[00:13:33.440 --> 00:13:35.040]  那裡沒有人定居
[00:13:35.040 --> 00:13:37.360]  因為所有都是遊牧民族
[00:13:37.360 --> 00:13:40.480]  你看到的就是一個一個的帳棚
[00:13:40.480 --> 00:13:44.280]  而當時摩西是40歲
[00:13:44.280 --> 00:13:46.760]  我自己是負責城人木區
[00:13:46.760 --> 00:13:50.440]  有時候我都會和我自己城人木區的弟兄姊妹
[00:13:50.440 --> 00:13:53.400]  他們都是大概四、五十歲的年紀
[00:13:53.400 --> 00:13:54.560]  和他們聊天
[00:13:54.560 --> 00:13:57.200]  他們最多時候會和我說什麼呢
[00:13:57.200 --> 00:13:58.080]  就是說
[00:13:58.080 --> 00:13:59.440]  Pastor Florence
[00:13:59.440 --> 00:14:00.280]  我呢
[00:14:00.280 --> 00:14:01.160]  都幾多人和我
[00:14:01.160 --> 00:14:02.280]  我四十歲了
[00:14:02.280 --> 00:14:03.240]  我四十歲
[00:14:03.240 --> 00:14:05.560]  我要展開人生新一頁
[00:14:05.560 --> 00:14:08.760]  我的事業我想怎樣向前邁進
[00:14:08.760 --> 00:14:11.840]  我的家庭計劃又怎樣怎樣
[00:14:11.840 --> 00:14:16.040]  而摩西在正值四十歲的壯年的時候
[00:14:16.040 --> 00:14:18.960]  他就跑去米甸這個地方
[00:14:18.960 --> 00:14:22.000]  而當翻查歷史的時候發現
[00:14:22.000 --> 00:14:24.280]  原來摩西他出生的時候
[00:14:24.280 --> 00:14:25.680]  那個法老王
[00:14:25.680 --> 00:14:28.520]  就叫做圖特默斯一世
[00:14:28.520 --> 00:14:30.040]  圖特默斯一世
[00:14:30.040 --> 00:14:32.200]  他當他過世之後
[00:14:32.200 --> 00:14:35.440]  他就把他的皇位交給了他的女兒
[00:14:35.440 --> 00:14:37.360]  也是摩西的繼母
[00:14:37.360 --> 00:14:40.160]  就叫做海什普薩
[00:14:40.160 --> 00:14:42.440]  就攝政了二十年
[00:14:42.440 --> 00:14:43.360]  就是說
[00:14:43.360 --> 00:14:46.080]  如果摩西他不是逃命的時候
[00:14:46.080 --> 00:14:47.920]  他極大機會
[00:14:47.920 --> 00:14:52.840]  其實他今天已經坐在皇室當皇室的繼承人
[00:14:52.840 --> 00:14:54.080]  但是現在呢
[00:14:54.080 --> 00:14:55.120]  現在摩西
[00:14:55.120 --> 00:14:56.440]  他在曠野裡面
[00:14:56.440 --> 00:14:58.240]  他成為一個逃犯
[00:14:58.240 --> 00:15:01.320]  他從以前在皇宮很舒適的生活
[00:15:01.320 --> 00:15:03.600]  就到了現在在曠野裡面
[00:15:03.600 --> 00:15:06.120]  他都是居住在一個帳棚
[00:15:06.120 --> 00:15:08.200]  以前你說孤獨的時候
[00:15:08.200 --> 00:15:12.240]  你可以找一些皇室的貴宙陪你去玩
[00:15:12.240 --> 00:15:14.280]  有很多不同的娛樂
[00:15:14.280 --> 00:15:16.880]  今天你在曠野你可以做些什麼
[00:15:16.880 --> 00:15:20.560]  就是擔起頭來你看看天地的創造
[00:15:20.560 --> 00:15:24.560]  接著你就會和這個造物主開始有個對話
[00:15:24.560 --> 00:15:27.800]  為什麼我今天會在一個這樣的光景
[00:15:27.800 --> 00:15:28.720]  神啊
[00:15:28.720 --> 00:15:31.640]  這個大地是不是你做的
[00:15:31.640 --> 00:15:33.360]  你繼續這樣帶我的人生
[00:15:33.360 --> 00:15:36.240]  又會變成一個什麼事情
[00:15:36.240 --> 00:15:37.320]  我會看到
[00:15:37.320 --> 00:15:42.880]  當摩西進到這個好像是失去一切的孤島的時候
[00:15:42.880 --> 00:15:45.320]  其實神是要帶領摩西
[00:15:45.320 --> 00:15:47.120]  在人生的曠野裡面
[00:15:47.120 --> 00:15:51.160]  去學會一樣我們都市人我們不懂的東西
[00:15:51.160 --> 00:15:53.000]  就是什麼叫獨處
[00:15:53.000 --> 00:15:54.560]  在獨處裡面
[00:15:54.560 --> 00:15:55.880]  去找回自己
[00:15:55.880 --> 00:15:58.280]  去聽下自己裡面的聲音
[00:15:58.280 --> 00:16:00.440]  去找回創造生命
[00:16:00.440 --> 00:16:02.800]  帶領我們生命的神
[00:16:02.800 --> 00:16:05.720]  而在詩篇四十二篇五節
[00:16:05.720 --> 00:16:09.120]  可能我們當中很多大兄姐妹都很熟悉這篇詩篇
[00:16:09.120 --> 00:16:11.160]  其實這篇詩篇亦都是
[00:16:11.160 --> 00:16:15.640]  是一個很不容易光景的詩人所寫的
[00:16:15.640 --> 00:16:16.640]  那個詩人說
[00:16:16.640 --> 00:16:18.280]  他說我的心啊
[00:16:18.280 --> 00:16:19.800]  你為何憂悶
[00:16:19.800 --> 00:16:22.280]  為何在我裡面煩躁
[00:16:22.280 --> 00:16:23.360]  這裡說什麼
[00:16:23.360 --> 00:16:26.960]  詩人教導我們怎樣去管理我們的情緒
[00:16:26.960 --> 00:16:29.280]  不是任意的去發洩
[00:16:29.280 --> 00:16:31.160]  而是將我們的情緒
[00:16:31.160 --> 00:16:35.120]  我們要和我們的情緒去做朋友
[00:16:35.120 --> 00:16:36.240]  我們要問下
[00:16:36.240 --> 00:16:37.440]  我心裡面
[00:16:37.440 --> 00:16:40.080]  為什麼我有一個如此鬱悶的感覺
[00:16:40.080 --> 00:16:42.240]  我心裡面為什麼這麼煩躁
[00:16:42.240 --> 00:16:45.000]  我心裡面為什麼這麼憤怒
[00:16:45.000 --> 00:16:47.280]  是不是我有一些傷口
[00:16:47.280 --> 00:16:49.040]  我心裡面有一些傷害
[00:16:49.040 --> 00:16:50.440]  我根本沒有處理
[00:16:50.440 --> 00:16:51.360]  以致到
[00:16:51.360 --> 00:16:54.240]  當有一個不小心走過的人的時候
