
[00:00:00.000 --> 00:00:02.880]  和你旁邊說聲新年快樂
[00:03:38.920 --> 00:03:40.080]  我不重複
[00:03:40.080 --> 00:03:42.960]  我們留意一下經文的細節
[00:03:42.960 --> 00:03:46.640]  彼得前書很明顯就是彼得所寫
[00:03:46.640 --> 00:03:48.560]  我也不需要介紹彼得
[00:03:48.560 --> 00:03:50.240]  相信大家都很認識
[00:03:50.240 --> 00:03:53.360]  他的對象就是分散在本都
[00:03:53.360 --> 00:03:54.560]  加拉泰
[00:03:54.560 --> 00:03:55.440]  加伯多加
[00:03:55.440 --> 00:03:56.480]  亞細亞
[00:03:56.480 --> 00:03:58.400]  比推來寄居的人
[00:03:58.400 --> 00:04:01.240]  他用寄居為分散的
[00:04:01.240 --> 00:04:02.640]  是形容這群人
[00:04:02.640 --> 00:04:03.680]  這群人在哪裏呢
[00:04:03.680 --> 00:04:09.120]  如果實際上看回當時聖經的地圖
[00:04:09.120 --> 00:04:11.520]  就是在今天的土耳其一帶
[00:04:11.520 --> 00:04:13.360]  就是我們常常說的
[00:04:13.360 --> 00:04:15.720]  哥倫多前書就是希臘這附近
[00:04:15.720 --> 00:04:16.880]  這裏是地中海
[00:04:16.880 --> 00:04:21.880]  土耳其一帶的一班教會的信徒
[00:04:21.880 --> 00:04:24.400]  他們的背景就是
[00:04:24.400 --> 00:04:27.120]  從前當猶太人被擄
[00:04:27.120 --> 00:04:30.160]  在主持五百八十六年
[00:04:30.160 --> 00:04:31.480]  比巴比倫被擄之後
[00:04:31.480 --> 00:04:34.840]  猶太人遷徙到不同的地方
[00:04:34.840 --> 00:04:36.560]  就好像我們中國華人
[00:04:36.560 --> 00:04:40.680]  我們中國人都遷徙到不同的世界各地當中
[00:04:40.680 --> 00:04:43.440]  很自然我們去到不同的地方裏面
[00:04:43.440 --> 00:04:45.800]  那班猶太人就成為少數的民族
[00:04:45.800 --> 00:04:47.520]  成為異等的公民
[00:04:47.520 --> 00:04:51.480]  成為被分散寄居被輕視的
[00:04:51.480 --> 00:04:52.960]  而在一個屬靈的意義裏面
[00:04:52.960 --> 00:04:55.520]  亦都帶出了一個寄居
[00:04:55.520 --> 00:04:57.920]  就好像我們在地上高
[00:04:57.920 --> 00:05:00.280]  是一個短暫停留的
[00:05:00.280 --> 00:05:02.160]  是一個異鄉客
[00:05:02.160 --> 00:05:05.120]  但我們有一個更加遙遠的家鄉
[00:05:05.120 --> 00:05:07.600]  我們地上是站著的
[00:05:07.600 --> 00:05:09.960]  有一個遙遠的家在哪裏
[00:05:09.960 --> 00:05:11.280]  就在我們的天國
[00:05:11.280 --> 00:05:13.600]  在我們天家裏面
[00:05:13.600 --> 00:05:16.000]  所以我們就帶著這個的角度
[00:05:16.000 --> 00:05:18.080]  去看這個比特遷書
[00:05:18.080 --> 00:05:20.080]  這個分散和寄居的
[00:05:20.080 --> 00:05:24.200]  都可能在套用在我們今天這個屬靈的光景裏面
[00:05:24.200 --> 00:05:29.360]  比特遷書就對著一班是寄居散居分散的
[00:05:29.360 --> 00:05:32.000]  異鄉客去講的說話
[00:05:32.000 --> 00:05:32.840]  而我們今天
[00:05:32.840 --> 00:05:35.760]  我們香港基督徒你覺得在香港
[00:05:35.760 --> 00:05:38.880]  我們是大多數還是少數
[00:05:38.880 --> 00:05:41.080]  你估下我們香港的基督徒
[00:05:41.080 --> 00:05:43.800]  佔了香港人口多少百分比
[00:05:43.800 --> 00:05:45.320]  大約都是這個數字
[00:05:45.320 --> 00:05:46.600]  五百分比左右
[00:05:46.600 --> 00:05:48.640]  所以我們都是那班少數
[00:05:48.640 --> 00:05:52.840]  在過去可能我們在英國殖民地政府底下
[00:05:52.840 --> 00:05:55.280]  因為英國是基督教的國教
[00:05:55.280 --> 00:06:00.160]  可能我們基督教都有少少的優待
[00:06:00.160 --> 00:06:01.400]  可以這樣講
[00:06:01.400 --> 00:06:03.160]  但去到今時今日
[00:06:03.160 --> 00:06:07.280]  基督教在中國香港底下
[00:06:07.280 --> 00:06:11.320]  只是一個混混宗教之一的一個宗教
[00:06:11.320 --> 00:06:14.240]  我們見到我們有時在
[00:06:14.240 --> 00:06:17.040]  聯合一些基督教的團體裏面
[00:06:17.040 --> 00:06:18.200]  我們會談
[00:06:18.200 --> 00:06:21.800]  好像今時今日真是和十幾二十年前
[00:06:21.800 --> 00:06:22.800]  有些不同了
[00:06:22.800 --> 00:06:24.840]  我們申請場地去報佳音
[00:06:24.840 --> 00:06:27.800]  或者做一些嘉年華會都困難了
[00:06:27.800 --> 00:06:30.120]  似乎在學校裏面做一些方工作
[00:06:30.120 --> 00:06:31.640]  都會有很多人說
[00:06:31.640 --> 00:06:33.080]  那我為何要給基督教做
[00:06:33.080 --> 00:06:34.960]  不給其他基督教做
[00:06:34.960 --> 00:06:38.160]  我們發覺我們在這個香港社會
[00:06:38.160 --> 00:06:41.520]  基督教都是一個異鄉客
[00:06:41.520 --> 00:06:44.080]  都是一個少數
[00:06:44.080 --> 00:06:47.560]  都是一班被邊緣化的群體
[00:06:47.560 --> 00:06:49.520]  在這個情況底下
[00:06:49.520 --> 00:06:52.160]  我們怎樣看回我們的身份
[00:06:52.160 --> 00:07:00.920]  彼得提回當時分散在加拉泰地區的人
[00:07:00.920 --> 00:07:03.080]  給他們一個很重要的身份提醒
[00:07:03.080 --> 00:07:06.040]  是甚麼呢 綠色的字大家看見嗎
[00:07:06.040 --> 00:07:09.280]  被揀選
[00:07:09.280 --> 00:07:11.880]  其實原文是放在最先的位置
[00:07:11.880 --> 00:07:14.120]  比分散和寄居放在最先的位置
[00:07:14.120 --> 00:07:17.280]  這個是和合本的修訂版
[00:07:17.280 --> 00:07:18.880]  他就放在最先的位置
[00:07:18.880 --> 00:07:20.160]  如果你看在和合本
[00:07:20.160 --> 00:07:22.520]  他講分散和寄居先的
[00:07:22.520 --> 00:07:27.120]  被揀選是甚麼意思呢
[00:07:27.120 --> 00:07:33.680]  被揀選帶著聖父 聖子 聖靈的揀選
[00:07:33.680 --> 00:07:35.120]  在藍色的字
[00:07:35.120 --> 00:07:36.520]  父神的預知
[00:07:36.520 --> 00:07:38.280]  聖靈得以成聖
[00:07:38.280 --> 00:07:40.760]  耶穌基督他血灑的人
[00:07:40.760 --> 00:07:42.120]  提醒了我們
[00:07:42.120 --> 00:07:47.880]  我們每一個都是被天父預先揀選的人
[00:07:47.880 --> 00:07:49.520]  這個預先揀選
[00:07:49.520 --> 00:07:52.240]  是從創世以來已經被揀選
[00:07:52.240 --> 00:07:53.680]  是預知的
[00:07:53.680 --> 00:07:57.520]  是藉著天父的憐憫和慈愛去揀選我們
[00:07:57.520 --> 00:07:58.680]  不是人的作為
[00:07:58.680 --> 00:08:00.400]  不是說我特別標青
[00:08:00.400 --> 00:08:01.520]  我特別帥氣
[00:08:01.520 --> 00:08:03.520]  所以我被天父揀選 不是
[00:08:03.520 --> 00:08:06.680]  上帝從創世開始已經揀選了我們
[00:08:06.680 --> 00:08:08.520]  是藉著祂的憐憫和慈愛
[00:08:08.520 --> 00:08:09.960]  好像我們剛才討論一樣
[00:08:09.960 --> 00:08:11.920]  我們不用天父的憐憫
[00:08:11.920 --> 00:08:13.400]  我們就能夠在這裡
[00:08:13.400 --> 00:08:15.680]  所以揀選是有天父的憐憫
[00:08:15.680 --> 00:08:17.480]  預知在我們裡面
[00:08:17.480 --> 00:08:19.440]  接著是聖靈的成聖
[00:08:19.440 --> 00:08:21.640]  這個揀選背後也有聖靈的成聖
[00:08:21.640 --> 00:08:25.960]  就是當我們仍然做罪人的時候
[00:08:25.960 --> 00:08:29.120]  聖靈將我們分別出來成為聖潔
[00:08:29.120 --> 00:08:31.640]  也繼續在當中轉化我們的生命
[00:08:31.640 --> 00:08:33.680]  性化我們的生命
[00:08:33.680 --> 00:08:37.440]  聖靈是持續不斷轉化我們的生命
[00:08:37.440 --> 00:08:39.320]  所以這個揀選
[00:08:39.320 --> 00:08:41.560]  也不只是停留在過去
[00:08:41.560 --> 00:08:43.560]  在這一刻仍然在轉化我們
[00:08:43.560 --> 00:08:45.160]  使我們成聖
[00:08:45.160 --> 00:08:46.760]  而更重要的是這裡說
[00:08:46.760 --> 00:08:51.680]  以至於信服耶穌基督,又蒙他血灑的人
[00:08:51.680 --> 00:08:52.760]  是什麼意思?
[00:08:52.760 --> 00:08:54.120]  當中包含了兩個意思
[00:08:54.120 --> 00:08:55.880]  第一,我們要信服
[00:08:55.880 --> 00:08:57.520]  信服誰?
[00:08:57.520 --> 00:08:58.640]  不如大家回應一下我
[00:08:58.640 --> 00:09:00.120]  讓我知道你聽到我的講道
[00:09:00.120 --> 00:09:02.680]  以及大家一起投入下去
[00:09:02.680 --> 00:09:04.200]  我們要信服誰?
[00:09:04.200 --> 00:09:05.560]  信服耶穌
[00:09:05.560 --> 00:09:07.440]  信服耶穌的說話
[00:09:07.440 --> 00:09:08.440]  為什麼?
[00:09:08.440 --> 00:09:11.040]  因為誰的血灑在我們身上?
[00:09:11.040 --> 00:09:12.960]  是耶穌的血
[00:09:12.960 --> 00:09:14.800]  耶穌的血灑在我們身上
[00:09:14.800 --> 00:09:18.600]  使我們一群罪人因為耶穌的血的覆蓋
[00:09:18.600 --> 00:09:21.880]  我們能夠與我們的天父納約
[00:09:21.880 --> 00:09:23.520]  就好像在每次主餐當中
[00:09:23.520 --> 00:09:24.840]  當我們舉起杯子
[00:09:24.840 --> 00:09:26.800]  有個葡萄汁提醒我們
[00:09:26.800 --> 00:09:29.680]  這是主耶穌的血灑在我們身上
[00:09:29.680 --> 00:09:32.520]  使我們成為一個與上帝納約的人
[00:09:32.520 --> 00:09:34.320]  所以信服基督
[00:09:34.320 --> 00:09:35.240]  祂的血灑
[00:09:35.240 --> 00:09:37.840]  就意思我們在上帝的納約當中
[00:09:37.840 --> 00:09:39.800]  我們要信服耶穌基督的說話
[00:09:39.800 --> 00:09:41.320]  我們與上帝的約
[00:09:41.320 --> 00:09:44.120]  這就是我們被揀選的身份
[00:09:44.120 --> 00:09:46.840]  這被揀選的身份為什麼這麼重要?
[00:09:46.840 --> 00:09:47.960]  是很優先
[00:09:47.960 --> 00:09:49.480]  是在最前的
[00:09:49.480 --> 00:09:50.640]  提醒了我們
[00:09:50.640 --> 00:09:54.360]  這是一個我們盼望的源頭和根源
[00:09:54.360 --> 00:09:56.120]  我們怎麼能夠盼望?
[00:09:56.120 --> 00:09:59.040]  因為我們有一個被揀選的身份
[00:09:59.040 --> 00:10:02.320]  是聖父三一上帝父子聖靈
[00:10:02.320 --> 00:10:04.840]  主動主權地揀選我們
[00:10:04.840 --> 00:10:06.600]  我們是一群罪人
[00:10:06.600 --> 00:10:08.960]  就是因為耶穌基督的血灑
[00:10:08.960 --> 00:10:13.000]  我們能夠在這個納約群體當中
[00:10:13.000 --> 00:10:18.760]  而且成為了我們盼望的源頭和根基
[00:10:18.760 --> 00:10:21.400]  我們試試思想一下
[00:10:21.400 --> 00:10:27.720]  我們很多時候都想追求一些地位、身份
[00:10:27.720 --> 00:10:30.720]  以致我們覺得自己是很有價值的
[00:10:30.720 --> 00:10:33.000]  譬如在公司裡面
[00:10:33.000 --> 00:10:38.360]  我們會追求做經理、做主管、做CEO
[00:10:38.360 --> 00:10:40.440]  做到我們就有價值了
[00:10:40.440 --> 00:10:42.280]  我們有盼望了
[00:10:42.280 --> 00:10:45.080]  我做不到就沒有盼望、沒有價值了
[00:10:45.080 --> 00:10:48.760]  這些是很多時候我們有這樣的想法
[00:10:48.760 --> 00:10:50.120]  或者另外一個方法就是
[00:10:50.120 --> 00:10:51.960]  我們追求一些學歷
[00:10:51.960 --> 00:10:55.160]  我們要有博士、碩士
[00:10:55.160 --> 00:11:00.160]  我們有一個高等的地位
[00:11:00.160 --> 00:11:02.160]  我們人生就有價值了
[00:11:02.160 --> 00:11:04.880]  我們好事就將我們的盼望
[00:11:04.880 --> 00:11:07.280]  放在我們的身份裡面
[00:11:07.280 --> 00:11:09.800]  不過我想讓大家知道一件事
[00:11:09.800 --> 00:11:14.200]  原來你的價值身份是會變的
[00:11:14.200 --> 00:11:15.520]  當你退休的時候
[00:11:15.520 --> 00:11:17.120]  我們很多人都退休了
[00:11:17.120 --> 00:11:22.480]  你原本做經理、做主任、做律師、做醫生
[00:11:22.480 --> 00:11:26.240]  當你退了出來,沒有了身份的時候
[00:11:26.240 --> 00:11:29.720]  好像就沒有了價值
[00:11:29.720 --> 00:11:33.000]  究竟在我們這個地上
[00:11:33.000 --> 00:11:34.480]  有誰的身份
[00:11:34.480 --> 00:11:37.760]  有什麼身份是最有價值
[00:11:37.760 --> 00:11:42.200]  而且是永遠都不會改變的呢
[00:11:42.200 --> 00:11:44.560]  我要幫大家找到這個身份
[00:11:44.560 --> 00:11:45.600]  就像這幅圖一樣
[00:11:45.600 --> 00:11:47.280]  你見到的是什麼
[00:11:47.280 --> 00:11:50.160]  你見到一隻貓在照鏡子
[00:11:50.160 --> 00:11:51.800]  他見到自己是什麼
[00:11:51.800 --> 00:11:54.240]  他見到自己一隻獅子
[00:11:54.240 --> 00:11:55.320]  當大家照鏡子的時候
[00:11:55.320 --> 00:11:57.200]  你見到自己是誰
[00:11:57.200 --> 00:11:59.040]  你見到自己的身份是什麼
[00:11:59.040 --> 00:12:03.040]  你見不見到自己的身份是一個以蒙揀選的人
[00:12:03.040 --> 00:12:07.120]  而這個以蒙揀選的人的身份很特別
[00:12:07.120 --> 00:12:11.080]  我們每個人都是神的兒女
[00:12:11.080 --> 00:12:15.160]  當耶穌基督在受贈的時候
[00:12:15.160 --> 00:12:16.280]  剛剛我們過了朕禮
[00:12:16.280 --> 00:12:19.000]  我也講過這個信息
[00:12:19.000 --> 00:12:20.400]  當耶穌基督受贈的時候
[00:12:20.400 --> 00:12:21.960]  其實是證明了他的身份
[00:12:21.960 --> 00:12:23.800]  怎樣證明到
[00:12:23.800 --> 00:12:25.040]  當他受贈
[00:12:25.040 --> 00:12:27.360]  上回水的時候
[00:12:27.360 --> 00:12:30.200]  聖靈像格子一樣降在他身上
[00:12:30.200 --> 00:12:31.160]  天開了
[00:12:31.160 --> 00:12:32.800]  天上有把聲音說什麼
[00:12:32.800 --> 00:12:34.000]  你記不記得
[00:12:34.000 --> 00:12:38.480]  這次我的愛子 我喜悅你
[00:12:38.480 --> 00:12:42.640]  耶穌知道他自己是神兒子的身份
[00:12:42.640 --> 00:12:45.040]  接著耶穌去了什麼地方
[00:12:45.040 --> 00:12:47.040]  去了曠野那裡
[00:12:47.040 --> 00:12:48.320]  受什麼
[00:12:48.320 --> 00:12:51.200]  魔鬼的試探
[00:12:51.200 --> 00:12:53.040]  在那三個試探裡面
[00:12:53.040 --> 00:12:55.360]  有兩次魔鬼都這樣說
[00:12:55.360 --> 00:12:57.600]  如果你是神的兒子
[00:12:57.600 --> 00:12:59.840]  你就證明了我的體
[00:12:59.840 --> 00:13:01.680]  但是耶穌不需要用這一套
[00:13:01.680 --> 00:13:03.600]  但是耶穌不斷被人挑戰
[00:13:03.600 --> 00:13:04.960]  他的身份
[00:13:04.960 --> 00:13:09.440]  而最重要身份的就是
[00:13:09.440 --> 00:13:12.240]  耶穌是天父的兒子
[00:13:12.240 --> 00:13:13.680]  而我們也是
[00:13:13.680 --> 00:13:16.000]  我們有一個永恆不變的身份是什麼
[00:13:16.000 --> 00:13:17.600]  我們都是天父的兒女
[00:13:17.600 --> 00:13:20.240]  我們是夢想帝揀選的兒女
[00:13:20.240 --> 00:13:22.640]  這個身份是永恆不變的
[00:13:22.640 --> 00:13:24.080]  所以要抓緊這個身份
[00:13:24.080 --> 00:13:25.440]  就成為了我們
[00:13:25.440 --> 00:13:26.960]  盼望的源頭
[00:13:26.960 --> 00:13:29.600]  盼望的根基
[00:13:29.600 --> 00:13:31.600]  我們看下去
[00:13:31.600 --> 00:13:33.600]  在上年疫情期間
[00:13:33.600 --> 00:13:35.600]  我看了一本書叫《福音》
[00:13:35.600 --> 00:13:37.920]  《叫人有活著的勇氣》
[00:13:37.920 --> 00:13:39.280]  裡面提到
[00:13:39.280 --> 00:13:42.000]  我們香港人有三重的失去
[00:13:42.000 --> 00:13:45.360]  不知道你也會不會有這樣的感受
[00:13:45.360 --> 00:13:46.800]  失去了什麼呢
[00:13:46.800 --> 00:13:49.120]  失去了熟悉的環境
[00:13:49.120 --> 00:13:52.880]  我們覺得很陌生
[00:13:52.880 --> 00:13:56.880]  不單止是外在表面的環境
[00:13:56.880 --> 00:13:59.280]  內在香港原有的一些價值
[00:13:59.280 --> 00:14:01.520]  或者制度都在改變中
[00:14:01.520 --> 00:14:02.960]  我們的司法機關
[00:14:02.960 --> 00:14:04.400]  我們的選舉制度
[00:14:04.400 --> 00:14:06.640]  我們的政府推出了很多新的政策
[00:14:06.640 --> 00:14:07.760]  很多形式
[00:14:07.760 --> 00:14:10.080]  很多新聞的言論空間
[00:14:10.080 --> 00:14:12.400]  很多社團的解散
[00:14:12.400 --> 00:14:13.840]  我們好像慢慢覺得
[00:14:13.840 --> 00:14:16.400]  這個不是我們原本認識的香港
[00:14:16.400 --> 00:14:18.800]  我們覺得很陌生
[00:14:18.800 --> 00:14:20.560]  另外這本書提及過的就是
[00:14:20.560 --> 00:14:22.960]  對前路感覺到迷失
[00:14:22.960 --> 00:14:25.360]  剛才說過經濟下調
[00:14:25.360 --> 00:14:26.880]  樓價下跌
[00:14:26.880 --> 00:14:29.280]  很多公司都在收縮
[00:14:29.280 --> 00:14:31.600]  我們經常說疫情之後想復償
[00:14:31.600 --> 00:14:34.560]  復償之後都不似預期
[00:14:34.560 --> 00:14:36.000]  香港人無論在工作
[00:14:36.000 --> 00:14:39.840]  或者讀書的壓力當中都很大
[00:14:39.840 --> 00:14:42.640]  我們好像生活在一個甲蜂的裡面
[00:14:42.640 --> 00:14:44.400]  這個香港的新秩序
[00:14:44.400 --> 00:14:46.240]  令我們覺得很難適應
[00:14:46.240 --> 00:14:48.240]  不知道大家有沒有這樣的感受
[00:14:48.240 --> 00:14:51.520]  或者令我的感受可能更加近的
[00:14:51.520 --> 00:14:53.440]  或者更加入獄的就是
[00:14:53.440 --> 00:14:56.480]  我們所熟悉的一群群體
[00:14:56.480 --> 00:14:58.240]  無論是我們教的領子妹
[00:14:58.240 --> 00:15:00.160]  或者是你家的親人
[00:15:00.160 --> 00:15:04.000]  都很多移民了離開了我們
[00:15:04.000 --> 00:15:06.240]  不知道會不會有些被遺棄的感覺
[00:15:06.240 --> 00:15:09.120]  我還記得我們去年搞土著飯堂
[00:15:09.120 --> 00:15:12.720]  其中一組人就去一間酒樓
[00:15:12.720 --> 00:15:14.880]  飲早茶吃點心
[00:15:14.880 --> 00:15:16.400]  十二個人都不止
[00:15:16.400 --> 00:15:18.560]  好像坐到十六個人
[00:15:18.560 --> 00:15:21.200]  其中一個組員分享就是說
[00:15:21.200 --> 00:15:23.040]  我很久沒有試過十幾天一起
[00:15:23.040 --> 00:15:24.720]  點這麼多點心
[00:15:24.720 --> 00:15:25.680]  為什麼?
[00:15:25.680 --> 00:15:26.880]  因為他的親戚都走了
[00:15:26.880 --> 00:15:28.720]  沒有機會這麼多人一起吃飯
[00:15:28.720 --> 00:15:30.720]  今天那天就可以
[00:15:30.720 --> 00:15:34.320]  我們都好像失去了我們一群好朋友
[00:15:34.320 --> 00:15:37.120]  我們的家人親友
[00:15:37.120 --> 00:15:39.280]  當我們仍然在看著我們失去了
[00:15:39.280 --> 00:15:40.720]  失去了很多時候
[00:15:40.720 --> 00:15:42.480]  我們就沒有盼望了
[00:15:42.480 --> 00:15:43.840]  你在看著那半杯水
[00:15:43.840 --> 00:15:44.880]  我只剩下半杯水
[00:15:44.880 --> 00:15:45.920]  我只剩下半杯水
[00:15:45.920 --> 00:15:48.160]  沒了沒了沒了的時候
[00:15:48.160 --> 00:15:51.120]  你的心裡面就產生了很多負面的情緒
[00:15:51.120 --> 00:15:54.480]  在自憐自怨自哀
[00:15:54.480 --> 00:15:56.160]  怎麼辦呢?
[00:15:56.160 --> 00:16:01.680]  彼得幫助我這群失去了很多東西的流散的群體
[00:16:01.680 --> 00:16:05.440]  要認清我們是一個耳濛揀選的身份
[00:16:05.440 --> 00:16:08.160]  還有他們要帶出一個重贊
[00:16:08.160 --> 00:16:10.000]  我們一起讀出第三節
[00:16:10.000 --> 00:16:11.360]  這一段好不好?
[00:16:11.360 --> 00:16:12.640]  一二三
[00:16:12.640 --> 00:16:15.600]  願重贊歸於我們主耶穌的父臣
[00:16:15.600 --> 00:16:16.480]  再來一次
[00:16:16.480 --> 00:16:19.440]  願重贊歸於我們主耶穌的父臣
[00:16:19.440 --> 00:16:21.520]  這是一個讚美詩來的
[00:16:21.520 --> 00:16:23.280]  彼得在第三節開始
[00:16:23.280 --> 00:16:28.080]  用讚美來鼓勵這群被流散分散的群體
[00:16:28.080 --> 00:16:29.920]  好像失去了很多的群體
[00:16:29.920 --> 00:16:31.280]  他在鼓勵我們
[00:16:31.280 --> 00:16:33.280]  我們要將我們的眼光轉化
[00:16:33.280 --> 00:16:36.080]  不要停留在我們失去了多少東西
[00:16:36.080 --> 00:16:40.080]  我們以重贊讚美去轉化我們的情感
[00:16:40.080 --> 00:16:42.640]  我們去重贊這位父臣
[00:16:42.640 --> 00:16:44.400]  我們的父臣是怎樣的?
[00:16:44.400 --> 00:16:46.240]  他藉著大憐憫
[00:16:46.240 --> 00:16:48.560]  藉著耶穌基督死人復活
[00:16:48.560 --> 00:16:50.400]  重生了我們
[00:16:50.400 --> 00:16:52.320]  我們是一群重生的人
[00:16:52.320 --> 00:16:55.520]  重生的人給我們一個什麼意義?
[00:16:55.520 --> 00:16:57.760]  好像當初的詩歌
[00:16:57.760 --> 00:16:59.360]  歡欣感謝神
[00:16:59.360 --> 00:17:02.400]  他賜下慈愛獨生的愛子
[00:17:02.400 --> 00:17:04.080]  我們不是失去了很多東西
[00:17:04.080 --> 00:17:04.720]  我們有什麼?
[00:17:04.720 --> 00:17:07.440]  我們有慈愛獨生的主耶穌基督
[00:17:07.440 --> 00:17:08.720]  這就是給我們看見
[00:17:08.720 --> 00:17:09.920]  在重贊裡面
[00:17:09.920 --> 00:17:12.640]  能夠轉化我們的心
[00:17:12.640 --> 00:17:17.840]  由悲觀轉成積極樂觀的心
[00:17:17.840 --> 00:17:21.360]  在當中給我們有活潑的盼望
[00:17:21.360 --> 00:17:22.880]  有天上的基業
[00:17:22.880 --> 00:17:26.320]  以及所預備到末世要顯現的救恩
