
[00:00:00.000 --> 00:00:04.240]  讓我們聽神的道義 才會同心共悟
[00:13:03.320 --> 00:13:04.960]  大家知不知道?
[00:13:04.960 --> 00:13:06.040]  哪兩本?
[00:13:06.040 --> 00:13:09.800]  《盧德記》和《爾斯帖記》
[00:13:09.800 --> 00:13:13.920]  大家知不知道這兩本書有什麼共同特色?
[00:13:13.920 --> 00:13:16.000]  兩個都是女士
[00:13:16.000 --> 00:13:18.320]  還有一個特色是什麼?
[00:13:18.320 --> 00:13:20.840]  原來這兩個名字
[00:13:20.840 --> 00:13:24.160]  都不是希伯來文的名字
[00:13:24.160 --> 00:13:26.960]  兩個都是屬於外邦人的名字
[00:13:26.960 --> 00:13:29.000]  譬如我們所看的「盧德記」
[00:13:29.000 --> 00:13:30.720]  「盧德」這個名字
[00:13:30.720 --> 00:13:34.560]  其實是屬於摩訶女子的名字
[00:13:34.560 --> 00:13:36.560]  「爾斯帖」呢?
[00:13:36.560 --> 00:13:40.160]  「爾斯帖」本身它不是希伯來文的名字
[00:13:40.160 --> 00:13:43.800]  它本身原本是另一個名字
[00:13:43.800 --> 00:13:46.000]  叫「赫薩大赫」
[00:13:46.000 --> 00:13:47.880]  那誰是誰?
[00:13:47.880 --> 00:13:49.480]  不知道 因為那個是希伯來文
[00:13:49.480 --> 00:13:51.480]  我不認識希伯來文的
[00:13:51.480 --> 00:13:54.640]  所以這幾本書同樣是用一個外邦女子
[00:13:54.640 --> 00:13:57.040]  叫做「爾斯帖」的名字去命名
[00:13:57.040 --> 00:14:00.160]  這兩本書有什麼特別的地方呢?
[00:14:00.160 --> 00:14:03.240]  上帝都原諒藉著這兩個女子
[00:14:03.240 --> 00:14:05.480]  她們的馴服
[00:14:05.480 --> 00:14:09.480]  然後將上帝的工作承傳開去
[00:14:09.480 --> 00:14:12.040]  有機會和大家再去看《爾斯帖記》
[00:14:12.040 --> 00:14:14.360]  但是我們看《盧德記》的時候
[00:14:14.360 --> 00:14:17.840]  盧德雖然縱使婆婆叫他走
[00:14:17.840 --> 00:14:20.640]  你回到你夫家 他不肯
[00:14:20.640 --> 00:14:28.160]  他沒有辦法 最後表現出他願意跟隨婆婆回家鄉
[00:14:28.160 --> 00:14:30.160]  他說 你的神就是我的神
[00:14:30.160 --> 00:14:34.280]  你死在哪裏 我就死在哪裏 哇 太偉大了
[00:14:34.280 --> 00:14:35.760]  他雖然什麼都不知道
[00:14:35.760 --> 00:14:40.920]  一份馴服 跟隨 服侍 照顧這個老婆婆
[00:14:40.920 --> 00:14:44.000]  兩個人回到家鄉
[00:14:44.000 --> 00:14:47.400]  糯米顯出一個什麼態度
[00:14:47.400 --> 00:14:50.040]  是不是回到家鄉又變回一個
[00:14:50.040 --> 00:14:53.080]  相信主的婦人呢?
[00:14:53.080 --> 00:14:56.000]  即是等於大家今天回來教會
[00:14:56.000 --> 00:14:59.560]  是不是突然神聖了一點呢?
[00:14:59.560 --> 00:15:02.160]  我曾經試過去以色列讀書的時候
[00:15:02.160 --> 00:15:04.640]  有一些人提醒我
[00:15:04.640 --> 00:15:08.320]  你來到以色列小心一踏步踏落地就患病
[00:15:08.320 --> 00:15:10.240]  什麼病這麼嚴重?
[00:15:10.240 --> 00:15:13.160]  聖地狂症
[00:15:13.160 --> 00:15:14.760]  突然間變得很聖人
[00:15:14.760 --> 00:15:19.160]  因為你覺得這裡耶穌踏過的那塊地很神聖
[00:15:19.160 --> 00:15:23.240]  兄弟們 他回到他自己的家鄉
[00:15:23.240 --> 00:15:26.520]  他有沒有變回一個相信神的人呢?
[00:15:26.520 --> 00:15:29.880]  我們看看第二章 他回到去怎麼樣?
[00:15:29.880 --> 00:15:32.720]  回到去有很多人見到他
[00:15:32.720 --> 00:15:35.640]  合成的人在第一章第十九節那裏說
[00:15:35.640 --> 00:15:37.800]  見到他回到巴黎很驚訝
[00:15:37.800 --> 00:15:40.480]  於是乎就說 這個不是拿奧米嗎?
[00:15:40.480 --> 00:15:41.720]  拿奧米就跟他說
[00:15:41.720 --> 00:15:47.120]  你們不要再叫我拿奧米了 叫我做馬拉
[00:15:47.120 --> 00:15:49.480]  什麼意思呀?
[00:15:49.480 --> 00:15:51.080]  和合本也有寫
[00:15:51.080 --> 00:15:55.720]  拿奧米原本的名字叫做Sweetheart甜
[00:15:55.720 --> 00:15:58.600]  Honey差不多
[00:15:58.600 --> 00:16:02.600]  你現在不要再叫我Honey了 不甜了
[00:16:02.600 --> 00:16:06.600]  我很苦 老公死了 兒子也死了
[00:16:06.600 --> 00:16:07.920]  還有他做什麼呢?
[00:16:07.920 --> 00:16:10.960]  我們再看一句 第二十節
[00:16:10.960 --> 00:16:14.560]  他說是全能者使我受大苦
[00:16:14.560 --> 00:16:17.880]  嘩 沒錯 上帝掌管一切
[00:16:17.880 --> 00:16:22.560]  不過你受苦 你就說歸咎於是上帝使你受苦
[00:16:22.560 --> 00:16:29.920]  兄弟們 是誰叫他走離開上帝祝福的地方?
[00:16:29.920 --> 00:16:33.360]  他回來的思維是不是改變了呢?
[00:16:33.360 --> 00:16:37.800]  仍然是一樣的 不單止是一樣
[00:16:37.800 --> 00:16:40.840]  他後來叫他媳婦出去
[00:16:40.840 --> 00:16:45.160]  希望在田中撿一些和菊去生活
[00:16:45.160 --> 00:16:48.680]  當他聽見媳婦去了一個地方
[00:16:48.680 --> 00:16:52.080]  原來那個地方是屬於波亞斯的和田
[00:16:52.080 --> 00:16:55.080]  撿了很多和菊回來的時候
[00:16:55.080 --> 00:16:58.880]  他還出了一些古惑招數
[00:16:58.880 --> 00:17:01.160]  很多人經常看路德記
[00:17:01.160 --> 00:17:06.160]  路德記你看看上帝多祝福這兩個寡婦
[00:17:06.160 --> 00:17:09.000]  其實上帝在這裡展現了很多
[00:17:09.000 --> 00:17:11.240]  我們以為自己是屬神的子民
[00:17:11.240 --> 00:17:13.160]  但是我們暗底裡我們仍然在想
[00:17:13.160 --> 00:17:16.240]  好像世俗人一樣的思維
[00:17:16.240 --> 00:17:18.360]  他怎麼教他媳婦呢?
[00:17:18.360 --> 00:17:21.000]  如果大家有機會再詳細看
[00:17:21.000 --> 00:17:22.560]  你就會發覺
[00:17:22.560 --> 00:17:27.720]  他說這個波亞斯是我們的近親
[00:17:27.720 --> 00:17:29.720]  不如我教你一條主意
[00:17:29.720 --> 00:17:32.520]  你這樣做 什麼主意?
[00:17:32.520 --> 00:17:39.080]  真是正宗一些不良的意見
[00:17:39.080 --> 00:17:43.040]  你洗好澡 洗乾淨它
[00:17:43.040 --> 00:17:46.720]  塗一些香膏在身上 香噴噴
[00:17:46.720 --> 00:17:49.520]  換上一些漂亮的衣服
[00:17:49.520 --> 00:17:53.840]  你知道男人是什麼的 喜歡漂亮的女人
[00:17:53.840 --> 00:17:57.320]  你又香噴噴 於是怎麼樣呢?
[00:17:57.320 --> 00:18:02.080]  到晚上的時候 他吃完飯在和田睡覺
[00:18:02.080 --> 00:18:04.400]  你就靜悄悄地走到他那裡
[00:18:04.400 --> 00:18:06.200]  然後做什麼呢?
[00:18:06.200 --> 00:18:09.240]  我都不是很敢說 不過我都要說
[00:18:09.240 --> 00:18:11.080]  他說你去到他身邊的時候
[00:18:11.080 --> 00:18:16.040]  女兒 你就掀起他的下身
[00:18:16.040 --> 00:18:22.120]  然後就睡在他旁邊
[00:18:22.120 --> 00:18:23.360]  在座的那些姐妹
[00:18:23.360 --> 00:18:25.960]  如果你是沒有丈夫沒有男朋友
[00:18:25.960 --> 00:18:28.360]  我這樣教你 你會怎麼說呢?
[00:18:28.360 --> 00:18:31.680]  這個牧師瘋了
[00:18:31.680 --> 00:18:36.000]  但是路德怎麼說呢?
[00:18:36.000 --> 00:18:41.560]  路德說 婆婆你這樣教我 那我照做吧
[00:18:41.560 --> 00:18:44.640]  他怎麼知道猶太人是不是這條規矩
[00:18:44.640 --> 00:18:47.120]  你是猶太人 你回到猶太人家鄉
[00:18:47.120 --> 00:18:51.120]  你入鄉隨俗 你教我 我就照做 是不是?
[00:18:51.120 --> 00:18:53.000]  他真是有時可以這麼說
[00:18:53.000 --> 00:18:56.080]  信服得真是很傻的
[00:18:56.080 --> 00:19:01.360]  但是這份其實正是信服的一個特色
[00:19:01.360 --> 00:19:03.040]  什麼特色呢?
[00:19:03.040 --> 00:19:05.400]  你當相信那個人的時候
[00:19:05.400 --> 00:19:08.640]  你信他的時候 他說什麼你都相信的
[00:19:08.640 --> 00:19:12.080]  你不會懷疑他的 你不會作反對的意見的
[00:19:12.080 --> 00:19:14.720]  因為你相信他 他給你的意識
[00:19:14.720 --> 00:19:17.600]  一定你知道他是為你的好處
[00:19:17.600 --> 00:19:19.680]  這個婆婆看上去好像是為他的好處
[00:19:19.680 --> 00:19:22.960]  為他找一頭住家 是不是?
[00:19:22.960 --> 00:19:27.240]  但是弟兄姊妹 在這個情況之下
[00:19:27.240 --> 00:19:33.680]  其實是用色去引誘而得到利益的
[00:19:33.680 --> 00:19:36.040]  其實你看看我們今天在這個世界
[00:19:36.040 --> 00:19:39.320]  活在十分之九不信主的人裡面
[00:19:39.320 --> 00:19:42.000]  他有多少思維是在影響著我們
[00:19:42.000 --> 00:19:45.680]  而活在這個世界當中?
[00:19:45.680 --> 00:19:49.160]  我們有沒有智慧回到上帝的說話
[00:19:49.160 --> 00:19:53.240]  去了解分析 然後應不應該做好呢?
[00:19:53.240 --> 00:19:56.920]  但是這段聖經正是想提出這一點
[00:19:56.920 --> 00:20:01.240]  不認識的時候 我們唯有相信那個認識的人
[00:20:01.240 --> 00:20:03.760]  但是如果我們相信那個認識的人
[00:20:03.760 --> 00:20:11.400]  原來是點紅點綠的 你聽不聽好呢?
[00:20:11.400 --> 00:20:16.120]  來到這裡 聖經很危險
[00:20:16.120 --> 00:20:20.960]  路德差不多要做一個好像奸淫的婦人一樣
[00:20:20.960 --> 00:20:22.800]  好像一個不值得人尊重的人
[00:20:22.800 --> 00:20:26.080]  但是我們卻來到 去到第二章的時候
[00:20:26.080 --> 00:20:28.640]  原來路德真是這樣照做之後
[00:20:28.640 --> 00:20:32.880]  在晚上去到這個波亞斯的田園裡面
[00:20:32.880 --> 00:20:37.000]  波亞斯睡了 見到他在旁邊 馬上驚醒了
[00:20:37.000 --> 00:20:40.560]  然後就跟他說 不要這樣
[00:20:40.560 --> 00:20:43.120]  既然你是想我娶你為妻
[00:20:43.120 --> 00:20:47.880]  去拯救你這一家的 我願意付出
[00:20:47.880 --> 00:20:51.040]  不過在付出之前
[00:20:51.040 --> 00:20:55.800]  我要跟上帝的規矩做事
[00:20:55.800 --> 00:20:57.840]  上帝有什麼規矩要做事?
[00:20:57.840 --> 00:21:00.200]  如果大家弟兄姊妹去熟悉聖經的時候
[00:21:00.200 --> 00:21:03.480]  原來我們發覺在《新命紀》的第25章
