
[00:00:00.000 --> 00:00:04.280]  各位電影主媒平安 我是劉兆康牧師
[00:08:10.440 --> 00:08:13.440]  你們留下誰的罪
[00:08:13.440 --> 00:08:17.440]  誰的罪就留下了
[00:08:17.440 --> 00:08:20.440]  這裏又是有能力的
[00:08:20.440 --> 00:08:23.440]  耶穌向他們吹一口氣
[00:08:23.440 --> 00:08:26.440]  說你們受聖靈
[00:08:26.440 --> 00:08:29.440]  受聖靈的能力就與他們同在
[00:08:29.440 --> 00:08:32.440]  然後這裏就說赦罪
[00:08:32.440 --> 00:08:36.440]  原來福音就要赦罪
[00:08:36.440 --> 00:08:39.440]  所以我們看見這四卷福音書
[00:08:39.440 --> 00:08:43.440]  是很全面地將耶穌基督的福音
[00:08:43.440 --> 00:08:45.440]  說得很好的
[00:08:45.440 --> 00:08:47.440]  福音是什麼呢
[00:08:47.440 --> 00:08:53.440]  悔改 是赦罪 是加入教會
[00:08:53.440 --> 00:08:56.440]  是使人作門徒
[00:08:56.440 --> 00:08:59.440]  All round ministry
[00:08:59.440 --> 00:09:03.440]  而這四方面都是耶穌應許
[00:09:03.440 --> 00:09:07.440]  祂會有從上而來的能力給你們
[00:09:07.440 --> 00:09:10.440]  聖靈會給你們向他們吹一口氣
[00:09:10.440 --> 00:09:12.440]  你們領受聖靈
[00:09:12.440 --> 00:09:15.440]  天上地下所有的權力都賜給你們
[00:09:15.440 --> 00:09:19.440]  你們有神職其事隨著你們
[00:09:19.440 --> 00:09:23.440]  各位原來這個才叫做大使命
[00:09:23.440 --> 00:09:25.440]  如果我們只是看《馬太福音》
[00:09:25.440 --> 00:09:27.440]  就看到其中的一面
[00:09:27.440 --> 00:09:30.440]  忽略了其他的三方面
[00:09:30.440 --> 00:09:33.440]  所以我們必須要全部加在一起
[00:09:33.440 --> 00:09:34.440]  但是還不夠
[00:09:34.440 --> 00:09:37.440]  還有一重 五重的吩咐
[00:09:37.440 --> 00:09:39.440]  就在《使徒行傳》
[00:09:39.440 --> 00:09:43.440]  讓我們繼續看《使徒行傳》一章八節
[00:09:43.440 --> 00:09:47.440]  我想大家又是會背的了
[00:09:47.440 --> 00:09:51.440]  這裡就說耶穌被接升天的時候
[00:09:51.440 --> 00:09:54.440]  他們就問主阿彌陀佛興以色列國
[00:09:54.440 --> 00:09:56.440]  在哪個時候呢
[00:09:56.440 --> 00:09:58.440]  耶穌就對他們說
[00:09:58.440 --> 00:10:02.440]  負憑著自己的權柄所定的時候日期
[00:10:02.440 --> 00:10:05.440]  不是你們可以知道的
[00:10:05.440 --> 00:10:09.440]  但是聖靈降臨在你們身上
[00:10:09.440 --> 00:10:11.440]  你們就必得著能力
[00:10:11.440 --> 00:10:14.440]  並要在耶路撒冷
[00:10:14.440 --> 00:10:16.440]  猶太傳地 撒瑪利亞
[00:10:16.440 --> 00:10:23.440]  直到地極去作我的見證
[00:10:23.440 --> 00:10:27.440]  這裡的吩咐又是再清楚不過的
[00:10:27.440 --> 00:10:31.440]  但是聖靈要降臨在你們身上
[00:10:31.440 --> 00:10:33.440]  你們就必得著能力
[00:10:33.440 --> 00:10:36.440]  然後就從耶路撒冷 撒瑪利亞
[00:10:36.440 --> 00:10:38.440]  一直開始傳轉轉
[00:10:38.440 --> 00:10:40.440]  直到地極
[00:10:40.440 --> 00:10:41.440]  做什麼事呢?
[00:10:41.440 --> 00:10:45.440]  做我的見證人
[00:10:45.440 --> 00:10:48.440]  見證這個字的意思
[00:10:48.440 --> 00:10:50.440]  就是Martyr
[00:10:50.440 --> 00:10:53.440]  就是今天的殉道者
[00:10:53.440 --> 00:10:57.440]  原來當時他們要出庭做一個證人
[00:10:57.440 --> 00:11:00.440]  今天在法庭我們都要宣誓
[00:11:00.440 --> 00:11:02.440]  如果你信什麼宗教
[00:11:02.440 --> 00:11:05.440]  你可能就拿著聖經
[00:11:05.440 --> 00:11:08.440]  拿著你信的經典來發誓
[00:11:08.440 --> 00:11:10.440]  今天我在庭上作的見證
[00:11:10.440 --> 00:11:12.440]  全部都是真真實實的
[00:11:12.440 --> 00:11:14.440]  我見到什麼就說什麼
[00:11:14.440 --> 00:11:15.440]  我沒有騙大
[00:11:15.440 --> 00:11:17.440]  我沒有說謊的
[00:11:17.440 --> 00:11:21.440]  原來我們基督徒就為耶穌講見證
[00:11:21.440 --> 00:11:23.440]  將你所經歷的
[00:11:23.440 --> 00:11:25.440]  將你體會神的能力
[00:11:25.440 --> 00:11:27.440]  將你體會神的奇妙
[00:11:27.440 --> 00:11:32.440]  一五一十完完本本講出來
[00:11:32.440 --> 00:11:34.440]  求神幫助我們
[00:11:34.440 --> 00:11:36.440]  讓我們成為他的見證人
[00:11:36.440 --> 00:11:38.440]  因為作見證的緣故
[00:11:38.440 --> 00:11:40.440]  我連命都可以擺上
[00:11:40.440 --> 00:11:43.440]  所以殉道者的血
[00:11:43.440 --> 00:11:46.440]  就是教會的種子
[00:11:46.440 --> 00:11:49.440]  當你看到逼伯越多的時候
[00:11:49.440 --> 00:11:51.440]  其實教會越興旺
[00:11:51.440 --> 00:11:54.440]  所以困難逼伯
[00:11:54.440 --> 00:11:56.440]  不能夠困鎖福音
[00:11:56.440 --> 00:11:59.440]  福音的能力要與我們同在
[00:11:59.440 --> 00:12:02.440]  要帶領我們繼續擴展出去
[00:12:02.440 --> 00:12:06.440]  所以五重的吩咐
[00:12:06.440 --> 00:12:09.440]  是非常之寶貴的
[00:12:09.440 --> 00:12:12.440]  幫助我們更完整地
[00:12:12.440 --> 00:12:15.440]  看見耶穌的大使命
[00:12:15.440 --> 00:12:17.440]  我也很感謝神
[00:12:17.440 --> 00:12:19.440]  讓我接觸很多
[00:12:19.440 --> 00:12:23.440]  神在聖靈裡面的工作
[00:12:23.440 --> 00:12:25.440]  叫我大開眼界
[00:12:25.440 --> 00:12:27.440]  我想大家很熟悉的
[00:12:27.440 --> 00:12:29.440]  就是在美國一位
[00:12:29.440 --> 00:12:31.440]  很被神使用的牧師
[00:12:31.440 --> 00:12:33.440]  就是陳欣凡牧師
[00:12:33.440 --> 00:12:35.440]  Francis Chan
[00:12:35.440 --> 00:12:37.440]  其實她的媽媽
[00:12:37.440 --> 00:12:39.440]  就是我們以前香港
[00:12:39.440 --> 00:12:41.440]  集信教會的女傳道
[00:12:41.440 --> 00:12:44.440]  叫做梅允冰姑娘
[00:12:44.440 --> 00:12:46.440]  梅姑娘
[00:12:46.440 --> 00:12:48.440]  我記得我年輕的時候
[00:12:48.440 --> 00:12:51.440]  我也認識梅姑娘
[00:12:51.440 --> 00:12:54.440]  她也做過我們的導師
[00:12:54.440 --> 00:12:56.440]  教我們
[00:12:56.440 --> 00:12:58.440]  後來梅姑娘
[00:12:58.440 --> 00:13:02.440]  與浸會神學院一位學長
[00:13:02.440 --> 00:13:04.440]  陳柏森傳道
[00:13:04.440 --> 00:13:05.440]  結了婚
[00:13:05.440 --> 00:13:08.440]  後來陳柏森就做了牧師
[00:13:08.440 --> 00:13:10.440]  然後他們就移民去了美國
[00:13:10.440 --> 00:13:14.440]  生了幾個子女
[00:13:14.440 --> 00:13:19.440]  到最後他們就生一個Francis Chan
[00:13:19.440 --> 00:13:21.440]  但是很可惜地
[00:13:21.440 --> 00:13:26.440]  梅姑娘就在生陳欣凡牧師
[00:13:26.440 --> 00:13:28.440]  Francis Chan的時候
[00:13:28.440 --> 00:13:30.440]  她就離開了世界
[00:13:30.440 --> 00:13:32.440]  被主接回天家
[00:13:32.440 --> 00:13:34.440]  所以陳欣凡可以說
[00:13:34.440 --> 00:13:37.440]  一出生就沒見過媽媽
[00:13:37.440 --> 00:13:41.440]  陳柏森牧師就再結婚
[00:13:41.440 --> 00:13:44.440]  怎不知第二任的太太
[00:13:44.440 --> 00:13:48.440]  又因為車禍而喪生
[00:13:48.440 --> 00:13:53.440]  於是陳柏森牧師第三次結婚
[00:13:53.440 --> 00:13:57.440]  所以陳欣凡牧師時時講她的見證
[00:13:57.440 --> 00:13:59.440]  她說在她小時候
[00:13:59.440 --> 00:14:04.440]  出席了兩個安息禮拜
[00:14:04.440 --> 00:14:07.440]  當然第一個是她媽媽的安息禮拜
[00:14:07.440 --> 00:14:09.440]  她甚麼都不知道
[00:14:09.440 --> 00:14:13.440]  然後到她繼母的安息禮拜
[00:14:13.440 --> 00:14:16.440]  然後第三個安息禮拜
[00:14:16.440 --> 00:14:19.440]  她爸爸離開了世界
[00:14:19.440 --> 00:14:23.440]  所以她的生命可以說是很獨特
[00:14:23.440 --> 00:14:25.440]  但是神很有恩典
[00:14:25.440 --> 00:14:27.440]  揀選了這個年青人
[00:14:27.440 --> 00:14:30.440]  讓她全然愛主
[00:14:30.440 --> 00:14:32.440]  忠心服侍神
[00:14:32.440 --> 00:14:34.440]  她是美國三藩市
[00:14:34.440 --> 00:14:37.440]  一間很大的教會的牧者
[00:14:37.440 --> 00:14:42.440]  牧羊的教會發展得非常之好
[00:14:42.440 --> 00:14:45.440]  同時因為她講道很有恩賜
[00:14:45.440 --> 00:14:50.440]  於是被美國很多地方邀請她去培訓
[00:14:50.440 --> 00:14:52.440]  去做門訓、去報道
[00:14:52.440 --> 00:14:54.440]  她寫了幾本書
[00:14:54.440 --> 00:14:56.440]  其中一本很出名的
[00:14:56.440 --> 00:14:59.440]  叫做《Crazy Love》
[00:14:59.440 --> 00:15:02.440]  我們愛神要熾熱地愛神
[00:15:02.440 --> 00:15:04.440]  好像瘋狂一樣
[00:15:04.440 --> 00:15:05.440]  瘋狂一般
[00:15:05.440 --> 00:15:06.440]  愛神
[00:15:06.440 --> 00:15:08.440]  今天你愛神有沒有這麼瘋狂
[00:15:08.440 --> 00:15:10.440]  我們去做全方位工作
[00:15:10.440 --> 00:15:13.440]  有沒有這份癲狂呢
[00:15:13.440 --> 00:15:17.440]  所以當保羅去到一些城市報道的時候
[00:15:17.440 --> 00:15:19.440]  那裡的人怎麼說呢
[00:15:19.440 --> 00:15:22.440]  這個倒轉世界的人
[00:15:22.440 --> 00:15:25.440]  turn the world upside down的人來了
[00:15:25.440 --> 00:15:29.440]  這個顛覆世界的人
[00:15:29.440 --> 00:15:32.440]  好像一個狂人一樣
[00:15:32.440 --> 00:15:34.440]  因為他為耶穌的緣故
[00:15:34.440 --> 00:15:37.440]  真的甘願擺上一切
[00:15:37.440 --> 00:15:40.440]  連生命都願意擺上
[00:15:40.440 --> 00:15:43.440]  所以這裡我很想和大家分享
[00:15:43.440 --> 00:15:45.440]  原來今天我們傳福音
[00:15:45.440 --> 00:15:48.440]  是要有聖靈與我們同在
[00:15:48.440 --> 00:15:51.440]  在科恩派教會裡面
[00:15:51.440 --> 00:15:55.440]  可能過去我們對聖靈比較忽略
[00:15:55.440 --> 00:15:57.440]  而靈恩派的教會
[00:15:57.440 --> 00:16:00.440]  就很強調聖靈的工作
[00:16:00.440 --> 00:16:02.440]  今天可能我們需要
[00:16:02.440 --> 00:16:05.440]  大家都要平衡一些
[00:16:05.440 --> 00:16:08.440]  科恩派教會有它的強項
[00:16:08.440 --> 00:16:11.440]  靈恩派教會也都有它的強項
[00:16:11.440 --> 00:16:13.440]  他們的敬拜
[00:16:13.440 --> 00:16:15.440]  叫人心靈開放
[00:16:15.440 --> 00:16:17.440]  讓神來祝望
[00:16:17.440 --> 00:16:19.440]  他們透過祈禱
[00:16:19.440 --> 00:16:21.440]  能夠去醫治
[00:16:21.440 --> 00:16:22.440]  去healing
[00:16:22.440 --> 00:16:25.440]  見到很多神蹟奇事的出現
[00:16:25.440 --> 00:16:28.440]  他們真的能夠醫病趕鬼
[00:16:28.440 --> 00:16:30.440]  神就祝福他們
[00:16:30.440 --> 00:16:32.440]  見證他們的工作
[00:16:32.440 --> 00:16:34.440]  Francis Chan
[00:16:34.440 --> 00:16:36.440]  也在幾年前
[00:16:36.440 --> 00:16:40.440]  神帶領他回來香港居住
[00:16:40.440 --> 00:16:42.440]  其實香港對他來說很陌生
[00:16:42.440 --> 00:16:44.440]  他很小的時候
[00:16:44.440 --> 00:16:47.440]  不知道幾歲已經去了美國
[00:16:47.440 --> 00:16:54.440]  後來神就給他一個感動
[00:16:54.440 --> 00:16:56.440]  他要來亞洲
[00:16:56.440 --> 00:16:58.440]  他要尋根
[00:16:58.440 --> 00:17:00.440]  於是他就住在
[00:17:00.440 --> 00:17:03.440]  深水埗油麻地一帶
[00:17:03.440 --> 00:17:06.440]  也是他爸爸當年
[00:17:06.440 --> 00:17:08.440]  曾經在那裏直課的地方
[00:17:08.440 --> 00:17:10.440]  所以他覺得很特別
[00:17:10.440 --> 00:17:12.440]  神的帶領很特別
[00:17:12.440 --> 00:17:14.440]  所以他有很多很好的訊息
[00:17:14.440 --> 00:17:17.440]  是向亞洲區的弟兄姊妹講的
[00:17:17.440 --> 00:17:21.440]  向香港的弟兄姊妹講的
[00:17:21.440 --> 00:17:23.440]  也可以說
[00:17:23.440 --> 00:17:26.440]  當他去報道的時候
[00:17:26.440 --> 00:17:28.440]  他不知道為甚麼
[00:17:28.440 --> 00:17:30.440]  因為那些人是未信的
[00:17:30.440 --> 00:17:33.440]  他們很自然地說你的神是真是假的
[00:17:33.440 --> 00:17:35.440]  就有神蹟出現了
[00:17:35.440 --> 00:17:37.440]  當他為一些病人祈禱
[00:17:37.440 --> 00:17:39.440]  那些病人就好了
[00:17:39.440 --> 00:17:41.440]  因為原來是神蹟
[00:17:41.440 --> 00:17:43.440]  自己做事
[00:17:43.440 --> 00:17:46.440]  他原來要讓當地的人知道
[00:17:46.440 --> 00:17:48.440]  這個神是真的
[00:17:48.440 --> 00:17:50.440]  是一位活神
[00:17:50.440 --> 00:17:55.440]  所以神蹟就隨著傳福音的人
[00:17:55.440 --> 00:17:59.440]  他的腳踮何等皆未
[00:17:59.440 --> 00:18:02.440]  所以今天我們不要綁著眼睛
[00:18:02.440 --> 00:18:06.440]  我們看不見神在今天全球的工作
[00:18:06.440 --> 00:18:10.440]  神就興起很多很熱心的弟兄姊妹
[00:18:10.440 --> 00:18:14.440]  我也比較熟悉的是台灣的教會
[00:18:14.440 --> 00:18:18.440]  很感恩台灣的教會非常之興旺
[00:18:18.440 --> 00:18:22.440]  特別在全球疫情的時候
[00:18:22.440 --> 00:18:27.440]  台灣有很多的教會其實是更加增長
[00:18:27.440 --> 00:18:32.440]  我聽過一個小組教會的牧師分享
[00:18:32.440 --> 00:18:35.440]  他說他跟所有的組長說
[00:18:35.440 --> 00:18:38.440]  每一個小組本來十幾個人
[00:18:38.440 --> 00:18:41.440]  全部要分成三個四個
[00:18:41.440 --> 00:18:43.440]  因為三四個人一組
[00:18:43.440 --> 00:18:45.440]  大家可以親密一點
[00:18:45.440 --> 00:18:47.440]  打電話聊天
[00:18:47.440 --> 00:18:48.440]  Conference call
[00:18:48.440 --> 00:18:49.440]  用Zoom
[00:18:49.440 --> 00:18:51.440]  大家的關懷會好一點
[00:18:51.440 --> 00:18:53.440]  結果因為這樣
[00:18:53.440 --> 00:18:55.440]  教會人數更多
[00:18:55.440 --> 00:18:58.440]  因為每一個小組就帶他們的家人
[00:18:58.440 --> 00:19:01.440]  帶他們的同事來參加
[00:19:01.440 --> 00:19:02.440]  透過查經
[00:19:02.440 --> 00:19:05.440]  他們就認識耶穌基督
[00:19:05.440 --> 00:19:09.440]  東教會受到這些疫情影響的底下
[00:19:09.440 --> 00:19:12.440]  其實卻是增長的時候
[00:19:12.440 --> 00:19:15.440]  所以今天我們不要給很多傳統的觀念
[00:19:15.440 --> 00:19:17.440]  限制了我們
[00:19:17.440 --> 00:19:18.440]  這樣又不行
[00:19:18.440 --> 00:19:19.440]  那樣又不行
[00:19:19.440 --> 00:19:20.440]  這樣又不能做
[00:19:20.440 --> 00:19:22.440]  那樣又好像要顧慮一下
[00:19:22.440 --> 00:19:24.440]  讓我們靠著信心
[00:19:24.440 --> 00:19:27.440]  靠著聖靈給我們的指引
[00:19:27.440 --> 00:19:30.440]  靠著神給過我們的能力
[00:19:30.440 --> 00:19:34.440]  我們可以大大為福音來努力
[00:19:34.440 --> 00:19:38.440]  令更多失喪的靈魂歸主
[00:19:38.440 --> 00:19:40.440]  因為在這個末世的時候
[00:19:40.440 --> 00:19:44.440]  得救的浪潮是要一波一波興起
[00:19:44.440 --> 00:19:48.440]  信的人不是幾十個
[00:19:48.440 --> 00:19:50.440]  是幾百個幾千個
[00:19:50.440 --> 00:19:53.440]  一個個群體來歸主
[00:19:53.440 --> 00:19:55.440]  因為在末世
[00:19:55.440 --> 00:19:58.440]  這個趕緊作供的時候
[00:19:58.440 --> 00:20:01.440]  神的靈要與我們同在
[00:20:01.440 --> 00:20:03.440]  有一位我很尊敬的牧者
[00:20:03.440 --> 00:20:05.440]  就是王一平牧師
[00:20:05.440 --> 00:20:06.440]  他也提過
[00:20:06.440 --> 00:20:10.440]  他說五旬節有第一波第二波第三波
[00:20:10.440 --> 00:20:13.440]  也有人說有第四波
[00:20:13.440 --> 00:20:15.440]  他說五旬節聖靈的運動
[00:20:15.440 --> 00:20:18.440]  提出五樣東西都是很重要
[00:20:18.440 --> 00:20:21.440]  就是這五重的吩咐
[00:20:21.440 --> 00:20:23.440]  都提到這五樣東西
[00:20:23.440 --> 00:20:24.440]  第一
[00:20:24.440 --> 00:20:27.440]  聖經為首要
[00:20:27.440 --> 00:20:30.440]  所有東西都要根據聖經
[00:20:30.440 --> 00:20:31.440]  第二
[00:20:31.440 --> 00:20:33.440]  基督為中心
[00:20:33.440 --> 00:20:36.440]  耶穌基督是我們的中心
[00:20:36.440 --> 00:20:37.440]  是教會的中心
[00:20:37.440 --> 00:20:38.440]  第三
[00:20:38.440 --> 00:20:41.440]  經歷為重要
[00:20:41.440 --> 00:20:44.440]  所有這些都是講經歷
[00:20:44.440 --> 00:20:46.440]  你有沒有經歷過神
[00:20:46.440 --> 00:20:49.440]  你有沒有親自上過主恩之名
[00:20:49.440 --> 00:20:50.440]  第四
[00:20:50.440 --> 00:20:53.440]  聖靈為仰慕
[00:20:53.440 --> 00:20:56.440]  他們全部很仰慕聖靈
[00:20:56.440 --> 00:20:58.440]  很傾慕聖靈
[00:20:58.440 --> 00:20:59.440]  第五
[00:20:59.440 --> 00:21:02.440]  宣教為動力
[00:21:02.440 --> 00:21:06.440]  這些教會都很著重宣教
[00:21:06.440 --> 00:21:10.440]  今天我們都需要這樣去注重
[00:21:10.440 --> 00:21:13.440]  當教會不斷發展的時候
[00:21:13.440 --> 00:21:17.440]  我們必須要有普世宣教的眼光
[00:21:17.440 --> 00:21:19.440]  我們都很感謝神
[00:21:19.440 --> 00:21:22.440]  讓最近這十幾年
[00:21:22.440 --> 00:21:26.440]  神也興起新加坡一位很好的牧者
[00:21:26.440 --> 00:21:28.440]  Edmond Chan
[00:21:28.440 --> 00:21:31.440]  真金法牧師
[00:21:31.440 --> 00:21:34.440]  他也來過我們教會大培靈會
[00:21:34.440 --> 00:21:37.440]  而且是試過兩次
[00:21:37.440 --> 00:21:40.440]  他和我們的牧者都很熟
[00:21:40.440 --> 00:21:41.440]  和我很熟
[00:21:41.440 --> 00:21:44.440]  也和楊伯梅牧師都很熟
[00:21:44.440 --> 00:21:48.440]  所以我們就可以接觸真金法牧師
[00:21:48.440 --> 00:21:52.440]  他也給了我們很多開拓我們的視野
[00:21:52.440 --> 00:21:56.440]  怎樣去做門徒訓練的工作
[00:21:56.440 --> 00:21:59.440]  今天我們實在很需要
[00:21:59.440 --> 00:22:04.440]  更積極地投入在大使命裡面
[00:22:04.440 --> 00:22:10.440]  凡是愛我的就必遵守我的命令
[00:22:10.440 --> 00:22:12.440]  所以大使命為什麼我們要守呢?
[00:22:12.440 --> 00:22:14.440]  因為我們愛神
