
[00:00:00.000 --> 00:00:02.800]  我們說的題目
[00:03:41.680 --> 00:03:43.360]  全部都是猶太人
[00:03:43.360 --> 00:03:45.520]  你看到在新約聖經裡面
[00:03:45.520 --> 00:03:47.440]  是充滿著舊約的
[00:03:47.440 --> 00:03:48.280]  有些我們知道
[00:03:48.280 --> 00:03:49.200]  有些我們不知道
[00:03:49.200 --> 00:03:50.880]  有些很明顯是在引用舊約
[00:03:50.880 --> 00:03:52.840]  有些是講了你也不知道
[00:03:52.840 --> 00:03:54.840]  因為我們不熟悉舊約
[00:03:54.840 --> 00:03:58.040]  但是整本的聖經是充滿舊約的
[00:03:58.040 --> 00:04:00.880]  而你看到那些當時的猶太人
[00:04:00.880 --> 00:04:02.760]  是不斷引用舊約
[00:04:02.760 --> 00:04:06.680]  重新用耶穌基督作為那個約士
[00:04:06.680 --> 00:04:11.280]  打開了所有舊約裡面每一篇的信息
[00:04:11.280 --> 00:04:14.080]  所以當你去鳥瞰新事物
[00:04:14.080 --> 00:04:16.040]  我們不是單單去鳥瞰這麼簡單
[00:04:16.040 --> 00:04:18.000]  而是我們在鳥瞰當中
[00:04:18.000 --> 00:04:20.280]  有一個新約的角度
[00:04:20.280 --> 00:04:24.640]  去明白創世紀、出埃及紀、利美紀
[00:04:24.640 --> 00:04:29.760]  文素紀和生命紀等等
[00:04:29.760 --> 00:04:34.080]  我覺得這個角度、這個取向是必須要的
[00:04:34.080 --> 00:04:35.320]  必須要的原因是因為
[00:04:35.320 --> 00:04:38.080]  耶穌自己跟我們講的說話
[00:04:38.080 --> 00:04:41.880]  我不知道你記不記得在《讓福音》第五章
[00:04:41.880 --> 00:04:44.480]  耶穌跟猶太領袖在討論
[00:04:44.480 --> 00:04:46.320]  或者爭吵的時候是這麼說的
[00:04:46.320 --> 00:04:48.640]  祂說「如果你們信摩西」
[00:04:48.640 --> 00:04:50.560]  當然是在說摩西五經
[00:04:50.560 --> 00:04:53.680]  「如果你們信摩西也會信我
[00:04:53.680 --> 00:04:57.040]  因為他寫過關於我的事」
[00:04:57.040 --> 00:04:57.840]  我不知道
[00:04:57.840 --> 00:05:00.040]  我覺得中文的翻譯
[00:05:00.040 --> 00:05:01.200]  「他寫過關於我的事」
[00:05:01.200 --> 00:05:05.800]  好像摩西的信件裡面也有提過我的
[00:05:05.800 --> 00:05:07.760]  但是如果你看回英文
[00:05:07.760 --> 00:05:09.040]  它其實清晰一點
[00:05:09.040 --> 00:05:10.600]  「He wrote of me」
[00:05:10.600 --> 00:05:13.680]  就是摩西寫的東西其實就是指向我
[00:05:13.680 --> 00:05:14.640]  我的意思是說
[00:05:14.640 --> 00:05:19.560]  摩西不是寫了187章摩西五經
[00:05:19.560 --> 00:05:22.240]  因為摩西五經加上187章
[00:05:22.240 --> 00:05:25.760]  它不是其中都有提過我的
[00:05:25.760 --> 00:05:29.080]  有沒有想過187章的摩西五經
[00:05:29.080 --> 00:05:33.160]  其實都是流向指向耶穌基督
[00:05:33.160 --> 00:05:37.960]  那個救世主將來應許成就的這件事
[00:05:37.960 --> 00:05:44.040]  「你們若不信他的書怎能信我呢」
[00:05:44.040 --> 00:05:45.120]  相反來說
[00:05:45.120 --> 00:05:47.240]  如果我們信他的書
[00:05:47.240 --> 00:05:49.480]  我們認識他的摩西五經
[00:05:49.480 --> 00:05:52.880]  我們真的會信耶穌的
[00:05:52.880 --> 00:05:54.600]  另一個故事我不知道你記不記得
[00:05:54.600 --> 00:05:56.520]  就是耶穌說了一個比喻
[00:05:56.520 --> 00:05:59.120]  那個財主與拉撒路的故事
[00:05:59.120 --> 00:06:01.920]  當那個財主下了地獄之後
[00:06:01.920 --> 00:06:05.240]  他說「我還有五個兄弟還沒有認識主」
[00:06:05.240 --> 00:06:09.760]  「可不可以找拉撒路去跟他們傳福音」
[00:06:09.760 --> 00:06:13.640]  耶穌說他們有摩西
[00:06:13.640 --> 00:06:16.560]  如果他們看得明摩西
[00:06:16.560 --> 00:06:18.600]  他們一定會信我的
[00:06:18.600 --> 00:06:21.360]  所以今天或這幾個禮拜
[00:06:21.360 --> 00:06:25.120]  這七個禮拜我們會一起去看摩西五經
[00:06:25.120 --> 00:06:27.160]  看摩西五經的時候
[00:06:27.160 --> 00:06:32.440]  我們想想摩西五經與耶穌基督的關係
[00:06:32.440 --> 00:06:33.960]  我們怎樣去明白舊約
[00:06:33.960 --> 00:06:36.040]  舊約與新約的分別是甚麼
[00:06:36.040 --> 00:06:37.440]  大概一年半之前
[00:06:37.440 --> 00:06:41.560]  我也有講過一輪的生命之光
[00:06:41.560 --> 00:06:45.240]  我不知道當中有多少人上過我那一課
[00:06:45.240 --> 00:06:48.520]  那一課是講路德記的
[00:06:48.520 --> 00:06:49.600]  當時我說
[00:06:49.600 --> 00:06:50.440]  你看路德記
[00:06:50.440 --> 00:06:52.960]  你一定要看一個很大很大的圖畫
[00:06:52.960 --> 00:06:55.880]  上帝不只是畫了路德記給我們
[00:06:55.880 --> 00:06:58.680]  上帝給了整本聖經
[00:06:58.680 --> 00:07:00.960]  聖經是66本書組成
[00:07:00.960 --> 00:07:02.680]  聖經也是一本書
[00:07:02.680 --> 00:07:04.360]  一個masterpiece
[00:07:04.360 --> 00:07:08.000]  一個上帝的絕世傑作
[00:07:08.000 --> 00:07:10.080]  我們從某個角度來說
[00:07:10.080 --> 00:07:14.560]  路德記只是傑作裏面的66分之一
[00:07:14.560 --> 00:07:17.120]  當你去看路德記的時候
[00:07:17.120 --> 00:07:20.680]  你要知道路德記之前已經有好幾本書寫完了
[00:07:20.680 --> 00:07:22.080]  所以路德記寫的時候
[00:07:22.080 --> 00:07:24.920]  假設你已經看了前面那六本書
[00:07:24.920 --> 00:07:26.400]  那六本書是甚麼呢
[00:07:26.400 --> 00:07:28.920]  當然有摩西五經
[00:07:28.920 --> 00:07:32.800]  然後有約書亞記和史詩記
[00:07:32.800 --> 00:07:34.440]  所以你要明白
[00:07:34.440 --> 00:07:37.400]  曾幾何時路德記可能是最前衛的
[00:07:37.400 --> 00:07:41.680]  整本聖經66本裏面是最新鮮出爐的那本
[00:07:41.680 --> 00:07:43.600]  但是久而久之你會發現
[00:07:43.600 --> 00:07:48.560]  路德記都成為舊約裏面的一本舊的書
[00:07:48.560 --> 00:07:51.200]  因為路德記被寫的時候
[00:07:51.200 --> 00:07:54.240]  沒有想著不知道舊約還有沒有
[00:07:54.240 --> 00:07:57.600]  但是我們知道之後舊約總共有39本
[00:07:57.600 --> 00:08:01.440]  所以去到整個舊約寫完的時候
[00:08:01.440 --> 00:08:05.800]  當我們可以從另一個角度再看回路德記
[00:08:05.800 --> 00:08:10.360]  究竟路德記在整個舊約聖經裏面的角色是甚麼
[00:08:10.360 --> 00:08:12.520]  但是如果你是基督徒的話
[00:08:12.520 --> 00:08:15.760]  你相信聖經不是單單有舊約的
[00:08:15.760 --> 00:08:17.800]  還有一件事叫做新約
[00:08:17.800 --> 00:08:19.640]  當新約來臨的時候
[00:08:19.640 --> 00:08:21.520]  舊約就真的舊了
[00:08:21.520 --> 00:08:26.400]  所謂舊就不是說我們不需要讀它
[00:08:26.400 --> 00:08:28.680]  而是舊約我們開始知道
[00:08:28.680 --> 00:08:31.200]  是扮演著一個很不一樣的角色
[00:08:31.200 --> 00:08:32.680]  如果你去看新約聖經
[00:08:32.680 --> 00:08:35.920]  我可以告訴你舊約都是影子
[00:08:35.920 --> 00:08:40.920]  新約才是舊約影子所指向的實體
[00:08:40.920 --> 00:08:42.280]  你明白我的意思嗎
[00:08:42.280 --> 00:08:44.120]  所以我在這幅畫裏面
[00:08:44.120 --> 00:08:45.120]  雖然不是很清楚
[00:08:45.120 --> 00:08:47.720]  待會告訴你你怎樣可以看得清楚一點
[00:08:47.720 --> 00:08:50.600]  就是新約是彩色的
[00:08:50.600 --> 00:08:53.600]  舊約就變成了黑白的
[00:08:53.600 --> 00:08:56.080]  所以今天你和我不用翻舊約
[00:08:56.080 --> 00:08:57.360]  但我們需要讀舊約
[00:08:57.360 --> 00:09:01.320]  因為舊約和新約是有一個連貫
[00:09:01.320 --> 00:09:02.960]  但亦有一個不連貫
[00:09:02.960 --> 00:09:04.400]  有一個continuity
[00:09:04.400 --> 00:09:07.040]  亦有一個discontinuity
[00:09:07.040 --> 00:09:08.560]  我們今天看舊約
[00:09:08.560 --> 00:09:13.000]  就不是去找舊約裏面的一些東西去形容
[00:09:13.000 --> 00:09:14.520]  而是我們看看舊約
[00:09:14.520 --> 00:09:17.800]  怎樣作為一個影子指向新約裏面
[00:09:17.800 --> 00:09:19.240]  指向新約裏面的甚麼呢
[00:09:19.240 --> 00:09:20.600]  在新約出來的時候
[00:09:20.600 --> 00:09:24.360]  我們整個舊因的圖畫越來越清晰
[00:09:24.360 --> 00:09:27.040]  即是瑪利亞要生一個兒子
[00:09:27.040 --> 00:09:28.520]  他的名字叫耶穌
[00:09:28.520 --> 00:09:29.560]  耶穌的意思是拯救
[00:09:29.560 --> 00:09:31.120]  或者上帝是拯救
[00:09:31.120 --> 00:09:32.160]  要拯救我們甚麼呢
[00:09:32.160 --> 00:09:35.480]  從罪惡裏面拯救出來
[00:09:35.480 --> 00:09:38.240]  把他的子民從罪惡裏面拯救
[00:09:38.240 --> 00:09:40.120]  當你去明白
[00:09:40.120 --> 00:09:44.040]  原來《頂本聖經》都是走向舊因的時候
[00:09:44.040 --> 00:09:46.280]  當你去看《出埃及記》的時候
[00:09:46.280 --> 00:09:47.120]  你已經知道
[00:09:47.120 --> 00:09:49.920]  原來《出埃及記》不是在跟我們說
[00:09:49.920 --> 00:09:51.600]  誰有做了奴隸
[00:09:51.600 --> 00:09:54.760]  於是耶和華最喜歡拯救一些人做奴隸
[00:09:54.760 --> 00:09:55.680]  讓他們自由
[00:09:55.680 --> 00:09:57.520]  我不知道你有沒有聽過一些東西叫做
[00:09:57.520 --> 00:09:58.840]  Liberation Theology
[00:09:58.840 --> 00:10:00.160]  解放神學
[00:10:00.160 --> 00:10:02.800]  很多時候就是當新約沒有到
[00:10:02.800 --> 00:10:03.560]  你明白嗎
[00:10:03.560 --> 00:10:04.480]  即是解放神學
[00:10:04.480 --> 00:10:06.160]  我不是說它完全錯了
[00:10:06.160 --> 00:10:09.120]  但解放神學基本上是當新約不存在
[00:10:09.120 --> 00:10:11.360]  就說你看看舊約裏面有一個故事
[00:10:11.360 --> 00:10:14.080]  就是上帝聽了以色人的祈求
[00:10:14.080 --> 00:10:17.000]  於是將他們從奴役裏面拯救出來
[00:10:17.000 --> 00:10:19.360]  所以今天我們作為基督徒
[00:10:19.360 --> 00:10:20.680]  我們的核心價值
[00:10:20.680 --> 00:10:23.560]  我們都是要拯救那些被壓迫的人等等
[00:10:23.560 --> 00:10:25.520]  我不是說這個不對
[00:10:25.520 --> 00:10:26.880]  但我現在告訴你
[00:10:26.880 --> 00:10:28.200]  他這樣看的時候
[00:10:28.200 --> 00:10:31.000]  他看不到新舊約的
[00:10:31.000 --> 00:10:33.640]  discontinuity 或者那個jump
[00:10:33.640 --> 00:10:37.760]  當你去明白新舊約有這樣的分別的時候
[00:10:37.760 --> 00:10:41.040]  你就不會隨便拿著舊約來
[00:10:41.040 --> 00:10:44.200]  應用在你的生命上面
[00:10:44.200 --> 00:10:46.760]  好像很多人看舊約
[00:10:46.760 --> 00:10:48.880]  因為今次我們會看到的
[00:10:48.880 --> 00:10:50.720]  以前我只有一個講字
[00:10:50.720 --> 00:10:52.360]  今次我們真的有機會去看的
[00:10:52.360 --> 00:10:54.400]  就是《生命記》第28章
[00:10:54.400 --> 00:10:56.440]  如果你在《生命記》第28章裏面
[00:10:56.440 --> 00:11:00.480]  是摩西臨死之前最後的一篇道
[00:11:00.480 --> 00:11:02.160]  它講什麼呢
[00:11:02.160 --> 00:11:02.960]  福氣
[00:11:02.960 --> 00:11:04.840]  講祝福和詛咒的
[00:11:04.840 --> 00:11:09.280]  它說如果你謹守將來耶和華的分配的話
[00:11:09.280 --> 00:11:12.760]  以下這些祝福就會在你身上了
[00:11:12.760 --> 00:11:15.640]  這些祝福你會發現是非常實在的
[00:11:15.640 --> 00:11:18.560]  它說你中什麼就有什麼
[00:11:18.560 --> 00:11:20.560]  凡做事都會順利
[00:11:20.560 --> 00:11:23.000]  發財發到你不想要
[00:11:23.000 --> 00:11:25.360]  都是給你發的了
[00:11:25.360 --> 00:11:30.520]  如果我們不明白新舊約的分別的時候
[00:11:30.520 --> 00:11:34.520]  我們很容易抓住舊約這些過期朱古力
[00:11:34.520 --> 00:11:37.360]  過期的朱古力就不好吃了
[00:11:37.360 --> 00:11:40.560]  吃下去會肚子痛的
[00:11:40.560 --> 00:11:41.680]  所以今天
[00:11:41.680 --> 00:11:45.480]  譬如說今天在外面很多人講成功神學富貴福音
[00:11:45.480 --> 00:11:48.080]  它有兩個取向
[00:11:48.080 --> 00:11:50.440]  一是曲解新約
[00:11:50.440 --> 00:11:52.240]  一個金句式拿一句出來
[00:11:52.240 --> 00:11:54.720]  然後曲解了保羅的那句話
[00:11:54.720 --> 00:11:56.720]  一是翻舊約
[00:11:56.720 --> 00:11:57.920]  因為在舊約裏面
[00:11:57.920 --> 00:12:03.400]  你實在似乎真的可以理所當然地找到一些
[00:12:03.400 --> 00:12:05.920]  這些叫做富貴福音的
[00:12:05.920 --> 00:12:07.640]  但是你要很小心
[00:12:07.640 --> 00:12:09.120]  因為這些過期朱古力
[00:12:09.120 --> 00:12:11.480]  我們再不是在舊約生活裏面
[00:12:11.480 --> 00:12:12.760]  我們在新約裏面
[00:12:12.760 --> 00:12:17.120]  新約的福氣和舊約是很不一樣的
[00:12:17.120 --> 00:12:18.960]  舊約聖經裏面正如我剛才所說
[00:12:18.960 --> 00:12:20.400]  好像很實在的那些東西
[00:12:20.400 --> 00:12:22.000]  朱古力吃下去很甜的
[00:12:22.000 --> 00:12:23.120]  但是過期的
[00:12:23.120 --> 00:12:25.800]  新約的朱古力是真金白銀
[00:12:25.800 --> 00:12:28.200]  咬下去牙都崩了
[00:12:28.200 --> 00:12:29.760]  我不知道你有沒有試過
[00:12:29.760 --> 00:12:33.280]  現在我們新年很多時候給一些利是封
[00:12:33.280 --> 00:12:35.120]  祝你百福臨門
[00:12:35.120 --> 00:12:37.200]  你收不收得百福臨門
[00:12:37.200 --> 00:12:39.360]  你有沒有想過最後那一幅是甚麼
[00:12:39.360 --> 00:12:42.320]  為二受逼百積人有福了
[00:12:42.320 --> 00:12:44.680]  你不要收得這麼開心
[00:12:44.680 --> 00:12:46.640]  那個人是不是在詛咒你
[00:12:46.640 --> 00:12:49.040]  從人的角度來說當然是詛咒
[00:12:49.040 --> 00:12:50.760]  但是在耶穌基督的天國裏面
[00:12:50.760 --> 00:12:54.320]  為二受逼百是真正的福氣
[00:12:54.320 --> 00:12:55.120]  百福臨門
[00:12:55.120 --> 00:12:59.360]  你想想舊約和新約的福氣不一樣
[00:12:59.360 --> 00:13:00.400]  但是你要甚麼
[00:13:00.400 --> 00:13:01.480]  我們要甚麼
[00:13:01.480 --> 00:13:04.520]  我們追求的不是舊約的過期朱古力
[00:13:04.520 --> 00:13:07.600]  我們要追求的是新約真金白銀
[00:13:07.600 --> 00:13:09.680]  背起十字架跟隨主耶穌基督
[00:13:09.680 --> 00:13:11.880]  將來在新天新地裏面
[00:13:11.880 --> 00:13:15.600]  得到無盡天上的財寶
[00:13:15.600 --> 00:13:17.160]  這個是我們所追求的
[00:13:17.160 --> 00:13:18.040]  OK
[00:13:18.040 --> 00:13:20.440]  我們這個projector永遠都是有些問題的
[00:13:20.440 --> 00:13:22.120]  所以不要緊的
[00:13:22.120 --> 00:13:24.400]  這個是我的website
[00:13:24.400 --> 00:13:25.560]  現在你看不清楚不要緊
[00:13:25.560 --> 00:13:27.840]  待會你去到小組的時候
[00:13:27.840 --> 00:13:32.240]  你的組長會給你今天的一些筆記
[00:13:32.240 --> 00:13:34.560]  還有下個星期的功課
[00:13:34.560 --> 00:13:39.680]  筆記其中一個我大大印了我的網站給你的
[00:13:39.680 --> 00:13:42.960]  這個網站是tubekitchen.tk
[00:13:42.960 --> 00:13:45.840]  其實是會去了我的youtube
[00:13:45.840 --> 00:13:50.400]  基本上這些講座、講道我都會錄下來
[00:13:50.400 --> 00:13:52.200]  你在講座、講道裏面
[00:13:52.200 --> 00:13:55.120]  你會看回我的powerpoint
[00:13:55.120 --> 00:13:57.920]  聽到我的聲音也看不到我的樣子
[00:13:57.920 --> 00:14:00.520]  所以我都考慮了很久
[00:14:00.520 --> 00:14:02.120]  我覺得都是應該要給大家的
[00:14:02.120 --> 00:14:04.320]  因為其實可能每一堂裏面
[00:14:04.320 --> 00:14:05.800]  都會有很多的資訊
[00:14:05.800 --> 00:14:08.000]  或者因為我們要cover這麼多東西
[00:14:08.000 --> 00:14:09.840]  我們不是cover一張聖經
[00:14:09.840 --> 00:14:11.600]  而是我們整本書
[00:14:11.600 --> 00:14:14.880]  所以我想都給大家有個機會
[00:14:14.880 --> 00:14:18.720]  回去去溫習、複習一會
[00:14:18.720 --> 00:14:21.040]  在未來的七個星期裏面
[00:14:21.040 --> 00:14:23.440]  當我們在做摩西五經
[00:14:23.440 --> 00:14:24.920]  了嵌新事物的時候
[00:14:24.920 --> 00:14:26.640]  有三件事我希望
[00:14:26.640 --> 00:14:29.440]  三件很簡單的事我希望你會做的
[00:14:29.440 --> 00:14:32.560]  第一,好好讀聖經
[00:14:32.560 --> 00:14:35.560]  我不知道你會不會在這七個星期裏面
[00:14:35.560 --> 00:14:36.720]  是和我們一起
[00:14:36.720 --> 00:14:39.840]  或者跟著過程就讀了摩西五經
[00:14:39.840 --> 00:14:41.840]  187章
[00:14:41.840 --> 00:14:43.920]  我們大概有50天左右
[00:14:43.920 --> 00:14:46.000]  如果你一天讀三章多
[00:14:46.000 --> 00:14:47.200]  那你就可以讀完了
[00:14:47.200 --> 00:14:49.240]  那你是不是想一天讀三章多
[00:14:49.240 --> 00:14:51.600]  我不知道你平時習慣了讀多少章
[00:14:51.600 --> 00:14:53.520]  我鼓勵我們這些弟兄姊妹
[00:14:53.520 --> 00:14:55.080]  起碼每天讀兩章
[00:14:55.080 --> 00:14:58.280]  因為讀兩章你可以一年半讀原本的聖經
[00:14:58.280 --> 00:15:01.120]  希望你死之前起碼讀完20次聖經
[00:15:01.120 --> 00:15:01.880]  不是真的這樣
[00:15:01.880 --> 00:15:04.520]  我說你沒讀完20次聖經
[00:15:04.520 --> 00:15:06.560]  希望你不要這麼快死
[00:15:06.560 --> 00:15:08.920]  因為你需要20次的聖經
[00:15:08.920 --> 00:15:13.200]  去明白真道是穩穩地站在上帝的面前
[00:15:13.200 --> 00:15:14.520]  你可以見主面
[00:15:14.520 --> 00:15:16.880]  真的,你要讀完20次
[00:15:16.880 --> 00:15:19.920]  可能你真的需要一天讀兩章
[00:15:19.920 --> 00:15:20.960]  一年半讀一次
[00:15:20.960 --> 00:15:23.840]  那30年之內你可以讀完20次
[00:15:23.840 --> 00:15:25.560]  我希望你會好好讀聖經
[00:15:25.560 --> 00:15:29.280]  無論你決定真的和我們一起讀摩西五經
[00:15:29.280 --> 00:15:31.840]  或者你繼續讀你平時讀開的東西
[00:15:31.840 --> 00:15:33.160]  但是你要好好地讀聖經
[00:15:33.160 --> 00:15:37.000]  第二,我想你世世上摩西
[00:15:37.000 --> 00:15:39.440]  我想你每次聽完之後
[00:15:39.440 --> 00:15:40.720]  或者做完功課
[00:15:40.720 --> 00:15:43.400]  不只是覺得做完了,做對了
[00:15:43.400 --> 00:15:45.640]  而是功課
[00:15:45.640 --> 00:15:47.480]  一會兒再說功課
[00:15:47.480 --> 00:15:52.320]  但是我真的想你在做功課當中思想
[00:15:52.320 --> 00:15:54.520]  究竟摩西五經是說什麼
[00:15:54.520 --> 00:15:55.840]  究竟聖經是說什麼
[00:15:55.840 --> 00:15:58.000]  究竟聖經要我們做什麼
[00:15:58.000 --> 00:16:00.960]  第三,你要切切地禱告
[00:16:00.960 --> 00:16:03.280]  禱告不是你禱告其他東西
[00:16:03.280 --> 00:16:05.640]  不是跟你說你生活上的問題
[00:16:05.640 --> 00:16:08.480]  是為你的屬靈生命去祈禱
[00:16:08.480 --> 00:16:11.000]  禱告你所讀的東西
[00:16:11.000 --> 00:16:12.200]  你所讀的聖經
[00:16:12.200 --> 00:16:13.440]  你所思想
[00:16:13.440 --> 00:16:14.840]  你所聽了這麼多的東西
[00:16:14.840 --> 00:16:17.520]  我希望大家不要在這裡拿知識
[00:16:17.520 --> 00:16:18.920]  你要去拿知識
[00:16:18.920 --> 00:16:22.120]  這個不是拿知識的場合
[00:16:22.120 --> 00:16:24.000]  我們是要真正地認識
[00:16:24.000 --> 00:16:27.080]  以至我們的生命去被改造
[00:16:27.080 --> 00:16:28.960]  所以你的禱告就是
[00:16:28.960 --> 00:16:31.680]  我讀的東西怎樣去改造我的人生
[00:16:31.680 --> 00:16:35.520]  就不是我只是怎樣可以得到一些意識
[00:16:35.520 --> 00:16:38.800]  然後下次我跟其他的弟兄姊妹聊天的時候
[00:16:38.800 --> 00:16:39.800]  我會越來越聰明
[00:16:39.800 --> 00:16:41.280]  就是忘記了
[00:16:41.280 --> 00:16:43.360]  我們要的是生命的轉化
[00:16:43.360 --> 00:16:46.280]  我希望你在這段時間裡面
[00:16:46.280 --> 00:16:47.200]  好好讀聖經
[00:16:47.200 --> 00:16:49.200]  細細想摩西
[00:16:49.200 --> 00:16:51.640]  切切求上帝的天國
[00:16:51.640 --> 00:16:54.560]  臨到你和我的身上
[00:16:54.560 --> 00:16:55.920]  好
[00:16:55.920 --> 00:16:58.840]  今天我就不會進去創出你紋身的
[00:16:58.840 --> 00:17:01.680]  但是我想給一些大圖畫大家聽
[00:17:01.680 --> 00:17:03.800]  然後我想帶你去看一段
[00:17:03.800 --> 00:17:05.520]  三節的新約聖經
