
[00:00:00.000 --> 00:00:08.000]  這段經文是保羅教已不鎖人的功課
[00:03:50.000 --> 00:03:59.000]  他在一秒鐘連續射中兩隻孔雀的眼睛
[00:04:02.000 --> 00:04:10.000]  兩發皆中取了鬥士成為一個珍惜時間的故事
[00:04:10.000 --> 00:04:23.000]  希望用兩個重點來解釋清楚今天訊息的內容
[00:04:23.000 --> 00:04:28.000]  第一個重點
[00:04:30.000 --> 00:04:43.000]  保羅指出走這條路的人容易變成愚昧糊塗和荒蕩
[00:04:43.000 --> 00:04:49.000]  第二個重點
[00:04:49.000 --> 00:04:54.000]  走天國路
[00:04:57.000 --> 00:05:01.000]  保羅指出走這條路的人
[00:05:01.000 --> 00:05:08.000]  他會曉得行事謹慎有智慧
[00:05:08.000 --> 00:05:13.000]  要明白主的旨意
[00:05:13.000 --> 00:05:16.000]  被聖靈充滿
[00:05:16.000 --> 00:05:21.000]  又會服事主基督的名
[00:05:21.000 --> 00:05:24.000]  時時感謝神
[00:05:27.000 --> 00:05:29.000]  請各位低頭祈禱
[00:05:29.000 --> 00:05:34.000]  感謝聖靈的教導
[00:05:34.000 --> 00:05:39.000]  但願天父的旨意能夠承傳在今天的訊息上
[00:05:39.000 --> 00:05:43.000]  願各位聽到的都能夠明白
[00:05:43.000 --> 00:05:46.000]  奉主耶穌的名 阿們
[00:05:57.000 --> 00:06:00.000]  行走世界的路有兩個類型
[00:06:00.000 --> 00:06:09.000]  第一個 他要努力達到今生的目的
[00:06:09.000 --> 00:06:19.000]  第二個 他覺得今生是沒有意義的
[00:06:26.000 --> 00:06:28.000]  第一個類型
[00:06:28.000 --> 00:06:32.000]  努力達到今生的目的
[00:06:32.000 --> 00:06:35.000]  第二個類型
[00:06:35.000 --> 00:06:40.000]  覺得今生沒有意義
[00:06:40.000 --> 00:06:48.000]  我們看第一個類型
[00:06:48.000 --> 00:06:53.000]  他努力達到今生的目的
[00:06:56.000 --> 00:07:02.000]  他要用最短的時間來達到他今生的目的
[00:07:02.000 --> 00:07:11.000]  這些人 他看別人不如自己
[00:07:11.000 --> 00:07:16.000]  他不需要再追求進步
[00:07:16.000 --> 00:07:23.000]  不需要再花時間學習其他的知識和技術
[00:07:24.000 --> 00:07:29.000]  例如歷史哲學 藝術 音樂等等
[00:07:29.000 --> 00:07:43.000]  但是他們會善用時間盡情享受
[00:07:49.000 --> 00:08:01.000]  財幹過人 不需要繼續努力學習其他的知識學問
[00:08:01.000 --> 00:08:08.000]  但是他善用時間盡情享受
[00:08:08.000 --> 00:08:16.000]  你在你工作的地方 隨時可以見到這樣的人
[00:08:20.000 --> 00:08:22.000]  很可惜
[00:08:22.000 --> 00:08:30.000]  他們沒有想到 人生最終的目的是什麼
[00:08:30.000 --> 00:08:42.000]  沒有想到的時候 人生的目的就是去到這個墳墓
[00:08:50.000 --> 00:08:57.000]  當我和那些自己以為成功的人談話的時候
[00:08:57.000 --> 00:09:02.000]  如果你去咖啡室的時候
[00:09:02.000 --> 00:09:08.000]  你會見到我時時和一些自以為成功的人講話
[00:09:08.000 --> 00:09:14.000]  我用一句話帶出全福音的機會
[00:09:14.000 --> 00:09:17.000]  這句話是什麼呢 我問他
[00:09:19.000 --> 00:09:24.000]  你這麼成功 最終的目的是什麼呢
[00:09:24.000 --> 00:09:31.000]  多數的人不能回答
[00:09:31.000 --> 00:09:38.000]  他在沉默的時候 給我一個機會
[00:09:38.000 --> 00:09:42.000]  講到認識永恆的角度
[00:09:43.000 --> 00:09:52.000]  你便會清楚人生最終的目的是什麼
[00:09:52.000 --> 00:09:57.000]  為什麼他們不能回答
[00:09:57.000 --> 00:10:07.000]  因為他們受到欺蔑一個哲學家 阿里士多德
[00:10:07.000 --> 00:10:12.000]  他以人為中心
[00:10:13.000 --> 00:10:16.000]  他的哲學影響很多人
[00:10:16.000 --> 00:10:21.000]  阿里士多德的哲學
[00:10:21.000 --> 00:10:27.000]  他說認識人自己是智慧的開端
[00:10:27.000 --> 00:10:41.000]  智慧能夠將科學和智力結合在最完美的事上
[00:10:43.000 --> 00:10:51.000]  主持第五世紀的時候
[00:10:51.000 --> 00:11:00.000]  有一位中國的哲學家孔子
[00:11:00.000 --> 00:11:06.000]  他談論到天地和人的哲學的時候
[00:11:06.000 --> 00:11:12.000]  很多時候他解釋不到天的定義
[00:11:14.000 --> 00:11:18.000]  他解釋的時候非常含糊
[00:11:18.000 --> 00:11:28.000]  而且他沒有提到創造宇宙的神是誰
[00:11:28.000 --> 00:11:33.000]  他的哲學也影響很多人
[00:11:33.000 --> 00:11:42.000]  特別是在東南亞的信仰受到這個哲學非常大的影響
[00:11:44.000 --> 00:11:50.000]  很多人很難明白創世紀第一章第一節
[00:11:50.000 --> 00:12:00.000]  起初神創造天地的耶和華神
[00:12:00.000 --> 00:12:09.000]  更加非常難接受天父愛世人
[00:12:11.000 --> 00:12:15.000]  和耶穌的救恩
[00:12:15.000 --> 00:12:24.000]  新時代的哲學也是差不多
[00:12:24.000 --> 00:12:33.000]  他認為用人自己的想法創造新事物和觀念
[00:12:33.000 --> 00:12:39.000]  以致能夠解決人生的問題
[00:12:42.000 --> 00:12:50.000]  最近十多年來這個哲學特別迅速呈現在世界上
[00:12:50.000 --> 00:12:57.000]  很多公司在競爭發展人工智能
[00:12:57.000 --> 00:13:00.000]  Robotic Science
[00:13:00.000 --> 00:13:05.000]  人工智慧
[00:13:06.000 --> 00:13:15.000]  但是人工智慧的哲學沒有辦法可以解決人生的問題
[00:13:15.000 --> 00:13:32.000]  今天的信息將會指出人認為完美是要基於永恆的生命
[00:13:33.000 --> 00:13:36.000]  和有目的
[00:13:36.000 --> 00:13:41.000]  然後才會愛惜光陰
[00:13:41.000 --> 00:13:49.000]  去努力爭取知識和智慧
[00:13:49.000 --> 00:14:01.000]  第二個類型覺得今生沒有意義
[00:14:03.000 --> 00:14:05.000]  他們自卑
[00:14:05.000 --> 00:14:07.000]  封閉
[00:14:07.000 --> 00:14:10.000]  擔憂焦慮
[00:14:10.000 --> 00:14:16.000]  他們時時情緒頹喪
[00:14:16.000 --> 00:14:20.000]  讓時光飛逝
[00:14:20.000 --> 00:14:26.000]  當然他們沒有目標和沒有價值
[00:14:28.000 --> 00:14:38.000]  所以他們不會想到永恆的角度裏面可以找到人生最終的目的
[00:14:38.000 --> 00:14:50.000]  這兩類型的人有同樣的心態
[00:14:51.000 --> 00:14:59.000]  好像保羅指出當時的人和現代很多人離開教會
[00:14:59.000 --> 00:15:02.000]  或者不要追求真理
[00:15:02.000 --> 00:15:07.000]  那些人的狀態一樣
[00:15:07.000 --> 00:15:13.000]  第一個狀態
[00:15:13.000 --> 00:15:19.000]  掩耳不要聽真道
[00:15:20.000 --> 00:15:21.000]  第二個狀態
[00:15:21.000 --> 00:15:28.000]  偏向荒謬的言語
[00:15:28.000 --> 00:15:32.000]  偏向荒謬的言語
[00:15:32.000 --> 00:15:38.000]  隨便相信適合自己的理論和方法
[00:15:38.000 --> 00:15:43.000]  用來行走世界的路
[00:15:46.000 --> 00:15:52.000]  但不知不覺他養成心理變化
[00:15:52.000 --> 00:15:57.000]  在現代的社會
[00:15:57.000 --> 00:16:01.000]  各位都看到
[00:16:01.000 --> 00:16:07.000]  狂暴和時時抱著報仇
[00:16:07.000 --> 00:16:11.000]  那些言語行為
[00:16:13.000 --> 00:16:17.000]  比較過去加倍增加
[00:16:17.000 --> 00:16:32.000]  明白在世界路上的人的心態之後
[00:16:32.000 --> 00:16:37.000]  用什麼行動來回應呢?
[00:16:41.000 --> 00:16:45.000]  可以憑著愛心去溫柔地問
[00:16:45.000 --> 00:16:51.000]  你有沒有想過離開世界之後
[00:16:51.000 --> 00:16:54.000]  最終去到什麼地方?
[00:16:54.000 --> 00:17:00.000]  再問
[00:17:00.000 --> 00:17:06.000]  你有沒有盼望得到一個永遠活著的生命呢?
[00:17:12.000 --> 00:17:15.000]  聽不到他回答的時候
[00:17:15.000 --> 00:17:20.000]  你可以簡潔地說
[00:17:20.000 --> 00:17:23.000]  人生最終的目的
[00:17:23.000 --> 00:17:29.000]  就是進入新天新地
[00:17:29.000 --> 00:17:35.000]  永遠和神在一起
[00:17:39.000 --> 00:17:49.000]  讓人聽到愛惜光陰的呼聲
[00:17:49.000 --> 00:17:58.000]  你這樣說是讓人聽到愛惜光陰的呼聲
[00:17:58.000 --> 00:18:01.000]  走世界的路
[00:18:01.000 --> 00:18:04.000]  愛惜光陰可以
[00:18:05.000 --> 00:18:09.000]  但是愛惜光陰最終的路
[00:18:09.000 --> 00:18:13.000]  讓人知道
[00:18:13.000 --> 00:18:21.000]  第二個重點
[00:18:21.000 --> 00:18:28.000]  走天國路
[00:18:28.000 --> 00:18:34.000]  走這條路的人經過兩個步驟
[00:18:36.000 --> 00:18:39.000]  第一個步驟
[00:18:39.000 --> 00:18:45.000]  建立堅固的信心
[00:18:45.000 --> 00:18:49.000]  第二個步驟
[00:18:49.000 --> 00:18:53.000]  達成福音的使命
[00:18:53.000 --> 00:19:00.000]  兩個步驟都需要愛惜光陰
[00:19:05.000 --> 00:19:11.000]  智慧書教導我們怎樣建立堅固的信心
[00:19:11.000 --> 00:19:18.000]  驚慰耶和華是知識的開端
[00:19:18.000 --> 00:19:24.000]  驚慰耶和華是智慧的開端
[00:19:24.000 --> 00:19:32.000]  驚慰耶和華是智慧的開端
[00:19:36.000 --> 00:19:41.000]  認識至聖者便是聰明
[00:19:41.000 --> 00:19:50.000]  人若果敬畏和認識神
[00:19:50.000 --> 00:19:57.000]  他的知識、智慧和聰明
[00:19:57.000 --> 00:20:01.000]  越來越增長
[00:20:04.000 --> 00:20:06.000]  信神的心
[00:20:06.000 --> 00:20:10.000]  越來越堅固
[00:20:10.000 --> 00:20:19.000]  耶穌對眾人說
[00:20:19.000 --> 00:20:22.000]  我就是世界的光
[00:20:22.000 --> 00:20:26.000]  跟從我的必不在黑暗裡走
[00:20:26.000 --> 00:20:29.000]  卻要得著生命的光
[00:20:32.000 --> 00:20:35.000]  我們光照人前
[00:20:35.000 --> 00:20:40.000]  帶給世人希望
[00:20:40.000 --> 00:20:46.000]  這是我們教會時時說的口號
[00:20:46.000 --> 00:20:54.000]  我們需要知道自己已經行在生命的光中
[00:20:54.000 --> 00:21:01.000]  在黑暗裡走的人以為沒有人知道
[00:21:02.000 --> 00:21:04.000]  他們在做詭詐的事
[00:21:04.000 --> 00:21:08.000]  但是神知道
[00:21:08.000 --> 00:21:13.000]  耶利米先知這樣說
[00:21:13.000 --> 00:21:19.000]  耶和華如處說
[00:21:19.000 --> 00:21:25.000]  人心比萬物都詭詐
[00:21:25.000 --> 00:21:28.000]  壞到極處
[00:21:28.000 --> 00:21:31.000]  誰能識透呢
[00:21:33.000 --> 00:21:36.000]  我耶和華要監測人生
[00:21:36.000 --> 00:21:39.000]  試驗人肺腑的
[00:21:39.000 --> 00:21:43.000]  要照各人所行的
[00:21:43.000 --> 00:21:46.000]  和他做事的結果
[00:21:46.000 --> 00:21:49.000]  報應他
[00:21:49.000 --> 00:21:54.000]  這是耶利米書十七章第九至第十節說的
[00:21:57.000 --> 00:22:03.000]  神要人更新改變壞的心意
[00:22:03.000 --> 00:22:06.000]  向神悔改
[00:22:06.000 --> 00:22:09.000]  走向光明
[00:22:09.000 --> 00:22:12.000]  有一個清潔的心
[00:22:12.000 --> 00:22:15.000]  正直的靈
[00:22:15.000 --> 00:22:22.000]  如果人離開世界的時候
[00:22:23.000 --> 00:22:27.000]  不知道他是不是已經進入
[00:22:27.000 --> 00:22:33.000]  永恆真神的光明的世界
[00:22:33.000 --> 00:22:41.000]  他去的地方就是黑暗的地方
[00:22:49.000 --> 00:22:54.000]  你知道你去的地方是不是黑暗的地方
[00:22:54.000 --> 00:23:02.000]  你知道你是不是行走在光明的世界裡
[00:23:07.000 --> 00:23:20.000]  藉著禱告、讀經、默想和教會、團契裡彼此交往
[00:23:20.000 --> 00:23:26.000]  我們可以建立堅固的信心
[00:23:26.000 --> 00:23:34.000]  再說一次
[00:23:35.000 --> 00:23:37.000]  的意思是請各位記得
[00:23:37.000 --> 00:23:43.000]  要堅固你的信心
[00:23:43.000 --> 00:23:56.000]  是要藉著祈禱、讀經、默想和信徒交往
[00:24:01.000 --> 00:24:06.000]  在這個忙碌的世界裡
[00:24:06.000 --> 00:24:10.000]  默想是一個非常難的功課
[00:24:10.000 --> 00:24:15.000]  希望我有機會能夠和大家分享
[00:24:15.000 --> 00:24:19.000]  默想這個高深的功課
[00:24:19.000 --> 00:24:26.000]  默想能夠使我們和神的關係更加密切
[00:24:27.000 --> 00:24:35.000]  使我們成為一個真正信神的基督徒
[00:24:35.000 --> 00:24:46.000]  堅固的信心使我們和祂有密切的關係
[00:24:47.000 --> 00:25:00.000]  聖保祭以撒瓦克瓦思考和探索了真理之後
[00:25:00.000 --> 00:25:07.000]  將祂的感受作了一首大家熟悉的詩歌
[00:25:07.000 --> 00:25:10.000]  奇妙十家
[00:25:12.000 --> 00:25:19.000]  請大家聽一下其中兩段的歌詞
[00:25:19.000 --> 00:25:27.000]  每逢思念奇妙十家
[00:25:27.000 --> 00:25:32.000]  榮耀救主在上宣誇
[00:25:32.000 --> 00:25:37.000]  從前名利富貴驚誇
[00:25:38.000 --> 00:25:43.000]  我看宇土完全撇下
[00:25:43.000 --> 00:25:47.000]  宇宙萬物若歸我有
[00:25:47.000 --> 00:25:54.000]  盡獻所有何足報恩
[00:25:54.000 --> 00:26:00.000]  神聖大愛奇妙難測
[00:26:00.000 --> 00:26:05.000]  願獻我命我心我身
[00:26:08.000 --> 00:26:17.000]  願以獻祭當作活祭
[00:26:17.000 --> 00:26:23.000]  是祂的意思
[00:26:23.000 --> 00:26:30.000]  祂的意思是說我們背起十家
[00:26:31.000 --> 00:26:38.000]  耶穌有價值有目的
[00:26:38.000 --> 00:26:50.000]  被罰的耶和華次能力
[00:26:50.000 --> 00:26:54.000]  軟弱的他家力量
[00:26:54.000 --> 00:26:59.000]  那等候耶和華的必重新得力
[00:27:00.000 --> 00:27:04.000]  他們如同鷹展翅上騰
[00:27:04.000 --> 00:27:08.000]  他們奔跑卻不困倦
[00:27:08.000 --> 00:27:12.000]  行走卻不疲乏
[00:27:28.000 --> 00:27:31.000]  關於達成福音的使命
[00:27:31.000 --> 00:27:34.000]  耶穌解釋得很清楚
[00:27:34.000 --> 00:27:37.000]  耶穌說
[00:27:37.000 --> 00:27:42.000]  你要盡心盡性盡義
[00:27:42.000 --> 00:27:45.000]  愛主你的神
[00:27:45.000 --> 00:27:51.000]  這是誡命中的第一
[00:27:54.000 --> 00:27:58.000]  這是最大的
[00:27:58.000 --> 00:28:03.000]  其次也相仿就是愛人如己
[00:28:03.000 --> 00:28:17.000]  行走在愛神愛人的天國路上
[00:28:25.000 --> 00:28:31.000]  神早已安排了義人的路
[00:28:31.000 --> 00:28:37.000]  鎮賢這樣說
[00:28:37.000 --> 00:28:43.000]  義人的路很像黎明的光
[00:28:43.000 --> 00:28:49.000]  越照越明直到日午
[00:28:54.000 --> 00:28:56.000]  這兩個步驟指出
[00:28:56.000 --> 00:28:59.000]  有了堅固的信心
[00:28:59.000 --> 00:29:04.000]  達成了福音的使命
[00:29:04.000 --> 00:29:09.000]  就會行走在天國的路上
[00:29:09.000 --> 00:29:16.000]  一直走到進入新天新地
[00:29:18.000 --> 00:29:24.000]  一直走到進入新天新地
[00:29:24.000 --> 00:29:27.000]  與神永遠在一起
[00:29:27.000 --> 00:29:34.000]  這是我們行走天路的最終目的
[00:29:34.000 --> 00:29:43.000]  回憶我在少年團的時候
[00:29:43.000 --> 00:29:46.000]  唱了一首團歌
[00:29:48.000 --> 00:29:51.000]  為耶穌而活是生命真義
[00:29:51.000 --> 00:29:56.000]  思想或言行滿足主心意
[00:29:56.000 --> 00:30:01.000]  這樣為主活是蒙福路程
[00:30:01.000 --> 00:30:09.000]  這些歌詞述說我們的回應和行動
[00:30:09.000 --> 00:30:12.000]  會得到神的祝福
[00:30:17.000 --> 00:30:20.000]  耶穌教導我們要愛惜光陰
[00:30:20.000 --> 00:30:23.000]  趕快去傳福音
[00:30:23.000 --> 00:30:26.000]  傳揚福音的愛心
[00:30:26.000 --> 00:30:30.000]  自然會在生活上彰顯出來
[00:30:30.000 --> 00:30:39.000]  聖靈一定會帶我們晝夜讚美主
[00:30:39.000 --> 00:30:45.000]  因為主必賜下應許的祝福
[00:30:48.000 --> 00:30:50.000]  有好的行為
[00:30:50.000 --> 00:30:54.000]  讓人重讚天上的父
[00:30:54.000 --> 00:30:56.000]  要彼此相愛
[00:30:56.000 --> 00:31:01.000]  讓人見到溫暖的家庭
[00:31:01.000 --> 00:31:05.000]  講述主的大愛
[00:31:05.000 --> 00:31:09.000]  令人接受神的救恩
[00:31:11.000 --> 00:31:17.000]  講述主的大愛
[00:31:17.000 --> 00:31:21.000]  令人追求神的救恩
[00:31:21.000 --> 00:31:25.000]  是傳福音的目標
[00:31:25.000 --> 00:31:35.000]  盼望在座每一位離開世界之前
[00:31:35.000 --> 00:31:40.000]  都能夠講出這段保羅所說的話
[00:31:41.000 --> 00:31:44.000]  表示我們已經走完一個有意義
[00:31:44.000 --> 00:31:48.000]  有目的的生命路程
[00:31:48.000 --> 00:31:54.000]  美好的仗我已打過了
[00:31:54.000 --> 00:31:57.000]  當怕的路我已經跑盡了
[00:31:57.000 --> 00:32:01.000]  所持的信仰我已經守住了
[00:32:01.000 --> 00:32:05.000]  從此以後
[00:32:05.000 --> 00:32:09.000]  有公義的冠冕為我傳流
[00:32:10.000 --> 00:32:16.000]  有一位也常給所有愛慕他顯現的人
[00:32:16.000 --> 00:32:27.000]  我們可以參加福音的機構去傳福音
[00:32:27.000 --> 00:32:33.000]  或者用禱告奉獻和支持他們
[00:32:33.000 --> 00:32:39.000]  來將聖經傳給世人
[00:32:40.000 --> 00:32:43.000]  用神的話語才能解決
[00:32:43.000 --> 00:32:51.000]  世界上世人在失望中掙扎的狀態
[00:32:51.000 --> 00:32:53.000]  有三個機構
[00:32:53.000 --> 00:32:58.000]  最近特別需要趕快行動
[00:32:58.000 --> 00:33:02.000]  第一個機構是
[00:33:03.000 --> 00:33:10.000]  威克利夫他們需要將適當翻譯的聖經
[00:33:10.000 --> 00:33:17.000]  送入戰火中生活的居民
[00:33:17.000 --> 00:33:20.000]  他們死亡很多
[00:33:20.000 --> 00:33:25.000]  特別送入那些殺害基督徒的國家
[00:33:25.000 --> 00:33:28.000]  第二個是華傳
[00:33:29.000 --> 00:33:33.000]  以前我們的和睦書在那裡開始的華傳
[00:33:33.000 --> 00:33:36.000]  他們要將適當翻譯的聖經
[00:33:36.000 --> 00:33:38.000]  送入不同的國家
[00:33:38.000 --> 00:33:43.000]  特別送入那些歧視基督徒的國家
[00:33:43.000 --> 00:33:46.000]  第三個是聖經工會
[00:33:46.000 --> 00:33:50.000]  是美國聖經協會
[00:33:51.000 --> 00:34:00.000]  他希望將聖經送到每一位現在在打仗的軍人
[00:34:00.000 --> 00:34:03.000]  用神的話語能夠安慰他們
[00:34:03.000 --> 00:34:08.000]  孤單和恐懼的心理
[00:34:08.000 --> 00:34:17.000]  近來因為社會的改變
[00:34:18.000 --> 00:34:22.000]  有效的傳福音的方法是
[00:34:22.000 --> 00:34:25.000]  友誼報道
[00:34:25.000 --> 00:34:29.000]  友誼報道
[00:34:29.000 --> 00:34:34.000]  讓生命影響生命
[00:34:34.000 --> 00:34:42.000]  可惜很多人已經放棄了追求真理
[00:34:48.000 --> 00:34:58.000]  無論走世路上的人
[00:34:58.000 --> 00:35:06.000]  或者曾經走過天國路上而離開的人
[00:35:06.000 --> 00:35:11.000]  他們掩面不聽真道
[00:35:11.000 --> 00:35:15.000]  偏向荒謬的言語
[00:35:17.000 --> 00:35:25.000]  提醒基督徒要愛惜光陰
[00:35:25.000 --> 00:35:28.000]  趕快傳道
[00:35:28.000 --> 00:35:41.000]  請問你現在是不是在哪條路上行走
[00:35:44.000 --> 00:35:50.000]  你已經決定了人生最終的目的了嗎
[00:35:50.000 --> 00:35:56.000]  我想聽聽你的心得
[00:35:56.000 --> 00:36:00.000]  我也會分享我的心得
[00:36:00.000 --> 00:36:05.000]  請大家低頭祈禱
[00:36:05.000 --> 00:36:11.000]  感謝聖靈開我們的心
[00:36:12.000 --> 00:36:16.000]  讓我們將你的訊息緊緊記在心裡
[00:36:16.000 --> 00:36:23.000]  一直走到永遠的天國
[00:36:23.000 --> 00:36:27.000]  跟我們的主耶穌再見面
[00:36:27.000 --> 00:36:32.000]  跟我們所親愛的弟兄姊妹再見面
[00:36:32.000 --> 00:36:35.000]  禱告奉主耶穌的名 阿們
