
[00:00:00.000 --> 00:00:03.280]  頂姐妹 願你們平安
[00:02:54.600 --> 00:02:57.600]  就算有時候我們很努力的去祈禱
[00:02:57.600 --> 00:03:01.800]  上主又好像還沒去回應我們的呼求
[00:03:01.800 --> 00:03:05.400]  當我們看到現在眼前的情況
[00:03:05.400 --> 00:03:10.200]  有很多未知 有很多不知道怎麼辦的時候
[00:03:10.200 --> 00:03:13.600]  心裡可能都會有那種疑惑
[00:03:13.600 --> 00:03:16.400]  甚至乎對神有那種埋怨
[00:03:16.400 --> 00:03:18.400]  可能我們會問 神啊
[00:03:18.400 --> 00:03:21.400]  究竟祢在做什麼
[00:03:21.400 --> 00:03:24.400]  這個真是一個我們對於現實
[00:03:24.400 --> 00:03:28.400]  和我們的信心的一個考驗
[00:03:28.400 --> 00:03:31.400]  我嘗試去回顧一下歷史
[00:03:31.400 --> 00:03:34.400]  去看回我們香港的歷史
[00:03:34.400 --> 00:03:40.400]  其實香港曾經有過好幾次嚴重的瘟疫
[00:03:40.400 --> 00:03:42.400]  譬如說我查一些資料
[00:03:42.400 --> 00:03:46.400]  在1894年那時候有過鼠疫
[00:03:46.400 --> 00:03:50.400]  在1938年就有肺癆
[00:03:50.400 --> 00:03:51.400]  近一點
[00:03:51.400 --> 00:03:53.400]  2003年我相信大家都記得的
[00:03:53.400 --> 00:03:56.400]  那個就是非典型的肺炎
[00:03:56.400 --> 00:03:59.400]  2009年就有豬流感
[00:03:59.400 --> 00:04:04.400]  去到我們現在這個新冠狀病毒肺炎
[00:04:04.400 --> 00:04:07.400]  從這些歷史看這些資料裡面
[00:04:07.400 --> 00:04:14.400]  我發現其實疫症原來是久不久就會發生
[00:04:14.400 --> 00:04:16.400]  遠的不要說
[00:04:16.400 --> 00:04:19.400]  就說回2003年那次的SARS
[00:04:19.400 --> 00:04:22.400]  其實我相信大家都仍然記憶猶新
[00:04:22.400 --> 00:04:24.400]  歷歷在目
[00:04:24.400 --> 00:04:27.400]  我想那些經歷
[00:04:27.400 --> 00:04:31.400]  其實我們每個人都害怕會被感染
[00:04:31.400 --> 00:04:33.400]  怕會中招
[00:04:33.400 --> 00:04:36.400]  這次疫情的經驗
[00:04:36.400 --> 00:04:40.400]  其實讓我想到一樣很重要的地方
[00:04:40.400 --> 00:04:42.400]  就是當我們要戴口罩
[00:04:42.400 --> 00:04:45.400]  這個舉動提醒我
[00:04:45.400 --> 00:04:48.400]  其實我們要想究竟是什麼東西
[00:04:48.400 --> 00:04:53.400]  可以給我們那份抗疫的能力
[00:04:53.400 --> 00:04:55.400]  在我們世上生活的裡面
[00:04:55.400 --> 00:05:00.400]  我們真的需要從神而來那份抗疫的能力
[00:05:00.400 --> 00:05:02.400]  不如就讓我們現在進入經文
[00:05:02.400 --> 00:05:08.400]  去看看今天的經文歷代至上的21章1至15節
[00:05:08.400 --> 00:05:12.400]  去看看大衛王統治期間的一場瘟疫
[00:05:12.400 --> 00:05:16.400]  還有看看他的經過和結果是怎樣
[00:05:16.400 --> 00:05:21.400]  藉此嘗試去看看神究竟有什麼提醒
[00:05:21.400 --> 00:05:23.400]  有什麼教導給我們
[00:05:23.400 --> 00:05:28.400]  我今天的題目就是身處疫情持續的事
[00:05:28.400 --> 00:05:33.400]  經文就是剛才說過的歷代至上的21章1至15節
[00:05:33.400 --> 00:05:38.400]  故事記載大衛王因為在他在位的時候
[00:05:38.400 --> 00:05:40.400]  其中一次他犯錯
[00:05:40.400 --> 00:05:47.400]  引致整個國家的子民在瘟疫裡面
[00:05:47.400 --> 00:05:52.400]  究竟觸發這次事件的起因是什麼
[00:05:52.400 --> 00:05:54.400]  其實答案在第一節
[00:05:54.400 --> 00:05:56.400]  我們看看第一節
[00:05:56.400 --> 00:06:01.400]  第一節說撒旦起來攻擊以色列
[00:06:01.400 --> 00:06:05.400]  激起大衛數點以色列人
[00:06:05.400 --> 00:06:10.400]  首先經文告訴我們大衛王是被激動的
[00:06:10.400 --> 00:06:13.400]  要進行一個戶口調查
[00:06:13.400 --> 00:06:17.400]  原因是因為撒旦在搞鬼
[00:06:17.400 --> 00:06:18.400]  真的嗎
[00:06:18.400 --> 00:06:22.400]  如果罪魁禍首是撒旦的話
[00:06:22.400 --> 00:06:27.400]  未必完全關大衛犯錯
[00:06:27.400 --> 00:06:29.400]  如果從原文看
[00:06:29.400 --> 00:06:34.400]  撒旦這個字的意思其實是敵黨者
[00:06:34.400 --> 00:06:37.400]  當然可以理解為撒旦
[00:06:37.400 --> 00:06:42.400]  但如果從上文18章到20章的故事記載
[00:06:42.400 --> 00:06:47.400]  當時大衛王戰勝了地上不同的敵人
[00:06:47.400 --> 00:06:54.400]  如果根據這一點去理解這個第一節的敵黨者的時候
[00:06:54.400 --> 00:06:59.400]  應該是指地上他眼見的敵人
[00:06:59.400 --> 00:07:02.400]  就是他眼見的敵人
[00:07:02.400 --> 00:07:06.400]  引發到他要去數點人數
[00:07:06.400 --> 00:07:11.400]  大衛王期望他可以掌握他自己國家的實力
[00:07:11.400 --> 00:07:16.400]  用他自己的方法去面對他眼前的敵人
[00:07:16.400 --> 00:07:21.400]  而這個行動這個決定觸發了整個怒氣
[00:07:21.400 --> 00:07:23.400]  他做錯了決定
[00:07:23.400 --> 00:07:25.400]  因為他這個犯錯
[00:07:25.400 --> 00:07:28.400]  以色列人就被牽連了
[00:07:28.400 --> 00:07:32.400]  往往一個國家的領袖如果出了問題
[00:07:32.400 --> 00:07:37.400]  他的指紋或多或少都會受到影響
[00:07:37.400 --> 00:07:42.400]  譬如說巴比倫王尼布甲尼沙統治的時候
[00:07:42.400 --> 00:07:46.400]  巴比倫人他攻擊四周的國家還獲勝
[00:07:46.400 --> 00:07:49.400]  而因為這樣尼布甲尼沙王
[00:07:49.400 --> 00:07:52.400]  很自以為是
[00:07:52.400 --> 00:07:54.400]  覺得自己很厲害
[00:07:54.400 --> 00:07:56.400]  甚至乎巴比倫人他的國民
[00:07:56.400 --> 00:08:01.400]  亦以他自己是強國的指紋自居
[00:08:01.400 --> 00:08:03.400]  當他們攻擊其他國家的時候
[00:08:03.400 --> 00:08:06.400]  他們的手段非常殘忍
[00:08:06.400 --> 00:08:09.400]  如果大家在這一陣子有機會聽過
[00:08:09.400 --> 00:08:12.400]  我們的顧問牧師蘇永元牧師
[00:08:12.400 --> 00:08:16.400]  在網上有關黑白谷書的訊息的話
[00:08:16.400 --> 00:08:20.400]  我相信你都應該知道巴比倫人有多殘忍
[00:08:20.400 --> 00:08:25.400]  所以領袖的犯罪犯錯
[00:08:25.400 --> 00:08:28.400]  往往不單止禍及他自己
[00:08:28.400 --> 00:08:30.400]  更加會影響他身邊的人
[00:08:30.400 --> 00:08:33.400]  令到他們受到牽連
[00:08:33.400 --> 00:08:38.400]  回想我們這次的疫症蔓延全球
[00:08:38.400 --> 00:08:42.400]  肯定當中有很多人犯了錯
[00:08:42.400 --> 00:08:45.400]  例如一開始有人吃野味
[00:08:45.400 --> 00:08:48.400]  街市的衛生情況差
[00:08:48.400 --> 00:08:52.400]  病發的時候沒有好好處理
[00:08:52.400 --> 00:08:56.400]  不向市民公佈消息
[00:08:56.400 --> 00:09:01.400]  有些病人甚至乎因為怕被抓去逃走
[00:09:01.400 --> 00:09:06.400]  香港沒有好好一早封關
[00:09:06.400 --> 00:09:10.400]  導致情況越搞越嚴重
[00:09:10.400 --> 00:09:14.400]  當中有很多人犯了錯
[00:09:14.400 --> 00:09:18.400]  引致疫情越來越嚴重
[00:09:18.400 --> 00:09:20.400]  影響真是很深遠
[00:09:20.400 --> 00:09:23.400]  值得我們去深思
[00:09:23.400 --> 00:09:26.400]  另外我想問的是
[00:09:26.400 --> 00:09:30.400]  那一次在以色列人裏的瘟疫
[00:09:30.400 --> 00:09:34.400]  發生的起因是甚麼
[00:09:34.400 --> 00:09:38.400]  我們再看第二至第六節
[00:09:38.400 --> 00:09:41.400]  這次瘟疫的起因
[00:09:41.400 --> 00:09:46.400]  問題出在大衛王數人數
[00:09:46.400 --> 00:09:49.400]  為何數人數會有錯
[00:09:49.400 --> 00:09:54.400]  試想想一個國家要做人口調查
[00:09:54.400 --> 00:09:57.400]  藉著這樣去制定一些政策
[00:09:57.400 --> 00:09:59.400]  其實也不是很過份
[00:09:59.400 --> 00:10:04.400]  甚至乎可以說不做反而有問題
[00:10:04.400 --> 00:10:09.400]  為何以色列人這次因為數人數
[00:10:09.400 --> 00:10:12.400]  會被神懲罰
[00:10:12.400 --> 00:10:16.400]  我在想其實在他們以色列人的歷史裏
[00:10:16.400 --> 00:10:20.400]  他們也曾經試過數人數
[00:10:20.400 --> 00:10:25.400]  那時候數人數的結果是沒事的
[00:10:25.400 --> 00:10:27.400]  不知道大家還記不記得
[00:10:27.400 --> 00:10:31.400]  當時摩西帶領以色列人出埃及
[00:10:31.400 --> 00:10:34.400]  其實有兩次數人數
[00:10:34.400 --> 00:10:38.400]  而那兩次數人數是神要求他們這樣做
[00:10:38.400 --> 00:10:40.400]  摩西藉著數人數
[00:10:40.400 --> 00:10:46.400]  他們就知道自己可以有作戰的情況是怎樣
[00:10:46.400 --> 00:10:51.400]  為何這次大衛王同樣說數人數
[00:10:51.400 --> 00:10:55.400]  又會招致神的懲罰
[00:10:55.400 --> 00:11:01.400]  其實是出於大衛王的動機出了問題
[00:11:01.400 --> 00:11:06.400]  這次大衛王數人數的動機
[00:11:06.400 --> 00:11:09.400]  絕對不是神要求他這樣做
[00:11:09.400 --> 00:11:12.400]  經文沒有說神要求他這樣做
[00:11:12.400 --> 00:11:14.400]  反而是因為他自己
[00:11:14.400 --> 00:11:17.400]  因為剛才說他見到敵人
[00:11:17.400 --> 00:11:20.400]  激發他要去數人數
[00:11:20.400 --> 00:11:25.400]  他就想藉著這樣去看他自己的實力有多少
[00:11:25.400 --> 00:11:29.400]  面對大衛王這次的命令
[00:11:29.400 --> 00:11:36.400]  連忠心於他的約翰元帥都走出來勸他
[00:11:36.400 --> 00:11:37.400]  你看看第三節
[00:11:37.400 --> 00:11:39.400]  約翰這樣說
[00:11:39.400 --> 00:11:45.400]  「願耶和華使他的百姓比現在家增百倍」
[00:11:45.400 --> 00:11:49.400]  「我主我王,他們不都是你的僕人嗎?」
[00:11:49.400 --> 00:11:53.400]  「我主為何吩咐行這事?」
[00:11:53.400 --> 00:11:58.400]  「為何使以色列人陷在墜裏?」
[00:11:58.400 --> 00:12:01.400]  約翰作為一個軍隊的元帥
[00:12:01.400 --> 00:12:05.400]  他當然要知道他們自己的軍力去到哪裡
[00:12:05.400 --> 00:12:10.400]  但他看得出這次大衛王要去數點人數
[00:12:10.400 --> 00:12:12.400]  其實有不妥的地方
[00:12:12.400 --> 00:12:13.400]  就好像我剛才說
[00:12:13.400 --> 00:12:18.400]  是為了自己想炫耀自己的原因
[00:12:18.400 --> 00:12:24.400]  約翰就出來提醒大衛
[00:12:24.400 --> 00:12:26.400]  去警告大衛
[00:12:26.400 --> 00:12:27.400]  他這樣的決定
[00:12:27.400 --> 00:12:31.400]  其實除了他要承擔後果之外
[00:12:31.400 --> 00:12:36.400]  甚至牽連以色列人也要遭殃
[00:12:36.400 --> 00:12:38.400]  我想大家留意的是
[00:12:38.400 --> 00:12:41.400]  其實數點百姓這個行動
[00:12:41.400 --> 00:12:45.400]  大部分的原因是為了作戰
[00:12:45.400 --> 00:12:49.400]  徵兵入伍的前奏
[00:12:49.400 --> 00:12:52.400]  就好像之前所說
[00:12:52.400 --> 00:12:54.400]  他們在出埃及的時候
[00:12:54.400 --> 00:12:58.400]  他們同樣有數人數的舉動
[00:12:58.400 --> 00:13:02.400]  不過你看回當時大衛的處境
[00:13:02.400 --> 00:13:06.400]  以色列在太平盛世的時候
[00:13:06.400 --> 00:13:10.400]  其實不需要再去招兵買馬
[00:13:10.400 --> 00:13:14.400]  因為大衛王堅持他的意思
[00:13:14.400 --> 00:13:17.400]  不聽約翰的勸告
[00:13:17.400 --> 00:13:18.400]  一意孤行
[00:13:18.400 --> 00:13:20.400]  結果就勞師動眾
[00:13:20.400 --> 00:13:23.400]  要去做人口調查
[00:13:23.400 --> 00:13:24.400]  最重要就是
[00:13:24.400 --> 00:13:28.400]  最後他們要付上沉重的代價
[00:13:28.400 --> 00:13:31.400]  從約翰向大衛王報告
[00:13:31.400 --> 00:13:34.400]  人口調查的結果
[00:13:34.400 --> 00:13:36.400]  你應該可以看得到
[00:13:36.400 --> 00:13:38.400]  因為經文也寫了
[00:13:38.400 --> 00:13:41.400]  當時以色列的國力
[00:13:41.400 --> 00:13:44.400]  軍力是非常強大的
[00:13:44.400 --> 00:13:45.400]  第五節
[00:13:45.400 --> 00:13:49.400]  以色列人拿刀的有110萬
[00:13:49.400 --> 00:13:54.400]  猶大人拿刀的有47萬
[00:13:54.400 --> 00:13:56.400]  人強馬壯
[00:13:56.400 --> 00:14:00.400]  我相信當大衛聽到這個結果
[00:14:00.400 --> 00:14:02.400]  他心裡一定很高興
[00:14:02.400 --> 00:14:04.400]  一定很滿意
[00:14:04.400 --> 00:14:08.400]  有那種強國的觀念在他心裡
[00:14:08.400 --> 00:14:14.400]  他將他的焦點放在自己國家的實力上
[00:14:14.400 --> 00:14:19.400]  但同時間他忽略了依靠上帝
[00:14:19.400 --> 00:14:22.400]  忘記了他得勝的秘訣
[00:14:22.400 --> 00:14:26.400]  其實不是在乎他有多少人
[00:14:26.400 --> 00:14:29.400]  還記不記得他年輕的時候
[00:14:29.400 --> 00:14:32.400]  他和那個敵人那個巨人
[00:14:32.400 --> 00:14:37.400]  哥利亞那場的打仗
[00:14:37.400 --> 00:14:41.400]  他一個人對著那個巨人哥利亞說
[00:14:41.400 --> 00:14:43.400]  哥利亞你來攻擊我
[00:14:43.400 --> 00:14:46.400]  是靠刀和靠槍的
[00:14:46.400 --> 00:14:48.400]  我來攻擊你
[00:14:48.400 --> 00:14:51.400]  是靠萬軍之耶和華的名
[00:14:51.400 --> 00:14:53.400]  耶和華使人得勝
[00:14:53.400 --> 00:14:56.400]  不是用刀不是用槍的
[00:14:56.400 --> 00:14:58.400]  因為真正的勝敗
[00:14:58.400 --> 00:15:01.400]  全在乎耶和華
[00:15:01.400 --> 00:15:06.400]  這個是他以前親口自己說的
[00:15:06.400 --> 00:15:12.400]  但現在他的焦點調錯了
[00:15:12.400 --> 00:15:18.400]  所以我們真的要小心要留意
[00:15:18.400 --> 00:15:21.400]  大衛王不肯聽約翰的勸告
[00:15:21.400 --> 00:15:24.400]  一意孤行要這樣做的時候
[00:15:24.400 --> 00:15:27.400]  就累及那幫的以色列民
[00:15:27.400 --> 00:15:31.400]  同樣的我想如果作為領袖階層的
[00:15:31.400 --> 00:15:37.400]  不肯去聽一些專家或者一些人民的意見
[00:15:37.400 --> 00:15:40.400]  以為自己的想法是很正確
[00:15:40.400 --> 00:15:42.400]  只是一意孤行
[00:15:42.400 --> 00:15:45.400]  覺得自己做的決定是對的時候
[00:15:45.400 --> 00:15:49.400]  有時候不單止做錯了決定
[00:15:49.400 --> 00:15:52.400]  你的決定會影響你身邊的人
[00:15:52.400 --> 00:15:55.400]  我們又會不會好像大衛王一樣
[00:15:55.400 --> 00:15:57.400]  在我們日常生活的裡面
[00:15:57.400 --> 00:15:59.400]  在待人處事的上面
[00:15:59.400 --> 00:16:01.400]  我們會不會自以為是
[00:16:01.400 --> 00:16:03.400]  目中無人
[00:16:03.400 --> 00:16:05.400]  這樣的時候
[00:16:05.400 --> 00:16:10.400]  可能結果會禍及我們身邊的人
[00:16:10.400 --> 00:16:16.400]  讓我們繼續看七至十五節的經文
[00:16:16.400 --> 00:16:21.400]  去看看事情是怎樣繼續發展下去
[00:16:21.400 --> 00:16:25.400]  大衛王因為他想擴張他的軍備
[00:16:25.400 --> 00:16:28.400]  想炫耀他自己的實力
[00:16:28.400 --> 00:16:30.400]  他忽視了神
[00:16:30.400 --> 00:16:34.400]  所以引導了神的怒氣
[00:16:34.400 --> 00:16:38.400]  神就定義要懲罰他和以色列民
[00:16:38.400 --> 00:16:42.400]  當大衛王知道自己犯錯的時候
[00:16:42.400 --> 00:16:46.400]  還有不單止他自己犯錯
[00:16:46.400 --> 00:16:50.400]  原來會危害他自己的子民
[00:16:50.400 --> 00:16:52.400]  以色列民
[00:16:52.400 --> 00:16:54.400]  大衛有所反省
[00:16:54.400 --> 00:16:57.400]  而向神祈禱去認罪
[00:16:57.400 --> 00:17:01.400]  我們試試看大衛怎麼跟神說
[00:17:01.400 --> 00:17:02.400]  第八節
[00:17:02.400 --> 00:17:04.400]  大衛王這樣跟神說
[00:17:04.400 --> 00:17:09.400]  他說我行了這事大有罪了
[00:17:09.400 --> 00:17:12.400]  現在求你去除掉僕人的罪孽
[00:17:12.400 --> 00:17:16.400]  因我所行的甚是愚昧
[00:17:16.400 --> 00:17:19.400]  從大衛王跟神的對話裡面
[00:17:19.400 --> 00:17:25.400]  我們看到大衛肯承認他自己愚昧
[00:17:25.400 --> 00:17:28.400]  犯了大罪
[00:17:28.400 --> 00:17:30.400]  我想大家留意的就是
[00:17:30.400 --> 00:17:33.400]  原來肯去承認自己犯錯
[00:17:33.400 --> 00:17:38.400]  是一樣非常重要的轉捩點
[00:17:38.400 --> 00:17:39.400]  為什麼呢
[00:17:39.400 --> 00:17:44.400]  因為當我們肯去留意
[00:17:44.400 --> 00:17:48.400]  去看到我們自己犯的罪的時候
[00:17:48.400 --> 00:17:50.400]  無論你犯的罪有多大
[00:17:50.400 --> 00:17:53.400]  或者影響力有多廣
[00:17:53.400 --> 00:17:58.400]  如果我們真誠去認罪悔改的話
[00:17:58.400 --> 00:18:04.400]  就能夠得到上主的憐憫和赦免
[00:18:04.400 --> 00:18:08.400]  當時神差遣先見
[00:18:08.400 --> 00:18:11.400]  迦德去找大衛
[00:18:11.400 --> 00:18:16.400]  跟他說神有三個刑罰給你選擇
[00:18:16.400 --> 00:18:19.400]  要你在那三個刑罰裡面選擇一樣
[00:18:19.400 --> 00:18:22.400]  而那三個選擇是什麼呢
[00:18:22.400 --> 00:18:25.400]  大衛在第二節說了給我們聽
[00:18:25.400 --> 00:18:28.400]  就是三年的饑荒
[00:18:28.400 --> 00:18:31.400]  另外就是被敵人追殺三個月
[00:18:31.400 --> 00:18:35.400]  最後那樣就是三天的瘟疫
[00:18:35.400 --> 00:18:40.400]  我想大衛也很容易理解他的心情
[00:18:40.400 --> 00:18:42.400]  其實也不容易選擇
[00:18:42.400 --> 00:18:45.400]  大禍王應該也會覺得
[00:18:45.400 --> 00:18:48.400]  三年的饑荒的時間很長
[00:18:48.400 --> 00:18:52.400]  我想應該不會想選擇這個吧
[00:18:52.400 --> 00:18:56.400]  另外就算選擇被敵人追殺三個月
[00:18:56.400 --> 00:18:58.400]  也不容易
[00:18:58.400 --> 00:19:01.400]  你看大衛的背景
[00:19:01.400 --> 00:19:04.400]  其實他也曾經在他年輕的時候
[00:19:04.400 --> 00:19:07.400]  被數羅王追殺過
[00:19:07.400 --> 00:19:10.400]  被阿沙隆追殺過
[00:19:10.400 --> 00:19:15.400]  他也經歷過深深體會過那些戰爭的痛苦
[00:19:15.400 --> 00:19:19.400]  現在他已經正在安享太平
[00:19:19.400 --> 00:19:23.400]  還有他現在年事已高
[00:19:23.400 --> 00:19:24.400]  不年輕了
[00:19:24.400 --> 00:19:29.400]  所以也不會選擇這個做懲罰吧
[00:19:29.400 --> 00:19:33.400]  那會不會是三天的瘟疫比較容易接受呢
[00:19:33.400 --> 00:19:35.400]  但是你看經文你會發覺
[00:19:35.400 --> 00:19:40.400]  其實一天的瘟疫的結果已經很恐怖
[00:19:40.400 --> 00:19:44.400]  有很多以色列民死了
[00:19:44.400 --> 00:19:46.400]  那裡有七萬人死了
[00:19:46.400 --> 00:19:48.400]  所以就算是三天的瘟疫
[00:19:48.400 --> 00:19:50.400]  也不容易選擇
[00:19:50.400 --> 00:19:55.400]  所以大衛王在第十三節這樣跟先知說
[00:19:55.400 --> 00:19:58.400]  我甚為難
[00:19:58.400 --> 00:20:01.400]  我願落在耶和華的手裡
[00:20:01.400 --> 00:20:03.400]  因為他有豐盛的廉物
[00:20:03.400 --> 00:20:06.400]  我不願落在人的手中
[00:20:06.400 --> 00:20:08.400]  真的很難選擇
[00:20:08.400 --> 00:20:11.400]  所以最後他就把球給神
[00:20:11.400 --> 00:20:14.400]  等神選擇他自己不選擇
[00:20:14.400 --> 00:20:15.400]  那結果是怎樣呢
[00:20:15.400 --> 00:20:20.400]  結果就是神用瘟疫來懲罰以色列民
[00:20:20.400 --> 00:20:23.400]  第十四節那裡告訴我們
[00:20:23.400 --> 00:20:26.400]  於是耶和華降瘟疫
[00:20:26.400 --> 00:20:27.400]  與以色列人
[00:20:27.400 --> 00:20:31.400]  以色列人就死了七萬人
[00:20:31.400 --> 00:20:32.400]  七萬人
[00:20:32.400 --> 00:20:35.400]  一天就死了七萬人
[00:20:35.400 --> 00:20:38.400]  這個也是以色列人的歷史裡
[00:20:38.400 --> 00:20:42.400]  因為瘟疫而死得最多人的一次
[00:20:42.400 --> 00:20:44.400]  第十五節
[00:20:44.400 --> 00:20:48.400]  當神的使者去執行神的命令的時候
[00:20:48.400 --> 00:20:51.400]  經文告訴我們神改變心意
[00:20:51.400 --> 00:20:54.400]  不降這個災難
[00:20:54.400 --> 00:20:56.400]  為什麼呢
[00:20:56.400 --> 00:21:00.400]  在下文十六十七節那裡有提到一件事
[00:21:00.400 --> 00:21:02.400]  我想去提的
[00:21:02.400 --> 00:21:04.400]  在十六十七節那裡提到
[00:21:04.400 --> 00:21:10.400]  大衛王和那些長老在那時候一起披上麻衣
[00:21:10.400 --> 00:21:14.400]  還面服於地去祈求神的赦免
[00:21:14.400 --> 00:21:17.400]  第十七節這樣說
[00:21:17.400 --> 00:21:19.400]  大衛王向神祈禱
[00:21:19.400 --> 00:21:21.400]  他跟神說
[00:21:21.400 --> 00:21:25.400]  吩咐數典百姓的不是我嗎
[00:21:25.400 --> 00:21:27.400]  我犯了罪
[00:21:27.400 --> 00:21:28.400]  我行了惡
[00:21:28.400 --> 00:21:31.400]  但是這群羊做了什麼呢
[00:21:31.400 --> 00:21:37.400]  願耶和華我的神的手攻擊我和我的副家
[00:21:37.400 --> 00:21:40.400]  不要攻擊你的民
[00:21:40.400 --> 00:21:42.400]  降瘟疫於他們
[00:21:42.400 --> 00:21:46.400]  因為大衛王的真誠悔改
[00:21:46.400 --> 00:21:49.400]  耶和華神回心轉意
[00:21:49.400 --> 00:21:54.400]  瘟疫終於停止了
[00:21:54.400 --> 00:21:56.400]  沒有繼續下去
[00:21:56.400 --> 00:21:59.400]  重申英文大衛王的祈求
[00:21:59.400 --> 00:22:05.400]  我看見我們所相信神的本性是永不改變的
[00:22:05.400 --> 00:22:09.400]  祂是那位施恩憐憫人的主
[00:22:09.400 --> 00:22:13.400]  當人真心悔改回轉的時候
[00:22:13.400 --> 00:22:18.400]  神會因為這樣而改變他的決定
[00:22:18.400 --> 00:22:24.400]  就好像神曾經宣告要毀滅尼尼尼聖
[00:22:24.400 --> 00:22:28.400]  當那群尼尼尼人肯悔改的時候
[00:22:28.400 --> 00:22:34.400]  這個懲罰最終沒有降到那群尼尼人身上
[00:22:34.400 --> 00:22:37.400]  其實原則是沒有變的
[00:22:37.400 --> 00:22:42.400]  若果那群人不肯悔改的話
[00:22:42.400 --> 00:22:47.400]  他們仍然要接受神的懲罰
[00:22:47.400 --> 00:22:50.400]  神是那位賞善罰惡的神
[00:22:50.400 --> 00:22:53.400]  祂是永遠不會改變的
[00:22:53.400 --> 00:23:00.400]  試想想 如果神不介入去阻止大衛王
[00:23:00.400 --> 00:23:05.400]  大衛王可能會繼續自我膨脹
[00:23:05.400 --> 00:23:09.400]  日後的問題可能會更加大
[00:23:09.400 --> 00:23:14.400]  神雖然曾經說過要有三天的瘟疫
[00:23:14.400 --> 00:23:18.400]  但這個時候因為有七萬人已經死了
[00:23:18.400 --> 00:23:26.400]  而大衛王和長老又肯真心承認自己的愚蠢犯錯犯罪
[00:23:26.400 --> 00:23:32.400]  所以神就因為這樣停止了這場瘟疫
