
[00:00:00.000 --> 00:00:03.820]  在人際關係的衝突的復活
[00:02:19.400 --> 00:02:21.800]  或者他的調查結果
[00:02:21.800 --> 00:02:26.240]  他發覺The number one indicator of how happy people are
[00:02:26.240 --> 00:02:31.200]  is the quality of their social relationships
[00:02:31.200 --> 00:02:35.360]  他說一個人的快樂的指標
[00:02:35.360 --> 00:02:36.640]  其中一個指標
[00:02:36.640 --> 00:02:40.840]  就是人際關係的質素
[00:02:40.840 --> 00:02:41.800]  看你快不快樂
[00:02:41.800 --> 00:02:45.640]  就看你和人際關係的質素如何
[00:02:45.640 --> 00:02:51.160]  這些研究其實都是指向了一個觀點
[00:02:51.160 --> 00:02:52.280]  什麼觀點呢
[00:02:52.280 --> 00:02:55.480]  就是如果缺乏人際關係
[00:02:55.480 --> 00:02:58.040]  會導致你身體
[00:02:58.040 --> 00:02:59.520]  你的情感
[00:02:59.520 --> 00:03:01.320]  你的精神健康
[00:03:01.320 --> 00:03:04.800]  甚至你屬靈方面都有影響
[00:03:04.800 --> 00:03:10.000]  而這些研究很明顯地告訴我們
[00:03:10.000 --> 00:03:11.360]  有句英文說話叫做
[00:03:11.360 --> 00:03:13.720]  No man is an island
[00:03:13.720 --> 00:03:17.120]  沒有人是一個孤獨
[00:03:17.120 --> 00:03:18.920]  大家同不同意呢
[00:03:18.920 --> 00:03:23.880]  但是如果這些研究是真的
[00:03:23.880 --> 00:03:27.960]  也似乎所有的研究都是指向
[00:03:27.960 --> 00:03:30.000]  No man is an island
[00:03:30.000 --> 00:03:33.920]  我們應該要有一個健康的人際關係的話
[00:03:33.920 --> 00:03:36.120]  問題就來了
[00:03:36.120 --> 00:03:41.800]  我們如何去建立和維持
[00:03:41.800 --> 00:03:45.640]  一個健康的人際的關係呢
[00:03:45.640 --> 00:03:47.880]  對於我們很多人來說
[00:03:47.880 --> 00:03:50.040]  我們生活最大的壓力
[00:03:50.040 --> 00:03:53.560]  就是和人相處和交往
[00:03:53.560 --> 00:03:56.600]  因為人會令我們生氣
[00:03:56.600 --> 00:03:58.760]  人會令我們不安
[00:03:58.760 --> 00:04:02.960]  甚至人會傷害我們的感情
[00:04:02.960 --> 00:04:07.120]  或者會令我們失望
[00:04:07.120 --> 00:04:10.720]  我知道當中有些回點人
[00:04:10.720 --> 00:04:13.840]  已經沒有去我們的生命小組了
[00:04:13.840 --> 00:04:14.960]  為什麼呢
[00:04:14.960 --> 00:04:19.280]  因為他們當中在小組裏面受過傷害
[00:04:19.280 --> 00:04:22.080]  他們不想再次參與
[00:04:22.080 --> 00:04:22.920]  為什麼呢
[00:04:22.920 --> 00:04:23.760]  人之常情
[00:04:23.760 --> 00:04:25.520]  我要保護自己
[00:04:25.520 --> 00:04:29.200]  為什麼再要去小組受到傷害呢
[00:04:29.200 --> 00:04:31.520]  並且他也會質疑
[00:04:31.520 --> 00:04:33.040]  有一些不是全部
[00:04:33.040 --> 00:04:34.920]  他會質疑
[00:04:34.920 --> 00:04:38.240]  為什麼還要去小組或者去教會呢
[00:04:38.240 --> 00:04:43.240]  也都對教會的人失去了信心
[00:04:43.240 --> 00:04:45.760]  但是說真一句
[00:04:45.760 --> 00:04:48.560]  我們不應該感到驚訝
[00:04:48.560 --> 00:04:49.520]  為什麼呢
[00:04:49.520 --> 00:04:55.800]  因為教會是罪人聚集的地方
[00:04:55.800 --> 00:04:58.440]  是你和我聚集的地方
[00:04:58.440 --> 00:05:01.040]  你和我都不是聖人
[00:05:01.040 --> 00:05:03.920]  有人的地方就有罪
[00:05:03.920 --> 00:05:06.640]  而教會是罪人的地方
[00:05:06.640 --> 00:05:09.480]  不是聖人的地方
[00:05:09.480 --> 00:05:11.960]  這裡不是聖人聚集的地方
[00:05:11.960 --> 00:05:17.080]  所以每個教會裏面都有罪人
[00:05:17.080 --> 00:05:19.760]  我們就會遇到難處
[00:05:19.760 --> 00:05:20.880]  對不對
[00:05:20.880 --> 00:05:23.000]  但是有好消息
[00:05:23.000 --> 00:05:29.000]  今天上帝在聖經裏面給了我們啟迪
[00:05:29.000 --> 00:05:32.320]  就是在已忽所書的四章
[00:05:32.320 --> 00:05:35.040]  二十五至三十二節裏面
[00:05:35.040 --> 00:05:38.680]  就讓我們從今天在這段經文裏面
[00:05:38.680 --> 00:05:43.240]  讓我們看一看上帝通過仕途保羅
[00:05:43.240 --> 00:05:46.080]  跟我們說了什麼話
[00:05:46.080 --> 00:05:50.360]  而當中也讓我們能夠在經文裏面
[00:05:50.360 --> 00:05:53.200]  去化解一些壓力
[00:05:53.200 --> 00:05:55.840]  人世之間的壓力和衝突
[00:05:55.840 --> 00:06:00.720]  以致我們可以發展一個健康的人際的關係
[00:06:00.720 --> 00:06:04.160]  讓我們看一看已忽所書的第四章
[00:06:04.160 --> 00:06:05.880]  二十五至三十二節
[00:06:05.880 --> 00:06:07.440]  請打開你的聖經
[00:06:07.440 --> 00:06:09.560]  我經常都說
[00:06:09.560 --> 00:06:12.040]  每次我講到我會說上文和下文
[00:06:12.040 --> 00:06:15.520]  你不打開聖經你跟不上就不要冤枉我了
[00:06:15.520 --> 00:06:16.960]  好
[00:06:16.960 --> 00:06:18.480]  已忽所書的第四章
[00:06:18.480 --> 00:06:20.880]  第二十五至三十二節
[00:06:20.880 --> 00:06:22.080]  這裏是這樣說的
[00:06:22.080 --> 00:06:25.440]  所以你們要棄絕謊言
[00:06:25.440 --> 00:06:29.040]  各人與鄰舍說實話
[00:06:29.040 --> 00:06:33.440]  因為我們是互相為肢體
[00:06:33.440 --> 00:06:36.160]  生氣卻不要犯罪
[00:06:36.160 --> 00:06:38.280]  不可含怒導日落
[00:06:38.280 --> 00:06:41.120]  也不可給魔鬼留地步
[00:06:41.120 --> 00:06:44.720]  從前偷竊的不要再偷
[00:06:44.720 --> 00:06:48.520]  總要努力親手做正經事
[00:06:48.520 --> 00:06:53.600]  就可猶如分給那缺少的人
[00:06:53.600 --> 00:06:54.680]  第二十九節
[00:06:54.680 --> 00:06:58.360]  污穢的言語一句不可出口
[00:06:58.360 --> 00:07:01.560]  只要隨時說造就人的好話
[00:07:01.560 --> 00:07:04.840]  叫聽見的人得益處
[00:07:04.840 --> 00:07:08.120]  不要叫神的聖靈擔憂
[00:07:08.120 --> 00:07:11.400]  你們原是受了祂的印記
[00:07:11.400 --> 00:07:14.280]  等候得贖的日子來到
[00:07:14.280 --> 00:07:19.600]  一切苦毒 惱恨 憤怒 讓罵 誹謗
[00:07:19.600 --> 00:07:24.400]  並一切惡毒都要從你中間除掉
[00:07:24.400 --> 00:07:28.400]  並要以恩慈相待
[00:07:28.400 --> 00:07:32.040]  全憐憫的心彼此搖旋
[00:07:32.040 --> 00:07:36.840]  正如神在基督裡搖旋了你們
[00:07:36.840 --> 00:07:37.720]  一樣
[00:07:37.720 --> 00:07:40.920]  讓我們禱告
[00:07:40.920 --> 00:07:43.640]  天上帝
[00:07:43.640 --> 00:07:46.800]  讓祢讓我們開我們的心眼
[00:07:46.800 --> 00:07:48.400]  開我們的心
[00:07:48.400 --> 00:07:50.440]  開我們的耳朵
[00:07:50.440 --> 00:07:52.040]  開我們的腦
[00:07:52.040 --> 00:07:56.080]  今天讓我們專一的去聽祢的話語
[00:07:56.080 --> 00:07:59.880]  求神祢的道走進我們每一個人的心
[00:07:59.880 --> 00:08:02.680]  讓祢的道打動我們
[00:08:02.680 --> 00:08:04.120]  轉化我們
[00:08:04.120 --> 00:08:06.560]  讓祢的道帶有安慰
[00:08:06.560 --> 00:08:07.760]  帶有憐憫
[00:08:07.760 --> 00:08:09.040]  帶有警醒
[00:08:09.040 --> 00:08:10.040]  帶有提醒
[00:08:10.040 --> 00:08:11.240]  也帶有審判
[00:08:11.240 --> 00:08:14.720]  讓我們能夠彼此警醒
[00:08:14.720 --> 00:08:17.760]  奉主耶穌基督得聖命之祈求
[00:08:17.760 --> 00:08:19.040]  Amen
[00:08:19.040 --> 00:08:20.040]  好
[00:08:20.040 --> 00:08:24.800]  從已不鎖書裡面
[00:08:24.800 --> 00:08:27.560]  整張書卷裡面
[00:08:27.560 --> 00:08:31.240]  第一章到第三章裡面
[00:08:31.240 --> 00:08:33.000]  基本上是說什麼呢?
[00:08:33.000 --> 00:08:35.040]  就說了信徒
[00:08:35.040 --> 00:08:37.000]  現在是一個新生命
[00:08:37.000 --> 00:08:38.800]  在基督裡面
[00:08:38.800 --> 00:08:40.960]  接著在第四章
[00:08:40.960 --> 00:08:45.520]  保羅強調在基督裡面的合一
[00:08:45.520 --> 00:08:49.240]  大家彼此要合一的重要性
[00:08:49.240 --> 00:08:51.400]  Unity
[00:08:51.400 --> 00:08:56.240]  然後保羅就給了一些很具體的命令
[00:08:56.240 --> 00:08:58.000]  和指示給我們
[00:08:58.000 --> 00:09:01.480]  如何活出一個合一的生命
[00:09:01.480 --> 00:09:05.480]  接著到第25節開始
[00:09:05.480 --> 00:09:08.200]  他就給一些很實在的
[00:09:08.200 --> 00:09:10.200]  Specific Command給我們
[00:09:10.200 --> 00:09:12.320]  或者我們叫這些不要那麼強
[00:09:12.320 --> 00:09:13.520]  不要叫命令
[00:09:13.520 --> 00:09:16.400]  給一些很清楚的指引我們
[00:09:16.400 --> 00:09:17.320]  所以第一
[00:09:17.320 --> 00:09:20.760]  首先我們從25節開始
[00:09:20.760 --> 00:09:23.880]  我們要彼此要真誠
[00:09:23.880 --> 00:09:26.280]  要以真誠相待
[00:09:26.280 --> 00:09:27.520]  這是我們第一點
[00:09:27.520 --> 00:09:29.200]  而背後的原因
[00:09:29.200 --> 00:09:30.720]  為什麼要真誠呢?
[00:09:30.720 --> 00:09:33.680]  就因為大家是互為之體
[00:09:33.680 --> 00:09:35.720]  而我們對哪些人真誠呢?
[00:09:35.720 --> 00:09:37.520]  就對鄰舍
[00:09:37.520 --> 00:09:39.400]  什麼叫做鄰舍呢?
[00:09:39.400 --> 00:09:40.360]  可能你會問
[00:09:40.360 --> 00:09:44.480]  鄰舍的意思就是主內的弟兄姊妹
[00:09:44.480 --> 00:09:45.520]  為什麼呢?
[00:09:45.520 --> 00:09:47.640]  因為最後保羅說了
[00:09:47.640 --> 00:09:48.360]  要說實話
[00:09:48.360 --> 00:09:52.120]  因為我們是互相為之體
[00:09:52.120 --> 00:09:55.640]  所以既然大家是同一個肢體
[00:09:55.640 --> 00:09:56.800]  同一個身體
[00:09:56.800 --> 00:09:59.640]  我們就要說真話了
[00:09:59.640 --> 00:10:01.400]  可能你問
[00:10:01.400 --> 00:10:02.960]  我也知道
[00:10:02.960 --> 00:10:05.120]  但是
[00:10:05.120 --> 00:10:05.920]  為什麼呢?
[00:10:05.920 --> 00:10:07.360]  一會兒我再說為什麼
[00:10:07.360 --> 00:10:10.640]  或者我給一個illustration給大家聽
[00:10:10.640 --> 00:10:13.520]  在我們身體的部分裡面
[00:10:13.520 --> 00:10:15.560]  我們有眼耳口鼻
[00:10:15.560 --> 00:10:16.840]  是不是?
[00:10:16.840 --> 00:10:20.000]  如果我們的眼耳口鼻
[00:10:20.000 --> 00:10:23.160]  打算跟我們說假話
[00:10:23.160 --> 00:10:24.840]  或者不算實話
[00:10:24.840 --> 00:10:27.320]  我們會有什麼影響呢?
[00:10:27.320 --> 00:10:29.400]  大家都知道我們有星級營
[00:10:29.400 --> 00:10:31.080]  剛才Wayne也說了
[00:10:31.080 --> 00:10:32.840]  星級營對於有些不知道是什麼
[00:10:32.840 --> 00:10:33.560]  是我改的
[00:10:33.560 --> 00:10:36.360]  叫做Single Couple Camp
[00:10:36.360 --> 00:10:37.680]  不知道為什麼會彈了出去
[00:10:37.680 --> 00:10:39.120]  其實當時只是一個戲言
[00:10:39.120 --> 00:10:40.440]  但是也好的
[00:10:40.440 --> 00:10:43.360]  我昨天就去探訪了我們的星級營
[00:10:43.360 --> 00:10:44.560]  我當然知道有些姊妹
[00:10:44.560 --> 00:10:45.600]  或者弟兄姊妹去不了
[00:10:45.600 --> 00:10:46.480]  不要緊
[00:10:46.480 --> 00:10:47.200]  我告訴你
[00:10:47.200 --> 00:10:48.720]  我昨天就進去了
[00:10:48.720 --> 00:10:50.040]  Mary就開車
[00:10:50.040 --> 00:10:51.600]  Pastor Jackie就跟我一起
[00:10:51.600 --> 00:10:53.560]  加上Angela師母
[00:10:53.560 --> 00:10:56.360]  我們幾個去開車就兩個小時
[00:10:56.360 --> 00:10:59.000]  去探訪他們打打氣
[00:10:59.000 --> 00:11:00.440]  工作人員也很辛苦
[00:11:00.440 --> 00:11:01.480]  Pastor Ching也很辛苦
[00:11:01.480 --> 00:11:04.000]  他也跟我說多虧你了
[00:11:04.000 --> 00:11:06.080]  因為我邀請他做講員
[00:11:06.080 --> 00:11:08.320]  Mary開車
[00:11:08.320 --> 00:11:11.800]  如果Mary的眼睛跟他說謊
[00:11:11.800 --> 00:11:15.440]  她說今天先跟Mary說謊
[00:11:15.440 --> 00:11:18.720]  換句話說 看到彎路就當是直路
[00:11:18.720 --> 00:11:21.360]  有停車站就告訴他沒有停車站
[00:11:21.360 --> 00:11:23.960]  接著紅綠燈 紅綠燈就變成綠燈
[00:11:23.960 --> 00:11:25.280]  綠燈就變成紅燈
[00:11:25.280 --> 00:11:28.040]  你猜他如果眼睛說謊
[00:11:28.040 --> 00:11:30.600]  我的後果會是怎樣呢
[00:11:30.600 --> 00:11:33.200]  後果就是今天你不會見到我
[00:11:33.200 --> 00:11:35.600]  你現在見到我可能是假的
[00:11:35.600 --> 00:11:37.440]  是一個Virtual的人來的
[00:11:37.440 --> 00:11:40.240]  但其實我想告訴大家
[00:11:40.240 --> 00:11:45.200]  身體任何一個部份是不可以說謊的
[00:11:45.200 --> 00:11:46.120]  為甚麼呢
[00:11:46.120 --> 00:11:48.560]  因為如果你的眼睛跟你說謊
[00:11:48.560 --> 00:11:50.640]  剛才說了 你就糟糕了
[00:11:50.640 --> 00:11:54.080]  如果你的感覺是跟你說謊
[00:11:54.080 --> 00:11:55.840]  你去拿咖啡
[00:11:55.840 --> 00:11:58.360]  熱水變凍水 凍水變冷水
[00:11:58.360 --> 00:11:59.520]  你自己試試
[00:11:59.520 --> 00:12:08.080]  所以今天我們的存在
[00:12:08.080 --> 00:12:12.440]  就是全靠我們的神經系統
[00:12:12.440 --> 00:12:17.600]  每一個器官要跟我們說實話
[00:12:17.600 --> 00:12:18.760]  對不對
[00:12:18.760 --> 00:12:22.560]  所以如果當器官跟我們不說真話
[00:12:22.560 --> 00:12:24.560]  或者我們身體任何一個部份
[00:12:24.560 --> 00:12:26.800]  不跟我們說實話
[00:12:26.800 --> 00:12:28.480]  結果會很嚴重
[00:12:28.480 --> 00:12:31.600]  這是一個非常嚴重的後果
[00:12:31.600 --> 00:12:34.520]  所以為甚麼麻瘋病這麼可怕呢
[00:12:34.520 --> 00:12:40.760]  因為麻瘋病會發出一些很不正確
[00:12:40.760 --> 00:12:43.000]  或者欺騙性的訊號
[00:12:43.000 --> 00:12:45.160]  以致你沒有感覺
[00:12:45.160 --> 00:12:46.240]  Because you feel nothing
[00:12:46.240 --> 00:12:47.800]  就算被人切了手指
[00:12:47.800 --> 00:12:48.920]  你都感覺不到
[00:12:48.920 --> 00:12:54.040]  為甚麼麻瘋病這麼恐怖呢
[00:12:54.040 --> 00:12:56.400]  所以我們的身體是不可以這樣運作的
[00:12:56.400 --> 00:12:58.360]  如果我們不說實話
[00:12:58.360 --> 00:13:02.360]  既然我們的身體都不可以這樣運作
[00:13:02.360 --> 00:13:04.720]  為甚麼我們在教會裏面
[00:13:04.720 --> 00:13:06.080]  我們互為肢體
[00:13:06.080 --> 00:13:12.440]  保羅就說為甚麼我們不跟肢體說實話
[00:13:12.440 --> 00:13:15.720]  如果我們不說實話
[00:13:15.720 --> 00:13:18.280]  教會 基督的身體
[00:13:18.280 --> 00:13:21.720]  是不能 亦都不可以
[00:13:21.720 --> 00:13:25.680]  正常 或者安全地運作
[00:13:25.680 --> 00:13:26.880]  所以保羅提醒我們
[00:13:26.880 --> 00:13:28.200]  我們要說實話
[00:13:28.200 --> 00:13:29.200]  亦都在第十五節
[00:13:29.200 --> 00:13:31.120]  保羅提醒我們
[00:13:31.120 --> 00:13:34.960]  要用愛心說誠實話
[00:13:34.960 --> 00:13:37.440]  要用愛心說誠實話
[00:13:37.440 --> 00:13:40.520]  不只是單單說誠實話
[00:13:40.520 --> 00:13:42.520]  如果說真話很容易
[00:13:42.520 --> 00:13:45.400]  一個屬靈的棍子打進去
[00:13:45.400 --> 00:13:48.040]  但是保羅不是這樣教我們
[00:13:48.040 --> 00:13:49.720]  以愛心行先
[00:13:49.720 --> 00:13:52.760]  用愛心說誠實話
[00:13:52.760 --> 00:13:53.800]  既然是這樣
[00:13:53.800 --> 00:13:56.880]  我們更加要以溫柔相待
[00:13:56.880 --> 00:13:58.200]  這就是第二點
[00:13:58.200 --> 00:14:00.240]  要以溫柔相待
[00:14:00.240 --> 00:14:01.200]  保羅在這裏說
[00:14:01.200 --> 00:14:04.080]  不可含怒到日落
[00:14:04.080 --> 00:14:05.880]  在第26節
[00:14:05.880 --> 00:14:10.040]  這裏不是按字面解釋
[00:14:10.040 --> 00:14:11.320]  甚麼意思呢
[00:14:11.320 --> 00:14:14.000]  我舉個例
[00:14:14.000 --> 00:14:19.120]  我有機會去過阿拉斯加
[00:14:19.120 --> 00:14:21.000]  那時還未認識Mary
[00:14:21.000 --> 00:14:22.600]  有一次我去到阿拉斯加
[00:14:22.600 --> 00:14:23.280]  那個月份
[00:14:23.280 --> 00:14:25.760]  不知為何我在那裏
[00:14:25.760 --> 00:14:28.240]  由早到晚都不見太陽下山
[00:14:28.240 --> 00:14:29.800]  於是我問當地人
[00:14:29.800 --> 00:14:31.840]  為甚麼太陽不下山
[00:14:31.840 --> 00:14:33.200]  你每天天氣都這麼好
[00:14:33.200 --> 00:14:34.080]  他們說不是
[00:14:34.080 --> 00:14:35.320]  你來得真是時候了
[00:14:35.320 --> 00:14:38.080]  這段日子裏很特別
[00:14:38.080 --> 00:14:41.080]  他說一年有兩三個月
[00:14:41.080 --> 00:14:42.720]  太陽是不會下山的
[00:14:42.720 --> 00:14:44.200]  如果是這樣說
[00:14:44.200 --> 00:14:46.680]  當我憤怒的時候
[00:14:46.680 --> 00:14:48.520]  不可含怒到日落
[00:14:48.520 --> 00:14:51.080]  我在這裏保持住兩三天
[00:14:51.080 --> 00:14:52.320]  根據字面解釋
[00:14:52.320 --> 00:14:53.600]  是否有這個意思呢
[00:14:53.600 --> 00:14:56.360]  保羅當然不是這個意思
[00:14:56.360 --> 00:14:58.040]  保羅的意思是
[00:14:58.040 --> 00:15:01.520]  我們要馬上解決我們的怒氣
[00:15:01.520 --> 00:15:03.800]  怒氣是不能
[00:15:03.800 --> 00:15:07.600]  亦都不應被孕育出來的
[00:15:07.600 --> 00:15:10.800]  Anger cannot be nursed
[00:15:10.800 --> 00:15:11.880]  我們都知道
[00:15:11.880 --> 00:15:13.240]  很多時候我們都會發脾氣
[00:15:13.240 --> 00:15:14.760]  有沒有誰未發過脾氣
[00:15:14.760 --> 00:15:15.880]  待會在回應表示
[00:15:15.880 --> 00:15:16.640]  你告訴我
[00:15:16.640 --> 00:15:18.880]  我從來未有過Anger
[00:15:18.880 --> 00:15:19.720]  未有過怒氣
[00:15:19.720 --> 00:15:21.720]  我想大家都感受過它
[00:15:21.720 --> 00:15:23.040]  我們大家都會發脾氣
[00:15:23.040 --> 00:15:25.720]  有時是忍不住的
[00:15:25.720 --> 00:15:27.360]  中國人有句說話
[00:15:27.360 --> 00:15:29.320]  是可忍 孰不可忍
[00:15:29.320 --> 00:15:31.840]  尤其每個人都有他的心跳按鈕
[00:15:31.840 --> 00:15:34.400]  一按下去
[00:15:34.400 --> 00:15:36.560]  本來一個溫柔的人
[00:15:36.560 --> 00:15:37.920]  變了一隻狼
[00:15:37.920 --> 00:15:38.880]  都不一定
[00:15:38.880 --> 00:15:40.600]  可能本來你很溫柔的
[00:15:40.600 --> 00:15:42.160]  突然一按你的心跳按鈕
[00:15:42.160 --> 00:15:42.800]  你變了狼
[00:15:42.800 --> 00:15:43.680]  梁振英都不一定
[00:15:43.680 --> 00:15:44.920]  I don't know
[00:15:44.920 --> 00:15:48.640]  無論如何
[00:15:48.640 --> 00:15:50.480]  我們一遇到這種事情
[00:15:50.480 --> 00:15:54.480]  似乎Anger是控制不了的
[00:15:54.480 --> 00:15:55.720]  是不受控制的
[00:15:55.720 --> 00:15:57.880]  特別我們做家長那些
[00:15:57.880 --> 00:15:59.560]  兒女一發脾氣
[00:15:59.560 --> 00:16:00.160]  你就會發脾氣
[00:16:00.160 --> 00:16:03.440]  我周時走過中國人的餐館
[00:16:03.440 --> 00:16:06.920]  我聽到媽媽罵兒子
[00:16:06.920 --> 00:16:08.480]  老公罵老婆
[00:16:08.480 --> 00:16:09.920]  你不看著兒子
[00:16:09.920 --> 00:16:11.360]  然後就開始罵
[00:16:11.360 --> 00:16:14.040]  那些怒氣就來了
[00:16:14.040 --> 00:16:16.040]  我不知道當中
[00:16:16.040 --> 00:16:17.280]  你們是不是這樣
[00:16:17.280 --> 00:16:19.560]  或者你們都會和我說
[00:16:19.560 --> 00:16:21.040]  這段經文雖然這樣說
[00:16:21.040 --> 00:16:23.320]  忍不住
[00:16:23.320 --> 00:16:26.200]  怒氣是忍不住的
[00:16:26.200 --> 00:16:27.640]  對不對
[00:16:27.640 --> 00:16:29.080]  家長們
[00:16:29.080 --> 00:16:32.320]  對
[00:16:32.320 --> 00:16:35.560]  我記得我神學院的教授
[00:16:35.560 --> 00:16:39.120]  Dr. Doris So
[00:16:39.120 --> 00:16:44.880]  她教我輔導
[00:16:44.880 --> 00:16:47.440]  她告訴我
[00:16:47.440 --> 00:16:49.160]  原來有一次
[00:16:49.160 --> 00:16:50.360]  有一晚
[00:16:50.360 --> 00:16:53.200]  她那晚
[00:16:53.200 --> 00:16:58.760]  她的丈夫也是牧師
[00:16:58.760 --> 00:17:01.920]  說出來其實是蘇永睿牧師
[00:17:01.920 --> 00:17:04.520]  有一晚她和蘇牧師吵架
[00:17:04.520 --> 00:17:05.760]  臉紅臉綠
[00:17:05.760 --> 00:17:06.800]  很生氣
[00:17:06.800 --> 00:17:09.480]  生氣到臉都紅了
[00:17:09.480 --> 00:17:12.600]  差不多開始喊名字
[00:17:12.600 --> 00:17:14.920]  突然在她罪發火的時候
[00:17:14.920 --> 00:17:18.320]  突然有一個電話響起
[00:17:18.320 --> 00:17:20.040]  她打算不聽
[00:17:20.040 --> 00:17:22.400]  誰知那個人不斷打
[00:17:22.400 --> 00:17:23.280]  意外發了
[00:17:23.280 --> 00:17:24.480]  她想可能是重要
[00:17:24.480 --> 00:17:26.240]  一拎就響起了
[00:17:26.240 --> 00:17:27.480]  那一拎起的電話
[00:17:27.480 --> 00:17:29.800]  原來是一個會友打來的
[00:17:29.800 --> 00:17:31.600]  是一個老人家打來的
[00:17:31.600 --> 00:17:36.320]  Dr. Doris So一聽到就說
[00:17:36.320 --> 00:17:37.880]  你好啊
[00:17:37.880 --> 00:17:38.760]  很久沒見
[00:17:38.760 --> 00:17:40.400]  很高興你打電話回來
[00:17:40.400 --> 00:17:42.800]  然後就很開心地跟她說了
[00:17:42.800 --> 00:17:44.600]  從這個例子裡面
[00:17:44.600 --> 00:17:48.120]  其實怒氣是可以控制的
[00:17:48.120 --> 00:17:50.000]  正如你罪怒氣的時候
[00:17:50.000 --> 00:17:52.080]  突然招牧師拍門
[00:17:52.080 --> 00:17:53.600]  我相信你立刻就說
[00:17:53.600 --> 00:17:55.160]  牧師你好
[00:17:55.160 --> 00:17:56.520]  對不對
[00:17:56.520 --> 00:17:58.560]  所以我想告訴大家
[00:17:58.560 --> 00:17:59.960]  一件事
[00:17:59.960 --> 00:18:03.040]  怒氣是可以控制的
[00:18:03.040 --> 00:18:05.000]  只不過你肯不肯
[00:18:05.000 --> 00:18:07.600]  和你願不願意
[00:18:07.600 --> 00:18:09.040]  對不對
[00:18:09.040 --> 00:18:11.560]  而如果我們不控制我們的怒氣
[00:18:11.560 --> 00:18:14.120]  也有一個犯罪的學家
[00:18:14.120 --> 00:18:16.120]  是一個電視的評論員
[00:18:16.120 --> 00:18:18.360]  叫做Dr. Scott Vaughan
[00:18:18.360 --> 00:18:19.760]  他告訴我們
[00:18:19.760 --> 00:18:23.200]  他說當負面的情緒
