
[00:00:00.000 --> 00:00:03.000]  好,各位電影姊妹,主內平安!
[00:04:25.000 --> 00:04:28.000]  應該是鬼帶他去耶穌面前
[00:04:28.000 --> 00:04:32.000]  就求耶穌不要趕走他們
[00:04:32.000 --> 00:04:35.000]  於是
[00:04:35.000 --> 00:04:37.000]  這些鬼
[00:04:37.000 --> 00:04:39.000]  就害怕了
[00:04:39.000 --> 00:04:41.000]  耶穌就問他們,你們叫什麼名字?
[00:04:41.000 --> 00:04:43.000]  大家記不記得鬼叫什麼名字?
[00:04:43.000 --> 00:04:45.000]  群,就是多的意思
[00:04:45.000 --> 00:04:48.000]  群其實就是代表一個軍團的意思
[00:04:48.000 --> 00:04:51.000]  所以大概都有幾千隻
[00:04:51.000 --> 00:04:53.000]  於是乎
[00:04:53.000 --> 00:04:55.000]  鬼看到群豬
[00:04:55.000 --> 00:04:57.000]  就跟耶穌說,不如叫我們去那裡
[00:04:57.000 --> 00:04:59.000]  耶穌就給了
[00:04:59.000 --> 00:05:01.000]  就去吧,去了之後
[00:05:01.000 --> 00:05:03.000]  那些豬就很震撼,我不知道
[00:05:03.000 --> 00:05:06.000]  二千隻豬一起衝下山
[00:05:06.000 --> 00:05:08.000]  是一個怎樣的場面
[00:05:08.000 --> 00:05:10.000]  究竟一個足球場
[00:05:10.000 --> 00:05:12.000]  可不可以撞到二千隻豬?
[00:05:12.000 --> 00:05:14.000]  那個場面真的挺震撼
[00:05:14.000 --> 00:05:16.000]  衝下去之後
[00:05:16.000 --> 00:05:18.000]  養豬的人看到這一幕
[00:05:18.000 --> 00:05:20.000]  就很害怕了
[00:05:20.000 --> 00:05:22.000]  就回去跟城鎮的人說
[00:05:22.000 --> 00:05:24.000]  城鎮的人就出來
[00:05:24.000 --> 00:05:26.000]  看看發生什麼事
[00:05:26.000 --> 00:05:28.000]  他們看到那些豬
[00:05:28.000 --> 00:05:30.000]  又看到那個被鬼附身的人
[00:05:30.000 --> 00:05:32.000]  穿上衣服,坐在那裡
[00:05:32.000 --> 00:05:34.000]  有門有路
[00:05:34.000 --> 00:05:36.000]  於是他們就害怕
[00:05:36.000 --> 00:05:38.000]  然後就問耶穌,你可不可以走?
[00:05:38.000 --> 00:05:41.000]  耶穌都很客氣的
[00:05:41.000 --> 00:05:43.000]  那你叫我走,我就走
[00:05:43.000 --> 00:05:45.000]  但是被鬼附身的人就問耶穌
[00:05:45.000 --> 00:05:47.000]  我可不可以跟著你?
[00:05:47.000 --> 00:05:49.000]  耶穌不讓
[00:05:49.000 --> 00:05:51.000]  於是乎這個人就聽耶穌的吩咐
[00:05:51.000 --> 00:05:53.000]  就回家
[00:05:53.000 --> 00:05:55.000]  跟他的親朋戚友說這件事
[00:05:55.000 --> 00:05:57.000]  於是乎很多人都驚訝
[00:05:57.000 --> 00:05:59.000]  耶穌的作為
[00:05:59.000 --> 00:06:01.000]  大概兩個故事
[00:06:01.000 --> 00:06:03.000]  就是這樣
[00:06:03.000 --> 00:06:05.000]  那你又說
[00:06:05.000 --> 00:06:07.000]  這兩個故事
[00:06:07.000 --> 00:06:09.000]  究竟有什麼共通點呢?
[00:06:09.000 --> 00:06:15.000]  當大家聽
[00:06:15.000 --> 00:06:17.000]  馬赫夫音的講道
[00:06:17.000 --> 00:06:19.000]  都去到四章尾,五章頭
[00:06:19.000 --> 00:06:21.000]  大概大家對馬赫夫音
[00:06:21.000 --> 00:06:23.000]  都有一個印象
[00:06:23.000 --> 00:06:25.000]  我講馬赫還是馬太
[00:06:25.000 --> 00:06:27.000]  馬赫,馬赫夫音
[00:06:27.000 --> 00:06:29.000]  是有一個印象的
[00:06:29.000 --> 00:06:31.000]  就是節奏很明快
[00:06:31.000 --> 00:06:33.000]  聚事
[00:06:33.000 --> 00:06:35.000]  從來都不會寫多一個字
[00:06:35.000 --> 00:06:37.000]  節奏很快,故事很短
[00:06:37.000 --> 00:06:39.000]  大概很急
[00:06:39.000 --> 00:06:41.000]  但是
[00:06:41.000 --> 00:06:43.000]  如果我們這次
[00:06:43.000 --> 00:06:45.000]  將馬赫、馬太、馬赫、盧迦
[00:06:45.000 --> 00:06:47.000]  三卷方書都有記載
[00:06:47.000 --> 00:06:49.000]  《風風浪》和《趕鬼入珠菌》
[00:06:49.000 --> 00:06:51.000]  你拍在一起看的話
[00:06:51.000 --> 00:06:53.000]  你會發現一個事實
[00:06:53.000 --> 00:06:55.000]  就是這次竟然
[00:06:55.000 --> 00:06:57.000]  馬赫是寫得最長
[00:06:57.000 --> 00:06:59.000]  出名
[00:06:59.000 --> 00:07:01.000]  短的馬赫
[00:07:01.000 --> 00:07:03.000]  這次是寫得最長
[00:07:03.000 --> 00:07:05.000]  那你也會好奇長了在哪裡呢?
[00:07:05.000 --> 00:07:07.000]  原來
[00:07:07.000 --> 00:07:09.000]  馬赫在寫這些
[00:07:09.000 --> 00:07:11.000]  聚事的時候
[00:07:11.000 --> 00:07:13.000]  他特別寫得多的位置
[00:07:13.000 --> 00:07:15.000]  其中一個
[00:07:15.000 --> 00:07:17.000]  就是去形容一些
[00:07:17.000 --> 00:07:19.000]  不可抗的力量
[00:07:19.000 --> 00:07:21.000]  字都比較小
[00:07:21.000 --> 00:07:25.000]  這些不可抗的力量
[00:07:25.000 --> 00:07:27.000]  其實
[00:07:27.000 --> 00:07:29.000]  在這兩個故事裡面都有的
[00:07:29.000 --> 00:07:33.000]  在《平靜風浪》的故事裡面
[00:07:33.000 --> 00:07:37.000]  你會見到
[00:07:37.000 --> 00:07:39.000]  馬赫是說忽然狂風大作
[00:07:39.000 --> 00:07:41.000]  波浪打入船
[00:07:41.000 --> 00:07:43.000]  狂風大作
[00:07:43.000 --> 00:07:45.000]  船灌滿了水
[00:07:45.000 --> 00:07:47.000]  兩卷呼音書
[00:07:47.000 --> 00:07:49.000]  其餘兩卷都有的
[00:07:49.000 --> 00:07:51.000]  但唯獨波浪打入船內
[00:07:51.000 --> 00:07:53.000]  這個情況
[00:07:53.000 --> 00:07:55.000]  是馬赫特別要去記的
[00:07:55.000 --> 00:07:59.000]  第二個
[00:07:59.000 --> 00:08:01.000]  去到《趕鬼入珠菌》的時候
[00:08:01.000 --> 00:08:03.000]  馬赫都是形容
[00:08:03.000 --> 00:08:05.000]  這個被鬼
[00:08:05.000 --> 00:08:07.000]  上身的人有多厲害
[00:08:07.000 --> 00:08:09.000]  他是花了最多的筆墨
[00:08:09.000 --> 00:08:11.000]  去形容的
[00:08:11.000 --> 00:08:13.000]  所以一開始的時候
[00:08:13.000 --> 00:08:15.000]  他已經強調這個人有多厲害
[00:08:15.000 --> 00:08:17.000]  你發覺他寫的時候
[00:08:17.000 --> 00:08:19.000]  他有很多時候都會說
[00:08:19.000 --> 00:08:21.000]  這個人是有鐵鏈綁著
[00:08:21.000 --> 00:08:23.000]  有腳鐐
[00:08:23.000 --> 00:08:25.000]  但每一次一說鐵鏈腳鐐
[00:08:25.000 --> 00:08:27.000]  都不是說可以制服到他
[00:08:27.000 --> 00:08:29.000]  都是說
[00:08:29.000 --> 00:08:31.000]  他一拔就爛
[00:08:31.000 --> 00:08:33.000]  所以一出現腳鏈鐵鐐
[00:08:33.000 --> 00:08:35.000]  其實就是說
[00:08:35.000 --> 00:08:37.000]  這個人的危險性有多高
[00:08:37.000 --> 00:08:39.000]  那些人有多控制不到他
[00:08:39.000 --> 00:08:41.000]  是抗拒不到的
[00:08:41.000 --> 00:08:43.000]  所以這兩個故事
[00:08:43.000 --> 00:08:45.000]  一個就是大自然的威脅
[00:08:45.000 --> 00:08:47.000]  人是沒有辦法抗拒
[00:08:47.000 --> 00:08:49.000]  不可抗
[00:08:49.000 --> 00:08:51.000]  馬赫繼續寫
[00:08:51.000 --> 00:08:53.000]  這個被鬼上身的人都是不可抗的
[00:08:53.000 --> 00:08:55.000]  特別多的筆墨是去形容
[00:08:55.000 --> 00:08:57.000]  這個人有多厲害
[00:08:57.000 --> 00:08:59.000]  我們多麼人是沒有辦法抗拒
[00:08:59.000 --> 00:09:01.000]  其實你再看之後
[00:09:01.000 --> 00:09:03.000]  那個十二年
[00:09:03.000 --> 00:09:05.000]  患血流的婦人
[00:09:05.000 --> 00:09:07.000]  三卷福音書都說
[00:09:07.000 --> 00:09:09.000]  她去了找很多醫生去醫
[00:09:09.000 --> 00:09:11.000]  都說了她有十二年
[00:09:11.000 --> 00:09:13.000]  唯獨是馬赫加多一句
[00:09:13.000 --> 00:09:15.000]  是說
[00:09:15.000 --> 00:09:17.000]  她醫不好
[00:09:17.000 --> 00:09:19.000]  沒有錢
[00:09:19.000 --> 00:09:21.000]  反而令她的病情更重
[00:09:21.000 --> 00:09:23.000]  令病情更重這一句
[00:09:23.000 --> 00:09:25.000]  是馬赫才有的
[00:09:25.000 --> 00:09:27.000]  所以可以想像就是
[00:09:27.000 --> 00:09:29.000]  馬赫不斷想強調的是什麼呢
[00:09:29.000 --> 00:09:31.000]  就是一些人
[00:09:31.000 --> 00:09:33.000]  的能力是沒有辦法抗拒到
[00:09:33.000 --> 00:09:35.000]  甚至那些力量
[00:09:35.000 --> 00:09:37.000]  是在威脅人的安全
[00:09:37.000 --> 00:09:41.000]  最後葉老的女兒就不用說了
[00:09:41.000 --> 00:09:43.000]  死了就死了
[00:09:43.000 --> 00:09:45.000]  沒有辦法
[00:09:45.000 --> 00:09:47.000]  於是我們看到
[00:09:47.000 --> 00:09:49.000]  在馬赫的福音裡面
[00:09:49.000 --> 00:09:51.000]  他所強調的是一種
[00:09:51.000 --> 00:09:53.000]  人
[00:09:53.000 --> 00:09:55.000]  無論是門徒
[00:09:55.000 --> 00:09:57.000]  或者是格拉森人
[00:09:57.000 --> 00:09:59.000]  或者之後
[00:09:59.000 --> 00:10:01.000]  葉老的女兒
[00:10:01.000 --> 00:10:03.000]  或者是十二年
[00:10:03.000 --> 00:10:05.000]  活血流病的婦人
[00:10:05.000 --> 00:10:07.000]  生命都是被一個
[00:10:07.000 --> 00:10:09.000]  沒有辦法抗拒的力量
[00:10:09.000 --> 00:10:11.000]  威脅著
[00:10:11.000 --> 00:10:15.000]  我在這段經文寫的時候
[00:10:15.000 --> 00:10:17.000]  我也在想
[00:10:17.000 --> 00:10:19.000]  其實對於我
[00:10:19.000 --> 00:10:21.000]  在香港
[00:10:21.000 --> 00:10:23.000]  也不是很多蛇人會經歷這種
[00:10:23.000 --> 00:10:25.000]  生命受到威脅
[00:10:25.000 --> 00:10:27.000]  於是我也想了幾個
[00:10:27.000 --> 00:10:29.000]  我們香港
[00:10:29.000 --> 00:10:31.000]  不可以說威脅我們的生命
[00:10:31.000 --> 00:10:33.000]  會影響到我們的前途
[00:10:33.000 --> 00:10:35.000]  影響到我們的生活
[00:10:35.000 --> 00:10:37.000]  我也在想
[00:10:37.000 --> 00:10:39.000]  這些會不會都是大家的不可抗力呢
[00:10:39.000 --> 00:10:41.000]  第一個我想就是
[00:10:41.000 --> 00:10:43.000]  我以前是做青少年牧者
[00:10:43.000 --> 00:10:45.000]  所以第一個我想起就是考試
[00:10:45.000 --> 00:10:47.000]  可能對於學生
[00:10:47.000 --> 00:10:49.000]  或者對於我現在做家長來講
[00:10:49.000 --> 00:10:51.000]  子女考不好試
[00:10:51.000 --> 00:10:53.000]  自己考不好試
[00:10:53.000 --> 00:10:55.000]  不可以說影響自己的命
[00:10:55.000 --> 00:10:57.000]  但是總是覺得考需要一個試
[00:10:57.000 --> 00:10:59.000]  特別是公開試
[00:10:59.000 --> 00:11:01.000]  影響你的前途
[00:11:01.000 --> 00:11:03.000]  所以可能我們
[00:11:03.000 --> 00:11:05.000]  不知道是不是現在也是
[00:11:05.000 --> 00:11:07.000]  一去到考試那些季節
[00:11:07.000 --> 00:11:09.000]  團契人數就下跌
[00:11:09.000 --> 00:11:11.000]  所以我經常講笑說
[00:11:11.000 --> 00:11:13.000]  有時候基督徒還需要一個佛教徒
[00:11:13.000 --> 00:11:15.000]  佛教徒都知道
[00:11:15.000 --> 00:11:17.000]  臨急就要抱佛腳
[00:11:17.000 --> 00:11:19.000]  基督徒考試不是
[00:11:19.000 --> 00:11:21.000]  回來崇拜求神
[00:11:21.000 --> 00:11:23.000]  是個個走去自己的婚書
[00:11:23.000 --> 00:11:25.000]  最需要神的時候
[00:11:25.000 --> 00:11:27.000]  就沒有回來敬拜上帝
[00:11:27.000 --> 00:11:29.000]  考試可能對於學生
[00:11:29.000 --> 00:11:31.000]  或者對於家長來講
[00:11:31.000 --> 00:11:33.000]  是一個不可抗力
[00:11:33.000 --> 00:11:35.000]  第二個就是OT
[00:11:35.000 --> 00:11:37.000]  上司叫到
[00:11:37.000 --> 00:11:39.000]  準備要回團契
[00:11:39.000 --> 00:11:41.000]  星期六日好
[00:11:41.000 --> 00:11:43.000]  星期日晚上好
[00:11:43.000 --> 00:11:45.000]  怎知道臨下班的時候老闆說
[00:11:45.000 --> 00:11:47.000]  好像剛剛Alpha course那個影片
[00:11:47.000 --> 00:11:49.000]  做完這件事才好走
[00:11:49.000 --> 00:11:51.000]  然後就沒有辦法了
[00:11:51.000 --> 00:11:53.000]  就不走了
[00:11:53.000 --> 00:11:55.000]  不可抗這個力量
[00:11:55.000 --> 00:11:57.000]  同事未走我做完事都不敢走
[00:11:57.000 --> 00:11:59.000]  這些是不可抗力
[00:11:59.000 --> 00:12:01.000]  或者在圖片第三章
[00:12:01.000 --> 00:12:03.000]  這幅畫都幾有意思
[00:12:03.000 --> 00:12:05.000]  我搜尋蓬佩壓力
[00:12:05.000 --> 00:12:07.000]  幾有意思
[00:12:07.000 --> 00:12:09.000]  有這張圖
[00:12:09.000 --> 00:12:11.000]  開車應該不喝酒
[00:12:11.000 --> 00:12:13.000]  但好像很開心
[00:12:13.000 --> 00:12:15.000]  車裡面的朋友一起喝
[00:12:15.000 --> 00:12:17.000]  可能司機的女士都受不住
[00:12:17.000 --> 00:12:19.000]  這種蓬佩壓力都喝
[00:12:19.000 --> 00:12:21.000]  所以我們
[00:12:21.000 --> 00:12:23.000]  香港未必有
[00:12:23.000 --> 00:12:25.000]  很多我們生活下遇到
[00:12:25.000 --> 00:12:27.000]  影響我們命的不可抗力
[00:12:27.000 --> 00:12:29.000]  但我們知道
[00:12:29.000 --> 00:12:31.000]  身邊的確有些力量
[00:12:31.000 --> 00:12:33.000]  或者有些東西是令到我們
[00:12:33.000 --> 00:12:35.000]  很難去拒絕的
[00:12:35.000 --> 00:12:37.000]  甚至這些拒絕的東西
[00:12:37.000 --> 00:12:39.000]  有時候是好東西
[00:12:39.000 --> 00:12:41.000]  包括什麼呢
[00:12:41.000 --> 00:12:43.000]  有沒有人可以抗拒長假期不去旅行
[00:12:43.000 --> 00:12:45.000]  即將就是了
[00:12:45.000 --> 00:12:47.000]  長假期
[00:12:47.000 --> 00:12:49.000]  我們知青區最近
[00:12:49.000 --> 00:12:51.000]  舉行大齋期操練禁食
[00:12:51.000 --> 00:12:53.000]  有個大英姊妹都問我
[00:12:53.000 --> 00:12:55.000]  或者我自己都會想
[00:12:55.000 --> 00:12:57.000]  嘩 年年參加禁食
[00:12:57.000 --> 00:12:59.000]  那我的復活節旅行還要去
[00:12:59.000 --> 00:13:01.000]  復活節假期
[00:13:01.000 --> 00:13:03.000]  還要去旅行
[00:13:03.000 --> 00:13:05.000]  這些呢
[00:13:05.000 --> 00:13:07.000]  或者是
[00:13:07.000 --> 00:13:09.000]  當你工作裡面
[00:13:09.000 --> 00:13:11.000]  就來談得成一攤生意
[00:13:11.000 --> 00:13:13.000]  或者就來有一個
[00:13:13.000 --> 00:13:15.000]  晉升的機會
[00:13:15.000 --> 00:13:17.000]  或者你都會想
[00:13:17.000 --> 00:13:19.000]  我應該花多些時間
[00:13:19.000 --> 00:13:21.000]  在工作那裡
[00:13:21.000 --> 00:13:23.000]  還是把時間給上帝
[00:13:23.000 --> 00:13:25.000]  那些都是很難抗拒
[00:13:25.000 --> 00:13:27.000]  跟別人拒絕的事
[00:13:27.000 --> 00:13:29.000]  但有時候是好東西
[00:13:29.000 --> 00:13:31.000]  所以我們生活就是面對著
[00:13:31.000 --> 00:13:33.000]  這種有時候令到我們沒辦法拒絕
[00:13:33.000 --> 00:13:35.000]  一出現我們就只可以
[00:13:35.000 --> 00:13:37.000]  Yes Yes Yes 是呀 是呀
[00:13:37.000 --> 00:13:39.000]  所以大家是不是已經拿了假了
[00:13:39.000 --> 00:13:41.000]  準備去旅行
[00:13:41.000 --> 00:13:43.000]  但在福音書裡面
[00:13:43.000 --> 00:13:45.000]  其實不是只是
[00:13:45.000 --> 00:13:47.000]  這裡不是只是記載著
[00:13:47.000 --> 00:13:49.000]  這種威脅人的不可抗力
[00:13:49.000 --> 00:13:51.000]  包括風浪和鬼
[00:13:51.000 --> 00:13:53.000]  這裡呢
[00:13:53.000 --> 00:13:55.000]  還帶出了另一樣東西
[00:13:55.000 --> 00:13:57.000]  就是耶穌怎樣去對應
[00:13:57.000 --> 00:13:59.000]  這些不可抗力
[00:13:59.000 --> 00:14:01.000]  對風和浪
[00:14:01.000 --> 00:14:03.000]  就說停了吧
[00:14:03.000 --> 00:14:05.000]  住了吧
[00:14:05.000 --> 00:14:07.000]  這裡在原文裡面說少少
[00:14:07.000 --> 00:14:09.000]  其實只是兩個字
[00:14:09.000 --> 00:14:11.000]  就是靜 停
[00:14:11.000 --> 00:14:13.000]  我想就是
[00:14:13.000 --> 00:14:15.000]  有時候我做爸爸都要
[00:14:15.000 --> 00:14:17.000]  讓自己的兒子在家裡
[00:14:17.000 --> 00:14:19.000]  或者其他地方到處走
[00:14:19.000 --> 00:14:21.000]  我都要去喊停他
[00:14:21.000 --> 00:14:23.000]  最好的情況就是一喊
[00:14:23.000 --> 00:14:25.000]  就停
[00:14:25.000 --> 00:14:27.000]  但多數
[00:14:27.000 --> 00:14:29.000]  我都見有些母親都認頭
[00:14:29.000 --> 00:14:31.000]  都知道一喊是會不停的
[00:14:31.000 --> 00:14:33.000]  有時候一喊不停
[00:14:33.000 --> 00:14:35.000]  我內心
[00:14:35.000 --> 00:14:37.000]  或者我聽其他弟兄爸爸分享
[00:14:37.000 --> 00:14:39.000]  都是會不高興
[00:14:39.000 --> 00:14:41.000]  不高興的是什麼呢
[00:14:41.000 --> 00:14:43.000]  是當他們不停的時候
[00:14:43.000 --> 00:14:45.000]  表示什麼呢
[00:14:45.000 --> 00:14:47.000]  對了
[00:14:47.000 --> 00:14:49.000]  他在挑戰你的權威
[00:14:49.000 --> 00:14:51.000]  你沒有力量
[00:14:51.000 --> 00:14:53.000]  特別如果在教會裡吵
[00:14:53.000 --> 00:14:55.000]  我就很有壓力
[00:14:55.000 --> 00:14:57.000]  或者在你的親朋戚友面前吵
[00:14:57.000 --> 00:14:59.000]  你喊不停他
[00:14:59.000 --> 00:15:01.000]  甚至會覺得他落你面
[00:15:01.000 --> 00:15:03.000]  在大家面前說我沒有力量
[00:15:03.000 --> 00:15:05.000]  所以
[00:15:05.000 --> 00:15:07.000]  這裡耶穌在展現什麼呢
[00:15:07.000 --> 00:15:09.000]  在風浪和鬼面前
[00:15:09.000 --> 00:15:11.000]  我們很容易就會想
[00:15:11.000 --> 00:15:13.000]  耶穌很有能力
[00:15:13.000 --> 00:15:15.000]  但如果我們細分一點
[00:15:15.000 --> 00:15:17.000]  你看到這裡真的好像
[00:15:17.000 --> 00:15:19.000]  叫小朋友停
[00:15:19.000 --> 00:15:21.000]  然後風浪就停了
[00:15:21.000 --> 00:15:23.000]  就不是在說
[00:15:23.000 --> 00:15:25.000]  展現耶穌的力量
[00:15:25.000 --> 00:15:27.000]  而是在展現耶穌的
[00:15:27.000 --> 00:15:29.000]  權柄
[00:15:29.000 --> 00:15:31.000]  風浪是要聽祂的話
[00:15:31.000 --> 00:15:33.000]  人沒有辦法
[00:15:33.000 --> 00:15:35.000]  人都要聽風浪的話
[00:15:35.000 --> 00:15:37.000]  任憑風浪主宰生死
[00:15:37.000 --> 00:15:39.000]  但是耶穌有權
[00:15:39.000 --> 00:15:41.000]  去吩咐風和浪
[00:15:41.000 --> 00:15:43.000]  到了鬼面前
[00:15:43.000 --> 00:15:45.000]  也是一樣
[00:15:45.000 --> 00:15:47.000]  鬼不斷要求耶穌放過祂
[00:15:47.000 --> 00:15:49.000]  就是耶穌一句
[00:15:49.000 --> 00:15:51.000]  給還是不給
[00:15:51.000 --> 00:15:53.000]  鬼就要照聽
[00:15:53.000 --> 00:15:55.000]  所以兩個故事
[00:15:55.000 --> 00:15:57.000]  除了講人面對著
[00:15:57.000 --> 00:15:59.000]  威脅生命的不可抗力之外
[00:15:59.000 --> 00:16:01.000]  同時間在展現耶穌的
[00:16:01.000 --> 00:16:03.000]  權柄
[00:16:03.000 --> 00:16:05.000]  超然的權柄
[00:16:05.000 --> 00:16:07.000]  無論是大自然或超自然
[00:16:07.000 --> 00:16:09.000]  都是要服在耶穌的
[00:16:09.000 --> 00:16:11.000]  權柄底下
[00:16:11.000 --> 00:16:13.000]  最後
[00:16:13.000 --> 00:16:15.000]  同樣的
[00:16:15.000 --> 00:16:17.000]  故事都有記載著
[00:16:17.000 --> 00:16:19.000]  門徒見到耶穌這種權柄
[00:16:19.000 --> 00:16:21.000]  或者人見到這個權柄之後
[00:16:21.000 --> 00:16:23.000]  怎樣反應
[00:16:23.000 --> 00:16:25.000]  門徒就說
[00:16:25.000 --> 00:16:27.000]  這個是誰來的
[00:16:27.000 --> 00:16:29.000]  風和海都要聽祂說
[00:16:29.000 --> 00:16:31.000]  驚
[00:16:31.000 --> 00:16:33.000]  格拉森人就說
[00:16:33.000 --> 00:16:35.000]  耶穌你走吧
[00:16:35.000 --> 00:16:37.000]  所以
[00:16:37.000 --> 00:16:39.000]  所以
