
[00:00:00.000 --> 00:00:04.640]  新的一年,在這裡祝大家新的一年有新的恩典
[00:08:36.160 --> 00:08:37.280]  你看看這個「素羅」
[00:08:37.280 --> 00:08:39.120]  一點都不簡單
[00:08:39.120 --> 00:08:40.720]  而《小行傳》第22章
[00:08:40.720 --> 00:08:42.960]  「素羅」他自己做見證的時候
[00:08:42.960 --> 00:08:45.920]  都曾經說他自己都不是好人
[00:08:45.920 --> 00:08:46.960]  他特別是對著
[00:08:46.960 --> 00:08:48.240]  這群基督徒都不是好人
[00:08:48.240 --> 00:08:49.200]  第四第五節
[00:08:49.200 --> 00:08:52.480]  他說「我有一層逼迫奉者道的人
[00:08:52.480 --> 00:08:54.240]  直到死地
[00:08:54.240 --> 00:08:56.800]  要將他們置諸死地
[00:08:56.800 --> 00:09:00.080]  無論男女都索拿下監
[00:09:00.080 --> 00:09:02.000]  這個是大祭司和眾長老
[00:09:02.000 --> 00:09:03.600]  都可以給我作見證的
[00:09:03.600 --> 00:09:07.040]  我又領他們達禹弟兄的信
[00:09:07.040 --> 00:09:08.720]  就是寫給國會堂的信
[00:09:08.720 --> 00:09:09.920]  去大馬色
[00:09:09.920 --> 00:09:14.000]  要將那裡信奉者道的人
[00:09:14.000 --> 00:09:16.560]  索拿帶到耶路撒冷受刑」
[00:09:16.560 --> 00:09:18.320]  第十九第十二節
[00:09:18.320 --> 00:09:19.280]  他跟主說
[00:09:19.280 --> 00:09:20.480]  主逼迫他
[00:09:20.480 --> 00:09:23.040]  主光照他的時候
[00:09:23.040 --> 00:09:23.840]  他說「主啊
[00:09:23.840 --> 00:09:28.320]  他們知道我從前把信祢的人收在監裡
[00:09:28.320 --> 00:09:30.880]  又在國會堂裡邊打他們
[00:09:30.880 --> 00:09:32.480]  怎樣迫害他們
[00:09:32.480 --> 00:09:34.160]  還說邊打他們
[00:09:34.160 --> 00:09:36.960]  並且你的見證人斯提反被害流血的時候
[00:09:36.960 --> 00:09:38.800]  我都站在旁邊歡喜
[00:09:38.800 --> 00:09:44.320]  又看守害死他之人的衣裳」
[00:09:44.320 --> 00:09:46.160]  這個素羅是什麼人?
[00:09:46.160 --> 00:09:47.680]  亞拿尼亞
[00:09:47.680 --> 00:09:49.360]  心中有數
[00:09:49.360 --> 00:09:51.840]  但是主吩咐他做什麼?
[00:09:51.840 --> 00:09:56.080]  吩咐他去找這個素羅
[00:09:56.080 --> 00:09:58.400]  找他
[00:09:58.400 --> 00:10:01.280]  你代入亞拿尼亞心中
[00:10:01.280 --> 00:10:04.880]  走去猶大的家裡訪問
[00:10:04.880 --> 00:10:08.800]  這個大素人素羅有如什麼?
[00:10:08.800 --> 00:10:11.360]  送羊入虎口
[00:10:11.360 --> 00:10:13.040]  難道要我去送死?
[00:10:13.040 --> 00:10:15.200]  自投羅網?
[00:10:15.200 --> 00:10:18.400]  可能亞拿尼亞在想這些
[00:10:18.400 --> 00:10:21.920]  第二 如果亞拿尼亞按守在素羅身上
[00:10:21.920 --> 00:10:24.960]  叫他能夠看見又代表什麼?
[00:10:24.960 --> 00:10:27.600]  叫他能夠看見被聖靈充滿
[00:10:27.600 --> 00:10:30.480]  他現在瞎了就最好了
[00:10:30.480 --> 00:10:33.600]  他拿著批文來換一封信
[00:10:33.600 --> 00:10:37.680]  搞到他抓不到基督徒才是
[00:10:37.680 --> 00:10:39.920]  你現在還要他恢復他的視力
[00:10:39.920 --> 00:10:41.280]  你是否幫他一把?
[00:10:41.280 --> 00:10:43.520]  如果讓眾基督徒知道
[00:10:43.520 --> 00:10:44.720]  眾門徒知道
[00:10:44.720 --> 00:10:49.360]  你是否跟素羅一黨?
[00:10:49.360 --> 00:10:53.840]  不過亞拿尼亞沒有將我們估計
[00:10:53.840 --> 00:10:56.720]  沒有將我們心中的疑問說出口
[00:10:56.720 --> 00:10:59.120]  亞拿尼亞如何回應主的吩咐?
[00:10:59.120 --> 00:11:00.560]  第十三 第十四節
[00:11:00.560 --> 00:11:01.360]  我們一起讀
[00:11:01.360 --> 00:11:02.720]  一二三
[00:11:02.720 --> 00:11:04.320]  亞拿尼亞回答
[00:11:04.320 --> 00:11:07.920]  主啊 我聽見許多人說
[00:11:07.920 --> 00:11:10.560]  這人怎樣在耶路撒冷
[00:11:10.560 --> 00:11:13.120]  多多苦害你的聖徒
[00:11:13.120 --> 00:11:18.160]  並且他在這裡有從祭司掌得來的權柄
[00:11:18.160 --> 00:11:23.200]  懇訪一切求告你名的人
[00:11:23.200 --> 00:11:25.760]  留意亞拿尼亞
[00:11:25.760 --> 00:11:27.440]  他對主的回應
[00:11:27.440 --> 00:11:31.280]  沒有表達到個人的情緒
[00:11:31.280 --> 00:11:33.040]  或者意願
[00:11:33.040 --> 00:11:34.480]  沒有說
[00:11:34.480 --> 00:11:36.000]  有沒有搞錯?
[00:11:36.000 --> 00:11:36.880]  沒有說
[00:11:36.880 --> 00:11:38.320]  喂 我好害怕
[00:11:38.320 --> 00:11:39.200]  沒有說
[00:11:39.200 --> 00:11:40.960]  沒有可能 他沒有說
[00:11:40.960 --> 00:11:42.880]  這些只是我們想
[00:11:42.880 --> 00:11:44.480]  亞拿尼亞的回應是甚麼呢?
[00:11:44.480 --> 00:11:48.640]  他說他只是說出兩個客觀的事實
[00:11:48.640 --> 00:11:50.880]  甚麼客觀的事實?
[00:11:50.880 --> 00:11:52.640]  是素羅在耶路撒冷
[00:11:52.640 --> 00:11:56.160]  多多苦害主的聖徒
[00:11:56.160 --> 00:11:58.000]  甚麼客觀的事實?
[00:11:58.000 --> 00:12:01.600]  是素羅有從祭司掌得來的權柄
[00:12:01.600 --> 00:12:04.640]  懇訪一切求告主名的人
[00:12:04.640 --> 00:12:07.520]  這些都是客觀的事實
[00:12:07.520 --> 00:12:09.760]  亞拿尼亞沒有誇張
[00:12:09.760 --> 00:12:12.480]  他沒有作大
[00:12:12.480 --> 00:12:14.080]  他沒有說
[00:12:14.080 --> 00:12:19.280]  我們估計在他心裡的疑問
[00:12:19.280 --> 00:12:22.320]  亞拿尼亞列舉這兩個事實
[00:12:22.320 --> 00:12:23.440]  有甚麼用呢?
[00:12:23.440 --> 00:12:25.360]  一是反映
[00:12:25.360 --> 00:12:28.160]  主不知道嗎?
[00:12:28.160 --> 00:12:32.320]  主不知道素羅曾經苦害他的聖徒嗎?
[00:12:32.320 --> 00:12:34.880]  各位姐妹知道嗎?
[00:12:34.880 --> 00:12:38.560]  在九章第三節之後
[00:12:38.560 --> 00:12:42.480]  有一個光照著素羅
[00:12:42.480 --> 00:12:44.640]  然後有聲音對素羅說
[00:12:44.640 --> 00:12:50.640]  「素羅!素羅!你為甚麼逼迫我?」
[00:12:50.640 --> 00:12:51.760]  素羅說
[00:12:51.760 --> 00:12:54.240]  「主啊!我何時逼迫你?」
[00:12:54.240 --> 00:12:55.360]  主說
[00:12:55.360 --> 00:12:58.640]  「你逼迫我的門徒跟隨我的人」
[00:12:58.640 --> 00:13:01.680]  主知不知道素羅是逼迫他的人嗎?
[00:13:01.680 --> 00:13:03.040]  主知道
[00:13:03.040 --> 00:13:05.200]  亞拿尼亞為何這樣說呢?
[00:13:05.200 --> 00:13:09.120]  可能他真的想著主不知道
[00:13:09.120 --> 00:13:13.840]  又或者他真的在表達他心中的疑問
[00:13:13.840 --> 00:13:16.080]  不過還是吞了他
[00:13:16.080 --> 00:13:17.360]  說回這兩個事實
[00:13:17.360 --> 00:13:19.040]  可能他真的不是很明白
[00:13:19.040 --> 00:13:21.120]  甚至很質疑主的做法
[00:13:21.120 --> 00:13:23.760]  希望主你三思
[00:13:23.760 --> 00:13:26.240]  想清楚這個人
[00:13:26.240 --> 00:13:29.440]  這個人曾經是這樣的
[00:13:29.440 --> 00:13:32.960]  曾經是殘害你的聖徒
[00:13:32.960 --> 00:13:34.560]  並且現在是怎樣
[00:13:34.560 --> 00:13:36.640]  他手上有批文
[00:13:36.640 --> 00:13:41.680]  繼續去捉拿那些求告主名的人
[00:13:41.680 --> 00:13:43.920]  沒有放過
[00:13:43.920 --> 00:13:46.320]  主啊!真的是他嗎?
[00:13:46.320 --> 00:13:50.560]  不過這句說話吞了,沒有說
[00:13:50.560 --> 00:13:56.320]  面對亞拿尼亞陳述的兩個事實
[00:13:56.320 --> 00:13:58.320]  主有甚麼回應呢?
[00:13:58.320 --> 00:14:00.080]  第十五、十六節
[00:14:00.080 --> 00:14:01.360]  主對亞拿尼亞說
[00:14:01.360 --> 00:14:03.360]  「你只管去」
[00:14:03.360 --> 00:14:06.400]  「他是我所揀選的器皿」
[00:14:06.400 --> 00:14:11.040]  「要在愛邦人和君王並以色列人面前宣告我的名」
[00:14:11.040 --> 00:14:12.560]  「我們都要指示他」
[00:14:12.560 --> 00:14:17.360]  「為我的名必須受許多的苦難」
[00:14:17.360 --> 00:14:19.840]  這裡有三個重點
[00:14:19.840 --> 00:14:20.960]  第一
[00:14:20.960 --> 00:14:23.200]  主直接吩咐亞拿尼亞
[00:14:23.200 --> 00:14:26.160]  「你只管去」
[00:14:26.160 --> 00:14:28.160]  「你照去」
[00:14:28.160 --> 00:14:31.040]  意味著叫他不用怕
[00:14:31.040 --> 00:14:33.440]  或者不用質疑,你去吧
[00:14:33.440 --> 00:14:34.800]  沒有錯的
[00:14:34.800 --> 00:14:36.400]  但主不是停在那裡
[00:14:36.400 --> 00:14:37.360]  「你去吧」
[00:14:37.360 --> 00:14:38.400]  「總之你去吧」
[00:14:38.400 --> 00:14:40.160]  「總之你去吧」
[00:14:40.160 --> 00:14:41.520]  主有解釋
[00:14:41.520 --> 00:14:46.080]  為何他找這個人
[00:14:46.080 --> 00:14:52.400]  主將他找訴羅的用意或計劃說
[00:14:52.400 --> 00:14:56.240]  訴羅是他所揀選的器皿,代表甚麼?
[00:14:56.240 --> 00:14:59.360]  器皿是給主使用
[00:14:59.360 --> 00:15:02.800]  訴羅是將要成為我使用的一個人
[00:15:02.800 --> 00:15:04.160]  他怎樣使用他?
[00:15:04.160 --> 00:15:09.760]  要使用他在愛邦人和君王並以色列人面前做甚麼?
[00:15:09.760 --> 00:15:12.960]  宣揚他的名
[00:15:12.960 --> 00:15:15.600]  原來主要用他
[00:15:15.600 --> 00:15:18.160]  所以不需要疑惑
[00:15:18.160 --> 00:15:21.440]  也不夠,主要用他
[00:15:21.440 --> 00:15:23.200]  你怎樣用他?
[00:15:23.200 --> 00:15:28.000]  你用一個曾經殘害你門徒的人嗎?
[00:15:28.000 --> 00:15:32.640]  所以主很緊接地告訴阿拿尼亞
[00:15:32.640 --> 00:15:35.280]  主會指示訴羅
[00:15:35.280 --> 00:15:40.000]  訴羅會為主的名受許多苦難
[00:15:40.000 --> 00:15:45.680]  意味著主會讓訴羅知道自己將來的改變
[00:15:45.680 --> 00:15:50.640]  也告訴阿拿尼亞這個人將來的改變
[00:15:50.640 --> 00:15:52.480]  有時想想,主是否故意
[00:15:52.480 --> 00:15:54.240]  你不要以為他以前迫不順從
[00:15:54.240 --> 00:15:56.320]  將來他也不好過
[00:15:56.320 --> 00:15:57.920]  不是
[00:15:57.920 --> 00:16:02.080]  主是要向阿拿尼亞展示他的心意
[00:16:02.080 --> 00:16:09.360]  他怎樣使用一個曾經迫不順從的人
[00:16:09.360 --> 00:16:13.280]  這個訴羅將來會為主改變
[00:16:13.280 --> 00:16:18.240]  從前迫不跟隨主的人
[00:16:18.240 --> 00:16:21.920]  將來他要為主受迫迫
[00:16:21.920 --> 00:16:28.400]  這是上帝的心意,上帝的計劃
[00:16:28.400 --> 00:16:34.080]  在這部分我跟頂姐妹做兩個反思
[00:16:34.080 --> 00:16:35.360]  第一
[00:16:35.360 --> 00:16:37.360]  有時我們要遵循上帝的吩咐
[00:16:37.360 --> 00:16:42.880]  真的要有一種明知不可為而為之的心態
[00:16:42.880 --> 00:16:46.880]  但這種心態或心智不是自然有的
[00:16:46.880 --> 00:16:50.080]  有時我們是知而行難
[00:16:50.080 --> 00:16:54.080]  阿拿尼亞的表現給我們甚麼提醒呢
[00:16:54.080 --> 00:16:57.920]  不要一開始就用自己所謂做事的原則
[00:16:57.920 --> 00:17:00.320]  或我們向來的感受
[00:17:00.320 --> 00:17:03.200]  甚至是很多人的意見來擋住
[00:17:03.200 --> 00:17:10.560]  上帝那份可能不受歡迎的感動或吩咐
[00:17:10.560 --> 00:17:12.480]  上帝的感動,上帝的吩咐
[00:17:12.480 --> 00:17:13.760]  被人看到的異象
[00:17:13.760 --> 00:17:16.320]  嘩,不可思議
[00:17:16.320 --> 00:17:19.600]  你要我找一個曾經迫不順從的人
[00:17:19.600 --> 00:17:23.840]  不止曾經,現在繼續迫不住的人
[00:17:23.840 --> 00:17:27.040]  簡直是不可能
[00:17:27.040 --> 00:17:30.480]  不過阿拿尼亞她是怎樣反應呢
[00:17:30.480 --> 00:17:34.480]  她將她見到客觀的事實告訴上帝
[00:17:34.480 --> 00:17:40.560]  好像意味著不可能,不應該,我會死的
[00:17:40.560 --> 00:17:43.760]  但阿拿尼亞沒有即時的推翻
[00:17:43.760 --> 00:17:47.680]  她只是將那兩個客觀的事實告訴上帝
[00:17:47.680 --> 00:17:51.760]  似乎暗示著她裡面的不明白
[00:17:51.760 --> 00:17:53.920]  那些的不可能
[00:17:53.920 --> 00:17:58.000]  我們要學習停留在這些疑問裡面
[00:17:58.000 --> 00:18:02.240]  甚至是繼續和上帝對話
[00:18:02.240 --> 00:18:06.800]  上帝是會將我們需要知道的事情
[00:18:06.800 --> 00:18:09.040]  逐一告訴我們
[00:18:09.040 --> 00:18:11.840]  留意上帝不一定一開始的時候
