
[00:00:00.000 --> 00:00:05.000]  大家好,早前我看電視的時候
[00:05:21.000 --> 00:05:30.000]  就好像早前傳道書三章和八章第六節所講
[00:05:30.000 --> 00:05:35.000]  這一切艱難所帶來的生命破碎
[00:05:35.000 --> 00:05:39.000]  其實有時候是有定理的
[00:05:39.000 --> 00:05:41.000]  「時候」這裏講了給你聽
[00:05:41.000 --> 00:05:43.000]  是有特定時間
[00:05:43.000 --> 00:05:49.000]  「定理」就是其實有某些已經定了的規律
[00:05:49.000 --> 00:05:55.000]  不過這些時間和規律究竟是怎樣運作呢?
[00:05:55.000 --> 00:05:57.000]  最糟糕的就是我們不知道
[00:05:57.000 --> 00:06:03.000]  所以苦難其實是無常的
[00:06:03.000 --> 00:06:06.000]  無常會帶來痛苦的原因
[00:06:06.000 --> 00:06:09.000]  是因為我們沒有想過
[00:06:09.000 --> 00:06:13.000]  這些突如其來的事情會發生在我們身上
[00:06:13.000 --> 00:06:15.000]  以致我們的生活
[00:06:15.000 --> 00:06:19.000]  甚至我們整個生命都好像被反轉了一樣
[00:06:19.000 --> 00:06:22.000]  對於生活美好的期盼
[00:06:22.000 --> 00:06:25.000]  忽然之間消失了
[00:06:25.000 --> 00:06:30.000]  當這些不似預期的情況來到的時候
[00:06:30.000 --> 00:06:35.000]  有人會借用1977年一齣電視劇
[00:06:35.000 --> 00:06:37.000]  《家變》的主題曲
[00:06:37.000 --> 00:06:39.000]  我相信這句你一定聽過
[00:06:39.000 --> 00:06:43.000]  「知否世事常變,變幻才是永恆」
[00:06:43.000 --> 00:06:47.000]  這個解說講不講得通呢?
[00:06:47.000 --> 00:06:50.000]  意思就是說其實世間的萬事萬物
[00:06:50.000 --> 00:06:53.000]  都是會不斷轉變的
[00:06:53.000 --> 00:06:59.000]  這些變化本身就是唯一不變的恆常定律
[00:06:59.000 --> 00:07:04.000]  另外一句相類似的民間說法是這樣說的
[00:07:04.000 --> 00:07:07.000]  山不轉就水轉
[00:07:07.000 --> 00:07:09.000]  水不轉就路轉
[00:07:09.000 --> 00:07:11.000]  路不轉就人轉
[00:07:11.000 --> 00:07:13.000]  聽過了是吧?
[00:07:13.000 --> 00:07:17.000]  在當中就是說你不要執著就行了
[00:07:17.000 --> 00:07:23.000]  體化些用平常心來面對這些事情
[00:07:23.000 --> 00:07:26.000]  活在當下就行了
[00:07:26.000 --> 00:07:28.000]  說就這樣說
[00:07:28.000 --> 00:07:31.000]  但是要做得到就行了
[00:07:31.000 --> 00:07:34.000]  經文第七節是這樣說的
[00:07:34.000 --> 00:07:36.000]  他不知道將來的事
[00:07:36.000 --> 00:07:38.000]  因為將來如何
[00:07:38.000 --> 00:07:40.000]  誰能告訴他呢?
[00:07:40.000 --> 00:07:44.000]  人在這些不知道將來的事
[00:07:44.000 --> 00:07:46.000]  會發生什麼事呢?
[00:07:46.000 --> 00:07:47.000]  不知道
[00:07:47.000 --> 00:07:49.000]  在這樣的情況下
[00:07:49.000 --> 00:07:53.000]  要面對目前和未來
[00:07:53.000 --> 00:07:57.000]  都不知道有什麼更加艱難的事發生
[00:07:57.000 --> 00:08:01.000]  很自然就會覺得非常痛苦
[00:08:01.000 --> 00:08:05.000]  哪裡還有動力繼續向前
[00:08:05.000 --> 00:08:09.000]  如果你說沒辦法放下執著
[00:08:09.000 --> 00:08:15.000]  不如試試另外一個面對無常的方法
[00:08:15.000 --> 00:08:17.000]  就是認命
[00:08:17.000 --> 00:08:22.000]  人生好像很多事情都沒得選擇
[00:08:22.000 --> 00:08:25.000]  但是卻是影響著我們的未來
[00:08:25.000 --> 00:08:28.000]  你出生,什麼時候出生?
[00:08:28.000 --> 00:08:30.000]  在哪裡出生?
[00:08:30.000 --> 00:08:34.000]  究竟爸爸媽媽的背景、學識是怎樣?
[00:08:34.000 --> 00:08:36.000]  他們是什麼性格?
[00:08:36.000 --> 00:08:38.000]  自己高矮肥瘦?
[00:08:38.000 --> 00:08:40.000]  是不是帥哥帥妹?
[00:08:40.000 --> 00:08:45.000]  讀書的時候有沒有機會贏在起跑線?
[00:08:45.000 --> 00:08:47.000]  到你出來工作
[00:08:47.000 --> 00:08:51.000]  當時社會的經濟環境是怎樣?
[00:08:51.000 --> 00:08:56.000]  完全影響到你究竟是否容易找到工作
[00:08:56.000 --> 00:09:00.000]  上述所有的元素
[00:09:00.000 --> 00:09:05.000]  基本上我們通通都控制不了
[00:09:05.000 --> 00:09:07.000]  今天我們可以用
[00:09:07.000 --> 00:09:09.000]  有遺傳基因
[00:09:09.000 --> 00:09:11.000]  我們有原生家庭
[00:09:11.000 --> 00:09:15.000]  甚至種種的社會經濟理論
[00:09:15.000 --> 00:09:19.000]  試試解釋一下這些狀況
[00:09:19.000 --> 00:09:21.000]  問題就是
[00:09:21.000 --> 00:09:24.000]  你解釋得到又如何?
[00:09:24.000 --> 00:09:28.000]  我們仍然需要面對這一切的打擊
[00:09:28.000 --> 00:09:31.000]  正所謂「時也命也」
[00:09:31.000 --> 00:09:33.000]  有人適逢其會
[00:09:33.000 --> 00:09:35.000]  有人生不逢時
[00:09:35.000 --> 00:09:39.000]  是天注定的
[00:09:39.000 --> 00:09:41.000]  我們看清楚
[00:09:41.000 --> 00:09:44.000]  其實「命運」這兩個字
[00:09:44.000 --> 00:09:46.000]  有兩個向度
[00:09:46.000 --> 00:09:48.000]  不知道大家有沒有留意
[00:09:48.000 --> 00:09:52.000]  「命」是指有意志的天命
[00:09:52.000 --> 00:09:57.000]  「運」是指沒有意志的宇宙力量
[00:09:57.000 --> 00:09:59.000]  對於基督徒來說
[00:09:59.000 --> 00:10:01.000]  其實我們都相信
[00:10:01.000 --> 00:10:05.000]  我們面對的事
[00:10:05.000 --> 00:10:08.000]  其實都在神的掌管之下
[00:10:08.000 --> 00:10:12.000]  就算微小到你很趕時間
[00:10:12.000 --> 00:10:14.000]  等巴士的時候
[00:10:14.000 --> 00:10:17.000]  究竟巴士是否準時到站
[00:10:17.000 --> 00:10:21.000]  其實都有神的旨意在其中
[00:10:21.000 --> 00:10:23.000]  我不知道你是否這樣想
[00:10:23.000 --> 00:10:26.000]  沒有事是偶然的
[00:10:26.000 --> 00:10:29.000]  當我們看清楚一點的時候
[00:10:29.000 --> 00:10:33.000]  其實基督徒去看「命運」
[00:10:33.000 --> 00:10:36.000]  我們都不是完全否定的
[00:10:36.000 --> 00:10:39.000]  不過我們只是看了頭一半
[00:10:39.000 --> 00:10:40.000]  這個天命
[00:10:40.000 --> 00:10:44.000]  有一個有意志的上帝看著
[00:10:44.000 --> 00:10:46.000]  不過另外一半
[00:10:46.000 --> 00:10:49.000]  冥冥中有一個宇宙力量
[00:10:49.000 --> 00:10:51.000]  或者不明的因素
[00:10:51.000 --> 00:10:53.000]  我們的「運」
[00:10:53.000 --> 00:10:54.000]  來掌管我們
[00:10:54.000 --> 00:10:56.000]  我們就不相信這些
[00:10:56.000 --> 00:10:59.000]  基督徒是這樣的
[00:10:59.000 --> 00:11:03.000]  如果我們將我們生命裏面
[00:11:03.000 --> 00:11:05.000]  所有大小的事情
[00:11:05.000 --> 00:11:08.000]  都視為神安排的
[00:11:08.000 --> 00:11:12.000]  祂一定有祂的美意在其中
[00:11:12.000 --> 00:11:17.000]  用這個方法來解釋苦難
[00:11:17.000 --> 00:11:19.000]  其實都頗勉強的
[00:11:19.000 --> 00:11:23.000]  上星期孔傳道就講過
[00:11:23.000 --> 00:11:25.000]  這個例子
[00:11:25.000 --> 00:11:29.000]  有人會將問題歸咎於
[00:11:29.000 --> 00:11:31.000]  是撒旦的工作
[00:11:31.000 --> 00:11:33.000]  人犯罪
[00:11:33.000 --> 00:11:37.000]  而因此就否定了
[00:11:37.000 --> 00:11:39.000]  人間的苦難
[00:11:39.000 --> 00:11:43.000]  是出於神積極的意志
[00:11:43.000 --> 00:11:45.000]  上帝不會作弄我們
[00:11:45.000 --> 00:11:49.000]  最多祂都是容許
[00:11:49.000 --> 00:11:52.000]  默許這些事情發生
[00:11:52.000 --> 00:11:57.000]  就算你接納這個說法也好
[00:11:57.000 --> 00:11:59.000]  我想告訴你
[00:11:59.000 --> 00:12:01.000]  其實對於要解決
[00:12:01.000 --> 00:12:04.000]  正在受苦的人
[00:12:04.000 --> 00:12:07.000]  心裏面的艱難痛苦
[00:12:07.000 --> 00:12:10.000]  是一點幫助都沒有的
[00:12:10.000 --> 00:12:12.000]  講這麼多幹什麼
[00:12:12.000 --> 00:12:17.000]  我爸爸在我中一的時候
[00:12:17.000 --> 00:12:22.000]  因為中風而突然離開世界
[00:12:22.000 --> 00:12:26.000]  我的身材一點都不像我爸爸
[00:12:26.000 --> 00:12:28.000]  我爸爸很高大的
[00:12:28.000 --> 00:12:30.000]  超過五尺十寸
[00:12:30.000 --> 00:12:32.000]  一百八十多
[00:12:32.000 --> 00:12:34.000]  可能去到一百九十磅
[00:12:34.000 --> 00:12:35.000]  很大隻的大肥佬
[00:12:35.000 --> 00:12:37.000]  有個大肚腩
[00:12:37.000 --> 00:12:39.000]  然後他很勤力的
[00:12:39.000 --> 00:12:42.000]  為了家裏的緣故打了兩份工
[00:12:42.000 --> 00:12:45.000]  所以在他的字典裏面
[00:12:45.000 --> 00:12:48.000]  沒有一個字叫做「運動」
[00:12:48.000 --> 00:12:51.000]  也沒有一個字叫做「休息」
[00:12:51.000 --> 00:12:54.000]  不停像一隻牛一樣做
[00:12:54.000 --> 00:12:57.000]  到他離開世界之後
[00:12:57.000 --> 00:13:00.000]  有些親戚就說
[00:13:00.000 --> 00:13:05.000]  看你爸爸的臉都很紅
[00:13:05.000 --> 00:13:10.000]  應該他的血壓都有點問題
[00:13:10.000 --> 00:13:14.000]  按照今天的風險評估
[00:13:14.000 --> 00:13:16.000]  這樣的身形
[00:13:16.000 --> 00:13:19.000]  又不運動又不休息的人
[00:13:19.000 --> 00:13:23.000]  其實可以完全解釋得到
[00:13:23.000 --> 00:13:26.000]  為什麼他會突然中風
[00:13:26.000 --> 00:13:32.000]  不過對於一個沒有了爸爸的孩子來說
[00:13:32.000 --> 00:13:37.000]  其實就算解釋得到又如何
[00:13:37.000 --> 00:13:41.000]  仍然解決不了我心裏的疑惑
[00:13:41.000 --> 00:13:43.000]  傷痛和憤怒
[00:13:43.000 --> 00:13:48.000]  唯有在默默當中
[00:13:48.000 --> 00:13:51.000]  很多眼淚接受
[00:13:51.000 --> 00:13:56.000]  那時我全家人都未信耶穌
[00:13:56.000 --> 00:14:01.000]  所以根本不會知道傳道書是甚麼
[00:14:01.000 --> 00:14:06.000]  不過其實傳道書八章第八節上半節
[00:14:06.000 --> 00:14:09.000]  原來告訴我們
[00:14:09.000 --> 00:14:14.000]  無人有權力掌管生命將生命留住
[00:14:14.000 --> 00:14:18.000]  也無人有權力掌管死期
[00:14:18.000 --> 00:14:21.000]  即是人真是很無助
[00:14:21.000 --> 00:14:24.000]  因為是生是死
[00:14:24.000 --> 00:14:28.000]  其實都不到人話事
[00:14:28.000 --> 00:14:31.000]  我們繼續看下去
[00:14:31.000 --> 00:14:34.000]  九至十一節說甚麼呢
[00:14:34.000 --> 00:14:35.000]  我們一起讀
[00:14:35.000 --> 00:14:42.000]  這一切我都見過也專心查考日光之下所做的一切事
[00:14:42.000 --> 00:14:46.000]  有時這人管轄那人令人受害
[00:14:46.000 --> 00:14:49.000]  我見惡人埋葬歸入墳墓
[00:14:49.000 --> 00:14:53.000]  又見行正直事的離開聖地
[00:14:53.000 --> 00:14:55.000]  在城中被人忘記
[00:14:55.000 --> 00:14:57.000]  這也是虛空
[00:14:57.000 --> 00:15:00.000]  因為斷定罪名不立刻施刑
[00:15:00.000 --> 00:15:03.000]  所以世人滿心作惡
[00:15:03.000 --> 00:15:11.000]  其實第九節是第一至第八節的小節
[00:15:11.000 --> 00:15:14.000]  屬於丞相啟俠
[00:15:14.000 --> 00:15:17.000]  第九節的經文說
[00:15:17.000 --> 00:15:24.000]  這一切我都見過也專心查考日光之下所做的一切事
[00:15:24.000 --> 00:15:28.000]  有時這人管轄那人令人受害
[00:15:28.000 --> 00:15:36.000]  除了上文講到無法控制所有處境之外
[00:15:36.000 --> 00:15:39.000]  這裡另一方面告訴我們
[00:15:39.000 --> 00:15:46.000]  原來有人是因為被壓迫的緣故而受到傷害
[00:15:46.000 --> 00:15:49.000]  而接著的第十和第十一節
[00:15:49.000 --> 00:15:58.000]  就要告訴我們原來惡人和惡人的命運是會顛倒的
[00:15:58.000 --> 00:16:04.000]  在舊約聖經都記載過不少事件
[00:16:04.000 --> 00:16:07.000]  這裡列了幾件給你看
[00:16:07.000 --> 00:16:13.000]  其實行惡的人理應是沒有好下場
[00:16:13.000 --> 00:16:16.000]  不得埋葬
[00:16:16.000 --> 00:16:20.000]  但是在現實生活當中
[00:16:20.000 --> 00:16:24.000]  他們竟然可以得到好死
[00:16:24.000 --> 00:16:31.000]  反而好人死後還要離開屬於神的聖地
[00:16:31.000 --> 00:16:33.000]  經文是這樣說的
[00:16:33.000 --> 00:16:36.000]  沒有人記得他們所做過的好事
[00:16:36.000 --> 00:16:39.000]  簡單的結論是什麼呢
[00:16:39.000 --> 00:16:41.000]  好人就沒有好報
[00:16:41.000 --> 00:16:43.000]  惡人就沒有惡報
[00:16:43.000 --> 00:16:46.000]  就算有刑罰也好
[00:16:46.000 --> 00:16:49.000]  公義是山山來遲
[00:16:49.000 --> 00:16:53.000]  惡人結果就變本加厲
[00:16:53.000 --> 00:16:55.000]  越來越囂張
[00:16:55.000 --> 00:17:00.000]  令人感慨虛空嘆息
[00:17:00.000 --> 00:17:04.000]  現實的處境就是這樣
[00:17:04.000 --> 00:17:08.000]  如果現實的處境是這麼艱難
[00:17:08.000 --> 00:17:10.000]  死火了
[00:17:10.000 --> 00:17:12.000]  出路在哪裡呢
[00:17:12.000 --> 00:17:20.000]  經文在我剛剛跳過第八節的下半節
[00:17:20.000 --> 00:17:23.000]  給了我們一些貼士
[00:17:23.000 --> 00:17:28.000]  八章八節下半節是這樣說的
[00:17:28.000 --> 00:17:31.000]  這場征戰無人能免
[00:17:31.000 --> 00:17:37.000]  邪惡也不能救那好行邪惡的人
[00:17:37.000 --> 00:17:46.000]  這裏有醒學者說這場征戰是死亡的時候
[00:17:46.000 --> 00:17:50.000]  免就是不能派代表
[00:17:50.000 --> 00:17:59.000]  就是說每一個人都必須親自面對死亡
[00:17:59.000 --> 00:18:04.000]  在什麼時間什麼方式來經歷死亡呢
[00:18:04.000 --> 00:18:08.000]  是人沒有辦法決定的
[00:18:08.000 --> 00:18:12.000]  我們更加不可以派代表
[00:18:12.000 --> 00:18:15.000]  找人代理去死
[00:18:15.000 --> 00:18:17.000]  沒有這樣的事
[00:18:17.000 --> 00:18:20.000]  至於最後那句
[00:18:20.000 --> 00:18:24.000]  邪惡也不能救那好行邪惡的人
[00:18:24.000 --> 00:18:30.000]  如果你直譯就是說到邪惡救不了他的主人
[00:18:30.000 --> 00:18:37.000]  簡單來說 惡人難逃一死
[00:18:37.000 --> 00:18:41.000]  為什麼傳道者要這樣說呢
[00:18:41.000 --> 00:18:44.000]  我們看回前的那麼多
[00:18:44.000 --> 00:18:49.000]  就是我今天和大家分享的經文剛剛上一節
[00:18:49.000 --> 00:18:54.000]  傳道者在第八章第五節下半節這樣說
[00:18:54.000 --> 00:18:59.000]  智慧人的心能辨明是後和定理
[00:18:59.000 --> 00:19:03.000]  請你留意後面有個括號
[00:19:03.000 --> 00:19:07.000]  原文是審判下節統
[00:19:07.000 --> 00:19:11.000]  原來在傳道者的心裏面
[00:19:11.000 --> 00:19:14.000]  他是認定有審判的
[00:19:14.000 --> 00:19:18.000]  惡人是必然難逃一死
[00:19:18.000 --> 00:19:20.000]  其實他們和義人一樣
[00:19:20.000 --> 00:19:23.000]  同樣是要面對審判
[00:19:23.000 --> 00:19:26.000]  在第五節下半節是這樣說
[00:19:26.000 --> 00:19:30.000]  今天和大家看的十二十三節
[00:19:30.000 --> 00:19:32.000]  其實他又再重複
[00:19:32.000 --> 00:19:34.000]  這裡這樣說
[00:19:34.000 --> 00:19:36.000]  眾人雖然作惡百次
[00:19:36.000 --> 00:19:38.000]  倒在長久的年日
[00:19:38.000 --> 00:19:41.000]  然而我準知道
[00:19:41.000 --> 00:19:45.000]  敬畏神的就是在他面前敬畏的人
[00:19:45.000 --> 00:19:47.000]  終究必得福樂
[00:19:47.000 --> 00:19:52.000]  惡人卻不得福樂也不得長久的年日
[00:19:52.000 --> 00:19:57.000]  這年日好像影兒因他不敬畏神
[00:19:57.000 --> 00:19:59.000]  有人這樣說
[00:19:59.000 --> 00:20:01.000]  如果你看過傳道書
[00:20:01.000 --> 00:20:06.000]  哎呀這卷書的內容都不是很工整
[00:20:06.000 --> 00:20:08.000]  有時說一下這些
[00:20:08.000 --> 00:20:10.000]  有時說一下那些
[00:20:10.000 --> 00:20:12.000]  跳一下這裡跳一下那裡
[00:20:12.000 --> 00:20:14.000]  斷斷續續
[00:20:14.000 --> 00:20:16.000]  甚至前後矛盾
[00:20:16.000 --> 00:20:18.000]  如果你看過傳道書
[00:20:18.000 --> 00:20:20.000]  不知道有沒有這樣的感覺
[00:20:20.000 --> 00:20:23.000]  不過正正因為這樣
[00:20:23.000 --> 00:20:28.000]  表達出我們的人生就是如此
[00:20:28.000 --> 00:20:31.000]  傳道者他沒有掩飾到
[00:20:31.000 --> 00:20:36.000]  我們的人生在信仰和現實
[00:20:36.000 --> 00:20:39.000]  其實互相衝突的事實
[00:20:39.000 --> 00:20:43.000]  在面對各樣不公平的事情上
[00:20:43.000 --> 00:20:45.000]  很艱難
[00:20:45.000 --> 00:20:47.000]  你不可以說
[00:20:47.000 --> 00:20:51.000]  命運而已又或者是神的旨意
[00:20:51.000 --> 00:20:53.000]  就解釋得到
[00:20:53.000 --> 00:20:55.000]  不是這樣的
[00:20:55.000 --> 00:20:58.000]  同時傳道者他也沒有掩飾到
[00:20:58.000 --> 00:21:02.000]  一個人當他面對這個矛盾的時候
[00:21:02.000 --> 00:21:06.000]  其實他的真實情緒反應
[00:21:06.000 --> 00:21:10.000]  我們是需要同時踏足於
[00:21:10.000 --> 00:21:14.000]  信仰的理想和人間的現實
[00:21:14.000 --> 00:21:17.000]  面對著這個矛盾
[00:21:17.000 --> 00:21:20.000]  同時又是真實的世界
[00:21:20.000 --> 00:21:22.000]  弟兄姊妹
[00:21:22.000 --> 00:21:25.000]  我們不是兩個選一個
[00:21:25.000 --> 00:21:28.000]  只是盲目地選信仰
[00:21:28.000 --> 00:21:30.000]  然後無視世間疾苦
[00:21:30.000 --> 00:21:32.000]  又或者反過來
[00:21:32.000 --> 00:21:38.000]  非常無奈地去接受世間的現實苦況
[00:21:38.000 --> 00:21:40.000]  信仰幫不了我
[00:21:40.000 --> 00:21:42.000]  太離地了
[00:21:42.000 --> 00:21:45.000]  根本回應不了我的需要
[00:21:45.000 --> 00:21:48.000]  不是這樣兩極化的
[00:21:48.000 --> 00:21:52.000]  現實其實很真實
[00:21:52.000 --> 00:21:54.000]  也非常殘酷
[00:21:54.000 --> 00:21:58.000]  但是不代表我們死定了
[00:21:58.000 --> 00:22:03.000]  因為我們的信仰是可以在艱難的夾縫當中
[00:22:03.000 --> 00:22:05.000]  來作出回應
[00:22:05.000 --> 00:22:10.000]  信仰的內容其實就是要向現實世界展示出
[00:22:10.000 --> 00:22:13.000]  究竟什麼是真理
[00:22:13.000 --> 00:22:16.000]  所以就算不中聽
[00:22:16.000 --> 00:22:19.000]  真理就是真理
[00:22:19.000 --> 00:22:21.000]  不能退的
[00:22:21.000 --> 00:22:24.000]  上述經文說到
[00:22:24.000 --> 00:22:28.000]  人人都要面對死亡和審判
[00:22:28.000 --> 00:22:30.000]  在12-13節
[00:22:30.000 --> 00:22:32.000]  如果你看清楚
[00:22:32.000 --> 00:22:35.000]  他提到我們要敬畏神
[00:22:35.000 --> 00:22:37.000]  是說了三次
[00:22:37.000 --> 00:22:40.000]  這正是基督信仰裏面
[00:22:40.000 --> 00:22:43.000]  一個非常重要的真理
[00:22:43.000 --> 00:22:46.000]  也是傳道書告訴我們
[00:22:46.000 --> 00:22:51.000]  當我們在面對顛倒是非的時候
[00:22:51.000 --> 00:22:53.000]  傳道者說
[00:22:53.000 --> 00:22:55.000]  他準知道嗎
[00:22:55.000 --> 00:22:57.000]  他真的知道
[00:22:57.000 --> 00:22:58.000]  確實知道
[00:22:58.000 --> 00:23:01.000]  這是詩高的譯法
[00:23:01.000 --> 00:23:03.000]  他確實知道
[00:23:03.000 --> 00:23:06.000]  上帝在這些處境裏
[00:23:06.000 --> 00:23:09.000]  是會給我們出路的
[00:23:09.000 --> 00:23:13.000]  除了傳道書之外
[00:23:13.000 --> 00:23:16.000]  我今天還想和大家分享
[00:23:16.000 --> 00:23:19.000]  另外一段新約的片段
[00:23:19.000 --> 00:23:20.000]  講到一個人
[00:23:20.000 --> 00:23:25.000]  如何在他面對生命當中
[00:23:25.000 --> 00:23:28.000]  很大的限制和困難裏
[00:23:28.000 --> 00:23:32.000]  他找到一個非常重要的出路
[00:23:32.000 --> 00:23:34.000]  這段經文是記載在
[00:23:34.000 --> 00:23:37.000]  耶和華福音9章1-7節
[00:23:37.000 --> 00:23:40.000]  我也想請大家和我一起讀出
[00:23:40.000 --> 00:23:42.000]  預備起
[00:23:42.000 --> 00:23:44.000]  耶穌過去的時候
[00:23:44.000 --> 00:23:47.000]  看見一個人生來是黑暗的
[00:23:47.000 --> 00:23:49.000]  門徒問耶穌說
[00:23:49.000 --> 00:23:52.000]  拉比,這人生來是黑暗的
[00:23:52.000 --> 00:23:54.000]  是誰犯了罪?
[00:23:54.000 --> 00:23:55.000]  是這人呢?
[00:23:55.000 --> 00:23:56.000]  是他父母呢?
[00:23:56.000 --> 00:23:58.000]  耶穌回答說
[00:23:58.000 --> 00:24:00.000]  也不是這人犯了罪
[00:24:00.000 --> 00:24:02.000]  也不是他父母犯了罪
[00:24:02.000 --> 00:24:06.000]  是要在他身上顯出神的作為來
[00:24:06.000 --> 00:24:07.000]  趁著白日
[00:24:07.000 --> 00:24:11.000]  我們必須做那差我來者的工
[00:24:11.000 --> 00:24:12.000]  黑夜將到
[00:24:12.000 --> 00:24:15.000]  就沒有人能做工了
[00:24:15.000 --> 00:24:17.000]  我在世上的時候
[00:24:17.000 --> 00:24:18.000]  是世上的光
[00:24:18.000 --> 00:24:20.000]  耶穌說了這話
[00:24:20.000 --> 00:24:22.000]  就套唾沫在地上
[00:24:22.000 --> 00:24:24.000]  用唾沫磨泥
