
[00:00:00.000 --> 00:00:05.000]  多謝陳醫生和我們分享一個很重要的訊息
[00:02:37.000 --> 00:02:41.000]  Anna已經離開了
[00:02:41.000 --> 00:02:44.000]  三十多歲
[00:02:44.000 --> 00:02:47.000]  事業很成功
[00:02:47.000 --> 00:02:50.000]  有兒有女,有房子
[00:02:50.000 --> 00:02:53.000]  一會兒就沒有了
[00:02:53.000 --> 00:02:59.000]  人生很多事情不是輪到你和我控制
[00:02:59.000 --> 00:03:02.000]  我們以為我們擁有的東西
[00:03:02.000 --> 00:03:04.000]  那些是我們的保障
[00:03:04.000 --> 00:03:07.000]  其實那些是花間舖
[00:03:07.000 --> 00:03:11.000]  我想起三國演義的一首詩
[00:03:11.000 --> 00:03:14.000]  滾滾長江,風細碎
[00:03:14.000 --> 00:03:16.000]  浪花途盡英雄
[00:03:16.000 --> 00:03:19.000]  是非成敗轉成空
[00:03:19.000 --> 00:03:24.000]  江山依舊在,幾度夕陽紅
[00:03:24.000 --> 00:03:27.000]  發發如潮江島上
[00:03:27.000 --> 00:03:29.000]  還看秋月春風
[00:03:29.000 --> 00:03:32.000]  一壺濁酒喜相逢
[00:03:32.000 --> 00:03:36.000]  古今多少事盡在笑談中
[00:03:36.000 --> 00:03:40.000]  我不是英雄,我也不是豪傑
[00:03:40.000 --> 00:03:43.000]  我也不是什麼成功人物
[00:03:43.000 --> 00:03:46.000]  但眼看幾度夕陽紅
[00:03:46.000 --> 00:03:48.000]  問一問自己
[00:03:48.000 --> 00:03:50.000]  人生夠了什麼
[00:03:50.000 --> 00:03:54.000]  人生就好像打了個回合一樣
[00:03:54.000 --> 00:03:56.000]  如果我們是拿著那些東西
[00:03:56.000 --> 00:03:58.000]  以為那些是給我們的保障
[00:03:58.000 --> 00:04:00.000]  終到提來
[00:04:00.000 --> 00:04:03.000]  你發覺是空空如也
[00:04:03.000 --> 00:04:07.000]  我在三藩市木會有十幾二十年
[00:04:07.000 --> 00:04:11.000]  有一次我探望一個老人家的時候
[00:04:11.000 --> 00:04:13.000]  心有所感
[00:04:13.000 --> 00:04:15.000]  寫了一首打油詩
[00:04:15.000 --> 00:04:20.000]  我和胡張超在三藩市一個電台
[00:04:20.000 --> 00:04:22.000]  聯合主持一個節目
[00:04:22.000 --> 00:04:24.000]  我在那個電台裡面
[00:04:24.000 --> 00:04:27.000]  我就講出我的打油詩
[00:04:27.000 --> 00:04:30.000]  我是台山老伯
[00:04:30.000 --> 00:04:32.000]  五十年來金山客
[00:04:32.000 --> 00:04:35.000]  生命如煙,誓與一殺
[00:04:35.000 --> 00:04:38.000]  終到頭來,如夢一發
[00:04:38.000 --> 00:04:40.000]  年行二十三
[00:04:40.000 --> 00:04:43.000]  拖著李亞山來到舊金山
[00:04:43.000 --> 00:04:45.000]  見到個老番
[00:04:45.000 --> 00:04:47.000]  抓了Angel Island坐大牢
[00:04:47.000 --> 00:04:49.000]  唉,做人真不簡單
[00:04:49.000 --> 00:04:51.000]  那時的唐人去到三藩市
[00:04:51.000 --> 00:04:53.000]  個個困在天使島裡
[00:04:53.000 --> 00:04:55.000]  有些困十年八載
[00:04:55.000 --> 00:04:57.000]  有些忍受不住在那裡吊頸死
[00:04:57.000 --> 00:04:59.000]  是美國人權歷史裡面
[00:04:59.000 --> 00:05:01.000]  最污穢的一頁
[00:05:01.000 --> 00:05:04.000]  年行三十三
[00:05:04.000 --> 00:05:07.000]  拖著一二三來到China Town
[00:05:07.000 --> 00:05:10.000]  見到個大班抓住在餐館托大餐
[00:05:10.000 --> 00:05:12.000]  唉,做人真不簡單
[00:05:12.000 --> 00:05:15.000]  年行四十三
[00:05:15.000 --> 00:05:17.000]  死牙又死坑
[00:05:17.000 --> 00:05:19.000]  離開China Town去到海狗山
[00:05:19.000 --> 00:05:21.000]  終於屋也撈翻間
[00:05:21.000 --> 00:05:23.000]  唉,做人真不簡單
[00:05:23.000 --> 00:05:26.000]  唐人最緊要落地生奸買翻間屋
[00:05:26.000 --> 00:05:29.000]  年行五十三
[00:05:29.000 --> 00:05:31.000]  捱大一二三
[00:05:31.000 --> 00:05:33.000]  柯羅取老番
[00:05:33.000 --> 00:05:35.000]  柯羅即是ALL
[00:05:35.000 --> 00:05:37.000]  即是台山人叫柯羅
[00:05:37.000 --> 00:05:39.000]  柯羅取老番
[00:05:39.000 --> 00:05:41.000]  離開舊金山
[00:05:41.000 --> 00:05:43.000]  虛如黃鶴的不再返
[00:05:43.000 --> 00:05:45.000]  唉,做人真不簡單
[00:05:45.000 --> 00:05:47.000]  年行六十三
[00:05:47.000 --> 00:05:49.000]  失去我阿山
[00:05:49.000 --> 00:05:51.000]  離開海狗山
[00:05:51.000 --> 00:05:53.000]  回去China Town
[00:05:53.000 --> 00:05:55.000]  終日孤單單
[00:05:55.000 --> 00:05:57.000]  花園國內的吃兩餐
[00:05:57.000 --> 00:05:59.000]  唉,做人真不簡單
[00:05:59.000 --> 00:06:01.000]  年行七十三
[00:06:01.000 --> 00:06:03.000]  剩下我老憲
[00:06:03.000 --> 00:06:05.000]  好似煙霧散
[00:06:05.000 --> 00:06:07.000]  奈何如此
[00:06:07.000 --> 00:06:09.000]  了結一生
[00:06:09.000 --> 00:06:11.000]  唉,做人真不簡單
[00:06:11.000 --> 00:06:13.000]  唉,做人真不簡單
[00:06:13.000 --> 00:06:15.000]  很久我都要去到這個
[00:06:15.000 --> 00:06:17.000]  花園國內吃兩餐的日子
[00:06:17.000 --> 00:06:19.000]  花園國內吃兩餐的日子
[00:06:19.000 --> 00:06:21.000]  有時我都會問
[00:06:21.000 --> 00:06:23.000]  做人究竟是為甚麼
[00:06:23.000 --> 00:06:25.000]  有時一個很聰明的人
[00:06:25.000 --> 00:06:27.000]  很有權勢很有能力的人
[00:06:27.000 --> 00:06:29.000]  他是皇帝
[00:06:29.000 --> 00:06:31.000]  他是世界上認為
[00:06:31.000 --> 00:06:33.000]  是最有智慧的一個人
[00:06:33.000 --> 00:06:35.000]  有能有幹
[00:06:35.000 --> 00:06:37.000]  有智慧的一個
[00:06:37.000 --> 00:06:39.000]  叫所羅莫和
[00:06:39.000 --> 00:06:41.000]  到他年長的時候寫了兩首詩
[00:06:41.000 --> 00:06:43.000]  詩篇一百二十七篇
[00:06:43.000 --> 00:06:45.000]  和一百二十八篇
[00:06:45.000 --> 00:06:47.000]  他就問一個問題
[00:06:47.000 --> 00:06:49.000]  做人究竟是甚麼
[00:06:49.000 --> 00:06:51.000]  做人是甚麼
[00:06:51.000 --> 00:06:53.000]  他給幾個很重要的題目
[00:06:53.000 --> 00:06:55.000]  給我們去想的
[00:06:55.000 --> 00:06:57.000]  尤其是人到中年的時候
[00:06:57.000 --> 00:06:59.000]  是否有屋萬事足呢
[00:06:59.000 --> 00:07:01.000]  在詩篇一百二十七篇
[00:07:01.000 --> 00:07:03.000]  又不是耶和華建造房屋
[00:07:03.000 --> 00:07:05.000]  建造的人就枉然勞力
[00:07:05.000 --> 00:07:07.000]  又不是耶和華看守城池
[00:07:07.000 --> 00:07:09.000]  看守的人就枉然警醒
[00:07:09.000 --> 00:07:11.000]  起門清晨早起
[00:07:11.000 --> 00:07:13.000]  夜晚安歇
[00:07:13.000 --> 00:07:15.000]  吃奴奴得來的飯本是枉然
[00:07:15.000 --> 00:07:17.000]  唯有耶和華所親愛的
[00:07:17.000 --> 00:07:19.000]  必叫他安然睡覺
[00:07:19.000 --> 00:07:21.000]  年輕人最重要是甚麼
[00:07:21.000 --> 00:07:23.000]  買一間屋
[00:07:23.000 --> 00:07:25.000]  建一個家
[00:07:25.000 --> 00:07:27.000]  屋其實也可以解一個
[00:07:27.000 --> 00:07:29.000]  有型屋也有一個無型的家
[00:07:29.000 --> 00:07:31.000]  建立我們的保障
[00:07:31.000 --> 00:07:33.000]  城池是甚麼意思
[00:07:33.000 --> 00:07:35.000]  保障
[00:07:35.000 --> 00:07:37.000]  人間最重要是要有保障
[00:07:37.000 --> 00:07:39.000]  人間最重要是有個家
[00:07:39.000 --> 00:07:41.000]  成家立室有自己的保障
[00:07:41.000 --> 00:07:43.000]  如果建立了我們自己的家
[00:07:43.000 --> 00:07:45.000]  就不妥了
[00:07:45.000 --> 00:07:47.000]  就不同了
[00:07:47.000 --> 00:07:49.000]  所以今天香港公一份婆一份死捱死捱
[00:07:49.000 --> 00:07:51.000]  六百呎屋不夠
[00:07:51.000 --> 00:07:53.000]  希望大一點
[00:07:53.000 --> 00:07:55.000]  做一份不夠再兩份
[00:07:55.000 --> 00:07:57.000]  留一間屋給誰
[00:07:57.000 --> 00:07:59.000]  給個飛龍去享受
[00:07:59.000 --> 00:08:01.000]  有時你會問
[00:08:01.000 --> 00:08:03.000]  究竟是為了甚麼
[00:08:03.000 --> 00:08:05.000]  做人究竟是為了甚麼
[00:08:05.000 --> 00:08:07.000]  到底是為誰呢
[00:08:07.000 --> 00:08:09.000]  我們建立的所謂保障
[00:08:09.000 --> 00:08:11.000]  我們是為建立
[00:08:11.000 --> 00:08:13.000]  那些可以給我們真正
[00:08:13.000 --> 00:08:15.000]  大快期都不怕
[00:08:15.000 --> 00:08:17.000]  其實是嗎
[00:08:17.000 --> 00:08:19.000]  不是的
[00:08:19.000 --> 00:08:21.000]  幸好
[00:08:21.000 --> 00:08:23.000]  到年行
[00:08:23.000 --> 00:08:25.000]  到年行73
[00:08:25.000 --> 00:08:27.000]  可能有時候
[00:08:27.000 --> 00:08:29.000]  風風雨雨
[00:08:29.000 --> 00:08:31.000]  飄搖之間
[00:08:31.000 --> 00:08:33.000]  發覺在你不知不覺
[00:08:33.000 --> 00:08:35.000]  就消逝
[00:08:35.000 --> 00:08:39.000]  我近時在三藩市的時候
[00:08:39.000 --> 00:08:43.000]  美國的經濟不好
[00:08:43.000 --> 00:08:45.000]  政府就想縮水
[00:08:45.000 --> 00:08:47.000]  最好想縮水
[00:08:47.000 --> 00:08:49.000]  想些甚麼呢
[00:08:49.000 --> 00:08:51.000]  你民主國家要投票
[00:08:51.000 --> 00:08:53.000]  如果你得罪選民就不妥
[00:08:53.000 --> 00:08:55.000]  可以欺負那些沒機會投票的人
[00:08:55.000 --> 00:08:57.000]  那些未入籍的
[00:08:57.000 --> 00:08:59.000]  未入美籍的
[00:08:59.000 --> 00:09:01.000]  沒權投票
[00:09:01.000 --> 00:09:03.000]  就在那裏開刀
[00:09:03.000 --> 00:09:05.000]  未入籍的就減福利
[00:09:05.000 --> 00:09:07.000]  減這個減那個
[00:09:07.000 --> 00:09:09.000]  所以有很多唐人
[00:09:09.000 --> 00:09:11.000]  一直沒有入籍
[00:09:11.000 --> 00:09:13.000]  因為入籍要考試
[00:09:13.000 --> 00:09:15.000]  要用英文考
[00:09:15.000 --> 00:09:17.000]  中文都搞不定
[00:09:17.000 --> 00:09:19.000]  要考英文更加難
[00:09:19.000 --> 00:09:21.000]  很多老人家
[00:09:21.000 --> 00:09:23.000]  中年人士就開始害怕
[00:09:23.000 --> 00:09:25.000]  所以教會就趁機會
[00:09:25.000 --> 00:09:27.000]  開入籍班
[00:09:27.000 --> 00:09:29.000]  很多人就來入籍班
[00:09:29.000 --> 00:09:31.000]  免費教的
[00:09:31.000 --> 00:09:33.000]  我告訴他們
[00:09:33.000 --> 00:09:35.000]  在這裏
[00:09:35.000 --> 00:09:37.000]  你用心讀
[00:09:37.000 --> 00:09:39.000]  反正每次考都不用錢
[00:09:39.000 --> 00:09:41.000]  總之你要用心就行
[00:09:41.000 --> 00:09:45.000]  他就跟我說牧師
[00:09:47.000 --> 00:09:49.000]  西人怎麼說
[00:09:49.000 --> 00:09:51.000]  中文都搞不定
[00:09:51.000 --> 00:09:53.000]  我說不怕很容易
[00:09:53.000 --> 00:09:57.000]  其實那些入籍官都很有人情味
[00:09:57.000 --> 00:09:59.000]  問來問去都有幾條題目
[00:09:59.000 --> 00:10:01.000]  你記住就行
[00:10:01.000 --> 00:10:03.000]  他說是嗎
[00:10:03.000 --> 00:10:05.000]  他說是啊
[00:10:05.000 --> 00:10:07.000]  他一定會問你美國政府有多少部門
[00:10:07.000 --> 00:10:09.000]  你記住三個就行
[00:10:09.000 --> 00:10:11.000]  很容易
[00:10:11.000 --> 00:10:13.000]  第二是哪三個部門
[00:10:13.000 --> 00:10:15.000]  哪三個部門
[00:10:15.000 --> 00:10:17.000]  一個administrative
[00:10:17.000 --> 00:10:19.000]  一個executive 一個judicial
[00:10:19.000 --> 00:10:21.000]  我說什麼來的
[00:10:21.000 --> 00:10:23.000]  我說不是很難
[00:10:23.000 --> 00:10:25.000]  如果他問你有哪三個
[00:10:25.000 --> 00:10:27.000]  第一拿住你的褲
[00:10:27.000 --> 00:10:29.000]  第二executive
[00:10:29.000 --> 00:10:31.000]  第三judicial
[00:10:31.000 --> 00:10:33.000]  這樣就搞定
[00:10:33.000 --> 00:10:35.000]  最好你用台三音
[00:10:35.000 --> 00:10:37.000]  拿住你的褲
[00:10:37.000 --> 00:10:39.000]  executive
[00:10:39.000 --> 00:10:41.000]  judicial
[00:10:41.000 --> 00:10:43.000]  有個八十歲的阿毛
[00:10:43.000 --> 00:10:45.000]  去考入籍試的時候
[00:10:45.000 --> 00:10:47.000]  那個入籍官就問他
[00:10:47.000 --> 00:10:49.000]  美國政府有多少部門
[00:10:49.000 --> 00:10:51.000]  他說三個
[00:10:51.000 --> 00:10:53.000]  那個入籍官就說
[00:10:53.000 --> 00:10:55.000]  八十多歲的阿毛
[00:10:55.000 --> 00:10:57.000]  真是這麼厲害
[00:10:57.000 --> 00:10:59.000]  哪三個部門
[00:10:59.000 --> 00:11:01.000]  那個入籍官就說
[00:11:01.000 --> 00:11:03.000]  厲害啊
[00:11:03.000 --> 00:11:05.000]  入籍最難的一件事
[00:11:05.000 --> 00:11:07.000]  就是
[00:11:07.000 --> 00:11:09.000]  那個入籍官就說一句英文
[00:11:09.000 --> 00:11:11.000]  叫他問出來
[00:11:11.000 --> 00:11:13.000]  你不喜歡問什麼
[00:11:13.000 --> 00:11:15.000]  你問一句
[00:11:15.000 --> 00:11:17.000]  你真是很難
[00:11:17.000 --> 00:11:19.000]  我們要和他捉題目
[00:11:19.000 --> 00:11:21.000]  那個阿毛有五個子女
[00:11:21.000 --> 00:11:23.000]  我想著
[00:11:23.000 --> 00:11:25.000]  很少美國人有五個子女
[00:11:25.000 --> 00:11:27.000]  我想著那個入籍官當然問他
[00:11:27.000 --> 00:11:29.000]  I have five children
[00:11:29.000 --> 00:11:31.000]  所以我就一天練他
[00:11:31.000 --> 00:11:33.000]  由不識字練到他識寫
[00:11:33.000 --> 00:11:35.000]  I have five children
[00:11:35.000 --> 00:11:37.000]  我就捉他這個題目
[00:11:37.000 --> 00:11:39.000]  但我知道未必一定準
[00:11:39.000 --> 00:11:41.000]  我就和那個阿毛說
[00:11:41.000 --> 00:11:43.000]  如果你聽到他不是問這條
[00:11:43.000 --> 00:11:45.000]  你照寫這條就行了
[00:11:45.000 --> 00:11:47.000]  不要理那麼多
[00:11:47.000 --> 00:11:49.000]  照寫就行了
[00:11:49.000 --> 00:11:51.000]  他記住我了
[00:11:51.000 --> 00:11:53.000]  這個入籍官原來我捉的題目就不全部
[00:11:53.000 --> 00:11:55.000]  捉八十個百分比
[00:11:55.000 --> 00:11:57.000]  因為我忘了問他五個子女
[00:11:57.000 --> 00:11:59.000]  原來五個都是兒子
[00:11:59.000 --> 00:12:01.000]  還期五個兒子
[00:12:01.000 --> 00:12:03.000]  所以入籍官就叫他問一個問題
[00:12:03.000 --> 00:12:05.000]  I have five sons
[00:12:05.000 --> 00:12:07.000]  他就說什麼叫sons
[00:12:07.000 --> 00:12:09.000]  他突然想到不行
[00:12:09.000 --> 00:12:11.000]  但他想起我後面那句
[00:12:11.000 --> 00:12:13.000]  不要理什麼都要寫
[00:12:13.000 --> 00:12:15.000]  照寫I have five children
[00:12:15.000 --> 00:12:17.000]  入籍官一看
[00:12:17.000 --> 00:12:19.000]  李賢的身字太淺
[00:12:19.000 --> 00:12:21.000]  有個children
[00:12:21.000 --> 00:12:23.000]  搞定搞定
[00:12:23.000 --> 00:12:25.000]  那個人多開心
[00:12:25.000 --> 00:12:27.000]  拿了叉燒包蝦餃燒賣
[00:12:27.000 --> 00:12:29.000]  走來慰問我們
[00:12:29.000 --> 00:12:31.000]  我入籍了
[00:12:31.000 --> 00:12:33.000]  我最好美人
[00:12:33.000 --> 00:12:35.000]  我問他
[00:12:35.000 --> 00:12:37.000]  拿了多少次護照
[00:12:37.000 --> 00:12:39.000]  十年一次護照
[00:12:39.000 --> 00:12:41.000]  你拿了多少次
[00:12:41.000 --> 00:12:43.000]  他說一次就夠了
[00:12:43.000 --> 00:12:45.000]  我問他有沒有想過
[00:12:45.000 --> 00:12:47.000]  這些入籍那麼辛苦
[00:12:47.000 --> 00:12:49.000]  一會兒就沒有了
[00:12:49.000 --> 00:12:51.000]  你想不想再入另一個籍
[00:12:51.000 --> 00:12:53.000]  一次就夠了
[00:12:53.000 --> 00:12:55.000]  我說不是這個籍不用考試
[00:12:55.000 --> 00:12:57.000]  那是什麼籍
[00:12:57.000 --> 00:12:59.000]  天國的籍
[00:12:59.000 --> 00:13:01.000]  你想不想
[00:13:01.000 --> 00:13:03.000]  其實你擁有的一天都沒有了
[00:13:03.000 --> 00:13:05.000]  朝鮮夢想都沒有了
[00:13:05.000 --> 00:13:07.000]  幾年之後就回到天府
[00:13:07.000 --> 00:13:11.000]  今天我們是不是以為
[00:13:11.000 --> 00:13:13.000]  擁有的東西是給我們真正的保障
[00:13:13.000 --> 00:13:15.000]  有些人說不是
[00:13:15.000 --> 00:13:17.000]  於是所羅門王跟著說第二樣
[00:13:17.000 --> 00:13:19.000]  有子萬事足
[00:13:19.000 --> 00:13:23.000]  兒女是爺華所賜的產業
[00:13:23.000 --> 00:13:25.000]  少年所懷的胎
[00:13:25.000 --> 00:13:27.000]  是神的賞賜
[00:13:27.000 --> 00:13:29.000]  少年所懷的胎
[00:13:29.000 --> 00:13:31.000]  是神的賞賜
[00:13:31.000 --> 00:13:33.000]  少年所懷的胎
[00:13:33.000 --> 00:13:35.000]  充滿的人
[00:13:35.000 --> 00:13:37.000]  便是這人變為有福
[00:13:37.000 --> 00:13:39.000]  我以前不明白
[00:13:39.000 --> 00:13:41.000]  為什麼聖經裡叫我們子女是賤
[00:13:41.000 --> 00:13:43.000]  但是做了爸爸就知道
[00:13:43.000 --> 00:13:45.000]  往往是頂心頂肺的
[00:13:45.000 --> 00:13:47.000]  一言九鼎
[00:13:47.000 --> 00:13:49.000]  有時要忍住道氣
[00:13:49.000 --> 00:13:51.000]  不行不行
[00:13:51.000 --> 00:13:53.000]  但是教子女寫個福字
[00:13:53.000 --> 00:13:55.000]  但是我想很有意思
[00:13:55.000 --> 00:13:57.000]  叫他賤
[00:13:57.000 --> 00:13:59.000]  賤是什麼
[00:13:59.000 --> 00:14:01.000]  就是要放
[00:14:01.000 --> 00:14:03.000]  你不放的時候
[00:14:03.000 --> 00:14:05.000]  你就知道還沒到
[00:14:05.000 --> 00:14:07.000]  肩膀痠痛
[00:14:07.000 --> 00:14:09.000]  我是一個不懂放子女的人
[00:14:09.000 --> 00:14:13.000]  我女兒打電話給我
[00:14:13.000 --> 00:14:15.000]  那時她在讀大學
[00:14:15.000 --> 00:14:17.000]  說爸爸
[00:14:17.000 --> 00:14:19.000]  我團契完了就回來
[00:14:19.000 --> 00:14:23.000]  她在大學讀書的時候
[00:14:23.000 --> 00:14:25.000]  她來我家大概兩個小時車
[00:14:25.000 --> 00:14:27.000]  團契完了就十點鐘
[00:14:27.000 --> 00:14:29.000]  我想最多人十二點鐘
[00:14:29.000 --> 00:14:31.000]  我腦子就有些問題
[00:14:31.000 --> 00:14:33.000]  十點鐘就已經站在窗口
[00:14:33.000 --> 00:14:35.000]  看有沒有車來
[00:14:35.000 --> 00:14:37.000]  明知道她的團契還沒完
[00:14:37.000 --> 00:14:39.000]  但是人就是這麼沒有理性
[00:14:39.000 --> 00:14:41.000]  恐懼美的
[00:14:41.000 --> 00:14:43.000]  害怕這件事是完全不合理性
[00:14:43.000 --> 00:14:45.000]  好像馬克吐芬說了一句
[00:14:45.000 --> 00:14:47.000]  我不信有鬼
[00:14:47.000 --> 00:14:49.000]  但是我怕鬼
[00:14:49.000 --> 00:14:51.000]  很奇怪不信有鬼會怕鬼
[00:14:51.000 --> 00:14:53.000]  人就是
[00:14:53.000 --> 00:14:55.000]  十點鐘就已經在等
[00:14:55.000 --> 00:14:57.000]  十一點鐘
[00:14:57.000 --> 00:14:59.000]  又在等不見
[00:14:59.000 --> 00:15:01.000]  開始想三想四
[00:15:01.000 --> 00:15:03.000]  十二點鐘還沒回來
[00:15:03.000 --> 00:15:05.000]  會不會撞車呢
[00:15:05.000 --> 00:15:07.000]  打個電話去交通部
[00:15:07.000 --> 00:15:09.000]  看看有沒有撞車
[00:15:09.000 --> 00:15:11.000]  到了十二點
[00:15:11.000 --> 00:15:13.000]  十五分回來
[00:15:13.000 --> 00:15:15.000]  本來就想大興問罪之師
[00:15:15.000 --> 00:15:17.000]  為什麼這麼遲還沒開口
[00:15:17.000 --> 00:15:19.000]  女兒說為什麼還沒睡
[00:15:19.000 --> 00:15:21.000]  心裡第二次你做媽媽
[00:15:21.000 --> 00:15:23.000]  你就知道了
[00:15:23.000 --> 00:15:25.000]  生兒育女是手中的箭
[00:15:25.000 --> 00:15:27.000]  你要放出去
[00:15:27.000 --> 00:15:29.000]  在今天這個世界裡
[00:15:29.000 --> 00:15:31.000]  生兒育女一點都不簡單
[00:15:31.000 --> 00:15:33.000]  我們會問
[00:15:33.000 --> 00:15:35.000]  做人是什麼
[00:15:35.000 --> 00:15:37.000]  到了年紀大的時候
[00:15:37.000 --> 00:15:39.000]  好像剛才那個金山阿伯
[00:15:39.000 --> 00:15:41.000]  阿羅取老番
[00:15:41.000 --> 00:15:43.000]  離開舊金山
[00:15:43.000 --> 00:15:45.000]  去如往何不再返
[00:15:45.000 --> 00:15:47.000]  是什麼呢
[00:15:47.000 --> 00:15:49.000]  七零年代
[00:15:49.000 --> 00:15:51.000]  一首很流行的歌
[00:15:51.000 --> 00:15:53.000]  Cats in the cradle
[00:15:53.000 --> 00:15:55.000]  描寫爸爸的心情
[00:15:55.000 --> 00:15:57.000]  想和子女說
[00:15:57.000 --> 00:15:59.000]  對不起
[00:15:59.000 --> 00:16:01.000]  子女要考試
[00:16:01.000 --> 00:16:03.000]  沒空
[00:16:03.000 --> 00:16:05.000]  第一天
[00:16:05.000 --> 00:16:07.000]  那種落寞的感覺
[00:16:07.000 --> 00:16:09.000]  不容易受
[00:16:09.000 --> 00:16:11.000]  問題在哪裡
[00:16:11.000 --> 00:16:13.000]  首先陳先生跟我們說
[00:16:13.000 --> 00:16:15.000]  很多事情不是你和我控制
[00:16:15.000 --> 00:16:17.000]  人是人
[00:16:17.000 --> 00:16:19.000]  人是人
[00:16:19.000 --> 00:16:21.000]  人是人
[00:16:21.000 --> 00:16:23.000]  人正覺平安穩妥的時候
[00:16:23.000 --> 00:16:25.000]  可能災禍就突然間來到
[00:16:25.000 --> 00:16:27.000]  我小時候
[00:16:27.000 --> 00:16:29.000]  很喜歡玩滑肩
[00:16:29.000 --> 00:16:31.000]  洗澡的時候捉住肩膀
[00:16:31.000 --> 00:16:33.000]  越捉得緊的時候
[00:16:33.000 --> 00:16:35.000]  就走了
[00:16:35.000 --> 00:16:37.000]  你以為是安全
[00:16:37.000 --> 00:16:39.000]  你以為是保障
[00:16:39.000 --> 00:16:41.000]  是自己騙自己
[00:16:41.000 --> 00:16:43.000]  為什麼
[00:16:43.000 --> 00:16:45.000]  人的問題在哪裡
[00:16:45.000 --> 00:16:47.000]  為什麼人和人之間
[00:16:47.000 --> 00:16:49.000]  有很多的隔膜
[00:16:49.000 --> 00:16:51.000]  為什麼人心裡經常有空虛的感覺
[00:16:51.000 --> 00:16:53.000]  為什麼人沒有了這個保障
[00:16:53.000 --> 00:16:55.000]  簡單的原因
[00:16:55.000 --> 00:16:57.000]  就是因為人離開了神
[00:16:57.000 --> 00:16:59.000]  人是離開了神
[00:16:59.000 --> 00:17:01.000]  就好像電燈
[00:17:01.000 --> 00:17:03.000]  電線斷了的時候
[00:17:03.000 --> 00:17:05.000]  沒有了電源就漆黑一片
[00:17:05.000 --> 00:17:07.000]  一個人沒有了生命的來源
[00:17:07.000 --> 00:17:09.000]  沒有了神自己的時候
