
[00:00:00.000 --> 00:00:03.000]  我們今天的題目還是繼續來看
[00:03:58.000 --> 00:04:01.000]  在第一章第四五節所說的
[00:04:01.000 --> 00:04:06.000]  就講到是我們的救恩跟生命的基礎
[00:04:06.000 --> 00:04:09.000]  就講到我們一個基督徒
[00:04:09.000 --> 00:04:11.000]  最根本什麼呢
[00:04:11.000 --> 00:04:14.000]  就是因爲基督救了我們
[00:04:14.000 --> 00:04:17.000]  使我們能夠得到他的生命
[00:04:17.000 --> 00:04:19.000]  這是一個開始
[00:04:19.000 --> 00:04:21.000]  今天我們所要看的
[00:04:21.000 --> 00:04:26.000]  就是要看到人要得到監督的職份
[00:04:26.000 --> 00:04:29.000]  這個是炫目善功
[00:04:29.000 --> 00:04:31.000]  這個話是可信的
[00:04:31.000 --> 00:04:36.000]  這講到基督徒的侍奉
[00:04:36.000 --> 00:04:38.000]  他在教會里頭怎樣的侍奉
[00:04:38.000 --> 00:04:41.000]  這是一個很重要的事情
[00:04:41.000 --> 00:04:45.000]  那麼這些話呢
[00:04:45.000 --> 00:04:47.000]  這可信的話的意思呢
[00:04:47.000 --> 00:04:52.000]  就是可以說是在初期早期的教會里頭
[00:04:52.000 --> 00:04:56.000]  他們是把一些很重要的話
[00:04:56.000 --> 00:05:00.000]  用簡單的方式把它給歸納出來
[00:05:00.000 --> 00:05:04.000]  好像變成一種新的歌言
[00:05:04.000 --> 00:05:07.000]  這些歌言不太長
[00:05:07.000 --> 00:05:11.000]  弟兄姊妹都可以把它背下來
[00:05:11.000 --> 00:05:13.000]  都把它記住
[00:05:13.000 --> 00:05:15.000]  有時候也在聚會里頭
[00:05:15.000 --> 00:05:18.000]  也用這些話可以來唱詩歌
[00:05:18.000 --> 00:05:20.000]  唱歌的內容
[00:05:20.000 --> 00:05:25.000]  這些就說到基督徒在教會里頭
[00:05:25.000 --> 00:05:26.000]  在生活裏頭
[00:05:26.000 --> 00:05:30.000]  在生命裏頭各方面重要的事情
[00:05:30.000 --> 00:05:34.000]  所以我們想一起來看一看
[00:05:34.000 --> 00:05:38.000]  這地方特別是提到炫目善功
[00:05:38.000 --> 00:05:44.000]  講到想要得監督的職份這個事情
[00:05:44.000 --> 00:05:46.000]  就講到教會
[00:05:46.000 --> 00:05:50.000]  教會是基督的見證
[00:05:50.000 --> 00:05:52.000]  元首是基督
[00:05:52.000 --> 00:05:55.000]  教會的元首基督
[00:05:55.000 --> 00:05:57.000]  屬於監督也好
[00:05:57.000 --> 00:05:58.000]  長老也好
[00:05:58.000 --> 00:06:01.000]  牧者也好
[00:06:01.000 --> 00:06:05.000]  都是從主這裏接受託付
[00:06:05.000 --> 00:06:08.000]  他在教會里頭來圖示的
[00:06:08.000 --> 00:06:14.000]  這個就是第二個可行的話所要講的
[00:06:14.000 --> 00:06:17.000]  這地方有一個想要得
[00:06:17.000 --> 00:06:19.000]  在地結裏頭
[00:06:19.000 --> 00:06:21.000]  一個是想要得
[00:06:21.000 --> 00:06:24.000]  還有一個是炫目
[00:06:24.000 --> 00:06:27.000]  在英文翻譯的話都是desire
[00:06:27.000 --> 00:06:30.000]  都是一個字
[00:06:30.000 --> 00:06:31.000]  但在原文裏頭
[00:06:31.000 --> 00:06:34.000]  它是兩個不同的字
[00:06:34.000 --> 00:06:39.000]  想要得就是極力地要去得到
[00:06:39.000 --> 00:06:42.000]  伸開雙手要把它拿過來
[00:06:42.000 --> 00:06:46.000]  這是指的在外面的行爲
[00:06:46.000 --> 00:06:50.000]  炫目這個字在原文裏頭的意思
[00:06:50.000 --> 00:06:53.000]  就是一個強烈的愛好
[00:06:53.000 --> 00:06:57.000]  在裏面很想要得
[00:06:57.000 --> 00:07:00.000]  這個前面的想要得
[00:07:00.000 --> 00:07:02.000]  從外面的表示
[00:07:02.000 --> 00:07:05.000]  一個是外面的表現
[00:07:05.000 --> 00:07:08.000]  一個是裏面的願望
[00:07:08.000 --> 00:07:11.000]  這是指到這兩個不同的字
[00:07:11.000 --> 00:07:14.000]  從兩方面給我們看見
[00:07:14.000 --> 00:07:17.000]  這個人在教會里頭
[00:07:17.000 --> 00:07:22.000]  他要想要得到這樣的監督的職奉
[00:07:22.000 --> 00:07:28.000]  就是因爲他裏面炫目善功
[00:07:28.000 --> 00:07:31.000]  好的工作善功
[00:07:31.000 --> 00:07:37.000]  這兩個詞要把它合在一起
[00:07:37.000 --> 00:07:42.000]  合在一起就指到一個侍奉神的人
[00:07:42.000 --> 00:07:45.000]  他出於單純的動機
[00:07:45.000 --> 00:07:48.000]  他裏面有個強烈的愛好
[00:07:48.000 --> 00:07:51.000]  這個愛好不是爲了他自己
[00:07:51.000 --> 00:07:55.000]  這個愛好是他要想侍奉神
[00:07:55.000 --> 00:07:58.000]  內心有一個強烈的願望
[00:07:58.000 --> 00:08:01.000]  所以就有外面的行動
[00:08:01.000 --> 00:08:04.000]  他就要進入侍奉的行動
[00:08:04.000 --> 00:08:08.000]  所以這個兩個合起來纔是可行的話
[00:08:08.000 --> 00:08:10.000]  如果單單是一個
[00:08:10.000 --> 00:08:13.000]  他想要去得監督的職奉
[00:08:13.000 --> 00:08:16.000]  可是他裏面的動機不純
[00:08:16.000 --> 00:08:19.000]  那這個就不是可行的話了
[00:08:19.000 --> 00:08:21.000]  那如果有一個人只是
[00:08:21.000 --> 00:08:24.000]  裏面有個強烈的願望
[00:08:24.000 --> 00:08:26.000]  有個好的動機
[00:08:26.000 --> 00:08:28.000]  可是他沒有行動
[00:08:28.000 --> 00:08:30.000]  他不去行動
[00:08:30.000 --> 00:08:34.000]  那麼這個也不能夠成爲一個可行的話
[00:08:34.000 --> 00:08:37.000]  所以這個兩個就合起來
[00:08:37.000 --> 00:08:40.000]  所以這個合起來纔是可行的話
[00:08:40.000 --> 00:08:44.000]  既有裏面的強烈的願望
[00:08:44.000 --> 00:08:47.000]  又有外面的具體的行動
[00:08:47.000 --> 00:08:51.000]  這樣的話保羅說這是可行的話
[00:08:51.000 --> 00:08:53.000]  因爲這個合起來的話
[00:08:53.000 --> 00:08:57.000]  就是他不是一個要在教會里頭
[00:08:57.000 --> 00:09:00.000]  得到一個什麼地位
[00:09:00.000 --> 00:09:02.000]  得到一個比人高的地位
[00:09:02.000 --> 00:09:07.000]  他在裏面乃是要來侍奉神
[00:09:07.000 --> 00:09:11.000]  因爲他這樣的侍奉神
[00:09:11.000 --> 00:09:13.000]  是一個善功
[00:09:13.000 --> 00:09:17.000]  一個好的一個美好的工作
[00:09:17.000 --> 00:09:20.000]  當然這個善功這個美好的工作
[00:09:20.000 --> 00:09:24.000]  也是一個艱難的工作
[00:09:24.000 --> 00:09:27.000]  困難的工作
[00:09:27.000 --> 00:09:29.000]  所以這個兩個合起來
[00:09:29.000 --> 00:09:31.000]  就是說這個人
[00:09:31.000 --> 00:09:34.000]  基督徒信了主以後
[00:09:34.000 --> 00:09:39.000]  在他裏面一個正常的光景
[00:09:39.000 --> 00:09:40.000]  這個監督
[00:09:40.000 --> 00:09:42.000]  在這裏的監督呢
[00:09:42.000 --> 00:09:45.000]  英文有的叫做Overseer
[00:09:45.000 --> 00:09:46.000]  或者有的時候
[00:09:46.000 --> 00:09:49.000]  有的聖經就翻譯成Bishop
[00:09:49.000 --> 00:09:50.000]  這兩個字
[00:09:50.000 --> 00:09:52.000]  意思呢
[00:09:52.000 --> 00:09:54.000]  跟實際上呢
[00:09:54.000 --> 00:09:56.000]  跟我們所說的長老
[00:09:56.000 --> 00:09:57.000]  Elder
[00:09:57.000 --> 00:10:01.000]  實際上是相同的字封
[00:10:01.000 --> 00:10:06.000]  一個人可以是監督其三眼的長老
[00:10:06.000 --> 00:10:07.000]  只是這個兩個呢
[00:10:07.000 --> 00:10:10.000]  是側重不同
[00:10:10.000 --> 00:10:12.000]  Overseer就是監督呢
[00:10:12.000 --> 00:10:15.000]  是重在他的工作
[00:10:15.000 --> 00:10:16.000]  他的工作什麼呢
[00:10:16.000 --> 00:10:18.000]  就是從上面來看
[00:10:18.000 --> 00:10:22.000]  Overseer就是他從上面來看看
[00:10:22.000 --> 00:10:25.000]  這教會的服事
[00:10:25.000 --> 00:10:30.000]  看看這個教會走的方向對不對
[00:10:30.000 --> 00:10:34.000]  看看這個會有什麼危險
[00:10:34.000 --> 00:10:36.000]  或者有什麼偏差
[00:10:36.000 --> 00:10:38.000]  會領導弟兄姊妹
[00:10:38.000 --> 00:10:39.000]  會領導教會
[00:10:39.000 --> 00:10:43.000]  看看教會在服事方面
[00:10:43.000 --> 00:10:47.000]  是不是能夠合乎神的心意
[00:10:47.000 --> 00:10:51.000]  看看這個信徒的生命成長怎麼樣
[00:10:51.000 --> 00:10:53.000]  有什麼攔阻
[00:10:53.000 --> 00:10:54.000]  應該怎麼來幫助
[00:10:54.000 --> 00:10:56.000]  應該怎麼關心
[00:10:56.000 --> 00:10:58.000]  應該怎麼來照顧
[00:10:58.000 --> 00:10:59.000]  而且呢
[00:10:59.000 --> 00:11:02.000]  也應該來傳講神的話
[00:11:02.000 --> 00:11:09.000]  所以這個是監督這方面他所做的工作
[00:11:09.000 --> 00:11:12.000]  他從上面來看
[00:11:12.000 --> 00:11:15.000]  整個的教會的情形
[00:11:15.000 --> 00:11:17.000]  整個信徒的情形
[00:11:17.000 --> 00:11:18.000]  那長老呢
[00:11:18.000 --> 00:11:25.000]  着重是在生命靈性成熟的程度
[00:11:25.000 --> 00:11:27.000]  所以這裏面說
[00:11:27.000 --> 00:11:29.000]  出入教的不可做監督
[00:11:29.000 --> 00:11:33.000]  就是剛剛信主的呢
[00:11:33.000 --> 00:11:37.000]  就不太合適來做監督這個職位
[00:11:37.000 --> 00:11:40.000]  到底是出入教是幾年
[00:11:40.000 --> 00:11:41.000]  這裏沒有規定
[00:11:41.000 --> 00:11:43.000]  也可能有兩三年
[00:11:43.000 --> 00:11:46.000]  他就生命就長得成熟了
[00:11:46.000 --> 00:11:49.000]  有的可能十年八年都不一定成熟
[00:11:49.000 --> 00:11:51.000]  所以這個不是指到年限
[00:11:51.000 --> 00:11:55.000]  而是指到你靈性的程度
[00:11:55.000 --> 00:11:59.000]  所以這兩個合起來呢
[00:11:59.000 --> 00:12:01.000]  重點雖然偏重又不同
[00:12:01.000 --> 00:12:04.000]  但如果把它合起來的話
[00:12:04.000 --> 00:12:06.000]  就說在教會里頭
[00:12:06.000 --> 00:12:12.000]  你做的工作跟你的靈性的程度呢
[00:12:12.000 --> 00:12:14.000]  兩個是分不開的
[00:12:14.000 --> 00:12:17.000]  也不能說我做很多工作
[00:12:17.000 --> 00:12:19.000]  可是我的靈性還不成熟
[00:12:19.000 --> 00:12:22.000]  也不能說我的靈性很成熟了
[00:12:22.000 --> 00:12:25.000]  可是我沒有做什麼工作
[00:12:25.000 --> 00:12:29.000]  所以工作跟你的生命的程度
[00:12:29.000 --> 00:12:34.000]  這兩方面是要合起來看的
[00:12:34.000 --> 00:12:35.000]  那我們要看看
[00:12:35.000 --> 00:12:39.000]  爲什麼提摩太前書第三章第一節說
[00:12:39.000 --> 00:12:42.000]  人若炫目三公
[00:12:42.000 --> 00:12:46.000]  這話是可信的
[00:12:46.000 --> 00:12:51.000]  如果我們不看下面這些經文
[00:12:51.000 --> 00:12:54.000]  我們也不管上面的經文
[00:12:54.000 --> 00:12:59.000]  也不考慮到教會所處的環境
[00:12:59.000 --> 00:13:01.000]  我們就會覺得
[00:13:01.000 --> 00:13:05.000]  爲什麼保羅要想說這樣的話呢
[00:13:05.000 --> 00:13:08.000]  爲什麼說這句話是可信的
[00:13:08.000 --> 00:13:12.000]  人炫目三公爲什麼是可信的呢
[00:13:12.000 --> 00:13:13.000]  那我們要看看
[00:13:13.000 --> 00:13:18.000]  有幾個我們所思想到的原因
[00:13:18.000 --> 00:13:22.000]  第一個就是監督跟長老
[00:13:22.000 --> 00:13:28.000]  他們當時一般出境都是比較困難的
[00:13:28.000 --> 00:13:32.000]  特別是當時的基督徒
[00:13:32.000 --> 00:13:36.000]  受到羅馬政權的逼迫
[00:13:36.000 --> 00:13:40.000]  這個羅馬政權的逼迫是很厲害的
[00:13:40.000 --> 00:13:44.000]  而且是一個很長的年日
[00:13:44.000 --> 00:13:46.000]  差不多有二百年
[00:13:46.000 --> 00:13:51.000]  從第一世紀到第三世紀的末
[00:13:51.000 --> 00:13:54.000]  這個很長的二百多年時間
[00:13:54.000 --> 00:14:00.000]  基督徒被看作跟羅馬逼迫是作對的人
[00:14:00.000 --> 00:14:04.000]  所以基督徒受到很多的逼迫
[00:14:04.000 --> 00:14:06.000]  在這個二百年裏頭
[00:14:06.000 --> 00:14:09.000]  有十次的大的逼迫
[00:14:09.000 --> 00:14:11.000]  但是二百年不是說
[00:14:11.000 --> 00:14:13.000]  從第一年到第二百年
[00:14:13.000 --> 00:14:16.000]  都是一直每年都是這樣的
[00:14:16.000 --> 00:14:19.000]  第一次逼迫可能過了十年八年以後
[00:14:19.000 --> 00:14:21.000]  就停下來了
[00:14:21.000 --> 00:14:23.000]  就稍微得緩一點
[00:14:23.000 --> 00:14:24.000]  稍微輕一點了
[00:14:24.000 --> 00:14:25.000]  然後過一段時間
[00:14:25.000 --> 00:14:27.000]  另外一個皇帝起來以後
[00:14:27.000 --> 00:14:29.000]  他又來逼迫基督徒
[00:14:29.000 --> 00:14:31.000]  可能逼迫十年二十年以後
[00:14:31.000 --> 00:14:32.000]  又停下來
[00:14:32.000 --> 00:14:35.000]  又換第三個皇帝了
[00:14:35.000 --> 00:14:38.000]  所以十個皇帝就十次大的逼迫
[00:14:38.000 --> 00:14:42.000]  一直等到公元313年
[00:14:42.000 --> 00:14:44.000]  那個羅馬皇帝
[00:14:44.000 --> 00:14:47.000]  忽然之間他說他要做基督徒了
[00:14:47.000 --> 00:14:52.000]  這樣的話教會纔不受到逼迫
[00:14:52.000 --> 00:14:56.000]  這是一個當時保羅寫書信的時候
[00:14:56.000 --> 00:15:01.000]  基督徒是觸景是很危險
[00:15:01.000 --> 00:15:02.000]  很困難的
[00:15:02.000 --> 00:15:06.000]  因爲保羅在寫皮莫泰前書的時候
[00:15:06.000 --> 00:15:08.000]  離開他要尋到
[00:15:08.000 --> 00:15:11.000]  不過就三年到五年的時間
[00:15:11.000 --> 00:15:13.000]  他寫完皮莫泰前書以後
[00:15:13.000 --> 00:15:17.000]  再過去他被放出來了
[00:15:17.000 --> 00:15:20.000]  他被放出來就寫了皮莫泰前書
[00:15:20.000 --> 00:15:23.000]  過了幾年又被抓起來了
[00:15:23.000 --> 00:15:24.000]  最後就尋到了
[00:15:24.000 --> 00:15:27.000]  所以他寫皮莫泰前書的時候
[00:15:27.000 --> 00:15:29.000]  離開他尋到
[00:15:29.000 --> 00:15:33.000]  不過就三年到四年這樣的期間
[00:15:33.000 --> 00:15:36.000]  可以說那個時候的空氣
[00:15:36.000 --> 00:15:39.000]  就比較緊張的
[00:15:39.000 --> 00:15:42.000]  處境也是很困難的
[00:15:42.000 --> 00:15:45.000]  所以你要想當教會一個領袖
[00:15:45.000 --> 00:15:47.000]  要當教會一個監督
[00:15:47.000 --> 00:15:51.000]  實在是比較困難的
[00:15:51.000 --> 00:15:53.000]  在那個時候
[00:15:53.000 --> 00:15:58.000]  在保羅寫皮莫泰前書的時候
[00:15:58.000 --> 00:15:59.000]  猶太教
[00:15:59.000 --> 00:16:02.000]  就是當時那些守律法的人
[00:16:02.000 --> 00:16:03.000]  猶太人
[00:16:03.000 --> 00:16:06.000]  也是處處跟保羅
[00:16:06.000 --> 00:16:08.000]  跟基督徒爲難的
[00:16:08.000 --> 00:16:11.000]  保羅到什麼地方傳福音
[00:16:11.000 --> 00:16:13.000]  那些猶太人就跟着去
[00:16:13.000 --> 00:16:15.000]  去鼓動當地的猶太人
[00:16:15.000 --> 00:16:18.000]  來逼迫傳福音的
[00:16:18.000 --> 00:16:22.000]  保羅就受到他們的逼迫
[00:16:22.000 --> 00:16:24.000]  所以猶太人
[00:16:24.000 --> 00:16:28.000]  他把基督徒看作是異端
[00:16:28.000 --> 00:16:30.000]  所以要極力的
[00:16:30.000 --> 00:16:32.000]  能夠要把他們抓住
[00:16:32.000 --> 00:16:34.000]  抓住以後
[00:16:34.000 --> 00:16:37.000]  把他們趕出猶太的社區
[00:16:37.000 --> 00:16:39.000]  所以你看當時
[00:16:39.000 --> 00:16:41.000]  當着石頭行轉
[00:16:41.000 --> 00:16:44.000]  你就看到這個屍體反
[00:16:44.000 --> 00:16:47.000]  就被他們用石頭打死的
[00:16:47.000 --> 00:16:49.000]  那保羅出去傳福音
[00:16:49.000 --> 00:16:51.000]  也被關過
[00:16:51.000 --> 00:16:53.000]  那些猶太人
[00:16:53.000 --> 00:16:55.000]  也想把他抓起來
[00:16:55.000 --> 00:16:57.000]  要用石頭把他打死
[00:16:57.000 --> 00:16:59.000]  也是很危險的
[00:16:59.000 --> 00:17:03.000]  所以這個是第二個困難的地方
[00:17:03.000 --> 00:17:04.000]  第三呢
[00:17:04.000 --> 00:17:07.000]  世界上的人並不接受
[00:17:07.000 --> 00:17:09.000]  他們不信神
[00:17:09.000 --> 00:17:10.000]  他們反對神
[00:17:10.000 --> 00:17:11.000]  他們拜偶像
[00:17:11.000 --> 00:17:14.000]  他們就反對這些基督徒
[00:17:14.000 --> 00:17:18.000]  所以看到當時的基督徒的困難
[00:17:18.000 --> 00:17:22.000]  也是非常的危險的
[00:17:22.000 --> 00:17:25.000]  所以有一些信徒呢
[00:17:25.000 --> 00:17:30.000]  他就不會想要做教會領袖
[00:17:30.000 --> 00:17:34.000]  不會炫目要上宮
[00:17:34.000 --> 00:17:38.000]  所以這個是保羅說呢
[00:17:38.000 --> 00:17:42.000]  如果一個人想要好好的服侍神
[00:17:42.000 --> 00:17:44.000]  要爲神拜上
[00:17:44.000 --> 00:17:47.000]  他說這樣的話是炫目上宮
[00:17:47.000 --> 00:17:49.000]  這是一個美好的工作
[00:17:49.000 --> 00:17:51.000]  這是可信的
[00:17:51.000 --> 00:17:54.000]  這句話是的確是可信的
[00:17:54.000 --> 00:17:56.000]  是應該每個基督徒
[00:17:56.000 --> 00:18:02.000]  都按這個來遵循的
[00:18:02.000 --> 00:18:04.000]  第二個我們可以想象
[00:18:04.000 --> 00:18:07.000]  這句話爲什麼是可信的呢
[00:18:07.000 --> 00:18:10.000]  因爲講個教會的話
[00:18:10.000 --> 00:18:14.000]  教會實在是需要有屬靈的領袖
[00:18:14.000 --> 00:18:17.000]  主耶穌福國昇天了
[00:18:17.000 --> 00:18:19.000]  他還要再來
[00:18:19.000 --> 00:18:21.000]  他沒有來以前
[00:18:21.000 --> 00:18:24.000]  留下基督徒在地上
[00:18:24.000 --> 00:18:27.000]  聖靈住在他們裏面
[00:18:27.000 --> 00:18:30.000]  主耶穌與他們同在
[00:18:30.000 --> 00:18:33.000]  有教會的產生
[00:18:33.000 --> 00:18:35.000]  當五星節那天
[00:18:35.000 --> 00:18:37.000]  聖靈從天降下來
[00:18:37.000 --> 00:18:39.000]  一百二十個門徒
[00:18:39.000 --> 00:18:41.000]  他們就被聖靈充滿
[00:18:41.000 --> 00:18:43.000]  說了方言
[00:18:43.000 --> 00:18:46.000]  然後他聚集一起
[00:18:46.000 --> 00:18:50.000]  好多人就聽見響聲就來了
[00:18:50.000 --> 00:18:54.000]  從世界各地來的過節的人
[00:18:54.000 --> 00:18:57.000]  他們也來看看發生什麼事情
[00:18:57.000 --> 00:19:00.000]  那彼得就在這個聚會上
[00:19:00.000 --> 00:19:02.000]  跟他們講道
[00:19:02.000 --> 00:19:03.000]  那些人聽了以後
[00:19:03.000 --> 00:19:06.000]  心裏頭受到感動
[00:19:06.000 --> 00:19:07.000]  扎心
[00:19:07.000 --> 00:19:08.000]  他們就悔改
[00:19:08.000 --> 00:19:12.000]  接受耶穌基督做他們的救主
[00:19:12.000 --> 00:19:14.000]  那天得救的有三千人
[00:19:14.000 --> 00:19:17.000]  一個聚會有三千人得救
[00:19:17.000 --> 00:19:20.000]  這的確是一個轟動
[00:19:20.000 --> 00:19:22.000]  史無前例的事情
[00:19:22.000 --> 00:19:26.000]  教會產生了
[00:19:26.000 --> 00:19:28.000]  他需要有人來牧養
[00:19:28.000 --> 00:19:30.000]  有些人來照顧
[00:19:30.000 --> 00:19:35.000]  所以很需要有屬靈的領袖
[00:19:35.000 --> 00:19:37.000]  能夠按照神的經意
[00:19:37.000 --> 00:19:41.000]  能夠把神的話來傳講給他們
[00:19:41.000 --> 00:19:45.000]  而且他們也能夠擔負起責任
[00:19:45.000 --> 00:19:47.000]  能夠爲教會
[00:19:47.000 --> 00:19:49.000]  爲信徒來警醒
[00:19:49.000 --> 00:19:51.000]  能夠帶領
[00:19:51.000 --> 00:19:53.000]  按照聖靈的意思
[00:19:53.000 --> 00:19:56.000]  帶領教會來走神的路
[00:19:56.000 --> 00:20:01.000]  而且要牧養神的羣體
[00:20:01.000 --> 00:20:04.000]  使他們不但得到生命
[00:20:04.000 --> 00:20:08.000]  而且能夠有豐富生命的供應
[00:20:08.000 --> 00:20:12.000]  而且當時還要特別注意到的
[00:20:12.000 --> 00:20:14.000]  就是一個異端
[00:20:14.000 --> 00:20:16.000]  異端
[00:20:16.000 --> 00:20:18.000]  當教會出來以後
[00:20:18.000 --> 00:20:20.000]  神的話出來以後
[00:20:20.000 --> 00:20:23.000]  立刻就有這些錯誤的
[00:20:23.000 --> 00:20:24.000]  哲學也好
[00:20:24.000 --> 00:20:28.000]  這些猶太人要守什麼律法也好
[00:20:28.000 --> 00:20:31.000]  很多不是出於神的話
[00:20:31.000 --> 00:20:34.000]  會出於神的東西進到教會
[00:20:34.000 --> 00:20:36.000]  所以你看到在
[00:20:36.000 --> 00:20:38.000]  讀到哥樂西書的時候
[00:20:38.000 --> 00:20:40.000]  你就看到教會里頭
[00:20:40.000 --> 00:20:43.000]  有各式各樣的異端
[00:20:43.000 --> 00:20:47.000]  那麼監督跟長老的責任
[00:20:47.000 --> 00:20:49.000]  是作爲一個教會領袖
[00:20:49.000 --> 00:20:52.000]  就要爲教會進行
[00:20:52.000 --> 00:20:55.000]  要防備異端的侵入
[00:20:55.000 --> 00:20:59.000]  免得教會受到影響
[00:20:59.000 --> 00:21:02.000]  所以需要有這些
[00:21:02.000 --> 00:21:06.000]  願意爲主擺上的神所揀選的
[00:21:06.000 --> 00:21:15.000]  能夠來防備來做教會的監督跟長老
[00:21:15.000 --> 00:21:17.000]  在《使徒行傳》裏頭
[00:21:17.000 --> 00:21:23.000]  我們看到保羅就特別關心這個事情
[00:21:23.000 --> 00:21:29.000]  他在海外離開耶路撒冷
[00:21:29.000 --> 00:21:32.000]  離開猶太這個地方
[00:21:32.000 --> 00:21:36.000]  到海外去旅行步道的時候
[00:21:36.000 --> 00:21:40.000]  有一次他要回到耶路撒冷
[00:21:40.000 --> 00:21:43.000]  在路過已父所的時候
[00:21:43.000 --> 00:21:45.000]  就把已父所的長老
[00:21:45.000 --> 00:21:49.000]  那個時候已經有已父所教會有長老了
[00:21:49.000 --> 00:21:52.000]  就把他們召集到菲斯都
[00:21:52.000 --> 00:21:55.000]  來跟他們講話
[00:21:55.000 --> 00:21:59.000]  在《使徒行傳》裏頭第二十章
[00:21:59.000 --> 00:22:02.000]  保羅那個時候就跟他們說
[00:22:02.000 --> 00:22:06.000]  他說聖靈利你們爲全羣的監督
[00:22:06.000 --> 00:22:09.000]  你們當爲自己謹慎
[00:22:09.000 --> 00:22:12.000]  也要爲全羣謹慎
[00:22:12.000 --> 00:22:15.000]  要牧養神的教會
