
[00:00:00.000 --> 00:00:05.300]  菲利比書是一個喜樂的書
[00:01:24.400 --> 00:01:27.680]  喜樂是今天這個時代的人
[00:01:27.680 --> 00:01:29.760]  所需要的
[00:01:29.760 --> 00:01:32.040]  最近有一個調查裡面提到
[00:01:32.040 --> 00:01:34.280]  美國的成年人
[00:01:34.280 --> 00:01:37.240]  感到越來越焦慮
[00:01:37.240 --> 00:01:41.440]  2024年有43%的美國人
[00:01:41.440 --> 00:01:46.320]  他們說他們感覺到焦慮
[00:01:46.320 --> 00:01:50.120]  比較起來2022年只有32%
[00:01:50.120 --> 00:01:52.560]  2023年只有37%
[00:01:52.560 --> 00:01:54.520]  所以你可以看見逐年在增加
[00:01:54.520 --> 00:01:55.840]  是不是
[00:01:55.840 --> 00:02:02.280]  幾乎大概是每一年增加了5%的比例
[00:02:02.280 --> 00:02:05.280]  那這些成年人焦慮些什麼呢
[00:02:05.280 --> 00:02:07.080]  第一
[00:02:07.080 --> 00:02:10.400]  經濟
[00:02:10.400 --> 00:02:16.680]  77%的人認為他擔心的是經濟
[00:02:16.680 --> 00:02:17.520]  想想看
[00:02:17.520 --> 00:02:20.360]  去外面去餐廳吃飯
[00:02:20.360 --> 00:02:21.160]  以前怎麼樣
[00:02:21.160 --> 00:02:22.120]  一碗牛肉麵
[00:02:22.120 --> 00:02:26.240]  我還記得5塊錢的時候
[00:02:26.240 --> 00:02:31.720]  現在請問一碗牛肉麵多少錢
[00:02:31.720 --> 00:02:34.360]  15塊
[00:02:34.360 --> 00:02:35.960]  是吧
[00:02:35.960 --> 00:02:38.680]  以前我們一家人出去吃飯
[00:02:38.680 --> 00:02:41.960]  從來不會超過100塊
[00:02:41.960 --> 00:02:48.240]  50幾塊就搞定了
[00:02:48.240 --> 00:02:51.520]  那天我們替我們小女兒噤聲
[00:02:51.520 --> 00:02:58.320]  我們一家人出去才花了多少錢
[00:02:58.320 --> 00:03:04.240]  加上小費450塊多
[00:03:04.240 --> 00:03:06.760]  那個餐廳聽說是高檔餐廳
[00:03:06.760 --> 00:03:08.560]  可是我們雖然看是高檔餐廳
[00:03:08.560 --> 00:03:13.160]  我們從最低的menu叫起
[00:03:13.160 --> 00:03:15.120]  二十幾塊的叫起
[00:03:15.120 --> 00:03:18.800]  但是這樣搞一搞還是要四百多塊
[00:03:18.800 --> 00:03:19.520]  你想想看
[00:03:19.520 --> 00:03:21.680]  這樣吃你能夠天天注意吃嗎
[00:03:21.680 --> 00:03:22.880]  不可能
[00:03:22.880 --> 00:03:23.760]  是不是
[00:03:23.760 --> 00:03:25.000]  物價高漲
[00:03:25.000 --> 00:03:27.320]  經濟的問題通貨膨脹
[00:03:27.320 --> 00:03:30.560]  所以美國人擔心的number one是經濟的問題
[00:03:30.560 --> 00:03:31.760]  第二個呢
[00:03:31.760 --> 00:03:32.760]  第二個是什麼
[00:03:32.760 --> 00:03:36.120]  美國的大選就要來臨了
[00:03:36.120 --> 00:03:38.360]  是不是
[00:03:38.360 --> 00:03:40.920]  第三個相知暴利
[00:03:40.920 --> 00:03:42.600]  這是成年人所關心的
[00:03:42.600 --> 00:03:43.480]  但是你知道嗎
[00:03:43.480 --> 00:03:45.720]  年輕人關心的是什麼呢
[00:03:45.720 --> 00:03:48.680]  年輕人關心的是社交關係
[00:03:48.680 --> 00:03:50.920]  也就是說在疫情之後
[00:03:50.920 --> 00:03:52.880]  很多美國的年輕人
[00:03:52.880 --> 00:03:55.720]  18歲到34歲的
[00:03:55.720 --> 00:03:58.720]  他們感覺到他們最大的憂慮是什麼
[00:03:58.720 --> 00:04:02.080]  就是他們沒有這種人際的關係
[00:04:02.080 --> 00:04:04.840]  沒有一個好像是一個community
[00:04:04.840 --> 00:04:06.960]  沒有一個可以讓他們覺得
[00:04:06.960 --> 00:04:09.280]  他們在這個地方可以找到朋友
[00:04:09.280 --> 00:04:12.320]  這是今天年輕人的憂慮
[00:04:12.320 --> 00:04:14.360]  所以不管是年輕人
[00:04:14.360 --> 00:04:16.080]  不管是成年人
[00:04:16.080 --> 00:04:21.920]  你可以看見全美國都充滿了憂慮
[00:04:21.920 --> 00:04:24.360]  所以我們需不需要喜樂
[00:04:24.360 --> 00:04:25.080]  需要喜樂
[00:04:25.080 --> 00:04:26.160]  跟你旁邊說
[00:04:26.160 --> 00:04:34.160]  你需要喜樂
[00:04:34.160 --> 00:04:38.400]  另外一個統計數據裡面講說
[00:04:38.400 --> 00:04:41.440]  這是美國的精神醫學學會裡面統計的
[00:04:41.440 --> 00:04:45.800]  他說美國百分之三十三點七的美國人
[00:04:45.800 --> 00:04:49.120]  會在他們生命當中的某一個point
[00:04:49.120 --> 00:04:53.680]  會有這個焦慮症
[00:04:53.680 --> 00:04:56.280]  那另外一個統計數字講得更高
[00:04:56.280 --> 00:05:00.840]  說大概可能會有百分之五十
[00:05:00.840 --> 00:05:02.600]  想想看
[00:05:02.600 --> 00:05:04.480]  在我們生命當中
[00:05:04.480 --> 00:05:06.240]  你不知道以前
[00:05:06.240 --> 00:05:07.840]  說實在我們這個年代
[00:05:07.840 --> 00:05:10.960]  哪懂得什麼叫焦慮症憂鬱症
[00:05:10.960 --> 00:05:12.800]  聽不懂
[00:05:12.800 --> 00:05:14.240]  你懂我意思嗎
[00:05:14.240 --> 00:05:17.440]  我們那個年代能夠有飯吃
[00:05:17.440 --> 00:05:18.840]  能夠吃得好一點
[00:05:18.840 --> 00:05:19.800]  都覺得不錯了
[00:05:19.800 --> 00:05:20.600]  是不是
[00:05:20.600 --> 00:05:22.600]  還什麼憂鬱不憂鬱的
[00:05:22.600 --> 00:05:24.680]  根本也不懂這些東西
[00:05:24.680 --> 00:05:27.160]  我還記得那時候我只知道
[00:05:27.160 --> 00:05:30.360]  如果是這種抑鬱的話
[00:05:30.360 --> 00:05:31.480]  抑鬱是我現在講
[00:05:31.480 --> 00:05:33.600]  那個時候也不叫抑鬱
[00:05:33.600 --> 00:05:36.600]  就是我們就稱它叫做神經衰弱
[00:05:36.600 --> 00:05:38.600]  聽過嗎
[00:05:38.600 --> 00:05:41.600]  國內就叫什麼
[00:05:41.600 --> 00:05:44.200]  國內有抑鬱這個詞嗎
[00:05:44.200 --> 00:05:44.720]  現在有
[00:05:44.720 --> 00:05:45.640]  那以前有嗎
[00:05:45.640 --> 00:05:46.320]  沒有
[00:05:46.320 --> 00:05:47.560]  像我這個年代請問
[00:05:47.560 --> 00:05:49.200]  那個時候你如果有抑鬱的話
[00:05:49.200 --> 00:05:53.160]  你怎麼說
[00:05:53.160 --> 00:05:55.320]  心情不好
[00:05:55.320 --> 00:05:55.960]  是吧
[00:05:55.960 --> 00:05:57.600]  有沒有給它一個專有名詞
[00:05:57.600 --> 00:06:02.120]  我們那時候在臺灣就叫做神經衰弱
[00:06:02.120 --> 00:06:06.480]  不是神經病
[00:06:06.480 --> 00:06:08.160]  現在因為大家都懂了
[00:06:08.160 --> 00:06:09.360]  開始有這些的
[00:06:09.360 --> 00:06:13.000]  所以你可以看見精神病焦慮症
[00:06:13.000 --> 00:06:14.560]  還有躁鬱症
[00:06:14.560 --> 00:06:16.720]  各式各樣的精神分裂症
[00:06:16.720 --> 00:06:19.240]  這些名詞都出來了
[00:06:19.240 --> 00:06:21.120]  現在越來越多
[00:06:21.120 --> 00:06:23.720]  現在劉子美越來越多
[00:06:23.720 --> 00:06:30.680]  好像已經變成是一個像感冒一樣
[00:06:30.680 --> 00:06:34.560]  在這樣子的一個社會裡面
[00:06:34.560 --> 00:06:35.880]  你知道嗎
[00:06:35.880 --> 00:06:41.440]  年輕人應當是充滿著盼望的一群人
[00:06:41.440 --> 00:06:47.960]  可是自從COVID-19之後
[00:06:47.960 --> 00:06:53.760]  美國的青少年他們那種重度抑鬱的感覺
[00:06:53.760 --> 00:07:02.200]  絕望悲傷的感覺增加了150%
[00:07:02.200 --> 00:07:07.120]  而且在美國這一個全世界最富有的國家
[00:07:07.120 --> 00:07:14.640]  60%的青少年都在為生活中的壓力無助感而苦惱
[00:07:14.640 --> 00:07:17.720]  美國自殺預防基金會報告說
[00:07:17.720 --> 00:07:22.720]  9到12年級也就是高中這一個年級
[00:07:22.720 --> 00:07:31.680]  學生當中有10%在過去12個月內嘗試過自殺
[00:07:31.680 --> 00:07:34.960]  這是一個很可怕的數據
[00:07:34.960 --> 00:07:38.560]  憂慮很可怕
[00:07:38.560 --> 00:07:45.840]  但是有一位神學家叫做保羅·田利克
[00:07:45.840 --> 00:07:49.640]  他說人生充滿各種憂慮
[00:07:49.640 --> 00:07:55.800]  但是憂慮比懼怕更可怕
[00:07:55.800 --> 00:07:59.160]  懼怕你還說得出對象怕什麼
[00:07:59.160 --> 00:08:00.440]  怕婚姻失敗
[00:08:00.440 --> 00:08:01.880]  怕找不到太太
[00:08:01.880 --> 00:08:04.080]  怕找不到先生是不是
[00:08:04.080 --> 00:08:04.800]  怕失業
[00:08:04.800 --> 00:08:06.240]  怕怕怕這個怕黑
[00:08:06.240 --> 00:08:06.920]  有人怕蟑螂
[00:08:06.920 --> 00:08:07.640]  有人怕老鼠
[00:08:07.640 --> 00:08:10.920]  有人怕什麼
[00:08:10.920 --> 00:08:12.640]  怕癢
[00:08:12.640 --> 00:08:13.720]  各式各樣的怕
[00:08:13.720 --> 00:08:16.200]  但是他說憂慮你卻說不出對象
[00:08:16.200 --> 00:08:18.160]  你憂慮什麼
[00:08:18.160 --> 00:08:19.800]  憂慮常常是為一些
[00:08:19.800 --> 00:08:22.520]  好像將來不知道到底會發生什麼事情
[00:08:22.520 --> 00:08:23.640]  憂慮
[00:08:23.640 --> 00:08:24.840]  所以田利克說
[00:08:24.840 --> 00:08:31.560]  憂慮比懼怕更可怕
[00:08:31.560 --> 00:08:38.760]  而憂慮確實也是造成我們根據一專家講
[00:08:38.760 --> 00:08:45.400]  其實人身體的疾病有一半是跟心理有關係的
[00:08:45.400 --> 00:08:48.160]  有一半是跟心理有關係的
[00:08:48.160 --> 00:08:52.840]  所以現在有一些專科叫做身心證
[00:08:52.840 --> 00:08:53.440]  有沒有
[00:08:53.440 --> 00:08:54.760]  身心專科
[00:08:54.760 --> 00:08:58.720]  因為身體跟心是分不開的
[00:08:58.720 --> 00:09:04.040]  所以我們要有一個充滿健康的一個人生
[00:09:04.040 --> 00:09:08.160]  就是一個喜樂的人生
[00:09:08.160 --> 00:09:10.280]  身心真言第十七章二十二節
[00:09:10.280 --> 00:09:11.160]  我們起來念好不好
[00:09:11.160 --> 00:09:11.720]  來
[00:09:11.720 --> 00:09:13.280]  這節應該是要把它背起來
[00:09:13.280 --> 00:09:13.760]  來
[00:09:13.760 --> 00:09:17.000]  喜樂的心乃是良藥
[00:09:17.000 --> 00:09:20.200]  憂傷的靈使骨枯乾
[00:09:20.200 --> 00:09:23.520]  喜樂的心是怎麼樣
[00:09:23.520 --> 00:09:25.320]  是良藥
[00:09:25.320 --> 00:09:28.240]  最好的medicine是什麼
[00:09:28.240 --> 00:09:30.840]  是喜樂
[00:09:30.840 --> 00:09:32.840]  你吃再多的藥
[00:09:32.840 --> 00:09:35.800]  藥都會有副作用
[00:09:35.800 --> 00:09:39.520]  是不是
[00:09:39.520 --> 00:09:43.560]  可是喜樂完全不要花錢
[00:09:43.560 --> 00:09:46.320]  喜樂是最好的良藥
[00:09:46.320 --> 00:09:51.400]  憂傷的靈使骨枯乾
[00:09:51.400 --> 00:09:54.400]  憂傷的靈使骨枯乾
[00:09:54.400 --> 00:09:57.360]  憂傷使骨枯乾
[00:09:57.360 --> 00:09:58.920]  身體上講到骨頭
[00:09:58.920 --> 00:10:02.400]  我就在思想為什麼講骨枯乾呢
[00:10:02.400 --> 00:10:04.480]  我就想到以西結書
[00:10:04.480 --> 00:10:07.160]  講到枯骨怎麼樣
[00:10:07.160 --> 00:10:08.880]  復生
[00:10:08.880 --> 00:10:09.720]  你看到沒有
[00:10:09.720 --> 00:10:14.720]  以西結在形容一個人沒有生命
[00:10:14.720 --> 00:10:17.920]  好像是一個枯骨一樣
[00:10:17.920 --> 00:10:19.600]  是不是
[00:10:19.600 --> 00:10:22.000]  那我又想到我們中國人講一句話說
[00:10:22.000 --> 00:10:25.320]  骨瘦如柴
[00:10:25.320 --> 00:10:27.080]  你有沒有發現說
[00:10:27.080 --> 00:10:28.640]  那個憂鬱的人
[00:10:28.640 --> 00:10:30.440]  你一看就是什麼
[00:10:30.440 --> 00:10:37.760]  骨瘦如柴
[00:10:37.760 --> 00:10:41.280]  有的人看著我笑
[00:10:41.280 --> 00:10:45.040]  你們什麼意思
[00:10:45.040 --> 00:10:47.920]  我們常講到一個人福泰福泰
[00:10:47.920 --> 00:10:50.760]  是不是
[00:10:50.760 --> 00:10:53.680]  中國人拜那個叫做彌勒佛
[00:10:53.680 --> 00:10:55.280]  是不是
[00:10:55.280 --> 00:10:58.520]  請問彌勒佛是胖的還瘦的
[00:10:58.520 --> 00:10:59.360]  胖的
[00:10:59.360 --> 00:11:01.600]  他胖給人家感覺就是很有福氣
[00:11:01.600 --> 00:11:03.200]  是不是
[00:11:03.200 --> 00:11:07.200]  其實胖的人有三多
[00:11:07.200 --> 00:11:11.320]  三高
[00:11:11.320 --> 00:11:13.080]  憂傷的臨時骨枯乾
[00:11:13.080 --> 00:11:15.400]  確實你會發現
[00:11:15.400 --> 00:11:18.160]  憂傷的人睡不好覺
[00:11:18.160 --> 00:11:23.480]  很容易消瘦
[00:11:23.480 --> 00:11:27.000]  但是呢
[00:11:27.000 --> 00:11:33.080]  這個喜樂卻能夠使我們身體健康
[00:11:33.080 --> 00:11:38.240]  有一個美國猶太醫的一個人
[00:11:38.240 --> 00:11:44.240]  他的名字叫做
[00:11:44.240 --> 00:11:45.200]  上面你看
[00:11:45.200 --> 00:11:54.160]  他叫做洛曼科任
[00:11:54.160 --> 00:12:01.040]  這個人他得了一種病
[00:12:01.040 --> 00:12:08.360]  他這個病叫做僵直性的追階炎
[00:12:08.360 --> 00:12:12.080]  這個中文有一個翻譯
[00:12:12.080 --> 00:12:13.720]  我覺得我聽都沒聽過
[00:12:13.720 --> 00:12:19.080]  他叫做結締組織病
[00:12:19.080 --> 00:12:25.000]  英文叫做 connective tissue disease
[00:12:25.000 --> 00:12:27.560]  有人聽過嗎
[00:12:27.560 --> 00:12:28.880]  anyway沒關係
[00:12:28.880 --> 00:12:30.040]  你沒聽過沒關係
[00:12:30.040 --> 00:12:33.840]  我告訴你就是他的脊椎僵直
[00:12:33.840 --> 00:12:38.280]  那麼帶來這是一種風濕性的疾病
[00:12:38.280 --> 00:12:42.520]  他會慢慢的波及到身體的各個的器官去
[00:12:42.520 --> 00:12:43.280]  所以呢
[00:12:43.280 --> 00:12:48.200]  這樣子一個結果就造成他會半生不遂
[00:12:48.200 --> 00:12:49.720]  半生癱瘓
[00:12:49.720 --> 00:12:51.680]  那麼當時的醫藥不發達
[00:12:51.680 --> 00:12:56.080]  所以醫生就給他判了等於是死刑一樣
[00:12:56.080 --> 00:12:59.960]  可是沒想到他不僅僅是沒有死
[00:12:59.960 --> 00:13:03.080]  而且他還發明了一套自己的醫療系統
[00:13:03.080 --> 00:13:05.320]  來解決他的問題
[00:13:05.320 --> 00:13:06.240]  他怎麼做呢
[00:13:06.240 --> 00:13:09.200]  他說他就開始服用維他命C
[00:13:09.200 --> 00:13:11.800]  然後開始看喜劇片
[00:13:11.800 --> 00:13:14.280]  一些幽默有趣滑稽好笑的電影
[00:13:14.280 --> 00:13:16.200]  他看了許多的喜劇片
[00:13:16.200 --> 00:13:21.320]  過程當中一面看一面放懷的大笑
[00:13:21.320 --> 00:13:22.800]  就這樣子每天笑
[00:13:22.800 --> 00:13:26.800]  過了六個月之後他竟然好了
[00:13:26.800 --> 00:13:29.840]  而且他還能夠站起來
[00:13:29.840 --> 00:13:32.760]  他在兩年之後開始恢復了工作
[00:13:32.760 --> 00:13:38.960]  而且又活了二十六年
[00:13:38.960 --> 00:13:40.680]  所以他寫了一本書
[00:13:40.680 --> 00:13:44.080]  叫做患者自己的疾病剖析
[00:13:44.080 --> 00:13:47.040]  這本書在一九八十年的時候改編成電影
[00:13:47.040 --> 00:13:49.480]  叫做笑到病除
[00:13:49.480 --> 00:13:53.320]  不是要到病除是笑到病除
[00:13:53.320 --> 00:13:56.720]  他說十分鐘的捧腹大笑
[00:13:56.720 --> 00:14:02.280]  使他有至少兩小時的無痛睡眠
[00:14:02.280 --> 00:14:07.360]  那麼我在查笑到病除這一個電影的時候
[00:14:07.360 --> 00:14:09.720]  發現說無獨有偶
[00:14:09.720 --> 00:14:12.880]  有另外一個韓國叫做Joseph Lee
[00:14:12.880 --> 00:14:19.400]  他是韓國笑運動的研究所所長
[00:14:19.400 --> 00:14:22.720]  他專門教別人怎麼笑
[00:14:22.720 --> 00:14:25.440]  他有一套的東西教你怎麼樣笑
[00:14:25.440 --> 00:14:27.280]  然後這個笑會帶來什麼結果
[00:14:27.280 --> 00:14:33.400]  所以他出了一本書叫做笑到病除
[00:14:33.400 --> 00:14:36.080]  好了 下一題我準備
[00:14:36.080 --> 00:14:40.560]  你一天當中幾次大笑
[00:14:40.560 --> 00:14:44.600]  有沒有一天至少一次大笑的 有沒有
[00:14:44.600 --> 00:14:48.200]  有啊 有啊
[00:14:48.200 --> 00:14:53.200]  你是刻意笑還是是什麼會讓你笑
[00:14:53.200 --> 00:14:57.960]  嘲笑
[00:14:57.960 --> 00:15:00.320]  所以你知道嗎笑很重要 是不是
[00:15:00.320 --> 00:15:03.480]  來 跟你旁邊笑一下
[00:15:03.480 --> 00:15:05.880]  現在六十八年你來到這裡的時候
[00:15:05.880 --> 00:15:07.280]  你在家裡面的時候
[00:15:07.280 --> 00:15:10.160]  你不要每一次都是板著臉
[00:15:10.160 --> 00:15:12.920]  你要笑
[00:15:12.920 --> 00:15:14.280]  你到餐廳去吃飯的時候
[00:15:14.280 --> 00:15:20.360]  你看到一個Waiter過來的時候板著臉
[00:15:20.360 --> 00:15:24.360]  今天點什麼
[00:15:24.360 --> 00:15:26.160]  心情都不好了
[00:15:26.160 --> 00:15:29.640]  看他那個嘴臉心情都不好 對不對
[00:15:29.640 --> 00:15:31.800]  哪想吃飯啊
[00:15:31.800 --> 00:15:33.920]  但是你看到一個人對著你微笑
[00:15:33.920 --> 00:15:36.400]  很親切的時候你怎麼樣
[00:15:36.400 --> 00:15:39.840]  哇 你就覺得這個餐廳很好吃啊
[00:15:39.840 --> 00:15:40.640]  是不是
[00:15:40.640 --> 00:15:43.200]  如果你老婆天天對著你都是一個板著臉
[00:15:43.200 --> 00:15:46.080]  好像是碗娘
[00:15:46.080 --> 00:15:47.840]  那日子還難過了
[00:15:47.840 --> 00:15:49.840]  所以笑很重要 是嗎
[00:15:49.840 --> 00:15:58.000]  他這裡說大笑
[00:15:58.000 --> 00:16:00.760]  現在留準備 這不是開玩笑的
[00:16:00.760 --> 00:16:02.480]  真的
[00:16:02.480 --> 00:16:07.120]  喜樂的心乃是良藥
[00:16:07.120 --> 00:16:09.440]  一個人喜樂就會笑嘛 是不是
[00:16:09.440 --> 00:16:11.240]  你說我很喜樂
[00:16:11.240 --> 00:16:13.360]  我很喜樂
[00:16:13.360 --> 00:16:15.520]  喜樂 喜樂 喜樂
[00:16:15.520 --> 00:16:18.440]  所以我每個禮拜天在這邊唱詩歌的時候
[00:16:18.440 --> 00:16:20.200]  喜樂的歌 讚美的歌
[00:16:20.200 --> 00:16:21.200]  你要笑啊
[00:16:21.200 --> 00:16:22.680]  你要大聲的唱啊
[00:16:22.680 --> 00:16:25.840]  你要從你的心裡面發出那個讚美啊
[00:16:25.840 --> 00:16:26.800]  親愛的兄弟妹
[00:16:26.800 --> 00:16:29.920]  當然我們讚美是為了榮耀神
[00:16:29.920 --> 00:16:30.640]  但是你知道嗎
[00:16:30.640 --> 00:16:32.520]  當你這樣子來榮耀神的時候
[00:16:32.520 --> 00:16:33.600]  當你來讚美祂的時候
[00:16:33.600 --> 00:16:34.240]  聖經上說
[00:16:34.240 --> 00:16:38.280]  祂以我們的讚美為寶座
[00:16:38.280 --> 00:16:40.800]  意思就是說當我們讚美祂的時候
[00:16:40.800 --> 00:16:45.080]  祂的同在 祂的寶座就設立在這裡了
[00:16:45.080 --> 00:16:47.600]  阿門
[00:16:47.600 --> 00:16:48.240]  親愛的留準備
[00:16:48.240 --> 00:16:49.800]  你的家也是如此
[00:16:49.800 --> 00:16:51.760]  當你是一個快樂的太太
[00:16:51.760 --> 00:16:53.320]  你常常讚美神
[00:16:53.320 --> 00:16:55.040]  你在一面炒菜的時候
[00:16:55.040 --> 00:16:57.760]  一面讚美 一面唱詩歌 一面感謝
[00:16:57.760 --> 00:17:03.680]  你的菜炒出來
[00:17:03.680 --> 00:17:10.400]  就帶有那個各式各樣美麗的味道進去了
[00:17:10.400 --> 00:17:13.360]  那一面炒一面罵
[00:17:13.360 --> 00:17:15.160]  這個屎鬼
[00:17:15.160 --> 00:17:17.320]  這麼晚了還不回來幫忙
[00:17:17.320 --> 00:17:24.320]  哇 啪 多加一本言
[00:17:24.320 --> 00:17:26.840]  所以你看一個人很重要
[00:17:26.840 --> 00:17:28.760]  喜樂的心是良藥
[00:17:28.760 --> 00:17:31.680]  不單單你自己身體 自己的心靈
[00:17:31.680 --> 00:17:34.680]  而且你的喜樂可以影響到你周遭的人
[00:17:34.680 --> 00:17:36.440]  你知道嗎
[00:17:36.440 --> 00:17:38.280]  所以上次我提到一個教會
[00:17:38.280 --> 00:17:40.640]  增長的八個指數還記得嗎
[00:17:40.640 --> 00:17:45.200]  其中一個就是歡樂的氣氛
[00:17:45.200 --> 00:17:48.200]  一個教會是歡樂的
[00:17:48.200 --> 00:17:50.120]  所以教會的讚美很重要
[00:17:50.120 --> 00:17:52.000]  教會的敬拜很重要
[00:17:52.000 --> 00:17:57.640]  因為要帶出一個歡樂的氣氛
[00:17:57.640 --> 00:18:00.080]  有沒有喜歡到一個教會去
[00:18:00.080 --> 00:18:04.080]  哇 我一進去就感覺 depressed
[00:18:04.080 --> 00:18:06.000]  會不會 不會
[00:18:06.000 --> 00:18:07.600]  你不會到這樣教會去
[00:18:07.600 --> 00:18:08.920]  但是你到一個教會
[00:18:08.920 --> 00:18:10.960]  一唱詩歌怎麼樣
[00:18:10.960 --> 00:18:13.920]  哇 整個裡面就活起來了
[00:18:13.920 --> 00:18:16.280]  所以我看到有些弟兄姊妹們
[00:18:16.280 --> 00:18:17.640]  敬拜完了才進來
[00:18:17.640 --> 00:18:20.960]  好可惜啊
[00:18:20.960 --> 00:18:25.080]  你miss掉其實那個非常重要的一個部分了
[00:18:25.080 --> 00:18:26.520]  敬拜很重要啊
[00:18:26.520 --> 00:18:32.960]  跟你旁邊說 不要遲到了
[00:18:32.960 --> 00:18:36.600]  真的 現在劉師伯你失去了福分啊
[00:18:36.600 --> 00:18:38.120]  你失去了福分啊
[00:18:38.120 --> 00:18:40.120]  敬拜讚美何等的重要
[00:18:40.120 --> 00:18:42.840]  不單單是神喜約我們來讚美祂
[00:18:42.840 --> 00:18:46.360]  當我們讚美祂的時候帶來一個結果就是怎麼樣
[00:18:46.360 --> 00:18:49.680]  我們自己也經歷到神的喜樂
[00:18:49.680 --> 00:18:52.440]  充滿在我們中間
[00:18:52.440 --> 00:18:58.520]  所以喜樂的心乃是良藥
[00:18:58.520 --> 00:19:00.600]  但當我們講到喜樂的時候
[00:19:00.600 --> 00:19:01.920]  你會發現啊
[00:19:01.920 --> 00:19:05.640]  這個世界常常講到的是快樂有沒有
[00:19:05.640 --> 00:19:08.080]  是不是 世界上講喜樂
[00:19:08.080 --> 00:19:10.040]  但世界上的人常常講的是什麼
[00:19:10.040 --> 00:19:13.440]  是快樂
[00:19:13.440 --> 00:19:17.600]  最近2024年出來一個統計
[00:19:17.600 --> 00:19:21.160]  全世界最快樂的國家的排行榜
[00:19:21.160 --> 00:19:25.880]  第一名 第二名 第三名 第四名
[00:19:25.880 --> 00:19:29.480]  你會發現都是歐洲的 北歐的國家
[00:19:29.480 --> 00:19:31.560]  第一名是芬蘭 第二名丹麥
[00:19:31.560 --> 00:19:37.800]  第三是冰島 第四是什麼 瑞典
[00:19:37.800 --> 00:19:42.680]  第五名以色列 我有點訝異
[00:19:42.680 --> 00:19:47.200]  好 我們看看跟我們有關係的
[00:19:47.200 --> 00:19:55.760]  中國第幾名 中國六十名
[00:19:55.760 --> 00:20:02.880]  在亞洲排名是第十名
[00:20:02.880 --> 00:20:11.440]  台灣呢 台灣比較快樂一點 多少
[00:20:11.440 --> 00:20:18.440]  三十一名 香港呢 香港更落後
[00:20:18.440 --> 00:20:21.400]  香港八十六名
[00:20:21.400 --> 00:20:24.120]  我想當然這些年香港發生的事情
[00:20:24.120 --> 00:20:26.560]  可能讓香港人實在是快樂不起來
[00:20:26.560 --> 00:20:32.680]  是不是 快樂的人都可能是移民到英國去了
[00:20:32.680 --> 00:20:34.440]  但是親愛的柳子妹
[00:20:34.440 --> 00:20:38.360]  這一個統計它是根據六個數據
[00:20:38.360 --> 00:20:42.000]  第一個這個國家的自由度
[00:20:42.000 --> 00:20:46.080]  還有這個國家對他們的支持度
[00:20:46.080 --> 00:20:52.160]  還有收入 還有這個國家的貪腐等等
[00:20:52.160 --> 00:20:53.960]  有六項的因素
[00:20:53.960 --> 00:20:59.080]  那其中一個我想很重要就是收入
[00:20:59.080 --> 00:21:01.160]  但是親愛的柳子妹
[00:21:01.160 --> 00:21:09.360]  是不是收入高就表示比較快樂
[00:21:09.360 --> 00:21:13.240]  美國快不快樂 美國多少
[00:21:13.240 --> 00:21:17.160]  美國二十三名
[00:21:17.160 --> 00:21:23.680]  這個全世界最富有的國家二十三名
