
[00:00:00.000 --> 00:00:03.480]  首先在此要向線上的電影姊妹們大家招呼
[00:06:32.080 --> 00:06:34.880]  那我媽媽就要拿棉拖去擋了
[00:06:34.880 --> 00:06:40.380]  你的思想 你的思維影響了你外顯的行為
[00:06:40.380 --> 00:06:42.480]  如果這樣的時候William Garza就認為
[00:06:42.480 --> 00:06:46.160]  是我們身體狀況和我們情緒是互為影響的
[00:06:46.160 --> 00:06:48.720]  很多時候我們決定是受到這兩個元素影響
[00:06:48.720 --> 00:06:51.560]  但是我們需要改變的時候
[00:06:51.560 --> 00:06:53.060]  我們未必改變到這兩個元素
[00:06:53.060 --> 00:06:56.400]  但是我們可以改變的是我們整個思維模式
[00:06:56.400 --> 00:06:58.400]  以致改變了我們的行為
[00:06:58.400 --> 00:07:01.240]  如果這時候我們看到另一幅圖就告訴我
[00:07:01.240 --> 00:07:05.240]  情緒 身體 外顯行為 思想模式
[00:07:05.240 --> 00:07:11.780]  其實整個車向前行的驅動力是什麼
[00:07:11.780 --> 00:07:17.220]  我以為我是向前走 我的決定是怎樣怎樣
[00:07:17.220 --> 00:07:21.720]  其實在這個心理分析來說是不正確的
[00:07:21.720 --> 00:07:23.460]  我們看看下一幅圖就知道了
[00:07:23.460 --> 00:07:29.440]  原來我們人生有幾個基本需要驅動著我們
[00:07:29.440 --> 00:07:33.780]  有一個心理學家就提了另外的基本需要
[00:07:33.780 --> 00:07:36.280]  但是William Garza就提出
[00:07:36.280 --> 00:07:40.440]  其實有我們人類的基本需要驅動我們走的
[00:07:40.440 --> 00:07:42.820]  那個驅動力就是來自生存
[00:07:42.820 --> 00:07:47.120]  愛與歸屬 樂趣 自由和權力
[00:07:47.120 --> 00:07:54.460]  不要以為我們一定是以生存為我們的基本需要
[00:07:54.460 --> 00:07:57.000]  我們每個人都以為是這樣的
[00:07:57.000 --> 00:07:58.500]  你如果試一下玩遊戲
[00:07:58.500 --> 00:08:00.700]  如果你在家裡聽不到之後
[00:08:00.700 --> 00:08:03.700]  你試一下在這幅圖跟你的伴侶也好
[00:08:03.700 --> 00:08:05.000]  跟你的家人也好
[00:08:05.000 --> 00:08:06.340]  一個很簡單的遊戲
[00:08:06.340 --> 00:08:09.540]  中午你在家裡吃飯的時候可以玩的
[00:08:09.540 --> 00:08:13.280]  你叫他們將1 2 3 4 5排列
[00:08:13.280 --> 00:08:14.640]  將這幾樣東西排列
[00:08:14.640 --> 00:08:17.520]  誰是你的第一位 誰是你的第二位 誰是你的第三位
[00:08:17.520 --> 00:08:18.580]  不要假設
[00:08:18.580 --> 00:08:21.320]  你以為每個人都以為生存是第一
[00:08:21.320 --> 00:08:23.220]  這個想法是錯的
[00:08:23.220 --> 00:08:26.500]  你想像一下
[00:08:26.500 --> 00:08:30.400]  有人可以玩一些很危險的遊戲
[00:08:30.400 --> 00:08:34.860]  對他來說樂趣大於生存
[00:08:34.860 --> 00:08:36.700]  我們生存覺得很重要的人
[00:08:36.700 --> 00:08:37.800]  在下面看到
[00:08:37.800 --> 00:08:40.400]  嘩 傻的嗎 拿命來打嗎
[00:08:40.400 --> 00:08:42.400]  他不是僥倖
[00:08:42.400 --> 00:08:45.220]  他覺得玩得開心
[00:08:45.220 --> 00:08:48.140]  現在生命有危險是不重要的
[00:08:48.140 --> 00:08:52.080]  所以那個排列次序是可以很不一樣的
[00:08:52.080 --> 00:08:53.360]  而我們整個人
[00:08:53.360 --> 00:08:54.860]  其實我們做決定的時候
[00:08:54.860 --> 00:08:57.420]  是受到個人的慾望影響
[00:08:57.420 --> 00:08:59.700]  是大於其他一切的
[00:08:59.700 --> 00:09:01.360]  很多時候我們突然衝動
[00:09:01.360 --> 00:09:02.360]  會做一些決定
[00:09:02.360 --> 00:09:04.000]  我們以為我們自己說了算
[00:09:04.000 --> 00:09:07.340]  最後原來是我們的情緒
[00:09:07.340 --> 00:09:08.560]  身體需要
[00:09:08.560 --> 00:09:12.540]  我們的基本需要在驅動我們去做事
[00:09:12.540 --> 00:09:14.780]  而不一定是我
[00:09:14.780 --> 00:09:17.140]  這個我是很難定義的
[00:09:17.140 --> 00:09:19.740]  你發覺男士的悲哀是什麼呢
[00:09:19.740 --> 00:09:21.540]  我們以為我們結婚之後
[00:09:21.540 --> 00:09:24.220]  就可以逃離一個女人
[00:09:24.220 --> 00:09:26.660]  我們媽媽的魔掌
[00:09:26.660 --> 00:09:30.360]  誰知道他就進入了另一個女人的魔掌
[00:09:30.360 --> 00:09:33.360]  最後另一個魔掌當然就是他太太
[00:09:33.360 --> 00:09:37.600]  然後最不長進的男人
[00:09:37.600 --> 00:09:39.640]  就可以有小三
[00:09:39.640 --> 00:09:42.900]  他以為逃離了家裡這個魔掌
[00:09:42.900 --> 00:09:44.640]  在外面包一個小三
[00:09:44.640 --> 00:09:45.800]  又是女人
[00:09:45.800 --> 00:09:50.980]  他就可以逃離這個家庭裡面的女人的魔掌
[00:09:50.980 --> 00:09:52.220]  如果他生了一個女兒
[00:09:52.220 --> 00:09:55.140]  他一生就陷在三個魔掌那裡
[00:09:55.140 --> 00:09:57.620]  媽媽 老婆 還有女兒
[00:09:57.620 --> 00:09:59.480]  女兒是他的老闆
[00:09:59.480 --> 00:10:01.060]  但如果外面有一個小三
[00:10:01.060 --> 00:10:02.360]  他就四個魔掌
[00:10:02.360 --> 00:10:03.020]  他自己不知道
[00:10:03.020 --> 00:10:05.920]  他以為找一個小三可以逃離這三個魔掌
[00:10:05.920 --> 00:10:08.900]  誰不知在有小三的情況下
[00:10:08.900 --> 00:10:12.300]  這種男人就分到什麼叫控制
[00:10:12.300 --> 00:10:14.700]  什麼叫操縱
[00:10:14.700 --> 00:10:16.800]  家裡的女人就是控制
[00:10:16.800 --> 00:10:18.440]  她下命令下命令
[00:10:18.440 --> 00:10:20.780]  你下班後買一瓶醬油回來
[00:10:20.780 --> 00:10:21.540]  這是命令
[00:10:21.540 --> 00:10:23.740]  你不能夠不買
[00:10:23.740 --> 00:10:26.480]  但是操縱就是小三會說
[00:10:26.480 --> 00:10:27.940]  哎呀
[00:10:27.940 --> 00:10:34.560]  如果今年新年有人送幾塊金箔年糕給我就好了
[00:10:34.560 --> 00:10:35.480]  他又不會叫你
[00:10:35.480 --> 00:10:40.860]  如果有人真的送幾塊金箔年糕給他
[00:10:40.860 --> 00:10:42.860]  哎呀 我沒有叫你買
[00:10:42.860 --> 00:10:44.160]  你自己買而已
[00:10:44.160 --> 00:10:45.600]  你就中招了
[00:10:45.600 --> 00:10:46.800]  在這種情況下
[00:10:46.800 --> 00:10:47.560]  你會發覺
[00:10:47.560 --> 00:10:49.640]  為什麼上一代的男人說
[00:10:49.640 --> 00:10:51.540]  一生兒女債
[00:10:51.540 --> 00:10:53.200]  半世老婆勞
[00:10:53.200 --> 00:10:54.100]  就是這個意思
[00:10:54.100 --> 00:10:56.840]  我們看到女士也不太好
[00:10:56.840 --> 00:10:58.040]  現代的女士
[00:10:58.040 --> 00:11:00.880]  相織的忙到不得了
[00:11:00.880 --> 00:11:02.920]  整個生活不是由她說了算
[00:11:02.920 --> 00:11:04.780]  整個生活由早到晚
[00:11:04.780 --> 00:11:07.420]  是編排得密密麻麻的
[00:11:07.420 --> 00:11:08.720]  密麻到什麼地步
[00:11:08.720 --> 00:11:11.420]  一早起來搞定兒女上學
[00:11:11.420 --> 00:11:13.860]  如果還要弄個午餐
[00:11:13.860 --> 00:11:15.460]  現在怕疫情
[00:11:15.460 --> 00:11:16.860]  弄個飯盒
[00:11:16.860 --> 00:11:18.460]  小吃
[00:11:18.460 --> 00:11:19.540]  給她拿回來
[00:11:19.540 --> 00:11:21.260]  你還要忙一段時間
[00:11:21.260 --> 00:11:22.800]  忙完一大段時間之後
[00:11:22.800 --> 00:11:24.040]  你自己趕上班
[00:11:24.040 --> 00:11:25.100]  我們說俗一點
[00:11:25.100 --> 00:11:26.540]  趕到裙子褲子
[00:11:26.540 --> 00:11:28.040]  回到公司
[00:11:28.040 --> 00:11:29.500]  又要工作
[00:11:29.500 --> 00:11:30.540]  又很忙
[00:11:30.540 --> 00:11:31.840]  中午飯
[00:11:31.840 --> 00:11:34.180]  如果你是中層的管理人員
[00:11:34.180 --> 00:11:34.920]  就很慘了
[00:11:34.920 --> 00:11:36.220]  上層的壓力
[00:11:36.220 --> 00:11:38.820]  如何面對下層的同事
[00:11:38.820 --> 00:11:41.060]  又要門上門下之如此類
[00:11:41.060 --> 00:11:42.120]  接著呢
[00:11:42.120 --> 00:11:43.620]  做了突然間
[00:11:43.620 --> 00:11:45.620]  你的寶貝女召喚你
[00:11:45.620 --> 00:11:47.360]  嘩
[00:11:47.360 --> 00:11:49.100]  整個人真的垮了
[00:11:49.100 --> 00:11:49.660]  什麼事
[00:11:49.660 --> 00:11:50.860]  要應酬她
[00:11:50.860 --> 00:11:51.460]  什麼事
[00:11:51.460 --> 00:11:52.300]  她問你
[00:11:52.300 --> 00:11:55.000]  媽媽家裡的冰棒能不能吃
[00:11:55.000 --> 00:11:56.740]  你日理萬機
[00:11:56.740 --> 00:11:59.540]  突然要決定家裡的冰棒給不給她吃
[00:11:59.540 --> 00:12:00.440]  你明白嗎
[00:12:00.440 --> 00:12:02.040]  相織女士就是這樣
[00:12:02.040 --> 00:12:03.080]  你打給爸爸了
[00:12:03.080 --> 00:12:05.340]  我打了爸爸沒人聽電話
[00:12:05.340 --> 00:12:06.740]  這樣就很生氣
[00:12:06.740 --> 00:12:07.880]  或者我打了爸爸
[00:12:07.880 --> 00:12:08.940]  我打來問你
[00:12:08.940 --> 00:12:09.680]  你決定
[00:12:09.680 --> 00:12:10.880]  這樣
[00:12:10.880 --> 00:12:12.760]  下班回去
[00:12:12.760 --> 00:12:14.660]  還要煮飯
[00:12:14.660 --> 00:12:17.360]  要搞定飛鴻點煮什麼飯
[00:12:17.360 --> 00:12:19.720]  要煮完飯之後
[00:12:19.720 --> 00:12:22.100]  又要幫兒女溫功課
[00:12:22.100 --> 00:12:22.800]  做功課
[00:12:22.800 --> 00:12:23.860]  預備明天上學
[00:12:23.860 --> 00:12:24.260]  嘩
[00:12:24.260 --> 00:12:25.000]  全散了
[00:12:25.000 --> 00:12:27.300]  一睡到床已經基本上散了
[00:12:27.300 --> 00:12:30.640]  相織的女士
[00:12:30.640 --> 00:12:32.480]  突然間宣佈不用上學
[00:12:32.480 --> 00:12:33.340]  嘩
[00:12:33.340 --> 00:12:34.880]  腦袋真的爆炸
[00:12:34.880 --> 00:12:35.640]  你明白嗎
[00:12:35.640 --> 00:12:37.040]  哪有由你作主
[00:12:37.040 --> 00:12:39.040]  現在完全不是你作主
[00:12:39.040 --> 00:12:42.180]  你發覺由星期一到星期五
[00:12:42.180 --> 00:12:43.920]  是完全透不過氣
[00:12:43.920 --> 00:12:46.360]  是不斷突發的事情
[00:12:46.360 --> 00:12:47.380]  正常的事情
[00:12:47.380 --> 00:12:49.620]  逼得腦袋都爆炸了
[00:12:49.620 --> 00:12:50.720]  全職主婦呢
[00:12:50.720 --> 00:12:52.620]  全職主婦都不是好得多
[00:12:52.620 --> 00:12:54.100]  她正在打什麼工呢
[00:12:54.100 --> 00:12:56.700]  一份沒假期沒薪金的工作
[00:12:56.700 --> 00:12:57.300]  是吧
[00:12:57.300 --> 00:12:58.900]  不知道怎麼辦
[00:12:58.900 --> 00:13:00.440]  還是無了期
[00:13:00.440 --> 00:13:01.940]  沒有讚賞
[00:13:01.940 --> 00:13:03.200]  現在更慘
[00:13:03.200 --> 00:13:06.580]  一宣佈疫情說14天
[00:13:06.580 --> 00:13:07.880]  接著過了7天之後
[00:13:07.880 --> 00:13:09.180]  再延長多14天
[00:13:09.180 --> 00:13:09.940]  就是從頭到尾
[00:13:09.940 --> 00:13:11.220]  現在是一個月
[00:13:11.220 --> 00:13:13.240]  全職家庭主婦就慘了
[00:13:13.240 --> 00:13:16.620]  想一個月的晚餐你自己吃
[00:13:16.620 --> 00:13:17.980]  是不是已經頭大了
[00:13:17.980 --> 00:13:18.880]  頭爆了
[00:13:18.880 --> 00:13:21.680]  你不要以為買菜自己說了算
[00:13:21.680 --> 00:13:24.120]  其實買菜就是去到街市
[00:13:24.120 --> 00:13:27.220]  看見什麼便宜什麼好就買什麼
[00:13:27.220 --> 00:13:28.700]  正常的家庭主婦
[00:13:28.700 --> 00:13:30.800]  所以其實你每一晚在家
[00:13:30.800 --> 00:13:32.940]  如果你的家庭主婦是負責任的
[00:13:32.940 --> 00:13:36.540]  其實你每一晚都是在吃懷石料理的
[00:13:36.540 --> 00:13:38.540]  這個名字挺好聽的
[00:13:38.540 --> 00:13:42.600]  我11月本應要來這裡說
[00:13:42.600 --> 00:13:45.180]  方主任我多謝林牧師的包容
[00:13:45.180 --> 00:13:47.580]  因為我突然間要回內地
[00:13:47.580 --> 00:13:50.720]  我就在上海隔離了14天
[00:13:50.720 --> 00:13:52.980]  14+7那7天是自由的
[00:13:52.980 --> 00:13:53.680]  現在不行了
[00:13:53.680 --> 00:13:55.820]  現在去上海14+7全部有酒店
[00:13:55.820 --> 00:13:57.960]  總共21天
[00:13:57.960 --> 00:14:02.120]  我就開始在那裡
[00:14:02.120 --> 00:14:03.920]  很多人都問我
[00:14:03.920 --> 00:14:07.000]  林雨柔你去隔離是不可能相信的
[00:14:07.000 --> 00:14:08.000]  為什麼呢
[00:14:08.000 --> 00:14:13.540]  因為我和我太太最大的衝突是什麼呢
[00:14:13.540 --> 00:14:14.940]  我們結婚頭幾年
[00:14:14.940 --> 00:14:18.440]  很難磨合的其中一件事
[00:14:18.440 --> 00:14:20.240]  就是後來我們才發現
[00:14:20.240 --> 00:14:21.880]  我的基本需要
[00:14:21.880 --> 00:14:24.820]  引導我的是自由
[00:14:24.820 --> 00:14:28.280]  生命成可貴自由價更高
[00:14:28.280 --> 00:14:29.680]  是我金句來的
[00:14:29.680 --> 00:14:33.620]  但是我太太就是愛譽歸屬
[00:14:33.620 --> 00:14:37.120]  所以去年9月中我要回內地
[00:14:37.120 --> 00:14:39.260]  我太太也成長了
[00:14:39.260 --> 00:14:41.440]  我就問了她幾次
[00:14:41.440 --> 00:14:43.000]  我上去最少兩個月
[00:14:43.000 --> 00:14:44.800]  因為如果不兩個月就很不值了
[00:14:44.800 --> 00:14:46.700]  要隔離14天了
[00:14:46.700 --> 00:14:47.980]  你OK嗎
[00:14:47.980 --> 00:14:48.600]  OK啊
[00:14:48.600 --> 00:14:49.800]  我長大了
[00:14:49.800 --> 00:14:51.240]  你可以走了
[00:14:51.240 --> 00:14:52.580]  我就回上海
[00:14:52.580 --> 00:14:57.620]  回上海後我們隔離14天就很容易過了
[00:14:57.620 --> 00:14:59.120]  凡是所有人跟你說
[00:14:59.120 --> 00:15:01.020]  就當退休吧
[00:15:01.020 --> 00:15:02.160]  14天多好啊
[00:15:02.160 --> 00:15:04.520]  這些人是一定沒隔離過的
[00:15:04.520 --> 00:15:06.020]  才會說這些東西
[00:15:06.020 --> 00:15:07.860]  多好啊
[00:15:07.860 --> 00:15:10.400]  能夠一個人安靜去和雨晨獨處
[00:15:10.400 --> 00:15:11.960]  這些也是沒隔離過的
[00:15:11.960 --> 00:15:13.460]  風涼話
[00:15:13.460 --> 00:15:17.400]  你隔離14天完全不是人過的生活
[00:15:17.400 --> 00:15:19.500]  因為就在一個房間你不可以走了
[00:15:19.500 --> 00:15:21.700]  我在那裡學了幾件事
[00:15:21.700 --> 00:15:23.340]  第一件事就是
[00:15:23.340 --> 00:15:26.140]  我頭三天最容易適應的
[00:15:26.140 --> 00:15:28.720]  因為你第一天去到酒店都差不多傍晚了
[00:15:28.720 --> 00:15:29.920]  很快就睡醒了
[00:15:29.920 --> 00:15:31.220]  第二天了
[00:15:31.220 --> 00:15:33.320]  第二天就會看一下環境
[00:15:33.320 --> 00:15:35.360]  怎樣熟習那個房間
[00:15:35.360 --> 00:15:38.460]  因為你要跟那個房間相處了13天的時間
[00:15:38.460 --> 00:15:38.960]  你明白嗎
[00:15:38.960 --> 00:15:40.660]  其實是頭尾15天的
[00:15:40.660 --> 00:15:45.560]  因為你14個晚上15個上午
[00:15:45.560 --> 00:15:47.360]  接著第三天
[00:15:47.360 --> 00:15:50.700]  你就開始有點混亂了
[00:15:50.700 --> 00:15:52.240]  我三餐是怎樣的
[00:15:52.240 --> 00:15:54.980]  三餐酒店已經不差了
[00:15:54.980 --> 00:15:57.680]  我就三餐不斷拍照給我太太
[00:15:57.680 --> 00:15:59.880]  八點是早餐
[00:15:59.880 --> 00:16:02.020]  她就說免得吵醒你
[00:16:02.020 --> 00:16:04.320]  所以就微信告訴你
[00:16:04.320 --> 00:16:05.720]  都沒有人按鐘的
[00:16:05.720 --> 00:16:07.260]  就微信說早餐在門口了
[00:16:07.260 --> 00:16:08.180]  你自己拿吧
[00:16:08.180 --> 00:16:11.260]  你睡醒看一看微信就知道可以拿了
[00:16:11.260 --> 00:16:13.100]  我們有一個群組的
[00:16:13.100 --> 00:16:14.260]  我很佩服
[00:16:14.260 --> 00:16:16.260]  我有一個組員
[00:16:16.260 --> 00:16:17.400]  他很厲害
[00:16:17.400 --> 00:16:19.340]  他就跟我經理吵架
[00:16:19.340 --> 00:16:21.260]  經理就回答他
[00:16:21.260 --> 00:16:22.040]  回答完他就說
[00:16:22.040 --> 00:16:23.040]  你不要騙我
[00:16:23.040 --> 00:16:24.740]  我隔離過5次了
[00:16:24.740 --> 00:16:26.040]  哇
[00:16:26.040 --> 00:16:28.040]  人生有多少個70天
[00:16:28.040 --> 00:16:28.540]  你明白嗎
[00:16:28.540 --> 00:16:30.440]  5次
[00:16:30.440 --> 00:16:31.680]  接著我出去了之後
[00:16:31.680 --> 00:16:32.680]  有一個姐妹就說
[00:16:32.680 --> 00:16:34.340]  我女兒隔離了156天
[00:16:34.340 --> 00:16:35.580]  156天
[00:16:35.580 --> 00:16:36.580]  一年只有365天
[00:16:36.580 --> 00:16:37.320]  你女兒做什麼
[00:16:37.320 --> 00:16:38.680]  原來是做空姐的
[00:16:38.680 --> 00:16:39.780]  真慘
[00:16:39.780 --> 00:16:41.820]  所以有時候真的很慘
[00:16:41.820 --> 00:16:43.520]  三天之後
[00:16:43.520 --> 00:16:46.220]  發覺我早午晚三餐拍照
[00:16:46.220 --> 00:16:47.820]  早餐八點
[00:16:47.820 --> 00:16:50.300]  午餐是11點半
[00:16:50.300 --> 00:16:52.500]  晚上那餐是5點半
[00:16:52.500 --> 00:16:55.500]  這個絕對不是香港人吃飯的時間
[00:16:55.500 --> 00:16:56.200]  但是沒辦法
[00:16:56.200 --> 00:16:57.700]  你說5點半而已
[00:16:57.700 --> 00:16:59.840]  因為每個房間都派
[00:16:59.840 --> 00:17:03.500]  派到你那裡可能是5點8、5點9
[00:17:03.500 --> 00:17:05.380]  我發覺
[00:17:05.380 --> 00:17:07.880]  頭三天我不斷拍照給我太太
