
[00:00:00.000 --> 00:00:02.420]  各位來賓主席 弟兄姊妹平安
[00:11:20.460 --> 00:11:25.100]  拿了他們當滅的之物
[00:11:25.100 --> 00:11:27.380]  在那裡偷竊 詭詐
[00:11:27.380 --> 00:11:29.460]  明明這些物件不屬於他的
[00:11:29.460 --> 00:11:33.940]  還在那裡隱瞞 欺騙神 欺騙人
[00:11:33.940 --> 00:11:39.460]  還把這些當滅之物藏起來 放在他們的家裡
[00:11:39.460 --> 00:11:41.940]  和他們的家具放在一起
[00:11:41.940 --> 00:11:43.940]  明明這些是神的選民
[00:11:43.940 --> 00:11:46.460]  為什麼把這些罪的物件
[00:11:46.460 --> 00:11:48.380]  帶罪的物件 當滅的物
[00:11:48.380 --> 00:11:52.180]  運到他們的生活當中呢?
[00:11:52.180 --> 00:11:55.500]  這個是違背了神所吩咐他們的
[00:11:55.500 --> 00:11:58.460]  和他們所納的約 與他們同在
[00:11:58.460 --> 00:12:01.460]  當他們自己進行神的道的時候
[00:12:01.460 --> 00:12:05.580]  就會周圍這樣前前後後 中間這樣與他們同在
[00:12:05.580 --> 00:12:07.580]  已經違背了這個約了
[00:12:07.580 --> 00:12:10.700]  因此 耶和華這樣說
[00:12:10.700 --> 00:12:13.100]  以色列在受敵面前
[00:12:13.100 --> 00:12:18.180]  在第一次攻打艾城的時候 站立不住
[00:12:18.180 --> 00:12:23.020]  根本就面對受敵的面前 就要逃跑
[00:12:23.020 --> 00:12:27.380]  原來神在這次的攻擊艾城當中
[00:12:27.380 --> 00:12:31.500]  完全沒有幫助這個以色列民
[00:12:31.500 --> 00:12:35.660]  所以他們就戰敗了 這個是一個奏助
[00:12:35.660 --> 00:12:41.340]  如果這樣回答約書亞羅
[00:12:41.340 --> 00:12:42.540]  給你一個條件
[00:12:42.540 --> 00:12:46.140]  如果你不把這個當滅之物在中間這樣除掉
[00:12:46.140 --> 00:12:51.660]  你不用在意 耶和華神會繼續與他們同在
[00:12:51.660 --> 00:12:56.220]  不會再去前前後後 與他們中間這樣保護他們
[00:12:56.220 --> 00:13:01.820]  幫助他們攻打 進入這個迦南地
[00:13:01.820 --> 00:13:07.820]  這個就命令他 你起來 叫百姓自潔
[00:13:07.820 --> 00:13:09.820]  耶和華這樣吩咐約書亞
[00:13:09.820 --> 00:13:13.820]  吩咐約書亞 要與百姓這樣說
[00:13:13.820 --> 00:13:15.820]  要百姓做三件事
[00:13:15.820 --> 00:13:19.660]  第一件事就是 你們要自潔 他們叫百姓自潔
[00:13:19.660 --> 00:13:25.980]  因為預備第二天 耶和華神會繼續與他們有說話
[00:13:25.980 --> 00:13:28.620]  耶和華神將會與他們說
[00:13:28.620 --> 00:13:32.540]  如果你們當中當滅的物件不除掉的話
[00:13:32.540 --> 00:13:35.500]  在受敵面前 這幫以色列民在受敵面前
[00:13:35.500 --> 00:13:38.300]  一定必站立不住
[00:13:38.300 --> 00:13:42.540]  他們都經歷過了 第一次進攻艾城的時候
[00:13:42.540 --> 00:13:46.380]  很明顯就與耶利哥城很大分別
[00:13:46.380 --> 00:13:52.700]  攻打耶利哥城的時候 我們想起第26章故事的敘述
[00:13:52.700 --> 00:13:56.780]  耶和華一直吩咐他們 一直這樣去帶領他們
[00:13:56.780 --> 00:13:59.340]  約瑰與他們同在 神與他們同在
[00:13:59.340 --> 00:14:02.460]  去使城牆塌陷
[00:14:02.460 --> 00:14:04.380]  但是我們看回之前
[00:14:04.380 --> 00:14:07.020]  從第七章的第一節開始看的時候
[00:14:07.020 --> 00:14:12.620]  就知道耶和華神當他們第一次攻打艾城的時候
[00:14:12.620 --> 00:14:17.180]  是沒有與他們同在 這些以色列民同在
[00:14:17.180 --> 00:14:21.340]  他們自以為自己有的能力 就派三千人上去
[00:14:21.340 --> 00:14:27.740]  結果就大敗而回 全部三千人就完全被殺
[00:14:27.740 --> 00:14:30.540]  所以這裡是很大的警告
[00:14:30.540 --> 00:14:34.860]  如果你們不除掉當滅的物件
[00:14:34.860 --> 00:14:37.660]  在受敵面前 你再遇到艾城
[00:14:37.660 --> 00:14:43.580]  遇到別人再來攻打你的時候 就必站立不住
[00:14:43.580 --> 00:14:48.060]  除了這兩樣要自結 和滅當滅之物件之後
[00:14:48.060 --> 00:14:53.980]  還要找出這個犯罪人
[00:14:53.980 --> 00:15:02.380]  因為第二樣就是 約瑟雅要找出這個犯罪人
[00:15:02.380 --> 00:15:05.420]  從他的支派宗族家室裡面
[00:15:05.420 --> 00:15:10.700]  逐個人丁去尋找這個犯罪分子
[00:15:10.700 --> 00:15:14.780]  究竟誰拿了這些當滅之物呢?
[00:15:14.780 --> 00:15:17.740]  還會找到這個人之後
[00:15:17.740 --> 00:15:24.300]  他和他全家所有的都會被火焚燒
[00:15:24.300 --> 00:15:27.500]  這個就是第三個要約瑟雅做的事
[00:15:27.500 --> 00:15:30.460]  第一就要這幫百姓自結
[00:15:30.460 --> 00:15:34.620]  第二就要尋找這個犯人
[00:15:34.620 --> 00:15:38.220]  第三當他們尋找了這個犯人之後
[00:15:38.220 --> 00:15:43.340]  他所拿的當滅之物 還有他自己和他家人
[00:15:43.340 --> 00:15:46.700]  所有的都要被火焚燒
[00:15:46.700 --> 00:15:51.820]  因為這麼嚴厲 不可以怠慢
[00:15:51.820 --> 00:15:56.540]  因為他違背了耶和華神的約
[00:15:56.540 --> 00:16:01.100]  他還連累了漁網的事 連累了其他身邊的人
[00:16:01.100 --> 00:16:04.540]  破壞了他們和神的關係
[00:16:04.540 --> 00:16:07.100]  這個是漁網的事情
[00:16:07.100 --> 00:16:11.740]  約瑟雅就去尋找這個犯人
[00:16:11.740 --> 00:16:15.740]  結果查出了是阿干
[00:16:15.740 --> 00:16:18.060]  他就和阿干這樣說
[00:16:18.060 --> 00:16:25.420]  我兒啊 我勸你將榮耀歸還給耶和華以色列的神
[00:16:25.420 --> 00:16:29.820]  他所犯的罪是虧損了耶和華的榮耀
[00:16:29.820 --> 00:16:32.140]  他是以色列的獨一的神
[00:16:32.140 --> 00:16:37.180]  於是他就勸他說 你要在耶和華神面前悔改
[00:16:37.180 --> 00:16:41.180]  不要隱瞞這些事情 告訴我發生了什麼事
[00:16:41.180 --> 00:16:44.940]  於是阿干就這樣回答約瑟雅
[00:16:44.940 --> 00:16:48.460]  他真是得罪了耶和華神
[00:16:48.460 --> 00:16:51.980]  其實他是見到這些財物當中
[00:16:51.980 --> 00:16:55.180]  見到一件很漂亮的時拿衣服
[00:16:55.180 --> 00:16:59.260]  又見到200錫撒勒的銀紙
[00:16:59.260 --> 00:17:02.300]  又見到一條金紙重50錫撒勒
[00:17:02.300 --> 00:17:07.500]  他就動了貪愛這些物件的貪心
[00:17:07.500 --> 00:17:09.660]  人就是這樣的了
[00:17:09.660 --> 00:17:13.900]  雖然阿干是以色列的選民
[00:17:13.900 --> 00:17:18.300]  他看到肉體的滿足 他為了肉體的眼目
[00:17:18.300 --> 00:17:22.620]  看到一些漂亮的東西 就想佔為己有
[00:17:22.620 --> 00:17:26.540]  這個很明顯是犯了罪
[00:17:26.540 --> 00:17:35.180]  他是不可以將不屬於自己的東西佔為自己的
[00:17:35.180 --> 00:17:36.940]  這個是不可以的
[00:17:36.940 --> 00:17:42.140]  其實我們基督徒都明白這件事
[00:17:42.140 --> 00:17:47.020]  我們未信主之前一定會受到我們的肉體情欲所控制
[00:17:47.020 --> 00:17:51.260]  我們見到的就想要 有貪心
[00:17:51.260 --> 00:17:54.060]  我們會見到一些擺在外面的東西
[00:17:54.060 --> 00:17:57.420]  我們想要多拿一份 很漂亮的 想要多拿一份
[00:17:57.420 --> 00:18:01.420]  有貪心 但是聖靈去監察我們
[00:18:01.420 --> 00:18:03.260]  叫我們不要犯這些罪
[00:18:03.260 --> 00:18:08.380]  但是這個阿干 他就是掩著良心
[00:18:08.380 --> 00:18:15.100]  明明他是神的選民 依然去犯這些罪
[00:18:15.100 --> 00:18:19.660]  結果他就拿了這些物件回來
[00:18:19.660 --> 00:18:25.820]  約書亞跟他說 你自己犯罪 其實是連累了很多人
[00:18:25.820 --> 00:18:27.900]  他連累了他的家人
[00:18:27.900 --> 00:18:34.060]  因為他的家人都是跟他一起拿了這些物件回家
[00:18:34.060 --> 00:18:39.260]  他們就說謊 欺騙 會隱瞞這些事情
[00:18:39.260 --> 00:18:42.060]  放在他的家具裡面一起
[00:18:42.060 --> 00:18:44.860]  剛才講到 他明明是這幫神的選民
[00:18:44.860 --> 00:18:46.860]  他們自結的分別衛星
[00:18:46.860 --> 00:18:52.780]  怎麼可以放一些從罪惡民族 迦南人所拿回來的東西
[00:18:52.780 --> 00:18:56.540]  明明神叫他滅的 他就拿回來 混在一起
[00:18:56.540 --> 00:18:58.940]  跟他放在家裡當中呢?
[00:18:58.940 --> 00:19:02.780]  他連累了他的家人 又連累了以色列民
[00:19:02.780 --> 00:19:07.740]  使得以色列民跟神的關係受到破裂
[00:19:07.740 --> 00:19:10.620]  搞到他們攻打艾城的時候
[00:19:10.620 --> 00:19:14.540]  第一次攻打艾城的時候 神沒有與他們同在
[00:19:14.540 --> 00:19:18.300]  所以他不只是自己個人犯罪
[00:19:18.300 --> 00:19:19.900]  我們想起我們基督徒
[00:19:19.900 --> 00:19:22.540]  如果我們犯罪的時候 不只是我們個人
[00:19:22.540 --> 00:19:24.540]  是連累了我們的家人
[00:19:24.540 --> 00:19:27.340]  甚至有可能連累了我們的同事
[00:19:27.340 --> 00:19:31.580]  我們的同工 我們的教會 各位的弟兄姊妹
[00:19:31.580 --> 00:19:34.780]  是連累了我們 大家 其他人
[00:19:34.780 --> 00:19:38.700]  使得我們跟神的關係有所損壞
[00:19:38.700 --> 00:19:41.500]  所以這個不只是他自己個人的問題
[00:19:41.500 --> 00:19:44.540]  結果耶和華神就說要怎麼樣呢?
[00:19:44.540 --> 00:19:46.780]  要第三個 剛才我提到的第三樣
[00:19:46.780 --> 00:19:51.980]  要將他們消滅 結果他就焚燒他所有的
[00:19:51.980 --> 00:19:57.340]  他的家人在他的族譜上面就消失了
[00:19:57.340 --> 00:20:00.300]  他的名字就被除掉了
[00:20:00.300 --> 00:20:04.860]  這個是很大的後果
[00:20:04.860 --> 00:20:08.860]  我想起這裡就與拉俠有很大的對比
[00:20:08.860 --> 00:20:13.100]  拉俠就信靠耶和華 跟從耶和華 信心
[00:20:13.100 --> 00:20:17.580]  結果他就在猶大的耶穌的家譜當中
[00:20:17.580 --> 00:20:19.660]  他的名字就在以色列民族裡面
[00:20:19.660 --> 00:20:23.900]  但是阿竿的名字就被除掉了
[00:20:23.900 --> 00:20:26.780]  中人在阿竿身上就堆了石頭
[00:20:26.780 --> 00:20:31.100]  然後他打死之後
[00:20:31.100 --> 00:20:39.020]  耶和華神就迴轉了 他們回去
[00:20:39.020 --> 00:20:41.740]  與以色列民族再次同在
[00:20:41.740 --> 00:20:44.540]  繼續在當中去保護他們
[00:20:44.540 --> 00:20:50.540]  不再向以色列人發怒
[00:20:50.540 --> 00:20:53.580]  我們繼續看第八章
[00:20:53.580 --> 00:20:57.820]  耶和華就與約瑟雅這樣說
[00:20:57.820 --> 00:21:02.780]  他就說知道他們處理了這件罪的問題
[00:21:02.780 --> 00:21:07.100]  他們就重新建立一個關係
[00:21:07.100 --> 00:21:09.260]  重建這個關係
[00:21:09.260 --> 00:21:10.780]  他就與約瑟雅這樣說
[00:21:10.780 --> 00:21:13.420]  你不用怕 不要懼怕 不要驚慌
[00:21:13.420 --> 00:21:19.020]  你起來吧 免俗地命令他三個字寫
[00:21:19.020 --> 00:21:23.020]  起來 帶一切的兵丁上去攻艾城
[00:21:23.020 --> 00:21:25.260]  這次是耶和華的吩咐
[00:21:25.260 --> 00:21:26.780]  是一切的兵丁
[00:21:26.780 --> 00:21:29.100]  不要只是帶三千人
[00:21:29.100 --> 00:21:30.620]  是一切的兵丁
[00:21:30.620 --> 00:21:33.500]  因為耶和華已經將艾城
[00:21:33.500 --> 00:21:36.860]  交在他們約瑟雅的手上
[00:21:36.860 --> 00:21:39.260]  艾城裏面的王、他們的民、他們的城
[00:21:39.260 --> 00:21:43.900]  他們所有的已經交在約瑟雅的手上
[00:21:43.900 --> 00:21:47.980]  這個英許就好像耶利哥城的時候一樣
[00:21:47.980 --> 00:21:50.380]  當他們攻打耶利哥城之前
[00:21:50.380 --> 00:21:53.900]  耶和華都照樣與約瑟雅
[00:21:53.900 --> 00:21:56.460]  作出一個英許 曉喻給他們聽
[00:21:56.460 --> 00:21:58.220]  這個是必定成就的事
[00:21:58.220 --> 00:22:02.700]  耶和華神說會成就的 就會必定成就
[00:22:02.700 --> 00:22:07.660]  那麼耶和華繼續吩咐他
[00:22:07.660 --> 00:22:09.660]  你怎樣對耶利哥
[00:22:09.660 --> 00:22:12.940]  就怎樣對耶利哥和耶利哥的王
[00:22:12.940 --> 00:22:14.940]  就要怎樣對艾城和艾城的王
[00:22:14.940 --> 00:22:19.180]  你要將他們殺死
[00:22:19.180 --> 00:22:21.500]  但是這次呢
[00:22:21.500 --> 00:22:25.260]  他們城中所見到、所奪掠的
[00:22:25.260 --> 00:22:28.540]  就可以留給自己用
[00:22:28.540 --> 00:22:31.340]  上一次攻打耶利哥城的時候
[00:22:31.340 --> 00:22:32.940]  因為第一次入迦南地
[00:22:32.940 --> 00:22:34.780]  好像我們初熟的果子一樣
[00:22:34.780 --> 00:22:38.620]  我們首先要獻給神
[00:22:38.620 --> 00:22:42.700]  這次是第二個的攻城、第二個的城
[00:22:42.700 --> 00:22:44.780]  進到興趣之地、第二個城市
[00:22:44.780 --> 00:22:47.980]  他就可以將這些掠物放在自己用
[00:22:47.980 --> 00:22:49.580]  但是他現在還有
[00:22:49.580 --> 00:22:52.460]  耶和華神還教他一個策略
[00:22:52.460 --> 00:22:56.860]  照著這樣做 就是我們這次有些特別的策略
[00:22:56.860 --> 00:23:00.300]  要設下伏兵 買伏
[00:23:00.300 --> 00:23:03.500]  於是約書亞就叫了一些兵兵
[00:23:03.500 --> 00:23:04.620]  照著耶和華神的吩咐
[00:23:04.620 --> 00:23:06.780]  就叫了一些兵兵來一起
[00:23:06.780 --> 00:23:09.100]  一起的兵兵去攻打艾城
[00:23:09.100 --> 00:23:12.300]  約書亞就選了三萬個大量勇士
