
[00:00:00.000 --> 00:00:03.920]  好 各位弟兄姊妹 平安
[00:03:38.560 --> 00:03:44.200]  其實我們可能聽完之後就願意去和解
[00:03:44.200 --> 00:03:49.400]  或者是會去達成一個共識 或者達至雙贏
[00:03:49.400 --> 00:03:55.400]  但我們是否很多時候就沒有去聽人
[00:03:55.400 --> 00:04:01.520]  就是拿著自己的意見 只是覺得自己最適合呢
[00:04:01.520 --> 00:04:05.880]  我們一起有個祈禱先
[00:04:05.880 --> 00:04:12.680]  親愛的主耶穌 求主讓我們去放下一些自我的忠心
[00:04:12.680 --> 00:04:17.200]  放下一些我們堅持的己見
[00:04:17.200 --> 00:04:22.640]  主是因為我們都是主裡面的弟兄姊妹
[00:04:22.640 --> 00:04:26.920]  我們都是神國的子民
[00:04:26.920 --> 00:04:30.880]  我們全部都是屬於基督理 屬乎基督理的
[00:04:30.880 --> 00:04:35.760]  求主讓我們可以雖然有不同的性格
[00:04:35.760 --> 00:04:38.320]  或者是不同的意見
[00:04:38.320 --> 00:04:41.120]  但求主都讓我們有一個合一的心
[00:04:41.120 --> 00:04:44.800]  讓我們一起都是向著基督理的方向去行
[00:04:44.800 --> 00:04:47.160]  禱告 教託 奉靠 救主耶穌基督
[00:04:47.160 --> 00:04:50.160]  得聖名自祈求 阿們
[00:04:50.160 --> 00:04:56.280]  好 說回今天說的經文 哥倫多前書
[00:04:56.280 --> 00:05:01.840]  首先第一個部分是說人體是一個整體
[00:05:01.840 --> 00:05:05.080]  十二節說到申子是一個
[00:05:05.080 --> 00:05:06.600]  又去到肢體
[00:05:06.600 --> 00:05:08.920]  肢體衰多形是一個申子
[00:05:08.920 --> 00:05:10.760]  肢體是誰呢
[00:05:10.760 --> 00:05:13.240]  肢體就是我們這麼多人
[00:05:13.240 --> 00:05:16.240]  就是我們教會裡面所有的信徒
[00:05:16.240 --> 00:05:22.640]  申子就是指教會 即是基督的身體
[00:05:22.640 --> 00:05:27.600]  我們都知道教會就是神的身體
[00:05:27.600 --> 00:05:32.040]  誰是這個身體的頭 就是耶穌基督
[00:05:32.040 --> 00:05:35.200]  以弗所書 保羅在以弗所書都有提過
[00:05:35.200 --> 00:05:37.880]  就是說教會是屬基督的
[00:05:37.880 --> 00:05:42.320]  我們教會的頭就是基督
[00:05:42.320 --> 00:05:48.960]  這個十二節帶來一個很重要的訊息給我們
[00:05:48.960 --> 00:05:52.760]  就是在數學上會覺得很奇怪
[00:05:52.760 --> 00:05:54.720]  又說一又是多
[00:05:54.720 --> 00:05:56.080]  多就等於一
[00:05:56.080 --> 00:05:57.960]  如果你們在數學看就會覺得
[00:05:57.960 --> 00:06:00.720]  又是一又是多
[00:06:00.720 --> 00:06:05.400]  但我讀神學的時候也有一本書要讀
[00:06:05.400 --> 00:06:06.560]  有一個功課要做的
[00:06:06.560 --> 00:06:10.360]  就是一個統一與多元的基督教信仰
[00:06:10.360 --> 00:06:12.400]  這個是一個很重要的概念
[00:06:12.400 --> 00:06:15.280]  原來我們教會
[00:06:15.280 --> 00:06:17.280]  我們在基督教裡面
[00:06:17.280 --> 00:06:20.960]  其實我們一起是屬乎基督的
[00:06:20.960 --> 00:06:23.840]  但我們也會有一個多樣性在裡面
[00:06:23.840 --> 00:06:27.200]  所以希望大家都記住這個重要的概念
[00:06:27.200 --> 00:06:30.400]  就是我們是統一與多元的
[00:06:30.400 --> 00:06:32.400]  那統一與多元
[00:06:32.400 --> 00:06:35.240]  你說怎麼可以統一又多元
[00:06:35.240 --> 00:06:36.960]  就好像藍色那樣
[00:06:36.960 --> 00:06:39.800]  有紅橙黃綠青藍紫
[00:06:39.800 --> 00:06:43.720]  那麼多種顏色怎麼統一與多元
[00:06:43.720 --> 00:06:46.320]  其實是怎麼可以做到
[00:06:46.320 --> 00:06:47.200]  其實怎麼做到
[00:06:47.200 --> 00:06:50.800]  就是我們當然要有一些相同的特性
[00:06:50.800 --> 00:06:53.560]  有些什麼特性我們是相同的
[00:06:53.560 --> 00:06:57.120]  記不記得我上一個講道也提過
[00:06:57.120 --> 00:06:58.760]  我們要好像怎樣
[00:06:58.760 --> 00:07:00.760]  我們要與主融合
[00:07:00.760 --> 00:07:05.560]  記不記得我們要好像海和水一樣分不開
[00:07:05.560 --> 00:07:07.000]  我們與主的關係
[00:07:07.000 --> 00:07:09.240]  你也分不出是海
[00:07:09.240 --> 00:07:11.320]  和分不出哪些是水
[00:07:11.320 --> 00:07:12.440]  其實我們也要
[00:07:12.440 --> 00:07:14.800]  我們所有人都要融合
[00:07:14.800 --> 00:07:17.080]  就好像融合在基督裡面
[00:07:17.080 --> 00:07:19.600]  我們也分不出是你和我
[00:07:19.600 --> 00:07:20.440]  還是基督
[00:07:20.440 --> 00:07:22.360]  我們已經融合了
[00:07:22.360 --> 00:07:24.960]  所以這句十二節最後那句
[00:07:24.960 --> 00:07:26.080]  基督也是者
[00:07:26.080 --> 00:07:27.080]  代表什麼呢
[00:07:27.080 --> 00:07:28.440]  頭是基督
[00:07:28.440 --> 00:07:29.680]  身體是基督
[00:07:29.680 --> 00:07:32.000]  其實肢體不是說是我們
[00:07:32.000 --> 00:07:32.640]  也是基督
[00:07:32.640 --> 00:07:33.800]  為什麼是我們
[00:07:33.800 --> 00:07:36.840]  就是因為所有門徒都是屬基督
[00:07:36.840 --> 00:07:39.200]  教會就是基督就會擴大
[00:07:39.200 --> 00:07:40.440]  就好像這幅圖一樣
[00:07:40.440 --> 00:07:44.000]  越來越多的水銀進去就應該會大
[00:07:44.000 --> 00:07:47.520]  所以我們不單止是在教會裡面
[00:07:47.520 --> 00:07:51.800]  是這個教會會越來越擴大的
[00:07:51.800 --> 00:07:53.400]  大家都要記住
[00:07:53.400 --> 00:07:54.920]  第十三節講什麼呢
[00:07:54.920 --> 00:07:58.600]  我們十三節有講到有兩種不同的人
[00:07:58.600 --> 00:08:00.680]  有猶太人、希臘人
[00:08:00.680 --> 00:08:03.920]  也有圍爐的、有自主的
[00:08:03.920 --> 00:08:08.440]  其實可能我們熟悉的人會看種族或者職業
[00:08:08.440 --> 00:08:13.360]  但是熟悉的人是看有沒有受聖靈的洗禮
[00:08:13.360 --> 00:08:14.680]  如果受了聖靈的洗
[00:08:14.680 --> 00:08:17.920]  就是有一個聖靈的更新的意思
[00:08:17.920 --> 00:08:19.920]  本來也教導我們
[00:08:19.920 --> 00:08:23.200]  其實我們作為信徒不是看國籍的
[00:08:23.200 --> 00:08:26.000]  這裡應該全部都是黃種人
[00:08:26.000 --> 00:08:30.160]  可能我們會以前英國殖民地
[00:08:30.160 --> 00:08:32.320]  可能我們會崇洋
[00:08:32.320 --> 00:08:34.960]  或者我們會不會看一些人比較黑
[00:08:34.960 --> 00:08:38.320]  就會覺得他們可能以前做黑奴
[00:08:38.320 --> 00:08:40.520]  就會又看低一線
[00:08:40.520 --> 00:08:43.440]  但是保羅告訴我們
[00:08:43.440 --> 00:08:46.600]  無論我們是什麼種族或者職業
[00:08:46.600 --> 00:08:48.680]  其實我們不是看那些的
[00:08:48.680 --> 00:08:51.640]  我們是看有沒有受到聖靈的洗禮
[00:08:51.640 --> 00:08:53.680]  或者聖靈的更新
[00:08:53.680 --> 00:08:58.880]  因為我們是藉著基督才會聯合在一起
[00:08:58.880 --> 00:09:00.960]  所以我們就是那麼多樣性
[00:09:00.960 --> 00:09:03.240]  剛才我們說統一與多元
[00:09:03.240 --> 00:09:07.720]  所以我們雖然不是說有不同顏色的種族
[00:09:07.720 --> 00:09:08.920]  我們都是黃皮膚
[00:09:08.920 --> 00:09:11.800]  但是我們可能有不同的職業
[00:09:11.800 --> 00:09:13.360]  或者有不同的性格
[00:09:13.360 --> 00:09:16.160]  但是我們都是走在一起
[00:09:16.160 --> 00:09:19.080]  我們是藉著聖靈的受洗
[00:09:19.080 --> 00:09:21.720]  或者剛才說過聖靈的更新
[00:09:21.720 --> 00:09:25.040]  這裡也提出了兩個
[00:09:25.040 --> 00:09:26.880]  浸信會有兩個重要的禮儀
[00:09:26.880 --> 00:09:30.040]  包括浸禮和主餐禮
[00:09:30.040 --> 00:09:34.760]  主餐 剛才大家都有吃到主餐
[00:09:34.760 --> 00:09:40.160]  其實我們就是去分享基督的身體
[00:09:40.160 --> 00:09:41.680]  讓我們都成為一個整體
[00:09:41.680 --> 00:09:43.280]  我們不單止有一個紀念
[00:09:43.280 --> 00:09:44.680]  也有一個盼望
[00:09:44.680 --> 00:09:46.120]  也讓我們記得
[00:09:46.120 --> 00:09:47.280]  我們就是一齊
[00:09:47.280 --> 00:09:48.480]  我們是一個整體
[00:09:48.480 --> 00:09:51.840]  我們都是一齊基督的身體
[00:09:51.840 --> 00:09:53.640]  我們也都
[00:09:53.640 --> 00:09:55.720]  保羅剛才在經文也有說
[00:09:55.720 --> 00:09:58.760]  我們是要受聖靈的更新
[00:09:58.760 --> 00:10:01.200]  藉著聖靈我們也是彼此合一
[00:10:01.200 --> 00:10:05.440]  因為聖靈不單止在我們個人去工作
[00:10:05.440 --> 00:10:08.000]  也是在群體裡面去工作
[00:10:08.000 --> 00:10:10.760]  聖靈藉著我們群體的工作
[00:10:10.760 --> 00:10:14.000]  令到我們是合一
[00:10:14.000 --> 00:10:17.240]  接著第二部分十四至二十字會說
[00:10:17.240 --> 00:10:19.040]  人體有很多肢體
[00:10:19.040 --> 00:10:20.560]  也是繼續說人體
[00:10:20.560 --> 00:10:23.480]  但是這一段是說一些弱勢的
[00:10:23.480 --> 00:10:24.800]  什麼弱勢呢
[00:10:24.800 --> 00:10:28.640]  就是人體有些部份是弱勢的
[00:10:28.640 --> 00:10:31.400]  這裡十四字又說多一次
[00:10:31.400 --> 00:10:32.840]  就是統一與多元
[00:10:32.840 --> 00:10:34.520]  又是一又多
[00:10:34.520 --> 00:10:39.520]  但是有四個部份去說話
[00:10:39.520 --> 00:10:41.200]  或者提出四個部份
[00:10:41.200 --> 00:10:43.120]  有腳和手的比較
[00:10:43.120 --> 00:10:45.080]  耳朵和眼睛的比較
[00:10:45.080 --> 00:10:48.440]  我們見到腳和耳朵比較弱勢
[00:10:48.440 --> 00:10:49.960]  強勢的就是手和眼睛
[00:10:49.960 --> 00:10:52.400]  手是比腳強的
[00:10:52.400 --> 00:10:54.440]  所以腳有些自卑
[00:10:54.440 --> 00:10:56.240]  眼睛也是比耳朵強
[00:10:56.240 --> 00:10:59.600]  所以耳朵也有些自卑
[00:10:59.600 --> 00:11:03.600]  他覺得不屬於自己
[00:11:03.600 --> 00:11:05.080]  不屬於身體
[00:11:05.080 --> 00:11:08.240]  剛才說的眼睛
[00:11:08.240 --> 00:11:13.920]  腳和耳朵覺得自己不配成為身體的一部份
[00:11:13.920 --> 00:11:16.880]  但不是你說不是就不是
[00:11:16.880 --> 00:11:21.440]  就好像我們抬頭望向天空的時候
[00:11:21.440 --> 00:11:24.560]  大家這裡見到什麼
[00:11:24.560 --> 00:11:26.000]  見到太陽
[00:11:26.000 --> 00:11:27.840]  還有見到什麼
[00:11:27.840 --> 00:11:29.320]  見到雲
[00:11:29.320 --> 00:11:30.880]  我想問大家
[00:11:30.880 --> 00:11:32.040]  其實還有一樣東西
[00:11:32.040 --> 00:11:33.200]  不知道大家見不見到
[00:11:33.200 --> 00:11:36.800]  就是星星見不見到
[00:11:36.800 --> 00:11:37.280]  看不到
[00:11:37.280 --> 00:11:39.880]  但是星星是否存在
[00:11:39.880 --> 00:11:40.680]  存在的
[00:11:40.680 --> 00:11:45.080]  大家太空的知識都很豐富
[00:11:45.080 --> 00:11:47.240]  原來我們好像羅牧師所說
[00:11:47.240 --> 00:11:48.880]  有些東西是我們見不到的
[00:11:48.880 --> 00:11:50.480]  但是存在的
[00:11:50.480 --> 00:11:52.360]  就好像我們侍奉
[00:11:52.360 --> 00:11:53.680]  可能大家見到
[00:11:53.680 --> 00:11:55.280]  台上就是見到我在這裡
[00:11:55.280 --> 00:11:56.920]  或者見到敬拜隊
[00:11:56.920 --> 00:12:00.840]  但是有些勞苦功高的
[00:12:00.840 --> 00:12:02.960]  其實例如後面的BST
[00:12:02.960 --> 00:12:07.880]  即是他們去教影像、音響
[00:12:07.880 --> 00:12:10.920]  甚至有些人已經在背後做事
[00:12:10.920 --> 00:12:12.800]  這個時候是在做什麼
[00:12:12.800 --> 00:12:13.880]  就是在洗杯
[00:12:13.880 --> 00:12:17.000]  大家剛才不是吃完主餐
[00:12:17.000 --> 00:12:20.720]  杯其實有些樹木在洗
[00:12:20.720 --> 00:12:24.080]  大家可能不說不知道
[00:12:24.080 --> 00:12:25.760]  其實這些就是背後的東西
[00:12:25.760 --> 00:12:28.600]  就好像星星
[00:12:28.600 --> 00:12:30.040]  其實現在好像看不到
[00:12:30.040 --> 00:12:31.960]  但其實它們都存在
[00:12:31.960 --> 00:12:34.840]  它們都在做事
[00:12:34.840 --> 00:12:37.360]  雖然是弱勢
[00:12:37.360 --> 00:12:39.480]  被人覺得是弱勢
[00:12:39.480 --> 00:12:41.320]  但其實它們是在做事
[00:12:41.320 --> 00:12:43.440]  接著我最近發現
[00:12:43.440 --> 00:12:45.040]  我看球賽就會發覺
[00:12:45.040 --> 00:12:46.440]  多了一個
[00:12:46.440 --> 00:12:48.600]  除了他們有VAR重播
[00:12:48.600 --> 00:12:51.000]  即是判不判十二碼之外
[00:12:51.000 --> 00:12:52.520]  還有一個求證視角
[00:12:52.520 --> 00:12:53.480]  久不久
[00:12:53.480 --> 00:12:55.960]  看球賽不單是從上面看下去
[00:12:55.960 --> 00:12:58.440]  還有一個求證的角度去看下去
[00:12:58.440 --> 00:13:00.360]  求證角度看下去會怎樣呢
[00:13:00.360 --> 00:13:02.480]  大家就是看到這個畫面
[00:13:02.480 --> 00:13:05.240]  求證的角度就是這樣
[00:13:05.240 --> 00:13:06.760]  我們很多時候都會怎樣呢
[00:13:06.760 --> 00:13:10.280]  我們作為一個電視機旁邊的觀眾
[00:13:10.280 --> 00:13:12.320]  或者我們真的入場看球賽
[00:13:12.320 --> 00:13:13.520]  居高臨下
[00:13:13.520 --> 00:13:16.400]  就會經常罵求證
[00:13:16.400 --> 00:13:19.600]  說犯規這樣也看不到
[00:13:19.600 --> 00:13:22.040]  其實如果你知道求證的視角
[00:13:22.040 --> 00:13:23.280]  是這麼多就這麼多
[00:13:23.280 --> 00:13:24.640]  就是看到這麼多
[00:13:24.640 --> 00:13:25.920]  左邊多一點又看不到
[00:13:25.920 --> 00:13:26.960]  右邊多一點又看不到
[00:13:26.960 --> 00:13:29.040]  甚至在它後面犯規
[00:13:29.040 --> 00:13:30.280]  它都看不到
[00:13:30.280 --> 00:13:33.800]  但我們可能會有很多批評在當中
[00:13:33.800 --> 00:13:36.560]  其實應該有很多幫助在當中
[00:13:36.560 --> 00:13:38.520]  因為求證也有些旁證
[00:13:38.520 --> 00:13:42.440]  如果有旁證去幫助去看
[00:13:42.440 --> 00:13:43.400]  有沒有越位
[00:13:43.400 --> 00:13:45.400]  或者看其他的犯規
[00:13:45.400 --> 00:13:47.880]  其實求證也需要幫助
[00:13:47.880 --> 00:13:51.320]  但我們會不會只懂得去批評
[00:13:51.320 --> 00:13:53.240]  這樣是假的
[00:13:53.240 --> 00:13:57.240]  這樣也看不到的
[00:13:57.240 --> 00:14:00.840]  然後繼續說我們經文裡面
[00:14:00.840 --> 00:14:03.800]  除了強勢弱勢之外
[00:14:03.800 --> 00:14:07.760]  哪些職業 剛才說過職業
[00:14:07.760 --> 00:14:11.800]  不知道大家會不會覺得做機師會厲害一點
[00:14:11.800 --> 00:14:13.200]  即是強勢那些
[00:14:13.200 --> 00:14:16.080]  但做機師如果反過來
[00:14:16.080 --> 00:14:18.200]  反過來是做司機
[00:14:18.200 --> 00:14:20.480]  你會不會又覺得弱勢一點
[00:14:20.480 --> 00:14:22.160]  即是沒那麼尊重他
[00:14:22.160 --> 00:14:24.000]  我們通常都會
[00:14:24.000 --> 00:14:29.080]  機師很威風或者很尊崇他
[00:14:29.080 --> 00:14:30.200]  做司機又不是
[00:14:30.200 --> 00:14:32.720]  可能會罵他
[00:14:32.720 --> 00:14:34.960]  會不會態度差一點
[00:14:34.960 --> 00:14:37.560]  我們做人的態度
[00:14:37.560 --> 00:14:41.200]  是否想用世俗的態度去做
[00:14:41.200 --> 00:14:42.240]  但剛才我們也說
[00:14:42.240 --> 00:14:47.160]  我們要用屬靈的眼光去做
[00:14:47.160 --> 00:14:51.880]  所以我們不應該用世上的價值觀去看
[00:14:51.880 --> 00:14:54.000]  其實聖經很多次都跟我們說
[00:14:54.000 --> 00:14:56.560]  我們不要用世上的價值觀
[00:14:56.560 --> 00:14:58.560]  用天國的價值觀
[00:14:58.560 --> 00:15:01.920]  就好像哥林多前書一章二十五節
[00:15:01.920 --> 00:15:03.840]  我們不如一起讀
[00:15:03.840 --> 00:15:04.800]  我數一二三一起讀
[00:15:04.800 --> 00:15:06.520]  一二三
[00:15:06.520 --> 00:15:09.840]  因為神的愚厥比人有智慧
[00:15:09.840 --> 00:15:12.960]  神的軟弱比人還剛強
[00:15:12.960 --> 00:15:14.480]  即是我們
[00:15:14.480 --> 00:15:17.360]  如果世上的智慧跟神的愚厥比
[00:15:17.360 --> 00:15:18.720]  是怎樣呢
[00:15:18.720 --> 00:15:21.960]  其實神當然不愚厥
[00:15:21.960 --> 00:15:23.760]  即是他用一個比喻
[00:15:23.760 --> 00:15:26.880]  即是就算神用最愚厥
[00:15:26.880 --> 00:15:31.240]  都比世上的智慧厲害
[00:15:31.240 --> 00:15:33.160]  所以我們是
[00:15:33.160 --> 00:15:35.120]  聖經多次跟我們說
[00:15:35.120 --> 00:15:38.480]  我們基督徒的價值觀
[00:15:38.480 --> 00:15:40.280]  是不應該用世界的
[00:15:40.280 --> 00:15:43.280]  我們應該用神國
[00:15:43.280 --> 00:15:48.080]  天國的價值觀和智慧去看這個世界
[00:15:48.080 --> 00:15:51.080]  所以可能有些恩賜上
[00:15:51.080 --> 00:15:53.600]  即是我們說作為不同的肢體
[00:15:53.600 --> 00:15:54.920]  可能服事上
[00:15:54.920 --> 00:15:56.040]  可能有些人會覺得
[00:15:56.040 --> 00:15:58.280]  某些恩賜可能會不會低人一等
[00:15:58.280 --> 00:16:02.440]  或者某些恩賜特別厲害
[00:16:02.440 --> 00:16:05.440]  但其實都會帶來一個不好處
[00:16:05.440 --> 00:16:08.520]  就是原來我們太過自卑
[00:16:08.520 --> 00:16:10.880]  都會為合一帶來困難
[00:16:10.880 --> 00:16:13.640]  即是神都不想我們這樣做
[00:16:13.640 --> 00:16:16.480]  因為如果我們覺得自卑會怎樣
[00:16:16.480 --> 00:16:17.160]  有什麼困難
[00:16:17.160 --> 00:16:19.560]  就是可能覺得自己不重要
[00:16:19.560 --> 00:16:23.680]  或者覺得我不用服事
[00:16:23.680 --> 00:16:25.000]  那會怎樣
[00:16:25.000 --> 00:16:27.120]  那我們就跟基督的身體隔絕
[00:16:27.120 --> 00:16:29.000]  因為我們是肢體
[00:16:29.000 --> 00:16:31.160]  我們每一個都是肢體
[00:16:31.160 --> 00:16:34.080]  所以我們每一個都有份在這個教會
[00:16:34.080 --> 00:16:37.960]  有份在基督的身體裏面
[00:16:37.960 --> 00:16:38.920]  你有沒有想過
[00:16:38.920 --> 00:16:42.240]  其實我今天又會在一個什麼位置呢
[00:16:42.240 --> 00:16:45.120]  我們有沒有跟基督的身體隔絕呢
[00:16:45.120 --> 00:16:48.320]  還是我是真的一個肢體的一部份
[00:16:48.320 --> 00:16:51.480]  在努力中呢
[00:16:51.480 --> 00:16:53.720]  那我想問一下大家
[00:16:53.720 --> 00:16:55.720]  鬥獸棋裏面誰最強
[00:16:55.720 --> 00:16:58.800]  你知不知道 誰最強
[00:16:58.800 --> 00:17:01.120]  我聽到老鼠
[00:17:01.120 --> 00:17:04.160]  有人說象 有人說老鼠 有人說象
[00:17:04.160 --> 00:17:06.040]  都證實了一樣東西
[00:17:06.040 --> 00:17:08.560]  就是不同人有不同的角度
[00:17:08.560 --> 00:17:11.600]  有人覺得最小隻的老鼠是最強
[00:17:11.600 --> 00:17:13.880]  有些人覺得象是最強
[00:17:13.880 --> 00:17:15.240]  我也覺得象是最強的
[00:17:15.240 --> 00:17:18.360]  因為無論你好像這個封面
[00:17:18.360 --> 00:17:20.560]  獅子老虎在那裏打架
[00:17:20.560 --> 00:17:22.720]  但都會被象吃
[00:17:22.720 --> 00:17:24.720]  但是有人又覺得老鼠才是最強
[00:17:24.720 --> 00:17:26.800]  為什麼 因為象會被誰吃
[00:17:26.800 --> 00:17:28.200]  老鼠吃
[00:17:28.200 --> 00:17:30.280]  那究竟誰才是最強呢
[00:17:30.280 --> 00:17:32.400]  其實可能都沒有答案
[00:17:32.400 --> 00:17:35.720]  因為就好像我們基督的身體那樣
[00:17:35.720 --> 00:17:38.560]  你說誰才是最強
[00:17:38.560 --> 00:17:40.520]  你覺得哪個肢體才是最強
[00:17:40.520 --> 00:17:42.720]  是手還是眼
[00:17:42.720 --> 00:17:45.840]  其實可能根本不是這樣分
[00:17:45.840 --> 00:17:47.840]  在神的角度不是這樣分
[00:17:47.840 --> 00:17:50.320]  但是有人覺得手厲害的時候
[00:17:50.320 --> 00:17:51.760]  會不會每個人都做手
[00:17:51.760 --> 00:17:52.480]  不可以的
[00:17:52.480 --> 00:17:54.240]  有人覺得眼厲害的時候
[00:17:54.240 --> 00:17:56.240]  不可以每個人都是眼
[00:17:56.240 --> 00:17:58.480]  每個人都是眼就不是一個身體
[00:17:58.480 --> 00:17:59.680]  變成一個很奇怪的東西
[00:17:59.680 --> 00:18:01.080]  全部都是眼
[00:18:01.080 --> 00:18:02.920]  所以其實其他的肢體
[00:18:02.920 --> 00:18:05.560]  或者其他的恩賜都是必須的
[00:18:05.560 --> 00:18:08.840]  第十一和第十八節都在說同一件事
[00:18:08.840 --> 00:18:14.320]  就是神會安排不同人有不同的恩賜
[00:18:14.320 --> 00:18:17.760]  神會隨著自己的意思去安排在各人身上
[00:18:17.760 --> 00:18:20.600]  所以我們每個人都有不同的恩賜
[00:18:20.600 --> 00:18:22.120]  是誰安排的
[00:18:22.120 --> 00:18:24.320]  是神安排的
[00:18:24.320 --> 00:18:26.080]  那麼神安排了什麼呢
[00:18:26.080 --> 00:18:30.040]  其實神在之前為我們做了什麼
[00:18:30.040 --> 00:18:31.280]  或者現在做了什麼
[00:18:31.280 --> 00:18:33.040]  或者將來做了什麼呢
[00:18:33.040 --> 00:18:37.960]  其實全部都是神去決定我們教會的一個存在
[00:18:37.960 --> 00:18:39.800]  或者整全的方式
[00:18:39.800 --> 00:18:41.000]  其實都是神決定的
[00:18:41.000 --> 00:18:43.760]  我覺得都好像一個球隊一樣
[00:18:43.760 --> 00:18:45.520]  我又說一下足球
[00:18:45.520 --> 00:18:48.120]  一個足球他為什麼去拿冠軍
[00:18:48.120 --> 00:18:51.200]  其實他會不會每年都拿冠軍呢
[00:18:51.200 --> 00:18:54.600]  其實如果他要保持著每年拿冠軍
[00:18:54.600 --> 00:18:56.360]  可能他每年都有些變化
[00:18:56.360 --> 00:19:00.880]  可能今年要加強攻擊力
[00:19:00.880 --> 00:19:04.120]  他可能要買些前鋒回來
[00:19:04.120 --> 00:19:06.880]  將來可能要加強防守
[00:19:06.880 --> 00:19:10.360]  他又會買個龍門回來
[00:19:10.360 --> 00:19:13.400]  其實全部都好像一個領隊去決定
[00:19:13.400 --> 00:19:17.600]  令到那隊球隊保持會拿到冠軍
[00:19:17.600 --> 00:19:19.440]  其實和上帝一樣
[00:19:19.440 --> 00:19:22.000]  在以前可能需要某些恩賜的
