
[00:00:00.000 --> 00:00:02.960]  好,我們讀一節聖經,在這個
[00:01:58.160 --> 00:02:03.840]  我們在非洲都有,在不同的國家輪流有非洲的牧者聯導會
[00:02:03.840 --> 00:02:07.080]  從2001年開始,我們在非洲做職堂的工作
[00:02:07.080 --> 00:02:10.720]  從一個國家現在已經進入到12個國家
[00:02:10.720 --> 00:02:14.240]  已經建立80幾間分堂在非洲
[00:02:14.240 --> 00:02:17.840]  那上個禮拜我們在加納,我們舉行這個牧者聯導會
[00:02:17.840 --> 00:02:21.960]  一共有115位牧者來參加
[00:02:21.960 --> 00:02:24.440]  Hallelujah,Amen
[00:02:24.440 --> 00:02:33.680]  我這張合照的照片,你一眼看到我在哪裡了
[00:02:33.680 --> 00:02:41.040]  所以難怪在非洲的村落,那些孩子都叫我white man
[00:02:41.040 --> 00:02:46.560]  我們去年拆派了一個背南的青年牧師Benoit
[00:02:46.560 --> 00:02:49.840]  他到尼日這個國家去做職堂的工作
[00:02:49.840 --> 00:02:54.560]  尼日是一個回教國家,大概95%是回教徒
[00:02:54.560 --> 00:02:58.520]  傳福音非常不容易,今年他回來跟我們報告
[00:02:58.520 --> 00:03:01.480]  他告訴我們說,在過去一年當中
[00:03:01.480 --> 00:03:04.520]  他們的主日崇拜現在已經成長到40多人了
[00:03:04.520 --> 00:03:06.680]  Hallelujah,我們感謝我們的神
[00:03:06.680 --> 00:03:10.800]  我們真的看見擴張的恩高已經降臨下來
[00:03:10.800 --> 00:03:15.160]  不但是在母堂,而且在分堂之中,Amen
[00:03:15.160 --> 00:03:21.040]  我也相信這個擴張的恩高,現在正在運行在整個教會當中
[00:03:21.040 --> 00:03:25.840]  也運行在每一位弟兄姊妹我們的生命當中,Amen
[00:03:25.840 --> 00:03:30.200]  那你說今天我們怎麼樣在這樣一個擴張的季節當中
[00:03:30.200 --> 00:03:33.240]  能夠經歷擴張的恩典呢?
[00:03:33.240 --> 00:03:36.160]  從今天在經文當中,我們從三方面來看
[00:03:36.160 --> 00:03:39.400]  怎麼樣能夠經歷神擴張的恩典
[00:03:39.400 --> 00:03:43.080]  第一個,一定要順服基督的主權
[00:03:43.080 --> 00:03:47.120]  經文中要順服基督的主權
[00:03:47.120 --> 00:03:50.480]  第六節,保羅在這裡面既然接受了主基督耶穌
[00:03:50.480 --> 00:03:53.680]  就當尊祂而行
[00:03:53.680 --> 00:03:57.480]  第七節,今天當我們接受耶穌基督進入我們生命當中的時候
[00:03:57.480 --> 00:04:01.800]  我告訴你,我們不但是接受基督進入我們生命做救主
[00:04:01.800 --> 00:04:07.280]  我們更是接受基督進入我們生命當中要做生命的主宰
[00:04:07.280 --> 00:04:10.840]  每次在洗禮的時候,我想很多弟兄姊妹也都喜歡在受洗
[00:04:10.840 --> 00:04:12.640]  做一個受洗的見證
[00:04:12.640 --> 00:04:15.240]  多半弟兄姊妹在受洗做見證的時候
[00:04:15.240 --> 00:04:17.200]  都說為什麼相信耶穌基督呢?
[00:04:17.200 --> 00:04:19.520]  因為耶穌垂聽我的禱告
[00:04:19.520 --> 00:04:21.840]  因為耶穌醫治我的疾病
[00:04:21.840 --> 00:04:24.720]  因為耶穌賜給我平安等等
[00:04:24.720 --> 00:04:27.240]  弟兄姊,這些都非常好
[00:04:27.240 --> 00:04:30.280]  這些都是神所給我們寶貴的恩典
[00:04:30.280 --> 00:04:32.720]  但讓我在這裡再一次提醒你
[00:04:32.720 --> 00:04:35.600]  耶穌基督之所以進入我們生命當中
[00:04:35.600 --> 00:04:38.240]  不但是要賜給我們救恩而已
[00:04:38.240 --> 00:04:41.240]  最重要的是,耶穌要進入我們生命當中
[00:04:41.240 --> 00:04:45.280]  祂是要來掌管我們的主權的
[00:04:45.280 --> 00:04:47.280]  所以第六節保羅才說
[00:04:47.280 --> 00:04:51.520]  我們接受了基督就應當遵祂而行
[00:04:51.520 --> 00:04:52.520]  換句話說
[00:04:52.520 --> 00:04:56.680]  不再是我們自己愛怎麼做就怎麼做了
[00:04:56.680 --> 00:05:00.280]  而是要凡事來尋求神的心意
[00:05:00.280 --> 00:05:03.400]  而且順從神的帶領
[00:05:03.400 --> 00:05:06.120]  你知道今天有很多的基督徒
[00:05:06.120 --> 00:05:08.280]  不明白這個原則
[00:05:08.280 --> 00:05:12.960]  他們也沒有搞清楚這個生命主權的問題
[00:05:12.960 --> 00:05:17.280]  所以每一次生活上遇到困難問題的時候
[00:05:17.280 --> 00:05:20.600]  他們也不懂得來尋求神
[00:05:20.600 --> 00:05:24.240]  他們還是走回自己的老路
[00:05:24.240 --> 00:05:29.480]  還是按照自己過去的經驗跟方式來工作
[00:05:29.480 --> 00:05:33.200]  還是用盡他們自己的一些聰明才智
[00:05:33.200 --> 00:05:38.240]  他們忘記了耶穌基督才是他們生命的主宰
[00:05:38.240 --> 00:05:39.480]  你們
[00:05:39.480 --> 00:05:43.480]  這就好像主耶穌的父母親一樣
[00:05:43.480 --> 00:05:45.360]  你還記得有一次
[00:05:45.360 --> 00:05:51.960]  祂父母親很高興地帶著耶穌到聖殿一同來敬拜神嗎
[00:05:51.960 --> 00:05:53.280]  散會之後
[00:05:53.280 --> 00:05:56.400]  他們也高高興興地回家去了
[00:05:56.400 --> 00:05:58.800]  走了一天的路才發現
[00:05:58.800 --> 00:05:59.720]  耶穌呢
[00:05:59.720 --> 00:06:01.280]  怎麼耶穌不見了
[00:06:01.280 --> 00:06:03.480]  這就好像Home Alone的電影一樣
[00:06:03.480 --> 00:06:04.480]  你不覺得嗎
[00:06:04.480 --> 00:06:06.960]  可能取材於聖經
[00:06:06.960 --> 00:06:09.520]  怎麼走了一天發現耶穌不見了
[00:06:09.520 --> 00:06:12.280]  趕快匆匆忙忙回到聖殿才發現
[00:06:12.280 --> 00:06:14.360]  他們離開聖殿的時候
[00:06:14.360 --> 00:06:18.320]  居然把耶穌留在聖殿裡面了
[00:06:18.320 --> 00:06:21.200]  也不是故意的我相信
[00:06:21.200 --> 00:06:24.840]  但就是從來沒有注意到說
[00:06:24.840 --> 00:06:27.880]  耶穌現在在哪裡啊
[00:06:27.880 --> 00:06:29.840]  第二點到今天很多時候
[00:06:29.840 --> 00:06:31.840]  我們不也是這樣嗎
[00:06:31.840 --> 00:06:34.600]  我們每個主日來這裡聚會
[00:06:34.600 --> 00:06:36.920]  走了就把耶穌留在教會裡面了
[00:06:36.920 --> 00:06:39.280]  也不是故意的
[00:06:39.280 --> 00:06:41.720]  我們只是我們的心思意念
[00:06:41.720 --> 00:06:44.800]  常常沒有在耶穌身上
[00:06:44.800 --> 00:06:46.560]  所以我們總是忙別的事
[00:06:46.560 --> 00:06:50.200]  一散會就忙別的事去了
[00:06:50.200 --> 00:06:54.120]  從禮拜一到禮拜六就好多別的事
[00:06:54.120 --> 00:06:55.840]  我們忙東忙西
[00:06:55.840 --> 00:06:59.120]  我們就好像沒有注意過一件事
[00:06:59.120 --> 00:07:02.000]  耶穌現在在哪裡啊
[00:07:02.000 --> 00:07:06.280]  第二點特別是當你在忙碌的生活當中的時候
[00:07:06.280 --> 00:07:10.720]  我告訴你真的需要停下來想一想
[00:07:10.720 --> 00:07:13.720]  耶穌現在到底在哪裡啊
[00:07:13.720 --> 00:07:14.920]  當然你會說
[00:07:14.920 --> 00:07:16.240]  耶穌在我心裡啊
[00:07:16.240 --> 00:07:17.480]  沒錯
[00:07:17.480 --> 00:07:18.760]  但我請問你
[00:07:18.760 --> 00:07:23.480]  耶穌在你心裡是怎麼樣一個位置啊
[00:07:23.480 --> 00:07:25.240]  請問你耶穌在你生命當中
[00:07:25.240 --> 00:07:27.800]  是你生命的主人呢
[00:07:27.800 --> 00:07:31.160]  還是你生命中的客人呢
[00:07:31.160 --> 00:07:32.840]  你知道一個在家一個家裡面
[00:07:32.840 --> 00:07:34.600]  一個做主人的
[00:07:34.600 --> 00:07:37.600]  跟你做客人是完全不同的
[00:07:37.600 --> 00:07:39.040]  如果你是主人
[00:07:39.040 --> 00:07:42.760]  那在你家裡你要做什麼就做什麼
[00:07:42.760 --> 00:07:45.960]  你的家具愛怎麼擺就怎麼擺
[00:07:45.960 --> 00:07:48.200]  你的東西要留就留
[00:07:48.200 --> 00:07:49.840]  要丟就丟
[00:07:49.840 --> 00:07:52.120]  沒有人能夠干涉你
[00:07:52.120 --> 00:07:53.680]  你知道師母常常說
[00:07:53.680 --> 00:07:57.000]  我是在家裡面最會整理房子
[00:07:57.000 --> 00:07:58.520]  再亂的房間
[00:07:58.520 --> 00:08:02.320]  我都可以最短的時間裡面整理得乾乾淨淨
[00:08:02.320 --> 00:08:04.320]  我的秘訣很簡單
[00:08:04.320 --> 00:08:07.840]  一丟二送
[00:08:07.840 --> 00:08:10.600]  不要的東西丟二送
[00:08:10.600 --> 00:08:13.120]  因為我是家裡的主人嘛
[00:08:13.120 --> 00:08:14.880]  我要丟就丟要送就
[00:08:14.880 --> 00:08:17.440]  如果你是家裡的主人這就是這樣嘛
[00:08:17.440 --> 00:08:18.440]  你有主權嘛
[00:08:18.440 --> 00:08:19.600]  要丟就要送
[00:08:19.600 --> 00:08:22.520]  但如果今天你是客人啊
[00:08:22.520 --> 00:08:25.040]  那你就沒有這種自由啦
[00:08:25.040 --> 00:08:26.720]  再髒再亂
[00:08:26.720 --> 00:08:29.640]  你都當作沒看見不是嗎
[00:08:29.640 --> 00:08:34.640]  哎呀真是溫馨啊你們家裡
[00:08:34.640 --> 00:08:36.600]  因為你是客人嘛
[00:08:36.600 --> 00:08:40.240]  就你今天耶穌在你的生命當中
[00:08:40.240 --> 00:08:42.560]  占什麼樣地位呢
[00:08:42.560 --> 00:08:46.040]  是主人呢還是個客人呢
[00:08:46.040 --> 00:08:48.480]  很多基督徒只把耶穌
[00:08:48.480 --> 00:08:52.400]  幫他生命當中當作一個客人而已
[00:08:52.400 --> 00:08:55.960]  所以當耶穌說這是junk要丟掉
[00:08:55.960 --> 00:08:58.280]  我們立刻就是哦主啊
[00:08:58.280 --> 00:09:01.000]  這是我花很多錢才買來的
[00:09:01.000 --> 00:09:03.720]  千萬不能丟啊
[00:09:03.720 --> 00:09:07.080]  當主人說這是壞習慣要丟掉
[00:09:07.080 --> 00:09:08.360]  我們說主啊
[00:09:08.360 --> 00:09:11.240]  這個壞習慣這個習慣我丟了二三十年
[00:09:11.240 --> 00:09:13.120]  哪那麼容易改啊
[00:09:13.120 --> 00:09:16.840]  by the way我還蠻喜歡這個樣子的嘞
[00:09:16.840 --> 00:09:19.240]  我告訴你多幾次
[00:09:19.240 --> 00:09:22.160]  耶穌就不再講了
[00:09:22.160 --> 00:09:24.040]  你知道我今天常常聽到很多人說
[00:09:24.040 --> 00:09:26.480]  啊我怎麼聽不見神的聲音啊
[00:09:26.480 --> 00:09:28.600]  我怎麼經歷不到神的作為啊
[00:09:28.600 --> 00:09:30.760]  我告訴你最主要的原因
[00:09:30.760 --> 00:09:33.400]  就是我們從來沒有順從
[00:09:33.400 --> 00:09:36.320]  耶穌基督的主權嘛
[00:09:36.320 --> 00:09:38.440]  耶穌說了一次
[00:09:38.440 --> 00:09:40.200]  兩次
[00:09:40.200 --> 00:09:42.360]  我們既聽不進去
[00:09:42.360 --> 00:09:44.240]  也不願意順從
[00:09:44.240 --> 00:09:45.520]  那麼當然
[00:09:45.520 --> 00:09:47.920]  耶穌就不再說話了嘛
[00:09:47.920 --> 00:09:51.360]  今天我們若是渴望經歷神的作為
[00:09:51.360 --> 00:09:54.120]  我們若是渴望經歷神的恩典
[00:09:54.120 --> 00:09:58.160]  我告訴你我們必須要重新邀請耶穌
[00:09:58.160 --> 00:10:01.040]  進入我們生命當中來掌權
[00:10:01.040 --> 00:10:03.440]  讓他真正來做主
[00:10:03.440 --> 00:10:06.840]  你們從小事開始嘛
[00:10:06.840 --> 00:10:10.240]  從你的情緒每天的情緒開始
[00:10:10.240 --> 00:10:12.680]  從你的脾氣
[00:10:12.680 --> 00:10:15.120]  從你的錢財
[00:10:15.120 --> 00:10:17.280]  到你的家庭
[00:10:17.280 --> 00:10:18.640]  到你的事業
[00:10:18.640 --> 00:10:21.240]  一件一件事情
[00:10:21.240 --> 00:10:24.600]  你邀請耶穌來做主
[00:10:24.600 --> 00:10:27.160]  邀請耶穌來掌權
[00:10:27.160 --> 00:10:30.080]  以前你每一個地方
[00:10:30.080 --> 00:10:32.600]  你以前都放一個No Touch的sign
[00:10:32.600 --> 00:10:33.760]  No Touch不准動
[00:10:33.760 --> 00:10:35.800]  閒人勿擾
[00:10:35.800 --> 00:10:38.440]  但今天你說耶穌
[00:10:38.440 --> 00:10:39.920]  我歡迎你
[00:10:39.920 --> 00:10:42.840]  進入這每一個領域裡面
[00:10:42.840 --> 00:10:44.960]  請你來引導我
[00:10:44.960 --> 00:10:47.400]  請你在我生命當中做主
[00:10:47.400 --> 00:10:49.800]  讓我聆聽你的聲音
[00:10:49.800 --> 00:10:52.280]  順從你的引導
[00:10:52.280 --> 00:10:54.120]  當你願意這樣做的時候
[00:10:54.120 --> 00:10:56.200]  主就要在你生命當中
[00:10:56.200 --> 00:10:58.520]  做翻轉的工作
[00:10:58.520 --> 00:11:00.200]  主要在你生命當中
[00:11:00.200 --> 00:11:02.520]  讓你生命得以擴張的
[00:11:02.520 --> 00:11:03.440]  你們
[00:11:03.440 --> 00:11:05.840]  所以第一個你要順從基督的主權
[00:11:05.840 --> 00:11:06.840]  第二
[00:11:06.840 --> 00:11:09.280]  要在主裡生根建造
[00:11:09.280 --> 00:11:13.320]  跟你們講說在主裡生根建造
[00:11:13.320 --> 00:11:17.000]  我們的生命若是想經歷擴張
[00:11:17.000 --> 00:11:20.680]  我們就必須有穩固的根基
[00:11:20.680 --> 00:11:24.720]  怎麼樣讓我們的生命生根建造呢
[00:11:24.720 --> 00:11:25.520]  有兩方面
[00:11:25.520 --> 00:11:29.520]  第一個要藏藏在神的話語裡面
[00:11:29.520 --> 00:11:33.240]  跟你們說要藏在神的話語裡
[00:11:33.240 --> 00:11:34.800]  約翰福音十五章第七節
[00:11:34.800 --> 00:11:35.840]  我們一同來念
[00:11:35.840 --> 00:11:37.360]  你們若藏在我裡面
[00:11:37.360 --> 00:11:39.800]  我的話也藏在你們裡面
[00:11:39.800 --> 00:11:41.600]  凡你們所願意的祈求
[00:11:41.600 --> 00:11:43.360]  就給你們成就
[00:11:43.360 --> 00:11:45.040]  這裡講得很清楚
[00:11:45.040 --> 00:11:47.400]  講到我們要藏在主的裡面的話
[00:11:47.400 --> 00:11:49.400]  就是要藏在主的話語裡面
[00:11:49.400 --> 00:11:53.480]  這叫藏藏在主的話語裡面
[00:11:53.480 --> 00:11:54.960]  那換句話說
[00:11:54.960 --> 00:11:57.720]  就不是偶爾讀個聖經而已了
[00:11:57.720 --> 00:11:59.800]  也不是說每天有固定的時間
[00:11:59.800 --> 00:12:01.200]  讀一段聖經而已
[00:12:01.200 --> 00:12:04.200]  既然是藏藏嘛
[00:12:04.200 --> 00:12:06.320]  換句話說那個意思就是
[00:12:06.320 --> 00:12:08.880]  你要讓自己活在一個
[00:12:08.880 --> 00:12:13.360]  充滿神話語的環境裡才行
[00:12:13.360 --> 00:12:15.840]  環境太重要了
[00:12:15.840 --> 00:12:16.960]  特別是在這樣一個
[00:12:16.960 --> 00:12:19.080]  充滿資訊的世界當中
[00:12:19.080 --> 00:12:22.600]  我告訴你我們天天被手機、email
[00:12:22.600 --> 00:12:26.160]  被社群媒體的環境所圍繞
[00:12:26.160 --> 00:12:27.520]  你知道嗎
[00:12:27.520 --> 00:12:29.280]  所以我們的心思意念
[00:12:29.280 --> 00:12:31.920]  就天天被世界所影響
[00:12:31.920 --> 00:12:33.360]  以至於我們的生命
[00:12:33.360 --> 00:12:36.480]  就自然而然走在世界的道路上
[00:12:36.480 --> 00:12:38.760]  這個環境的包圍
[00:12:38.760 --> 00:12:41.680]  很自然的影響我們
[00:12:41.680 --> 00:12:44.600]  所以今天我們若是想經歷神的作為
[00:12:44.600 --> 00:12:46.040]  經歷神的突破
[00:12:46.040 --> 00:12:47.960]  經歷神擴張的恩典
[00:12:47.960 --> 00:12:50.320]  我們就必須要讓我們自己
[00:12:50.320 --> 00:12:53.600]  要活在一個神話語的環境
[00:12:53.600 --> 00:12:57.320]  充滿神話語的環境裡面
[00:12:57.320 --> 00:12:59.440]  就好像生命記第六章第八節
[00:12:59.440 --> 00:13:01.160]  第九節這裡所說的
[00:13:01.160 --> 00:13:02.880]  生命記第六章第六節
[00:13:02.880 --> 00:13:04.520]  actually在那裡說
[00:13:04.520 --> 00:13:06.960]  我今日所吩咐你的話
[00:13:06.960 --> 00:13:08.520]  你要記在心上
[00:13:08.520 --> 00:13:09.840]  第六節講到記在
[00:13:09.840 --> 00:13:11.320]  但是第八節開始講
[00:13:11.320 --> 00:13:12.600]  不但記在心上
[00:13:12.600 --> 00:13:14.240]  神的話不但在心上
[00:13:14.240 --> 00:13:15.480]  更重要像怎麼樣
[00:13:15.480 --> 00:13:18.160]  要繫在手上為記號
[00:13:18.160 --> 00:13:20.200]  戴在頭額上為經文
[00:13:20.200 --> 00:13:22.400]  要寫在房屋的門框上
[00:13:22.400 --> 00:13:24.040]  又在你的城門上
[00:13:24.040 --> 00:13:24.760]  換句話說
[00:13:24.760 --> 00:13:27.280]  無論你到哪裡
[00:13:27.280 --> 00:13:29.920]  都要充滿神的話語
[00:13:29.920 --> 00:13:33.040]  都要放神的話語在哪裡
[00:13:33.040 --> 00:13:36.720]  所以今天當你散會回家的時候
[00:13:36.720 --> 00:13:40.120]  你一定要仔細檢查一下
[00:13:40.120 --> 00:13:42.320]  請問你在你車子裡面
[00:13:42.320 --> 00:13:44.360]  有神的話語嗎
[00:13:44.360 --> 00:13:46.480]  有敬拜的詩歌嗎
[00:13:46.480 --> 00:13:48.520]  很多時候主日崇拜結束之後
[00:13:48.520 --> 00:13:51.040]  哇你聽完到心中充滿感動
[00:13:51.040 --> 00:13:52.680]  聖靈火大大的燃燒
[00:13:52.680 --> 00:13:53.800]  一進車裡面
[00:13:53.800 --> 00:13:55.120]  就世俗的音樂來
[00:13:55.120 --> 00:13:57.520]  所有感動就消失了
[00:13:57.520 --> 00:13:58.920]  你的車子裡面
[00:13:58.920 --> 00:14:00.680]  你在花車子花很多時間
[00:14:00.680 --> 00:14:01.400]  你知道嗎
[00:14:01.400 --> 00:14:04.040]  在車子裡面請問有神的話語
[00:14:04.040 --> 00:14:06.280]  神的詩歌在哪裡嗎
[00:14:06.280 --> 00:14:08.000]  你需要為你的車子
[00:14:08.000 --> 00:14:09.560]  預備很多神的話語
[00:14:09.560 --> 00:14:10.640]  講道的詩
[00:14:10.640 --> 00:14:11.640]  讀經的詩
[00:14:11.640 --> 00:14:14.680]  特別當你在塞車的時候
[00:14:14.680 --> 00:14:16.200]  當你在塞車的時候
[00:14:16.200 --> 00:14:17.520]  若是你沒有神的話語
[00:14:17.520 --> 00:14:20.960]  你的心思意念就充滿煩躁的意念
[00:14:20.960 --> 00:14:22.480]  當你有神的話語
[00:14:22.480 --> 00:14:24.560]  當你有敬拜的音樂在那裡
[00:14:24.560 --> 00:14:27.760]  幫助你讓你心更加來靠近神
[00:14:27.760 --> 00:14:29.800]  所以你一定要在你車子裡面
[00:14:29.800 --> 00:14:30.880]  放神的話語
[00:14:30.880 --> 00:14:31.800]  不但要放
[00:14:31.800 --> 00:14:33.320]  而且要多放
[00:14:33.320 --> 00:14:34.560]  跟你朋友說要放多點
[00:14:34.560 --> 00:14:37.600]  跟他說
[00:14:37.600 --> 00:14:40.320]  在你家裡請問有神的話語嗎
[00:14:40.320 --> 00:14:41.280]  我知道很多弟兄姊妹
[00:14:41.280 --> 00:14:43.080]  很會裝飾你的家庭
[00:14:43.080 --> 00:14:46.240]  請問你的家裡面有神的話語嗎
[00:14:46.240 --> 00:14:47.240]  很多時候當你面對
[00:14:47.240 --> 00:14:49.520]  生活中的難處的時候
[00:14:49.520 --> 00:14:51.000]  你在家裡舉頭一望
[00:14:51.000 --> 00:14:53.160]  只看見天花板
[00:14:53.160 --> 00:14:54.920]  那當然難怪你只能呼求說
[00:14:54.920 --> 00:14:58.080]  主啊我的幫助從何而來啊
[00:14:58.080 --> 00:15:00.560]  但如果你家裡面充滿神的話語
[00:15:00.560 --> 00:15:02.160]  你舉頭一望就看見
[00:15:02.160 --> 00:15:05.600]  我的幫助從造天地的耶華而來
[00:15:05.600 --> 00:15:09.040]  立刻你就重新得力
[00:15:09.040 --> 00:15:11.280]  請問你在你上班的地方
[00:15:11.280 --> 00:15:13.640]  有神的話語嗎
[00:15:13.640 --> 00:15:15.080]  今天我看見很多人也喜歡
[00:15:15.080 --> 00:15:17.400]  當你的辦公室裝飾一下
[00:15:17.400 --> 00:15:19.000]  甚至有人喜歡在自己的
[00:15:19.000 --> 00:15:20.360]  CUBICLE裡面
[00:15:20.360 --> 00:15:23.440]  貼一個窗戶像真的一樣
[00:15:23.440 --> 00:15:23.840]  NO NO NO
[00:15:23.840 --> 00:15:25.520]  你不需要一個假窗戶
[00:15:25.520 --> 00:15:26.520]  你需要神的話語
[00:15:26.520 --> 00:15:29.200]  跟你朋友說你需要神的話語
[00:15:29.200 --> 00:15:31.720]  特別是當你面對工作的壓力
[00:15:31.720 --> 00:15:34.360]  面對不公平的環境的時候
[00:15:34.360 --> 00:15:36.040]  你要讓神的話語
[00:15:36.040 --> 00:15:40.360]  成為你隨時的力量跟幫助
[00:15:40.360 --> 00:15:42.840]  更重要的在你的手機上
[00:15:42.840 --> 00:15:45.440]  有神的話語嗎
[00:15:45.440 --> 00:15:47.880]  你的手機上不但有聖經的APP
[00:15:47.880 --> 00:15:50.880]  你有沒有生命核的APP啊
[00:15:50.880 --> 00:15:52.360]  不是太多人有的樣子
[00:15:52.360 --> 00:15:54.760]  你有沒有生命核的APP啊
[00:15:54.760 --> 00:15:55.840]  OK
[00:15:55.840 --> 00:15:57.160]  如果沒有趕快DOWNLOAD
[00:15:57.160 --> 00:15:59.040]  ROLCC APP
[00:15:59.040 --> 00:16:02.600]  裡面有豐富的信息跟屬靈的資源
[00:16:02.600 --> 00:16:05.360]  你可以隨身攜帶太寶貴
[00:16:05.360 --> 00:16:07.560]  你要讓自己活在一個
[00:16:07.560 --> 00:16:10.240]  充滿神話語的環境裡面
[00:16:10.240 --> 00:16:11.600]  很重要
[00:16:11.600 --> 00:16:14.680]  好讓你能藏在主的裡面
[00:16:14.680 --> 00:16:15.440]  第二
[00:16:15.440 --> 00:16:17.160]  你要藏在禱告裡
[00:16:17.160 --> 00:16:20.360]  更重要藏在禱告裡
[00:16:20.360 --> 00:16:21.920]  禱告是我們能夠
[00:16:21.920 --> 00:16:24.960]  知取神恩典的一個管道
[00:16:24.960 --> 00:16:26.480]  一方面藉著禱告
[00:16:26.480 --> 00:16:28.280]  我們可以明白神的心意
[00:16:28.280 --> 00:16:29.440]  另一方面藉著禱告
[00:16:29.440 --> 00:16:33.840]  神的能力能夠釋放降臨在我們身上
[00:16:33.840 --> 00:16:36.080]  第二點禱告不一定是要等到
[00:16:36.080 --> 00:16:39.440]  你禱告會的時間才來禱告
[00:16:39.440 --> 00:16:42.840]  禱告不是要等到來到教會才來禱告
[00:16:42.840 --> 00:16:45.640]  禱告是隨時隨地的
[00:16:45.640 --> 00:16:46.720]  AMEN
[00:16:46.720 --> 00:16:48.080]  就好像有位弟兄坐在間子
[00:16:48.080 --> 00:16:49.600]  每一次他在工作的時候
[00:16:49.600 --> 00:16:51.240]  遇到工作各樣的難處
[00:16:51.240 --> 00:16:53.800]  他就在他辦公桌的椅子上的時候
[00:16:53.800 --> 00:16:56.160]  他把椅子一轉面對牆壁
[00:16:56.160 --> 00:16:58.600]  他說那就是他禱告的一個class
[00:16:58.600 --> 00:17:00.960]  是他禱告一個地方
[00:17:00.960 --> 00:17:03.040]  是隨時隨地的
[00:17:03.040 --> 00:17:07.320]  事實上禱告也不一定要花很長的時間
[00:17:07.320 --> 00:17:08.320]  有的時候我們常常覺得
[00:17:08.320 --> 00:17:10.960]  我們的禱告好像不是那麼
[00:17:10.960 --> 00:17:13.160]  好像別人一樣那麼
[00:17:13.160 --> 00:17:15.560]  詞句這麼美麗
[00:17:15.560 --> 00:17:16.960]  也是覺得好像我們禱告
[00:17:16.960 --> 00:17:18.800]  不像別人時間那麼長久
[00:17:18.800 --> 00:17:20.600]  好像別人又近視禱告
[00:17:20.600 --> 00:17:21.960]  好多東西覺得自己禱告
[00:17:21.960 --> 00:17:23.280]  覺得好像沒有什麼果效
[00:17:23.280 --> 00:17:24.000]  NO NO NO
[00:17:24.000 --> 00:17:25.040]  我告訴你
[00:17:25.040 --> 00:17:26.920]  禱告有功效與否
[00:17:26.920 --> 00:17:29.880]  與時間的長短一點關係都沒有
[00:17:29.880 --> 00:17:32.800]  是在獄裡面緊緊抓住神了
[00:17:32.800 --> 00:17:35.240]  你還記得彼得在海裡面的禱告嗎
[00:17:35.240 --> 00:17:37.240]  當他沉入海底的時候
[00:17:37.240 --> 00:17:39.800]  彼得向耶穌發出一個
