
[00:00:00.000 --> 00:00:04.760]  好,請各位仍然翻開詩篇134篇
[00:02:22.400 --> 00:02:24.920]  他們是來到聖殿裡面
[00:02:24.920 --> 00:02:26.920]  最大的英許
[00:02:26.920 --> 00:02:30.160]  就是能夠可以去稱頌神
[00:02:30.160 --> 00:02:32.160]  他們的路途是很艱辛
[00:02:32.160 --> 00:02:34.800]  可能經過了很多天的時間
[00:02:34.800 --> 00:02:36.120]  幾個星期的時間
[00:02:36.120 --> 00:02:37.480]  幾個月的時間
[00:02:37.480 --> 00:02:40.720]  裡面路途有很多危險、艱難
[00:02:40.720 --> 00:02:45.200]  我們從120篇到133篇都會讀過
[00:02:45.200 --> 00:02:47.840]  看過的時候你會看到有不同的經歷
[00:02:47.840 --> 00:02:49.440]  都要經過了
[00:02:49.440 --> 00:02:53.720]  終於來到敬拜的中心
[00:02:53.720 --> 00:02:55.720]  能夠去親近神
[00:02:55.720 --> 00:02:58.480]  是他們一生最大的英許
[00:02:58.480 --> 00:02:59.840]  最大的福氣
[00:02:59.840 --> 00:03:02.680]  所以我們每一次來到神的殿裡面
[00:03:02.680 --> 00:03:05.400]  有沒有這樣的心情
[00:03:05.400 --> 00:03:07.040]  是很感恩的
[00:03:07.040 --> 00:03:09.400]  你能夠一息尚存
[00:03:09.400 --> 00:03:10.480]  敬拜主
[00:03:10.480 --> 00:03:11.480]  讚美主
[00:03:11.480 --> 00:03:14.800]  《上行之書》120篇開始
[00:03:14.800 --> 00:03:16.080]  你會留意到
[00:03:16.080 --> 00:03:21.880]  背景好像是從外邦開始講的
[00:03:21.880 --> 00:03:24.600]  因為裡面的詩篇我不跟大家讀了
[00:03:24.600 --> 00:03:27.440]  提及到有一些外邦的地方
[00:03:27.440 --> 00:03:30.000]  米切、基達這些地方
[00:03:30.000 --> 00:03:33.080]  講到那個詩人在那個地方受到很多的艱難
[00:03:33.080 --> 00:03:36.240]  但是心中嚮往錫安大道
[00:03:36.240 --> 00:03:38.920]  他很願意來到神的面前
[00:03:38.920 --> 00:03:40.720]  得到敬拜
[00:03:40.720 --> 00:03:42.400]  得到神的擁抱
[00:03:42.400 --> 00:03:44.680]  這是他很大的期望
[00:03:44.680 --> 00:03:46.600]  所以你看看《上行之詩》
[00:03:46.600 --> 00:03:49.880]  好像似乎是從一個不同的地方
[00:03:49.880 --> 00:03:51.160]  外邦的地方
[00:03:51.160 --> 00:03:53.240]  一直進入到以色列
[00:03:53.240 --> 00:03:56.440]  進入到敬拜的中心
[00:03:56.440 --> 00:03:58.120]  耶路撒冷裡面
[00:03:58.120 --> 00:03:59.720]  最後
[00:03:59.720 --> 00:04:03.000]  甚至可能是半夜來到這個地方
[00:04:03.000 --> 00:04:03.960]  夜間
[00:04:03.960 --> 00:04:09.000]  是要看到這些祭司一起去獻上稱頌
[00:04:09.000 --> 00:04:11.960]  也是一個很美好的時間
[00:04:11.960 --> 00:04:13.600]  有人就說
[00:04:13.600 --> 00:04:16.120]  這個就好像人生的路程一樣
[00:04:16.120 --> 00:04:19.680]  就是從120篇到134篇
[00:04:19.680 --> 00:04:22.680]  由外邦的地方去到聖殿
[00:04:22.680 --> 00:04:24.240]  就好像我們一樣
[00:04:24.240 --> 00:04:25.160]  我們還沒信主
[00:04:25.160 --> 00:04:26.680]  我們就說叫外邦人
[00:04:26.680 --> 00:04:28.280]  我們外邦人還沒信主
[00:04:28.280 --> 00:04:29.920]  我們又信主
[00:04:29.920 --> 00:04:33.200]  一直去到一個人生的終結
[00:04:33.200 --> 00:04:34.760]  或者去到一個目的地
[00:04:34.760 --> 00:04:36.400]  當然我們的路途是
[00:04:36.400 --> 00:04:39.080]  什麼時候開始走這條人生的路途呢?
[00:04:39.080 --> 00:04:41.640]  就是我們當日開始
[00:04:41.640 --> 00:04:43.160]  悔改
[00:04:43.880 --> 00:04:45.520]  歸向主耶穌基督
[00:04:45.520 --> 00:04:47.520]  我們在決志裡面
[00:04:47.520 --> 00:04:48.880]  信耶穌
[00:04:48.880 --> 00:04:52.240]  當日開始我們走了一條新的人生路程
[00:04:52.240 --> 00:04:53.880]  我相信你和我都是
[00:04:53.880 --> 00:04:56.720]  因為現在我們走的是一條十字架的路程
[00:04:56.720 --> 00:04:58.560]  走的是永生的道路
[00:04:58.560 --> 00:04:59.800]  所以呢
[00:04:59.800 --> 00:05:02.040]  你是從悔改開始
[00:05:02.040 --> 00:05:04.040]  走這條道路
[00:05:04.040 --> 00:05:08.440]  直至到神的敬拜中心裡面
[00:05:08.440 --> 00:05:11.280]  永永遠遠的去稱頌我們的神
[00:05:11.720 --> 00:05:14.280]  這是基督徒的道路
[00:05:14.280 --> 00:05:16.280]  所以有人開始問
[00:05:16.280 --> 00:05:19.520]  究竟我們走這條道路
[00:05:19.520 --> 00:05:22.640]  究竟是由終點
[00:05:22.640 --> 00:05:23.840]  目的地
[00:05:23.840 --> 00:05:27.360]  塑造我們人生的過程
[00:05:27.360 --> 00:05:28.800]  人生的路程
[00:05:28.800 --> 00:05:31.360]  還是我們走人生的路程
[00:05:31.360 --> 00:05:35.080]  去塑造我們的終點、目的地
[00:05:35.080 --> 00:05:37.960]  大家明白我說什麼嗎?
[00:05:37.960 --> 00:05:38.880]  就是說
[00:05:38.880 --> 00:05:40.880]  你很清楚你有一個目的地
[00:05:40.880 --> 00:05:42.880]  你有目的地的時候就會
[00:05:42.880 --> 00:05:45.480]  現在你的過程在走目的地
[00:05:45.480 --> 00:05:50.480]  就因為這個目的地影響著你一切的安排
[00:05:50.480 --> 00:05:52.480]  但相反有時候不是
[00:05:52.480 --> 00:05:54.080]  我都不知道我的目的地在哪裡
[00:05:54.080 --> 00:05:55.880]  我現在一路這樣的成長
[00:05:55.880 --> 00:05:57.160]  一路走這條路
[00:05:57.160 --> 00:06:00.840]  一路在塑造我將來走向哪個目的地裡面
[00:06:00.840 --> 00:06:02.440]  一般人
[00:06:02.440 --> 00:06:04.640]  我們都可能是好像後者
[00:06:04.640 --> 00:06:06.960]  我們成長、讀書
[00:06:06.960 --> 00:06:08.040]  找工作
[00:06:08.040 --> 00:06:08.880]  成家立室
[00:06:08.880 --> 00:06:10.400]  然後一步一步走
[00:06:10.400 --> 00:06:12.800]  我們就走了人生
[00:06:12.800 --> 00:06:13.880]  但是
[00:06:13.880 --> 00:06:15.160]  我們是教徒
[00:06:15.160 --> 00:06:17.760]  我們知道我們人生的目的地
[00:06:17.760 --> 00:06:19.280]  就好像上行之師
[00:06:19.280 --> 00:06:22.280]  最終是去到敬拜的中心裡面
[00:06:22.280 --> 00:06:24.280]  一生是稱頌神
[00:06:24.280 --> 00:06:25.880]  那你知不知道
[00:06:25.880 --> 00:06:29.080]  這也是我們永遠要做的事情
[00:06:29.080 --> 00:06:30.720]  大家知不知道?
[00:06:30.720 --> 00:06:32.400]  將來我們去到天國裡面
[00:06:32.400 --> 00:06:33.560]  我們怎樣呢?
[00:06:33.560 --> 00:06:35.560]  敬拜永活的神
[00:06:35.560 --> 00:06:37.560]  在啟示錄就會告訴我們
[00:06:37.560 --> 00:06:39.960]  「歡你快樂,唱詩歌敬拜神」
[00:06:39.960 --> 00:06:41.960]  大家知不知道的?
[00:06:41.960 --> 00:06:42.960]  知道的,是吧?
[00:06:42.960 --> 00:06:44.440]  那你常常有沒有準備?
[00:06:44.440 --> 00:06:46.120]  有沒有這樣練習?
[00:06:46.120 --> 00:06:48.840]  有的,我們回來敬拜就是這樣
[00:06:48.840 --> 00:06:50.840]  我們是不是這樣的心態呢?
[00:06:50.840 --> 00:06:52.320]  所以既然是這樣的時候
[00:06:52.320 --> 00:06:53.960]  你知道這個目的地
[00:06:53.960 --> 00:06:55.960]  那是不是這個目的地
[00:06:55.960 --> 00:06:58.760]  會影響我們人生的路程呢?
[00:06:58.760 --> 00:07:00.680]  是不是?
[00:07:00.680 --> 00:07:02.680]  這個目的地會影響人生路程
[00:07:02.680 --> 00:07:04.320]  我很喜歡去旅行
[00:07:04.320 --> 00:07:09.560]  有時候喜歡自己一個人拿著背包去旅行
[00:07:09.560 --> 00:07:12.760]  那我就當然找一個目的地
[00:07:12.760 --> 00:07:16.200]  譬如我希望這次看風景
[00:07:16.200 --> 00:07:18.680]  山或者水或者一些峽谷
[00:07:18.680 --> 00:07:20.120]  那就知道了
[00:07:20.120 --> 00:07:22.240]  接著我就要安排怎樣去
[00:07:22.240 --> 00:07:24.360]  過程裡面都會經過不同的路
[00:07:24.360 --> 00:07:27.040]  希望過程裡面看到其他的風光
[00:07:27.040 --> 00:07:29.040]  一直去到最終的目的地
[00:07:29.040 --> 00:07:31.760]  這樣設計之後
[00:07:31.760 --> 00:07:33.760]  最終一路走一路去
[00:07:33.760 --> 00:07:35.040]  很歡喜快樂的
[00:07:35.040 --> 00:07:38.880]  因為你已經知道是這樣的安排
[00:07:38.880 --> 00:07:41.040]  知道因為那個目的地
[00:07:41.040 --> 00:07:46.760]  已經這樣安排了我怎樣走一步一步去到那個地方
[00:07:46.760 --> 00:07:48.840]  去到這個地方會看到些什麼
[00:07:48.840 --> 00:07:49.680]  或者看到些什麼
[00:07:49.680 --> 00:07:52.400]  接著我們會期望有些什麼出現等等
[00:07:52.400 --> 00:07:54.840]  就會有一個很大的期望
[00:07:54.840 --> 00:07:57.720]  這個也是影響了整個旅程
[00:07:57.720 --> 00:07:58.920]  很歡喜快樂
[00:07:58.920 --> 00:08:01.280]  但是我不喜歡說去到哪裡就走到哪裡
[00:08:01.280 --> 00:08:05.240]  因為有時候你可能車程安排不好
[00:08:05.240 --> 00:08:06.480]  各方面安排不好
[00:08:06.480 --> 00:08:09.040]  可能很多想看的東西看不到
[00:08:09.040 --> 00:08:14.160]  最後可能就有很多的落差在裡面
[00:08:14.160 --> 00:08:16.320]  所以人生裡面
[00:08:16.320 --> 00:08:19.800]  我們既然好像詩篇一百三十四篇
[00:08:19.800 --> 00:08:22.440]  是上行之詩的最後一篇
[00:08:22.440 --> 00:08:27.560]  就是說來到這個聖殿裡面去敬拜稱頌主的時候
[00:08:27.560 --> 00:08:29.600]  是我們人生的目的的時候
[00:08:29.600 --> 00:08:30.880]  你想一下
[00:08:30.880 --> 00:08:34.080]  你人生的路途應該怎樣安排
[00:08:34.080 --> 00:08:35.600]  是歡喜快樂的
[00:08:35.600 --> 00:08:37.760]  你人生的路途是不是歡喜快樂呢?
[00:08:37.760 --> 00:08:39.400]  有時候經常埋怨神
[00:08:39.400 --> 00:08:41.120]  也是很多的憂愁
[00:08:41.120 --> 00:08:42.520]  很多的悲傷
[00:08:42.520 --> 00:08:44.720]  很多的東西放不下等等
[00:08:44.720 --> 00:08:46.040]  搬來搬去
[00:08:46.040 --> 00:08:46.800]  背來背去
[00:08:46.800 --> 00:08:48.640]  很多的東西走過人生的路
[00:08:48.640 --> 00:08:49.680]  很重擔
[00:08:49.680 --> 00:08:51.440]  走得不開心
[00:08:51.440 --> 00:08:53.440]  甚至是基督徒走著走著
[00:08:53.440 --> 00:08:55.160]  放棄走這條路
[00:08:55.160 --> 00:08:56.440]  但是你知道
[00:08:56.440 --> 00:08:58.440]  終點是歡喜快樂的
[00:08:58.440 --> 00:09:00.000]  為什麼你會放棄呢?
[00:09:00.000 --> 00:09:02.240]  甚至過程神都要你歡喜快樂
[00:09:02.240 --> 00:09:03.400]  都要稱頌神
[00:09:03.840 --> 00:09:05.800]  所以我們繼續看經文
[00:09:05.800 --> 00:09:08.400]  所以一開始詩人就說
[00:09:08.400 --> 00:09:09.200]  來
[00:09:09.200 --> 00:09:10.800]  稱頌耶和華
[00:09:10.800 --> 00:09:13.760]  這是原文
[00:09:13.760 --> 00:09:15.040]  就是從這句開始
[00:09:15.040 --> 00:09:15.920]  就來了
[00:09:15.920 --> 00:09:17.240]  稱頌耶和華
[00:09:17.240 --> 00:09:18.720]  無論是命令也好
[00:09:18.720 --> 00:09:20.640]  命令是一個呼籲也好
[00:09:20.640 --> 00:09:22.320]  你就要稱頌耶和華
[00:09:22.320 --> 00:09:25.560]  我們問我們什麼時候稱頌耶和華呢?
[00:09:25.560 --> 00:09:26.960]  今天是感恩節禮拜
[00:09:26.960 --> 00:09:28.560]  我們今天稱頌耶和華
[00:09:28.560 --> 00:09:31.640]  我們為了在過去的日子裡面感恩
[00:09:31.640 --> 00:09:33.440]  我們想想有什麼感恩
[00:09:33.440 --> 00:09:36.240]  好像剛才詩哥叫我們數算恩典
[00:09:36.240 --> 00:09:37.840]  愈數愈開心了
[00:09:37.840 --> 00:09:41.440]  可能你們有時候因為這件事情發生
[00:09:41.440 --> 00:09:43.640]  就令你很大的感恩
[00:09:43.640 --> 00:09:48.200]  大家聽過一首中國的詩
[00:09:48.200 --> 00:09:49.840]  叫《四喜詩》沒有?
[00:09:49.840 --> 00:09:50.720]  聽過沒有?
[00:09:50.720 --> 00:09:52.160]  《四喜詩》
[00:09:52.160 --> 00:09:54.040]  有沒有人聽過?
[00:09:54.040 --> 00:09:56.960]  是宋朝一個人
[00:09:56.960 --> 00:10:00.720]  叫做光珠所寫的《四喜詩》
[00:10:00.720 --> 00:10:02.720]  聽過這個人沒有?
[00:10:02.720 --> 00:10:03.480]  也沒有
[00:10:03.480 --> 00:10:05.560]  其實我也沒有聽過
[00:10:05.560 --> 00:10:06.960]  剛剛找到的資料
[00:10:06.960 --> 00:10:09.120]  但是那首詩我聽過
[00:10:09.120 --> 00:10:10.800]  可能一講大家就知道了
[00:10:10.800 --> 00:10:12.920]  《四喜詩》是四句而已
[00:10:12.920 --> 00:10:14.160]  是什麼呢?
[00:10:14.160 --> 00:10:16.480]  金榜題名時
[00:10:16.480 --> 00:10:17.880]  聽過沒有?
[00:10:17.880 --> 00:10:19.120]  聽過了吧
[00:10:19.120 --> 00:10:20.000]  然後呢?
[00:10:20.000 --> 00:10:22.040]  金榜題名時
[00:10:22.040 --> 00:10:25.120]  久看逢金林
[00:10:25.120 --> 00:10:26.080]  大家都認識了
[00:10:26.080 --> 00:10:26.760]  然後呢?
[00:10:26.760 --> 00:10:30.040]  他鄉遇故知
[00:10:30.040 --> 00:10:30.920]  最後呢?
[00:10:32.440 --> 00:10:33.560]  很開心快樂的
[00:10:33.560 --> 00:10:36.760]  洞房花燭夜
[00:10:36.760 --> 00:10:37.400]  是不是?
[00:10:37.400 --> 00:10:39.080]  大家都聽過了
[00:10:39.080 --> 00:10:41.880]  有些人說四句哪裡合起來
[00:10:41.880 --> 00:10:42.400]  不是的
[00:10:42.400 --> 00:10:43.480]  是一首詩
[00:10:43.480 --> 00:10:45.840]  就是金榜題名時
[00:10:45.840 --> 00:10:47.440]  久看逢金林
[00:10:47.440 --> 00:10:48.800]  然後呢?
[00:10:48.800 --> 00:10:50.440]  他鄉遇故知
[00:10:50.440 --> 00:10:52.280]  洞房花燭夜
[00:10:52.280 --> 00:10:54.960]  這個就是人生四大樂事了
[00:10:54.960 --> 00:10:57.000]  很開心很歡喜的事情
[00:10:57.000 --> 00:10:58.640]  我們就感恩了
[00:10:58.640 --> 00:11:02.000]  剛剛這個星期發生的
[00:11:02.000 --> 00:11:04.240]  前幾天我們有一個同工
[00:11:04.240 --> 00:11:05.520]  就是金榜題名時
[00:11:05.520 --> 00:11:06.240]  畢業了
[00:11:06.240 --> 00:11:07.360]  神學畢業
[00:11:07.360 --> 00:11:08.760]  然後就一個鋪
[00:11:08.760 --> 00:11:11.040]  我們就一起在這個台上
[00:11:11.040 --> 00:11:12.640]  站在一起拍照
[00:11:12.640 --> 00:11:13.560]  很開心了
[00:11:13.560 --> 00:11:16.280]  然後就感謝神帶領他完成學業
[00:11:16.280 --> 00:11:18.200]  然後就下午茶請我們吃
[00:11:18.200 --> 00:11:19.480]  為此感恩
[00:11:19.480 --> 00:11:21.000]  我們就去跟他感恩
[00:11:21.000 --> 00:11:21.720]  感謝神
[00:11:21.720 --> 00:11:23.240]  感恩很開心了
[00:11:23.240 --> 00:11:26.240]  昨天有一對夫婦
[00:11:26.240 --> 00:11:28.320]  就是新婚結婚在這裡
[00:11:28.320 --> 00:11:29.920]  一對弟兄姊妹
[00:11:29.920 --> 00:11:31.080]  他很感恩
[00:11:31.080 --> 00:11:35.000]  感謝神讓他們結束十年的愛情長跑
[00:11:35.000 --> 00:11:37.720]  然後就一起在這裡共政分盟
[00:11:37.720 --> 00:11:39.320]  其實他們很年輕而已
[00:11:39.320 --> 00:11:41.080]  然後就很歡喜快樂了
[00:11:41.080 --> 00:11:42.520]  感謝主的帶領
[00:11:42.520 --> 00:11:44.840]  讓他們相識相知相戀等等
[00:11:44.840 --> 00:11:47.760]  團契的生活讓他們能夠很豐富
[00:11:47.760 --> 00:11:48.800]  很感恩
[00:11:48.800 --> 00:11:49.600]  是不是?
[00:11:49.600 --> 00:11:52.080]  無論是一對的新人
[00:11:52.080 --> 00:11:53.160]  他們的父母
[00:11:53.160 --> 00:11:55.000]  基督徒的父母都很感恩
[00:11:55.000 --> 00:11:56.720]  一切都是恩典
[00:11:56.720 --> 00:11:57.840]  我們很歡喜
[00:11:57.840 --> 00:11:58.840]  很感謝神
[00:11:58.840 --> 00:12:00.600]  這些時候我們又要感恩
[00:12:00.600 --> 00:12:02.120]  這些時候我們要稱頌神
[00:12:02.120 --> 00:12:04.080]  我們都知道
[00:12:04.080 --> 00:12:05.520]  這些都不難做
[00:12:05.520 --> 00:12:06.040]  當然了
[00:12:06.040 --> 00:12:06.560]  是不是?
[00:12:06.560 --> 00:12:08.080]  因為這麼歡喜快樂的事情
[00:12:08.080 --> 00:12:10.080]  你也會想到神的恩典
[00:12:10.080 --> 00:12:11.480]  如果你想不到就該打了
[00:12:11.480 --> 00:12:12.080]  是不是?
[00:12:12.080 --> 00:12:13.120]  你想到的
[00:12:13.120 --> 00:12:14.240]  好了,這就是恩典
[00:12:14.240 --> 00:12:16.000]  所以稱頌是什麼意思呢?
[00:12:16.000 --> 00:12:18.160]  聖經裡面所說的稱頌就是說
[00:12:18.160 --> 00:12:20.840]  是一個人一個行動的回應
[00:12:20.840 --> 00:12:21.560]  就是說
[00:12:21.560 --> 00:12:25.440]  當我們領受到從上頭神而來那種福氣
[00:12:25.440 --> 00:12:29.240]  而發出的一種讚美和感恩
[00:12:29.560 --> 00:12:31.960]  有時候是從言語
[00:12:31.960 --> 00:12:32.880]  感謝主
[00:12:32.880 --> 00:12:33.880]  禱告裡面
[00:12:33.880 --> 00:12:35.080]  詩歌裡面感謝主
[00:12:35.080 --> 00:12:36.440]  有時候跟我們行動
[00:12:36.440 --> 00:12:39.000]  能夠獻上我們的奉獻
[00:12:39.000 --> 00:12:40.920]  好像今天我們有這個捐蜂
[00:12:40.920 --> 00:12:42.760]  感恩節禮拜
[00:12:42.760 --> 00:12:43.520]  你有感恩
[00:12:43.520 --> 00:12:45.040]  你可以直接奉獻
[00:12:45.040 --> 00:12:45.960]  去獻給神
[00:12:45.960 --> 00:12:47.040]  或者我們有行動
[00:12:47.040 --> 00:12:47.640]  甚至說
[00:12:47.640 --> 00:12:49.000]  神給我恩典
[00:12:49.000 --> 00:12:50.760]  我今年要好好地侍奉主
[00:12:50.760 --> 00:12:52.760]  好好地擺上我自己
[00:12:52.760 --> 00:12:53.640]  等等
[00:12:53.640 --> 00:12:54.840]  行動也好
[00:12:54.840 --> 00:12:56.520]  言語讚美也好
[00:12:56.520 --> 00:12:58.720]  我們都可以去回應
[00:12:58.720 --> 00:12:59.400]  就是說
[00:12:59.400 --> 00:13:02.440]  從因為我們領受到神給我們的福氣
[00:13:02.440 --> 00:13:06.000]  以致我們接著有一個讚美
[00:13:06.000 --> 00:13:08.440]  有一個感恩的行動在裡面
[00:13:08.440 --> 00:13:10.760]  這個就是我們這麼做
[00:13:10.760 --> 00:13:12.520]  我相信很多人都會這麼做
[00:13:12.520 --> 00:13:13.760]  都學習這麼做
[00:13:13.760 --> 00:13:14.600]  尤其是
[00:13:14.600 --> 00:13:17.760]  不僅是在一個人生四大樂事
[00:13:17.760 --> 00:13:20.000]  最高興最興奮的時候我們這麼做
[00:13:20.000 --> 00:13:21.560]  在艱難的時候
[00:13:21.560 --> 00:13:23.960]  你仍然能夠去讚美神
[00:13:23.960 --> 00:13:25.560]  你說這個也是很艱難
[00:13:25.560 --> 00:13:27.160]  這個日子過得很辛苦
[00:13:27.160 --> 00:13:30.400]  但是也是熬過去了
[00:13:30.400 --> 00:13:33.120]  神仍然保守我的心智
[00:13:33.120 --> 00:13:34.120]  我感謝主
[00:13:34.120 --> 00:13:36.640]  這些人更加懂得去感恩
[00:13:36.640 --> 00:13:38.760]  更加懂得去稱頌我們的神
[00:13:38.760 --> 00:13:40.320]  理由很簡單
[00:13:40.320 --> 00:13:42.160]  因為神就是這樣
[00:13:42.160 --> 00:13:46.360]  將自己的生命傾注在我們身上
[00:13:46.360 --> 00:13:47.560]  耶穌基督
[00:13:47.560 --> 00:13:49.040]  道成肉身
[00:13:49.040 --> 00:13:50.560]  在這個世界裡面
[00:13:50.560 --> 00:13:52.640]  我們神的特性是什麼呢?
[00:13:52.640 --> 00:13:55.640]  祂是能夠謙卑
[00:13:55.640 --> 00:14:01.400]  能夠去進入降生在人世間裡面
[00:14:01.400 --> 00:14:04.480]  知道我們的生活
[00:14:04.480 --> 00:14:06.880]  甚至進入我們的生命裡面
[00:14:06.880 --> 00:14:12.200]  神是願意藉著聖靈分享祂自己
[00:14:12.200 --> 00:14:14.600]  聖靈能夠進入我們的內心
[00:14:14.600 --> 00:14:15.600]  知道我們
[00:14:15.600 --> 00:14:18.120]  成為一個訓誨師
[00:14:18.120 --> 00:14:20.040]  一個帶領
[00:14:20.040 --> 00:14:21.720]  一個教導
[00:14:21.720 --> 00:14:23.440]  一個保護
[00:14:23.440 --> 00:14:26.440]  聖靈的工作是很豐富
[00:14:26.440 --> 00:14:27.960]  祂很認識我們
[00:14:27.960 --> 00:14:30.840]  甚至當我們不是很了解我們自己的時候
[00:14:30.840 --> 00:14:34.520]  神已經很清楚了解、知道我們
[00:14:34.520 --> 00:14:38.720]  所以神是很全心全意地站在我們的立場
[00:14:38.720 --> 00:14:41.080]  站在一個地方能夠去明白我們
[00:14:41.080 --> 00:14:43.920]  這個就是神的恩典
[00:14:43.920 --> 00:14:45.800]  神這樣知道的時候
[00:14:45.800 --> 00:14:47.440]  你要想一想
[00:14:47.440 --> 00:14:50.840]  祂更加會知道你用了很多的心機
[00:14:50.840 --> 00:14:52.280]  用了很多的時間
[00:14:52.280 --> 00:14:54.120]  你做了一個計劃
[00:14:54.120 --> 00:14:57.280]  但可能這個計劃被人擱置了
[00:14:57.280 --> 00:14:58.600]  神知道的
[00:14:58.600 --> 00:15:02.400]  或者神知道我們很盡心去工作
[00:15:02.400 --> 00:15:04.640]  很盡心去擺相
[00:15:04.640 --> 00:15:08.520]  但可能卻是被人誤會別有用心
[00:15:08.520 --> 00:15:15.360]  可能被人誣告我們自己有另外的野心等等
[00:15:15.360 --> 00:15:17.360]  神是知道的
[00:15:17.360 --> 00:15:20.840]  神也會知道我們很殷勤教導我們的兒女
[00:15:20.840 --> 00:15:23.000]  很辛苦、很怒氣
[00:15:23.000 --> 00:15:27.040]  甚至令到精神也有很大的影響
[00:15:27.040 --> 00:15:29.800]  但兒女仍然如此不聽話、不懂事
[00:15:29.800 --> 00:15:35.040]  仍然不得到尊重我們的父母
[00:15:35.040 --> 00:15:37.040]  神是知道的
[00:15:37.040 --> 00:15:39.200]  神是知道我們每一個人
[00:15:39.200 --> 00:15:42.000]  神是知道我們自己盡上我們的力量
[00:15:42.000 --> 00:15:45.000]  神是知道我們自己也盡了我們的責任
[00:15:45.000 --> 00:15:48.480]  神是知道我們任何的情形
[00:15:48.480 --> 00:15:51.320]  如果你盡了力
[00:15:51.320 --> 00:15:56.280]  而得不到一些你覺得以為的回報
[00:15:56.280 --> 00:15:57.320]  其實不緊要
[00:15:57.320 --> 00:16:00.480]  因為神已經站在我們的立場
[00:16:00.480 --> 00:16:02.000]  是知道我們
[00:16:02.000 --> 00:16:04.800]  所以當我們有這樣的思想
[00:16:04.800 --> 00:16:06.400]  當我們看
[00:16:06.400 --> 00:16:09.120]  你和我都有這樣的經驗
[00:16:09.120 --> 00:16:12.720]  我們沒有辦法讓人形成靈格
