
[00:00:00.000 --> 00:00:02.540]  羅馬書的第 30 章
[00:02:51.400 --> 00:02:53.040]  也不是永遠的
[00:02:53.040 --> 00:02:54.240]  是暫時的
[00:02:54.240 --> 00:02:57.880]  到最後全以色列都會得救
[00:02:57.880 --> 00:02:59.320]  而第三點
[00:02:59.320 --> 00:03:01.800]  是將他們放在一旁的目的
[00:03:01.800 --> 00:03:03.840]  原因是什麼
[00:03:03.840 --> 00:03:06.160]  這就是我今天要說的
[00:03:06.160 --> 00:03:08.560]  首先我們看到
[00:03:08.560 --> 00:03:10.680]  神將以色列人放在一旁
[00:03:10.680 --> 00:03:12.640]  以致外邦人
[00:03:12.640 --> 00:03:15.960]  以致教會能夠接受福音
[00:03:15.960 --> 00:03:17.400]  接觸到福音
[00:03:17.400 --> 00:03:19.000]  這是原因
[00:03:19.000 --> 00:03:21.520]  然後當外邦人
[00:03:21.520 --> 00:03:24.320]  當教會接受耶穌基督的時候
[00:03:24.320 --> 00:03:27.560]  會引起猶太人的妒忌
[00:03:27.560 --> 00:03:29.680]  他們最後都會相信
[00:03:29.680 --> 00:03:32.600]  然後帶領我們進入千禧年國
[00:03:32.600 --> 00:03:35.640]  帶領我們進入神的國
[00:03:35.640 --> 00:03:38.120]  這一切是為了什麼
[00:03:38.120 --> 00:03:41.440]  為了將榮耀歸給神
[00:03:41.440 --> 00:03:44.680]  羅馬書第十一章第三十六節說
[00:03:44.680 --> 00:03:47.920]  「因為萬有都事本於他
[00:03:47.920 --> 00:03:50.320]  依靠他歸於他
[00:03:50.320 --> 00:03:55.160]  願榮耀歸給他直到永遠阿滿」
[00:03:55.160 --> 00:03:56.400]  有沒有看到
[00:03:56.400 --> 00:03:57.920]  神將他們放在一旁
[00:03:57.920 --> 00:04:00.840]  是要將榮耀歸給自己
[00:04:00.840 --> 00:04:04.600]  其實保羅在羅馬書的一章一節開始
[00:04:04.600 --> 00:04:06.800]  說「恩信清義」的道理
[00:04:06.800 --> 00:04:10.080]  然後去到羅馬書的第十一章
[00:04:10.080 --> 00:04:11.480]  進入高潮
[00:04:11.480 --> 00:04:13.120]  有一個總結
[00:04:13.120 --> 00:04:15.760]  說無論外邦人 猶太人
[00:04:15.760 --> 00:04:18.160]  都會被神救贖
[00:04:18.160 --> 00:04:20.400]  將榮耀歸給自己
[00:04:20.400 --> 00:04:25.280]  這就是神的計劃
[00:04:25.280 --> 00:04:27.720]  世上其實每一件事
[00:04:27.720 --> 00:04:31.560]  最終的目的都是要榮耀神
[00:04:31.560 --> 00:04:33.200]  神救贖人
[00:04:33.200 --> 00:04:34.640]  猶太人也好
[00:04:34.640 --> 00:04:35.880]  外邦人也好
[00:04:35.880 --> 00:04:37.360]  進入他的國度
[00:04:37.360 --> 00:04:38.800]  最主要的目的
[00:04:38.800 --> 00:04:42.400]  就是要將榮耀歸給自己
[00:04:42.400 --> 00:04:43.920]  我們說神救贖
[00:04:43.920 --> 00:04:46.280]  以色列人沒有放棄他們
[00:04:46.280 --> 00:04:49.760]  是否要引以色列人進入神的國
[00:04:49.760 --> 00:04:50.800]  是
[00:04:50.800 --> 00:04:54.000]  但是最終最主要的目的是甚麼
[00:04:54.000 --> 00:04:55.880]  透過這個途徑
[00:04:55.880 --> 00:04:59.520]  來使榮耀歸給自己
[00:04:59.520 --> 00:05:01.240]  你說我們外邦人
[00:05:01.240 --> 00:05:02.320]  我們教會
[00:05:02.320 --> 00:05:04.840]  能夠有機會接觸神
[00:05:04.840 --> 00:05:07.080]  有機會接受耶穌基督
[00:05:07.080 --> 00:05:08.720]  是否為了我們
[00:05:08.720 --> 00:05:09.920]  的確是
[00:05:09.920 --> 00:05:12.880]  但是最主要的目的是甚麼
[00:05:12.880 --> 00:05:14.640]  透過這個途徑
[00:05:14.640 --> 00:05:17.960]  又是將榮耀歸給自己
[00:05:17.960 --> 00:05:19.480]  甚至神
[00:05:19.480 --> 00:05:21.160]  建立千禧年國
[00:05:21.160 --> 00:05:22.800]  建立天堂
[00:05:22.800 --> 00:05:27.560]  也都是要將榮耀歸給自己
[00:05:27.560 --> 00:05:30.040]  其實神的榮耀
[00:05:30.040 --> 00:05:32.520]  是一個奧秘在聖經裡面
[00:05:32.520 --> 00:05:34.080]  令人敬畏
[00:05:34.080 --> 00:05:36.240]  令人難以測度
[00:05:36.240 --> 00:05:39.520]  無論舊約新約都提醒我們
[00:05:39.520 --> 00:05:42.440]  是要將榮耀歸給神
[00:05:42.440 --> 00:05:46.040]  詩篇的十九篇是我們很熟悉的經文
[00:05:46.040 --> 00:05:48.680]  諸天述說神的榮耀
[00:05:48.680 --> 00:05:51.880]  窮倉傳揚神的手段
[00:05:51.880 --> 00:05:53.160]  就是讓我們看到
[00:05:53.160 --> 00:05:56.880]  神創造天地萬物的原因是甚麼
[00:05:56.880 --> 00:05:59.680]  將榮耀歸給自己
[00:05:59.680 --> 00:06:01.920]  在屬於以塞亞書的第六章
[00:06:01.920 --> 00:06:02.920]  一至六節
[00:06:02.920 --> 00:06:04.840]  記不記得以塞亞先知
[00:06:04.840 --> 00:06:07.040]  見到神高高在上
[00:06:07.040 --> 00:06:08.320]  坐在祂的寶座上
[00:06:08.320 --> 00:06:10.800]  四周圍有天使圍著祂
[00:06:10.800 --> 00:06:12.000]  祂們說甚麼
[00:06:12.000 --> 00:06:14.160]  承載 承載 承載
[00:06:14.160 --> 00:06:17.520]  祂們要將榮耀歸給神
[00:06:17.520 --> 00:06:21.240]  在出愛及忌的三十三章十八節
[00:06:21.240 --> 00:06:23.840]  神懲罰了以塞列人
[00:06:23.840 --> 00:06:26.120]  殺了很多以塞列人之後
[00:06:26.120 --> 00:06:27.320]  摩西說
[00:06:27.320 --> 00:06:28.320]  摩西很害怕
[00:06:28.320 --> 00:06:31.680]  求祢顯出祢的榮耀給我看
[00:06:31.680 --> 00:06:33.400]  神怎樣回答
[00:06:33.400 --> 00:06:35.480]  在書三十三章十九節
[00:06:35.480 --> 00:06:40.560]  我要顯我一切的恩慈在祢的面前經過
[00:06:40.560 --> 00:06:42.120]  奇不奇怪
[00:06:42.120 --> 00:06:44.360]  摩西說要看神的榮耀
[00:06:44.360 --> 00:06:46.920]  神說我給祢看我的恩慈
[00:06:46.920 --> 00:06:48.280]  甚麼意思
[00:06:48.280 --> 00:06:50.520]  神的榮耀就是祂的屬性
[00:06:50.520 --> 00:06:51.720]  就是祂的本性
[00:06:51.720 --> 00:06:53.560]  就是祂的本質
[00:06:53.560 --> 00:06:57.080]  所以神的榮耀是祂的屬性之一
[00:06:57.080 --> 00:06:59.080]  無論任何時候
[00:06:59.080 --> 00:07:02.000]  我們都要將榮耀歸給神
[00:07:02.000 --> 00:07:06.480]  沒有人能夠從神的身上拿走任何的榮耀
[00:07:06.480 --> 00:07:08.760]  甚至我們不能夠在神的身上
[00:07:08.760 --> 00:07:10.400]  加上任何的榮耀
[00:07:10.400 --> 00:07:13.320]  或者減去任何的榮耀
[00:07:13.320 --> 00:07:16.640]  因為神的榮耀就是祂的屬性
[00:07:16.640 --> 00:07:18.160]  當是神的屬性的時候
[00:07:18.160 --> 00:07:22.320]  我們不能夠將神的屬性加多或減少
[00:07:22.320 --> 00:07:24.480]  但是你說不是的 牧師
[00:07:24.480 --> 00:07:28.160]  很多時候我們會說將榮耀歸給神
[00:07:28.160 --> 00:07:31.280]  那是不是加多了神的榮耀
[00:07:31.280 --> 00:07:32.680]  絕對不是
[00:07:32.680 --> 00:07:34.680]  當我們說將榮耀歸給神
[00:07:34.680 --> 00:07:37.440]  只不過是欣賞神的榮耀
[00:07:37.440 --> 00:07:39.720]  這是祂外在的榮耀
[00:07:39.720 --> 00:07:42.680]  是由祂內在的屬性
[00:07:42.680 --> 00:07:45.160]  彰顯出祂外在的榮耀
[00:07:45.160 --> 00:07:47.280]  當我們說我們將榮耀歸給神
[00:07:47.280 --> 00:07:49.280]  我們就是欣賞神的屬性
[00:07:49.280 --> 00:07:50.800]  欣賞神的榮耀
[00:07:50.800 --> 00:07:52.800]  讚美神的榮耀
[00:07:52.800 --> 00:07:56.520]  絕對不是將榮耀加在神的身上
[00:07:56.520 --> 00:07:58.520]  因為這是祂的屬性
[00:07:58.520 --> 00:08:01.160]  所以《使圖行傳》的七章二節
[00:08:01.160 --> 00:08:02.880]  子提反說什麼
[00:08:02.880 --> 00:08:04.280]  榮耀的神
[00:08:04.280 --> 00:08:06.480]  祂稱神為榮耀的神
[00:08:06.480 --> 00:08:09.160]  榮耀就是神的屬性
[00:08:09.160 --> 00:08:10.880]  我們的被造之物
[00:08:10.880 --> 00:08:11.720]  我們要知道
[00:08:11.720 --> 00:08:14.280]  我們真的要將榮耀歸給神
[00:08:14.280 --> 00:08:16.360]  神就是聖潔的神
[00:08:16.360 --> 00:08:19.480]  一切事上我們都要讚美祂
[00:08:19.480 --> 00:08:21.000]  但是很可惜
[00:08:21.000 --> 00:08:23.040]  我們時時就是怎樣
[00:08:23.040 --> 00:08:28.160]  將神降低到好像我們的水平一樣
[00:08:28.160 --> 00:08:32.280]  很多時候我們就會質疑神的決定
[00:08:32.280 --> 00:08:33.920]  當在我們的生命當中
[00:08:33.920 --> 00:08:37.200]  事情不是照著我們希望的發生
[00:08:37.200 --> 00:08:39.880]  我們就會埋怨神
[00:08:39.880 --> 00:08:41.600]  神啊你為什麼會這樣做
[00:08:41.600 --> 00:08:43.200]  我們會質疑祂
[00:08:43.200 --> 00:08:45.800]  有時候我們會向神提出要求
[00:08:45.800 --> 00:08:49.400]  當神沒有照著我們的要求回答我們的時候
[00:08:49.400 --> 00:08:53.160]  我們又會埋怨祂說祢不公平
[00:08:53.160 --> 00:08:54.400]  其實不是的
[00:08:54.400 --> 00:08:57.720]  我們不可以將神降低到我們的水平
[00:08:57.720 --> 00:08:59.840]  我們要榮耀神
[00:08:59.840 --> 00:09:03.720]  其實世上最大的罪是什麼
[00:09:03.720 --> 00:09:07.600]  世上最大的罪就是不榮耀神
[00:09:07.600 --> 00:09:08.920]  將來的地獄
[00:09:08.920 --> 00:09:13.040]  就是會充滿了那些不願意榮耀神的人
[00:09:13.040 --> 00:09:15.320]  而將來的天堂是怎樣
[00:09:15.320 --> 00:09:19.600]  是會充滿那些願意永遠榮耀神的人
[00:09:19.600 --> 00:09:21.640]  所以這個就是分別
[00:09:21.640 --> 00:09:24.120]  這個就是分界
[00:09:24.120 --> 00:09:26.040]  那些不願意榮耀神的人
[00:09:26.040 --> 00:09:29.200]  就好像羅馬書的一章十八節所說
[00:09:29.200 --> 00:09:32.440]  「神的憤怒從天上顯明在一切
[00:09:32.440 --> 00:09:35.440]  不乾不義的人的身上
[00:09:35.440 --> 00:09:39.480]  就是那些恨不義阻擋真理的人」
[00:09:39.480 --> 00:09:42.440]  而羅馬書的一章二十一節又說
[00:09:42.440 --> 00:09:45.080]  「因為他們雖然知道神
[00:09:45.080 --> 00:09:47.960]  卻不當作神榮耀祂」
[00:09:47.960 --> 00:09:49.080]  換句話來說
[00:09:49.080 --> 00:09:51.360]  神的憤怒神的審判
[00:09:51.360 --> 00:09:55.800]  就是臨到那些不榮耀祂人的身上
[00:09:55.800 --> 00:09:57.920]  在樹丹爾里書的第四章
[00:09:57.920 --> 00:10:00.120]  記不記得尼布格尼撒
[00:10:00.120 --> 00:10:03.000]  這個外邦人的王
[00:10:03.000 --> 00:10:04.040]  他怎樣說
[00:10:04.040 --> 00:10:05.640]  他說「這個大巴比倫
[00:10:05.640 --> 00:10:09.120]  是我用大能大力建為京都
[00:10:09.120 --> 00:10:12.640]  要顯我威嚴和榮耀」
[00:10:12.640 --> 00:10:14.560]  他將榮耀歸給自己
[00:10:14.560 --> 00:10:16.480]  他沒有將榮耀歸給神
[00:10:16.480 --> 00:10:17.760]  於是神怎樣
[00:10:17.760 --> 00:10:20.960]  令他吃草如牛七年
[00:10:20.960 --> 00:10:22.880]  直至到他醒過來
[00:10:22.880 --> 00:10:24.880]  將榮耀歸給神
[00:10:24.880 --> 00:10:28.320]  他才能夠變回一個人
[00:10:28.320 --> 00:10:31.280]  在書歷代至上的十六章
[00:10:31.280 --> 00:10:33.680]  重複出現的經文就是
[00:10:33.680 --> 00:10:36.920]  「榮耀歸與耶和華」
[00:10:36.920 --> 00:10:40.080]  在耶利米書的十三章十六節
[00:10:40.080 --> 00:10:42.480]  耶利米先知呼籲以色列人
[00:10:42.480 --> 00:10:46.240]  要對神的預言警告作出回應
[00:10:46.240 --> 00:10:47.640]  耶利米先知說
[00:10:47.640 --> 00:10:49.840]  「當將榮耀歸給他
[00:10:49.840 --> 00:10:52.520]  免得你們盼望光明
[00:10:52.520 --> 00:10:55.320]  他使光明變為死陰
[00:10:55.320 --> 00:10:57.560]  成為幽暗」
[00:10:57.560 --> 00:11:00.280]  耶利米先知為何會這樣說
[00:11:00.280 --> 00:11:02.080]  他說「你們要榮耀神
[00:11:02.080 --> 00:11:02.920]  若果不是
[00:11:02.920 --> 00:11:05.720]  你們會遭受從神而來的
[00:11:05.720 --> 00:11:08.280]  審判和懲罰」
[00:11:08.280 --> 00:11:10.880]  在使徒行傳的十二章二十三節
[00:11:10.880 --> 00:11:12.880]  記不記得希律王
[00:11:12.880 --> 00:11:15.000]  當時他坐在寶座上
[00:11:15.000 --> 00:11:16.600]  那些百姓怎樣說
[00:11:16.600 --> 00:11:18.640]  「這個就是神」
[00:11:18.640 --> 00:11:20.440]  他沾沾自喜
[00:11:20.440 --> 00:11:22.280]  他沒有將榮耀歸給神
[00:11:22.280 --> 00:11:23.560]  結果怎樣
[00:11:23.560 --> 00:11:25.000]  「被蟲咬死」
[00:11:25.000 --> 00:11:27.520]  他氣絕身亡
[00:11:27.520 --> 00:11:30.960]  在以忽所書的三章九節和二十一節
[00:11:30.960 --> 00:11:32.680]  說教會的成立
[00:11:32.680 --> 00:11:35.280]  教會的存在是為了甚麼
[00:11:35.280 --> 00:11:38.320]  是要從天上人間
[00:11:38.320 --> 00:11:39.520]  無論是天使
[00:11:39.520 --> 00:11:40.520]  無論是人
[00:11:40.520 --> 00:11:43.400]  都要認識神的智慧
[00:11:43.400 --> 00:11:44.640]  透過教會
[00:11:44.640 --> 00:11:46.080]  將榮耀歸給神
[00:11:46.080 --> 00:11:49.600]  這個就是教會存在的意義
[00:11:49.600 --> 00:11:51.720]  是要榮耀神
[00:11:51.720 --> 00:11:55.120]  所以哥林多前書的十章三十一節說
[00:11:55.120 --> 00:11:57.640]  「所以你們或吃或喝
[00:11:57.640 --> 00:11:59.040]  無論作甚麼
[00:11:59.040 --> 00:12:03.440]  都要為榮耀神而行」
[00:12:03.440 --> 00:12:06.920]  所以神最終救贖以色列人
[00:12:06.920 --> 00:12:10.160]  好像救贖我們救贖教會一樣
[00:12:10.160 --> 00:12:11.600]  是為了甚麼
[00:12:11.600 --> 00:12:15.080]  是要將榮耀歸給自己
[00:12:15.080 --> 00:12:19.200]  就好像以塞亞書的四十三章二十一節所說
[00:12:19.200 --> 00:12:22.240]  「這八聖事為我自己所做的
[00:12:22.240 --> 00:12:25.600]  好述說我的美德」
[00:12:25.600 --> 00:12:28.520]  神救贖我們主要的原因是甚麼
[00:12:28.520 --> 00:12:31.160]  是要我們述說祂的美德
[00:12:31.160 --> 00:12:33.840]  將榮耀歸給祂
[00:12:33.840 --> 00:12:37.520]  所以保羅在羅馬書的第十一章的尾
[00:12:37.520 --> 00:12:39.160]  他有一個doxology
[00:12:39.160 --> 00:12:40.640]  有一個榮耀頌
[00:12:40.640 --> 00:12:42.280]  有一個讚美頌
[00:12:42.280 --> 00:12:44.040]  讚美神
[00:12:44.040 --> 00:12:45.840]  這個是包括
[00:12:45.840 --> 00:12:48.800]  由羅馬書的第一章至十一章
[00:12:48.800 --> 00:12:51.720]  這個讚美頌不僅是給十一章
[00:12:51.720 --> 00:12:53.680]  是由一章至十一章
[00:12:53.680 --> 00:12:57.040]  包括保羅講出恩信清義的道理
[00:12:57.040 --> 00:12:59.560]  祂的救贖我們應該榮耀神
[00:12:59.560 --> 00:13:01.280]  因為祂救贖我們
[00:13:01.280 --> 00:13:05.120]  還有包括在羅馬書的一至二章
[00:13:05.120 --> 00:13:08.240]  數算世人的罪
[00:13:08.240 --> 00:13:10.760]  亦都能夠將榮耀歸給神
[00:13:10.760 --> 00:13:14.000]  包括在羅馬書的九章至十一章
[00:13:14.000 --> 00:13:16.040]  他數算以色列人的罪
[00:13:16.040 --> 00:13:18.120]  都能夠將榮耀歸給神
[00:13:18.120 --> 00:13:20.840]  所有的事物存在世間
[00:13:20.840 --> 00:13:23.760]  都是為了要榮耀神
[00:13:23.760 --> 00:13:26.760]  最後保羅在羅馬書的十一章
[00:13:26.760 --> 00:13:30.080]  給我們看到神是有四個屬性
[00:13:30.080 --> 00:13:31.840]  為何我們要榮耀祂
[00:13:31.840 --> 00:13:33.920]  就是因為有四個屬性
[00:13:33.920 --> 00:13:36.760]  第一個屬性是神的主權
[00:13:36.760 --> 00:13:39.360]  第二個屬性是神的信實
[00:13:39.360 --> 00:13:42.080]  第三個屬性是神的憐憫
[00:13:42.080 --> 00:13:44.760]  第四個屬性是神的智慧
[00:13:44.760 --> 00:13:47.720]  這個就是我們今天的大綱
[00:13:47.720 --> 00:13:50.120]  在羅馬書的十一章二十五節
[00:13:50.120 --> 00:13:51.720]  保羅說:弟兄們
[00:13:51.720 --> 00:13:55.240]  我不願意你們不知道這奧秘
[00:13:55.240 --> 00:13:58.880]  就是以色列人有幾分是硬心的
[00:13:58.880 --> 00:14:02.080]  等到外邦人的數目填滿了
[00:14:02.080 --> 00:14:05.560]  以色列全家都要得救
[00:14:05.560 --> 00:14:08.840]  第一個神的屬性就是祂的主權
[00:14:08.840 --> 00:14:11.560]  一切都是掌握在祂的手裡面
[00:14:11.560 --> 00:14:13.840]  有很多的事情都是奧秘
[00:14:13.840 --> 00:14:14.960]  我們不能夠明白
[00:14:14.960 --> 00:14:17.160]  是由神來作主的
[00:14:17.160 --> 00:14:20.680]  你注意這段經文的奧秘這個字
[00:14:20.680 --> 00:14:23.000]  羅馬書的十六章二十五節
[00:14:23.000 --> 00:14:26.920]  唯有神照我們所傳的福音
[00:14:26.920 --> 00:14:29.520]  和所講的耶穌基督
[00:14:29.520 --> 00:14:33.520]  並照永古隱藏不言的奧秘
[00:14:33.520 --> 00:14:35.720]  奧秘又出來了
[00:14:35.720 --> 00:14:38.000]  堅固你們的心
[00:14:38.000 --> 00:14:41.040]  保羅說這一切都是神的奧秘
[00:14:41.040 --> 00:14:43.200]  聖經的奧秘是甚麼?
[00:14:43.200 --> 00:14:45.400]  是以前沒有人知道的
[00:14:45.400 --> 00:14:47.840]  在舊約沒有人知道的
[00:14:47.840 --> 00:14:51.560]  然後是由神彰顯出來讓我們知道
[00:14:51.560 --> 00:14:53.880]  這就是奧秘
[00:14:53.880 --> 00:14:56.040]  神的奧秘有甚麼?
[00:14:56.040 --> 00:14:58.640]  以色列人被神放在一旁
[00:14:58.640 --> 00:15:00.760]  與神的祝福隔絕
[00:15:00.760 --> 00:15:02.640]  這是奧秘
[00:15:02.640 --> 00:15:06.120]  去到外邦人能夠有機會接受神
[00:15:06.120 --> 00:15:09.960]  教會又是奧秘
[00:15:09.960 --> 00:15:12.080]  當外邦人接受神之後
[00:15:12.080 --> 00:15:15.360]  以色列人也會接受神
[00:15:15.360 --> 00:15:20.120]  最終外邦人的假宗教 假教會
[00:15:20.120 --> 00:15:22.320]  會在啟示錄的十八章
[00:15:22.320 --> 00:15:26.200]  被撒旦 被敵基督剷除
[00:15:26.200 --> 00:15:30.360]  然後以色列人會再回到被神祝福的地方
[00:15:30.360 --> 00:15:32.760]  這也是奧秘
[00:15:32.760 --> 00:15:36.000]  所以奧秘有兩個部份
[00:15:36.000 --> 00:15:37.400]  如果你們記得的話
[00:15:37.400 --> 00:15:40.640]  一個是教會是神的奧秘
[00:15:40.640 --> 00:15:45.080]  第二 以色列人暫時的不信也是奧秘
[00:15:45.080 --> 00:15:47.400]  我們先看第一個奧秘
[00:15:47.400 --> 00:15:50.520]  就是外邦人能夠相信神
[00:15:50.520 --> 00:15:53.800]  教會的存在的意思
[00:15:53.800 --> 00:15:55.080]  我剛才說過
[00:15:55.080 --> 00:15:58.440]  教會的成立 教會的存在
[00:15:58.440 --> 00:15:59.800]  是一個奧秘
[00:15:59.800 --> 00:16:02.880]  以筆所書的三章 第十節
[00:16:02.880 --> 00:16:05.400]  天滿這個字很有意思
[00:16:05.400 --> 00:16:08.360]  當教會的人數天滿了
[00:16:08.360 --> 00:16:10.840]  全以色列人都會得救
[00:16:10.840 --> 00:16:13.760]  天滿這個字 原文的希臘文
[00:16:13.760 --> 00:16:16.680]  的意思是進入的意思
[00:16:16.680 --> 00:16:19.360]  在四福音 在《樹史圖行傳》
[00:16:19.360 --> 00:16:21.280]  有很多很多的經文
[00:16:21.280 --> 00:16:24.400]  都說進入天國 進入神的國
[00:16:24.400 --> 00:16:27.680]  進入這個字 就是天滿的字
[00:16:27.680 --> 00:16:29.120]  是同一個字
[00:16:29.120 --> 00:16:31.360]  我不會把這些經文全部說出來
[00:16:31.360 --> 00:16:33.640]  我會留在power point那裡
[00:16:33.640 --> 00:16:36.720]  所以當外邦人的人數天滿了
[00:16:36.720 --> 00:16:40.160]  或者外邦人被耶穌基督 被提
[00:16:40.160 --> 00:16:43.200]  進入了天堂之後
[00:16:43.200 --> 00:16:45.360]  天滿就是進入
[00:16:45.360 --> 00:16:47.480]  進入了天堂之後會怎樣
[00:16:47.480 --> 00:16:51.000]  地上會有七年的大災難
[00:16:51.000 --> 00:16:54.680]  以色列全家最後都會得救
[00:16:54.680 --> 00:16:57.480]  然後帶領我們進入神的國
[00:16:57.480 --> 00:16:59.560]  帶領我們進入天國
[00:16:59.560 --> 00:17:01.320]  注意這裡是說
[00:17:01.320 --> 00:17:03.880]  以色列全家都會得救
[00:17:03.880 --> 00:17:05.560]  我講過很多次
[00:17:05.560 --> 00:17:08.200]  很多的神學家都搞錯了
[00:17:08.200 --> 00:17:11.600]  他們認為以色列人加入了教會
[00:17:11.600 --> 00:17:16.080]  這已經是應驗了神對以色列人的應許
[00:17:16.080 --> 00:17:17.280]  不是的
[00:17:17.280 --> 00:17:19.400]  祂給以色列人的應許
[00:17:19.400 --> 00:17:23.320]  是去到最後全以色列都會得救
[00:17:23.320 --> 00:17:29.160]  就是把原本的枝子摺回橄欖樹的上高
[00:17:29.160 --> 00:17:34.160]  是羅馬書第十一章 第二十三節
[00:17:34.160 --> 00:17:38.000]  我們看了第一個奧秘就是教會
[00:17:38.000 --> 00:17:40.480]  教會是一個奧秘
[00:17:40.480 --> 00:17:42.040]  第二個奧秘
[00:17:42.040 --> 00:17:43.600]  是以色列人的不信
[00:17:43.600 --> 00:17:45.320]  都是一個奧秘
[00:17:45.320 --> 00:17:48.400]  羅馬書十一章二十五節保羅說什麼
[00:17:48.400 --> 00:17:51.480]  我不願意你們不知道這奧秘
[00:17:51.480 --> 00:17:55.840]  就是以色列人有幾分是硬心的
[00:17:55.840 --> 00:17:57.920]  又是講到一個奧秘
[00:17:57.920 --> 00:18:01.680]  不是全部以色列人都硬心的
[00:18:01.680 --> 00:18:05.120]  有幾分以色列人是硬心的
[00:18:05.120 --> 00:18:07.960]  仍然有相信的以色列人
[00:18:07.960 --> 00:18:09.840]  這些就是愚民
[00:18:09.840 --> 00:18:11.200]  其實愚民的教導
[00:18:11.200 --> 00:18:16.360]  就在我上次跟大家講過的羅馬書十一章一至五節
[00:18:16.360 --> 00:18:18.400]  有愚民的教導
