
[00:00:00.000 --> 00:00:03.040]  今天是十二月二十六日
[00:02:14.400 --> 00:02:18.800]  耶穌的降生的確與眾不同
[00:02:18.800 --> 00:02:23.000]  不僅祂出生的日期無法考究
[00:02:23.000 --> 00:02:25.800]  而且作為一位救世主
[00:02:25.800 --> 00:02:29.800]  祂的出生也是超低調的
[00:02:29.800 --> 00:02:33.800]  這裡有幾張照片
[00:02:33.800 --> 00:02:35.200]  有幾個嬰兒
[00:02:35.200 --> 00:02:37.800]  我不知道大家認不認得他們
[00:02:37.800 --> 00:02:39.600]  這四個嬰兒
[00:02:39.600 --> 00:02:42.800]  就是我們本堂的弟兄姊妹
[00:02:42.800 --> 00:02:46.800]  在今年先後誕下的嬰兒
[00:02:46.800 --> 00:02:48.800]  逐一介紹一下
[00:02:48.800 --> 00:02:50.800]  這位在你們右邊
[00:02:50.800 --> 00:02:52.800]  最右邊的這位
[00:02:52.800 --> 00:02:54.800]  剛剛出生離開產房
[00:02:54.800 --> 00:02:56.800]  這麼小的
[00:02:56.800 --> 00:03:00.800]  她是朱朝東弟兄和Queener的寶貝女
[00:03:00.800 --> 00:03:03.800]  朱愛欣她的名字
[00:03:03.800 --> 00:03:06.800]  是在今年的一月出生
[00:03:06.800 --> 00:03:09.800]  所以下個月就滿了一周歲
[00:03:09.800 --> 00:03:11.800]  這個中間的
[00:03:11.800 --> 00:03:15.800]  陳欣如小女孩
[00:03:15.800 --> 00:03:19.800]  就是Clara和Paul的寶貝女
[00:03:19.800 --> 00:03:22.800]  是10月出生的
[00:03:22.800 --> 00:03:25.800]  小一點的陳敬天
[00:03:25.800 --> 00:03:30.800]  就是Donny和Bobo的嬰兒
[00:03:30.800 --> 00:03:32.800]  今年是旺女
[00:03:32.800 --> 00:03:34.800]  這是唯一的男丁
[00:03:34.800 --> 00:03:36.800]  這四個裡面唯一的男丁
[00:03:36.800 --> 00:03:39.800]  這個新鮮熱辣
[00:03:39.800 --> 00:03:42.800]  剛剛冬至那天出生
[00:03:42.800 --> 00:03:46.800]  真是冬至 她是太陽神
[00:03:46.800 --> 00:03:48.800]  冬至出生的
[00:03:48.800 --> 00:03:50.800]  叫趙奕軒
[00:03:50.800 --> 00:03:56.800]  他就是Edwin Chiu和Barbara的孫女
[00:03:56.800 --> 00:03:58.800]  真的很開心
[00:03:58.800 --> 00:04:00.800]  三代同堂
[00:04:00.800 --> 00:04:02.800]  他們四代同堂
[00:04:02.800 --> 00:04:05.800]  這幾個嬰兒
[00:04:05.800 --> 00:04:07.800]  其實有一個共通點
[00:04:07.800 --> 00:04:10.800]  他們都是爸爸媽媽的頭一胎
[00:04:10.800 --> 00:04:12.800]  第一個嬰兒
[00:04:12.800 --> 00:04:15.800]  我們可以想像這個嬰兒
[00:04:15.800 --> 00:04:17.800]  來到這個世界
[00:04:17.800 --> 00:04:20.800]  一定帶給他們的家庭很大的歡喜快樂
[00:04:20.800 --> 00:04:24.800]  相信他們都會大肆慶祝
[00:04:24.800 --> 00:04:27.800]  和他們比較
[00:04:27.800 --> 00:04:29.800]  主耶穌就真是很不同
[00:04:29.800 --> 00:04:34.800]  在剛才我們一起讀的那段經文裡
[00:04:34.800 --> 00:04:37.800]  作者其實只用了兩節
[00:04:37.800 --> 00:04:41.800]  來講述耶穌的出生
[00:04:41.800 --> 00:04:45.800]  而且可以在這裡看到
[00:04:45.800 --> 00:04:47.800]  祂出生的環境
[00:04:47.800 --> 00:04:49.800]  絕對是不理想的
[00:04:49.800 --> 00:04:52.800]  這裡《路加福音》二章六節說到
[00:04:52.800 --> 00:04:54.800]  他們在那裡的時候
[00:04:54.800 --> 00:04:56.800]  瑪利亞的產期到了
[00:04:56.800 --> 00:04:59.800]  就生了投胎的兒子
[00:04:59.800 --> 00:05:03.800]  「那裡」其實是指巴黎行
[00:05:03.800 --> 00:05:06.800]  他們去到巴黎行那裡
[00:05:06.800 --> 00:05:09.800]  應該是已經有一段時間
[00:05:09.800 --> 00:05:11.800]  在那裡去到那裡一段時間
[00:05:11.800 --> 00:05:14.800]  然後瑪利亞就作動了
[00:05:14.800 --> 00:05:16.800]  產期到了
[00:05:16.800 --> 00:05:18.800]  就生了投胎的兒子
[00:05:18.800 --> 00:05:20.800]  就是主耶穌
[00:05:20.800 --> 00:05:24.800]  我們看到祂應該不是像一般
[00:05:24.800 --> 00:05:25.800]  我們有些人想
[00:05:25.800 --> 00:05:28.800]  祂是不是走著走著作動
[00:05:28.800 --> 00:05:30.800]  找一個客店
[00:05:30.800 --> 00:05:31.800]  客店沒有地方
[00:05:31.800 --> 00:05:33.800]  就去了馬槽那裡生
[00:05:33.800 --> 00:05:34.800]  應該不是這樣的
[00:05:34.800 --> 00:05:37.800]  祂在巴黎行就有一段時間
[00:05:37.800 --> 00:05:39.800]  而這個客店
[00:05:39.800 --> 00:05:44.800]  其實也不一定是指女店
[00:05:44.800 --> 00:05:46.800]  是可以指客房
[00:05:46.800 --> 00:05:48.800]  可以在家庭裡面
[00:05:48.800 --> 00:05:49.800]  除了主人住的地方
[00:05:49.800 --> 00:05:52.800]  另外就是客房
[00:05:52.800 --> 00:05:54.800]  因為在耶穌的時代
[00:05:54.800 --> 00:05:57.800]  其實不是很多酒店
[00:05:57.800 --> 00:05:59.800]  不像現在香港
[00:05:59.800 --> 00:06:00.800]  十九區
[00:06:00.800 --> 00:06:02.800]  區區都有酒店
[00:06:02.800 --> 00:06:04.800]  有些只是一間
[00:06:04.800 --> 00:06:08.800]  當時不是那麼流行
[00:06:08.800 --> 00:06:10.800]  巴黎行是一個小的城市
[00:06:10.800 --> 00:06:13.800]  也不會有什麼酒店
[00:06:13.800 --> 00:06:14.800]  所以很可能
[00:06:14.800 --> 00:06:17.800]  而且當時的人流行
[00:06:17.800 --> 00:06:22.800]  出門就會投靠他們的親友
[00:06:22.800 --> 00:06:24.800]  投靠當地的人
[00:06:24.800 --> 00:06:27.800]  所以瑪利亞和約瑟
[00:06:27.800 --> 00:06:31.800]  當時應該有人去接待他們
[00:06:31.800 --> 00:06:33.800]  客房沒有地方
[00:06:33.800 --> 00:06:34.800]  不夠容納
[00:06:34.800 --> 00:06:35.800]  可能已經有其他人在
[00:06:35.800 --> 00:06:37.800]  於是安置了他們
[00:06:37.800 --> 00:06:41.800]  在飼養畜生的地方
[00:06:41.800 --> 00:06:44.800]  馬槽其實是一個長溝
[00:06:44.800 --> 00:06:47.800]  擺放飼料和水
[00:06:47.800 --> 00:06:49.800]  餵馬
[00:06:49.800 --> 00:06:50.800]  我們可以想像
[00:06:50.800 --> 00:06:51.800]  耶穌出生的時候
[00:06:51.800 --> 00:06:55.800]  環境是多麼的骯髒
[00:06:55.800 --> 00:06:58.800]  這段經文也有一個特別的地方
[00:06:58.800 --> 00:07:01.800]  其實在當中暗暗的凸顯了
[00:07:01.800 --> 00:07:04.800]  當時的政治環境
[00:07:04.800 --> 00:07:08.800]  我們首先看回第一節
[00:07:08.800 --> 00:07:11.800]  第一節開始說到
[00:07:11.800 --> 00:07:16.800]  當時是該撒亞古士督在任的時候
[00:07:16.800 --> 00:07:20.800]  這裡是路加福音
[00:07:20.800 --> 00:07:22.800]  有另一卷書
[00:07:22.800 --> 00:07:23.800]  馬太福音
[00:07:23.800 --> 00:07:24.800]  新約的第一卷書
[00:07:24.800 --> 00:07:25.800]  馬太福音
[00:07:25.800 --> 00:07:28.800]  在那裡也有記載耶穌出生
[00:07:28.800 --> 00:07:29.800]  大家記不記得
[00:07:29.800 --> 00:07:31.800]  在那裡的記載
[00:07:31.800 --> 00:07:32.800]  耶穌出生的時候
[00:07:32.800 --> 00:07:34.800]  是誰當皇帝?
[00:07:34.800 --> 00:07:38.800]  那些博士去求見他
[00:07:38.800 --> 00:07:39.800]  那個是誰?
[00:07:39.800 --> 00:07:41.800]  是希律
[00:07:41.800 --> 00:07:46.800]  當時希律也下令
[00:07:46.800 --> 00:07:48.800]  要殺死那些寶寶
[00:07:48.800 --> 00:07:51.800]  就是伯利恆和附近四景的寶寶
[00:07:51.800 --> 00:07:52.800]  因為他聽到
[00:07:52.800 --> 00:07:53.800]  他知道
[00:07:53.800 --> 00:07:55.800]  有救主降臨
[00:07:55.800 --> 00:07:57.800]  於是他斬草除根
[00:07:57.800 --> 00:08:00.800]  下令殺死兩歲以下的寶寶
[00:08:00.800 --> 00:08:03.800]  那個也是希律
[00:08:03.800 --> 00:08:04.800]  在馬太福音那裡
[00:08:04.800 --> 00:08:06.800]  只提到希律皇
[00:08:06.800 --> 00:08:08.800]  沒有提到亞古士督
[00:08:08.800 --> 00:08:10.800]  到底他們兩個人是什麼關係?
[00:08:10.800 --> 00:08:12.800]  什麼交割?
[00:08:12.800 --> 00:08:19.800]  原來希律是管治當時猶大地的行政長官
[00:08:19.800 --> 00:08:21.800]  他是以土買人
[00:08:21.800 --> 00:08:23.800]  以土買可能大家聽得少一點
[00:08:23.800 --> 00:08:25.800]  以東可能聽得多一點
[00:08:25.800 --> 00:08:26.800]  在舊約的時候
[00:08:26.800 --> 00:08:28.800]  以土買就是以東
[00:08:28.800 --> 00:08:31.800]  以東人的祖先是誰?
[00:08:31.800 --> 00:08:32.800]  以素
[00:08:32.800 --> 00:08:34.800]  就是雅各的哥哥
[00:08:34.800 --> 00:08:37.800]  希律雖然是以土買人
[00:08:37.800 --> 00:08:41.800]  但是憑著個人的才幹
[00:08:41.800 --> 00:08:44.800]  得到羅馬人的信任
[00:08:44.800 --> 00:08:49.800]  委任他做猶大地的行政長官
[00:08:49.800 --> 00:08:52.800]  就是猶大人的王
[00:08:52.800 --> 00:08:56.800]  希律做了猶大的王
[00:08:56.800 --> 00:08:58.800]  大概統治了有三十多年
[00:08:58.800 --> 00:09:03.800]  他的統治是充滿血腥和暴力
[00:09:03.800 --> 00:09:05.800]  總之有任何人威脅他
[00:09:05.800 --> 00:09:07.800]  就格殺勿論
[00:09:07.800 --> 00:09:09.800]  連自己人、親人都不放過
[00:09:09.800 --> 00:09:12.800]  都狠心下毒手
[00:09:12.800 --> 00:09:17.800]  耶穌就是在充滿血腥的情況下
[00:09:17.800 --> 00:09:19.800]  出生
[00:09:19.800 --> 00:09:23.800]  所以是極之不平安的
[00:09:23.800 --> 00:09:24.800]  相對來說
[00:09:24.800 --> 00:09:28.800]  路加夫音的描述來得平安很多
[00:09:28.800 --> 00:09:30.800]  這個場景是和平一點
[00:09:30.800 --> 00:09:37.800]  不過背後也隱藏著一個更高層次的勢力
[00:09:37.800 --> 00:09:39.800]  這個勢力就是
[00:09:39.800 --> 00:09:42.800]  該撒亞古士督
[00:09:42.800 --> 00:09:44.800]  到底他是什麼人呢?
[00:09:44.800 --> 00:09:46.800]  這個該撒亞古士督
[00:09:46.800 --> 00:09:50.800]  其實是著名的海撒大帝的養子
[00:09:50.800 --> 00:09:51.800]  海撒大帝
[00:09:51.800 --> 00:09:54.800]  大家有看過《埃及繞後》都知道
[00:09:54.800 --> 00:09:58.800]  他和繞後有關係
[00:09:58.800 --> 00:10:01.800]  他原名叫奧大維
[00:10:01.800 --> 00:10:05.800]  或者譯作奧大維
[00:10:05.800 --> 00:10:10.800]  這個亞古士督其實是拉丁文的名字
[00:10:10.800 --> 00:10:14.800]  他在主前27年的時候
[00:10:14.800 --> 00:10:20.800]  平息了羅馬境內延續多年的內戰
[00:10:20.800 --> 00:10:23.800]  得到羅馬議會的支持
[00:10:23.800 --> 00:10:26.800]  並且委任他做羅馬的行政長官
[00:10:26.800 --> 00:10:33.800]  雖然他曾經承諾過將政權移交給羅馬議會
[00:10:33.800 --> 00:10:39.800]  以保持著他們的共和國體制
[00:10:39.800 --> 00:10:47.800]  不過他卻實際上成為了羅馬帝國的第一個君王
[00:10:47.800 --> 00:10:53.800]  而希律只不過是亞古士督
[00:10:53.800 --> 00:11:02.800]  他統治下羅馬帝國其中一個殖民地的行政長官
[00:11:02.800 --> 00:11:09.800]  你看到蓋薩亞古士督和希律的地位都頗為懸殊
[00:11:09.800 --> 00:11:13.800]  亞古士督統治羅馬帝國
[00:11:13.800 --> 00:11:17.800]  不但擁有最高的權力
[00:11:17.800 --> 00:11:19.800]  他在位40年
[00:11:19.800 --> 00:11:24.800]  他在公元14年離世
[00:11:24.800 --> 00:11:28.800]  而路加福音成書的時候
[00:11:28.800 --> 00:11:30.800]  大概是公元70年
[00:11:30.800 --> 00:11:34.800]  即是說在路加福音成書的時候
[00:11:34.800 --> 00:11:36.800]  亞古士督已經死了幾十年
[00:11:36.800 --> 00:11:38.800]  雖然他已經死了幾十年
[00:11:38.800 --> 00:11:42.800]  但他的影響力仍然很厲害
[00:11:42.800 --> 00:11:50.800]  他的功績和功勳依然受到廣泛的重視
[00:11:50.800 --> 00:11:54.800]  對亞古士督的支持者來說
[00:11:54.800 --> 00:11:58.800]  他簡直就是一個救世主
[00:11:58.800 --> 00:12:06.800]  他將平安帶給那些飽經戰亂的羅馬人物
[00:12:06.800 --> 00:12:10.800]  考古學家曾經發掘到一塊石碑
[00:12:10.800 --> 00:12:17.800]  這塊石碑估計是公元前一個世紀的產物
[00:12:17.800 --> 00:12:26.800]  在石碑上稱亞古士督為世界的救主
[00:12:26.800 --> 00:12:31.800]  另外亦找到當時一封公函
[00:12:31.800 --> 00:12:39.800]  公函上亦指亞古士督為世界帶來福音
[00:12:39.800 --> 00:12:42.800]  而亞古士督的統治
[00:12:42.800 --> 00:12:48.800]  更被稱為羅馬的平安時期
[00:12:48.800 --> 00:12:51.800]  而亞古士督這個名字的意思
[00:12:51.800 --> 00:12:54.800]  其實就是神聖
[00:12:54.800 --> 00:12:57.800]  即是神
[00:12:57.800 --> 00:13:00.800]  各位 聽不聽到剛才說的
[00:13:00.800 --> 00:13:03.800]  救主 福音 平安
[00:13:03.800 --> 00:13:08.800]  這些字眼用來形容亞古士督的字眼
[00:13:08.800 --> 00:13:15.800]  大家聽到的時候會想起什麼呢?
[00:13:15.800 --> 00:13:17.800]  在這段經文
[00:13:17.800 --> 00:13:19.800]  《路加福音》二章九節
[00:13:19.800 --> 00:13:22.800]  我們剛才讀的前面一至八節
[00:13:22.800 --> 00:13:24.800]  接著就是這段經文
[00:13:24.800 --> 00:13:25.800]  這段經文說到
[00:13:25.800 --> 00:13:28.800]  有主的使者站在他們旁邊
[00:13:28.800 --> 00:13:31.800]  主的榮光四面照耀他們
[00:13:31.800 --> 00:13:34.800]  牧羊的人就甚懼怕
[00:13:34.800 --> 00:13:36.800]  天使對他們說
[00:13:36.800 --> 00:13:37.800]  不要懼怕
[00:13:37.800 --> 00:13:40.800]  我報給你們大喜的訊息
[00:13:40.800 --> 00:13:42.800]  是關乎萬民的
[00:13:42.800 --> 00:13:45.800]  人禁天在大衛的城裡
[00:13:45.800 --> 00:13:47.800]  為你們生了救主
[00:13:47.800 --> 00:13:48.800]  就是主基督
[00:13:48.800 --> 00:13:50.800]  你們要看見一個鷹鞋
[00:13:50.800 --> 00:13:53.800]  包著布臥在馬槽裡
[00:13:53.800 --> 00:13:55.800]  那就是記號了
[00:13:55.800 --> 00:13:58.800]  忽然有一大隊天兵
[00:13:58.800 --> 00:14:01.800]  和那天使讚美神說
[00:14:01.800 --> 00:14:04.800]  在至高之處永要歸於神
[00:14:04.800 --> 00:14:10.800]  在地上平安歸於他所喜悅的人
[00:14:10.800 --> 00:14:13.800]  這段經文就是天使顯現
[00:14:13.800 --> 00:14:19.800]  向牧羊人報告一個大喜的訊息
[00:14:19.800 --> 00:14:21.800]  這個大喜的訊息是什麼呢?
[00:14:21.800 --> 00:14:23.800]  大喜的訊息就是福音
[00:14:23.800 --> 00:14:25.800]  這個福音就是說
[00:14:25.800 --> 00:14:30.800]  從神而來的救主降生
[00:14:30.800 --> 00:14:31.800]  神要藉著他
[00:14:31.800 --> 00:14:36.800]  將平安賜給所有神所喜悅的人
[00:14:36.800 --> 00:14:39.800]  這個就是福音
[00:14:39.800 --> 00:14:41.800]  所以天使的說話
[00:14:41.800 --> 00:14:45.800]  正正就是要向牧羊人宣告
[00:14:45.800 --> 00:14:49.800]  誰才是真正的救主
[00:14:49.800 --> 00:14:51.800]  誰才是真神
[00:14:51.800 --> 00:14:53.800]  誰才是真正的平安
[00:14:53.800 --> 00:14:56.800]  而福音又是什麼意思呢?
[00:14:56.800 --> 00:14:58.800]  還有
[00:14:58.800 --> 00:15:02.800]  剛才我們讀的一至七節的經文
[00:15:02.800 --> 00:15:04.800]  雖然是短短的七節
[00:15:04.800 --> 00:15:08.800]  但有幾個字出現了幾次
[00:15:08.800 --> 00:15:10.800]  就是「報名上冊」
[00:15:10.800 --> 00:15:12.800]  出現了多少次?
[00:15:12.800 --> 00:15:15.800]  四次
[00:15:15.800 --> 00:15:16.800]  七節的經文
[00:15:16.800 --> 00:15:19.800]  用了大部分的篇幅
[00:15:19.800 --> 00:15:23.800]  來記載「報名上冊」這件事
[00:15:23.800 --> 00:15:28.800]  只是用了兩節來講耶穌的降生
[00:15:28.800 --> 00:15:32.800]  到底這個「報名上冊」有什麼特別呢?
[00:15:32.800 --> 00:15:36.800]  「報名上冊」實際上就是戶口的登記
[00:15:36.800 --> 00:15:41.800]  也就是我們現在所說的人口普查
[00:15:41.800 --> 00:15:43.800]  在當時的世代
[00:15:43.800 --> 00:15:45.800]  政府做人口普查
[00:15:45.800 --> 00:15:47.800]  不外乎有兩個目的
[00:15:47.800 --> 00:15:52.800]  第一個是為徵兵用
[00:15:52.800 --> 00:15:59.800]  計算有多少男丁合乎年齡
[00:15:59.800 --> 00:16:01.800]  就可以去打仗
[00:16:01.800 --> 00:16:04.800]  第二個目的是為徵收稅款
[00:16:04.800 --> 00:16:07.800]  統計一下可以收到多少稅
[00:16:07.800 --> 00:16:09.800]  量入為出
[00:16:09.800 --> 00:16:13.800]  但當時猶大是一個殖民地
[00:16:13.800 --> 00:16:15.800]  不能有自己的軍隊
[00:16:15.800 --> 00:16:18.800]  所以應該不是為了徵兵用
[00:16:18.800 --> 00:16:22.800]  而當時他們收的稅款也不是很多
[00:16:22.800 --> 00:16:24.800]  所以有一個更加可能的原因
[00:16:24.800 --> 00:16:27.800]  為什麼要進行這次的人口普查呢?
[00:16:27.800 --> 00:16:30.800]  就是要宣示主權
[00:16:30.800 --> 00:16:32.800]  在第二節講到
[00:16:32.800 --> 00:16:39.800]  阿古士督下令敘利亞巡撫的居利紐
[00:16:39.800 --> 00:16:41.800]  進行人口普查
[00:16:41.800 --> 00:16:45.800]  敘利亞是羅馬帝國其中一個行省
[00:16:45.800 --> 00:16:50.800]  這個行省其中一部分是猶大地
[00:16:50.800 --> 00:16:54.800]  就是耶穌當時處身的地方
[00:16:54.800 --> 00:16:58.800]  阿古士督從上面下來的命令
[00:16:58.800 --> 00:17:02.800]  要巡撫進行這次的人口普查
[00:17:02.800 --> 00:17:05.800]  這是一個權力的彰顯
[00:17:05.800 --> 00:17:08.800]  是宣示主權的方式
[00:17:08.800 --> 00:17:15.800]  還有阿古士督要天下人民報名上策
[00:17:15.800 --> 00:17:17.800]  天下人民是指什麼人?
[00:17:17.800 --> 00:17:20.800]  他的天下是什麼地方?
[00:17:20.800 --> 00:17:22.800]  就是羅馬帝國
[00:17:22.800 --> 00:17:25.800]  只是羅馬帝國
[00:17:25.800 --> 00:17:28.800]  就是他們的天下
[00:17:28.800 --> 00:17:34.800]  但是天使所報的誡音是關乎萬民
[00:17:34.800 --> 00:17:38.800]  萬民是指普世、普天下的人
[00:17:38.800 --> 00:17:43.800]  還有就是地上凡是神所喜悅的人
[00:17:43.800 --> 00:17:46.800]  都可以得到平安
[00:17:46.800 --> 00:17:50.800]  從以上各方面我們看到
[00:17:50.800 --> 00:17:54.800]  路加所描述的其實是針對性的
[00:17:54.800 --> 00:17:58.800]  他所暗示的真正的救主
[00:17:58.800 --> 00:18:03.800]  就是降生在馬槽的耶穌
[00:18:03.800 --> 00:18:10.800]  而不是地上所謂萬民擁戴的阿古士督
[00:18:10.800 --> 00:18:12.800]  馬太福音
[00:18:12.800 --> 00:18:14.800]  我們說回馬太福音
[00:18:14.800 --> 00:18:15.800]  剛才也說過
[00:18:15.800 --> 00:18:18.800]  耶穌出生的時候
[00:18:18.800 --> 00:18:20.800]  祂是生於亂世的
[00:18:20.800 --> 00:18:25.800]  降生在一個殺機重重的場景
[00:18:25.800 --> 00:18:31.800]  但是路加福音描述的是一個表面上平安的場景
[00:18:31.800 --> 00:18:35.800]  實際上是一個真正的掌權者
[00:18:35.800 --> 00:18:38.800]  一個真正的救主降臨人間
[00:18:38.800 --> 00:18:44.800]  向地上自以為大的掌權者作出挑戰
[00:18:44.800 --> 00:18:48.800]  甚至是一場正面的交鋒
[00:18:50.800 --> 00:18:52.800]  不過在世人的眼中
[00:18:52.800 --> 00:18:57.800]  這一場交鋒其實是強弱懸殊的
[00:18:57.800 --> 00:19:00.800]  試問一個生在馬槽的嬰兒
[00:19:00.800 --> 00:19:06.800]  又怎可以挑戰權傾列國的阿古士督呢?
[00:19:06.800 --> 00:19:11.800]  但上帝的作為往往是不可思議
[00:19:11.800 --> 00:19:18.800]  在第三至第五節
[00:19:18.800 --> 00:19:22.800]  「眾人各歸各城報名賞賊
[00:19:22.800 --> 00:19:26.800]  約瑟也從加利利的拿撒勒城
[00:19:26.800 --> 00:19:29.800]  上猶太去到了大衛的城
[00:19:29.800 --> 00:19:31.800]  名叫伯利恆」
[00:19:31.800 --> 00:19:35.800]  這裡說到各人因為要做戶口調查
[00:19:35.800 --> 00:19:37.800]  要做人口普查
[00:19:37.800 --> 00:19:40.800]  要回到自己的鄉下
[00:19:40.800 --> 00:19:44.800]  所以當時約瑟也帶著瑪利亞
[00:19:44.800 --> 00:19:48.800]  去到大衛的城,也就是伯利恆
[00:19:48.800 --> 00:19:53.800]  這個阿古士督藉著人口普查
[00:19:53.800 --> 00:19:57.800]  來對百姓實施管控
[00:19:57.800 --> 00:20:00.800]  一個實名的管控
[00:20:00.800 --> 00:20:07.800]  但這件事使約瑟和瑪利亞去到伯利恆那裡
[00:20:07.800 --> 00:20:11.800]  也應驗了舊約一位先知的寓言
[00:20:11.800 --> 00:20:13.800]  這位先知是誰呢?
[00:20:13.800 --> 00:20:15.800]  我們一起讀這節經文
[00:20:15.800 --> 00:20:18.800]  「伯利恆的爾法他
[00:20:18.800 --> 00:20:22.800]  你在猶大諸城中為小
[00:20:22.800 --> 00:20:26.800]  將來必有一位從你那裡出來
[00:20:26.800 --> 00:20:30.800]  在以色列中為我作掌權的
[00:20:30.800 --> 00:20:35.800]  他的根源從耿古從太初就有」
[00:20:35.800 --> 00:20:38.800]  這位先知就是尼迦
[00:20:38.800 --> 00:20:43.800]  尼迦所身處的時代
[00:20:43.800 --> 00:20:47.800]  與耶穌相差五百多年
[00:20:47.800 --> 00:20:52.800]  尼迦早就預言
[00:20:52.800 --> 00:20:56.800]  這個舊主會生在伯利恆
[00:20:56.800 --> 00:20:58.800]  所以我們看到
[00:20:58.800 --> 00:21:02.800]  阿古士督就算再有權勢
[00:21:02.800 --> 00:21:07.800]  也不過只是上帝手中的一個工具
[00:21:07.800 --> 00:21:11.800]  去成就上帝的旨意
[00:21:11.800 --> 00:21:16.800]  上帝的作為不單止不可思議
[00:21:16.800 --> 00:21:19.800]  而且充滿顛覆性
[00:21:19.800 --> 00:21:24.800]  舊約有另一位先知
[00:21:24.800 --> 00:21:26.800]  他叫做耶利米
[00:21:26.800 --> 00:21:31.800]  他曾經作過這樣的寓言
[00:21:31.800 --> 00:21:33.800]  「耶和華說
[00:21:33.800 --> 00:21:39.800]  日子將到,我要與以色列家和猶大家另立新約
[00:21:39.800 --> 00:21:42.800]  不讓我拉著他們祖宗的手
[00:21:42.800 --> 00:21:44.800]  領他們出埃及地的時候
[00:21:44.800 --> 00:21:46.800]  與他們所立的約
[00:21:46.800 --> 00:21:48.800]  我須作他們的丈夫
[00:21:48.800 --> 00:21:50.800]  他們卻背了我的約
[00:21:50.800 --> 00:21:52.800]  這是耶華說的
[00:21:52.800 --> 00:21:54.800]  那些日子以後
[00:21:54.800 --> 00:21:59.800]  我與以色列家所立的約乃是這樣
[00:21:59.800 --> 00:22:02.800]  我要將我的律法放在他們的心裡
[00:22:02.800 --> 00:22:04.800]  寫在他們的心裡
[00:22:04.800 --> 00:22:06.800]  我要作他們的神
[00:22:06.800 --> 00:22:09.800]  他們要作我的子民」
[00:22:09.800 --> 00:22:17.800]  這段經文其實是整本耶利米書最重要的一段經文
[00:22:17.800 --> 00:22:25.800]  耶利米書是整本聖經篇幅最長的一本書
[00:22:25.800 --> 00:22:29.800]  最重要的經文就在這幾節
[00:22:29.800 --> 00:22:32.800]  我剛剛教完主要學的耶利米書
[00:22:32.800 --> 00:22:36.800]  我看到有些學生
[00:22:36.800 --> 00:22:37.800]  不知道是否記得
[00:22:37.800 --> 00:22:40.800]  這幾節的經文其實有一個名字
[00:22:40.800 --> 00:22:44.800]  有解經家稱呼這幾節的經文為
[00:22:44.800 --> 00:22:52.800]  「福音書前的福音」
[00:22:52.800 --> 00:22:53.800]  意思是說
[00:22:53.800 --> 00:22:57.800]  以色列人從列祖的時代開始掙扎
