
[00:00:00.000 --> 00:00:07.000]  今早講道的題目是和侍奉有關
[00:04:29.000 --> 00:04:32.000]  是一些無力的侍奉
[00:04:32.000 --> 00:04:33.000]  心都是很想有的
[00:04:33.000 --> 00:04:35.000]  但是總是很乏力
[00:04:35.000 --> 00:04:39.000]  總是覺得前面的工作實在是太多了
[00:04:39.000 --> 00:04:41.000]  沒法子去承擔了
[00:04:41.000 --> 00:04:44.000]  很多事情我們覺得是應該要做的
[00:04:44.000 --> 00:04:45.000]  說義仗說什麼
[00:04:45.000 --> 00:04:47.000]  但是總是去不到
[00:04:47.000 --> 00:04:48.000]  承擔不起
[00:04:48.000 --> 00:04:49.000]  一擲就倒
[00:04:49.000 --> 00:04:52.000]  不是無心,而是無力
[00:04:52.000 --> 00:04:55.000]  總是不覺得我們可以承托起一些工作
[00:04:55.000 --> 00:04:57.000]  一些任務
[00:04:57.000 --> 00:04:58.000]  發展不了
[00:04:58.000 --> 00:05:00.000]  停滯在這裡
[00:05:00.000 --> 00:05:03.000]  我想有時候我們都會落在一個這樣的境況裡面
[00:05:03.000 --> 00:05:04.000]  是不是?
[00:05:04.000 --> 00:05:05.000]  兄弟妹妹
[00:05:05.000 --> 00:05:06.000]  沒錯,我們要侍奉
[00:05:06.000 --> 00:05:10.000]  但是有時候我們在侍奉裡面會疲累
[00:05:10.000 --> 00:05:12.000]  我們會平淡下來
[00:05:12.000 --> 00:05:13.000]  我們會膚淺了
[00:05:13.000 --> 00:05:14.000]  我們會馬虎了
[00:05:14.000 --> 00:05:17.000]  我們覺得真的很形式化
[00:05:17.000 --> 00:05:19.000]  那怎麼辦呢?
[00:05:19.000 --> 00:05:20.000]  又要侍奉
[00:05:20.000 --> 00:05:23.000]  有時候我們會陷入一種低落的境況
[00:05:23.000 --> 00:05:24.000]  形式化的境況
[00:05:24.000 --> 00:05:26.000]  一種下沉的境況
[00:05:26.000 --> 00:05:27.000]  我們作為基督徒
[00:05:27.000 --> 00:05:30.000]  作為一個滿有福分去服侍神的人
[00:05:30.000 --> 00:05:33.000]  我們可以怎麼做呢?
[00:05:33.000 --> 00:05:35.000]  我相信有一樣東西我們可以做的
[00:05:35.000 --> 00:05:37.000]  靠著神的話語
[00:05:37.000 --> 00:05:38.000]  保羅特別他的說話
[00:05:38.000 --> 00:05:40.000]  我們有一樣東西可以做的
[00:05:40.000 --> 00:05:45.000]  就是讓我們服侍的生命有更新
[00:05:45.000 --> 00:05:47.000]  這個就來得重要
[00:05:47.000 --> 00:05:51.000]  我們不是說將很多的工作不做了就算了
[00:05:51.000 --> 00:05:52.000]  不是
[00:05:52.000 --> 00:05:57.000]  是更新我們那種侍奉的生命
[00:05:57.000 --> 00:05:59.000]  當我們能夠這樣去更新之後
[00:05:59.000 --> 00:06:00.000]  我們發現
[00:06:00.000 --> 00:06:01.000]  咦?
[00:06:01.000 --> 00:06:03.000]  我不單有外在的服侍
[00:06:03.000 --> 00:06:05.000]  我的心都在這裡
[00:06:05.000 --> 00:06:07.000]  又或者當我們更新了之後
[00:06:07.000 --> 00:06:08.000]  我們發現
[00:06:08.000 --> 00:06:09.000]  我們不單說想去做
[00:06:09.000 --> 00:06:11.000]  我真的有力去做
[00:06:11.000 --> 00:06:13.000]  有能力去托著工作
[00:06:13.000 --> 00:06:15.000]  去完成去榮耀神
[00:06:15.000 --> 00:06:16.000]  去祝福人
[00:06:16.000 --> 00:06:17.000]  咦?
[00:06:17.000 --> 00:06:18.000]  為什麼?
[00:06:18.000 --> 00:06:22.000]  因為我們侍奉生命更新了
[00:06:22.000 --> 00:06:23.000]  所以很重要的
[00:06:23.000 --> 00:06:24.000]  所以讓我們不要只是
[00:06:24.000 --> 00:06:26.000]  落入一種無心的侍奉形態
[00:06:26.000 --> 00:06:28.000]  或者無力的侍奉形態
[00:06:28.000 --> 00:06:30.000]  或者更加不想有些弟兄姊妹
[00:06:30.000 --> 00:06:33.000]  根本就沒有侍奉那種的形態
[00:06:33.000 --> 00:06:35.000]  因此求主幫助我們
[00:06:35.000 --> 00:06:38.000]  能夠在走在人生的道路上
[00:06:38.000 --> 00:06:40.000]  服侍主的道路上
[00:06:40.000 --> 00:06:42.000]  服侍永生神的道路上
[00:06:42.000 --> 00:06:45.000]  我們服侍的生命是不斷的更新
[00:06:45.000 --> 00:06:47.000]  哪怕我們信了主有多少年
[00:06:47.000 --> 00:06:49.000]  三十年、五十年、六十年都好
[00:06:49.000 --> 00:06:51.000]  我們都繼續的
[00:06:51.000 --> 00:06:52.000]  熱切的
[00:06:52.000 --> 00:06:55.000]  服侍主永生的上帝
[00:06:55.000 --> 00:06:57.000]  好了
[00:06:57.000 --> 00:06:58.000]  那怎麼做?
[00:06:58.000 --> 00:06:59.000]  弟兄姊妹
[00:06:59.000 --> 00:07:01.000]  當我們想到這個問題的時候
[00:07:01.000 --> 00:07:03.000]  請我們不要忘記
[00:07:03.000 --> 00:07:05.000]  保羅今天在
[00:07:05.000 --> 00:07:08.000]  當日在提摩太后書的第一章
[00:07:08.000 --> 00:07:10.000]  五到七節的經文
[00:07:10.000 --> 00:07:13.000]  因為我相信五到七節那裡
[00:07:13.000 --> 00:07:17.000]  是講了一些秘訣給我們聽
[00:07:17.000 --> 00:07:19.000]  一些關鍵的元素給我們聽
[00:07:19.000 --> 00:07:21.000]  就可以幫到我們
[00:07:21.000 --> 00:07:23.000]  侍奉生命有更新
[00:07:23.000 --> 00:07:25.000]  不會落入形式化
[00:07:25.000 --> 00:07:27.000]  不會落入一種佛力
[00:07:27.000 --> 00:07:28.000]  行都行不到的一種形態
[00:07:28.000 --> 00:07:29.000]  為什麼?
[00:07:29.000 --> 00:07:31.000]  因為有侍奉生命的更新
[00:07:31.000 --> 00:07:33.000]  而這三節的經文
[00:07:33.000 --> 00:07:35.000]  就可以告訴我們
[00:07:35.000 --> 00:07:36.000]  我們可以怎麼做
[00:07:36.000 --> 00:07:37.000]  弟兄姊妹
[00:07:37.000 --> 00:07:40.000]  我們來看看剛才那三節的經文
[00:07:40.000 --> 00:07:42.000]  剛才我們都讀過了
[00:07:42.000 --> 00:07:43.000]  在這裡我很希望
[00:07:43.000 --> 00:07:46.000]  我們能夠在其中學到一些功課
[00:07:46.000 --> 00:07:48.000]  在第五節我們學到一個功課
[00:07:48.000 --> 00:07:51.000]  在第六節我們也學到一個功課
[00:07:51.000 --> 00:07:52.000]  而這兩個功課
[00:07:52.000 --> 00:07:54.000]  真的是非常美好的
[00:07:54.000 --> 00:07:55.000]  希望我們都能夠
[00:07:55.000 --> 00:07:58.000]  彼此的勉勵記取在當中
[00:07:58.000 --> 00:08:00.000]  好了,或者還沒去學習
[00:08:00.000 --> 00:08:03.000]  保羅要我們侍奉生命更新的重點的時候
[00:08:03.000 --> 00:08:05.000]  我們先問一個問題就是
[00:08:05.000 --> 00:08:07.000]  保羅有沒有什麼需要
[00:08:07.000 --> 00:08:09.000]  講這番話給提摩太聽?
[00:08:09.000 --> 00:08:11.000]  提摩太
[00:08:11.000 --> 00:08:13.000]  她的屬靈兒子
[00:08:13.000 --> 00:08:14.000]  她揀選過
[00:08:14.000 --> 00:08:15.000]  她栽培過
[00:08:15.000 --> 00:08:17.000]  應該很有服侍熱切的心
[00:08:17.000 --> 00:08:19.000]  用不著這樣提醒她
[00:08:19.000 --> 00:08:22.000]  再次激勵她等等嗎?
[00:08:22.000 --> 00:08:23.000]  不要說
[00:08:23.000 --> 00:08:24.000]  都要的
[00:08:24.000 --> 00:08:26.000]  其實每一個屬主的人
[00:08:26.000 --> 00:08:28.000]  在服侍的歷程上
[00:08:28.000 --> 00:08:29.000]  都有軟弱
[00:08:29.000 --> 00:08:30.000]  有乏力
[00:08:30.000 --> 00:08:32.000]  有低沉的日子
[00:08:32.000 --> 00:08:33.000]  所以
[00:08:33.000 --> 00:08:35.000]  提摩太其實都有的
[00:08:35.000 --> 00:08:37.000]  所以保羅這樣寫就真的好了
[00:08:37.000 --> 00:08:38.000]  他可以這樣寫的話
[00:08:38.000 --> 00:08:39.000]  就幫到提摩太
[00:08:39.000 --> 00:08:41.000]  也都幫到今天我們
[00:08:41.000 --> 00:08:44.000]  服侍有些疲累的弟兄姊妹
[00:08:44.000 --> 00:08:46.000]  我們說提摩太有些疲累
[00:08:46.000 --> 00:08:48.000]  知不知道為什麼呢?
[00:08:48.000 --> 00:08:50.000]  因為她都遇到很多的困難
[00:08:50.000 --> 00:08:52.000]  我們從其他的書卷
[00:08:52.000 --> 00:08:53.000]  其他的經文裡面
[00:08:53.000 --> 00:08:55.000]  我們可以去思想的時候
[00:08:55.000 --> 00:08:56.000]  我們發現
[00:08:56.000 --> 00:08:58.000]  提摩太這位年輕的傳道人
[00:08:58.000 --> 00:09:00.000]  其實都面對很多的難處
[00:09:00.000 --> 00:09:02.000]  不容易侍奉的
[00:09:02.000 --> 00:09:03.000]  是什麼難處呢?
[00:09:03.000 --> 00:09:06.000]  譬如我們看一些經文就知道
[00:09:06.000 --> 00:09:08.000]  提摩太很年輕的
[00:09:08.000 --> 00:09:11.000]  我們都很熟悉的一些經文
[00:09:11.000 --> 00:09:13.000]  不可叫人小看你年輕
[00:09:13.000 --> 00:09:14.000]  總要在言語行為
[00:09:14.000 --> 00:09:15.000]  愛心信心
[00:09:15.000 --> 00:09:18.000]  清潔上都作信徒的榜樣
[00:09:18.000 --> 00:09:20.000]  不要叫人小看你年輕
[00:09:20.000 --> 00:09:21.000]  即是說
[00:09:21.000 --> 00:09:22.000]  她是年輕的
[00:09:22.000 --> 00:09:24.000]  作為一個年輕的傳道人
[00:09:24.000 --> 00:09:26.000]  去到牧羊的教會
[00:09:26.000 --> 00:09:28.000]  去到面對一個會眾
[00:09:28.000 --> 00:09:30.000]  個個男女老幼都有的
[00:09:30.000 --> 00:09:32.000]  人數有可能不少的
[00:09:32.000 --> 00:09:33.000]  很多牧羊的工作
[00:09:33.000 --> 00:09:35.000]  需要擺在她面前的時候
[00:09:35.000 --> 00:09:37.000]  她作為一個年輕的傳道人
[00:09:37.000 --> 00:09:38.000]  她都感受到壓力
[00:09:38.000 --> 00:09:39.000]  她都覺得
[00:09:39.000 --> 00:09:41.000]  我承不承擔得了
[00:09:41.000 --> 00:09:43.000]  所以當她真的繼續做
[00:09:43.000 --> 00:09:44.000]  繼續做的時候
[00:09:44.000 --> 00:09:46.000]  都覺得很困難
[00:09:46.000 --> 00:09:48.000]  我們可以想像得到
[00:09:48.000 --> 00:09:50.000]  她其實侍奉的路都是艱辛
[00:09:50.000 --> 00:09:52.000]  不單止這樣
[00:09:52.000 --> 00:09:53.000]  而且我們知道
[00:09:53.000 --> 00:09:56.000]  提摩太的個性比較內向一些
[00:09:56.000 --> 00:09:57.000]  比較軟弱的
[00:09:57.000 --> 00:09:59.000]  比較膽怯的
[00:09:59.000 --> 00:10:00.000]  因為保羅曾經寫信
[00:10:00.000 --> 00:10:02.000]  去哥倫多教會的時候
[00:10:02.000 --> 00:10:04.000]  提到提摩太到你們那裡
[00:10:04.000 --> 00:10:05.000]  你要留心
[00:10:05.000 --> 00:10:08.000]  要她在你們那裡無所懼怕
[00:10:08.000 --> 00:10:11.000]  即是她其實都是內向型
[00:10:11.000 --> 00:10:15.000]  不是很勇敢地踏出去
[00:10:15.000 --> 00:10:18.000]  所以當她面對很多困難的時候
[00:10:18.000 --> 00:10:19.000]  可能她都會退縮
[00:10:19.000 --> 00:10:21.000]  收起自己也不一定
[00:10:21.000 --> 00:10:23.000]  不敢去很拼的位置
[00:10:23.000 --> 00:10:25.000]  繼續擺上
[00:10:25.000 --> 00:10:26.000]  不單止有這些軟弱
[00:10:26.000 --> 00:10:27.000]  並且我們讀其他經文
[00:10:27.000 --> 00:10:28.000]  更加知道
[00:10:28.000 --> 00:10:32.000]  提摩太的身體都是一般般
[00:10:32.000 --> 00:10:33.000]  我們服侍神
[00:10:33.000 --> 00:10:35.000]  需要有強壯的身體
[00:10:35.000 --> 00:10:37.000]  但是我們發現提摩太
[00:10:37.000 --> 00:10:39.000]  有時候她的身體都是一般般的
[00:10:39.000 --> 00:10:40.000]  體弱
[00:10:40.000 --> 00:10:41.000]  可能多病
[00:10:41.000 --> 00:10:43.000]  所以有時候保羅都寫信提過她
[00:10:43.000 --> 00:10:45.000]  胃口不清
[00:10:45.000 --> 00:10:46.000]  屢次來患病
[00:10:46.000 --> 00:10:49.000]  你就不要像平常那樣喝水了
[00:10:49.000 --> 00:10:50.000]  你手未用怎麼走
[00:10:50.000 --> 00:10:52.000]  我們可能都聽過這些經文
[00:10:52.000 --> 00:10:55.000]  就是叫她身體可以強壯一點
[00:10:55.000 --> 00:10:56.000]  但我相信最大的挑戰
[00:10:56.000 --> 00:10:58.000]  都可能不是在這裡
[00:10:58.000 --> 00:11:00.000]  而是在她所服侍的教會裡
[00:11:00.000 --> 00:11:03.000]  是有假師傅
[00:11:03.000 --> 00:11:06.000]  有些假師傅傳異教
[00:11:06.000 --> 00:11:08.000]  說一些虛浮的說話
[00:11:08.000 --> 00:11:09.000]  一些違背真理的東西
[00:11:09.000 --> 00:11:11.000]  你要面對這些挑戰
[00:11:11.000 --> 00:11:12.000]  怎麼辦呢?
[00:11:12.000 --> 00:11:14.000]  怎麼去回應呢?
[00:11:14.000 --> 00:11:16.000]  這真是更加不簡單
[00:11:16.000 --> 00:11:17.000]  所以你可以想像得到
[00:11:17.000 --> 00:11:20.000]  其實提摩太在侍奉的處境裡
[00:11:20.000 --> 00:11:22.000]  她的壓力一點都不少
[00:11:22.000 --> 00:11:24.000]  她的挑戰都是很大
[00:11:24.000 --> 00:11:26.000]  對內對外
[00:11:26.000 --> 00:11:27.000]  所以慢慢慢慢
[00:11:27.000 --> 00:11:29.000]  我們發現提摩太
[00:11:29.000 --> 00:11:31.000]  提摩太可能都開始軟弱
[00:11:31.000 --> 00:11:33.000]  都開始在侍奉的熱誠上
[00:11:33.000 --> 00:11:35.000]  有些減退
[00:11:35.000 --> 00:11:38.000]  開始有些形式化
[00:11:38.000 --> 00:11:40.000]  而保羅作為她的屬靈的父親
[00:11:40.000 --> 00:11:41.000]  就開始知道了
[00:11:41.000 --> 00:11:43.000]  開始看到這樣的情況
[00:11:43.000 --> 00:11:44.000]  所以當他有機會
[00:11:44.000 --> 00:11:45.000]  寫提摩太在後書的時候
[00:11:45.000 --> 00:11:47.000]  他發現一開始的時候
[00:11:47.000 --> 00:11:49.000]  就要鼓勵她
[00:11:49.000 --> 00:11:50.000]  提點她
[00:11:50.000 --> 00:11:53.000]  所以就有第一章第五第六第七節
[00:11:53.000 --> 00:11:55.000]  是有原因的
[00:11:55.000 --> 00:11:56.000]  是有原因的
[00:11:56.000 --> 00:11:58.000]  因為很多服侍的人
[00:11:58.000 --> 00:12:00.000]  在他們服侍的道路上
[00:12:00.000 --> 00:12:02.000]  有時候都會有乏力
[00:12:02.000 --> 00:12:04.000]  有平淡
[00:12:04.000 --> 00:12:06.000]  有時候甚至有些倒退
[00:12:06.000 --> 00:12:07.000]  但是最重要的
[00:12:07.000 --> 00:12:10.000]  是我們能夠更新去勝過
[00:12:10.000 --> 00:12:13.000]  而保羅就在第五節和第六節裡
[00:12:13.000 --> 00:12:16.000]  就教導她提醒她
[00:12:16.000 --> 00:12:19.000]  並且讓我們看得到
[00:12:19.000 --> 00:12:23.000]  當中是有一些重要的元素
[00:12:23.000 --> 00:12:25.000]  只要我們抓得緊
[00:12:25.000 --> 00:12:28.000]  我們的侍奉生命
[00:12:28.000 --> 00:12:29.000]  是可以更新過來的
[00:12:29.000 --> 00:12:33.000]  是可以再一次有火熱心在其中
[00:12:33.000 --> 00:12:35.000]  是可以再一次充滿力量
[00:12:35.000 --> 00:12:37.000]  去承擔種種的工作
[00:12:37.000 --> 00:12:38.000]  並且去完成的
[00:12:38.000 --> 00:12:39.000]  是可以的
[00:12:39.000 --> 00:12:41.000]  是怎樣呢?
[00:12:41.000 --> 00:12:43.000]  所以我們要看第五節和第六節
[00:12:43.000 --> 00:12:45.000]  第一我們可以看到的是什麼呢?
[00:12:45.000 --> 00:12:47.000]  頂姐妹當你讀第五節的時候
[00:12:47.000 --> 00:12:48.000]  你會看到
[00:12:48.000 --> 00:12:49.000]  如果我們要侍奉生命
[00:12:49.000 --> 00:12:50.000]  要更新
[00:12:50.000 --> 00:12:53.000]  需要的是什麼呢?
[00:12:53.000 --> 00:12:56.000]  需要的是無偽的信心
[00:12:56.000 --> 00:12:58.000]  很重要
[00:12:58.000 --> 00:13:00.000]  頂姐妹當我們佛力軟弱的時候
[00:13:00.000 --> 00:13:02.000]  請不要忘記這件事
[00:13:02.000 --> 00:13:03.000]  所以保羅一講的時候
[00:13:03.000 --> 00:13:05.000]  開始就提醒提摩太
[00:13:05.000 --> 00:13:09.000]  你心裡是有無偽的信心
[00:13:09.000 --> 00:13:10.000]  為什麼要這樣講呢?
[00:13:10.000 --> 00:13:11.000]  因為要提醒她
[00:13:11.000 --> 00:13:14.000]  這個正是啟動你生命復甦
[00:13:14.000 --> 00:13:18.000]  生命更新的很重要的一個環節
[00:13:18.000 --> 00:13:19.000]  不要忘記
[00:13:19.000 --> 00:13:24.000]  我們生命裡面是有無偽的信心
[00:13:24.000 --> 00:13:26.000]  信靠神
[00:13:26.000 --> 00:13:28.000]  這一顆心
[00:13:28.000 --> 00:13:31.000]  無偽的信心
[00:13:31.000 --> 00:13:33.000]  是沒有花架的信心
[00:13:33.000 --> 00:13:36.000]  無偽的信心是貨真價實的信心
[00:13:36.000 --> 00:13:38.000]  無偽的信心是怎樣呢?
[00:13:38.000 --> 00:13:39.000]  不是表面的
[00:13:39.000 --> 00:13:40.000]  是真實的
[00:13:40.000 --> 00:13:42.000]  在我們裡面是完全的投靠神
[00:13:42.000 --> 00:13:44.000]  相信神
[00:13:44.000 --> 00:13:46.000]  主耶穌是神的兒子
[00:13:46.000 --> 00:13:48.000]  我是為祂而活的
[00:13:48.000 --> 00:13:50.000]  三一神是我們所尊崇的神
[00:13:50.000 --> 00:13:51.000]  我什麼都沒有靠
[00:13:51.000 --> 00:13:54.000]  我整個生命是安坐在三一神裡面
[00:13:54.000 --> 00:13:56.000]  所以是整個信心無偽
[00:13:56.000 --> 00:13:58.000]  信心投靠在神裡面
[00:13:58.000 --> 00:14:00.000]  保羅一開宗明義就告訴提摩太
[00:14:00.000 --> 00:14:01.000]  你有的
[00:14:01.000 --> 00:14:04.000]  這個信心從你外婆那裡開始有的
[00:14:04.000 --> 00:14:05.000]  羅爾
[00:14:05.000 --> 00:14:07.000]  不單止在羅爾你外婆那裡
[00:14:07.000 --> 00:14:09.000]  在你媽那裡也有的
[00:14:09.000 --> 00:14:10.000]  有尼基
[00:14:10.000 --> 00:14:12.000]  而我也很相信
[00:14:12.000 --> 00:14:13.000]  是在你那裡的
[00:14:13.000 --> 00:14:14.000]  所以你不要忘記
[00:14:14.000 --> 00:14:16.000]  雖然你現在好像很佛力
[00:14:16.000 --> 00:14:18.000]  但是你不要忘記你有信心
[00:14:18.000 --> 00:14:19.000]  是無偽
[00:14:19.000 --> 00:14:21.000]  是真實的信心
[00:14:21.000 --> 00:14:22.000]  為什麼要這樣說?
[00:14:22.000 --> 00:14:24.000]  為什麼要這樣說?
[00:14:24.000 --> 00:14:30.000]  我相信是因為信心是可以扭轉了我們那種疲乏的心態
[00:14:30.000 --> 00:14:35.000]  扭轉了那種低沉的那種侍奉的形態
[00:14:35.000 --> 00:14:36.000]  是信心
[00:14:36.000 --> 00:14:39.000]  信心能夠使我們得勝
[00:14:39.000 --> 00:14:40.000]  所以弟兄姊妹
[00:14:40.000 --> 00:14:42.000]  回到信心裡面
[00:14:42.000 --> 00:14:44.000]  如果你真的覺得在侍奉上
[00:14:44.000 --> 00:14:46.000]  佛力形式化的時候
[00:14:46.000 --> 00:14:48.000]  你回到信心裡面
[00:14:48.000 --> 00:14:49.000]  這個是很需要
[00:14:49.000 --> 00:14:52.000]  我們做基督徒的起點是什麼?
[00:14:52.000 --> 00:14:54.000]  弟兄姊妹
[00:14:54.000 --> 00:14:56.000]  是悔改相信
[00:14:56.000 --> 00:14:57.000]  是不是?
[00:14:57.000 --> 00:14:59.000]  聖經裡面我們個人的經歷
[00:14:59.000 --> 00:15:03.000]  我們成為基督徒就是因為我們悔改回主
[00:15:03.000 --> 00:15:05.000]  我們然後歸向耶穌基督
[00:15:05.000 --> 00:15:06.000]  我們信靠祂
[00:15:06.000 --> 00:15:10.000]  所以我們經常說基督教的信仰是因信稱義
[00:15:10.000 --> 00:15:11.000]  信
[00:15:11.000 --> 00:15:13.000]  就是這麼簡單
[00:15:13.000 --> 00:15:14.000]  但是也是很重要
[00:15:14.000 --> 00:15:18.000]  所以我們成為基督徒就是有這個信心
[00:15:18.000 --> 00:15:20.000]  是上帝已經給了我們
[00:15:20.000 --> 00:15:22.000]  而且這個信心是什麼?
[00:15:22.000 --> 00:15:25.000]  本著信而致於信
[00:15:25.000 --> 00:15:26.000]  是不是?
[00:15:26.000 --> 00:15:27.000]  就是一種繼續的
[00:15:27.000 --> 00:15:29.000]  這個信心的歷程是繼續的
[00:15:29.000 --> 00:15:30.000]  不只是初信的時候
[00:15:30.000 --> 00:15:31.000]  信了就好了
[00:15:31.000 --> 00:15:32.000]  就停在那裡
[00:15:32.000 --> 00:15:33.000]  不是
[00:15:33.000 --> 00:15:34.000]  我們這個信心是繼續的依靠
[00:15:34.000 --> 00:15:36.000]  繼續的依賴神
[00:15:36.000 --> 00:15:38.000]  信心不只是一個頭腦的知識
[00:15:38.000 --> 00:15:39.000]  信心是一個活潑的
[00:15:39.000 --> 00:15:42.000]  我們的生命的行動
[00:15:42.000 --> 00:15:43.000]  所以這個很重要
[00:15:43.000 --> 00:15:45.000]  所以保羅提醒提摩太太
[00:15:45.000 --> 00:15:46.000]  你有這個信心的
[00:15:46.000 --> 00:15:48.000]  你繼續吧
[00:15:48.000 --> 00:15:49.000]  你繼續吧
[00:15:49.000 --> 00:15:50.000]  而我們就是憑著信心
[00:15:50.000 --> 00:15:51.000]  信靠神的心
