
[00:00:00.000 --> 00:00:03.880]  今天的經文是選自《耶利米哀歌》
[00:03:20.080 --> 00:03:21.760]  哭衰曬
[00:03:21.760 --> 00:03:23.800]  所以《Crybaby》的出現
[00:03:23.800 --> 00:03:30.240]  能夠令成年人流眼淚變得合理化
[00:03:30.240 --> 00:03:33.560]  至於在教會的場景又如何呢?
[00:03:33.560 --> 00:03:38.480]  特別在華人社會是比較拘謹的
[00:03:38.480 --> 00:03:41.880]  信徒表達悲哀、哭喊
[00:03:41.880 --> 00:03:44.120]  或者在哮喊、投訴
[00:03:44.120 --> 00:03:48.760]  有時都會被視爲缺乏信心、不夠熟齡
[00:03:48.760 --> 00:03:52.280]  這些人是軟弱、不夠熟齡
[00:03:52.280 --> 00:03:57.960]  是否我們也要出一個基督教版本的《Crybaby》呢?
[00:03:57.960 --> 00:03:58.960]  可以想想的
[00:03:58.960 --> 00:04:03.040]  我們當中有些很有設計天分的弟兄姊妹
[00:04:03.040 --> 00:04:06.440]  原來神早已有預備
[00:04:06.440 --> 00:04:12.480]  在聖經裏不僅有耶利米的《Crybaby》
[00:04:12.480 --> 00:04:18.320]  神還爲我們預備了一種聖經的文體
[00:04:18.320 --> 00:04:20.720]  叫做《哀歌》
[00:04:20.720 --> 00:04:24.320]  《哀歌》是向神唱頌的
[00:04:24.320 --> 00:04:32.720]  作者向神表達悲傷、痛苦
[00:04:32.720 --> 00:04:38.200]  毫無掩飾地抒發自己的內心感受
[00:04:38.200 --> 00:04:42.080]  甚至當使人唱頌《哀歌》時
[00:04:42.080 --> 00:04:45.400]  祂是尋求讀者的認同
[00:04:45.400 --> 00:04:50.520]  邀請讀者一起加入悲哀的行列
[00:04:50.520 --> 00:04:56.640]  一起質問我們擦不透的神
[00:04:56.640 --> 00:04:58.720]  不過在聖經裏
[00:04:58.720 --> 00:05:04.320]  《哀歌》不僅是抒發心聲和情緒的管道
[00:05:04.320 --> 00:05:07.920]  《哀歌》本身就是一個祈禱
[00:05:07.920 --> 00:05:10.840]  這個祈禱不是消極的
[00:05:10.840 --> 00:05:16.480]  在詩篇裏很多的《哀歌》都是很行動性的
[00:05:16.480 --> 00:05:22.200]  其實是在呼籲、呼求上帝的請救
[00:05:22.200 --> 00:05:25.720]  就好像在發出一個請願書
[00:05:25.720 --> 00:05:29.040]  求神來關注他們
[00:05:29.040 --> 00:05:31.960]  爲他們出頭請救他們
[00:05:31.960 --> 00:05:37.160]  今天我想和大家一起來看《耶利米哀歌》第三章
[00:05:37.160 --> 00:05:42.600]  在這裏我先要交代一下這本書的背景
[00:05:42.600 --> 00:05:48.280]  縱然很多人都認爲這本書是耶利米所寫的
[00:05:48.280 --> 00:05:54.120]  但其實這本書從頭到尾都沒有交代作者是誰
[00:05:54.120 --> 00:05:59.360]  甚至沒有出現過耶利米這個名字
[00:05:59.360 --> 00:06:01.720]  這個名字也沒有出現過
[00:06:01.720 --> 00:06:06.280]  只是當中的一些表達方式或者字眼
[00:06:06.280 --> 00:06:09.440]  和耶利米書有些相似
[00:06:09.440 --> 00:06:10.960]  但也不能因爲這樣
[00:06:10.960 --> 00:06:14.280]  我們就斷定它是耶利米所寫
[00:06:14.280 --> 00:06:17.200]  根據古代的傳統
[00:06:17.200 --> 00:06:24.520]  《耶利米哀歌》通常是由一羣聖殿歌唱者唱縱
[00:06:24.520 --> 00:06:27.400]  所以這應該是一個集體創作
[00:06:27.400 --> 00:06:30.400]  我們看回《耶利米哀歌》這本書
[00:06:30.400 --> 00:06:34.400]  其實有些部分是個人所發的哀歌
[00:06:34.400 --> 00:06:37.680]  也有些部分是羣體的哀歌
[00:06:37.680 --> 00:06:42.680]  所以這本書應該不只是出於一個人的手筆
[00:06:42.680 --> 00:06:50.800]  而這本書在裏面不少部分都是描述耶路撒冷被毀
[00:06:50.800 --> 00:06:54.160]  被亡國的哀痛
[00:06:54.160 --> 00:07:01.280]  所以這本書應該不會早於公元前586年寫成
[00:07:01.280 --> 00:07:06.160]  因爲公元前586年正是巴比倫入侵
[00:07:06.160 --> 00:07:08.240]  攻陷了耶路撒冷
[00:07:08.240 --> 00:07:10.800]  滅了猶大國
[00:07:10.800 --> 00:07:16.640]  所以這本書應該是在亡國之後的50年內寫成
[00:07:16.640 --> 00:07:18.800]  也是在祕魯時期的作品
[00:07:18.800 --> 00:07:22.240]  是祕魯猶太人的哀歌
[00:07:22.240 --> 00:07:30.520]  今天我會集中講第三章的十九至二十四節這一段
[00:07:30.520 --> 00:07:33.240]  爲什麼我會特別選這一段呢
[00:07:33.240 --> 00:07:34.480]  爲什麼要這樣分呢
[00:07:34.480 --> 00:07:38.000]  我這樣分段其實有兩個原因
[00:07:38.000 --> 00:07:40.080]  第一個原因是當我分段的時候
[00:07:40.080 --> 00:07:43.560]  我留意到這些卷書一共有五章
[00:07:43.560 --> 00:07:48.760]  其實一至四章都是字母詩
[00:07:48.760 --> 00:07:51.120]  大家知不知道什麼是字母詩
[00:07:51.120 --> 00:07:57.480]  字母詩是指每一節的第一個字
[00:07:57.480 --> 00:08:02.800]  都是按照希伯來文的字母順序排列
[00:08:02.800 --> 00:08:08.040]  就好像第一個字母是A字
[00:08:08.040 --> 00:08:10.600]  第二節是B開始
[00:08:10.600 --> 00:08:12.200]  第三節是C開始
[00:08:12.200 --> 00:08:13.920]  如此一類推下去
[00:08:13.920 --> 00:08:18.280]  這些就叫做字母詩
[00:08:18.280 --> 00:08:23.080]  第一第二章和第四第五章
[00:08:23.080 --> 00:08:24.960]  都是有二十二節的
[00:08:24.960 --> 00:08:26.640]  每一章都有二十二節
[00:08:26.640 --> 00:08:30.880]  這個正正就是希伯來文有二十二個字母
[00:08:30.880 --> 00:08:37.720]  所以這四章每一章都是用了二十二個字母
[00:08:37.720 --> 00:08:39.000]  第三章不同
[00:08:39.000 --> 00:08:41.000]  第三章是特別長的
[00:08:41.000 --> 00:08:45.600]  第三章有六十六節
[00:08:45.600 --> 00:08:50.960]  剛剛是每三節用同一個字母開始
[00:08:50.960 --> 00:08:53.360]  每三節用同一個字母開始
[00:08:53.360 --> 00:08:58.200]  於是六十六節又是用了二十二個字母
[00:08:58.200 --> 00:09:02.280]  你看到這幾章聖經是非常工整的
[00:09:02.280 --> 00:09:04.080]  當我去分段的時候
[00:09:04.080 --> 00:09:07.240]  將第三章分段
[00:09:07.240 --> 00:09:11.120]  我留意到因爲第三章是三節三節
[00:09:11.120 --> 00:09:13.600]  第三章的一至十八節
[00:09:13.600 --> 00:09:17.520]  正正就是頭六個字母開始
[00:09:17.520 --> 00:09:21.000]  第十九節是第七個字母
[00:09:21.000 --> 00:09:26.200]  去到第十九至二十四節
[00:09:26.200 --> 00:09:28.720]  就剛剛好作爲一段
[00:09:28.720 --> 00:09:31.800]  而我選擇這個段落的原因
[00:09:31.800 --> 00:09:35.360]  也和這本書的結構有關
[00:09:35.360 --> 00:09:43.240]  這裏你會看到整個耶利米哀歌的五章的結構
[00:09:43.240 --> 00:09:45.040]  第一章的主題是
[00:09:45.040 --> 00:09:48.080]  舍安女子與耶路撒冷的悲哀
[00:09:48.080 --> 00:09:50.760]  第二章 耶和華傾倒憤怒
[00:09:50.760 --> 00:09:55.240]  或者是求耶和華觀看舍安的悲哀
[00:09:55.240 --> 00:09:58.480]  第四章 舍安子民的悲哀
[00:09:58.480 --> 00:10:00.640]  第五章 舍安的悲哀
[00:10:00.640 --> 00:10:02.440]  舍安就是指耶路撒冷
[00:10:02.440 --> 00:10:04.160]  在這個結構裏面
[00:10:04.160 --> 00:10:07.880]  大家會發現出現最多的是哪一個字
[00:10:07.880 --> 00:10:09.080]  就是悲哀
[00:10:09.080 --> 00:10:12.160]  每一章都是講悲哀的
[00:10:12.160 --> 00:10:14.880]  第一 二章和第四 五章
[00:10:14.880 --> 00:10:20.240]  是用悲哀來概括作者所表達的訊息
[00:10:20.240 --> 00:10:22.320]  而他爲什麼會悲哀
[00:10:22.320 --> 00:10:25.280]  就是因爲在祕魯的背景下
[00:10:25.280 --> 00:10:28.040]  以色列人經歷國破家亡
[00:10:28.040 --> 00:10:30.000]  所經歷的那種痛
[00:10:30.000 --> 00:10:36.440]  第三章其實也是呈現了一幅痛苦的景象
[00:10:36.440 --> 00:10:40.760]  我們可以看看他爲什麼而痛苦
[00:10:40.760 --> 00:10:43.920]  第三章一至三字 我們一起讀
[00:10:43.920 --> 00:10:47.120]  我是因耶和華憤怒的象
[00:10:47.120 --> 00:10:49.280]  遭遇困苦的人
[00:10:49.280 --> 00:10:50.720]  他引導我
[00:10:50.720 --> 00:10:53.120]  使我行在黑暗中
[00:10:53.120 --> 00:10:55.320]  不行在光明裏
[00:10:55.320 --> 00:10:59.880]  他真是終日再三反手攻擊我
[00:10:59.880 --> 00:11:01.880]  大家讀這幾節經文的時候
[00:11:01.880 --> 00:11:06.040]  如果要想起一首詩篇
[00:11:06.040 --> 00:11:12.680]  你會想起哪一首呢
[00:11:12.680 --> 00:11:14.400]  哪一首詩篇
[00:11:14.400 --> 00:11:16.680]  二十三篇
[00:11:16.680 --> 00:11:17.200]  爲什麼呢
[00:11:17.200 --> 00:11:18.560]  因爲有些字眼
[00:11:18.560 --> 00:11:20.560]  例如象
[00:11:20.560 --> 00:11:21.760]  引導我
[00:11:21.760 --> 00:11:23.960]  行在
[00:11:23.960 --> 00:11:28.000]  這些字眼其實在詩篇的二十三篇裏面
[00:11:28.000 --> 00:11:30.360]  也是有用這些字眼
[00:11:30.360 --> 00:11:33.080]  但是意義就很不同
[00:11:33.080 --> 00:11:34.560]  在詩篇二十三篇裏面
[00:11:34.560 --> 00:11:37.640]  講的是一個好木人
[00:11:37.640 --> 00:11:41.600]  如何帶領保守他的羊
[00:11:41.600 --> 00:11:45.440]  但是這幾節聖經
[00:11:45.440 --> 00:11:50.320]  耶利米埃哥就表達出一個相反的圖畫
[00:11:50.320 --> 00:11:56.240]  這個好木人竟然變成了責打私人的木人
[00:11:56.240 --> 00:12:00.840]  並且這個木人還會指一條黑路給人走
[00:12:00.840 --> 00:12:09.400]  甚至會用暴力來攻擊私人
[00:12:09.400 --> 00:12:12.160]  接着我們看這一段一起讀
[00:12:12.160 --> 00:12:14.200]  人仰望耶和華
[00:12:14.200 --> 00:12:16.920]  靜默等候他的救恩
[00:12:16.920 --> 00:12:18.720]  這緣是好的
[00:12:18.720 --> 00:12:20.960]  人在幽年負厄
[00:12:20.960 --> 00:12:22.800]  這緣是好的
[00:12:22.800 --> 00:12:25.120]  他當獨坐無言
[00:12:25.120 --> 00:12:29.040]  因爲這是耶和華加在他身上的
[00:12:29.040 --> 00:12:31.480]  他當口貼塵埃
[00:12:31.480 --> 00:12:33.400]  或者有子望
[00:12:33.400 --> 00:12:36.840]  他當由人打他的腮下
[00:12:36.840 --> 00:12:39.360]  要滿受凌辱
[00:12:39.360 --> 00:12:42.840]  在這裏私人一方面指出
[00:12:42.840 --> 00:12:46.120]  苦難有管教的作用
[00:12:46.120 --> 00:12:48.960]  人經歷苦難得着教訓
[00:12:48.960 --> 00:12:51.640]  使人悔改尋求神
[00:12:51.640 --> 00:12:56.360]  但同時也顯示出一種無奈的感覺
[00:12:56.360 --> 00:12:59.200]  人面對苦難其實很被動
[00:12:59.200 --> 00:13:03.440]  我們只能夠被動地接受這些苦難
[00:13:03.440 --> 00:13:06.200]  任由人來凌辱我們
[00:13:06.200 --> 00:13:13.440]  在這裏可以看到私人矛盾的心情
[00:13:13.440 --> 00:13:16.920]  接着42至45節我們一起讀
[00:13:16.920 --> 00:13:19.200]  我們犯罪背弈
[00:13:19.200 --> 00:13:21.240]  你並不赦免
[00:13:21.240 --> 00:13:24.040]  你自卑怒氣遮蔽
[00:13:24.040 --> 00:13:25.600]  追趕我們
[00:13:25.600 --> 00:13:27.400]  你私行殺戮
[00:13:27.400 --> 00:13:28.920]  並不顧惜
[00:13:28.920 --> 00:13:31.880]  你以黑魂遮蔽自己
[00:13:31.880 --> 00:13:34.520]  以致土告不得透入
[00:13:34.520 --> 00:13:40.680]  你使我們在萬民中成爲污蔽和渣子
[00:13:40.680 --> 00:13:44.800]  這裏指出神不赦免人的罪
[00:13:44.800 --> 00:13:46.400]  還追擊殺戮
[00:13:46.400 --> 00:13:48.920]  甚至全面封殺
[00:13:48.920 --> 00:13:52.680]  攔截人對神的土告
[00:13:52.680 --> 00:13:53.920]  不聽
[00:13:53.920 --> 00:13:59.680]  以致土告不能達於天上的那位神
[00:13:59.680 --> 00:14:02.080]  我們可以看到
[00:14:02.080 --> 00:14:06.160]  第三章的悲哀
[00:14:06.160 --> 00:14:08.880]  不單單是國破家亡
[00:14:08.880 --> 00:14:16.800]  而是泛指人世間所面對的各種苦難
[00:14:16.800 --> 00:14:20.280]  我們再看結構
[00:14:20.280 --> 00:14:25.320]  我們先看三章的十八節
[00:14:25.320 --> 00:14:27.040]  在這裏我們看到
[00:14:27.040 --> 00:14:31.160]  私人說:我就說我的力量衰敗
[00:14:31.160 --> 00:14:34.640]  我在耶和華那裏毫無指望
[00:14:34.640 --> 00:14:36.760]  這一節聖經讓我們看到
[00:14:36.760 --> 00:14:41.480]  私人可以說已經去到絕望的地步
[00:14:41.480 --> 00:14:47.120]  但是我們看到跟着那一節又開始很不同
[00:14:47.120 --> 00:14:50.760]  這段就是主席剛纔和我們讀的經文
[00:14:50.760 --> 00:14:54.200]  也是我今天要集中講的十九至二十四節
[00:14:54.200 --> 00:14:56.720]  大家看到在經文裏
[00:14:56.720 --> 00:14:59.680]  我們將用兩種式來表達
[00:14:59.680 --> 00:15:01.480]  可以分爲兩部分
[00:15:01.480 --> 00:15:04.600]  第一部分是十九和二十節
[00:15:04.600 --> 00:15:07.480]  大家還記得剛纔第十八節在講什麼
[00:15:07.480 --> 00:15:13.560]  第十八節在講:我的力量衰敗
[00:15:13.560 --> 00:15:18.400]  我在耶和華那裏毫無指望
[00:15:18.400 --> 00:15:20.400]  剛剛講完毫無指望
[00:15:20.400 --> 00:15:24.000]  但是爲什麼到了十九節開始
[00:15:24.000 --> 00:15:25.360]  情況好像不同
[00:15:25.360 --> 00:15:27.920]  特別是二十一至二十四節
[00:15:27.920 --> 00:15:30.320]  充滿盼望
[00:15:30.320 --> 00:15:32.720]  紅色的部分充滿盼望
[00:15:32.720 --> 00:15:38.160]  其實整卷耶利米哀歌由頭哭到尾
[00:15:38.160 --> 00:15:40.760]  但是來到這裏就充滿盼望
[00:15:40.760 --> 00:15:42.960]  我爲什麼會選擇這一段經文呢
[00:15:42.960 --> 00:15:46.040]  也是想看看爲什麼私人
[00:15:46.040 --> 00:15:50.440]  會突然間從悲哀裏找到盼望
[00:15:50.440 --> 00:15:55.120]  爲什麼北風會馬上轉變得那麼嚴重
[00:15:55.120 --> 00:15:57.880]  首先我們看看十九和二十節
[00:15:57.880 --> 00:16:03.120]  這裏出現了紀念和想念
[00:16:03.120 --> 00:16:05.520]  其實在原文都是同一個字
[00:16:05.520 --> 00:16:08.080]  都是指紀念的意思
[00:16:08.080 --> 00:16:11.880]  這個字可以解作:求禰紀念我
[00:16:11.880 --> 00:16:15.440]  如果是禱告的話就是求神來紀念他
[00:16:15.440 --> 00:16:19.560]  也可以解作:私人自己紀念的
[00:16:19.560 --> 00:16:21.480]  自己紀念自己
[00:16:21.480 --> 00:16:26.280]  而第十九節一開始有一個耶和華
[00:16:26.280 --> 00:16:28.720]  但是其實原文是沒有這個字的
[00:16:28.720 --> 00:16:30.720]  沒有提到耶和華的
[00:16:30.720 --> 00:16:32.680]  原文是沒有的
[00:16:32.680 --> 00:16:39.560]  所以也可以解作:私人自己想起自己的痛苦
[00:16:39.560 --> 00:16:40.560]  也可以的
[00:16:40.560 --> 00:16:43.760]  私人自己想起自己的痛苦
[00:16:43.760 --> 00:16:47.480]  即是說私人紀念自己的痛苦
[00:16:47.480 --> 00:16:49.160]  苦到怎樣呢
[00:16:49.160 --> 00:16:53.920]  就好像恩慘和苦膽
[00:16:53.920 --> 00:16:57.200]  什麼恩慘和苦膽
[00:16:57.200 --> 00:17:01.240]  恩慘和苦膽其實都是一些植物
[00:17:01.240 --> 00:17:04.440]  這兩種植物是很苦的
[00:17:04.440 --> 00:17:07.440]  喫下去比弟弟還要苦
[00:17:07.440 --> 00:17:10.240]  私人就是想說
[00:17:10.240 --> 00:17:13.640]  當他想起自己的痛苦的時候
[00:17:13.640 --> 00:17:16.000]  真的比弟弟還要苦
[00:17:16.000 --> 00:17:18.480]  然後在第二十一節
[00:17:18.480 --> 00:17:20.960]  他說:我想起這事
[00:17:20.960 --> 00:17:26.200]  原文其實是指我轉向我的心
[00:17:26.200 --> 00:17:30.080]  即是說私人記起自己的經歷
[00:17:30.080 --> 00:17:34.400]  問自己我在想什麼
[00:17:34.400 --> 00:17:36.880]  我相信的是什麼
[00:17:36.880 --> 00:17:38.720]  當他這樣思想的時候
[00:17:38.720 --> 00:17:41.040]  他就產生盼望
[00:17:41.040 --> 00:17:42.120]  換句話說
[00:17:42.120 --> 00:17:46.320]  私人的轉變不是因爲神回應了他的禱告
[00:17:46.320 --> 00:17:47.680]  事情有轉機
[00:17:47.680 --> 00:17:50.760]  而是因爲他轉向自己的心
[00:17:50.760 --> 00:17:52.920]  探討內心的感受
[00:17:52.920 --> 00:17:55.040]  思想自己的信念
[00:17:55.040 --> 00:17:57.840]  問自己他在信什麼
[00:17:57.840 --> 00:17:59.440]  而就在這個過程裏面
[00:17:59.440 --> 00:18:03.000]  他找到盼望的理由
[00:18:03.000 --> 00:18:05.720]  私人有盼望的信念
[00:18:05.720 --> 00:18:08.560]  他的盼望到底是什麼呢
[00:18:08.560 --> 00:18:11.400]  他的信念到底是什麼呢
[00:18:11.400 --> 00:18:12.080]  第二十二節
[00:18:12.080 --> 00:18:13.560]  「我們不致消滅
[00:18:13.560 --> 00:18:16.720]  是出於耶和華諸般的慈愛
[00:18:16.720 --> 00:18:21.360]  是因他的憐憫不致斷絕」
[00:18:21.360 --> 00:18:25.040]  在這裏私人的信念就是
[00:18:25.040 --> 00:18:28.360]  神的子民不致滅亡
[00:18:28.360 --> 00:18:31.120]  是因爲兩個特徵
[00:18:31.120 --> 00:18:35.520]  第一個特徵是神是慈愛的
[00:18:35.520 --> 00:18:40.560]  這個慈愛可以解作忠誠 見證
[00:18:40.560 --> 00:18:43.800]  也可以解作神是慈愛信實
[00:18:43.800 --> 00:18:46.400]  他是守諾言的神
[00:18:46.400 --> 00:18:49.440]  他的應許是永不改變
[00:18:49.440 --> 00:18:52.760]  第二個特徵就是憐憫
[00:18:52.760 --> 00:18:54.720]  就算剛纔我們提到
[00:18:54.720 --> 00:18:57.440]  有些經文說神是宅打人
[00:18:57.440 --> 00:18:58.840]  不聽人的禱告
[00:18:58.840 --> 00:18:59.680]  暴力對待
[00:18:59.680 --> 00:19:06.360]  但在這裏私人仍然認定神是有憐憫的
[00:19:06.360 --> 00:19:08.520]  在十七世紀的時候
[00:19:08.520 --> 00:19:10.800]  歐洲一些主要的城市
[00:19:10.800 --> 00:19:13.920]  例如倫敦 巴黎
[00:19:13.920 --> 00:19:15.120]  雖然是大城市
[00:19:15.120 --> 00:19:19.880]  但當時的街燈大多數都是用油燈
[00:19:19.880 --> 00:19:23.600]  或者是點蠟燭
[00:19:23.600 --> 00:19:25.800]  當時沒有電燈
[00:19:25.800 --> 00:19:29.600]  這些燈其實都需要人手操作
[00:19:29.600 --> 00:19:35.200]  所以點燈人這個行業應運而生
[00:19:35.200 --> 00:19:38.720]  他們的工作就是每到傍晚的時候
[00:19:38.720 --> 00:19:42.400]  他們就會拿着一支很長的竹竿
[00:19:42.400 --> 00:19:47.640]  沿着街道逐盞街燈點亮
[00:19:47.640 --> 00:19:49.760]  到天亮的時候
[00:19:49.760 --> 00:19:55.760]  他們會逐盞街燈點亮
[00:19:55.760 --> 00:19:58.360]  除了點燈和點燈之外
[00:19:58.360 --> 00:20:02.000]  也會負責清理油燈
[00:20:02.000 --> 00:20:05.720]  更換蠟燭或者燃料
[00:20:05.720 --> 00:20:11.400]  確保街燈能夠穩定地照明
[00:20:11.400 --> 00:20:19.240]  他們的工作其實影響到城市的安全
[00:20:19.240 --> 00:20:21.360]  和城市的形象
[00:20:21.360 --> 00:20:26.040]  特別是當時治安不是很好
[00:20:26.040 --> 00:20:32.840]  街燈的照明其實對維持治安是非常重要
[00:20:32.840 --> 00:20:38.320]  所以雖然點燈人是屬於勞動階層
[00:20:38.320 --> 00:20:41.840]  但卻是非常受到尊敬
[00:20:41.840 --> 00:20:47.320]  因爲他們爲城市帶來安全感
[00:20:47.320 --> 00:20:49.000]  其實在我們這個世代
[00:20:49.000 --> 00:20:55.160]  都需要有忠誠可靠的點燈人
[00:20:55.160 --> 00:20:57.880]  神就好像這個點燈人
[00:20:57.880 --> 00:21:00.200]  他是信實可靠
[00:21:00.200 --> 00:21:05.200]  滿有慈愛憐憫和大能的神
[00:21:05.200 --> 00:21:10.040]  是我們可以信靠的那一位
[00:21:10.040 --> 00:21:13.960]  他讓我們知道黑暗是始終會過去的
[00:21:13.960 --> 00:21:16.640]  光明是一定會再來
[00:21:16.640 --> 00:21:18.800]  黑暗是什麼呢
[00:21:18.800 --> 00:21:25.200]  其實黑暗並不存在
[00:21:25.200 --> 00:21:30.280]  黑暗是指沒有光
[00:21:30.280 --> 00:21:32.200]  光是存在的
[00:21:32.200 --> 00:21:34.400]  有光就不會黑暗
[00:21:34.400 --> 00:21:39.080]  但是沒有光就會黑暗
[00:21:39.080 --> 00:21:43.400]  而神其實就是那個光
[00:21:43.400 --> 00:21:48.720]  今天可能我們會面對一個相對上有些黑暗的環境
[00:21:48.720 --> 00:21:51.520]  但神終必會再來
[00:21:51.520 --> 00:21:55.840]  光明也會再次出現
[00:21:55.840 --> 00:21:58.400]  詩人還有第三個信念
[00:21:58.400 --> 00:22:00.160]  就是第23節
[00:22:00.160 --> 00:22:05.080]  「每早晨者都是新的,你的誠實極其廣大」
[00:22:05.080 --> 00:22:10.240]  意思就是每一個早晨都會經歷新事物
[00:22:10.240 --> 00:22:13.240]  每一個早晨都會有經歷新事物的機會
[00:22:13.240 --> 00:22:18.320]  而這些新事物不是指什麼新奇趣怪好玩的
[00:22:18.320 --> 00:22:22.240]  而是在苦難的日常裏面
[00:22:22.240 --> 00:22:26.320]  其實都可以出現逆轉
[00:22:26.320 --> 00:22:29.600]  因此人可以有盼望
[00:22:29.600 --> 00:22:36.000]  詩人因着盼望也可以繼續等待
[00:22:36.000 --> 00:22:41.760]  在一年前有朋友送了盆栽給我
[00:22:41.760 --> 00:22:43.880]  種了幾個月
[00:22:43.880 --> 00:22:46.320]  其實種得挺好的
[00:22:46.320 --> 00:22:49.920]  但是我看到有些葉子是黃黃的
[00:22:49.920 --> 00:22:53.400]  於是就拿剪刀去修剪
[00:22:53.400 --> 00:22:56.800]  幫他剪一下頭髮
[00:22:56.800 --> 00:22:59.680]  沒想到剪得越來越多,只剩下一半
[00:22:59.680 --> 00:23:06.400]  剪了一半以爲剩下的會生長得更好
[00:23:06.400 --> 00:23:09.920]  泥土可以生長得更好
[00:23:09.920 --> 00:23:11.640]  沒想到不是
[00:23:11.640 --> 00:23:14.920]  越看越多黃黃的葉子
[00:23:14.920 --> 00:23:16.480]  越來越窄
[00:23:16.480 --> 00:23:21.320]  我看白也擺不了多久
[00:23:21.320 --> 00:23:25.440]  於是我將其中一枝還是綠的葉子
[00:23:25.440 --> 00:23:30.280]  摘下來種在另一個盆裏
[00:23:30.280 --> 00:23:33.960]  可以幫它存留餘種
[00:23:33.960 --> 00:23:40.400]  但是我再看舊盆的時候
[00:23:40.400 --> 00:23:42.880]  發現突然有一天
[00:23:42.880 --> 00:23:45.320]  裏面長了一些綠色的葉子
[00:23:45.320 --> 00:23:47.560]  很嫩綠的葉子
[00:23:47.560 --> 00:23:50.000]  原來是可以有生機的
[00:23:50.000 --> 00:23:51.120]  可以再生的
[00:23:51.120 --> 00:23:56.360]  現在又挺好的,現在是最新狀態
[00:23:56.360 --> 00:24:04.880]  越來越多葉子,又回覆以前的樣子
