
[00:00:00.000 --> 00:00:03.040]  我們人生去到某一個階段
[00:01:56.080 --> 00:01:58.080]  他們都會害怕
[00:01:58.080 --> 00:02:00.080]  這個都是一個很重大的責任
[00:02:00.080 --> 00:02:02.080]  能不能做到呢?
[00:02:02.080 --> 00:02:04.080]  第三個
[00:02:04.080 --> 00:02:06.080]  就是剛才弟兄姊妹和我們分享的浸禮
[00:02:06.080 --> 00:02:08.080]  我想我們很多弟兄姊妹都經歷過
[00:02:08.080 --> 00:02:10.080]  浸禮之前都會有很多害怕
[00:02:10.080 --> 00:02:12.080]  害怕什麼?
[00:02:12.080 --> 00:02:14.080]  要上台講見證 很害怕
[00:02:14.080 --> 00:02:16.080]  害怕浸禮那一刻不知怎樣
[00:02:16.080 --> 00:02:18.080]  害怕梁牧師不知夠不夠力
[00:02:18.080 --> 00:02:20.080]  扶他上來
[00:02:20.080 --> 00:02:22.080]  這個我也有點害怕
[00:02:22.080 --> 00:02:24.080]  因為以前的經歷
[00:02:24.080 --> 00:02:26.080]  真的有點困難
[00:02:26.080 --> 00:02:28.080]  我之前都練了好幾次
[00:02:28.080 --> 00:02:30.080]  練到手軟腳軟
[00:02:30.080 --> 00:02:32.080]  但很感謝神 原來真的很容易
[00:02:32.080 --> 00:02:34.080]  那天的教堂那些水
[00:02:34.080 --> 00:02:36.080]  那些水位很高和浮力很強
[00:02:36.080 --> 00:02:38.080]  我都不用怎樣用力
[00:02:38.080 --> 00:02:40.080]  輕輕地把他推上來
[00:02:40.080 --> 00:02:42.080]  我之前都害怕了很久
[00:02:42.080 --> 00:02:44.080]  但是神的恩典是夠用的
[00:02:44.080 --> 00:02:48.080]  弟兄姊妹
[00:02:48.080 --> 00:02:50.080]  我們做基督徒
[00:02:50.080 --> 00:02:52.080]  我們呢
[00:02:52.080 --> 00:02:54.080]  頭腦常常告訴我們
[00:02:54.080 --> 00:02:56.080]  不用害怕 主和我們在一起
[00:02:56.080 --> 00:02:58.080]  面對什麼事情都不用害怕
[00:02:58.080 --> 00:03:00.080]  主一定會幫我們 我們有力量的
[00:03:00.080 --> 00:03:02.080]  是不是
[00:03:02.080 --> 00:03:04.080]  但是呢
[00:03:04.080 --> 00:03:06.080]  到實際生活上面
[00:03:06.080 --> 00:03:08.080]  我們面對這些挑戰 面對困難的時候
[00:03:08.080 --> 00:03:10.080]  我們的心
[00:03:10.080 --> 00:03:12.080]  是怎樣呢
[00:03:12.080 --> 00:03:14.080]  我們都是人來的
[00:03:14.080 --> 00:03:16.080]  我們都會有擔心 有時會有恐懼
[00:03:16.080 --> 00:03:18.080]  有時會害怕
[00:03:18.080 --> 00:03:20.080]  有時會逃避
[00:03:20.080 --> 00:03:22.080]  我們想放棄
[00:03:22.080 --> 00:03:24.080]  這個是我們真真實實的經歷
[00:03:24.080 --> 00:03:26.080]  就算我們信了耶穌
[00:03:26.080 --> 00:03:28.080]  我們每一天都要面對這些狀況
[00:03:28.080 --> 00:03:30.080]  今天我們來看看約拿書
[00:03:30.080 --> 00:03:32.080]  約拿是一個
[00:03:32.080 --> 00:03:34.080]  剛才說是北國
[00:03:34.080 --> 00:03:36.080]  當時有南北兩國 南國留大
[00:03:36.080 --> 00:03:38.080]  北國以色列
[00:03:38.080 --> 00:03:40.080]  他是北國的善治 專向以色列人宣告耶和華的寓言
[00:03:40.080 --> 00:03:42.080]  但是神要他
[00:03:42.080 --> 00:03:44.080]  做另外一些不是平時做的工作
[00:03:44.080 --> 00:03:46.080]  就要他離開
[00:03:46.080 --> 00:03:48.080]  以色列這個地方
[00:03:48.080 --> 00:03:50.080]  去到很遠的外邦 不信耶穌的人
[00:03:50.080 --> 00:03:52.080]  不信神的人 不信耶和華的人
[00:03:52.080 --> 00:03:54.080]  跟他們說
[00:03:54.080 --> 00:03:56.080]  叫他們 這一班來來未成的人
[00:03:56.080 --> 00:03:58.080]  叫他們罪大惡極
[00:03:58.080 --> 00:04:00.080]  神要來審判你們 要滅亡你們
[00:04:00.080 --> 00:04:04.080]  為什麼
[00:04:04.080 --> 00:04:06.080]  因為剛才神告訴我們
[00:04:06.080 --> 00:04:08.080]  來來未成是一個大城
[00:04:08.080 --> 00:04:10.080]  大到神是很看重
[00:04:10.080 --> 00:04:12.080]  這一班城市裏的人
[00:04:12.080 --> 00:04:14.080]  雖然他們是外邦人
[00:04:14.080 --> 00:04:16.080]  但神也看重他們
[00:04:16.080 --> 00:04:18.080]  所以約拿要做這麼艱辛的工作
[00:04:18.080 --> 00:04:20.080]  離開自己的地方
[00:04:20.080 --> 00:04:22.080]  去海外
[00:04:22.080 --> 00:04:24.080]  去一個不信神的地方
[00:04:24.080 --> 00:04:26.080]  去講寓言
[00:04:26.080 --> 00:04:28.080]  很難的
[00:04:28.080 --> 00:04:30.080]  我們今天就看看
[00:04:30.080 --> 00:04:32.080]  約拿的經歷
[00:04:32.080 --> 00:04:34.080]  他怎樣面對自己內心的恐懼
[00:04:34.080 --> 00:04:36.080]  神怎樣幫助他
[00:04:36.080 --> 00:04:38.080]  要克服自己的內心恐懼
[00:04:38.080 --> 00:04:40.080]  要踏上神
[00:04:40.080 --> 00:04:42.080]  有使命叫他出去的時候
[00:04:42.080 --> 00:04:44.080]  他怎樣靠神
[00:04:44.080 --> 00:04:46.080]  要改變他
[00:04:46.080 --> 00:04:48.080]  能夠有勇氣克服恐懼
[00:04:48.080 --> 00:04:50.080]  踏上這個征途
[00:04:50.080 --> 00:04:52.080]  一個崎嶇的征途
[00:04:52.080 --> 00:04:54.080]  我們再一次有個禱告
[00:04:54.080 --> 00:04:56.080]  弟兄姊妹請你
[00:04:56.080 --> 00:04:58.080]  為你自己去祈禱
[00:04:58.080 --> 00:05:02.080]  你期不期望
[00:05:02.080 --> 00:05:04.080]  神在現在這一刻
[00:05:04.080 --> 00:05:06.080]  親自和你說話呢
[00:05:06.080 --> 00:05:08.080]  請你和神去講
[00:05:12.080 --> 00:05:14.080]  天父和我們在這裡
[00:05:14.080 --> 00:05:16.080]  恭敬的樣子
[00:05:16.080 --> 00:05:18.080]  等候神你和我們講說話
[00:05:18.080 --> 00:05:20.080]  求神你親自
[00:05:20.080 --> 00:05:22.080]  和我們每一個
[00:05:22.080 --> 00:05:24.080]  在我們現在生活的處境當中
[00:05:24.080 --> 00:05:26.080]  和我們講說話
[00:05:26.080 --> 00:05:28.080]  聖靈你在我們當中工作
[00:05:28.080 --> 00:05:30.080]  祈求神
[00:05:30.080 --> 00:05:32.080]  祝福我們
[00:05:32.080 --> 00:05:34.080]  祈求神
[00:05:34.080 --> 00:05:36.080]  祈求神
[00:05:36.080 --> 00:05:38.080]  祈求神
[00:05:38.080 --> 00:05:40.080]  祈求神
[00:05:40.080 --> 00:05:42.080]  在我們當中工作
[00:05:42.080 --> 00:05:44.080]  聽我們祈禱
[00:05:44.080 --> 00:05:46.080]  奉耶穌基督的聖名求
[00:05:46.080 --> 00:05:48.080]  阿們
[00:05:48.080 --> 00:05:50.080]  若拿本身的名字
[00:05:50.080 --> 00:05:52.080]  就是夾子
[00:05:52.080 --> 00:05:54.080]  夾子就是
[00:05:54.080 --> 00:05:56.080]  傳福音的意思
[00:05:56.080 --> 00:05:58.080]  夾子
[00:05:58.080 --> 00:06:00.080]  若拿本身的名字是夾子
[00:06:00.080 --> 00:06:02.080]  傳福音的意思
[00:06:02.080 --> 00:06:04.080]  不過很有趣
[00:06:04.080 --> 00:06:06.080]  在這裡若拿
[00:06:06.080 --> 00:06:08.080]  他聽到神叫他去做事的時候
[00:06:08.080 --> 00:06:10.080]  他就不是走去傳福音
[00:06:10.080 --> 00:06:12.080]  而是走路
[00:06:12.080 --> 00:06:14.080]  走得很快
[00:06:14.080 --> 00:06:16.080]  所以我們看看第一點
[00:06:16.080 --> 00:06:18.080]  若拿因為他懼怕
[00:06:18.080 --> 00:06:20.080]  而逃避
[00:06:20.080 --> 00:06:22.080]  害怕到要走
[00:06:22.080 --> 00:06:24.080]  我很記得我小時候有一個經歷
[00:06:24.080 --> 00:06:28.080]  我告訴你們小時候
[00:06:28.080 --> 00:06:30.080]  我在小學我是短跑
[00:06:30.080 --> 00:06:32.080]  冠軍
[00:06:32.080 --> 00:06:34.080]  看不看得出
[00:06:34.080 --> 00:06:36.080]  當然看得出
[00:06:36.080 --> 00:06:38.080]  我的大腿小腿和大腿很粗
[00:06:38.080 --> 00:06:40.080]  我是短跑100米
[00:06:40.080 --> 00:06:42.080]  的冠軍
[00:06:42.080 --> 00:06:44.080]  還有很多你們看不出來
[00:06:44.080 --> 00:06:46.080]  我也是跳高的校隊
[00:06:46.080 --> 00:06:48.080]  小學
[00:06:48.080 --> 00:06:50.080]  我小時候
[00:06:50.080 --> 00:06:52.080]  跑步跑得很快
[00:06:52.080 --> 00:06:54.080]  但我很記得一個印象
[00:06:54.080 --> 00:06:56.080]  每一次我做錯事在家做錯事
[00:06:56.080 --> 00:06:58.080]  我爸爸要拿起藤條
[00:06:58.080 --> 00:07:00.080]  打我的時候
[00:07:00.080 --> 00:07:02.080]  經常都打不到
[00:07:02.080 --> 00:07:04.080]  因為他一拿起藤條
[00:07:04.080 --> 00:07:06.080]  一錶出門
[00:07:06.080 --> 00:07:08.080]  我家住24樓
[00:07:08.080 --> 00:07:10.080]  電梯我都不搭
[00:07:10.080 --> 00:07:12.080]  一直跑樓梯跑到地下
[00:07:12.080 --> 00:07:14.080]  又那麼遠走那麼遠
[00:07:14.080 --> 00:07:16.080]  走到地下還要出去
[00:07:16.080 --> 00:07:18.080]  走一輪一輪的時間
[00:07:18.080 --> 00:07:20.080]  等爸爸的氣
[00:07:20.080 --> 00:07:22.080]  順暢一點再上去
[00:07:22.080 --> 00:07:24.080]  不用打那麼多
[00:07:24.080 --> 00:07:26.080]  為什麼
[00:07:26.080 --> 00:07:28.080]  因為自己知道自己做錯事
[00:07:28.080 --> 00:07:30.080]  我知道被爸爸打是很痛的
[00:07:30.080 --> 00:07:32.080]  所以爸爸一拿起藤條
[00:07:32.080 --> 00:07:34.080]  我就馬上走了
[00:07:34.080 --> 00:07:36.080]  弟兄姊妹
[00:07:36.080 --> 00:07:38.080]  在這裏約拿也是這樣
[00:07:38.080 --> 00:07:40.080]  約拿一聽到
[00:07:40.080 --> 00:07:42.080]  神給他的命令
[00:07:42.080 --> 00:07:44.080]  叫他去向尼尼尼這個城
[00:07:44.080 --> 00:07:46.080]  傳張耀滅亡的訊息的時候
[00:07:46.080 --> 00:07:48.080]  他一聽到
[00:07:48.080 --> 00:07:50.080]  就馬上走
[00:07:50.080 --> 00:07:52.080]  聖經裏面強調幾個字
[00:07:52.080 --> 00:07:54.080]  躲避耶和華
[00:07:54.080 --> 00:07:56.080]  躲避耶和華
[00:07:56.080 --> 00:07:58.080]  躲避耶和華
[00:07:58.080 --> 00:08:00.080]  他要逃避神
[00:08:00.080 --> 00:08:02.080]  聖經裏面沒有講得很清楚
[00:08:02.080 --> 00:08:04.080]  為什麼他要逃避神
[00:08:04.080 --> 00:08:06.080]  不過我們看看上文下理的時候
[00:08:06.080 --> 00:08:08.080]  大概他害怕
[00:08:08.080 --> 00:08:10.080]  他害怕什麼
[00:08:10.080 --> 00:08:12.080]  要害怕要去一個
[00:08:12.080 --> 00:08:14.080]  不是自己熟悉的環境
[00:08:14.080 --> 00:08:16.080]  他在以色列那裏做慣
[00:08:16.080 --> 00:08:18.080]  講慣語言
[00:08:18.080 --> 00:08:20.080]  但他害怕要走到那麼遠
[00:08:20.080 --> 00:08:22.080]  還要去到一些不信神的
[00:08:22.080 --> 00:08:24.080]  那些異邦的地方
[00:08:24.080 --> 00:08:26.080]  那些人罪大惡極
[00:08:26.080 --> 00:08:28.080]  他害怕
[00:08:28.080 --> 00:08:30.080]  不知道那些人會聽不聽
[00:08:30.080 --> 00:08:32.080]  然後
[00:08:32.080 --> 00:08:34.080]  他也會害怕什麼
[00:08:34.080 --> 00:08:36.080]  他很熟悉神
[00:08:36.080 --> 00:08:38.080]  他知道神很有慈愛很有憐憫
[00:08:38.080 --> 00:08:40.080]  他害怕這班外邦人
[00:08:40.080 --> 00:08:42.080]  聽到語言的時候
[00:08:42.080 --> 00:08:44.080]  他們回心轉意不犯罪的時候
[00:08:44.080 --> 00:08:46.080]  神原諒他們赦免他們
[00:08:46.080 --> 00:08:48.080]  不滅亡他們
[00:08:48.080 --> 00:08:50.080]  那我說的話就白費
[00:08:50.080 --> 00:08:52.080]  我做那麼多做什麼
[00:08:52.080 --> 00:08:54.080]  又或者可能害怕
[00:08:54.080 --> 00:08:56.080]  不是吧我很厲害
[00:08:56.080 --> 00:08:58.080]  我經常中語言
[00:08:58.080 --> 00:09:00.080]  就是這樣
[00:09:00.080 --> 00:09:02.080]  神憐憫他們的時候
[00:09:02.080 --> 00:09:04.080]  我說的話前後又不對
[00:09:04.080 --> 00:09:08.080]  可能有很多不同的原因
[00:09:08.080 --> 00:09:10.080]  這裏約拿
[00:09:10.080 --> 00:09:12.080]  他聽到神的命令的時候
[00:09:12.080 --> 00:09:14.080]  很有趣
[00:09:14.080 --> 00:09:16.080]  你看這個地圖
[00:09:16.080 --> 00:09:18.080]  耶路撒冷
[00:09:18.080 --> 00:09:20.080]  約帕塔斯在另外一邊
[00:09:20.080 --> 00:09:22.080]  但尼尼美
[00:09:22.080 --> 00:09:24.080]  在另外一邊
[00:09:24.080 --> 00:09:26.080]  約拿聽到神呼召
[00:09:26.080 --> 00:09:28.080]  他要去做事的時候
[00:09:28.080 --> 00:09:30.080]  他向相反方向拼命走
[00:09:30.080 --> 00:09:32.080]  有那麼遠走那麼遠
[00:09:32.080 --> 00:09:34.080]  聖經裏面還說到
[00:09:34.080 --> 00:09:36.080]  他在他斯
[00:09:36.080 --> 00:09:38.080]  上了一隻船
[00:09:38.080 --> 00:09:40.080]  想著上船
[00:09:40.080 --> 00:09:42.080]  沒有死
[00:09:42.080 --> 00:09:44.080]  上船怎麼樣
[00:09:44.080 --> 00:09:46.080]  一上船給了錢上船
[00:09:46.080 --> 00:09:48.080]  不是就這樣在船上探世界
[00:09:48.080 --> 00:09:50.080]  上到船還要下到他以為是最安全的地方
[00:09:50.080 --> 00:09:52.080]  下到他船艙
[00:09:52.080 --> 00:09:54.080]  船艙最安全的地方
[00:09:54.080 --> 00:09:56.080]  想著
[00:09:56.080 --> 00:09:58.080]  找一個最舒服的地方
[00:09:58.080 --> 00:10:00.080]  不用被人煩
[00:10:00.080 --> 00:10:02.080]  也不用有任何人
[00:10:02.080 --> 00:10:04.080]  搞擾他
[00:10:04.080 --> 00:10:06.080]  船艙他以為安枕無憂
[00:10:06.080 --> 00:10:08.080]  這樣去睡覺
[00:10:08.080 --> 00:10:10.080]  其實我告訴你他睡不著
[00:10:10.080 --> 00:10:12.080]  他睡得不好
[00:10:12.080 --> 00:10:14.080]  雖然聖經告訴我們他是沉睡
[00:10:14.080 --> 00:10:16.080]  但他心裏仍然很擔心
[00:10:16.080 --> 00:10:18.080]  為什麼
[00:10:18.080 --> 00:10:20.080]  這裏說外面遇了大風浪
[00:10:20.080 --> 00:10:22.080]  在船上已經很嘈
[00:10:22.080 --> 00:10:24.080]  周圍很嘈
[00:10:24.080 --> 00:10:26.080]  人們已經很努力
[00:10:26.080 --> 00:10:28.080]  甚至祈禱自己的神
[00:10:28.080 --> 00:10:30.080]  去救他們
[00:10:30.080 --> 00:10:32.080]  但約拿仍然在自己的船艙
[00:10:32.080 --> 00:10:34.080]  睡覺
[00:10:34.080 --> 00:10:36.080]  為什麼
[00:10:36.080 --> 00:10:38.080]  睡覺不代表他很放心
[00:10:38.080 --> 00:10:40.080]  睡覺是代表
[00:10:40.080 --> 00:10:42.080]  他不想去想
[00:10:42.080 --> 00:10:44.080]  不想去煩
[00:10:44.080 --> 00:10:46.080]  他睡覺要逃避現實
[00:10:46.080 --> 00:10:48.080]  我記得我以前
[00:10:48.080 --> 00:10:50.080]  去學輔導的時候
[00:10:50.080 --> 00:10:52.080]  我認識一個個案
[00:10:52.080 --> 00:10:54.080]  這個個案有一個代號
[00:10:54.080 --> 00:10:56.080]  叫做睡公主
[00:10:56.080 --> 00:10:58.080]  一個十幾歲的女孩
[00:10:58.080 --> 00:11:02.080]  她為什麼要尋求輔導
[00:11:02.080 --> 00:11:04.080]  她家人要尋求輔導
[00:11:04.080 --> 00:11:06.080]  因為這個十幾歲的女孩日睡夜睡
[00:11:06.080 --> 00:11:08.080]  睡了很多都睡不夠
[00:11:08.080 --> 00:11:10.080]  十幾個小時
[00:11:10.080 --> 00:11:12.080]  還要繼續睡
[00:11:12.080 --> 00:11:14.080]  睡醒了家人叫她
[00:11:14.080 --> 00:11:16.080]  吃一點東西又再睡
[00:11:16.080 --> 00:11:18.080]  很努力都很睏很累
[00:11:18.080 --> 00:11:20.080]  其實這個正正就是
[00:11:20.080 --> 00:11:22.080]  她的問題
[00:11:22.080 --> 00:11:24.080]  這個個案因為她媽媽
[00:11:24.080 --> 00:11:26.080]  是一個很嚴格的人
[00:11:26.080 --> 00:11:28.080]  從小要很紀律地訓練
[00:11:28.080 --> 00:11:30.080]  這個女孩去長大
[00:11:30.080 --> 00:11:32.080]  而自己女兒到她青少年期的時候
[00:11:32.080 --> 00:11:34.080]  內心裡面出現了很多的問題
[00:11:34.080 --> 00:11:36.080]  很逃避
[00:11:36.080 --> 00:11:38.080]  以致她就用什麼方法
[00:11:38.080 --> 00:11:40.080]  就用睡覺這個方法
[00:11:40.080 --> 00:11:42.080]  去逃避現實
[00:11:44.080 --> 00:11:46.080]  弟兄姊妹
[00:11:46.080 --> 00:11:48.080]  今天我們來看一下仙姿
[00:11:48.080 --> 00:11:50.080]  仙姿本身她要做什麼工作呢
[00:11:50.080 --> 00:11:52.080]  就是聽到神下命令
[00:11:52.080 --> 00:11:54.080]  神的訊息
[00:11:54.080 --> 00:11:56.080]  她就要用盡方法去傳揚福音
[00:11:56.080 --> 00:11:58.080]  但今天在這裡
[00:11:58.080 --> 00:12:00.080]  若娜就因為她害怕
[00:12:00.080 --> 00:12:02.080]  她心裡面有很多不同的害怕
[00:12:02.080 --> 00:12:04.080]  她就用盡一切的方法
[00:12:04.080 --> 00:12:06.080]  去逃避她的責任
[00:12:06.080 --> 00:12:08.080]  逃避現實逃避神
[00:12:08.080 --> 00:12:10.080]  你想一下一個人
[00:12:10.080 --> 00:12:12.080]  她原本應該可以去做的事
[00:12:12.080 --> 00:12:14.080]  她不去做的時候
[00:12:14.080 --> 00:12:16.080]  她失去了生命上原本要做的福份
[00:12:16.080 --> 00:12:18.080]  原本要做的意思
[00:12:18.080 --> 00:12:20.080]  是多麼可憐呢
[00:12:20.080 --> 00:12:22.080]  我很想你們在這裡停一停
[00:12:22.080 --> 00:12:24.080]  想一想
[00:12:24.080 --> 00:12:28.080]  你最近內心裡面
[00:12:28.080 --> 00:12:30.080]  有什麼害怕
[00:12:30.080 --> 00:12:34.080]  你可以試一下
[00:12:34.080 --> 00:12:36.080]  閉上雙眼我們安靜一分鐘
[00:12:36.080 --> 00:12:40.080]  聽聽聖靈
[00:12:40.080 --> 00:12:42.080]  你在逃避什麼
[00:12:42.080 --> 00:12:46.080]  在這段時間
[00:12:46.080 --> 00:12:48.080]  神跟你說過什麼
[00:13:10.080 --> 00:13:12.080]  有什麼
[00:13:12.080 --> 00:13:14.080]  你很清楚神叫你去做
[00:13:14.080 --> 00:13:16.080]  神叫你不要去做
[00:13:16.080 --> 00:13:20.080]  你有沒有認認真真去面對
[00:13:20.080 --> 00:13:30.080]  你害怕什麼
[00:13:40.080 --> 00:13:42.080]  第二點
[00:13:42.080 --> 00:13:46.080]  我們要看看
[00:13:46.080 --> 00:13:48.080]  若娜真的害怕
[00:13:48.080 --> 00:13:50.080]  但是若娜越害怕
[00:13:50.080 --> 00:13:52.080]  她越逃避神的時候
[00:13:52.080 --> 00:13:54.080]  她就越痛苦
[00:13:54.080 --> 00:13:56.080]  為什麼呢
[00:13:56.080 --> 00:13:58.080]  若娜要用盡一切的方法
[00:13:58.080 --> 00:14:00.080]  要逃避神
[00:14:00.080 --> 00:14:02.080]  神就要用盡一切的方法
[00:14:02.080 --> 00:14:04.080]  神一定不會放棄她
[00:14:04.080 --> 00:14:06.080]  她要若娜回心轉意
[00:14:06.080 --> 00:14:08.080]  在這個恐懼裡面
[00:14:08.080 --> 00:14:10.080]  要幫助她克服
[00:14:10.080 --> 00:14:14.080]  用什麼方法呢
[00:14:14.080 --> 00:14:16.080]  聖經裡面告訴我們
[00:14:16.080 --> 00:14:18.080]  神興起大風浪
[00:14:18.080 --> 00:14:20.080]  這個大風浪
[00:14:20.080 --> 00:14:22.080]  甚至連這班
[00:14:22.080 --> 00:14:24.080]  專業的水手
[00:14:24.080 --> 00:14:26.080]  他們都害怕
[00:14:26.080 --> 00:14:28.080]  水手見慣世面
[00:14:28.080 --> 00:14:30.080]  有什麼大風浪沒見過
[00:14:30.080 --> 00:14:32.080]  他們自己在這裡都害怕
[00:14:32.080 --> 00:14:34.080]  何況其他人呢
[00:14:34.080 --> 00:14:36.080]  接著這班水手
[00:14:36.080 --> 00:14:38.080]  用盡方法都不行的時候
[00:14:38.080 --> 00:14:40.080]  他們就求神
[00:14:40.080 --> 00:14:42.080]  求什麼神呢
[00:14:42.080 --> 00:14:44.080]  他們每個水手可能來自不同的地方
[00:14:44.080 --> 00:14:46.080]  有不同自己的神明
[00:14:46.080 --> 00:14:48.080]  他們向自己信的神
[00:14:48.080 --> 00:14:50.080]  去祈禱求助
[00:14:50.080 --> 00:14:52.080]  都不行
[00:14:52.080 --> 00:14:54.080]  接著他們就熬籤
[00:14:54.080 --> 00:14:56.080]  究竟問題在哪裡呢
[00:14:56.080 --> 00:14:58.080]  就熬了若娜這個人出來
[00:14:58.080 --> 00:15:00.080]  原來若娜就是問題所在
[00:15:00.080 --> 00:15:02.080]  所以他們就去船艙叫醒
[00:15:02.080 --> 00:15:04.080]  叫若娜
[00:15:04.080 --> 00:15:06.080]  問她究竟是什麼人
[00:15:06.080 --> 00:15:08.080]  若娜就說
[00:15:08.080 --> 00:15:10.080]  我是希伯來人
[00:15:10.080 --> 00:15:12.080]  為什麼這樣介紹呢
[00:15:12.080 --> 00:15:14.080]  希伯來人是當時
[00:15:14.080 --> 00:15:16.080]  很普遍地告訴別人
[00:15:16.080 --> 00:15:18.080]  我是希伯來人
[00:15:18.080 --> 00:15:20.080]  我就是信耶和華神的人
[00:15:20.080 --> 00:15:22.080]  耶和華在當時來說
[00:15:22.080 --> 00:15:24.080]  你想想以前外邦的世界
[00:15:24.080 --> 00:15:26.080]  他們信很多不同的神
[00:15:26.080 --> 00:15:28.080]  很多偶像
[00:15:28.080 --> 00:15:30.080]  但是他們都聽過耶和華
[00:15:30.080 --> 00:15:32.080]  覺得耶和華這個神是很厲害的
[00:15:32.080 --> 00:15:34.080]  是掌管這個世界最厲害的神
[00:15:34.080 --> 00:15:36.080]  所以他們一聽到若娜說
[00:15:36.080 --> 00:15:38.080]  我信耶和華的
[00:15:38.080 --> 00:15:40.080]  馬上全部人更害怕
[00:15:40.080 --> 00:15:42.080]  原來是你得罪了耶和華神
[00:15:42.080 --> 00:15:44.080]  所以才有這場大風浪
[00:15:44.080 --> 00:15:46.080]  這群水手
[00:15:46.080 --> 00:15:48.080]  開始知道
[00:15:48.080 --> 00:15:50.080]  這樣的情況
[00:15:50.080 --> 00:15:52.080]  不過很有趣 聖經裡面說
[00:15:52.080 --> 00:15:54.080]  這群水手知道的時候
[00:15:54.080 --> 00:15:56.080]  若娜就建議
[00:15:56.080 --> 00:15:58.080]  問題在我這裡
[00:15:58.080 --> 00:16:00.080]  你將我丟到海裡
[00:16:00.080 --> 00:16:02.080]  那些風浪就會平息
[00:16:02.080 --> 00:16:04.080]  但是這群水手沒有馬上這樣做
[00:16:04.080 --> 00:16:06.080]  為什麼?
[00:16:06.080 --> 00:16:08.080]  因為以前沒有經過審訊
[00:16:08.080 --> 00:16:10.080]  去處死一個人是犯法的
[00:16:10.080 --> 00:16:12.080]  所以這群水手
[00:16:12.080 --> 00:16:14.080]  他們都不敢這樣跟著去做
[00:16:14.080 --> 00:16:16.080]  用盡自己的方法再去嘗試
[00:16:16.080 --> 00:16:18.080]  去整一下船
[00:16:18.080 --> 00:16:20.080]  搞一下所有東西
[00:16:20.080 --> 00:16:22.080]  看看行不行
[00:16:22.080 --> 00:16:24.080]  但是人的努力
[00:16:24.080 --> 00:16:26.080]  始終都是不行
[00:16:26.080 --> 00:16:28.080]  因為耶和華才是掌管
[00:16:28.080 --> 00:16:30.080]  天地 掌管風浪的神
[00:16:30.080 --> 00:16:34.080]  當他們越是用自己的努力的時候
[00:16:34.080 --> 00:16:36.080]  風浪就越是更加大
[00:16:36.080 --> 00:16:40.080]  這群水手就更加害怕
