
[00:00:00.000 --> 00:00:01.880]  比悲傷更悲傷的學習
[00:02:15.200 --> 00:02:18.920]  上帝創造我們的生命和計劃
[00:02:18.920 --> 00:02:20.000]  對不對
[00:02:20.000 --> 00:02:22.360]  我們每個人都有我們那一份
[00:02:22.360 --> 00:02:24.520]  每個人都是上帝有我們的設計
[00:02:24.520 --> 00:02:27.280]  我們按照上帝給我們的力量
[00:02:27.280 --> 00:02:28.360]  一路向前走
[00:02:28.360 --> 00:02:30.600]  你會活得豐富的
[00:02:30.600 --> 00:02:32.320]  明白嗎
[00:02:32.320 --> 00:02:33.000]  知道吧
[00:02:33.000 --> 00:02:33.880]  你跟旁邊的人說
[00:02:33.880 --> 00:02:36.640]  你會活得豐富的
[00:02:36.640 --> 00:02:37.960]  你會生命有力的
[00:02:37.960 --> 00:02:39.880]  你會知道怎麼走的
[00:02:39.880 --> 00:02:41.280]  但問題就是
[00:02:41.280 --> 00:02:43.200]  壓沙龍出錯了
[00:02:43.200 --> 00:02:44.280]  我剛才說了
[00:02:44.280 --> 00:02:45.520]  用他的方法 用他的時間
[00:02:45.520 --> 00:02:46.640]  用他的觀點
[00:02:46.640 --> 00:02:48.920]  他被他的私慾
[00:02:48.920 --> 00:02:53.040]  被他自己的野心來控制了
[00:02:53.040 --> 00:02:55.360]  浪費了神給他的才華能力
[00:02:55.360 --> 00:02:56.400]  這是上帝的想法
[00:02:56.400 --> 00:03:00.040]  今天我們專注在大衛面對這個危機
[00:03:00.040 --> 00:03:01.160]  作為父親
[00:03:01.160 --> 00:03:02.000]  面對這個危機
[00:03:02.000 --> 00:03:03.440]  作為皇冠的這個危機
[00:03:03.440 --> 00:03:04.680]  他有什麼行動
[00:03:04.680 --> 00:03:05.680]  他有什麼學習
[00:03:05.680 --> 00:03:07.680]  在我們的生命聽到
[00:03:07.680 --> 00:03:08.920]  究竟是怎樣
[00:03:08.920 --> 00:03:10.280]  當然我們知道
[00:03:10.280 --> 00:03:12.320]  大衛本身也有犯錯
[00:03:12.320 --> 00:03:15.720]  在這個事件好幾年前
[00:03:15.720 --> 00:03:17.480]  他犯了一個大錯
[00:03:17.480 --> 00:03:19.400]  他跟拔絲芭見過
[00:03:19.400 --> 00:03:22.280]  他的將軍太太那麼漂亮
[00:03:22.280 --> 00:03:23.200]  他被拔絲芭見過
[00:03:23.200 --> 00:03:25.280]  其實也是半強姦
[00:03:25.280 --> 00:03:27.400]  你沒有辦法反攻
[00:03:27.400 --> 00:03:30.840]  但是他知道犯錯
[00:03:30.840 --> 00:03:32.560]  所以他今天是
[00:03:32.560 --> 00:03:34.480]  賦予了他大衛
[00:03:34.480 --> 00:03:36.720]  如果大家記得
[00:03:36.720 --> 00:03:37.960]  當神父召大衛
[00:03:37.960 --> 00:03:41.040]  他說他是合神什麼
[00:03:41.040 --> 00:03:43.040]  合神心意的人
[00:03:43.040 --> 00:03:44.080]  合神心意的人
[00:03:44.080 --> 00:03:45.680]  不等於他不會跌倒
[00:03:45.680 --> 00:03:47.800]  不過重點就是他重新站起來
[00:03:47.800 --> 00:03:48.960]  他的重點是什麼
[00:03:48.960 --> 00:03:51.640]  他重新站起來
[00:03:51.640 --> 00:03:55.600]  所以神是給人有 second chance
[00:03:55.600 --> 00:03:57.640]  神是給人有機會
[00:03:57.640 --> 00:03:58.400]  再站起來的
[00:03:58.400 --> 00:03:59.800]  這個很重要的重點
[00:03:59.800 --> 00:04:00.800]  開始之前
[00:04:00.800 --> 00:04:02.480]  所以先跟旁邊的人說
[00:04:02.480 --> 00:04:05.160]  神是會給人機會
[00:04:05.160 --> 00:04:06.760]  站起來的
[00:04:06.760 --> 00:04:07.680]  跟旁邊的人說
[00:04:07.680 --> 00:04:08.720]  神給機會
[00:04:08.720 --> 00:04:09.520]  站起來的
[00:04:09.520 --> 00:04:10.840]  很重要
[00:04:10.840 --> 00:04:12.000]  所以這次我們見到
[00:04:12.000 --> 00:04:16.200]  大衛對這個謀朝篡位的叛變
[00:04:16.200 --> 00:04:18.040]  他的回應
[00:04:18.040 --> 00:04:18.920]  不是反應
[00:04:18.920 --> 00:04:20.480]  反應是否驚魯
[00:04:20.480 --> 00:04:21.880]  突然間你的 impulse
[00:04:21.880 --> 00:04:23.720]  回應是想清楚怎麼做
[00:04:23.720 --> 00:04:24.680]  很值得學習
[00:04:24.680 --> 00:04:25.680]  我簡單說
[00:04:25.680 --> 00:04:27.280]  為什麼很重要的回應呢
[00:04:27.280 --> 00:04:30.160]  我們人生都會面對挑戰、攻擊
[00:04:30.160 --> 00:04:32.560]  不義或者黑暗
[00:04:32.560 --> 00:04:34.440]  我們的反應很重要
[00:04:34.440 --> 00:04:35.280]  如果我們的反應是
[00:04:35.280 --> 00:04:37.000]  想清楚才去做
[00:04:37.000 --> 00:04:38.280]  就叫做回應
[00:04:38.280 --> 00:04:39.840]  就例如有個例子
[00:04:39.840 --> 00:04:41.120]  我記得好幾年前
[00:04:41.120 --> 00:04:42.400]  大概忘記在哪裡了
[00:04:42.400 --> 00:04:43.480]  我在吃飯
[00:04:43.480 --> 00:04:44.600]  因為茶餐廳
[00:04:44.600 --> 00:04:46.400]  見到一個媽媽
[00:04:46.400 --> 00:04:47.320]  和一個小朋友
[00:04:47.320 --> 00:04:47.880]  幾歲而已
[00:04:47.880 --> 00:04:49.000]  是她的兒子
[00:04:49.000 --> 00:04:49.360]  在吃東西
[00:04:49.360 --> 00:04:50.560]  突然間小朋友死了
[00:04:50.560 --> 00:04:52.600]  突然間她拿著碗
[00:04:52.600 --> 00:04:54.360]  不知道是捉還是倒
[00:04:54.360 --> 00:04:56.080]  倒在桌上
[00:04:56.080 --> 00:04:57.440]  她媽媽看到
[00:04:57.440 --> 00:04:58.520]  很生氣
[00:04:58.520 --> 00:05:00.160]  你猜她怎樣
[00:05:00.160 --> 00:05:00.960]  馬上罵我
[00:05:00.960 --> 00:05:01.880]  你知不知道她拿著碗
[00:05:01.880 --> 00:05:02.560]  叫你吃東西
[00:05:02.560 --> 00:05:03.080]  浪費東西
[00:05:03.080 --> 00:05:03.720]  不斷罵
[00:05:03.720 --> 00:05:04.240]  我看著看著
[00:05:04.240 --> 00:05:04.520]  嘩
[00:05:04.520 --> 00:05:06.240]  為什麼她罵得這麼生氣
[00:05:06.240 --> 00:05:07.360]  罵了一會
[00:05:07.360 --> 00:05:08.840]  一會
[00:05:08.840 --> 00:05:10.200]  有個男人回頭
[00:05:10.200 --> 00:05:10.880]  跟媽媽說
[00:05:10.880 --> 00:05:12.000]  不好意思
[00:05:12.000 --> 00:05:14.000]  我猜是我剛才走過
[00:05:14.000 --> 00:05:15.680]  踢到她的椅子
[00:05:15.680 --> 00:05:16.280]  你的兒子的椅子
[00:05:16.280 --> 00:05:17.560]  所以掉了
[00:05:17.560 --> 00:05:20.200]  我覺得這能量很有品格
[00:05:20.200 --> 00:05:22.200]  通常人們走得很快
[00:05:22.200 --> 00:05:23.040]  見到媽媽
[00:05:23.040 --> 00:05:24.600]  這麼瘋癲
[00:05:24.600 --> 00:05:25.720]  她媽媽一聽到之後
[00:05:25.720 --> 00:05:27.480]  你猜她媽媽怎樣
[00:05:27.480 --> 00:05:28.400]  罵她
[00:05:28.400 --> 00:05:29.240]  你怎樣走路
[00:05:29.240 --> 00:05:30.280]  撞到我兒子
[00:05:30.280 --> 00:05:32.280]  真的
[00:05:32.280 --> 00:05:33.320]  第一就是
[00:05:33.320 --> 00:05:35.200]  你用不著這樣
[00:05:35.200 --> 00:05:36.320]  第一你見到兒子這樣
[00:05:36.320 --> 00:05:37.720]  你不用這麼大聲
[00:05:37.720 --> 00:05:38.800]  有沒有事發生
[00:05:38.800 --> 00:05:40.040]  你已經幫到他
[00:05:40.040 --> 00:05:40.760]  第二就是
[00:05:40.760 --> 00:05:42.160]  你見到人都這樣道歉
[00:05:42.160 --> 00:05:42.960]  用不著這樣
[00:05:42.960 --> 00:05:44.240]  這種叫做反應
[00:05:44.240 --> 00:05:46.320]  沒有腦袋的反應
[00:05:46.320 --> 00:05:47.440]  這種反應
[00:05:47.440 --> 00:05:48.760]  其實很不合宜
[00:05:48.760 --> 00:05:50.080]  其實倒了就倒了
[00:05:50.080 --> 00:05:51.400]  如果這樣就罵
[00:05:51.400 --> 00:05:53.800]  巴西維尼就很難出來走
[00:05:53.800 --> 00:05:54.640]  如果你認識巴西維尼
[00:05:54.640 --> 00:05:55.760]  她知道你和她吃東西
[00:05:55.760 --> 00:05:56.120]  兩次
[00:05:56.120 --> 00:05:58.320]  有一次都會倒死東西
[00:05:58.320 --> 00:05:59.920]  但她很厲害
[00:05:59.920 --> 00:06:01.840]  那就倒死東西
[00:06:01.840 --> 00:06:02.840]  那怎麼辦呢
[00:06:02.840 --> 00:06:03.120]  好了
[00:06:03.120 --> 00:06:04.560]  今天講了大衛
[00:06:04.560 --> 00:06:05.480]  他面對這些事情
[00:06:05.480 --> 00:06:06.280]  怎樣回應
[00:06:06.280 --> 00:06:07.800]  有幾件事我們都值得學
[00:06:07.800 --> 00:06:08.360]  很值得學
[00:06:08.360 --> 00:06:09.480]  我們看看
[00:06:09.480 --> 00:06:10.840]  頭兩個學習
[00:06:10.840 --> 00:06:11.600]  上次學了
[00:06:11.600 --> 00:06:12.440]  第三個學習
[00:06:12.440 --> 00:06:13.400]  立即看
[00:06:13.400 --> 00:06:13.880]  對
[00:06:13.880 --> 00:06:14.920]  亞瑟龍叛變
[00:06:14.920 --> 00:06:16.280]  謀朝三位造反
[00:06:16.280 --> 00:06:17.880]  有人向大衛報告
[00:06:17.880 --> 00:06:18.360]  這樣說
[00:06:18.360 --> 00:06:19.160]  我們一起讀
[00:06:19.160 --> 00:06:20.160]  一二三
[00:06:20.160 --> 00:06:26.280]  以色列人的心都歸向亞瑟龍叛
[00:06:26.280 --> 00:06:27.760]  相信大衛聽到這個消息
[00:06:27.760 --> 00:06:30.760]  是非常震驚和傷痛
[00:06:30.760 --> 00:06:31.760]  不單止一次
[00:06:31.760 --> 00:06:32.760]  一次又一次
[00:06:32.760 --> 00:06:33.560]  是吧
[00:06:33.560 --> 00:06:34.800]  死了大兒子
[00:06:34.800 --> 00:06:36.920]  接著小兒子
[00:06:36.920 --> 00:06:39.040]  女兒被人強姦
[00:06:39.040 --> 00:06:40.000]  死了大兒子
[00:06:40.000 --> 00:06:40.760]  小兒子走了
[00:06:40.760 --> 00:06:42.640]  我放寬了你
[00:06:42.640 --> 00:06:43.800]  走著龍獅廣道
[00:06:43.800 --> 00:06:44.600]  沒有好教他
[00:06:44.600 --> 00:06:45.800]  他回來
[00:06:45.800 --> 00:06:46.280]  怎樣
[00:06:46.280 --> 00:06:47.800]  我都要殺
[00:06:47.800 --> 00:06:48.920]  一次又一次
[00:06:48.920 --> 00:06:50.000]  很傷痛
[00:06:50.000 --> 00:06:51.920]  面對這樣的沮喪
[00:06:51.920 --> 00:06:53.520]  可以崩潰
[00:06:53.520 --> 00:06:55.520]  可以抑鬱
[00:06:55.520 --> 00:06:57.360]  但是大衛
[00:06:57.360 --> 00:06:59.680]  他有些不同的特質
[00:06:59.680 --> 00:07:01.720]  他立刻有些
[00:07:01.720 --> 00:07:03.440]  很厲害
[00:07:03.440 --> 00:07:05.480]  果斷的決定
[00:07:05.480 --> 00:07:06.160]  他怎樣做
[00:07:06.160 --> 00:07:06.840]  我們一起讀
[00:07:06.840 --> 00:07:07.800]  一二三
[00:07:07.800 --> 00:07:10.200]  大衛就對耶路撒冷
[00:07:10.200 --> 00:07:12.840]  跟隨他的神復說
[00:07:12.840 --> 00:07:15.200]  我們要起來重走
[00:07:15.200 --> 00:07:17.240]  不言都不能躲避
[00:07:17.240 --> 00:07:18.560]  抹殺龍妖
[00:07:18.560 --> 00:07:20.040]  要速速地去
[00:07:20.040 --> 00:07:22.360]  恐怕他不言朗道
[00:07:22.360 --> 00:07:23.880]  加困於我們
[00:07:23.880 --> 00:07:26.400]  用刀殺盡合成的人
[00:07:26.400 --> 00:07:26.960]  先走
[00:07:26.960 --> 00:07:27.600]  第二
[00:07:27.600 --> 00:07:30.080]  怕他合成人都要死
[00:07:30.080 --> 00:07:31.280]  有種分別
[00:07:31.280 --> 00:07:32.000]  為什麼
[00:07:32.000 --> 00:07:33.560]  我們普通時候
[00:07:33.560 --> 00:07:35.440]  天色很藍
[00:07:35.440 --> 00:07:36.440]  沒事沒過
[00:07:36.440 --> 00:07:37.800]  我們人人都一樣
[00:07:37.800 --> 00:07:39.480]  開心心活下去
[00:07:39.480 --> 00:07:41.720]  一個人的分別
[00:07:41.720 --> 00:07:43.920]  是什麼時候見到呢
[00:07:43.920 --> 00:07:47.520]  就是當他遇到危難的時候
[00:07:47.520 --> 00:07:48.920]  危難你才分辨到
[00:07:48.920 --> 00:07:50.840]  那個人本身
[00:07:50.840 --> 00:07:54.760]  他有沒有這種力量回應
[00:07:54.760 --> 00:07:56.160]  而這種力量回應
[00:07:56.160 --> 00:07:58.680]  不是那一天才出現
[00:07:58.680 --> 00:08:00.920]  是他過去多年的訓練
[00:08:00.920 --> 00:08:02.560]  同意嗎
[00:08:02.560 --> 00:08:03.720]  所以他作出來
[00:08:03.720 --> 00:08:04.480]  第一樣東西
[00:08:04.480 --> 00:08:06.320]  果斷的決定
[00:08:06.320 --> 00:08:07.000]  第一走
[00:08:07.000 --> 00:08:08.000]  這幅畫我很喜歡
[00:08:08.000 --> 00:08:08.880]  有點傻傻的
[00:08:08.880 --> 00:08:10.000]  我們再看一次
[00:08:10.000 --> 00:08:10.440]  看著我
[00:08:10.440 --> 00:08:12.440]  走了
[00:08:12.440 --> 00:08:13.280]  留一隻腳
[00:08:13.280 --> 00:08:15.240]  還有東西做
[00:08:15.240 --> 00:08:17.680]  果斷的決定
[00:08:17.680 --> 00:08:18.760]  不是停留在那裡
[00:08:18.760 --> 00:08:20.600]  不是停留在沮喪
[00:08:20.600 --> 00:08:21.680]  我們明白的
[00:08:21.680 --> 00:08:24.120]  是那裡要舒緩
[00:08:24.120 --> 00:08:25.080]  那裡要長大
[00:08:25.080 --> 00:08:26.960]  要頂姐妹
[00:08:26.960 --> 00:08:27.600]  我們也是
[00:08:27.600 --> 00:08:30.600]  但是我們要作決定
[00:08:30.600 --> 00:08:32.760]  作出人要做的那一部分
[00:08:32.760 --> 00:08:34.280]  於是乎他就這樣做了
[00:08:34.280 --> 00:08:35.080]  我們一起讀
[00:08:35.080 --> 00:08:35.920]  一二三
[00:08:35.920 --> 00:08:38.640]  王的臣服對王說
[00:08:38.640 --> 00:08:40.840]  我主錯王所定力
[00:08:40.840 --> 00:08:42.840]  僕人都願進行
[00:08:42.840 --> 00:08:46.480]  於是王帶著全家的人出去了
[00:08:46.480 --> 00:08:49.640]  但後下留個飛奔看守宮殿
[00:08:49.640 --> 00:08:51.240]  留了十個飛奔看守宮殿
[00:08:51.240 --> 00:08:51.960]  明白嗎
[00:08:51.960 --> 00:08:53.320]  我們記住這十個飛奔
[00:08:53.320 --> 00:08:54.480]  第二樣東西要做的
[00:08:54.480 --> 00:08:56.240]  就是不單止我們面對困難
[00:08:56.240 --> 00:08:57.960]  我們要做好我們本分
[00:08:57.960 --> 00:08:59.960]  我們更加要看看
[00:08:59.960 --> 00:09:02.760]  究竟上帝藉著這個情況
[00:09:02.760 --> 00:09:04.920]  有什麼準備
[00:09:04.920 --> 00:09:07.160]  有什麼準備
[00:09:07.160 --> 00:09:09.200]  當時大衛走的時候
[00:09:09.200 --> 00:09:10.720]  他一定會
[00:09:10.720 --> 00:09:11.280]  你看到
[00:09:11.280 --> 00:09:12.520]  你看就知道
[00:09:12.520 --> 00:09:14.040]  他一出去的時候
[00:09:14.040 --> 00:09:17.520]  他看到眾民都跟隨他
[00:09:17.520 --> 00:09:20.160]  而跟隨他去到逃避的時候
[00:09:20.160 --> 00:09:22.600]  有一個地方的人
[00:09:22.600 --> 00:09:23.960]  我用了黃色
[00:09:23.960 --> 00:09:24.960]  叫做什麼人
[00:09:24.960 --> 00:09:26.000]  加特
[00:09:26.000 --> 00:09:26.880]  行不行
[00:09:26.880 --> 00:09:28.240]  為什麼這麼特別呢
[00:09:28.240 --> 00:09:30.520]  為什麼陳牧師特別想說呢
[00:09:30.520 --> 00:09:33.600]  加特跟隨王來了六百人
[00:09:33.600 --> 00:09:34.600]  這個很特別
[00:09:34.600 --> 00:09:36.440]  加特是什麼地方呢
[00:09:36.440 --> 00:09:39.640]  其實是菲律師人的地方
[00:09:39.640 --> 00:09:40.880]  外邦人
[00:09:40.880 --> 00:09:45.760]  當時曾經跟大衛打過交
[00:09:45.760 --> 00:09:47.040]  你明白嗎
[00:09:47.040 --> 00:09:48.240]  又結過盟
[00:09:48.240 --> 00:09:49.080]  不過無論如何
[00:09:49.080 --> 00:09:50.680]  這麼多年之後你發現
[00:09:50.680 --> 00:09:54.840]  有一批不屬於自己種族的人
[00:09:54.840 --> 00:09:55.960]  跟了他
[00:09:55.960 --> 00:09:57.120]  你可以知道
[00:09:57.120 --> 00:09:59.480]  這個領袖是什麼領袖
[00:09:59.480 --> 00:10:00.920]  一定不差吧
[00:10:00.920 --> 00:10:03.440]  連以往的這樣都會跟隨他
[00:10:03.440 --> 00:10:05.320]  好了當時他跟他說
[00:10:05.320 --> 00:10:07.880]  加特人因為你不是我的本族的人
[00:10:07.880 --> 00:10:09.240]  我現在要逃亡
[00:10:09.240 --> 00:10:11.560]  不如你回去
[00:10:11.560 --> 00:10:12.920]  跟新的王
[00:10:12.920 --> 00:10:15.280]  即是說壓沙龍跟他一起
[00:10:15.280 --> 00:10:17.560]  你不要跟我落難
[00:10:17.560 --> 00:10:19.000]  他怎樣跟他說呢
[00:10:19.000 --> 00:10:21.320]  這個加特人的領袖
[00:10:21.320 --> 00:10:23.280]  叫做以太行不行
[00:10:23.280 --> 00:10:24.400]  很多個角色會出來
[00:10:24.400 --> 00:10:25.080]  兩邊
[00:10:25.080 --> 00:10:28.120]  這個事件很厲害
[00:10:28.120 --> 00:10:29.080]  以太這樣說
[00:10:29.080 --> 00:10:29.880]  我們一起讀
[00:10:29.880 --> 00:10:30.800]  一二三
[00:10:30.800 --> 00:10:32.920]  以太對王說
[00:10:32.920 --> 00:10:36.160]  我只穿領身替你王立其誓
[00:10:36.160 --> 00:10:38.640]  又敢在王面前起誓
[00:10:38.640 --> 00:10:39.960]  無論生死
[00:10:39.960 --> 00:10:41.240]  王在那裡
[00:10:41.240 --> 00:10:42.880]  僕人也必在那裡
[00:10:42.880 --> 00:10:43.800]  這幫外國人
[00:10:43.800 --> 00:10:45.520]  他說他指著什麼起誓
[00:10:45.520 --> 00:10:46.600]  耶和華
[00:10:46.600 --> 00:10:47.760]  哇
[00:10:47.760 --> 00:10:50.320]  永生的耶和華
[00:10:50.320 --> 00:10:53.000]  即是他見到大衛有這個特質
[00:10:53.000 --> 00:10:55.320]  見到跟誰
[00:10:55.320 --> 00:10:56.760]  永生的耶和華
[00:10:56.760 --> 00:10:58.880]  有力量有支援
[00:10:58.880 --> 00:11:00.080]  我們信主
[00:11:00.080 --> 00:11:01.640]  一方面我們做好自己本分
[00:11:01.640 --> 00:11:03.120]  要禱告要等候
[00:11:03.120 --> 00:11:04.960]  同時我們要有印證
[00:11:04.960 --> 00:11:08.600]  有些什麼人來到
[00:11:08.600 --> 00:11:09.600]  又不單止是這樣
[00:11:09.600 --> 00:11:10.960]  還有
[00:11:10.960 --> 00:11:12.520]  你見到
[00:11:12.520 --> 00:11:13.920]  撒督
[00:11:13.920 --> 00:11:15.640]  和阿比亞他
[00:11:15.640 --> 00:11:17.000]  是兩個屬靈領袖
[00:11:17.000 --> 00:11:18.240]  你當兩個復師吧
[00:11:18.240 --> 00:11:19.280]  行不行
[00:11:19.280 --> 00:11:21.760]  當時台迷約桂
[00:11:21.760 --> 00:11:24.160]  利美人追著大衛
[00:11:24.160 --> 00:11:24.960]  行不行
[00:11:24.960 --> 00:11:26.760]  你去哪裡我要來到
[00:11:26.760 --> 00:11:27.840]  跟你一起走走
[00:11:27.840 --> 00:11:28.480]  這兩個
[00:11:28.480 --> 00:11:32.080]  當時約桂他們相信神的同儕
[00:11:32.080 --> 00:11:33.960]  就好像你今天揹著十字架
[00:11:33.960 --> 00:11:34.960]  你覺得
[00:11:34.960 --> 00:11:37.040]  感受都不同一點
[00:11:37.040 --> 00:11:40.080]  當然神的同儕不會揹著十字架
[00:11:40.080 --> 00:11:41.600]  神的同儕根本就
[00:11:41.600 --> 00:11:42.760]  你禱告
[00:11:42.760 --> 00:11:43.880]  一起聚集的同儕
[00:11:43.880 --> 00:11:45.800]  不過我們知道這件事
[00:11:45.800 --> 00:11:48.120]  真是有人跟隨他
[00:11:48.120 --> 00:11:50.200]  他知道這樣的緣故
[00:11:50.200 --> 00:11:51.880]  他可以再計劃下一件事
[00:11:51.880 --> 00:11:53.280]  如果他出來完全沒有人跟隨
[00:11:53.280 --> 00:11:54.760]  沒有人支援
[00:11:54.760 --> 00:11:56.280]  他又明白另一件事
[00:11:56.280 --> 00:11:57.160]  大家明白我的意思嗎
[00:11:57.160 --> 00:11:58.120]  明白了吧
[00:11:58.120 --> 00:11:59.960]  就好像在一年多兩年前
[00:11:59.960 --> 00:12:02.480]  我自己都經歷了艱難的時間
[00:12:02.480 --> 00:12:04.040]  如果你來得久
[00:12:04.040 --> 00:12:04.800]  你都知道
[00:12:04.800 --> 00:12:06.760]  我們曾經一年多前
[00:12:06.760 --> 00:12:09.280]  我們給一份報章
[00:12:09.280 --> 00:12:10.600]  錯誤的
[00:12:10.600 --> 00:12:11.680]  失實的報道
[00:12:11.680 --> 00:12:12.960]  並且誣蔑
[00:12:12.960 --> 00:12:16.320]  當然那件事現在看回來就很輕鬆
[00:12:16.320 --> 00:12:17.600]  我們有律師
[00:12:17.600 --> 00:12:18.560]  有會計師
[00:12:18.560 --> 00:12:20.960]  看回他的報道完全失實
[00:12:20.960 --> 00:12:24.240]  並且當時我們立刻澄清
[00:12:24.240 --> 00:12:26.640]  甚至有人說我們要告他
[00:12:26.640 --> 00:12:28.800]  也有代表節目很好
[00:12:28.800 --> 00:12:30.280]  找另一份報紙跟我說
[00:12:30.280 --> 00:12:31.880]  你寫回去吧
[00:12:31.880 --> 00:12:34.240]  找電視台跟我們說
[00:12:34.240 --> 00:12:35.800]  我們就等一等
[00:12:35.800 --> 00:12:37.800]  不過現在看起來很輕鬆
[00:12:37.800 --> 00:12:40.000]  不過當時我覺得真的困難
[00:12:40.000 --> 00:12:40.960]  為甚麼呢
[00:12:40.960 --> 00:12:43.400]  第一報道只有兩個名字
[00:12:43.400 --> 00:12:46.040]  第一個名字叫「雅根堂」
[00:12:46.040 --> 00:12:46.960]  即是「有你粉」
[00:12:46.960 --> 00:12:48.160]  你跟旁邊的人說
[00:12:48.160 --> 00:12:50.640]  「有你粉」
[00:12:50.640 --> 00:12:52.320]  第二有個名字
[00:12:52.320 --> 00:12:54.520]  就是雅根堂的主任牧師
[00:12:54.520 --> 00:12:55.640]  他叫甚麼名字
[00:12:55.640 --> 00:12:57.240]  陳全華
[00:12:57.240 --> 00:12:59.160]  我看起來只有兩個名字
[00:12:59.160 --> 00:13:00.840]  我想還給報章
[00:13:00.840 --> 00:13:05.560]  不如大家一起寫「梁承裕」吧
[00:13:05.560 --> 00:13:09.640]  我覺得很艱難和孤單
[00:13:09.640 --> 00:13:11.520]  為甚麼我會做教會呢
[00:13:11.520 --> 00:13:15.640]  為甚麼會有這麼無聊的指控
[00:13:15.640 --> 00:13:17.680]  當時我同時很溫暖
[00:13:17.680 --> 00:13:18.920]  為甚麼呢
[00:13:18.920 --> 00:13:21.600]  執事牧者很多的支持
[00:13:21.600 --> 00:13:24.040]  他知道的根本不是那件事
[00:13:24.040 --> 00:13:26.360]  很快那天不單是這樣
[00:13:26.360 --> 00:13:27.520]  我們立刻有律師
[00:13:27.520 --> 00:13:28.320]  有會計師檢查
[00:13:28.320 --> 00:13:31.000]  到底他指控是甚麼事
