
[00:00:00.000 --> 00:00:02.000]  奧運節目早晨
[00:04:10.720 --> 00:04:13.520]  馬太的記載就是,是,就是你了
[00:04:13.520 --> 00:04:15.320]  當然奧加爾就沒有這個記載
[00:04:15.320 --> 00:04:16.720]  但是他記住一件事
[00:04:16.720 --> 00:04:19.360]  其實23節真的要領着24節的
[00:04:19.360 --> 00:04:21.760]  因爲23節就說這羣人彼此對問
[00:04:21.760 --> 00:04:24.680]  誰是那25學生
[00:04:24.680 --> 00:04:27.800]  誰出賣耶穌,指他出來
[00:04:27.800 --> 00:04:30.680]  這頓飯就是這樣的情況
[00:04:30.680 --> 00:04:33.000]  就吵架
[00:04:33.000 --> 00:04:34.200]  吵架吵架
[00:04:34.200 --> 00:04:36.360]  很有機會很多人都註明一件事就是
[00:04:36.360 --> 00:04:38.480]  當耶穌說了這個現象
[00:04:38.480 --> 00:04:42.240]  門徒開始要抽出誰是出賣耶穌
[00:04:42.240 --> 00:04:44.440]  就是這個包尾的那個同事
[00:04:44.440 --> 00:04:45.640]  轉過頭
[00:04:45.640 --> 00:04:47.080]  就緊張緊
[00:04:47.080 --> 00:04:50.120]  那誰是老大呢
[00:04:50.120 --> 00:04:51.200]  這件事很奇怪
[00:04:51.200 --> 00:04:53.320]  其實耶穌明明那一刻在說
[00:04:53.320 --> 00:04:54.720]  我快要死了
[00:04:54.720 --> 00:04:55.280]  你明不明白
[00:04:55.280 --> 00:04:59.360]  那些大家長快要過世交代爲足之後
[00:04:59.360 --> 00:05:02.080]  那羣人竟然在想怎麼分家產
[00:05:02.080 --> 00:05:03.080]  那羣門徒竟然在說
[00:05:03.080 --> 00:05:04.920]  耶穌不在的時候,誰是老大
[00:05:04.920 --> 00:05:07.280]  所以接着24節就說門徒裏面
[00:05:07.280 --> 00:05:08.280]  還有一樣東西
[00:05:08.280 --> 00:05:10.520]  他們是不是第一次
[00:05:10.520 --> 00:05:11.960]  不是的
[00:05:11.960 --> 00:05:14.440]  他們的興趣很高
[00:05:14.440 --> 00:05:15.440]  又在這裏
[00:05:15.440 --> 00:05:16.880]  就算是奧加爾在第十章裏面
[00:05:16.880 --> 00:05:18.480]  他們也吵過一次
[00:05:18.480 --> 00:05:19.280]  他們有的是吵過一次
[00:05:19.280 --> 00:05:22.360]  經常差哪一個比哪一個厲害
[00:05:22.360 --> 00:05:25.720]  哪一個是厲害要說了算
[00:05:25.720 --> 00:05:28.040]  這羣學生就在這樣的一個表現裏面
[00:05:28.040 --> 00:05:30.480]  令到耶穌又要再說
[00:05:30.480 --> 00:05:32.440]  有一些人很重視
[00:05:32.440 --> 00:05:35.840]  剛剛今天讀經的三個段落
[00:05:35.840 --> 00:05:40.320]  因爲這個就是在耶穌被賣之前
[00:05:40.320 --> 00:05:42.200]  最後的教導
[00:05:42.200 --> 00:05:44.560]  因爲你設立主堂之後
[00:05:44.560 --> 00:05:45.200]  說完這段話
[00:05:45.200 --> 00:05:46.640]  耶穌去黑沙裏瑪雅園祈禱
[00:05:46.640 --> 00:05:48.360]  祈禱出來就被人捉了
[00:05:48.360 --> 00:05:49.400]  那些人就在說
[00:05:49.400 --> 00:05:51.120]  耶穌最後
[00:05:51.120 --> 00:05:52.160]  立了聖餐之後
[00:05:52.160 --> 00:05:54.320]  最後跟門徒說的是什麼呢
[00:05:54.320 --> 00:05:56.720]  原來第一件事就是要處理他們的吵架
[00:05:56.720 --> 00:05:58.280]  你又搶小凳子
[00:05:58.280 --> 00:06:00.160]  又排位
[00:06:00.160 --> 00:06:01.840]  人是很容易的
[00:06:01.840 --> 00:06:04.080]  當我這個星期再看聖經準備的時候
[00:06:04.080 --> 00:06:05.040]  想起我以前
[00:06:05.040 --> 00:06:06.640]  小時候
[00:06:06.640 --> 00:06:08.800]  考會考
[00:06:08.800 --> 00:06:10.720]  大家都還要考會考
[00:06:10.720 --> 00:06:11.920]  因爲現在是DSE
[00:06:11.920 --> 00:06:13.120]  另一件事情
[00:06:13.120 --> 00:06:13.880]  考會考
[00:06:13.880 --> 00:06:17.920]  那年就有一科是地理科的
[00:06:17.920 --> 00:06:20.400]  我們那一級有100人左右去考地理
[00:06:20.400 --> 00:06:22.120]  老師教得十分好的
[00:06:22.120 --> 00:06:25.280]  於是乎有23個人是拿A的
[00:06:25.280 --> 00:06:26.880]  其實對於全港來說
[00:06:26.880 --> 00:06:30.240]  你知道只有3-5%大約是拿A的
[00:06:30.240 --> 00:06:31.680]  那一年我們有20多%
[00:06:31.680 --> 00:06:32.440]  哇 大家很興奮
[00:06:32.440 --> 00:06:33.360]  老師又開心
[00:06:33.360 --> 00:06:34.800]  同學又高興
[00:06:34.800 --> 00:06:35.560]  其實呢
[00:06:35.560 --> 00:06:37.360]  後來我大概才知道
[00:06:37.360 --> 00:06:38.880]  原來學校年年都差不多
[00:06:38.880 --> 00:06:39.920]  不是我們特別厲害
[00:06:39.920 --> 00:06:41.480]  但是我們那20多個經紀都很厲害
[00:06:41.480 --> 00:06:42.760]  很行很行
[00:06:42.760 --> 00:06:44.240]  但是問題就是
[00:06:44.240 --> 00:06:46.840]  23人都一定有高低的嘛
[00:06:46.840 --> 00:06:47.520]  你明白嗎
[00:06:47.520 --> 00:06:50.560]  沒理由23個都是一樣的厲害
[00:06:50.560 --> 00:06:52.960]  學校也都比較有趣的
[00:06:52.960 --> 00:06:58.560]  當時學校找得到的獎學金都挺多的
[00:06:58.560 --> 00:07:00.440]  不只是全級讀書最厲害的有的
[00:07:00.440 --> 00:07:02.960]  每一科最高分的都可以有的
[00:07:02.960 --> 00:07:05.440]  剛剛在那一年的會考裏面
[00:07:05.440 --> 00:07:06.960]  我又在學校的成績裏面
[00:07:06.960 --> 00:07:07.800]  我自己呢
[00:07:07.800 --> 00:07:09.600]  就是地理科最高分的那個
[00:07:09.600 --> 00:07:12.400]  還拿了這個地理科獎學金
[00:07:12.400 --> 00:07:13.160]  於是乎
[00:07:13.160 --> 00:07:14.600]  形勢就告訴你
[00:07:14.600 --> 00:07:17.600]  我是23個當中最厲害的那個
[00:07:17.600 --> 00:07:19.200]  可能想着牧師你這麼驕傲
[00:07:19.200 --> 00:07:20.680]  說這些出口都挺有意思的
[00:07:20.680 --> 00:07:21.400]  你聽完後面
[00:07:21.400 --> 00:07:23.640]  你就知道我在這裏在懺悔
[00:07:23.640 --> 00:07:25.640]  自然我那一刻覺得自己很厲害的
[00:07:25.640 --> 00:07:26.400]  哇
[00:07:26.400 --> 00:07:28.400]  我是A裏面的A
[00:07:28.400 --> 00:07:30.280]  最好的最好的
[00:07:30.280 --> 00:07:31.040]  很行的
[00:07:31.040 --> 00:07:31.760]  升到上預科
[00:07:31.760 --> 00:07:34.440]  你們都是這樣而已
[00:07:34.440 --> 00:07:37.480]  那種囂張就很自然流露了
[00:07:37.480 --> 00:07:38.880]  但是去到預科
[00:07:38.880 --> 00:07:41.320]  自然又繼續上地理堂
[00:07:41.320 --> 00:07:42.920]  第一堂的
[00:07:42.920 --> 00:07:43.920]  就另一個老師
[00:07:43.920 --> 00:07:47.000]  就是更高級的主任來教我們
[00:07:47.000 --> 00:07:48.880]  第一堂的老師是教書員教我的伴侶
[00:07:48.880 --> 00:07:49.400]  就問
[00:07:49.400 --> 00:07:51.360]  鍾書生你回答吧
[00:07:51.360 --> 00:07:51.880]  我心想
[00:07:51.880 --> 00:07:53.520]  新的我不懂的
[00:07:53.520 --> 00:07:54.320]  那我硬來
[00:07:54.320 --> 00:07:55.640]  回答完就知道糟糕了
[00:07:55.640 --> 00:07:56.760]  就以爲沒事了
[00:07:56.760 --> 00:07:58.000]  第二天又再上堂
[00:07:58.000 --> 00:07:59.600]  鍾書生你繼續吧
[00:07:59.600 --> 00:08:01.160]  我不懂的
[00:08:01.160 --> 00:08:02.600]  然後整個禮拜
[00:08:02.600 --> 00:08:03.920]  應該是兩個禮拜
[00:08:03.920 --> 00:08:06.120]  我一直都在這樣的處境裏面
[00:08:06.120 --> 00:08:06.840]  就
[00:08:06.840 --> 00:08:10.040]  一直是越來越頭低下來的
[00:08:10.040 --> 00:08:13.320]  因爲很怕他什麼時候看到我又叫我
[00:08:13.320 --> 00:08:14.080]  然後也知道
[00:08:14.080 --> 00:08:16.080]  哎呀不要那麼得意了
[00:08:16.080 --> 00:08:16.680]  然後呢
[00:08:16.680 --> 00:08:18.280]  老師就是出fu了
[00:08:18.280 --> 00:08:19.400]  就是拿東西
[00:08:19.400 --> 00:08:21.160]  我第一時間就跑到上面去
[00:08:21.160 --> 00:08:21.920]  有什麼可以幫忙
[00:08:21.920 --> 00:08:24.240]  我可以這次準備好一點
[00:08:24.240 --> 00:08:26.800]  結果過了一個月之後
[00:08:26.800 --> 00:08:29.440]  我完全都不敢想起
[00:08:29.440 --> 00:08:32.160]  我曾經是拿過A的
[00:08:32.160 --> 00:08:33.320]  實在去到那個處境
[00:08:33.320 --> 00:08:33.720]  你知道
[00:08:33.720 --> 00:08:35.760]  原來以往那些東西不算什麼
[00:08:35.760 --> 00:08:37.040]  你自己謙一點
[00:08:37.040 --> 00:08:37.680]  小朋友
[00:08:37.680 --> 00:08:40.080]  就真的是這麼自己說
[00:08:40.080 --> 00:08:42.680]  但是現實人是喜歡比的
[00:08:42.680 --> 00:08:44.760]  我猜人是喜歡比的
[00:08:44.760 --> 00:08:45.760]  比得
[00:08:45.760 --> 00:08:46.680]  他們當時
[00:08:46.680 --> 00:08:48.760]  十二門徒有一個經記知道包尾的了
[00:08:48.760 --> 00:08:49.160]  那個
[00:08:49.160 --> 00:08:50.720]  那個又大
[00:08:50.720 --> 00:08:52.560]  其實一個都要比一比的
[00:08:52.560 --> 00:08:55.040]  而比得的情況主要是當耶穌死了
[00:08:55.040 --> 00:08:56.720]  你明白嗎
[00:08:56.720 --> 00:08:58.040]  耶穌還在的嘛
[00:08:58.040 --> 00:08:59.400]  他們經議說的是
[00:08:59.400 --> 00:09:01.160]  我們哪一個在他不在的時候
[00:09:01.160 --> 00:09:03.680]  我要說是那個
[00:09:03.680 --> 00:09:05.560]  他們生命的眼界和向度
[00:09:05.560 --> 00:09:07.720]  是包括着自己
[00:09:07.720 --> 00:09:08.840]  包括着比較
[00:09:08.840 --> 00:09:10.840]  我猜我們生命裏面都會有
[00:09:10.840 --> 00:09:12.320]  可能我們在給業績
[00:09:12.320 --> 00:09:13.600]  我們在給業績
[00:09:13.600 --> 00:09:14.400]  我們在給
[00:09:14.400 --> 00:09:15.920]  就是我們做出來
[00:09:15.920 --> 00:09:16.960]  有多快
[00:09:16.960 --> 00:09:19.120]  有多爽手
[00:09:19.120 --> 00:09:19.960]  我們在給
[00:09:19.960 --> 00:09:21.240]  多受歡迎
[00:09:21.240 --> 00:09:21.920]  我們在給
[00:09:21.920 --> 00:09:23.160]  我們找到多少客
[00:09:23.160 --> 00:09:24.080]  我們在給
[00:09:24.080 --> 00:09:26.000]  分店開得越來越多
[00:09:26.000 --> 00:09:27.760]  我們可能會越來越多東西給
[00:09:27.760 --> 00:09:28.840]  我們在給我的兒子
[00:09:28.840 --> 00:09:30.320]  我的女兒讀書成績如何
[00:09:30.320 --> 00:09:32.920]  我們在給她有多高有多大
[00:09:32.920 --> 00:09:34.360]  很多東西我們都會給的
[00:09:34.360 --> 00:09:36.040]  就是繼續下去
[00:09:36.040 --> 00:09:37.840]  甚至去到我們退休了
[00:09:37.840 --> 00:09:39.120]  都還可以繼續給
[00:09:39.120 --> 00:09:40.120]  因爲不用再給兒子
[00:09:40.120 --> 00:09:41.800]  還給孫子
[00:09:41.800 --> 00:09:43.760]  我們可以繼續給
[00:09:43.760 --> 00:09:44.640]  但是
[00:09:44.640 --> 00:09:46.400]  如果你看回今天的聖經
[00:09:46.400 --> 00:09:48.600]  耶穌很想提醒一件事
[00:09:48.600 --> 00:09:50.160]  如果我們不斷地在給
[00:09:50.160 --> 00:09:51.600]  要找出哪個最大
[00:09:51.600 --> 00:09:52.960]  最重要是想找到自己最大
[00:09:52.960 --> 00:09:54.680]  你明白嗎
[00:09:54.680 --> 00:09:56.560]  其實不是他的心意
[00:09:56.560 --> 00:09:57.680]  他不是說這件事
[00:09:57.680 --> 00:09:59.800]  他反過來告訴你一件事
[00:09:59.800 --> 00:10:01.240]  其實反過來作首令的
[00:10:01.240 --> 00:10:02.520]  你要服侍人
[00:10:02.520 --> 00:10:05.000]  你要做大的拜託先做小
[00:10:05.000 --> 00:10:06.480]  你生命的向度和眼界
[00:10:06.480 --> 00:10:07.960]  不是在一個比較裏面
[00:10:07.960 --> 00:10:09.280]  你生命和眼界裏面
[00:10:09.280 --> 00:10:11.200]  不是說我怎麼高過你
[00:10:11.200 --> 00:10:12.800]  我是因主
[00:10:12.800 --> 00:10:13.560]  OK
[00:10:13.560 --> 00:10:15.720]  這一輪香港人很不喜歡聽到
[00:10:15.720 --> 00:10:17.400]  因主心態這些東西
[00:10:17.400 --> 00:10:20.080]  我們很敏感的
[00:10:20.080 --> 00:10:21.640]  但是耶穌提的一件事就是
[00:10:21.640 --> 00:10:22.960]  你不要想
[00:10:22.960 --> 00:10:23.680]  不要想
[00:10:23.680 --> 00:10:25.240]  你怎麼去說事
[00:10:25.240 --> 00:10:26.920]  請你反過來
[00:10:26.920 --> 00:10:29.040]  想想你可以爲人做些什麼
[00:10:29.040 --> 00:10:31.080]  做大的先做小
[00:10:31.080 --> 00:10:34.600]  生命眼界由比較轉成爲付出
[00:10:34.600 --> 00:10:36.320]  他在想有什麼機會我可以
[00:10:36.320 --> 00:10:37.400]  我可以去做
[00:10:37.400 --> 00:10:38.520]  有什麼機會我可以在
[00:10:38.520 --> 00:10:40.720]  甚至最基層最底的裏面
[00:10:40.720 --> 00:10:43.720]  讓有需要的人得到滿足
[00:10:43.720 --> 00:10:46.480]  剛纔這兩個星期你在說的食德福
[00:10:46.480 --> 00:10:49.080]  稍後有沒有你份去宣傳的
[00:10:49.080 --> 00:10:49.480]  有的
[00:10:49.480 --> 00:10:52.080]  有份我會回應
[00:10:52.080 --> 00:10:52.960]  還是
[00:10:52.960 --> 00:10:54.320]  我也有份宣傳的
[00:10:54.320 --> 00:10:54.880]  搞定
[00:10:54.880 --> 00:10:56.920]  不要再煩我
[00:10:56.920 --> 00:10:58.720]  那些東西留給老人家的
[00:10:58.720 --> 00:11:00.680]  都是65歲的
[00:11:00.680 --> 00:11:01.840]  星期六早上
[00:11:01.840 --> 00:11:02.600]  九點鐘
[00:11:02.600 --> 00:11:03.320]  還沒睡醒
[00:11:03.320 --> 00:11:04.440]  拜託不要搞到我
[00:11:04.440 --> 00:11:05.320]  一個月一次啊
[00:11:05.320 --> 00:11:06.200]  哎呀都不好啦
[00:11:06.200 --> 00:11:09.160]  一年一次都想想的
[00:11:09.160 --> 00:11:10.080]  或者甚至
[00:11:10.080 --> 00:11:11.480]  因爲實際上整個食德福
[00:11:11.480 --> 00:11:12.160]  不是
[00:11:12.160 --> 00:11:16.600]  不是做一件我們很會和習慣做
[00:11:16.600 --> 00:11:18.840]  我們真的是帶着戰經在做的
[00:11:18.840 --> 00:11:20.360]  一個月我們都一次
[00:11:20.360 --> 00:11:22.360]  有聚會走在一起
[00:11:22.360 --> 00:11:23.160]  其他的時候呢
[00:11:23.160 --> 00:11:26.560]  其實我們還需要每個星期在頂智匯幫忙派東西的
[00:11:26.560 --> 00:11:29.000]  到時參加的成員
[00:11:29.000 --> 00:11:30.160]  進來我們教會
[00:11:30.160 --> 00:11:31.800]  我們會
[00:11:31.800 --> 00:11:32.680]  真是白白得來
[00:11:32.680 --> 00:11:33.840]  白白地寫去
[00:11:33.840 --> 00:11:35.080]  我們拿到的東西
[00:11:35.080 --> 00:11:36.520]  剛纔Daniel提到
[00:11:36.520 --> 00:11:38.880]  我們找了骰骰堂這個機構
[00:11:38.880 --> 00:11:41.760]  他們在香港裏面收集了很多
[00:11:41.760 --> 00:11:43.600]  不是廚餘來的
[00:11:43.600 --> 00:11:45.800]  還沒去到要整的
[00:11:45.800 --> 00:11:47.760]  一些很原始的
[00:11:47.760 --> 00:11:49.560]  食物的素材
[00:11:49.560 --> 00:11:51.440]  他們有多的就會拿過來
[00:11:51.440 --> 00:11:52.920]  然後分發給我們
[00:11:52.920 --> 00:11:55.440]  我們就想這樣白白地寫去
[00:11:55.440 --> 00:11:56.160]  寫去的時候
[00:11:56.160 --> 00:11:57.120]  我們都很期望
[00:11:57.120 --> 00:11:58.520]  去到都有需要的人
[00:11:58.520 --> 00:12:00.800]  到時每個星期我們都在說一樣東西
[00:12:00.800 --> 00:12:02.400]  我們都要有人幫忙派的
[00:12:02.400 --> 00:12:03.320]  來到有登記的
[00:12:03.320 --> 00:12:05.000]  怎麼幫他維持秩序的
[00:12:05.000 --> 00:12:06.720]  可能你的笑容帶着他
[00:12:06.720 --> 00:12:07.960]  送給他
[00:12:07.960 --> 00:12:09.440]  說多兩句
[00:12:09.440 --> 00:12:11.080]  這個淪陷
[00:12:11.080 --> 00:12:14.640]  就讓我也成爲他的好淪陷
[00:12:14.640 --> 00:12:17.840]  誰願作首領的先作服侍人
[00:12:17.840 --> 00:12:19.160]  其實不是永遠在說
[00:12:19.160 --> 00:12:20.120]  我未來要說了
[00:12:20.120 --> 00:12:22.920]  所以現在就跪地祈諸那都做下
[00:12:22.920 --> 00:12:25.160]  而是在說我們生命的心態
[00:12:25.160 --> 00:12:27.080]  要離開一個高高在上
[00:12:27.080 --> 00:12:28.680]  或者我比別人厲害
[00:12:28.680 --> 00:12:29.840]  那個比較
[00:12:29.840 --> 00:12:33.160]  而去到我是在看人的需要
[00:12:33.160 --> 00:12:35.640]  我願意付出
[00:12:35.640 --> 00:12:37.080]  我看到人的需要
[00:12:37.080 --> 00:12:38.320]  我願意付出
[00:12:38.320 --> 00:12:39.720]  不計較
[00:12:39.720 --> 00:12:41.880]  甚至去到患難的時候
[00:12:41.880 --> 00:12:43.080]  與耶穌同在
[00:12:43.080 --> 00:12:46.320]  或者與那些患難的人一起陪伴
[00:12:46.320 --> 00:12:52.280]  這就是上帝耶穌在最後的一個教導裏面
[00:12:52.280 --> 00:12:53.840]  第一樣
[00:12:53.840 --> 00:12:57.400]  讓我們成爲一個服侍人的人
[00:12:57.400 --> 00:12:59.720]  作服侍的人
[00:12:59.720 --> 00:13:02.320]  是耶穌最後的一個提醒
[00:13:02.320 --> 00:13:04.800]  可能會在想提誰
[00:13:04.800 --> 00:13:06.760]  如果你繼續放下了那些
[00:13:06.760 --> 00:13:08.280]  《聖經》分段
[00:13:08.280 --> 00:13:09.600]  彼得不認主的時候
[00:13:09.600 --> 00:13:10.600]  你會發現
[00:13:10.600 --> 00:13:11.280]  很有機會
[00:13:11.280 --> 00:13:12.440]  不一定的
[00:13:12.440 --> 00:13:13.120]  不過很有機會
[00:13:13.120 --> 00:13:14.720]  如果按照上文來說
[00:13:14.720 --> 00:13:19.160]  耶穌處理了他們爭論誰偉大的說話之後
[00:13:19.160 --> 00:13:20.200]  他就轉過頭來
[00:13:20.200 --> 00:13:22.480]  就和誰說的
[00:13:22.480 --> 00:13:23.240]  彼得
[00:13:23.240 --> 00:13:24.520]  西門
[00:13:24.520 --> 00:13:25.440]  西門啊西門
[00:13:25.440 --> 00:13:28.480]  撒旦要得罪你好像西墨字那樣厲害
[00:13:28.480 --> 00:13:30.480]  在廣東話裏面的西字用的挺好的
[00:13:30.480 --> 00:13:32.160]  喫完字那樣厲害
[00:13:32.160 --> 00:13:33.520]  但我已經爲你祈求
[00:13:33.520 --> 00:13:34.520]  要你不辭於信心
[00:13:34.520 --> 00:13:37.520]  你回頭以後要兼顧你的弟兄
[00:13:37.520 --> 00:13:38.280]  會不會
[00:13:38.280 --> 00:13:40.640]  是一個很多人的估計
[00:13:40.640 --> 00:13:42.000]  但也很有可能
[00:13:42.000 --> 00:13:44.400]  當日那十一個爭大佬
[00:13:44.400 --> 00:13:46.960]  最覺得有型的就是彼得
[00:13:46.960 --> 00:13:48.880]  因爲耶穌有一個很普通的教導
[00:13:48.880 --> 00:13:50.000]  人人都要聽之後
[00:13:50.000 --> 00:13:52.560]  他特別去提一提彼得
[00:13:52.560 --> 00:13:53.960]  彼得你小心點
[00:13:53.960 --> 00:13:56.640]  你是會有機會被受敵攻擊跌倒的
[00:13:56.640 --> 00:13:57.960]  不過你定點來
[00:13:57.960 --> 00:13:59.960]  你回頭以後還要兼顧弟兄
[00:13:59.960 --> 00:14:02.120]  會不會當日在那個處境裏面
