
[00:00:00.000 --> 00:00:01.520]  各位電影姐妹早晨
[00:05:19.840 --> 00:05:25.840]  他就當在智慧的溫柔上顯出他的善行來」
[00:05:25.840 --> 00:05:27.240]  可以看到屬靈的智慧
[00:05:27.240 --> 00:05:29.720]  並不是智慧的指數有多高
[00:05:29.720 --> 00:05:31.960]  更加不是憑口說的
[00:05:31.960 --> 00:05:33.160]  而是甚麼?
[00:05:33.160 --> 00:05:35.200]  是生命
[00:05:35.200 --> 00:05:39.160]  就是在生活裏流露出來的生命
[00:05:39.160 --> 00:05:43.240]  屬靈智慧並不是在於你的說話裏面
[00:05:43.240 --> 00:05:45.480]  而是在於你的行為裏面
[00:05:45.480 --> 00:05:51.080]  屬靈智慧並不在於你所擁有的文憑或者證書
[00:05:51.080 --> 00:05:55.720]  而是在於你所走出來的善行那裏
[00:05:55.720 --> 00:05:59.320]  因此屬靈智慧其實是從你生活裏面
[00:05:59.320 --> 00:06:04.840]  所投射出來的一個生命的彰顯
[00:06:04.840 --> 00:06:06.680]  亞國書三章十三節
[00:06:06.680 --> 00:06:09.760]  聖經以智慧為題
[00:06:09.760 --> 00:06:11.520]  分別將兩種的概念
[00:06:11.520 --> 00:06:13.640]  就是智慧與善行
[00:06:13.640 --> 00:06:18.200]  和智慧與溫柔的關係連結在一起
[00:06:18.200 --> 00:06:22.120]  「誰是有智慧有見識的呢?
[00:06:22.120 --> 00:06:27.600]  他就當在智慧的溫柔上顯出他的善行來」
[00:06:27.600 --> 00:06:30.880]  屬靈智慧會產生善行
[00:06:30.880 --> 00:06:34.160]  而屬靈智慧的特徵原來是甚麼?
[00:06:34.160 --> 00:06:37.720]  是謙卑
[00:06:37.720 --> 00:06:39.400]  首先第一個觀念
[00:06:39.400 --> 00:06:42.640]  就是智慧與善行的關係
[00:06:42.640 --> 00:06:45.720]  亞國書在這裏強烈地提醒我們每一個
[00:06:45.720 --> 00:06:48.920]  當我們明白我們的信心
[00:06:48.920 --> 00:06:51.440]  是要顯明在我們行為的時候
[00:06:51.440 --> 00:06:55.360]  真正的智慧其實與信心是一樣的
[00:06:55.360 --> 00:06:57.240]  是與我們的生活方式
[00:06:57.240 --> 00:07:01.160]  我們的所言所行息息相關
[00:07:01.160 --> 00:07:03.640]  由屬靈智慧所帶出來的行為
[00:07:03.640 --> 00:07:08.480]  必然能夠顯出神的美與善
[00:07:08.480 --> 00:07:11.400]  但聖經亞國書在這裏更加有趣
[00:07:11.400 --> 00:07:13.080]  將第二個觀念
[00:07:13.080 --> 00:07:16.440]  就是智慧與溫柔連結在一起
[00:07:16.440 --> 00:07:19.120]  成為了在三章十三節裏所說
[00:07:19.120 --> 00:07:21.080]  「在智慧的溫柔上」
[00:07:21.080 --> 00:07:25.720]  大家知不知道在說甚麼?
[00:07:25.720 --> 00:07:32.040]  溫柔原來所說的就是「柔和謙卑」
[00:07:32.040 --> 00:07:33.320]  主耶穌自己怎麼說?
[00:07:33.320 --> 00:07:36.800]  祂說我心裏「柔和謙卑」
[00:07:36.800 --> 00:07:40.280]  「柔和謙卑」正顯出主耶穌的溫柔
[00:07:40.280 --> 00:07:43.000]  主耶穌基督的聖情
[00:07:43.000 --> 00:07:43.480]  為甚麼?
[00:07:43.480 --> 00:07:46.200]  聖經將這兩個在表面上
[00:07:46.200 --> 00:07:49.040]  似乎風馬牛不相及的元素
[00:07:49.040 --> 00:07:52.120]  智慧、溫柔
[00:07:52.120 --> 00:07:53.400]  將它們結合
[00:07:53.400 --> 00:07:55.000]  將它們擺放在一起
[00:07:55.000 --> 00:07:57.560]  為甚麼?
[00:07:57.560 --> 00:08:00.720]  原來神是很希望直接地提醒我們
[00:08:00.720 --> 00:08:02.920]  「柔和謙卑」
[00:08:02.920 --> 00:08:07.720]  卻是屬靈智慧的一個很重要的特徵
[00:08:07.720 --> 00:08:10.040]  在「智慧的溫柔上」這一句
[00:08:10.040 --> 00:08:13.200]  本身是用來形容善行的
[00:08:13.200 --> 00:08:13.880]  大家留意
[00:08:13.880 --> 00:08:16.040]  是形容善行的
[00:08:16.040 --> 00:08:19.120]  是指出這些從上頭而來的智慧
[00:08:19.120 --> 00:08:21.240]  所產生的善行
[00:08:21.240 --> 00:08:23.920]  它必然會有一種特質
[00:08:23.920 --> 00:08:26.360]  這種特質就是甚麼?
[00:08:26.360 --> 00:08:29.840]  「柔和謙卑」
[00:08:29.840 --> 00:08:30.520]  換句話說
[00:08:30.520 --> 00:08:32.040]  「柔和謙卑」
[00:08:32.040 --> 00:08:35.560]  正是從屬靈智慧所產生出來的行為
[00:08:35.560 --> 00:08:39.840]  一個品牌和標記
[00:08:39.840 --> 00:08:41.240]  大家知道甚麼是品牌
[00:08:41.240 --> 00:08:43.760]  甚麼是標記了
[00:08:43.760 --> 00:08:47.480]  即是「柔和謙卑」這個品牌和標記
[00:08:47.480 --> 00:08:49.600]  就知道這個人
[00:08:49.600 --> 00:08:51.320]  他裏面所擁有的
[00:08:51.320 --> 00:08:54.480]  是不是屬靈智慧
[00:08:54.480 --> 00:08:55.840]  讓我舉一個例子
[00:08:55.840 --> 00:08:57.720]  大家知道甚麼是iPhone嗎?
[00:08:57.720 --> 00:09:00.200]  iPhone知道了
[00:09:00.200 --> 00:09:03.200]  iPhone是哪間公司的出品呢?
[00:09:03.200 --> 00:09:05.200]  蘋果
[00:09:05.200 --> 00:09:07.680]  所以蘋果出品的每一個電話
[00:09:07.680 --> 00:09:09.160]  都叫做甚麼呢?
[00:09:09.160 --> 00:09:11.400]  iPhone
[00:09:11.400 --> 00:09:13.360]  兩者是分不開的
[00:09:13.360 --> 00:09:14.880]  在世界上你找不到一部
[00:09:14.880 --> 00:09:18.760]  由Samsung出產的iPhone
[00:09:18.760 --> 00:09:23.000]  又或者由Apple出產的Galaxy S5
[00:09:23.000 --> 00:09:25.320]  現在最新的一部
[00:09:25.320 --> 00:09:27.400]  你找不到的
[00:09:27.400 --> 00:09:31.160]  當一個人他擁有著真正屬靈智慧的時候
[00:09:31.160 --> 00:09:34.840]  你必然會在他的身上見到甚麼呢?
[00:09:34.840 --> 00:09:38.680]  「柔和謙卑」
[00:09:38.680 --> 00:09:40.920]  不過大家不可不知
[00:09:40.920 --> 00:09:45.240]  「柔和謙卑」這個屬靈智慧的品牌和標記
[00:09:45.240 --> 00:09:47.600]  原來在耶穌的時代
[00:09:47.600 --> 00:09:51.800]  並不是一種值得追求的美德
[00:09:51.800 --> 00:09:53.520]  因為「柔和謙卑」
[00:09:53.520 --> 00:09:54.840]  其實本身有個意思
[00:09:54.840 --> 00:09:59.520]  就是含有卑鬱、不顯揚、被降格
[00:09:59.520 --> 00:10:00.080]  即是甚麼呢?
[00:10:00.080 --> 00:10:03.040]  「被降呢」的意思
[00:10:03.040 --> 00:10:06.160]  但心裡「柔和謙卑」的主耶穌基督
[00:10:06.160 --> 00:10:09.400]  祂正在《馬太福音》第五章五節宣告
[00:10:09.400 --> 00:10:12.440]  祂是希望每一個他的跟隨者
[00:10:12.440 --> 00:10:15.640]  好像他一樣
[00:10:15.640 --> 00:10:19.840]  成為一個「柔和謙卑」的人
[00:10:19.840 --> 00:10:22.040]  究竟在《亞各書》三章十三節
[00:10:22.040 --> 00:10:23.720]  在智慧的溫柔上
[00:10:23.720 --> 00:10:25.960]  所顯出的善行
[00:10:25.960 --> 00:10:28.160]  所說的是甚麼呢?
[00:10:28.160 --> 00:10:28.760]  到大家了
[00:10:28.760 --> 00:10:32.360]  請大家幫我讀三章十七到十八節
[00:10:32.360 --> 00:10:34.440]  十七到十八節
[00:10:34.440 --> 00:10:35.920]  預備起
[00:10:54.440 --> 00:10:55.920]  好,謝謝
[00:10:55.920 --> 00:10:59.280]  大家有沒有玩過三菱鏡?
[00:10:59.280 --> 00:11:00.280]  有吧
[00:11:00.280 --> 00:11:05.000]  這個是我托師母在學校借回來的道具
[00:11:05.000 --> 00:11:11.160]  當一束從天上的太陽而來的一束陽光
[00:11:11.160 --> 00:11:13.400]  射在這塊三菱鏡的時候
[00:11:13.400 --> 00:11:16.560]  會發生甚麼事呢?
[00:11:16.560 --> 00:11:20.600]  這一束的陽光就會折射出七種的色彩
[00:11:20.600 --> 00:11:21.840]  哪七種呢?
[00:11:21.840 --> 00:11:24.880]  紅、橙、黃、綠、青、藍
[00:11:24.880 --> 00:11:27.440]  指七種的色彩
[00:11:27.440 --> 00:11:31.840]  同樣《亞各書》在三章十七到十八節就指出
[00:11:31.840 --> 00:11:36.040]  我們每一個人原來都是一塊三菱鏡
[00:11:36.040 --> 00:11:38.080]  而從上頭而來的智慧
[00:11:38.080 --> 00:11:41.120]  就好像一束從太陽而來的光
[00:11:41.120 --> 00:11:42.920]  射向我們這個人
[00:11:42.920 --> 00:11:45.080]  這塊三菱鏡的時候
[00:11:45.080 --> 00:11:49.560]  會產生甚麼效果呢?
[00:11:49.560 --> 00:11:53.400]  原來屬靈的智慧從上頭而來的智慧
[00:11:53.400 --> 00:11:54.600]  在我這個身上
[00:11:54.600 --> 00:11:57.320]  在我們作為人這塊三菱鏡的身上
[00:11:57.320 --> 00:12:00.320]  會折射出七種的善行
[00:12:00.320 --> 00:12:02.320]  七種的生命色彩
[00:12:02.320 --> 00:12:03.360]  大家留意
[00:12:03.360 --> 00:12:05.480]  先以清潔為首
[00:12:05.480 --> 00:12:07.880]  接著就是和平
[00:12:07.880 --> 00:12:09.360]  溫良柔順
[00:12:09.360 --> 00:12:11.200]  沒有憐憫
[00:12:11.200 --> 00:12:12.680]  多潔善果
[00:12:12.680 --> 00:12:14.440]  沒有偏見
[00:12:14.440 --> 00:12:15.280]  沒有假冒
[00:12:15.280 --> 00:12:16.280]  是不是七樣呢?
[00:12:16.280 --> 00:12:20.960]  七種真正屬靈智慧生命的色彩
[00:12:20.960 --> 00:12:23.000]  究竟裡面在說甚麼呢?
[00:12:23.000 --> 00:12:25.240]  原來清潔所說的第一樣
[00:12:25.240 --> 00:12:28.440]  就是這個人的行為可靠
[00:12:28.440 --> 00:12:29.400]  誠實
[00:12:29.400 --> 00:12:30.480]  正直
[00:12:30.480 --> 00:12:33.200]  在生活上分別為性
[00:12:33.200 --> 00:12:36.360]  對神一心一意
[00:12:36.360 --> 00:12:38.880]  不受世俗所玷污
[00:12:38.880 --> 00:12:40.960]  如果你擁有真正屬靈的智慧
[00:12:40.960 --> 00:12:44.000]  你就會以真誠來待人
[00:12:44.000 --> 00:12:47.160]  我們知道人際關係裡面要建立信任
[00:12:47.160 --> 00:12:49.760]  和尊重的基礎上
[00:12:49.760 --> 00:12:52.800]  清潔的人從來不用擔心
[00:12:52.800 --> 00:12:55.800]  自己會有甚麼秘密被人發現
[00:12:55.800 --> 00:12:58.480]  因為他從來不會對家講一套
[00:12:58.480 --> 00:13:01.120]  對月就講另一套
[00:13:01.120 --> 00:13:04.200]  一個清潔、正直、誠實的人
[00:13:04.200 --> 00:13:07.480]  他自己會除去所有暗晦的動機
[00:13:07.480 --> 00:13:10.000]  坦然面對神
[00:13:10.000 --> 00:13:11.880]  面對人
[00:13:11.880 --> 00:13:13.880]  第二種生命色彩是甚麼呢?
[00:13:13.880 --> 00:13:15.440]  和平
[00:13:15.440 --> 00:13:18.280]  屬靈智慧亦都會使人成為一個
[00:13:18.280 --> 00:13:20.480]  締造和平的人
[00:13:20.480 --> 00:13:23.720]  真正的和平是指緊人與人
[00:13:23.720 --> 00:13:26.040]  人與神彼此之間
[00:13:26.040 --> 00:13:28.560]  不單止不再為仇敵
[00:13:28.560 --> 00:13:30.480]  更加會有著一個正常
[00:13:30.480 --> 00:13:34.040]  互相建立生命的關係
[00:13:34.040 --> 00:13:36.920]  另外和傲慢、離間
[00:13:36.920 --> 00:13:38.720]  孤立別人
[00:13:38.720 --> 00:13:40.160]  輕視他人
[00:13:40.160 --> 00:13:42.880]  或者教唆他人與其他人不和
[00:13:42.880 --> 00:13:44.760]  剛剛相反
[00:13:44.760 --> 00:13:48.400]  屬靈智慧總是會促進人與神
[00:13:48.400 --> 00:13:51.200]  和人與人之間和平的關係
[00:13:51.200 --> 00:13:55.480]  並且能夠在群體裏建立和睦
[00:13:55.480 --> 00:13:57.200]  第三種是甚麼呢?
[00:13:57.200 --> 00:13:58.680]  溫涼柔順
[00:13:58.680 --> 00:14:02.880]  意味著一個人的寬宏大量卻不固執
[00:14:02.880 --> 00:14:06.800]  樂於聆聽別人合理的意見
[00:14:06.800 --> 00:14:12.000]  並且能夠通情達理地發愛私恩
[00:14:12.000 --> 00:14:15.480]  這個人能夠顧及別人的感受
[00:14:15.480 --> 00:14:17.840]  人經常犯的錯誤是甚麼呢?
[00:14:17.840 --> 00:14:21.280]  就是當我與你之間有不同意見的時候
[00:14:21.280 --> 00:14:25.280]  我總是覺得你不對的,是嗎?
[00:14:25.280 --> 00:14:27.680]  不過溫涼柔順的人
[00:14:27.680 --> 00:14:31.480]  卻不會貶抑別人的感受
[00:14:31.480 --> 00:14:35.200]  他不一定要完全接受他人的想法
[00:14:35.200 --> 00:14:39.840]  但至少他可以用同理心去理解別人
[00:14:39.840 --> 00:14:42.480]  第四樣,滿有憐憫
[00:14:42.480 --> 00:14:46.840]  所說的就是我們能夠對一些落魄、潦倒的人
[00:14:46.840 --> 00:14:49.240]  有一份仁慈
[00:14:49.240 --> 00:14:54.240]  即是就算這個潦倒的人
[00:14:54.240 --> 00:14:57.200]  他自己是自討苦吃
[00:14:57.200 --> 00:14:59.440]  是他自己找回來的這些苦
[00:14:59.440 --> 00:15:00.640]  也好
[00:15:00.640 --> 00:15:06.200]  但我們仍然願意對他有一份憐憫和同情
[00:15:06.200 --> 00:15:08.600]  這正是神仁慈的寫照
[00:15:08.600 --> 00:15:12.720]  憐憫、同情不單會淋到那些含冤莫白的人
[00:15:12.720 --> 00:15:18.000]  連那些因為一己之錯而要受苦的
[00:15:18.000 --> 00:15:21.040]  我們都對他一視同仁
[00:15:21.040 --> 00:15:23.600]  以仁慈來待他
[00:15:23.600 --> 00:15:25.400]  第五樣是甚麼呢?
[00:15:25.400 --> 00:15:27.760]  多潔善果
[00:15:27.760 --> 00:15:32.040]  所說的就是能夠產生對人一份實際的幫助
[00:15:32.040 --> 00:15:33.880]  面對有需要的人的時候
[00:15:33.880 --> 00:15:36.240]  我們不應該只是說「我很同情你的遭遇」
[00:15:36.240 --> 00:15:38.400]  然後「拜拜」
[00:15:38.400 --> 00:15:44.040]  它是要更加用實際的行動來回應這個有需要的人
[00:15:44.040 --> 00:15:48.400]  若果我們沒有對受苦的人伸出援手的時候
[00:15:48.400 --> 00:15:52.000]  我們絕對沒有資格說自己有人慈
[00:15:52.000 --> 00:15:59.400]  多潔善果的人就會以實際的行動來回應有需要的人的需要
[00:15:59.400 --> 00:16:01.360]  第六種色彩是甚麼呢?
[00:16:01.360 --> 00:16:03.000]  不偏見
[00:16:03.000 --> 00:16:05.120]  所說的就是沒有偏私
[00:16:05.120 --> 00:16:07.720]  不會偏袒於某人
[00:16:07.720 --> 00:16:09.320]  他不會搖擺不定
[00:16:09.320 --> 00:16:11.040]  他不會優柔寡斷
[00:16:11.040 --> 00:16:13.360]  更加不會深懷疑義
[00:16:13.360 --> 00:16:16.600]  他本人會有自己的主見
[00:16:16.600 --> 00:16:21.480]  擁有擇善而固執的一份性情
[00:16:21.480 --> 00:16:24.080]  有些人會以為自己做長頭草
[00:16:24.080 --> 00:16:25.480]  讓自己沒有立場
[00:16:25.480 --> 00:16:27.200]  一個聰明的表現
[00:16:27.200 --> 00:16:29.280]  但到最後他會發現
[00:16:29.280 --> 00:16:31.320]  只會兩頭都不到岸
[00:16:31.320 --> 00:16:33.160]  失去所有
[00:16:33.160 --> 00:16:34.960]  但不偏見的人
[00:16:34.960 --> 00:16:39.160]  他會由始至終都會指定自己的立場
[00:16:39.160 --> 00:16:41.960]  最後一種色彩是甚麼呢?
[00:16:41.960 --> 00:16:43.120]  不假冒
[00:16:43.120 --> 00:16:44.640]  意思就是不虛偽
[00:16:44.640 --> 00:16:46.000]  不裝作
[00:16:46.000 --> 00:16:47.120]  不欺詐
[00:16:47.120 --> 00:16:50.840]  不以假冒為善的手段來達到目的
[00:16:50.840 --> 00:16:54.960]  他是以絕對的誠實和別人交往
[00:16:54.960 --> 00:16:56.880]  他願意將真正的自己
[00:16:56.880 --> 00:16:58.800]  就是自己的罪
[00:16:58.800 --> 00:17:01.000]  和自己的過失
[00:17:01.000 --> 00:17:03.560]  誠實和開放
[00:17:03.560 --> 00:17:06.600]  這個人他知道自己沒有可能完美
[00:17:06.600 --> 00:17:08.520]  也不會達到完美
[00:17:08.520 --> 00:17:12.280]  但他卻不會假裝完美
[00:17:12.280 --> 00:17:14.440]  人總是扮演著
[00:17:14.440 --> 00:17:17.400]  其他人所期望的自己
[00:17:17.400 --> 00:17:20.560]  但不假冒的人卻不會逞強
[00:17:20.560 --> 00:17:24.120]  並且承認自己的軟弱
[00:17:24.120 --> 00:17:25.720]  聖經《雅各書》在這裡講明了
[00:17:25.720 --> 00:17:27.640]  從上頭而來的智慧
[00:17:27.640 --> 00:17:30.560]  透過人這一塊的三靈鏡
[00:17:30.560 --> 00:17:34.040]  所致射出七種生命的色彩之後
[00:17:34.040 --> 00:17:35.600]  接著在第十八節
[00:17:35.600 --> 00:17:38.440]  聖經就用了一句話勸勉我們
[00:17:38.440 --> 00:17:39.360]  我們一起讀
[00:17:39.360 --> 00:17:40.960]  三章十八節
[00:17:40.960 --> 00:17:42.520]  預備起
[00:17:42.520 --> 00:17:48.200]  (聖經)
[00:17:48.200 --> 00:17:49.400]  麻煩你
[00:17:49.400 --> 00:17:51.000]  如果這一句
[00:17:51.000 --> 00:17:54.080]  聖經用希臘文原文直譯的時候
[00:17:54.080 --> 00:17:55.840]  這一節其實是講甚麼呢?
[00:17:55.840 --> 00:17:59.720]  他說一切公義的果子
[00:17:59.720 --> 00:18:04.240]  都是從播種和平的人
[00:18:04.240 --> 00:18:07.760]  努力為和平所殺的種子
[00:18:07.760 --> 00:18:10.040]  所產生出來的
[00:18:10.040 --> 00:18:11.480]  讓我再講一次
[00:18:11.480 --> 00:18:13.960]  一切公義的果子
[00:18:13.960 --> 00:18:16.920]  都是從散播和平的人
[00:18:16.920 --> 00:18:20.520]  努力為和平所殺的種子
[00:18:20.520 --> 00:18:22.960]  所產生出來的
[00:18:22.960 --> 00:18:24.520]  這一句聖經綜合了
[00:18:24.520 --> 00:18:28.120]  從上頭而來所發揮的果效
[00:18:28.120 --> 00:18:31.240]  這是一個農耕的比喻
[00:18:31.240 --> 00:18:33.160]  你有沒有發現?
[00:18:33.160 --> 00:18:35.760]  所播的種子是甚麼?
[00:18:35.760 --> 00:18:38.720]  和平
[00:18:38.720 --> 00:18:41.960]  所耕作的土地是甚麼?
[00:18:41.960 --> 00:18:44.360]  人的生命
[00:18:44.360 --> 00:18:48.240]  而所得的果子是甚麼?
[00:18:48.240 --> 00:18:50.720]  公義
[00:18:50.720 --> 00:18:51.880]  在這裡我們要留意
[00:18:51.880 --> 00:18:54.240]  公義不是種子
[00:18:54.240 --> 00:18:55.280]  不是種子
[00:18:55.280 --> 00:18:57.160]  是甚麼來的?
[00:18:57.160 --> 00:18:58.160]  是果實
[00:18:58.160 --> 00:18:59.600]  是果子
[00:18:59.600 --> 00:19:04.960]  是由和平的種子得以萌芽成長後的一個成果
[00:19:04.960 --> 00:19:08.760]  因此公義的果子
[00:19:08.760 --> 00:19:13.560]  是要透過和平的種子所得到的
[00:19:13.560 --> 00:19:16.760]  如果要得到公義的果實
[00:19:16.760 --> 00:19:21.280]  我們就要在自己的生命裏面
[00:19:21.280 --> 00:19:23.400]  播下甚麼種子?
[00:19:23.400 --> 00:19:25.400]  和平的種子
[00:19:25.400 --> 00:19:26.960]  還記不記得?
[00:19:26.960 --> 00:19:30.280]  使人和睦的人有福了
[00:19:30.280 --> 00:19:34.960]  因為他們必稱為神的兒女
[00:19:34.960 --> 00:19:39.840]  原來使人和睦正是作為神兒女一個應有的善行
[00:19:39.840 --> 00:19:42.360]  只有散播和平種子的人
[00:19:42.360 --> 00:19:46.560]  才能夠從神那裏收成公義的果實
[00:19:46.560 --> 00:19:51.200]  當一個群體裏面眾人都願意和睦共處的時候
[00:19:51.200 --> 00:19:54.480]  就必定收成甚麼的果子?
[00:19:54.480 --> 00:19:56.400]  公義的果子
[00:19:56.400 --> 00:20:00.000]  得以行在公義的道路裏面
[00:20:00.000 --> 00:20:04.400]  這是由從上頭而來的智慧所引導的信仰群體
[00:20:04.400 --> 00:20:08.000]  所必然具備的表現
[00:20:08.000 --> 00:20:12.000]  既然從上頭而來的智慧這一束來自神的光
[00:20:12.000 --> 00:20:14.560]  會透過人這塊三靈鏡
[00:20:14.560 --> 00:20:18.440]  會折射出七種生命色彩
