
[00:00:00.000 --> 00:00:02.000]  孔子明問下大英姐妹平安
[00:01:20.000 --> 00:01:22.000]  又叫啲新蚊仔嚟 又叫啲新蚊仔嚟
[00:01:22.000 --> 00:01:24.000]  每個人放低口或者攞我唔知呀
[00:01:24.000 --> 00:01:26.000]  其實目的是咩呢
[00:01:26.000 --> 00:01:28.000]  目的是乜嘢呢 讓人親眼望到
[00:01:28.000 --> 00:01:30.000]  讓人親眼睇見
[00:01:30.000 --> 00:01:32.000]  呢些吃嘅東西
[00:01:32.000 --> 00:01:34.000]  係邊個畀㗎
[00:01:34.000 --> 00:01:36.000]  係誰畀嘅 上帝畀嘅
[00:01:36.000 --> 00:01:38.000]  上帝畀嘅
[00:01:38.000 --> 00:01:40.000]  咁按人嚟睇呢
[00:01:40.000 --> 00:01:42.000]  唔係呀 我出汗嘅嘛
[00:01:42.000 --> 00:01:44.000]  我流汗嘅 我種嘅嘛
[00:01:44.000 --> 00:01:46.000]  我種嘅
[00:01:46.000 --> 00:01:48.000]  大家呢度有個神學意味喺度呀
[00:01:48.000 --> 00:01:50.000]  呢度有個神學意味喺度呀
[00:01:50.000 --> 00:01:52.000]  我哋喺教會話上帝畀嘅
[00:01:52.000 --> 00:01:54.000]  但係你出汗仲番嚟嘅
[00:01:54.000 --> 00:01:56.000]  佢話你出汗
[00:01:56.000 --> 00:01:58.000]  但係你深層嘅意識
[00:01:58.000 --> 00:02:00.000]  諗下
[00:02:00.000 --> 00:02:02.000]  你個精神
[00:02:02.000 --> 00:02:04.000]  邊個畀嘅 誰畀嘅
[00:02:04.000 --> 00:02:06.000]  如果你冇精神呀
[00:02:06.000 --> 00:02:08.000]  如果你沒精神 你瞓嘅地方係咩地方呀
[00:02:08.000 --> 00:02:10.000]  你睡嘅地方係乜嘢地方
[00:02:10.000 --> 00:02:12.000]  咪療養院呀
[00:02:12.000 --> 00:02:14.000]  你明唔明呀
[00:02:14.000 --> 00:02:16.000]  即係邊個畀你精神呀
[00:02:16.000 --> 00:02:18.000]  誰畀你精神呀 你種嘅嘢嗰啲地呀
[00:02:18.000 --> 00:02:20.000]  你種嘅嗰啲地
[00:02:20.000 --> 00:02:22.000]  嗰啲係咪你做嘅
[00:02:22.000 --> 00:02:24.000]  呢個地係咪你造嘅
[00:02:24.000 --> 00:02:26.000]  咁種嘢需要咩呀
[00:02:26.000 --> 00:02:28.000]  地需要乜嘢 陽光雨水呀
[00:02:28.000 --> 00:02:30.000]  陽光雨水 係咪你做嘅
[00:02:30.000 --> 00:02:32.000]  係咪你造嘅
[00:02:32.000 --> 00:02:34.000]  你只不過係加工呀
[00:02:34.000 --> 00:02:36.000]  你唔過係加工而已
[00:02:36.000 --> 00:02:38.000]  好唔好呢個名字好唔好呀
[00:02:38.000 --> 00:02:40.000]  呢個名字好唔好
[00:02:40.000 --> 00:02:42.000]  你配合上帝畀咗咁多樣嘢嚟
[00:02:42.000 --> 00:02:44.000]  你配合上帝畀咗咁多樣嘢
[00:02:44.000 --> 00:02:46.000]  你每日起身呀 行出去有力呀
[00:02:46.000 --> 00:02:48.000]  你個背脊有力呀 都係上帝畀嘅
[00:02:48.000 --> 00:02:50.000]  你走出去
[00:02:50.000 --> 00:02:52.000]  你背有力 都係上帝畀嘅
[00:02:52.000 --> 00:02:54.000]  咁你做你嗰部份
[00:02:54.000 --> 00:02:56.000]  你做你嗰部份
[00:02:56.000 --> 00:02:58.000]  上帝就畀其他
[00:02:58.000 --> 00:03:00.000]  上帝就畀其他 畀到好有靚
[00:03:00.000 --> 00:03:02.000]  畀到好有靚 又漂亮
[00:03:02.000 --> 00:03:04.000]  又可口係咪呀
[00:03:04.000 --> 00:03:06.000]  又可口
[00:03:06.000 --> 00:03:08.000]  而家講咩呀
[00:03:08.000 --> 00:03:10.000]  Organic呀係咪呀
[00:03:10.000 --> 00:03:12.000]  而家講咩呀 Organic呀係咪呀
[00:03:12.000 --> 00:03:14.000]  對身體係咪好啲呀
[00:03:14.000 --> 00:03:16.000]  對身體係咪好啲呀
[00:03:16.000 --> 00:03:18.000]  Organic係貴啲㗎
[00:03:18.000 --> 00:03:20.000]  Organic嘅嘢貴些嘅
[00:03:20.000 --> 00:03:22.000]  即係話食咗呢啲對身體好呀嘛
[00:03:22.000 --> 00:03:24.000]  對身體好 呢啲
[00:03:24.000 --> 00:03:26.000]  上帝畀好多好嘢我哋
[00:03:26.000 --> 00:03:28.000]  上帝畀我哋好多好嘢
[00:03:28.000 --> 00:03:30.000]  但係你嗰部份呢
[00:03:30.000 --> 00:03:32.000]  但係你嗰部份呢
[00:03:32.000 --> 00:03:34.000]  要做 收成之後
[00:03:34.000 --> 00:03:36.000]  收成之後
[00:03:36.000 --> 00:03:38.000]  攞到主嘅台前
[00:03:38.000 --> 00:03:40.000]  攞到主嘅台前
[00:03:40.000 --> 00:03:42.000]  感謝上帝
[00:03:42.000 --> 00:03:44.000]  亦都有人呢將呢啲
[00:03:44.000 --> 00:03:46.000]  如果教會有啲籌款嘅話呢
[00:03:46.000 --> 00:03:48.000]  如果教會有啲籌款嘅話
[00:03:48.000 --> 00:03:50.000]  將呢啲嘢變成錢呢
[00:03:50.000 --> 00:03:52.000]  貢獻返俾教會嘅
[00:03:52.000 --> 00:03:54.000]  變成錢就貢獻俾教會
[00:03:54.000 --> 00:03:56.000]  講唔定啦 講咁多
[00:03:56.000 --> 00:03:58.000]  不過我想講話感恩節嘅意義係咩意思呢
[00:03:58.000 --> 00:04:00.000]  感恩節嘅意義係乜嘢呢
[00:04:00.000 --> 00:04:02.000]  係我哋信徒
[00:04:02.000 --> 00:04:04.000]  我哋信徒 我哋生活上
[00:04:04.000 --> 00:04:06.000]  我哋生活上 夢上帝賜福
[00:04:06.000 --> 00:04:08.000]  夢上帝賜福 我哋要感謝
[00:04:08.000 --> 00:04:10.000]  我哋要感謝
[00:04:10.000 --> 00:04:12.000]  擺啲眾多嘅嘢嚟檯面呢 呢個真係見得到嘅
[00:04:12.000 --> 00:04:14.000]  擺啲眾多嘅嘢嚟檯面呢 呢個真係見得到嘅
[00:04:14.000 --> 00:04:16.000]  擺啲眾多嘅嘢嚟檯面呢 呢個真係見得到嘅
[00:04:16.000 --> 00:04:18.000]  咁你話我唔中嘢㗎喎
[00:04:18.000 --> 00:04:20.000]  所以我唔中
[00:04:20.000 --> 00:04:22.000]  咁我無嘢收到喎
[00:04:22.000 --> 00:04:24.000]  我乜嘢都沒收到
[00:04:24.000 --> 00:04:26.000]  有呀
[00:04:26.000 --> 00:04:28.000]  你攞開你個存摺嚟睇下
[00:04:28.000 --> 00:04:30.000]  存摺呀
[00:04:30.000 --> 00:04:32.000]  你去銀行呀
[00:04:32.000 --> 00:04:34.000]  你到你銀行去睇下
[00:04:34.000 --> 00:04:36.000]  原本係咪有個存摺嘅
[00:04:36.000 --> 00:04:38.000]  原本係咪有個存摺嘅
[00:04:38.000 --> 00:04:40.000]  依個我介紹 依家話你唔洗啦
[00:04:40.000 --> 00:04:42.000]  你攞打開你存摺睇下
[00:04:42.000 --> 00:04:44.000]  你存摺多咗好多個零呀
[00:04:44.000 --> 00:04:46.000]  你存摺上多咗好多零
[00:04:46.000 --> 00:04:48.000]  係咪上帝俾㗎
[00:04:48.000 --> 00:04:50.000]  是不是上帝俾呀
[00:04:50.000 --> 00:04:52.000]  咁你因為上帝俾精神你打工先有糧出
[00:04:52.000 --> 00:04:54.000]  咁你因為上帝俾精神你打工先有糧出
[00:04:54.000 --> 00:04:56.000]  咁你因為上帝俾精神你打工先有糧出
[00:04:56.000 --> 00:04:58.000]  咁你因為上帝俾精神你打工先有糧出
[00:04:58.000 --> 00:05:00.000]  睇到我哋個生活離唔開上帝㗎
[00:05:00.000 --> 00:05:02.000]  我哋生活離唔開上帝
[00:05:02.000 --> 00:05:04.000]  啱啱呢個周上幾日
[00:05:04.000 --> 00:05:06.000]  啱啱呢個周上幾日
[00:05:06.000 --> 00:05:08.000]  佛羅里達
[00:05:08.000 --> 00:05:10.000]  佛羅里達
[00:05:10.000 --> 00:05:12.000]  海地
[00:05:12.000 --> 00:05:14.000]  發生咩事呀
[00:05:14.000 --> 00:05:16.000]  發生咩事
[00:05:16.000 --> 00:05:18.000]  打風呀
[00:05:18.000 --> 00:05:20.000]  海地死幾多人呀
[00:05:20.000 --> 00:05:22.000]  海地死幾多人呀
[00:05:22.000 --> 00:05:24.000]  最後聽到八百幾人呀
[00:05:24.000 --> 00:05:26.000]  最後聽到死了八百幾人
[00:05:26.000 --> 00:05:28.000]  今日可能過千
[00:05:28.000 --> 00:05:30.000]  今日可能過千
[00:05:30.000 --> 00:05:32.000]  求主俾我睇到一樣嘢
[00:05:32.000 --> 00:05:34.000]  求主讓我睇到一件事
[00:05:34.000 --> 00:05:36.000]  風和海
[00:05:36.000 --> 00:05:38.000]  風和海
[00:05:38.000 --> 00:05:40.000]  喺邊個手上呀
[00:05:40.000 --> 00:05:42.000]  喺誰手上
[00:05:42.000 --> 00:05:44.000]  你有冇讀聖經讀到耶穌基督平靜風和海呀
[00:05:44.000 --> 00:05:46.000]  你有冇讀到聖經讀到耶穌基督平靜風和海呀
[00:05:46.000 --> 00:05:48.000]  你有冇讀到聖經讀到耶穌基督平靜風和海呀
[00:05:48.000 --> 00:05:50.000]  耶穌斥責風浪呢
[00:05:50.000 --> 00:05:52.000]  耶穌斥責風浪
[00:05:52.000 --> 00:05:54.000]  風浪停啦
[00:05:54.000 --> 00:05:56.000]  風浪停啦
[00:05:56.000 --> 00:05:58.000]  你有冇讀到呢啲呀
[00:05:58.000 --> 00:06:00.000]  你有冇讀到呢啲呀
[00:06:00.000 --> 00:06:02.000]  你有冇讀到呢啲呀
[00:06:02.000 --> 00:06:04.000]  你有冇讀到呢啲呀
[00:06:04.000 --> 00:06:06.000]  你有冇讀到呢啲呀
[00:06:06.000 --> 00:06:08.000]  你有冇讀到呢啲呀
[00:06:08.000 --> 00:06:10.000]  你有冇讀到呢啲呀
[00:06:10.000 --> 00:06:12.000]  你有冇讀到呢啲呀
[00:06:12.000 --> 00:06:14.000]  你有冇讀到呢啲呀
[00:06:14.000 --> 00:06:16.000]  你有冇讀到呢啲呀
[00:06:16.000 --> 00:06:18.000]  你有冇讀到呢啲呀
[00:06:18.000 --> 00:06:20.000]  你有冇讀到呢啲呀
[00:06:20.000 --> 00:06:22.000]  你有冇讀到呢啲呀
[00:06:22.000 --> 00:06:24.000]  你有冇讀到呢啲呀
[00:06:24.000 --> 00:06:26.000]  你有冇讀到呢啲呀
[00:06:26.000 --> 00:06:28.000]  你有冇讀到呢啲呀
[00:06:28.000 --> 00:06:30.000]  你有冇讀到呢啲呀
[00:06:30.000 --> 00:06:32.000]  你有冇讀到呢啲呀
[00:06:32.000 --> 00:06:34.000]  你有冇讀到呢啲呀
[00:06:34.000 --> 00:06:36.000]  你有冇讀到呢啲呀
[00:06:36.000 --> 00:06:38.000]  你有冇讀到呢啲呀
[00:06:38.000 --> 00:06:40.000]  你有冇讀到呢啲呀
[00:06:40.000 --> 00:06:42.000]  你有冇讀到呢啲呀
[00:06:42.000 --> 00:06:44.000]  你有冇讀到呢啲呀
[00:06:44.000 --> 00:06:46.000]  你有冇讀到呢啲呀
[00:06:46.000 --> 00:06:48.000]  你有冇讀到呢啲呀
[00:06:48.000 --> 00:06:50.000]  你有冇讀到呢啲呀
[00:06:50.000 --> 00:06:52.000]  你有冇讀到呢啲呀
[00:06:52.000 --> 00:06:54.000]  你有冇讀到呢啲呀
[00:06:54.000 --> 00:06:56.000]  你有冇讀到呢啲呀
[00:06:56.000 --> 00:06:58.000]  你有冇讀到呢啲呀
[00:06:58.000 --> 00:07:00.000]  你有冇讀到呢啲呀
[00:07:00.000 --> 00:07:02.000]  你有冇讀到呢啲呀
[00:07:02.000 --> 00:07:04.000]  你有冇讀到呢啲呀
[00:07:04.000 --> 00:07:06.000]  你有冇讀到呢啲呀
[00:07:06.000 --> 00:07:08.000]  你有冇讀到呢啲呀
[00:07:08.000 --> 00:07:10.000]  你有冇讀到呢啲呀
[00:07:10.000 --> 00:07:12.000]  你有冇讀到呢啲呀
[00:07:12.000 --> 00:07:14.000]  你有冇讀到呢啲呀
[00:07:14.000 --> 00:07:16.000]  你有冇讀到呢啲呀
[00:07:16.000 --> 00:07:18.000]  你有冇讀到呢啲呀
[00:07:18.000 --> 00:07:20.000]  你有冇讀到呢啲呀
[00:07:20.000 --> 00:07:22.000]  你有冇讀到呢啲呀
[00:07:22.000 --> 00:07:24.000]  你有冇讀到呢啲呀
[00:07:24.000 --> 00:07:26.000]  你有冇讀到呢啲呀
[00:07:26.000 --> 00:07:28.000]  你有冇讀到呢啲呀
[00:07:28.000 --> 00:07:30.000]  你有冇讀到呢啲呀
[00:07:30.000 --> 00:07:32.000]  你有冇讀到呢啲呀
[00:07:32.000 --> 00:07:34.000]  你有冇讀到呢啲呀
[00:07:34.000 --> 00:07:36.000]  你有冇讀到呢啲呀
[00:07:36.000 --> 00:07:38.000]  你有冇讀到呢啲呀
[00:07:38.000 --> 00:07:40.000]  你有冇讀到呢啲呀
[00:07:40.000 --> 00:07:42.000]  你有冇讀到呢啲呀
[00:07:42.000 --> 00:07:44.000]  你有冇讀到呢啲呀
[00:07:44.000 --> 00:07:46.000]  你有冇讀到呢啲呀
[00:07:46.000 --> 00:07:48.000]  你有冇讀到呢啲呀
[00:07:48.000 --> 00:07:50.000]  你有冇讀到呢啲呀
[00:07:50.000 --> 00:07:52.000]  你有冇讀到呢啲呀
[00:07:52.000 --> 00:07:54.000]  你有冇讀到呢啲呀
[00:07:54.000 --> 00:07:56.000]  你有冇讀到呢啲呀
[00:07:56.000 --> 00:07:58.000]  你有冇讀到呢啲呀
[00:07:58.000 --> 00:08:00.000]  你有冇讀到呢啲呀
[00:08:00.000 --> 00:08:02.000]  你有冇讀到呢啲呀
[00:08:02.000 --> 00:08:04.000]  你有冇讀到呢啲呀
[00:08:04.000 --> 00:08:06.000]  你有冇讀到呢啲呀
[00:08:06.000 --> 00:08:08.000]  你有冇讀到呢啲呀
[00:08:08.000 --> 00:08:10.000]  你有冇讀到呢啲呀
[00:08:10.000 --> 00:08:12.000]  你有冇讀到呢啲呀
[00:08:12.000 --> 00:08:14.000]  你有冇讀到呢啲呀
[00:08:14.000 --> 00:08:16.000]  你有冇讀到呢啲呀
[00:08:16.000 --> 00:08:18.000]  你有冇讀到呢啲呀
[00:08:18.000 --> 00:08:20.000]  你有冇讀到呢啲呀
[00:08:20.000 --> 00:08:22.000]  你有冇讀到呢啲呀
[00:08:22.000 --> 00:08:24.000]  你有冇讀到呢啲呀
[00:08:24.000 --> 00:08:26.000]  你有冇讀到呢啲呀
[00:08:26.000 --> 00:08:28.000]  你有冇讀到呢啲呀
[00:08:28.000 --> 00:08:30.000]  你有冇讀到呢啲呀
[00:08:30.000 --> 00:08:32.000]  你有冇讀到呢啲呀
[00:08:32.000 --> 00:08:34.000]  你有冇讀到呢啲呀
[00:08:34.000 --> 00:08:36.000]  你有冇讀到呢啲呀
[00:08:36.000 --> 00:08:38.000]  你有冇讀到呢啲呀
[00:08:38.000 --> 00:08:40.000]  你有冇讀到呢啲呀
[00:08:40.000 --> 00:08:42.000]  你有冇讀到呢啲呀
[00:08:42.000 --> 00:08:44.000]  你有冇讀到呢啲呀
[00:08:44.000 --> 00:08:46.000]  你有冇讀到呢啲呀
[00:08:46.000 --> 00:08:48.000]  你有冇讀到呢啲呀
[00:08:48.000 --> 00:08:50.000]  你有冇讀到呢啲呀
[00:08:50.000 --> 00:08:52.000]  你有冇讀到呢啲呀
[00:08:52.000 --> 00:08:54.000]  你有冇讀到呢啲呀
[00:08:54.000 --> 00:08:56.000]  你有冇讀到呢啲呀
[00:08:56.000 --> 00:08:58.000]  你有冇讀到呢啲呀
[00:08:58.000 --> 00:09:00.000]  你有冇讀到呢啲呀
[00:09:00.000 --> 00:09:02.000]  你有冇讀到呢啲呀
[00:09:02.000 --> 00:09:04.000]  你有冇讀到呢啲呀
[00:09:04.000 --> 00:09:06.000]  你有冇讀到呢啲呀
[00:09:06.000 --> 00:09:08.000]  你有冇讀到呢啲呀
[00:09:08.000 --> 00:09:10.000]  你有冇讀到呢啲呀
[00:09:10.000 --> 00:09:12.000]  你有冇讀到呢啲呀
[00:09:12.000 --> 00:09:14.000]  你有冇讀到呢啲呀
[00:09:14.000 --> 00:09:16.000]  你有冇讀到呢啲呀
[00:09:16.000 --> 00:09:18.000]  你有冇讀到呢啲呀
[00:09:18.000 --> 00:09:20.000]  你有冇讀到呢啲呀
[00:09:20.000 --> 00:09:22.000]  你有冇讀到呢啲呀
[00:09:22.000 --> 00:09:24.000]  你有冇讀到呢啲呀
[00:09:24.000 --> 00:09:26.000]  你有冇讀到呢啲呀
[00:09:26.000 --> 00:09:28.000]  你有冇讀到呢啲呀
[00:09:28.000 --> 00:09:30.000]  你有冇讀到呢啲呀
[00:09:30.000 --> 00:09:32.000]  你有冇讀到呢啲呀
[00:09:32.000 --> 00:09:34.000]  你有冇讀到呢啲呀
[00:09:34.000 --> 00:09:36.000]  你有冇讀到呢啲呀
[00:09:36.000 --> 00:09:38.000]  你有冇讀到呢啲呀
[00:09:38.000 --> 00:09:40.000]  你有冇讀到呢啲呀
[00:09:40.000 --> 00:09:42.000]  你有冇讀到呢啲呀
[00:09:42.000 --> 00:09:44.000]  你有冇讀到呢啲呀
[00:09:44.000 --> 00:09:46.000]  你有冇讀到呢啲呀
[00:09:46.000 --> 00:09:48.000]  你有冇讀到呢啲呀
[00:09:48.000 --> 00:09:50.000]  你有冇讀到呢啲呀
[00:09:50.000 --> 00:09:52.000]  你有冇讀到呢啲呀
[00:09:52.000 --> 00:09:54.000]  你有冇讀到呢啲呀
[00:09:54.000 --> 00:09:56.000]  你有冇讀到呢啲呀
[00:09:56.000 --> 00:09:58.000]  你有冇讀到呢啲呀
[00:09:58.000 --> 00:10:00.000]  你有冇讀到呢啲呀
[00:10:00.000 --> 00:10:02.000]  你有冇讀到呢啲呀
[00:10:02.000 --> 00:10:04.000]  你有冇讀到呢啲呀
[00:10:04.000 --> 00:10:06.000]  你有冇讀到呢啲呀
[00:10:06.000 --> 00:10:08.000]  你有冇讀到呢啲呀
[00:10:08.000 --> 00:10:10.000]  你有冇讀到呢啲呀
[00:10:10.000 --> 00:10:12.000]  你有冇讀到呢啲呀
[00:10:12.000 --> 00:10:14.000]  你有冇讀到呢啲呀
[00:10:14.000 --> 00:10:16.000]  你有冇讀到呢啲呀
[00:10:16.000 --> 00:10:18.000]  你有冇讀到呢啲呀
[00:10:18.000 --> 00:10:20.000]  你有冇讀到呢啲呀
[00:10:20.000 --> 00:10:22.000]  你有冇讀到呢啲呀
[00:10:22.000 --> 00:10:24.000]  你有冇讀到呢啲呀
[00:10:24.000 --> 00:10:26.000]  你有冇讀到呢啲呀
[00:10:26.000 --> 00:10:28.000]  你有冇讀到呢啲呀
[00:10:28.000 --> 00:10:30.000]  你有冇讀到呢啲呀
[00:10:30.000 --> 00:10:32.000]  你有冇讀到呢啲呀
[00:10:32.000 --> 00:10:34.000]  你有冇讀到呢啲呀
[00:10:34.000 --> 00:10:36.000]  你有冇讀到呢啲呀
[00:10:36.000 --> 00:10:38.000]  你有冇讀到呢啲呀
[00:10:38.000 --> 00:10:40.000]  你有冇讀到呢啲呀
[00:10:40.000 --> 00:10:42.000]  你有冇讀到呢啲呀
[00:10:42.000 --> 00:10:44.000]  你有冇讀到呢啲呀
[00:10:44.000 --> 00:10:46.000]  你有冇讀到呢啲呀
[00:10:46.000 --> 00:10:48.000]  你有冇讀到呢啲呀
[00:10:48.000 --> 00:10:50.000]  你有冇讀到呢啲呀
[00:10:50.000 --> 00:10:52.000]  你有冇讀到呢啲呀
[00:10:52.000 --> 00:10:54.000]  你有冇讀到呢啲呀
[00:10:54.000 --> 00:10:56.000]  你有冇讀到呢啲呀
[00:10:56.000 --> 00:10:58.000]  你有冇讀到呢啲呀
[00:10:58.000 --> 00:11:00.000]  你有冇讀到呢啲呀
[00:11:00.000 --> 00:11:02.000]  你有冇讀到呢啲呀
[00:11:02.000 --> 00:11:04.000]  你有冇讀到呢啲呀
[00:11:04.000 --> 00:11:06.000]  你有冇讀到呢啲呀
[00:11:06.000 --> 00:11:08.000]  你有冇讀到呢啲呀
[00:11:08.000 --> 00:11:10.000]  你有冇讀到呢啲呀
[00:11:10.000 --> 00:11:12.000]  你有冇讀到呢啲呀
[00:11:12.000 --> 00:11:14.000]  你有冇讀到呢啲呀
[00:11:14.000 --> 00:11:16.000]  你有冇讀到呢啲呀
[00:11:16.000 --> 00:11:18.000]  你有冇讀到呢啲呀
[00:11:18.000 --> 00:11:20.000]  你有冇讀到呢啲呀
[00:11:20.000 --> 00:11:22.000]  你有冇讀到呢啲呀
[00:11:22.000 --> 00:11:24.000]  你有冇讀到呢啲呀
[00:11:24.000 --> 00:11:26.000]  你有冇讀到呢啲呀
[00:11:26.000 --> 00:11:28.000]  你有冇讀到呢啲呀
[00:11:28.000 --> 00:11:30.000]  你有冇讀到呢啲呀
[00:11:30.000 --> 00:11:32.000]  你有冇讀到呢啲呀
[00:11:32.000 --> 00:11:34.000]  你有冇讀到呢啲呀
[00:11:34.000 --> 00:11:36.000]  你有冇讀到呢啲呀
[00:11:36.000 --> 00:11:38.000]  你有冇讀到呢啲呀
[00:11:38.000 --> 00:11:40.000]  你有冇讀到呢啲呀
[00:11:40.000 --> 00:11:42.000]  你有冇讀到呢啲呀
[00:11:42.000 --> 00:11:44.000]  你有冇讀到呢啲呀
[00:11:44.000 --> 00:11:46.000]  你有冇讀到呢啲呀
[00:11:46.000 --> 00:11:48.000]  你有冇讀到呢啲呀
[00:11:48.000 --> 00:11:50.000]  你有冇讀到呢啲呀
[00:11:50.000 --> 00:11:52.000]  你有冇讀到呢啲呀
[00:11:52.000 --> 00:11:54.000]  你有冇讀到呢啲呀
[00:11:54.000 --> 00:11:56.000]  你有冇讀到呢啲呀
[00:11:56.000 --> 00:11:58.000]  你有冇讀到呢啲呀
[00:11:58.000 --> 00:12:00.000]  你有冇讀到呢啲呀
[00:12:00.000 --> 00:12:02.000]  你有冇讀到呢啲呀
[00:12:02.000 --> 00:12:04.000]  你有冇讀到呢啲呀
[00:12:04.000 --> 00:12:06.000]  你有冇讀到呢啲呀
[00:12:06.000 --> 00:12:08.000]  你有冇讀到呢啲呀
[00:12:08.000 --> 00:12:10.000]  你有冇讀到呢啲呀
[00:12:10.000 --> 00:12:12.000]  你有冇讀到呢啲呀
[00:12:12.000 --> 00:12:14.000]  你有冇讀到呢啲呀
[00:12:14.000 --> 00:12:16.000]  你有冇讀到呢啲呀
[00:12:16.000 --> 00:12:18.000]  你有冇讀到呢啲呀
[00:12:18.000 --> 00:12:20.000]  你有冇讀到呢啲呀
[00:12:20.000 --> 00:12:22.000]  你有冇讀到呢啲呀
[00:12:22.000 --> 00:12:24.000]  你有冇讀到呢啲呀
[00:12:24.000 --> 00:12:26.000]  你有冇讀到呢啲呀
[00:12:26.000 --> 00:12:28.000]  你有冇讀到呢啲呀
[00:12:28.000 --> 00:12:30.000]  你有冇讀到呢啲呀
[00:12:30.000 --> 00:12:32.000]  你有冇讀到呢啲呀
[00:12:32.000 --> 00:12:34.000]  你有冇讀到呢啲呀
[00:12:34.000 --> 00:12:36.000]  你有冇讀到呢啲呀
[00:12:36.000 --> 00:12:38.000]  你有冇讀到呢啲呀
[00:12:38.000 --> 00:12:40.000]  你有冇讀到呢啲呀
[00:12:40.000 --> 00:12:42.000]  你有冇讀到呢啲呀
[00:12:42.000 --> 00:12:44.000]  你有冇讀到呢啲呀
[00:12:44.000 --> 00:12:46.000]  你有冇讀到呢啲呀
[00:12:46.000 --> 00:12:48.000]  你有冇讀到呢啲呀
[00:12:48.000 --> 00:12:50.000]  你有冇讀到呢啲呀
[00:12:50.000 --> 00:12:52.000]  你有冇讀到呢啲呀
[00:12:52.000 --> 00:12:54.000]  你有冇讀到呢啲呀
[00:12:54.000 --> 00:12:56.000]  你有冇讀到呢啲呀
[00:12:56.000 --> 00:12:58.000]  你有冇讀到呢啲呀
[00:12:58.000 --> 00:13:00.000]  你有冇讀到呢啲呀
[00:13:00.000 --> 00:13:02.000]  你有冇讀到呢啲呀
[00:13:02.000 --> 00:13:04.000]  你有冇讀到呢啲呀
[00:13:04.000 --> 00:13:06.000]  你有冇讀到呢啲呀
[00:13:06.000 --> 00:13:08.000]  你有冇讀到呢啲呀
[00:13:08.000 --> 00:13:10.000]  你有冇讀到呢啲呀
[00:13:10.000 --> 00:13:12.000]  你有冇讀到呢啲呀
[00:13:12.000 --> 00:13:14.000]  你有冇讀到呢啲呀
[00:13:14.000 --> 00:13:16.000]  你有冇讀到呢啲呀
[00:13:16.000 --> 00:13:18.000]  你有冇讀到呢啲呀
[00:13:18.000 --> 00:13:20.000]  你有冇讀到呢啲呀
[00:13:20.000 --> 00:13:22.000]  你有冇讀到呢啲呀
[00:13:22.000 --> 00:13:24.000]  你有冇讀到呢啲呀
