
[00:00:00.000 --> 00:00:04.560]  我不知道你記不記得《文素記》的主題是什麽
[00:03:25.160 --> 00:03:28.260]  見到他們人多勢眾等等
[00:03:28.260 --> 00:03:32.080]  令到敵人懼怕 本來是一件好事來的
[00:03:32.080 --> 00:03:36.120]  因為為什麼呢? 如果你有機會去看拉俠的故事
[00:03:36.120 --> 00:03:41.000]  在《耶利哥公社》 為什麼拉俠會變節去幫以色列人呢?
[00:03:41.000 --> 00:03:43.480]  都是因為他懼怕 而且他聽過
[00:03:43.480 --> 00:03:47.520]  以色列上帝所做的一切東西
[00:03:47.520 --> 00:03:52.680]  所以其實他的懼怕的反應本身是好的
[00:03:52.680 --> 00:03:56.560]  是正常的 也是正確的 不過很可惜
[00:03:56.560 --> 00:04:01.640]  他的反應因懼怕作出的決定就差了
[00:04:01.640 --> 00:04:10.680]  差在於是巴勒想找另一個人 叫巴蘭去詛咒以色列人
[00:04:10.680 --> 00:04:13.160]  我們不太知道巴蘭的背景
[00:04:13.160 --> 00:04:17.800]  可能是一些江湖術士 但是他好像是通曉靈界的東西
[00:04:17.800 --> 00:04:24.040]  他知道耶和華是誰 但是他也不像是敬拜耶和華的人
[00:04:24.040 --> 00:04:26.380]  因為他很容易被人買起
[00:04:26.380 --> 00:04:28.600]  如果你記得故事裡面
[00:04:28.600 --> 00:04:32.880]  巴勒曾經叫了他兩次 第一次買不起他
[00:04:32.880 --> 00:04:36.320]  可能價錢還不夠好 第二次再多派一些人
[00:04:36.320 --> 00:04:39.240]  好像再給他一些禮物 他又肯
[00:04:39.240 --> 00:04:42.760]  但是肯得來 他又知道耶和華不是任人擺佈的
[00:04:42.760 --> 00:04:47.240]  但是他又肯 因為他好像想收錢等等
[00:04:47.240 --> 00:04:49.840]  Anyway 我就想和你看一下
[00:04:49.840 --> 00:04:54.240]  在巴蘭這裡23、24章裡面
[00:04:54.240 --> 00:05:00.240]  其實他是嘗試詛咒以色列人三次
[00:05:00.240 --> 00:05:04.800]  結果三次的詛咒都變成了三次的祝福
[00:05:04.800 --> 00:05:07.520]  第一個是23章第五節
[00:05:07.520 --> 00:05:10.600]  耶和華把話放在巴蘭的口中
[00:05:10.600 --> 00:05:13.360]  他自己也知道的 他不是說他想詛咒就詛咒
[00:05:13.360 --> 00:05:14.800]  要看耶和華怎麼說的
[00:05:14.800 --> 00:05:19.080]  而三次都是耶和華結果將話語放在他的口中
[00:05:19.080 --> 00:05:20.760]  於是三次都變成了祝福
[00:05:20.760 --> 00:05:24.840]  耶和華向巴蘭顯現把話放在他口中說
[00:05:24.840 --> 00:05:26.320]  這個23章第16節
[00:05:26.320 --> 00:05:30.600]  第三次24章第3節
[00:05:30.600 --> 00:05:34.640]  巴蘭舉目看見以色列人照著 支派紮營
[00:05:34.640 --> 00:05:39.600]  上帝的靈臨到他身上 他唱起詩過來說
[00:05:39.600 --> 00:05:40.920]  就是三次的祝福
[00:05:40.920 --> 00:05:44.120]  我想和你很快速的看一些片段
[00:05:44.120 --> 00:05:46.000]  就是三次祝福裡面
[00:05:46.000 --> 00:05:49.320]  究竟是說些什麼 耶和華的話是說些什麼
[00:05:49.320 --> 00:05:54.120]  第一次的祝福 這個是片段來的 兩次
[00:05:54.120 --> 00:05:56.680]  文素記第23章第9節這麼說
[00:05:56.680 --> 00:06:01.400]  看呀 這是獨居的民不算在列國中
[00:06:01.400 --> 00:06:03.280]  重要的地方是什麼呢?
[00:06:03.280 --> 00:06:06.920]  就是以色列人是single out的
[00:06:06.920 --> 00:06:09.240]  他不是列國中的一個
[00:06:09.240 --> 00:06:14.120]  這裡說到他要成為一個聖潔的國度
[00:06:14.120 --> 00:06:20.360]  所謂聖潔不僅僅是在道德上很簡單
[00:06:20.360 --> 00:06:23.160]  聖潔就是說和其他人是不一樣的
[00:06:23.160 --> 00:06:25.720]  上帝眼中的捍衛不一樣
[00:06:25.720 --> 00:06:29.400]  所以這裡說的獨居就是他聖潔的自民
[00:06:29.400 --> 00:06:33.560]  不算在列國中 接著第10節第23章
[00:06:33.560 --> 00:06:37.480]  誰能數點雅各的塵土
[00:06:37.480 --> 00:06:39.880]  誰能計算以色列人的塵沙
[00:06:39.880 --> 00:06:45.320]  什麼意思呢?他們很多 人多到好像地下的塵土、塵沙
[00:06:45.320 --> 00:06:49.160]  這個和阿巴喊那個認許很有關係
[00:06:49.160 --> 00:06:51.400]  說到現在 雖然他們
[00:06:51.400 --> 00:06:54.440]  文素記都是說以色列人的叛逆
[00:06:54.440 --> 00:06:56.280]  但是這個叛逆當中
[00:06:56.280 --> 00:06:59.400]  上帝仍然守著他的約
[00:06:59.400 --> 00:07:02.680]  彷彿使他們的人越來越多
[00:07:02.680 --> 00:07:05.080]  但是我不想你想廉價福音主
[00:07:05.080 --> 00:07:08.520]  好像說儘管他們叛逆 上帝一樣拯救他們
[00:07:08.520 --> 00:07:11.320]  一會兒你就知道其實不是這麼簡單的
[00:07:11.320 --> 00:07:16.200]  但是這裡說的上帝是在承受阿巴喊的認許
[00:07:16.200 --> 00:07:17.480]  這是第一次的祝福
[00:07:17.480 --> 00:07:19.080]  第二次的祝福
[00:07:19.080 --> 00:07:21.560]  第二次的祝福我們和你讀兩節
[00:07:21.560 --> 00:07:25.640]  又是文素記第23章22和23節
[00:07:25.640 --> 00:07:27.880]  上帝領他們出埃及
[00:07:27.880 --> 00:07:32.200]  為以色列有餘野牛的國
[00:07:32.200 --> 00:07:35.560]  所謂的國通常是代表權力
[00:07:35.560 --> 00:07:38.600]  上帝帶領他們出去埃及
[00:07:38.600 --> 00:07:40.040]  但是他們不是難民
[00:07:40.040 --> 00:07:47.400]  他們是有權柄的一個子民、一個國度
[00:07:47.400 --> 00:07:48.920]  第23節
[00:07:48.920 --> 00:07:52.760]  絕沒有法術可以傷亞國
[00:07:52.760 --> 00:07:55.720]  沒有占卜可以傷
[00:07:55.720 --> 00:07:57.400]  所以可以害以色列
[00:07:57.400 --> 00:07:59.400]  哇 就是百毒不侵
[00:07:59.400 --> 00:08:03.160]  你怎麼搞他 找個洋人戳他
[00:08:03.160 --> 00:08:05.960]  原來都不行的 沒辦法
[00:08:05.960 --> 00:08:08.120]  為什麼 因為他是屬於耶和華
[00:08:08.120 --> 00:08:10.520]  因為耶和華在他那邊
[00:08:10.520 --> 00:08:14.680]  現在人論及亞國 論及以色列
[00:08:14.680 --> 00:08:18.200]  必說上帝成就了何等的事
[00:08:18.200 --> 00:08:21.720]  就是上帝會成就這個出埃及的事情
[00:08:21.720 --> 00:08:25.560]  上帝會帶他們從埃及地進入這個認許之地
[00:08:25.560 --> 00:08:28.600]  有一天當他們這件事發生的時候
[00:08:28.600 --> 00:08:32.760]  人們都會讚嘆上帝的作為
[00:08:32.760 --> 00:08:34.600]  但是這裡講的很有趣
[00:08:34.600 --> 00:08:37.880]  就是說 巴林想詛咒他的
[00:08:37.880 --> 00:08:39.320]  其實他是百毒不侵
[00:08:39.320 --> 00:08:40.920]  沒辦法被詛咒的
[00:08:40.920 --> 00:08:42.600]  他是無可阻止的
[00:08:42.600 --> 00:08:46.680]  他不能被打輸的
[00:08:46.680 --> 00:08:47.960]  一定贏的
[00:08:47.960 --> 00:08:52.680]  無論你怎麼樣他們都是贏定的
[00:08:52.680 --> 00:08:55.240]  OK 第三個祝福
[00:08:55.240 --> 00:08:57.400]  上帝領他們出埃及
[00:08:57.400 --> 00:08:59.400]  是重複第二個祝福的那些東西
[00:08:59.400 --> 00:09:03.560]  為他有如野牛的國 都是這樣的權柄
[00:09:03.560 --> 00:09:07.160]  他要吞滅那敵對的國
[00:09:07.160 --> 00:09:09.160]  壓碎他們的骨頭
[00:09:09.160 --> 00:09:10.840]  一定贏的 打一場仗
[00:09:10.840 --> 00:09:12.680]  用箭射透他們
[00:09:12.680 --> 00:09:18.440]  OK 怎麼打他們都贏的
[00:09:18.440 --> 00:09:21.960]  留意一下第24章第9節
[00:09:21.960 --> 00:09:25.400]  凡為你祝福的 願他們福
[00:09:25.400 --> 00:09:28.920]  凡詛咒你的 願他受詛咒
[00:09:28.920 --> 00:09:32.440]  這個又是亞伯拉罕的寓言
[00:09:32.440 --> 00:09:33.800]  所以所有的東西在說
[00:09:33.800 --> 00:09:36.040]  他現在大到上沙土
[00:09:36.040 --> 00:09:37.320]  然後又有權力
[00:09:37.320 --> 00:09:40.120]  他成為一個國 有牛國
[00:09:40.120 --> 00:09:41.400]  然後他告訴你
[00:09:41.400 --> 00:09:43.000]  凡是祝福你的 會被祝福
[00:09:43.000 --> 00:09:47.080]  現在在說以色列人作為一個單獨的子民
[00:09:47.080 --> 00:09:48.520]  他不是和列國一樣
[00:09:48.520 --> 00:09:50.680]  但是他現在將會成為列國的
[00:09:50.680 --> 00:09:52.600]  祝福或者是詛咒
[00:09:52.600 --> 00:09:59.400]  完全看列國是怎麼樣去和他交往的
[00:09:59.400 --> 00:10:05.720]  所以如果你看23章、24章
[00:10:05.720 --> 00:10:09.240]  說到三次的詛咒變成三次的祝福
[00:10:09.240 --> 00:10:11.480]  你覺得如果你做以色列人
[00:10:11.480 --> 00:10:13.480]  真的是很行的 是吧
[00:10:13.480 --> 00:10:16.840]  其實你想一下這段東西寫給那個
[00:10:16.840 --> 00:10:19.320]  將會進入埃及地
[00:10:19.320 --> 00:10:22.680]  這個認許地的以色列人 是一種鼓勵
[00:10:22.680 --> 00:10:26.520]  上帝是和他們的祖先亞伯拉罕納了約
[00:10:26.520 --> 00:10:28.280]  上帝一定會成就這個約
[00:10:28.280 --> 00:10:31.560]  他們是沒有人可以贏過他們的
[00:10:31.560 --> 00:10:35.640]  沒有人可以奪走他們的福氣的
[00:10:35.640 --> 00:10:39.320]  OK 沒有人 除了他們自己
[00:10:39.320 --> 00:10:41.080]  OK 除了他們自己
[00:10:41.080 --> 00:10:44.680]  為什麼呢?因為第23、第24章
[00:10:44.680 --> 00:10:47.480]  如果你這樣看 是很正面的
[00:10:47.480 --> 00:10:50.680]  你看到第25章 以色列人有罪了
[00:10:50.680 --> 00:10:54.520]  OK 第25章第1、2、3節
[00:10:54.520 --> 00:11:00.600]  以色列人駐在什廷
[00:11:00.600 --> 00:11:05.320]  百姓開始與摩訶的女子行淫
[00:11:05.320 --> 00:11:10.760]  這些女子請百姓一同為她們的神明獻祭
[00:11:10.760 --> 00:11:15.160]  百姓吃了祭物 跪拜她們的神明
[00:11:15.160 --> 00:11:21.960]  以色列與巴力、比爾聯合耶和華的怒氣
[00:11:21.960 --> 00:11:24.120]  就向以色列發作
[00:11:24.120 --> 00:11:29.400]  比爾是一個地方 巴力是當地的一個神明
[00:11:29.400 --> 00:11:31.960]  我不知道 以色列人
[00:11:31.960 --> 00:11:36.040]  你看第23章和第24章是很有趣的
[00:11:36.040 --> 00:11:41.320]  因為你說有一個外來的詛咒
[00:11:41.320 --> 00:11:43.320]  有一個外面的敵人
[00:11:43.320 --> 00:11:47.160]  想通過一個先知也好 假先知也好
[00:11:47.160 --> 00:11:49.880]  一個江湖術士也好 去詛咒以色列人
[00:11:49.880 --> 00:11:51.080]  是詛咒不了的
[00:11:51.080 --> 00:11:52.680]  以色列人是蒙在鼓裡
[00:11:52.680 --> 00:11:57.320]  他根本不知道上面有人看著他們想詛咒他
[00:11:57.320 --> 00:11:59.640]  OK 但是上帝保護著他們
[00:11:59.640 --> 00:12:02.840]  一個外在的敵人是打不贏以色列人
[00:12:02.840 --> 00:12:05.640]  但是到了第25章
[00:12:05.640 --> 00:12:08.440]  一個內在的敵人就打得贏他
[00:12:08.440 --> 00:12:10.440]  就是說其實沒有人可以打贏他
[00:12:10.440 --> 00:12:13.320]  除了他們自己之外 而他們自己有個壞處
[00:12:13.320 --> 00:12:14.040]  壞處是什麼呢?
[00:12:14.040 --> 00:12:17.320]  壞處不是行淫 壞處是拜偶像
[00:12:17.320 --> 00:12:20.920]  當然這件事你要知道在古時的時候
[00:12:20.920 --> 00:12:27.000]  拜偶像、假神通常都是紅燈區
[00:12:27.000 --> 00:12:30.200]  就是那些地方和行淫在一起
[00:12:30.200 --> 00:12:34.360]  無論以色列人是因為喜歡拜偶像而跟他們行淫
[00:12:34.360 --> 00:12:37.080]  或者因為喜歡行淫而故意跟他們拜偶像
[00:12:37.080 --> 00:12:39.720]  兩件事都是壞事
[00:12:39.720 --> 00:12:45.880]  而因為這件事 耶華的怒氣在當中發作
[00:12:45.880 --> 00:12:48.440]  如果你繼續看這個故事是很有趣的
[00:12:48.440 --> 00:12:54.280]  因為當摩西在挑戰他們 呼籲他們悔改
[00:12:54.280 --> 00:12:56.360]  而有一幫人在哭泣的時候
[00:12:56.360 --> 00:12:58.520]  突然間有一個人在他們走
[00:12:58.520 --> 00:13:01.400]  帶著一個女人在他們面前走過
[00:13:01.400 --> 00:13:04.680]  就是上帝的火真是厲害
[00:13:04.680 --> 00:13:07.640]  於是當時最後紫色的火
[00:13:07.640 --> 00:13:09.720]  是因為有一個人菲尼哈
[00:13:09.720 --> 00:13:15.800]  又是一個聖潔的保衛者
[00:13:15.800 --> 00:13:21.240]  這個聖潔的保衛者這個祭司菲尼哈
[00:13:21.240 --> 00:13:23.000]  就走出來幹什麼呢?
[00:13:23.000 --> 00:13:26.120]  就不是呼召、求饒這麼簡單
[00:13:26.120 --> 00:13:31.160]  是一把槍將他們兩個一起殺死了
[00:13:31.160 --> 00:13:33.880]  就是這樣以色列人逃過大難
[00:13:33.880 --> 00:13:35.000]  瘟疫止住了
[00:13:35.000 --> 00:13:40.120]  但是已經死了2萬4千人 這麼厲害了
[00:13:40.120 --> 00:13:43.480]  所以在這裡講到這個以色列人
[00:13:43.480 --> 00:13:45.720]  在外在的敵人是打不贏他們
[00:13:45.720 --> 00:13:48.520]  但是他們內在的敵人就弄死了他們自己
[00:13:48.520 --> 00:13:52.840]  所以你想一下整個故事就是
[00:13:52.840 --> 00:13:54.520]  No one can beat you but yourself
[00:13:54.520 --> 00:13:56.280]  就是沒有人可以打得贏你
[00:13:56.280 --> 00:13:58.440]  除了你自己之外
[00:13:58.440 --> 00:14:01.480]  如果有機會你去看文素記第三十一章
[00:14:01.480 --> 00:14:03.000]  第十六節的時候
[00:14:03.000 --> 00:14:05.800]  你會發現原來這個以色列人
[00:14:05.800 --> 00:14:08.840]  和摩訶女人行淫這件事
[00:14:08.840 --> 00:14:13.800]  是最後巴蘭指點的
[00:14:13.800 --> 00:14:17.480]  巴蘭說我詛咒不了他們
[00:14:17.480 --> 00:14:21.320]  不過想他們被上帝罰很簡單
[00:14:21.320 --> 00:14:22.920]  我們派些女人去
[00:14:22.920 --> 00:14:25.320]  他們就受不了了
[00:14:25.320 --> 00:14:28.120]  於是他們就衰了
[00:14:28.120 --> 00:14:33.560]  當我每次看到這個故事
[00:14:33.560 --> 00:14:35.640]  講到詛咒變成
[00:14:35.640 --> 00:14:37.640]  就是以色列人是打不贏的
[00:14:37.640 --> 00:14:40.280]  以色列人是沒辦法被詛咒的
[00:14:40.280 --> 00:14:42.840]  令我想起聖經裡面的另一個故事
[00:14:42.840 --> 00:14:43.960]  我想你都熟悉的
[00:14:43.960 --> 00:14:45.640]  這個故事是《以斯帖記》
[00:14:45.640 --> 00:14:47.400]  The World of Esther
[00:14:47.400 --> 00:14:50.600]  《以斯帖記》裡面是講到
[00:14:50.600 --> 00:14:55.000]  以色列人其實那個時候已經是亡了國
[00:14:55.000 --> 00:14:59.320]  被波斯所統治著
[00:14:59.320 --> 00:15:02.280]  而有衰人要剷平他們
[00:15:02.280 --> 00:15:07.000]  但是以色列人在這個故事裡面
[00:15:07.000 --> 00:15:09.400]  基本上是沒得輸的
[00:15:09.400 --> 00:15:10.200]  一定贏的
[00:15:10.200 --> 00:15:13.480]  我不知道你記不記得在第四章裡面
[00:15:13.480 --> 00:15:15.480]  有句這樣的東西
[00:15:15.480 --> 00:15:16.760]  在第四章裡面
[00:15:16.760 --> 00:15:19.480]  通常我們都會記得最後那句話
[00:15:19.480 --> 00:15:22.680]  不過通常其實重要的是前面
[00:15:22.680 --> 00:15:26.040]  「沒抵改託人回覆以斯帖說」
[00:15:26.040 --> 00:15:28.760]  以斯帖那個時候做了皇后
[00:15:28.760 --> 00:15:32.280]  「你不要自己以為在王宮裡
[00:15:32.280 --> 00:15:35.880]  強過任何猶太人得而倖免」
[00:15:35.880 --> 00:15:36.680]  你都會死的
[00:15:36.680 --> 00:15:41.640]  那個時候有個傳要滅族的令下來了
[00:15:41.640 --> 00:15:44.760]  「此時你若閉口不言
[00:15:44.760 --> 00:15:49.480]  猶太人必從別處不解脫
[00:15:49.480 --> 00:15:54.280]  蒙請救,你和你父家必自滅亡」
[00:15:54.280 --> 00:15:55.720]  這個很有意思
[00:15:55.720 --> 00:15:57.960]  接著下面還有一句
[00:15:57.960 --> 00:15:59.800]  就是我們經常用的那句
[00:15:59.800 --> 00:16:01.640]  「焉知你得了皇后的遺憤
[00:16:01.640 --> 00:16:04.840]  不時就為現今的機會罵」
[00:16:04.840 --> 00:16:08.280]  你現在做到這裡都是為了這件事
[00:16:08.280 --> 00:16:10.840]  不要想這件事會想錯的
[00:16:10.840 --> 00:16:14.360]  但這裡其實是很像文素記裡面的
[00:16:14.360 --> 00:16:17.880]  講到沒抵改
[00:16:17.880 --> 00:16:20.120]  我想它講第十四節
[00:16:20.120 --> 00:16:21.800]  「此時你若閉口不言
[00:16:21.800 --> 00:16:25.800]  猶太人必從別處得解脫蒙請救」
[00:16:25.800 --> 00:16:28.440]  它不是靠嚇的
[00:16:28.440 --> 00:16:33.320]  它真是深信以色列人是打不贏的
[00:16:33.320 --> 00:16:35.880]  沒有人可以打不贏
[00:16:35.880 --> 00:16:38.120]  就是滅了以色列人的
[00:16:38.120 --> 00:16:41.720]  上帝一定會有解脫和請救的
[00:16:41.720 --> 00:16:43.800]  只不過是通過些什麼
[00:16:43.800 --> 00:16:46.440]  如果以斯帖拒絕
[00:16:46.440 --> 00:16:48.440]  不要搞我了
[00:16:48.440 --> 00:16:50.440]  它自己滅亡
[00:16:50.440 --> 00:16:52.760]  它不馴服的話它自己滅亡
[00:16:52.760 --> 00:16:58.760]  不過以色列人一定會有上帝的保守請救的
[00:16:58.760 --> 00:17:00.760]  這些以斯帖記是很有趣的
[00:17:00.760 --> 00:17:02.920]  因為第一它們根本就沒有國
[00:17:02.920 --> 00:17:05.320]  那時候比文素記還差
[00:17:05.320 --> 00:17:07.880]  文素記那時候還沒有成形
[00:17:07.880 --> 00:17:09.640]  這個就亡了國
[00:17:09.640 --> 00:17:11.400]  而整本以斯帖記裡面
[00:17:11.400 --> 00:17:13.400]  上帝是沒有出現過
[00:17:13.400 --> 00:17:17.720]  「神」這個字是沒有出現過的
[00:17:17.720 --> 00:17:19.720]  好像上帝不在
[00:17:19.720 --> 00:17:22.680]  但其實應許還在
[00:17:22.680 --> 00:17:26.680]  所以以色列人是沒得輸的
[00:17:26.680 --> 00:17:29.720]  如果你這樣看到這裡
[00:17:29.720 --> 00:17:31.720]  你就將它應用給我們現在身上
[00:17:31.720 --> 00:17:33.720]  你不用怕,什麼都不用怕
[00:17:33.720 --> 00:17:35.720]  上帝搞定了你就死了
[00:17:35.720 --> 00:17:37.720]  你就很容易錯了
[00:17:37.720 --> 00:17:40.600]  看書是要看整本的
[00:17:40.600 --> 00:17:42.600]  看戲也要看整套
[00:17:42.600 --> 00:17:44.600]  當我們由舊約去到新約的時候
[00:17:44.600 --> 00:17:46.600]  你會發現那些東西是不一樣的
[00:17:46.600 --> 00:17:48.600]  舊約如果你說是那個根
[00:17:48.600 --> 00:17:50.600]  就是那個樹根的話
[00:17:50.600 --> 00:17:52.600]  新約就是那些樹葉
[00:17:52.600 --> 00:17:54.600]  那樹根和樹葉是不一樣的
[00:17:54.600 --> 00:17:56.600]  正如舊約裡面那個
[00:17:56.600 --> 00:17:58.600]  如意節的羔羊
[00:17:58.600 --> 00:18:00.600]  新約裡面再不是如意節的羔羊
[00:18:00.600 --> 00:18:02.600]  新約裡面是耶穌基督
[00:18:02.600 --> 00:18:04.600]  所以在舊約裡面
[00:18:04.600 --> 00:18:08.600]  彷彿如果以色列人不自己自殘的話
[00:18:08.600 --> 00:18:12.600]  它應該就會成為大國
[00:18:12.600 --> 00:18:16.600]  成為全世界最富有的國家等等
[00:18:16.600 --> 00:18:18.600]  當然它不是
[00:18:18.600 --> 00:18:20.600]  它繼續自殘等等
[00:18:20.600 --> 00:18:22.600]  但是我們是不是
[00:18:22.600 --> 00:18:24.600]  現在將舊約搬到新約
[00:18:24.600 --> 00:18:26.600]  如果我們基督徒可以
[00:18:26.600 --> 00:18:30.600]  持久遵守上帝的話語
[00:18:30.600 --> 00:18:34.600]  我們就一定成為達官貴人
[00:18:34.600 --> 00:18:36.600]  在地上發財
[00:18:36.600 --> 00:18:38.600]  如果你這樣搞
[00:18:38.600 --> 00:18:40.600]  假設你沒有新約
[00:18:40.600 --> 00:18:44.600]  但是你將舊約的原則去應用在基督徒身上
[00:18:44.600 --> 00:18:48.600]  第一你就是活在樹根的世界裡面
[00:18:48.600 --> 00:18:52.600]  你不要出來活在樹幹的世界裡面
[00:18:52.600 --> 00:18:56.600]  第二你的應用就是成功神學
[00:18:56.600 --> 00:18:57.600]  富貴福音
[00:18:57.600 --> 00:18:58.600]  完全不是的
[00:18:58.600 --> 00:19:00.600]  為什麼不是呢?
[00:19:00.600 --> 00:19:02.600]  我們知道一定不是因為新約出來
[00:19:02.600 --> 00:19:04.600]  因為新約裡面那個救主
[00:19:04.600 --> 00:19:07.600]  是一個背十字架的救主
[00:19:07.600 --> 00:19:10.600]  在新約裡面的救主是一個窮鬼
[00:19:10.600 --> 00:19:12.600]  新約裡面的救主沒有一口好吃
[00:19:12.600 --> 00:19:18.600]  跟著跟隨耶穌基督的那幫保羅、約翰、彼得
[00:19:18.600 --> 00:19:20.600]  也都是沒有一口好吃
[00:19:20.600 --> 00:19:22.600]  所以在這個時候
[00:19:22.600 --> 00:19:24.600]  突然間事情就不同了
[00:19:24.600 --> 00:19:26.600]  你說他們是不是富有呢?
[00:19:26.600 --> 00:19:30.600]  是不是上帝打不死呢?
[00:19:30.600 --> 00:19:31.600]  是的
[00:19:31.600 --> 00:19:34.600]  不過就是另外一種打不死
[00:19:34.600 --> 00:19:35.600]  另外一種富有
[00:19:35.600 --> 00:19:37.600]  是天上的富有
[00:19:37.600 --> 00:19:41.600]  到我們怎樣去應用在我們身上呢?
[00:19:41.600 --> 00:19:43.600]  這個打不死的認去呢?
[00:19:43.600 --> 00:19:45.600]  其實人家如果去看啟示錄
[00:19:45.600 --> 00:19:46.600]  你都知道的
[00:19:46.600 --> 00:19:48.600]  上帝的教會是打不死的
[00:19:48.600 --> 00:19:53.600]  上帝是一定會保守住一幫忠心他的人
[00:19:53.600 --> 00:19:56.600]  問題就是你跟我有沒有份的
[00:19:56.600 --> 00:19:58.600]  上帝不會被滅
[00:19:58.600 --> 00:20:00.600]  上帝的國一定會來臨
[00:20:00.600 --> 00:20:05.600]  上帝的教會一定會承受永恆的財寶
[00:20:05.600 --> 00:20:09.600]  就是天上地下所有的祝福
[00:20:09.600 --> 00:20:11.600]  問題就是你跟我有沒有份
[00:20:11.600 --> 00:20:13.600]  那你怎樣有沒有份呢?
[00:20:13.600 --> 00:20:21.600]  就是你遵不遵守上帝給我們的命令
[00:20:21.600 --> 00:20:23.600]  我們會不會堅守到底
[00:20:23.600 --> 00:20:26.600]  我們會不會是一個忠心的僕人
[00:20:26.600 --> 00:20:29.600]  我們會不會忍耐到底必然得救
[00:20:29.600 --> 00:20:30.600]  等我完的時候
[00:20:30.600 --> 00:20:33.600]  我就想跟你一起看一下啟示錄
[00:20:33.600 --> 00:20:39.600]  有沒有發覺啟示錄前後是用遵守來包住的
[00:20:39.600 --> 00:20:42.600]  一開始的時候第一章第二節第三節
