
[00:00:00.000 --> 00:00:02.000]  主持人:各位姐妹們,早安。
[00:06:52.000 --> 00:07:17.000]  如果後面說自己是基督是王,羅馬巡撫不會理會,於是他要作多一件事,就是一定要作一個違反羅馬法律的人,然後羅馬巡撫才會處理。禁止納粹給該殺,說自己是基督是王,某個程度上,按照中國人的傳統,自稱為"豬狗族"的死罪。
[00:07:17.000 --> 00:07:40.000]  你是皇帝,你說我是王。於是這群猶太人想了一個很好的法律方法,交在比拉多的手上,讓他可以來做這件事。然後他們強調這個罪犯應該是死的,只不過因為他們沒有權柄,他們為了尊重羅馬政府的權力,所以他們請比拉多出來作出判決。
[00:07:40.000 --> 00:08:02.000]  從這些表面上看來,似乎這群猶太人是一個很尊重自己信仰的一群很敬虔的教徒,也是一群對羅馬很忠誠的子民,因為知道自己無權殺人,所以要帶到羅馬巡撫那裡,交回給你來做這個決定。
[00:08:02.000 --> 00:08:22.000]  但是如果我們再看看第19章第7節,這裡才真真正正將猶太人控告耶穌的罪行說出來,他們這樣說:我們有律法案,律法他是該死的,因他以自己為神的而死。
[00:08:22.000 --> 00:08:48.000]  這個才是猶太人真真正正告耶穌的罪,他們知道這個罪不能夠讓羅馬巡撫處理,於是他們安立了一個對耶穌來說是必死無疑的罪,因為如果耶穌基督真的稱自己為王代表,他就要推翻羅馬政權,為猶太人建立自己的角度。
[00:08:48.000 --> 00:09:14.000]  猶太人很聰明,因為聖經他們很清楚告訴我們,神會追討流無辜人的血的罪,所以他們將殺耶穌這個罪交在比拉多的手裡,不關我們的事,是羅馬巡撫殺他的,就算殺錯也不關我們的事。
[00:09:14.000 --> 00:09:26.000]  其實在第二第三次的審訊裡面,我們看到他們有機會撥亂反正,因為比拉多出來告訴他們,我查不出這個人有什麼罪。
[00:09:26.000 --> 00:09:37.000]  比拉多出來見到他們就說,各位猶太的子民,我審問了耶穌,但是我找不到他有什麼罪。
[00:09:37.000 --> 00:09:48.000]  第二次出來就說,各位,你看看,我打了他,我連刑也下了,但是這個人也無罪可認,所以我查不出他有什麼罪。
[00:09:48.000 --> 00:10:09.000]  第三次出來就說,我釘他十字架,釘他十字架,釘他十字架,我查不出釘他十字架,我釘他十字架,釘他十字架。這個就是猶太人來到比拉多的面前,他們心裡面真真正正的聲音。
[00:10:09.000 --> 00:10:21.000]  他們用他們的叫囂,用他們的壓力,告訴審判官,你不用審,你只要做一件事情,就是聽我們的說話,釘死耶穌。
[00:10:21.000 --> 00:10:36.000]  然後十九章十二節,他們對比拉多說,你如果釋放這個人,就不是該殺的忠臣,凡以自己為王的就是背叛該殺。
[00:10:36.000 --> 00:10:57.000]  比拉多做羅馬巡撫,在治理耶路撒冷的時間,當時的羅馬,如果我們熟悉,那個政權是四頭馬車的時代,西羅馬有一位該殺是最大權力,東羅馬有另外一位該殺是負責治理東羅馬,在他們兩個下面有另外兩個很重要的王。
[00:10:57.000 --> 00:11:20.000]  很明顯地,歷史告訴我們,比拉多非常得不到羅馬海撒的歡心,他知道如果這班猶太人真的上告該殺,比拉多馬上想到的,就是我失去我的官位,我失去我的財富,甚至連性命都不保。
[00:11:20.000 --> 00:11:48.000]  這班猶太人和這班人,為了不讓自己受招污,不能夠參與逾越節的活動,來到羅馬巡撫,比拉多的衙門門口都不敢進入,很敬虔的行動,敬虔的外表,但心裏面很惡毒,心裏面想的就是我們用盡各種各樣的方法,不惜恐嚇這個法官。
[00:11:48.000 --> 00:12:06.000]  都要殺了這個耶穌,是不是很為善?外表很漂亮,一步都不進去衙門,免得沾污我這個人,沒有辦法來敬畏這位神。
[00:12:06.000 --> 00:12:21.000]  但聖經說不要流無辜人的血,不要殺人,不要作假見證,這一切在他們心裏面的東西,卻是被忽略。
[00:12:21.000 --> 00:12:36.000]  這班猶太人很重視外在的美好,但忽視了神對內心聖潔的要求,所以這班猶太人是一班偽善者,不是真真正正的選民。
[00:12:36.000 --> 00:12:58.000]  罵他們很容易的,今天我們看聖經,這麼壞的人,但丁子妹,如果你當日在場,你是這個群眾裏面的其中一個,你會不會都是叫釘他十字架的那個?
[00:12:58.000 --> 00:13:11.000]  今天我們生活在一個很世俗化的社會,我們是不是真的能夠心口如一的過一個合神心意的生活?
[00:13:11.000 --> 00:13:28.000]  也就是說,在我們日常生活裏面,我們都要為了符合社會的要求,或者達到我們自己心目當中的利益,同樣的都要將信仰而言的價值觀暫時的來丟棄。
[00:13:28.000 --> 00:13:43.000]  但是仍然的,穿得漂漂亮亮來到教會裏面,有一個非常漂亮的食靈外衣,整個美好聖潔的門徒。
[00:13:43.000 --> 00:13:56.000]  有一個教會的領袖,在教會裏面有很多的侍奉,他很關心年輕人,那時候也跟他們分享他的一些經歷,經驗,對人也很照顧,很鼓勵。
[00:13:56.000 --> 00:14:06.000]  這個人開了一間便利店,有一天剛好在教會裏面有一個年輕人,剛好在他的便利店裏面購物。
[00:14:06.000 --> 00:14:12.000]  當這個年輕人進入這個便利店,他就看到原來你是老闆。
[00:14:12.000 --> 00:14:29.000]  但是他再看一看,咦,為什麼那個雜誌架上放滿了色情的雜誌?年輕人心直口快,就問這個領袖,為什麼賣這些東西?
[00:14:29.000 --> 00:14:44.000]  他得到一個這樣的答案,這個老闆就說,我知道賣這些刊物不是很對,不過生意難做,這些雜誌的利潤很高。
[00:14:44.000 --> 00:14:59.000]  他說我有祈禱的,等我的生意好一點,我就不再賣這些雜誌了。我不知道他的祈禱是什麼,希望我的雜誌賣多一點,讓他賺多一點。
[00:14:59.000 --> 00:15:08.000]  不過往後的結局就是,這個年輕人再去的時候,他心裏面有一個感覺,似乎神沒有聽他的祈禱,他的生意應該從來沒有好過。
[00:15:08.000 --> 00:15:18.000]  因為仍然是那一堆色情雜誌擺在最多眼的地方。
[00:15:18.000 --> 00:15:28.000]  當時羅馬巡撫比拉多是第五任負責統治猶大行省的羅馬巡撫。
[00:15:28.000 --> 00:15:43.000]  歷史告訴我們,比拉多其實是一個非常殘忍的統治者,從來都不是對猶太人很好,他用很多殘酷的方法來對待他們,來鎮壓他們。
[00:15:43.000 --> 00:16:01.000]  期望能夠得到羅馬該殺的歡心,覺得你真的幫我治理好這個地方。當猶太人將耶穌捉拿,帶去阿拿和該阿發的院中的時候,我相信這件事情非常轟動在耶路撒冷。
[00:16:01.000 --> 00:16:18.000]  聖經記載,他們拿著火把,一群人浩浩蕩蕩地去赫西瑪利園捉耶穌。在他們管轄的地區發生這麼大的事情,這位巡撫的下屬,甚至當年的大祭司該阿發都應該將這麼重要的事情向巡撫表達。
[00:16:18.000 --> 00:16:33.000]  所以我們看到比拉多起初覺得,這只是猶太人自己猶太教中的宗教的爭執,你不要來找我,不要來騷擾我。所以十八章31節說,你們公會有你們自己司法的權力,你們自己處理了它。
[00:16:33.000 --> 00:17:02.000]  不過後來猶太人肯定說,這案子一定會判死刑。然後猶太人正如我提過,就說這個人誘惑國民禁止納粹被該殺,說自己基督是王。我相信這個控罪也讓比拉多有一個很深的沉思,因為的確在比拉多就任之前,在耶路撒冷一帶的地方,的確有些人自認為離賽亞,然後帶著一群猶太人去反叛,引起了很多的問題。
[00:17:02.000 --> 00:17:20.000]  於是比拉多見到耶穌時,他就問:你是否猶太人的王?很有趣的是,如果我們認識耶穌,祂經常不回答別人的問題,祂不懂得回答,總是會問你很多問題。
[00:17:20.000 --> 00:17:43.000]  於是耶穌問:是誰說的?但是耶穌後來回答他,有一個這樣的意味,耶穌說:你問我是否王,如果你問我是否來到地上要作王,挑戰羅馬的政權,幫以色列人重建這個國家,耶穌說不是。
[00:17:43.000 --> 00:17:53.000]  但是耶穌說:如果你問我是否以色列人所講舊約所預言的那位離賽亞的王,我是。
[00:17:53.000 --> 00:18:19.000]  我們回去看看,耶穌有這樣的意味。耶穌並沒有否定耶穌是王的身份,而是說:我的國不在這個地上。耶穌說:你不要誤會,你以為羅馬帝國很偉大嗎?我看來也不知道是什麼,我不是這個國家的王,我不是要做這個王。
[00:18:19.000 --> 00:18:36.000]  所以經過兩場審問,比拉多三次指出他找不到耶穌有任何可供定罪的罪案之後,他就出來鏗鏘有力地告訴猶太人,他查不出他們有罪證,甚至說:我帶他出來。
[00:18:36.000 --> 00:18:55.000]  他還說:你們不是要我釋放一個人嗎?我給你們兩個人選擇,一個是耶穌,一個是殺人放火引起很多動亂的巴拉巴拉。比拉多也想得很清楚,這兩個人應該選擇耶穌,不會選擇罪大惡極的人,不過他猜錯了。
[00:18:55.000 --> 00:19:11.000]  當比拉多出來,很有力地告訴猶太人:我問過了,我審過了,按照羅馬法律,我在這個人身上找不到任何的罪證,所以我們應該放了他。
[00:19:11.000 --> 00:19:32.000]  我看到這裡,我覺得要拍掌歡呼,哇,多麼正義,多麼大公無私,下面一大堆人釘他十字架,他說我找不到這個人有什麼罪,不過先停一停,拍到一半,再看一看,十九章十二節,剛才我們也提過。
[00:19:32.000 --> 00:19:56.000]  猶太人的領袖對比拉多說,你如果釋放這個人,你就不是該殺的忠臣,凡以自己為王的,就是背叛該殺。這幾句話,追正了比拉多心裡面的痛處,因為羅馬的皇帝已經不太喜歡他,如果他現在被人告,說他背叛該殺,他知道問題在哪裡。
[00:19:56.000 --> 00:20:14.000]  當他一想到自己的官位不保,甚至連性命都壓上去的時候,這位大公無私的比拉多,最後屈從於猶太人的聲音和恐嚇。
[00:20:14.000 --> 00:20:38.000]  今天我們罵他很容易,畢竟他是一個不信神的外邦人,我們也不能對他太多期望。但是讓我們有點苦心自問,今天我們被稱為神的門徒,曾幾何時我們都會不會是一些合乎神心意的信仰價值觀,
[00:20:38.000 --> 00:21:02.000]  和我個人的名譽、地位、財富、權勢的對比之下,我選擇屈從,我選擇放下信仰上的價值,拿回人世間給我的名譽、地位、財富和權勢。
[00:21:02.000 --> 00:21:12.000]  對比起這兩群人的叛逆,耶穌基督給我們一個堪當學校的榜樣。
[00:21:12.000 --> 00:21:32.000]  中國人有句說話叫慷慨赴死而從容就義難。我想想,如果我是耶穌,你們抓了我,我就會說不要說那麼多,死就死吧,三天之後有一條好漢現在把我頂上十字架,我馬上就搞定我的救贖計劃,所有人類都可以信耶穌,多好。
[00:21:32.000 --> 00:21:42.000]  抓什麼去呢?馬上就去十字架那裡,我已經預了,跟天父說了,我已經求完了,這個杯子是我喝的。
[00:21:42.000 --> 00:21:56.000]  但是我看到耶穌不是這樣的,耶穌氣定神閒,跟著這群人,帶他們去阿拿那裡,他去阿拿那裡,送他們去哥亞發那裡,去哥亞發那裡,再送他們去羅馬順府那裡,他去羅馬順府那裡。
[00:21:56.000 --> 00:22:02.000]  於是我們就說,我們經常這樣說,耶穌是神,有什麼他做不到?
[00:22:02.000 --> 00:22:30.000]  我經常說道,我們不要忘記耶穌是百分百的人,他是道成肉身,來到這個世界,跟你和我有喜怒哀樂感情的人,面對著猶太人群情洶湧的叫囂,面對著羅馬順府的審判,他心裡的壓力一點都不輕。
[00:22:30.000 --> 00:22:42.000]  但是,似乎這位耶穌向我們展示的是,我們如何在世人重重的壓力底下,我們仍然可以從容的面對。
[00:22:42.000 --> 00:23:02.000]  耶穌沒有直接回答比拉多的問題,正如他說,你說我是羅馬的王,我不是,如果你說我是彌賽的王,我是。這個答案其實講得很清楚,耶穌說,我國不屬於這個世界,我國若屬於這個世界,我的臣僕必要爭戰,使我不至於被交給猶太人,使成我的國不屬於這個世界。
[00:23:02.000 --> 00:23:22.000]  耶穌在這裡講得很清楚,他說,我是王。這個說法,其實耶穌的意思是什麼?猶太人就是罵他,這是他的罪,耶穌說他是王,這就是他的罪,但是耶穌沒有退縮,因為他知道我真是王,你要用這個名義來殺我,我仍然堅持告訴你,我是那位的彌賽。
[00:23:22.000 --> 00:23:43.000]  今天我們面對很多逼迫,很多挑戰,對我們的信仰有些挑戰的時候,你會不會有些退縮?不要說這麼多,先退一退,現在這個世界告訴我們,圓滑一點,暫時否認一下,不死的,下次再來,耶穌在這裡不是。
[00:23:43.000 --> 00:24:03.000]  其實對耶穌來說,我是王的意思就是,無論現在羅馬帝國有多大,我的王權不在這個這麼狹隘的時空當中,一個這麼小的王國。耶穌的意思就是說,我的國包括所有我們能夠用的字眼,包括所有我們認知的太陽系,所有的銀河系,所有的宇宙,所有的星球。
[00:24:03.000 --> 00:24:30.000]  那麼我們說那是什麼意思呢?耶穌基督就說,你說得出的地方,你想得到的東西,都是我的治理底下。再簡單一點說,這個也是剛剛泰王駕崩才知道的,原來名義上,泰國整個國家裡面所有的東西都是屬於泰王的。
[00:24:30.000 --> 00:24:50.000]  名義上,實際上不是,我們知道。就是說,如果你問泰國的皇帝,這個國家裡面有什麼是你的,他就說,沒有任何一樣東西不是我的。耶穌基督就是這個意思,我是王,所有你腦袋想得到的東西都是我的。
[00:24:50.000 --> 00:25:08.000]  這位擁有一切的主來到這個時空,有一個很重要的使命,就是將真理帶到人間,讓世上的人可以看見真理,因為在約翰福音一章十八節一早就說了,因為從來沒有人見過神,只有主耶穌基督將神表明出來。
[00:25:08.000 --> 00:25:23.000]  所以耶穌來到這個世界上,祂最重要的目的就是將神表明出來,讓人可以認識這位神是誰。所以耶穌來到這個世界,是讓人從祂身上見到神,這個正正是猶太人恐懼的。
[00:25:23.000 --> 00:25:39.000]  這個人說自己是神的兒子,耶穌基督說,是的,我的確是神的兒子,沒有任何可以妥協的地方。然後主耶穌跟彼拉多說,若不是從上頭賜給你的,你就毫無權並辦我。
[00:25:39.000 --> 00:26:01.000]  記不記得彼拉多在之前說過什麼,耶穌你清清楚楚地回答我,大權在我手,我要你死你就死,我放你你就可以走。記不記得,都是這段經文說的。耶穌也很兇的,對著彼拉多說,你以為你很厲害嗎?你以為權真的在你手嗎?
[00:26:01.000 --> 00:26:24.000]  彼拉多說,不,若不是上帝將這個配件,這個權並放在你的手上,你何來有權並處理我?耶穌說,耶穌的意思是,是的,我是要這樣去承擔世人的罪債,釘在十字架上承擔人的救贖,但是不代表你有任何的權並,而是你將我釘在十字架上。
[00:26:24.000 --> 00:26:38.000]  不是,是神給你這個權並,讓你可以將我釘在十字架上,為了成就神救贖的計劃,任何地上的權並都不能夠處置耶穌。
[00:26:38.000 --> 00:27:02.000]  我們看到耶穌無論面對群眾任何的壓力,任何地上權勢的威嚇,由始至終,祂都是溫溫柔柔地,但是很堅定不移地告訴對方,我是王,我是神的兒子,我來讓你知道真真正正的神是怎樣。
[00:27:02.000 --> 00:27:17.000]  人的叛逆不能搖動這位王者的氣派。其實今天在我們生活的場景和耶穌的場景都有點類似,在我們身邊有很多聲音,這些叫聲可能很大,也可能很小。
[00:27:17.000 --> 00:27:35.000]  可能有些聲音在我們耳中說,分切性行為有什麼問題呢?基督徒又怎樣?每個人都是這樣的。婚外情又如何?這個社會很多人都是這樣做的。放下你的信仰,忘記它。
[00:27:35.000 --> 00:27:57.000]  又或者說我們要尊重人的性向,所以如果我篤鼻哥說我是女人,我就可以進去女更衣室。我們還要尊重人的權利,所以我們要在他們的兒童期間開始學習,其實他們有不同的性向。
[00:27:57.000 --> 00:28:07.000]  我真的聽過有一個小朋友這樣說,他的老師問他,你喜歡男孩子還是女孩子?他說當然喜歡女孩子,因為我是男孩子。
[00:28:07.000 --> 00:28:35.000]  他說你怎麼知道,你可能喜歡男孩子。他說不可以,你沒試過。這是這個世界很多好像很小,但其實在叫囂的聲音。今天我們面對這些聲音,這些聲音令我們有很大的壓力,又或者令我們有很多的煩擾,煩躁,不知所措。
[00:28:35.000 --> 00:28:59.000]  但主耶穌在他面對這些壓力,這些叫囂聲下給我們一個很好的榜樣,他不指責,不爭辯,我們見他不和比拉多爭拗,也不和猶太人爭辯,但他是很清楚,堅定不移地站在自己的立場,清清楚楚地表達他的真理。
[00:28:59.000 --> 00:29:19.000]  香港有一個不用收錢的電視台,最近在播一套講公關的電視,有一次他們和顧客交談時,顧客就說不是這樣,於是他們就談如何處理這個問題。
[00:29:19.000 --> 00:29:37.000]  老闆就說,我們不用證明對方是錯的,我們只要證明自己是對的。
[00:29:37.000 --> 00:29:54.000]  證明我們面對著這個世界有很多的煩囂聲音,你回應他,說他錯,說到口水乾都沒有用,倒不如讓我們站穩我們的立場,堅定地將耶穌的真理顯示出來。
[00:29:54.000 --> 00:30:17.000]  我相信這是當我們迎向耶穌降生的一個節日,我們能夠送給這位主一份最大的禮物,就是我們學習他的榜樣,堅定地面對無論多大的挑戰,我們在信仰價值當中不要作任何妥協,學習他的溫柔,回應這個世界有很多的聲音。
[00:30:17.000 --> 00:30:27.000]  我們只需要證明一件事,我們所信的是真理,我們所信的神是真,當他進入你,他們就會找到真理,我們一起祈禱。
[00:30:27.000 --> 00:30:49.000]  親愛的主神,我們來到你面前,我們去感恩,因為你很愛我們,你愛我們到一個地步,你面對多少的挑戰,你仍然溫柔地,但也堅定地說你是王,你就是那位來到讓我們知道有真理,有神的那一位,我們感謝你,因為你的堅定不移,今天我們得到這份救恩。
[00:30:49.000 --> 00:31:03.000]  今天我們同樣面對很多對我們信仰的攻擊,挑戰,甚至挑釁,但神讓我們不要縱殺別人的詭計,成為與人爭辯的位置。
[00:31:03.000 --> 00:31:13.000]  雖然我們要互教,但主我們見到,你卻是堅定不移的,你不爭辯,但你卻是將真理顯明出來。
[00:31:13.000 --> 00:31:34.000]  主幫助我們今天面對世間很多的風潮,很多的潮流的時候,讓我們仍然站穩在真理裡面,以致讓人真的見到教會是有真理,有未在當中,以致他們被吸引,能夠在聖誕節,或者往後的日子,被你吸引來跟從你。
[00:31:34.000 --> 00:31:37.000]  主愛,多謝你。我是禱告,奉基督耶穌,得聖名求。
