
[00:00:00.000 --> 00:00:02.800]  各位最後弟兄姊妹朋友 早安
[00:04:30.040 --> 00:04:33.560]  這是神在背後猜險祂的愛子
[00:04:33.560 --> 00:04:37.920]  來降生在女子的身上出來
[00:04:37.920 --> 00:04:40.680]  大家都明白到我們聽故事都知道
[00:04:40.680 --> 00:04:43.960]  無論大家信主還未信主之前都知道
[00:04:43.960 --> 00:04:46.760]  是瑪利亞這位童女
[00:04:46.760 --> 00:04:48.920]  童女這裡講得很清楚
[00:04:48.920 --> 00:04:50.920]  這裡是看到她的時候
[00:04:50.920 --> 00:04:52.400]  是born of a woman
[00:04:52.400 --> 00:04:53.680]  是從女子而生
[00:04:53.680 --> 00:04:55.680]  她不是提到亞當
[00:04:55.680 --> 00:04:58.080]  不是提到約瑟
[00:04:58.080 --> 00:05:00.240]  她說是瑪利亞
[00:05:00.240 --> 00:05:01.240]  提到瑪利亞
[00:05:01.240 --> 00:05:04.920]  當我們看盧伽福音的時候
[00:05:04.920 --> 00:05:06.920]  第一章的時候
[00:05:08.920 --> 00:05:10.920]  第一章的時候
[00:05:10.920 --> 00:05:17.280]  他就說神在六個月的時候
[00:05:17.280 --> 00:05:21.280]  當瑪利亞的姐姐懷孕的時候
[00:05:21.280 --> 00:05:23.280]  神就差派了一個天使
[00:05:23.280 --> 00:05:27.280]  去加拔列跟瑪利亞說
[00:05:27.280 --> 00:05:31.280]  你將會有一個嬰兒懷孕生子
[00:05:31.280 --> 00:05:33.280]  我們看回福音書的時候
[00:05:33.280 --> 00:05:35.280]  瑪利亞當時很害怕
[00:05:35.280 --> 00:05:38.280]  她剛剛準備結婚
[00:05:38.280 --> 00:05:40.280]  但為什麼懷孕了
[00:05:40.280 --> 00:05:42.280]  做老公的也害怕
[00:05:42.280 --> 00:05:44.280]  為什麼我還沒娶老婆
[00:05:44.280 --> 00:05:46.280]  老婆告訴我懷孕了
[00:05:46.280 --> 00:05:48.280]  這是很大的事情
[00:05:48.280 --> 00:05:50.280]  原來是神在背後當中
[00:05:50.280 --> 00:05:52.280]  所以看到是神在她背後
[00:05:52.280 --> 00:06:00.280]  差派天使去傳這個訊息給瑪利亞
[00:06:00.280 --> 00:06:04.280]  當她明白到童女是一個virgin的時候
[00:06:04.280 --> 00:06:06.280]  童貞女懷孕生子的時候
[00:06:06.280 --> 00:06:08.280]  我們就明白到
[00:06:08.280 --> 00:06:12.280]  這個是不是一些可以用
[00:06:12.280 --> 00:06:14.280]  現在我們明白的科學
[00:06:14.280 --> 00:06:16.280]  能夠了解到
[00:06:16.280 --> 00:06:18.280]  科學裡面告訴我們有沒有可能性
[00:06:18.280 --> 00:06:19.280]  沒可能
[00:06:19.280 --> 00:06:21.280]  為什麼科學告訴我們
[00:06:21.280 --> 00:06:24.280]  我的小朋友都在學
[00:06:24.280 --> 00:06:26.280]  小朋友在中學小學都在學
[00:06:26.280 --> 00:06:28.280]  學那些genetic
[00:06:28.280 --> 00:06:29.280]  基因完全基因
[00:06:29.280 --> 00:06:31.280]  comosome那些染色體
[00:06:31.280 --> 00:06:33.280]  有一半的染色體是爸爸來的
[00:06:33.280 --> 00:06:35.280]  一半的染色體是媽媽來的
[00:06:35.280 --> 00:06:37.280]  合起來就變成一個人
[00:06:37.280 --> 00:06:39.280]  這些科學告訴我們
[00:06:39.280 --> 00:06:42.280]  有沒有可能是童貞女懷孕呢
[00:06:42.280 --> 00:06:44.280]  科學就說不如研究一下
[00:06:44.280 --> 00:06:46.280]  究竟有沒有這個問題呢
[00:06:46.280 --> 00:06:49.280]  我們看這些文章
[00:06:49.280 --> 00:06:52.280]  譬如在科學雜誌裡面都說
[00:06:52.280 --> 00:06:54.280]  有些文章就說
[00:06:54.280 --> 00:06:56.280]  有可能的
[00:06:56.280 --> 00:06:58.280]  在這些動物當中
[00:06:58.280 --> 00:07:00.280]  譬如蛇
[00:07:00.280 --> 00:07:03.280]  是有可能
[00:07:03.280 --> 00:07:06.280]  牠可以是兩個
[00:07:06.280 --> 00:07:08.280]  雌性的
[00:07:08.280 --> 00:07:12.280]  就變成有蛇仔出來
[00:07:12.280 --> 00:07:14.280]  都有可能性
[00:07:14.280 --> 00:07:15.280]  但是呢
[00:07:15.280 --> 00:07:17.280]  在mammals 哺乳類動物
[00:07:17.280 --> 00:07:19.280]  它就說不行
[00:07:19.280 --> 00:07:21.280]  因為有所謂的
[00:07:21.280 --> 00:07:23.280]  有一種所謂的
[00:07:23.280 --> 00:07:25.280]  genomic imprinting mechanism
[00:07:25.280 --> 00:07:26.280]  它就說
[00:07:26.280 --> 00:07:28.280]  基因印製的機制當中
[00:07:28.280 --> 00:07:30.280]  就在哺乳類動物
[00:07:30.280 --> 00:07:32.280]  就沒有可能
[00:07:32.280 --> 00:07:35.280]  這個是科學上現在的了解
[00:07:35.280 --> 00:07:37.280]  但是會不會說
[00:07:37.280 --> 00:07:39.280]  因為這個科學就推翻
[00:07:39.280 --> 00:07:41.280]  聖經所說的話呢
[00:07:41.280 --> 00:07:42.280]  絕對不會
[00:07:42.280 --> 00:07:44.280]  因為剛才大家所讀的經文當中
[00:07:44.280 --> 00:07:45.280]  我們看到
[00:07:45.280 --> 00:07:47.280]  在路加福音的時候
[00:07:47.280 --> 00:07:48.280]  再加上太書的時候
[00:07:48.280 --> 00:07:49.280]  我們明白到
[00:07:49.280 --> 00:07:50.280]  原來是神
[00:07:50.280 --> 00:07:52.280]  在背後有這個神跡出來
[00:07:52.280 --> 00:07:54.280]  那是不是因為科學做不到
[00:07:54.280 --> 00:07:55.280]  就不是呢
[00:07:55.280 --> 00:07:58.280]  這個我們就明白到不是這件事情
[00:07:58.280 --> 00:08:00.280]  但是我們再看經文的時候
[00:08:00.280 --> 00:08:01.280]  如果我們再留意
[00:08:01.280 --> 00:08:02.280]  聖經的經文當中
[00:08:02.280 --> 00:08:04.280]  我們看到加上太書
[00:08:04.280 --> 00:08:05.280]  我們明白到
[00:08:05.280 --> 00:08:06.280]  原來
[00:08:06.280 --> 00:08:08.280]  主耶穌基督來的時候
[00:08:08.280 --> 00:08:10.280]  經文提到
[00:08:10.280 --> 00:08:14.280]  罪是從亞當一人來到這個世界
[00:08:14.280 --> 00:08:17.280]  計劃成的計劃就是從一個人
[00:08:17.280 --> 00:08:19.280]  這個聖子主耶穌基督
[00:08:19.280 --> 00:08:20.280]  一個人
[00:08:20.280 --> 00:08:21.280]  神的兒子
[00:08:21.280 --> 00:08:22.280]  又是神
[00:08:22.280 --> 00:08:23.280]  完全的神
[00:08:23.280 --> 00:08:24.280]  完全的人
[00:08:24.280 --> 00:08:27.280]  就將這個計劃來到我們當中
[00:08:27.280 --> 00:08:30.280]  就將這個罪解決了
[00:08:30.280 --> 00:08:31.280]  所以聖經就提到
[00:08:31.280 --> 00:08:34.280]  原來我們人類的始祖亞當
[00:08:34.280 --> 00:08:36.280]  他犯了很嚴重的罪
[00:08:36.280 --> 00:08:38.280]  在創世紀也提到
[00:08:38.280 --> 00:08:43.280]  因為摩薩旦引誘夏娃的時候
[00:08:43.280 --> 00:08:45.280]  亞當在他旁邊
[00:08:45.280 --> 00:08:47.280]  他身為丈夫的時候
[00:08:47.280 --> 00:08:49.280]  他沒有做完丈夫的責任
[00:08:49.280 --> 00:08:53.280]  所以令到罪帶入到人類的世界當中
[00:08:53.280 --> 00:08:56.280]  所以亞當的罪是很大
[00:08:56.280 --> 00:08:58.280]  他因為這個一個人的罪
[00:08:58.280 --> 00:09:01.280]  而使到全人類都有原罪在當中
[00:09:01.280 --> 00:09:03.280]  正因為這個原因
[00:09:03.280 --> 00:09:05.280]  我們看到剛才讀的迦太太書當中
[00:09:05.280 --> 00:09:06.280]  迦太太書提到
[00:09:06.280 --> 00:09:08.280]  第四章第四字提到
[00:09:08.280 --> 00:09:10.280]  神差遣他的兒子
[00:09:10.280 --> 00:09:12.280]  為他的女子索生
[00:09:12.280 --> 00:09:14.280]  且身在律法之下
[00:09:14.280 --> 00:09:16.280]  就是藉著童貞女懷孕
[00:09:16.280 --> 00:09:17.280]  這件神蹟
[00:09:17.280 --> 00:09:21.280]  神既然能夠創造宇宙萬物絕主的時候
[00:09:21.280 --> 00:09:26.280]  他當然有能力可以令到童貞女懷孕
[00:09:26.280 --> 00:09:28.280]  藉著這個方法
[00:09:28.280 --> 00:09:31.280]  我們就可以知道神來到我們當中
[00:09:31.280 --> 00:09:33.280]  用他的兒子來到我們當中
[00:09:33.280 --> 00:09:38.280]  我們繼續看下去經經文的時候
[00:09:38.280 --> 00:09:39.280]  如果我們明白的時候
[00:09:39.280 --> 00:09:41.280]  我們再看下去
[00:09:41.280 --> 00:09:46.280]  就像在哥羅西書的時候
[00:09:46.280 --> 00:09:48.280]  提到告訴我們
[00:09:48.280 --> 00:09:50.280]  哥羅西書第一章第十五字
[00:09:50.280 --> 00:09:54.280]  他的愛子不是我們能夠看見的
[00:09:54.280 --> 00:09:55.280]  甚至
[00:09:55.280 --> 00:09:58.280]  愛子是那不能看見之神的像
[00:09:58.280 --> 00:09:59.280]  是守身的
[00:09:59.280 --> 00:10:03.280]  在一切被造的異仙
[00:10:03.280 --> 00:10:06.280]  神造這個世界之前
[00:10:06.280 --> 00:10:07.280]  主耶穌基督
[00:10:07.280 --> 00:10:09.280]  我們的三一真神
[00:10:09.280 --> 00:10:12.280]  已經在這個世界當中
[00:10:12.280 --> 00:10:15.280]  他藉著守身
[00:10:15.280 --> 00:10:18.280]  他成為藉著主耶穌基督的形象
[00:10:18.280 --> 00:10:20.280]  而讓我們能夠看見
[00:10:20.280 --> 00:10:23.280]  哥羅西書第一章第十六字繼續這樣說
[00:10:23.280 --> 00:10:25.280]  因為萬有都是靠他造的
[00:10:25.280 --> 00:10:28.280]  無論是天上的地上的
[00:10:28.280 --> 00:10:30.280]  能看見的不能看見的
[00:10:30.280 --> 00:10:33.280]  或是有為的主治的
[00:10:33.280 --> 00:10:35.280]  執政的掌權的
[00:10:35.280 --> 00:10:38.280]  一概都是藉著他造的
[00:10:38.280 --> 00:10:40.280]  又是他所造的
[00:10:40.280 --> 00:10:44.280]  我們明白到主耶穌基督在創世之前
[00:10:44.280 --> 00:10:49.280]  他已經在我們世界背後掌管
[00:10:49.280 --> 00:10:52.280]  約翰福音第一章第十八字這樣說
[00:10:52.280 --> 00:10:53.280]  從來沒有人看見神
[00:10:53.280 --> 00:10:55.280]  只有在腐壞裡的獨生子
[00:10:55.280 --> 00:10:57.280]  將祂表明出來
[00:10:57.280 --> 00:10:58.280]  剛剛這個星期
[00:10:58.280 --> 00:11:01.280]  我到處去看聖誕禮物
[00:11:01.280 --> 00:11:03.280]  我預備了一些禮物送給同工
[00:11:03.280 --> 00:11:05.280]  我打算去逛逛Target
[00:11:05.280 --> 00:11:06.280]  去逛逛CupFood
[00:11:06.280 --> 00:11:07.280]  去逛逛Costco
[00:11:07.280 --> 00:11:08.280]  到處逛逛
[00:11:08.280 --> 00:11:10.280]  很久沒有這樣逛街買東西了
[00:11:10.280 --> 00:11:12.280]  去到Target
[00:11:12.280 --> 00:11:17.280]  很多人看到電子音響部
[00:11:17.280 --> 00:11:20.280]  有些Virtual Reality
[00:11:20.280 --> 00:11:22.280]  很多戴著眼鏡
[00:11:22.280 --> 00:11:24.280]  好像有幻象
[00:11:24.280 --> 00:11:25.280]  玩一些遊戲
[00:11:25.280 --> 00:11:30.280]  經歷一些平常經歷不到的事
[00:11:30.280 --> 00:11:32.280]  就算我們用錢幣
[00:11:32.280 --> 00:11:34.280]  我們也有虛擬貨幣
[00:11:34.280 --> 00:11:38.280]  用拿不到摸不到的錢幣
[00:11:38.280 --> 00:11:40.280]  去買一些摸不到的
[00:11:40.280 --> 00:11:42.280]  很特別的禮物
[00:11:42.280 --> 00:11:44.280]  上網那東西值多少錢
[00:11:44.280 --> 00:11:46.280]  要搶的
[00:11:46.280 --> 00:11:47.280]  是摸不到的
[00:11:47.280 --> 00:11:48.280]  他不會寄給你
[00:11:48.280 --> 00:11:50.280]  不會像亞馬遜那樣寄給我們
[00:11:50.280 --> 00:11:51.280]  但是你又相信他
[00:11:51.280 --> 00:11:52.280]  又看到
[00:11:52.280 --> 00:11:54.280]  好像所謂的Virtual Image
[00:11:54.280 --> 00:11:56.280]  假的像
[00:11:56.280 --> 00:11:58.280]  但是神就
[00:11:58.280 --> 00:12:00.280]  我們的天上包袱很特別
[00:12:00.280 --> 00:12:02.280]  神的愛子積雀
[00:12:02.280 --> 00:12:04.280]  乾身在同證女懷人
[00:12:04.280 --> 00:12:06.280]  乾身在我們當中
[00:12:06.280 --> 00:12:08.280]  在馬槽裡面乾身在當中
[00:12:08.280 --> 00:12:11.280]  使得我們能夠真正見到祂
[00:12:11.280 --> 00:12:13.280]  能夠摸到祂
[00:12:13.280 --> 00:12:16.280]  能夠藉著這個情況去經歷到祂
[00:12:16.280 --> 00:12:18.280]  所以能夠認識到神
[00:12:18.280 --> 00:12:20.280]  謝謝AV的弟兄
[00:12:20.280 --> 00:12:21.280]  很聰明
[00:12:21.280 --> 00:12:22.280]  完成了
[00:12:22.280 --> 00:12:23.280]  搞定了
[00:12:23.280 --> 00:12:24.280]  謝謝
[00:12:24.280 --> 00:12:26.280]  我的瞳孔真的很好
[00:12:26.280 --> 00:12:28.280]  很執生很厲害
[00:12:28.280 --> 00:12:30.280]  感謝天上的包袱
[00:12:30.280 --> 00:12:32.280]  讓他們有這樣的恩賜
[00:12:32.280 --> 00:12:34.280]  因為從來沒有人見過神
[00:12:34.280 --> 00:12:36.280]  只有在父懷裡的獨生子
[00:12:36.280 --> 00:12:39.280]  將祂表明出來
[00:12:39.280 --> 00:12:41.280]  這個不是Virtual Image
[00:12:41.280 --> 00:12:42.280]  不是假像
[00:12:42.280 --> 00:12:44.280]  是Real的Image
[00:12:44.280 --> 00:12:47.280]  是真正讓大家可以經歷到
[00:12:47.280 --> 00:12:50.280]  見到我們的主耶穌基督的時候
[00:12:50.280 --> 00:12:52.280]  可以我們經歷到神
[00:12:52.280 --> 00:12:55.280]  這個是真正的形象
[00:12:55.280 --> 00:13:00.280]  當我們看到同證女懷人的事跡的時候
[00:13:00.280 --> 00:13:02.280]  這個事實的時候
[00:13:02.280 --> 00:13:03.280]  我們明白到
[00:13:03.280 --> 00:13:05.280]  神藉著同證女懷人
[00:13:05.280 --> 00:13:07.280]  來到我們中間
[00:13:07.280 --> 00:13:11.280]  用主耶穌基督的形象來到我們中間
[00:13:11.280 --> 00:13:14.280]  真真實實地在我們當中
[00:13:14.280 --> 00:13:16.280]  這個是無可推諉的事實
[00:13:16.280 --> 00:13:18.280]  我們從而能夠感受到
[00:13:18.280 --> 00:13:20.280]  認識到我們何謂神
[00:13:20.280 --> 00:13:23.280]  神的形象是什麼
[00:13:23.280 --> 00:13:25.280]  我們在上個禮拜的主日當中
[00:13:25.280 --> 00:13:26.280]  我們明白到
[00:13:26.280 --> 00:13:32.280]  我們看司徒恆尊第三章的時候
[00:13:32.280 --> 00:13:36.280]  我們都知道基督的身份
[00:13:36.280 --> 00:13:40.280]  基督是神的獨人
[00:13:40.280 --> 00:13:43.280]  基督是聖潔的公然者
[00:13:43.280 --> 00:13:45.280]  又是生命的主
[00:13:45.280 --> 00:13:47.280]  來到我們當中來求贖我們
[00:13:47.280 --> 00:13:49.280]  這是非常大的恩典
[00:13:49.280 --> 00:13:51.280]  這是一個喜訊
[00:13:51.280 --> 00:13:54.280]  所以我們要藉著聖誕節去傳遞這個喜訊
[00:13:54.280 --> 00:13:56.280]  當我們再繼續看
[00:13:56.280 --> 00:13:58.280]  加拿大書的經文的時候
[00:13:58.280 --> 00:14:01.280]  我們看到第四章第五節
[00:14:01.280 --> 00:14:03.280]  第五節
[00:14:03.280 --> 00:14:04.280]  他說
[00:14:04.280 --> 00:14:07.280]  保羅就在這裡繼續說
[00:14:07.280 --> 00:14:11.280]  他說要把律法之下的人贖回來
[00:14:11.280 --> 00:14:14.280]  叫我們得著兒子的名分
[00:14:14.280 --> 00:14:16.280]  主耶穌基督來到我們當中
[00:14:16.280 --> 00:14:19.280]  跟承傳律法來到我們當中
[00:14:19.280 --> 00:14:21.280]  是為了救贖我們的罪
[00:14:21.280 --> 00:14:23.280]  目的是什麼
[00:14:23.280 --> 00:14:26.280]  叫我們得著兒子的名分
[00:14:26.280 --> 00:14:28.280]  這句中文翻譯得很好
[00:14:28.280 --> 00:14:32.280]  但背後的意思是非常深重
[00:14:32.280 --> 00:14:34.280]  它的原文是什麼
[00:14:34.280 --> 00:14:36.280]  令到我們可以
[00:14:36.280 --> 00:14:37.280]  不是而已
[00:14:37.280 --> 00:14:41.280]  如果我們作出這個選擇的時候
[00:14:41.280 --> 00:14:45.280]  能夠Receive Adoption to生存
[00:14:45.280 --> 00:14:47.280]  中文就一句幾個字
[00:14:47.280 --> 00:14:48.280]  兒子的名分
[00:14:48.280 --> 00:14:53.280]  其實是我們能夠接受這個Adoption
[00:14:53.280 --> 00:14:55.280]  去得到生存
[00:14:55.280 --> 00:14:57.280]  是什麼意思呢
[00:14:57.280 --> 00:14:59.280]  我們回看現代的時候
[00:14:59.280 --> 00:15:01.280]  我們社區當中
[00:15:01.280 --> 00:15:06.280]  都有很多的機構
[00:15:06.280 --> 00:15:11.280]  例如Christian Home Society of Minnesota
[00:15:11.280 --> 00:15:12.280]  例如這個組織
[00:15:12.280 --> 00:15:14.280]  我們當中的弟兄姊妹
[00:15:14.280 --> 00:15:16.280]  都有去領養去收養
[00:15:16.280 --> 00:15:20.280]  一些需要家庭的家庭
[00:15:20.280 --> 00:15:22.280]  家庭愛的小朋友
[00:15:22.280 --> 00:15:24.280]  我們當中都有弟兄姊妹這樣做
[00:15:24.280 --> 00:15:27.280]  我們當中的Elder Ivan也有這樣做
[00:15:27.280 --> 00:15:29.280]  但是這個情況
[00:15:29.280 --> 00:15:35.280]  當他明白到這個聖經的時候
[00:15:35.280 --> 00:15:36.280]  經文的時候
[00:15:36.280 --> 00:15:38.280]  保羅寫這段經文的時候
[00:15:38.280 --> 00:15:40.280]  當時的文化背景
[00:15:40.280 --> 00:15:44.280]  他們都有這個Adoption這個觀念
[00:15:44.280 --> 00:15:47.280]  有兩者現代和新約的背景當中
[00:15:47.280 --> 00:15:49.280]  都有相似的地方
[00:15:49.280 --> 00:15:51.280]  相似的地方就是
[00:15:51.280 --> 00:15:56.280]  他們本來不是家裏的一份子
[00:15:56.280 --> 00:15:58.280]  變為成為家裏的一份子
[00:15:58.280 --> 00:16:01.280]  現代可以說是Adopt
[00:16:01.280 --> 00:16:04.280]  被遺棄的動物都有
[00:16:04.280 --> 00:16:07.280]  但是新約的時候
[00:16:07.280 --> 00:16:11.280]  當羅馬政府第一世紀當時的文化的時候
[00:16:11.280 --> 00:16:14.280]  那時候的Adoption和現代的Adoption
[00:16:14.280 --> 00:16:15.280]  我們現在的收養
[00:16:15.280 --> 00:16:19.280]  觀念是有不同的地方
[00:16:19.280 --> 00:16:22.280]  他們不同的地方是甚麼呢
[00:16:22.280 --> 00:16:27.280]  例如我們看回新約的時代
[00:16:27.280 --> 00:16:29.280]  他們的文化就是這樣
[00:16:29.280 --> 00:16:32.280]  他們有個羅馬政府的文化就是這樣
[00:16:32.280 --> 00:16:34.280]  他們有個家庭裏面
[00:16:34.280 --> 00:16:37.280]  他們需要一個領導人
[00:16:37.280 --> 00:16:41.280]  即是一個帶領這個家庭的主人
[00:16:41.280 --> 00:16:44.280]  通常是丈夫
[00:16:44.280 --> 00:16:49.280]  會將這個責任交給他的兒子
[00:16:49.280 --> 00:16:52.280]  在社會裏面是很重要的
[00:16:52.280 --> 00:16:53.280]  當然重要
[00:16:53.280 --> 00:16:57.280]  他要整個家庭供養老的
[00:16:57.280 --> 00:17:00.280]  又要照顧年輕的
[00:17:00.280 --> 00:17:03.280]  家庭上又要有需要的領導
[00:17:03.280 --> 00:17:05.280]  丈夫的責任是非常大的
[00:17:05.280 --> 00:17:09.280]  萬一家庭裏面沒有一個人
[00:17:09.280 --> 00:17:11.280]  能夠承繼這個責任的時候
[00:17:11.280 --> 00:17:15.280]  怎麼辦呢 大家會怎樣做呢
[00:17:15.280 --> 00:17:23.280]  他們當時就會Adopt收養一個成年人
[00:17:23.280 --> 00:17:26.280]  這個成年人是怎樣的呢
[00:17:26.280 --> 00:17:28.280]  當然是選擇過的
[00:17:28.280 --> 00:17:30.280]  你會不會找那個不行的
[00:17:30.280 --> 00:17:33.280]  又跛腳的 又不可以甚麼的
[00:17:33.280 --> 00:17:35.280]  即是不可以帶領這個家庭的
[00:17:35.280 --> 00:17:36.280]  不會的
[00:17:36.280 --> 00:17:38.280]  如果大家都去到退休的年齡
[00:17:38.280 --> 00:17:44.280]  當時就會找一個有能力 有名望
[00:17:44.280 --> 00:17:46.280]  可以帶領這個家庭
[00:17:46.280 --> 00:17:50.280]  繼續延續下去的那種承繼人
[00:17:50.280 --> 00:17:53.280]  那時候新約的年代的Adopt收養
[00:17:53.280 --> 00:17:55.280]  就是這樣的意思
[00:17:55.280 --> 00:17:58.280]  就是收養一個能夠帶領這個家庭
[00:17:58.280 --> 00:18:00.280]  繼續去承繼他的產業
[00:18:00.280 --> 00:18:02.280]  繼續去一代一代一代
[00:18:02.280 --> 00:18:04.280]  成為這個家庭的一份子
[00:18:04.280 --> 00:18:07.280]  和現代的收養不同
[00:18:07.280 --> 00:18:09.280]  現代的收養的情況就是
[00:18:09.280 --> 00:18:13.280]  你自己本身已經有很多子女
[00:18:13.280 --> 00:18:18.280]  你見到社會上很受困苦的情況
[00:18:18.280 --> 00:18:20.280]  你就動了愛心 慈心
[00:18:20.280 --> 00:18:24.280]  就去收養這些被遺棄的小朋友
[00:18:24.280 --> 00:18:26.280]  就收入到家庭裏面
[00:18:26.280 --> 00:18:31.280]  他們未必會變成這個家庭的領導人
[00:18:31.280 --> 00:18:35.280]  所以這裏就是其中一個很大的分別
[00:18:35.280 --> 00:18:38.280]  第二個分別就是
[00:18:38.280 --> 00:18:44.280]  他們選擇的是有能力
[00:18:44.280 --> 00:18:50.280]  見到他有名聲 有去的能力
[00:18:50.280 --> 00:18:53.280]  但是現代的就未必是這樣
[00:18:53.280 --> 00:18:54.280]  你選擇一個小朋友
[00:18:54.280 --> 00:18:56.280]  你顧不顧他以前會變成怎樣
