
[00:00:00.000 --> 00:00:05.000]  今日我的講題題目是有些敏感的
[00:07:19.000 --> 00:07:21.000]  因為後來我們看到
[00:07:21.000 --> 00:07:24.000]  耶穌是叫拉薩盧復活的那個
[00:07:24.000 --> 00:07:26.000]  所以祂可以一開始就很肯定地說
[00:07:26.000 --> 00:07:29.000]  這個病不至於死
[00:07:29.000 --> 00:07:31.000]  接著去到第十一節的時候
[00:07:31.000 --> 00:07:33.000]  耶穌說了這話
[00:07:33.000 --> 00:07:34.000]  隨後對他們說
[00:07:34.000 --> 00:07:37.000]  我們的朋友拉薩盧睡了
[00:07:37.000 --> 00:07:39.000]  我去叫醒他
[00:07:39.000 --> 00:07:40.000]  門徒說
[00:07:40.000 --> 00:07:42.000]  主啊!他若睡了就必好了
[00:07:42.000 --> 00:07:43.000]  耶穌說
[00:07:43.000 --> 00:07:45.000]  是指著他死說的
[00:07:45.000 --> 00:07:47.000]  他們卻以為是說
[00:07:47.000 --> 00:07:48.000]  朝上睡了
[00:07:48.000 --> 00:07:50.000]  耶穌就明明地告訴他們說
[00:07:50.000 --> 00:07:52.000]  拉薩盧死了
[00:07:52.000 --> 00:07:55.000]  耶穌在說這段話的時候
[00:07:55.000 --> 00:07:59.000]  其實祂還沒有啟程去拉薩盧那裡
[00:07:59.000 --> 00:08:01.000]  其實祂還在老遠的地方
[00:08:01.000 --> 00:08:04.000]  當時又沒有電視機又沒有手機
[00:08:04.000 --> 00:08:05.000]  照理說祂應該不知道
[00:08:05.000 --> 00:08:08.000]  但是祂從老遠的地方就知道
[00:08:08.000 --> 00:08:10.000]  拉薩盧已經死了
[00:08:10.000 --> 00:08:13.000]  當耶穌來到的時候
[00:08:13.000 --> 00:08:15.000]  拉薩盧不僅已經死了
[00:08:15.000 --> 00:08:17.000]  他還被埋葬了
[00:08:17.000 --> 00:08:19.000]  耶穌去到他的墳墓前
[00:08:19.000 --> 00:08:21.000]  當時祂只叫了一聲
[00:08:21.000 --> 00:08:23.000]  拉薩盧復活
[00:08:23.000 --> 00:08:26.000]  並且從墳墓裡出來
[00:08:26.000 --> 00:08:28.000]  當時的景象是怎樣的呢?
[00:08:28.000 --> 00:08:32.000]  說了這話就大聲呼叫說
[00:08:32.000 --> 00:08:34.000]  拉薩盧出來!
[00:08:34.000 --> 00:08:35.000]  死人就出來了
[00:08:35.000 --> 00:08:37.000]  手腳裹著布
[00:08:37.000 --> 00:08:39.000]  臉上包著手巾
[00:08:39.000 --> 00:08:41.000]  耶穌對他們說
[00:08:41.000 --> 00:08:43.000]  解開!叫他走!
[00:08:43.000 --> 00:08:45.000]  這段描述是相當細緻的
[00:08:45.000 --> 00:08:49.000]  因為猶太人在處理屍體的時候
[00:08:49.000 --> 00:08:53.000]  他們會將屍體放在一幅布上
[00:08:53.000 --> 00:08:55.000]  這幅布是很長很大的
[00:08:55.000 --> 00:08:57.000]  屍體躺在上面之後
[00:08:57.000 --> 00:09:02.000]  那塊布還可以從頭覆蓋到腳那裡
[00:09:02.000 --> 00:09:05.000]  然後他們會拿一條布條
[00:09:05.000 --> 00:09:08.000]  將腳部綁起來
[00:09:08.000 --> 00:09:10.000]  連布一起綁起來
[00:09:10.000 --> 00:09:13.000]  手臂的位置又會用另一條布
[00:09:13.000 --> 00:09:16.000]  將手臂和身體綁在一起
[00:09:16.000 --> 00:09:20.000]  臉上會蓋上另一條手巾
[00:09:20.000 --> 00:09:22.000]  在那裡又綁起
[00:09:22.000 --> 00:09:24.000]  所以你看到這段經文
[00:09:24.000 --> 00:09:27.000]  拉薩盧復活出來的時候
[00:09:27.000 --> 00:09:30.000]  手腳裹著布
[00:09:30.000 --> 00:09:34.000]  臉上也有一條手巾
[00:09:34.000 --> 00:09:39.000]  他將當時的情況描寫出來
[00:09:39.000 --> 00:09:41.000]  我們可以想像
[00:09:41.000 --> 00:09:43.000]  作者可能當時是目擊
[00:09:43.000 --> 00:09:47.000]  所以他將他看到的東西寫下來
[00:09:47.000 --> 00:09:48.000]  是很細緻的
[00:09:48.000 --> 00:09:50.000]  另外我們也可以想像
[00:09:50.000 --> 00:09:53.000]  好在當時耶穌說
[00:09:53.000 --> 00:09:55.000]  拉薩盧出來
[00:09:55.000 --> 00:09:56.000]  說明祂的名字
[00:09:56.000 --> 00:09:58.000]  否則如果不說名字
[00:09:58.000 --> 00:09:59.000]  就這樣叫出來
[00:09:59.000 --> 00:10:01.000]  會有什麼事情發生?
[00:10:01.000 --> 00:10:05.000]  所有墳墓裡面的屍體都衝出來
[00:10:05.000 --> 00:10:07.000]  那就糟糕了
[00:10:07.000 --> 00:10:09.000]  在這裡我們可以看到
[00:10:09.000 --> 00:10:14.000]  耶穌是掌管生與死的那一位
[00:10:14.000 --> 00:10:15.000]  其實古往今來
[00:10:15.000 --> 00:10:18.000]  人類不斷用千方百計
[00:10:18.000 --> 00:10:20.000]  來延年益壽
[00:10:20.000 --> 00:10:25.000]  希望能夠找到長生不老的秘訣
[00:10:25.000 --> 00:10:27.000]  科技越來越發達
[00:10:27.000 --> 00:10:29.000]  人可以長壽
[00:10:29.000 --> 00:10:33.000]  但始終還是要面對死亡
[00:10:33.000 --> 00:10:35.000]  死亡之所以可怕
[00:10:35.000 --> 00:10:38.000]  是因為我們沒有人死過
[00:10:38.000 --> 00:10:42.000]  我們也不知道死亡之後的景況會是怎樣
[00:10:42.000 --> 00:10:44.000]  所以我們會懼怕
[00:10:44.000 --> 00:10:47.000]  但如果我們越是怕的時候
[00:10:47.000 --> 00:10:51.000]  我們越是不去接受和面對死亡的時候
[00:10:51.000 --> 00:10:53.000]  其實我們就會越害怕
[00:10:53.000 --> 00:10:57.000]  我們更加容易失去方寸
[00:10:57.000 --> 00:10:59.000]  就算是生存下去
[00:10:59.000 --> 00:11:00.000]  活下去
[00:11:00.000 --> 00:11:04.000]  我們也會生活在惶恐裡面
[00:11:04.000 --> 00:11:07.000]  在這次歲月號的海難裡
[00:11:07.000 --> 00:11:10.000]  其中一個受千夫所恥的
[00:11:10.000 --> 00:11:14.000]  就是那位69歲的代理船長
[00:11:14.000 --> 00:11:17.000]  據報他在出事後不久
[00:11:17.000 --> 00:11:19.000]  與另外三十多個船員
[00:11:19.000 --> 00:11:23.000]  乘坐第一艘救生艇逃離現場
[00:11:23.000 --> 00:11:26.000]  他將整艘船的幾百人
[00:11:26.000 --> 00:11:29.000]  任由他們自生自滅
[00:11:29.000 --> 00:11:31.000]  他就是因為怕死
[00:11:31.000 --> 00:11:34.000]  所以棄船
[00:11:34.000 --> 00:11:37.000]  他不謹守自己的崗位
[00:11:37.000 --> 00:11:40.000]  沒有應盡的責任
[00:11:40.000 --> 00:11:42.000]  今天雖然他可以生存下去
[00:11:42.000 --> 00:11:46.000]  不過他已經沒有面見人
[00:11:46.000 --> 00:11:51.000]  他也將要面對刑事審訊
[00:11:51.000 --> 00:11:55.000]  到底我們怎樣可以不怕死呢?
[00:11:55.000 --> 00:11:58.000]  我們先要明白
[00:11:58.000 --> 00:12:00.000]  怕也沒有用
[00:12:00.000 --> 00:12:02.000]  死亡要來的時候
[00:12:02.000 --> 00:12:03.000]  他始終會來
[00:12:03.000 --> 00:12:05.000]  怕也沒有用
[00:12:05.000 --> 00:12:10.000]  我們沒有人能夠掌控我們的生命
[00:12:10.000 --> 00:12:13.000]  唯有那位創造我們生命的神
[00:12:13.000 --> 00:12:17.000]  他才是掌管我們生死的那一位
[00:12:17.000 --> 00:12:19.000]  我今天的講題
[00:12:19.000 --> 00:12:21.000]  《死亡別狂傲》
[00:12:21.000 --> 00:12:23.000]  其實這個名字來自一本書
[00:12:23.000 --> 00:12:25.000]  這本書的作者
[00:12:25.000 --> 00:12:29.000]  就是突破機構的其中一位創辦人
[00:12:29.000 --> 00:12:31.000]  蘇恩佩女士
[00:12:31.000 --> 00:12:33.000]  她在年少的時候
[00:12:33.000 --> 00:12:36.000]  當她還是少年時期的時候
[00:12:36.000 --> 00:12:38.000]  她已經罹患癌症
[00:12:38.000 --> 00:12:47.000]  所以她長期接受癌症治療所帶來的痛苦
[00:12:47.000 --> 00:12:50.000]  一個漫長的痛苦
[00:12:50.000 --> 00:12:54.000]  但她不僅不怕死
[00:12:54.000 --> 00:12:58.000]  她還能夠很勇敢地去面對
[00:12:58.000 --> 00:13:02.000]  她一面接受癌症的煎熬
[00:13:02.000 --> 00:13:07.000]  但她仍然奮力地去工作去侍奉
[00:13:07.000 --> 00:13:09.000]  她創辦了幾份雜誌
[00:13:09.000 --> 00:13:11.000]  其中一份雜誌就是
[00:13:11.000 --> 00:13:15.000]  曾經很受少年人歡迎的突破雜誌
[00:13:15.000 --> 00:13:21.000]  她亦在香港、台灣和新加坡
[00:13:21.000 --> 00:13:24.000]  去服侍當地的年青人
[00:13:24.000 --> 00:13:27.000]  她很貼心地去服侍這些年青人
[00:13:27.000 --> 00:13:32.000]  今天不少當日的年青人
[00:13:32.000 --> 00:13:35.000]  都成為了今天教會裡的領袖
[00:13:35.000 --> 00:13:38.000]  在她的書裡有一段這樣的說話
[00:13:38.000 --> 00:13:41.000]  當時是她在做手術之前
[00:13:41.000 --> 00:13:44.000]  她將自己的感受寫下來
[00:13:44.000 --> 00:13:46.000]  我有一個很單純的想法
[00:13:46.000 --> 00:13:49.000]  馬上我要失去知覺了
[00:13:49.000 --> 00:13:51.000]  當我醒過來的時候
[00:13:51.000 --> 00:13:53.000]  有兩個可能
[00:13:53.000 --> 00:13:55.000]  不是在何的此岸
[00:13:55.000 --> 00:13:57.000]  就是在何的彼岸
[00:13:57.000 --> 00:14:00.000]  而兩個可能都是一樣好的
[00:14:00.000 --> 00:14:04.000]  當然我很想很願意回到這邊來
[00:14:04.000 --> 00:14:07.000]  這邊有我親愛的家人、朋友
[00:14:07.000 --> 00:14:10.000]  不過若是醒來在彼岸
[00:14:10.000 --> 00:14:14.000]  由千萬天使迎接我到天父懷中
[00:14:14.000 --> 00:14:20.000]  我將見到我救主的榮面
[00:14:20.000 --> 00:14:23.000]  一個弱質女子
[00:14:23.000 --> 00:14:27.000]  能夠捱過漫長痛苦的治療過程
[00:14:27.000 --> 00:14:29.000]  她不但不怕死
[00:14:29.000 --> 00:14:33.000]  她還能夠勇敢地面對死亡
[00:14:33.000 --> 00:14:37.000]  是因為她對永生有十足的把握
[00:14:37.000 --> 00:14:40.000]  有沒有這份把握呢?
[00:14:40.000 --> 00:14:42.000]  你知不知道你離開世界之後
[00:14:42.000 --> 00:14:44.000]  你會去哪裏?
[00:14:44.000 --> 00:14:46.000]  早前香港有黑色暴雨
[00:14:46.000 --> 00:14:48.000]  還下雨
[00:14:48.000 --> 00:14:52.000]  那一晚我的手機接收了很多訊息
[00:14:52.000 --> 00:14:55.000]  其中有一些片段是
[00:14:55.000 --> 00:14:59.000]  拍攝商場內漏水漏得像瀑布一樣
[00:14:59.000 --> 00:15:01.000]  很多這些訊息
[00:15:01.000 --> 00:15:03.000]  而訊息中間亦夾雜了
[00:15:03.000 --> 00:15:05.000]  有些人表示很害怕
[00:15:05.000 --> 00:15:07.000]  好像世界末日一樣
[00:15:07.000 --> 00:15:09.000]  是否末日就要來了
[00:15:09.000 --> 00:15:11.000]  很害怕
[00:15:11.000 --> 00:15:14.000]  亦有一些基督徒發出一些訊息
[00:15:14.000 --> 00:15:15.000]  我們不需要害怕
[00:15:15.000 --> 00:15:17.000]  因為神與我們同在
[00:15:17.000 --> 00:15:19.000]  我們出我們入
[00:15:19.000 --> 00:15:21.000]  祂都保守我們的平安
[00:15:21.000 --> 00:15:23.000]  亦有人說
[00:15:23.000 --> 00:15:25.000]  趁著末日將到的時候
[00:15:25.000 --> 00:15:28.000]  我們更加要快快地傳福音
[00:15:28.000 --> 00:15:30.000]  為神作供
[00:15:30.000 --> 00:15:33.000]  我看到有兩類很不同的訊息
[00:15:33.000 --> 00:15:35.000]  一類是很害怕
[00:15:35.000 --> 00:15:37.000]  有甚麼風吹草動
[00:15:37.000 --> 00:15:39.000]  都很害怕
[00:15:39.000 --> 00:15:42.000]  有一類是能夠審時度勢
[00:15:42.000 --> 00:15:46.000]  能夠藉著神的話來安慰人
[00:15:46.000 --> 00:15:48.000]  不單止自己站立得住
[00:15:48.000 --> 00:15:50.000]  亦能夠用神的話來安慰人
[00:15:50.000 --> 00:15:53.000]  我想兩者的分別就在於
[00:15:53.000 --> 00:15:56.000]  我們有沒有神在我們心裏
[00:15:56.000 --> 00:15:59.000]  我們與神的關係有多密切
[00:15:59.000 --> 00:16:02.000]  我們越是與神的關係密切的時候
[00:16:02.000 --> 00:16:07.000]  我們越不需要懼怕死亡
[00:16:07.000 --> 00:16:10.000]  因為我們越認識神的時候
[00:16:10.000 --> 00:16:12.000]  我們多讀聖經
[00:16:12.000 --> 00:16:14.000]  我們就會越認識神
[00:16:14.000 --> 00:16:16.000]  我們認識神越多的時候
[00:16:16.000 --> 00:16:18.000]  亦明白祂的大能
[00:16:18.000 --> 00:16:20.000]  和祂對我們的看顧
[00:16:20.000 --> 00:16:23.000]  因此我們就可以不需要懼怕
[00:16:23.000 --> 00:16:28.000]  我們除了不用害怕之外
[00:16:28.000 --> 00:16:33.000]  我們還要知道即使是經歷死亡
[00:16:33.000 --> 00:16:36.000]  但是神都會與我們在一起
[00:16:36.000 --> 00:16:45.000]  「或生有主皆行,同生共死,超越悲苦人生」
[00:16:45.000 --> 00:16:47.000]  我去過很多喪禮
[00:16:47.000 --> 00:16:55.000]  喪禮裏面我聽人說得最多的是節哀順變
[00:16:55.000 --> 00:17:00.000]  但是在拉薩路的喪禮裏
[00:17:00.000 --> 00:17:03.000]  耶穌沒有說過一句叫人不要哭
[00:17:03.000 --> 00:17:05.000]  祂自己還哭了一份
[00:17:05.000 --> 00:17:07.000]  我們看看這段經文一起讀
[00:17:07.000 --> 00:17:14.000]  「耶穌看見他哭,並看見與他同來的猶太人也哭,
[00:17:14.000 --> 00:17:18.000]  就心裏悲嘆,又甚憂愁,便說:
[00:17:18.000 --> 00:17:21.000]  你們把他安放在那裏?
[00:17:21.000 --> 00:17:25.000]  他們回答說:請主來看!
[00:17:25.000 --> 00:17:28.000]  耶穌哭了,猶太人就說:
[00:17:28.000 --> 00:17:32.000]  你看他愛這人是何等懇切!
[00:17:32.000 --> 00:17:37.000]  其中有人說:他既然開了孩子的眼睛
[00:17:37.000 --> 00:17:40.000]  豈不能叫這人不死嗎?
[00:17:40.000 --> 00:17:45.000]  耶穌又心裏悲嘆,來到墳墓前
[00:17:45.000 --> 00:17:50.000]  那墳墓是個洞,有一塊石頭擋著」
[00:17:50.000 --> 00:17:52.000]  在這裏出現了三個字
[00:17:52.000 --> 00:17:56.000]  這三個字都是描述耶穌當時的情緒
[00:17:56.000 --> 00:17:58.000]  這三個字就是「悲嘆」
[00:17:58.000 --> 00:18:00.000]  「悲嘆」這個字出現了兩次
[00:18:00.000 --> 00:18:04.000]  你見到粉藍色那個就是「悲嘆」
[00:18:04.000 --> 00:18:08.000]  「悲嘆」的意思就是指憤怒、憤慨的意思
[00:18:08.000 --> 00:18:10.000]  第二個字就是「憂愁」
[00:18:10.000 --> 00:18:13.000]  「憂愁」就是傷痛、難過
[00:18:13.000 --> 00:18:16.000]  第三個就是「耶穌哭了」
[00:18:16.000 --> 00:18:19.000]  即是指耶穌流淚、飲泣
[00:18:19.000 --> 00:18:24.000]  在一段經文裏這麼密集地描述耶穌的情緒
[00:18:24.000 --> 00:18:26.000]  其實是少有的
[00:18:26.000 --> 00:18:33.000]  為何會說到耶穌悲嘆和憂愁呢?
[00:18:33.000 --> 00:18:35.000]  其實可能有兩個原因
[00:18:35.000 --> 00:18:37.000]  第一個原因就是
[00:18:37.000 --> 00:18:40.000]  耶穌看到在這個世界上
[00:18:40.000 --> 00:18:48.000]  死亡所帶來對人所造成的傷痛
[00:18:48.000 --> 00:18:52.000]  使得他們受到摧殘
[00:18:52.000 --> 00:18:58.000]  耶穌為此而感到悲憤、憤怒
[00:18:58.000 --> 00:19:00.000]  第二個原因就是
[00:19:00.000 --> 00:19:03.000]  他看到猶太人的不信
[00:19:03.000 --> 00:19:07.000]  看到他們沒有將信心放在神身上
[00:19:07.000 --> 00:19:10.000]  反而只是求見那些神職騎士
[00:19:10.000 --> 00:19:18.000]  耶穌為了他們這種粗淺的信心去憤慨、憂愁
[00:19:18.000 --> 00:19:23.000]  我們很多時候都強調耶穌慈愛的一面
[00:19:23.000 --> 00:19:26.000]  但其實耶穌除了慈愛之外
[00:19:26.000 --> 00:19:29.000]  他也會發怒、發脾氣
[00:19:29.000 --> 00:19:32.000]  他會發異怒
[00:19:32.000 --> 00:19:34.000]  在這裏我們看到
[00:19:34.000 --> 00:19:41.000]  耶穌看到在世界上死亡、疾病等痛苦
[00:19:41.000 --> 00:19:43.000]  對人所造成的傷害
[00:19:43.000 --> 00:19:46.000]  對人所造成的憂慮
[00:19:46.000 --> 00:19:51.000]  他為此而感到憤慨、憂愁
[00:19:51.000 --> 00:19:57.000]  當他看到我們沉溺在傷痛當中的時候
[00:19:57.000 --> 00:20:00.000]  他也會為我們憂愁
[00:20:00.000 --> 00:20:04.000]  苦難或被罪惡所傷害
[00:20:04.000 --> 00:20:09.000]  這些很多時候都不是我們自己能夠控制或預防得到
[00:20:09.000 --> 00:20:15.000]  不過是否容讓自己沉溺在傷痛當中
[00:20:15.000 --> 00:20:17.000]  不能自拔
[00:20:17.000 --> 00:20:20.000]  這是我們自己的選擇
[00:20:20.000 --> 00:20:24.000]  面對自己所愛的人離開世界
[00:20:24.000 --> 00:20:29.000]  的確會令我們難過、傷痛
[00:20:29.000 --> 00:20:35.000]  但如果容讓自己繼續沉溺在這種傷痛當中
[00:20:35.000 --> 00:20:40.000]  其實不單止對自己的心心靈都會造成傷害
[00:20:40.000 --> 00:20:44.000]  也會傷害那些愛我們的人
[00:20:44.000 --> 00:20:50.000]  更加會令愛我們的主耶穌憂愁、難過
[00:20:50.000 --> 00:20:53.000]  穆佐會這麼多年
[00:20:53.000 --> 00:20:55.000]  如果你問我
[00:20:55.000 --> 00:20:58.000]  你曾經參加過多少喪禮、安息禮拜
[00:20:58.000 --> 00:21:01.000]  其實我都數不清
[00:21:01.000 --> 00:21:05.000]  但我仍然感恩的是
[00:21:05.000 --> 00:21:08.000]  我還未變得麻木
[00:21:08.000 --> 00:21:12.000]  我的情緒仍然會一次又一次地
[00:21:12.000 --> 00:21:15.000]  在喪禮當中被觸動
[00:21:15.000 --> 00:21:23.000]  而觸動我的往往就是那些生者對死者的那份哀思
[00:21:23.000 --> 00:21:25.000]  我是一個普通人
[00:21:25.000 --> 00:21:30.000]  我尚且會為此而我的情緒被觸動
[00:21:30.000 --> 00:21:36.000]  更何況是那位滿有憐憫又愛我們的主耶穌
