
[00:00:00.000 --> 00:00:03.640]  今天要繼續跟大家講《針研》的系列
[00:02:01.520 --> 00:02:03.120]  當然重要
[00:02:03.120 --> 00:02:05.000]  因為神話是重要的
[00:02:05.000 --> 00:02:06.680]  另外有一個例子
[00:02:06.680 --> 00:02:09.640]  就是如果有架飛機是可以飛的
[00:02:09.640 --> 00:02:12.840]  你說領袖只需要做事就可以了
[00:02:12.840 --> 00:02:13.520]  懂得帶領
[00:02:13.520 --> 00:02:15.160]  這架飛機可以飛
[00:02:15.160 --> 00:02:18.560]  但是它裏面的零件都是不合標準的
[00:02:18.560 --> 00:02:23.000]  你夠不夠膽去坐這架飛機飛去香港呢?
[00:02:23.000 --> 00:02:24.720]  我相信你不會
[00:02:24.720 --> 00:02:32.200]  同樣一個領袖如果他的質素是有問題的話
[00:02:32.200 --> 00:02:36.680]  他是不適合來做一個領袖
[00:02:36.680 --> 00:02:40.360]  中國人說上樑不正下樑歪
[00:02:40.360 --> 00:02:43.480]  其實西人都有很相同的「針研」
[00:02:43.480 --> 00:02:47.000]  說黃金都生鏽了
[00:02:47.000 --> 00:02:48.960]  做鐵的怎麼辦呢?
[00:02:48.960 --> 00:02:51.520]  黃金就是做領袖的
[00:02:51.520 --> 00:02:53.560]  金應該不會生鏽
[00:02:53.560 --> 00:02:55.440]  但是如果連黃金都生鏽
[00:02:55.440 --> 00:02:57.760]  做鐵的就更加不用說了
[00:02:57.760 --> 00:03:02.400]  所以一個領袖的質素是非常非常重要的
[00:03:02.400 --> 00:03:04.800]  第二點我們要說的是
[00:03:04.800 --> 00:03:07.880]  神所容許的領袖
[00:03:07.880 --> 00:03:13.680]  如果我們是不照著神的意思走去選舉我們的領袖
[00:03:13.680 --> 00:03:17.200]  選出來的領袖很多時候神是會容許的
[00:03:17.200 --> 00:03:20.120]  但是也都會有嚴重的後果
[00:03:20.120 --> 00:03:21.720]  這個就是第三點
[00:03:21.720 --> 00:03:26.040]  神會預先告訴我們後果是什麼
[00:03:26.040 --> 00:03:28.440]  然後最後不用怕
[00:03:28.440 --> 00:03:32.600]  因為神依然都是掌權
[00:03:32.600 --> 00:03:33.960]  我們一起來看看
[00:03:33.960 --> 00:03:38.320]  屬靈領袖的質素一共有六點
[00:03:38.320 --> 00:03:40.880]  第一點就是這個屬靈的領袖
[00:03:40.880 --> 00:03:45.120]  一定是要知道自己權柄和力量的來源
[00:03:45.120 --> 00:03:48.320]  在這裡鑽研的八章十五至十六節
[00:03:48.320 --> 00:03:50.720]  「帝王藉我坐國位
[00:03:50.720 --> 00:03:53.040]  君王藉我定公平
[00:03:53.040 --> 00:03:56.960]  王子和首領世上一切的審判官
[00:03:56.960 --> 00:03:59.680]  都是藉我掌權」
[00:03:59.680 --> 00:04:03.840]  一切的任何的領袖
[00:04:03.840 --> 00:04:08.280]  都是由神給他們來掌權
[00:04:08.280 --> 00:04:11.720]  而一個屬靈的領袖是應該要知道這一點
[00:04:11.720 --> 00:04:14.040]  浸研的二十一章的一節
[00:04:14.040 --> 00:04:16.840]  「王的心在耶和華的手中
[00:04:16.840 --> 00:04:20.280]  好像龍溝的水 隨意流轉」
[00:04:20.280 --> 00:04:23.600]  一個屬神的屬靈的領袖
[00:04:23.600 --> 00:04:27.760]  他會知道自己是應該被神來帶領
[00:04:27.760 --> 00:04:31.360]  就好像一個農夫在農田裡
[00:04:31.360 --> 00:04:34.520]  喜歡將水攪拌到哪裡就攪拌到哪裡
[00:04:34.520 --> 00:04:36.160]  一個屬靈的領袖也是一樣
[00:04:36.160 --> 00:04:40.440]  他的心願意被神來帶領
[00:04:40.440 --> 00:04:45.400]  有個例子就是巴比倫王尼布格尼撒
[00:04:45.400 --> 00:04:49.800]  我們見到他有一天在皇宮裡面望出去
[00:04:49.800 --> 00:04:52.840]  他說我的國家大巴比倫
[00:04:52.840 --> 00:04:56.200]  不是我用大能大力來建造的嗎?
[00:04:56.200 --> 00:05:00.600]  他說是要顯我的威嚴和我的能力
[00:05:00.600 --> 00:05:03.600]  他說話口未完就變成了一隻野獸
[00:05:03.600 --> 00:05:06.080]  好像牛一樣在吃草
[00:05:06.080 --> 00:05:08.320]  神說要等七年
[00:05:08.320 --> 00:05:12.240]  讓你知道至高者在人的國中掌權
[00:05:12.240 --> 00:05:15.560]  要將國次給誰就次給誰
[00:05:15.560 --> 00:05:19.560]  神說我要給你七年來吃草如牛
[00:05:19.560 --> 00:05:23.280]  讓你知道究竟是誰給你掌權
[00:05:23.280 --> 00:05:24.440]  七年之後
[00:05:24.440 --> 00:05:27.520]  尼布格尼撒恢復他的理性
[00:05:27.520 --> 00:05:30.800]  他在達爾利書的四章三十七節
[00:05:30.800 --> 00:05:31.920]  他怎麼說?
[00:05:31.920 --> 00:05:34.480]  他說現在我尼布格尼撒
[00:05:34.480 --> 00:05:38.800]  讚美、尊崇、恭敬天上的王
[00:05:38.800 --> 00:05:42.000]  因為他所作的全都誠實
[00:05:42.000 --> 00:05:44.720]  他所行的也都公平
[00:05:44.720 --> 00:05:48.840]  那行動驕傲的也能降為卑
[00:05:48.840 --> 00:05:52.400]  尼布格尼撒終於是回復理性
[00:05:52.400 --> 00:05:56.480]  知道是誰給他掌權
[00:05:56.480 --> 00:05:57.840]  前兩天
[00:05:57.840 --> 00:06:06.080]  威廉·迪欽寄了一個美國國務卿Mike Pompeo的短片給我們
[00:06:06.080 --> 00:06:13.040]  這個短片提及到他以前在選國會議員的時候
[00:06:13.040 --> 00:06:16.520]  曾經有一個記者來訪問他
[00:06:16.520 --> 00:06:21.240]  他說Pompeo我知道你是一個很大信心的人
[00:06:21.240 --> 00:06:24.320]  你的信仰對你來說是很重要
[00:06:24.320 --> 00:06:29.600]  但是你怎麼能夠將你的信仰和公事分開
[00:06:29.600 --> 00:06:32.800]  為什麼要分開信仰和公事?
[00:06:32.800 --> 00:06:36.280]  因為美國很著重政教分離
[00:06:36.280 --> 00:06:39.600]  政治和宗教的分離
[00:06:39.600 --> 00:06:41.240]  Pompeo回答
[00:06:41.240 --> 00:06:46.840]  他說我不會意圖、嘗試去分開我的信仰和公事
[00:06:46.840 --> 00:06:48.600]  他說我看每一件事
[00:06:48.600 --> 00:06:52.840]  都是透過我信仰的稜鏡來看任何事
[00:06:52.840 --> 00:06:56.600]  我們見到Pompeo真是一個很信靠神的人
[00:06:56.600 --> 00:06:59.040]  他是一個真是被神帶領的人
[00:06:59.040 --> 00:07:04.800]  一個屬靈的領袖就是知道他自己的權柄的來源
[00:07:04.800 --> 00:07:08.640]  一個屬靈的領袖知道自己權柄的來源
[00:07:08.640 --> 00:07:14.160]  他也知道自己的聰明智慧是依靠哪一個
[00:07:14.160 --> 00:07:18.640]  所羅門王在這裡鑽研的八章十二至十四節
[00:07:18.640 --> 00:07:22.600]  他說我智慧以靈命為居所
[00:07:22.600 --> 00:07:25.280]  又尋得知識和謀略
[00:07:25.280 --> 00:07:27.240]  敬畏耶和華
[00:07:27.240 --> 00:07:29.440]  在乎恨惡邪惡
[00:07:29.440 --> 00:07:31.320]  驕傲狂妄
[00:07:31.320 --> 00:07:32.600]  並惡道
[00:07:32.600 --> 00:07:34.200]  以及乖貓的口
[00:07:34.200 --> 00:07:36.080]  都為我所珍惡
[00:07:36.080 --> 00:07:38.440]  我有謀略和真知識
[00:07:38.440 --> 00:07:39.520]  我乃聰明
[00:07:39.520 --> 00:07:40.960]  我有能力
[00:07:40.960 --> 00:07:43.600]  一個真正屬靈的領袖
[00:07:43.600 --> 00:07:46.880]  他知道他的聰明知識
[00:07:46.880 --> 00:07:48.880]  都是從神而來
[00:07:48.880 --> 00:07:51.800]  是透過敬畏神而來
[00:07:51.800 --> 00:07:53.760]  在這裡鑽研裡面也告訴我們
[00:07:53.760 --> 00:07:56.160]  鑽研九章第十節
[00:07:56.160 --> 00:07:57.440]  告訴我們
[00:07:57.440 --> 00:08:02.120]  這個敬畏耶和華是智慧的開端
[00:08:02.120 --> 00:08:03.400]  很可惜
[00:08:03.400 --> 00:08:05.520]  美國當我們選領袖
[00:08:05.520 --> 00:08:07.160]  選總統
[00:08:07.160 --> 00:08:11.160]  我們時時看這個總統是否得人心
[00:08:11.160 --> 00:08:12.960]  是否popular
[00:08:12.960 --> 00:08:13.880]  這個沒有辦法
[00:08:13.880 --> 00:08:15.360]  因為我們是投票
[00:08:15.360 --> 00:08:19.880]  所以總統一定要得到人的愛戴
[00:08:19.880 --> 00:08:22.240]  但是這個從來不是聖經的教導
[00:08:22.240 --> 00:08:25.120]  聖經從來沒有說一個屬靈的領袖
[00:08:25.120 --> 00:08:26.400]  一個好的領袖
[00:08:26.400 --> 00:08:28.920]  就是一個受人民愛戴的領袖
[00:08:28.920 --> 00:08:30.480]  從來沒有這樣說
[00:08:30.480 --> 00:08:31.760]  相反地
[00:08:31.760 --> 00:08:33.480]  我們見到塑羅
[00:08:33.480 --> 00:08:37.640]  他就是一個得到人民愛戴的君王
[00:08:37.640 --> 00:08:39.240]  他是高大英萬
[00:08:39.240 --> 00:08:40.800]  他是很靚仔
[00:08:40.800 --> 00:08:42.640]  人民都很喜歡他
[00:08:42.640 --> 00:08:43.840]  但是很可惜
[00:08:43.840 --> 00:08:46.120]  他不是一個好的皇帝
[00:08:46.120 --> 00:08:48.880]  我們今天有很多的這些例子
[00:08:48.880 --> 00:08:50.800]  都是用塑羅來做
[00:08:50.800 --> 00:08:52.960]  他就是一個敬畏人
[00:08:52.960 --> 00:08:55.280]  而不敬畏神的人
[00:08:55.280 --> 00:08:57.800]  美國總統哈利·特魯曼
[00:08:57.800 --> 00:09:00.680]  他也曾經說過相似的話
[00:09:00.680 --> 00:09:03.680]  他說一個領袖不是要做過民意調查
[00:09:03.680 --> 00:09:06.040]  才來帶領人民
[00:09:06.040 --> 00:09:07.160]  例如摩西
[00:09:07.160 --> 00:09:08.880]  如果他做了民意調查
[00:09:08.880 --> 00:09:11.200]  才來帶以色列人出埃及
[00:09:11.200 --> 00:09:13.560]  你猜他能不能夠成功呢?
[00:09:13.560 --> 00:09:14.920]  哈利·特魯曼又說
[00:09:14.920 --> 00:09:16.160]  馬丁路德
[00:09:16.160 --> 00:09:18.080]  如果他做了民意調查
[00:09:18.080 --> 00:09:21.840]  才來帶領宗教的改革
[00:09:21.840 --> 00:09:24.400]  你猜他能不能夠成功呢?
[00:09:24.400 --> 00:09:25.600]  他也說
[00:09:25.600 --> 00:09:29.160]  耶穌基督在猶大地教訓以色列人
[00:09:29.160 --> 00:09:31.000]  他都沒有徵求過民意
[00:09:31.000 --> 00:09:34.040]  應該教什麼
[00:09:34.040 --> 00:09:36.600]  一個屬靈的領袖
[00:09:36.600 --> 00:09:39.280]  他作出來的決定
[00:09:39.280 --> 00:09:43.040]  是基於他敬畏耶和華的心
[00:09:43.040 --> 00:09:47.200]  而不是他照著人的意思來做
[00:09:47.200 --> 00:09:50.040]  在《撒姆爾》上的第十三章
[00:09:50.040 --> 00:09:53.960]  我們見到蘇羅一個反面的例子
[00:09:53.960 --> 00:09:55.640]  他去到吉格
[00:09:55.640 --> 00:09:57.840]  來攻打斐尼斯人
[00:09:57.840 --> 00:09:59.200]  他等了七天
[00:09:59.200 --> 00:10:01.440]  都等不到撒姆爾來
[00:10:01.440 --> 00:10:04.040]  所以他就自己走去獻祭
[00:10:04.040 --> 00:10:06.720]  他應該是等到撒姆爾來才獻祭
[00:10:06.720 --> 00:10:08.080]  因為聖經說
[00:10:08.080 --> 00:10:09.760]  君王是不可以獻祭
[00:10:09.760 --> 00:10:12.560]  只有祭司是可以獻祭
[00:10:12.560 --> 00:10:14.400]  他獻了祭之後
[00:10:14.400 --> 00:10:16.920]  撒姆爾問他為什麼要這樣做
[00:10:16.920 --> 00:10:19.000]  他當時的回答是怎樣
[00:10:19.000 --> 00:10:22.080]  在撒姆爾上的十三章十一節
[00:10:22.080 --> 00:10:23.040]  蘇羅說
[00:10:23.040 --> 00:10:27.760]  因為我見到百姓離開我散去
[00:10:27.760 --> 00:10:29.000]  他不聽神的話
[00:10:29.000 --> 00:10:32.600]  就是因為他怕人民離開他散去
[00:10:32.600 --> 00:10:34.680]  不能夠得到人心
[00:10:34.680 --> 00:10:37.040]  所以他就自己走去獻祭
[00:10:37.040 --> 00:10:39.440]  但是他忘記了神的話語
[00:10:39.440 --> 00:10:41.640]  說君王不可以獻祭
[00:10:41.640 --> 00:10:43.400]  這一點就讓我們見到
[00:10:43.400 --> 00:10:45.200]  他是一個敬畏人
[00:10:45.200 --> 00:10:47.560]  而不敬畏神的人
[00:10:47.560 --> 00:10:49.440]  一個敬畏神的人
[00:10:49.440 --> 00:10:52.120]  也是一個讚美神的人
[00:10:52.120 --> 00:10:54.480]  在這詩篇的一百四十八篇
[00:10:54.480 --> 00:10:56.400]  十一至十三節
[00:10:56.400 --> 00:10:58.720]  說世上的君王和萬民
[00:10:58.720 --> 00:11:01.720]  首領和世上一切審判官
[00:11:01.720 --> 00:11:03.360]  少年人和處女
[00:11:03.360 --> 00:11:05.080]  老年人和孩童
[00:11:05.080 --> 00:11:07.280]  都當讚美耶和華
[00:11:07.280 --> 00:11:10.400]  願這些都讚美耶和華的名
[00:11:10.400 --> 00:11:13.400]  因為獨有他的名被尊崇
[00:11:13.400 --> 00:11:16.320]  他的榮耀在天地之上
[00:11:16.320 --> 00:11:19.680]  無論是君王、首領、審判官
[00:11:19.680 --> 00:11:22.120]  都要讚美神
[00:11:22.120 --> 00:11:27.480]  我們知道美國是由基督教來到立國的
[00:11:27.480 --> 00:11:28.520]  但是很可惜
[00:11:28.520 --> 00:11:32.360]  美國人經常說政教分離
[00:11:32.360 --> 00:11:35.360]  政教分離其實最初的意思
[00:11:35.360 --> 00:11:39.560]  是要防止政府來逼迫基督教
[00:11:39.560 --> 00:11:42.800]  但是現在就被人誤用了
[00:11:42.800 --> 00:11:48.120]  反而是用政教分離來迫害基督教基督徒
[00:11:48.120 --> 00:11:53.960]  從來政教分離都不是要將神和政府分開
[00:11:53.960 --> 00:11:56.440]  因為根本沒有辦法可以分開
[00:11:56.440 --> 00:11:59.560]  因為我們見到是由神來委任
[00:11:59.560 --> 00:12:00.680]  是差派
[00:12:00.680 --> 00:12:05.000]  是給美國的總統來掌權
[00:12:05.000 --> 00:12:09.360]  就好像是羅馬書第十三章一至二節
[00:12:09.360 --> 00:12:12.400]  說沒有權並不是出於神的
[00:12:12.400 --> 00:12:16.800]  凡掌權的都是神所明的
[00:12:16.800 --> 00:12:20.880]  我們見到所有的權並都是出於神
[00:12:20.880 --> 00:12:27.800]  從來是不應該將神和政府分開
[00:12:27.800 --> 00:12:34.560]  川普總統在一年一度的美國國家禱告早餐會
[00:12:34.560 --> 00:12:36.200]  他是讚美神
[00:12:36.200 --> 00:12:39.720]  我們知道很多人都不喜歡川普總統
[00:12:39.720 --> 00:12:41.280]  但是無可否認
[00:12:41.280 --> 00:12:43.360]  他就是一個讚美神的人
[00:12:43.360 --> 00:12:46.720]  他願意在公眾場所來讚美神
[00:12:46.720 --> 00:12:51.240]  這個在近代我們很少見到
[00:12:51.240 --> 00:12:53.440]  我們見到很多的總統
[00:12:53.440 --> 00:12:57.200]  他們都不敢在公眾場所來讚美神
[00:12:57.200 --> 00:12:58.480]  原因很簡單
[00:12:58.480 --> 00:13:00.000]  就是他們怕被人罵
[00:13:00.000 --> 00:13:05.160]  因為別人認為是政教要分離
[00:13:05.160 --> 00:13:08.000]  任何不敬畏神的人
[00:13:08.000 --> 00:13:09.880]  任何不讚美神的人
[00:13:09.880 --> 00:13:14.040]  都不適合來做一個屬靈的領袖
[00:13:14.040 --> 00:13:15.800]  一個屬靈的領袖
[00:13:15.800 --> 00:13:19.480]  除了他知道自己的權並是從神而來
[00:13:19.480 --> 00:13:23.160]  除了他是一個敬畏神又讚美神的人
[00:13:23.160 --> 00:13:25.680]  他也是一個誠實的人
[00:13:25.680 --> 00:13:28.160]  在這裡鑽研的十七章第七節
[00:13:28.160 --> 00:13:31.440]  如幻人說美言本不相宜
[00:13:31.440 --> 00:13:34.240]  何況君王說謊話呢
[00:13:34.240 --> 00:13:39.920]  一個做君王一個做領袖絕對不可以說謊話
[00:13:39.920 --> 00:13:42.360]  鑽研的二十章第二十八節
[00:13:42.360 --> 00:13:45.360]  王因仁慈和誠實
[00:13:45.360 --> 00:13:47.440]  得以保存他的國位
[00:13:47.440 --> 00:13:49.960]  也因仁慈立穩
[00:13:49.960 --> 00:13:53.040]  所以我們見到一個誠實的人
[00:13:53.040 --> 00:13:57.360]  才能夠做一個屬靈的領袖
[00:13:57.360 --> 00:13:59.960]  一個人如果不誠實的話
[00:13:59.960 --> 00:14:03.000]  為什麼他不可以做一個屬靈的領袖
[00:14:03.000 --> 00:14:04.240]  原因很簡單
[00:14:04.240 --> 00:14:05.920]  因為他的人民
[00:14:05.920 --> 00:14:07.320]  他所帶來的人
[00:14:07.320 --> 00:14:09.280]  都不能夠信得過他
[00:14:09.280 --> 00:14:10.520]  他是沒有信用
[00:14:10.520 --> 00:14:14.240]  所以是不能夠有人來服從他
[00:14:14.240 --> 00:14:15.160]  很可惜
[00:14:15.160 --> 00:14:17.440]  美國的很多的政治家
[00:14:17.440 --> 00:14:19.960]  他們都不是很誠實
[00:14:19.960 --> 00:14:23.520]  當那些美國的總統的候選人
[00:14:23.520 --> 00:14:26.520]  在競選的時候
[00:14:26.520 --> 00:14:28.960]  他們會講到天花龍鳳
[00:14:28.960 --> 00:14:33.120]  講到連樹上的鳥都被他們吞了下來
[00:14:33.120 --> 00:14:36.600]  他們是會保證這樣保證那樣
[00:14:36.600 --> 00:14:39.960]  但是到了他們真的做了總統之後
[00:14:39.960 --> 00:14:45.400]  他們就完全忘記了自己是曾經答應過什麼事
[00:14:45.400 --> 00:14:47.160]  美國的總統林肯
[00:14:47.160 --> 00:14:50.440]  也都講過一句很出名的話
[00:14:50.440 --> 00:14:55.600]  他說有些人能夠永遠這樣瞞騙部分的人
[00:14:55.600 --> 00:14:58.680]  永遠這樣瞞騙部分的人
[00:14:58.680 --> 00:15:04.600]  他說也都有人能夠有時瞞騙所有的人
[00:15:04.600 --> 00:15:07.760]  只不過是有時能夠瞞騙所有的人
[00:15:07.760 --> 00:15:11.560]  但是他說沒有人能夠永遠這樣瞞騙所有的人
[00:15:11.560 --> 00:15:13.760]  這句話是很有智慧
[00:15:13.760 --> 00:15:16.000]  就好像中國人說
[00:15:16.000 --> 00:15:19.000]  紙是不能夠包得住火的
[00:15:19.000 --> 00:15:20.960]  如果我們是不誠實的話
[00:15:20.960 --> 00:15:23.840]  遲早都會被人發現
[00:15:23.840 --> 00:15:27.000]  蘇羅也有另外一個例子
[00:15:27.000 --> 00:15:30.560]  但我們之前講了在《撒慕爾上》的十三章
[00:15:30.560 --> 00:15:33.680]  是講到蘇羅是敬畏人不敬畏神
[00:15:33.680 --> 00:15:35.840]  但是在《撒慕爾上》的十五章
[00:15:35.840 --> 00:15:38.720]  我們見到他是不誠實的例子
[00:15:38.720 --> 00:15:41.040]  他是攻打亞馬利人
[00:15:41.040 --> 00:15:43.880]  神跟他說你戰勝了亞馬利人
[00:15:43.880 --> 00:15:46.920]  你不可以連析所有的一切
[00:15:46.920 --> 00:15:52.320]  就算是牛羊駱駝驢仔你全部都要毀滅
[00:15:52.320 --> 00:15:54.680]  你不可以據為己有
[00:15:54.680 --> 00:15:55.920]  但是很可惜
[00:15:55.920 --> 00:15:59.200]  蘇羅當他打勝了亞馬利人之後
[00:15:59.200 --> 00:16:00.560]  他是連析很多東西
[00:16:00.560 --> 00:16:03.920]  他是沒有殺死亞馬利王阿甲
[00:16:03.920 --> 00:16:06.360]  他甚至是將很多的牛羊
[00:16:06.360 --> 00:16:09.600]  一切的美物都是據為己有
[00:16:09.600 --> 00:16:13.840]  當神透過撒慕爾來問他
[00:16:13.840 --> 00:16:15.680]  為什麼要這樣做的時候
[00:16:15.680 --> 00:16:17.360]  蘇羅怎麼回答呢?
[00:16:17.360 --> 00:16:21.920]  他說我要將上好的牛羊獻給神
[00:16:21.920 --> 00:16:25.960]  我們見到他不僅想瞞騙人
[00:16:25.960 --> 00:16:29.200]  他還想瞞騙神
[00:16:29.200 --> 00:16:36.080]  一個屬靈的領袖也能夠分辨善惡
[00:16:36.080 --> 00:16:40.200]  能夠分辨什麼是對什麼是錯
[00:16:40.200 --> 00:16:43.760]  在這裡鑽研的二十五章四至五節
[00:16:43.760 --> 00:16:46.720]  說除去銀子的渣子
[00:16:46.720 --> 00:16:48.480]  就有銀子出來
[00:16:48.480 --> 00:16:50.920]  銀杖能以作器皿
[00:16:50.920 --> 00:16:53.400]  除去王面前的惡人
[00:16:53.400 --> 00:16:56.560]  國為就靠公義建立
[00:16:56.560 --> 00:17:01.120]  我們見到一個好的君王
[00:17:01.120 --> 00:17:03.800]  就好像一個銀杖一樣
[00:17:03.800 --> 00:17:08.040]  一個銀杖要將銀裡面的那些雜質除去
[00:17:08.040 --> 00:17:10.560]  然後才有純正的銀
[00:17:10.560 --> 00:17:12.520]  來作器皿
[00:17:12.520 --> 00:17:14.240]  一個王也是一樣
[00:17:14.240 --> 00:17:16.200]  他要在他的寶座面前
[00:17:16.200 --> 00:17:19.560]  來除去所有的奸臣
[00:17:19.560 --> 00:17:24.680]  以致公義能夠彰顯出來
[00:17:24.680 --> 00:17:27.840]  在這裡鑽研的二十九章十二節
[00:17:27.840 --> 00:17:29.960]  說君王若聽謊言
[00:17:29.960 --> 00:17:33.920]  他一切臣僕都是奸戶
[00:17:33.920 --> 00:17:37.120]  就好像一個君王
[00:17:37.120 --> 00:17:42.480]  如果他喜歡聽奉承的話
[00:17:42.480 --> 00:17:44.120]  喜歡聽謊言
[00:17:44.120 --> 00:17:46.080]  忠言逆耳的時候
[00:17:46.080 --> 00:17:50.440]  他身邊所有的這些臣僕都會是奸惡的
[00:17:50.440 --> 00:17:52.080]  但是如果有一個君王
[00:17:52.080 --> 00:17:54.040]  他喜歡聽誠實話
[00:17:54.040 --> 00:17:56.320]  喜歡聽忠言的話
[00:17:56.320 --> 00:18:01.120]  他就會被所有的忠臣包圍著他自己
[00:18:01.120 --> 00:18:02.920]  鑽研的十一章十四
[00:18:02.920 --> 00:18:04.840]  十五章二十二
[00:18:04.840 --> 00:18:07.920]  還有十八節
[00:18:07.920 --> 00:18:10.080]  和二十四章六節
[00:18:10.080 --> 00:18:11.280]  都告訴我們
[00:18:11.280 --> 00:18:12.960]  一個聰明的君王
[00:18:12.960 --> 00:18:18.240]  就會用很多的智者來包圍著自己
[00:18:18.240 --> 00:18:21.560]  一個好的領袖
[00:18:21.560 --> 00:18:22.880]  一個好的君王
[00:18:22.880 --> 00:18:25.640]  不單是用很多的賢臣
[00:18:25.640 --> 00:18:27.720]  很多的智者來包圍自己
[00:18:27.720 --> 00:18:31.960]  他自己也都應該能夠分辨出是非
[00:18:31.960 --> 00:18:34.920]  能夠分辨出什麼是對 什麼是錯
[00:18:34.920 --> 00:18:40.760]  訴羅又是一個不能夠分辨是非的人
[00:18:40.760 --> 00:18:44.760]  我們剛才說了十五以上的十三章 十五章
[00:18:44.760 --> 00:18:47.520]  現在要說十五以上的十四章
[00:18:47.520 --> 00:18:50.360]  說他去攻打斐理士人
[00:18:50.360 --> 00:18:53.360]  攻打斐理士人他得到大勝
[00:18:53.360 --> 00:18:54.800]  得到大勝之後
[00:18:54.800 --> 00:18:57.000]  斐理士人撤退
[00:18:57.000 --> 00:19:00.480]  訴羅就叫所有的士兵要禁食
[00:19:00.480 --> 00:19:02.600]  他希望是搖動臣的手
[00:19:02.600 --> 00:19:06.520]  能夠幫助他再大大地再一次勝利
[00:19:06.520 --> 00:19:08.480]  其實在聖經裡面
[00:19:08.480 --> 00:19:13.040]  從來沒有說禁食是一個命令
[00:19:13.040 --> 00:19:17.000]  在馬太福音的九章33至39節
[00:19:17.000 --> 00:19:19.200]  我們見到施洗約翰的門徒
[00:19:19.200 --> 00:19:21.040]  走來問耶穌基督
[00:19:21.040 --> 00:19:26.320]  說法理賽人的門徒和施洗約翰的門徒都禁食
[00:19:26.320 --> 00:19:29.520]  為什麼耶穌基督的門徒不禁食
[00:19:29.520 --> 00:19:31.400]  耶穌基督就回答
[00:19:31.400 --> 00:19:33.320]  說新郎在這裡的時候
[00:19:33.320 --> 00:19:37.080]  這些賓客怎麼可以來禁食呢?
[00:19:37.080 --> 00:19:39.600]  要等到新郎被提去
[00:19:39.600 --> 00:19:46.480]  然後有很多機會讓賓客悲傷哀動來禁食
[00:19:46.480 --> 00:19:49.600]  我們見到禁食的教導是什麼?
[00:19:49.600 --> 00:19:51.640]  根據耶穌基督所說
[00:19:51.640 --> 00:19:54.040]  當我們悲傷哀動
[00:19:54.040 --> 00:19:56.480]  甚至是沒有胃口的時候
[00:19:56.480 --> 00:19:59.080]  我們就來禁食
[00:19:59.080 --> 00:20:01.320]  現在有很多事
[00:20:01.320 --> 00:20:05.280]  有很多弟兄姊妹都會發電郵出來
[00:20:05.280 --> 00:20:09.720]  我們一起為某某事來禁食
