
[00:00:00.000 --> 00:00:04.080]  大家知不知道我們今年的主題是什麼
[00:01:12.080 --> 00:01:14.840]  飛上枝頭便鳳凰
[00:01:14.840 --> 00:01:16.880]  大家都知道爲什麼了
[00:01:16.880 --> 00:01:20.960]  我想起了舊約的《耳詩帖》
[00:01:20.960 --> 00:01:23.560]  他真的飛上枝頭便鳳凰
[00:01:23.560 --> 00:01:25.360]  本來是一個普通的民女
[00:01:25.360 --> 00:01:26.920]  但是被選入宮之後
[00:01:26.920 --> 00:01:28.440]  就成爲王后了
[00:01:28.440 --> 00:01:33.920]  還有一些可能是現在比較適合的
[00:01:33.920 --> 00:01:36.400]  這個處境比較適合的飛
[00:01:36.400 --> 00:01:40.840]  比如說有這個遠走高飛
[00:01:40.840 --> 00:01:41.920]  是不是?
[00:01:41.920 --> 00:01:43.600]  這個也適合聽
[00:01:43.600 --> 00:01:44.800]  遠走高飛
[00:01:44.800 --> 00:01:46.200]  還有什麼飛呢?
[00:01:46.200 --> 00:01:47.600]  也是比較慘的
[00:01:47.600 --> 00:01:50.520]  插翼都難飛了
[00:01:50.520 --> 00:01:51.120]  是不是?
[00:01:51.120 --> 00:01:52.360]  所以
[00:01:52.360 --> 00:01:54.320]  如果你還有些飛的
[00:01:54.320 --> 00:01:55.360]  就跟我說
[00:01:55.360 --> 00:01:57.680]  等我下午課的時候再說多一點
[00:01:57.680 --> 00:02:00.320]  讓弟兄姐妹刺激一下他們
[00:02:00.320 --> 00:02:01.800]  想想如何飛了
[00:02:01.800 --> 00:02:02.400]  是不是?
[00:02:02.400 --> 00:02:05.200]  在禮拜五晚
[00:02:05.200 --> 00:02:08.480]  鄧牧師跟我們說了一個信息
[00:02:08.480 --> 00:02:10.040]  很重要的信息
[00:02:10.040 --> 00:02:12.960]  就是說你們要愛惜光陰
[00:02:12.960 --> 00:02:16.280]  因爲現今的世代邪惡
[00:02:16.280 --> 00:02:18.480]  愛惜光陰
[00:02:18.480 --> 00:02:21.760]  不是一個小朋友教導他們不要浪費時間
[00:02:21.760 --> 00:02:23.760]  原來這個光陰
[00:02:23.760 --> 00:02:26.120]  希臘文是 "kairos"
[00:02:26.120 --> 00:02:30.320]  意思就是我們要抓住現今的機會
[00:02:30.320 --> 00:02:33.280]  原來聖經裏面說時間
[00:02:33.280 --> 00:02:34.840]  希臘字有兩個
[00:02:34.840 --> 00:02:36.400]  一個叫 "konos"
[00:02:36.400 --> 00:02:38.240]  一個就是 "kairos"
[00:02:38.240 --> 00:02:40.920]  兩個字的意思是不同的
[00:02:40.920 --> 00:02:44.040]  "konos" 就是說一個時間
[00:02:44.040 --> 00:02:45.600]  一個直線的時間
[00:02:45.600 --> 00:02:48.320]  就是一年又一年又一年又過去
[00:02:48.320 --> 00:02:51.880]  "konology" 這個字就是代表年表
[00:02:51.880 --> 00:02:53.680]  大事的年表
[00:02:53.680 --> 00:02:58.160]  但是 "kairos" 除了是我們宣教的一個課程之外
[00:02:58.160 --> 00:03:01.040]  這個 "kairos" 可以亦作機會
[00:03:01.040 --> 00:03:02.880]  一個很難得的機會
[00:03:02.880 --> 00:03:04.920]  它並非偶然的出現
[00:03:04.920 --> 00:03:08.560]  而是它的出現是有意義、有目的的
[00:03:08.560 --> 00:03:10.320]  而另一方面
[00:03:10.320 --> 00:03:13.480]  有人這樣描述這個時機
[00:03:13.480 --> 00:03:15.640]  就好像一隻光滑的野獸
[00:03:15.640 --> 00:03:17.880]  捕獵者一不留神
[00:03:17.880 --> 00:03:19.680]  它就跑掉了
[00:03:19.680 --> 00:03:23.400]  又好像有一個希臘的神話
[00:03:23.400 --> 00:03:24.400]  它這樣說
[00:03:24.400 --> 00:03:27.400]  有一個飛跑前來的人
[00:03:27.400 --> 00:03:28.920]  就正是迎面而來
[00:03:28.920 --> 00:03:30.560]  你就想截住它
[00:03:30.560 --> 00:03:34.720]  但是它只是在額前有一束頭髮
[00:03:34.720 --> 00:03:37.120]  但是我們想捉住它的頭髮
[00:03:37.120 --> 00:03:38.360]  它跑了之後
[00:03:38.360 --> 00:03:40.120]  咦!原來它是光滑的
[00:03:40.120 --> 00:03:41.760]  它沒有頭髮的
[00:03:41.760 --> 00:03:44.280]  所以我們捉它也捉不住
[00:03:44.280 --> 00:03:46.080]  所以我們看到
[00:03:46.080 --> 00:03:47.760]  這個也是一個時機
[00:03:47.760 --> 00:03:49.200]  如果你錯失了時機
[00:03:49.200 --> 00:03:50.360]  你就走寶了
[00:03:50.360 --> 00:03:51.840]  你錯失了時機
[00:03:51.840 --> 00:03:54.800]  就不能夠去成就事情了
[00:03:54.800 --> 00:04:00.200]  教新在2019年的教會普查裏面
[00:04:00.200 --> 00:04:05.000]  胡志偉牧師用了四個字來描述香港教會的情況
[00:04:05.000 --> 00:04:06.920]  弱不經風
[00:04:06.920 --> 00:04:10.920]  我想聽到都知道不是好東西
[00:04:10.920 --> 00:04:14.320]  弱不經風就好像少女一樣
[00:04:14.320 --> 00:04:16.440]  體弱多病
[00:04:16.440 --> 00:04:18.840]  爲什麼他形容香港教會是這樣呢?
[00:04:18.840 --> 00:04:21.680]  因爲我們的崇拜人數下跌
[00:04:21.680 --> 00:04:24.200]  我們很多的統計數字都告訴我們
[00:04:24.200 --> 00:04:27.080]  我們比起5年前2014年的時候
[00:04:27.080 --> 00:04:29.920]  很多的數據都是退步的
[00:04:29.920 --> 00:04:33.560]  而我們浸聯會也委託了教新
[00:04:33.560 --> 00:04:39.440]  去調查那些填了問卷的浸信會教會
[00:04:39.440 --> 00:04:43.000]  我就有兩個圖跟大家分享一下
[00:04:43.000 --> 00:04:45.160]  第一個圖就是特別講到
[00:04:45.160 --> 00:04:51.320]  堂會認爲目前發展最主要的困難和挑戰是什麼
[00:04:51.320 --> 00:04:53.720]  原來最高在信徒方面
[00:04:53.720 --> 00:04:55.760]  就是侍奉的人手不足
[00:04:55.760 --> 00:04:57.640]  未能爲生
[00:04:57.640 --> 00:04:59.880]  如果在浸信會堂會
[00:04:59.880 --> 00:05:02.280]  他們認爲57.9%
[00:05:02.280 --> 00:05:03.880]  就是58%
[00:05:03.880 --> 00:05:07.680]  覺得這是一個很主要的挑戰和問題
[00:05:07.680 --> 00:05:11.600]  但是相對全港教會只是34.4%
[00:05:11.600 --> 00:05:15.040]  浸信教會特別覺得這個問題
[00:05:15.040 --> 00:05:19.080]  人手不足和未能爲生是很嚴重的問題
[00:05:19.080 --> 00:05:24.240]  另外缺乏領袖和領袖的承擔不足
[00:05:24.240 --> 00:05:28.160]  浸信會的教會他們是32%
[00:05:28.160 --> 00:05:31.520]  而全港的教會平均都是23%
[00:05:31.520 --> 00:05:33.080]  我們又名列前茅了
[00:05:33.080 --> 00:05:34.800]  我們又高過人了
[00:05:34.800 --> 00:05:38.280]  如果你看下去還有一個其他困難
[00:05:38.280 --> 00:05:40.880]  就是一個年齡的斷層
[00:05:40.880 --> 00:05:43.160]  浸信教會是46%
[00:05:43.160 --> 00:05:46.240]  而其他教會大概是36%
[00:05:46.240 --> 00:05:49.520]  我們又高過人了
[00:05:49.520 --> 00:05:54.160]  年齡斷層其實和中間青少年士工很有關係
[00:05:54.160 --> 00:05:56.640]  因爲如果青少年士工強
[00:05:56.640 --> 00:06:00.280]  我們就能夠減低年齡斷層的衝擊
[00:06:00.280 --> 00:06:01.760]  如果青少年士工弱
[00:06:01.760 --> 00:06:04.040]  我們教會留不住青少年人
[00:06:04.040 --> 00:06:07.920]  我們就會有斷層的情況出現
[00:06:07.920 --> 00:06:11.160]  同樣青少年領袖那裏
[00:06:11.160 --> 00:06:12.920]  就40%
[00:06:12.920 --> 00:06:14.680]  我們浸信教會
[00:06:14.680 --> 00:06:20.480]  而全港教會大概是32.3%
[00:06:20.480 --> 00:06:23.000]  所以我們全部高過人
[00:06:23.000 --> 00:06:25.040]  是不是好東西
[00:06:25.040 --> 00:06:27.040]  是嗎?好東西嗎?
[00:06:27.040 --> 00:06:28.360]  不是好東西吧?
[00:06:28.360 --> 00:06:29.920]  我們覺得嚴重
[00:06:29.920 --> 00:06:32.080]  我們的問題很嚴重
[00:06:32.080 --> 00:06:33.920]  我們看第二張圖
[00:06:33.920 --> 00:06:35.880]  針對剛纔的問題
[00:06:35.880 --> 00:06:39.720]  我們發現核心的領袖其實是有加增的
[00:06:39.720 --> 00:06:41.920]  侍奉的人手也是有加增的
[00:06:41.920 --> 00:06:46.440]  核心領袖是由2014年的3039
[00:06:46.440 --> 00:06:52.520]  去到2019年的3448
[00:06:52.520 --> 00:06:53.880]  是有加增的
[00:06:53.880 --> 00:06:55.920]  侍奉的人手也有加增的
[00:06:55.920 --> 00:07:00.080]  由13000左右去到17000
[00:07:00.080 --> 00:07:02.480]  所以其實我們又這樣看
[00:07:02.480 --> 00:07:04.800]  事實上過去5年
[00:07:04.800 --> 00:07:08.200]  核心領袖和侍奉的人手是有加增的
[00:07:08.200 --> 00:07:10.280]  但是在浸信會教會里面
[00:07:10.280 --> 00:07:14.000]  就特別覺得這個問題是非常嚴峻
[00:07:14.000 --> 00:07:16.120]  究竟是什麼原因呢?
[00:07:16.120 --> 00:07:19.880]  我就沒有做一個很詳細的統計
[00:07:19.880 --> 00:07:22.560]  但是或者我們可以這樣說
[00:07:22.560 --> 00:07:24.000]  你會不會覺得
[00:07:24.000 --> 00:07:26.040]  過去因爲有社會事件
[00:07:26.040 --> 00:07:27.440]  因爲有疫情
[00:07:27.440 --> 00:07:30.560]  教會是出現一個很大的衝擊
[00:07:30.560 --> 00:07:32.800]  其實2019年的教會普查
[00:07:32.800 --> 00:07:35.920]  是沒有將這兩個事件放進去的
[00:07:35.920 --> 00:07:38.320]  如果這兩個事件加在一起
[00:07:38.320 --> 00:07:43.040]  我相信那個數字會更加高的
[00:07:43.040 --> 00:07:48.120]  這個代表很多人因爲社會的狀況
[00:07:48.120 --> 00:07:50.680]  很多人因爲教會的狀況
[00:07:50.680 --> 00:07:54.120]  他們帶着失望離開
[00:07:54.120 --> 00:07:57.760]  所以這個是我們憂慮的
[00:07:57.760 --> 00:08:02.200]  這個也是我們今天衆弟兄姊妹要正視的
[00:08:02.200 --> 00:08:03.800]  我說這麼多這些數字
[00:08:03.800 --> 00:08:07.280]  我不是想令到大家很憂愁
[00:08:07.280 --> 00:08:08.880]  而是我想告訴大家
[00:08:08.880 --> 00:08:13.320]  今天我們實在面對一個很困難的處境
[00:08:13.320 --> 00:08:17.560]  所以我們才說我們要乘風而飛
[00:08:17.560 --> 00:08:19.320]  我們要逆流而上
[00:08:19.320 --> 00:08:22.840]  因爲我們正正是面對這樣的處境
[00:08:22.840 --> 00:08:24.080]  但是我想說
[00:08:24.080 --> 00:08:26.560]  今天無論我們身在何處
[00:08:26.560 --> 00:08:30.520]  我們都要成爲一個被神呼召的門徒
[00:08:30.520 --> 00:08:31.480]  唯有這樣
[00:08:31.480 --> 00:08:34.520]  我們的生命才能夠在神的裏面
[00:08:34.520 --> 00:08:38.040]  飛得更高 飛得更遠
[00:08:38.040 --> 00:08:41.120]  今天和大家去看以塞亞書
[00:08:41.120 --> 00:08:45.760]  可能有些弟兄姊妹覺得以塞亞書不是很熟悉
[00:08:45.760 --> 00:08:47.440]  但是我就說一說
[00:08:47.440 --> 00:08:50.640]  以塞亞書總共有66張
[00:08:50.640 --> 00:08:55.200]  《新舊約》、《聖經》加起來有多少卷書呢?
[00:08:55.200 --> 00:08:56.600]  又是66張
[00:08:56.600 --> 00:08:58.320]  有66卷書
[00:08:58.320 --> 00:09:00.120]  所以很對的
[00:09:00.120 --> 00:09:05.120]  而且以塞亞書的分是很容易記的
[00:09:05.120 --> 00:09:08.400]  39和27是否很容易記呢?
[00:09:08.400 --> 00:09:09.800]  3927
[00:09:09.800 --> 00:09:13.720]  39加27就是66
[00:09:13.720 --> 00:09:15.840]  所以原來很簡單
[00:09:15.840 --> 00:09:20.720]  你記得1至39張以塞亞書的主題就是「舊熟」
[00:09:20.720 --> 00:09:25.240]  40至66張就是「歸回」
[00:09:25.240 --> 00:09:27.560]  1至39張是「舊熟」
[00:09:27.560 --> 00:09:29.920]  40到66張是「歸回」
[00:09:29.920 --> 00:09:35.000]  而以塞亞這個名字的意思就是「上主請救」
[00:09:35.000 --> 00:09:37.080]  當我們研究以塞亞書的學者
[00:09:37.080 --> 00:09:38.480]  普遍認爲
[00:09:38.480 --> 00:09:41.280]  以塞亞書40張之後的內容
[00:09:41.280 --> 00:09:44.240]  並非是以塞亞本人所寫的
[00:09:44.240 --> 00:09:45.880]  而是由他的弟子
[00:09:45.880 --> 00:09:49.040]  叫做「第二以塞亞」所編寫
[00:09:49.040 --> 00:09:51.400]  而40到66張就是描述
[00:09:51.400 --> 00:09:56.960]  時代是祕魯的末期和迴歸的初期
[00:09:56.960 --> 00:09:59.040]  說這些好像很學術似的
[00:09:59.040 --> 00:10:00.680]  其實我想說的是
[00:10:00.680 --> 00:10:06.200]  原來第二個以塞亞是延續了以塞亞的使命
[00:10:06.200 --> 00:10:11.400]  將請救的信息帶給祕魯迴歸的這一代
[00:10:11.400 --> 00:10:14.840]  所以以塞亞本身他兩段裏面
[00:10:14.840 --> 00:10:18.120]  已經是有那種信仰生命的傳承
[00:10:18.120 --> 00:10:21.040]  他本身就是要將這個信息
[00:10:21.040 --> 00:10:24.120]  世世代代這樣傳遞下去
[00:10:24.120 --> 00:10:26.160]  而以塞亞書第六章
[00:10:26.160 --> 00:10:29.080]  可能大家會比較熟悉的一段經文
[00:10:29.080 --> 00:10:32.280]  就是講到以塞亞蒙召的經文
[00:10:32.280 --> 00:10:35.600]  而差不多每一位侍奉神的人
[00:10:35.600 --> 00:10:36.880]  因爲我們教會是什麼
[00:10:36.880 --> 00:10:38.520]  信徒皆祭司
[00:10:38.520 --> 00:10:41.480]  每一位教會里面侍奉神的人
[00:10:41.480 --> 00:10:45.120]  都被這個信息來提醒
[00:10:45.120 --> 00:10:47.440]  其實你和我一樣
[00:10:47.440 --> 00:10:52.720]  都是等候被神差遣的僕人
[00:10:52.720 --> 00:10:57.000]  面對今天教會的挑戰領袖的流失
[00:10:57.000 --> 00:10:59.400]  我們看回聖經裏面告訴我們
[00:10:59.400 --> 00:11:02.000]  當我們見到神的威榮的時候
[00:11:02.000 --> 00:11:04.640]  究竟我們這羣屬神的兒女
[00:11:04.640 --> 00:11:07.840]  應該是怎樣去回應呢?
[00:11:07.840 --> 00:11:10.360]  我請大家一起起立
[00:11:10.360 --> 00:11:11.640]  讓我們一起起立
[00:11:11.640 --> 00:11:13.800]  請大家恭聽神的說話
[00:11:13.800 --> 00:11:16.400]  以塞亞書第六章第一到第八節
[00:11:16.400 --> 00:11:18.960]  大家留心聽
[00:11:18.960 --> 00:11:21.880]  當烏西亞王崩的那年
[00:11:21.880 --> 00:11:25.240]  我看見主座在高高的寶座上
[00:11:25.240 --> 00:11:27.080]  他的衣裳下襬
[00:11:27.080 --> 00:11:28.720]  遮滿聖殿
[00:11:28.720 --> 00:11:31.120]  上有撒拉弗士林
[00:11:31.120 --> 00:11:33.360]  各有六個翅膀
[00:11:33.360 --> 00:11:35.240]  兩個翅膀遮臉
[00:11:35.240 --> 00:11:37.080]  兩個翅膀遮腳
[00:11:37.080 --> 00:11:39.480]  兩個翅膀飛牆
[00:11:39.480 --> 00:11:41.240]  彼此呼喊話
[00:11:41.240 --> 00:11:43.400]  聖災!聖災!聖災!
[00:11:43.400 --> 00:11:45.520]  萬君之耶和華
[00:11:45.520 --> 00:11:48.840]  他的榮光填滿全地
[00:11:48.840 --> 00:11:50.560]  因呼喊者的聲音
[00:11:50.560 --> 00:11:52.720]  門檻的根基震動
[00:11:52.720 --> 00:11:55.600]  殿裏充滿了煙雲
[00:11:55.600 --> 00:11:57.000]  那時我說
[00:11:57.000 --> 00:11:59.880]  和災!我滅亡了
[00:11:59.880 --> 00:12:02.200]  因爲我是嘴脣不潔的人
[00:12:02.200 --> 00:12:04.720]  住在嘴脣不潔的民中
[00:12:04.720 --> 00:12:06.360]  又因我親眼看見
[00:12:06.360 --> 00:12:07.480]  大君王
[00:12:07.480 --> 00:12:10.560]  萬君之耶和華
[00:12:10.560 --> 00:12:11.600]  就在這個時候
[00:12:11.600 --> 00:12:13.800]  有一個撒拉弗向我飛來
[00:12:13.800 --> 00:12:16.720]  手裏拿着燒紅了的炭
[00:12:16.720 --> 00:12:20.200]  是用火箭從炭上取下來的
[00:12:20.200 --> 00:12:23.200]  他用炭尖着我的口說
[00:12:23.200 --> 00:12:26.480]  看啊!這炭尖了你的嘴脣
[00:12:26.480 --> 00:12:28.560]  你的罪孽便除掉
[00:12:28.560 --> 00:12:31.440]  你的罪惡就赦免了
[00:12:31.440 --> 00:12:34.000]  我聽見主的聲音說
[00:12:34.000 --> 00:12:36.840]  我可以差遣誰呢?
[00:12:36.840 --> 00:12:39.760]  誰肯爲我們去呢?
[00:12:39.760 --> 00:12:41.360]  我就說
[00:12:41.360 --> 00:12:42.960]  我在這裏
[00:12:42.960 --> 00:12:45.600]  請差遣我
[00:12:45.600 --> 00:12:48.720]  各位請坐
[00:12:48.720 --> 00:12:51.520]  我不知道你聽這段聖經的時候
[00:12:51.520 --> 00:12:54.240]  你有什麼感想
[00:12:54.240 --> 00:12:55.600]  這段聖經是說到
[00:12:55.600 --> 00:12:57.360]  我們每一個人
[00:12:57.360 --> 00:12:58.720]  好像以蔡一樣
[00:12:58.720 --> 00:13:00.440]  在一個大時代裏面
[00:13:00.440 --> 00:13:02.880]  是地神呼召
[00:13:02.880 --> 00:13:04.160]  原來聖經裏面說
[00:13:04.160 --> 00:13:06.520]  當烏西亞王崩
[00:13:06.520 --> 00:13:08.480]  是有一個特別的意思的
[00:13:08.480 --> 00:13:10.240]  烏西亞王是一個好王
[00:13:10.240 --> 00:13:12.960]  還是一個壞王呢?
[00:13:12.960 --> 00:13:14.440]  其實都是二分一機會而已
[00:13:14.440 --> 00:13:16.440]  撞一下
[00:13:16.440 --> 00:13:17.800]  好啊
[00:13:17.800 --> 00:13:20.800]  烏西亞王是一個好王
[00:13:20.800 --> 00:13:23.480]  他一直都有神的恩手帶領
[00:13:23.480 --> 00:13:25.360]  令到國家富強
[00:13:25.360 --> 00:13:27.520]  但是他衰瘦尾
[00:13:27.520 --> 00:13:28.840]  他在後期的時候
[00:13:28.840 --> 00:13:31.640]  因爲心高氣傲
[00:13:31.640 --> 00:13:34.680]  他要自己進聖殿獻祭
[00:13:34.680 --> 00:13:36.880]  當時很多祭司出來阻止他
[00:13:36.880 --> 00:13:38.600]  你千萬不要做
[00:13:38.600 --> 00:13:40.040]  因爲這些不是王做的
[00:13:40.040 --> 00:13:42.120]  這些是祭司做的
[00:13:42.120 --> 00:13:44.960]  因爲烏西亞就做了祭司那一份
[00:13:44.960 --> 00:13:47.240]  所以神就管教他
[00:13:47.240 --> 00:13:52.320]  就叫到他身上長出大麻風
[00:13:52.320 --> 00:13:54.560]  所以他沒有辦法繼續做皇帝
[00:13:54.560 --> 00:13:56.760]  所以當時他的兒子約坦
[00:13:56.760 --> 00:13:59.880]  就和他同期執政
[00:13:59.880 --> 00:14:01.320]  我不知道大家聽到的時候
[00:14:01.320 --> 00:14:02.680]  你會怎麼看
[00:14:02.680 --> 00:14:04.800]  在以塞亞的時代
[00:14:04.800 --> 00:14:08.000]  烏西亞王原本是一個好王
[00:14:08.000 --> 00:14:09.840]  但是他因爲心高氣傲
[00:14:09.840 --> 00:14:11.360]  所以被神去懲罰
[00:14:11.360 --> 00:14:12.880]  他有一個大麻風病
[00:14:12.880 --> 00:14:14.040]  而這個時候
[00:14:14.040 --> 00:14:17.880]  正正是烏西亞王駕登的時候
[00:14:17.880 --> 00:14:21.120]  整個國家未來會是怎樣呢?
[00:14:21.120 --> 00:14:24.600]  一個好的皇帝離開的時候
[00:14:24.600 --> 00:14:27.960]  究竟國家的前景會是怎樣呢?
[00:14:27.960 --> 00:14:31.480]  究竟他的遭遇會是怎樣呢?
[00:14:31.480 --> 00:14:33.200]  以塞亞本來寄望
[00:14:33.200 --> 00:14:38.200]  烏西亞王爲國家帶來一個富強的景況
[00:14:38.200 --> 00:14:43.320]  但是他這個希望幻滅了
[00:14:43.320 --> 00:14:45.400]  就在這個時候
[00:14:45.400 --> 00:14:47.240]  他在聖殿裏面
[00:14:47.240 --> 00:14:49.520]  他見到異象
[00:14:49.520 --> 00:14:52.800]  他見到主座在高高的寶座上
[00:14:52.800 --> 00:14:57.480]  他的衣裳下襬遮滿了聖殿
[00:14:57.480 --> 00:15:00.440]  而且旗上有撒拉弗的士納
[00:15:00.440 --> 00:15:02.360]  有六個翅膀
[00:15:02.360 --> 00:15:05.240]  就是兩個翅膀是遮臉
[00:15:05.240 --> 00:15:07.680]  兩個翅膀是遮腳
[00:15:07.680 --> 00:15:11.440]  兩個翅膀是飛牆
[00:15:11.440 --> 00:15:15.040]  我們在聖經裏面有兩個地方講到飛
[00:15:15.040 --> 00:15:16.880]  詩篇第十八篇十節說
[00:15:16.880 --> 00:15:18.720]  要乘機路拍飛行
[00:15:18.720 --> 00:15:20.600]  直風的翅膀飛
[00:15:20.600 --> 00:15:22.720]  詩篇一百三十九篇第九節說
[00:15:22.720 --> 00:15:25.000]  我們要飛到海極居住
[00:15:25.000 --> 00:15:26.080]  就是在那裏
[00:15:26.080 --> 00:15:27.520]  你的手必引導我
[00:15:27.520 --> 00:15:29.040]  你的右手也必扶持我
[00:15:29.040 --> 00:15:33.840]  可能讚美操的姐妹就記得這句
[00:15:33.840 --> 00:15:36.120]  撒拉弗還有三對翅膀
[00:15:36.120 --> 00:15:38.320]  第一對是遮臉
[00:15:38.320 --> 00:15:39.720]  第二對是遮腳
[00:15:39.720 --> 00:15:42.920]  第三對是飛牆
[00:15:42.920 --> 00:15:46.000]  在屬靈的寓意上我們可以這樣看
[00:15:46.000 --> 00:15:51.040]  頭兩對都是代表了一個侍奉者的心態
[00:15:51.040 --> 00:15:53.720]  侍奉者需要在神面前隱藏
[00:15:53.720 --> 00:15:55.600]  侍奉不是一個高舉自己
[00:15:55.600 --> 00:15:58.360]  和證明自己被人優勝的
[00:15:58.360 --> 00:16:02.240]  我們要做在背後侍奉的人
[00:16:02.240 --> 00:16:05.720]  作爲屬靈的領袖常常要面對一個挑戰
[00:16:05.720 --> 00:16:07.360]  我們要時刻警惕
[00:16:07.360 --> 00:16:10.320]  而遮腳就是比喻我們侍奉神的人
[00:16:10.320 --> 00:16:13.240]  要有一個聖潔的生活
[00:16:13.240 --> 00:16:16.240]  當我們能夠遮腳
[00:16:16.240 --> 00:16:17.840]  當我們能夠遮臉
[00:16:17.840 --> 00:16:19.080]  當我們有隱藏的侍奉
[00:16:19.080 --> 00:16:21.040]  當我們有聖潔的侍奉的時候
[00:16:21.040 --> 00:16:23.080]  我們就能夠兩個翼飛牆
[00:16:23.080 --> 00:16:24.840]  就有生命的侍奉
[00:16:24.840 --> 00:16:29.320]  這個生命就帶着神的能力
[00:16:29.320 --> 00:16:33.480]  當我們去看到這個侍奉的時候
[00:16:33.480 --> 00:16:36.560]  我們很想很想主
[00:16:36.560 --> 00:16:38.520]  讓我們的生命飛牆
[00:16:38.520 --> 00:16:41.440]  讓我們的生命成爲一個詩歌
[00:16:41.440 --> 00:16:43.520]  去讚頌你 去侍奉你
[00:16:43.520 --> 00:16:46.040]  使人得福 去見證福音
[00:16:46.040 --> 00:16:49.880]  沒錯 很多時候我們有這樣的想法
[00:16:49.880 --> 00:16:51.520]  但是我們卻知道
[00:16:51.520 --> 00:16:53.840]  如果我們沒有前面那兩步
[00:16:53.840 --> 00:16:57.360]  如果我們沒有一個隱藏內在生命的操練
[00:16:57.360 --> 00:17:02.200]  如果我們沒有一個聖潔生命去承託的時候
[00:17:02.200 --> 00:17:06.640]  就算我們做到一些很轟轟烈烈偉大的工作
[00:17:06.640 --> 00:17:11.840]  但是我們的生命仍然都是神不閱立的
[00:17:11.840 --> 00:17:14.120]  我們看第八節聖經說
[00:17:14.120 --> 00:17:18.360]  「我可以差遣誰呢?誰肯爲我們去呢?」
[00:17:18.360 --> 00:17:21.040]  這一節經文裏面很特別的一個地方
[00:17:21.040 --> 00:17:24.680]  如果你將這四句話列出來看
[00:17:24.680 --> 00:17:26.240]  「我可以差遣誰呢?」
[00:17:26.240 --> 00:17:29.000]  其實答案就在最後那一句
[00:17:29.000 --> 00:17:31.320]  神說可以差遣誰呢?
[00:17:31.320 --> 00:17:34.440]  以塞亞就說請差遣我
[00:17:34.440 --> 00:17:36.920]  神說誰肯爲我們去呢?
[00:17:36.920 --> 00:17:41.520]  以塞亞就說我在這裏
[00:17:41.520 --> 00:17:44.400]  你發不發現這個對答
[00:17:44.400 --> 00:17:50.560]  是基於神和以塞亞有一個盟約的關係
[00:17:50.560 --> 00:17:51.800]  有時候我們去想
[00:17:51.800 --> 00:17:54.760]  我們要被神差遣的時候
[00:17:54.760 --> 00:17:57.320]  有時候我們覺得聽不到
[00:17:57.320 --> 00:17:59.640]  我們是一個普通的信徒
[00:17:59.640 --> 00:18:01.760]  我們又不是什麼領袖
[00:18:01.760 --> 00:18:03.160]  我們又不是什麼執事
[00:18:03.160 --> 00:18:05.280]  不是小組組長
[00:18:05.280 --> 00:18:06.720]  甚至不是核心
[00:18:06.720 --> 00:18:07.920]  我們是一個很普通的人
[00:18:07.920 --> 00:18:11.000]  甚至可能只是回來崇拜
[00:18:11.000 --> 00:18:12.560]  哇!你這麼沉重啊牧師
[00:18:12.560 --> 00:18:14.920]  又說我在這裏請差遣
[00:18:14.920 --> 00:18:17.600]  我說得這麼厲害
[00:18:17.600 --> 00:18:22.320]  其實我們每一個人都應該要聽到神的聲音
[00:18:22.320 --> 00:18:24.360]  要聽到神對我們的呼召
