
[00:00:00.000 --> 00:00:02.740]  菩提先輩讓我們聽神爹道爾心
[00:02:44.500 --> 00:02:48.140]  暴風雨前夕通常都會是
[00:02:48.140 --> 00:02:49.740]  很太平
[00:02:49.740 --> 00:02:51.540]  很好的風景
[00:02:51.540 --> 00:02:53.180]  很好的環境
[00:02:53.180 --> 00:02:54.980]  在暴風雨來臨之前
[00:02:54.980 --> 00:02:57.280]  都有一個很好的很平靜
[00:02:57.280 --> 00:03:00.920]  很好的風景
[00:03:00.920 --> 00:03:04.020]  可能因為我們來自於亞洲區
[00:03:04.020 --> 00:03:06.520]  經驗是打風的緣故
[00:03:06.520 --> 00:03:09.960]  我們來自亞洲區經過大風的緣故
[00:03:09.960 --> 00:03:13.540]  我自己也是讀地理學的原因
[00:03:13.540 --> 00:03:15.900]  所以對於這些特別敏感
[00:03:15.900 --> 00:03:18.280]  我自己讀地理學的
[00:03:18.280 --> 00:03:20.280]  對這些特別敏感
[00:03:20.280 --> 00:03:23.040]  蘭姑小時候在香港的時候
[00:03:23.040 --> 00:03:26.780]  在林華就快有風暴打來香港的時候
[00:03:26.780 --> 00:03:28.120]  就是在小時候
[00:03:28.120 --> 00:03:30.520]  當風暴即將來臨香港的時候
[00:03:30.520 --> 00:03:31.780]  我們通常都不太相信
[00:03:31.780 --> 00:03:32.960]  因為天氣很好
[00:03:32.960 --> 00:03:35.520]  通常都不會太信任天氣很好
[00:03:35.520 --> 00:03:37.420]  陽光明媚
[00:03:37.420 --> 00:03:38.360]  陽光明媚
[00:03:38.360 --> 00:03:40.100]  一點風都沒有
[00:03:40.100 --> 00:03:42.000]  一點風跡象都沒有
[00:03:42.000 --> 00:03:43.840]  我很喜歡廣東話這個字
[00:03:43.840 --> 00:03:46.940]  好像一滴滴水一樣
[00:03:46.940 --> 00:03:48.400]  一點風都沒有
[00:03:48.400 --> 00:03:51.180]  就是下頭一點點風都找不到
[00:03:51.180 --> 00:03:53.840]  但是當你掉以輕心的時候
[00:03:53.840 --> 00:03:55.480]  當你掉以輕心的時候
[00:03:55.480 --> 00:03:57.840]  我記得那時候我小時候
[00:03:57.840 --> 00:04:01.560]  我就比較醒目一點
[00:04:01.560 --> 00:04:02.280]  可以這麼說
[00:04:02.280 --> 00:04:03.920]  就是說我小時候應該說
[00:04:03.920 --> 00:04:07.720]  我是比較靈異比較聰明的
[00:04:07.720 --> 00:04:08.760]  就比較敏感的
[00:04:08.760 --> 00:04:10.400]  無論好聽好不好聽
[00:04:10.400 --> 00:04:11.760]  我都帶著一把傘上學的
[00:04:11.760 --> 00:04:14.500]  就是無論是天氣好還是不好
[00:04:14.500 --> 00:04:16.500]  我書包裏面都會有一把傘
[00:04:16.500 --> 00:04:18.740]  有時候那些摺傘
[00:04:18.740 --> 00:04:21.540]  縮骨傘
[00:04:21.540 --> 00:04:23.340]  就是那個摺傘
[00:04:23.340 --> 00:04:25.080]  放在書包裏面
[00:04:25.080 --> 00:04:26.780]  那些同學就經常說
[00:04:26.780 --> 00:04:30.220]  我看見你整把傘在書包裏面幹什麼?
[00:04:30.220 --> 00:04:32.420]  就是這麼好天氣
[00:04:32.420 --> 00:04:34.620]  書包裏怎麼會有這把傘呢?
[00:04:34.620 --> 00:04:39.720]  我說我這個人的性情就是要做到未雨綢繆
[00:04:39.720 --> 00:04:42.260]  因為我這個是未雨綢繆
[00:04:42.260 --> 00:04:44.400]  Well prepared before the storm is coming
[00:04:44.400 --> 00:04:47.640]  所以我永遠先把這把傘放在這裏
[00:04:47.640 --> 00:04:49.660]  先把傘放在書包裏面
[00:04:49.660 --> 00:04:51.900]  當真的有些想不到的情況
[00:04:51.900 --> 00:04:53.540]  突然需要下雨
[00:04:53.540 --> 00:04:56.300]  或者某些情況需要找一把傘
[00:04:56.300 --> 00:04:58.980]  現在你知道香港更加需要傘
[00:04:58.980 --> 00:05:02.080]  所以我們於是乎就
[00:05:02.080 --> 00:05:06.160]  隨時可以有一把傘可以擋風雨
[00:05:06.160 --> 00:05:09.080]  當有什麼特殊情況的時候
[00:05:09.080 --> 00:05:11.360]  事實上我就可以拿著這個傘
[00:05:11.360 --> 00:05:12.300]  可以擋風雨
[00:05:12.300 --> 00:05:15.660]  也都不會隨便相信一個好天的天氣
[00:05:15.660 --> 00:05:17.700]  就一定不會下雨這個情況
[00:05:17.700 --> 00:05:20.400]  特別是不會相信說有一個好天
[00:05:20.400 --> 00:05:21.600]  今天就不會下雨
[00:05:21.600 --> 00:05:23.040]  因為還有一種雨
[00:05:23.040 --> 00:05:24.000]  還有一種雨
[00:05:24.000 --> 00:05:26.980]  我們廣東人叫做失雲雨
[00:05:26.980 --> 00:05:31.440]  就是說這種日頭雨
[00:05:31.440 --> 00:05:33.720]  驟雨
[00:05:33.720 --> 00:05:36.120]  驟雨你知道什麼叫驟雨了
[00:05:36.120 --> 00:05:37.380]  你知道什麼叫驟雨
[00:05:37.380 --> 00:05:39.360]  無端端好天的出曼太陽
[00:05:39.360 --> 00:05:42.620]  一下落一層雨下來淋到你濕透了
[00:05:42.620 --> 00:05:46.700]  就是明明是個好天氣突然之間下雨
[00:05:46.700 --> 00:05:49.260]  一淋濕了身你就知道下一步就病了
[00:05:49.260 --> 00:05:49.900]  香港
[00:05:49.900 --> 00:05:51.940]  如果說你身體一旦淋濕了
[00:05:51.940 --> 00:05:52.900]  衣服淋濕了
[00:05:52.900 --> 00:05:53.840]  下一步就會病
[00:05:53.840 --> 00:05:55.500]  因為到處都有冷氣
[00:05:55.500 --> 00:05:56.800]  因為到處都有冷氣
[00:05:56.800 --> 00:05:58.900]  你濕了身一吹冷氣就病了
[00:05:58.900 --> 00:06:01.480]  當你身上有被淋濕以後
[00:06:01.480 --> 00:06:03.120]  一吹冷氣馬上就會病
[00:06:03.120 --> 00:06:05.420]  所以以前我除了在書包裏面有一把傘
[00:06:05.420 --> 00:06:06.880]  通常都有一條毛巾
[00:06:06.880 --> 00:06:09.380]  如果說我書包裏有一把傘
[00:06:09.380 --> 00:06:11.060]  通常我還有一條毛巾
[00:06:11.060 --> 00:06:13.520]  你又說牧師你真是
[00:06:13.520 --> 00:06:16.220]  好像那些阿爸阿婆那樣的表現
[00:06:16.220 --> 00:06:23.060]  年紀輕輕怎麼像個太太一樣的表現
[00:06:23.060 --> 00:06:25.100]  因為我本身有大汗
[00:06:25.100 --> 00:06:26.600]  所以我經常有一條毛巾在身上
[00:06:26.600 --> 00:06:27.940]  隨便擦一擦
[00:06:27.940 --> 00:06:29.300]  因為我身上有大汗
[00:06:29.300 --> 00:06:31.480]  所以就算是有一條毛巾來擦
[00:06:31.480 --> 00:06:32.480]  但是我講那麼多東西
[00:06:32.480 --> 00:06:34.440]  其實都想講一件事實給大家知道
[00:06:34.440 --> 00:06:36.540]  講這麼多其實講各自的事實
[00:06:36.540 --> 00:06:40.540]  不要隨便被一些好的環境誤導了你自己
[00:06:40.540 --> 00:06:43.120]  以為什麼都很順境
[00:06:43.120 --> 00:06:47.060]  就是不要自己被這個環境所誤導
[00:06:47.060 --> 00:06:48.920]  以為一切都很順境
[00:06:48.920 --> 00:06:50.860]  於是就掉以輕心
[00:06:50.860 --> 00:06:52.220]  於是掉以輕心
[00:06:52.220 --> 00:06:53.800]  一掉以輕心的話
[00:06:53.800 --> 00:06:55.000]  一旦掉以輕心
[00:06:55.000 --> 00:06:56.160]  一個不覺意
[00:06:56.160 --> 00:06:59.800]  一個不留意
[00:06:59.800 --> 00:07:01.700]  碰著這樣的情況
[00:07:01.700 --> 00:07:04.440]  無論失魂與好或者打風落雨好
[00:07:04.440 --> 00:07:07.880]  就是無論是咒語還是大風雨好
[00:07:07.880 --> 00:07:10.480]  廣東人就會說中了招了
[00:07:10.480 --> 00:07:13.220]  那就是已經中招了
[00:07:13.220 --> 00:07:14.920]  今天我們看這段經文
[00:07:14.920 --> 00:07:16.220]  今天我們看這段經文
[00:07:16.220 --> 00:07:21.480]  我們就看到一幫沒有智慧的不信的人
[00:07:21.480 --> 00:07:25.320]  就看到一群沒有智慧的人
[00:07:25.320 --> 00:07:26.860]  這幫人也是大眾
[00:07:26.860 --> 00:07:28.520]  經過民主選舉的
[00:07:28.520 --> 00:07:31.040]  這也是一群大眾經過民主選舉
[00:07:31.040 --> 00:07:32.500]  他們相信民主
[00:07:32.500 --> 00:07:33.500]  他們相信民主
[00:07:33.500 --> 00:07:34.800]  於是怎麼樣呢?
[00:07:34.800 --> 00:07:35.860]  他們怎麼樣?
[00:07:35.860 --> 00:07:38.600]  他們一起做了一件很傻的事
[00:07:38.600 --> 00:07:41.040]  他們自己做了一件很愚蠢的事
[00:07:41.040 --> 00:07:46.880]  就是自己掉進一個自己都猜不到的陷阱裡面
[00:07:46.880 --> 00:07:51.080]  就是自己都掉進了一個自己想像不到的陷阱裡面
[00:07:51.080 --> 00:07:53.480]  這個就是《使徒行傳》第二十七章
[00:07:53.480 --> 00:07:55.620]  這就是《使徒行傳》第二十七章
[00:07:55.620 --> 00:07:57.560]  由第十四節至二十節
[00:07:57.560 --> 00:07:59.260]  十四到二十節
[00:07:59.260 --> 00:08:01.860]  我們先跳回看前一節
[00:08:01.860 --> 00:08:03.220]  我們先看前一節
[00:08:03.220 --> 00:08:05.860]  《使徒行傳》第二十七章第十三節
[00:08:05.860 --> 00:08:08.200]  我們先看二十七章十三節
[00:08:08.200 --> 00:08:10.100]  我們先看一下發生了些什麼事
[00:08:10.100 --> 00:08:12.100]  我們看一下發生了什麼事
[00:08:12.100 --> 00:08:13.340]  聖經這樣說
[00:08:13.340 --> 00:08:14.180]  聖經這麼說
[00:08:14.180 --> 00:08:17.740]  「這時微微起了南風
[00:08:17.740 --> 00:08:22.180]  他們以為得意就起了矛
[00:08:22.180 --> 00:08:26.020]  然後貼近克里特行去」
[00:08:26.020 --> 00:08:27.620]  十三節是這麼講
[00:08:27.620 --> 00:08:29.720]  「這時微微起了南風
[00:08:29.720 --> 00:08:32.760]  他們以為得意就起了矛
[00:08:32.760 --> 00:08:35.220]  貼近克里特行去」
[00:08:35.220 --> 00:08:36.160]  英文講
[00:08:36.160 --> 00:08:40.260]  「When a moderate south wind began to blow
[00:08:40.260 --> 00:08:44.540]  they thought they could achieve their purpose
[00:08:44.540 --> 00:08:47.040]  so they weighed anchor
[00:08:47.040 --> 00:08:51.400]  and began to sail past crater
[00:08:51.400 --> 00:08:53.580]  close to the shore」
[00:08:53.580 --> 00:08:56.340]  這句聖經很可圈可點
[00:08:56.340 --> 00:09:00.720]  這節聖經是可圈可點
[00:09:00.720 --> 00:09:04.320]  上一堂我沒有太多時間解釋這句話
[00:09:04.320 --> 00:09:08.520]  上一堂我沒有花很多時間解釋這句話
[00:09:08.520 --> 00:09:09.920]  但是我已經講過了
[00:09:09.920 --> 00:09:11.860]  在這個入冬的時間
[00:09:11.860 --> 00:09:13.700]  整個北半球的地球
[00:09:13.700 --> 00:09:19.560]  通常都是開始有這個吹東北季候風的時間
[00:09:19.560 --> 00:09:21.400]  就是說我上一堂講過
[00:09:21.400 --> 00:09:23.980]  在冬季的時候
[00:09:23.980 --> 00:09:28.480]  白半球會吹東北季風的時候
[00:09:28.480 --> 00:09:31.640]  如果大家知道在地中海的環境
[00:09:31.640 --> 00:09:33.920]  如果大家了解地中海的環境
[00:09:33.920 --> 00:09:35.680]  冬天的時間
[00:09:35.680 --> 00:09:36.960]  冬天的時間
[00:09:36.960 --> 00:09:40.060]  是又冷又濕的
[00:09:40.060 --> 00:09:42.420]  是又冷又濕
[00:09:42.420 --> 00:09:45.400]  所以有一種天氣叫做地中海氣候
[00:09:45.400 --> 00:09:47.360]  大家知不知道什麼叫地中海氣候
[00:09:47.360 --> 00:09:49.560]  大家知不知道什麼叫地中海氣候
[00:09:49.560 --> 00:09:53.100]  英文叫Mediterranean Climate
[00:09:53.100 --> 00:09:55.540]  這種氣候很特別
[00:09:55.540 --> 00:09:57.000]  這個氣候非常特別
[00:09:57.000 --> 00:10:00.680]  是一反整個自然物理的現象
[00:10:00.680 --> 00:10:03.380]  就是一反自然現象
[00:10:03.380 --> 00:10:05.180]  自然物理的現象是
[00:10:05.180 --> 00:10:06.780]  自然物理的現象是
[00:10:06.780 --> 00:10:08.580]  越熱就會越濕
[00:10:08.580 --> 00:10:11.380]  通常是越熱才會濕
[00:10:11.380 --> 00:10:13.160]  越冷就會越乾
[00:10:13.160 --> 00:10:15.620]  越冷就會越乾
[00:10:15.620 --> 00:10:18.900]  我們在加拿大應該很體會到其中一方面的
[00:10:18.900 --> 00:10:21.400]  冬天應該整個爆炸的
[00:10:21.400 --> 00:10:24.400]  就是說如果是加拿大地球的體積很明顯
[00:10:24.400 --> 00:10:26.840]  越到冬天就會越乾燥
[00:10:26.840 --> 00:10:29.580]  因為東北季候風吹來
[00:10:29.580 --> 00:10:31.100]  東北季候風吹來
[00:10:31.100 --> 00:10:33.940]  應該是又乾又凍的
[00:10:33.940 --> 00:10:36.380]  應該是又乾又冷
[00:10:36.380 --> 00:10:39.340]  但地中海天氣就剛剛相反
[00:10:39.340 --> 00:10:42.220]  因為地中海天氣正好相反
[00:10:42.220 --> 00:10:44.460]  越冷它就越濕
[00:10:44.460 --> 00:10:46.580]  它越冷就越濕
[00:10:46.580 --> 00:10:49.820]  越熱就會越乾
[00:10:49.820 --> 00:10:52.120]  熱熱的就越乾
[00:10:52.120 --> 00:10:53.960]  順帶插句口
[00:10:53.960 --> 00:10:57.100]  你會不會留意到我們多倫多的天氣現在開始這麼變
[00:10:57.100 --> 00:10:59.140]  就是誰插一句
[00:10:59.140 --> 00:11:01.800]  你有沒有看到多倫多的天氣都這麼變
[00:11:01.800 --> 00:11:03.100]  夏天又乾
[00:11:03.100 --> 00:11:03.940]  夏天乾
[00:11:03.940 --> 00:11:05.540]  冬天又開始越來越濕
[00:11:05.540 --> 00:11:06.980]  冬天開始越來越濕
[00:11:06.980 --> 00:11:07.640]  有沒有留意到
[00:11:07.640 --> 00:11:08.780]  這些是氣候變化
[00:11:08.780 --> 00:11:10.440]  不過我不詳細再講了
[00:11:10.440 --> 00:11:12.320]  這些氣候變化我不詳細再講
[00:11:12.320 --> 00:11:13.720]  不過這段聖經講
[00:11:13.720 --> 00:11:14.720]  這個聖經講
[00:11:14.720 --> 00:11:16.680]  在這樣的大環境氣候的時候
[00:11:16.680 --> 00:11:18.220]  在這樣的大環境氣候當中
[00:11:18.220 --> 00:11:19.760]  它突然間發現到
[00:11:19.760 --> 00:11:24.360]  當他們去到這個斐理基的時候
[00:11:24.360 --> 00:11:26.320]  當他們到斐理基的時候
[00:11:26.320 --> 00:11:30.200]  他們發現到吹微微的南風
[00:11:30.200 --> 00:11:32.740]  他們發現微微的南風
[00:11:32.740 --> 00:11:35.700]  這班人以為得米了這次
[00:11:35.700 --> 00:11:38.580]  所以等於找到好機會了
[00:11:38.580 --> 00:11:42.280]  這次天意都幫助我們了
[00:11:42.280 --> 00:11:43.980]  天意幫助我們
[00:11:43.980 --> 00:11:45.980]  吹起微微的南風
[00:11:45.980 --> 00:11:47.180]  吹起微微的南風
[00:11:47.180 --> 00:11:49.380]  正常吹冷冽的東北風
[00:11:49.380 --> 00:11:51.480]  本來吹起冷冽的東北風
[00:11:51.480 --> 00:11:52.980]  現在吹起南風
[00:11:52.980 --> 00:11:54.020]  現在吹的是南風
[00:11:54.020 --> 00:11:55.020]  據我來說
[00:11:55.020 --> 00:11:57.220]  南邊的空氣
[00:11:57.220 --> 00:11:59.120]  暖的空氣應該吹上來的
[00:11:59.120 --> 00:12:01.700]  就是南邊冷空氣吹上來
[00:12:01.700 --> 00:12:03.300]  不過讓我多講一點給大家知道
[00:12:03.300 --> 00:12:05.260]  地中海的天氣在這個時間
[00:12:05.260 --> 00:12:11.340]  可以平均低到攝氏四度左右的溫度
[00:12:11.340 --> 00:12:13.840]  就是說在地中海的這個時候
[00:12:13.840 --> 00:12:16.280]  它的平均氣溫應該在四度以下
[00:12:16.280 --> 00:12:18.280]  因為正值冬季的時間
[00:12:18.280 --> 00:12:22.880]  如果從南邊吹起南風的話
[00:12:22.880 --> 00:12:24.460]  如果有南風吹過來的時候
[00:12:24.460 --> 00:12:27.620]  就會將南邊的空氣帶上來
[00:12:27.620 --> 00:12:28.920]  就調和了空氣
[00:12:28.920 --> 00:12:32.620]  這班船以為天助我也了
[00:12:32.620 --> 00:12:34.700]  就是說如果是有南風吹過來
[00:12:34.700 --> 00:12:36.260]  氣溫就會升高
[00:12:36.260 --> 00:12:38.140]  因為是天助我也
[00:12:38.140 --> 00:12:39.660]  所以聖經裡有講
[00:12:39.660 --> 00:12:42.140]  他們以為得意
[00:12:42.140 --> 00:12:43.800]  他們以為得意
[00:12:43.800 --> 00:12:45.600]  以為得意這個聖經
[00:12:45.600 --> 00:12:47.600]  原本的翻譯可以怎麼翻譯呢
[00:12:47.600 --> 00:12:48.740]  就是以為得意這句話
[00:12:48.740 --> 00:12:50.240]  原本應該怎麼翻譯呢
[00:12:50.240 --> 00:12:52.140]  就說這一次呢
[00:12:52.140 --> 00:12:55.720]  真是可以說天助我也了
[00:12:55.720 --> 00:12:57.520]  可以說是天助我也
[00:12:57.520 --> 00:12:58.780]  甚至可以這樣講
[00:12:58.780 --> 00:13:01.860]  另一個原文的聖經翻譯回這句話呢
[00:13:01.860 --> 00:13:04.060]  就是有一句原文的聖經翻譯怎麼翻譯呢
[00:13:04.060 --> 00:13:07.400]  就說所有現在我們去想的
[00:13:07.400 --> 00:13:10.240]  都是順著我們心意去做的事
[00:13:10.240 --> 00:13:12.100]  所有我們現在想的
[00:13:12.100 --> 00:13:13.960]  都是順著我們的心意來想
[00:13:13.960 --> 00:13:17.700]  等一會讓我在這裏先做一個小小的簡介
[00:13:17.700 --> 00:13:20.000]  讓我再做一個小小的介紹
[00:13:20.000 --> 00:13:21.240]  聖經有一個原則
[00:13:21.240 --> 00:13:22.040]  聖經有一個原則
[00:13:22.040 --> 00:13:24.340]  當樣樣東西都很順你的意思的時候呢
[00:13:24.340 --> 00:13:26.620]  當什麼東西都很順利的時候呢
[00:13:26.620 --> 00:13:27.780]  聖經教的是什麼呀
[00:13:27.780 --> 00:13:28.480]  聖經教的是什麼呀
[00:13:28.480 --> 00:13:29.580]  在新教聖經講
[00:13:29.580 --> 00:13:32.380]  我們要留心去做
[00:13:32.380 --> 00:13:34.380]  我們要留心去做
[00:13:34.380 --> 00:13:36.220]  所以聖經有句這樣的說話
[00:13:36.220 --> 00:13:37.260]  聖經有這麼一句話
[00:13:37.260 --> 00:13:40.000]  當眾人說你是好的時候呢
[00:13:40.000 --> 00:13:42.160]  當眾人都說你是好的時候
[00:13:42.160 --> 00:13:44.400]  你就要留心去做
[00:13:44.400 --> 00:13:45.900]  你就要留心去做
[00:13:45.900 --> 00:13:46.660]  因為為什麼呢
[00:13:46.660 --> 00:13:47.700]  這些東西代表
[00:13:47.700 --> 00:13:49.040]  當然有些東西在後面
[00:13:49.040 --> 00:13:50.440]  是不是你留睇了
[00:13:50.440 --> 00:13:53.740]  或者在做的東西只是大眾看到喜歡的東西
[00:13:53.740 --> 00:13:57.340]  但是有些東西未必是我們看得這麼全面的呢
[00:13:57.340 --> 00:14:00.140]  就是是不是有些事情我們沒有看得那麼全面呢
[00:14:00.140 --> 00:14:03.240]  但是當這個環境使得你自己很開心呢
[00:14:03.240 --> 00:14:04.980]  當這個環境使得你很開心的時候
[00:14:04.980 --> 00:14:06.280]  很順意的時候
[00:14:06.280 --> 00:14:07.180]  很順意的時候
[00:14:07.180 --> 00:14:08.620]  很得意的時候
[00:14:08.620 --> 00:14:09.420]  很得意的時候
[00:14:09.420 --> 00:14:12.160]  然後唉 每樣都合我心意的時候
[00:14:12.160 --> 00:14:13.860]  然後每樣都合我心意的時候
[00:14:13.860 --> 00:14:18.200]  其實正是有一個危機伏在你的身邊
[00:14:18.200 --> 00:14:20.260]  準備隨時吞噬你
[00:14:20.260 --> 00:14:23.640]  就是說可能有一個危機已經在你身邊
[00:14:23.640 --> 00:14:26.040]  而隨時都可以吞滅你
[00:14:26.040 --> 00:14:27.540]  這個就是英語所說的
[00:14:27.540 --> 00:14:29.940]  The loot before the storm
[00:14:29.940 --> 00:14:32.080]  暴風雨前夕的平靜
[00:14:32.080 --> 00:14:34.780]  就是說暴風雨前夕的平靜
[00:14:34.780 --> 00:14:37.520]  問題是你有沒有居安思危的情況呢
[00:14:37.520 --> 00:14:39.620]  問題是你有沒有居安思危的情況呢
[00:14:39.620 --> 00:14:40.860]  他們的說法是怎麼樣呢
[00:14:40.860 --> 00:14:41.920]  馬上起鬧啊
[00:14:41.920 --> 00:14:43.260]  他們機軌齊毛
[00:14:43.260 --> 00:14:44.720]  大家有選舉過
[00:14:44.720 --> 00:14:47.420]  大部分人都說要去起行
[00:14:47.420 --> 00:14:49.120]  就大部分人都希望去起行
[00:14:49.120 --> 00:14:50.060]  沒辦法啦
[00:14:50.060 --> 00:14:52.060]  保羅既然是一個囚犯
[00:14:52.060 --> 00:14:55.560]  或者一個被壓榨的人士
[00:14:55.560 --> 00:14:57.440]  沒辦法不跟他們一起走
[00:14:57.440 --> 00:14:58.900]  保羅是一個囚犯
[00:14:58.900 --> 00:15:00.740]  或者說被解壓的人士
[00:15:00.740 --> 00:15:02.900]  他沒有辦法不跟他們一起行
[00:15:02.900 --> 00:15:04.680]  罷工長說要起鬧
[00:15:04.680 --> 00:15:06.080]  那麼個個就起鬧
[00:15:06.080 --> 00:15:07.540]  罷工長說要起行
[00:15:07.540 --> 00:15:08.620]  就必須起行
[00:15:08.620 --> 00:15:09.880]  他們都很謹慎
[00:15:09.880 --> 00:15:13.420]  他們貼近克里特這樣去走
[00:15:13.420 --> 00:15:16.460]  就貼近克里特行
[00:15:16.460 --> 00:15:18.020]  走了沒多遠
[00:15:18.020 --> 00:15:19.460]  行動沒多遠
[00:15:19.460 --> 00:15:21.620]  沒多久
[00:15:21.620 --> 00:15:24.400]  暴風立刻出現
[00:15:24.400 --> 00:15:26.500]  狂風馬上出現
[00:15:26.500 --> 00:15:27.360]  聖經說
[00:15:27.360 --> 00:15:30.040]  狂風從島上撲下來
[00:15:30.040 --> 00:15:32.000]  狂風從島上撲下來
[00:15:32.000 --> 00:15:33.700]  而且這個風有名的
[00:15:33.700 --> 00:15:37.000]  這個風有名的 叫做「有拉格羅」
[00:15:37.000 --> 00:15:39.840]  叫「有拉格羅」
[00:15:39.840 --> 00:15:41.480]  益益圓滿
[00:15:41.480 --> 00:15:43.720]  其實直接由希臘文翻譯的這個字
[00:15:43.720 --> 00:15:45.680]  「Uraclio」
[00:15:45.680 --> 00:15:48.880]  是一個有名的風
[00:15:48.880 --> 00:15:50.320]  這是有名的風
[00:15:50.320 --> 00:15:51.260]  大兄姐妹
[00:15:51.260 --> 00:15:53.060]  這是什麼?
[00:15:53.060 --> 00:15:55.620]  不是每個風都有名的
[00:15:55.620 --> 00:15:57.200]  不是每個風都有名的
[00:15:57.200 --> 00:16:00.060]  不過有得給它一個名呢?
[00:16:00.060 --> 00:16:01.900]  如果給這個風起個名呢?
[00:16:01.900 --> 00:16:04.600]  這個風是常規出現的
[00:16:04.600 --> 00:16:06.300]  這個風是常規出現的
[00:16:06.300 --> 00:16:08.540]  就好像近這幾十年
[00:16:08.540 --> 00:16:09.480]  就這幾十年
[00:16:09.480 --> 00:16:13.180]  大家有沒有聽過有兩種氣候?
[00:16:13.180 --> 00:16:14.480]  就兩種氣候
[00:16:14.480 --> 00:16:17.680]  一種叫做「阿爾尼諾現象」
[00:16:17.680 --> 00:16:24.080]  「阿爾尼諾現象」
[00:16:24.080 --> 00:16:29.360]  有個叫做「Aleno」
[00:16:29.360 --> 00:16:30.420]  有兩個名字
[00:16:30.420 --> 00:16:31.960]  就有兩個名字
