
[00:00:00.000 --> 00:00:04.000]  我們現在其實是面臨中秋節的時候
[00:02:04.000 --> 00:02:06.000]  就像一場夢
[00:02:06.000 --> 00:02:08.000]  世上一場大夢
[00:02:08.000 --> 00:02:10.000]  人生幾度秋涼
[00:02:10.000 --> 00:02:12.000]  難暖那海鷗
[00:02:12.000 --> 00:02:14.000]  回頭多少個秋
[00:02:14.000 --> 00:02:16.000]  這句不是蘇東坡的
[00:02:16.000 --> 00:02:18.000]  這是陳百強《一生何求》的一首歌
[00:02:18.000 --> 00:02:20.000]  老一輩大概還記得
[00:02:20.000 --> 00:02:22.000]  陳百強非常英俊的一個個性
[00:02:22.000 --> 00:02:24.000]  當時很快會上到天王級
[00:02:24.000 --> 00:02:26.000]  但很可惜
[00:02:26.000 --> 00:02:28.000]  因為壓力大
[00:02:28.000 --> 00:02:30.000]  要吃藥
[00:02:30.000 --> 00:02:32.000]  吃藥時同時飲酒
[00:02:32.000 --> 00:02:34.000]  用酒送藥
[00:02:34.000 --> 00:02:36.000]  忽然間死了
[00:02:36.000 --> 00:02:38.000]  很多他的粉絲
[00:02:38.000 --> 00:02:40.000]  都懷念他
[00:02:40.000 --> 00:02:42.000]  粉絲現在都到中年
[00:02:42.000 --> 00:02:44.000]  或老年
[00:02:44.000 --> 00:02:46.000]  好像
[00:02:46.000 --> 00:02:48.000]  年輕時
[00:02:48.000 --> 00:02:50.000]  好像度過很多秋天
[00:02:50.000 --> 00:02:52.000]  當風吹過落葉
[00:02:52.000 --> 00:02:54.000]  看看自己
[00:02:54.000 --> 00:02:56.000]  年歲開始老
[00:02:56.000 --> 00:02:58.000]  人生難道就這樣度過
[00:02:58.000 --> 00:03:00.000]  是毫無意義嗎
[00:03:00.000 --> 00:03:02.000]  人生意義在哪裏呢
[00:03:02.000 --> 00:03:04.000]  因此他問一些問題
[00:03:04.000 --> 00:03:06.000]  另外他在中秋節
[00:03:06.000 --> 00:03:08.000]  又是另一首詞
[00:03:08.000 --> 00:03:10.000]  早一點的
[00:03:10.000 --> 00:03:12.000]  他寫《水調歌頭》
[00:03:12.000 --> 00:03:14.000]  他問一些問題
[00:03:14.000 --> 00:03:16.000]  明月幾時有
[00:03:16.000 --> 00:03:18.000]  問青天
[00:03:18.000 --> 00:03:20.000]  不知天上公爵今夕是何年
[00:03:20.000 --> 00:03:22.000]  起飲酒望過天
[00:03:22.000 --> 00:03:24.000]  發覺有時雲遮咗月光
[00:03:24.000 --> 00:03:26.000]  所以他拎一杯酒問天
[00:03:26.000 --> 00:03:28.000]  幾時比月光我睇下
[00:03:28.000 --> 00:03:30.000]  老友
[00:03:30.000 --> 00:03:32.000]  但他問的問題其實
[00:03:32.000 --> 00:03:34.000]  不只是幾時雲去咗
[00:03:34.000 --> 00:03:36.000]  讓月光出返來
[00:03:36.000 --> 00:03:38.000]  其實更深一個問題
[00:03:38.000 --> 00:03:40.000]  為何世間會有月光呢
[00:03:40.000 --> 00:03:42.000]  幾時開始有
[00:03:42.000 --> 00:03:44.000]  明月呢個世界
[00:03:44.000 --> 00:03:46.000]  幾時開始有星宿
[00:03:46.000 --> 00:03:48.000]  幾時開始有山河大地
[00:03:48.000 --> 00:03:50.000]  幾時開始有人生
[00:03:50.000 --> 00:03:52.000]  宇宙為何會有
[00:03:52.000 --> 00:03:54.000]  而不是沒有
[00:03:54.000 --> 00:03:56.000]  這是一個很深的問題
[00:03:56.000 --> 00:03:58.000]  希臘哲學早就問
[00:03:58.000 --> 00:04:00.000]  宇宙為何不是沒有東西
[00:04:00.000 --> 00:04:02.000]  如果沒有東西
[00:04:02.000 --> 00:04:04.000]  大家就甚麼都沒有
[00:04:04.000 --> 00:04:06.000]  宇宙有在這裏
[00:04:06.000 --> 00:04:08.000]  我已經在這裏
[00:04:08.000 --> 00:04:10.000]  為何有東西有我在這裏
[00:04:10.000 --> 00:04:12.000]  把酒問青天
[00:04:12.000 --> 00:04:14.000]  真理是甚麼
[00:04:14.000 --> 00:04:16.000]  天上有時間
[00:04:16.000 --> 00:04:18.000]  假如天上有個廣航宮
[00:04:18.000 --> 00:04:20.000]  天上宮
[00:04:20.000 --> 00:04:22.000]  你們的時間
[00:04:22.000 --> 00:04:24.000]  和我們地上的時間是否一樣
[00:04:24.000 --> 00:04:26.000]  宇宙是否有個永恆的世界
[00:04:26.000 --> 00:04:28.000]  相對我們現實
[00:04:28.000 --> 00:04:30.000]  有時間的世界
[00:04:30.000 --> 00:04:32.000]  這個問題真的很深刻
[00:04:32.000 --> 00:04:34.000]  科學家都想過
[00:04:34.000 --> 00:04:36.000]  這個問題
[00:04:36.000 --> 00:04:38.000]  有個名為Schroeder的MIT著名的科學家
[00:04:38.000 --> 00:04:40.000]  他就提到
[00:04:40.000 --> 00:04:42.000]  聖經創世紀
[00:04:42.000 --> 00:04:44.000]  一開始講到
[00:04:44.000 --> 00:04:46.000]  宇宙由沒有變成有
[00:04:46.000 --> 00:04:48.000]  似乎很符合當代科學的發現
[00:04:48.000 --> 00:04:50.000]  地空虛
[00:04:50.000 --> 00:04:52.000]  雲淪淵遍黑暗
[00:04:52.000 --> 00:04:54.000]  然後神說有光就有光
[00:04:54.000 --> 00:04:56.000]  宇宙就開始
[00:04:56.000 --> 00:04:58.000]  但聖經說宇宙只有六日
[00:04:58.000 --> 00:05:00.000]  但今日我們計算的宇宙年齡
[00:05:00.000 --> 00:05:02.000]  大約130億至150億年
[00:05:02.000 --> 00:05:04.000]  所以Schroeder計算
[00:05:04.000 --> 00:05:06.000]  其實如果用
[00:05:06.000 --> 00:05:08.000]  宇宙做座標來計算
[00:05:08.000 --> 00:05:10.000]  跟地球做座標是不同的
[00:05:10.000 --> 00:05:12.000]  那個就是天上的座標
[00:05:12.000 --> 00:05:14.000]  座標如果用宇宙
[00:05:14.000 --> 00:05:16.000]  可以很快
[00:05:16.000 --> 00:05:18.000]  根據愛因斯坦
[00:05:18.000 --> 00:05:20.000]  當時間快到光速
[00:05:20.000 --> 00:05:24.000]  時間就等於零
[00:05:24.000 --> 00:05:26.000]  光速很快的時候
[00:05:26.000 --> 00:05:28.000]  時間就等於零
[00:05:28.000 --> 00:05:30.000]  未到光速
[00:05:30.000 --> 00:05:32.000]  但差不多接近光速
[00:05:32.000 --> 00:05:34.000]  時間就很慢的發展
[00:05:34.000 --> 00:05:36.000]  所以他計算
[00:05:36.000 --> 00:05:38.000]  宇宙起源的時候的速度
[00:05:38.000 --> 00:05:40.000]  24小時
[00:05:40.000 --> 00:05:42.000]  等於地球多少年
[00:05:42.000 --> 00:05:44.000]  是80億年
[00:05:44.000 --> 00:05:46.000]  地球計算80億年
[00:05:46.000 --> 00:05:48.000]  那裏計算24小時一日
[00:05:48.000 --> 00:05:50.000]  然後到第二日
[00:05:50.000 --> 00:05:52.000]  第二個24小時就是40億年
[00:05:52.000 --> 00:05:54.000]  因為當時宇宙慢慢發展慢
[00:05:54.000 --> 00:05:56.000]  然後20億年
[00:05:56.000 --> 00:05:58.000]  計算10億年
[00:05:58.000 --> 00:06:00.000]  剛剛計算的數字
[00:06:00.000 --> 00:06:02.000]  就是150億年
[00:06:02.000 --> 00:06:04.000]  7500萬年
[00:06:04.000 --> 00:06:06.000]  跟今天算的宇宙
[00:06:06.000 --> 00:06:08.000]  年齡差不多
[00:06:08.000 --> 00:06:10.000]  奇怪
[00:06:10.000 --> 00:06:12.000]  聖經說的六日其實完全符合科學
[00:06:12.000 --> 00:06:14.000]  天上的時間和地上的時間
[00:06:14.000 --> 00:06:16.000]  不同計算
[00:06:16.000 --> 00:06:18.000]  這些都是很深的問題
[00:06:18.000 --> 00:06:20.000]  那天上究竟是永恆
[00:06:20.000 --> 00:06:22.000]  是怎樣的呢
[00:06:22.000 --> 00:06:24.000]  我又想起另外一個詩人
[00:06:24.000 --> 00:06:26.000]  是摩西
[00:06:26.000 --> 00:06:28.000]  沒有人想到摩西是詩人
[00:06:28.000 --> 00:06:30.000]  很多人想他留很多鬍子
[00:06:30.000 --> 00:06:32.000]  拿著拐杖
[00:06:32.000 --> 00:06:34.000]  他寫了幾十篇詩
[00:06:34.000 --> 00:06:38.000]  他寫了一首很有深度的詩
[00:06:38.000 --> 00:06:40.000]  都是宇宙人生的反省
[00:06:40.000 --> 00:06:42.000]  他開始說
[00:06:42.000 --> 00:06:44.000]  主啊你世世代代作我們居所
[00:06:44.000 --> 00:06:46.000]  諸三未曾身出地獄世界
[00:06:46.000 --> 00:06:48.000]  你未曾造成從僅古到永遠
[00:06:48.000 --> 00:06:50.000]  你是神
[00:06:50.000 --> 00:06:52.000]  你是世人歸回
[00:06:52.000 --> 00:06:54.000]  歸於塵土
[00:06:54.000 --> 00:06:56.000]  人問你何時歸回
[00:06:56.000 --> 00:06:58.000]  在你看來千年已過的昨日
[00:06:58.000 --> 00:07:00.000]  猶如夜間的一更
[00:07:00.000 --> 00:07:02.000]  天上的時間
[00:07:02.000 --> 00:07:04.000]  上帝看千年
[00:07:04.000 --> 00:07:06.000]  人地上的千年
[00:07:06.000 --> 00:07:08.000]  天上可能是夜間的一更
[00:07:08.000 --> 00:07:10.000]  打更
[00:07:10.000 --> 00:07:12.000]  一千年地上
[00:07:12.000 --> 00:07:14.000]  這裏提到
[00:07:14.000 --> 00:07:16.000]  宇宙的真理
[00:07:16.000 --> 00:07:18.000]  主啊天父
[00:07:18.000 --> 00:07:20.000]  你是世世代代
[00:07:20.000 --> 00:07:22.000]  我們住在你裏面
[00:07:22.000 --> 00:07:24.000]  當這個三未出來
[00:07:24.000 --> 00:07:26.000]  地獄世界你未造成
[00:07:26.000 --> 00:07:28.000]  其實你永遠
[00:07:28.000 --> 00:07:30.000]  永恆地在那裏
[00:07:30.000 --> 00:07:32.000]  你就是上帝
[00:07:32.000 --> 00:07:34.000]  你使世人歸於塵土
[00:07:34.000 --> 00:07:36.000]  塵土的原文就是被壓碎的意思
[00:07:36.000 --> 00:07:38.000]  其實人死的時候
[00:07:38.000 --> 00:07:40.000]  就歸回塵土
[00:07:40.000 --> 00:07:42.000]  人由塵土那裏來又回到塵土
[00:07:42.000 --> 00:07:44.000]  被壓碎就是
[00:07:44.000 --> 00:07:46.000]  我們帶著很多生命的苦楚
[00:07:46.000 --> 00:07:48.000]  有時我們的人生
[00:07:48.000 --> 00:07:50.000]  就是被壓碎的人生
[00:07:50.000 --> 00:07:52.000]  因很多事情
[00:07:52.000 --> 00:07:54.000]  讓自己受很多痛苦
[00:07:54.000 --> 00:07:56.000]  或者世上的衝突
[00:07:56.000 --> 00:07:58.000]  他人的攻擊
[00:07:58.000 --> 00:08:00.000]  或者親人之間的衝突
[00:08:00.000 --> 00:08:02.000]  有時真是
[00:08:02.000 --> 00:08:04.000]  一種壓碎的生命
[00:08:04.000 --> 00:08:06.000]  我們帶著壓碎生命
[00:08:06.000 --> 00:08:08.000]  而終於會在人間
[00:08:08.000 --> 00:08:10.000]  終歸會死
[00:08:10.000 --> 00:08:12.000]  我們或生或死
[00:08:12.000 --> 00:08:14.000]  或痛苦或快樂
[00:08:14.000 --> 00:08:16.000]  或憂愁
[00:08:16.000 --> 00:08:18.000]  始終都是會死
[00:08:18.000 --> 00:08:20.000]  但永恆的上帝等待你
[00:08:20.000 --> 00:08:22.000]  你歸回了
[00:08:22.000 --> 00:08:24.000]  你回來回到永恆
[00:08:24.000 --> 00:08:26.000]  原來這是一個呼召
[00:08:26.000 --> 00:08:28.000]  你回到永恆那裏
[00:08:28.000 --> 00:08:30.000]  那裏是不同的
[00:08:30.000 --> 00:08:32.000]  那裏有完全的喜樂和親情
[00:08:32.000 --> 00:08:34.000]  摩西跟著
[00:08:34.000 --> 00:08:36.000]  首詩說
[00:08:36.000 --> 00:08:38.000]  我們經過日子在你震怒之下
[00:08:38.000 --> 00:08:40.000]  道盡的年歲好像一聲嘆息
[00:08:40.000 --> 00:08:42.000]  在你震怒之下
[00:08:42.000 --> 00:08:44.000]  意思就是說
[00:08:44.000 --> 00:08:46.000]  上帝有很多恩典
[00:08:46.000 --> 00:08:48.000]  但問題是我很多罪
[00:08:48.000 --> 00:08:50.000]  我又衰
[00:08:50.000 --> 00:08:52.000]  所以我面對你
[00:08:52.000 --> 00:08:54.000]  其實你也很生我的氣
[00:08:54.000 --> 00:08:56.000]  我又自私
[00:08:56.000 --> 00:08:58.000]  有時貪婪有時驕傲
[00:08:58.000 --> 00:09:00.000]  有時很多情慾
[00:09:00.000 --> 00:09:02.000]  我們不是做事完全正直
[00:09:02.000 --> 00:09:04.000]  所以道盡的歲月
[00:09:04.000 --> 00:09:06.000]  好像一聲嘆息
[00:09:06.000 --> 00:09:08.000]  道了這麼多日子
[00:09:08.000 --> 00:09:10.000]  想起來
[00:09:10.000 --> 00:09:12.000]  自己有時偉大有時醜惡
[00:09:12.000 --> 00:09:14.000]  以我們的年歲
[00:09:14.000 --> 00:09:16.000]  一生年日
[00:09:16.000 --> 00:09:18.000]  七十歲強壯到八十歲
[00:09:18.000 --> 00:09:20.000]  但可以驚誇的
[00:09:20.000 --> 00:09:22.000]  在勞苦愁煩轉眼成空
[00:09:22.000 --> 00:09:24.000]  變如飛而去
[00:09:24.000 --> 00:09:26.000]  轉眼成空
[00:09:26.000 --> 00:09:28.000]  空的意思就是說
[00:09:28.000 --> 00:09:30.000]  在變幻無常中沒有一事永恆的
[00:09:30.000 --> 00:09:32.000]  我們經過的歲月
[00:09:32.000 --> 00:09:34.000]  勞苦愁煩我們得到的東西
[00:09:34.000 --> 00:09:36.000]  都是終歸不是我們所擁有
[00:09:36.000 --> 00:09:38.000]  變如飛而去
[00:09:38.000 --> 00:09:40.000]  我們就會失去生命
[00:09:40.000 --> 00:09:42.000]  所以在一個真正的
[00:09:42.000 --> 00:09:44.000]  虛空的體會裏
[00:09:44.000 --> 00:09:46.000]  變幻無常中
[00:09:46.000 --> 00:09:48.000]  世事沒有不變的實體
[00:09:48.000 --> 00:09:50.000]  這種的體會中
[00:09:50.000 --> 00:09:52.000]  祂說
[00:09:52.000 --> 00:09:54.000]  求祢使我得到祢的慈愛
[00:09:54.000 --> 00:09:56.000]  好叫我一生一世
[00:09:56.000 --> 00:09:58.000]  歡呼喜樂
[00:09:58.000 --> 00:10:00.000]  得到祢的慈愛
[00:10:00.000 --> 00:10:02.000]  上帝其實我充實
[00:10:02.000 --> 00:10:04.000]  就是靠祢的慈愛
[00:10:04.000 --> 00:10:06.000]  讓我一生可以跳起來
[00:10:06.000 --> 00:10:08.000]  歡呼喜樂
[00:10:08.000 --> 00:10:10.000]  求祢照著我們受苦的日子
[00:10:10.000 --> 00:10:12.000]  和我們遭難歲月叫我們喜樂
[00:10:12.000 --> 00:10:14.000]  人間很多痛苦的時刻
[00:10:14.000 --> 00:10:16.000]  或者遭遇困難
[00:10:16.000 --> 00:10:18.000]  這個時代有患難
[00:10:18.000 --> 00:10:20.000]  但是求祢
[00:10:20.000 --> 00:10:22.000]  讓我喜樂
[00:10:22.000 --> 00:10:24.000]  喜樂的意思就是
[00:10:24.000 --> 00:10:26.000]  基督教說到底始終都是喜樂
[00:10:26.000 --> 00:10:28.000]  說到底前面怎樣慘
[00:10:28.000 --> 00:10:30.000]  終歸在上帝那裏喜樂
[00:10:30.000 --> 00:10:32.000]  所以
[00:10:32.000 --> 00:10:34.000]  一個著名的詩人
[00:10:34.000 --> 00:10:36.000]  他描寫天堂
[00:10:36.000 --> 00:10:38.000]  描寫煉獄描寫地獄
[00:10:38.000 --> 00:10:40.000]  這首詩很長
[00:10:40.000 --> 00:10:42.000]  詩的名字叫
[00:10:42.000 --> 00:10:44.000]  Divine Comedy
[00:10:44.000 --> 00:10:46.000]  終歸是喜樂
[00:10:46.000 --> 00:10:48.000]  因為經過地獄的困苦
[00:10:48.000 --> 00:10:50.000]  煉獄的磨練
[00:10:50.000 --> 00:10:52.000]  最後去到天堂見到上帝
[00:10:52.000 --> 00:10:54.000]  推動宇宙萬物的愛
[00:10:54.000 --> 00:10:56.000]  原來
[00:10:56.000 --> 00:10:58.000]  終歸都是喜劇
[00:10:58.000 --> 00:11:00.000]  著名的哲學家
[00:11:00.000 --> 00:11:02.000]  他說
[00:11:02.000 --> 00:11:04.000]  其實基督教沒有什麼悲劇
[00:11:04.000 --> 00:11:06.000]  基督教的悲劇是一個過渡
[00:11:06.000 --> 00:11:08.000]  而終歸是喜劇
[00:11:08.000 --> 00:11:10.000]  終歸是喜樂
[00:11:10.000 --> 00:11:12.000]  喜樂的根源是什麼
[00:11:12.000 --> 00:11:14.000]  詩人說
[00:11:14.000 --> 00:11:16.000]  我將耶和華擺在我的面前
[00:11:16.000 --> 00:11:18.000]  因為它在我的右邊
[00:11:18.000 --> 00:11:20.000]  它永遠不會搖動
[00:11:20.000 --> 00:11:22.000]  上帝
[00:11:22.000 --> 00:11:24.000]  這個宇宙的最高主宰
[00:11:24.000 --> 00:11:26.000]  在我面前
[00:11:26.000 --> 00:11:28.000]  在我旁邊
[00:11:28.000 --> 00:11:30.000]  所以我的生命很穩定
[00:11:30.000 --> 00:11:32.000]  然後說這句很美麗的話
[00:11:32.000 --> 00:11:34.000]  我的心歡喜
[00:11:34.000 --> 00:11:36.000]  我的靈快樂
[00:11:36.000 --> 00:11:38.000]  靈字是指你的舌頭
[00:11:38.000 --> 00:11:40.000]  你說的話很開心
[00:11:40.000 --> 00:11:42.000]  有些人的名字叫Joyce
[00:11:42.000 --> 00:11:44.000]  如果你真的很喜樂
[00:11:44.000 --> 00:11:46.000]  就是full of joy
[00:11:46.000 --> 00:11:48.000]  但是人叫Joyce
[00:11:48.000 --> 00:11:50.000]  未必joyful
[00:11:50.000 --> 00:11:52.000]  未必很快樂
[00:11:52.000 --> 00:11:54.000]  你找到上帝在你旁邊
[00:11:54.000 --> 00:11:56.000]  我的心歡喜
[00:11:56.000 --> 00:11:58.000]  我的靈快樂
[00:11:58.000 --> 00:12:00.000]  我的肉身都要在你那裡安然居住
[00:12:00.000 --> 00:12:02.000]  我必將生命的道路
[00:12:02.000 --> 00:12:04.000]  你必將生命的道路指示我
[00:12:04.000 --> 00:12:06.000]  人生的道路怎麼走我不知道
[00:12:06.000 --> 00:12:08.000]  但是求你教我怎麼走
[00:12:08.000 --> 00:12:10.000]  在你面前
[00:12:10.000 --> 00:12:12.000]  我真的沒有喜樂
[00:12:12.000 --> 00:12:14.000]  在你的右手
[00:12:14.000 --> 00:12:16.000]  是有永遠的福樂
[00:12:16.000 --> 00:12:18.000]  原來這裡說到喜樂是什麼
[00:12:18.000 --> 00:12:20.000]  在上帝面前你就有喜樂
[00:12:20.000 --> 00:12:22.000]  那我們今天怎麼在上帝面前
[00:12:22.000 --> 00:12:24.000]  上帝那麼高那麼大那麼遠
[00:12:24.000 --> 00:12:26.000]  原來
[00:12:26.000 --> 00:12:28.000]  新有聖經說到
[00:12:28.000 --> 00:12:30.000]  當聖靈來到我們那裡
[00:12:30.000 --> 00:12:32.000]  那些門徒
[00:12:32.000 --> 00:12:34.000]  一經歷聖靈來
[00:12:34.000 --> 00:12:36.000]  聖靈降臨的時候
[00:12:36.000 --> 00:12:38.000]  哇 他們很喜樂
[00:12:38.000 --> 00:12:40.000]  而彼得當時就引述詩篇
[00:12:40.000 --> 00:12:42.000]  這段經文
[00:12:42.000 --> 00:12:44.000]  我心歡喜 我靈快樂
[00:12:44.000 --> 00:12:46.000]  喜樂是來自
[00:12:46.000 --> 00:12:48.000]  上帝在我們面前
[00:12:48.000 --> 00:12:50.000]  祂的氛圍 祂的慈愛
[00:12:50.000 --> 00:12:52.000]  就是上帝
[00:12:52.000 --> 00:12:54.000]  以聖靈的位格
[00:12:54.000 --> 00:12:56.000]  那種親情
[00:12:56.000 --> 00:12:58.000]  聖靈的情懷
[00:12:58.000 --> 00:13:00.000]  在我周圍
[00:13:00.000 --> 00:13:02.000]  那個也是上帝
[00:13:02.000 --> 00:13:04.000]  三位一體的上帝
[00:13:04.000 --> 00:13:06.000]  然後哇 我的心
[00:13:06.000 --> 00:13:08.000]  很安定 不會動搖
[00:13:08.000 --> 00:13:10.000]  上帝指示我人生的道路
[00:13:10.000 --> 00:13:12.000]  耶穌基督就是那條道路
[00:13:12.000 --> 00:13:14.000]  讓我進入
[00:13:14.000 --> 00:13:16.000]  永恆的生命裡面
[00:13:16.000 --> 00:13:18.000]  所以那種喜樂
[00:13:18.000 --> 00:13:20.000]  很大
[00:13:20.000 --> 00:13:22.000]  司祭描寫
[00:13:22.000 --> 00:13:24.000]  門徒滿心喜樂又被聖靈充滿
[00:13:24.000 --> 00:13:26.000]  他怎樣
[00:13:26.000 --> 00:13:28.000]  可以得到聖靈在我們
[00:13:28.000 --> 00:13:30.000]  生命裡面
[00:13:30.000 --> 00:13:32.000]  曾經在一個靜夜
[00:13:32.000 --> 00:13:34.000]  有個法利賽人
[00:13:34.000 --> 00:13:36.000]  在耶路撒冷當時
[00:13:36.000 --> 00:13:38.000]  他是一個官員
[00:13:38.000 --> 00:13:40.000]  法利賽人就是那些很重視道德教條的
[00:13:40.000 --> 00:13:42.000]  律法主義者
[00:13:42.000 --> 00:13:44.000]  以為自己很道德很偉大
[00:13:44.000 --> 00:13:46.000]  又是建制裡面的大人物
[00:13:46.000 --> 00:13:48.000]  有權有勢的官員
[00:13:48.000 --> 00:13:50.000]  他叫尼哥底姆
[00:13:50.000 --> 00:13:52.000]  他晚上找耶穌
[00:13:52.000 --> 00:13:54.000]  因為那些
[00:13:54.000 --> 00:13:56.000]  有權勢的人都不是很喜歡耶穌
[00:13:56.000 --> 00:13:58.000]  所以他晚上偷偷來
[00:13:58.000 --> 00:14:00.000]  他說耶穌其實
[00:14:00.000 --> 00:14:02.000]  我經常看你做的事
[00:14:02.000 --> 00:14:04.000]  你行的神蹟
[00:14:04.000 --> 00:14:06.000]  如果你沒有上帝同在
[00:14:06.000 --> 00:14:08.000]  是無人能行的
[00:14:08.000 --> 00:14:10.000]  所以究竟你是誰呢
[00:14:10.000 --> 00:14:12.000]  我們每個人
[00:14:12.000 --> 00:14:14.000]  穿很漂亮的衣服
[00:14:14.000 --> 00:14:16.000]  很有權勢很有錢又很有地位
[00:14:16.000 --> 00:14:18.000]  很懂那些聖經的律法
[00:14:18.000 --> 00:14:20.000]  但為什麼你一個
[00:14:20.000 --> 00:14:22.000]  這麼普通的木匠一個普通人
[00:14:22.000 --> 00:14:24.000]  你卻有上帝的能力
[00:14:24.000 --> 00:14:26.000]  耶穌回答
[00:14:26.000 --> 00:14:28.000]  我實實在在告訴你
[00:14:28.000 --> 00:14:30.000]  人若不從心
[00:14:30.000 --> 00:14:32.000]  就不能見上帝的國
[00:14:32.000 --> 00:14:34.000]  實實在在
[00:14:34.000 --> 00:14:36.000]  原文是Amen
[00:14:36.000 --> 00:14:38.000]  Amen negoso
[00:14:38.000 --> 00:14:40.000]  Amen的字就是
[00:14:40.000 --> 00:14:42.000]  實實在在的意思
[00:14:42.000 --> 00:14:44.000]  就是說
[00:14:44.000 --> 00:14:46.000]  認真而誠意地
[00:14:46.000 --> 00:14:48.000]  確定告訴你
[00:14:48.000 --> 00:14:50.000]  是這個意思
[00:14:50.000 --> 00:14:52.000]  誠心所願都是這個意思
[00:14:52.000 --> 00:14:54.000]  我認真誠心的願望
[00:14:54.000 --> 00:14:56.000]  這個意思就是Amen
[00:14:56.000 --> 00:14:58.000]  就是
[00:14:58.000 --> 00:15:00.000]  很確實的誠意
[00:15:00.000 --> 00:15:02.000]  要讓你明白
[00:15:02.000 --> 00:15:04.000]  人如果沒有再生一次
[00:15:04.000 --> 00:15:06.000]  從
[00:15:06.000 --> 00:15:08.000]  就是從上頭來改變
[00:15:08.000 --> 00:15:10.000]  的意思
[00:15:10.000 --> 00:15:12.000]  他有從上頭來的意思
[00:15:12.000 --> 00:15:14.000]  所以從心就是由上面
[00:15:14.000 --> 00:15:16.000]  由宇宙最高之處那種的美善
[00:15:16.000 --> 00:15:18.000]  那裡下來
[00:15:18.000 --> 00:15:20.000]  那種的
[00:15:20.000 --> 00:15:22.000]  新的生命
[00:15:22.000 --> 00:15:24.000]  你沒有再生一次來的生命
[00:15:24.000 --> 00:15:26.000]  你就不會見到
[00:15:26.000 --> 00:15:28.000]  上帝的國
