
[00:00:00.000 --> 00:00:03.520]  今日和大家一齊來到看一位舊約的人物
[00:01:29.720 --> 00:01:32.000]  甚至可能說死了就算了
[00:01:32.000 --> 00:01:33.480]  但約伯就告訴他
[00:01:33.480 --> 00:01:36.800]  你說話像愚頑的婦人
[00:01:36.800 --> 00:01:38.520]  其實這裡正正就是在說
[00:01:38.520 --> 00:01:41.480]  在很多的對話言語當中
[00:01:41.480 --> 00:01:45.480]  其實有時我們說話都不知道自己在說什麼
[00:01:45.480 --> 00:01:49.160]  所以這個就是約伯給他太太的一些回應
[00:01:49.160 --> 00:01:54.840]  但約伯仍然沒有開口埋怨神
[00:01:54.840 --> 00:01:58.360]  去不以口犯罪
[00:01:58.360 --> 00:01:59.400]  《約伯記》三十八章
[00:01:59.400 --> 00:02:01.880]  是我們昨天在樂享聖賢看的
[00:02:01.880 --> 00:02:05.160]  今天就會繼續看三十八章的三十九節
[00:02:05.160 --> 00:02:06.760]  到三十九章
[00:02:06.760 --> 00:02:08.080]  在這段三十八章
[00:02:08.080 --> 00:02:12.600]  就是耶和華神開始和約伯的對話
[00:02:12.600 --> 00:02:15.840]  耶和華一開始去問約伯一個很重要的問題
[00:02:15.840 --> 00:02:20.600]  去告訴約伯誰用無知的言語
[00:02:20.600 --> 00:02:24.000]  令我的旨意暗昧不明
[00:02:24.000 --> 00:02:27.080]  然後神就用了很多的問題
[00:02:27.080 --> 00:02:29.360]  來問約伯
[00:02:29.360 --> 00:02:31.360]  如果大家有一起參與的時候
[00:02:31.360 --> 00:02:32.560]  你就會知道
[00:02:32.560 --> 00:02:33.520]  問了很多
[00:02:33.520 --> 00:02:37.440]  有時我們都看到有一點眼花
[00:02:37.440 --> 00:02:39.160]  但最重要就是
[00:02:39.160 --> 00:02:40.120]  神告訴約伯
[00:02:40.120 --> 00:02:42.280]  其實你在說的話
[00:02:42.280 --> 00:02:47.280]  用的言語是無知的言語
[00:02:47.280 --> 00:02:49.560]  《約伯記》的四十二章
[00:02:49.560 --> 00:02:50.600]  最後的時候
[00:02:50.600 --> 00:02:54.240]  這是第二次約伯回應神的
[00:02:54.240 --> 00:02:57.120]  在三十八章開始到四十二章
[00:02:57.120 --> 00:02:59.640]  總共神和約伯有兩次的對話
[00:02:59.640 --> 00:03:01.560]  這是第二次約伯的回應
[00:03:01.560 --> 00:03:02.640]  約伯的回應
[00:03:02.640 --> 00:03:04.680]  亦是很明白
[00:03:04.680 --> 00:03:06.480]  他自己聽到神
[00:03:06.480 --> 00:03:10.560]  怎樣對他所說的話的評語或評價的時候
[00:03:10.560 --> 00:03:13.680]  他自己都用這個形容
[00:03:13.680 --> 00:03:16.240]  誰用無知的言語
[00:03:16.240 --> 00:03:19.040]  令神的旨意隱藏
[00:03:19.040 --> 00:03:21.480]  約伯很承認他自己所說的
[00:03:21.480 --> 00:03:22.640]  是他不明白的
[00:03:22.640 --> 00:03:24.000]  其實正正就是
[00:03:24.000 --> 00:03:26.880]  他知道他以往所說在神面前的
[00:03:26.880 --> 00:03:30.080]  都是一些無知的言語
[00:03:30.080 --> 00:03:32.080]  怎樣去看《約伯記》呢?
[00:03:32.080 --> 00:03:34.600]  可能我們很快的回應
[00:03:34.600 --> 00:03:41.680]  覺得這可能是苦難的一個很明顯的過程
[00:03:41.680 --> 00:03:44.000]  或者一個約伯的經歷
[00:03:44.000 --> 00:03:45.440]  所以有人用《約伯記》
[00:03:45.440 --> 00:03:47.760]  寫了一些叫「苦難神學」
[00:03:47.760 --> 00:03:49.720]  怎樣去看苦難
[00:03:49.720 --> 00:03:50.840]  但其實在苦難當中
[00:03:50.840 --> 00:03:52.920]  《約伯記》很重要是告訴我們
[00:03:52.920 --> 00:03:56.080]  最重要不是怎樣去問一些問題
[00:03:56.080 --> 00:03:57.640]  去判斷這個苦難
[00:03:57.640 --> 00:03:58.880]  其實是告訴我們
[00:03:58.880 --> 00:04:01.400]  我們要怎樣來跟神相遇
[00:04:01.400 --> 00:04:05.840]  在我們信仰的體會、經歷裡面
[00:04:05.840 --> 00:04:09.000]  怎樣來與神相遇
[00:04:09.000 --> 00:04:10.840]  甚至可以看到這個苦難
[00:04:10.840 --> 00:04:14.520]  到最後就是一個苦盡甘來
[00:04:14.520 --> 00:04:17.600]  有一點點像以前的粵語長篇也好
[00:04:17.600 --> 00:04:20.440]  或者以前的一些故事、歷史裡面
[00:04:20.440 --> 00:04:23.240]  原來都可以苦盡甘來
[00:04:23.240 --> 00:04:25.320]  但有些人可能會看《約伯記》
[00:04:25.320 --> 00:04:29.720]  看見很多那三個朋友以至約伯
[00:04:29.720 --> 00:04:32.200]  甚至有一個叫以利戶的人學
[00:04:32.200 --> 00:04:34.560]  他們都在說神是一個怎樣的神
[00:04:34.560 --> 00:04:35.800]  所以如果你從《約伯記》看
[00:04:35.800 --> 00:04:38.120]  可能可以有一點像系統神學
[00:04:38.120 --> 00:04:39.880]  在說神論
[00:04:39.880 --> 00:04:42.560]  到底神是一個怎樣的神
[00:04:42.560 --> 00:04:44.400]  但這個其實可能是不同的人
[00:04:44.400 --> 00:04:46.240]  用不同的角度去看
[00:04:46.240 --> 00:04:47.040]  但我想跟大家
[00:04:47.040 --> 00:04:48.480]  今集去看《約伯記》的時候
[00:04:48.480 --> 00:04:51.400]  我是用言語和說話
[00:04:51.400 --> 00:04:53.480]  這個是在我自己看《約伯記》的時候
[00:04:53.480 --> 00:04:55.760]  我覺得原來看回《約伯記》
[00:04:55.760 --> 00:04:56.960]  你可以發現他們很多時候
[00:04:56.960 --> 00:04:59.360]  都講到言語、講到說話
[00:04:59.360 --> 00:05:00.760]  很多的對話
[00:05:00.760 --> 00:05:01.920]  從當中
[00:05:01.920 --> 00:05:07.120]  我可以在另外一個角度去認識《約伯記》
[00:05:07.120 --> 00:05:08.800]  今天的訊息的重點有兩個
[00:05:08.800 --> 00:05:13.520]  第一個就是提醒我們要小心無知的言語
[00:05:13.520 --> 00:05:15.320]  在當中我們會看見
[00:05:15.320 --> 00:05:17.040]  整個《約伯記》四十二章裡面
[00:05:17.040 --> 00:05:18.400]  其實你會發現
[00:05:18.400 --> 00:05:22.120]  從第三章開始到三十七章
[00:05:22.120 --> 00:05:24.120]  主要都是人的說話
[00:05:24.120 --> 00:05:27.040]  約伯和朋友以利戶的說話
[00:05:27.040 --> 00:05:29.440]  神是無語的
[00:05:29.440 --> 00:05:31.560]  神沒有說話
[00:05:31.560 --> 00:05:35.120]  神在第三十八章才開始和約伯有對話
[00:05:35.120 --> 00:05:37.520]  但這裡我就想給大家看看
[00:05:37.520 --> 00:05:40.840]  其實當人越講得多說話的時候
[00:05:40.840 --> 00:05:42.880]  反而神又很特別
[00:05:42.880 --> 00:05:44.880]  不是怎樣說話
[00:05:44.880 --> 00:05:48.680]  更加提醒我們要小心無知的言語
[00:05:48.680 --> 00:05:51.520]  就好像神對約伯所說
[00:05:51.520 --> 00:05:53.320]  然後我們從當中去認識
[00:05:53.320 --> 00:05:57.520]  我們要緊緊抓住神的恩手
[00:05:57.520 --> 00:06:01.520]  以致我們走人生的道路
[00:06:01.520 --> 00:06:04.040]  這兩個是我今天很想和大家一起
[00:06:04.040 --> 00:06:07.720]  看《約伯記》訊息的重點
[00:06:07.720 --> 00:06:11.040]  小心無知的言語
[00:06:11.040 --> 00:06:16.320]  其實約伯和神的關係都算不錯
[00:06:16.320 --> 00:06:18.040]  所以約伯也很認識神
[00:06:18.040 --> 00:06:19.520]  真的從他所說
[00:06:19.520 --> 00:06:21.640]  所以約伯到了一個階段的時候
[00:06:21.640 --> 00:06:25.320]  第十章提到他有很多的情緒
[00:06:25.320 --> 00:06:27.640]  或者他有很多的苦惱
[00:06:27.640 --> 00:06:28.520]  甚至可能
[00:06:28.520 --> 00:06:30.240]  大家也看看約伯的時候
[00:06:30.240 --> 00:06:33.240]  就覺得約伯甚至到了一個很低點
[00:06:33.240 --> 00:06:36.000]  很想結束自己的生命
[00:06:36.000 --> 00:06:37.840]  但當他覺得自己很苦惱
[00:06:37.840 --> 00:06:41.600]  很想有很多的哀怨仇情的時候
[00:06:41.600 --> 00:06:43.720]  他就很想說話
[00:06:43.720 --> 00:06:46.800]  這個我叫做「盡訴心中情」
[00:06:46.800 --> 00:06:49.360]  約伯也很懂得來到神的面前
[00:06:49.360 --> 00:06:51.520]  去說他自己的事情
[00:06:51.520 --> 00:06:54.120]  這個說話也是好的
[00:06:54.120 --> 00:06:58.560]  他心裡面受到這些情緒影響
[00:06:58.560 --> 00:06:59.760]  他很想說
[00:06:59.760 --> 00:07:01.600]  很想找人傾訴
[00:07:01.600 --> 00:07:05.080]  他很聰明找到向神傾訴
[00:07:05.080 --> 00:07:08.400]  我相信當我們弟兄姊妹有需要的時候
[00:07:08.400 --> 00:07:10.200]  我們真的都可以來到神面前
[00:07:10.200 --> 00:07:12.240]  「盡訴心中情」
[00:07:12.240 --> 00:07:15.880]  神是一個我們最好傾訴的對象
[00:07:15.880 --> 00:07:17.440]  但同樣我們也要小心
[00:07:17.440 --> 00:07:22.080]  我們不要這麼容易受情緒影響
[00:07:22.080 --> 00:07:24.680]  有時候當我們受情緒牽動的時候
[00:07:24.680 --> 00:07:29.000]  我們可能說一些說話會帶來傷害
[00:07:29.000 --> 00:07:30.360]  無論是傷害別人
[00:07:30.360 --> 00:07:31.920]  甚至可能是傷害自己
[00:07:31.920 --> 00:07:34.160]  這個我們都要很小心
[00:07:34.160 --> 00:07:36.040]  說話、言語
[00:07:36.040 --> 00:07:37.880]  其實我們更加要小心
[00:07:37.880 --> 00:07:40.760]  知道怎樣去發聲表達
[00:07:40.760 --> 00:07:42.480]  可以「盡訴心中情」
[00:07:42.480 --> 00:07:44.720]  但可能有時候我們去到一個階段
[00:07:44.720 --> 00:07:48.600]  我們會變成一個「無語問蒼天」
[00:07:48.600 --> 00:07:51.200]  我們不知說甚麼好
[00:07:51.200 --> 00:07:54.080]  其實約伯自己最後的經歷也是這樣
[00:07:54.080 --> 00:07:58.800]  當他承認他在說很多無知的言語的時候
[00:07:58.800 --> 00:08:00.800]  他自己的表達就是
[00:08:00.800 --> 00:08:05.000]  他自己都很羞愧
[00:08:05.000 --> 00:08:07.000]  很後悔
[00:08:07.000 --> 00:08:07.920]  這裡有一節經文
[00:08:07.920 --> 00:08:10.560]  就是剛才我們祈禱的時候也有提到
[00:08:10.560 --> 00:08:15.880]  「我從前風雲有理,現在親眼看見你」
[00:08:15.880 --> 00:08:17.080]  但最後那一節
[00:08:17.080 --> 00:08:19.040]  我想跟大家看看約伯怎樣說
[00:08:19.040 --> 00:08:22.280]  他說「因此我厭惡自己
[00:08:22.280 --> 00:08:27.000]  在塵土和爐灰中懊悔」
[00:08:27.000 --> 00:08:29.120]  約伯的反省是甚麼呢?
[00:08:29.120 --> 00:08:32.080]  當他跟神對話之後
[00:08:32.080 --> 00:08:35.120]  結果就是厭惡自己
[00:08:35.120 --> 00:08:36.520]  其實自己
[00:08:36.520 --> 00:08:39.760]  如果大家回看聖經的時候
[00:08:39.760 --> 00:08:41.360]  有些細字在說
[00:08:41.360 --> 00:08:43.440]  自己可以另外一個意思就是
[00:08:43.440 --> 00:08:45.440]  「我的言語」
[00:08:45.440 --> 00:08:49.160]  約伯表達是我厭惡自己說的話
[00:08:49.160 --> 00:08:54.440]  厭惡自己曾經在三章到三十七章裡面所說的話
[00:08:54.440 --> 00:09:00.640]  去覺得自己很羞愧、很後悔
[00:09:00.640 --> 00:09:02.800]  甚至這個厭惡的字
[00:09:02.800 --> 00:09:04.640]  也可以有另外一個意思
[00:09:04.640 --> 00:09:08.320]  是我們最近都會頗熟悉聽過的字
[00:09:08.320 --> 00:09:10.080]  這個厭惡其實另外一個意思是甚麼呢?
[00:09:10.080 --> 00:09:12.640]  叫「撤回」
[00:09:12.640 --> 00:09:13.920]  所以約伯的表達就是
[00:09:13.920 --> 00:09:18.720]  我想撤回我自己曾經說過的話
[00:09:18.720 --> 00:09:24.280]  代表著為他所說的話覺得很羞愧、很後悔
[00:09:24.280 --> 00:09:27.320]  他寧願不說話
[00:09:27.320 --> 00:09:30.440]  可能有一個無語問蒼天
[00:09:30.440 --> 00:09:31.640]  甚至可能我們都想想
[00:09:31.640 --> 00:09:33.360]  其實我們來到神的面前
[00:09:33.360 --> 00:09:35.480]  我們的祈禱、我們向神的說話
[00:09:35.480 --> 00:09:37.760]  可能都好像私人一樣
[00:09:37.760 --> 00:09:39.400]  私人在十九篇的時候
[00:09:39.400 --> 00:09:40.960]  最後一句他說了甚麼呢?
[00:09:40.960 --> 00:09:43.800]  他在讚美神的經歷裡面體會的是
[00:09:43.800 --> 00:09:47.040]  他的言語、口中的言語
[00:09:47.040 --> 00:09:48.480]  可以蒙神的月立
[00:09:48.480 --> 00:09:51.520]  但同樣他心裡面的異念
[00:09:51.520 --> 00:09:53.600]  都是神可以月立
[00:09:53.600 --> 00:09:55.400]  其實正正提醒我們
[00:09:55.400 --> 00:09:59.440]  我們不一定要用口說很多的話
[00:09:59.440 --> 00:10:02.160]  我們的有聲和無聲
[00:10:02.160 --> 00:10:05.800]  都是神知道、神月立的
[00:10:05.800 --> 00:10:08.280]  《詩篇》十九篇其實是說一個圖畫
[00:10:08.280 --> 00:10:09.840]  讓我們去認識甚麼呢?
[00:10:09.840 --> 00:10:13.160]  其中一個就是神藉著他的授造物
[00:10:13.160 --> 00:10:16.560]  神的創造是無語的
[00:10:16.560 --> 00:10:21.560]  但神的創造是帶來讓人認識到
[00:10:21.560 --> 00:10:25.600]  知道、聽到神的榮耀
[00:10:25.600 --> 00:10:26.800]  所以在《詩篇》十九篇
[00:10:26.800 --> 00:10:27.680]  是一個很特別
[00:10:27.680 --> 00:10:31.360]  就是私人用了神的話和創造作一個對比
[00:10:31.360 --> 00:10:35.200]  是讓人更加認識到神的偉大
[00:10:35.200 --> 00:10:37.040]  所以神的創造
[00:10:37.040 --> 00:10:40.960]  好像是沒有任何的文字或說話出來
[00:10:40.960 --> 00:10:42.880]  但我們看到神的創造
[00:10:42.880 --> 00:10:46.840]  我們就會領受到神跟我們說話
[00:10:46.840 --> 00:10:49.640]  神的言語傳到地極
[00:10:49.640 --> 00:10:51.960]  我們就能夠從神的創造裡面
[00:10:51.960 --> 00:10:55.000]  雖然可能真的沒有言語、沒有說話
[00:10:55.000 --> 00:10:56.800]  但我們很明白
[00:10:56.800 --> 00:10:58.280]  神就是這麼偉大
[00:10:58.280 --> 00:11:01.160]  神的榮耀就是這麼奇妙
[00:11:01.160 --> 00:11:02.400]  所以神的無語
[00:11:02.400 --> 00:11:06.120]  其實只不過是用不同的方式去表達
[00:11:06.120 --> 00:11:09.840]  神的無語更加是在神自己所定的時間
[00:11:09.840 --> 00:11:13.840]  才會出現讓人領受
[00:11:13.840 --> 00:11:15.800]  我用耶穌基督在十字架
[00:11:15.800 --> 00:11:18.480]  講過一句說話給大家看看
[00:11:18.480 --> 00:11:19.760]  這句說話就是
[00:11:19.760 --> 00:11:22.920]  耶穌引用了舊約《詩篇》二十二篇
[00:11:22.920 --> 00:11:25.040]  裡面私人所說的
[00:11:25.040 --> 00:11:28.920]  「我的神,我的神,你為什麼離棄我?」
[00:11:28.920 --> 00:11:31.320]  十加七言其中一句
[00:11:31.320 --> 00:11:33.800]  當時神真的沒有什麼回應
[00:11:33.800 --> 00:11:38.040]  但其實重點不是神要回應耶穌的呼求
[00:11:38.040 --> 00:11:42.400]  反而是當耶穌用這句說話表達的時候
[00:11:42.400 --> 00:11:45.560]  正正就是神正在回應私人
[00:11:45.560 --> 00:11:48.880]  在《詩篇》二十二篇的呼求
[00:11:48.880 --> 00:11:51.680]  去呼求神的拯救
[00:11:51.680 --> 00:11:57.000]  但當時私人聽不到神的回應
[00:11:57.000 --> 00:11:58.840]  神的無語
[00:11:58.840 --> 00:12:02.560]  但在十字架上耶穌講出這句說話的時候
[00:12:02.560 --> 00:12:04.520]  其實正正就是代表著
[00:12:04.520 --> 00:12:09.600]  神答應了、回應了私人的呼求
[00:12:09.600 --> 00:12:12.320]  當私人呼求拯救的時候
[00:12:12.320 --> 00:12:15.120]  神就藉著耶穌基督釘在十字架上
[00:12:15.120 --> 00:12:17.320]  完成了祂的救恩
[00:12:17.320 --> 00:12:18.640]  神的救贖
[00:12:18.640 --> 00:12:22.240]  就在十字架上耶穌基督被釘
[00:12:22.240 --> 00:12:24.960]  死而復活之後完成了
[00:12:24.960 --> 00:12:26.520]  所以神的無語
[00:12:26.520 --> 00:12:30.000]  在私人的時候真的聽不到神的回應
[00:12:30.000 --> 00:12:35.160]  但神的無語就在最後的適當時機
[00:12:35.160 --> 00:12:39.280]  神的救恩成熟的時候就顯明
[00:12:39.280 --> 00:12:41.120]  上主的無語
[00:12:41.120 --> 00:12:43.480]  其實可以用另一個角度看
[00:12:43.480 --> 00:12:45.920]  「太初有道」
[00:12:45.920 --> 00:12:49.000]  「道與神同在,道就是神」
[00:12:49.000 --> 00:12:51.600]  神其實不是無語
[00:12:51.600 --> 00:12:55.320]  神其實很想我們去聽到祂的說話
[00:12:55.320 --> 00:12:57.200]  所以今天我們作為基督徒
[00:12:57.200 --> 00:13:02.400]  我們比以前的人有更大的福氣
[00:13:02.400 --> 00:13:04.880]  神的說話
[00:13:04.880 --> 00:13:09.040]  已經在聖經裡給我們很好的掌握
[00:13:09.040 --> 00:13:13.760]  只不過在乎我們有沒有很認真、很正確、很珍惜
[00:13:13.760 --> 00:13:19.560]  來明白、去聆聽、領受神給我們的話語
[00:13:19.560 --> 00:13:22.360]  神的無語其實在「道成肉身」
[00:13:22.360 --> 00:13:24.360]  耶穌基督來到這個世上
[00:13:24.360 --> 00:13:26.560]  已經顯明
[00:13:26.560 --> 00:13:28.080]  不單是藉著創造
[00:13:28.080 --> 00:13:29.880]  更加藉著耶穌基督
[00:13:29.880 --> 00:13:32.080]  更加藉著聖經
[00:13:32.080 --> 00:13:35.400]  來讓我們聽到神的說話
[00:13:35.400 --> 00:13:37.360]  我們要好好珍惜
[00:13:37.360 --> 00:13:39.880]  很正確地去明白
[00:13:39.880 --> 00:13:45.120]  神的無語其實在我們今天作為一個
[00:13:45.120 --> 00:13:49.840]  生活上都可以怎樣去提醒和應用呢?
[00:13:49.840 --> 00:13:53.680]  從詩人在三十九篇所寫去的經歷
[00:13:53.680 --> 00:13:58.680]  我很想我們一起來學習、提醒
[00:13:58.680 --> 00:13:59.880]  詩人經歷過什麼呢?
[00:13:59.880 --> 00:14:07.080]  「因我所遭遇的是出於你,我就默然不語」
[00:14:07.080 --> 00:14:11.560]  原來有時候人遇到一些事情發生
[00:14:11.560 --> 00:14:14.040]  就會發問,好像約伯那樣
[00:14:14.040 --> 00:14:16.240]  約伯其實問了不少問題
[00:14:16.240 --> 00:14:18.360]  然後很想說說話
[00:14:18.360 --> 00:14:20.440]  又很想找找答案
[00:14:20.440 --> 00:14:23.320]  又很想弄清楚事情到底是怎樣
[00:14:23.320 --> 00:14:26.200]  但詩人的經歷就是當他遭遇到一些事情
[00:14:26.200 --> 00:14:29.720]  可能這裡代表著詩人其實也不太明白
[00:14:29.720 --> 00:14:31.680]  也未必找到答案
[00:14:31.680 --> 00:14:34.760]  但他的回應或反應是什麼呢?
[00:14:34.760 --> 00:14:38.600]  「他默然不語」
[00:14:38.600 --> 00:14:41.120]  這個正正就是上主的無語
[00:14:41.120 --> 00:14:43.400]  其實神說話
[00:14:43.400 --> 00:14:46.160]  可能我們都要多些去學習一下
[00:14:46.160 --> 00:14:47.080]  在某個時間
[00:14:47.080 --> 00:14:53.360]  是否我們應該停下來默然不語呢?
[00:14:53.360 --> 00:14:54.560]  我不知道對弟兄姊妹來說
[00:14:54.560 --> 00:14:57.240]  你覺得默然不語
[00:14:57.240 --> 00:15:01.680]  說話是否容易還是艱難呢?
[00:15:01.680 --> 00:15:02.800]  可能每個人都不同
[00:15:02.800 --> 00:15:04.480]  因著不同的性格
[00:15:04.480 --> 00:15:08.880]  因著大家的領受體會
[00:15:08.880 --> 00:15:10.560]  有些人真的很想說話
[00:15:10.560 --> 00:15:14.280]  有些人就覺得自己不太想說話
[00:15:14.280 --> 00:15:15.520]  但這個正正提醒我們
[00:15:15.520 --> 00:15:19.320]  有時不一定真的去問很多問題
[00:15:19.320 --> 00:15:22.400]  或者不一定要回應很多事情
[00:15:22.400 --> 00:15:26.120]  才是正確的
[00:15:26.120 --> 00:15:28.880]  默然不語其實是其中一個
[00:15:28.880 --> 00:15:33.800]  我們去面對不同的處境的時候可以做的
[00:15:33.800 --> 00:15:36.040]  當然現代這個世代
[00:15:36.040 --> 00:15:38.160]  其實可能網絡的發達
[00:15:38.160 --> 00:15:40.520]  很多人都會說話的
[00:15:40.520 --> 00:15:42.560]  甚至可能因為你在網絡背後
[00:15:42.560 --> 00:15:43.720]  其實不知道你是誰
[00:15:43.720 --> 00:15:45.080]  真正是誰
[00:15:45.080 --> 00:15:46.520]  但當然有很多人都會把自己
[00:15:46.520 --> 00:15:48.400]  放上網絡讓別人認識
[00:15:48.400 --> 00:15:51.360]  所以現代人有很多有影響力
[00:15:51.360 --> 00:15:53.920]  他們覺得說話都很有影響力的人
[00:15:53.920 --> 00:15:55.960]  我們就稱呼他做什麼?
[00:15:55.960 --> 00:15:57.280]  KOL
[00:15:57.280 --> 00:16:00.920]  讓他很喜歡說話
[00:16:00.920 --> 00:16:03.840]  但正正我們要很小心提醒
[00:16:03.840 --> 00:16:06.520]  其實有時默然不語
[00:16:06.520 --> 00:16:10.920]  是我們一個更好的狀態
[00:16:10.920 --> 00:16:13.600]  或者一個更好的回應
[00:16:13.600 --> 00:16:17.280]  耶穌的教導其實都會有類似
[00:16:17.280 --> 00:16:18.400]  耶穌告訴我們
[00:16:18.400 --> 00:16:21.920]  有時我們會面對一些逼迫
[00:16:21.920 --> 00:16:23.720]  我們要學習什麼呢?
[00:16:23.720 --> 00:16:26.920]  我們要靈巧像蛇
[00:16:26.920 --> 00:16:29.560]  純良像鴿子
[00:16:29.560 --> 00:16:32.800]  所以當我們面對一些信仰受逼迫的時候
[00:16:32.800 --> 00:16:34.040]  祂更加提醒我們
[00:16:34.040 --> 00:16:35.080]  我們不需要擔心
[00:16:35.080 --> 00:16:38.080]  不需要去想我到底要怎樣回應
[00:16:38.080 --> 00:16:40.400]  我們到底要怎樣回答
[00:16:40.400 --> 00:16:45.040]  這告訴我們其實我們更多的是無語的時候
[00:16:45.040 --> 00:16:46.560]  我們默然不語的時候
[00:16:46.560 --> 00:16:51.640]  是安靜等候神把祂的話語給我們
[00:16:51.640 --> 00:16:54.600]  等候聖靈來幫助我們
[00:16:54.600 --> 00:16:57.400]  來說合宜的話
[00:16:57.400 --> 00:17:00.040]  我相信這也是耶穌給我們一個
[00:17:00.040 --> 00:17:02.880]  好好在生活上的提醒
[00:17:02.880 --> 00:17:06.520]  回到傳道者的智慧
[00:17:06.520 --> 00:17:09.280]  可能這節的經文大家都有印象
[00:17:09.280 --> 00:17:11.080]  特別當我們覺得
[00:17:11.080 --> 00:17:13.640]  我們在過往的日子
[00:17:13.640 --> 00:17:16.520]  我們經歷很多的撕裂
[00:17:16.520 --> 00:17:18.560]  我們需要縫補
[00:17:18.560 --> 00:17:23.080]  但其實縫補其中一個可能我們要做的就是
[00:17:23.080 --> 00:17:25.200]  靜默有時
[00:17:25.200 --> 00:17:27.880]  言語有時
[00:17:27.880 --> 00:17:31.800]  我們很想將撕裂了的縫補
[00:17:31.800 --> 00:17:34.600]  可能其中一個用的方法就是
[00:17:34.600 --> 00:17:39.280]  我們會否多一點的靜默呢?
[00:17:39.280 --> 00:17:43.680]  我們說一些合宜的話
[00:17:43.680 --> 00:17:46.560]  成長班剛剛過去一季
[00:17:46.560 --> 00:17:49.800]  我不知道大家能夠繼續在疫情底下
[00:17:49.800 --> 00:17:52.800]  來查經的參與有多少
[00:17:52.800 --> 00:17:55.600]  成長班剛剛查完的是甚麼?
[00:17:55.600 --> 00:17:57.240]  針研
[00:17:57.240 --> 00:18:01.680]  針研就是正正其中有不少的經文教導我們
[00:18:01.680 --> 00:18:06.000]  如何去做一個講合宜說話的人
[00:18:06.000 --> 00:18:08.240]  所以這是我們在聖經裏面
[00:18:08.240 --> 00:18:10.640]  要不斷的學習
[00:18:10.640 --> 00:18:12.600]  所以靜默有時
[00:18:12.600 --> 00:18:14.280]  言語有時
[00:18:14.280 --> 00:18:18.880]  是一個我們需要好好地提醒
[00:18:18.880 --> 00:18:23.320]  不斷地要去練習
[00:18:23.320 --> 00:18:27.040]  或者做得更加識切
[00:18:27.040 --> 00:18:29.280]  有時我們覺得這個時代
[00:18:29.280 --> 00:18:32.160]  有很多人他們很想說話
[00:18:32.160 --> 00:18:33.720]  甚至可能有時覺得
[00:18:33.720 --> 00:18:36.440]  你不說話就等同
[00:18:36.440 --> 00:18:41.520]  你是和一些錯誤的人一起
[00:18:41.520 --> 00:18:45.480]  等於你縱容所謂的罪惡
[00:18:45.480 --> 00:18:47.280]  是不是這樣呢?
[00:18:47.280 --> 00:18:49.080]  其實有時我會想提
[00:18:49.080 --> 00:18:52.720]  有時很可惜就是當曾經有一個年代
[00:18:52.720 --> 00:18:57.200]  有些人在他們不同的意見表達裏面
[00:18:57.200 --> 00:18:59.720]  曾經說過一句話我覺得很有意思
[00:18:59.720 --> 00:19:02.480]  縱然我和你有不同的意見
[00:19:02.480 --> 00:19:04.120]  有不同的立場
[00:19:04.120 --> 00:19:09.400]  但我仍然會捍衛你的發言權
