
[00:00:00.000 --> 00:00:05.600]  父親節 我今天選擇了一段在聖經裏面的一個爸爸 叫做艾魯
[00:04:46.060 --> 00:04:50.860]  這個就是上帝創造爸爸一個很獨有的本性
[00:04:50.860 --> 00:04:55.860]  他願意出去辛苦 為了家人
[00:04:55.860 --> 00:04:58.740]  也許不會埋怨很多句
[00:04:58.740 --> 00:05:03.020]  但他就是為了家人願意犧牲一切
[00:05:03.020 --> 00:05:05.180]  一個這樣的爸爸
[00:05:05.180 --> 00:05:07.500]  其實應該很多耶穌會看到
[00:05:07.500 --> 00:05:11.740]  而且會一直這樣承受
[00:05:11.740 --> 00:05:14.580]  但現實就不是這樣
[00:05:14.580 --> 00:05:16.420]  總是有很多困難
[00:05:16.420 --> 00:05:19.780]  總是有很多意料不到的事情發生
[00:05:19.780 --> 00:05:23.060]  原本很順利邀請耶穌回家
[00:05:23.060 --> 00:05:27.660]  25節開始有一個女人出現
[00:05:27.660 --> 00:05:31.740]  有一個患血瘤的婦女接住耶穌
[00:05:31.740 --> 00:05:34.140]  耶穌還要問那個女人的問題
[00:05:34.140 --> 00:05:36.860]  細心再看那幾節經文
[00:05:36.860 --> 00:05:40.940]  那個女人扯住了耶穌的衣服
[00:05:40.940 --> 00:05:42.500]  基本上就康復了
[00:05:42.500 --> 00:05:45.860]  但耶穌還要再問那個女人
[00:05:45.860 --> 00:05:47.500]  誰摸她
[00:05:47.500 --> 00:05:49.460]  由長篇大論
[00:05:49.460 --> 00:05:52.980]  叫那個女人從頭到尾再說一次
[00:05:52.980 --> 00:05:55.900]  一定說了很久
[00:05:55.900 --> 00:05:59.140]  你想想這個爸爸有什麼心情
[00:05:59.140 --> 00:06:00.740]  一定是很心急
[00:06:00.740 --> 00:06:02.220]  這個女人說了這麼久
[00:06:02.220 --> 00:06:04.020]  說完了沒有
[00:06:04.020 --> 00:06:05.700]  在這個時候
[00:06:05.700 --> 00:06:07.540]  很心急的時候
[00:06:07.540 --> 00:06:11.020]  他的僕人就來了
[00:06:11.020 --> 00:06:12.420]  他說你的女兒死了
[00:06:12.420 --> 00:06:14.860]  何必還勞動先生呢
[00:06:14.860 --> 00:06:16.740]  耶穌聽到這句話
[00:06:16.740 --> 00:06:19.180]  就馬上對艾魯說
[00:06:19.180 --> 00:06:21.940]  不要怕 只要信
[00:06:21.940 --> 00:06:22.740]  在這裡停一停
[00:06:22.740 --> 00:06:23.580]  我就想問
[00:06:23.580 --> 00:06:24.980]  究竟信什麼呢
[00:06:24.980 --> 00:06:28.740]  他在怕什麼呢
[00:06:28.740 --> 00:06:31.940]  不是應該聽到女兒的死
[00:06:31.940 --> 00:06:33.740]  很心急 很失落嗎
[00:06:33.740 --> 00:06:35.540]  不是應該很恨耶穌
[00:06:35.540 --> 00:06:37.220]  為什麼你會令我的女兒死了
[00:06:37.220 --> 00:06:38.740]  如果不是你早一點來
[00:06:38.740 --> 00:06:41.420]  我的女兒就不會死了
[00:06:41.420 --> 00:06:45.500]  但我想其中跟那個僕人說的話
[00:06:45.500 --> 00:06:48.020]  上下文有關係
[00:06:48.020 --> 00:06:49.660]  他說你的女兒死了
[00:06:49.660 --> 00:06:52.340]  何必還勞動先生呢
[00:06:52.340 --> 00:06:53.180]  先生這個字
[00:06:53.180 --> 00:06:55.260]  其實當時是說一個老師
[00:06:55.260 --> 00:06:57.540]  這個僕人去看耶穌
[00:06:57.540 --> 00:06:59.780]  只是一個老師這麼簡單
[00:06:59.780 --> 00:07:01.540]  但艾魯不是
[00:07:01.540 --> 00:07:04.540]  艾魯一去求耶穌的時候
[00:07:04.540 --> 00:07:05.740]  其實他已經覺得
[00:07:05.740 --> 00:07:09.700]  耶穌是一個行神的上帝
[00:07:09.700 --> 00:07:13.780]  他已經是上帝是神的意思
[00:07:13.780 --> 00:07:15.780]  已經有這樣的認為
[00:07:15.780 --> 00:07:16.980]  但可能在中間
[00:07:16.980 --> 00:07:19.020]  旁邊還有很多人去輿論
[00:07:19.020 --> 00:07:21.100]  覺得耶穌根本就不是
[00:07:21.100 --> 00:07:21.820]  只是一個老師
[00:07:21.820 --> 00:07:25.460]  簡簡單單一個道德倫理的老師
[00:07:25.460 --> 00:07:26.620]  所以耶穌再跟他說
[00:07:26.620 --> 00:07:28.100]  不要怕只要信
[00:07:28.100 --> 00:07:29.500]  那個信其實是在說
[00:07:29.500 --> 00:07:34.460]  耶穌不是一個道德老師這麼簡單
[00:07:34.460 --> 00:07:38.140]  而是一個上帝的意思
[00:07:38.140 --> 00:07:39.980]  我們有時候都在想
[00:07:39.980 --> 00:07:43.540]  我們究竟父母帶子女
[00:07:43.540 --> 00:07:45.820]  回到教會裡面的時候
[00:07:45.820 --> 00:07:49.060]  我們其實看那個子女
[00:07:49.060 --> 00:07:52.580]  是想成為一個很好的人
[00:07:52.580 --> 00:07:55.020]  在這個社會做一個好人
[00:07:55.020 --> 00:07:57.180]  還是在生命裡
[00:07:57.180 --> 00:07:59.780]  還是你想去知道
[00:07:59.780 --> 00:08:03.620]  耶穌是神呢?
[00:08:03.620 --> 00:08:05.700]  這兩個可以很不同
[00:08:05.700 --> 00:08:09.020]  你帶子女回教會
[00:08:09.020 --> 00:08:12.220]  平時星期六、日就講很多道理
[00:08:12.220 --> 00:08:15.340]  然後很多導師就教他們
[00:08:15.340 --> 00:08:18.460]  但怎樣去看到耶穌是神呢?
[00:08:18.460 --> 00:08:20.060]  除了在教會裡面
[00:08:20.060 --> 00:08:23.580]  更加是父母在家裡
[00:08:23.580 --> 00:08:26.860]  怎樣在困難裡展現
[00:08:26.860 --> 00:08:30.660]  上帝就是 耶穌就是神
[00:08:30.660 --> 00:08:32.860]  在困難裡
[00:08:32.860 --> 00:08:35.620]  他知道他仍然很難過
[00:08:35.620 --> 00:08:37.620]  但他仍然依靠上帝
[00:08:37.620 --> 00:08:39.740]  這才是基督徒的見證
[00:08:39.740 --> 00:08:41.620]  我很多時候聽弟兄姊妹說
[00:08:41.620 --> 00:08:43.820]  我們要做見證就是要做得多好
[00:08:43.820 --> 00:08:44.340]  多厲害
[00:08:44.340 --> 00:08:47.380]  或者是要多謙卑
[00:08:47.380 --> 00:08:51.460]  然後要多愛人如己
[00:08:51.460 --> 00:08:52.740]  或者要愛仇敵
[00:08:52.740 --> 00:08:55.380]  要做到這些標準才是見證
[00:08:55.380 --> 00:08:58.380]  但我想說基督徒的見證
[00:08:58.380 --> 00:09:01.540]  最基本不是要你做到這些
[00:09:01.540 --> 00:09:02.500]  要你做到這些
[00:09:02.500 --> 00:09:04.060]  其實法利塞人都經常說
[00:09:04.060 --> 00:09:06.180]  十萬個條例一定要你做到
[00:09:06.180 --> 00:09:08.060]  你就跟著去做
[00:09:08.060 --> 00:09:09.540]  但信耶穌的人
[00:09:09.540 --> 00:09:12.220]  是在軟弱、困難
[00:09:12.220 --> 00:09:13.900]  在你需要知道有限制
[00:09:13.900 --> 00:09:16.180]  還有你知道你不行的時候
[00:09:16.180 --> 00:09:19.180]  你仍然堅心去依靠上帝
[00:09:19.180 --> 00:09:22.140]  而艾魯正正就是這樣
[00:09:22.140 --> 00:09:23.740]  父母最大的挑戰
[00:09:23.740 --> 00:09:25.780]  其實不是自己受苦
[00:09:25.780 --> 00:09:28.540]  是看到你身邊的子女受苦
[00:09:28.540 --> 00:09:29.660]  當他受苦的時候
[00:09:29.660 --> 00:09:31.500]  其實你的信心
[00:09:31.500 --> 00:09:32.620]  你開始就會挑戰
[00:09:32.620 --> 00:09:36.940]  為什麼耶穌基督這樣對待他們
[00:09:36.940 --> 00:09:39.020]  艾魯他的信心
[00:09:39.020 --> 00:09:43.380]  不是因著他的僕人這樣說完
[00:09:43.380 --> 00:09:45.140]  才是他的信心動搖
[00:09:45.140 --> 00:09:47.340]  而是因為他身邊有很多人的批評
[00:09:47.340 --> 00:09:50.460]  有很多人覺得質疑的時候
[00:09:50.460 --> 00:09:55.220]  他仍然選擇讓耶穌進入他的家
[00:09:55.220 --> 00:09:58.380]  所以接著夏文耶穌就用行動去證明
[00:09:58.380 --> 00:10:01.540]  就帶著他幾個門徒跟著他進屋
[00:10:01.540 --> 00:10:03.780]  還不讓其他人跟著他
[00:10:03.780 --> 00:10:08.540]  他進屋的時候就見到有很多警方
[00:10:08.540 --> 00:10:12.860]  就進去問一些問題
[00:10:12.860 --> 00:10:16.220]  這個就是艾魯用行動
[00:10:16.220 --> 00:10:19.700]  去證明他自己對耶穌的信心
[00:10:19.700 --> 00:10:21.100]  不要怕只要信
[00:10:21.100 --> 00:10:23.580]  不是一個就這樣要說服自己
[00:10:23.580 --> 00:10:27.020]  不要害怕 我一直相信
[00:10:27.020 --> 00:10:28.140]  其實這樣是不行的
[00:10:28.140 --> 00:10:29.180]  大家都知道
[00:10:29.180 --> 00:10:31.340]  說這六個字去提醒自己
[00:10:31.340 --> 00:10:34.380]  是根本做不到的
[00:10:34.380 --> 00:10:39.180]  但是這六個字究竟是怎樣
[00:10:39.180 --> 00:10:41.740]  上帝是告訴我們畫些什麼呢
[00:10:41.740 --> 00:10:44.980]  而是艾魯就是因著這六個字
[00:10:44.980 --> 00:10:47.260]  他不只是單單說
[00:10:47.260 --> 00:10:49.220]  在頭腦上知道
[00:10:49.220 --> 00:10:53.660]  而是他經歷上帝怎樣去工作
[00:10:53.660 --> 00:10:57.260]  而且他是用行動去做出
[00:10:57.260 --> 00:10:59.620]  不要怕只要信這六個字
[00:10:59.620 --> 00:11:03.460]  他就是讓耶穌走進他家裡
[00:11:03.460 --> 00:11:06.260]  去行這個神蹟
[00:11:06.260 --> 00:11:11.620]  今天我們坐在這裡都是信耶穌的人
[00:11:11.620 --> 00:11:13.100]  我們坐在這裡的時候
[00:11:13.100 --> 00:11:16.100]  我們有沒有讓耶穌走進你家裡
[00:11:16.100 --> 00:11:19.060]  或者耶穌只是走進教會
[00:11:19.060 --> 00:11:20.540]  我們在教會只看到耶穌
[00:11:20.540 --> 00:11:22.660]  但是我們家裡有沒有耶穌呢
[00:11:22.660 --> 00:11:25.540]  我們有中間父母子女
[00:11:25.540 --> 00:11:28.180]  中間的交流有沒有耶穌呢
[00:11:28.180 --> 00:11:30.860]  我想這個都是看到
[00:11:30.860 --> 00:11:35.460]  究竟是耶穌你的信心
[00:11:35.460 --> 00:11:37.500]  究竟只是在星期六日
[00:11:37.500 --> 00:11:39.900]  還是你的生命
[00:11:39.900 --> 00:11:43.420]  是行動去證明耶穌在你生命裡面
[00:11:43.420 --> 00:11:44.460]  成為一個主宰
[00:11:44.460 --> 00:11:46.940]  成為一個上帝
[00:11:46.940 --> 00:11:50.500]  這個就是艾路怎樣去告訴我們
[00:11:50.500 --> 00:11:52.300]  不止這樣
[00:11:52.300 --> 00:11:55.220]  耶穌走進他家裡
[00:11:55.220 --> 00:11:57.940]  他把所有人都趕出去
[00:11:57.940 --> 00:12:00.220]  他還沒說之前
[00:12:00.220 --> 00:12:02.060]  還有很多人在哭
[00:12:02.060 --> 00:12:05.060]  在叫
[00:12:05.060 --> 00:12:09.100]  有些大大哭泣哀號
[00:12:09.100 --> 00:12:11.300]  進到裡面耶穌就問
[00:12:11.300 --> 00:12:13.740]  為什麼你們要亂羊哭泣呢
[00:12:13.740 --> 00:12:15.900]  孩子不是死了嗎
[00:12:15.900 --> 00:12:17.820]  就是孩子不是死了
[00:12:17.820 --> 00:12:20.100]  是睡覺
[00:12:20.100 --> 00:12:22.060]  我在想
[00:12:22.060 --> 00:12:24.380]  有時候在看這段經文的時候
[00:12:24.380 --> 00:12:25.580]  我在想
[00:12:25.580 --> 00:12:27.460]  其實耶穌知道
[00:12:27.460 --> 00:12:28.300]  為什麼要問呢
[00:12:28.300 --> 00:12:29.140]  其實他一進去
[00:12:29.140 --> 00:12:30.020]  他走神聖就行了
[00:12:30.020 --> 00:12:32.980]  為什麼還要被人笑呢
[00:12:32.980 --> 00:12:34.540]  在場的人還有艾路
[00:12:34.540 --> 00:12:36.380]  笑他的人就不是艾路或者門徒
[00:12:36.380 --> 00:12:37.620]  是其他那些人
[00:12:37.620 --> 00:12:40.420]  為什麼耶穌還要問這個問題
[00:12:40.420 --> 00:12:42.780]  要被人笑呢
[00:12:42.780 --> 00:12:43.780]  我想來想去
[00:12:43.780 --> 00:12:45.020]  其中一個原因
[00:12:45.020 --> 00:12:48.300]  就是他要讓艾路知道
[00:12:48.300 --> 00:12:51.460]  當初他在耶穌面前
[00:12:51.460 --> 00:12:52.900]  跪在那裡去求的時候
[00:12:52.900 --> 00:12:54.540]  他覺得可能沒有面子
[00:12:54.540 --> 00:12:55.780]  他覺得他捨棄了
[00:12:55.780 --> 00:12:57.820]  他自己一切的尊嚴
[00:12:57.820 --> 00:13:00.940]  但是耶穌基督進到他家裡
[00:13:00.940 --> 00:13:02.900]  被人嘲笑
[00:13:02.900 --> 00:13:05.980]  你覺得一個男人
[00:13:05.980 --> 00:13:10.180]  其實對面子都很重要
[00:13:10.180 --> 00:13:13.260]  爸爸很少講自己的軟弱
[00:13:13.260 --> 00:13:14.140]  講自己的軟弱
[00:13:14.140 --> 00:13:17.300]  簡直是覺得天塌下來
[00:13:17.300 --> 00:13:20.460]  但是原來
[00:13:20.460 --> 00:13:22.180]  當我們被人嘲笑
[00:13:22.180 --> 00:13:24.780]  或者被人批評的時候
[00:13:24.780 --> 00:13:29.660]  嘲笑這個詞比批評更加嚴重
[00:13:29.660 --> 00:13:32.220]  耶穌其實一生下到來
[00:13:32.220 --> 00:13:33.580]  是被人唾棄
[00:13:33.580 --> 00:13:38.900]  被人嘲笑的方法去愛我們
[00:13:38.900 --> 00:13:42.460]  艾路這樣進去
[00:13:42.460 --> 00:13:46.220]  看到很多人嘲笑
[00:13:46.220 --> 00:13:47.260]  很多人批評的時候
[00:13:47.260 --> 00:13:49.060]  他其實都可以信心動搖
[00:13:49.060 --> 00:13:50.300]  但是耶穌說
[00:13:50.300 --> 00:13:52.780]  當你覺得被人質疑的時候
[00:13:52.780 --> 00:13:56.100]  不是在質疑你
[00:13:56.100 --> 00:13:58.260]  不是在質疑我們
[00:13:58.260 --> 00:14:04.100]  而是耶穌是被嘲笑的最終主角
[00:14:04.100 --> 00:14:06.460]  耶穌在我們後面
[00:14:06.460 --> 00:14:12.500]  成為我們最大的支撐去幫助我們
[00:14:12.500 --> 00:14:16.420]  最終我們以為我們是被批評被嘲笑
[00:14:16.420 --> 00:14:18.460]  但是其實信耶穌的人
[00:14:18.460 --> 00:14:19.580]  最終嘲笑的
[00:14:19.580 --> 00:14:23.100]  其實被嘲笑的是耶穌
[00:14:23.100 --> 00:14:24.980]  我們在這個世代
[00:14:24.980 --> 00:14:28.060]  其實還有很多人去批評基督徒
[00:14:28.060 --> 00:14:29.340]  為什麼基督徒這麼傻
[00:14:29.340 --> 00:14:29.940]  這麼天真
[00:14:29.940 --> 00:14:32.140]  在職場上一定是有
[00:14:32.140 --> 00:14:34.660]  而且在這個世界上
[00:14:34.660 --> 00:14:36.060]  還有很多人說
[00:14:36.060 --> 00:14:39.180]  為什麼你還要帶子女回來教會
[00:14:39.180 --> 00:14:41.060]  你可以學很多東西
[00:14:41.060 --> 00:14:42.660]  很多技能知識
[00:14:42.660 --> 00:14:45.500]  為什麼要這麼傻帶他們回來教會呢
[00:14:45.500 --> 00:14:46.420]  道德的東西
[00:14:46.420 --> 00:14:48.020]  教道德的東西就教吧
[00:14:48.020 --> 00:14:50.980]  不用一定要花這麼多時間在教會
[00:14:50.980 --> 00:14:52.820]  或者你自己也不用花這麼多時間
[00:14:52.820 --> 00:14:56.500]  還要賺錢去令家裡更加優質
[00:14:56.500 --> 00:14:58.660]  很多人可以很批評
[00:14:58.660 --> 00:15:00.460]  但是你的信念
[00:15:00.460 --> 00:15:04.060]  其實是說你有多相信耶穌是神
[00:15:04.060 --> 00:15:08.460]  你有多用行動去告訴別人
[00:15:08.460 --> 00:15:10.540]  耶穌是神
[00:15:10.540 --> 00:15:14.740]  而最終嘲笑的其實不是你
[00:15:14.740 --> 00:15:19.140]  最終被嘲笑的主角是耶穌基督
[00:15:19.140 --> 00:15:20.780]  耶穌就趕他出去
[00:15:20.780 --> 00:15:23.580]  帶著孩子和父母
[00:15:23.580 --> 00:15:24.780]  跟他們一起來
[00:15:24.780 --> 00:15:26.700]  進入耶穌所住的地方
[00:15:26.700 --> 00:15:29.420]  耶穌就拉著小女孩的手
[00:15:29.420 --> 00:15:29.980]  就跟她說
[00:15:29.980 --> 00:15:32.260]  小女孩我對你說起來
[00:15:32.260 --> 00:15:34.260]  那個女孩就立刻起來
[00:15:34.260 --> 00:15:36.900]  因為她已經十二歲了
[00:15:36.900 --> 00:15:39.540]  眾人一頓時就非常詫異
[00:15:39.540 --> 00:15:41.020]  十二歲這個數目
[00:15:41.020 --> 00:15:42.540]  其實在女孩子來說
[00:15:42.540 --> 00:15:44.100]  猶太人的傳統裡面
[00:15:44.100 --> 00:15:45.540]  十二歲是一個成人例
[00:15:45.540 --> 00:15:46.460]  女孩子是十二歲
[00:15:46.460 --> 00:15:48.060]  男孩子是十三歲
[00:15:48.060 --> 00:15:49.260]  這個女孩子
[00:15:49.260 --> 00:15:51.220]  這個爸爸看到這個女孩子
[00:15:51.220 --> 00:15:53.660]  不僅是完成她小孩的階段
[00:15:53.660 --> 00:15:56.620]  她更加可以開始成人的階段
[00:15:56.620 --> 00:15:58.260]  這個爸爸再一次
[00:15:58.260 --> 00:16:00.340]  不僅是得到這個女孩子的生命
[00:16:00.340 --> 00:16:05.180]  而且更加看到她一個階段接一個階段
[00:16:05.180 --> 00:16:07.540]  所以對她來說是一個很深的經歷
[00:16:07.540 --> 00:16:09.660]  絕對是人生一件很大的事
[00:16:09.660 --> 00:16:11.060]  永遠都記得
[00:16:11.060 --> 00:16:12.740]  不要怕只要信這四個字
[00:16:12.740 --> 00:16:15.220]  不是單單掛在後面的一句口號
[00:16:15.220 --> 00:16:16.580]  而是她永遠都記得
[00:16:16.580 --> 00:16:20.020]  耶穌怎樣在她生命裡面經歷
[00:16:20.020 --> 00:16:23.860]  我在想如果她的女兒
[00:16:23.860 --> 00:16:26.420]  還在二千多年後
[00:16:26.420 --> 00:16:30.700]  我今天再看這篇聖經的時候
[00:16:30.700 --> 00:16:34.580]  她怎樣去看這個爸爸呢?
[00:16:34.580 --> 00:16:37.740]  她覺得他是因為萬人景仰
[00:16:37.740 --> 00:16:38.940]  領袖
[00:16:38.940 --> 00:16:42.380]  是一個屬靈領袖而引以為傲
[00:16:42.380 --> 00:16:45.940]  還是她是因為爸爸經歷耶穌基督
[00:16:45.940 --> 00:16:50.380]  而令她生命改變而覺得引以為傲呢?
[00:16:50.380 --> 00:16:52.900]  或者其實那個女兒睡了什麼都不知道
[00:16:52.900 --> 00:16:54.860]  或者她真的要經過很多時間
[00:16:54.860 --> 00:16:58.140]  才看到爸爸的情況
[00:16:58.140 --> 00:17:00.620]  但是爸爸一生的改變
[00:17:00.620 --> 00:17:02.460]  我很深信他是這樣
[00:17:02.460 --> 00:17:06.540]  一路小小小小就這樣影響著女兒
[00:17:06.540 --> 00:17:09.100]  我在想各位爸爸
[00:17:09.100 --> 00:17:12.700]  你有什麼信念在傳遞給你的子女呢?
[00:17:12.700 --> 00:17:15.100]  影響著她一生的呢?
[00:17:15.100 --> 00:17:16.860]  我去參加「安息禮拜」
[00:17:16.860 --> 00:17:18.540]  「追思禮拜」都很多次
[00:17:18.540 --> 00:17:22.340]  每次父母他們如果真的離世的時候
[00:17:22.340 --> 00:17:26.260]  屬屎永遠都是他們的子女
[00:17:26.260 --> 00:17:27.980]  有沒有想過你的子女
[00:17:27.980 --> 00:17:31.140]  怎樣在「安息禮拜」講你的屬屎呢?
[00:17:31.140 --> 00:17:36.260]  你有什麼特質令他引以為傲呢?
[00:17:36.260 --> 00:17:39.300]  是一個經常教他做好人令他開心
[00:17:39.300 --> 00:17:42.180]  還是他是一個屬神的爸爸
[00:17:42.180 --> 00:17:47.540]  讓他在屬靈生命裡一直成長的爸爸呢?
[00:17:47.540 --> 00:17:51.220]  有一位爸爸是這樣分享的
[00:17:51.220 --> 00:17:55.500]  他說一個爸爸最沮喪的
[00:17:55.500 --> 00:17:58.540]  就是看到自己的兒子最刺眼、刺鼻
[00:17:58.540 --> 00:18:02.220]  最不妥的地方原來都是由自己來的
[00:18:02.220 --> 00:18:06.220]  壞的事情就是這樣在兒子那裡反映出來
[00:18:06.220 --> 00:18:09.340]  好的事情同樣都會這樣反映
[00:18:09.340 --> 00:18:12.940]  我很記得在我爸爸離世之前
[00:18:12.940 --> 00:18:16.860]  他最後的遺言就是要好好照顧媽媽
[00:18:16.860 --> 00:18:19.540]  所以我兩個妹妹
[00:18:19.540 --> 00:18:24.140]  我們三姊妹一直都很努力去照顧媽媽
[00:18:24.140 --> 00:18:27.020]  這句話其實影響了我一輩子
[00:18:27.020 --> 00:18:30.220]  怎樣去看家裡的觀念
[00:18:30.220 --> 00:18:35.020]  我就在想究竟爸爸是怎樣去照顧媽媽的呢?
[00:18:35.020 --> 00:18:36.660]  有很多細碎的片段
[00:18:36.660 --> 00:18:39.660]  其中有一個片段令我印象很深刻
[00:18:39.660 --> 00:18:43.620]  就是我爸爸在2008年離開這個世界
[00:18:43.620 --> 00:18:47.660]  他在2007年的時候和我去了一次泰國旅行
[00:18:47.660 --> 00:18:51.660]  當時他心臟病已經很嚴重
[00:18:51.660 --> 00:18:53.180]  而且他有糖尿病
[00:18:53.180 --> 00:18:55.300]  所以他的腳很腫
[00:18:55.300 --> 00:18:59.060]  他走路是很難走的
[00:18:59.060 --> 00:19:01.540]  他還要坐飛機去旅行
[00:19:01.540 --> 00:19:04.020]  我就經常跟爸爸說
[00:19:04.020 --> 00:19:06.820]  「不如不要去吧,這麼辛苦」
[00:19:06.820 --> 00:19:08.700]  「為甚麼還要去呢?」
[00:19:08.700 --> 00:19:09.540]  他又沒有說
[00:19:09.540 --> 00:19:11.820]  然後就看到他這麼堅持
[00:19:11.820 --> 00:19:14.020]  就跟著他去
[00:19:14.020 --> 00:19:15.100]  去泰國旅行
