
[00:00:00.000 --> 00:00:05.000]  求神祢親自用祢的愛臨在我們當中
[00:03:25.000 --> 00:03:27.000]  以致將他的生命能夠挽回
[00:03:27.000 --> 00:03:29.000]  在他二十二歲的時候
[00:03:29.000 --> 00:03:31.000]  陳欣明向神闖開
[00:03:31.000 --> 00:03:35.000]  於是自此就經歷一個反轉生命的大改變
[00:03:35.000 --> 00:03:38.000]  他說我不再逃避
[00:03:38.000 --> 00:03:41.000]  不是代表我每天不會犯罪
[00:03:41.000 --> 00:03:45.000]  但是我依靠我努力的依靠耶穌
[00:03:45.000 --> 00:03:47.000]  從前那些惡者
[00:03:47.000 --> 00:03:50.000]  私慾不再能夠操縱我
[00:03:50.000 --> 00:03:51.000]  不再能夠控制我
[00:03:51.000 --> 00:03:53.000]  很實際的一個見證就是
[00:03:53.000 --> 00:03:57.000]  他以前一天要吸食兩至三包香煙
[00:03:57.000 --> 00:04:01.000]  他從此一支都不需要吃
[00:04:01.000 --> 00:04:04.000]  很感恩我們作為基督徒的時候
[00:04:04.000 --> 00:04:07.000]  我們聽見很多很多這些很美好的見證
[00:04:07.000 --> 00:04:10.000]  好像雲彩圍繞著我們
[00:04:10.000 --> 00:04:12.000]  但想問問弟兄姊妹
[00:04:12.000 --> 00:04:13.000]  弟兄姊妹可能這樣問
[00:04:13.000 --> 00:04:15.000]  他們當然是
[00:04:15.000 --> 00:04:17.000]  神重用的大牧者每個人都這麼偉大
[00:04:17.000 --> 00:04:19.000]  和我們有什麼關係呢
[00:04:19.000 --> 00:04:22.000]  但大家有沒有留意見證的內容
[00:04:22.000 --> 00:04:25.000]  其實報道會是一個群體
[00:04:25.000 --> 00:04:27.000]  神所重用的一個聚會
[00:04:27.000 --> 00:04:30.000]  去興起一些信徒
[00:04:30.000 --> 00:04:33.000]  大家作為基督徒有沒有朋友
[00:04:33.000 --> 00:04:35.000]  基督徒的朋友
[00:04:35.000 --> 00:04:37.000]  你作為基督徒的朋友
[00:04:37.000 --> 00:04:39.000]  你可以去探望你可以去安慰
[00:04:39.000 --> 00:04:44.000]  你去將神的愛安慰帶去給你的福音對象
[00:04:44.000 --> 00:04:47.000]  你也在座當中有很多可能是
[00:04:47.000 --> 00:04:49.000]  一些子女的爸爸媽媽
[00:04:49.000 --> 00:04:52.000]  你有沒有好好地為你的兒女去祈禱呢
[00:04:52.000 --> 00:04:54.000]  所以我說神去興起
[00:04:54.000 --> 00:04:57.000]  神去揀選去改變人的生命
[00:04:57.000 --> 00:04:59.000]  是每一個人都有份的
[00:04:59.000 --> 00:05:01.000]  所以你和旁邊那個說
[00:05:01.000 --> 00:05:03.000]  神的翻轉生命
[00:05:03.000 --> 00:05:05.000]  你和我都有份
[00:05:05.000 --> 00:05:09.000]  翻轉人的生命你和我都有份
[00:05:09.000 --> 00:05:11.000]  所以今天
[00:05:11.000 --> 00:05:13.000]  在這些見證每一次激勵
[00:05:13.000 --> 00:05:16.000]  不是說我要成為那個很偉大的人
[00:05:16.000 --> 00:05:18.000]  但我看他身邊其實很多的
[00:05:18.000 --> 00:05:21.000]  神興起的一些生命天使
[00:05:21.000 --> 00:05:22.000]  都是很重要
[00:05:22.000 --> 00:05:24.000]  所以今天和大家分享一個
[00:05:24.000 --> 00:05:26.000]  神很重用的僕人的一個見證
[00:05:26.000 --> 00:05:28.000]  他不單只是一個使徒
[00:05:28.000 --> 00:05:30.000]  他更是一個牧師
[00:05:30.000 --> 00:05:31.000]  是一個宣教士
[00:05:31.000 --> 00:05:33.000]  而且是一個聖經學者作者
[00:05:33.000 --> 00:05:35.000]  所以說到這裡都呼之欲出
[00:05:35.000 --> 00:05:37.000]  大家都知道我想說誰
[00:05:37.000 --> 00:05:40.000]  是《使徒行傳》九章一至三十一節
[00:05:40.000 --> 00:05:44.000]  是使徒保羅的得救和蒙召見證
[00:05:44.000 --> 00:05:46.000]  我的題目是當素羅遇見耶穌
[00:05:46.000 --> 00:05:49.000]  這裡說保羅的得救蒙召見證
[00:05:49.000 --> 00:05:51.000]  其實保羅即是素羅
[00:05:51.000 --> 00:05:54.000]  聖經裡面說他原名素羅
[00:05:54.000 --> 00:05:57.000]  在這裡一些對他的背景
[00:05:57.000 --> 00:06:00.000]  他是猶太人在加瑪烈的門下
[00:06:00.000 --> 00:06:01.000]  加瑪烈是誰呢
[00:06:01.000 --> 00:06:04.000]  其實就是一個當時很出名的拉比
[00:06:04.000 --> 00:06:05.000]  即是老師
[00:06:05.000 --> 00:06:07.000]  等於今天和他說
[00:06:07.000 --> 00:06:12.000]  我是在牛津哈佛或者劍橋畢業
[00:06:12.000 --> 00:06:14.000]  一樣這麼厲害
[00:06:14.000 --> 00:06:17.000]  他第八天去受割禮
[00:06:17.000 --> 00:06:19.000]  他說自己是以色列族
[00:06:19.000 --> 00:06:23.000]  變雅敏支派希伯來人所生的希伯來人
[00:06:23.000 --> 00:06:25.000]  是一個切切實實
[00:06:25.000 --> 00:06:27.000]  他很相信自己是一個
[00:06:27.000 --> 00:06:30.000]  名正言順最正統的猶太人
[00:06:30.000 --> 00:06:34.000]  然後他說他按著祖宗嚴謹的律法受教
[00:06:34.000 --> 00:06:36.000]  他熱心的去侍奉神
[00:06:36.000 --> 00:06:39.000]  而且他說他是法利賽人
[00:06:39.000 --> 00:06:43.000]  以至於這個很根深蒂固很堅固的成長
[00:06:43.000 --> 00:06:46.000]  他的家庭教導他的學習
[00:06:46.000 --> 00:06:53.000]  讓他卻是深信他迫迫教會是無可指責的
[00:06:53.000 --> 00:06:57.000]  所以素羅這個名字
[00:06:57.000 --> 00:07:02.000]  其實和以色列的第一個國王是同名的
[00:07:02.000 --> 00:07:05.000]  以色列的第一個國王叫做素羅
[00:07:05.000 --> 00:07:08.000]  所以這個新約的年青人物
[00:07:08.000 --> 00:07:11.000]  可能他的父母自己都很深信
[00:07:11.000 --> 00:07:14.000]  他要為以色列國為神
[00:07:14.000 --> 00:07:16.000]  做一些很大的事情
[00:07:16.000 --> 00:07:19.000]  他覺得自己很重視自己的出身
[00:07:19.000 --> 00:07:21.000]  在明門正派
[00:07:21.000 --> 00:07:26.000]  對於其他的人都覺得有問題
[00:07:26.000 --> 00:07:28.000]  所以他很熱愛神
[00:07:28.000 --> 00:07:31.000]  他很堅守神的律法典章
[00:07:31.000 --> 00:07:34.000]  但是就是因為他這一份固執
[00:07:34.000 --> 00:07:37.000]  這個主觀的判斷和他的經驗
[00:07:37.000 --> 00:07:42.000]  就對於一班忽然興起跟隨耶穌的門徒
[00:07:42.000 --> 00:07:45.000]  他施行大大的逼迫
[00:07:45.000 --> 00:07:49.000]  而且他當中還相信自己這樣做是對神忠心
[00:07:49.000 --> 00:07:51.000]  他做的事情是沒有錯的
[00:07:51.000 --> 00:07:54.000]  所以當我們看到執事史提反
[00:07:54.000 --> 00:07:56.000]  他被殉道的時候
[00:07:56.000 --> 00:07:58.000]  他被人用石頭扔的時候
[00:07:58.000 --> 00:08:00.000]  聖經裡面說
[00:08:00.000 --> 00:08:02.000]  保羅他暗地裡很喜悅
[00:08:02.000 --> 00:08:05.000]  還要很開心他被害
[00:08:05.000 --> 00:08:07.000]  而且他在聖經裡面也提過
[00:08:07.000 --> 00:08:09.000]  他說他要迫害信耶穌的人
[00:08:09.000 --> 00:08:11.000]  要直到死地
[00:08:11.000 --> 00:08:13.000]  所以他就不斷地
[00:08:13.000 --> 00:08:14.000]  因著他的信仰
[00:08:14.000 --> 00:08:16.000]  他對信仰的堅定
[00:08:16.000 --> 00:08:19.000]  他就還要不斷地將信徒拉去坐牢
[00:08:19.000 --> 00:08:25.000]  拉去坐牢他要驅散這一班異端
[00:08:25.000 --> 00:08:27.000]  他當時所認為的異端
[00:08:27.000 --> 00:08:28.000]  就是這樣
[00:08:28.000 --> 00:08:30.000]  這麼可怕
[00:08:30.000 --> 00:08:32.000]  信徒不斷地迫害信徒的人
[00:08:32.000 --> 00:08:34.000]  我們就嘗試去看看耶穌
[00:08:34.000 --> 00:08:37.000]  怎樣親自去轉化他
[00:08:37.000 --> 00:08:38.000]  就在九章的開始
[00:08:38.000 --> 00:08:42.000]  我們看看蘇羅的開始是怎樣
[00:08:42.000 --> 00:08:43.000]  我們一起讀這段經文
[00:08:43.000 --> 00:08:47.000]  蘇羅仍然向主的門徒口吐威嚇兇殺的話
[00:08:47.000 --> 00:08:49.000]  若是找著信奉者道的人
[00:08:49.000 --> 00:08:55.000]  無論男女都准他捆綁帶到耶路撒冷
[00:08:55.000 --> 00:08:56.000]  生命的轉化
[00:08:56.000 --> 00:09:00.000]  我嘗試從兩個方面去看
[00:09:00.000 --> 00:09:01.000]  第一樣
[00:09:01.000 --> 00:09:02.000]  生命的轉化
[00:09:02.000 --> 00:09:03.000]  第一個重點是
[00:09:03.000 --> 00:09:06.000]  耶穌自己親自的參與和預備
[00:09:06.000 --> 00:09:09.000]  我們繼續讀第三至第五節
[00:09:09.000 --> 00:09:10.000]  蘇羅行路
[00:09:10.000 --> 00:09:11.000]  將到大馬色
[00:09:11.000 --> 00:09:13.000]  忽然從天上發光
[00:09:13.000 --> 00:09:15.000]  四面照著他
[00:09:15.000 --> 00:09:16.000]  他就突倒在地
[00:09:16.000 --> 00:09:18.000]  聽見有聲音對他說
[00:09:18.000 --> 00:09:21.000]  蘇羅 蘇羅 你為什麼逼迫我
[00:09:21.000 --> 00:09:23.000]  他說 主啊 你是誰
[00:09:23.000 --> 00:09:29.000]  主說 我就是你所逼迫的耶穌
[00:09:29.000 --> 00:09:32.000]  耶穌親自和蘇羅相遇
[00:09:32.000 --> 00:09:34.000]  簡單三句對話
[00:09:34.000 --> 00:09:36.000]  耶穌兩句 蘇羅一句
[00:09:36.000 --> 00:09:40.000]  就徹底地翻轉了蘇羅的生命
[00:09:40.000 --> 00:09:41.000]  耶穌在這裡問蘇羅
[00:09:41.000 --> 00:09:44.000]  你為什麼要逼迫我
[00:09:44.000 --> 00:09:45.000]  而不是問蘇羅
[00:09:45.000 --> 00:09:47.000]  你為什麼要逼迫我的手下
[00:09:47.000 --> 00:09:49.000]  你為什麼要逼迫我的門徒
[00:09:49.000 --> 00:09:51.000]  你為什麼要逼迫我的靈
[00:09:51.000 --> 00:09:54.000]  然後其實蘇羅所做的一切
[00:09:54.000 --> 00:09:59.000]  其實他在逼迫那位猶太人的尼塞亞
[00:09:59.000 --> 00:10:03.000]  那位勝過死亡又復活的耶穌基督
[00:10:03.000 --> 00:10:05.000]  但耶穌基督很愛蘇羅
[00:10:05.000 --> 00:10:08.000]  他不會因為蘇羅所做的
[00:10:08.000 --> 00:10:09.000]  於是我就作弄你
[00:10:09.000 --> 00:10:11.000]  於是我就在你面前出現
[00:10:11.000 --> 00:10:12.000]  嚇到你倒在地上
[00:10:12.000 --> 00:10:16.000]  於是你在無可抗拒之下
[00:10:16.000 --> 00:10:18.000]  你要受到威嚇
[00:10:18.000 --> 00:10:20.000]  你要歸向我
[00:10:20.000 --> 00:10:23.000]  耶穌與蘇羅相遇
[00:10:23.000 --> 00:10:25.000]  是完全出於他對蘇羅的愛
[00:10:25.000 --> 00:10:26.000]  我們在這裡看到
[00:10:26.000 --> 00:10:28.000]  我們見到耶穌與蘇羅相遇之後
[00:10:28.000 --> 00:10:31.000]  更加在蘇羅的身邊
[00:10:31.000 --> 00:10:34.000]  猜派了三個人成為蘇羅
[00:10:34.000 --> 00:10:36.000]  在初信主時期的引領和扶持
[00:10:36.000 --> 00:10:38.000]  我們所說的生命天使
[00:10:38.000 --> 00:10:41.000]  讓蘇羅在他的心靈裡
[00:10:41.000 --> 00:10:43.000]  都能夠被興起
[00:10:43.000 --> 00:10:44.000]  被更新
[00:10:44.000 --> 00:10:45.000]  被轉化
[00:10:45.000 --> 00:10:47.000]  我們嘗試去認識
[00:10:47.000 --> 00:10:49.000]  這三個人是哪三位
[00:10:49.000 --> 00:10:52.000]  第一是一個憑信的同行者
[00:10:52.000 --> 00:10:54.000]  讓蘇羅帶來肉身的救贖
[00:10:54.000 --> 00:10:56.000]  我們讀第八節
[00:10:56.000 --> 00:10:58.000]  蘇羅從地上起來
[00:10:58.000 --> 00:10:59.000]  睜開眼睛
[00:10:59.000 --> 00:11:01.000]  竟不能看見什麼
[00:11:01.000 --> 00:11:03.000]  有人拉他的手
[00:11:03.000 --> 00:11:05.000]  領他進了大馬式
[00:11:05.000 --> 00:11:09.000]  當時一個這麼可怕的蘇羅
[00:11:09.000 --> 00:11:11.000]  竟然有人願意幫助他
[00:11:11.000 --> 00:11:13.000]  這個人叫什麼名字
[00:11:13.000 --> 00:11:15.000]  他就叫友人
[00:11:15.000 --> 00:11:17.000]  名字也沒有
[00:11:17.000 --> 00:11:19.000]  我們想想當時
[00:11:19.000 --> 00:11:22.000]  在大馬式的路上曠野的地方
[00:11:22.000 --> 00:11:25.000]  蘇羅突然看不到東西
[00:11:25.000 --> 00:11:27.000]  我覺得他身邊的人
[00:11:27.000 --> 00:11:29.000]  當然是雞飛狗走
[00:11:29.000 --> 00:11:31.000]  當然是任由他
[00:11:31.000 --> 00:11:33.000]  竟然有人願意幫助他
[00:11:33.000 --> 00:11:34.000]  如果不是這樣
[00:11:34.000 --> 00:11:35.000]  看不到的東西
[00:11:35.000 --> 00:11:37.000]  蘇羅可能已經在大馬式路上
[00:11:37.000 --> 00:11:39.000]  掉進坑裡
[00:11:39.000 --> 00:11:42.000]  或者被野獸叼走
[00:11:42.000 --> 00:11:44.000]  或者被強盜搶走
[00:11:44.000 --> 00:11:46.000]  於是凍死在曠野
[00:11:46.000 --> 00:11:48.000]  甚至可能迷失了路
[00:11:48.000 --> 00:11:50.000]  不知道去了哪裡
[00:11:50.000 --> 00:11:51.000]  很感恩
[00:11:51.000 --> 00:11:53.000]  因為這個友人
[00:11:53.000 --> 00:11:56.000]  把他帶回城市安頓下來
[00:11:56.000 --> 00:11:58.000]  在美國一個調查裡
[00:11:58.000 --> 00:11:59.000]  曾經說過
[00:11:59.000 --> 00:12:01.000]  一個人缺次信主
[00:12:01.000 --> 00:12:04.000]  平均要有28個人
[00:12:04.000 --> 00:12:06.000]  曾經和他傳過福音
[00:12:06.000 --> 00:12:08.000]  當中有很多
[00:12:08.000 --> 00:12:10.000]  可能就是無名氏
[00:12:10.000 --> 00:12:12.000]  就是我們剛才所說的友人
[00:12:12.000 --> 00:12:14.000]  或者是誰誰
[00:12:14.000 --> 00:12:15.000]  各位弟兄姊妹
[00:12:15.000 --> 00:12:16.000]  大家都回想一下
[00:12:16.000 --> 00:12:18.000]  你自己缺次的時候
[00:12:18.000 --> 00:12:20.000]  在你的生命裡
[00:12:20.000 --> 00:12:22.000]  有多少個誰誰
[00:12:22.000 --> 00:12:25.000]  和你說過耶穌愛你
[00:12:25.000 --> 00:12:30.000]  所以當中神的預備
[00:12:30.000 --> 00:12:32.000]  祂的恩典夠我們用
[00:12:32.000 --> 00:12:34.000]  所以同樣地相對來說
[00:12:34.000 --> 00:12:36.000]  神吩咐我們去傳福音
[00:12:36.000 --> 00:12:39.000]  祂有沒有說過
[00:12:39.000 --> 00:12:41.000]  我們傳給對方
[00:12:41.000 --> 00:12:43.000]  祂一定會相信耶穌
[00:12:43.000 --> 00:12:44.000]  神沒有說過
[00:12:44.000 --> 00:12:46.000]  包底說你出去傳吧
[00:12:46.000 --> 00:12:48.000]  我給你能力去信
[00:12:48.000 --> 00:12:50.000]  一出去傳就有人傳福音
[00:12:50.000 --> 00:12:53.000]  但是祂卻吩咐我們去傳揚福音
[00:12:53.000 --> 00:12:55.000]  我們要做的是
[00:12:55.000 --> 00:12:56.000]  我們深信
[00:12:56.000 --> 00:12:58.000]  我們在神整個福音的計劃
[00:12:58.000 --> 00:13:00.000]  在福音的工程裡有份
[00:13:00.000 --> 00:13:02.000]  我們可能是第十四個
[00:13:02.000 --> 00:13:05.000]  第十八個可能是第二十七個
[00:13:05.000 --> 00:13:08.000]  第二十八個祂就會相信
[00:13:08.000 --> 00:13:10.000]  所以有機會我們是做第二十八個
[00:13:10.000 --> 00:13:13.000]  還是我們也有機會做其他的
[00:13:13.000 --> 00:13:16.000]  因為神所說的是
[00:13:16.000 --> 00:13:17.000]  在福音的過程裡
[00:13:17.000 --> 00:13:19.000]  傳福音的過程裡
[00:13:19.000 --> 00:13:20.000]  有人播種
[00:13:20.000 --> 00:13:22.000]  有人挑冠
[00:13:22.000 --> 00:13:25.000]  唯有耶和華祂親自修改
[00:13:25.000 --> 00:13:27.000]  所以在耶穌請吃飯裡
[00:13:27.000 --> 00:13:29.000]  最後那台走出來那個
[00:13:29.000 --> 00:13:32.000]  是不是李牧師說的道
[00:13:32.000 --> 00:13:33.000]  祂可以決志
[00:13:33.000 --> 00:13:34.000]  未必
[00:13:34.000 --> 00:13:36.000]  唯有是神親自進到祂的心裡
[00:13:36.000 --> 00:13:38.000]  所以就算祂聽不到任何的道
[00:13:38.000 --> 00:13:42.000]  祂最終自己也會走出去決志信主
[00:13:42.000 --> 00:13:43.000]  一個彭信的同行者
[00:13:43.000 --> 00:13:46.000]  讓我們能夠得著這個救贖
[00:13:46.000 --> 00:13:47.000]  第二個
[00:13:47.000 --> 00:13:49.000]  我們是一個彭信的代討者
[00:13:49.000 --> 00:13:50.000]  我們看到第二個人物
[00:13:50.000 --> 00:13:53.000]  能夠帶來一個靈性的甦醒
[00:13:53.000 --> 00:13:56.000]  我們讀第十七節
[00:13:56.000 --> 00:13:59.000]  阿拿利亞就去了進入那家
[00:13:59.000 --> 00:14:01.000]  把手按在訴羅身上說
[00:14:01.000 --> 00:14:04.000]  兄弟訴羅在你來的路上
[00:14:04.000 --> 00:14:06.000]  向你顯現的主
[00:14:06.000 --> 00:14:07.000]  就是耶穌
[00:14:07.000 --> 00:14:08.000]  打發我來
[00:14:08.000 --> 00:14:10.000]  叫你能看見
[00:14:10.000 --> 00:14:12.000]  又被聖靈充滿
[00:14:12.000 --> 00:14:14.000]  這位阿拿利亞弟兄
[00:14:14.000 --> 00:14:18.000]  最初他一樣領受神的意象
[00:14:18.000 --> 00:14:19.000]  但是拗了頭
[00:14:19.000 --> 00:14:21.000]  他即時的反應是
[00:14:21.000 --> 00:14:23.000]  不是吧
[00:14:23.000 --> 00:14:24.000]  是他
[00:14:24.000 --> 00:14:25.000]  他也會信耶穌
[00:14:25.000 --> 00:14:26.000]  一邊說一邊退後
[00:14:26.000 --> 00:14:28.000]  我相信阿拿利亞
[00:14:28.000 --> 00:14:29.000]  但是他最終
[00:14:29.000 --> 00:14:30.000]  都是憑著信心
[00:14:30.000 --> 00:14:32.000]  信服在神的旨意裏面
[00:14:32.000 --> 00:14:33.000]  他去找到訴羅
[00:14:33.000 --> 00:14:34.000]  而且去到找訴羅的時候
[00:14:34.000 --> 00:14:35.000]  憑著信心
[00:14:35.000 --> 00:14:37.000]  就是按手在他頭上
[00:14:37.000 --> 00:14:38.000]  為訴羅祈禱
[00:14:38.000 --> 00:14:40.000]  於是讓訴羅能夠得著
[00:14:40.000 --> 00:14:42.000]  肉身和靈裏面的醫治
[00:14:42.000 --> 00:14:43.000]  因為聖經裏面說
[00:14:43.000 --> 00:14:44.000]  當祈完禱之後
[00:14:44.000 --> 00:14:47.000]  訴羅再次可以看見
[00:14:47.000 --> 00:14:51.000]  而且他被聖靈充滿
[00:14:51.000 --> 00:14:53.000]  所以大家都去思想一下
[00:14:53.000 --> 00:14:56.000]  我們自己昔日信主的時候
[00:14:56.000 --> 00:14:57.000]  我們身邊除了有很多
[00:14:57.000 --> 00:14:58.000]  誰誰誰的時候
[00:14:58.000 --> 00:15:00.000]  也有很多我們知道的人
[00:15:00.000 --> 00:15:01.000]  是不斷的
[00:15:01.000 --> 00:15:03.000]  無論是家人弟兄姊妹朋友
[00:15:03.000 --> 00:15:05.000]  不斷為我們禱告
[00:15:05.000 --> 00:15:07.000]  我們才能夠成為
[00:15:07.000 --> 00:15:10.000]  神裏面福音的其中一個果子
[00:15:10.000 --> 00:15:11.000]  所以弟兄姊妹
[00:15:11.000 --> 00:15:12.000]  很想問大家
[00:15:12.000 --> 00:15:16.000]  你相不相信代禱的能力
[00:15:16.000 --> 00:15:18.000]  無論你是代禱者也好
[00:15:18.000 --> 00:15:20.000]  無論你是受惠者也好
[00:15:20.000 --> 00:15:21.000]  我們每一個信徒
[00:15:21.000 --> 00:15:24.000]  我們都曾經經過彭信代禱
[00:15:24.000 --> 00:15:26.000]  所經歷神的能力
[00:15:26.000 --> 00:15:28.000]  舉幾個例子給大家
[00:15:28.000 --> 00:15:29.000]  其中一個
[00:15:29.000 --> 00:15:32.000]  我們教會最近前一段時間
[00:15:32.000 --> 00:15:35.000]  我們很懇切的
[00:15:35.000 --> 00:15:38.000]  就是為著我們九龍東堂堂主任
[00:15:38.000 --> 00:15:41.000]  林牧師的師母的身體去祈禱
[00:15:41.000 --> 00:15:43.000]  她因為癌症
[00:15:43.000 --> 00:15:45.000]  差不多要去到死亡的邊緣
[00:15:45.000 --> 00:15:47.000]  去到深切治療部
[00:15:47.000 --> 00:15:48.000]  但是神的恩手
[00:15:48.000 --> 00:15:50.000]  卻讓她在死亡裏面拯救出來
[00:15:50.000 --> 00:15:54.000]  她竟然可以離開深切治療部
[00:15:54.000 --> 00:15:55.000]  現在回到家裏
[00:15:55.000 --> 00:15:57.000]  根據林牧師的代禱事項
[00:15:57.000 --> 00:16:00.000]  她一路一路的接受治療
[00:16:00.000 --> 00:16:02.000]  她的眼睛開始復原
[00:16:02.000 --> 00:16:04.000]  她慢慢一步一步的進步
[00:16:04.000 --> 00:16:06.000]  但是否可以好起來
[00:16:06.000 --> 00:16:07.000]  像以前那樣
[00:16:07.000 --> 00:16:10.000]  我們只可以憑信心繼續去祈禱
[00:16:10.000 --> 00:16:11.000]  就是我們看到
[00:16:11.000 --> 00:16:13.000]  當中有美好的見證
[00:16:13.000 --> 00:16:15.000]  而教會也每個月
[00:16:15.000 --> 00:16:16.000]  第一個星期六
[00:16:16.000 --> 00:16:17.000]  我們有醫治室
[00:16:17.000 --> 00:16:20.000]  我們的禱告服侍的侍工
[00:16:20.000 --> 00:16:21.000]  弟兄姊妹
[00:16:21.000 --> 00:16:22.000]  她自己的需要
[00:16:22.000 --> 00:16:24.000]  她和她家人朋友的需要
[00:16:24.000 --> 00:16:26.000]  可以帶到教會當中
[00:16:26.000 --> 00:16:29.000]  我們有一班教會的代禱者
[00:16:29.000 --> 00:16:31.000]  很願意和他們同行
