
[00:00:00.000 --> 00:00:03.400]  大家好 題目是「不要濫用恩賜」
[00:02:22.000 --> 00:02:27.000]  因為當時神學院要穿西裝去上學
[00:02:27.000 --> 00:02:31.800]  現在學院不用了 現在時代不同了
[00:02:31.800 --> 00:02:34.800]  以前要打領帶
[00:02:34.800 --> 00:02:37.800]  嘩 去到選時裝的時候
[00:02:37.800 --> 00:02:40.100]  就不是這些男士很高興
[00:02:40.100 --> 00:02:42.600]  其實是這個Howard一看到他們
[00:02:42.600 --> 00:02:45.100]  嘩 有這樣的衣服穿
[00:02:45.100 --> 00:02:47.000]  他就很開心在裏面
[00:02:47.000 --> 00:02:50.300]  比那些神學生還要開心
[00:02:50.300 --> 00:02:51.100]  其實是什麼呢
[00:02:51.100 --> 00:02:55.500]  就是當Howard將他的恩賜運出來的時候
[00:02:55.500 --> 00:02:58.100]  他發覺他有一種滿足
[00:02:58.100 --> 00:03:02.200]  神給他的資源可以運用得非常好
[00:03:02.200 --> 00:03:04.800]  但是當他運用他的恩賜的時候
[00:03:04.800 --> 00:03:09.200]  出售量多 影響其他10個神學生
[00:03:09.200 --> 00:03:11.400]  你想一下影響會有多大
[00:03:11.400 --> 00:03:13.600]  所以我們無論是什麼
[00:03:13.600 --> 00:03:15.800]  在聖經裏面說我們有很多恩賜
[00:03:15.800 --> 00:03:18.200]  有些教導的恩賜 有些施捨的恩賜
[00:03:18.200 --> 00:03:21.000]  有些施予的恩賜 憐憫人的恩賜
[00:03:21.000 --> 00:03:22.600]  你是哪一種呢
[00:03:22.600 --> 00:03:25.400]  所以如果我們好好把握善用
[00:03:25.400 --> 00:03:27.500]  神可以有很大的使用
[00:03:27.500 --> 00:03:31.300]  但是若然恩賜我們如果不小心
[00:03:31.300 --> 00:03:33.600]  可能會帶來一種危機
[00:03:33.600 --> 00:03:36.300]  因為恩賜往往給我們一個感受
[00:03:36.300 --> 00:03:38.200]  就是我有些本領
[00:03:38.200 --> 00:03:41.200]  這個本領就成為了我自己的價值
[00:03:41.200 --> 00:03:45.900]  我慢慢將自己看得很高
[00:03:45.900 --> 00:03:48.500]  甚至可能會濫用
[00:03:48.500 --> 00:03:51.300]  為了要增加自己的價值
[00:03:51.300 --> 00:03:54.200]  我有這麼多恩賜 我要用到盡
[00:03:54.200 --> 00:03:56.300]  但是我們不小心
[00:03:56.300 --> 00:03:58.900]  恩賜本來成為了別人的祝福
[00:03:58.900 --> 00:04:00.900]  但是如果我們不好好的善用
[00:04:00.900 --> 00:04:02.900]  我們甚至濫用
[00:04:02.900 --> 00:04:05.400]  甚至成為了別人的傷害
[00:04:05.400 --> 00:04:07.100]  所以我們要很小心
[00:04:07.100 --> 00:04:08.700]  我們看到這段經文的時候
[00:04:08.700 --> 00:04:11.300]  就是哥倫多的教會很多恩賜
[00:04:11.300 --> 00:04:14.000]  本來早就稱讚他們很多恩賜 口才
[00:04:14.000 --> 00:04:16.800]  沒有什麼缺乏的
[00:04:16.800 --> 00:04:19.200]  但是這班弟兄姊妹
[00:04:19.200 --> 00:04:22.600]  卻是屬靈的生命很淺薄
[00:04:22.600 --> 00:04:26.400]  以至於他們在屬靈的恩賜運用上
[00:04:26.400 --> 00:04:29.600]  搞得一塌糊塗 濫用
[00:04:29.600 --> 00:04:34.400]  特別他們很高舉一些超自然的恩賜
[00:04:34.400 --> 00:04:37.900]  如果我們看聖經記注的地方講到恩賜
[00:04:37.900 --> 00:04:40.200]  但是如果你看哥倫多的前書
[00:04:40.200 --> 00:04:42.200]  保羅列出一些屬靈的恩賜
[00:04:42.200 --> 00:04:44.700]  往往是超自然力量的恩賜
[00:04:44.700 --> 00:04:50.300]  比如醫治 有大能
[00:04:50.300 --> 00:04:52.600]  謊言 翻謊言等等
[00:04:52.600 --> 00:04:57.800]  這些恩賜是超自然的恩賜
[00:04:57.800 --> 00:04:59.400]  所以我們會看到
[00:04:59.400 --> 00:05:01.900]  他們特別高舉謊言的恩賜
[00:05:01.900 --> 00:05:05.000]  因為講一些人家不懂得聽的話
[00:05:05.000 --> 00:05:06.500]  一般人不懂得聽的時候
[00:05:06.500 --> 00:05:09.700]  就覺得自己是一個屬靈的超人
[00:05:09.700 --> 00:05:12.500]  你看我多有屬靈的福分
[00:05:12.500 --> 00:05:15.900]  於是濫用 造成教會一些傷害
[00:05:15.900 --> 00:05:19.600]  所以保羅就在十二章一直到十四章
[00:05:19.600 --> 00:05:21.600]  就駁斥這些信徒
[00:05:21.600 --> 00:05:24.600]  叫他們去改變 不要再這樣
[00:05:24.600 --> 00:05:26.700]  所以我們這段經文就是講
[00:05:26.700 --> 00:05:29.400]  保羅怎樣去正面的去指責他們
[00:05:29.400 --> 00:05:30.900]  或者提醒他們
[00:05:30.900 --> 00:05:33.600]  我們首先看看這段經文講到
[00:05:33.600 --> 00:05:35.600]  當我們善用恩賜的時候
[00:05:35.600 --> 00:05:37.600]  在教會裏面的弟兄姊妹
[00:05:37.600 --> 00:05:39.400]  都會得到詛咒
[00:05:39.400 --> 00:05:40.300]  不止這樣
[00:05:40.300 --> 00:05:43.300]  第二方面是一些未信主的人
[00:05:43.300 --> 00:05:44.900]  或者一些誤導的朋友
[00:05:44.900 --> 00:05:46.600]  都是能夠得到幫助
[00:05:46.600 --> 00:05:49.500]  但你們要很善用這些恩賜
[00:05:49.500 --> 00:05:52.800]  或者我們首先看看
[00:05:52.800 --> 00:05:54.900]  十三節到十九節
[00:05:54.900 --> 00:05:58.500]  我們一起重讀
[00:05:58.500 --> 00:06:01.200]  所以那說謊言的
[00:06:01.200 --> 00:06:04.600]  就當祈求有翻謊言的恩賜
[00:06:04.600 --> 00:06:06.500]  我若用謊言禱告
[00:06:06.500 --> 00:06:08.600]  就是我的靈在禱告
[00:06:08.600 --> 00:06:11.500]  但我的理性沒有果效
[00:06:11.500 --> 00:06:13.400]  我應該怎麼做呢?
[00:06:13.400 --> 00:06:15.300]  我要用靈禱告
[00:06:15.300 --> 00:06:17.300]  也要用理智禱告
[00:06:17.300 --> 00:06:19.100]  我要用靈歌唱
[00:06:19.100 --> 00:06:21.300]  也要用理智歌唱
[00:06:21.300 --> 00:06:22.100]  不然
[00:06:22.100 --> 00:06:23.600]  你用靈祝謝
[00:06:23.600 --> 00:06:25.900]  那在座不通謊言的人
[00:06:25.900 --> 00:06:27.800]  既然不明白你的話
[00:06:27.800 --> 00:06:31.200]  怎能在你感謝的時候說阿門呢?
[00:06:31.200 --> 00:06:33.600]  你的感謝固然是好
[00:06:33.600 --> 00:06:35.900]  不過不能造就別人
[00:06:35.900 --> 00:06:37.400]  我感謝神
[00:06:37.400 --> 00:06:40.400]  我說謊言比你們眾人還多
[00:06:40.400 --> 00:06:42.000]  但在教會中
[00:06:42.000 --> 00:06:45.800]  我寧可用理智說五句教導人的話
[00:06:45.800 --> 00:06:48.900]  強過說萬句謊言
[00:06:48.900 --> 00:06:51.000]  保羅一開始就說
[00:06:51.000 --> 00:06:51.900]  他說
[00:06:51.900 --> 00:06:54.400]  講謊言的那一位
[00:06:54.400 --> 00:06:59.000]  就是要祈求能夠有翻謊言的恩賜
[00:06:59.000 --> 00:07:00.400]  什麼叫謊言呢?
[00:07:00.400 --> 00:07:02.100]  或者我們界定一下
[00:07:02.100 --> 00:07:04.100]  謊言有兩個看法
[00:07:04.100 --> 00:07:09.100]  第一個是一個不是世間的語言
[00:07:09.100 --> 00:07:11.900]  或者有人叫天使的語言
[00:07:11.900 --> 00:07:14.400]  是一些聽不明白的
[00:07:14.400 --> 00:07:16.000]  另一個就是
[00:07:16.000 --> 00:07:16.800]  不是
[00:07:16.800 --> 00:07:18.100]  而是這個恩賜
[00:07:18.100 --> 00:07:21.600]  是說人去說一些謊言
[00:07:21.600 --> 00:07:22.800]  我沒有學過的
[00:07:22.800 --> 00:07:24.800]  但能夠說到別國的謊言
[00:07:24.800 --> 00:07:26.700]  譬如我不懂日文的
[00:07:26.700 --> 00:07:28.100]  我突然去到日本
[00:07:28.100 --> 00:07:29.500]  說起日本文出來
[00:07:29.500 --> 00:07:33.300]  這些就是聖經裡面說的謊言的恩賜
[00:07:33.300 --> 00:07:38.200]  是說到不同的地域的謊言
[00:07:38.200 --> 00:07:40.600]  有什麼理據呢?
[00:07:40.600 --> 00:07:44.000]  前者是一個屬靈的言語
[00:07:44.000 --> 00:07:45.600]  一些可能是天使的言語
[00:07:45.600 --> 00:07:46.600]  理據在哪裡呢?
[00:07:46.600 --> 00:07:49.900]  理據可以在十四章看到
[00:07:49.900 --> 00:07:51.400]  在這段經文裡面
[00:07:51.400 --> 00:07:53.400]  其中有一段說話就是
[00:07:53.400 --> 00:07:55.800]  其實保羅在這一段是將
[00:07:55.800 --> 00:07:59.800]  謊言和先知講道的恩賜
[00:07:59.800 --> 00:08:01.600]  作一個比較
[00:08:01.600 --> 00:08:04.000]  他說如果你只是講謊言
[00:08:04.000 --> 00:08:05.200]  沒有翻出來的
[00:08:05.200 --> 00:08:07.500]  先知的講道的恩賜
[00:08:07.500 --> 00:08:09.500]  比你更加重要更加強
[00:08:09.500 --> 00:08:11.600]  講謊言是怎樣呢?
[00:08:11.600 --> 00:08:14.000]  第二節就這樣作一個註腳
[00:08:14.000 --> 00:08:16.300]  他說:那說謊言的不是對人說
[00:08:16.300 --> 00:08:17.500]  而是對神說的
[00:08:17.500 --> 00:08:20.200]  因為沒有聽得懂
[00:08:20.200 --> 00:08:24.000]  他是藉著聖靈說各樣的奧秘
[00:08:24.000 --> 00:08:26.300]  這裡不是講給人聽的
[00:08:26.300 --> 00:08:27.300]  是講給神聽
[00:08:27.300 --> 00:08:29.100]  講一些屬靈的奧秘
[00:08:29.100 --> 00:08:30.600]  我們知道
[00:08:30.600 --> 00:08:32.800]  如果我們聽回下文的時候
[00:08:32.800 --> 00:08:36.300]  其實講謊言也要翻謊言
[00:08:36.300 --> 00:08:39.400]  最終的對象都是一些人
[00:08:39.400 --> 00:08:41.400]  所以這裡不是說不是對人說
[00:08:41.400 --> 00:08:44.100]  就一定是一些人聽不懂的意願
[00:08:44.100 --> 00:08:46.400]  只不過因為還沒翻譯的時候
[00:08:46.400 --> 00:08:47.900]  我們聽不明白
[00:08:47.900 --> 00:08:50.800]  這是一個理據
[00:08:50.800 --> 00:08:54.600]  但也有一個可能未必是這樣解釋
[00:08:54.600 --> 00:08:57.400]  另外一個理據是
[00:08:57.400 --> 00:08:58.600]  天使的言語
[00:08:58.600 --> 00:09:00.900]  例如第十三章第一節說
[00:09:00.900 --> 00:09:03.500]  我又能算人間的謊言
[00:09:03.500 --> 00:09:05.800]  甚至天使的言語
[00:09:05.800 --> 00:09:06.700]  卻沒有愛
[00:09:06.700 --> 00:09:10.200]  我就成為名的羅響的不一樣
[00:09:10.200 --> 00:09:13.200]  保羅在這裡作一個比較
[00:09:13.200 --> 00:09:15.600]  這裡說到有天使的言語
[00:09:15.600 --> 00:09:17.100]  但我們要了解
[00:09:17.100 --> 00:09:19.400]  也有一些要考慮的
[00:09:19.400 --> 00:09:23.200]  就是因為保羅這句話是一個假設性的說法
[00:09:23.200 --> 00:09:25.700]  就是說如果我
[00:09:25.700 --> 00:09:27.000]  扯得很盡
[00:09:27.000 --> 00:09:28.500]  如果我說謊言
[00:09:28.500 --> 00:09:30.800]  我能夠說到萬人的謊言
[00:09:30.800 --> 00:09:32.000]  在我們和合本裡面說
[00:09:32.000 --> 00:09:33.600]  其實原文就是說
[00:09:33.600 --> 00:09:34.600]  很多人的
[00:09:34.600 --> 00:09:36.300]  不同的人的謊言
[00:09:36.300 --> 00:09:39.600]  甚至說到天使的言語
[00:09:39.600 --> 00:09:42.000]  如果這樣說的時候
[00:09:42.000 --> 00:09:43.200]  如果你沒有了愛
[00:09:43.200 --> 00:09:46.100]  多少的這些能力呢
[00:09:46.100 --> 00:09:47.200]  沒有意思的
[00:09:47.200 --> 00:09:49.000]  說出來你造就不了人
[00:09:49.000 --> 00:09:51.000]  這樣說法不是代表真的有
[00:09:51.000 --> 00:09:53.000]  可以說有一種特別的語言
[00:09:53.000 --> 00:09:55.000]  叫天使的言語
[00:09:55.000 --> 00:09:57.000]  是說假設性的
[00:09:57.000 --> 00:09:59.000]  如果我這樣說
[00:09:59.000 --> 00:10:02.000]  當然沒有一個人能夠說完所有人的謊言
[00:10:02.000 --> 00:10:02.800]  包括保羅
[00:10:02.800 --> 00:10:05.200]  也沒有人能夠說到天使的言語
[00:10:05.200 --> 00:10:08.600]  再者聖經裡面說天使和人溝通
[00:10:08.600 --> 00:10:10.300]  是別人聽得懂的
[00:10:10.300 --> 00:10:12.600]  啟示到天上唱歌
[00:10:12.600 --> 00:10:14.600]  那些人都會聽
[00:10:14.600 --> 00:10:16.700]  萬國萬民的謊言都聽到
[00:10:16.700 --> 00:10:17.700]  所以如果這樣說
[00:10:17.700 --> 00:10:19.000]  也有問題
[00:10:19.000 --> 00:10:20.000]  反而
[00:10:20.000 --> 00:10:20.800]  另一個看法
[00:10:20.800 --> 00:10:21.700]  一個謊言
[00:10:21.700 --> 00:10:22.500]  地方的謊言
[00:10:22.500 --> 00:10:23.500]  就更加
[00:10:23.500 --> 00:10:25.000]  我覺得更加合理
[00:10:25.000 --> 00:10:25.800]  原因是什麼
[00:10:25.800 --> 00:10:26.600]  如果保羅說
[00:10:26.600 --> 00:10:28.700]  我能說萬人的謊言
[00:10:28.700 --> 00:10:29.900]  就是很多人的謊言
[00:10:29.900 --> 00:10:31.400]  那就是代表謊言
[00:10:31.400 --> 00:10:35.100]  有可能是地域上的國家的語言
[00:10:35.100 --> 00:10:36.700]  我想這個就是
[00:10:36.700 --> 00:10:39.500]  我們知道
[00:10:39.500 --> 00:10:41.400]  這個是這樣的看法
[00:10:41.400 --> 00:10:42.300]  另外還有
[00:10:42.300 --> 00:10:43.500]  在我們內文裡面
[00:10:43.500 --> 00:10:44.800]  去解釋謊言
[00:10:44.800 --> 00:10:45.800]  也引用回
[00:10:45.800 --> 00:10:47.800]  譬如我們等一下會看
[00:10:47.800 --> 00:10:48.600]  一月的聖經
[00:10:48.600 --> 00:10:49.300]  舊約的聖經
[00:10:49.300 --> 00:10:52.500]  都是說人的說話方法的語言
[00:10:52.500 --> 00:10:54.200]  所以就是
[00:10:54.200 --> 00:10:56.600]  我覺得如果兩邊去比較
[00:10:56.600 --> 00:10:57.800]  兩個可能性
[00:10:57.800 --> 00:10:58.800]  我會採納
[00:10:58.800 --> 00:10:59.600]  我會覺得是
[00:10:59.600 --> 00:11:00.800]  人的謊言
[00:11:00.800 --> 00:11:01.800]  是更加
[00:11:01.800 --> 00:11:03.600]  就是地區性的謊言
[00:11:03.600 --> 00:11:05.000]  是更加的
[00:11:05.000 --> 00:11:06.700]  可信
[00:11:06.700 --> 00:11:08.000]  或者可靠
[00:11:08.000 --> 00:11:10.500]  可取這樣的看法
[00:11:10.500 --> 00:11:12.800]  所以保羅就說
[00:11:12.800 --> 00:11:15.700]  如果我們有一個的謊言
[00:11:15.700 --> 00:11:17.200]  能夠這個恩賜
[00:11:17.200 --> 00:11:18.200]  其實在聖經裡面
[00:11:18.200 --> 00:11:19.700]  更加就是提到
[00:11:19.700 --> 00:11:21.200]  有些謊言的出現
[00:11:21.200 --> 00:11:23.000]  我們再看參考
[00:11:23.000 --> 00:11:23.800]  譬如好像
[00:11:23.800 --> 00:11:25.200]  史諾恆傳第二章
[00:11:25.200 --> 00:11:26.600]  就說到
[00:11:26.600 --> 00:11:29.200]  當耶穌基督被釘十字架升天
[00:11:29.200 --> 00:11:31.200]  然後五十天之後
[00:11:31.200 --> 00:11:32.400]  我們叫五旬節
[00:11:32.400 --> 00:11:34.700]  是猶太人一個很重要的節期
[00:11:34.700 --> 00:11:37.000]  很多人就去到耶路撒冷的地方
[00:11:37.000 --> 00:11:37.800]  這個時候
[00:11:37.800 --> 00:11:39.800]  聖靈降臨在他們身上
[00:11:39.800 --> 00:11:41.300]  在信徒當中
[00:11:41.300 --> 00:11:43.200]  他們就賜給他們口才
[00:11:43.200 --> 00:11:45.700]  說出很多的謊言
[00:11:45.700 --> 00:11:48.600]  當時根據第二章第六節
[00:11:48.600 --> 00:11:49.700]  他們在說
[00:11:49.700 --> 00:11:51.700]  別國的鄉談
[00:11:51.700 --> 00:11:53.700]  而那些什麼別國的鄉談呢
[00:11:53.700 --> 00:11:55.300]  因為很多人回來
[00:11:55.300 --> 00:11:57.900]  因為猶太人很多四散去
[00:11:57.900 --> 00:11:59.500]  不同的地方
[00:11:59.500 --> 00:12:02.300]  有些甚至遠到羅馬
[00:12:02.300 --> 00:12:05.300]  有些在埃及
[00:12:05.300 --> 00:12:07.900]  有些在今天的土耳其
[00:12:07.900 --> 00:12:09.700]  或者甚至有些伊拉克
[00:12:09.700 --> 00:12:11.500]  他們來到這裡的時候
[00:12:11.500 --> 00:12:13.400]  他們聽到自己的鄉音
[00:12:13.400 --> 00:12:16.600]  這個就是這個方言
[00:12:16.600 --> 00:12:18.600]  這個字是一樣的
[00:12:18.600 --> 00:12:20.000]  在這裡是一樣的
[00:12:20.000 --> 00:12:22.700]  在史萊恆傳也是一樣的
[00:12:22.700 --> 00:12:25.000]  在我們今天看《亂經文》
[00:12:25.000 --> 00:12:26.600]  哥林多前書也是一樣的
[00:12:26.600 --> 00:12:28.000]  所以如果我們說突然間
[00:12:28.000 --> 00:12:30.000]  轉了另外一個方言的時候
[00:12:30.000 --> 00:12:32.400]  保羅似乎沒有這樣的啟示
[00:12:32.400 --> 00:12:34.400]  沒有這樣的顯示出來
[00:12:34.400 --> 00:12:37.000]  所以如果我們各方面綜合來看
[00:12:37.000 --> 00:12:40.400]  我會覺得這個方言解釋更加合理
[00:12:40.400 --> 00:12:44.000]  一個已故的牧者斯托德
[00:12:44.000 --> 00:12:47.200]  一個英國的牧者斯托德·約翰索
[00:12:47.200 --> 00:12:48.700]  他也是這個看法
[00:12:48.700 --> 00:12:52.700]  或者這個看法也有一些重要的意義在裡面
[00:12:52.700 --> 00:12:55.200]  如果我們繼續再看下去的時候
[00:12:55.200 --> 00:12:58.300]  當這個時候五象織來了
[00:12:58.300 --> 00:13:02.100]  然後當時的信徒也有這個恩賜
[00:13:02.100 --> 00:13:04.000]  他們說方言的時候
[00:13:04.000 --> 00:13:07.800]  保羅就叫你要祈求翻方言的恩賜
[00:13:07.800 --> 00:13:08.800]  意思是什麼
[00:13:08.800 --> 00:13:09.900]  要聽得明白
[00:13:09.900 --> 00:13:10.700]  如果聽不明白
[00:13:10.700 --> 00:13:12.100]  上文也說過
[00:13:12.100 --> 00:13:14.100]  別人不知道你在說什麼
[00:13:14.100 --> 00:13:16.000]  如果你說一句話
[00:13:16.000 --> 00:13:18.200]  第二個國家的人就覺得
[00:13:18.200 --> 00:13:20.200]  都聽不明白你在說什麼
[00:13:20.200 --> 00:13:23.000]  所以每個語言都有它獨特的意義
[00:13:23.000 --> 00:13:24.900]  如果一個外國人聽到你說話
[00:13:24.900 --> 00:13:28.800]  你覺得你好像一個化外人
[00:13:28.800 --> 00:13:30.400]  好像一個還沒開發的人
[00:13:30.400 --> 00:13:33.200]  那麼他講的話
[00:13:33.200 --> 00:13:35.800]  我也覺得他好像還沒開發的
[00:13:35.800 --> 00:13:37.200]  好像野蠻人一樣
[00:13:37.200 --> 00:13:39.500]  各個有種疏離的感覺
[00:13:39.500 --> 00:13:41.200]  所以保羅就說
[00:13:41.200 --> 00:13:42.600]  如果講方言
[00:13:42.600 --> 00:13:44.200]  你是要有翻的
[00:13:44.200 --> 00:13:45.800]  接著就說
[00:13:45.800 --> 00:13:47.600]  因為如果聽不明白的時候
[00:13:47.600 --> 00:13:50.900]  我們的敬拜或者我們跟神的關係
[00:13:50.900 --> 00:13:52.400]  就會很疏離
[00:13:52.400 --> 00:13:56.700]  或者我們都沒有一個整個人的敬拜
[00:13:56.700 --> 00:13:58.400]  所以十四節這裡說
[00:13:58.400 --> 00:14:00.400]  我又用方言去禱告
[00:14:00.400 --> 00:14:02.800]  就是我的靈在禱告
[00:14:02.800 --> 00:14:06.300]  但我的理智沒有果效
[00:14:06.300 --> 00:14:07.400]  我應該怎麼說呢
[00:14:07.400 --> 00:14:09.400]  我要用靈禱告
[00:14:09.400 --> 00:14:11.700]  又要用理智禱告
[00:14:11.700 --> 00:14:13.400]  我要用靈歌唱
[00:14:13.400 --> 00:14:16.100]  又要用理智歌唱
[00:14:16.100 --> 00:14:17.900]  如果我只是用方言禱告
[00:14:17.900 --> 00:14:20.000]  沒有人明白的時候
[00:14:20.000 --> 00:14:21.300]  就算自己
[00:14:21.300 --> 00:14:22.100]  保羅說到
[00:14:22.100 --> 00:14:25.500]  如果我用這個方言禱告
[00:14:25.500 --> 00:14:27.100]  是我的靈禱告
[00:14:27.100 --> 00:14:29.500]  但我的理智沒有果效
[00:14:29.500 --> 00:14:31.100]  我的思想 我的思維
[00:14:31.100 --> 00:14:32.100]  完全都用不著
[00:14:32.100 --> 00:14:34.900]  因為我都不明白他在說什麼
[00:14:34.900 --> 00:14:36.100]  所以保羅就說
[00:14:36.100 --> 00:14:37.400]  我要用靈禱告
[00:14:37.400 --> 00:14:43.700]  亦都用我的理智去禱告
[00:14:43.700 --> 00:14:44.900]  唱歌一樣
[00:14:44.900 --> 00:14:47.200]  如果我們只是唱了一些音調
[00:14:47.200 --> 00:14:48.700]  我們只是聽音樂
[00:14:48.700 --> 00:14:51.200]  我們一直陶醉在那個情感的上
[00:14:51.200 --> 00:14:53.200]  但我們沒有歌詞
[00:14:53.200 --> 00:14:55.000]  我們未必知道什麼意思
[00:14:55.000 --> 00:14:56.600]  保羅就是這個意思
[00:14:56.600 --> 00:14:57.900]  就是說我們要整個人
[00:14:57.900 --> 00:14:59.300]  其實這個很合乎聖經
[00:14:59.300 --> 00:15:00.900]  聖經叫我們敬拜神
[00:15:00.900 --> 00:15:04.900]  是要在《馬可福音》十二章提到
[00:15:04.900 --> 00:15:07.700]  我們用盡心盡性盡義
[00:15:07.700 --> 00:15:11.300]  義這個字就是我們的理智
[00:15:11.300 --> 00:15:13.600]  加上盡力去愛主我們的神
[00:15:13.600 --> 00:15:15.300]  所以是整個人
[00:15:15.300 --> 00:15:18.000]  保羅說這樣才是真正的敬拜
[00:15:18.000 --> 00:15:21.100]  今天有些教會
[00:15:21.100 --> 00:15:25.500]  很受二十世紀初的靈因運動的影響
[00:15:25.500 --> 00:15:27.900]  二十世紀初有個運動叫做靈因運動
[00:15:27.900 --> 00:15:29.200]  他們的理念是什麼呢
[00:15:29.200 --> 00:15:31.100]  就說史諾恆專第二章
[00:15:31.100 --> 00:15:34.300]  剛才我跟大家描述的
[00:15:34.300 --> 00:15:38.100]  就是今天的聖徒都要經歷的
[00:15:38.100 --> 00:15:39.400]  這個是很大的課題
[00:15:39.400 --> 00:15:41.900]  我們遲些再探討
[00:15:41.900 --> 00:15:44.900]  就是說當時的人一有聖靈充滿
[00:15:44.900 --> 00:15:46.400]  他們講方言
[00:15:46.400 --> 00:15:48.000]  我們今天都有講方言
[00:15:48.000 --> 00:15:53.100]  於是就發生
[00:15:53.100 --> 00:15:56.900]  建立了這個靈因運動的第一波
[00:15:56.900 --> 00:15:59.400]  接著第二波 接著第三波
[00:15:59.400 --> 00:16:02.600]  一個一個的去演化出來
[00:16:02.600 --> 00:16:05.300]  這個靈因運動很強調神蹟奇事
[00:16:05.300 --> 00:16:06.800]  在我們今天的社會裏面
[00:16:06.800 --> 00:16:10.900]  我們一樣要經歷史諾恆專所有的這些作為
[00:16:10.900 --> 00:16:12.100]  但是我們要了解
[00:16:12.100 --> 00:16:14.700]  這個是一個舊恩時代的來臨
[00:16:14.700 --> 00:16:16.900]  當耶穌基督在世的時候
[00:16:16.900 --> 00:16:19.000]  他要彰顯他是彌賽亞
[00:16:19.000 --> 00:16:21.000]  使徒是要彰顯他的位份
[00:16:21.000 --> 00:16:24.300]  所以有很多這些神蹟奇事
[00:16:24.300 --> 00:16:26.400]  靈因運動就是建構於
[00:16:26.400 --> 00:16:27.800]  我們今天都要經歷
[00:16:27.800 --> 00:16:30.200]  所以在這段經文他們怎麼理解
[00:16:30.200 --> 00:16:32.800]  他說用靈禱告
[00:16:32.800 --> 00:16:37.400]  所以我們可以禱告講一些方言
[00:16:37.400 --> 00:16:39.400]  我們會得到肅靈很多幫助
[00:16:39.400 --> 00:16:40.300]  因為這裏說
[00:16:40.300 --> 00:16:41.900]  第四節說說方言的
[00:16:41.900 --> 00:16:43.900]  是造就自己
[00:16:43.900 --> 00:16:47.500]  所以如果沒有方言的
[00:16:47.500 --> 00:16:49.600]  如果我們下文知道就不要講
[00:16:49.600 --> 00:16:52.000]  但是他們說可以在自己裏面
