
[00:00:00.000 --> 00:00:03.000]  各位頂子妹 各位來賓朋友 早晨
[00:01:35.000 --> 00:01:38.000]  難道你會抓得比我更加多
[00:01:38.000 --> 00:01:39.000]  樣樣得意
[00:01:39.000 --> 00:01:42.000]  這個威廉他預備抓
[00:01:42.000 --> 00:01:44.000]  但抓之前他祈禱說
[00:01:44.000 --> 00:01:45.000]  主耶穌啊
[00:01:45.000 --> 00:01:49.000]  我知道你是監察人心的主
[00:01:49.000 --> 00:01:52.000]  你知道我真的很真心愛這個女子
[00:01:52.000 --> 00:01:55.000]  幾天前我還和她訂婚
[00:01:55.000 --> 00:01:59.000]  現在法官破不了案不止
[00:01:59.000 --> 00:02:02.000]  而這個亞歷菲還抓到十二點
[00:02:02.000 --> 00:02:04.000]  我真的不知道怎麼算好 主啊
[00:02:04.000 --> 00:02:06.000]  求你彰顯你的公義
[00:02:06.000 --> 00:02:08.000]  接著一抓
[00:02:08.000 --> 00:02:11.000]  又是十二點
[00:02:11.000 --> 00:02:13.000]  但是等一會兒
[00:02:13.000 --> 00:02:16.000]  那個色仔崩了一角
[00:02:16.000 --> 00:02:18.000]  有一點微微向上
[00:02:18.000 --> 00:02:21.000]  十三點
[00:02:21.000 --> 00:02:24.000]  這個法官看到這樣的情景
[00:02:24.000 --> 00:02:26.000]  聽到這個討問
[00:02:26.000 --> 00:02:28.000]  心裏面很受感動
[00:02:28.000 --> 00:02:31.000]  他相信是上帝在當中來參與
[00:02:31.000 --> 00:02:34.000]  結果判了這個威廉無罪釋放
[00:02:34.000 --> 00:02:37.000]  定了這個亞歷菲的罪
[00:02:37.000 --> 00:02:39.000]  弟兄姊妹聽下去的時間
[00:02:39.000 --> 00:02:42.000]  不知道你覺得是巧合還是好彩
[00:02:42.000 --> 00:02:46.000]  還是真的有公義在裏面彰顯
[00:02:46.000 --> 00:02:47.000]  今天再近一點
[00:02:47.000 --> 00:02:48.000]  我想問問你
[00:02:48.000 --> 00:02:52.000]  你覺得你身處是否一個公義的世界
[00:02:52.000 --> 00:02:54.000]  是否公正公平的世界
[00:02:54.000 --> 00:02:58.000]  我經常聽到很多不公義的事情
[00:02:58.000 --> 00:03:00.000]  無論是市民還是政府
[00:03:00.000 --> 00:03:02.000]  昨天才聽到一個判例
[00:03:02.000 --> 00:03:04.000]  就是大家很關心的
[00:03:04.000 --> 00:03:07.000]  可能有些很關心的維基
[00:03:07.000 --> 00:03:10.000]  這個港視勝訴
[00:03:10.000 --> 00:03:15.000]  然後新聞說什麼自己回去看
[00:03:15.000 --> 00:03:18.000]  我和大家看看一個指數
[00:03:18.000 --> 00:03:24.000]  這個很權威的世界公義工程法治指數
[00:03:24.000 --> 00:03:29.000]  調查了世界上九十九個地區國家
[00:03:29.000 --> 00:03:33.000]  在香港整體法治指數排名多少
[00:03:33.000 --> 00:03:34.000]  十六
[00:03:34.000 --> 00:03:36.000]  你說牧師也不錯
[00:03:36.000 --> 00:03:40.000]  我們在一個好像也不錯的世界裏面
[00:03:40.000 --> 00:03:44.000]  但是前面十五個都是文明的國家
[00:03:44.000 --> 00:03:46.000]  你知道我們祖國排第幾嗎
[00:03:46.000 --> 00:03:47.000]  九十九個地區
[00:03:47.000 --> 00:03:52.000]  七十六
[00:03:52.000 --> 00:03:55.000]  我們只是排亞洲的第四
[00:03:55.000 --> 00:03:59.000]  比新加坡日本南韓都要低
[00:03:59.000 --> 00:04:01.000]  特別你看第一點和第四點
[00:04:01.000 --> 00:04:05.000]  政府權限和這個基本權利
[00:04:05.000 --> 00:04:11.000]  都排得二十幾
[00:04:11.000 --> 00:04:14.000]  究竟是不是一個公正公平公義的世界呢
[00:04:14.000 --> 00:04:17.000]  就見仁見智了
[00:04:17.000 --> 00:04:21.000]  但我今天想和大家去看一段聖經
[00:04:21.000 --> 00:04:23.000]  就是我們大家要明白
[00:04:23.000 --> 00:04:27.000]  公平公正公義是上帝對他的百姓
[00:04:27.000 --> 00:04:29.000]  他的子民
[00:04:29.000 --> 00:04:34.000]  對這個社會人倫關係裏面
[00:04:34.000 --> 00:04:38.000]  核心價值的基礎
[00:04:38.000 --> 00:04:42.000]  我們先去到讀頭三節的聖經
[00:04:42.000 --> 00:04:44.000]  十八召二十節
[00:04:44.000 --> 00:04:45.000]  我請大家一起讀
[00:05:09.000 --> 00:05:13.000]  今天想和大家去思想一個中心的訊息
[00:05:13.000 --> 00:05:19.000]  就是我們必須要追求一個公平公正公義的生活
[00:05:19.000 --> 00:05:21.000]  作為上帝的兒女
[00:05:21.000 --> 00:05:23.000]  上帝的子民
[00:05:23.000 --> 00:05:25.000]  神的百姓
[00:05:25.000 --> 00:05:26.000]  我再講一次
[00:05:26.000 --> 00:05:30.000]  我們需要追求一個公平公正公義的生活
[00:05:30.000 --> 00:05:34.000]  我們必須要追求一個公平公正公義的生活
[00:05:34.000 --> 00:05:42.000]  我們必須要追求一個公平公正公義的生活
[00:05:42.000 --> 00:05:46.000]  我們再看一個大一點的經文的範圍
[00:05:46.000 --> 00:05:52.000]  在新命記講到摩西和一班將要進入迦南應許之地的以色列人去到吩咐
[00:05:52.000 --> 00:05:55.000]  講出了上帝的誡明律例
[00:05:55.000 --> 00:05:57.000]  一開始他講了很多的背景
[00:05:57.000 --> 00:05:58.000]  神怎樣帶領他們
[00:05:58.000 --> 00:06:04.000]  和他們要怎樣盡心盡力去敬畏愛上帝
[00:06:04.000 --> 00:06:09.000]  接著十二章一大段到十八章就是一個律例的開始
[00:06:09.000 --> 00:06:11.000]  講到敬拜是很重要
[00:06:11.000 --> 00:06:14.000]  接著就講到敬拜之餘你們的生活裏面
[00:06:14.000 --> 00:06:16.000]  要去到有一個聖業的生活
[00:06:16.000 --> 00:06:18.000]  要好像按照上帝的心意
[00:06:18.000 --> 00:06:21.000]  在飲食方面有潔淨不潔淨
[00:06:21.000 --> 00:06:24.000]  當中你們要照顧孤兒寡婦和貧窮的人
[00:06:24.000 --> 00:06:26.000]  還有你要善待勞瀑
[00:06:26.000 --> 00:06:29.000]  接著上個星期我們聽到梁牧師和我們分享
[00:06:29.000 --> 00:06:31.000]  三大節旗
[00:06:31.000 --> 00:06:33.000]  敬拜上很重要的節旗
[00:06:33.000 --> 00:06:34.000]  去紀念的
[00:06:34.000 --> 00:06:35.000]  去謹守的
[00:06:35.000 --> 00:06:36.000]  不看聖經的時間
[00:06:36.000 --> 00:06:37.000]  再考考大家記不記得
[00:06:37.000 --> 00:06:39.000]  第一
[00:06:39.000 --> 00:06:41.000]  如意節
[00:06:41.000 --> 00:06:42.000]  第二
[00:06:42.000 --> 00:06:44.000]  開始有些人
[00:06:44.000 --> 00:06:46.000]  七七節
[00:06:46.000 --> 00:06:48.000]  第三
[00:06:48.000 --> 00:06:51.000]  鑄盤節
[00:06:51.000 --> 00:06:54.000]  相對我們今天其實都有些應勇
[00:06:54.000 --> 00:06:58.000]  我想大家都會去到當中去到記得
[00:06:58.000 --> 00:07:00.000]  接著我們今天去分享
[00:07:00.000 --> 00:07:02.000]  十六章十八節開始
[00:07:02.000 --> 00:07:06.000]  去到回到社會人倫的關係
[00:07:06.000 --> 00:07:09.000]  講到公平公正的一個法則一個理念
[00:07:09.000 --> 00:07:11.000]  而這裏是有三方面的
[00:07:11.000 --> 00:07:14.000]  第一是個人開始先
[00:07:14.000 --> 00:07:16.000]  接著就是群體
[00:07:16.000 --> 00:07:18.000]  都是講敬拜生活
[00:07:18.000 --> 00:07:22.000]  最後就講到整個社會人倫裏面的法治
[00:07:22.000 --> 00:07:24.000]  那個法則
[00:07:24.000 --> 00:07:26.000]  最後這大段的文章裏面
[00:07:26.000 --> 00:07:28.000]  最後一個總結
[00:07:28.000 --> 00:07:30.000]  就講了在以色列國裏面
[00:07:30.000 --> 00:07:32.000]  三大的職權
[00:07:32.000 --> 00:07:34.000]  你都去治國的
[00:07:34.000 --> 00:07:36.000]  君王、祭司和先知
[00:07:36.000 --> 00:07:38.000]  我們知道最終
[00:07:38.000 --> 00:07:41.000]  這三者都實現在我們主耶穌基督的身上
[00:07:41.000 --> 00:07:43.000]  我再看細分一點
[00:07:43.000 --> 00:07:46.000]  在十六章一節至十七章十三節
[00:07:46.000 --> 00:07:48.000]  講了三大節旗
[00:07:48.000 --> 00:07:49.000]  我們已經聽過了
[00:07:49.000 --> 00:07:53.000]  今天我們分享公平公正的法則生活等等
[00:07:53.000 --> 00:07:56.000]  其實在前些第一次頒佈律法的時候
[00:07:56.000 --> 00:07:58.000]  在《出牙及記》十三章
[00:07:58.000 --> 00:08:00.000]  次序是有少少調轉
[00:08:00.000 --> 00:08:05.000]  是按照當時上文下理去到這樣的編寫
[00:08:05.000 --> 00:08:10.000]  所以你問我其實兩者是無分輕重
[00:08:10.000 --> 00:08:15.000]  在這裏我想第一個問題問一下大家
[00:08:15.000 --> 00:08:21.000]  一年三次去守上帝的節旗容易嗎?
[00:08:21.000 --> 00:08:28.000]  還是去奉行上帝公平公正的法則容易呢?
[00:08:28.000 --> 00:08:36.000]  我們每個星期來到兩個鐘頭
[00:08:36.000 --> 00:08:40.000]  我每個月一出糧
[00:08:40.000 --> 00:08:43.000]  劃十分之一給上帝
[00:08:43.000 --> 00:08:46.000]  我有些恩賜
[00:08:46.000 --> 00:08:51.000]  主日為了團契來侍奉神
[00:08:51.000 --> 00:08:56.000]  但是當踏出這個門口
[00:08:56.000 --> 00:08:58.000]  到下個星期回來
[00:08:58.000 --> 00:09:00.000]  中間這個期間
[00:09:00.000 --> 00:09:10.000]  上帝要我們生活
[00:09:10.000 --> 00:09:13.000]  或者我們敬拜生命流露出來的
[00:09:13.000 --> 00:09:17.000]  是有上帝的公平公正公義在裏面
[00:09:17.000 --> 00:09:19.000]  我們看這段聖經
[00:09:19.000 --> 00:09:20.000]  第十八節
[00:09:20.000 --> 00:09:24.000]  他講到要設立兩種職位
[00:09:24.000 --> 00:09:26.000]  審判官和官長
[00:09:26.000 --> 00:09:28.000]  而他們要什麼呢?
[00:09:28.000 --> 00:09:30.000]  要怎樣去審判呢?
[00:09:30.000 --> 00:09:31.000]  給了一個形容詞
[00:09:31.000 --> 00:09:34.000]  就是按照公義的判斷
[00:09:34.000 --> 00:09:38.000]  你說公義的事就留給他們去做吧
[00:09:38.000 --> 00:09:41.000]  其實當我們繼續看下去
[00:09:41.000 --> 00:09:43.000]  不單止是這些職位
[00:09:43.000 --> 00:09:45.000]  每一個上帝的子民
[00:09:45.000 --> 00:09:47.000]  神的兒女
[00:09:47.000 --> 00:09:49.000]  其實都應該擁有這些質素
[00:09:49.000 --> 00:09:53.000]  講了三個筆字
[00:09:53.000 --> 00:09:54.000]  大家留意
[00:09:54.000 --> 00:09:55.000]  三筆
[00:09:55.000 --> 00:09:56.000]  筆學什麼?
[00:09:56.000 --> 00:09:59.000]  不要冤枉人
[00:09:59.000 --> 00:10:03.000]  不要去到冤枉正直
[00:10:03.000 --> 00:10:04.000]  第二
[00:10:04.000 --> 00:10:06.000]  不要看人的情面
[00:10:06.000 --> 00:10:08.000]  第三
[00:10:08.000 --> 00:10:10.000]  不要接受賄賂
[00:10:10.000 --> 00:10:12.000]  然後給了一個附註
[00:10:12.000 --> 00:10:14.000]  賄賂會是什麼呢?
[00:10:14.000 --> 00:10:16.000]  你多智慧也好
[00:10:16.000 --> 00:10:18.000]  都瞎了
[00:10:18.000 --> 00:10:20.000]  看不到東西
[00:10:20.000 --> 00:10:21.000]  還有呢
[00:10:21.000 --> 00:10:23.000]  還有二人的政治
[00:10:23.000 --> 00:10:25.000]  都會去扭曲
[00:10:25.000 --> 00:10:27.000]  變得不真實
[00:10:27.000 --> 00:10:30.000]  現代這個術語
[00:10:30.000 --> 00:10:31.000]  我覺得是冤枉正直
[00:10:31.000 --> 00:10:34.000]  就是將真正公正公義
[00:10:34.000 --> 00:10:39.000]  或者真理扭曲了
[00:10:39.000 --> 00:10:41.000]  看人的情面
[00:10:41.000 --> 00:10:44.000]  就是將我們的主觀
[00:10:44.000 --> 00:10:47.000]  我們的偏見
[00:10:47.000 --> 00:10:54.000]  所謂帶著有色眼鏡去看
[00:10:54.000 --> 00:10:55.000]  看人
[00:10:55.000 --> 00:10:58.000]  不是看這件事
[00:10:58.000 --> 00:11:01.000]  接受賄賂
[00:11:01.000 --> 00:11:04.000]  就是因為一些利益好處
[00:11:04.000 --> 00:11:06.000]  受到別人的影響
[00:11:06.000 --> 00:11:08.000]  我嘗試用一些
[00:11:08.000 --> 00:11:09.000]  想到一些例子
[00:11:09.000 --> 00:11:12.000]  和大家再去思想一下
[00:11:12.000 --> 00:11:15.000]  冤枉正直
[00:11:15.000 --> 00:11:16.000]  我記得去年
[00:11:16.000 --> 00:11:19.000]  有佔領的事件
[00:11:19.000 --> 00:11:22.000]  有一個在佔領旺角的年青人
[00:11:22.000 --> 00:11:25.000]  就被起訴
[00:11:25.000 --> 00:11:27.000]  說他襲警
[00:11:27.000 --> 00:11:36.000]  最近法官就判了案件
[00:11:36.000 --> 00:11:37.000]  他說什麼呢
[00:11:37.000 --> 00:11:39.000]  裁判認為警長看了一段
[00:11:39.000 --> 00:11:41.000]  真確性和連鎖性的誠意的
[00:11:41.000 --> 00:11:44.000]  YouTube片段之後改口供
[00:11:44.000 --> 00:11:46.000]  其證供並不可信
[00:11:46.000 --> 00:11:48.000]  未能證明被告的犯罪意圖
[00:11:48.000 --> 00:11:51.000]  裁定被告罪名不成立
[00:11:51.000 --> 00:11:52.000]  我不知道這個年青人
[00:11:52.000 --> 00:11:54.000]  有沒有真的襲警
[00:11:54.000 --> 00:11:57.000]  但是這個警長
[00:11:57.000 --> 00:12:06.000]  肯定他不枉正直
[00:12:06.000 --> 00:12:08.000]  這個可能你和我都未必
[00:12:08.000 --> 00:12:11.000]  很直接想到我們會是這樣的人
[00:12:11.000 --> 00:12:13.000]  但去到第二點
[00:12:13.000 --> 00:12:16.000]  看人的情面
[00:12:16.000 --> 00:12:17.000]  我想大家思想一下
[00:12:17.000 --> 00:12:20.000]  你是不是一個這樣的人
[00:12:20.000 --> 00:12:25.000]  我會不會落在軟弱的陷阱裡
[00:12:25.000 --> 00:12:29.000]  在聖經有一個先知叫若拿
[00:12:29.000 --> 00:12:34.000]  上帝叫若拿幹什麼
[00:12:34.000 --> 00:12:36.000]  不是在以色列裡面
[00:12:36.000 --> 00:12:38.000]  是去敵人的福地
[00:12:38.000 --> 00:12:41.000]  尼尼尾城那裡前渡
[00:12:41.000 --> 00:12:43.000]  叫這個若拿
[00:12:43.000 --> 00:12:45.000]  他怎麼想
[00:12:45.000 --> 00:12:46.000]  這群人死定了
[00:12:46.000 --> 00:12:48.000]  不應該得救
[00:12:48.000 --> 00:12:51.000]  神秘叫他東去西
[00:12:51.000 --> 00:12:53.000]  上帝一聲把大魚吞下去
[00:12:53.000 --> 00:13:00.000]  套回去就在那裡
[00:13:00.000 --> 00:13:03.000]  在美國我們開車
[00:13:03.000 --> 00:13:05.000]  經常被同學
[00:13:05.000 --> 00:13:07.000]  即是美國人在開玩笑
[00:13:07.000 --> 00:13:12.000]  我們在香港左還是右開車
[00:13:12.000 --> 00:13:16.000]  開車去左邊那條路
[00:13:16.000 --> 00:13:19.000]  我們不是講軚的那條路
[00:13:19.000 --> 00:13:21.000]  英文字right
[00:13:21.000 --> 00:13:22.000]  你知道是有什麼意思嗎
[00:13:22.000 --> 00:13:24.000]  right是有正確
[00:13:24.000 --> 00:13:26.000]  或者右邊的意思
[00:13:26.000 --> 00:13:28.000]  那些美國人經常跟我們說
[00:13:28.000 --> 00:13:30.000]  We are driving on the right side
[00:13:30.000 --> 00:13:34.000]  即是我們走在正路
[00:13:34.000 --> 00:13:35.000]  但是不是真的呢
[00:13:35.000 --> 00:13:38.000]  去年在美國一個小鎮裡
[00:13:38.000 --> 00:13:40.000]  有一單案例是說
[00:13:40.000 --> 00:13:43.000]  有一個白人的警員
[00:13:43.000 --> 00:13:45.000]  開槍射殺了一個黑人
[00:13:45.000 --> 00:13:47.000]  叫Mike Brown
[00:13:47.000 --> 00:13:51.000]  但當時這個Mike Brown是手無寸鐵
[00:13:51.000 --> 00:13:55.000]  但結果因為這個警察覺得他
[00:13:55.000 --> 00:13:56.000]  可能有危險
[00:13:56.000 --> 00:13:58.000]  所以他就開槍射殺了他
[00:13:58.000 --> 00:14:00.000]  最後這個警長不被起訴
[00:14:00.000 --> 00:14:04.000]  但引發一連串美國的抗議和暴動
[00:14:04.000 --> 00:14:05.000]  或者騷動
[00:14:05.000 --> 00:14:08.000]  他們就舉起這個牌叫Hands up don't shoot
[00:14:08.000 --> 00:14:10.000]  就是代表Mike Brown
[00:14:10.000 --> 00:14:17.000]  他其實是無辜的
[00:14:17.000 --> 00:14:19.000]  我不知道你和我
[00:14:19.000 --> 00:14:21.000]  會不會在我們生命裡
[00:14:21.000 --> 00:14:23.000]  在我們生活裡
[00:14:23.000 --> 00:14:31.000]  都會戴著一些有色眼鏡
[00:14:31.000 --> 00:14:35.000]  鄭Sir你會不會好像一般人那樣
[00:14:35.000 --> 00:14:40.000]  根紅頂白 吹炎附勢 或者
[00:14:40.000 --> 00:14:44.000]  那些人就是這樣 沒得轉的
[00:14:44.000 --> 00:14:48.000]  我記得有一次和正生書院的校長陳校長一起合作
[00:14:48.000 --> 00:14:53.000]  他說了一番話令我印象很深刻
[00:14:53.000 --> 00:14:57.000]  他說很多人看正生書院的那些小朋友
[00:14:57.000 --> 00:14:59.000]  沒得救的了 很頑皮的了
[00:14:59.000 --> 00:15:01.000]  或者是教不好的了
[00:15:01.000 --> 00:15:03.000]  這個陳校長說
[00:15:03.000 --> 00:15:09.000]  沒什麼 我看他們就是一個人
[00:15:09.000 --> 00:15:15.000]  是不是所有來旅行的那些同胞
[00:15:15.000 --> 00:15:23.000]  都是兇巴巴 都是拖行 都是破壞我們呢
[00:15:23.000 --> 00:15:25.000]  是不是那些藍馬裔的人
[00:15:25.000 --> 00:15:34.000]  就是像古惑惑 無所事事那樣呢
[00:15:34.000 --> 00:15:39.000]  回教徒是不是一定是恐怖分子呢
[00:15:39.000 --> 00:15:41.000]  你說沒有的 我也不是這樣想的
[00:15:41.000 --> 00:15:46.000]  但是你怎麼看你身邊的人呢
[00:15:46.000 --> 00:15:49.000]  怎麼看你的同事呢
[00:15:49.000 --> 00:15:51.000]  怎麼看你的朋友呢
[00:15:51.000 --> 00:15:56.000]  不要說那麼遠了 怎麼看你的家人呢
[00:15:56.000 --> 00:16:00.000]  求神幫助我們
[00:16:00.000 --> 00:16:03.000]  令我想起第三樣東西 接受賄賂
[00:16:03.000 --> 00:16:05.000]  大家更加應該很明白這件事了
[00:16:05.000 --> 00:16:11.000]  香港勝在有你和ICAC
[00:16:11.000 --> 00:16:14.000]  1973年因為當時貪污盛行
[00:16:14.000 --> 00:16:18.000]  結果就成立了ICAC
[00:16:18.000 --> 00:16:24.000]  我們知道行賄和受賄都同樣有罪的
[00:16:24.000 --> 00:16:29.000]  是不是因此香港就比40年前更加廉潔
[00:16:29.000 --> 00:16:34.000]  沒有賄賂呢
[00:16:34.000 --> 00:16:36.000]  好像阿頭也有些問題
[00:16:36.000 --> 00:16:40.000]  退休了那個
[00:16:40.000 --> 00:16:43.000]  我記得我以前初出來工作
[00:16:43.000 --> 00:16:46.000]  是做酒店用品的推銷員
[00:16:46.000 --> 00:16:50.000]  以前在酒店行的採購部
[00:16:50.000 --> 00:16:52.000]  好像有一個不成文的規矩
[00:16:52.000 --> 00:16:54.000]  知道是什麼嗎
[00:16:54.000 --> 00:16:56.000]  我從未遇過
[00:16:56.000 --> 00:16:58.000]  如果你是做的那些不要緊
[00:16:58.000 --> 00:17:00.000]  你現在不做就可以了
[00:17:00.000 --> 00:17:02.000]  收回佣金
[00:17:02.000 --> 00:17:08.000]  我心想似乎這也是賄賂的一部份
[00:17:08.000 --> 00:17:14.000]  好像大家公認了賄賂
[00:17:14.000 --> 00:17:20.000]  為什麼我們敬拜神的時候都是這樣
[00:17:20.000 --> 00:17:25.000]  上帝如果你怎樣祝福我
[00:17:25.000 --> 00:17:26.000]  給我一份工作
[00:17:26.000 --> 00:17:28.000]  治好我的病
[00:17:28.000 --> 00:17:30.000]  我就怎樣怎樣
[00:17:30.000 --> 00:17:32.000]  我就奉獻多一點
[00:17:32.000 --> 00:17:34.000]  或者說
[00:17:34.000 --> 00:17:36.000]  上帝你看我
[00:17:36.000 --> 00:17:37.000]  現在我這樣了
[00:17:37.000 --> 00:17:38.000]  奉獻多一點
[00:17:38.000 --> 00:17:39.000]  侍奉多一點
[00:17:39.000 --> 00:17:41.000]  你保守我
[00:17:41.000 --> 00:17:47.000]  下次你要賄賂上帝的時候
[00:17:47.000 --> 00:17:49.000]  要想清楚
[00:17:49.000 --> 00:17:53.000]  在歷史裏面
[00:17:53.000 --> 00:17:57.000]  究竟有沒有按照上帝的心意去做
[00:17:57.000 --> 00:17:58.000]  是有的
[00:17:58.000 --> 00:17:59.000]  在這個詞
[00:17:59.000 --> 00:18:01.000]  當然我們知道大衛
[00:18:01.000 --> 00:18:03.000]  所羅門王都是有公正的
[00:18:03.000 --> 00:18:05.000]  然後去到往後
[00:18:05.000 --> 00:18:07.000]  南北國分裂之後
[00:18:07.000 --> 00:18:09.000]  有一個叫若沙法王
[00:18:09.000 --> 00:18:11.000]  他就按照律法
[00:18:11.000 --> 00:18:13.000]  他設立這個審判官
[00:18:13.000 --> 00:18:14.000]  在歷代之下第九章
[00:18:14.000 --> 00:18:18.000]  他講到審判官他們要敬畏耶和華
[00:18:18.000 --> 00:18:20.000]  這個是重點
[00:18:20.000 --> 00:18:22.000]  當你和我敬畏耶和華的時候
[00:18:22.000 --> 00:18:25.000]  自然我們能夠去到
[00:18:25.000 --> 00:18:30.000]  跟隨上帝的公平公正公義的法則來生活
[00:18:30.000 --> 00:18:33.000]  因為黃色字講耶和華是什麼
[00:18:33.000 --> 00:18:35.000]  沒有不義
[00:18:35.000 --> 00:18:36.000]  不看人的情面
[00:18:36.000 --> 00:18:37.000]  不受賄賂
[00:18:37.000 --> 00:18:40.000]  你們是不是很熟悉聖經
[00:18:40.000 --> 00:18:46.000]  因為這三方面就是上帝的屬性
[00:18:46.000 --> 00:18:48.000]  其實摩西在生命過去
[00:18:48.000 --> 00:18:50.000]  再早一點第十章已經這樣講
[00:18:50.000 --> 00:18:52.000]  他說你們的上帝是可畏
[00:18:52.000 --> 00:18:53.000]  是偉大
[00:18:53.000 --> 00:18:55.000]  是強有力的
[00:18:55.000 --> 00:18:57.000]  不看人的情面
[00:18:57.000 --> 00:19:01.000]  不受賄賂
[00:19:01.000 --> 00:19:02.000]  不單只是這樣
[00:19:02.000 --> 00:19:03.000]  上帝說
[00:19:03.000 --> 00:19:06.000]  當你們有這樣公平公正公義的心態
[00:19:06.000 --> 00:19:09.000]  按我的屬性來行事的時候
[00:19:09.000 --> 00:19:11.000]  你就會為孤兒寡婦伸冤
[00:19:11.000 --> 00:19:14.000]  你就會愛護寄居
[00:19:14.000 --> 00:19:17.000]  你們要好好地敬畏耶和華
[00:19:17.000 --> 00:19:19.000]  當你有義的時間
[00:19:19.000 --> 00:19:22.000]  你就知道怎樣去跟隨上帝的義
[00:19:22.000 --> 00:19:23.000]  來去到
[00:19:23.000 --> 00:19:25.000]  在你的生活裡面
[00:19:25.000 --> 00:19:27.000]  來去到敬畏祂
[00:19:27.000 --> 00:19:33.000]  來去行祂所喜悅的事
[00:19:33.000 --> 00:19:35.000]  詩篇八十九篇十四節
[00:19:35.000 --> 00:19:37.000]  是一個很重要的經文
[00:19:37.000 --> 00:19:39.000]  我想大家一起讀這節聖經
[00:19:39.000 --> 00:19:49.000]  根基
[00:19:49.000 --> 00:19:52.000]  寶座的根基是最重要的
[00:19:52.000 --> 00:19:57.000]  上帝的屬性公平公義
[00:19:57.000 --> 00:19:59.000]  是那個基礎
[00:19:59.000 --> 00:20:00.000]  然後走出來的時候
[00:20:00.000 --> 00:20:01.000]  上帝說
[00:20:01.000 --> 00:20:04.000]  在義裡面就有愛
[00:20:04.000 --> 00:20:08.000]  有義有情
[00:20:08.000 --> 00:20:15.000]  有情有義
[00:20:15.000 --> 00:20:20.000]  情與義值千金
[00:20:20.000 --> 00:20:23.000]  想想像我們教小朋友那樣
[00:20:23.000 --> 00:20:25.000]  我們會很愛他
[00:20:25.000 --> 00:20:28.000]  但首先我們要給他一個框架
[00:20:28.000 --> 00:20:29.000]  什麼是對的
[00:20:29.000 --> 00:20:31.000]  什麼是不對的
[00:20:31.000 --> 00:20:33.000]  犯一點錯不要緊
[00:20:33.000 --> 00:20:35.000]  改過
[00:20:35.000 --> 00:20:39.000]  走回框架裡面不要走出街
[00:20:39.000 --> 00:20:41.000]  今天你和我是不是這樣做呢
[00:20:41.000 --> 00:20:46.000]  其實這幅圖畫就可以表示這是什麼像
[00:20:46.000 --> 00:20:49.000]  法院裡面的像
[00:20:49.000 --> 00:20:51.000]  或者前面
[00:20:51.000 --> 00:20:55.000]  有人說這是代表羅馬的女神
[00:20:55.000 --> 00:20:57.000]  有一個是羅馬帝國
[00:20:57.000 --> 00:20:59.000]  他們文明就有一個法治
[00:20:59.000 --> 00:21:01.000]  但其實不是羅馬帝國
[00:21:01.000 --> 00:21:03.000]  再早一點是上帝
[00:21:03.000 --> 00:21:05.000]  蒙眼即是怎樣
[00:21:05.000 --> 00:21:06.000]  不看人
[00:21:06.000 --> 00:21:08.000]  拿著天秤
[00:21:08.000 --> 00:21:11.000]  即是公正
[00:21:11.000 --> 00:21:14.000]  還有一把劍
