
[00:00:00.000 --> 00:00:04.300]  活在今天的香港社會 活在這個世界裏面
[00:02:06.040 --> 00:02:09.480]  在你最憤怒的時候 最想報復的時候
[00:02:09.480 --> 00:02:11.160]  最想動手的時候
[00:02:11.160 --> 00:02:14.600]  你最需要的是甚麼呢
[00:02:14.600 --> 00:02:16.440]  其實我們需要的
[00:02:16.440 --> 00:02:22.600]  是聽主耶穌說 連戌人的人有福了
[00:02:22.600 --> 00:02:26.280]  看他的 應該是這樣的
[00:02:26.280 --> 00:02:29.880]  追殺他 是這樣嗎
[00:02:29.880 --> 00:02:33.720]  連戌人的人有福了
[00:02:33.720 --> 00:02:37.800]  因為他們必蒙連戌
[00:02:37.800 --> 00:02:40.200]  我們個個都需要連戌
[00:02:40.200 --> 00:02:46.520]  我們個個都喜歡經歷別人對我們的連戌
[00:02:46.520 --> 00:02:49.320]  沒事了 沒事了
[00:02:49.320 --> 00:02:52.040]  OK了 我不追究你
[00:02:52.040 --> 00:02:53.400]  我不追討你的罪
[00:02:53.400 --> 00:02:55.240]  我不追你的債
[00:02:55.240 --> 00:02:56.920]  沒事
[00:02:56.920 --> 00:02:58.520]  可以嗎
[00:02:58.520 --> 00:03:01.080]  我們個個都想有這樣
[00:03:01.080 --> 00:03:03.560]  但是我們在經歷裏面
[00:03:03.560 --> 00:03:06.840]  發覺又不一定是這樣
[00:03:06.840 --> 00:03:08.760]  你寬恕我可以
[00:03:08.760 --> 00:03:10.760]  你叫我寬恕你
[00:03:10.760 --> 00:03:12.520]  怎麼可以
[00:03:12.520 --> 00:03:15.000]  給少少別人得罪一下我們
[00:03:15.000 --> 00:03:17.480]  我們裏面那種怒火
[00:03:17.480 --> 00:03:20.760]  是很難才消散的
[00:03:20.760 --> 00:03:23.880]  我們記仇記得很強
[00:03:23.880 --> 00:03:25.800]  我們很計較
[00:03:25.800 --> 00:03:28.360]  其實主的兒女 主的門徒
[00:03:28.360 --> 00:03:29.800]  在他們的生活裏面
[00:03:29.800 --> 00:03:33.080]  有時候人以為在教會的群體就很浪漫
[00:03:33.080 --> 00:03:35.080]  以為全部都是基督徒就OK
[00:03:35.080 --> 00:03:36.440]  我告訴你
[00:03:36.440 --> 00:03:38.040]  全部都是基督徒
[00:03:38.040 --> 00:03:40.600]  全部都不OK
[00:03:40.600 --> 00:03:41.880]  所以有些人經常想
[00:03:41.880 --> 00:03:47.000]  如果有多幾個基督徒的什麼什麼就會好些
[00:03:47.000 --> 00:03:49.320]  你發覺有時候不掛個招牌
[00:03:49.320 --> 00:03:51.640]  比掛個招牌還要好
[00:03:51.640 --> 00:03:54.440]  不掛都不知道原來你這麼壞
[00:03:54.440 --> 00:03:57.560]  掛了之後還是比那些不是基督徒更壞
[00:03:57.560 --> 00:04:03.640]  我們聽很多這些故事
[00:04:03.640 --> 00:04:08.760]  所以彼得問的問題是很重要的問題
[00:04:08.760 --> 00:04:12.600]  寬恕他七次OK嗎
[00:04:12.600 --> 00:04:16.680]  主耶穌回答的就是給我們對憐憫
[00:04:16.680 --> 00:04:19.880]  寬恕 寬宏大量
[00:04:19.880 --> 00:04:27.480]  有一個完全消化不到的一個教導
[00:04:27.480 --> 00:04:29.960]  雖然我們每個人都懂得說
[00:04:29.960 --> 00:04:33.000]  主耶穌答他當然不是七次
[00:04:33.000 --> 00:04:36.680]  是七次七十
[00:04:36.680 --> 00:04:39.560]  那就是四百九十
[00:04:39.560 --> 00:04:41.160]  怎樣計算
[00:04:41.160 --> 00:04:44.840]  接著主耶穌說下去就是給我們解釋
[00:04:44.840 --> 00:04:48.680]  其實從來這個希伯來人的數字
[00:04:48.680 --> 00:04:51.800]  不是一個實體的數字
[00:04:51.800 --> 00:04:53.720]  是一個象徵的數字
[00:04:53.720 --> 00:04:55.640]  不過不是全部都是象徵
[00:04:55.640 --> 00:04:58.680]  有些是真的很清楚告訴我們是象徵
[00:04:58.680 --> 00:05:05.480]  譬如七就差不多是無窮無盡
[00:05:05.480 --> 00:05:07.640]  是完全
[00:05:07.640 --> 00:05:10.120]  即是怎樣不是七次
[00:05:10.120 --> 00:05:14.040]  是需要要恕是繼續要恕
[00:05:14.040 --> 00:05:15.560]  行不行
[00:05:15.560 --> 00:05:17.960]  我想我其實不行的
[00:05:17.960 --> 00:05:21.480]  我說不要說七十個七次
[00:05:21.480 --> 00:05:24.200]  七次其實都很難
[00:05:24.200 --> 00:05:26.040]  老老實實
[00:05:26.040 --> 00:05:31.080]  主耶穌說天國好似一個王跟他的僕人計算
[00:05:31.080 --> 00:05:34.360]  不過故事大家都知道
[00:05:34.360 --> 00:05:38.760]  很清楚的一個強烈的對比
[00:05:38.760 --> 00:05:42.360]  一個差一千萬
[00:05:42.360 --> 00:05:45.560]  一個差多少
[00:05:45.560 --> 00:05:47.080]  一萬
[00:05:47.080 --> 00:05:51.400]  一千萬對一萬已經是很不同
[00:05:51.400 --> 00:05:55.320]  是一千萬對多少
[00:05:55.320 --> 00:05:59.160]  一千呀
[00:05:59.160 --> 00:06:00.440]  到多少
[00:06:00.440 --> 00:06:02.760]  一百呀
[00:06:02.760 --> 00:06:04.040]  對不起
[00:06:04.040 --> 00:06:07.000]  是一個差一千萬
[00:06:07.000 --> 00:06:10.520]  一個差十
[00:06:10.520 --> 00:06:12.360]  誰會計數
[00:06:12.360 --> 00:06:14.920]  百分比怎樣計
[00:06:14.920 --> 00:06:17.880]  閻紅妖計得最快
[00:06:17.880 --> 00:06:20.920]  是不是0.1%
[00:06:20.920 --> 00:06:22.360]  我不知道
[00:06:22.360 --> 00:06:25.960]  不過那個誇張的地步就是說
[00:06:25.960 --> 00:06:28.120]  那個差這麼厲害的
[00:06:28.120 --> 00:06:33.080]  連賣老婆子女賣家產都還不到的
[00:06:33.080 --> 00:06:37.480]  那個竟然可以平安無事的被放走
[00:06:37.480 --> 00:06:39.000]  沒事走
[00:06:39.000 --> 00:06:40.120]  我不用你還
[00:06:40.120 --> 00:06:42.040]  雖然你說過要還
[00:06:42.040 --> 00:06:43.720]  其實我都明知道你還不到
[00:06:43.720 --> 00:06:45.400]  走啦沒事
[00:06:45.400 --> 00:06:46.840]  走出去的時候
[00:06:46.840 --> 00:06:48.520]  見到一個同事
[00:06:48.520 --> 00:06:52.280]  那個同事就是差他十元計
[00:06:52.280 --> 00:06:55.320]  結果他就差不多要捏死那個人
[00:06:55.320 --> 00:06:57.960]  然後將他關在監獄
[00:06:57.960 --> 00:07:02.680]  這個就是
[00:07:02.680 --> 00:07:05.560]  人心的寫照
[00:07:05.560 --> 00:07:09.960]  這個就是我們這些
[00:07:09.960 --> 00:07:13.000]  可憐的罪人
[00:07:13.000 --> 00:07:17.240]  那個生活的常態
[00:07:17.240 --> 00:07:18.680]  我們經常都會覺得
[00:07:18.680 --> 00:07:19.880]  至少我覺得
[00:07:19.880 --> 00:07:23.880]  我不是那個會捏死人的那個
[00:07:23.880 --> 00:07:26.920]  但可能耶穌現在都在告訴我
[00:07:26.920 --> 00:07:30.840]  其實我講這個故事不是講給其他人聽
[00:07:30.840 --> 00:07:34.440]  你以為人家才是去捏死那個差十元計的那個
[00:07:34.440 --> 00:07:36.760]  其實可能我們
[00:07:36.760 --> 00:07:38.600]  或者彼得那班人
[00:07:38.600 --> 00:07:41.240]  耶穌想讓他們知道
[00:07:41.240 --> 00:07:44.600]  那個荒謬的地方
[00:07:44.600 --> 00:07:49.080]  就是我們算計人的惡算得很盡
[00:07:49.080 --> 00:07:54.840]  上帝算計我們的惡算得很寬鬆
[00:07:54.840 --> 00:07:57.080]  主人動了持心
[00:07:57.080 --> 00:07:59.000]  對那個欠他那麼多
[00:07:59.000 --> 00:08:01.160]  根本無力償還的人
[00:08:01.160 --> 00:08:03.000]  他那種的喊苦喊忽
[00:08:03.000 --> 00:08:04.760]  其實他那種的保證
[00:08:04.760 --> 00:08:06.520]  全部都是沒用的保證
[00:08:06.520 --> 00:08:10.600]  但他竟然對著他動了持心
[00:08:10.600 --> 00:08:11.800]  相反
[00:08:11.800 --> 00:08:15.560]  這個被人動了持心的人
[00:08:15.560 --> 00:08:20.520]  卻是心仍然是充滿著那種
[00:08:20.520 --> 00:08:23.000]  完全沒經歷過恩典
[00:08:23.000 --> 00:08:27.080]  沒經歷過寬恕的那種的仇恨
[00:08:27.080 --> 00:08:30.760]  很可怕
[00:08:30.760 --> 00:08:32.840]  還給我
[00:08:32.840 --> 00:08:35.080]  不還就沒得走
[00:08:35.080 --> 00:08:36.840]  死定了你
[00:08:36.840 --> 00:08:40.840]  其實他有沒有這樣的權
[00:08:40.840 --> 00:08:45.560]  他是依法辦事
[00:08:45.560 --> 00:08:47.640]  你欠我債
[00:08:47.640 --> 00:08:50.840]  我叫你坐牢
[00:08:50.840 --> 00:08:54.920]  我是有完全的權利的
[00:08:54.920 --> 00:08:58.920]  但他的同事看到就覺得很憂愁
[00:08:58.920 --> 00:09:02.200]  不過慶幸他的同事看到會憂愁
[00:09:02.200 --> 00:09:04.520]  原來有人都仍然會有良知的
[00:09:04.520 --> 00:09:07.080]  都仍然覺得這個蒙了那麼大恩典的人
[00:09:07.080 --> 00:09:09.480]  這樣對待人是不妥的
[00:09:09.480 --> 00:09:11.640]  It's not right
[00:09:11.640 --> 00:09:14.600]  所以就去告訴主人
[00:09:14.600 --> 00:09:18.040]  主人這次真的來了
[00:09:18.040 --> 00:09:20.840]  你這惡奴才
[00:09:20.840 --> 00:09:29.000]  你求我我就寬恕你
[00:09:29.000 --> 00:09:32.040]  這一節的說話
[00:09:32.040 --> 00:09:34.840]  是我們每一個人都要
[00:09:34.840 --> 00:09:37.800]  全都鑿入心口的
[00:09:37.800 --> 00:09:41.480]  你不應當憐恤你的同伴
[00:09:41.480 --> 00:09:45.000]  像我憐恤你嗎
[00:09:45.000 --> 00:09:48.280]  我憐恤你 我憐憫你
[00:09:48.280 --> 00:09:49.960]  你要憐憫人
[00:09:49.960 --> 00:09:54.200]  我寬恕你 你要寬恕人
[00:09:54.200 --> 00:09:58.680]  你不應當憐恤你的同伴
[00:09:58.680 --> 00:10:02.600]  像我憐恤你嗎
[00:10:02.600 --> 00:10:09.000]  不如我們慢慢地咀嚼這句話
[00:10:09.000 --> 00:10:16.440]  想想自己今天的心到底有多少憐憫
[00:10:16.440 --> 00:10:19.400]  人說這個社會是撕裂的
[00:10:19.400 --> 00:10:22.280]  這個教會是撕裂的
[00:10:22.280 --> 00:10:27.800]  我告訴你 我相信會愈來愈撕裂的程度是愈來愈嚴重
[00:10:27.800 --> 00:10:31.080]  包括教會 包括社會
[00:10:31.080 --> 00:10:34.280]  如果我的估計是沒錯的話
[00:10:34.280 --> 00:10:37.560]  那我們決定我們要怎樣做人
[00:10:37.560 --> 00:10:40.040]  我們的群體要怎樣繼續生存下去
[00:10:40.040 --> 00:10:47.720]  我們在社會裏面要繼續怎樣生存下去
[00:10:47.720 --> 00:10:51.560]  你不應當憐恤你的同伴
[00:10:51.560 --> 00:10:54.280]  像我憐恤你嗎
[00:10:54.280 --> 00:10:59.080]  不如我們慢慢讀一下這一節的說話
[00:10:59.080 --> 00:11:04.440]  你不應當憐恤你的同伴
[00:11:04.440 --> 00:11:07.320]  像我憐恤你嗎
[00:11:07.320 --> 00:11:08.200]  再來
[00:11:08.200 --> 00:11:13.160]  你不應當憐恤你的同伴
[00:11:13.160 --> 00:11:15.560]  像我憐恤你嗎
[00:11:15.560 --> 00:11:16.760]  最後一次
[00:11:16.760 --> 00:11:21.320]  你不應當憐恤你的同伴
[00:11:21.320 --> 00:11:25.320]  像我憐恤你嗎
[00:11:29.560 --> 00:11:31.960]  這個故事還能不能改變呢
[00:11:31.960 --> 00:11:38.920]  很可惜在主耶穌說的這裏似乎不能改變
[00:11:38.920 --> 00:11:45.080]  但是他聽了這句話
[00:11:45.080 --> 00:11:48.600]  他又再呼求
[00:11:48.600 --> 00:11:52.520]  再說我真是該死
[00:11:52.520 --> 00:11:54.840]  我真是不對
[00:11:54.840 --> 00:11:56.840]  可憐我爸
[00:11:56.840 --> 00:11:59.000]  再開恩可憐我爸
[00:11:59.000 --> 00:12:01.000]  不知道故事會怎樣寫
[00:12:01.000 --> 00:12:02.600]  但可惜這裏就是
[00:12:02.600 --> 00:12:05.960]  去到他這樣的情況
[00:12:05.960 --> 00:12:08.280]  主人就按照著他所做的
[00:12:08.280 --> 00:12:10.520]  他說要正義
[00:12:10.520 --> 00:12:12.760]  他說要還債
[00:12:12.760 --> 00:12:13.560]  好吧
[00:12:13.560 --> 00:12:14.840]  你就去還債
[00:12:14.840 --> 00:12:23.560]  你就回到監獄裏
[00:12:23.560 --> 00:12:26.440]  其實要看主耶穌的說話
[00:12:26.440 --> 00:12:30.280]  很多層次再去想
[00:12:30.280 --> 00:12:33.400]  那這個主人有沒有反口覆舌
[00:12:33.400 --> 00:12:35.000]  有沒有寬恕了他
[00:12:35.000 --> 00:12:36.840]  然後又不寬恕
[00:12:36.840 --> 00:12:41.480]  到底怎樣討論這件事
[00:12:41.480 --> 00:12:43.640]  其實主耶穌的教導是很清楚的
[00:12:43.640 --> 00:12:46.120]  就告訴他的門徒
[00:12:46.120 --> 00:12:47.720]  記得彼得問這個問題
[00:12:47.720 --> 00:12:49.480]  要說七次行不行
[00:12:49.480 --> 00:12:51.160]  他說不行
[00:12:51.160 --> 00:12:53.880]  然後就說了這個故事
[00:12:53.880 --> 00:12:57.720]  不知道彼得繼續怎樣消化這件事
[00:12:57.720 --> 00:13:02.680]  你們各人若不從心裡饒恕你的弟兄
[00:13:02.680 --> 00:13:09.240]  我天父也要這樣待你們了
[00:13:09.240 --> 00:13:12.520]  或者讀法律的人可以繼續去研究一下
[00:13:12.520 --> 00:13:15.800]  但我們簡單些的人來思想
[00:13:15.800 --> 00:13:17.160]  就是說
[00:13:17.160 --> 00:13:19.720]  主耶穌很清楚的告訴我們
[00:13:19.720 --> 00:13:22.600]  一個是一千萬一個是十
[00:13:22.600 --> 00:13:26.360]  但是那個十的竟然這樣對待
[00:13:26.360 --> 00:13:29.800]  那個欠人一千萬的竟然這樣對待
[00:13:29.800 --> 00:13:31.880]  只不過是欠他十的
[00:13:31.880 --> 00:13:34.760]  這個故事是要叫我們好好地
[00:13:34.760 --> 00:13:37.160]  教好我們的眼光
[00:13:37.160 --> 00:13:39.960]  以致我們不能夠將人的過犯
[00:13:39.960 --> 00:13:42.920]  看得太過沉重
[00:13:42.920 --> 00:13:53.160]  以致我們是受著這個仇恨這個報復來捆綁
[00:13:53.160 --> 00:13:56.520]  有一個人
[00:13:56.520 --> 00:13:59.560]  在近代的中國歷史裡面
[00:13:59.560 --> 00:14:02.920]  或者在接下來的中國歷史裡面
[00:14:02.920 --> 00:14:09.960]  不能夠不提的一個人
[00:14:09.960 --> 00:14:14.920]  他說「我沒有敵人」
[00:14:14.920 --> 00:14:16.520]  如果你知道他的故事
[00:14:16.520 --> 00:14:18.760]  你知道他所經歷的
[00:14:18.760 --> 00:14:21.080]  能夠這樣說
[00:14:21.080 --> 00:14:25.800]  我覺得是今天講連戌的時候
[00:14:25.800 --> 00:14:28.680]  講寬恕講憐憫的時候
[00:14:28.680 --> 00:14:34.120]  不能夠欠缺的一種情操
[00:14:34.120 --> 00:14:37.000]  有很多人在討論究竟這個人
[00:14:37.000 --> 00:14:38.680]  是基督徒還是不是基督徒
[00:14:38.680 --> 00:14:41.400]  上到天堂上不到天堂
[00:14:41.400 --> 00:14:45.480]  廢話到真是火滾
[00:14:45.480 --> 00:14:47.400]  他上不上到天堂
[00:14:47.400 --> 00:14:51.160]  我差點要講不應該講的說話
[00:14:51.160 --> 00:14:52.440]  潔淨我
[00:14:52.440 --> 00:14:57.560]  最近要用很多李斯德林才行
[00:14:57.560 --> 00:15:00.360]  上主自有分寸
[00:15:00.360 --> 00:15:05.400]  美善的榜樣留在我們心中
[00:15:05.400 --> 00:15:08.600]  如同輕香來潤澤
[00:15:08.600 --> 00:15:10.600]  我們的人心
[00:15:10.600 --> 00:15:14.680]  你不要跟我說
[00:15:14.680 --> 00:15:18.280]  你以為很厲害的
[00:15:18.280 --> 00:15:19.880]  你那些神學
[00:15:19.880 --> 00:15:21.800]  那些準確性
[00:15:21.800 --> 00:15:23.000]  誰得上天堂
[00:15:23.000 --> 00:15:27.640]  誰不得上天堂
[00:15:27.640 --> 00:15:29.640]  萬物傾談的時候
[00:15:29.640 --> 00:15:33.880]  都有它的事端
[00:15:33.880 --> 00:15:39.800]  主啊可憐我 我又操了
[00:15:39.800 --> 00:15:42.440]  但我想表達的就是那種
[00:15:42.440 --> 00:15:45.800]  憐憫溫柔
[00:15:45.800 --> 00:15:49.720]  在一個受盡折磨的心靈裏面
[00:15:49.720 --> 00:15:56.200]  仍然沒有蒙滅
[00:15:56.200 --> 00:16:00.360]  在哪裏來的
[00:16:00.360 --> 00:16:02.360]  這位朋友
[00:16:02.360 --> 00:16:04.360]  劉曉波
[00:16:04.360 --> 00:16:09.800]  讀潘霍華的《獄中書簡》
[00:16:09.800 --> 00:16:11.560]  這位朋友
[00:16:11.560 --> 00:16:15.400]  遙遙的看著十字架
[00:16:15.400 --> 00:16:17.240]  那一位講話
[00:16:17.240 --> 00:16:20.520]  父啊赦免他們
[00:16:20.520 --> 00:16:23.080]  因為他們所作的
[00:16:23.080 --> 00:16:26.120]  他們不曉得
[00:16:26.120 --> 00:16:28.360]  然後仍然能夠
[00:16:28.360 --> 00:16:32.920]  至死堅持所知道的甚麼是美
[00:16:32.920 --> 00:16:36.680]  甚麼是善 甚麼是對
[00:16:36.680 --> 00:16:41.720]  這個是主耶穌
[00:16:41.720 --> 00:16:45.880]  影響人的奇妙的作為
[00:16:45.880 --> 00:16:47.880]  主耶穌教導人
[00:16:47.880 --> 00:16:50.680]  他說你要因此相待全憐憫的心
[00:16:50.680 --> 00:16:52.280]  彼此饒恕正如
[00:16:52.280 --> 00:16:57.400]  上帝在基督裏饒恕了你們一樣
[00:16:57.400 --> 00:17:06.200]  其實憐憫赦免根本就是福音的核心
[00:17:06.200 --> 00:17:08.520]  最近看了J.I.Packer
[00:17:08.520 --> 00:17:11.160]  和一個叫做Mark Deva的人
[00:17:11.160 --> 00:17:13.640]  合著的一本書
[00:17:13.640 --> 00:17:17.160]  這兩位的作者是堅持
[00:17:17.160 --> 00:17:19.640]  我們福音的核心
[00:17:19.640 --> 00:17:22.840]  就是十字架流補血
[00:17:22.840 --> 00:17:24.600]  待贖罪
[00:17:24.600 --> 00:17:26.680]  釋放人的耶穌基督
[00:17:26.680 --> 00:17:27.960]  在我們這個群體裏面
[00:17:27.960 --> 00:17:32.200]  我相信沒有人會否認補血的大能
[00:17:32.200 --> 00:17:35.400]  沒有人會不覺得自己
[00:17:35.400 --> 00:17:37.640]  是因為耶穌替我死
[00:17:37.640 --> 00:17:39.720]  我的罪歸在祂的身上
[00:17:39.720 --> 00:17:42.600]  上帝將我該受的重刑
[00:17:42.600 --> 00:17:44.200]  落在耶穌的身上
[00:17:44.200 --> 00:17:46.360]  以致我今天成為一個新做的人
[00:17:46.360 --> 00:17:47.640]  釋放的人 上帝的兒女
[00:17:47.640 --> 00:17:50.360]  是不是
[00:17:50.360 --> 00:17:53.160]  這個是不是我們所傳的福音
[00:17:53.160 --> 00:17:54.840]  今天這個世界上
[00:17:54.840 --> 00:17:59.240]  已經陸陸續續有飽學施書的
[00:17:59.240 --> 00:18:03.160]  德高望重的福音傳統的人
[00:18:03.160 --> 00:18:06.840]  開始不是這樣說
[00:18:06.840 --> 00:18:08.760]  但J.I.Packer在這本書裏面
[00:18:08.760 --> 00:18:11.960]  他說我一定要堅持這一點
[00:18:11.960 --> 00:18:14.200]  聖經所說的
[00:18:14.200 --> 00:18:20.680]  In my place, condemned, he stood
[00:18:20.680 --> 00:18:22.440]  這首是聖詩來的
[00:18:22.440 --> 00:18:25.480]  好像Isaac Watts所寫的一首詩
[00:18:25.480 --> 00:18:29.080]  他說就被定罪
[00:18:29.080 --> 00:18:31.880]  他站在那兒
[00:18:31.880 --> 00:18:34.680]  所站的是我的位置
[00:18:34.680 --> 00:18:41.000]  他是替我站在被定罪的位置上
[00:18:41.000 --> 00:18:43.640]  為甚麼會這樣說呢
[00:18:43.640 --> 00:18:47.320]  因為就是人類自古以來
[00:18:47.320 --> 00:18:50.920]  一直都是像羅馬書一章所說的
[00:18:50.920 --> 00:18:53.640]  這樣的醜陋 這樣的忘恩
[00:18:53.640 --> 00:18:56.200]  這樣的淫邪 這樣的不道德
[00:18:56.200 --> 00:19:00.520]  這樣的荒謬 這樣的殘酷
[00:19:00.520 --> 00:19:03.560]  但是上帝怎樣對待人類
[00:19:03.560 --> 00:19:05.560]  自從洪水以來
[00:19:05.560 --> 00:19:10.280]  上帝都沒有再以洪水前的
[00:19:10.280 --> 00:19:14.440]  那種審判來對待人類
[00:19:14.440 --> 00:19:16.760]  自從洪水以後
[00:19:16.760 --> 00:19:20.600]  人類都仍然是像洪水以前一樣
[00:19:20.600 --> 00:19:22.840]  這麼醜陋 這麼邪惡
[00:19:22.840 --> 00:19:24.280]  我們是破產的
[00:19:24.280 --> 00:19:26.600]  我們是欠一千萬的
[00:19:26.600 --> 00:19:31.560]  但是上帝並沒有因著人的不乾不淨
[00:19:31.560 --> 00:19:34.600]  是無法無天
[00:19:34.600 --> 00:19:39.000]  而將整個的天地變成一個刑場
[00:19:39.000 --> 00:19:42.520]  天天來折磨這班該死的罪人
[00:19:42.520 --> 00:19:45.960]  反而好像《仕途行傳》所說的
[00:19:45.960 --> 00:19:50.680]  降雨露給我們 用日頭照耀我們
[00:19:50.680 --> 00:19:53.240]  並且賞賜我們豐年
[00:19:53.240 --> 00:19:55.560]  使我們吃喝快樂
[00:19:55.560 --> 00:19:59.160]  哈!這是荒謬的事嗎?
[00:19:59.160 --> 00:20:02.280]  應該審判我們的上帝沒有審判我們
[00:20:02.280 --> 00:20:05.800]  應該來折磨我們的那一位沒有折磨我們
[00:20:05.800 --> 00:20:10.200]  應該追殺我們的沒有追殺我們
[00:20:10.200 --> 00:20:13.000]  不講盡殺絕
[00:20:13.000 --> 00:20:15.560]  不去以牙還牙
[00:20:15.560 --> 00:20:19.080]  這就是憐憫
[00:20:19.080 --> 00:20:20.680]  憐憫是什麼?
[00:20:20.680 --> 00:20:23.640]  我對你的罪視而不見
[00:20:23.640 --> 00:20:28.840]  我寬恕你 我放你走
[00:20:28.840 --> 00:20:32.600]  不過福音是在說什麼呢?
[00:20:32.600 --> 00:20:38.360]  福音是在說審判並沒有撤除
[00:20:38.360 --> 00:20:42.120]  不過是延遲了很久
[00:20:42.120 --> 00:20:45.640]  在這個延遲審判的之前
[00:20:45.640 --> 00:20:47.880]  審判還沒來到之前
[00:20:47.880 --> 00:20:50.600]  這就是欣典的時刻
[00:20:50.600 --> 00:20:53.160]  這就是赦罪的時機
[00:20:53.160 --> 00:20:55.160]  這就是宣告的時刻
[00:20:55.160 --> 00:20:57.000]  是邀請的時刻
[00:20:57.000 --> 00:21:00.360]  是依次的時刻
[00:21:00.360 --> 00:21:04.120]  當這事情是這樣的時候
[00:21:04.120 --> 00:21:06.920]  如果你作為一個審判者你不審判
[00:21:06.920 --> 00:21:09.400]  那你還有資格做公義的審判
[00:21:09.400 --> 00:21:11.720]  傳遞的審判者嗎?
[00:21:11.720 --> 00:21:14.440]  任由惡人為所欲也
[00:21:14.440 --> 00:21:16.840]  然後你袖手旁觀
[00:21:16.840 --> 00:21:21.160]  這樣可以嗎?
[00:21:21.160 --> 00:21:25.480]  他是不是真的仍然這麼關注美善道德
[00:21:25.480 --> 00:21:28.520]  仍然這麼關注是非黑白
[00:21:28.520 --> 00:21:30.600]  叫他的受造物
[00:21:30.600 --> 00:21:33.400]  全部都應該
[00:21:33.400 --> 00:21:35.880]  回到一個正常的狀態
[00:21:35.880 --> 00:21:39.160]  他是不是真的關注這些事情
[00:21:39.160 --> 00:21:41.880]  如果他容許罪人
[00:21:41.880 --> 00:21:45.320]  無法無天就逍遙法外
[00:21:45.320 --> 00:21:50.040]  那他還是一個完美的傳遞的審判者嗎?
[00:21:50.040 --> 00:21:52.600]  所以福音另外一邊
[00:21:52.600 --> 00:21:54.440]  不能夠少的是什麼呢?
[00:21:54.440 --> 00:21:56.840]  上帝對不義的事情
[00:21:56.840 --> 00:21:58.520]  那種的震怒
[00:21:58.520 --> 00:22:00.760]  是不會止息的震怒
[00:22:00.760 --> 00:22:02.200]  永遠不變
[00:22:02.200 --> 00:22:04.200]  永遠堅定的
[00:22:04.200 --> 00:22:07.240]  一定會有罪必討
[00:22:07.240 --> 00:22:08.760]  有邪惡
[00:22:08.760 --> 00:22:10.360]  有歪曲的事
[00:22:10.360 --> 00:22:12.360]  他一定會來伸冤
[00:22:12.360 --> 00:22:14.120]  他一定會來平反
[00:22:14.120 --> 00:22:16.680]  這種叫做報應的公義
[00:22:16.680 --> 00:22:18.520]  而這個報應的公義
[00:22:18.520 --> 00:22:21.560]  在福音裡面並沒有被消除
[00:22:21.560 --> 00:22:24.200]  不過是因為耶穌基督
[00:22:24.200 --> 00:22:28.440]  祂站在這群該死的人面前
[00:22:28.440 --> 00:22:32.120]  成為我們唯一的代表
[00:22:32.120 --> 00:22:33.720]  唯一的袋贖者
[00:22:33.720 --> 00:22:36.040]  按照著天父的心意
[00:22:36.040 --> 00:22:37.800]  過了完美的生活
[00:22:37.800 --> 00:22:39.320]  然後接受了
