
[00:00:00.000 --> 00:00:02.000]  各位女士們,平安!
[00:01:38.000 --> 00:01:43.000]  祢將一切天上地下屬靈的福氣都賜給我們
[00:01:43.000 --> 00:01:46.000]  主,求祢讓我們與祢同心
[00:01:46.000 --> 00:01:48.000]  能夠在人生的路上
[00:01:48.000 --> 00:01:51.000]  我們知道警覺的跟隨祢
[00:01:51.000 --> 00:01:52.000]  侍奉祢
[00:01:52.000 --> 00:01:56.000]  以至能夠得著祢要我們得著的
[00:01:56.000 --> 00:01:58.000]  祢的心可以滿足
[00:01:58.000 --> 00:02:00.000]  我們都真是蒙人
[00:02:00.000 --> 00:02:02.000]  現在我們打開聖經的說話
[00:02:02.000 --> 00:02:05.000]  再一次來尋求主的指教
[00:02:05.000 --> 00:02:06.000]  懇求主的恩典
[00:02:06.000 --> 00:02:08.000]  遮蓋人的軟弱
[00:02:08.000 --> 00:02:11.000]  遮蓋我們一切的阻礙
[00:02:11.000 --> 00:02:14.000]  讓我們在祢面前能夠聽見的
[00:02:14.000 --> 00:02:16.000]  不單是人的聲音
[00:02:16.000 --> 00:02:17.000]  更加是聖靈
[00:02:17.000 --> 00:02:19.000]  祢自己的微聲
[00:02:19.000 --> 00:02:21.000]  來指教、引導我們
[00:02:21.000 --> 00:02:23.000]  來跟隨祢
[00:02:23.000 --> 00:02:24.000]  我們仰望祢
[00:02:24.000 --> 00:02:26.000]  施恩引導我們
[00:02:26.000 --> 00:02:28.000]  我們同心仰望、祈禱
[00:02:28.000 --> 00:02:29.000]  奉主耶穌
[00:02:29.000 --> 00:02:31.000]  盛名祈求
[00:02:31.000 --> 00:02:32.000]  阿們
[00:02:32.000 --> 00:02:35.000]  我在開始的時候
[00:02:35.000 --> 00:02:39.000]  想跟大家先說一個故事
[00:02:39.000 --> 00:02:45.000]  最近我自己就看了一些中國教會的近代史
[00:02:45.000 --> 00:02:51.000]  我想看回過去在內地教會所經歷的一些事情
[00:02:51.000 --> 00:02:56.000]  看的時候會看到很多過去的信徒、牧者
[00:02:56.000 --> 00:02:59.000]  在很多不同的政治的變動當中
[00:02:59.000 --> 00:03:02.000]  他們離開了主
[00:03:02.000 --> 00:03:03.000]  或者出賣主
[00:03:03.000 --> 00:03:05.000]  或者出賣弟兄姊妹
[00:03:05.000 --> 00:03:07.000]  很多這些事例
[00:03:07.000 --> 00:03:10.000]  但同時我看到有很多很多的教徒
[00:03:10.000 --> 00:03:13.000]  在很多這些的危難當中
[00:03:13.000 --> 00:03:17.000]  他們是堅定地來跟隨神
[00:03:17.000 --> 00:03:19.000]  我看回這些歷史的時候
[00:03:19.000 --> 00:03:22.000]  我就會很感覺到
[00:03:22.000 --> 00:03:27.000]  面前我們在香港生活的教徒有盼望
[00:03:27.000 --> 00:03:29.000]  我想說其中一件事情就是有一位姊妹
[00:03:29.000 --> 00:03:31.000]  這位姊妹的父母
[00:03:31.000 --> 00:03:32.000]  在早年的時候
[00:03:32.000 --> 00:03:34.000]  1940年代
[00:03:34.000 --> 00:03:36.000]  他們是一些教徒的知識分子
[00:03:36.000 --> 00:03:38.000]  曾經在美國留學
[00:03:38.000 --> 00:03:41.000]  在大城市有很好的工作
[00:03:41.000 --> 00:03:45.000]  但他們很感覺到神呼召他們去到偏遠的
[00:03:45.000 --> 00:03:47.000]  在新疆的地方
[00:03:47.000 --> 00:03:50.000]  他們很想能夠去幫助那些貧困的人
[00:03:50.000 --> 00:03:52.000]  去在那裏建設
[00:03:52.000 --> 00:03:55.000]  也是作福音的服侍
[00:03:55.000 --> 00:03:57.000]  但當他們回到那裏的時候
[00:03:57.000 --> 00:04:01.000]  國內經歷很多很多不同的政治的變化
[00:04:01.000 --> 00:04:03.000]  他們因為有美國的背景
[00:04:03.000 --> 00:04:06.000]  所以被認為是一些反革命分子
[00:04:06.000 --> 00:04:08.000]  因此媽媽很早就死去
[00:04:08.000 --> 00:04:12.000]  爸爸就被抓去坐長期的監禁
[00:04:12.000 --> 00:04:17.000]  這位女孩是在當地出生
[00:04:17.000 --> 00:04:19.000]  但是她很不明白
[00:04:19.000 --> 00:04:20.000]  為什麼出生之後
[00:04:20.000 --> 00:04:24.000]  一生人就是不斷不斷經歷各種的苦難
[00:04:24.000 --> 00:04:26.000]  當時爸爸在監禁的時候
[00:04:26.000 --> 00:04:27.000]  她去探望她
[00:04:27.000 --> 00:04:29.000]  她當時只是十四五歲
[00:04:29.000 --> 00:04:31.000]  是一個少年
[00:04:31.000 --> 00:04:33.000]  爸爸告訴她
[00:04:33.000 --> 00:04:40.000]  何時你遇到磨難 你學習去依靠耶穌
[00:04:40.000 --> 00:04:43.000]  她住在一個很偏僻的地方
[00:04:43.000 --> 00:04:45.000]  一間很破爛的房屋
[00:04:45.000 --> 00:04:50.000]  有一晚她自己分享
[00:04:50.000 --> 00:04:54.000]  突然間在那些破爛的門窗裏面
[00:04:54.000 --> 00:04:58.000]  那些暴風雪衝進來
[00:04:58.000 --> 00:05:00.000]  家裏面僅有的火爐
[00:05:00.000 --> 00:05:03.000]  那些火全熄滅了 她冷得很厲害
[00:05:03.000 --> 00:05:05.000]  她也醒了
[00:05:05.000 --> 00:05:10.000]  然後突然間在那過程當中情緒很失控
[00:05:10.000 --> 00:05:11.000]  她就問一個問題
[00:05:11.000 --> 00:05:15.000]  為什麼人生出來就是為了受苦呢
[00:05:15.000 --> 00:05:18.000]  為什麼我的家庭那麼多苦難呢
[00:05:18.000 --> 00:05:21.000]  在那個時候她想自殺
[00:05:21.000 --> 00:05:23.000]  但是就在那個時候
[00:05:23.000 --> 00:05:26.000]  她想起爸爸那句話說
[00:05:26.000 --> 00:05:30.000]  當你面對磨難的時候
[00:05:30.000 --> 00:05:35.000]  你記住學習去依靠耶穌
[00:05:35.000 --> 00:05:39.000]  在那個時候她就心裏軟了下來
[00:05:39.000 --> 00:05:40.000]  她就祈禱
[00:05:40.000 --> 00:05:44.000]  她說 主啊 如果祢讓我死
[00:05:44.000 --> 00:05:47.000]  祢就讓那些狂風吹開那對門
[00:05:47.000 --> 00:05:50.000]  其實都已經是破破爛爛
[00:05:50.000 --> 00:05:51.000]  不是擋到風的
[00:05:51.000 --> 00:05:54.000]  就讓我在寒風當中死去
[00:05:54.000 --> 00:05:57.000]  大家知道在新疆的北疆地區
[00:05:57.000 --> 00:06:01.000]  冬天的風雪是多厲害
[00:06:01.000 --> 00:06:05.000]  但是如果祢要我流傳
[00:06:05.000 --> 00:06:08.000]  祢保守我
[00:06:08.000 --> 00:06:10.000]  當她這樣說的時候
[00:06:10.000 --> 00:06:14.000]  她說她突然間感覺自己很溫暖
[00:06:14.000 --> 00:06:17.000]  解釋不了的情況
[00:06:17.000 --> 00:06:20.000]  也突然間很寧靜
[00:06:20.000 --> 00:06:26.000]  好像被擁抱著的一種心境 狀況
[00:06:26.000 --> 00:06:29.000]  事情一直發展 我不詳細多說
[00:06:29.000 --> 00:06:32.000]  但是後來這位少年
[00:06:32.000 --> 00:06:37.000]  很奇妙地被選拔入了當時的革命大學
[00:06:37.000 --> 00:06:40.000]  在大學裏面 人們知道他很好的英文
[00:06:40.000 --> 00:06:43.000]  因為他爸爸從小教他英文
[00:06:43.000 --> 00:06:46.000]  他成為了品學兼優的學生
[00:06:46.000 --> 00:06:50.000]  因此下方就邀請他進入一個共青團
[00:06:50.000 --> 00:06:55.000]  因為共青團才可以有這些優秀的學生
[00:06:55.000 --> 00:06:59.000]  或者說優秀學生必須是共青團
[00:06:59.000 --> 00:07:01.000]  但是他自己知道他不可以加入
[00:07:01.000 --> 00:07:04.000]  因為他有他的信仰
[00:07:04.000 --> 00:07:06.000]  下方一直各方面去催逼他
[00:07:06.000 --> 00:07:13.000]  有一次在一個公開的學校的學生和老師的會議當中
[00:07:13.000 --> 00:07:17.000]  公開詢問:為什麼你不加入共青團?
[00:07:17.000 --> 00:07:22.000]  那時候這位姐妹去考慮
[00:07:22.000 --> 00:07:26.000]  然後她就說:因為我是基督徒
[00:07:26.000 --> 00:07:30.000]  我不可以加入共青團
[00:07:30.000 --> 00:07:32.000]  故事的發展你可以想像到
[00:07:32.000 --> 00:07:34.000]  當他承認了自己的信仰之後
[00:07:34.000 --> 00:07:36.000]  整個學校很震盪
[00:07:36.000 --> 00:07:38.000]  我們革命的重點
[00:07:38.000 --> 00:07:42.000]  怎麼可能有你這個反革命分子在
[00:07:42.000 --> 00:07:46.000]  然後學校有很多的壓力
[00:07:46.000 --> 00:07:50.000]  但是那時候這位姐妹
[00:07:50.000 --> 00:07:53.000]  她就在這個聚會當中
[00:07:53.000 --> 00:07:56.000]  她就被下方要求
[00:07:56.000 --> 00:07:59.000]  來解釋:為什麼你有這樣的背景?
[00:07:59.000 --> 00:08:01.000]  你為什麼有這樣的信仰?
[00:08:01.000 --> 00:08:04.000]  但是想不到應該是一個機會
[00:08:04.000 --> 00:08:07.000]  她講述有位耶穌
[00:08:07.000 --> 00:08:09.000]  是我自小認識他的
[00:08:09.000 --> 00:08:13.000]  然後在同學老師面前一直見證著
[00:08:13.000 --> 00:08:16.000]  當然大家可以想像到這件事情的發展
[00:08:16.000 --> 00:08:19.000]  後來就是她不能夠再正式讀書
[00:08:19.000 --> 00:08:22.000]  學校考慮將她趕逐出去
[00:08:22.000 --> 00:08:25.000]  但是後來她被他繼續再讀
[00:08:25.000 --> 00:08:27.000]  不過完全沒有學位沒有學分
[00:08:27.000 --> 00:08:30.000]  但是正因為那個見證
[00:08:30.000 --> 00:08:35.000]  後來很多的學生私下就問她有關福音的信仰
[00:08:35.000 --> 00:08:38.000]  因為他們大多數沒有聽過主耶穌的事情
[00:08:38.000 --> 00:08:41.000]  因此很多學生信主
[00:08:41.000 --> 00:08:47.000]  而她也成立了兩個學生的團契小組
[00:08:47.000 --> 00:08:49.000]  當然你問為什麼可以成立?
[00:08:49.000 --> 00:08:54.000]  他們只是偷偷在別人不知道的時候
[00:08:54.000 --> 00:08:58.000]  去到偏遠的地方有小組查經
[00:08:58.000 --> 00:09:01.000]  就是這樣一直發展的時候
[00:09:01.000 --> 00:09:04.000]  當我一直看的時候越看越緊張
[00:09:04.000 --> 00:09:10.000]  我後來就發現這個學生當然不能夠有正式的工作
[00:09:10.000 --> 00:09:13.000]  被派到正式的學校裡面教書
[00:09:13.000 --> 00:09:15.000]  都是屬於一些所謂當時的精英
[00:09:15.000 --> 00:09:17.000]  就是做老師的
[00:09:17.000 --> 00:09:23.000]  但是他只能夠去到一些居窮的農村裡面做教英文
[00:09:23.000 --> 00:09:26.000]  但正因為這樣他有很多空間
[00:09:26.000 --> 00:09:31.000]  他很多時候就會去探訪這些教徒信主的同學
[00:09:31.000 --> 00:09:35.000]  兼顧他們幫助他們繼續在自己所身處的崗位裡面
[00:09:35.000 --> 00:09:39.000]  來見證事奉主
[00:09:39.000 --> 00:09:43.000]  我講這個故事是我想到
[00:09:43.000 --> 00:09:46.000]  在你和我身處的世界
[00:09:46.000 --> 00:09:52.000]  有各種各樣的罪惡和苦難
[00:09:52.000 --> 00:09:54.000]  不同的形式出現
[00:09:54.000 --> 00:09:59.000]  來將我們催逼到一個關口
[00:09:59.000 --> 00:10:02.000]  要我們去作出一個抉擇
[00:10:02.000 --> 00:10:05.000]  究竟你繼續堅定地去信耶穌
[00:10:05.000 --> 00:10:11.000]  還是你要走回一條容易的路
[00:10:11.000 --> 00:10:13.000]  所謂容易的路
[00:10:13.000 --> 00:10:15.000]  在你和我身處的環境
[00:10:15.000 --> 00:10:18.000]  或者有不同形式的挑戰出現
[00:10:18.000 --> 00:10:22.000]  但你知道這些挑戰很多時候目的是誘惑你
[00:10:22.000 --> 00:10:25.000]  叫你不再侍奉神
[00:10:25.000 --> 00:10:30.000]  你可以想想你所面對的處境是怎樣
[00:10:30.000 --> 00:10:32.000]  在這些處境出現的時候
[00:10:32.000 --> 00:10:35.000]  你會發覺有一個很重要的危險
[00:10:35.000 --> 00:10:38.000]  就是會催促你
[00:10:38.000 --> 00:10:41.000]  你不如放棄神
[00:10:41.000 --> 00:10:45.000]  你不如改變你對神的態度
[00:10:45.000 --> 00:10:48.000]  或者說向神變心
[00:10:48.000 --> 00:10:50.000]  改變了你的心
[00:10:50.000 --> 00:10:52.000]  我想起很多婚姻的事情
[00:10:52.000 --> 00:10:55.000]  也想起有不少的教徒
[00:10:55.000 --> 00:10:57.000]  或者未必一定他們會不信主
[00:10:57.000 --> 00:11:01.000]  但開始將神放在心裡邊緣的位置
[00:11:01.000 --> 00:11:02.000]  可有可無
[00:11:02.000 --> 00:11:04.000]  有時有需要就騎下肚
[00:11:04.000 --> 00:11:07.000]  沒需要的時候我行我素
[00:11:07.000 --> 00:11:10.000]  在我們今天所領受的
[00:11:10.000 --> 00:11:13.000]  一個很奇妙神給我們的應許當中
[00:11:13.000 --> 00:11:15.000]  祂讓我們屬於祂
[00:11:15.000 --> 00:11:19.000]  你要留意在你生命裡面出現什麼樣的處境
[00:11:19.000 --> 00:11:23.000]  是會引誘你的心偏離了神
[00:11:23.000 --> 00:11:28.000]  以至你不能專一的侍奉祂
[00:11:28.000 --> 00:11:30.000]  在今天我們所讀的經文裡面
[00:11:30.000 --> 00:11:32.000]  希伯來書第十二章
[00:11:32.000 --> 00:11:34.000]  大家會熟悉的經文
[00:11:34.000 --> 00:11:37.000]  你會記得在十二章之前的第十一章
[00:11:37.000 --> 00:11:39.000]  是在說一件事情
[00:11:39.000 --> 00:11:43.000]  我們首先從幾方面看一看
[00:11:43.000 --> 00:11:47.000]  首先就是不要堅持你生活的平順
[00:11:47.000 --> 00:11:51.000]  要放下罪和各種的前類
[00:11:51.000 --> 00:11:53.000]  在十一章剛才所提及的
[00:11:53.000 --> 00:11:57.000]  就是正正講述當時很多神的子民
[00:11:57.000 --> 00:11:59.000]  他們經歷很多不同的苦難
[00:11:59.000 --> 00:12:01.000]  你記得很多時候提及到
[00:12:01.000 --> 00:12:05.000]  有些信徒他們面對著刀殺
[00:12:05.000 --> 00:12:06.000]  石頭打死
[00:12:06.000 --> 00:12:08.000]  被鋸鋸死
[00:12:08.000 --> 00:12:10.000]  面對著各種的逼迫患難
[00:12:10.000 --> 00:12:12.000]  一直在裂出來
[00:12:12.000 --> 00:12:14.000]  當時講到這些艱難的時候
[00:12:14.000 --> 00:12:16.000]  就提到這些人因為信心
[00:12:16.000 --> 00:12:19.000]  他們堅持去信靠神
[00:12:19.000 --> 00:12:23.000]  堅持走在義的路上
[00:12:23.000 --> 00:12:26.000]  然後聖經十二章一開始就說
[00:12:26.000 --> 00:12:29.000]  我們既有者許多的見證人
[00:12:29.000 --> 00:12:31.000]  十二章第一節
[00:12:31.000 --> 00:12:33.000]  如同雲彩圍著我們
[00:12:33.000 --> 00:12:35.000]  就當放下各樣的重擔
[00:12:35.000 --> 00:12:38.000]  脫去容易纏累我們的罪
[00:12:38.000 --> 00:12:41.000]  全心忍耐
[00:12:41.000 --> 00:12:46.000]  奔那擺在我們前頭的路程
[00:12:46.000 --> 00:12:49.000]  聖經裡面提到一大群的見證人
[00:12:49.000 --> 00:12:51.000]  他們見證著什麼呢?
[00:12:51.000 --> 00:12:55.000]  他們見證著在患難當中
[00:12:55.000 --> 00:12:57.000]  神保守了他們
[00:12:57.000 --> 00:13:01.000]  他們見證出這位上帝是信實的
[00:13:01.000 --> 00:13:05.000]  因此生命在我們生命的歷程中
[00:13:05.000 --> 00:13:10.000]  或者在我們過去的過程中
[00:13:10.000 --> 00:13:14.000]  在早年發生的很多例子
[00:13:14.000 --> 00:13:16.000]  他們是鼓勵著我們
[00:13:16.000 --> 00:13:18.000]  繼續憑著信心
[00:13:18.000 --> 00:13:21.000]  走完我們要走的路
[00:13:21.000 --> 00:13:23.000]  這段經文其實是用一個
[00:13:23.000 --> 00:13:28.000]  好像是一個比喻式的狀況
[00:13:28.000 --> 00:13:31.000]  就好像一個比賽場上
[00:13:31.000 --> 00:13:33.000]  一大群人
[00:13:33.000 --> 00:13:36.000]  他們去到終站,去到終點
[00:13:36.000 --> 00:13:38.000]  這些雲彩色的見證人
[00:13:38.000 --> 00:13:43.000]  在終點上在當中向我們打氣
[00:13:43.000 --> 00:13:46.000]  繼續走,繼續走,走得完的
[00:13:46.000 --> 00:13:51.000]  上帝有力量會保守你走完你要走的路
[00:13:51.000 --> 00:13:53.000]  當你見到這些見證人的時候
[00:13:53.000 --> 00:13:57.000]  想起剛才他剛才被人撞跌了
[00:13:57.000 --> 00:13:59.000]  但現在已經去到終點了
[00:13:59.000 --> 00:14:01.000]  因此你的心知道
[00:14:01.000 --> 00:14:07.000]  放心,可以繼續去,可以繼續前往
[00:14:07.000 --> 00:14:12.000]  當你看到聖經裡面提及這些人士的見證的時候
[00:14:12.000 --> 00:14:14.000]  你會發覺聖經在這段經文裡面
[00:14:14.000 --> 00:14:20.000]  似乎沒有提及求神除去這些苦難
[00:14:20.000 --> 00:14:23.000]  之前提及到很多人受很多不同的苦難
[00:14:23.000 --> 00:14:25.000]  理所當然的就是提及到
[00:14:25.000 --> 00:14:29.000]  神為何會拿走他們的苦難
[00:14:29.000 --> 00:14:32.000]  但你會發覺聖經裡面沒有這樣說
[00:14:32.000 --> 00:14:35.000]  也甚至沒有叫我們求神
[00:14:35.000 --> 00:14:39.000]  讓我們不需要經歷這些艱苦
[00:14:39.000 --> 00:14:41.000]  為甚麼?
[00:14:41.000 --> 00:14:45.000]  因為基本上是不可能的
[00:14:45.000 --> 00:14:47.000]  不可能是因為
[00:14:47.000 --> 00:14:51.000]  第一,這個世界是有罪的
[00:14:51.000 --> 00:14:55.000]  人受到這個罪惡的世界所傷害
[00:14:55.000 --> 00:14:57.000]  就算是屬神的人
[00:14:57.000 --> 00:15:01.000]  也不會免於這個世界所有人
[00:15:01.000 --> 00:15:05.000]  所要承受的衝擊、傷害
[00:15:05.000 --> 00:15:07.000]  沒錯,有些時候
[00:15:07.000 --> 00:15:12.000]  神會特別免去這個世界給我們的傷害
[00:15:12.000 --> 00:15:14.000]  但一般的情況
[00:15:14.000 --> 00:15:17.000]  上帝是容許我們都在這個世界當中
[00:15:17.000 --> 00:15:21.000]  受到罪惡的世界各方面的傷害
[00:15:21.000 --> 00:15:25.000]  第二,也因為有神的管教
[00:15:25.000 --> 00:15:28.000]  你會發覺上帝在過程當中
[00:15:28.000 --> 00:15:30.000]  他容許這些事情發生
[00:15:30.000 --> 00:15:35.000]  這些艱難、苦難成為我們生命的磨練
[00:15:35.000 --> 00:15:38.000]  我們昨天也提及這件事情
[00:15:38.000 --> 00:15:39.000]  正因為這樣
[00:15:39.000 --> 00:15:41.000]  你會發覺在過程當中
[00:15:41.000 --> 00:15:45.000]  神沒有說要將這些苦難拿走
[00:15:45.000 --> 00:15:47.000]  但祂要我們拿走的
[00:15:47.000 --> 00:15:51.000]  反而是那些纏累我們的罪
[00:15:51.000 --> 00:15:54.000]  和那些重擔
[00:15:54.000 --> 00:15:58.000]  重擔有些聖經翻譯為拖累
[00:15:58.000 --> 00:16:01.000]  你會明白在你信仰的路上
[00:16:01.000 --> 00:16:04.000]  有些什麼拖累著你
[00:16:04.000 --> 00:16:06.000]  你會知道某些罪
[00:16:06.000 --> 00:16:10.000]  是特別容易纏住你的
[00:16:10.000 --> 00:16:14.000]  我想請一位弟兄分享
[00:16:14.000 --> 00:16:18.000]  是一位事業有成的醫生弟兄
[00:16:18.000 --> 00:16:20.000]  他說他在人生當中
[00:16:20.000 --> 00:16:25.000]  有一個很容易會跌倒的關口
[00:16:25.000 --> 00:16:29.000]  就是因為他自小在基層環境中成長
[00:16:29.000 --> 00:16:31.000]  周圍的人看不起他
[00:16:31.000 --> 00:16:34.000]  學校裡很多同學都會取笑他
[00:16:34.000 --> 00:16:38.000]  因此他自小就覺得很被人輕視
[00:16:38.000 --> 00:16:40.000]  所以小時候就一直想
[00:16:40.000 --> 00:16:44.000]  無論如何我一定要出人頭地
[00:16:44.000 --> 00:16:45.000]  我一定要出人頭地
[00:16:45.000 --> 00:16:47.000]  因為他某些缺乏
[00:16:47.000 --> 00:16:51.000]  以至他有一個很渴望得到的滿足
[00:16:51.000 --> 00:16:56.000]  這個渴望成為他的捆綁
[00:16:56.000 --> 00:16:58.000]  在他後來的人生裡
[00:16:58.000 --> 00:17:00.000]  他發覺他不斷拼命
[00:17:00.000 --> 00:17:03.000]  要來到有成就
[00:17:03.000 --> 00:17:05.000]  拼命有更多的錢
[00:17:05.000 --> 00:17:07.000]  有更多的明星地位
[00:17:07.000 --> 00:17:10.000]  這些一切後來他思想的時候
[00:17:10.000 --> 00:17:14.000]  成為他一個很重要的纏累
[00:17:14.000 --> 00:17:16.000]  我們都會需要常常的思想
[00:17:16.000 --> 00:17:17.000]  在我們生命裡
[00:17:17.000 --> 00:17:21.000]  有沒有一些容易纏累我們的罪
[00:17:21.000 --> 00:17:26.000]  會令到我們不能夠向前跑
[00:17:26.000 --> 00:17:28.000]  為什麼呢?
[00:17:28.000 --> 00:17:32.000]  當正在提及這些拖累、這些罪的時候
[00:17:32.000 --> 00:17:35.000]  我們如果不能夠將它們放下
[00:17:35.000 --> 00:17:39.000]  我們是不能夠忍耐地跟隨著
[00:17:39.000 --> 00:17:41.000]  正在說的這些纏累
[00:17:41.000 --> 00:17:43.000]  亦都表達一種拖累
[00:17:43.000 --> 00:17:46.000]  或者有些正在造一個重擔
[00:17:46.000 --> 00:17:52.000]  好像一些重的物品掛在你的身上
[00:17:52.000 --> 00:17:54.000]  大家都會很明白
[00:17:54.000 --> 00:17:56.000]  如果你要去一個賽事裡面
[00:17:56.000 --> 00:17:59.000]  每個人都會輕身上路跑步
[00:17:59.000 --> 00:18:00.000]  但如果你看到一個人
[00:18:00.000 --> 00:18:06.000]  他穿著一件圓製的衣服
[00:18:06.000 --> 00:18:12.000]  然後穿著一雙登山的重鞋
[00:18:12.000 --> 00:18:14.000]  沒錯,很大的保護
[00:18:14.000 --> 00:18:18.000]  不過你知道不可以跑下去
[00:18:18.000 --> 00:18:20.000]  這些事情,聖經所說
[00:18:20.000 --> 00:18:22.000]  是令到我們不能夠忍耐著
[00:18:22.000 --> 00:18:25.000]  面對很多不同的挑戰去跟隨耶穌
[00:18:25.000 --> 00:18:29.000]  亦都不能夠走完神定義要讓我們走的路
[00:18:29.000 --> 00:18:31.000]  可能是艱難的路
[00:18:31.000 --> 00:18:33.000]  但是是神定義
[00:18:33.000 --> 00:18:37.000]  所以聖經裡面就被講及到
[00:18:37.000 --> 00:18:39.000]  要我們留心、全心忍耐
[00:18:39.000 --> 00:18:43.000]  奔那擺在我們前頭的路程
[00:18:43.000 --> 00:18:45.000]  是擺在你的面前
[00:18:45.000 --> 00:18:47.000]  是預備了讓你走
[00:18:47.000 --> 00:18:50.000]  你不想走,你都需要走
[00:18:50.000 --> 00:18:53.000]  因此一個人如果不能夠在這些事情裡面
[00:18:53.000 --> 00:18:55.000]  放下這些阻礙
[00:18:55.000 --> 00:19:00.000]  他不能夠忍耐地繼續前行
[00:19:00.000 --> 00:19:01.000]  我想回到一件事情
[00:19:01.000 --> 00:19:04.000]  想回到我自己認識一對弟兄夫婦
[00:19:04.000 --> 00:19:07.000]  這對弟兄夫婦他們是很渴望
[00:19:07.000 --> 00:19:10.000]  能夠可以有BB
[00:19:10.000 --> 00:19:12.000]  等候了很多年,終於懷孕
[00:19:12.000 --> 00:19:15.000]  太太很開心,丈夫到處跟我們分享
[00:19:15.000 --> 00:19:18.000]  但是想不到在預產期之前
[00:19:18.000 --> 00:19:21.000]  一個星期左右
[00:19:21.000 --> 00:19:26.000]  他們就發現BB不動
[00:19:26.000 --> 00:19:30.000]  後來就知道胎死腹中
[00:19:30.000 --> 00:19:32.000]  你可以想像
[00:19:32.000 --> 00:19:34.000]  如果是你自己的孩子
[00:19:34.000 --> 00:19:36.000]  很期待、很快樂
[00:19:36.000 --> 00:19:40.000]  預備了很多床、衣服等BB出生
[00:19:40.000 --> 00:19:45.000]  但是竟然在那個時候BB死了
[00:19:45.000 --> 00:19:48.000]  我在過程當中體會到他們很難過
[00:19:48.000 --> 00:19:50.000]  很傷心
[00:19:50.000 --> 00:19:52.000]  但是我心裡面很感恩
[00:19:52.000 --> 00:19:56.000]  因為這對夫婦仍然表示
[00:19:56.000 --> 00:20:00.000]  我們願意去馴服神
[00:20:00.000 --> 00:20:03.000]  這份馴服我不太了解
[00:20:03.000 --> 00:20:06.000]  但我知道一定是神在他們生命當中
[00:20:06.000 --> 00:20:08.000]  給他們的安慰和鼓勵
[00:20:08.000 --> 00:20:11.000]  因此他們說我們繼續敬拜上帝
[00:20:11.000 --> 00:20:13.000]  繼續跟隨他
[00:20:13.000 --> 00:20:15.000]  在安息禮拜裡面
[00:20:15.000 --> 00:20:20.000]  我在當中參與一位目者分享訊息
[00:20:20.000 --> 00:20:23.000]  目者簡單說了一件事情
[00:20:23.000 --> 00:20:27.000]  他說:各位,我們是屬神的人
[00:20:27.000 --> 00:20:29.000]  我們有信仰
[00:20:29.000 --> 00:20:33.000]  但我們的信仰不是用來解釋苦難
[00:20:33.000 --> 00:20:40.000]  而是去承托我們去面對苦難
[00:20:40.000 --> 00:20:43.000]  我們未必能夠解釋
[00:20:43.000 --> 00:20:45.000]  為何神會這樣做
[00:20:45.000 --> 00:20:46.000]  容許這件事情
[00:20:46.000 --> 00:20:48.000]  但肯定知道
[00:20:48.000 --> 00:20:50.000]  上帝給我們這份生命
