
[00:00:00.000 --> 00:00:04.400]  教會在今個季度一路看著彼得後書
[00:02:12.900 --> 00:02:15.900]  讓我們能夠再次思想祢的說話
[00:02:15.900 --> 00:02:17.900]  求主聖靈自己工作
[00:02:17.900 --> 00:02:19.900]  引導我們明白聖經
[00:02:19.900 --> 00:02:21.900]  又激勵我們的心
[00:02:21.900 --> 00:02:23.900]  來快跑跟隨祢
[00:02:23.900 --> 00:02:25.900]  求祢賜福這段時間
[00:02:25.900 --> 00:02:27.900]  祈禱奉耶穌基督
[00:02:27.900 --> 00:02:28.900]  聖名求
[00:02:28.900 --> 00:02:30.900]  阿們
[00:02:30.900 --> 00:02:32.900]  聖經病德後書第二章
[00:02:32.900 --> 00:02:34.900]  提及到一件事情
[00:02:34.900 --> 00:02:36.900]  就是有些人他們背棄真道
[00:02:36.900 --> 00:02:39.900]  是一件很可悲的事情
[00:02:39.900 --> 00:02:42.900]  我在平時看報紙的時候
[00:02:42.900 --> 00:02:43.900]  留意到一件事情
[00:02:43.900 --> 00:02:45.900]  大家都會留意到的
[00:02:45.900 --> 00:02:47.900]  就是久不久就會看到一些報導
[00:02:47.900 --> 00:02:49.900]  講到一些少女
[00:02:49.900 --> 00:02:50.900]  青少年
[00:02:50.900 --> 00:02:53.900]  他們在網上認識一些朋友
[00:02:53.900 --> 00:02:55.900]  很快就約出來見面
[00:02:55.900 --> 00:02:57.900]  很快竟然跟隨別人
[00:02:57.900 --> 00:02:59.900]  去了別人的家
[00:02:59.900 --> 00:03:01.900]  或者去到一些偏僻的地方
[00:03:01.900 --> 00:03:04.900]  接著的故事你會知道
[00:03:04.900 --> 00:03:06.900]  這些少女被別人侵犯
[00:03:06.900 --> 00:03:10.900]  而且一生受到很大的傷害
[00:03:10.900 --> 00:03:12.900]  初初看到一兩件的時候
[00:03:12.900 --> 00:03:17.900]  覺得這些事情真的很不應該發生
[00:03:17.900 --> 00:03:19.900]  但接著的問題就問
[00:03:19.900 --> 00:03:22.900]  為什麼這麼多人看到有關的報道
[00:03:22.900 --> 00:03:24.900]  有這麼多例子在前
[00:03:24.900 --> 00:03:27.900]  仍然是好像盲了眼
[00:03:27.900 --> 00:03:28.900]  看不到
[00:03:28.900 --> 00:03:32.900]  仍然是中了去
[00:03:32.900 --> 00:03:35.900]  很多人都說這個時代是很多的資訊
[00:03:35.900 --> 00:03:38.900]  你隨時上網會看到很多的資料
[00:03:38.900 --> 00:03:41.900]  你說我對那個疾病不太認識
[00:03:41.900 --> 00:03:43.900]  你上網立即可以變成一個專家
[00:03:43.900 --> 00:03:47.900]  認識很多有關的醫學常識
[00:03:47.900 --> 00:03:49.900]  沒錯很多的資訊
[00:03:49.900 --> 00:03:54.900]  但資訊不等於我們就會變得更智慧
[00:03:54.900 --> 00:03:57.900]  Information和Wisdom
[00:03:57.900 --> 00:03:59.900]  資訊和智慧
[00:03:59.900 --> 00:04:02.900]  不一定是等同
[00:04:02.900 --> 00:04:08.900]  人需要一份智慧去分辨是非和對錯
[00:04:08.900 --> 00:04:12.900]  醒所說的智慧不單止是一種知識的分辨
[00:04:12.900 --> 00:04:14.900]  而是一種心靈的力量
[00:04:14.900 --> 00:04:19.900]  可以知道而行在正確的路上
[00:04:19.900 --> 00:04:22.900]  有很多人不能夠分辨智慧
[00:04:22.900 --> 00:04:27.900]  因為太多這個世界似是而非的事情
[00:04:27.900 --> 00:04:28.900]  很簡單地說
[00:04:28.900 --> 00:04:30.900]  現在很多人都喜歡在Facebook
[00:04:30.900 --> 00:04:31.900]  中文叫什麼
[00:04:31.900 --> 00:04:33.900]  叫臉書
[00:04:33.900 --> 00:04:36.900]  在Facebook裏面很多時候表達自己的看法
[00:04:36.900 --> 00:04:40.900]  把他自己做的事情放在Facebook裏
[00:04:40.900 --> 00:04:43.900]  你看到一段文字
[00:04:43.900 --> 00:04:45.900]  嘩這樣都說得出
[00:04:45.900 --> 00:04:47.900]  這樣的東西都說得出
[00:04:47.900 --> 00:04:50.900]  但是看下去很奇怪
[00:04:50.900 --> 00:04:53.900]  300個人Like了它
[00:04:53.900 --> 00:04:57.900]  這樣的說話都有人喜歡
[00:04:57.900 --> 00:05:00.900]  竟然贊成他所說的
[00:05:00.900 --> 00:05:03.900]  這些寫的人也因此覺得
[00:05:03.900 --> 00:05:07.900]  這麼多人喜歡我所說的話一定是對的
[00:05:07.900 --> 00:05:12.900]  因此很多事情好像是錯誤
[00:05:12.900 --> 00:05:13.900]  但是是對的
[00:05:13.900 --> 00:05:14.900]  但是相反來說
[00:05:14.900 --> 00:05:17.900]  好像是對的其實是錯誤的
[00:05:17.900 --> 00:05:22.900]  在當中很需要在這個時代留心去分辨是非
[00:05:22.900 --> 00:05:23.900]  因此弟兄姊妹
[00:05:23.900 --> 00:05:27.900]  我們需要求主給我們分辨的智慧
[00:05:27.900 --> 00:05:31.900]  知道這個世界的確是一個彎曲薄茂的世代
[00:05:31.900 --> 00:05:34.900]  我們很需要神給我們因典
[00:05:34.900 --> 00:05:37.900]  能夠脫離很多的迷惑
[00:05:37.900 --> 00:05:39.900]  很多的陷阱
[00:05:39.900 --> 00:05:41.900]  因此讀聖經的時候
[00:05:41.900 --> 00:05:43.900]  你不要隨隨便便地讀
[00:05:43.900 --> 00:05:45.900]  要真正地明白
[00:05:45.900 --> 00:05:48.900]  讓你領受智慧
[00:05:48.900 --> 00:05:51.900]  能夠逃避這個世界很多的錯誤
[00:05:51.900 --> 00:05:53.900]  很多的迷惑
[00:05:53.900 --> 00:05:56.900]  因此你讀第二章彼得後書的時候
[00:05:56.900 --> 00:05:59.900]  你就明白為什麼彼得要這麼小心
[00:05:59.900 --> 00:06:02.900]  這個末世的假教師
[00:06:02.900 --> 00:06:04.900]  他們的錯謀很清楚
[00:06:04.900 --> 00:06:06.900]  很仔細地說出來
[00:06:06.900 --> 00:06:08.900]  我們今天就會試心思想
[00:06:08.900 --> 00:06:10.900]  其中的五方面
[00:06:10.900 --> 00:06:14.900]  去了解這個末世的假教師
[00:06:14.900 --> 00:06:15.900]  會有什麼特點
[00:06:15.900 --> 00:06:17.900]  叫我們防範
[00:06:17.900 --> 00:06:19.900]  叫我們能夠逃避開
[00:06:19.900 --> 00:06:22.900]  在第二章的第十節
[00:06:22.900 --> 00:06:24.900]  在我們上次讀過的經文
[00:06:24.900 --> 00:06:26.900]  第十節的中間一句話
[00:06:26.900 --> 00:06:27.900]  你記得
[00:06:27.900 --> 00:06:29.900]  聖經就說
[00:06:29.900 --> 00:06:31.900]  他們膽大任性
[00:06:31.900 --> 00:06:35.900]  毫無畏懼地誹謗在專為的
[00:06:35.900 --> 00:06:38.900]  這些是末世的假教師
[00:06:38.900 --> 00:06:40.900]  認自己是老師
[00:06:40.900 --> 00:06:43.900]  他教人很多很多的所謂道理
[00:06:43.900 --> 00:06:44.900]  但是他們有一個特點
[00:06:44.900 --> 00:06:48.900]  就是他們會很隨便地去誹謗別人
[00:06:48.900 --> 00:06:51.900]  去誹謗別人
[00:06:51.900 --> 00:06:53.900]  他們膽大又任性
[00:06:53.900 --> 00:06:55.900]  喜歡怎麼說就怎麼說
[00:06:55.900 --> 00:06:56.900]  膽子很大
[00:06:56.900 --> 00:06:58.900]  甚至是在一些專為上
[00:06:58.900 --> 00:07:02.900]  他們都隨便地去誹謗他們
[00:07:02.900 --> 00:07:04.900]  什麼是誹謗呢
[00:07:04.900 --> 00:07:07.900]  誹謗是用一些很錯誤的表述
[00:07:07.900 --> 00:07:09.900]  來去污蔑了
[00:07:09.900 --> 00:07:12.900]  或者傷害了別人的名聲
[00:07:12.900 --> 00:07:14.900]  我們現在廣東話所說
[00:07:14.900 --> 00:07:16.900]  抹黑了它
[00:07:16.900 --> 00:07:19.900]  是惡意地將一些不正確的表達
[00:07:19.900 --> 00:07:24.900]  說出來去傷害別人的名譽名聲
[00:07:24.900 --> 00:07:25.900]  這些誹謗的人
[00:07:25.900 --> 00:07:27.900]  他們不單膽大任性
[00:07:27.900 --> 00:07:31.900]  你再看聖經第十二節
[00:07:31.900 --> 00:07:35.900]  但這些人好像沒有理性的生畜
[00:07:35.900 --> 00:07:38.900]  生下來就是給人捉去宰殺的
[00:07:38.900 --> 00:07:41.900]  他們誹謗什麼
[00:07:41.900 --> 00:07:46.900]  自己所不知道的事
[00:07:46.900 --> 00:07:49.900]  如果他是一個很熟悉這件事情
[00:07:49.900 --> 00:07:51.900]  經過小心研究探索
[00:07:51.900 --> 00:07:55.900]  可能他可以將一些問題指出來
[00:07:55.900 --> 00:07:56.900]  但在末世的時候
[00:07:56.900 --> 00:07:58.900]  很多人他們不知道的事情
[00:07:58.900 --> 00:08:01.900]  他們都去誹謗
[00:08:01.900 --> 00:08:02.900]  聖經就說
[00:08:02.900 --> 00:08:07.900]  這些人好像一個沒有理性的生畜一樣
[00:08:07.900 --> 00:08:09.900]  生畜的特點是什麼呢
[00:08:09.900 --> 00:08:15.900]  生畜的特點是隨著他的本能去反應
[00:08:15.900 --> 00:08:17.900]  他不會懂得去有思考
[00:08:17.900 --> 00:08:20.900]  或者說有些思想的分辨
[00:08:20.900 --> 00:08:23.900]  更加不會有道德的判斷
[00:08:23.900 --> 00:08:24.900]  是隨著他的本能
[00:08:24.900 --> 00:08:26.900]  我們英文所說的instinct
[00:08:26.900 --> 00:08:30.900]  就著他的本能去反應
[00:08:30.900 --> 00:08:32.900]  這些聖經所說的人
[00:08:32.900 --> 00:08:34.900]  他們好像很強
[00:08:34.900 --> 00:08:37.900]  因為他們很能夠馬上說很多話
[00:08:37.900 --> 00:08:38.900]  作出很快的反應
[00:08:38.900 --> 00:08:41.900]  很強烈的一種表達
[00:08:41.900 --> 00:08:44.900]  但在一個強勢的表達當中
[00:08:44.900 --> 00:08:48.900]  他將自己降為了生畜
[00:08:48.900 --> 00:08:51.900]  是隨著他裡面的那種本能
[00:08:51.900 --> 00:08:52.900]  沒有經過思考
[00:08:52.900 --> 00:08:53.900]  沒有經過考慮
[00:08:53.900 --> 00:08:55.900]  就隨便地表達出來
[00:08:55.900 --> 00:08:56.900]  好像很強
[00:08:56.900 --> 00:09:00.900]  其實是被低扁成為生畜
[00:09:00.900 --> 00:09:01.900]  聖經中的字眼就說
[00:09:01.900 --> 00:09:04.900]  他們沒有理性的生畜
[00:09:04.900 --> 00:09:08.900]  生下來就吸引足去宰殺敵
[00:09:08.900 --> 00:09:09.900]  在他們去誹謗
[00:09:09.900 --> 00:09:11.900]  自己所不知道的事的時候
[00:09:11.900 --> 00:09:19.900]  十二節最後說 必在自己的敗壞中就滅亡
[00:09:19.900 --> 00:09:20.900]  因此你留心
[00:09:20.900 --> 00:09:22.900]  在英國的世界裡面
[00:09:22.900 --> 00:09:26.900]  越來越多人會隨便去誹謗別人
[00:09:26.900 --> 00:09:29.900]  其實今天我們都要很小心
[00:09:29.900 --> 00:09:31.900]  我們都會覺得自己很明白
[00:09:31.900 --> 00:09:33.900]  是他錯了
[00:09:33.900 --> 00:09:35.900]  很明白之餘
[00:09:35.900 --> 00:09:38.900]  就會不斷地去批評甚至控訴
[00:09:38.900 --> 00:09:41.900]  今天在很多的學校
[00:09:41.900 --> 00:09:43.900]  或者很多政府部門
[00:09:43.900 --> 00:09:46.900]  比以前忙碌很多
[00:09:46.900 --> 00:09:48.900]  不單止因為工作量增加
[00:09:48.900 --> 00:09:52.900]  更加因為要處理很多的投訴
[00:09:52.900 --> 00:09:53.900]  很多的投訴
[00:09:53.900 --> 00:09:57.900]  或者有些投訴是有原因的
[00:09:57.900 --> 00:09:59.900]  但也有不少的投訴
[00:09:59.900 --> 00:10:03.900]  只是不知道就發出很多的批評
[00:10:03.900 --> 00:10:06.900]  很多的誹謗
[00:10:06.900 --> 00:10:09.900]  這是我們需要很留心的第一方面
[00:10:09.900 --> 00:10:10.900]  第二方面我們再看
[00:10:10.900 --> 00:10:12.900]  聖經提到這些人
[00:10:12.900 --> 00:10:15.900]  他們是放縱至極
[00:10:15.900 --> 00:10:17.900]  是隨便很大的放縱
[00:10:17.900 --> 00:10:21.900]  大家看十三節
[00:10:21.900 --> 00:10:23.900]  十三節 他們行不義
[00:10:23.900 --> 00:10:25.900]  就得了不義的功架
[00:10:25.900 --> 00:10:27.900]  行在一些惡的事上
[00:10:27.900 --> 00:10:31.900]  自己承受這個惡的後果
[00:10:31.900 --> 00:10:33.900]  他們在白晝眾情作樂
[00:10:33.900 --> 00:10:37.900]  滿了污點與瑕疵
[00:10:37.900 --> 00:10:39.900]  他們與你們一同吃飯的時候
[00:10:39.900 --> 00:10:43.900]  就因自己的鬼災而沾沾自喜
[00:10:43.900 --> 00:10:47.900]  聖經說他們在白晝眾情作樂
[00:10:47.900 --> 00:10:50.900]  如果有些人放縱自己的情慾
[00:10:50.900 --> 00:10:53.900]  可能想在一些暗處的地方
[00:10:53.900 --> 00:10:55.900]  偷偷地去做
[00:10:55.900 --> 00:10:56.900]  但慢慢你會發覺很多的人
[00:10:56.900 --> 00:10:59.900]  他們已經不介意是什麼時候
[00:10:59.900 --> 00:11:00.900]  任何時候
[00:11:00.900 --> 00:11:02.900]  在白晝在公開的時候
[00:11:02.900 --> 00:11:06.900]  都不介意去放縱自己的情慾
[00:11:06.900 --> 00:11:11.900]  隨時去做自己想做的事
[00:11:11.900 --> 00:11:12.900]  聖經提到這些人
[00:11:12.900 --> 00:11:14.900]  甚至他們沒有羞恥之心
[00:11:14.900 --> 00:11:17.900]  自己做的鬼災的事情
[00:11:17.900 --> 00:11:19.900]  就沾沾自喜
[00:11:19.900 --> 00:11:20.900]  騙到你了
[00:11:20.900 --> 00:11:22.900]  他很開心
[00:11:22.900 --> 00:11:24.900]  自己做一些很不應該做的事情
[00:11:24.900 --> 00:11:29.900]  還大聲說你敢不敢做
[00:11:29.900 --> 00:11:31.900]  我們今天有些人
[00:11:31.900 --> 00:11:33.900]  他做一些錯的事情
[00:11:33.900 --> 00:11:36.900]  一些得罪自己的事情
[00:11:36.900 --> 00:11:39.900]  他可以很自豪
[00:11:39.900 --> 00:11:41.900]  你有沒有見過一些遊行
[00:11:41.900 --> 00:11:44.900]  叫做驕傲遊行
[00:11:44.900 --> 00:11:46.900]  你知道我說什麼
[00:11:46.900 --> 00:11:47.900]  今天很多的人
[00:11:47.900 --> 00:11:49.900]  他們認為他們所做的事情
[00:11:49.900 --> 00:11:50.900]  很光明的
[00:11:50.900 --> 00:11:54.900]  在白晝公開他們所做的事情
[00:11:54.900 --> 00:11:58.900]  是完全不再有一種分辨的能力
[00:11:58.900 --> 00:12:01.900]  聖經說他們是滿眼吟識
[00:12:01.900 --> 00:12:04.900]  你再看下第十四節
[00:12:04.900 --> 00:12:07.900]  他們滿眼吟識
[00:12:07.900 --> 00:12:09.900]  意味著他們所接觸到的事情
[00:12:09.900 --> 00:12:12.900]  都會引發他們很多的淫念
[00:12:12.900 --> 00:12:14.900]  一切所做到的事情
[00:12:14.900 --> 00:12:16.900]  很快就想到怎樣犯罪
[00:12:16.900 --> 00:12:18.900]  怎樣去放縱
[00:12:18.900 --> 00:12:20.900]  聖經說他們滿眼吟識
[00:12:20.900 --> 00:12:22.900]  而且不住地犯罪
[00:12:22.900 --> 00:12:25.900]  他們引誘了心智不堅固的人
[00:12:25.900 --> 00:12:28.900]  他們的心習慣了貪婪
[00:12:28.900 --> 00:12:31.900]  聖經說他們習慣了貪婪
[00:12:31.900 --> 00:12:34.900]  因為習慣的字在原來的意思很特別
[00:12:34.900 --> 00:12:38.900]  是在說一個專家的意思
[00:12:38.900 --> 00:12:42.900]  是犯罪貪婪的專家
[00:12:42.900 --> 00:12:44.900]  他們很懂得怎樣去做
[00:12:44.900 --> 00:12:49.900]  用各種花式來放縱自己
[00:12:49.900 --> 00:12:51.900]  他用各種方法
[00:12:51.900 --> 00:12:55.900]  讓自己得到最大的情慾的滿足
[00:12:55.900 --> 00:12:58.900]  聖經說這是一種習慣要貪婪
[00:12:58.900 --> 00:13:04.900]  或者說專家式的貪婪行徑
[00:13:04.900 --> 00:13:06.900]  當我們讀到這裡的時候
[00:13:06.900 --> 00:13:08.900]  小心留心這個社會
[00:13:08.900 --> 00:13:12.900]  剛才我提及過一些同性戀的情況
[00:13:12.900 --> 00:13:17.900]  在美國有超過數百間同性戀的組織
[00:13:17.900 --> 00:13:20.900]  用不同的方式推動同性戀的運動
[00:13:20.900 --> 00:13:23.900]  其中有二百間同性戀的組織
[00:13:23.900 --> 00:13:27.900]  他們聯合有一個共同的綱領
[00:13:27.900 --> 00:13:30.900]  可以在網上找到這些資料
[00:13:30.900 --> 00:13:36.900]  表明了他們最終所努力的目標是什麼
[00:13:36.900 --> 00:13:38.900]  他們的綱領是什麼呢
[00:13:38.900 --> 00:13:41.900]  他們的綱領就是要盡一切的力量
[00:13:41.900 --> 00:13:45.900]  廢除性行為的一切的限制
[00:13:45.900 --> 00:13:49.900]  包括了性別的限制
[00:13:49.900 --> 00:13:52.900]  包括了年齡的限制
[00:13:52.900 --> 00:13:56.900]  包括了人數的限制
[00:13:56.900 --> 00:13:59.900]  性別的限制你知道
[00:13:59.900 --> 00:14:01.900]  同性戀的問題
[00:14:01.900 --> 00:14:04.900]  這個年齡的限制
[00:14:04.900 --> 00:14:06.900]  美國開始有一個組織
[00:14:06.900 --> 00:14:14.900]  是成人和兒童戀愛關係的組織
[00:14:14.900 --> 00:14:21.900]  是推崇和要求政府容許可以有戀童的關係
[00:14:21.900 --> 00:14:26.900]  所以大的小的都可以有性行為
[00:14:26.900 --> 00:14:30.900]  不單止有兩個人的性行為
[00:14:30.900 --> 00:14:32.900]  這裡所強調的
[00:14:32.900 --> 00:14:36.900]  他們追求的是不受人數限制的性行為
[00:14:36.900 --> 00:14:41.900]  意味著三個四個五個
[00:14:41.900 --> 00:14:45.900]  或者在婚姻裡面容許有幾個人一起結婚
[00:14:45.900 --> 00:14:48.900]  有些個案一對女同性戀
[00:14:48.900 --> 00:14:51.900]  一起跟一個男士結婚
[00:14:51.900 --> 00:14:54.900]  他們盼望沒有任何的限制
[00:14:54.900 --> 00:14:58.900]  三個人可以一起有他們的關係
[00:14:58.900 --> 00:15:00.900]  當你小心看回這個世界
[00:15:00.900 --> 00:15:02.900]  你說是北美的風氣
[00:15:02.900 --> 00:15:06.900]  你留心很快就會在亞洲
[00:15:06.900 --> 00:15:08.900]  在很多東南亞地方
[00:15:08.900 --> 00:15:10.900]  會出現這些事情
[00:15:10.900 --> 00:15:13.900]  這個世界裡面有一個追求
[00:15:13.900 --> 00:15:17.900]  就是人在序當中逐步發展
[00:15:17.900 --> 00:15:19.900]  他們不再有羞恥之心
[00:15:19.900 --> 00:15:22.900]  他們要將一切所謂的限制除去
[00:15:22.900 --> 00:15:26.900]  讓他們能夠完全放縱他們的心所想
[00:15:26.900 --> 00:15:32.900]  或者你說我們都不至於像他們那樣
[00:15:32.900 --> 00:15:38.900]  但你留心這些影響對你是隨時會出現的
[00:15:38.900 --> 00:15:42.900]  你看回十四節剛才所讀的中間一句說話
[00:15:42.900 --> 00:15:48.900]  他們引誘心智不堅固的人
[00:15:48.900 --> 00:15:49.900]  說到不堅固的時候
[00:15:49.900 --> 00:15:53.900]  你會想起剛才說的第一章第十節
[00:15:53.900 --> 00:15:57.900]  提及我們要在很多的美德上面
[00:15:57.900 --> 00:15:59.900]  殷勤的追求
[00:15:59.900 --> 00:16:02.900]  以致我們所夢的恩兆和揀選
[00:16:02.900 --> 00:16:04.900]  可以堅定不移
[00:16:04.900 --> 00:16:08.900]  我們所承受的救恩和揀選是堅定不移
[00:16:08.900 --> 00:16:12.900]  因為在當中人殷勤地追求成長
[00:16:12.900 --> 00:16:14.900]  在第一章第十二節
[00:16:14.900 --> 00:16:16.900]  如果你記得都有提及過
[00:16:16.900 --> 00:16:19.900]  有些人在真道上面堅固
[00:16:19.900 --> 00:16:22.900]  但同樣有些人是不堅固
[00:16:22.900 --> 00:16:24.900]  大家可以想像
[00:16:24.900 --> 00:16:27.900]  如果你看一些紀錄片
[00:16:27.900 --> 00:16:32.900]  一些猛獸在原野裏想捕捉一些動物
[00:16:32.900 --> 00:16:35.900]  看見一對羚羊經過
[00:16:35.900 --> 00:16:38.900]  猛虎伏在那裏
[00:16:38.900 --> 00:16:40.900]  牠不會馬上行動
[00:16:40.900 --> 00:16:44.900]  牠會觀察一下向哪些羚羊邁手
[00:16:44.900 --> 00:16:50.900]  向那對羚羊的最後一隻
[00:16:50.900 --> 00:16:53.900]  那隻最幼弱的離群的
[00:16:53.900 --> 00:16:56.900]  就是牠捕食的對象
[00:16:56.900 --> 00:16:59.900]  你會看見在自然界裏
[00:16:59.900 --> 00:17:04.900]  猛獸都會去尋找那些不堅固的來捕食牠
[00:17:04.900 --> 00:17:07.900]  你會知道邪惡的勢力
[00:17:07.900 --> 00:17:10.900]  亦都留心一些不堅固的人
[00:17:10.900 --> 00:17:12.900]  去捕捉他們
[00:17:12.900 --> 00:17:14.900]  各位頂尖朋友我敢說
[00:17:14.900 --> 00:17:17.900]  我沒有意思去嚇我們哪一個人
[00:17:17.900 --> 00:17:19.900]  我們都有我們的軟弱
[00:17:19.900 --> 00:17:22.900]  但當你留心到這些屬靈的狀況的時候
[00:17:22.900 --> 00:17:24.900]  你要常常鼓勵自己
[00:17:24.900 --> 00:17:26.900]  不要離群
[00:17:26.900 --> 00:17:30.900]  不要給自己只是頭腦上的信念
[00:17:30.900 --> 00:17:34.900]  而生命沒有真正去追求認識神
[00:17:34.900 --> 00:17:40.900]  對神的道是真正付出時間心力代價
[00:17:40.900 --> 00:17:43.900]  去真正認識真道
[00:17:43.900 --> 00:17:48.900]  以至你能夠堅固逃避一切的一些邪惡的事情
[00:17:48.900 --> 00:17:52.900]  剛才說到的這些邪惡的事情
[00:17:52.900 --> 00:17:55.900]  有一種特徵就是誹謗
[00:17:55.900 --> 00:17:58.900]  有看到他們是放縱至極的
[00:17:58.900 --> 00:18:02.900]  第三方面我們再看看下面的經文
[00:18:02.900 --> 00:18:05.900]  請提到有巴蘭先知十五節
[00:18:05.900 --> 00:18:08.900]  他們離棄正路走入歧途
[00:18:08.900 --> 00:18:11.900]  跟從了彼得兒子巴蘭的道路
[00:18:11.900 --> 00:18:14.900]  這巴蘭貪愛不義的功架
[00:18:14.900 --> 00:18:19.900]  第三個特徵就是他們貪愛那些不義的功架
[00:18:19.900 --> 00:18:20.900]  只要是錢
[00:18:20.900 --> 00:18:22.900]  無論它的來源在哪裡
[00:18:22.900 --> 00:18:23.900]  完全不介意
[00:18:23.900 --> 00:18:26.900]  是義和不義無所謂
[00:18:26.900 --> 00:18:29.900]  他貪愛這些金錢
[00:18:29.900 --> 00:18:31.900]  巴蘭的故事大家會記得
[00:18:31.900 --> 00:18:32.900]  我簡單說
[00:18:32.900 --> 00:18:33.900]  當你讀聖經的時候
[00:18:33.900 --> 00:18:38.900]  讀到就是當時巴勒王要去奏助以色列民
[00:18:38.900 --> 00:18:42.900]  因此用很多方法禮聘一位先知
[00:18:42.900 --> 00:18:45.900]  來去奏助這些以色列民
[00:18:45.900 --> 00:18:46.900]  但是過程當中
[00:18:46.900 --> 00:18:49.900]  這位先知知道上帝不喜悅他這樣做
[00:18:49.900 --> 00:18:53.900]  他口說上帝你叫我做什麼我就做什麼
[00:18:53.900 --> 00:18:54.900]  你不想我奏助
[00:18:54.900 --> 00:18:56.900]  我就不去奏助他們
[00:18:56.900 --> 00:18:58.900]  因此三次想奏助
[00:18:58.900 --> 00:19:01.900]  始終成為了以色列民的祝福
[00:19:01.900 --> 00:19:04.900]  但是聖經其後再繼續說
[00:19:04.900 --> 00:19:11.900]  這位巴蘭先知仍然很羨慕那些金銀寶石
[00:19:11.900 --> 00:19:16.900]  仍然希望得到這位君王給他的財富
[00:19:16.900 --> 00:19:18.900]  但是不能夠用奏助的方式
[00:19:18.900 --> 00:19:22.900]  怎麼能夠滿足這位君王的要求呢
[00:19:22.900 --> 00:19:24.900]  他的方法很簡單
[00:19:24.900 --> 00:19:27.900]  就是教導這位君王
[00:19:27.900 --> 00:19:30.900]  如果你外宮不行
[00:19:30.900 --> 00:19:32.900]  你就內宮
[00:19:32.900 --> 00:19:34.900]  什麼叫做內宮呢
[00:19:34.900 --> 00:19:38.900]  就是找一些他們國家的婦女
[00:19:38.900 --> 00:19:40.900]  進入以色列人當中
[00:19:40.900 --> 00:19:42.900]  去色誘他們
[00:19:42.900 --> 00:19:45.900]  引誘他們犯淫亂的事情
[00:19:45.900 --> 00:19:47.900]  引誘他們去拜你們的偶像
[00:19:47.900 --> 00:19:50.900]  沒錯
[00:19:50.900 --> 00:19:53.900]  外面不能夠攻擊以色列人
[00:19:53.900 --> 00:19:55.900]  想奏助就奏助不了
