
[00:00:00.000 --> 00:00:10.000]  我是在上個世紀五十年代出生,大家合致一算,一把年紀。
[00:01:46.000 --> 00:01:51.000]  所以我要走啊,走到防空洞裏面,
[00:01:51.000 --> 00:01:56.000]  因為敵軍來到要轟炸那些城市,
[00:01:56.000 --> 00:02:01.000]  她就是這樣走難下來。
[00:02:01.000 --> 00:02:06.000]  打仗是個災難,打仗血肉橫飛死很多人,
[00:02:06.000 --> 00:02:12.000]  打仗沒得吃,打仗對於那些手無寸鐵的平民來說,
[00:02:12.000 --> 00:02:15.000]  我們又不懂得拿槍,又不可以上戰場,
[00:02:15.000 --> 00:02:22.000]  我們對付爭戰、戰爭最可以做的是什麼呢?
[00:02:22.000 --> 00:02:24.000]  就是走難了。
[00:02:24.000 --> 00:02:25.000]  好像我父母那樣,
[00:02:25.000 --> 00:02:29.000]  哪裡有危險就離開戰場,
[00:02:29.000 --> 00:02:31.000]  去到安全的地方。
[00:02:31.000 --> 00:02:34.000]  我很感謝他帶了我來,
[00:02:34.000 --> 00:02:37.000]  我不用經歷打仗。
[00:02:37.000 --> 00:02:41.000]  我對打仗的意識就是這樣。
[00:02:41.000 --> 00:02:44.000]  所以當我長大了之後,
[00:02:44.000 --> 00:02:52.000]  當了基督徒之後,
[00:02:52.000 --> 00:02:57.000]  聽過一個詞叫做「屬靈爭戰」。
[00:02:57.000 --> 00:03:01.000]  屬靈爭戰,我就想起什麼呢?
[00:03:01.000 --> 00:03:02.000]  不用人教,
[00:03:02.000 --> 00:03:05.000]  立刻在我的腦裏面,
[00:03:05.000 --> 00:03:08.000]  正邪不兩立,
[00:03:08.000 --> 00:03:11.000]  一邊是我們的耶穌大佬,
[00:03:11.000 --> 00:03:13.000]  一邊就是魔鬼撒旦,
[00:03:13.000 --> 00:03:14.000]  兩邊就是魔鬼。
[00:03:14.000 --> 00:03:19.000]  然後靈力就去打仗。
[00:03:19.000 --> 00:03:21.000]  很危險的,
[00:03:21.000 --> 00:03:22.000]  會死人的,
[00:03:22.000 --> 00:03:24.000]  很恐怖的。
[00:03:24.000 --> 00:03:31.000]  所以我們不參加那些屬靈爭戰的侍奉。
[00:03:31.000 --> 00:03:33.000]  我,我講我,
[00:03:33.000 --> 00:03:38.000]  是一些靈力很高超的人,
[00:03:38.000 --> 00:03:43.000]  是那些超級屬靈人的侍奉崗位。
[00:03:43.000 --> 00:03:46.000]  屬靈爭戰對於一般人來說,
[00:03:46.000 --> 00:03:48.000]  是應該被資質的。
[00:03:48.000 --> 00:03:49.000]  我不要理會你,
[00:03:49.000 --> 00:03:51.000]  你也不要理會我。
[00:03:51.000 --> 00:03:53.000]  我服侍主的,我服侍。
[00:03:53.000 --> 00:03:55.000]  不過我做一下組長,
[00:03:55.000 --> 00:03:56.000]  教一下主人學,
[00:03:56.000 --> 00:03:57.000]  敬拜一下,
[00:03:57.000 --> 00:04:00.000]  做一下迎新都可以。
[00:04:00.000 --> 00:04:05.000]  但是我覺得屬靈爭戰是一種高危的侍奉,
[00:04:05.000 --> 00:04:07.000]  高危的動作,
[00:04:07.000 --> 00:04:10.000]  不是我們一般的平民百姓做的,
[00:04:10.000 --> 00:04:11.000]  留給長老,
[00:04:11.000 --> 00:04:13.000]  留給牧師。
[00:04:13.000 --> 00:04:14.000]  是不是?
[00:04:14.000 --> 00:04:15.000]  我們是這樣想的,
[00:04:15.000 --> 00:04:17.000]  所以我們不喜歡的,
[00:04:17.000 --> 00:04:19.000]  我們覺得這些是厭惡性,
[00:04:19.000 --> 00:04:21.000]  我們又覺得我們自己不夠力。
[00:04:21.000 --> 00:04:24.000]  我們,我也是這樣。
[00:04:24.000 --> 00:04:26.000]  我覺得屬靈爭戰,
[00:04:26.000 --> 00:04:28.000]  我知道有存在,
[00:04:28.000 --> 00:04:30.000]  不過不關我事,
[00:04:30.000 --> 00:04:32.000]  關他們事。
[00:04:32.000 --> 00:04:35.000]  所以我今天想講什麼呢?
[00:04:35.000 --> 00:04:36.000]  我很勇敢,
[00:04:36.000 --> 00:04:39.000]  我是想講屬靈爭戰的其中一個部分。
[00:04:39.000 --> 00:04:41.000]  屬靈爭戰是很大的,
[00:04:41.000 --> 00:04:42.000]  我今天是講,
[00:04:42.000 --> 00:04:44.000]  再一個反思,
[00:04:44.000 --> 00:04:46.000]  究竟我們心裏面講,
[00:04:46.000 --> 00:04:47.000]  想的屬靈爭戰,
[00:04:47.000 --> 00:04:49.000]  和聖經講的屬靈爭戰,
[00:04:49.000 --> 00:04:50.000]  有沒有什麼不同呢?
[00:04:50.000 --> 00:04:52.000]  有沒有不同呢?
[00:04:52.000 --> 00:04:54.000]  究竟是不是真的不關我們的事呢?
[00:04:54.000 --> 00:04:57.000]  我既然講屬靈爭戰是很大的,
[00:04:57.000 --> 00:05:00.000]  我不是講所有聖經裏面講的屬靈爭戰,
[00:05:00.000 --> 00:05:02.000]  我只是選了一節聖經,
[00:05:02.000 --> 00:05:04.000]  是和你和我都有關。
[00:05:04.000 --> 00:05:06.000]  我們就用這節聖經,
[00:05:06.000 --> 00:05:11.000]  來學習一個關於屬靈爭戰的真理。
[00:05:11.000 --> 00:05:12.000]  我改了一個名字,
[00:05:12.000 --> 00:05:15.000]  叫做一場沒有燒煙的爭戰。
[00:05:15.000 --> 00:05:17.000]  其實現在打仗,
[00:05:17.000 --> 00:05:18.000]  就很多仗打,
[00:05:18.000 --> 00:05:20.000]  就是貿易戰,
[00:05:20.000 --> 00:05:21.000]  關稅戰,
[00:05:21.000 --> 00:05:23.000]  都是沒有燒煙的,
[00:05:23.000 --> 00:05:25.000]  真不是大炮呀,
[00:05:25.000 --> 00:05:27.000]  子彈呀,
[00:05:27.000 --> 00:05:28.000]  殺戮呀,
[00:05:28.000 --> 00:05:29.000]  血肉橫飛呀,
[00:05:29.000 --> 00:05:30.000]  不是呀。
[00:05:30.000 --> 00:05:32.000]  屬靈爭戰和我們,
[00:05:32.000 --> 00:05:35.000]  在我腦海裏面的爭戰,
[00:05:35.000 --> 00:05:37.000]  是有很大的不同。
[00:05:37.000 --> 00:05:39.000]  我今天選的經文,
[00:05:39.000 --> 00:05:41.000]  記載在哥倫多後書,
[00:05:41.000 --> 00:05:43.000]  十章三節五節,
[00:05:43.000 --> 00:05:44.000]  我們一起讀,
[00:05:44.000 --> 00:05:45.000]  好不好呀?
[00:05:45.000 --> 00:05:46.000]  一二三,
[00:05:46.000 --> 00:06:15.000]  因為……。
[00:06:16.000 --> 00:06:18.000]  這個就是我選的,
[00:06:18.000 --> 00:06:21.000]  關於屬靈爭戰的經文。
[00:06:21.000 --> 00:06:22.000]  其實經文呢,
[00:06:22.000 --> 00:06:24.000]  我覺得有點難明白,
[00:06:24.000 --> 00:06:25.000]  有點亂教的,
[00:06:25.000 --> 00:06:27.000]  不過我們逐段來看,
[00:06:27.000 --> 00:06:30.000]  首先這段經文一開頭講,
[00:06:30.000 --> 00:06:31.000]  那兩句說話呢,
[00:06:31.000 --> 00:06:32.000]  就是說,
[00:06:32.000 --> 00:06:37.000]  因為我們雖然在血氣裏面行事,
[00:06:37.000 --> 00:06:39.000]  但是就不行著血氣爭戰,
[00:06:39.000 --> 00:06:41.000]  我們爭戰的兵器,
[00:06:41.000 --> 00:06:42.000]  又不屬於血氣,
[00:06:42.000 --> 00:06:44.000]  血氣究竟是什麼來的呢?
[00:06:44.000 --> 00:06:46.000]  是不是很衝動的意思呢?
[00:06:46.000 --> 00:06:49.000]  有些聖經,
[00:06:49.000 --> 00:06:50.000]  英文版呢,
[00:06:50.000 --> 00:06:52.000]  它將這個血氣,
[00:06:52.000 --> 00:06:55.000]  譯為世界。
[00:06:55.000 --> 00:06:57.000]  英文是這樣說的,
[00:06:57.000 --> 00:06:58.000]  它說呢,
[00:06:58.000 --> 00:07:00.000]  For though we live in the world,
[00:07:00.000 --> 00:07:03.000]  雖然我們在這個世界裏生存,
[00:07:03.000 --> 00:07:10.000]  we do not wage war as the world does.
[00:07:10.000 --> 00:07:14.000]  這場爭戰呢,
[00:07:14.000 --> 00:07:17.000]  就不是世界那種爭戰。
[00:07:17.000 --> 00:07:20.000]  我們用的兵器呢,
[00:07:20.000 --> 00:07:22.000]  就不是炮火,
[00:07:22.000 --> 00:07:25.000]  不是世界用的兵器。
[00:07:25.000 --> 00:07:29.000]  它第一個給我們的提醒就是,
[00:07:29.000 --> 00:07:32.000]  原來我以前想的那些,
[00:07:32.000 --> 00:07:33.000]  走難啊,
[00:07:33.000 --> 00:07:35.000]  打打打那些呢,
[00:07:35.000 --> 00:07:37.000]  聖經說不像啊,
[00:07:37.000 --> 00:07:38.000]  我們打這場仗,
[00:07:38.000 --> 00:07:40.000]  不像在世界打的仗,
[00:07:40.000 --> 00:07:41.000]  冰冰淡淡,
[00:07:41.000 --> 00:07:42.000]  血肉橫飛,
[00:07:42.000 --> 00:07:45.000]  不是這樣的。
[00:07:45.000 --> 00:07:47.000]  那不是這樣的,
[00:07:47.000 --> 00:07:48.000]  是怎樣的呢?
[00:07:48.000 --> 00:07:51.000]  就是後面那段講了,
[00:07:51.000 --> 00:07:53.000]  後面那段講什麼呢?
[00:07:53.000 --> 00:07:55.000]  什麼是爭戰?
[00:07:55.000 --> 00:07:57.000]  屬靈爭戰是什麼呢?
[00:07:57.000 --> 00:07:58.000]  就是呢,
[00:07:58.000 --> 00:08:00.000]  我們在神面前有能力,
[00:08:00.000 --> 00:08:01.000]  做什麼?
[00:08:01.000 --> 00:08:06.000]  攻破一些東西叫做堅固的刑侶,
[00:08:06.000 --> 00:08:08.000]  然後呢,
[00:08:08.000 --> 00:08:10.000]  裡面有些什麼計謀,
[00:08:10.000 --> 00:08:12.000]  有些阻攔人,認識神,
[00:08:12.000 --> 00:08:14.000]  那些自告思事,
[00:08:14.000 --> 00:08:16.000]  一切就攻破它,
[00:08:16.000 --> 00:08:18.000]  打垮了它之後呢,
[00:08:18.000 --> 00:08:21.000]  我們就可以把心意奪回,
[00:08:21.000 --> 00:08:24.000]  使它信服基督,
[00:08:24.000 --> 00:08:26.000]  就是甩甩剋剋,
[00:08:26.000 --> 00:08:28.000]  明一點不明一點,
[00:08:28.000 --> 00:08:31.000]  那我們就逐一過來了。
[00:08:31.000 --> 00:08:33.000]  什麼是屬靈爭戰?
[00:08:33.000 --> 00:08:36.000]  第一樣我要認識的就是,
[00:08:36.000 --> 00:08:37.000]  聖經裡面說,
[00:08:37.000 --> 00:08:42.000]  有一件事叫做堅固的刑侶,
[00:08:42.000 --> 00:08:44.000]  什麼叫做堅固的刑侶呢?
[00:08:44.000 --> 00:08:47.000]  英文就叫做Stronghold,
[00:08:47.000 --> 00:08:48.000]  什麼是Stronghold呢?
[00:08:48.000 --> 00:08:51.000]  本身的聖經出現過一次,
[00:08:51.000 --> 00:08:53.000]  就是這個字,
[00:08:53.000 --> 00:08:55.000]  原文Stronghold為什麼呢?
[00:08:55.000 --> 00:08:57.000]  就是這件事了,
[00:08:57.000 --> 00:08:59.000]  是什麼來的?
[00:08:59.000 --> 00:09:01.000]  堡壘,
[00:09:01.000 --> 00:09:05.000]  它說有一座很堅固的堡壘,
[00:09:05.000 --> 00:09:09.000]  屬靈爭戰就是打垮這座很堅固的堡壘,
[00:09:09.000 --> 00:09:11.000]  這座堡壘令你想起什麼呢?
[00:09:11.000 --> 00:09:13.000]  誰住在堡壘裡面呢?
[00:09:13.000 --> 00:09:15.000]  公主啦,皇子啦,
[00:09:15.000 --> 00:09:17.000]  那怎麼堅固呢?
[00:09:17.000 --> 00:09:20.000]  那個牆又高啦,
[00:09:20.000 --> 00:09:22.000]  兵士又在後面,
[00:09:22.000 --> 00:09:25.000]  外面的人又不能進來,
[00:09:25.000 --> 00:09:30.000]  因為有些很重要的東西要保護它嗎?
[00:09:30.000 --> 00:09:33.000]  聖經說屬靈爭戰是什麼呢?
[00:09:33.000 --> 00:09:36.000]  壟斷一座堡壘,
[00:09:36.000 --> 00:09:39.000]  一座很堅固的堡壘,
[00:09:39.000 --> 00:09:42.000]  那這座很堅固的堡壘是什麼呢?
[00:09:42.000 --> 00:09:45.000]  Stronghold究竟是什麼呢?
[00:09:45.000 --> 00:09:48.000]  Stronghold這個堡壘究竟在哪裡呢?
[00:09:48.000 --> 00:09:52.000]  上文下理都提醒了大家,
[00:09:52.000 --> 00:09:56.000]  這座堡壘在我們的腦海裡,
[00:09:56.000 --> 00:10:01.000]  是我們的思想,是我們的想法,
[00:10:01.000 --> 00:10:04.000]  是各樣的計謀,
[00:10:04.000 --> 00:10:12.000]  是那些阻攔人認識神那些至高之士,
[00:10:12.000 --> 00:10:17.000]  就是堡壘了,
[00:10:17.000 --> 00:10:24.000]  所以第二樣我發覺的就是,
[00:10:24.000 --> 00:10:27.000]  當我們說打仗我好想什麼?
[00:10:27.000 --> 00:10:29.000]  走爛嘛,
[00:10:29.000 --> 00:10:31.000]  現在那個堡壘在哪裡?
[00:10:31.000 --> 00:10:35.000]  那場仗在哪裡打的?
[00:10:35.000 --> 00:10:36.000]  在哪裡?
[00:10:36.000 --> 00:10:38.000]  指給我看,
[00:10:38.000 --> 00:10:41.000]  你走去這裡,
[00:10:41.000 --> 00:10:43.000]  它仍然與你同在,
[00:10:43.000 --> 00:10:46.000]  你走去那個國家,
[00:10:46.000 --> 00:10:51.000]  仍然與你同在,
[00:10:51.000 --> 00:10:55.000]  第二個好重點讓我們知道,
[00:10:55.000 --> 00:11:02.000]  這場仗我們不可以用逃避的方法去避免,
[00:11:02.000 --> 00:11:07.000]  因為這場仗在你的裡面,
[00:11:07.000 --> 00:11:10.000]  究竟這些Stronghold是什麼呢?
[00:11:10.000 --> 00:11:12.000]  什麼叫做各樣的計謀,
[00:11:12.000 --> 00:11:14.000]  各樣的至高之士,
[00:11:14.000 --> 00:11:17.000]  我用一些白話的語言來講,
[00:11:17.000 --> 00:11:21.000]  現代之餘連講這場的堡壘,
[00:11:21.000 --> 00:11:23.000]  這些的堡壘是什麼呢?
[00:11:23.000 --> 00:11:27.000]  就是指在我們裡面根深蒂固,
[00:11:27.000 --> 00:11:29.000]  很堅固的,
[00:11:29.000 --> 00:11:31.000]  很堅固的堡壘,
[00:11:31.000 --> 00:11:40.000]  是根深蒂固在我們裡面的思想態度和意念,
[00:11:40.000 --> 00:11:43.000]  當然是錯的思想態度和意念,
[00:11:43.000 --> 00:11:46.000]  是根深蒂固,
[00:11:46.000 --> 00:11:51.000]  這場的爭戰就是要推倒這些堡壘,
[00:11:51.000 --> 00:11:53.000]  OK?
[00:11:53.000 --> 00:11:56.000]  用另外一張圖來解釋剛才的經文,
[00:11:56.000 --> 00:11:57.000]  大家看到這個頭,
[00:11:57.000 --> 00:11:59.000]  這個頭就是你的頭,
[00:11:59.000 --> 00:12:01.000]  是你的頭來的,
[00:12:01.000 --> 00:12:05.000]  裡面有一塊東西叫做堡壘,
[00:12:05.000 --> 00:12:07.000]  聖經說的,
[00:12:07.000 --> 00:12:12.000]  堡壘中心他們要保護的是什麼呢?
[00:12:12.000 --> 00:12:16.000]  那些牆起來圍著的是要保護一些什麼呢?
[00:12:16.000 --> 00:12:19.000]  保護一些錯的思想,
[00:12:19.000 --> 00:12:22.000]  一些的謊言,
[00:12:22.000 --> 00:12:25.000]  原來我們裡面有一些謊言,
[00:12:25.000 --> 00:12:29.000]  有一些錯的思想在裡面,
[00:12:29.000 --> 00:12:36.000]  然後那些東西是有一個堡壘牆圍著它的,
[00:12:36.000 --> 00:12:38.000]  為什麼有這些東西要圍著它呢?
[00:12:38.000 --> 00:12:40.000]  因為它是很堅固的,
[00:12:40.000 --> 00:12:44.000]  它是在保護裡面的謊言,
[00:12:44.000 --> 00:12:46.000]  為什麼我裡面有這樣的東西呢?
[00:12:46.000 --> 00:12:49.000]  我們來看看另外一個圖,
[00:12:49.000 --> 00:12:51.000]  如果我們裡面有一個謊言,
[00:12:51.000 --> 00:12:57.000]  那個謊言就是,
[00:12:57.000 --> 00:13:00.000]  你是一堆垃圾,
[00:13:00.000 --> 00:13:02.000]  應該是我,
[00:13:02.000 --> 00:13:04.000]  你裡面如果有一個謊言是我,
[00:13:04.000 --> 00:13:06.000]  我很差,
[00:13:06.000 --> 00:13:07.000]  我是一堆泥,
[00:13:07.000 --> 00:13:08.000]  我是一堆屎,
[00:13:08.000 --> 00:13:10.000]  我沒人愛,
[00:13:10.000 --> 00:13:11.000]  我很沒用,
[00:13:11.000 --> 00:13:12.000]  我諸如此類,
[00:13:12.000 --> 00:13:15.000]  如果你真的這樣相信,
[00:13:15.000 --> 00:13:18.000]  那應該你接受了福音之後,
[00:13:18.000 --> 00:13:20.000]  你應該沒有的,
[00:13:20.000 --> 00:13:21.000]  但是不是的,
[00:13:21.000 --> 00:13:27.000]  這種想法是有一些東西保護著它的,
[00:13:27.000 --> 00:13:28.000]  我沒有救的,
[00:13:28.000 --> 00:13:31.000]  我是一個壞人來的,
[00:13:31.000 --> 00:13:34.000]  當有人跟你說福音的時候,
[00:13:34.000 --> 00:13:36.000]  介紹耶穌給你認識,
[00:13:36.000 --> 00:13:38.000]  你的罪受死,
[00:13:38.000 --> 00:13:39.000]  當你橫索罪人的時候,
[00:13:39.000 --> 00:13:41.000]  已經赦免了你,
[00:13:41.000 --> 00:13:43.000]  他接不接受呢?
[00:13:43.000 --> 00:13:44.000]  接受不了,
[00:13:44.000 --> 00:13:45.000]  為什麼呢?
[00:13:45.000 --> 00:13:48.000]  有個牆隔著他,
[00:13:48.000 --> 00:13:49.000]  就好像聖經,
[00:13:49.000 --> 00:13:53.000]  講到後書四章四節這樣說,
[00:13:53.000 --> 00:13:55.000]  他說這些不信的人,
[00:13:55.000 --> 00:13:58.000]  被世界的神弄黑了他的眼,
[00:13:58.000 --> 00:14:02.000]  叫他看不到耶穌基督的榮耀和真光,
[00:14:02.000 --> 00:14:07.000]  像不像這幅圖?
[00:14:07.000 --> 00:14:09.000]  耶穌的救恩在這裡,
[00:14:09.000 --> 00:14:10.000]  耶穌的愛在這裡,
[00:14:10.000 --> 00:14:12.000]  你跟他說了,
[00:14:12.000 --> 00:14:13.000]  但是不知道為什麼,
[00:14:13.000 --> 00:14:16.000]  進不去裡面的,
[00:14:16.000 --> 00:14:18.000]  為什麼呢?
[00:14:18.000 --> 00:14:21.000]  那個人被弄黑了眼睛,
[00:14:21.000 --> 00:14:24.000]  那個人裡面有一個思想的盈餘,
[00:14:24.000 --> 00:14:28.000]  那個盈餘叫他深信,
[00:14:28.000 --> 00:14:32.000]  他沒有人可以幫到他,
[00:14:32.000 --> 00:14:34.000]  沒有人可以救到他,
[00:14:34.000 --> 00:14:38.000]  沒有人會真的愛他,
[00:14:38.000 --> 00:14:41.000]  這個就是思想的盈餘,
[00:14:41.000 --> 00:14:44.000]  思想的盈餘有幾個特點,
[00:14:44.000 --> 00:14:48.000]  既然我們要打這場仗的時候,
[00:14:48.000 --> 00:14:50.000]  換言之,
[00:14:50.000 --> 00:14:56.000]  你我和他都有些思想的盈餘,
[00:14:56.000 --> 00:14:59.000]  你裡面有些謊言,
[00:14:59.000 --> 00:15:02.000]  我裡面有什麼謊言?
[00:15:02.000 --> 00:15:04.000]  我不知道的,
[00:15:04.000 --> 00:15:05.000]  是的,
[00:15:05.000 --> 00:15:08.000]  思想盈餘第一個特徵就是,
[00:15:08.000 --> 00:15:11.000]  你很難察覺,
[00:15:11.000 --> 00:15:15.000]  你不知道,
[00:15:15.000 --> 00:15:19.000]  為什麼我經常忍不住罵人,
[00:15:19.000 --> 00:15:21.000]  拍桌子,
[00:15:21.000 --> 00:15:23.000]  你知不知道做人要溫柔的,
[00:15:23.000 --> 00:15:26.000]  不要亂罵人,你知的,
[00:15:26.000 --> 00:15:28.000]  但是我控制不了,
[00:15:28.000 --> 00:15:33.000]  我的性格是這樣,
[00:15:33.000 --> 00:15:35.000]  我都不想罵他,
[00:15:35.000 --> 00:15:37.000]  但是他這樣這樣,
[00:15:37.000 --> 00:15:41.000]  我的環境不好,
[00:15:41.000 --> 00:15:44.000]  其實你不知道的就是,
[00:15:44.000 --> 00:15:49.000]  原來你有一個謊言在中間,
[00:15:49.000 --> 00:15:50.000]  謊言人人都不同,
[00:15:50.000 --> 00:15:52.000]  你這麼容易發火,
[00:15:52.000 --> 00:15:54.000]  可能人家一不聽你的話,
[00:15:54.000 --> 00:15:56.000]  一頂撞你,
[00:15:56.000 --> 00:15:57.000]  一跟你說不,
[00:15:57.000 --> 00:15:59.000]  你就覺得人家不尊重你,
[00:15:59.000 --> 00:16:01.000]  你很受傷,
[00:16:01.000 --> 00:16:04.000]  當人家一覺得我不同意你說話,
[00:16:04.000 --> 00:16:05.000]  你就會生氣,
[00:16:05.000 --> 00:16:06.000]  你就會發脾氣,
[00:16:06.000 --> 00:16:09.000]  當事情不像你這樣安排來發生的時候,
[00:16:09.000 --> 00:16:11.000]  你就頂不住了,
[00:16:11.000 --> 00:16:13.000]  你覺得那些是你的性格,
[00:16:13.000 --> 00:16:15.000]  但是其實不是的,
[00:16:15.000 --> 00:16:19.000]  可能你裡面有一個很大的思想的盈餘,
[00:16:19.000 --> 00:16:22.000]  第二,難改變的,
[00:16:22.000 --> 00:16:24.000]  你知道的,
[00:16:24.000 --> 00:16:26.000]  你知道行事不要衝動的,
[00:16:26.000 --> 00:16:29.000]  你知道溫柔信謙卑的,
[00:16:29.000 --> 00:16:31.000]  你做了這麼多年基督徒,
[00:16:31.000 --> 00:16:32.000]  你不知道嗎?
[00:16:32.000 --> 00:16:34.000]  你讀了這麼多年基督徒,
[00:16:34.000 --> 00:16:35.000]  你知道的,
[00:16:35.000 --> 00:16:36.000]  不過改不了,
[00:16:36.000 --> 00:16:38.000]  我性格是這樣,
[00:16:38.000 --> 00:16:39.000]  我站起來了,
[00:16:39.000 --> 00:16:40.000]  都是這樣,
[00:16:40.000 --> 00:16:42.000]  你不知道的就是,
[00:16:42.000 --> 00:16:45.000]  原來你裡面有一個盈餘,
[00:16:45.000 --> 00:16:50.000]  你這裡知道,你這裡做不到,
[00:16:50.000 --> 00:16:52.000]  而這些思想的盈餘,
[00:16:52.000 --> 00:16:53.000]  有一個特點就是,
[00:16:53.000 --> 00:16:59.000]  它是跟神對我們的心意是敵對的,
[00:16:59.000 --> 00:17:01.000]  神想你愛自己,
[00:17:01.000 --> 00:17:04.000]  你就很不愛自己,
[00:17:04.000 --> 00:17:06.000]  神要叫你不要怕,
[00:17:06.000 --> 00:17:08.000]  不要擔心,
[00:17:08.000 --> 00:17:09.000]  不要憂慮,
[00:17:09.000 --> 00:17:11.000]  一天的難處一天當就夠了,
[00:17:11.000 --> 00:17:16.000]  但我不知道為什麼我總是要憂慮,
[00:17:16.000 --> 00:17:19.000]  跟神心要敵對,
[00:17:19.000 --> 00:17:21.000]  所以影響是什麼呢?
[00:17:21.000 --> 00:17:23.000]  有這些盈餘存在,
[00:17:23.000 --> 00:17:27.000]  你就不能信服基督,
[00:17:27.000 --> 00:17:28.000]  信服不了基督,
[00:17:28.000 --> 00:17:31.000]  就是因為你這個盈餘,
[00:17:31.000 --> 00:17:34.000]  你沒有擁抱這個盈餘,
[00:17:34.000 --> 00:17:38.000]  盈餘有一些不同的種類,
[00:17:38.000 --> 00:17:41.000]  我講到這裡大家可能都不太掌握到,
[00:17:41.000 --> 00:17:44.000]  講完這一頁你就可以講一個例子,
[00:17:44.000 --> 00:17:46.000]  你就會明白一點,
[00:17:46.000 --> 00:17:51.000]  一些的盈餘我稱之為理性的盈餘,
[00:17:51.000 --> 00:17:57.000]  就是說你因為有一些人的智慧,
[00:17:57.000 --> 00:17:59.000]  世界給你的價值觀,
[00:17:59.000 --> 00:18:01.000]  你有思想,
[00:18:01.000 --> 00:18:02.000]  你有邏輯,
[00:18:02.000 --> 00:18:06.000]  所以你接受不了一些的真理,
[00:18:06.000 --> 00:18:14.000]  第二種的盈餘我稱之為不理性的盈餘,
[00:18:14.000 --> 00:18:16.000]  是因為你的感情,
[00:18:16.000 --> 00:18:18.000]  你的恐懼,
[00:18:18.000 --> 00:18:19.000]  你的憤怒,
[00:18:19.000 --> 00:18:22.000]  令你接受不了一些的真理,
[00:18:22.000 --> 00:18:26.000]  然後還有就是你的人性,
[00:18:26.000 --> 00:18:28.000]  你的驕傲,
[00:18:28.000 --> 00:18:29.000]  你的叛逆,
[00:18:29.000 --> 00:18:31.000]  令你接受不了,
[00:18:31.000 --> 00:18:34.000]  舉一個例子大家會明白,
[00:18:34.000 --> 00:18:37.000]  關於我的例子,
[00:18:37.000 --> 00:18:39.000]  我的思想盈餘,
[00:18:39.000 --> 00:18:42.000]  我17歲就信耶穌,
[00:18:42.000 --> 00:18:44.000]  缺了智,
[00:18:44.000 --> 00:18:45.000]  受了洗,
[00:18:45.000 --> 00:18:47.000]  回教會,
[00:18:47.000 --> 00:18:49.000]  聽導師講道,
[00:18:49.000 --> 00:18:52.000]  不過17歲的人有一個特點,
[00:18:52.000 --> 00:18:55.000]  他們懂得很多東西自以為,
[00:18:55.000 --> 00:18:56.000]  我就是那個,
[00:18:56.000 --> 00:18:58.000]  以為自己很聰明,
[00:18:58.000 --> 00:18:59.000]  很聰明,
[00:18:59.000 --> 00:19:00.000]  每樣東西都知道,
[00:19:00.000 --> 00:19:01.000]  每樣東西都懂,
[00:19:01.000 --> 00:19:05.000]  我就去參加察經班,
[00:19:05.000 --> 00:19:07.000]  一直都相安勞事,
[00:19:07.000 --> 00:19:10.000]  直至導師和我們去查,
[00:19:10.000 --> 00:19:13.000]  基督徒的婚姻,
[00:19:13.000 --> 00:19:16.000]  一定是那段聖經,
[00:19:16.000 --> 00:19:17.000]  一看,
[00:19:17.000 --> 00:19:20.000]  你們作妻子的,
[00:19:20.000 --> 00:19:22.000]  怎樣?
