
[00:00:00.000 --> 00:00:04.060]  推薦大家跟我一起再次的低頭祈禱
[00:01:48.920 --> 00:01:52.980]  提供了非常之重要的教導
[00:01:52.980 --> 00:01:55.640]  經文分開三個段落
[00:01:55.920 --> 00:02:00.440]  第一段是在《菲律賓書》的二章一至四節
[00:02:00.440 --> 00:02:05.040]  我們可以為這段落一個標題
[00:02:05.040 --> 00:02:07.440]  這個標題就是在基督裡面
[00:02:07.440 --> 00:02:10.940]  教會會必然團結互助
[00:02:10.940 --> 00:02:13.040]  經文第一節
[00:02:13.040 --> 00:02:17.040]  列出的是很多基督徒的靈性行為
[00:02:17.040 --> 00:02:19.040]  分別有勸勉
[00:02:19.040 --> 00:02:21.040]  愛心
[00:02:21.040 --> 00:02:22.140]  安慰
[00:02:22.140 --> 00:02:23.540]  愛心的安慰
[00:02:23.540 --> 00:02:25.240]  聖靈的團契
[00:02:25.440 --> 00:02:27.340]  以及慈悲憐憫
[00:02:27.340 --> 00:02:29.840]  都是在基督裡面
[00:02:29.840 --> 00:02:31.040]  聖靈裡面
[00:02:31.040 --> 00:02:33.440]  無分輕重
[00:02:33.440 --> 00:02:37.540]  全部都是為了建立我們群信徒的群體
[00:02:37.540 --> 00:02:39.640]  而擁有的這些
[00:02:39.640 --> 00:02:41.340]  屬靈的恩賜行為
[00:02:41.340 --> 00:02:43.340]  另一方面
[00:02:43.340 --> 00:02:45.640]  聖經學者也告訴我們
[00:02:45.640 --> 00:02:47.840]  保羅在這節經文裡面
[00:02:47.840 --> 00:02:50.940]  用了四次「若有」這個詞語
[00:02:50.940 --> 00:02:53.840]  可以描述這些靈性行為
[00:02:54.940 --> 00:02:56.540]  讓我們有一個錯覺
[00:02:56.540 --> 00:02:58.340]  咦?難道我們沒有?
[00:02:58.340 --> 00:03:00.340]  其實保羅不是懷疑
[00:03:00.340 --> 00:03:05.040]  比利比信徒沒有這些修養
[00:03:05.040 --> 00:03:07.740]  這是一個修辭的方法
[00:03:07.740 --> 00:03:09.940]  是一個條件句的用法
[00:03:09.940 --> 00:03:11.440]  即是說
[00:03:11.440 --> 00:03:15.940]  既然你們有這四方面的屬靈領受
[00:03:15.940 --> 00:03:17.740]  以及屬靈的修養
[00:03:17.740 --> 00:03:23.040]  就應該要做到下面第二節所說的要求
[00:03:24.040 --> 00:03:25.440]  第二節我們看到
[00:03:25.440 --> 00:03:30.240]  有意志、心思、想法這些詞語
[00:03:30.240 --> 00:03:35.040]  這些都是描述有關人的思考和看法
[00:03:35.040 --> 00:03:37.840]  從我們現實的經驗當中
[00:03:37.840 --> 00:03:38.840]  我們發現
[00:03:38.840 --> 00:03:43.440]  大部分的人都喜歡別人贊同自己
[00:03:43.440 --> 00:03:47.840]  認為自己所主張的是最有道理的
[00:03:47.840 --> 00:03:52.640]  最好就是成為大家依循的方案
[00:03:53.640 --> 00:03:54.540]  不過
[00:03:54.540 --> 00:03:58.440]  當每一個人只是堅持自己的意見
[00:03:58.440 --> 00:04:01.040]  彼此都不去相讓的話
[00:04:01.040 --> 00:04:03.840]  到頭來只有一條路
[00:04:03.840 --> 00:04:06.740]  就是各行各路
[00:04:06.740 --> 00:04:09.940]  究竟怎樣化解呢?
[00:04:09.940 --> 00:04:11.640]  保羅在這裡勸勉我們
[00:04:11.640 --> 00:04:14.940]  我們需要有相同的意志和愛心
[00:04:14.940 --> 00:04:18.440]  有一樣的心思和想法
[00:04:18.440 --> 00:04:21.340]  去維持教會的合一
[00:04:23.140 --> 00:04:24.240]  保羅相信
[00:04:24.240 --> 00:04:30.040]  基督徒越是承認我們所有的靈性、美善行為
[00:04:30.040 --> 00:04:33.540]  都是上帝在基督裡面
[00:04:33.540 --> 00:04:35.740]  借他的聖靈賜給我們的
[00:04:35.740 --> 00:04:38.540]  如果我們要承認的話
[00:04:38.540 --> 00:04:43.440]  基督徒就越能夠有合一的意識和行動
[00:04:43.440 --> 00:04:47.140]  我們越承認一切都是來自上帝
[00:04:47.140 --> 00:04:51.840]  我們就越能夠接納我們自己的才能
[00:04:52.140 --> 00:04:53.440]  和限制
[00:04:53.440 --> 00:04:58.340]  我們就越能夠和其他人一起合作
[00:04:58.340 --> 00:05:01.740]  周天華牧師更加指出
[00:05:01.740 --> 00:05:03.440]  事實上
[00:05:03.440 --> 00:05:05.140]  越是熱心
[00:05:05.140 --> 00:05:08.040]  越是追求的教會
[00:05:08.040 --> 00:05:10.940]  產生分裂的危機
[00:05:10.940 --> 00:05:12.240]  就會越高
[00:05:12.240 --> 00:05:13.640]  和越嚴重
[00:05:13.640 --> 00:05:17.640]  因為當人將信仰看得越認真
[00:05:17.640 --> 00:05:20.840]  越熱心要按照自己的想法
[00:05:21.140 --> 00:05:25.440]  和計劃去發展整間教會和教會的聖公的時候
[00:05:25.440 --> 00:05:30.540]  就越容易和一些和自己見解不同的人發生衝突
[00:05:30.540 --> 00:05:32.940]  所以我們要警惕
[00:05:32.940 --> 00:05:38.340]  不要經常去堅持自己的意思
[00:05:38.340 --> 00:05:40.740]  讓基督的教會去分裂
[00:05:40.740 --> 00:05:43.140]  不過這裡我要強調
[00:05:43.140 --> 00:05:46.640]  將信仰看得認真其實是沒有錯的
[00:05:46.640 --> 00:05:50.840]  只是我們認真的同時需要有開放的心懷
[00:05:51.440 --> 00:05:52.540]  去聆聽
[00:05:52.540 --> 00:05:56.140]  和尊重不同的意見以及做法
[00:05:56.140 --> 00:05:58.140]  我們要留意
[00:05:58.140 --> 00:06:02.840]  不要讓教會陷在分裂的危機當中
[00:06:02.840 --> 00:06:07.040]  我記得一個我自己的經驗
[00:06:07.040 --> 00:06:11.440]  我曾經和我的丈夫在某一件事情上有嚴重的分歧
[00:06:11.440 --> 00:06:13.040]  各持己見
[00:06:13.040 --> 00:06:17.640]  事實上大家氣得不能夠再好好地坐下來談
[00:06:18.340 --> 00:06:23.840]  但是要處理的事情就快到了死線
[00:06:23.840 --> 00:06:25.740]  不可以再談
[00:06:25.740 --> 00:06:30.040]  但是如果任何一個人堅持用自己的方法
[00:06:30.040 --> 00:06:32.740]  我們看到只會破壞大家的關係
[00:06:32.740 --> 00:06:34.640]  那怎麼辦呢
[00:06:34.640 --> 00:06:39.240]  我記得當時我很清楚
[00:06:39.240 --> 00:06:40.540]  很清晰
[00:06:40.540 --> 00:06:43.940]  我不應該也不能夠用我牧師的身份
[00:06:43.940 --> 00:06:47.740]  覺得牧師手執身利可以騙我的丈夫
[00:06:48.340 --> 00:06:49.740]  因為只會換來什麼呢
[00:06:49.740 --> 00:06:51.440]  牠是我的頭
[00:06:51.440 --> 00:06:53.240]  這些無謂的爭辯
[00:06:53.240 --> 00:06:57.040]  所以我記得當時我回到上帝的面前
[00:06:57.040 --> 00:06:58.940]  去禱告和上帝說
[00:06:58.940 --> 00:07:00.340]  主啊
[00:07:00.340 --> 00:07:02.140]  祢是一個合一的靈
[00:07:02.140 --> 00:07:03.940]  不是一個分裂的靈
[00:07:03.940 --> 00:07:08.240]  求祢幫助我們各自可以從祢那裡
[00:07:08.240 --> 00:07:10.540]  去領受相同的指引
[00:07:10.540 --> 00:07:12.340]  也都放下
[00:07:12.340 --> 00:07:13.940]  如果有的話
[00:07:13.940 --> 00:07:16.140]  放下自己的私義
[00:07:16.440 --> 00:07:18.440]  可以按你的心意而行
[00:07:18.440 --> 00:07:20.640]  我記得那一次
[00:07:20.640 --> 00:07:23.040]  上帝讓我們看到
[00:07:23.040 --> 00:07:25.540]  第三條可以走的路
[00:07:25.540 --> 00:07:30.340]  什麼是有相同的意志和愛心呢
[00:07:30.340 --> 00:07:33.340]  有一樣的心思和想法
[00:07:33.340 --> 00:07:35.340]  就是可以
[00:07:35.340 --> 00:07:39.440]  就是有這個想法就是
[00:07:39.440 --> 00:07:41.940]  家是不可以散的
[00:07:41.940 --> 00:07:44.840]  教會也都不應該分裂
[00:07:46.040 --> 00:07:48.240]  第三節第四節用了
[00:07:48.240 --> 00:07:49.540]  不可
[00:07:49.540 --> 00:07:51.740]  不要一共有三次
[00:07:51.740 --> 00:07:54.340]  來描述自私自利
[00:07:54.340 --> 00:07:55.840]  貪圖虛榮
[00:07:55.840 --> 00:07:58.440]  和單顧自己的事
[00:07:58.440 --> 00:07:59.440]  這些行為
[00:07:59.440 --> 00:08:03.740]  表明基督徒要放棄追求個人的滿足
[00:08:03.740 --> 00:08:05.740]  利益榮耀
[00:08:05.740 --> 00:08:07.440]  去放下自己
[00:08:07.440 --> 00:08:08.840]  學習謙卑
[00:08:08.840 --> 00:08:10.840]  以及虛心的受教
[00:08:10.840 --> 00:08:15.840]  並且要多去考慮群體的需要
[00:08:16.540 --> 00:08:17.540]  換句話說
[00:08:17.540 --> 00:08:20.740]  我們的著眼點要在大的格局
[00:08:20.740 --> 00:08:24.040]  綜觀這個小段
[00:08:24.040 --> 00:08:25.540]  二章一至四節
[00:08:25.540 --> 00:08:28.640]  和我們揭示三方面有關教會的真理
[00:08:28.640 --> 00:08:30.240]  第一
[00:08:30.240 --> 00:08:32.540]  教會不屬於任何一個人
[00:08:32.540 --> 00:08:33.840]  是屬於基督
[00:08:33.840 --> 00:08:36.540]  我們所得的才能因此
[00:08:36.540 --> 00:08:38.340]  是聖靈所賜
[00:08:38.340 --> 00:08:39.640]  第二
[00:08:39.640 --> 00:08:42.440]  基督徒要學習放下自己
[00:08:43.040 --> 00:08:47.140]  摒棄私利私義來做教會的聖供
[00:08:47.140 --> 00:08:48.740]  第三
[00:08:48.740 --> 00:08:53.340]  上帝的心意是教會必須力求團結合一
[00:08:53.340 --> 00:08:57.540]  信徒之間要學習彼此關心互助
[00:08:57.540 --> 00:08:59.740]  只有這樣
[00:08:59.740 --> 00:09:01.840]  才能夠是
[00:09:01.840 --> 00:09:05.540]  才是屬於基督真正的教會
[00:09:05.540 --> 00:09:08.240]  第二個小段落在
[00:09:08.240 --> 00:09:10.540]  肥勒比書二章五至十一節
[00:09:11.540 --> 00:09:15.040]  我們可以為這個小段定一個小題
[00:09:15.040 --> 00:09:18.840]  叫做《虛偈的耶穌,至高的基督》
[00:09:18.840 --> 00:09:23.640]  這首是重贊耶穌基督的虛偈升高的詩歌
[00:09:23.640 --> 00:09:26.640]  並且成為近代基督論
[00:09:26.640 --> 00:09:30.940]  有關虛偈說這個神學理論的參考經文之一
[00:09:30.940 --> 00:09:34.940]  它是分為兩個小小的小段
[00:09:34.940 --> 00:09:39.140]  六至八節是描述耶穌的虛偈
[00:09:39.840 --> 00:09:43.140]  九至十一節是描述基督的高升
[00:09:43.140 --> 00:09:46.040]  從六至八節我們讀到
[00:09:46.040 --> 00:09:49.940]  耶穌基督如何從臣子成為人子
[00:09:49.940 --> 00:09:53.040]  當中有很強烈的對比
[00:09:53.040 --> 00:09:55.540]  包括上帝的形象
[00:09:55.540 --> 00:09:57.240]  奴僕的形象
[00:09:57.240 --> 00:10:01.640]  以及上帝與上帝同等
[00:10:01.640 --> 00:10:04.040]  對比人的樣式
[00:10:04.040 --> 00:10:09.040]  更加以虛偈、謙卑、信服
[00:10:09.240 --> 00:10:11.440]  寫在十字架上的字眼
[00:10:11.440 --> 00:10:14.540]  來描述耶穌基督是如何寫起本身
[00:10:14.540 --> 00:10:17.840]  祂已經有的身份、權利和地位
[00:10:17.840 --> 00:10:21.540]  祂為我們樹立了寫記的典範
[00:10:21.540 --> 00:10:24.040]  在九至十一節
[00:10:24.040 --> 00:10:25.640]  我們知道因為耶穌基督
[00:10:25.640 --> 00:10:27.440]  祂完全的寫記
[00:10:27.440 --> 00:10:29.740]  上帝就高升祂
[00:10:29.740 --> 00:10:31.940]  讓祂超乎萬名
[00:10:31.940 --> 00:10:35.340]  被尊崇為宇宙的主
[00:10:36.140 --> 00:10:39.540]  可見高升是建基於寫記
[00:10:39.540 --> 00:10:43.240]  得榮耀之前才有降卑
[00:10:43.240 --> 00:10:47.340]  不過在這裡我要強調的是
[00:10:47.340 --> 00:10:50.240]  這不是一個方程式
[00:10:50.240 --> 00:10:52.740]  也不是一個軌跡
[00:10:52.740 --> 00:10:56.940]  虛偈、降卑、寫記
[00:10:56.940 --> 00:10:59.240]  必然會帶來升高
[00:10:59.240 --> 00:11:00.440]  不是的
[00:11:00.440 --> 00:11:04.240]  同樣基督的虛偈、降卑、寫記
[00:11:04.340 --> 00:11:06.540]  也不是為了升高
[00:11:06.540 --> 00:11:09.040]  而是因為愛我們
[00:11:09.040 --> 00:11:13.440]  也因為願意全心的信服上帝
[00:11:13.440 --> 00:11:14.640]  以至於死
[00:11:14.640 --> 00:11:19.340]  承接上一個段落二章一至四節
[00:11:19.340 --> 00:11:22.240]  保羅用了第五節作為一個引子
[00:11:22.240 --> 00:11:25.840]  說你們要以基督耶穌的心為心
[00:11:25.840 --> 00:11:28.640]  再用六至十一節帶出耶穌基督
[00:11:28.640 --> 00:11:30.340]  是如何謙卑信服
[00:11:30.340 --> 00:11:31.840]  完成整個救贖
[00:11:32.440 --> 00:11:36.340]  給我們每一個信徒作一個示範
[00:11:36.340 --> 00:11:39.840]  這首基督虛偈、升高的詩歌
[00:11:39.840 --> 00:11:41.540]  正是要告訴所有宣認
[00:11:41.540 --> 00:11:44.840]  耶穌基督是我們生命主的教會
[00:11:44.840 --> 00:11:47.440]  要謙卑信服
[00:11:47.440 --> 00:11:52.040]  謙卑信服是教會必然要有的氣質
[00:11:52.040 --> 00:11:54.040]  就好像耶穌基督一樣
[00:11:54.040 --> 00:11:56.240]  願意越付出
[00:11:56.240 --> 00:11:59.140]  就越蒙上帝的恩賜和力量
[00:12:00.040 --> 00:12:02.440]  變成跟教會他願意越捨棄
[00:12:02.440 --> 00:12:05.940]  就越能夠成就上帝的聖功
[00:12:05.940 --> 00:12:08.640]  第三個段落是落在
[00:12:08.640 --> 00:12:11.440]  菲律賓書的二章十二至十八節
[00:12:11.440 --> 00:12:15.040]  這個小段我們可以為它定一個題目
[00:12:15.040 --> 00:12:19.140]  叫做「顯明生命之道,照耀世界」
[00:12:19.140 --> 00:12:21.740]  在十二至十三節
[00:12:21.740 --> 00:12:24.140]  保羅稱許菲律賓信徒
[00:12:24.140 --> 00:12:26.240]  在上帝能力的協助之下
[00:12:26.240 --> 00:12:28.140]  不單止常存信服
[00:12:28.640 --> 00:12:32.040]  更加始終不移地推行上帝的聖功
[00:12:32.040 --> 00:12:36.040]  保羅在十二節強調信服
[00:12:36.040 --> 00:12:41.940]  我們的信徒是信服我們在上的領袖
[00:12:41.940 --> 00:12:45.240]  抑或是信服我們的主耶穌基督呢?
[00:12:45.240 --> 00:12:49.340]  特別是如果在上的領導
[00:12:49.340 --> 00:12:50.640]  對我們的指引
[00:12:50.640 --> 00:12:53.740]  跟我們和上帝的認識
[00:12:53.740 --> 00:12:57.540]  又或者是從我們和上帝所領受而來的
[00:12:57.640 --> 00:12:59.240]  有矛盾衝突的時候
[00:12:59.240 --> 00:13:01.240]  我們應該怎樣做呢?
[00:13:01.240 --> 00:13:04.940]  我願意提供大家有兩個參考
[00:13:04.940 --> 00:13:08.640]  第一是《少林傳》的第五章二十九節
[00:13:08.640 --> 00:13:11.840]  當時彼得和眾使徒回答
[00:13:11.840 --> 00:13:13.740]  當時的宗教領袖他這樣說
[00:13:13.740 --> 00:13:19.440]  「我們必須信服上帝,勝於順從人」
[00:13:19.440 --> 00:13:24.240]  當時的背景是一群宗教領袖
[00:13:24.240 --> 00:13:26.240]  禁止這一群使徒
[00:13:26.740 --> 00:13:29.240]  再奉耶穌基督的名去教導眾人
[00:13:29.240 --> 00:13:31.040]  甚至用監禁
[00:13:31.040 --> 00:13:34.040]  用暴力來威嚇他們
[00:13:34.040 --> 00:13:37.240]  不過那群使徒都不為所動
[00:13:37.240 --> 00:13:42.440]  因為他們心裏只知道要一心信服於上帝
[00:13:42.440 --> 00:13:45.640]  第二個參考是德蘭修女的經歷
[00:13:45.640 --> 00:13:50.340]  德蘭修女在她自己的祈禱當中領受到
[00:13:50.340 --> 00:13:54.540]  是上帝呼召她要離開她所屬的修院
[00:13:55.040 --> 00:13:59.340]  去印度的貧民窟服侍印度最低下階層的人物
[00:13:59.340 --> 00:14:03.440]  在她向修院轉達自己的領受之後
[00:14:03.440 --> 00:14:06.640]  卻得不到領導的批准
[00:14:06.640 --> 00:14:11.240]  因為在天主教的歷史中沒有這樣的先例
[00:14:11.240 --> 00:14:15.340]  如果一個人保有他修女、修士或神父的身份
[00:14:15.340 --> 00:14:19.340]  卻離開修院在外面工作、服侍
[00:14:19.340 --> 00:14:21.340]  那怎麼辦呢?
[00:14:21.340 --> 00:14:24.040]  經過祈禱之後
[00:14:25.040 --> 00:14:28.040]  德蘭修女也澄清自己的意向不是司儀
[00:14:28.040 --> 00:14:31.540]  她更清楚這是上帝的呼召
[00:14:31.540 --> 00:14:36.240]  她決定繼續禱告等候
[00:14:36.240 --> 00:14:39.040]  是上帝要完成的工作
[00:14:39.040 --> 00:14:44.440]  上帝必會在適當的時候來成就
[00:14:44.440 --> 00:14:49.640]  經過兩年之後不斷的祈禱、耐心的守候
[00:14:49.640 --> 00:14:53.040]  修院終於批准她保留修女的身份
[00:14:53.540 --> 00:14:55.840]  進入貧民窟服侍
[00:14:55.840 --> 00:15:00.240]  當然以上兩個只是一個參考
[00:15:00.240 --> 00:15:04.440]  上帝在你所面臨的經驗之中如何帶領你
[00:15:04.440 --> 00:15:11.440]  真的需要你專注尋求上主對你獨特的吩咐和指示
[00:15:11.440 --> 00:15:13.640]  在十四、十五節
[00:15:13.640 --> 00:15:16.940]  保羅吩咐菲律賓的信徒在作供的時候
[00:15:16.940 --> 00:15:18.640]  要有美好的見證
[00:15:18.640 --> 00:15:21.440]  不爭執、不抱怨
[00:15:22.040 --> 00:15:24.440]  誠實、可靠、毫不虛偽
[00:15:24.440 --> 00:15:27.540]  上帝要求我們每一位信徒
[00:15:27.540 --> 00:15:29.940]  要憑我們的行為上
[00:15:29.940 --> 00:15:31.740]  一個美好的見證
[00:15:31.740 --> 00:15:34.540]  在這個腐敗而荒謬的世代
[00:15:34.540 --> 00:15:36.940]  成為上主的明燈
[00:15:36.940 --> 00:15:39.540]  就像我剛才所說
[00:15:39.540 --> 00:15:41.940]  一間越有活力的教會
[00:15:41.940 --> 00:15:44.540]  越多熱心認真的信徒
[00:15:44.540 --> 00:15:48.140]  教會分裂的危機也越大
[00:15:48.140 --> 00:15:51.540]  這是我們需要注意的
[00:15:52.540 --> 00:15:56.940]  但這並不是說基督徒群體要維持表面和諧
[00:15:56.940 --> 00:15:59.440]  又或者面和心不和
[00:15:59.440 --> 00:16:04.140]  而是要謙卑在上帝的面前
[00:16:04.140 --> 00:16:07.640]  懇求祂去潔淨我們各自的意向
[00:16:07.640 --> 00:16:12.240]  更加求上帝賜給我們有力量和耐性
[00:16:12.240 --> 00:16:14.240]  去彼此聆聽
[00:16:14.240 --> 00:16:17.640]  學習放下和尋求大家的共識
[00:16:18.340 --> 00:16:24.340]  以致我們所在的聖公和我們做聖公之中間的行事方式
[00:16:24.340 --> 00:16:28.140]  能夠成為這個社會的明燈
[00:16:28.140 --> 00:16:33.840]  十六至十八字表明了基督徒的生命是與別不同的
[00:16:33.840 --> 00:16:36.640]  與別不同的原因
[00:16:36.640 --> 00:16:39.540]  是因為有基督的永生之道
[00:16:39.540 --> 00:16:42.940]  有上帝的生命在我們裏面
[00:16:42.940 --> 00:16:44.840]  既然如此
[00:16:45.140 --> 00:16:48.740]  所有屬耶穌的人就能夠滿有把握
[00:16:48.740 --> 00:16:51.240]  滿有信心和喜樂
[00:16:51.240 --> 00:16:56.740]  在我們的工作、生活、侍奉裏面去見證上帝
[00:16:56.740 --> 00:17:01.640]  上帝是如何去更生和使用我們自己
[00:17:01.640 --> 00:17:07.740]  十六至十八字這個小段讓我們知道
[00:17:07.740 --> 00:17:11.640]  基督徒要將耶穌基督那個獨特的信服氣質
[00:17:11.640 --> 00:17:15.040]  去帶入我們生活和侍奉當中
[00:17:16.140 --> 00:17:22.040]  其實生命的素質和生活的態度是密不可分的
[00:17:22.040 --> 00:17:26.440]  就好像燈和燈光的關係
[00:17:26.440 --> 00:17:30.840]  有甚麼的燈就有甚麼的燈光
[00:17:30.840 --> 00:17:34.140]  有甚麼的素質就有甚麼的行為
[00:17:34.140 --> 00:17:38.240]  今天大家坐在這個新裝修之後的禮堂
[00:17:38.240 --> 00:17:40.040]  就全明白
[00:17:40.040 --> 00:17:44.440]  以往我們是用白色的長條形的光管
[00:17:44.840 --> 00:17:48.440]  現在我們改用了圓筒形的筒燈
[00:17:48.440 --> 00:17:51.040]  所發出的光芒都是不同的
[00:17:51.040 --> 00:17:53.740]  整個禮堂的氣氛都不一樣
[00:17:53.740 --> 00:17:57.440]  加上今天任由我們如何去拍掣
[00:17:57.440 --> 00:18:01.240]  我們都開不到光管的光
[00:18:01.240 --> 00:18:04.740]  因為它的電源已經切斷了
[00:18:04.740 --> 00:18:07.940]  同樣基督徒要顯明生命之道
[00:18:07.940 --> 00:18:10.840]  在乎的是他們的處世行為
[00:18:11.940 --> 00:18:17.340]  必須依靠生命之中從聖名而來的那份基督的真光
[00:18:17.340 --> 00:18:22.040]  讓我們能夠成為整個世界
[00:18:22.040 --> 00:18:23.940]  照明世界的明燈
[00:18:23.940 --> 00:18:26.040]  當然就好像光管一樣
[00:18:26.040 --> 00:18:29.440]  我們需要和我們那個生命之主去連結
[00:18:29.440 --> 00:18:33.340]  才可以繼續發出這份光芒
[00:18:33.340 --> 00:18:36.740]  菲律賓書2章令我們知道
[00:18:36.740 --> 00:18:40.640]  在基督裡面的教會順路之間能夠團結互助
[00:18:40.840 --> 00:18:45.340]  是因為靠著這位捨己又至高的上主
[00:18:45.340 --> 00:18:48.340]  讓我們成為這道世界的光
[00:18:48.340 --> 00:18:53.140]  其實當信徒越是能夠將耶穌基督
[00:18:53.140 --> 00:18:57.240]  和聖經的教導成為我們生命的核心價值
[00:18:57.240 --> 00:19:00.040]  以及我們作事的指導原則
[00:19:00.040 --> 00:19:05.440]  就越能夠幫助我們去活出那個誠信的生命
[00:19:08.640 --> 00:19:14.440]  重要的一點是要讓上帝在我們的心中自由運行
[00:19:14.440 --> 00:19:19.740]  幫助我們願意順服追隨上主的心意
[00:19:19.740 --> 00:19:24.040]  以及我們需要有個立志就是要衷心去行出
[00:19:24.040 --> 00:19:26.240]  不單只是立志
[00:19:26.240 --> 00:19:28.540]  更加要行出祂的心意
[00:19:28.540 --> 00:19:31.740]  進而可以建立成熟的屬靈生命
[00:19:31.740 --> 00:19:35.040]  這樣就讓我們具有基督的心腸
[00:19:35.340 --> 00:19:40.140]  願意效法基督,學習救主去犧牲的愛
[00:19:40.140 --> 00:19:44.340]  當這些都循序漸進的時候
[00:19:44.340 --> 00:19:48.940]  我們教會漸漸就會有更多成熟的信徒
[00:19:48.940 --> 00:19:53.140]  整個教會就能夠滿有基督耶穌去虛己伏事的心
[00:19:53.140 --> 00:19:57.640]  並且樂於見證基督那份無私的愛
[00:19:57.640 --> 00:19:59.740]  在這個情況之下
[00:19:59.740 --> 00:20:03.340]  教會就會不斷地長進
[00:20:04.340 --> 00:20:06.840]  願上帝感動去幫助我們
[00:20:06.840 --> 00:20:09.840]  決意讓自己長成基督的新娘
[00:20:09.840 --> 00:20:13.540]  有耶穌基督憐憫虛己的心懷
[00:20:13.540 --> 00:20:16.440]  因為當我們是一個怎樣的人
[00:20:16.440 --> 00:20:20.940]  我們的教會就會是怎樣的教會
[00:20:20.940 --> 00:20:25.440]  面對今天世俗之風不斷地衝擊
[00:20:25.440 --> 00:20:31.140]  我們相信以基督的心為心的教會不單只堅固有力
[00:20:31.140 --> 00:20:33.540]  成為照耀世界的明燈
[00:20:34.340 --> 00:20:37.940]  也能夠讓人活出誠信的生命
[00:20:37.940 --> 00:20:41.740]  不會陷在私欲試探的當中
[00:20:41.740 --> 00:20:45.540]  我們越能培育出成熟的信徒
[00:20:45.540 --> 00:20:47.440]  不受歪風所動
[00:20:47.440 --> 00:20:52.340]  我們就能夠建立不斷成長的教會
[00:20:52.340 --> 00:20:56.040]  而我們為我們的教會不斷在神面前
[00:20:56.040 --> 00:20:59.440]  去禱告、祈求、誠心所願
