
[00:00:00.000 --> 00:00:02.820]  我們今天這個訊息題目是
[00:03:11.840 --> 00:03:17.840]  那乃是引導我們走這條屬靈的道路
[00:03:17.840 --> 00:03:20.840]  所以神的話 我們離開了神的話
[00:03:20.840 --> 00:03:22.840]  我們就不知道怎麼辦
[00:03:22.840 --> 00:03:26.840]  神接了祂的話來引導我們
[00:03:26.840 --> 00:03:32.840]  祂這個話就像腳前的燈 路上的光
[00:03:34.840 --> 00:03:40.840]  當時在中國是有三年的自然災害
[00:03:40.840 --> 00:03:43.840]  那我在青海這個地方呢
[00:03:43.840 --> 00:03:46.840]  就是生活就更加困難
[00:03:46.840 --> 00:03:50.840]  糧食啊 什麼蔬菜啊 都是不夠的
[00:03:50.840 --> 00:03:55.840]  所以在這三年當中呢 有一次的話
[00:03:55.840 --> 00:03:58.840]  這個領導上就說呢
[00:03:58.840 --> 00:04:01.840]  我們反正幹活也幹不出多少
[00:04:01.840 --> 00:04:05.840]  糧食不夠 我們去開荒去
[00:04:05.840 --> 00:04:08.840]  自己去種糧食
[00:04:08.840 --> 00:04:11.840]  帶了我們用大卡車
[00:04:11.840 --> 00:04:16.840]  帶了我們一些幹部 包括我在內
[00:04:16.840 --> 00:04:18.840]  我們到青海去開荒
[00:04:18.840 --> 00:04:21.840]  青海的草原很大
[00:04:21.840 --> 00:04:23.840]  你要多好有多好
[00:04:23.840 --> 00:04:25.840]  我們去開荒去
[00:04:25.840 --> 00:04:29.840]  然後呢 就是浩浩蕩蕩就開了車去了
[00:04:29.840 --> 00:04:33.840]  開了十來個鐘頭 早上開出去 晚上才到
[00:04:33.840 --> 00:04:35.840]  就在青海湖旁邊
[00:04:35.840 --> 00:04:37.840]  我們就搭起帳篷了
[00:04:37.840 --> 00:04:40.840]  我們就準備要大幹一場
[00:04:40.840 --> 00:04:41.840]  我們來開荒
[00:04:41.840 --> 00:04:43.840]  我們自給自足
[00:04:43.840 --> 00:04:46.840]  我們不會餓了肚子了
[00:04:46.840 --> 00:04:51.840]  這幾個月的話 下來的話 顆粒無收
[00:04:51.840 --> 00:04:53.840]  不但是種不出糧食
[00:04:53.840 --> 00:04:57.840]  把帶來的種子全給消耗掉了
[00:04:57.840 --> 00:05:01.840]  一粒糧食都沒有帶回去
[00:05:01.840 --> 00:05:03.840]  這說明當時的話
[00:05:03.840 --> 00:05:06.840]  大家這個頭腦一熱的話
[00:05:06.840 --> 00:05:08.840]  想當然 你想想看
[00:05:08.840 --> 00:05:11.840]  青海湖那個地方的草原
[00:05:11.840 --> 00:05:13.840]  是你種糧食的地方吧
[00:05:13.840 --> 00:05:16.840]  是你這個一般的人去種的地方吧
[00:05:16.840 --> 00:05:18.840]  要去種的人啊
[00:05:18.840 --> 00:05:22.840]  他是一個機械化的農場才可以
[00:05:22.840 --> 00:05:25.840]  不是靠你拿了一個鍬 拿了個稿
[00:05:25.840 --> 00:05:27.840]  就可以去種糧食出來
[00:05:27.840 --> 00:05:30.840]  這草原上的草啊
[00:05:30.840 --> 00:05:32.840]  好像看起來很可愛一樣的
[00:05:32.840 --> 00:05:34.840]  其實長不高
[00:05:34.840 --> 00:05:37.840]  在旁邊我們看的話長不高
[00:05:37.840 --> 00:05:42.840]  不像這個中國的古人的詩人所說的
[00:05:42.840 --> 00:05:46.840]  風吹草底見牛羊
[00:05:46.840 --> 00:05:49.840]  好像風一吹 草低下來
[00:05:49.840 --> 00:05:51.840]  然後你就看見牛羊了
[00:05:51.840 --> 00:05:53.840]  好像這個草很可愛一樣的
[00:05:53.840 --> 00:05:56.840]  沒有 我看到這個草的話
[00:05:56.840 --> 00:05:58.840]  幾千年來被這個羊啊
[00:05:58.840 --> 00:06:00.840]  來回踩來踩去啊
[00:06:00.840 --> 00:06:02.840]  就像塊缺板一樣的
[00:06:02.840 --> 00:06:04.840]  一個稿刨下去的話
[00:06:04.840 --> 00:06:06.840]  是個白花花
[00:06:06.840 --> 00:06:07.840]  而且我們一天的話
[00:06:07.840 --> 00:06:10.840]  一封地 挖出一封地出來
[00:06:10.840 --> 00:06:13.840]  實在是不行 開不出來
[00:06:13.840 --> 00:06:15.840]  後來說怎麼辦呢
[00:06:15.840 --> 00:06:17.840]  就是挖個坑
[00:06:17.840 --> 00:06:20.840]  把一粒種子麥子割下去
[00:06:20.840 --> 00:06:22.840]  然後把它土掀起來
[00:06:22.840 --> 00:06:24.840]  它會長出來
[00:06:24.840 --> 00:06:25.840]  你想想看
[00:06:25.840 --> 00:06:27.840]  有這樣種地的方法吧
[00:06:27.840 --> 00:06:29.840]  尤其你們從河北來的
[00:06:29.840 --> 00:06:32.840]  根本就不會看見這種種地的方法
[00:06:32.840 --> 00:06:34.840]  最後呢
[00:06:34.840 --> 00:06:36.840]  種子也就用完了嘛
[00:06:36.840 --> 00:06:38.840]  糧食一粒都沒有拿回去
[00:06:38.840 --> 00:06:41.840]  然後就是無勞而獲
[00:06:41.840 --> 00:06:45.840]  就回到這個機關裡來
[00:06:45.840 --> 00:06:48.840]  我們住的地方是個帳篷
[00:06:48.840 --> 00:06:50.840]  我們住帳篷的
[00:06:50.840 --> 00:06:52.840]  有一天的話
[00:06:52.840 --> 00:06:57.840]  領導他們叫我送封信
[00:06:57.840 --> 00:06:59.840]  到這個隊部去
[00:06:59.840 --> 00:07:01.840]  就是在另外一個地方
[00:07:01.840 --> 00:07:04.840]  叫我把信送去
[00:07:04.840 --> 00:07:08.840]  那我就騎著自行車
[00:07:08.840 --> 00:07:11.840]  從我們住的地方
[00:07:11.840 --> 00:07:14.840]  就騎自行車到了隊部
[00:07:14.840 --> 00:07:15.840]  隊部不是很遠
[00:07:15.840 --> 00:07:19.840]  可能騎個半個鐘頭就可以到了
[00:07:19.840 --> 00:07:22.840]  然後就把信交了
[00:07:22.840 --> 00:07:24.840]  交了以後呢
[00:07:24.840 --> 00:07:26.840]  也沒有什麼事情幹
[00:07:26.840 --> 00:07:28.840]  就要回去了
[00:07:28.840 --> 00:07:30.840]  因為去的時候已經是下午了
[00:07:30.840 --> 00:07:33.840]  等到我到了那邊以後
[00:07:33.840 --> 00:07:35.840]  把事情交代完了以後
[00:07:35.840 --> 00:07:37.840]  想回來的時候呢
[00:07:37.840 --> 00:07:40.840]  天有點黑了
[00:07:40.840 --> 00:07:43.840]  我騎自行車以後
[00:07:43.840 --> 00:07:46.840]  我就想我們哪裡走啊
[00:07:46.840 --> 00:07:49.840]  沒有路沒有標牌沒有記號
[00:07:49.840 --> 00:07:51.840]  都是一樣的
[00:07:51.840 --> 00:07:54.840]  你看這邊跟那邊都一樣的
[00:07:54.840 --> 00:07:57.840]  我就試試看往那邊走
[00:07:57.840 --> 00:07:59.840]  看它也不像
[00:07:59.840 --> 00:08:01.840]  再轉過來往那邊走
[00:08:01.840 --> 00:08:03.840]  也不像
[00:08:03.840 --> 00:08:04.840]  因為周圍都一樣的
[00:08:04.840 --> 00:08:07.840]  好像是跟你沒有什麼分別
[00:08:07.840 --> 00:08:10.840]  也沒有什麼高低不平的
[00:08:10.840 --> 00:08:12.840]  一片平平的
[00:08:12.840 --> 00:08:15.840]  都是一樣的東西
[00:08:15.840 --> 00:08:18.840]  結果天黑下來了
[00:08:18.840 --> 00:08:22.840]  我就想怎麼辦呢
[00:08:22.840 --> 00:08:25.840]  在草原上我也沒有帶帳篷
[00:08:25.840 --> 00:08:28.840]  我也沒有帶什麼槍
[00:08:28.840 --> 00:08:31.840]  那是非常的危險
[00:08:31.840 --> 00:08:35.840]  這個時候就心裡頭默默的
[00:08:35.840 --> 00:08:37.840]  向神禱告
[00:08:37.840 --> 00:08:41.840]  帶領我能夠回到住的地方
[00:08:41.840 --> 00:08:43.840]  就這麼轉來轉去以後
[00:08:43.840 --> 00:08:45.840]  天也黑下來了
[00:08:45.840 --> 00:08:47.840]  那我就突然之間
[00:08:47.840 --> 00:08:49.840]  看見遠遠的地方
[00:08:49.840 --> 00:08:52.840]  有一點點光
[00:08:52.840 --> 00:08:55.840]  我想這光就是我們住的地方的
[00:08:55.840 --> 00:08:58.840]  帳篷裡頭發出的光
[00:08:58.840 --> 00:09:00.840]  這下我就有了方向了
[00:09:00.840 --> 00:09:02.840]  我就騎著自行車
[00:09:02.840 --> 00:09:05.840]  朝著這光去了
[00:09:05.840 --> 00:09:07.840]  騎了自行車以後
[00:09:07.840 --> 00:09:09.840]  最後就到了
[00:09:09.840 --> 00:09:12.840]  我放下心來了
[00:09:12.840 --> 00:09:17.840]  我回到住的地方了
[00:09:17.840 --> 00:09:20.840]  沒有光的話
[00:09:20.840 --> 00:09:22.840]  那我那天的話
[00:09:22.840 --> 00:09:24.840]  如果看不到這光
[00:09:24.840 --> 00:09:28.840]  我恐怕要在曠野裡頭迷失了
[00:09:28.840 --> 00:09:30.840]  可能你越走的話
[00:09:30.840 --> 00:09:33.840]  離開目標越遠
[00:09:33.840 --> 00:09:37.840]  那麼可能到你近平立近的時候
[00:09:37.840 --> 00:09:39.840]  你也找不到地方了
[00:09:39.840 --> 00:09:42.840]  光很重要
[00:09:42.840 --> 00:09:45.840]  我們好像信了主以後
[00:09:45.840 --> 00:09:48.840]  我們將來要見神以前
[00:09:48.840 --> 00:09:52.840]  我們也是走在一個數千的道路上
[00:09:52.840 --> 00:09:55.840]  這個道路也不是很平坦
[00:09:55.840 --> 00:09:57.840]  很容易的
[00:09:57.840 --> 00:09:59.840]  我們怎麼走呢
[00:09:59.840 --> 00:10:01.840]  我們往哪裡去呢
[00:10:01.840 --> 00:10:04.840]  我們需要有光
[00:10:04.840 --> 00:10:07.840]  有著光能夠照著我們
[00:10:07.840 --> 00:10:09.840]  看著光
[00:10:09.840 --> 00:10:12.840]  引導我們一步一步的
[00:10:12.840 --> 00:10:14.840]  到神那裡去
[00:10:14.840 --> 00:10:17.840]  所以這句話非常好
[00:10:17.840 --> 00:10:19.840]  我一直很記得
[00:10:19.840 --> 00:10:23.840]  祂說你的話就是我腳前的燈
[00:10:23.840 --> 00:10:26.840]  也是我路上的光
[00:10:26.840 --> 00:10:29.840]  所以我們感謝神
[00:10:29.840 --> 00:10:31.840]  我們不但是信了主
[00:10:31.840 --> 00:10:33.840]  我們有永生的生命
[00:10:33.840 --> 00:10:36.840]  我們還有神的神經
[00:10:36.840 --> 00:10:38.840]  神經給我們的話
[00:10:38.840 --> 00:10:40.840]  作為我們的光
[00:10:40.840 --> 00:10:42.840]  引導我們在世上
[00:10:42.840 --> 00:10:46.840]  怎麼能夠生活、工作
[00:10:46.840 --> 00:10:50.840]  這就是私人的感受
[00:10:50.840 --> 00:10:53.840]  你的話是我腳前的燈
[00:10:53.840 --> 00:10:57.840]  是我路上的光
[00:10:57.840 --> 00:11:01.840]  黑夜的時候我們需要有燈
[00:11:01.840 --> 00:11:04.840]  我們需要有燈
[00:11:04.840 --> 00:11:06.840]  白天我們走路
[00:11:06.840 --> 00:11:09.840]  我們需要有光
[00:11:09.840 --> 00:11:14.840]  黑夜有時候就表示患難和難處
[00:11:14.840 --> 00:11:16.840]  只有黑夜
[00:11:16.840 --> 00:11:21.840]  白天、白晝代表順利、平安、昌盛
[00:11:21.840 --> 00:11:24.840]  所以不管是你在患難中間
[00:11:24.840 --> 00:11:27.840]  你是在平安、昌盛當中
[00:11:27.840 --> 00:11:30.840]  今天你活在世上的話
[00:11:30.840 --> 00:11:35.840]  我們都需要神話語的引導
[00:11:35.840 --> 00:11:40.840]  所以在49年的時候
[00:11:40.840 --> 00:11:43.840]  從國內的話
[00:11:43.840 --> 00:11:46.840]  從香港的地方回到國內來
[00:11:46.840 --> 00:11:48.840]  回到上海來讀書
[00:11:48.840 --> 00:11:50.840]  因為聽說解放以後
[00:11:50.840 --> 00:11:52.840]  大學復課了
[00:11:52.840 --> 00:11:55.840]  所以我們跟姊姊還有哥哥
[00:11:55.840 --> 00:11:57.840]  我們三個人就接班
[00:11:57.840 --> 00:12:02.840]  就從香港坐船回到上海來
[00:12:02.840 --> 00:12:04.840]  當然那個時候
[00:12:04.840 --> 00:12:10.840]  火車還不太容易
[00:12:10.840 --> 00:12:12.840]  我們是坐船
[00:12:12.840 --> 00:12:17.840]  然後從香港坐船以後
[00:12:17.840 --> 00:12:19.840]  到天津
[00:12:19.840 --> 00:12:21.840]  到天津以後坐火車到北京
[00:12:21.840 --> 00:12:24.840]  從北京坐火車回上海讀書
[00:12:24.840 --> 00:12:26.840]  就兜了一圈回來
[00:12:26.840 --> 00:12:30.840]  因為那個時候的船受到封鎖
[00:12:30.840 --> 00:12:33.840]  有海軍的封鎖
[00:12:33.840 --> 00:12:35.840]  不能夠進來
[00:12:35.840 --> 00:12:38.840]  所以我們是繞了一圈子回來
[00:12:38.840 --> 00:12:40.840]  在這個船上
[00:12:40.840 --> 00:12:45.840]  我們看到很多年輕人
[00:12:45.840 --> 00:12:47.840]  比我們歲數大些
[00:12:47.840 --> 00:12:50.840]  他們是從美國要回到中國來
[00:12:50.840 --> 00:12:53.840]  一船上好多幾百個人
[00:12:53.840 --> 00:12:55.840]  他們都很興奮
[00:12:55.840 --> 00:12:57.840]  都要參加祖國的建設了
[00:12:57.840 --> 00:13:01.840]  所以在上面唱什麼歌
[00:13:01.840 --> 00:13:03.840]  解放歌 解放歌曲
[00:13:03.840 --> 00:13:06.840]  你是燈塔
[00:13:06.840 --> 00:13:09.840]  照耀著我們前進的方向
[00:13:09.840 --> 00:13:13.840]  我想王弟兄跟王師母
[00:13:13.840 --> 00:13:17.840]  一定會聽過這些歌
[00:13:17.840 --> 00:13:19.840]  他們很熱情
[00:13:19.840 --> 00:13:21.840]  所以他們要回到中國國內
[00:13:21.840 --> 00:13:24.840]  祖國來建設 唱歌
[00:13:24.840 --> 00:13:26.840]  你是燈塔
[00:13:26.840 --> 00:13:29.840]  照耀著我們前進的方向
[00:13:29.840 --> 00:13:31.840]  他們很熱情
[00:13:31.840 --> 00:13:33.840]  我們就在那邊聽了
[00:13:33.840 --> 00:13:36.840]  也不懂是什麼東西
[00:13:36.840 --> 00:13:41.840]  我們只是想我們回去讀書
[00:13:41.840 --> 00:13:44.840]  等到過了幾年
[00:13:44.840 --> 00:13:46.840]  過了些年以後
[00:13:46.840 --> 00:13:51.840]  這些歌聲慢慢就下去了
[00:13:51.840 --> 00:13:54.840]  燈塔就不亮了
[00:13:54.840 --> 00:13:58.840]  因為他們碰到很多運動中間
[00:13:58.840 --> 00:14:04.840]  他們就失去了信心了
[00:14:04.840 --> 00:14:06.840]  後來我感謝主
[00:14:06.840 --> 00:14:10.840]  我雖然沒有看到什麼是燈塔
[00:14:10.840 --> 00:14:12.840]  什麼是燈塔的光
[00:14:12.840 --> 00:14:15.840]  但是我回去
[00:14:15.840 --> 00:14:18.840]  回到上海讀書的時候
[00:14:18.840 --> 00:14:20.840]  我信了主了
[00:14:20.840 --> 00:14:22.840]  這個是真正的光
[00:14:22.840 --> 00:14:24.840]  主耶穌是真正的光
[00:14:24.840 --> 00:14:26.840]  世界上的光
[00:14:26.840 --> 00:14:29.840]  不過就是很片面的
[00:14:29.840 --> 00:14:31.840]  只能看很近的
[00:14:31.840 --> 00:14:36.840]  或者看一些對自己需要的東西
[00:14:36.840 --> 00:14:38.840]  但是真正的光
[00:14:38.840 --> 00:14:41.840]  是在神的話裡頭
[00:14:41.840 --> 00:14:43.840]  聽到神的話
[00:14:43.840 --> 00:14:45.840]  我接受了神的話
[00:14:45.840 --> 00:14:46.840]  我信了主
[00:14:46.840 --> 00:14:48.840]  我重生得救了
[00:14:48.840 --> 00:14:50.840]  這真是說
[00:14:50.840 --> 00:14:52.840]  是從這個時候開始
[00:14:52.840 --> 00:14:57.840]  神的話引導我走到現在這條路
[00:14:57.840 --> 00:14:58.840]  我感謝神
[00:14:58.840 --> 00:15:02.840]  不然的話我也會像一般的青年人
[00:15:02.840 --> 00:15:06.840]  迷茫在這些社會的動盪當中
[00:15:06.840 --> 00:15:08.840]  但是感謝神
[00:15:08.840 --> 00:15:10.840]  我們有神的光
[00:15:10.840 --> 00:15:13.840]  雖然有軟弱有失敗
[00:15:13.840 --> 00:15:16.840]  但是神的話給我力量
[00:15:16.840 --> 00:15:20.840]  引導我一直這麼多年
[00:15:20.840 --> 00:15:23.840]  在困苦當中
[00:15:23.840 --> 00:15:25.840]  在患難當中
[00:15:25.840 --> 00:15:28.840]  神引導我過來
[00:15:28.840 --> 00:15:31.840]  路上的光
[00:15:31.840 --> 00:15:33.840]  路是指的我們一生
[00:15:33.840 --> 00:15:35.840]  我們是走的路
[00:15:35.840 --> 00:15:37.840]  這條路是一生的路
[00:15:37.840 --> 00:15:39.840]  這腳呢
[00:15:39.840 --> 00:15:41.840]  腳前的燈呢
[00:15:41.840 --> 00:15:45.840]  這個是指的我們短暫的一部分
[00:15:45.840 --> 00:15:48.840]  所以不管是短暫的這一段
[00:15:48.840 --> 00:15:51.840]  或者是整個人生這條路
[00:15:51.840 --> 00:15:56.840]  都要有神的話來照著我們
[00:15:56.840 --> 00:15:59.840]  所以我們感謝神
[00:15:59.840 --> 00:16:03.840]  不但是賜給我們永生的生命
[00:16:03.840 --> 00:16:06.840]  神還把聖靈賜給我們
[00:16:06.840 --> 00:16:09.840]  還把祂的話給我們
[00:16:09.840 --> 00:16:11.840]  這樣的話有生命
[00:16:11.840 --> 00:16:13.840]  有神的話
[00:16:13.840 --> 00:16:15.840]  有聖靈的引導的話
[00:16:15.840 --> 00:16:19.840]  神就可以幫助我們
[00:16:19.840 --> 00:16:24.840]  帶領我們走過人生的這條道路
[00:16:24.840 --> 00:16:27.840]  所以既然話是這麼重要呢
[00:16:27.840 --> 00:16:30.840]  所以在下面就
[00:16:30.840 --> 00:16:33.840]  詩人就啟示說了
[00:16:33.840 --> 00:16:37.840]  讓神的話能夠照亮他一生
[00:16:37.840 --> 00:16:39.840]  他說你公義的典章
[00:16:39.840 --> 00:16:41.840]  我曾啟示遵守
[00:16:41.840 --> 00:16:44.840]  我必按事而行
[00:16:44.840 --> 00:16:46.840]  啟示的意思就是表示
[00:16:46.840 --> 00:16:48.840]  一定要遵行
[00:16:48.840 --> 00:16:51.840]  當你有心來尋求神
[00:16:51.840 --> 00:16:53.840]  決心來依靠神
[00:16:53.840 --> 00:16:56.840]  神的話領導你了
[00:16:56.840 --> 00:16:59.840]  你就有力量起來了
[00:16:59.840 --> 00:17:01.840]  比如說我們碰到難處的時候
[00:17:01.840 --> 00:17:02.840]  我們好像走不動了
[00:17:02.840 --> 00:17:04.840]  我們躺下來了
[00:17:04.840 --> 00:17:06.840]  但是神的話呢
[00:17:06.840 --> 00:17:08.840]  要給我們力量
[00:17:08.840 --> 00:17:09.840]  給我們力量
[00:17:09.840 --> 00:17:11.840]  讓我們能夠有信心
[00:17:11.840 --> 00:17:13.840]  有盼望起來
[00:17:13.840 --> 00:17:19.840]  再起來再往前走
[00:17:19.840 --> 00:17:22.840]  第107節說
[00:17:22.840 --> 00:17:24.840]  我生之受苦
[00:17:24.840 --> 00:17:26.840]  可見的詩人當時的話
[00:17:26.840 --> 00:17:29.840]  是在患難中間
[00:17:29.840 --> 00:17:32.840]  所以他求神能夠把他
[00:17:32.840 --> 00:17:35.840]  照他的話把他救活
[00:17:35.840 --> 00:17:39.840]  叫他能夠救活起來
[00:17:39.840 --> 00:17:43.840]  叫他不會以為很灰心失望
[00:17:43.840 --> 00:17:45.840]  給他有看到盼望
[00:17:45.840 --> 00:17:49.840]  所以神的話是光也是燈
[00:17:49.840 --> 00:17:51.840]  他救活我們
[00:17:51.840 --> 00:17:53.840]  叫我們活過來
[00:17:53.840 --> 00:17:56.840]  他是要我們做兩件事情
[00:17:56.840 --> 00:17:57.840]  一件事情呢
[00:17:57.840 --> 00:17:59.840]  他怎麼救我們呢
[00:17:59.840 --> 00:18:01.840]  神的話怎麼救我們呢
[00:18:01.840 --> 00:18:04.840]  是叫我們知道神的愛
[00:18:04.840 --> 00:18:07.840]  所以在你困難的時候
[00:18:07.840 --> 00:18:08.840]  你懷疑的時候
[00:18:08.840 --> 00:18:11.840]  你的心情還在動搖的時候
[00:18:11.840 --> 00:18:13.840]  神會告訴你
[00:18:13.840 --> 00:18:16.840]  他愛你的話就愛你到底
[00:18:16.840 --> 00:18:18.840]  他叫我們知道神的愛
[00:18:18.840 --> 00:18:19.840]  神的愛意思就是
[00:18:19.840 --> 00:18:22.840]  神永遠不會離開你
[00:18:22.840 --> 00:18:24.840]  神要一直與你同在
[00:18:24.840 --> 00:18:27.840]  第二個他叫我們看到什麼呢
[00:18:27.840 --> 00:18:30.840]  看到我們是有榮耀的盼望
[00:18:30.840 --> 00:18:32.840]  所以一個是叫我們看到神的愛
[00:18:32.840 --> 00:18:34.840]  一個是叫我們看到
[00:18:34.840 --> 00:18:36.840]  我們是有盼望的人
[00:18:36.840 --> 00:18:38.840]  我們的盼望是榮耀的
[00:18:38.840 --> 00:18:40.840]  今天的世上的事情
[00:18:40.840 --> 00:18:42.840]  一些難處苦難
[00:18:42.840 --> 00:18:44.840]  一些逼迫
[00:18:44.840 --> 00:18:46.840]  不過是暫時的
[00:18:46.840 --> 00:18:48.840]  我們還有永遠呢
[00:18:48.840 --> 00:18:50.840]  如果我們沒有永遠的話
[00:18:50.840 --> 00:18:52.840]  只是現在這幾天的話
[00:18:52.840 --> 00:18:53.840]  這幾年的話
[00:18:53.840 --> 00:18:57.840]  那我們一定會活得非常痛苦
[00:18:57.840 --> 00:18:59.840]  但是感謝神
[00:18:59.840 --> 00:19:02.840]  神給我們的話呢
[00:19:02.840 --> 00:19:05.840]  叫我們知道神愛
[00:19:05.840 --> 00:19:07.840]  你知道神愛你的話
[00:19:07.840 --> 00:19:08.840]  愛你到底的話
[00:19:08.840 --> 00:19:11.840]  你裡面就有力量了
[00:19:11.840 --> 00:19:13.840]  你裡面就能夠起來
[00:19:13.840 --> 00:19:16.840]  能夠繼續的再往前走
[00:19:16.840 --> 00:19:17.840]  神愛你的話
[00:19:17.840 --> 00:19:20.840]  你還有什麼可害怕的
[00:19:20.840 --> 00:19:22.840]  所以有這樣的
[00:19:22.840 --> 00:19:24.840]  神的愛在你的裡頭
[00:19:24.840 --> 00:19:27.840]  神把盼望擱在你前頭的話
[00:19:27.840 --> 00:19:30.840]  你就會繼續的再往前走
[00:19:30.840 --> 00:19:33.840]  可能你走得很慢
[00:19:33.840 --> 00:19:35.840]  或者走走停停
[00:19:35.840 --> 00:19:36.840]  但是呢
[00:19:36.840 --> 00:19:39.840]  你沒有完全放棄
[00:19:39.840 --> 00:19:41.840]  感謝神
[00:19:41.840 --> 00:19:43.840]  感謝神
[00:19:43.840 --> 00:19:45.840]  所以這個
[00:19:45.840 --> 00:19:47.840]  再下來呢
[00:19:47.840 --> 00:19:49.840]  108件呢
[00:19:49.840 --> 00:19:50.840]  也說到的
[00:19:50.840 --> 00:19:51.840]  他說
[00:19:51.840 --> 00:19:55.840]  我以你的法度為永遠的產業
[00:19:55.840 --> 00:19:59.840]  這是我心中所喜愛的
[00:19:59.840 --> 00:20:03.840]  111節
[00:20:03.840 --> 00:20:05.840]  還有112節
[00:20:05.840 --> 00:20:07.840]  這都是講到
[00:20:07.840 --> 00:20:10.840]  他對神的話的認識
[00:20:10.840 --> 00:20:15.840]  108節說到
[00:20:15.840 --> 00:20:16.840]  耶和華求你
[00:20:16.840 --> 00:20:19.840]  願拿我口中的讚美為供物
[00:20:19.840 --> 00:20:22.840]  他還是在難處當中
[00:20:22.840 --> 00:20:24.840]  但是他現在已經學會
[00:20:24.840 --> 00:20:26.840]  會讚美神了
[00:20:26.840 --> 00:20:28.840]  因為他知道神愛他
[00:20:28.840 --> 00:20:31.840]  也知道他是有盼望的
[00:20:31.840 --> 00:20:32.840]  所以呢
[00:20:32.840 --> 00:20:35.840]  他就會讚美神了
[00:20:35.840 --> 00:20:38.840]  那麼
[00:20:38.840 --> 00:20:39.840]  也求神呢
[00:20:39.840 --> 00:20:40.840]  教導他呢
[00:20:40.840 --> 00:20:42.840]  當心的路
[00:20:42.840 --> 00:20:48.840]  當時他還是在危險當中
[00:20:48.840 --> 00:20:50.840]  109節說
[00:20:50.840 --> 00:20:53.840]  我的性命藏在危險當中
[00:20:53.840 --> 00:20:56.840]  我卻不忘記你的律法
[00:20:56.840 --> 00:21:00.840]  所以他還是
[00:21:00.840 --> 00:21:03.840]  他說我的性命藏在危險當中
[00:21:03.840 --> 00:21:05.840]  這英文版本的話
[00:21:05.840 --> 00:21:07.840]  他把這句話呢
[00:21:07.840 --> 00:21:08.840]  翻譯成說
[00:21:08.840 --> 00:21:10.840]  我的性命呢
[00:21:10.840 --> 00:21:13.840]  還繼續在我的手中
[00:21:13.840 --> 00:21:16.840]  我的命還在我的手中
[00:21:16.840 --> 00:21:17.840]  意思就是
[00:21:17.840 --> 00:21:19.840]  我還活著
[00:21:19.840 --> 00:21:20.840]  但是呢
