
[00:00:00.000 --> 00:00:02.780]  神的旨意是不是真的很難明白呢?
[00:03:48.380 --> 00:03:52.520]  就已經去做了爸爸或者媽媽
[00:03:52.520 --> 00:03:54.220]  但是他們還沒有結婚
[00:03:54.220 --> 00:03:55.760]  甚至可能因為這個緣故
[00:03:55.760 --> 00:03:57.600]  也已經離開了
[00:03:57.600 --> 00:03:59.120]  做了一個單親父親
[00:03:59.120 --> 00:04:00.780]  或者做了一個單親母親
[00:04:00.780 --> 00:04:03.360]  他們不覺得這是一回事
[00:04:03.360 --> 00:04:06.760]  但是不要忘記我們的神是一位聖潔的神
[00:04:06.760 --> 00:04:08.800]  所以我們要遠避淫行
[00:04:08.800 --> 00:04:10.980]  我們要曉得如何用聖潔尊貴
[00:04:10.980 --> 00:04:12.720]  守住自己的身體
[00:04:12.720 --> 00:04:15.480]  這是非常重要的
[00:04:15.480 --> 00:04:17.260]  還有就是什麼呢?
[00:04:17.260 --> 00:04:20.980]  我們達基督徒很熟悉的一段經文
[00:04:20.980 --> 00:04:23.200]  就是講到我們要什麼呢?
[00:04:23.200 --> 00:04:25.400]  我們要常常喜樂
[00:04:25.400 --> 00:04:27.200]  不住禱告凡事謝恩
[00:04:27.200 --> 00:04:31.720]  這就是神在我們身上所定的旨意
[00:04:31.720 --> 00:04:36.780]  這就是《貼索雷吉前書》第五章第十六、十七、十八節
[00:04:36.780 --> 00:04:39.160]  我只是抽了這三句出來
[00:04:39.160 --> 00:04:40.540]  但是他記得而已
[00:04:40.540 --> 00:04:41.560]  要常常喜樂
[00:04:41.560 --> 00:04:43.080]  不住禱告凡事謝恩
[00:04:43.080 --> 00:04:46.320]  但原來其實整段經文不是這麼少的
[00:04:46.320 --> 00:04:47.440]  你留意到
[00:04:47.440 --> 00:04:51.500]  他說到你們要敬重在你們中間奴婦的人
[00:04:51.500 --> 00:04:53.160]  就是在處理治理你們
[00:04:53.160 --> 00:04:54.400]  勸戒你們的
[00:04:54.400 --> 00:04:56.660]  我們要敬重我們的母者
[00:04:56.660 --> 00:04:58.960]  不是因為她說得好不好
[00:04:58.960 --> 00:05:01.420]  而是最重要她有沒有用心去服侍
[00:05:01.420 --> 00:05:03.420]  有沒有很勤力去工作
[00:05:03.420 --> 00:05:06.160]  特別她要勸戒那些弟兄姊妹
[00:05:06.160 --> 00:05:07.780]  又因為她所做的工作
[00:05:07.780 --> 00:05:09.900]  用愛心格來尊重他們
[00:05:09.900 --> 00:05:12.560]  我們要彼此之間和睦
[00:05:12.560 --> 00:05:14.840]  弟兄姊妹之間和睦
[00:05:14.840 --> 00:05:17.340]  是令到神安樂的
[00:05:17.340 --> 00:05:19.260]  也令到母者安樂
[00:05:19.260 --> 00:05:20.600]  很簡單舉個例子
[00:05:20.600 --> 00:05:21.880]  做父母的那些
[00:05:21.880 --> 00:05:22.840]  你在煮飯
[00:05:22.840 --> 00:05:24.740]  兩個小孩在吵鬧的時候
[00:05:24.740 --> 00:05:25.660]  你會跟他們說
[00:05:25.660 --> 00:05:28.300]  可不可以不要吵架呢?
[00:05:28.300 --> 00:05:31.240]  讓我可以好好的煮一頓飯行不行呢?
[00:05:31.240 --> 00:05:33.760]  你想想原來你和睦的時候
[00:05:33.760 --> 00:05:36.640]  是令到神開心的
[00:05:36.640 --> 00:05:37.320]  好了
[00:05:37.320 --> 00:05:40.260]  接著原來我們彼此之間有責任
[00:05:40.260 --> 00:05:41.800]  我們又勸弟兄們
[00:05:41.800 --> 00:05:43.540]  要警戒不守規矩的人
[00:05:43.540 --> 00:05:45.760]  勉勵灰心的人、輔助軟弱的人
[00:05:45.760 --> 00:05:47.860]  又要向眾人忍耐
[00:05:47.860 --> 00:05:52.840]  我們去安慰傷心的人
[00:05:52.840 --> 00:05:55.100]  勉勵灰心的人
[00:05:55.100 --> 00:05:56.700]  輔助軟弱的人
[00:05:56.700 --> 00:05:57.940]  我們容易做到
[00:05:57.940 --> 00:06:00.840]  但要警戒不守規矩的人
[00:06:00.840 --> 00:06:02.480]  往往有時候我們
[00:06:02.480 --> 00:06:03.480]  不要了
[00:06:03.480 --> 00:06:06.340]  別人會反駁的
[00:06:06.340 --> 00:06:08.180]  一定會反駁的
[00:06:08.180 --> 00:06:10.180]  而且可能他會不開心的
[00:06:10.180 --> 00:06:12.180]  我們有時候會默然不語
[00:06:12.180 --> 00:06:14.180]  但聖經你有沒有看到
[00:06:14.180 --> 00:06:15.000]  放在第一項
[00:06:15.000 --> 00:06:17.000]  警戒不守規矩的人
[00:06:17.000 --> 00:06:22.100]  原來神擺在我們教會是要互相守望的
[00:06:22.100 --> 00:06:23.900]  更加我們要謹慎
[00:06:23.900 --> 00:06:25.520]  誰都不可以以惡報惡
[00:06:25.520 --> 00:06:26.720]  彼此相待
[00:06:26.720 --> 00:06:28.600]  待眾人要追求良善
[00:06:28.600 --> 00:06:31.160]  最後才借個人要常常喜樂
[00:06:31.160 --> 00:06:33.400]  不住禱告凡事謝恩
[00:06:33.400 --> 00:06:37.460]  這就是神在基督的書中所定的旨意
[00:06:37.460 --> 00:06:39.280]  最後一點是什麼呢?
[00:06:39.280 --> 00:06:41.280]  我想大家都很熟悉的
[00:06:41.280 --> 00:06:44.700]  原來神是不怨一人沉淪
[00:06:44.700 --> 00:06:46.960]  乃怨人人都悔改
[00:06:46.960 --> 00:06:51.880]  神是很渴望很多人能夠認識祂
[00:06:51.880 --> 00:06:52.880]  歸向祂
[00:06:52.880 --> 00:06:54.440]  神發出呼喊
[00:06:54.440 --> 00:06:55.700]  不想人們滅亡
[00:06:55.700 --> 00:06:57.540]  在《以西傑書》很清楚地說
[00:06:57.540 --> 00:07:00.020]  神是哀聲地發出
[00:07:00.020 --> 00:07:02.020]  你們回轉吧
[00:07:02.020 --> 00:07:04.020]  何必要滅亡呢?
[00:07:04.020 --> 00:07:06.020]  以色列家你們回轉吧
[00:07:06.020 --> 00:07:08.720]  原來神是很渴望每一個人都得救
[00:07:08.720 --> 00:07:10.300]  所以我們每一個基督徒
[00:07:10.300 --> 00:07:12.660]  是要承擔福音的責任
[00:07:12.660 --> 00:07:15.380]  以上所說的經文
[00:07:15.380 --> 00:07:17.080]  我很相信
[00:07:17.080 --> 00:07:18.600]  作為一個基督徒
[00:07:18.600 --> 00:07:21.480]  你基本已經知道了
[00:07:21.480 --> 00:07:24.120]  所以今晚我們的焦點就是說
[00:07:24.120 --> 00:07:27.980]  究竟我如何尋求神在我身上的心意呢?
[00:07:27.980 --> 00:07:28.680]  很簡單
[00:07:28.680 --> 00:07:31.820]  我要留在我成長的地方
[00:07:31.820 --> 00:07:33.580]  還是我要離開呢?
[00:07:33.580 --> 00:07:35.380]  如果我要離開的時候
[00:07:35.380 --> 00:07:38.340]  我要去哪一個城市呢?
[00:07:38.340 --> 00:07:42.020]  又或者哪一份工作是合適我的呢?
[00:07:42.020 --> 00:07:43.460]  是神你的心意呢?
[00:07:43.460 --> 00:07:45.460]  哎呀!現在我談戀愛
[00:07:45.460 --> 00:07:47.140]  有很多選擇
[00:07:47.140 --> 00:07:48.640]  其實是你自以為而已
[00:07:48.640 --> 00:07:51.200]  好了,我應該選擇哪一個呢?
[00:07:51.200 --> 00:07:53.500]  這時候我應該怎麼辦呢?
[00:07:53.500 --> 00:07:57.080]  我如何尋求神的方法呢?
[00:07:57.080 --> 00:07:58.400]  第一件事
[00:07:58.400 --> 00:07:59.780]  我想最重要的就是
[00:07:59.780 --> 00:08:02.620]  當你尋求神的方法的時候
[00:08:02.620 --> 00:08:05.080]  你不要急著抱著腳
[00:08:05.080 --> 00:08:07.640]  今天很多時候我們都遲
[00:08:07.640 --> 00:08:08.660]  「哎呀!有什麼需要?」
[00:08:08.660 --> 00:08:12.840]  於是儘管「哎呀!神!祢讓我知道祢的心意」
[00:08:12.840 --> 00:08:14.480]  「祢啟迪一下」
[00:08:14.480 --> 00:08:17.000]  然後揭聖經隨便讀一下
[00:08:17.000 --> 00:08:19.820]  那本不是通聖來的
[00:08:19.820 --> 00:08:21.300]  知不知道什麼叫通聖?
[00:08:21.300 --> 00:08:23.280]  我家人以前是非常迷信的
[00:08:23.280 --> 00:08:24.160]  他們有什麼事情
[00:08:24.160 --> 00:08:26.840]  就打一本通聖看看疑什麼不疑什麼
[00:08:26.840 --> 00:08:28.640]  你平時都不看聖經
[00:08:28.640 --> 00:08:32.360]  你就隨便拿一本聖經去揭開來看
[00:08:32.360 --> 00:08:34.820]  究竟是不是真的可以呢?
[00:08:35.180 --> 00:08:37.720]  有沒有聽過一個笑話就是一個人
[00:08:37.720 --> 00:08:39.160]  認識了一個女孩
[00:08:39.160 --> 00:08:40.600]  就問神
[00:08:40.600 --> 00:08:42.200]  「神啊!這是不是祢的心意?」
[00:08:42.200 --> 00:08:44.460]  「是不是將來是我的配偶呢?」
[00:08:44.460 --> 00:08:46.160]  「祢給我一些啟示」
[00:08:46.160 --> 00:08:47.980]  於是他很認真地去祈禱
[00:08:47.980 --> 00:08:48.960]  然後打一本聖經
[00:08:48.960 --> 00:08:50.000]  一揭下去的時候
[00:08:50.000 --> 00:08:50.500]  糟糕了
[00:08:50.500 --> 00:08:51.640]  原來約書亞記的
[00:08:51.640 --> 00:08:53.720]  原來一揭那個就是妓女拉闔
[00:08:53.720 --> 00:08:54.440]  不是
[00:08:54.440 --> 00:08:55.560]  不會的
[00:08:55.560 --> 00:08:56.860]  她是玉潔冰清的
[00:08:56.860 --> 00:08:57.620]  好在蓋上了
[00:08:57.620 --> 00:08:58.460]  再來一次
[00:08:58.460 --> 00:08:59.820]  再揭後一點好一點
[00:08:59.820 --> 00:09:00.720]  一揭下去的時候
[00:09:00.720 --> 00:09:01.240]  一揭
[00:09:01.240 --> 00:09:02.120]  還死
[00:09:02.120 --> 00:09:03.160]  原來是什麼呢?
[00:09:03.160 --> 00:09:04.580]  何西夏書
[00:09:04.580 --> 00:09:06.360]  大家熟不熟悉何西夏書呢?
[00:09:06.360 --> 00:09:08.280]  何西夏娶了一個太太
[00:09:08.280 --> 00:09:09.640]  但是這是淫婦
[00:09:09.640 --> 00:09:11.240]  出賣自己的身體
[00:09:11.240 --> 00:09:13.980]  還要叫先知何西夏去愛她
[00:09:13.980 --> 00:09:15.240]  這個藥真的不好
[00:09:15.240 --> 00:09:16.620]  還是想新藥好一點
[00:09:16.620 --> 00:09:18.240]  再認真地去禱告
[00:09:18.240 --> 00:09:19.900]  然後揭新藥
[00:09:19.900 --> 00:09:20.520]  一揭的時候
[00:09:20.520 --> 00:09:22.040]  約翰福音是說什麼呢?
[00:09:22.040 --> 00:09:25.560]  耶穌和撒瑪利亞的井旁那個女人來談道
[00:09:25.560 --> 00:09:26.380]  然後耶穌說
[00:09:26.380 --> 00:09:27.440]  「你已經有五個丈夫了」
[00:09:27.440 --> 00:09:29.220]  「現在那個也不是你的丈夫了」
[00:09:29.220 --> 00:09:30.540]  你明白我說什麼嗎?
[00:09:30.540 --> 00:09:32.760]  當然這是一個笑話
[00:09:33.020 --> 00:09:38.360]  你不要以為聖經是有空你才去揭
[00:09:38.360 --> 00:09:43.060]  而是你自己怎麼去親近神呢?
[00:09:43.060 --> 00:09:45.820]  你個人和神的關係是怎麼樣呢?
[00:09:45.820 --> 00:09:47.540]  聖經說得很清楚
[00:09:47.540 --> 00:09:50.200]  「你們親近神,神就必親近你們」
[00:09:50.200 --> 00:09:52.920]  「有罪的人要潔淨你們的手」
[00:09:52.920 --> 00:09:56.160]  「心懷異議的人要清潔你們的心」
[00:09:56.160 --> 00:09:58.560]  所以你看得很清楚
[00:09:58.560 --> 00:10:00.740]  原來當你越親近神的時候
[00:10:00.740 --> 00:10:05.080]  你是越容易明白和體會到神的心意
[00:10:05.080 --> 00:10:07.520]  最簡單舉一個例子
[00:10:07.520 --> 00:10:10.140]  如果你兩夫婦
[00:10:10.140 --> 00:10:11.020]  即是已經結婚的那些
[00:10:11.020 --> 00:10:12.640]  關係非常好的時候
[00:10:12.640 --> 00:10:13.940]  當你打電話
[00:10:13.940 --> 00:10:15.780]  如果他又不是雙方避失
[00:10:15.780 --> 00:10:16.920]  那時候
[00:10:16.920 --> 00:10:17.520]  喂
[00:10:17.520 --> 00:10:19.820]  你就自然會知道對方是誰了
[00:10:19.820 --> 00:10:20.580]  是不是?
[00:10:20.580 --> 00:10:22.040]  你就不需要
[00:10:22.040 --> 00:10:22.960]  你貴姓啊
[00:10:22.960 --> 00:10:23.620]  那你死定了
[00:10:23.620 --> 00:10:24.320]  是不是?
[00:10:24.320 --> 00:10:24.820]  好了
[00:10:24.820 --> 00:10:28.080]  甚至你兩夫婦的關係好的時候
[00:10:28.080 --> 00:10:30.160]  有時候你不需要說太多話
[00:10:30.160 --> 00:10:30.940]  譬如
[00:10:30.940 --> 00:10:32.660]  你的小朋友怎樣的時候
[00:10:32.660 --> 00:10:34.200]  大家打過眼神
[00:10:34.200 --> 00:10:36.440]  你就已經知會到
[00:10:36.440 --> 00:10:38.400]  對方的心意是怎麼樣了
[00:10:38.400 --> 00:10:39.200]  是不是?
[00:10:39.200 --> 00:10:41.120]  如果你不知道的時候
[00:10:41.120 --> 00:10:43.900]  打了眼色
[00:10:43.900 --> 00:10:44.540]  怎麼了?
[00:10:44.540 --> 00:10:46.220]  有沙進眼睛了嗎?
[00:10:46.220 --> 00:10:47.360]  死不死啊?
[00:10:47.360 --> 00:10:52.100]  所以今天我們有沒有很清楚知道神的心意呢?
[00:10:52.100 --> 00:10:55.320]  剛才文偉跟我們分享聖經的時候
[00:10:55.320 --> 00:10:57.860]  施哥的時候也說了一句話
[00:10:57.860 --> 00:11:01.260]  那句話就是《瑪立宗第七章》的第七節
[00:11:01.260 --> 00:11:03.180]  他說:到你門祈求
[00:11:03.180 --> 00:11:04.300]  就給你門
[00:11:04.300 --> 00:11:05.940]  尋找就尋見
[00:11:05.940 --> 00:11:07.680]  叩門就給你門開門
[00:11:07.680 --> 00:11:09.860]  這裡是很清楚的
[00:11:09.860 --> 00:11:11.160]  但是他說了什麼呢?
[00:11:11.160 --> 00:11:13.120]  不僅是給那些未信的人
[00:11:13.120 --> 00:11:14.960]  這不僅是報道會用的
[00:11:14.960 --> 00:11:16.540]  原來我們作為基督徒
[00:11:16.540 --> 00:11:18.140]  我們去尋找神的時候
[00:11:18.140 --> 00:11:20.460]  神自然的讓我們尋找到
[00:11:20.460 --> 00:11:22.540]  詩篇十四篇也很清楚說
[00:11:22.540 --> 00:11:25.380]  「耶華從天上垂看西人
[00:11:25.380 --> 00:11:28.460]  要看有明白的沒有,有尋求神的沒有」
[00:11:28.460 --> 00:11:30.660]  原來神也在尋找
[00:11:30.660 --> 00:11:35.020]  有沒有人願意去明白祂的心意呢?
[00:11:35.020 --> 00:11:37.360]  所以神的心意是很容易明白的
[00:11:37.360 --> 00:11:38.760]  但是
[00:11:38.760 --> 00:11:42.280]  你的個人經驗又不是這樣
[00:11:42.280 --> 00:11:43.960]  好像有點矛盾
[00:11:43.960 --> 00:11:47.480]  以賽亞書第四十五章第十五節怎麼說呢?
[00:11:47.480 --> 00:11:49.260]  「救主以色列的神
[00:11:49.260 --> 00:11:51.600]  祢實在是自隱的神」
[00:11:51.600 --> 00:11:54.100]  神有時候好像隱藏了一樣
[00:11:54.100 --> 00:11:56.100]  那是什麼意思呢?
[00:11:56.100 --> 00:11:57.880]  很簡單舉一個例子
[00:11:57.880 --> 00:12:01.780]  如果你的小朋友讀書
[00:12:01.780 --> 00:12:03.320]  他有功課不明白
[00:12:03.320 --> 00:12:05.520]  他有一條數學不懂
[00:12:05.520 --> 00:12:07.520]  他出來問你
[00:12:07.520 --> 00:12:09.420]  你做父親或者母親
[00:12:09.420 --> 00:12:11.000]  一看你已經知道答案了
[00:12:11.000 --> 00:12:12.920]  你會否即時給他答案呢?
[00:12:12.920 --> 00:12:16.220]  「嘿!不就是幾多號?幾多幾多號?」
[00:12:16.220 --> 00:12:17.400]  那就給他答案吧
[00:12:17.400 --> 00:12:18.640]  你絕對不會的
[00:12:18.640 --> 00:12:20.060]  你會慢慢教導他
[00:12:20.060 --> 00:12:22.140]  一步一步地去計算
[00:12:22.140 --> 00:12:23.940]  然後計算這個答案
[00:12:23.940 --> 00:12:26.560]  因為你一下子馬上給他答案的時候
[00:12:26.560 --> 00:12:31.220]  他未必這麼容易地去學習得好
[00:12:31.220 --> 00:12:32.280]  對不對?
[00:12:32.280 --> 00:12:34.280]  甚至有時候
[00:12:34.280 --> 00:12:35.780]  最簡單舉個例子
[00:12:35.780 --> 00:12:39.220]  你很想跟你的小朋友去交往的時候
[00:12:39.220 --> 00:12:41.220]  你會引導他去說話
[00:12:41.220 --> 00:12:43.380]  或者你有時候知道
[00:12:43.380 --> 00:12:45.380]  一下子給他這麼多東西的時候
[00:12:45.380 --> 00:12:47.380]  他未必能夠明白
[00:12:47.380 --> 00:12:50.260]  你就會有你的時間性
[00:12:50.260 --> 00:12:52.640]  最簡單舉一個例子
[00:12:52.640 --> 00:12:56.100]  當年我的女兒考會考的時候
[00:12:56.100 --> 00:12:57.180]  我就鼓勵她
[00:12:57.180 --> 00:12:58.980]  我說你努力讀書
[00:12:58.980 --> 00:12:59.980]  你讀好的時候
[00:12:59.980 --> 00:13:02.380]  你考完會考之後
[00:13:02.380 --> 00:13:04.380]  我就會跟你去日本玩
[00:13:04.380 --> 00:13:07.040]  我女兒說「去日本城?」
[00:13:07.040 --> 00:13:08.040]  為什麼呢?
[00:13:08.040 --> 00:13:11.420]  因為當日我也曾經騙過她
[00:13:11.420 --> 00:13:12.520]  某個程度
[00:13:12.520 --> 00:13:14.520]  她六年級考試考得很好
[00:13:14.520 --> 00:13:15.520]  我和她去澳洲
[00:13:15.520 --> 00:13:16.800]  我就很興奮
[00:13:16.800 --> 00:13:18.800]  我進了一間好的中學
[00:13:18.800 --> 00:13:20.260]  我就讓她去澳洲
[00:13:20.260 --> 00:13:21.760]  她真的進了一間好的中學
[00:13:21.760 --> 00:13:23.760]  那一年暑假我和她玩了
[00:13:23.760 --> 00:13:24.740]  但是她追求我
[00:13:24.740 --> 00:13:26.400]  「爸爸,你不是和我去澳洲的嗎?」
[00:13:26.400 --> 00:13:28.240]  我說「啊?我不是和你去了嗎?」
[00:13:28.240 --> 00:13:29.000]  「你和我去了嗎?」
[00:13:29.000 --> 00:13:29.500]  我說「是的」
[00:13:29.500 --> 00:13:31.500]  「我和你去了澳門和長洲」
[00:13:31.500 --> 00:13:32.760]  「那阿文就去了澳洲」
[00:13:32.760 --> 00:13:34.460]  我說「啊?那就是了」
[00:13:34.460 --> 00:13:35.580]  「都沒有離開過香港」
[00:13:35.580 --> 00:13:37.240]  我說「澳門已經離開香港了」
[00:13:37.240 --> 00:13:40.200]  所以她這個經驗就問我是否去日本城
[00:13:40.200 --> 00:13:41.840]  但是真的去日本了
[00:13:41.840 --> 00:13:43.420]  於是她就很好奇
[00:13:43.420 --> 00:13:44.520]  經常都問
[00:13:44.520 --> 00:13:45.840]  「她去日本哪裡?」
[00:13:45.840 --> 00:13:47.340]  「會不會去迪士尼?」
[00:13:47.340 --> 00:13:48.840]  「會不會去哪裡?」
[00:13:48.840 --> 00:13:51.340]  我說「你現在要努力」
[00:13:51.340 --> 00:13:53.340]  「專注你的溫習」
[00:13:53.340 --> 00:13:55.140]  「你的會考先」
[00:13:55.140 --> 00:13:59.140]  「這個時候我不會這麼快告訴你整個人」
[00:13:59.140 --> 00:14:00.040]  她沒有信心
[00:14:00.040 --> 00:14:02.040]  於是我就給她一張機票去看
[00:14:02.040 --> 00:14:03.540]  已經預訂了機票
[00:14:03.540 --> 00:14:04.240]  但是她就問
[00:14:04.240 --> 00:14:05.240]  「住什麼酒店?」
[00:14:05.240 --> 00:14:06.440]  我說「暫時不說」
[00:14:06.440 --> 00:14:07.840]  「其實我已經計劃了」
[00:14:07.840 --> 00:14:09.340]  「全部計劃好了」
[00:14:09.340 --> 00:14:11.040]  「但是我在那一刻裡面」
[00:14:11.040 --> 00:14:13.240]  「不會即時告訴她」
[00:14:13.240 --> 00:14:15.440]  「因為是那個時間性」
[00:14:15.440 --> 00:14:15.940]  好了
[00:14:15.940 --> 00:14:17.740]  所以今天我們說要去尋找
[00:14:17.740 --> 00:14:19.440]  神在我獨特身上的心意
[00:14:19.440 --> 00:14:21.140]  我們要先了解
[00:14:21.140 --> 00:14:23.540]  究竟神和我的關係
[00:14:23.540 --> 00:14:25.240]  或者我和神的關係如何
[00:14:25.240 --> 00:14:27.040]  平時我有沒有好一點親近神
[00:14:27.040 --> 00:14:28.640]  如果我平時好一點親近神的時候
[00:14:28.640 --> 00:14:29.640]  我很容易明白
[00:14:29.640 --> 00:14:32.840]  或者聽到神在我心裡面的那種呼喊
[00:14:32.840 --> 00:14:34.740]  但是有一個很大的問題就是
[00:14:34.740 --> 00:14:38.240]  有時候我們有一些靈性上的錯覺
[00:14:38.240 --> 00:14:39.840]  平時你不去祈禱
[00:14:39.840 --> 00:14:41.640]  不去信服神的心意
[00:14:41.640 --> 00:14:45.540]  甚至你會歸納出一些錯誤的結論
[00:14:45.540 --> 00:14:47.940]  就以為這個就是神的心意
[00:14:47.940 --> 00:14:51.140]  稍後我們在聖經的例證裡面
[00:14:51.140 --> 00:14:52.640]  我們就會看了
[00:14:52.640 --> 00:14:53.640]  好了
[00:14:53.640 --> 00:14:56.140]  今天就是一個很實際的行動
