
[00:00:00.000 --> 00:00:02.720]  在過去的日子裡
[00:02:32.560 --> 00:02:34.560]  因為宿舍房間
[00:02:34.560 --> 00:02:36.560]  只有一張床沒有椅子
[00:02:36.560 --> 00:02:38.560]  我會聽聽道
[00:02:38.560 --> 00:02:40.560]  通常會開始拉筋
[00:02:40.560 --> 00:02:42.560]  以致自己可以
[00:02:42.560 --> 00:02:44.560]  保持清醒的頭腦
[00:02:44.560 --> 00:02:46.560]  專注聽道
[00:02:46.560 --> 00:02:48.560]  在家裡聽道崇拜
[00:02:48.560 --> 00:02:50.560]  把電腦插在電視上
[00:02:50.560 --> 00:02:52.560]  坐在沙發
[00:02:52.560 --> 00:02:54.560]  因為我們的沙發不是很大
[00:02:54.560 --> 00:02:56.560]  太太要坐在旁邊
[00:02:56.560 --> 00:02:58.560]  搬了一張椅子出去
[00:02:58.560 --> 00:03:00.560]  坐在沙發上
[00:03:00.560 --> 00:03:10.560]  好處就是
[00:03:10.560 --> 00:03:12.560]  沒有時間的催逼
[00:03:12.560 --> 00:03:14.560]  很隨意地
[00:03:14.560 --> 00:03:16.560]  完成整個過程
[00:03:16.560 --> 00:03:18.560]  在家裡可以坐得舒服一點
[00:03:18.560 --> 00:03:20.560]  最好就是
[00:03:20.560 --> 00:03:22.560]  可以重聽
[00:03:22.560 --> 00:03:24.560]  再重看
[00:03:24.560 --> 00:03:26.560]  疫情比較嚴峻
[00:03:26.560 --> 00:03:28.560]  避免太多人聚會
[00:03:28.560 --> 00:03:30.560]  可以減低人群的風險
[00:03:30.560 --> 00:03:32.560]  節省乘車
[00:03:32.560 --> 00:03:34.560]  和吃飯的時間
[00:03:34.560 --> 00:03:36.560]  好處是自由度大
[00:03:36.560 --> 00:03:38.560]  但壞處是
[00:03:38.560 --> 00:03:40.560]  自由度太大
[00:03:40.560 --> 00:03:42.560]  有時也會分心
[00:03:42.560 --> 00:03:44.560]  壞處是
[00:03:44.560 --> 00:03:46.560]  比較上沒那麼專心
[00:03:46.560 --> 00:03:48.560]  因為可能在崇拜途中
[00:03:48.560 --> 00:03:50.560]  會去喝水
[00:03:50.560 --> 00:03:52.560]  去廁所
[00:03:52.560 --> 00:03:54.560]  甚至和家人聊天
[00:03:54.560 --> 00:03:56.560]  因為家人的環境
[00:03:56.560 --> 00:03:58.560]  比較放鬆
[00:03:58.560 --> 00:04:00.560]  心態上好像
[00:04:00.560 --> 00:04:02.560]  沒有了一份莊嚴
[00:04:02.560 --> 00:04:06.560]  有時收音不太理想
[00:04:06.560 --> 00:04:08.560]  我們看電視
[00:04:08.560 --> 00:04:10.560]  都要用電話
[00:04:10.560 --> 00:04:12.560]  重聽
[00:04:20.560 --> 00:04:22.560]  我實體崇拜
[00:04:22.560 --> 00:04:24.560]  最無可取締的
[00:04:24.560 --> 00:04:26.560]  當然是有弟兄姊妹
[00:04:26.560 --> 00:04:28.560]  當然是沒有了弟兄姊妹
[00:04:28.560 --> 00:04:30.560]  可以和弟兄姊妹見面
[00:04:30.560 --> 00:04:32.560]  然後
[00:04:32.560 --> 00:04:34.560]  大家弟兄姊妹
[00:04:34.560 --> 00:04:36.560]  一起回到禮拜堂
[00:04:36.560 --> 00:04:38.560]  大家弟兄姊妹一起
[00:04:38.560 --> 00:04:40.560]  同心來讚美上帝
[00:04:40.560 --> 00:04:42.560]  在聽到的時候
[00:04:42.560 --> 00:04:44.560]  同心來認識神的話語
[00:04:44.560 --> 00:04:46.560]  那種同眾
[00:04:46.560 --> 00:04:48.560]  大家一起
[00:04:48.560 --> 00:04:50.560]  去敬拜
[00:04:50.560 --> 00:04:52.560]  全教會的人
[00:04:52.560 --> 00:04:54.560]  一起去敬拜神
[00:04:54.560 --> 00:04:56.560]  去聽到大家的歌聲
[00:04:56.560 --> 00:04:58.560]  很多弟兄姊妹
[00:04:58.560 --> 00:05:00.560]  同心同時間去敬拜
[00:05:00.560 --> 00:05:02.560]  互相交通
[00:05:02.560 --> 00:05:04.560]  互相關心
[00:05:04.560 --> 00:05:06.560]  其實是很重要的
[00:05:06.560 --> 00:05:08.560]  大家聽完之後
[00:05:08.560 --> 00:05:10.560]  你自己又在
[00:05:10.560 --> 00:05:12.560]  比較之前在網上崇拜
[00:05:12.560 --> 00:05:14.560]  現在參與實體崇拜的時候
[00:05:14.560 --> 00:05:16.560]  你會不會有很相近的感覺呢?
[00:05:16.560 --> 00:05:18.560]  我很認同
[00:05:18.560 --> 00:05:20.560]  實體崇拜是無可取締的
[00:05:20.560 --> 00:05:22.560]  我們眾弟兄姊妹
[00:05:22.560 --> 00:05:24.560]  能夠坐在一起
[00:05:24.560 --> 00:05:26.560]  親身面見面
[00:05:26.560 --> 00:05:28.560]  不是一個人或兩個人
[00:05:28.560 --> 00:05:30.560]  或幾個家庭人在家庭裡敬拜
[00:05:30.560 --> 00:05:32.560]  有時在家庭裡敬拜
[00:05:32.560 --> 00:05:34.560]  你會發覺沒那麼專注
[00:05:34.560 --> 00:05:36.560]  有時有些事要處理
[00:05:36.560 --> 00:05:38.560]  有時有些音響不行
[00:05:38.560 --> 00:05:40.560]  又要再處理
[00:05:40.560 --> 00:05:42.560]  你會發覺不夠專注
[00:05:42.560 --> 00:05:44.560]  集中去敬拜
[00:05:44.560 --> 00:05:46.560]  少了跟弟兄姊妹之間
[00:05:46.560 --> 00:05:48.560]  唱歌裡只有自己的聲音
[00:05:48.560 --> 00:05:50.560]  或身邊的人的聲音
[00:05:50.560 --> 00:05:52.560]  少了周圍的弟兄姊妹
[00:05:52.560 --> 00:05:54.560]  同心合意來敬拜
[00:05:54.560 --> 00:05:56.560]  當然是因為疫情的緣故
[00:05:56.560 --> 00:05:58.560]  我們沒辦法之下
[00:05:58.560 --> 00:06:00.560]  要保持社交距離
[00:06:00.560 --> 00:06:02.560]  沒辦法之下
[00:06:02.560 --> 00:06:04.560]  我們要用網上
[00:06:04.560 --> 00:06:06.560]  但其實我們很渴望
[00:06:06.560 --> 00:06:08.560]  實體的敬拜
[00:06:08.560 --> 00:06:10.560]  當有機會去
[00:06:10.560 --> 00:06:12.560]  實體參加崇拜的時候
[00:06:12.560 --> 00:06:14.560]  有些弟兄姊妹很快就馬上
[00:06:14.560 --> 00:06:16.560]  在網上報名
[00:06:16.560 --> 00:06:18.560]  因為很渴望回到教會
[00:06:18.560 --> 00:06:20.560]  有一個實體的崇拜
[00:06:20.560 --> 00:06:22.560]  跟弟兄姊妹一起交往
[00:06:22.560 --> 00:06:24.560]  大家是不是有這個心
[00:06:24.560 --> 00:06:26.560]  很渴望來參與
[00:06:26.560 --> 00:06:28.560]  我想和大家看看
[00:06:28.560 --> 00:06:30.560]  新舊約聖經裡
[00:06:30.560 --> 00:06:32.560]  一些崇拜的情況
[00:06:32.560 --> 00:06:34.560]  其實很早期的時候
[00:06:34.560 --> 00:06:36.560]  一些族長的時期
[00:06:36.560 --> 00:06:38.560]  他們敬拜竹壇然後敬拜上帝
[00:06:38.560 --> 00:06:40.560]  去到出埃及
[00:06:40.560 --> 00:06:42.560]  在自己的時限裡
[00:06:42.560 --> 00:06:44.560]  上帝就設立了一個會幕
[00:06:44.560 --> 00:06:46.560]  這個會幕是流動式的
[00:06:46.560 --> 00:06:48.560]  會幕去到哪裡
[00:06:48.560 --> 00:06:50.560]  在停下來的時候我們就去敬拜上帝
[00:06:50.560 --> 00:06:52.560]  後來進了迦南地
[00:06:52.560 --> 00:06:54.560]  安定了地方的時候
[00:06:54.560 --> 00:06:56.560]  會幕就安置在
[00:06:56.560 --> 00:06:57.560]  侍羅裡
[00:06:57.560 --> 00:06:59.560]  人們就會定時
[00:06:59.560 --> 00:07:01.560]  去到侍羅這個地方
[00:07:01.560 --> 00:07:03.560]  一起來敬拜上帝
[00:07:03.560 --> 00:07:05.560]  到了王國的時候
[00:07:05.560 --> 00:07:07.560]  聖殿建立了
[00:07:07.560 --> 00:07:09.560]  建立了聖殿的時候
[00:07:09.560 --> 00:07:11.560]  人們就定時定候
[00:07:11.560 --> 00:07:13.560]  集中去到聖殿裡
[00:07:13.560 --> 00:07:15.560]  來去敬拜
[00:07:15.560 --> 00:07:17.560]  在後來一段時間
[00:07:17.560 --> 00:07:19.560]  王國的時候
[00:07:19.560 --> 00:07:21.560]  他們已經沒有了聖殿
[00:07:21.560 --> 00:07:23.560]  那些猶太人就散居在不同的地方
[00:07:23.560 --> 00:07:25.560]  他們就組織了會堂
[00:07:25.560 --> 00:07:27.560]  在會堂裡
[00:07:27.560 --> 00:07:29.560]  他們就集中在一起
[00:07:29.560 --> 00:07:31.560]  來去敬拜上帝
[00:07:31.560 --> 00:07:33.560]  你看到
[00:07:33.560 --> 00:07:35.560]  在舊約裡其實說真的
[00:07:35.560 --> 00:07:37.560]  都是實體的敬拜
[00:07:37.560 --> 00:07:39.560]  希望聚集在一起的敬拜
[00:07:39.560 --> 00:07:41.560]  到了新約的時候
[00:07:41.560 --> 00:07:43.560]  那時候仍然有會堂
[00:07:43.560 --> 00:07:44.560]  仍然有聖殿
[00:07:44.560 --> 00:07:46.560]  猶太人都會在那裡來去敬拜
[00:07:46.560 --> 00:07:48.560]  但基督徒是怎麼樣呢
[00:07:48.560 --> 00:07:50.560]  基督徒在哪裡去敬拜呢
[00:07:50.560 --> 00:07:52.560]  在家庭裡
[00:07:52.560 --> 00:07:54.560]  在某一個弟兄或姊妹的家庭裡
[00:07:54.560 --> 00:07:57.560]  集中一起來去敬拜
[00:07:57.560 --> 00:07:59.560]  他們在敬拜裡
[00:07:59.560 --> 00:08:01.560]  他們有相交的時候
[00:08:01.560 --> 00:08:02.560]  有禱告的時候
[00:08:02.560 --> 00:08:04.560]  有抹餅守主餐的時候
[00:08:04.560 --> 00:08:06.560]  也有學習聖經真理的時候
[00:08:06.560 --> 00:08:09.560]  這些都是一個很實體的崇拜
[00:08:09.560 --> 00:08:10.560]  在聖經的年代
[00:08:10.560 --> 00:08:11.560]  不會有我們今天說的
[00:08:11.560 --> 00:08:14.560]  網上這些崇拜
[00:08:14.560 --> 00:08:16.560]  因為大家明白這是科技發展
[00:08:16.560 --> 00:08:17.560]  又因為疫症的緣故
[00:08:17.560 --> 00:08:18.560]  如果沒有疫症的緣故
[00:08:18.560 --> 00:08:19.560]  我們一定是什麼
[00:08:19.560 --> 00:08:21.560]  實體崇拜
[00:08:21.560 --> 00:08:23.560]  實體崇拜
[00:08:23.560 --> 00:08:25.560]  正如聖經所描述
[00:08:25.560 --> 00:08:28.560]  也可能是我們心裡想學的
[00:08:28.560 --> 00:08:30.560]  耶穌有一次
[00:08:30.560 --> 00:08:32.560]  和撒瑪利亞婦人
[00:08:32.560 --> 00:08:34.560]  來談道的時候
[00:08:34.560 --> 00:08:38.560]  談到關於敬拜的問題
[00:08:38.560 --> 00:08:40.560]  於是那位婦人說
[00:08:40.560 --> 00:08:42.560]  敬拜應該在這座山上
[00:08:42.560 --> 00:08:45.560]  他們認為在基里森山才是最好的
[00:08:45.560 --> 00:08:48.560]  猶太人認為在耶路撒冷裡敬拜是最好的
[00:08:48.560 --> 00:08:50.560]  耶穌的答案是這樣的
[00:08:50.560 --> 00:08:53.560]  第23和24節
[00:08:53.560 --> 00:09:08.560]  「事後將到,如今就是了,那真正拜父的,要用心靈和誠實拜他,因為父要這樣的人拜他。神是個靈,所以拜他的,必須用心靈和誠實拜他。」
[00:09:08.560 --> 00:09:09.560]  祂說
[00:09:09.560 --> 00:09:10.560]  神是個靈
[00:09:10.560 --> 00:09:15.560]  敬拜上帝是用心靈和誠實去敬拜他
[00:09:15.560 --> 00:09:18.560]  當然現在大家看一些新的譯本的時候
[00:09:18.560 --> 00:09:22.560]  根據一些色經上下文和約翰福音的神學裡
[00:09:22.560 --> 00:09:25.560]  他認為翻譯原文「以靈以誠」
[00:09:25.560 --> 00:09:31.560]  就是以聖靈以真理來敬拜神
[00:09:31.560 --> 00:09:33.560]  不是說地點
[00:09:33.560 --> 00:09:36.560]  而是說我們的心有沒有靠聖靈
[00:09:36.560 --> 00:09:39.560]  用真理來敬拜神
[00:09:39.560 --> 00:09:40.560]  這樣的時候
[00:09:40.560 --> 00:09:41.560]  就是上帝喜悅
[00:09:41.560 --> 00:09:45.560]  父要這樣的人來敬拜
[00:09:45.560 --> 00:09:48.560]  當我們在實體崇拜也好
[00:09:48.560 --> 00:09:50.560]  在網上崇拜也好
[00:09:50.560 --> 00:09:53.560]  我們敬拜的心是很重要
[00:09:53.560 --> 00:09:54.560]  不是地點問題
[00:09:54.560 --> 00:09:55.560]  也不是儀式問題
[00:09:55.560 --> 00:09:57.560]  我們有沒有心靈
[00:09:57.560 --> 00:09:58.560]  藉聖靈
[00:09:58.560 --> 00:09:59.560]  以聖靈
[00:09:59.560 --> 00:10:00.560]  以真理
[00:10:00.560 --> 00:10:02.560]  來敬拜神呢
[00:10:02.560 --> 00:10:04.560]  在家裡敬拜
[00:10:04.560 --> 00:10:05.560]  是容易分心的
[00:10:05.560 --> 00:10:07.560]  大家會很體會得到
[00:10:07.560 --> 00:10:08.560]  但發覺
[00:10:08.560 --> 00:10:09.560]  大家回到這裡的時候
[00:10:09.560 --> 00:10:11.560]  大家會很專注
[00:10:11.560 --> 00:10:13.560]  會有一個渴求的心
[00:10:13.560 --> 00:10:14.560]  很集中
[00:10:14.560 --> 00:10:16.560]  來聆聽上帝的話
[00:10:16.560 --> 00:10:17.560]  透過詩歌
[00:10:17.560 --> 00:10:20.560]  大家很集中將這份讚美
[00:10:20.560 --> 00:10:22.560]  呈獻給上帝
[00:10:22.560 --> 00:10:24.560]  所以實體崇拜
[00:10:24.560 --> 00:10:26.560]  是好一點的
[00:10:26.560 --> 00:10:27.560]  是渴慕一點的
[00:10:27.560 --> 00:10:29.560]  但基於疫症關係的時候
[00:10:29.560 --> 00:10:30.560]  有時無奈地
[00:10:30.560 --> 00:10:32.560]  我們仍然有些人
[00:10:32.560 --> 00:10:34.560]  需要參與
[00:10:34.560 --> 00:10:37.560]  用轉播或錄影來敬拜
[00:10:37.560 --> 00:10:39.560]  但希望未來的日子裡
[00:10:39.560 --> 00:10:42.560]  我們能夠再一次齊集在這個地方裡
[00:10:42.560 --> 00:10:43.560]  大家有實體
[00:10:43.560 --> 00:10:46.560]  一起同心來敬拜
[00:10:46.560 --> 00:10:48.560]  我們要渴慕一個
[00:10:48.560 --> 00:10:49.560]  更好的
[00:10:49.560 --> 00:10:52.560]  更美的敬拜生活
[00:10:52.560 --> 00:10:54.560]  而聖經又告訴我們
[00:10:54.560 --> 00:10:55.560]  有一個更美
[00:10:55.560 --> 00:10:57.560]  更好的敬拜是怎樣呢
[00:10:57.560 --> 00:11:00.560]  是在啟示錄第四章裡
[00:11:00.560 --> 00:11:02.560]  來記載
[00:11:02.560 --> 00:11:04.560]  這個真是更美的敬拜
[00:11:04.560 --> 00:11:07.560]  我想跟大家輪流來誦讀
[00:11:07.560 --> 00:11:09.560]  單節數由我來讀
[00:11:09.560 --> 00:11:11.560]  雙節數請回中
[00:11:11.560 --> 00:11:14.560]  啟示錄第四章第一節
[00:11:14.560 --> 00:11:16.560]  此後我觀看
[00:11:16.560 --> 00:11:18.560]  見天上有門開了
[00:11:18.560 --> 00:11:19.560]  我初次聽見
[00:11:19.560 --> 00:11:21.560]  好像吹號的聲音
[00:11:21.560 --> 00:11:22.560]  對我說
[00:11:22.560 --> 00:11:24.560]  你想到這裡來
[00:11:24.560 --> 00:11:26.560]  我要將以後必成的事
[00:11:26.560 --> 00:11:28.560]  指示你
[00:11:28.560 --> 00:11:39.560]  看那坐著的
[00:11:39.560 --> 00:11:40.560]  好像碧玉
[00:11:40.560 --> 00:11:42.560]  紅薄和紅寶玉
[00:11:42.560 --> 00:11:44.560]  又有紅圍著寶座
[00:11:44.560 --> 00:11:46.560]  好座綠寶石
[00:11:46.560 --> 00:12:00.560]  有閃電聲音
[00:12:00.560 --> 00:12:04.560]  雷軍從寶座中發出
[00:12:04.560 --> 00:12:07.560]  又有七盞火燈在寶座前點著
[00:12:07.560 --> 00:12:10.560]  且七燈就是神的七靈
[00:12:12.560 --> 00:12:14.560]  寶座裡有很多玻璃盒
[00:12:14.560 --> 00:12:16.560]  與同水兵
[00:12:16.560 --> 00:12:17.560]  寶座中央
[00:12:17.560 --> 00:12:18.560]  寶座室外
[00:12:18.560 --> 00:12:20.560]  有四個文牆
[00:12:20.560 --> 00:12:23.560]  前後天體都滿意的顏色
[00:12:23.560 --> 00:12:28.560]  第一個活物像獅子
[00:12:28.560 --> 00:12:30.560]  第二個像牛童
[00:12:30.560 --> 00:12:32.560]  第三個面像人
[00:12:32.560 --> 00:12:34.560]  第四個像飛鷹
[00:12:34.560 --> 00:12:37.560]  四個文牆中有很多神像
[00:12:37.560 --> 00:12:40.560]  天體內外都滿意的顏色
[00:12:40.560 --> 00:12:43.560]  四個文牆中有很多神像
[00:12:43.560 --> 00:12:46.560]  四個文牆中有很多神像
[00:12:46.560 --> 00:12:52.560]  每逢四活物將榮耀
[00:12:52.560 --> 00:12:56.560]  尊貴感謝歸給那坐在寶座上
[00:12:56.560 --> 00:12:59.560]  活到永遠遠遠者的時候
[00:13:10.560 --> 00:13:12.560]  我們的主我們的神
[00:13:12.560 --> 00:13:15.560]  祢是配得榮耀尊貴權並的
[00:13:15.560 --> 00:13:17.560]  因為祢創造了萬物
[00:13:17.560 --> 00:13:20.560]  並且萬物是因祢的旨意
[00:13:20.560 --> 00:13:22.560]  被創造而有的
[00:13:22.560 --> 00:13:27.560]  這裡描述一個將來天上的敬拜
[00:13:27.560 --> 00:13:30.560]  我覺得是一個很美好的敬拜
[00:13:30.560 --> 00:13:33.560]  好像這幅圖去表示
[00:13:33.560 --> 00:13:34.560]  有人畫了這幅圖
[00:13:34.560 --> 00:13:35.560]  我們大家看
[00:13:35.560 --> 00:13:40.560]  這裡說到被敬拜的對象是誰
[00:13:40.560 --> 00:13:41.560]  是上帝
[00:13:41.560 --> 00:13:43.560]  他坐在寶座裏面
[00:13:43.560 --> 00:13:46.560]  這個寶座有碧玉、紅寶石
[00:13:46.560 --> 00:13:49.560]  有彩虹雲彩環繞著
[00:13:49.560 --> 00:13:52.560]  好像綠寶石散發出來
[00:13:52.560 --> 00:13:54.560]  因為上帝本身也有榮光
[00:13:54.560 --> 00:13:56.560]  所以是一個很光芒的
[00:13:56.560 --> 00:13:59.560]  所以你眼見到很多光芒色彩在當中
[00:13:59.560 --> 00:14:04.560]  然後周圍有二十四位的神像
[00:14:04.560 --> 00:14:06.560]  二十四位長老
[00:14:06.560 --> 00:14:10.560]  頭穿白衣戴金冠面
[00:14:10.560 --> 00:14:12.560]  這些是敬拜者
[00:14:12.560 --> 00:14:14.560]  這是第一批的敬拜者
[00:14:14.560 --> 00:14:16.560]  二十四位長老
[00:14:16.560 --> 00:14:18.560]  另外第五節告訴我們
[00:14:18.560 --> 00:14:20.560]  還有一些聲音
[00:14:20.560 --> 00:14:23.560]  閃電聲音雷軍從寶座出來
[00:14:23.560 --> 00:14:28.560]  有七盞燈在寶座周邊點著
[00:14:28.560 --> 00:14:30.560]  好像一個舞台
[00:14:30.560 --> 00:14:34.560]  舞台裏面有不同的聲音
[00:14:34.560 --> 00:14:37.560]  不同的閃光
[00:14:37.560 --> 00:14:39.560]  顏色充滿
[00:14:39.560 --> 00:14:42.560]  在寶座前面有一個玻璃海
[00:14:42.560 --> 00:14:44.560]  好像水晶一樣
[00:14:44.560 --> 00:14:47.560]  你覺得那個敬拜是相當美好
[00:14:47.560 --> 00:14:49.560]  是相當的偉大
[00:14:49.560 --> 00:14:53.560]  然後除了第一批的二十四位長老去敬拜
[00:14:53.560 --> 00:14:55.560]  還有四隻玩物
[00:14:55.560 --> 00:14:57.560]  四隻玩物是天上的使者
[00:14:57.560 --> 00:15:01.560]  在裏面一齊參與去敬拜
[00:15:01.560 --> 00:15:03.560]  相當的宏偉
[00:15:03.560 --> 00:15:05.560]  這幅畫只是描述一下
[00:15:05.560 --> 00:15:08.560]  可能還需要我們去想像思想多一點
[00:15:08.560 --> 00:15:11.560]  那個更宏偉的敬拜
[00:15:11.560 --> 00:15:17.560]  去到第七章第九節到第十二節
[00:15:17.560 --> 00:15:18.560]  再補充多一點
[00:15:18.560 --> 00:15:21.560]  不單止二十四位長老
[00:15:21.560 --> 00:15:23.560]  不單止有四活物天上的使者
[00:15:23.560 --> 00:15:25.560]  這裡還說到第九節
[00:15:25.560 --> 00:15:28.560]  我看到有許多的人
[00:15:28.560 --> 00:15:30.560]  沒有人能數過的
[00:15:30.560 --> 00:15:35.560]  從各國各族各民各方來的
[00:15:35.560 --> 00:15:38.560]  站在寶座和高陽面前
[00:15:38.560 --> 00:15:40.560]  身穿白衣手拿中樹枝
[00:15:40.560 --> 00:15:42.560]  然後哭著說
[00:15:42.560 --> 00:15:44.560]  然後就敬拜
[00:15:44.560 --> 00:15:45.560]  就像這幅圖一樣
[00:15:45.560 --> 00:15:49.560]  加多了另一批身穿白衣的人
[00:15:49.560 --> 00:15:50.560]  這些人是什麼
[00:15:50.560 --> 00:15:52.560]  是基督徒
[00:15:52.560 --> 00:15:53.560]  是來自什麼
[00:15:53.560 --> 00:15:55.560]  不同世界不同的人
[00:15:55.560 --> 00:15:56.560]  不同的民族
[00:15:56.560 --> 00:15:59.560]  聚集一起來去敬拜上帝
[00:15:59.560 --> 00:16:01.560]  大家想像一下
[00:16:01.560 --> 00:16:05.560]  那個敬拜偉不偉大
[00:16:05.560 --> 00:16:07.560]  那個敬拜是非常色彩
[00:16:07.560 --> 00:16:08.560]  非常熱鬧
[00:16:08.560 --> 00:16:10.560]  是我們整個人親身參與
[00:16:10.560 --> 00:16:12.560]  是一個實體的敬拜
[00:16:12.560 --> 00:16:14.560]  是運用我們的五官
[00:16:14.560 --> 00:16:15.560]  團圓來參與
[00:16:15.560 --> 00:16:16.560]  不是虛擬的
[00:16:16.560 --> 00:16:17.560]  不是網上的
[00:16:17.560 --> 00:16:20.560]  而是實在的敬拜在裡面
[00:16:20.560 --> 00:16:23.560]  這是一個美好的敬拜
[00:16:23.560 --> 00:16:25.560]  是更美的敬拜
[00:16:25.560 --> 00:16:27.560]  所以我們更加應該要學武
[00:16:27.560 --> 00:16:29.560]  更美好的敬拜
[00:16:29.560 --> 00:16:30.560]  由網上崇拜
[00:16:30.560 --> 00:16:32.560]  學武實體的崇拜
[00:16:32.560 --> 00:16:33.560]  由實體的崇拜
[00:16:33.560 --> 00:16:35.560]  我們應該要學武更美的敬拜
[00:16:35.560 --> 00:16:36.560]  希望有一天
[00:16:36.560 --> 00:16:38.560]  在天上那種敬拜
[00:16:38.560 --> 00:16:43.560]  我們能夠親身參與當中
[00:16:43.560 --> 00:16:48.560]  保羅在臨後四章十六至十八節
[00:16:48.560 --> 00:16:49.560]  有一段說話
[00:16:49.560 --> 00:16:51.560]  我想和大家一起來誦讀
[00:16:51.560 --> 00:16:52.560]  預備起
[00:16:52.560 --> 00:16:55.560]  所以我們不喪膽
[00:16:55.560 --> 00:16:57.560]  外體雖然毀壞
[00:16:57.560 --> 00:17:00.560]  內心卻一天生持一天
[00:17:00.560 --> 00:17:04.560]  我們者至暫自輕的苦楚
[00:17:04.560 --> 00:17:09.560]  為我們成就極重無比永遠的榮耀
[00:17:09.560 --> 00:17:12.560]  原來我們不是顧念所見的
[00:17:12.560 --> 00:17:15.560]  乃是顧念所不見的
[00:17:15.560 --> 00:17:18.560]  因為所見的是暫時的
[00:17:18.560 --> 00:17:21.560]  所不見的是永遠的
[00:17:21.560 --> 00:17:23.560]  保羅在這段聖經裏面
[00:17:23.560 --> 00:17:28.560]  用了很多相對的詞語來描述
[00:17:28.560 --> 00:17:31.560]  而他帶出了兩個世界
[00:17:31.560 --> 00:17:33.560]  第一個世界是在地上的
[00:17:33.560 --> 00:17:35.560]  在地上他怎樣描述
[00:17:35.560 --> 00:17:37.560]  我們的身體是怎樣
[00:17:37.560 --> 00:17:39.560]  會扭壞的
[00:17:39.560 --> 00:17:41.560]  在地上是至暫自輕
[00:17:41.560 --> 00:17:43.560]  即是說是短暫的
[00:17:43.560 --> 00:17:45.560]  在地上是暫時
[00:17:45.560 --> 00:17:46.560]  不過是看得見
[00:17:46.560 --> 00:17:49.560]  用我們的肉眼是看得見的
[00:17:49.560 --> 00:17:51.560]  但他還告訴我們
[00:17:51.560 --> 00:17:52.560]  有一個看不見
