
[00:00:00.000 --> 00:00:01.800]  是有選擇性的
[00:04:21.640 --> 00:04:23.440]  你心裏肛硬呢
[00:04:23.440 --> 00:04:24.680]  因爲他們不信
[00:04:24.680 --> 00:04:29.320]  那些在他復活以後看見他的人
[00:04:29.320 --> 00:04:30.920]  第五次的顯現就是
[00:04:30.920 --> 00:04:33.160]  隔了八天之後
[00:04:33.160 --> 00:04:35.240]  耶穌第二次向門徒顯現
[00:04:35.240 --> 00:04:37.880]  特別叫多瑪伸手摸他
[00:04:37.880 --> 00:04:39.880]  因爲第一次多瑪不在
[00:04:39.880 --> 00:04:41.200]  你不要疑惑
[00:04:41.200 --> 00:04:43.560]  總要信
[00:04:43.560 --> 00:04:47.080]  多瑪當時是沒有伸手摸耶穌的
[00:04:47.080 --> 00:04:50.840]  立即他說「我的主,我的神」
[00:04:50.840 --> 00:04:52.840]  第三次
[00:04:52.840 --> 00:04:53.920]  耶穌向門徒顯現
[00:04:53.920 --> 00:04:55.720]  即是第六次的顯現
[00:04:55.720 --> 00:04:59.440]  就在加里尼海旁邊
[00:04:59.440 --> 00:05:00.920]  門徒在那裏打魚
[00:05:00.920 --> 00:05:04.400]  一晚打都打不到一條魚
[00:05:04.400 --> 00:05:07.360]  耶穌就叫他剎網在右邊
[00:05:07.360 --> 00:05:11.120]  拉上來的時候發現是一百五十三條大魚
[00:05:11.120 --> 00:05:13.120]  而且網沒有裂開
[00:05:13.120 --> 00:05:15.240]  耶穌跟門徒共進早餐
[00:05:15.240 --> 00:05:16.760]  三次問彼得
[00:05:16.760 --> 00:05:18.920]  「你愛我比這些更多嗎?」
[00:05:18.920 --> 00:05:19.440]  彼得說
[00:05:19.440 --> 00:05:21.160]  「主啊,禰是無所不知的
[00:05:21.160 --> 00:05:23.000]  禰知道我愛禰」
[00:05:23.000 --> 00:05:24.320]  耶穌對他說
[00:05:24.320 --> 00:05:27.040]  「你餵養我的羊」
[00:05:27.040 --> 00:05:29.280]  第一我要說的是
[00:05:29.280 --> 00:05:34.840]  多瑪是一個認真的存疑者
[00:05:34.840 --> 00:05:39.000]  多瑪是一個認真的懷疑者
[00:05:39.000 --> 00:05:40.600]  十二個門徒中
[00:05:40.600 --> 00:05:43.200]  也稱爲低土馬的多瑪
[00:05:43.200 --> 00:05:44.080]  耶穌來的時候
[00:05:44.080 --> 00:05:46.280]  祂沒有跟他們同在
[00:05:46.280 --> 00:05:48.040]  那些門徒就對祂說
[00:05:48.040 --> 00:05:50.040]  「我們已經看見主了」
[00:05:50.040 --> 00:05:51.320]  多瑪卻說
[00:05:51.320 --> 00:05:54.760]  「我非看見祂手上的釘痕」
[00:05:54.760 --> 00:05:57.000]  「用指頭探祂的釘痕」
[00:05:57.000 --> 00:05:58.480]  「用手探祂的肋旁」
[00:05:58.480 --> 00:06:02.320]  「我總不信」
[00:06:02.320 --> 00:06:07.240]  多瑪的性格是多懷疑的
[00:06:07.240 --> 00:06:09.320]  祂喜歡思考
[00:06:09.320 --> 00:06:12.480]  要搞清楚信仰的原委
[00:06:12.480 --> 00:06:15.080]  喜歡問問題
[00:06:15.080 --> 00:06:17.680]  耶穌說祂要去腹那裏去
[00:06:17.680 --> 00:06:20.240]  然後聖靈纔來
[00:06:20.240 --> 00:06:23.200]  「我往哪裏去?你知道的」
[00:06:23.200 --> 00:06:25.360]  「那條路你都知道的」
[00:06:25.360 --> 00:06:26.960]  多瑪就問耶穌
[00:06:26.960 --> 00:06:30.680]  「主啊,我們不知道禰往哪裏去」
[00:06:30.680 --> 00:06:32.320]  「怎麼知道哪條路呢?」
[00:06:32.320 --> 00:06:35.320]  約翰十四章第四第五節
[00:06:35.320 --> 00:06:38.120]  當時門徒都同樣很納悶
[00:06:38.120 --> 00:06:39.920]  不太明白
[00:06:39.920 --> 00:06:41.840]  但他們沒有出聲
[00:06:41.840 --> 00:06:43.440]  之後多瑪出聲
[00:06:43.440 --> 00:06:45.040]  都是不同的
[00:06:45.040 --> 00:06:47.920]  他的性格已經問過究竟
[00:06:47.920 --> 00:06:52.120]  尋求合理的答案
[00:06:52.120 --> 00:06:55.080]  多瑪的性格都是悲觀的
[00:06:55.080 --> 00:06:57.840]  猶太地區撒基斯福
[00:06:57.840 --> 00:06:59.400]  爲了使拉撒路復活
[00:06:59.400 --> 00:07:01.880]  耶穌要親自去到
[00:07:01.880 --> 00:07:04.960]  接近耶路撒冷的伯大利
[00:07:04.960 --> 00:07:07.400]  要使拉撒路復活
[00:07:07.400 --> 00:07:08.600]  當時門徒就說
[00:07:08.600 --> 00:07:13.160]  「拉比,猶太人近來要拿石頭打你」
[00:07:13.160 --> 00:07:15.320]  「你還去那裏?」
[00:07:15.320 --> 00:07:17.480]  約翰十一章第八節
[00:07:17.480 --> 00:07:20.960]  門徒叫耶穌避開死亡
[00:07:20.960 --> 00:07:23.600]  不要送死、不要送頭
[00:07:23.600 --> 00:07:26.640]  但多瑪就較悲觀
[00:07:26.640 --> 00:07:29.280]  「如果不能夠逃避死亡」
[00:07:29.280 --> 00:07:32.720]  「願意以死相隨」
[00:07:32.720 --> 00:07:35.760]  「我們也去和他同死吧」
[00:07:35.760 --> 00:07:37.760]  多瑪說
[00:07:37.760 --> 00:07:39.000]  「如果不能夠避開死亡」
[00:07:39.000 --> 00:07:42.880]  「我們和耶穌一起去死吧」
[00:07:42.880 --> 00:07:44.520]  這是悲觀的
[00:07:44.520 --> 00:07:48.440]  就好像肅本華和奇克那樣
[00:07:48.440 --> 00:07:52.960]  悲觀的人會多方思考問題
[00:07:52.960 --> 00:07:55.360]  當敵人節節敗退
[00:07:55.360 --> 00:07:56.720]  彼得會說
[00:07:56.720 --> 00:07:58.320]  「我們要乘勝追擊」
[00:07:58.320 --> 00:08:00.560]  「凱旋在望了」
[00:08:00.560 --> 00:08:02.160]  但多瑪會說
[00:08:02.160 --> 00:08:04.480]  「小心點」
[00:08:04.480 --> 00:08:08.200]  「可能這是圈套來的」
[00:08:08.200 --> 00:08:14.080]  「我們這樣做會不會後勤不足呢?」
[00:08:14.080 --> 00:08:17.160]  「會被敵人伏擊我們」
[00:08:17.160 --> 00:08:20.280]  「我們會打敗仗的」
[00:08:20.280 --> 00:08:23.400]  多瑪盛向存疑
[00:08:23.400 --> 00:08:26.480]  但他對信仰是認真的
[00:08:26.480 --> 00:08:28.320]  「只要魂無魄開」
[00:08:28.320 --> 00:08:34.680]  「就義無反顧付出生命代價在所不計」
[00:08:34.680 --> 00:08:37.280]  存疑是思考來的
[00:08:37.280 --> 00:08:38.720]  C.S. Lewis
[00:08:38.720 --> 00:08:44.120]  導藝師有一本出名的書叫《地獄來紅》
[00:08:44.120 --> 00:08:46.680]  叫《Scrutate Letters》
[00:08:46.680 --> 00:08:49.320]  幽默,很吸引人
[00:08:49.320 --> 00:08:52.360]  它是直反話講真理
[00:08:52.360 --> 00:08:56.240]  這本書的內容是講魔鬼寫給他的門生
[00:08:56.240 --> 00:08:57.760]  教路
[00:08:57.760 --> 00:09:00.600]  如何誘惑信徒
[00:09:00.600 --> 00:09:04.880]  看一封信,魔鬼就指點門生
[00:09:04.880 --> 00:09:09.000]  如果你用辯論截服信徒放棄信仰
[00:09:09.000 --> 00:09:10.440]  截他的靈魂
[00:09:10.440 --> 00:09:11.800]  效果不彰
[00:09:11.800 --> 00:09:13.640]  而且很危險
[00:09:13.640 --> 00:09:16.320]  他們越來越思考信仰
[00:09:16.320 --> 00:09:17.720]  越明白的時候
[00:09:17.720 --> 00:09:20.240]  信得更堅定
[00:09:20.240 --> 00:09:23.080]  不要叫他理性思考
[00:09:23.080 --> 00:09:24.360]  屈服他們
[00:09:24.360 --> 00:09:25.760]  很危險的
[00:09:25.760 --> 00:09:29.560]  你反而要他信賴他們的感覺
[00:09:29.560 --> 00:09:32.200]  一時一刻那種感覺是很真實的
[00:09:32.200 --> 00:09:35.720]  你這麼叫他信,他就得米了
[00:09:35.720 --> 00:09:38.240]  很湊效的
[00:09:38.240 --> 00:09:40.600]  存疑者要問過究竟
[00:09:40.600 --> 00:09:42.800]  其實是認真的
[00:09:42.800 --> 00:09:46.240]  1930年出版一本書叫《墓石原迷》
[00:09:46.240 --> 00:09:48.600]  《Who Moved the Stone》
[00:09:48.600 --> 00:09:52.680]  作者Frank Morrison
[00:09:52.680 --> 00:09:53.800]  法蘭莫里森
[00:09:53.800 --> 00:09:58.040]  是一個著名的律師和專欄作家
[00:09:58.040 --> 00:10:00.120]  他懷疑耶穌的復活
[00:10:00.120 --> 00:10:04.200]  他收集了耶穌死和復活前後七天的證據
[00:10:04.200 --> 00:10:07.480]  模擬在法庭裏面以辯論
[00:10:07.480 --> 00:10:09.600]  證明耶穌不是復活
[00:10:09.600 --> 00:10:11.640]  結果呢
[00:10:11.640 --> 00:10:12.960]  看過所有證據
[00:10:12.960 --> 00:10:15.680]  在法庭模擬辯論的時候
[00:10:15.680 --> 00:10:17.800]  發現耶穌真的復活了
[00:10:17.800 --> 00:10:19.400]  最有力的證據就是
[00:10:19.400 --> 00:10:21.760]  墳墓是空的
[00:10:21.760 --> 00:10:23.680]  當時羅馬的兵丁
[00:10:23.680 --> 00:10:25.000]  不可以拿出證據
[00:10:25.000 --> 00:10:27.640]  屍體在這裏
[00:10:27.640 --> 00:10:30.600]  但整個傳說耶穌復活不經而走
[00:10:30.600 --> 00:10:37.240]  這對羅馬的證據是很大的震撼
[00:10:37.240 --> 00:10:42.520]  耶穌跟撒米尼亞婦人談到崇拜的時候
[00:10:42.520 --> 00:10:45.840]  耶穌說:你們所拜的你們不知道
[00:10:45.840 --> 00:10:48.240]  我們所拜的我們知道
[00:10:48.240 --> 00:10:51.360]  因爲救恩是從猶太人出來的
[00:10:51.360 --> 00:10:54.280]  約翰第四章二十二節
[00:10:54.280 --> 00:10:57.640]  這個婦人祖宗教導我們
[00:10:57.640 --> 00:11:01.800]  我們要在撒米尼亞基裏森山的
[00:11:01.800 --> 00:11:04.440]  休壇(聖殿)來敬拜
[00:11:04.440 --> 00:11:05.800]  你們說你們在耶路撒冷
[00:11:05.800 --> 00:11:07.440]  誰是真呢?
[00:11:07.440 --> 00:11:09.880]  耶穌說你要想一想
[00:11:09.880 --> 00:11:13.200]  如果救恩是從猶太人來的話
[00:11:13.200 --> 00:11:16.440]  我來之前應該是在耶路撒冷
[00:11:16.440 --> 00:11:18.240]  你根據人的傳統
[00:11:18.240 --> 00:11:19.400]  人云亦云
[00:11:19.400 --> 00:11:20.800]  沒有經過思考
[00:11:20.800 --> 00:11:23.600]  其實是錯誤的
[00:11:23.600 --> 00:11:26.160]  有思考信仰纔有根基
[00:11:26.160 --> 00:11:28.720]  1981年的暑假
[00:11:28.720 --> 00:11:32.280]  我在美國伊利諾州的春泉城
[00:11:32.280 --> 00:11:34.000]  Springfield
[00:11:34.000 --> 00:11:37.440]  開拓一個華人教會的崇拜
[00:11:37.440 --> 00:11:44.400]  開始的時候我跟我太太去探訪喫中國餐
[00:11:44.400 --> 00:11:47.400]  因爲那裏有很多中國人在那裏
[00:11:47.400 --> 00:11:49.080]  老闆、員工
[00:11:49.080 --> 00:11:53.360]  又去學習英文的移民學校
[00:11:53.360 --> 00:11:55.640]  探訪、傳福音
[00:11:55.640 --> 00:11:57.520]  更加是打開電話簿
[00:11:57.520 --> 00:11:59.560]  一看中文字
[00:11:59.560 --> 00:12:01.840]  名字好像是真的
[00:12:01.840 --> 00:12:03.720]  就隨便打給他
[00:12:03.720 --> 00:12:06.120]  我是香港來的牧師
[00:12:06.120 --> 00:12:09.440]  想來這裏探探你們
[00:12:09.440 --> 00:12:11.840]  第二個星期開始有12個人聚會
[00:12:11.840 --> 00:12:12.880]  很感恩
[00:12:12.880 --> 00:12:15.840]  接着一個月左右有20多個人聚會
[00:12:15.840 --> 00:12:21.080]  就開始那裏第一間華人的崇拜
[00:12:21.080 --> 00:12:23.920]  其中我見到一個是來自香港的姐妹
[00:12:23.920 --> 00:12:28.200]  她的丈夫是當地著名的腦科醫生
[00:12:28.200 --> 00:12:31.120]  這個姐妹很坦白跟我說
[00:12:31.120 --> 00:12:34.960]  她說我來了這裏很少回教會了
[00:12:34.960 --> 00:12:37.960]  我甚至對信仰有一種反叛
[00:12:37.960 --> 00:12:41.280]  她用原話就是"we bang"
[00:12:41.280 --> 00:12:42.240]  抗拒信仰
[00:12:42.240 --> 00:12:46.600]  因爲她以前說香港的教會很保守的
[00:12:46.600 --> 00:12:49.000]  怎麼保守呢?
[00:12:49.000 --> 00:12:51.600]  看電影是愛世界的
[00:12:51.600 --> 00:12:52.920]  化妝是扮靚的
[00:12:52.920 --> 00:12:54.360]  化妝是扮靚的
[00:12:54.360 --> 00:12:57.200]  扮靚也不行的
[00:12:57.200 --> 00:12:59.760]  甚至過年拿利是
[00:12:59.760 --> 00:13:03.040]  收利是以前是不勞而獲的
[00:13:03.040 --> 00:13:05.680]  教會這麼保守
[00:13:05.680 --> 00:13:09.720]  是和社會、世界、文化是割裂的
[00:13:09.720 --> 00:13:12.680]  以前她爲什麼信從教會
[00:13:12.680 --> 00:13:16.440]  因爲教會有長輩、有團體
[00:13:16.440 --> 00:13:18.240]  他們這樣做我就這樣做
[00:13:18.240 --> 00:13:20.120]  是沒有經過思考的
[00:13:20.120 --> 00:13:23.520]  但離開了這個長大的教會
[00:13:23.520 --> 00:13:25.840]  去到美國的時候
[00:13:25.840 --> 00:13:28.520]  她沒有思考的信仰就很危險了
[00:13:28.520 --> 00:13:30.560]  所以她說我很少回教會
[00:13:30.560 --> 00:13:37.000]  是一個"we bang"的存疑是認真的
[00:13:37.000 --> 00:13:38.960]  我們談戀愛到一個地步
[00:13:38.960 --> 00:13:42.320]  臨界點就要決定結婚的時候
[00:13:42.320 --> 00:13:45.640]  通常都會有一些存疑的
[00:13:45.640 --> 00:13:49.400]  是不是這個就是我們終生的伴侶呢?
[00:13:49.400 --> 00:13:53.200]  有沒有其他呢?
[00:13:53.200 --> 00:13:55.040]  在做重要決定之前
[00:13:55.040 --> 00:13:58.160]  有些猶豫的
[00:13:58.160 --> 00:14:01.440]  1929年
[00:14:01.440 --> 00:14:03.520]  C.S. Lewis 路易斯
[00:14:03.520 --> 00:14:06.720]  經過上下多年的求索
[00:14:06.720 --> 00:14:08.600]  多方的越動
[00:14:08.600 --> 00:14:10.160]  私有切磋
[00:14:10.160 --> 00:14:13.160]  他來到要做決定的一刻
[00:14:13.160 --> 00:14:15.760]  他知道門一推開
[00:14:15.760 --> 00:14:17.800]  一跨進門裏面
[00:14:17.800 --> 00:14:21.760]  將要面對一個不可估量的世界
[00:14:21.760 --> 00:14:23.080]  C.S. Lewis
[00:14:23.080 --> 00:14:27.120]  他做一個信心跳躍之先
[00:14:27.120 --> 00:14:30.000]  他存疑猶豫
[00:14:30.000 --> 00:14:32.360]  是不是要信呢?
[00:14:32.360 --> 00:14:35.400]  他不是不認真
[00:14:35.400 --> 00:14:39.280]  他一刻是很認真
[00:14:39.280 --> 00:14:41.160]  其實耶穌是欣賞
[00:14:41.160 --> 00:14:44.880]  多瑪對信仰是認真的
[00:14:44.880 --> 00:14:47.360]  耶穌第一次向11個門徒顯現的時候
[00:14:47.360 --> 00:14:48.720]  多瑪是不在場的
[00:14:48.720 --> 00:14:51.720]  爲什麼不在場呢?
[00:14:51.720 --> 00:14:55.200]  我覺得極可能多瑪很悲傷、哀動
[00:14:55.200 --> 00:14:58.960]  他想一個人獨處
[00:14:58.960 --> 00:15:01.680]  去默想、思考
[00:15:01.680 --> 00:15:04.960]  顯現其他門徒很瞭解他的性格
[00:15:04.960 --> 00:15:06.600]  沒有怪他缺席
[00:15:06.600 --> 00:15:08.280]  錯過機會
[00:15:08.280 --> 00:15:09.600]  所以多瑪回來的時候
[00:15:09.600 --> 00:15:11.040]  門徒只是對他說
[00:15:11.040 --> 00:15:15.880]  我們已經看見主了
[00:15:15.880 --> 00:15:18.400]  多瑪很盼望
[00:15:18.400 --> 00:15:19.480]  耶穌向他顯現
[00:15:19.480 --> 00:15:22.960]  一如對其他門徒顯現一樣
[00:15:22.960 --> 00:15:25.320]  而且更有親密的接觸
[00:15:25.320 --> 00:15:28.400]  我非看見他手上的釘痕
[00:15:28.400 --> 00:15:29.920]  用指頭探他的肋旁
[00:15:29.920 --> 00:15:32.640]  我總不信
[00:15:32.640 --> 00:15:34.680]  到了第八天
[00:15:34.680 --> 00:15:37.320]  耶穌第二次向門徒顯現
[00:15:37.320 --> 00:15:40.000]  多瑪也在其中
[00:15:40.000 --> 00:15:41.440]  對多瑪來說
[00:15:41.440 --> 00:15:45.320]  過去的八天是很難受的
[00:15:45.320 --> 00:15:46.080]  過去的八天
[00:15:46.080 --> 00:15:51.040]  他應該聽見不少門徒見到主的見證
[00:15:51.040 --> 00:15:53.760]  一個一個的見證
[00:15:53.760 --> 00:15:55.800]  但他還沒見到主
[00:15:55.800 --> 00:15:58.200]  一天一天的過去
[00:15:58.200 --> 00:16:01.160]  耶穌還沒向自己顯現
[00:16:01.160 --> 00:16:03.160]  他一定很焦慮
[00:16:03.160 --> 00:16:06.600]  會不會自己開價太高呢?
[00:16:06.600 --> 00:16:11.160]  而對耶穌不敬,我親手摸他的肋旁
[00:16:11.160 --> 00:16:13.160]  否則我不信
[00:16:13.160 --> 00:16:16.680]  喜歡思考又悲觀的多瑪
[00:16:16.680 --> 00:16:20.240]  可能認爲耶穌已經拒絕了他
[00:16:20.240 --> 00:16:22.320]  耶穌不理他了
[00:16:22.320 --> 00:16:23.920]  但耶穌出現了
[00:16:23.920 --> 00:16:26.360]  願你們平安
[00:16:26.360 --> 00:16:29.840]  多瑪伸出你的指頭來摸我的手
[00:16:29.840 --> 00:16:32.080]  伸出你的手來探我的肋旁
[00:16:32.080 --> 00:16:37.400]  「不要疑惑,總要相信」
[00:16:37.400 --> 00:16:41.240]  你要注意耶穌沒有嚴責多瑪
[00:16:41.240 --> 00:16:43.160]  反而溫柔地叫他
[00:16:43.160 --> 00:16:46.480]  「不要疑惑,總要相信」
[00:16:46.480 --> 00:16:47.520]  摸我肋旁
[00:16:47.520 --> 00:16:48.880]  探我肋旁
[00:16:48.880 --> 00:16:50.640]  這一刻
[00:16:50.640 --> 00:16:55.720]  多瑪被耶穌的接納和愛所感動
[00:16:55.720 --> 00:16:58.520]  他不需要再接觸耶穌的身體
[00:16:58.520 --> 00:16:59.400]  就敬拜祂
[00:16:59.400 --> 00:17:02.480]  「我的主,我的上帝」
[00:17:02.480 --> 00:17:07.560]  這是門徒對耶穌最高的迎訊
[00:17:07.560 --> 00:17:11.640]  耶穌與父同尊同名
[00:17:11.640 --> 00:17:15.320]  如果你想找一本聖經複印書
[00:17:15.320 --> 00:17:17.160]  證明耶穌的神聖
[00:17:17.160 --> 00:17:19.160]  就是這一本聖經
[00:17:19.160 --> 00:17:20.400]  對猶太人來說
[00:17:20.400 --> 00:17:23.440]  絕對不要隨便說「我的主,我的神」
[00:17:23.440 --> 00:17:25.000]  因爲除祂以外
[00:17:25.000 --> 00:17:26.360]  沒有其他的神
[00:17:26.360 --> 00:17:29.360]  當多瑪說「我的主,我的神」的時候
[00:17:29.360 --> 00:17:36.160]  他是在說耶穌與父同尊同名
[00:17:36.160 --> 00:17:38.400]  其實哀歌的作者
[00:17:38.400 --> 00:17:41.040]  祈禱一種形式叫哀歌
[00:17:41.040 --> 00:17:43.200]  哀求上帝
[00:17:43.200 --> 00:17:46.000]  也是傳義者
[00:17:46.000 --> 00:17:47.000]  多瑪願相信
[00:17:47.000 --> 00:17:47.800]  因爲他知道
[00:17:47.800 --> 00:17:49.920]  但他要清楚地相信
[00:17:49.920 --> 00:17:51.560]  他站在信仰的立場
[00:17:51.560 --> 00:17:53.080]  希望驅走疑惑
[00:17:53.080 --> 00:17:54.240]  全然相信
[00:17:54.240 --> 00:17:55.440]  就好像聖經
[00:17:55.440 --> 00:17:57.840]  愛過祈禱的人
[00:17:57.840 --> 00:18:00.360]  將傳義帶到上帝的面前
[00:18:00.360 --> 00:18:02.560]  對上帝說
[00:18:02.560 --> 00:18:03.720]  對上帝傾訴
[00:18:03.720 --> 00:18:05.520]  Talk to God
[00:18:05.520 --> 00:18:06.520]  不是談論上帝
[00:18:06.520 --> 00:18:08.960]  不是Talk at God
[00:18:08.960 --> 00:18:10.440]  「我的神,我的神」
[00:18:10.440 --> 00:18:12.440]  威懾離開我
[00:18:12.440 --> 00:18:17.800]  這篇22篇哀歌的作者
[00:18:17.800 --> 00:18:19.760]  他懷疑神離開他
[00:18:19.760 --> 00:18:23.200]  他希望神讓他驅走懷疑
[00:18:23.200 --> 00:18:25.720]  相信神
[00:18:25.720 --> 00:18:28.520]  哀歌裏面祈禱的人
[00:18:28.520 --> 00:18:29.720]  求告上帝
[00:18:29.720 --> 00:18:32.000]  增強自己的信心
[00:18:32.000 --> 00:18:33.280]  撥開雲霧
[00:18:33.280 --> 00:18:36.240]  作好信心的跳躍
[00:18:36.240 --> 00:18:39.040]  Lab of Faith
[00:18:39.040 --> 00:18:41.920]  因此耶穌向多瑪顯現
[00:18:41.920 --> 00:18:45.360]  並且叫他摸自己
[00:18:45.360 --> 00:18:46.960]  我們在信仰
[00:18:46.960 --> 00:18:50.160]  和生活的歷程上
[00:18:50.160 --> 00:18:52.800]  我們總有懷疑的
[00:18:52.800 --> 00:18:56.280]  但誠實的懷疑者是上帝所喜悅
[00:18:56.280 --> 00:18:59.520]  因爲他們信仰認真
[00:18:59.520 --> 00:19:03.520]  若我們做好信心的跳躍
