
[00:00:00.000 --> 00:00:02.940]  梁法堂的弟兄姊妹平安
[00:08:58.560 --> 00:09:01.760]  面對外部的勢力
[00:09:01.760 --> 00:09:05.760]  即是來自一個羅馬政權的迫害
[00:09:05.760 --> 00:09:07.960]  其實當日初期教會
[00:09:07.960 --> 00:09:09.160]  第一世紀的初期教會
[00:09:09.160 --> 00:09:14.760]  是真的處於內憂外患的處境
[00:09:14.760 --> 00:09:18.960]  所以你明白保羅要勸勉肥納比教會眾人
[00:09:18.960 --> 00:09:22.560]  要做到將別人的事
[00:09:22.560 --> 00:09:25.160]  別人的需要
[00:09:25.160 --> 00:09:27.560]  擺在自己的事
[00:09:27.560 --> 00:09:30.160]  自己的需要的前面
[00:09:30.160 --> 00:09:32.160]  你的需要就要押後
[00:09:32.160 --> 00:09:35.560]  要學孝耶穌基督謙卑的洋式
[00:09:35.560 --> 00:09:38.360]  用耶穌基督謙卑的洋式
[00:09:38.360 --> 00:09:40.560]  信服上帝
[00:09:40.560 --> 00:09:43.960]  好使我們真的可以無可指責
[00:09:43.960 --> 00:09:45.960]  誠實無偽
[00:09:45.960 --> 00:09:48.160]  在彎曲抹凹的世代
[00:09:48.160 --> 00:09:51.360]  作上帝無瑕無痴的兒女
[00:09:51.360 --> 00:09:59.360]  其實這就是肥納比書第二章的中心思想
[00:09:59.360 --> 00:10:01.960]  我想剛才承明
[00:10:01.960 --> 00:10:04.760]  在那個啟應對話裏面
[00:10:04.760 --> 00:10:06.560]  大家不要留意
[00:10:06.560 --> 00:10:08.360]  其實在說香港的社會
[00:10:08.360 --> 00:10:09.360]  大家都要承認
[00:10:09.360 --> 00:10:11.560]  現在面對困難
[00:10:11.560 --> 00:10:14.760]  2019、2020香港的社會
[00:10:14.760 --> 00:10:19.160]  面對前所未有的動盪撕裂
[00:10:19.160 --> 00:10:21.560]  我記得當年我有一天
[00:10:21.560 --> 00:10:24.160]  和李賢義牧師吃午飯
[00:10:24.160 --> 00:10:26.760]  我不知道你認不認識李賢義牧師
[00:10:26.760 --> 00:10:30.160]  整個江湖大佬
[00:10:30.160 --> 00:10:34.560]  李牧師突然之間很唐突問我一個問題
[00:10:34.560 --> 00:10:39.360]  「黃牧師,你是藍絲還是黃絲?」
[00:10:39.360 --> 00:10:41.160]  我想都不用想
[00:10:41.160 --> 00:10:42.760]  我回答他
[00:10:42.760 --> 00:10:46.360]  「我是牧師」
[00:10:46.360 --> 00:10:51.560]  那一年我們請了荃灣宣道會晴天亮牧師
[00:10:51.560 --> 00:10:53.960]  在我們禮賢道堂這邊
[00:10:53.960 --> 00:10:56.760]  我們開一個聖經課程
[00:10:56.760 --> 00:10:58.160]  我們有一個叫「心靈之光」
[00:10:58.160 --> 00:10:59.160]  請他來講
[00:10:59.160 --> 00:11:00.960]  給前後書
[00:11:00.960 --> 00:11:04.560]  最後一堂程牧師講到
[00:11:04.560 --> 00:11:05.360]  他在教會
[00:11:05.360 --> 00:11:06.560]  他也是牧會的
[00:11:06.560 --> 00:11:08.560]  他在教會講到
[00:11:08.560 --> 00:11:11.160]  提心吊膽
[00:11:11.160 --> 00:11:12.960]  很有壓力
[00:11:12.960 --> 00:11:15.960]  一個不經意講多了
[00:11:15.960 --> 00:11:17.560]  你就麻煩了
[00:11:17.560 --> 00:11:21.760]  被人用顏色將你區分
[00:11:21.760 --> 00:11:24.360]  程牧師是一個堂會牧師
[00:11:24.360 --> 00:11:26.360]  自然明白理解
[00:11:26.360 --> 00:11:29.960]  現在其實做堂會牧師很艱難
[00:11:29.960 --> 00:11:32.160]  我經常跟年輕的童工說
[00:11:32.160 --> 00:11:33.160]  我不是嚇他們
[00:11:33.160 --> 00:11:36.160]  我說將來你們更加難
[00:11:36.160 --> 00:11:39.160]  古往今來沒有一個時候
[00:11:39.160 --> 00:11:41.360]  教會不需要面對分歧
[00:11:41.360 --> 00:11:44.360]  不需要面對分裂
[00:11:44.360 --> 00:11:47.560]  有人的地方就有不同的聲音
[00:11:47.560 --> 00:11:51.560]  多元從來都是教會的本質
[00:11:51.560 --> 00:11:53.360]  是不是?
[00:11:53.360 --> 00:11:54.960]  我們中華基督教會
[00:11:54.960 --> 00:11:58.160]  我想林牧師經常提醒大家
[00:11:58.160 --> 00:12:00.560]  我們是聯合教會
[00:12:00.560 --> 00:12:02.360]  可能弟兄姊妹你都聽過
[00:12:02.360 --> 00:12:04.560]  中華基督教會的精神強調
[00:12:04.560 --> 00:12:06.960]  合一非一律
[00:12:06.960 --> 00:12:10.760]  什麼叫做合一非一律?
[00:12:10.760 --> 00:12:12.760]  凡事講求一致
[00:12:12.760 --> 00:12:14.560]  只能夠有一把聲音
[00:12:14.560 --> 00:12:16.560]  只可以保留一個口徑
[00:12:16.560 --> 00:12:18.560]  這個叫統一
[00:12:18.560 --> 00:12:20.760]  不是合一
[00:12:20.760 --> 00:12:22.960]  教會裡說合一
[00:12:22.960 --> 00:12:26.360]  不是要有也諜或秦都基
[00:12:26.360 --> 00:12:28.560]  隨便一個人閉嘴
[00:12:28.560 --> 00:12:29.760]  不要吵架
[00:12:29.760 --> 00:12:30.960]  再沒有分歧
[00:12:30.960 --> 00:12:32.360]  甚至是你死我活
[00:12:32.360 --> 00:12:33.960]  有你沒我
[00:12:33.960 --> 00:12:36.360]  隨便一個人要消失
[00:12:36.360 --> 00:12:38.360]  那就天下太平
[00:12:38.360 --> 00:12:40.360]  不是的
[00:12:40.360 --> 00:12:43.560]  真正的合一是有也諜
[00:12:43.560 --> 00:12:45.760]  秦都基兩個人
[00:12:45.760 --> 00:12:47.960]  兩把聲音依然要在
[00:12:47.960 --> 00:12:50.960]  肥立彼教裡面同時存在
[00:12:50.960 --> 00:12:53.960]  而不是只有一把聲音
[00:12:53.960 --> 00:12:56.960]  壓倒另一把聲音
[00:12:56.960 --> 00:13:01.360]  能夠兩把聲音同時存在
[00:13:01.360 --> 00:13:04.360]  就是和而不同
[00:13:04.360 --> 00:13:07.960]  大家依然可以保存自己的想法
[00:13:07.960 --> 00:13:11.560]  只要這個想法不違背聖經真理
[00:13:11.560 --> 00:13:14.560]  不違背信仰上的大原則
[00:13:14.560 --> 00:13:19.160]  就都要受到尊重彼此接納
[00:13:19.160 --> 00:13:21.760]  對方的存在
[00:13:21.760 --> 00:13:23.360]  是事實
[00:13:23.360 --> 00:13:25.760]  打風都打不掉
[00:13:25.760 --> 00:13:28.560]  甚至在耶穌的愛底下
[00:13:28.560 --> 00:13:29.760]  互相謙讓
[00:13:29.760 --> 00:13:36.960]  讓和自己不同的想法做法
[00:13:36.960 --> 00:13:40.360]  可以有空間
[00:13:40.360 --> 00:13:42.960]  去讓它發展
[00:13:42.960 --> 00:13:45.160]  我想大家都熟悉
[00:13:45.160 --> 00:13:46.760]  前書一章十七節
[00:13:46.760 --> 00:13:48.760]  你們中間不可分黨
[00:13:48.760 --> 00:13:51.560]  只要一心一意彼此相合
[00:13:51.560 --> 00:13:53.360]  是吧
[00:13:53.360 --> 00:13:55.160]  我記得有一位執事
[00:13:55.160 --> 00:13:56.560]  我們教會有
[00:13:56.560 --> 00:13:57.360]  我們教會公理堂
[00:13:57.360 --> 00:13:58.160]  我不知道大家知不知道
[00:13:58.160 --> 00:13:59.160]  我們很多執事
[00:13:59.160 --> 00:14:02.360]  我們三十多個執事
[00:14:02.360 --> 00:14:05.560]  我們有一對執事的兄弟
[00:14:05.560 --> 00:14:07.360]  有一位年長
[00:14:07.360 --> 00:14:09.560]  就是說哥有一次他分享
[00:14:09.560 --> 00:14:13.160]  他說我和我弟弟經常都不同意見
[00:14:13.160 --> 00:14:17.360]  不過如果有人支持他
[00:14:17.360 --> 00:14:19.160]  我做哥哥的
[00:14:19.160 --> 00:14:21.160]  我一定支持他
[00:14:21.160 --> 00:14:24.760]  兩兄弟一定要互支持
[00:14:24.760 --> 00:14:28.960]  這個就是教會裡頭的兄弟情
[00:14:28.960 --> 00:14:32.160]  弟兄姊妹
[00:14:32.160 --> 00:14:35.160]  我們有沒有這種兄弟情
[00:14:35.160 --> 00:14:37.160]  面對教會有不同
[00:14:37.160 --> 00:14:41.360]  有分歧有分裂是事實
[00:14:41.360 --> 00:14:43.560]  肥勒比爾章一節保羅說
[00:14:43.560 --> 00:14:44.960]  所以在基督裡頭
[00:14:44.960 --> 00:14:46.760]  你們若果有任何勸勉
[00:14:46.760 --> 00:14:48.960]  若果有任何愛心的安慰
[00:14:48.960 --> 00:14:51.160]  若果有任何聖靈的團契
[00:14:51.160 --> 00:14:54.760]  若果有任何的慈悲憐憫
[00:14:54.760 --> 00:14:58.760]  有沒有留意保羅用了四個若果
[00:14:58.760 --> 00:15:00.160]  來說
[00:15:00.160 --> 00:15:03.560]  這四個若果不是假定
[00:15:03.560 --> 00:15:06.360]  不是不肯定
[00:15:06.360 --> 00:15:12.160]  相反保羅是在回應一章二十七節前面說到的
[00:15:12.160 --> 00:15:13.560]  最重要的就是
[00:15:13.560 --> 00:15:19.560]  我們行事為人要與基督的福音相稱
[00:15:19.560 --> 00:15:22.760]  一章二十七節說到的行事為人
[00:15:22.760 --> 00:15:25.560]  如果你看希臘原文的詞彙
[00:15:25.560 --> 00:15:27.960]  可以被解作
[00:15:27.960 --> 00:15:35.160]  就是一個城市國家擁有公民的資格條件
[00:15:35.160 --> 00:15:36.560]  如果你現在要移民
[00:15:36.560 --> 00:15:42.160]  你要看看它要求有什麼條件
[00:15:42.160 --> 00:15:43.160]  保羅說
[00:15:43.160 --> 00:15:44.560]  其實想說的就是
[00:15:44.560 --> 00:15:47.360]  如果你真的想自己成為一個佩德
[00:15:47.360 --> 00:15:50.760]  想做無可指責誠實無偽彎曲
[00:15:50.760 --> 00:15:54.360]  伯某世代作上帝的公民
[00:15:54.360 --> 00:15:59.160]  上帝無瑕無痴的兒女子民
[00:15:59.160 --> 00:16:01.760]  你就要符合這些條件
[00:16:01.760 --> 00:16:06.360]  就是在基督裡有彼此的勸勉
[00:16:06.360 --> 00:16:08.760]  有愛心的安慰
[00:16:08.760 --> 00:16:10.960]  有聖靈的團契
[00:16:10.960 --> 00:16:13.560]  有慈悲憐憫
[00:16:13.560 --> 00:16:16.160]  保羅說的
[00:16:16.160 --> 00:16:19.960]  怎樣才可以做到這些呢?
[00:16:19.960 --> 00:16:22.360]  你們就要意志相同
[00:16:22.360 --> 00:16:23.360]  愛心相同
[00:16:23.360 --> 00:16:24.560]  有一致的心思
[00:16:24.560 --> 00:16:26.160]  有一致的想法
[00:16:26.160 --> 00:16:28.360]  使我的喜樂可以滿足
[00:16:28.360 --> 00:16:30.160]  意志相同
[00:16:30.160 --> 00:16:32.760]  弟兄姊妹千萬不要弄錯
[00:16:32.760 --> 00:16:36.960]  這裡不是說統一思想
[00:16:36.960 --> 00:16:38.560]  意志相同
[00:16:38.560 --> 00:16:39.560]  你就統一它
[00:16:39.560 --> 00:16:40.560]  不是的
[00:16:40.560 --> 00:16:42.360]  原文的意思應該是
[00:16:42.360 --> 00:16:45.160]  想在一起同一件事
[00:16:45.160 --> 00:16:48.960]  或是要想相同的那一件事
[00:16:48.960 --> 00:16:50.360]  愛心相同
[00:16:50.360 --> 00:16:53.760]  原文就是要有相同的愛心
[00:16:53.760 --> 00:16:54.960]  有一致的心思
[00:16:54.960 --> 00:16:55.960]  有一致的想法
[00:16:55.960 --> 00:16:58.160]  有聖經譯本將它譯做
[00:16:58.160 --> 00:17:01.360]  同有一個零、一個雲
[00:17:01.360 --> 00:17:03.160]  意思即是保羅要
[00:17:03.160 --> 00:17:05.160]  菲律賓教會的信徒是
[00:17:05.160 --> 00:17:08.360]  零、雲、合一
[00:17:08.360 --> 00:17:10.560]  而四個若果
[00:17:10.560 --> 00:17:14.960]  說到四個相同
[00:17:14.960 --> 00:17:17.360]  菲律賓教會也要專心一致
[00:17:17.360 --> 00:17:18.960]  想同一件事
[00:17:18.960 --> 00:17:21.360]  做同一件事
[00:17:21.360 --> 00:17:25.560]  那你就有那四個相同
[00:17:25.560 --> 00:17:29.560]  那件事一定十分重要
[00:17:29.560 --> 00:17:31.360]  那件事是甚麼?
[00:17:31.360 --> 00:17:35.560]  那件事就是後面第三、第四節說到的
[00:17:35.560 --> 00:17:38.760]  「凡事不可自私自利
[00:17:38.760 --> 00:17:40.960]  不可貪圖虛榮
[00:17:40.960 --> 00:17:43.560]  只要心存謙卑
[00:17:43.560 --> 00:17:46.960]  各人看別人比自己強」
[00:17:46.960 --> 00:17:50.360]  第四節「各人不要單顧自己的事
[00:17:50.360 --> 00:17:54.560]  也要顧別人的事」
[00:17:54.560 --> 00:17:57.760]  怎樣才可以真正做到和而不同
[00:17:57.760 --> 00:18:01.160]  怎樣才可以處理得到
[00:18:01.160 --> 00:18:03.960]  教會裏有不同的人
[00:18:03.960 --> 00:18:06.960]  不同的聲音、不同的意見
[00:18:06.960 --> 00:18:11.160]  怎樣才可以在亂世面對困難逼迫
[00:18:11.160 --> 00:18:13.160]  基督徒依舊可以活出
[00:18:13.160 --> 00:18:15.560]  無可指責、誠實無畏
[00:18:15.560 --> 00:18:17.560]  在彎曲叛逆的世代
[00:18:17.560 --> 00:18:22.760]  作上帝無瑕塗脂的兒女子民
[00:18:22.760 --> 00:18:28.560]  保羅提到的不義的法門
[00:18:28.560 --> 00:18:30.160]  就是第三節
[00:18:30.160 --> 00:18:33.360]  「凡事不可自私自利
[00:18:33.360 --> 00:18:35.960]  不可貪圖虛榮
[00:18:35.960 --> 00:18:38.760]  只要心存謙卑
[00:18:38.760 --> 00:18:41.760]  各人看別人比自己強
[00:18:41.760 --> 00:18:44.160]  各人不要單顧自己的事
[00:18:44.160 --> 00:18:46.960]  也要顧別人的事」
[00:18:46.960 --> 00:18:48.960]  即是說甚麼?
[00:18:48.960 --> 00:18:50.960]  不是美國優先
[00:18:50.960 --> 00:18:53.360]  更加不是中國優先
[00:18:53.360 --> 00:18:56.560]  更加不是你自己優先
[00:18:56.560 --> 00:18:59.560]  是別人優先
[00:18:59.560 --> 00:19:03.560]  將別人的事、別人的利益、別人的好處
[00:19:03.560 --> 00:19:10.360]  放在你自己的事、你自己的利益、你自己的好處前面
[00:19:10.360 --> 00:19:13.760]  別人的就先走
[00:19:13.760 --> 00:19:17.560]  自己的就站兩邊
[00:19:17.560 --> 00:19:24.960]  或者再盡一點,自己就先死
[00:19:24.960 --> 00:19:28.160]  我剛才跟成平說,我快要退休了
[00:19:28.160 --> 00:19:30.760]  我做了三十多年
[00:19:30.760 --> 00:19:32.960]  堂會牧師
[00:19:32.960 --> 00:19:35.560]  當日我未按立之前
[00:19:35.560 --> 00:19:37.360]  我已經返回公理堂
[00:19:37.360 --> 00:19:39.960]  不過我在一間分堂
[00:19:39.960 --> 00:19:41.960]  即是一個小的
[00:19:41.960 --> 00:19:45.760]  當日其實只有四、五十人
[00:19:45.760 --> 00:19:49.560]  我在一間小的堂會侍奉時
[00:19:49.560 --> 00:19:52.960]  沒有同工可以幫忙
[00:19:52.960 --> 00:19:55.160]  我是甚麼都自己來
[00:19:55.160 --> 00:19:58.560]  那時因為看到機會
[00:19:58.560 --> 00:20:04.160]  當日我們教會旁邊有一間中學
[00:20:04.160 --> 00:20:06.160]  一直教會沒有做
[00:20:06.160 --> 00:20:08.160]  我自己就要想
[00:20:08.160 --> 00:20:09.560]  那一區很難做
[00:20:09.560 --> 00:20:10.960]  唯一就是有一間學校
[00:20:10.960 --> 00:20:16.560]  膽粗粗走去,其實我自己就是靠學校的門
[00:20:16.560 --> 00:20:19.360]  學校因為那班是青年會
[00:20:19.360 --> 00:20:24.360]  青年會的校長又讓我後來進去教聖經
[00:20:24.360 --> 00:20:28.360]  我開始這樣做學生分工作
[00:20:28.360 --> 00:20:32.360]  做學生分工作那個年代其實很老套
[00:20:32.360 --> 00:20:35.360]  你接觸學生
[00:20:35.360 --> 00:20:38.560]  我又不能夠頒個詩琴跟我一起去
[00:20:38.560 --> 00:20:40.760]  如果你要唱歌
[00:20:40.760 --> 00:20:45.360]  結果如果我帶聚會唱歌要找人伴奏
[00:20:45.360 --> 00:20:47.960]  求人不如求己
[00:20:47.960 --> 00:20:53.360]  結果我就自己學結他
[00:20:53.360 --> 00:20:56.560]  總算那時勉勉強強學了一段時間
[00:20:56.560 --> 00:20:59.160]  我自彈自唱
[00:20:59.160 --> 00:21:02.160]  會彈結他的人你會知道
[00:21:02.160 --> 00:21:04.560]  你玩開那支結他
[00:21:04.560 --> 00:21:08.760]  那條弦線會走音
[00:21:08.760 --> 00:21:15.360]  你一定要有一個調音器
[00:21:15.360 --> 00:21:19.560]  經常用調音器來調音
[00:21:19.560 --> 00:21:22.760]  讓你每次要帶歌的時候
[00:21:22.760 --> 00:21:25.760]  你彈結他的時候不要走音
[00:21:25.760 --> 00:21:28.160]  所以你去演唱會有沒有留意
[00:21:28.160 --> 00:21:31.160]  一開始指揮叫大家「咩」
[00:21:31.160 --> 00:21:33.760]  找一個人弄個音出來「咩」
[00:21:33.760 --> 00:21:35.560]  其他人又「咩」
[00:21:35.560 --> 00:21:37.960]  要調到他的音
[00:21:37.960 --> 00:21:42.960]  一定有個主音樂師教定音
[00:21:42.960 --> 00:21:48.960]  然後用其他樂師接近
[00:21:48.960 --> 00:21:52.960]  將音調到他的音
[00:21:52.960 --> 00:21:58.960]  整個樂團就可以和諧
[00:21:58.960 --> 00:22:05.960]  整個樂團的標準就是調音器
[00:22:05.960 --> 00:22:10.960]  到底你們知不知道我想說什麼
[00:22:10.960 --> 00:22:12.960]  保羅說菲律賓教會
[00:22:12.960 --> 00:22:15.960]  你們有紛爭你們要合一
[00:22:15.960 --> 00:22:18.560]  合一是要和而不同
[00:22:18.560 --> 00:22:20.760]  合一不是消滅對方
