
[00:00:00.000 --> 00:00:06.000]  弟兄姊妹平安 多謝教會邀請讓我可以跟大家分享訊息
[00:07:37.000 --> 00:07:41.000]  所以《使徒行傳》寫的不是很狹義的傳福音
[00:07:41.000 --> 00:07:45.000]  而是一群願意毀身跟隨耶穌的人
[00:07:45.000 --> 00:07:48.000]  在耶穌升天之後如何生活
[00:07:48.000 --> 00:07:53.000]  對他們來說 他們日常的生活就是活出信仰
[00:07:53.000 --> 00:07:57.000]  信仰就是生活 生活就是按照主的吩咐
[00:07:57.000 --> 00:08:01.000]  聖靈的帶領去做上帝要我們做的事情
[00:08:01.000 --> 00:08:06.000]  在《使徒行傳》裏 門徒在敵對的環境當中
[00:08:06.000 --> 00:08:08.000]  可以說是無人無物的
[00:08:08.000 --> 00:08:14.000]  他們在羅馬的政權底下 被羅馬的政權克制
[00:08:14.000 --> 00:08:18.000]  後來教會裏面還出現很多紛爭
[00:08:18.000 --> 00:08:24.000]  在這樣的環境之下 門徒用他們的生命為主作見證
[00:08:24.000 --> 00:08:29.000]  為主殉道 日光之下真是無生事
[00:08:29.000 --> 00:08:32.000]  他們面對內憂外患
[00:08:32.000 --> 00:08:35.000]  就好像今天我們面對一個未信的世界
[00:08:35.000 --> 00:08:37.000]  一個分裂的社會
[00:08:37.000 --> 00:08:41.000]  不同的價值觀 我們就在當中生活
[00:08:41.000 --> 00:08:46.000]  我們其實還沒有走到早期門徒殉道的情況
[00:08:46.000 --> 00:08:52.000]  當一群人一起向主呈獻我們的心的時候
[00:08:52.000 --> 00:08:57.000]  願意將基督的愛帶給我們每一天接觸的人
[00:08:57.000 --> 00:09:00.000]  去服侍他們 按照主耶穌的吩咐
[00:09:00.000 --> 00:09:06.000]  聖靈的帶領 就做我們每一天很平常 很平凡的事情
[00:09:06.000 --> 00:09:11.000]  但是上帝就可以通過我們平凡的生活
[00:09:11.000 --> 00:09:14.000]  去繼續編寫這個天國的故事
[00:09:14.000 --> 00:09:17.000]  門徒的行傳 教會的行傳
[00:09:17.000 --> 00:09:20.000]  所以我很肯定地告訴你
[00:09:20.000 --> 00:09:22.000]  跟當代的信徒一樣
[00:09:22.000 --> 00:09:27.000]  主耶穌今天同樣期望我們在座的每一位
[00:09:27.000 --> 00:09:29.000]  我們可以一起去經歷
[00:09:29.000 --> 00:09:33.000]  聖靈在我們生命裡面每一天的帶領
[00:09:33.000 --> 00:09:37.000]  不斷地發現上帝超乎我們想像的工作
[00:09:37.000 --> 00:09:40.000]  就是在主耶穌今天安放你的位置
[00:09:40.000 --> 00:09:44.000]  你的家庭 你的職場 你的社會
[00:09:44.000 --> 00:09:49.000]  每一個你接觸的人 每一個生活的處境
[00:09:49.000 --> 00:09:53.000]  在一個微不足道 好像不見經傳
[00:09:53.000 --> 00:09:55.000]  沒有什麼所謂的環境裡面
[00:09:55.000 --> 00:09:58.000]  聖靈可以用我們
[00:09:58.000 --> 00:10:01.000]  同樣我們遇到每一個人
[00:10:01.000 --> 00:10:05.000]  用我們的生命來祝福他們
[00:10:05.000 --> 00:10:09.000]  來見證耶穌就在我們的生命當中
[00:10:09.000 --> 00:10:11.000]  在使徒行傳裡面
[00:10:11.000 --> 00:10:17.000]  其實工作或者日常的生活是故事的中心
[00:10:17.000 --> 00:10:21.000]  所謂的行傳 就是行為活動
[00:10:21.000 --> 00:10:26.000]  所以敘述當中使徒是做很多不同的事
[00:10:26.000 --> 00:10:29.000]  他們有宣講 有醫治
[00:10:29.000 --> 00:10:32.000]  他們有施捨 有決策
[00:10:32.000 --> 00:10:33.000]  他們會有團契
[00:10:33.000 --> 00:10:37.000]  他們會管理當中的金錢 分配食物
[00:10:37.000 --> 00:10:40.000]  製造做不同的事
[00:10:40.000 --> 00:10:43.000]  有時他們會開會討論
[00:10:43.000 --> 00:10:45.000]  他們會閱讀寫作
[00:10:45.000 --> 00:10:48.000]  他們會面對敵對的群眾
[00:10:48.000 --> 00:10:51.000]  他們有擁有 也有捨棄
[00:10:51.000 --> 00:10:54.000]  而且他們有更多的時間在一起
[00:10:54.000 --> 00:10:57.000]  向上帝禱告和讚美
[00:10:57.000 --> 00:11:01.000]  使徒就是這樣跟隨聖靈的帶領
[00:11:01.000 --> 00:11:02.000]  來活出使命
[00:11:02.000 --> 00:11:05.000]  就是很簡單地生活
[00:11:05.000 --> 00:11:06.000]  神在他們當中
[00:11:06.000 --> 00:11:10.000]  讓他們經歷各樣的豐富和供應
[00:11:10.000 --> 00:11:14.000]  他們每個人有不同的崗位和位置
[00:11:14.000 --> 00:11:16.000]  他們會去不同的地方
[00:11:16.000 --> 00:11:20.000]  他們的工作是沒有分重要和不重要
[00:11:20.000 --> 00:11:25.000]  都是按照上帝的心意去做
[00:11:25.000 --> 00:11:28.000]  可能今天我們的處境和社會環境
[00:11:28.000 --> 00:11:30.000]  都複雜很多
[00:11:30.000 --> 00:11:33.000]  我們做的事和崗位都很多元 很不同
[00:11:33.000 --> 00:11:37.000]  甚至我們有不同的判斷和演繹
[00:11:37.000 --> 00:11:43.000]  但是我們毁心跟隨耶穌的心智是一樣的
[00:11:43.000 --> 00:11:46.000]  就像《仕途行傳》裡那樣
[00:11:46.000 --> 00:11:48.000]  我們要走在一起
[00:11:48.000 --> 00:11:51.000]  我們就是為上帝的國而努力
[00:11:51.000 --> 00:11:56.000]  門徒如何開始他們服侍的生活呢?
[00:11:56.000 --> 00:11:57.000]  很特別的
[00:11:57.000 --> 00:12:00.000]  耶穌不是叫他們馬上做
[00:12:00.000 --> 00:12:03.000]  我們會馬上想做些什麼呢?
[00:12:03.000 --> 00:12:04.000]  如何去做呢?
[00:12:04.000 --> 00:12:06.000]  但是耶穌吩咐他們
[00:12:06.000 --> 00:12:08.000]  是要他們等候
[00:12:08.000 --> 00:12:11.000]  耶穌吩咐他們在耶路撒冷等
[00:12:11.000 --> 00:12:14.000]  對門徒來說這是很難理解的
[00:12:14.000 --> 00:12:16.000]  因為對門徒來說
[00:12:16.000 --> 00:12:21.000]  耶路撒冷是他們受到敵視和迫害的地方
[00:12:21.000 --> 00:12:23.000]  在最危險的地方
[00:12:23.000 --> 00:12:24.000]  要他們等
[00:12:24.000 --> 00:12:26.000]  等什麼呢?
[00:12:26.000 --> 00:12:29.000]  上帝的計劃就是這樣的
[00:12:29.000 --> 00:12:33.000]  祂的應許要在耶路撒冷那裡成就
[00:12:33.000 --> 00:12:37.000]  祂的應許就是聖靈要來到
[00:12:37.000 --> 00:12:39.000]  要臨到這群門徒身上
[00:12:39.000 --> 00:12:44.000]  就在聖子被釘十字架的這個城市
[00:12:44.000 --> 00:12:46.000]  在那裡聖靈降臨
[00:12:46.000 --> 00:12:48.000]  為聖子作見證
[00:12:48.000 --> 00:12:52.000]  表明耶穌就是上帝的兒子
[00:12:52.000 --> 00:12:55.000]  真理的靈要讓人知罪
[00:12:55.000 --> 00:12:57.000]  要帶來公義和審判
[00:12:57.000 --> 00:13:01.000]  而這件事的起點就是耶路撒冷
[00:13:01.000 --> 00:13:05.000]  也是門徒因為耶穌被捉拿
[00:13:05.000 --> 00:13:09.000]  他們四散彼得不認主
[00:13:09.000 --> 00:13:12.000]  門徒離棄甚至出賣耶穌的地方
[00:13:12.000 --> 00:13:16.000]  耶穌就是要在他們跌倒的地方
[00:13:16.000 --> 00:13:19.000]  重新兼顧他們
[00:13:19.000 --> 00:13:20.000]  在這裡之前
[00:13:20.000 --> 00:13:24.000]  耶穌其實一直有提及保衛師聖靈
[00:13:24.000 --> 00:13:26.000]  要來到的這件事
[00:13:26.000 --> 00:13:29.000]  而在那裡
[00:13:29.000 --> 00:13:34.000]  祂再一次提到門徒要領受聖靈
[00:13:34.000 --> 00:13:38.000]  這一次的洗禮
[00:13:38.000 --> 00:13:42.000]  再不是約翰外在用水的施洗
[00:13:42.000 --> 00:13:44.000]  而是一個內在的
[00:13:44.000 --> 00:13:45.000]  屬靈的
[00:13:45.000 --> 00:13:47.000]  聖靈要臨到
[00:13:47.000 --> 00:13:51.000]  讓上帝的子民每一個都有聖靈的同在
[00:13:51.000 --> 00:13:54.000]  上帝的子民就要走在一起
[00:13:54.000 --> 00:13:57.000]  成為教會群體的一份子
[00:13:57.000 --> 00:14:01.000]  也就是說成為基督的身體
[00:14:01.000 --> 00:14:04.000]  預備好可以扶持著
[00:14:04.000 --> 00:14:07.000]  其實這一切門徒也不是很明白
[00:14:07.000 --> 00:14:09.000]  不過他們願意等
[00:14:09.000 --> 00:14:10.000]  他們聽耶穌的話
[00:14:10.000 --> 00:14:13.000]  他們就在那裡等
[00:14:13.000 --> 00:14:14.000]  我的本科
[00:14:14.000 --> 00:14:18.000]  我第一個學位是讀會計
[00:14:18.000 --> 00:14:21.000]  我之後就入了會計師樓工作
[00:14:21.000 --> 00:14:23.000]  就在多倫多這個城市
[00:14:23.000 --> 00:14:26.000]  我一邊工作一邊考試
[00:14:26.000 --> 00:14:28.000]  做這行的人就知道
[00:14:28.000 --> 00:14:30.000]  工作的時間很長
[00:14:30.000 --> 00:14:32.000]  尤其是報稅的季節
[00:14:32.000 --> 00:14:34.000]  埋數的季節
[00:14:34.000 --> 00:14:36.000]  有上班沒有下班
[00:14:36.000 --> 00:14:38.000]  還要繼續讀書考試
[00:14:38.000 --> 00:14:40.000]  其實核數師樓
[00:14:40.000 --> 00:14:42.000]  是有很多不同的老闆
[00:14:42.000 --> 00:14:44.000]  因為是合夥人
[00:14:44.000 --> 00:14:45.000]  合夥制度
[00:14:45.000 --> 00:14:49.000]  當我幫不同的客戶去核數的時候
[00:14:49.000 --> 00:14:53.000]  就有機會幫不同的老闆去工作
[00:14:53.000 --> 00:14:55.000]  後來我就回到香港
[00:14:55.000 --> 00:14:58.000]  在同一間會計師樓工作
[00:14:58.000 --> 00:15:00.000]  有時候在香港工作的時候
[00:15:00.000 --> 00:15:05.000]  還會回到國內去公幹或者開會
[00:15:05.000 --> 00:15:08.000]  每一次去公幹的時候
[00:15:08.000 --> 00:15:10.000]  我都會把握機會
[00:15:10.000 --> 00:15:12.000]  從這些合夥人
[00:15:12.000 --> 00:15:14.000]  這些長輩身上學習
[00:15:14.000 --> 00:15:16.000]  觀察一下他們
[00:15:16.000 --> 00:15:18.000]  怎樣跟客戶開會
[00:15:18.000 --> 00:15:21.000]  怎樣將香港的核數標準
[00:15:21.000 --> 00:15:24.000]  解釋給國內人去聽
[00:15:24.000 --> 00:15:27.000]  還有我最想從他們身上學到
[00:15:27.000 --> 00:15:30.000]  就是他們怎樣去看東西
[00:15:30.000 --> 00:15:33.000]  在他們豐富的人生經驗裡
[00:15:33.000 --> 00:15:35.000]  他們怎樣去洞察人生
[00:15:35.000 --> 00:15:37.000]  未必個個都是基督徒
[00:15:37.000 --> 00:15:40.000]  但是他們有他們的經歷
[00:15:40.000 --> 00:15:44.000]  雖然我未必認同他們每一個人的看法
[00:15:44.000 --> 00:15:47.000]  不過都有很多東西可以學得到
[00:15:47.000 --> 00:15:50.000]  我記得有一位上司
[00:15:50.000 --> 00:15:53.000]  他在公司工作了很多年
[00:15:53.000 --> 00:15:55.000]  當我跟他聊天的時候
[00:15:55.000 --> 00:15:58.000]  我發覺他有很多的感慨
[00:15:58.000 --> 00:16:03.000]  他是一位半光頭的地中海男士
[00:16:03.000 --> 00:16:06.000]  有一次他一面談戲
[00:16:06.000 --> 00:16:08.000]  他一面跟我說
[00:16:08.000 --> 00:16:12.000]  我在這裡工作了幾十年
[00:16:12.000 --> 00:16:17.000]  我的人生、我的時間、我的青春、我的頭髮
[00:16:17.000 --> 00:16:20.000]  都奉獻給這間公司了
[00:16:20.000 --> 00:16:22.000]  弟兄姊妹
[00:16:22.000 --> 00:16:24.000]  你的一生的年日
[00:16:24.000 --> 00:16:26.000]  你的青春
[00:16:26.000 --> 00:16:28.000]  甚至你的頭髮
[00:16:28.000 --> 00:16:31.000]  要奉獻給什麼呢?
[00:16:31.000 --> 00:16:33.000]  要奉獻給誰呢?
[00:16:33.000 --> 00:16:37.000]  你願不願意將主權交回給主耶穌
[00:16:37.000 --> 00:16:40.000]  讓祂做我們生命的主
[00:16:40.000 --> 00:16:42.000]  讓祂去差遣我們
[00:16:42.000 --> 00:16:44.000]  有時候我們誤會了
[00:16:44.000 --> 00:16:46.000]  我們回應神
[00:16:46.000 --> 00:16:49.000]  祂差遣我們一定有很遠
[00:16:49.000 --> 00:16:51.000]  或者我們很不願意的地方
[00:16:51.000 --> 00:16:54.000]  但其實我經驗告訴我
[00:16:54.000 --> 00:16:56.000]  耶穌差遣我們
[00:16:56.000 --> 00:16:59.000]  是去到一個最適合我們的地方
[00:16:59.000 --> 00:17:01.000]  就是我們很自然的
[00:17:01.000 --> 00:17:03.000]  在我們的日常生活裡
[00:17:03.000 --> 00:17:05.000]  我們很自然的
[00:17:05.000 --> 00:17:07.000]  來活出信仰
[00:17:07.000 --> 00:17:10.000]  就是活出使命去回應祂
[00:17:10.000 --> 00:17:13.000]  其實聖經裡
[00:17:13.000 --> 00:17:15.000]  門徒要去等
[00:17:15.000 --> 00:17:17.000]  要去忍耐
[00:17:17.000 --> 00:17:19.000]  因為要我們知道
[00:17:19.000 --> 00:17:21.000]  上帝掌權的世界
[00:17:21.000 --> 00:17:23.000]  等候主的吩咐
[00:17:23.000 --> 00:17:25.000]  然後按祂的心意去做
[00:17:25.000 --> 00:17:27.000]  是信得過祂給我們的
[00:17:27.000 --> 00:17:29.000]  是最好
[00:17:29.000 --> 00:17:31.000]  祂差遣我們去的地方
[00:17:31.000 --> 00:17:33.000]  也是最適合我們的
[00:17:33.000 --> 00:17:36.000]  耶穌叫門徒等
[00:17:36.000 --> 00:17:38.000]  不過門徒不知道等什麼
[00:17:38.000 --> 00:17:40.000]  他們也不太明白
[00:17:40.000 --> 00:17:44.000]  其實耶穌是要重整我們的焦點
[00:17:44.000 --> 00:17:46.000]  祂要門徒看到
[00:17:46.000 --> 00:17:49.000]  不是耶路撒冷的危險
[00:17:49.000 --> 00:17:51.000]  門徒看到的是
[00:17:51.000 --> 00:17:55.000]  他們要降伏在主耶穌的吩咐之下
[00:17:55.000 --> 00:17:58.000]  專注在這位復活的主身上
[00:17:58.000 --> 00:18:00.000]  單單仰望神
[00:18:00.000 --> 00:18:03.000]  門徒按照他們的理解
[00:18:03.000 --> 00:18:05.000]  他們的結論是
[00:18:05.000 --> 00:18:09.000]  耶穌的國度這一天將要來到了
[00:18:09.000 --> 00:18:11.000]  所以他們很期待
[00:18:11.000 --> 00:18:14.000]  在第六節他們問
[00:18:14.000 --> 00:18:17.000]  主啊,祢復興以色列國
[00:18:17.000 --> 00:18:19.000]  就在這時候嗎?
[00:18:19.000 --> 00:18:21.000]  他們跟了耶穌這麼久
[00:18:21.000 --> 00:18:23.000]  他們仍然不明白
[00:18:23.000 --> 00:18:26.000]  天國其實不是他們想像的
[00:18:26.000 --> 00:18:28.000]  但在這裡
[00:18:28.000 --> 00:18:30.000]  耶穌沒有直接說他們不對
[00:18:30.000 --> 00:18:32.000]  或者更正他們
[00:18:32.000 --> 00:18:36.000]  因為祂的確為門徒
[00:18:36.000 --> 00:18:39.000]  留下了祂要再來的盼望
[00:18:39.000 --> 00:18:42.000]  不過天國何時來到呢?
[00:18:42.000 --> 00:18:45.000]  卻是他們不能夠知道的
[00:18:45.000 --> 00:18:47.000]  反而耶穌的答案
[00:18:47.000 --> 00:18:51.000]  是將門徒的目光帶回現在
[00:18:51.000 --> 00:18:53.000]  就是此時此地
[00:18:53.000 --> 00:18:55.000]  他們的使命
[00:18:55.000 --> 00:18:57.000]  對於世界來說
[00:18:57.000 --> 00:18:59.000]  他們就是耶穌的見證人
[00:18:59.000 --> 00:19:03.000]  而他們要在當地耶路撒冷
[00:19:03.000 --> 00:19:04.000]  四周圍
[00:19:04.000 --> 00:19:06.000]  猶太傳地和撒瑪利亞
[00:19:06.000 --> 00:19:08.000]  和所有地方
[00:19:08.000 --> 00:19:12.000]  直到地極去實踐這個使命
[00:19:12.000 --> 00:19:15.000]  這個使命是一直延續著
[00:19:15.000 --> 00:19:17.000]  給整個教會群體的
[00:19:17.000 --> 00:19:21.000]  所以你和我今天都一樣有份
[00:19:21.000 --> 00:19:23.000]  不過關鍵不是我們要
[00:19:23.000 --> 00:19:25.000]  放下甚麼要去哪裏
[00:19:25.000 --> 00:19:28.000]  以為自己可以為神做些甚麼
[00:19:28.000 --> 00:19:31.000]  關鍵是主耶穌將我們放在哪裏
[00:19:31.000 --> 00:19:34.000]  祂讓我們面對甚麼環境
[00:19:34.000 --> 00:19:36.000]  要我們去做些甚麼
[00:19:36.000 --> 00:19:38.000]  去回應祂
[00:19:38.000 --> 00:19:41.000]  可能我們都像門徒一樣
[00:19:41.000 --> 00:19:45.000]  很期待主耶穌要像我們想像一樣
[00:19:45.000 --> 00:19:50.000]  帶領我們去更好的環境
[00:19:50.000 --> 00:19:52.000]  或者可以去哪裏
[00:19:52.000 --> 00:19:54.000]  為神做些甚麼
[00:19:54.000 --> 00:19:59.000]  壞消息是主耶穌未必會按照你的想像去做
[00:19:59.000 --> 00:20:01.000]  又或者可以說
[00:20:01.000 --> 00:20:04.000]  祂多數都不是我們估計的
[00:20:04.000 --> 00:20:07.000]  這樣去想像去做
[00:20:07.000 --> 00:20:09.000]  不過好消息是
[00:20:09.000 --> 00:20:11.000]  如果你願意放手
[00:20:11.000 --> 00:20:15.000]  放下自己很執著想要的東西
[00:20:15.000 --> 00:20:18.000]  我們一起去降伏在耶穌面前
[00:20:18.000 --> 00:20:20.000]  讓祂重整你的焦點
[00:20:20.000 --> 00:20:23.000]  你就一定會有全新的經歷
[00:20:23.000 --> 00:20:25.000]  在上帝安放你的位置
[00:20:25.000 --> 00:20:27.000]  就是此時此地
[00:20:27.000 --> 00:20:30.000]  你已經身處的那個位置
[00:20:30.000 --> 00:20:33.000]  你就會見到上帝給你的機會
[00:20:33.000 --> 00:20:36.000]  要怎樣來使用它
[00:20:36.000 --> 00:20:39.000]  記得我年輕的時候
[00:20:39.000 --> 00:20:41.000]  我很努力讀書
[00:20:41.000 --> 00:20:43.000]  讀到大學畢業
[00:20:43.000 --> 00:20:46.000]  就在安大略省這裏
[00:20:46.000 --> 00:20:48.000]  然後我來到多倫多
[00:20:48.000 --> 00:20:51.000]  我一邊做事一邊考會計試
[00:20:51.000 --> 00:20:53.000]  最後上帝的恩典
[00:20:53.000 --> 00:20:58.000]  我就在加拿大考到會計的牌
[00:20:58.000 --> 00:21:00.000]  年輕的我就是這樣想
[00:21:00.000 --> 00:21:03.000]  以後都不用考試了
[00:21:03.000 --> 00:21:05.000]  不知道你怕不怕考試
[00:21:05.000 --> 00:21:07.000]  誰知過了幾年
[00:21:07.000 --> 00:21:10.000]  上帝帶領我回到香港工作
[00:21:10.000 --> 00:21:14.000]  因為香港有本地的稅務和法例
[00:21:14.000 --> 00:21:16.000]  所以我又要考試了
[00:21:16.000 --> 00:21:22.000]  我要考兩科本地的稅法和商業法
[00:21:22.000 --> 00:21:24.000]  才可以拿牌
[00:21:24.000 --> 00:21:27.000]  所以我一邊讀一邊鼓勵自己
[00:21:27.000 --> 00:21:30.000]  讀完這次最後努力了
[00:21:30.000 --> 00:21:32.000]  以後都不用再考試了
[00:21:32.000 --> 00:21:36.000]  誰不知上帝有更奇妙的安排
[00:21:36.000 --> 00:21:39.000]  祂後來呼召我放下我的工作
[00:21:39.000 --> 00:21:41.000]  去到神學院服侍祂
[00:21:41.000 --> 00:21:44.000]  祂沒有因為我不馬上去回應
[00:21:44.000 --> 00:21:45.000]  祂放棄我
[00:21:45.000 --> 00:21:47.000]  過了好幾年
[00:21:47.000 --> 00:21:50.000]  我終於都回應祂的呼召
[00:21:50.000 --> 00:21:52.000]  去到神學院
[00:21:52.000 --> 00:21:56.000]  最初我以為讀書就回教會侍奉
[00:21:56.000 --> 00:21:59.000]  誰知到了第二年
[00:21:59.000 --> 00:22:01.000]  神學院的老師又挑戰我
