
[00:00:00.000 --> 00:00:03.840]  請我們打開我們今天思想經文《路加福音》第十二章
[00:05:31.240 --> 00:05:36.120]  他當時心裡有很多疑惑
[00:05:37.320 --> 00:05:41.360]  在抗戰之後 他認識了一個美國的宣教士
[00:05:41.360 --> 00:05:43.880]  就跟這個美國宣教士
[00:05:43.880 --> 00:05:47.640]  在廣州的近郊 開設了一間孤兒院
[00:05:47.640 --> 00:05:51.200]  收留在打仗期間的孤兒
[00:05:51.200 --> 00:05:55.240]  當時這位宣教士叫做李氏牧師
[00:05:55.240 --> 00:05:59.000]  就通過李啟榮牧師通知我爸爸
[00:05:59.000 --> 00:06:03.000]  要趕快離開中國 來香港
[00:06:03.000 --> 00:06:06.440]  爸爸 開頭很疑惑
[00:06:07.080 --> 00:06:10.480]  他的上司 是李濟森的同學
[00:06:10.480 --> 00:06:13.000]  勸他留在中國
[00:06:13.000 --> 00:06:14.680]  陪他去北京
[00:06:14.680 --> 00:06:17.240]  並且告訴他
[00:06:17.240 --> 00:06:21.560]  已經取得廣東省省長葉建英的求情信
[00:06:21.560 --> 00:06:23.400]  應該沒什麼問題
[00:06:23.400 --> 00:06:26.360]  但在最後的掙扎裡
[00:06:26.360 --> 00:06:29.080]  在毫無預備之下
[00:06:29.080 --> 00:06:32.520]  他一時心 心一患
[00:06:32.520 --> 00:06:35.600]  就決定一個人隻身來到香港
[00:06:36.600 --> 00:06:40.920]  就留下媽媽和我們四兄弟姊妹在鄉下
[00:06:40.920 --> 00:06:45.320]  隔了不夠幾天 幾個禮拜
[00:06:45.320 --> 00:06:48.760]  我還記得有一天 很早
[00:06:48.760 --> 00:06:52.520]  媽媽就叫醒我們
[00:06:52.520 --> 00:06:56.440]  不要收拾東西 要馬上離開
[00:06:56.440 --> 00:07:00.760]  我們沒有一個人敢出聲問媽媽什麼事
[00:07:00.760 --> 00:07:04.120]  我只記得依稀的印象
[00:07:04.120 --> 00:07:06.920]  當時我只是五六歲左右
[00:07:06.920 --> 00:07:09.480]  依稀的印象就是
[00:07:09.480 --> 00:07:13.400]  搭巴士趕後趕急 去到廣州
[00:07:13.400 --> 00:07:16.920]  在車站裡 人山人海
[00:07:16.920 --> 00:07:18.760]  個個都很緊張
[00:07:18.760 --> 00:07:22.600]  詳細情形我不記得印象
[00:07:22.600 --> 00:07:25.400]  但我只記得很害怕的感覺
[00:07:25.400 --> 00:07:27.320]  上了火車
[00:07:27.320 --> 00:07:30.280]  火車不准開燈 黑漆漆的
[00:07:30.280 --> 00:07:33.480]  就在火車站隨隨的開出
[00:07:34.360 --> 00:07:36.360]  外面還聽見有槍聲
[00:07:36.360 --> 00:07:39.640]  媽媽叫我們伏下來
[00:07:39.640 --> 00:07:43.160]  妹妹在哭
[00:07:43.160 --> 00:07:45.240]  她掩著嘴叫我們不要哭
[00:07:45.240 --> 00:07:48.600]  以後的什麼事我不記得
[00:07:48.600 --> 00:07:51.080]  唯一記得的 就是火車經過
[00:07:51.080 --> 00:07:52.920]  張木頭的時候
[00:07:52.920 --> 00:07:54.840]  媽媽就買了一些
[00:07:54.840 --> 00:07:57.240]  叉燒飯 不知道是什麼飯
[00:07:57.240 --> 00:07:59.640]  就在上面舀上來叫我們吃
[00:07:59.640 --> 00:08:01.880]  狼吞虎嚥吃了就扔了
[00:08:01.880 --> 00:08:04.360]  這是唯一我記得的事
[00:08:04.360 --> 00:08:09.320]  我來到香港
[00:08:09.320 --> 00:08:12.920]  不夠幾個星期
[00:08:12.920 --> 00:08:14.520]  有一天
[00:08:14.520 --> 00:08:17.960]  我醒的時候
[00:08:17.960 --> 00:08:19.560]  不見了弟弟
[00:08:19.560 --> 00:08:21.240]  不見了妹妹
[00:08:21.240 --> 00:08:22.840]  不見了媽媽
[00:08:22.840 --> 00:08:28.600]  原來爸爸來到香港在孤兒院裡做的時候
[00:08:28.600 --> 00:08:30.040]  鬱鬱不得志
[00:08:30.040 --> 00:08:33.080]  受不起上司寫信來引誘他
[00:08:33.080 --> 00:08:35.480]  但他又不夠膽自己上去
[00:08:35.480 --> 00:08:37.720]  就叫太太上去看看
[00:08:37.720 --> 00:08:40.600]  於是我媽媽就帶了我弟弟妹妹
[00:08:40.600 --> 00:08:41.880]  回到大陸
[00:08:41.880 --> 00:08:44.680]  但是有誰想到
[00:08:44.680 --> 00:08:46.760]  她是一去不回頭
[00:08:46.760 --> 00:08:49.720]  媽媽回到家鄉之後
[00:08:49.720 --> 00:08:53.240]  就被公安扣留
[00:08:53.240 --> 00:08:55.960]  控告她是地主名分
[00:08:55.960 --> 00:08:58.200]  偽官員的太太
[00:08:58.200 --> 00:09:01.080]  被拘捕、公審
[00:09:01.080 --> 00:09:03.960]  最後忍不住
[00:09:03.960 --> 00:09:06.520]  痛楚就原諒自盡
[00:09:06.520 --> 00:09:09.800]  自此之後
[00:09:09.800 --> 00:09:12.760]  我爸爸就在一個內疚裡面生存
[00:09:12.760 --> 00:09:17.400]  後來弟弟偷渡來到香港
[00:09:17.400 --> 00:09:21.160]  妹妹仍然留在大陸
[00:09:21.160 --> 00:09:23.000]  失去聯絡
[00:09:23.000 --> 00:09:25.720]  直到1983年
[00:09:25.720 --> 00:09:31.640]  在一個很流言、很令人想像不到的情況之下
[00:09:31.640 --> 00:09:34.200]  我收到一封匿名信
[00:09:34.200 --> 00:09:36.360]  寄去浸會學院
[00:09:36.360 --> 00:09:38.040]  當時我在浸會大學
[00:09:38.040 --> 00:09:39.880]  是義務教緊一科
[00:09:39.880 --> 00:09:43.080]  那封信輾轉落在我手裡
[00:09:43.080 --> 00:09:45.720]  告訴我,如果你想找你妹妹
[00:09:45.720 --> 00:09:47.160]  就跟著你的地址去
[00:09:47.160 --> 00:09:52.280]  於是我就帶著我太太和我兒子
[00:09:52.280 --> 00:09:54.920]  就去到廣州的地方
[00:09:54.920 --> 00:09:58.760]  就發覺有九間屋是同一個地址
[00:09:58.760 --> 00:10:01.000]  我就不知道是誰
[00:10:01.000 --> 00:10:03.960]  我以為妹妹已經改名換姓
[00:10:03.960 --> 00:10:05.640]  我就著家拍門
[00:10:05.640 --> 00:10:08.040]  問有誰像我的樣子在哪裡來
[00:10:08.040 --> 00:10:10.360]  那當然找不到
[00:10:10.360 --> 00:10:14.760]  後來有一個公安來叫我們不要這樣做
[00:10:14.760 --> 00:10:16.680]  我們就走了
[00:10:16.680 --> 00:10:22.200]  沒多久,收到另一封信
[00:10:22.200 --> 00:10:26.360]  那封信直到現在,我都不知道是誰寄來的
[00:10:26.360 --> 00:10:30.280]  就告訴我,我妹在第二間
[00:10:30.280 --> 00:10:33.080]  這次我不想去了
[00:10:33.080 --> 00:10:34.440]  我寫了一封信
[00:10:34.440 --> 00:10:38.040]  叫她幾張照片下來看清楚
[00:10:38.040 --> 00:10:40.120]  她趕了幾張照片來
[00:10:40.120 --> 00:10:41.640]  我一看就知道
[00:10:41.640 --> 00:10:44.440]  是我們有蘇家門牙的跡象
[00:10:44.440 --> 00:10:47.160]  我們蘇家的門牙一看就看到了
[00:10:47.160 --> 00:10:49.720]  有像我姐姐的樣子
[00:10:49.720 --> 00:10:51.640]  就是這樣
[00:10:51.640 --> 00:10:57.080]  我找到相隔了三十多年的妹妹
[00:10:57.080 --> 00:11:00.760]  這個大江大海1949的故事
[00:11:00.760 --> 00:11:03.160]  是千萬中國人中
[00:11:03.160 --> 00:11:05.880]  我們其中的一個悲劇
[00:11:05.880 --> 00:11:07.320]  這個故事讓我想起
[00:11:07.320 --> 00:11:10.680]  舊約裡面索多瑪俄摩拉的故事
[00:11:10.680 --> 00:11:12.680]  神對羅德警告說
[00:11:12.680 --> 00:11:14.120]  你要離開
[00:11:14.120 --> 00:11:16.040]  你不要遲疑
[00:11:16.040 --> 00:11:17.560]  他不捨得
[00:11:17.560 --> 00:11:20.920]  在毫無預備情況之下匆匆離開
[00:11:20.920 --> 00:11:23.240]  走到半路太太不捨得
[00:11:23.240 --> 00:11:27.000]  回頭一看變成了一個鹽柱
[00:11:27.000 --> 00:11:29.000]  在某個程度
[00:11:29.000 --> 00:11:33.240]  我父親就是一個這樣的故事
[00:11:33.240 --> 00:11:35.240]  毫無預備
[00:11:35.240 --> 00:11:37.080]  沒有危機感
[00:11:37.080 --> 00:11:38.920]  不捨得
[00:11:38.920 --> 00:11:41.560]  就家散人亡
[00:11:41.560 --> 00:11:43.720]  其實我們想一想
[00:11:43.720 --> 00:11:46.280]  如果我們沒有預備
[00:11:46.280 --> 00:11:51.400]  突然而來發生的事是多危險
[00:11:51.400 --> 00:11:53.960]  如果你沒有去預備考試
[00:11:53.960 --> 00:11:56.360]  肯定你會肥老
[00:11:56.360 --> 00:12:00.360]  如果我沒有預備來到港島
[00:12:00.360 --> 00:12:05.720]  那就是性命都很難感動
[00:12:05.720 --> 00:12:07.800]  Chuck Swindoll
[00:12:07.800 --> 00:12:10.280]  說過一個這樣的例子
[00:12:10.280 --> 00:12:13.400]  我們在報紙廣告裡面就看到
[00:12:13.400 --> 00:12:15.720]  有一段新聞很有趣
[00:12:15.720 --> 00:12:19.320]  有一間新開張的航空公司
[00:12:19.320 --> 00:12:21.320]  開了張8天
[00:12:21.320 --> 00:12:24.440]  專門賣便宜機票
[00:12:24.440 --> 00:12:28.280]  於是你打電話想買機票去三藩市
[00:12:28.280 --> 00:12:30.280]  因為星期三就要去
[00:12:30.280 --> 00:12:32.280]  我星期三就要去
[00:12:32.280 --> 00:12:35.560]  聽電話的女士就說
[00:12:35.560 --> 00:12:37.560]  快快說
[00:12:37.560 --> 00:12:40.280]  因為我不單是接應生
[00:12:40.280 --> 00:12:42.600]  完了之後我馬上要上飛機
[00:12:42.600 --> 00:12:44.600]  做空中小姐
[00:12:44.600 --> 00:12:46.600]  於是就說
[00:12:46.600 --> 00:12:48.600]  怎麼買機票
[00:12:48.600 --> 00:12:50.600]  如果買就快點來
[00:12:50.600 --> 00:12:52.600]  在機場
[00:12:52.600 --> 00:12:54.600]  便宜到底到爛
[00:12:54.600 --> 00:12:56.600]  於是你就問他
[00:12:56.600 --> 00:12:58.600]  怎麼便宜
[00:12:58.600 --> 00:13:00.600]  一半價錢1000元可以去到三藩市
[00:13:00.600 --> 00:13:02.600]  嘩這麼便宜
[00:13:02.600 --> 00:13:04.600]  於是你就馬上去赤鱲角機場買飛機票
[00:13:04.600 --> 00:13:06.600]  就發覺這間航空公司
[00:13:06.600 --> 00:13:08.600]  只有一架飛機
[00:13:08.600 --> 00:13:10.600]  但他的廣告寫明
[00:13:10.600 --> 00:13:12.600]  我們這間航空公司天上有地下無
[00:13:12.600 --> 00:13:14.600]  當然只有一架
[00:13:14.600 --> 00:13:16.600]  飛到天上有地下無
[00:13:16.600 --> 00:13:18.600]  天上有地下無
[00:13:18.600 --> 00:13:20.600]  不是金泉航空公司
[00:13:20.600 --> 00:13:22.600]  雖然這是他們的招牌
[00:13:22.600 --> 00:13:24.600]  再看清楚
[00:13:24.600 --> 00:13:26.600]  你會發覺飛機是甚麼飛機
[00:13:26.600 --> 00:13:28.600]  是1944年B17型的飛機
[00:13:28.600 --> 00:13:30.600]  再看清楚
[00:13:30.600 --> 00:13:32.600]  原來有個駕駛員經過
[00:13:32.600 --> 00:13:34.600]  要走進去
[00:13:34.600 --> 00:13:36.600]  問他先生你是否Captain
[00:13:36.600 --> 00:13:38.600]  你幾歲 19歲
[00:13:38.600 --> 00:13:40.600]  你問他價錢1000元
[00:13:40.600 --> 00:13:42.600]  你問他價錢1000元
[00:13:42.600 --> 00:13:44.600]  你問他價錢1000元
[00:13:44.600 --> 00:13:46.600]  你問他價錢1000元
[00:13:46.600 --> 00:13:48.600]  你問他價錢1000元
[00:13:48.600 --> 00:13:50.600]  你問他價錢1000元
[00:13:50.600 --> 00:13:52.600]  你問他價錢1000元
[00:13:52.600 --> 00:13:54.600]  你問他價錢1000元
[00:13:54.600 --> 00:13:56.600]  你問他價錢1000元
[00:13:56.600 --> 00:13:58.600]  你問他價錢1000元
[00:13:58.600 --> 00:14:00.600]  你問他價錢1000元
[00:14:00.600 --> 00:14:02.600]  你問他價錢1000元
[00:14:02.600 --> 00:14:04.600]  你問他價錢1000元
[00:14:04.600 --> 00:14:06.600]  你問他價錢1000元
[00:14:06.600 --> 00:14:08.600]  你問他價錢1000元
[00:14:08.600 --> 00:14:10.600]  你問他價錢1000元
[00:14:10.600 --> 00:14:12.600]  你問他價錢1000元
[00:14:12.600 --> 00:14:14.600]  你問他價錢1000元
[00:14:14.600 --> 00:14:16.600]  你問他價錢1000元
[00:14:16.600 --> 00:14:18.600]  你問他價錢1000元
[00:14:18.600 --> 00:14:20.600]  你問他價錢1000元
[00:14:20.600 --> 00:14:22.600]  你問他價錢1000元
[00:14:22.600 --> 00:14:24.600]  你問他價錢1000元
[00:14:24.600 --> 00:14:26.600]  你問他價錢1000元
[00:14:26.600 --> 00:14:28.600]  你問他價錢1000元
[00:14:28.600 --> 00:14:30.600]  你問他價錢1000元
[00:14:30.600 --> 00:14:32.600]  你問他價錢1000元
[00:14:32.600 --> 00:14:34.600]  你問他價錢1000元
[00:14:34.600 --> 00:14:36.600]  你問他價錢1000元
[00:14:36.600 --> 00:14:38.600]  你問他價錢1000元
[00:14:38.600 --> 00:14:40.600]  你問他價錢1000元
[00:14:40.600 --> 00:14:42.600]  你問他價錢1000元
[00:14:42.600 --> 00:14:44.600]  你問他價錢1000元
[00:14:44.600 --> 00:14:46.600]  你問他價錢1000元
[00:14:46.600 --> 00:14:48.600]  你問他價錢1000元
[00:14:48.600 --> 00:14:50.600]  你問他價錢1000元
[00:14:50.600 --> 00:14:52.600]  你問他價錢1000元
[00:14:52.600 --> 00:14:54.600]  你問他價錢1000元
[00:14:54.600 --> 00:14:56.600]  你問他價錢1000元
[00:14:56.600 --> 00:14:58.600]  你問他價錢1000元
[00:14:58.600 --> 00:15:00.600]  你問他價錢1000元
[00:15:00.600 --> 00:15:02.600]  你問他價錢1000元
[00:15:02.600 --> 00:15:04.600]  你問他價錢1000元
[00:15:04.600 --> 00:15:06.600]  你問他價錢1000元
[00:15:06.600 --> 00:15:08.600]  你問他價錢1000元
[00:15:08.600 --> 00:15:10.600]  你問他價錢1000元
[00:15:10.600 --> 00:15:12.600]  你問他價錢1000元
[00:15:12.600 --> 00:15:14.600]  你問他價錢1000元
[00:15:14.600 --> 00:15:16.600]  你問他價錢1000元
[00:15:16.600 --> 00:15:18.600]  你問他價錢1000元
[00:15:18.600 --> 00:15:20.600]  你問他價錢1000元
[00:15:20.600 --> 00:15:22.600]  你問他價錢1000元
[00:15:22.600 --> 00:15:24.600]  你問他價錢1000元
[00:15:24.600 --> 00:15:26.600]  你問他價錢1000元
[00:15:26.600 --> 00:15:28.600]  你問他價錢1000元
[00:15:28.600 --> 00:15:30.600]  你問他價錢1000元
[00:15:30.600 --> 00:15:32.600]  你問他價錢1000元
[00:15:32.600 --> 00:15:34.600]  你問他價錢1000元
[00:15:34.600 --> 00:15:36.600]  你問他價錢1000元
[00:15:36.600 --> 00:15:38.600]  你問他價錢1000元
[00:15:38.600 --> 00:15:40.600]  你問他價錢1000元
[00:15:40.600 --> 00:15:42.600]  你問他價錢1000元
[00:15:42.600 --> 00:15:44.600]  你問他價錢1000元
[00:15:44.600 --> 00:15:46.600]  你問他價錢1000元
[00:15:46.600 --> 00:15:48.600]  你問他價錢1000元
[00:15:48.600 --> 00:15:50.600]  你問他價錢1000元
[00:15:50.600 --> 00:15:52.600]  你問他價錢1000元
[00:15:52.600 --> 00:15:54.600]  你問他價錢1000元
[00:15:54.600 --> 00:15:56.600]  你問他價錢1000元
[00:15:56.600 --> 00:15:58.600]  你問他價錢1000元
[00:15:58.600 --> 00:16:00.600]  你問他價錢1000元
[00:16:00.600 --> 00:16:02.600]  你問他價錢1000元
[00:16:02.600 --> 00:16:04.600]  你問他價錢1000元
[00:16:04.600 --> 00:16:06.600]  你問他價錢1000元
[00:16:06.600 --> 00:16:08.600]  你問他價錢1000元
[00:16:08.600 --> 00:16:10.600]  你問他價錢1000元
[00:16:10.600 --> 00:16:12.600]  你問他價錢1000元
[00:16:12.600 --> 00:16:14.600]  你問他價錢1000元
[00:16:14.600 --> 00:16:16.600]  你問他價錢1000元
[00:16:16.600 --> 00:16:18.600]  你問他價錢1000元
[00:16:18.600 --> 00:16:20.600]  你問他價錢1000元
[00:16:20.600 --> 00:16:22.600]  你問他價錢1000元
[00:16:22.600 --> 00:16:24.600]  你問他價錢1000元
[00:16:24.600 --> 00:16:26.600]  你問他價錢1000元
[00:16:26.600 --> 00:16:28.600]  你問他價錢1000元
[00:16:28.600 --> 00:16:30.600]  你問他價錢1000元
[00:16:30.600 --> 00:16:32.600]  你問他價錢1000元
[00:16:32.600 --> 00:16:34.600]  你問他價錢1000元
[00:16:34.600 --> 00:16:36.600]  你問他價錢1000元
[00:16:36.600 --> 00:16:38.600]  你問他價錢1000元
[00:16:38.600 --> 00:16:40.600]  你問他價錢1000元
[00:16:40.600 --> 00:16:42.600]  你問他價錢1000元
[00:16:42.600 --> 00:16:44.600]  你問他價錢1000元
[00:16:44.600 --> 00:16:46.600]  你問他價錢1000元
[00:16:46.600 --> 00:16:48.600]  你問他價錢1000元
[00:16:48.600 --> 00:16:50.600]  你問他價錢1000元
[00:16:50.600 --> 00:16:52.600]  你問他價錢1000元
[00:16:52.600 --> 00:16:54.600]  你問他價錢1000元
[00:16:54.600 --> 00:16:56.600]  你問他價錢1000元
[00:16:56.600 --> 00:16:58.600]  你問他價錢1000元
[00:16:58.600 --> 00:17:00.600]  你問他價錢1000元
[00:17:00.600 --> 00:17:02.600]  你問他價錢1000元
[00:17:02.600 --> 00:17:04.600]  你問他價錢1000元
[00:17:04.600 --> 00:17:06.600]  你問他價錢1000元
[00:17:06.600 --> 00:17:08.600]  你問他價錢1000元
[00:17:08.600 --> 00:17:10.600]  你問他價錢1000元
[00:17:10.600 --> 00:17:12.600]  你問他價錢1000元
[00:17:12.600 --> 00:17:14.600]  你問他價錢1000元
[00:17:14.600 --> 00:17:16.600]  你問他價錢1000元
[00:17:16.600 --> 00:17:18.600]  你問他價錢1000元
[00:17:18.600 --> 00:17:20.600]  你問他價錢1000元
[00:17:20.600 --> 00:17:22.600]  你問他價錢1000元
[00:17:22.600 --> 00:17:24.600]  你問他價錢1000元
[00:17:24.600 --> 00:17:26.600]  你問他價錢1000元
[00:17:26.600 --> 00:17:28.600]  你問他價錢1000元
[00:17:28.600 --> 00:17:30.600]  你問他價錢1000元
[00:17:30.600 --> 00:17:32.600]  你問他價錢1000元
[00:17:32.600 --> 00:17:34.600]  你問他價錢1000元
[00:17:34.600 --> 00:17:36.600]  你問他價錢1000元
[00:17:36.600 --> 00:17:38.600]  你問他價錢1000元
[00:17:38.600 --> 00:17:40.600]  你問他價錢1000元
[00:17:40.600 --> 00:17:42.600]  你問他價錢1000元
[00:17:42.600 --> 00:17:44.600]  你問他價錢1000元
[00:17:44.600 --> 00:17:46.600]  你問他價錢1000元
[00:17:46.600 --> 00:17:48.600]  你問他價錢1000元
[00:17:48.600 --> 00:17:50.600]  你問他價錢1000元
[00:17:50.600 --> 00:17:52.600]  你問他價錢1000元
[00:17:52.600 --> 00:17:54.600]  你問他價錢1000元
[00:17:54.600 --> 00:17:56.600]  你問他價錢1000元
[00:17:56.600 --> 00:17:58.600]  你問他價錢1000元
[00:17:58.600 --> 00:18:00.600]  你問他價錢1000元
[00:18:00.600 --> 00:18:02.600]  你問他價錢1000元
[00:18:02.600 --> 00:18:04.600]  你問他價錢1000元
[00:18:04.600 --> 00:18:06.600]  你問他價錢1000元
[00:18:06.600 --> 00:18:08.600]  你問他價錢1000元
[00:18:08.600 --> 00:18:10.600]  你問他價錢1000元
[00:18:10.600 --> 00:18:12.600]  你問他價錢1000元
[00:18:12.600 --> 00:18:14.600]  你問他價錢1000元
[00:18:14.600 --> 00:18:16.600]  你問他價錢1000元
[00:18:16.600 --> 00:18:18.600]  你問他價錢1000元
[00:18:18.600 --> 00:18:20.600]  你問他價錢1000元
[00:18:20.600 --> 00:18:22.600]  你問他價錢1000元
[00:18:22.600 --> 00:18:24.600]  你問他價錢1000元
[00:18:24.600 --> 00:18:26.600]  你問他價錢1000元
[00:18:26.600 --> 00:18:28.600]  你問他價錢1000元
[00:18:28.600 --> 00:18:30.600]  你問他價錢1000元
[00:18:30.600 --> 00:18:32.600]  你問他價錢1000元
[00:18:32.600 --> 00:18:34.600]  你問他價錢1000元
[00:18:34.600 --> 00:18:36.600]  你問他價錢1000元
[00:18:36.600 --> 00:18:38.600]  你問他價錢1000元
[00:18:38.600 --> 00:18:40.600]  你問他價錢1000元
[00:18:40.600 --> 00:18:42.600]  你問他價錢1000元
[00:18:42.600 --> 00:18:44.600]  你問他價錢1000元
[00:18:44.600 --> 00:18:46.600]  你問他價錢1000元
[00:18:46.600 --> 00:18:48.600]  你問他價錢1000元
[00:18:48.600 --> 00:18:50.600]  你問他價錢1000元
[00:18:50.600 --> 00:18:52.600]  你問他價錢1000元
[00:18:52.600 --> 00:18:54.600]  你問他價錢1000元
[00:18:54.600 --> 00:18:56.600]  你問他價錢1000元
[00:18:56.600 --> 00:18:58.600]  你問他價錢1000元
[00:18:58.600 --> 00:19:00.600]  你問他價錢1000元
[00:19:00.600 --> 00:19:02.600]  你問他價錢1000元
[00:19:02.600 --> 00:19:04.600]  你問他價錢1000元
[00:19:04.600 --> 00:19:06.600]  你問他價錢1000元
[00:19:06.600 --> 00:19:08.600]  你問他價錢1000元
[00:19:08.600 --> 00:19:10.600]  你問他價錢1000元
[00:19:10.600 --> 00:19:12.600]  你問他價錢1000元
[00:19:12.600 --> 00:19:14.600]  你問他價錢1000元
[00:19:14.600 --> 00:19:16.600]  你問他價錢1000元
[00:19:16.600 --> 00:19:18.600]  你問他價錢1000元
[00:19:18.600 --> 00:19:20.600]  你問他價錢1000元
[00:19:20.600 --> 00:19:22.600]  你問他價錢1000元
[00:19:22.600 --> 00:19:24.600]  你問他價錢1000元
