
[00:00:00.000 --> 00:00:02.000]  各位親愛的義務所同學、大英節目,你們好
[00:05:29.000 --> 00:05:31.000]  所以我們要清楚知道一件事
[00:05:31.000 --> 00:05:33.000]  就是我們每一個人
[00:05:33.000 --> 00:05:36.000]  都應該知道自己的強項在哪裡
[00:05:36.000 --> 00:05:38.000]  也都知道自己的弱項在哪裡
[00:05:38.000 --> 00:05:42.000]  我們知道自己的限制在哪裡
[00:05:42.000 --> 00:05:44.000]  無論我們做事
[00:05:44.000 --> 00:05:46.000]  或者在事業上
[00:05:46.000 --> 00:05:48.000]  我們都知道自己的能力範圍
[00:05:48.000 --> 00:05:50.000]  是去到哪裡的
[00:05:50.000 --> 00:05:51.000]  很簡單的舉個例子
[00:05:51.000 --> 00:05:55.000]  現在在英國都有很多很多的牧者過來
[00:05:55.000 --> 00:05:58.000]  特別是一些年輕的牧者
[00:05:58.000 --> 00:06:01.000]  他們的兒女可能都是讀小學階段
[00:06:01.000 --> 00:06:04.000]  為了他們的兒女的關係
[00:06:04.000 --> 00:06:06.000]  他們就會過來
[00:06:06.000 --> 00:06:07.000]  他們都很想繼續侍奉的
[00:06:07.000 --> 00:06:09.000]  這個是好的
[00:06:09.000 --> 00:06:11.000]  但是我都提醒他們
[00:06:11.000 --> 00:06:15.000]  你要知道自己究竟強項在哪裡
[00:06:15.000 --> 00:06:17.000]  當在英國的教會
[00:06:17.000 --> 00:06:20.000]  大部分是要兩文三語的
[00:06:20.000 --> 00:06:22.000]  你要懂得說廣東話
[00:06:22.000 --> 00:06:23.000]  這個肯定沒問題
[00:06:23.000 --> 00:06:26.000]  但是你都要懂得普通話
[00:06:26.000 --> 00:06:29.000]  因為有很多國內或者台灣的人來
[00:06:29.000 --> 00:06:32.000]  更加你要懂得英文
[00:06:32.000 --> 00:06:36.000]  英文是要很流利的去對話和宣講
[00:06:36.000 --> 00:06:40.000]  因為有時候特別是對著一幫新的一代
[00:06:40.000 --> 00:06:43.000]  如果你都沒有很流利的英文
[00:06:43.000 --> 00:06:46.000]  很可能就會造成一個障礙
[00:06:46.000 --> 00:06:47.000]  但是我都很擔心
[00:06:47.000 --> 00:06:51.000]  那些人為了真的要快點找到一份穩定的工作
[00:06:51.000 --> 00:06:52.000]  或者侍奉
[00:06:52.000 --> 00:06:54.000]  於是他們沒有想清楚
[00:06:54.000 --> 00:06:56.000]  這間教會究竟適不適合他
[00:06:56.000 --> 00:06:59.000]  他可不可以發揮自己的恩賜
[00:06:59.000 --> 00:07:01.000]  於是就已經立刻答應
[00:07:01.000 --> 00:07:04.000]  但是可能帶來了傷害
[00:07:04.000 --> 00:07:06.000]  是雙方面都受到傷害
[00:07:06.000 --> 00:07:09.000]  所以我們在工作或者侍奉上面
[00:07:09.000 --> 00:07:12.000]  我們要知道自己的強項和弱項
[00:07:12.000 --> 00:07:14.000]  很簡單舉一個例子
[00:07:14.000 --> 00:07:17.000]  你在言語的表達上面
[00:07:17.000 --> 00:07:19.000]  有時候不是那麼流暢的
[00:07:19.000 --> 00:07:21.000]  是有一定的障礙
[00:07:21.000 --> 00:07:23.000]  你很怕跟別人有交往
[00:07:23.000 --> 00:07:26.000]  你絕對沒有理由去做公關
[00:07:26.000 --> 00:07:28.000]  去做公關的時候
[00:07:28.000 --> 00:07:31.000]  肯定就一定失敗
[00:07:31.000 --> 00:07:33.000]  所以今天
[00:07:33.000 --> 00:07:37.000]  你如果在電腦上面的操作是很強的
[00:07:37.000 --> 00:07:41.000]  但是你又不是去做電腦工作
[00:07:41.000 --> 00:07:43.000]  可能是要對不同的人
[00:07:43.000 --> 00:07:45.000]  法國王做電腦工作的人
[00:07:45.000 --> 00:07:47.000]  他們不是很懂得跟別人交往
[00:07:47.000 --> 00:07:49.000]  因為經常對著電腦
[00:07:49.000 --> 00:07:52.000]  所以你要知道自己的強項和弱項在哪裡
[00:07:52.000 --> 00:07:54.000]  對我來說
[00:07:54.000 --> 00:07:56.000]  比如講到是我的強項
[00:07:56.000 --> 00:07:58.000]  但是我一定要很認真地去預備
[00:07:58.000 --> 00:08:00.000]  好好的去準備
[00:08:00.000 --> 00:08:02.000]  要不斷地去溫習
[00:08:02.000 --> 00:08:04.000]  去表達
[00:08:04.000 --> 00:08:06.000]  但是你要我去搞電腦
[00:08:06.000 --> 00:08:08.000]  我就死給你看了
[00:08:08.000 --> 00:08:10.000]  我現在逼於無奈地要不斷地去學
[00:08:10.000 --> 00:08:12.000]  有一點點兒的進步
[00:08:12.000 --> 00:08:15.000]  但是我做一個Powerpoint
[00:08:15.000 --> 00:08:17.000]  可能比一個很熟悉的人做
[00:08:17.000 --> 00:08:20.000]  多四五倍以上的時間
[00:08:20.000 --> 00:08:22.000]  所以有時候我都會後期製作
[00:08:22.000 --> 00:08:24.000]  我就會找人來幫我
[00:08:24.000 --> 00:08:26.000]  所以第一
[00:08:26.000 --> 00:08:28.000]  我們出來工作的人
[00:08:28.000 --> 00:08:32.000]  一定要知道你自己受的訓練是什麼
[00:08:32.000 --> 00:08:34.000]  你的character
[00:08:34.000 --> 00:08:38.000]  你的品性是怎樣
[00:08:38.000 --> 00:08:40.000]  你適合做哪一類型的工作
[00:08:40.000 --> 00:08:42.000]  就不要虐石亂投
[00:08:42.000 --> 00:08:44.000]  第二方面
[00:08:44.000 --> 00:08:46.000]  就是我們要惜力而付
[00:08:46.000 --> 00:08:48.000]  有時候在工作上面
[00:08:48.000 --> 00:08:50.000]  無可否認
[00:08:50.000 --> 00:08:52.000]  賺錢而已
[00:08:52.000 --> 00:08:54.000]  真的為了幾餐
[00:08:54.000 --> 00:08:56.000]  但是有時候你做得很不開心
[00:08:56.000 --> 00:08:58.000]  那種工作你不是很喜歡
[00:08:58.000 --> 00:09:00.000]  你很無奈
[00:09:00.000 --> 00:09:02.000]  所謂捱世界
[00:09:02.000 --> 00:09:04.000]  捱雷仔
[00:09:04.000 --> 00:09:06.000]  就會很痛苦
[00:09:06.000 --> 00:09:08.000]  但是我很希望
[00:09:08.000 --> 00:09:10.000]  我們在工作裡面
[00:09:10.000 --> 00:09:12.000]  都能夠找到那個自我滿足感
[00:09:12.000 --> 00:09:14.000]  我自己
[00:09:14.000 --> 00:09:16.000]  很肯定一件事
[00:09:16.000 --> 00:09:18.000]  就是
[00:09:18.000 --> 00:09:20.000]  我好心體會到
[00:09:20.000 --> 00:09:22.000]  我是去侍奉神的
[00:09:22.000 --> 00:09:24.000]  但是我也很感恩
[00:09:24.000 --> 00:09:26.000]  在我侍奉裡面
[00:09:26.000 --> 00:09:28.000]  我都找到我的自我的滿足
[00:09:28.000 --> 00:09:30.000]  當然我再說
[00:09:30.000 --> 00:09:32.000]  我不是要高舉自己
[00:09:32.000 --> 00:09:34.000]  當有些弟兄姊妹聽到我講到之後
[00:09:34.000 --> 00:09:36.000]  可能給一些回應我
[00:09:36.000 --> 00:09:38.000]  一些鼓勵和讚賞
[00:09:38.000 --> 00:09:40.000]  可能有些人說
[00:09:40.000 --> 00:09:42.000]  牧師
[00:09:42.000 --> 00:09:44.000]  我過去聽到很容易都很累
[00:09:44.000 --> 00:09:46.000]  哎呀 是你
[00:09:46.000 --> 00:09:48.000]  講到我就沒睡覺了
[00:09:48.000 --> 00:09:50.000]  我當然會很開心
[00:09:50.000 --> 00:09:52.000]  但是我絕對不會驕傲
[00:09:52.000 --> 00:09:54.000]  但是我只是在講
[00:09:54.000 --> 00:09:56.000]  可能我太吵了 吵到你睡不著覺
[00:09:56.000 --> 00:09:58.000]  請你記住
[00:09:58.000 --> 00:10:00.000]  工作
[00:10:00.000 --> 00:10:02.000]  真的唯有賺錢
[00:10:02.000 --> 00:10:04.000]  有時候是會辛苦 但是要捱下去
[00:10:04.000 --> 00:10:06.000]  為了你的家人
[00:10:06.000 --> 00:10:08.000]  但是在事動上面
[00:10:08.000 --> 00:10:10.000]  絕對不可以用捱
[00:10:10.000 --> 00:10:12.000]  去面對
[00:10:12.000 --> 00:10:14.000]  威了神的惡
[00:10:14.000 --> 00:10:16.000]  神給我們的祝福
[00:10:16.000 --> 00:10:18.000]  神給我們的恩典
[00:10:18.000 --> 00:10:20.000]  用愛作為回報的時候
[00:10:20.000 --> 00:10:22.000]  你就會完全有不同的體會
[00:10:22.000 --> 00:10:24.000]  這個是很重要的
[00:10:24.000 --> 00:10:26.000]  好了 我們來到經文的重點
[00:10:26.000 --> 00:10:28.000]  就是要學
[00:10:28.000 --> 00:10:30.000]  世界制
[00:10:30.000 --> 00:10:32.000]  讓主人
[00:10:32.000 --> 00:10:34.000]  知道管家
[00:10:34.000 --> 00:10:36.000]  浪費他的東西
[00:10:36.000 --> 00:10:38.000]  甚至沒有認真去做
[00:10:38.000 --> 00:10:40.000]  這帶出一個很重要的訊息
[00:10:40.000 --> 00:10:42.000]  不要想著你的主人
[00:10:42.000 --> 00:10:44.000]  只是來帶去
[00:10:44.000 --> 00:10:46.000]  什麼都不知道
[00:10:46.000 --> 00:10:48.000]  其實你表面
[00:10:48.000 --> 00:10:50.000]  做的功夫
[00:10:50.000 --> 00:10:52.000]  你是認真還是隨便呢
[00:10:52.000 --> 00:10:54.000]  你是真真正正
[00:10:54.000 --> 00:10:56.000]  很忠心的去做事
[00:10:56.000 --> 00:10:58.000]  還是
[00:10:58.000 --> 00:11:00.000]  只是埋面乾
[00:11:00.000 --> 00:11:02.000]  不要想著你的
[00:11:02.000 --> 00:11:04.000]  上司是傻的
[00:11:04.000 --> 00:11:06.000]  是蠢的
[00:11:06.000 --> 00:11:08.000]  他能夠坐在那個位置
[00:11:08.000 --> 00:11:10.000]  如果不是二世祖
[00:11:10.000 --> 00:11:12.000]  或者三世祖的時候
[00:11:12.000 --> 00:11:14.000]  他都應該會很精明
[00:11:14.000 --> 00:11:16.000]  如果不是他都不會有今天的地步
[00:11:16.000 --> 00:11:18.000]  所以他都很容易會觀察進來
[00:11:18.000 --> 00:11:20.000]  只不過有時候
[00:11:20.000 --> 00:11:22.000]  可能他不是立刻去指責你
[00:11:22.000 --> 00:11:24.000]  是基於某一些的因素
[00:11:24.000 --> 00:11:26.000]  在這段經文裡面
[00:11:26.000 --> 00:11:28.000]  又給我們看到
[00:11:28.000 --> 00:11:30.000]  如果你是一個上司
[00:11:30.000 --> 00:11:32.000]  你是一個老闆
[00:11:32.000 --> 00:11:34.000]  如果你發覺你的下屬
[00:11:34.000 --> 00:11:36.000]  做得不好的時候
[00:11:36.000 --> 00:11:38.000]  那些大機構
[00:11:38.000 --> 00:11:40.000]  就會突然之間
[00:11:40.000 --> 00:11:42.000]  要你離開
[00:11:42.000 --> 00:11:44.000]  然後就叫那些守衛
[00:11:44.000 --> 00:11:46.000]  那些保安上來
[00:11:46.000 --> 00:11:48.000]  看著你、執行你
[00:11:48.000 --> 00:11:50.000]  然後即走
[00:11:50.000 --> 00:11:52.000]  寧願賠錢給你
[00:11:52.000 --> 00:11:54.000]  因為他就是很擔心
[00:11:54.000 --> 00:11:56.000]  如果我還有一個月
[00:11:56.000 --> 00:11:58.000]  或者兩個月通知你
[00:11:58.000 --> 00:12:00.000]  誰知道你會不會在這段時間裡面
[00:12:00.000 --> 00:12:02.000]  做一些不利於他的事
[00:12:02.000 --> 00:12:04.000]  很可能你會將他
[00:12:04.000 --> 00:12:06.000]  集會裡面的資料
[00:12:06.000 --> 00:12:08.000]  下載給自己
[00:12:08.000 --> 00:12:10.000]  又或者你做一些手腳
[00:12:10.000 --> 00:12:12.000]  破壞他的電腦系統
[00:12:12.000 --> 00:12:14.000]  所以
[00:12:14.000 --> 00:12:16.000]  當你是越高職位的時候
[00:12:16.000 --> 00:12:18.000]  一有問題要開除你的時候
[00:12:18.000 --> 00:12:20.000]  大家就會見過了
[00:12:20.000 --> 00:12:22.000]  在現實的時候都不會這樣
[00:12:22.000 --> 00:12:24.000]  即時叫你走
[00:12:24.000 --> 00:12:26.000]  如果不是的時候
[00:12:26.000 --> 00:12:28.000]  可能會有問題產生
[00:12:28.000 --> 00:12:30.000]  所以在這個比喻裡面
[00:12:30.000 --> 00:12:32.000]  你就會見到
[00:12:32.000 --> 00:12:34.000]  這個管家做些什麼呢?
[00:12:34.000 --> 00:12:36.000]  他就利用他的權力
[00:12:36.000 --> 00:12:40.000]  就叫那些欠債的人來
[00:12:40.000 --> 00:12:42.000]  你欠我老闆多少?
[00:12:42.000 --> 00:12:44.000]  一百石?
[00:12:44.000 --> 00:12:46.000]  好,減一點吧
[00:12:46.000 --> 00:12:48.000]  我給你改這個欠單
[00:12:48.000 --> 00:12:50.000]  減少一點
[00:12:50.000 --> 00:12:52.000]  你就還少一點債
[00:12:52.000 --> 00:12:54.000]  不是一個兩個,是很多個
[00:12:54.000 --> 00:12:56.000]  甚至那個份量很多的時候
[00:12:56.000 --> 00:12:58.000]  就減一半
[00:12:58.000 --> 00:13:00.000]  那時候就做什麼呢?
[00:13:00.000 --> 00:13:02.000]  就是這樣可以跟他建立了好的關係
[00:13:02.000 --> 00:13:04.000]  好了,當他有一天
[00:13:04.000 --> 00:13:06.000]  被辭退的時候
[00:13:06.000 --> 00:13:08.000]  可能就是我給了你好處
[00:13:08.000 --> 00:13:10.000]  你都不好
[00:13:10.000 --> 00:13:12.000]  不理但是去給我一些好處
[00:13:12.000 --> 00:13:14.000]  那就會成為
[00:13:14.000 --> 00:13:16.000]  他的後續
[00:13:16.000 --> 00:13:18.000]  那個利益,是不是?
[00:13:18.000 --> 00:13:20.000]  那一會兒我們會探討的
[00:13:20.000 --> 00:13:22.000]  這個只是比喻,我們已經明白
[00:13:22.000 --> 00:13:24.000]  那個重點在哪裡
[00:13:24.000 --> 00:13:26.000]  但是這裡就特別提到一件事
[00:13:26.000 --> 00:13:28.000]  在《六方》第十六章第八節
[00:13:28.000 --> 00:13:30.000]  主人誇獎這位不義的管家
[00:13:30.000 --> 00:13:32.000]  做事聰明
[00:13:32.000 --> 00:13:34.000]  因為今世之子
[00:13:34.000 --> 00:13:36.000]  在世事之上
[00:13:36.000 --> 00:13:38.000]  教給光明之子
[00:13:38.000 --> 00:13:40.000]  更加聰明
[00:13:40.000 --> 00:13:42.000]  我們馬上很驚訝
[00:13:42.000 --> 00:13:44.000]  為什麼主人會
[00:13:44.000 --> 00:13:46.000]  讚這個不義的管家呢?
[00:13:46.000 --> 00:13:48.000]  而不是懲罰他呢?
[00:13:48.000 --> 00:13:50.000]  請你
[00:13:50.000 --> 00:13:52.000]  我們去解釋比喻的時候
[00:13:52.000 --> 00:13:54.000]  比喻只是
[00:13:54.000 --> 00:13:56.000]  一個的中心點
[00:13:56.000 --> 00:13:58.000]  你就不需要
[00:13:58.000 --> 00:14:00.000]  為很多細節的東西
[00:14:00.000 --> 00:14:02.000]  去解釋
[00:14:02.000 --> 00:14:04.000]  如果你用很多細節的東西來解釋
[00:14:04.000 --> 00:14:06.000]  那時候你就會有偏差
[00:14:06.000 --> 00:14:08.000]  給一個例子,大家很熟悉的
[00:14:08.000 --> 00:14:10.000]  耶穌在《路加福音》裡面
[00:14:10.000 --> 00:14:12.000]  第十五章不是說了三個比喻嗎?
[00:14:12.000 --> 00:14:14.000]  其中一百隻羊走失了一隻
[00:14:14.000 --> 00:14:16.000]  於是千山萬水
[00:14:16.000 --> 00:14:18.000]  找回那隻羊出來,是不是?
[00:14:18.000 --> 00:14:20.000]  那就歡歡喜喜了
[00:14:20.000 --> 00:14:22.000]  第二個就是十比一
[00:14:22.000 --> 00:14:24.000]  有一個很窮的人劫了一個小錢
[00:14:24.000 --> 00:14:26.000]  那時候他怎麼可以登上島上
[00:14:26.000 --> 00:14:28.000]  去找,找了之後
[00:14:28.000 --> 00:14:30.000]  終於怎樣呢?找回那個小錢
[00:14:30.000 --> 00:14:32.000]  他就很開心,走去敲隔壁門
[00:14:32.000 --> 00:14:34.000]  跟他說
[00:14:34.000 --> 00:14:36.000]  你為我一起開開心心
[00:14:36.000 --> 00:14:38.000]  又找回這個小錢
[00:14:38.000 --> 00:14:40.000]  如果你留意三個比喻
[00:14:40.000 --> 00:14:42.000]  都有相同的一個訊息
[00:14:42.000 --> 00:14:44.000]  就是歡歡喜喜,發發樂樂
[00:14:44.000 --> 00:14:46.000]  如果你用正式的邏輯
[00:14:46.000 --> 00:14:48.000]  去看
[00:14:48.000 --> 00:14:50.000]  是不合理的
[00:14:50.000 --> 00:14:52.000]  你走失了一隻,羊扔下
[00:14:52.000 --> 00:14:54.000]  那一隻,回來的九十九隻
[00:14:54.000 --> 00:14:56.000]  不知道去了哪裡,是不是?
[00:14:56.000 --> 00:14:58.000]  今晚你睡到半夜三點半
[00:14:58.000 --> 00:15:00.000]  四點鐘突然間有人按鐘
[00:15:00.000 --> 00:15:02.000]  你就很害怕
[00:15:02.000 --> 00:15:04.000]  發生了什麼事呢?
[00:15:04.000 --> 00:15:06.000]  你馬上去開門,原來對面的婆婆
[00:15:06.000 --> 00:15:08.000]  跟你說,很開心
[00:15:08.000 --> 00:15:10.000]  我掉了一個一元,我已經找回了
[00:15:10.000 --> 00:15:12.000]  你跟我快快樂樂,歡歡喜喜吧
[00:15:12.000 --> 00:15:14.000]  你心想不要玩了,婆婆
[00:15:14.000 --> 00:15:16.000]  你不要玩我,我睡得這麼辛苦
[00:15:16.000 --> 00:15:18.000]  才可以睡得著
[00:15:18.000 --> 00:15:20.000]  你竟然半夜來找醒我,是不是?
[00:15:20.000 --> 00:15:22.000]  原來三個比喻
[00:15:22.000 --> 00:15:24.000]  第三個就是浪子的比喻
[00:15:24.000 --> 00:15:26.000]  其實是錯的,焦點是在
[00:15:26.000 --> 00:15:28.000]  「長子」那裡,但都相同
[00:15:28.000 --> 00:15:30.000]  出現了一樣東西,歡歡喜喜,發發樂樂
[00:15:30.000 --> 00:15:32.000]  接著就是耶穌帶出
[00:15:32.000 --> 00:15:34.000]  一個很重要的訊息
[00:15:34.000 --> 00:15:36.000]  原來當你
[00:15:36.000 --> 00:15:38.000]  一見到一個罪人
[00:15:38.000 --> 00:15:40.000]  他來到悔改歸向神的時候
[00:15:40.000 --> 00:15:42.000]  天上的天使
[00:15:42.000 --> 00:15:44.000]  天君和神都歡喜
[00:15:44.000 --> 00:15:46.000]  快樂的,耶穌講
[00:15:46.000 --> 00:15:48.000]  這個比喻的背景是什麼?
[00:15:48.000 --> 00:15:50.000]  就是當時那些法利塞人
[00:15:50.000 --> 00:15:52.000]  見到耶穌和那些罪人
[00:15:52.000 --> 00:15:54.000]  和那些妓女碎裂在一起
[00:15:54.000 --> 00:15:56.000]  就指責耶穌背後
[00:15:56.000 --> 00:15:58.000]  說他搞錯啊
[00:15:58.000 --> 00:16:00.000]  竟然和那些罪人在一起
[00:16:00.000 --> 00:16:02.000]  於是耶穌就講這個比喻
[00:16:02.000 --> 00:16:04.000]  所以我們要知道這個中心點在哪裡
[00:16:04.000 --> 00:16:06.000]  原來中心點
[00:16:06.000 --> 00:16:08.000]  是最重要
[00:16:08.000 --> 00:16:10.000]  第十六章第十到第十一節
[00:16:10.000 --> 00:16:12.000]  人在最小的事上中心
[00:16:12.000 --> 00:16:14.000]  在大事上也中心
[00:16:14.000 --> 00:16:16.000]  在最小的事上不二
[00:16:16.000 --> 00:16:18.000]  在大事上也不二
[00:16:18.000 --> 00:16:20.000]  這裡很清楚講
[00:16:20.000 --> 00:16:22.000]  這個才是焦點
[00:16:22.000 --> 00:16:24.000]  原來這個
[00:16:24.000 --> 00:16:26.000]  管家就是不中心
[00:16:26.000 --> 00:16:28.000]  所以才給主人辭退
[00:16:28.000 --> 00:16:30.000]  他提醒我們
[00:16:30.000 --> 00:16:32.000]  有時候我們一直期望做大事
[00:16:32.000 --> 00:16:34.000]  這個是好的
[00:16:34.000 --> 00:16:36.000]  我們有這個理想
[00:16:36.000 --> 00:16:38.000]  但是不要忘記
[00:16:38.000 --> 00:16:40.000]  大事是從小事做起的
[00:16:40.000 --> 00:16:42.000]  如果你小事做得不好
[00:16:42.000 --> 00:16:44.000]  只是幻想你自己
[00:16:44.000 --> 00:16:46.000]  做大事很積極
