
[00:00:00.000 --> 00:00:03.760]  我們的信仰是很特別的
[00:02:33.680 --> 00:02:35.760]  他是不是基督徒我不知道
[00:02:35.760 --> 00:02:37.280]  今早訪問他
[00:02:37.280 --> 00:02:39.200]  但是他說了一樣東西
[00:02:39.200 --> 00:02:44.320]  就是他媽媽有肺癌
[00:02:44.320 --> 00:02:45.360]  他一直說的時候
[00:02:45.360 --> 00:02:50.800]  他自己都好像很傷心
[00:02:50.800 --> 00:02:53.360]  他覺得自己沒有好好照顧媽媽
[00:02:53.360 --> 00:02:55.440]  因為他做導演很忙
[00:02:55.440 --> 00:02:56.320]  他拍甚麼戲呢?
[00:02:56.320 --> 00:02:57.840]  打打殺殺那些
[00:02:57.840 --> 00:03:00.160]  有成龍也有份的
[00:03:00.160 --> 00:03:03.120]  他說自己看以前拍的那些戲
[00:03:03.120 --> 00:03:05.600]  我自己都害怕
[00:03:05.600 --> 00:03:07.920]  但是他的轉捩點是甚麼呢?
[00:03:07.920 --> 00:03:10.480]  就是當他媽媽有肺癌的時候
[00:03:10.480 --> 00:03:11.600]  有人
[00:03:11.600 --> 00:03:14.480]  不知道甚麼人送了一餅錄影帶給他
[00:03:14.480 --> 00:03:17.360]  是喬宏
[00:03:17.360 --> 00:03:25.120]  當然他讀書都是讀導演演藝那些
[00:03:25.120 --> 00:03:27.840]  他沒理由不認識喬宏是誰
[00:03:27.840 --> 00:03:30.800]  他就跟他媽媽一起看20分鐘
[00:03:30.800 --> 00:03:32.160]  他說我一直看那20分鐘
[00:03:32.160 --> 00:03:33.280]  我就一直彈
[00:03:33.280 --> 00:03:35.200]  他說如果從一個藝術的角度
[00:03:35.200 --> 00:03:36.480]  拍攝藝術的角度
[00:03:36.480 --> 00:03:39.200]  那個聲音的效果不好
[00:03:39.200 --> 00:03:41.440]  那些鏡子不好也好
[00:03:41.440 --> 00:03:43.520]  20分鐘我就給他零分
[00:03:43.520 --> 00:03:44.800]  但是
[00:03:44.800 --> 00:03:48.160]  但是甚麼令到他有不同的看法呢?
[00:03:48.160 --> 00:03:50.240]  甚至他很大的改變
[00:03:50.240 --> 00:03:51.760]  就是他媽媽在結束的時候
[00:03:51.760 --> 00:03:53.360]  那套戲結束的時候
[00:03:53.360 --> 00:03:54.720]  跟他兒子說
[00:03:54.720 --> 00:03:58.080]  我可不可以跟他祈禱
[00:03:58.080 --> 00:03:59.840]  他說我沒可能的
[00:03:59.840 --> 00:04:01.120]  他說我做導演
[00:04:01.120 --> 00:04:03.200]  我是學這些藝術的東西
[00:04:03.200 --> 00:04:04.240]  這套東西
[00:04:04.240 --> 00:04:14.080]  怎可能會令到別人會有這樣的影響力呢?
[00:04:14.080 --> 00:04:15.520]  他又不懂得說甚麼
[00:04:15.520 --> 00:04:18.720]  他就說我不知道他是正能量還是福音電影
[00:04:18.720 --> 00:04:19.680]  我聽他說話
[00:04:19.680 --> 00:04:22.080]  好像他都未曾認識基督徒
[00:04:22.080 --> 00:04:26.880]  好像只是純粹從今早的訪問聽到
[00:04:26.880 --> 00:04:28.160]  但是他就說了一件事
[00:04:28.160 --> 00:04:30.400]  因為這齣20分鐘的
[00:04:30.400 --> 00:04:35.840]  他認為是很難看的、很差勁的、是零分的
[00:04:35.840 --> 00:04:40.080]  他說我從現在開始不再拍那些打打殺殺的戲
[00:04:40.080 --> 00:04:41.360]  看到嗎?
[00:04:41.360 --> 00:04:42.320]  一套啊
[00:04:42.320 --> 00:04:46.800]  這個就是很多時候基督教的精神就是這樣
[00:04:46.800 --> 00:04:47.840]  就是其中一點
[00:04:47.840 --> 00:04:50.080]  我不可以說是唯一的
[00:04:50.080 --> 00:04:52.720]  就是人看來是
[00:04:52.720 --> 00:04:54.000]  以世界的標準
[00:04:54.000 --> 00:04:56.320]  以社會的角度來看
[00:04:56.320 --> 00:05:01.120]  是一文不值的
[00:05:01.120 --> 00:05:03.680]  是不會值的
[00:05:03.680 --> 00:05:04.400]  值錢的
[00:05:04.400 --> 00:05:06.080]  這套東西是不行的
[00:05:06.080 --> 00:05:12.240]  但是神可以透過這套20分鐘的喬宏的見證
[00:05:12.240 --> 00:05:15.120]  對他媽媽有這麼大的安慰
[00:05:15.120 --> 00:05:16.640]  甚至他想祈禱
[00:05:16.640 --> 00:05:18.480]  他直接說我看到他媽媽
[00:05:18.480 --> 00:05:22.480]  一個患癌病復發這麼辛苦的人
[00:05:22.480 --> 00:05:27.440]  他覺得他媽媽當時是很平安、很靈
[00:05:27.440 --> 00:05:30.960]  就是這樣
[00:05:30.960 --> 00:05:32.400]  那不代表等於
[00:05:32.400 --> 00:05:33.360]  哦,可以了
[00:05:33.360 --> 00:05:35.920]  我們做基督徒浮浮沫沫
[00:05:35.920 --> 00:05:37.440]  師伯不用練了
[00:05:37.440 --> 00:05:39.440]  練這麼好幹什麼
[00:05:39.440 --> 00:05:40.800]  聲音這麼好
[00:05:40.800 --> 00:05:41.760]  音這麼準
[00:05:41.760 --> 00:05:42.800]  琴這麼好
[00:05:42.800 --> 00:05:44.080]  這些不重要
[00:05:44.080 --> 00:05:46.000]  不是這樣的意思
[00:05:46.000 --> 00:05:49.120]  我們不是要靠這些東西
[00:05:49.120 --> 00:05:52.400]  我相信有這些東西是重要的
[00:05:52.400 --> 00:05:55.200]  我們為主作供是重要的
[00:05:55.200 --> 00:05:58.160]  但是你以為有這些東西就一定行嗎
[00:05:58.160 --> 00:05:59.680]  這個就不重要了
[00:05:59.680 --> 00:06:02.160]  不是不重要,是不真
[00:06:02.160 --> 00:06:03.680]  所以今天是復活節
[00:06:03.680 --> 00:06:05.600]  我今天早上開車的時候
[00:06:05.600 --> 00:06:07.760]  我每一次早上回來教會
[00:06:07.760 --> 00:06:09.040]  我都開著心機
[00:06:09.040 --> 00:06:10.560]  很珍惜那個時段
[00:06:10.560 --> 00:06:12.240]  有時是五分鐘
[00:06:12.240 --> 00:06:13.680]  倒的不是很久
[00:06:13.680 --> 00:06:15.760]  但是聽到一些很好的訊息
[00:06:15.760 --> 00:06:16.560]  是不是
[00:06:16.560 --> 00:06:18.800]  我覺得真是很好的訊息
[00:06:18.800 --> 00:06:19.920]  這齣戲
[00:06:19.920 --> 00:06:23.200]  牧師你是在講廣告還是講戲
[00:06:23.200 --> 00:06:24.560]  這齣戲
[00:06:24.560 --> 00:06:25.600]  我看了
[00:06:25.600 --> 00:06:26.560]  我告訴你
[00:06:26.560 --> 00:06:28.080]  我是不喜歡楊千嬅的
[00:06:28.080 --> 00:06:29.520]  從頭到尾都不喜歡的
[00:06:29.520 --> 00:06:32.000]  我講她沒做這齣戲之前
[00:06:32.000 --> 00:06:33.360]  我是喜歡鄭秀文的
[00:06:33.360 --> 00:06:34.560]  不是因為她是基督徒
[00:06:34.560 --> 00:06:36.480]  我總覺得楊千嬅
[00:06:36.480 --> 00:06:37.440]  都不行的
[00:06:37.440 --> 00:06:40.880]  鄭秀文一上台我覺得這個厲害
[00:06:40.880 --> 00:06:44.880]  我不是高舉鄭秀文
[00:06:44.880 --> 00:06:48.080]  但是這齣戲給我欣賞的程度
[00:06:48.080 --> 00:06:51.120]  不因為楊千嬅令到減少了
[00:06:51.120 --> 00:06:53.760]  甚至在戲裏我有一些角度
[00:06:53.760 --> 00:06:57.680]  她都幾OK的
[00:06:57.680 --> 00:07:00.560]  這齣戲必看
[00:07:00.560 --> 00:07:01.760]  我聽聞
[00:07:01.760 --> 00:07:02.480]  我要了解
[00:07:02.480 --> 00:07:05.040]  有個福音機構
[00:07:05.040 --> 00:07:05.760]  我聽聞
[00:07:05.760 --> 00:07:06.720]  我要了解
[00:07:06.720 --> 00:07:08.720]  打算包場
[00:07:08.720 --> 00:07:09.920]  如果真的包場
[00:07:09.920 --> 00:07:11.760]  我會跟她說
[00:07:11.760 --> 00:07:13.200]  給些位子給我
[00:07:13.200 --> 00:07:15.600]  我希望能夠有電影節目可以看
[00:07:15.600 --> 00:07:16.720]  我聽到很多很多
[00:07:16.720 --> 00:07:18.480]  我們的電影節目都看過
[00:07:18.480 --> 00:07:21.360]  小朋友看完都哭
[00:07:21.360 --> 00:07:25.680]  有個婆婆帶著兩個孫子
[00:07:25.680 --> 00:07:27.760]  真的很感人
[00:07:27.760 --> 00:07:29.520]  另外有個小朋友問他看過沒有
[00:07:29.520 --> 00:07:30.160]  他說沒有
[00:07:30.160 --> 00:07:31.280]  不過我聽人說很好
[00:07:31.280 --> 00:07:32.800]  你記得叫我媽媽跟你去看
[00:07:32.800 --> 00:07:34.880]  我跟他媽媽說了
[00:07:34.880 --> 00:07:36.400]  在裏面我看見
[00:07:36.400 --> 00:07:40.080]  很有耶穌基督的愛在裏面
[00:07:40.080 --> 00:07:41.680]  它完全不是一個福音電影
[00:07:41.680 --> 00:07:42.960]  但是很奇怪的
[00:07:42.960 --> 00:07:44.240]  它裏面有一句說話
[00:07:44.240 --> 00:07:45.840]  講完又講
[00:07:45.840 --> 00:07:47.120]  生命影響生命
[00:07:47.120 --> 00:07:48.640]  這些是甚麼人說的
[00:07:48.640 --> 00:07:50.960]  我們教會有時候有人講見證
[00:07:50.960 --> 00:07:52.720]  生命影響生命
[00:07:52.720 --> 00:07:54.640]  他這句說話重複又重複
[00:07:54.640 --> 00:07:58.480]  甚至那個真真正正的真人
[00:07:58.480 --> 00:08:00.560]  叫做呂麗紅校長
[00:08:00.560 --> 00:08:06.560]  她是漁景灣的一間國際幼稚園的校長
[00:08:06.560 --> 00:08:08.000]  不知道是不是做校長
[00:08:08.000 --> 00:08:09.760]  她調下了一份工作
[00:08:09.760 --> 00:08:15.040]  去了那間4500元一個月的校長兼校工兼清潔
[00:08:15.040 --> 00:08:16.640]  就是做這份工作
[00:08:16.640 --> 00:08:19.360]  我上網Google看
[00:08:19.360 --> 00:08:21.760]  他都講生命影響生命
[00:08:21.760 --> 00:08:23.760]  這句說話他都有講
[00:08:23.760 --> 00:08:24.720]  可能他真是
[00:08:24.720 --> 00:08:25.360]  可能啊
[00:08:25.360 --> 00:08:27.040]  我不知道你們如果知道告訴我
[00:08:27.040 --> 00:08:28.800]  可能他真是一個基督徒也不奇怪
[00:08:28.800 --> 00:08:30.400]  是不是
[00:08:30.400 --> 00:08:31.440]  講這些東西
[00:08:31.440 --> 00:08:33.280]  你說牧師你真是浪費我們的時間
[00:08:33.280 --> 00:08:34.560]  不要緊
[00:08:34.560 --> 00:08:36.240]  你覺得就行
[00:08:36.240 --> 00:08:37.520]  你不覺得也不要緊
[00:08:37.520 --> 00:08:39.520]  我就是一個這樣的人
[00:08:39.520 --> 00:08:42.320]  不要緊不重要的
[00:08:42.320 --> 00:08:46.160]  今天和大家繼續看這個天庭異像
[00:08:46.160 --> 00:08:49.600]  我們由第四章的第五節看
[00:08:49.600 --> 00:08:52.320]  經文說有閃電雷聲
[00:08:52.320 --> 00:08:53.360]  第四節
[00:08:53.360 --> 00:08:55.520]  第五節應該是第五節
[00:08:55.520 --> 00:08:57.680]  麻煩第五節
[00:08:57.680 --> 00:08:59.440]  OK第五節
[00:08:59.440 --> 00:09:04.960]  有閃電聲音雷轟從寶座中發出
[00:09:04.960 --> 00:09:07.680]  在寶座前點著七支火炬
[00:09:07.680 --> 00:09:09.440]  就是神的七靈
[00:09:09.440 --> 00:09:14.240]  我簡單講這個我列了很多經文給大家
[00:09:14.240 --> 00:09:18.000]  這個講到有閃電雷轟
[00:09:18.000 --> 00:09:21.280]  閃電雷轟這些我們中國人就是什麼
[00:09:21.280 --> 00:09:22.480]  雷就是雷公
[00:09:22.480 --> 00:09:23.760]  閃電是電母
[00:09:23.760 --> 00:09:27.600]  我們小朋友經常說打雷是雷公
[00:09:27.600 --> 00:09:28.720]  閃電是電母
[00:09:28.720 --> 00:09:31.360]  還有我們小時候媽媽
[00:09:31.360 --> 00:09:33.360]  就是那些大人看戲都是說
[00:09:33.360 --> 00:09:34.640]  你不要不孝順
[00:09:34.640 --> 00:09:35.920]  不孝順被雷劈你的
[00:09:35.920 --> 00:09:37.280]  是不是這樣講
[00:09:37.280 --> 00:09:38.960]  你們有沒有聽過這些話
[00:09:38.960 --> 00:09:40.000]  都有這些
[00:09:40.000 --> 00:09:41.920]  這些是我們中國人的文化
[00:09:41.920 --> 00:09:42.800]  每個人都會聽過
[00:09:42.800 --> 00:09:44.080]  小朋友一定聽過
[00:09:44.080 --> 00:09:45.360]  其實目的是什麼
[00:09:45.360 --> 00:09:47.680]  目的就是
[00:09:47.680 --> 00:09:49.840]  有些信可能真的有雷公
[00:09:49.840 --> 00:09:50.800]  有電母也說不定
[00:09:50.800 --> 00:09:53.760]  但有些是用來教育小朋友
[00:09:53.760 --> 00:09:54.800]  不要不孝順
[00:09:54.800 --> 00:09:57.120]  不孝順會有這樣的結果
[00:09:57.120 --> 00:09:59.440]  但究竟聖經裏面講給我們聽
[00:09:59.440 --> 00:10:03.280]  閃電雷轟這些是有什麼意義在呢
[00:10:03.280 --> 00:10:08.080]  神讓這個大自然裏面有這樣的威力
[00:10:08.080 --> 00:10:09.280]  大家都聽過
[00:10:09.280 --> 00:10:13.040]  我住的那裏是一間村屋
[00:10:13.040 --> 00:10:16.400]  有時我睡頂樓
[00:10:16.400 --> 00:10:17.920]  睡頂樓那裏
[00:10:17.920 --> 00:10:20.000]  有時真的行雷閃電
[00:10:20.000 --> 00:10:22.560]  好像在我頭上劈下來
[00:10:22.560 --> 00:10:24.400]  如果你住大廈都未必
[00:10:24.400 --> 00:10:26.400]  大廈可能你上面還有十層都不定
[00:10:26.400 --> 00:10:28.080]  我真是頂樓來的
[00:10:28.080 --> 00:10:29.760]  轟的
[00:10:29.760 --> 00:10:32.160]  真是震耳欲聾
[00:10:32.160 --> 00:10:33.200]  真是很厲害
[00:10:33.200 --> 00:10:34.560]  有時望到天上
[00:10:34.560 --> 00:10:38.160]  那些閃電一聲很厲害
[00:10:38.160 --> 00:10:41.840]  人在這個世界當中看見這些景象
[00:10:41.840 --> 00:10:42.880]  他們會覺得怎樣
[00:10:42.880 --> 00:10:47.120]  是真的覺得自然界的力量很大
[00:10:47.120 --> 00:10:49.440]  所以我這裏列了很多經文給大家
[00:10:49.440 --> 00:10:50.720]  我不會逐一去講
[00:10:50.720 --> 00:10:51.760]  簡單的
[00:10:51.760 --> 00:10:55.120]  是詩篇十八篇的十三、十四、十五節
[00:10:55.120 --> 00:10:57.840]  他說:夜華也在天上打雷
[00:10:57.840 --> 00:11:01.200]  至高者發出聲音便有冰炮火炭
[00:11:01.200 --> 00:11:02.640]  他射出箭來
[00:11:02.640 --> 00:11:04.080]  我相信射箭的意思
[00:11:04.080 --> 00:11:05.360]  不是真的射箭下來
[00:11:05.360 --> 00:11:07.920]  就是那些閃電是否像箭一樣射下來
[00:11:07.920 --> 00:11:08.800]  是嗎?
[00:11:08.800 --> 00:11:12.400]  這些是用一個詩人的方法
[00:11:12.400 --> 00:11:16.240]  寫詩的人的poetic的方法去講
[00:11:16.240 --> 00:11:18.640]  不是真是看見實體上好像雷公劈一劈
[00:11:18.640 --> 00:11:19.520]  那樣打雷
[00:11:19.520 --> 00:11:20.880]  或者射箭下來
[00:11:20.880 --> 00:11:24.560]  但這個就是詩人那種的詩意
[00:11:24.560 --> 00:11:26.880]  他說:他的箭射出
[00:11:26.880 --> 00:11:28.320]  使得仇敵四散
[00:11:28.320 --> 00:11:29.680]  多多發出閃電
[00:11:29.680 --> 00:11:30.720]  即是箭
[00:11:30.720 --> 00:11:32.080]  使他們擾亂
[00:11:32.080 --> 00:11:33.760]  要說你的斥責一發
[00:11:33.760 --> 00:11:35.680]  你被恐的氣一出
[00:11:35.680 --> 00:11:39.520]  難道真的看見神的鼻子噴出氣來嗎?
[00:11:39.520 --> 00:11:41.520]  但我們要意會
[00:11:41.520 --> 00:11:42.800]  海底就出現
[00:11:42.800 --> 00:11:45.680]  大地的根基也顯露
[00:11:45.680 --> 00:11:52.800]  我相信這個可能是大地震也說不定
[00:11:52.800 --> 00:11:54.000]  詩篇二十九篇第三節
[00:11:54.000 --> 00:11:56.080]  夜華的聲音發在水上
[00:11:56.080 --> 00:11:57.360]  榮耀的神打雷
[00:11:57.360 --> 00:12:00.640]  夜華打雷在大水之上
[00:12:00.640 --> 00:12:02.720]  接著二十九篇第四節
[00:12:02.720 --> 00:12:04.960]  夜華的聲音大有能力
[00:12:04.960 --> 00:12:07.120]  夜華的聲音滿有威嚴
[00:12:07.120 --> 00:12:10.400]  夜華的聲音震破香柏樹
[00:12:10.400 --> 00:12:14.640]  夜華震碎泥巴亂的香柏樹
[00:12:14.640 --> 00:12:17.040]  香柏樹是一些很高大
[00:12:17.040 --> 00:12:19.040]  我有一次印象
[00:12:19.040 --> 00:12:21.200]  看一些書講香柏樹
[00:12:21.200 --> 00:12:23.360]  可以超過一百呎那麼高
[00:12:23.360 --> 00:12:26.560]  你想一百呎即是多少層樓?
[00:12:26.560 --> 00:12:27.840]  十層樓
[00:12:27.840 --> 00:12:29.920]  如果一層樓大約十呎高
[00:12:29.920 --> 00:12:31.200]  樓底高一點的那些
[00:12:31.200 --> 00:12:33.440]  十層樓那麼高的那棵樹很厲害
[00:12:33.440 --> 00:12:36.160]  但是連這些那麼高大的樹
[00:12:36.160 --> 00:12:37.920]  都可以被它震破
[00:12:37.920 --> 00:12:40.240]  詩篇七十七篇第十八節
[00:12:40.240 --> 00:12:42.160]  你的雷聲在旋風之中
[00:12:42.160 --> 00:12:44.240]  閃電照亮世界
[00:12:44.240 --> 00:12:47.520]  大地顫抖震動
[00:12:47.520 --> 00:12:50.400]  這個其實是講什麼意思呢?
[00:12:50.400 --> 00:12:53.760]  即是說這位坐在寶座上的夜華神
[00:12:53.760 --> 00:12:57.440]  給我們看見他的威嚴
[00:12:57.440 --> 00:12:58.400]  他的能力
[00:12:58.400 --> 00:13:01.760]  而有一樣東西是表達什麼?
[00:13:01.760 --> 00:13:05.520]  就是祂是那個施行審判的審判者
[00:13:05.520 --> 00:13:08.640]  神是施行審判的審判者
[00:13:08.640 --> 00:13:11.200]  神是興邁不得的
[00:13:11.200 --> 00:13:13.760]  當我們看見這些自然界的時候
[00:13:13.760 --> 00:13:14.960]  我們就想像中
[00:13:14.960 --> 00:13:18.560]  這些一切的東西都是在神的掌管當中
[00:13:18.560 --> 00:13:21.040]  我們要敬畏神
[00:13:21.040 --> 00:13:24.640]  弟兄姊妹今天我們要很小心
[00:13:24.640 --> 00:13:27.840]  因為很多時候有意無意間
[00:13:27.840 --> 00:13:29.760]  我們將神的形象
[00:13:29.760 --> 00:13:33.280]  就好像變成一個聖誕老人一樣
[00:13:33.280 --> 00:13:36.480]  是一個爺爺
[00:13:36.480 --> 00:13:37.520]  笑笑笑
[00:13:37.520 --> 00:13:38.400]  很慈愛
[00:13:38.400 --> 00:13:38.960]  是真的
[00:13:38.960 --> 00:13:41.040]  這個不是假的
[00:13:41.040 --> 00:13:43.840]  甚至是令到我很不開心
[00:13:43.840 --> 00:13:45.360]  很不舒服的
[00:13:45.360 --> 00:13:46.960]  有一本解經書
[00:13:46.960 --> 00:13:48.720]  是講啟示錄的
[00:13:48.720 --> 00:13:50.720]  這個解經家
[00:13:50.720 --> 00:13:51.920]  我叫他解經家
[00:13:51.920 --> 00:13:54.480]  因為他也是一個有名氣的人
[00:13:54.480 --> 00:14:00.240]  是在東南亞一個地方的一間浸信會的神學院做院長的
[00:14:00.240 --> 00:14:02.720]  我不想說他的名字出來
[00:14:02.720 --> 00:14:03.840]  我看這本參考書的時候
[00:14:03.840 --> 00:14:05.360]  裡面看到一部份
[00:14:05.360 --> 00:14:06.160]  他講了一件事
[00:14:06.160 --> 00:14:07.920]  他說
[00:14:07.920 --> 00:14:09.200]  在啟示錄裏面
[00:14:09.200 --> 00:14:10.640]  看到一件事就是
[00:14:10.640 --> 00:14:11.440]  神啊
[00:14:11.440 --> 00:14:12.560]  神的愛
[00:14:12.560 --> 00:14:15.600]  神對他所創造的恩情
[00:14:15.600 --> 00:14:17.200]  恩情是什麼
[00:14:17.200 --> 00:14:18.240]  就是說
[00:14:18.240 --> 00:14:19.760]  恩典的恩
[00:14:19.760 --> 00:14:20.240]  情
[00:14:20.240 --> 00:14:23.200]  情愛的情
[00:14:23.200 --> 00:14:25.360]  所以到了一個地步
[00:14:25.360 --> 00:14:26.640]  他說
[00:14:26.640 --> 00:14:28.960]  但是他又說看見聖經裏面講到
[00:14:28.960 --> 00:14:32.160]  是講到神有那個審判
[00:14:32.160 --> 00:14:35.360]  這兩者之間
[00:14:35.360 --> 00:14:36.480]  他講出一句說話
[00:14:36.480 --> 00:14:39.920]  令到我有點震驚
[00:14:39.920 --> 00:14:41.520]  他說
[00:14:41.520 --> 00:14:42.960]  將來
[00:14:42.960 --> 00:14:44.800]  我們那些人
[00:14:44.800 --> 00:14:46.800]  是會怎樣呢
[00:14:46.800 --> 00:14:49.280]  未有定論
[00:14:49.280 --> 00:14:50.080]  未有定論
[00:14:50.080 --> 00:14:51.680]  什麼意思
[00:14:51.680 --> 00:14:53.440]  什麼叫未有定論
[00:14:53.440 --> 00:14:54.880]  他強調是神的愛
[00:14:54.880 --> 00:14:56.640]  神的恩情
[00:14:56.640 --> 00:14:58.480]  所以
[00:14:58.480 --> 00:15:01.440]  未有一個定論
[00:15:01.440 --> 00:15:02.640]  正如另外有一位
[00:15:02.640 --> 00:15:04.880]  我很多時候都提過
[00:15:04.880 --> 00:15:06.160]  有一位受領養的教授
[00:15:06.160 --> 00:15:07.920]  非常之有份量的
[00:15:07.920 --> 00:15:11.360]  因為以他的寫著和名氣
[00:15:11.360 --> 00:15:12.800]  我親口問他
[00:15:12.800 --> 00:15:13.680]  兩次
[00:15:13.680 --> 00:15:14.720]  不同的時間
[00:15:14.720 --> 00:15:17.280]  幾年隔了幾年我再問一次
[00:15:17.280 --> 00:15:20.000]  他都是表達到
[00:15:20.000 --> 00:15:22.480]  死了還有機會
[00:15:22.480 --> 00:15:24.320]  人死了還有機會得救
[00:15:24.320 --> 00:15:26.640]  死了還有機會得救
[00:15:26.640 --> 00:15:28.800]  他不是講普教論
[00:15:28.800 --> 00:15:30.320]  他不是說全世界的人都得救
[00:15:30.320 --> 00:15:31.440]  但是他說
[00:15:31.440 --> 00:15:33.840]  死了之後還有機會得救
[00:15:33.840 --> 00:15:35.440]  而他言談當中
[00:15:35.440 --> 00:15:37.120]  講了一句說話的意思是什麼
[00:15:37.120 --> 00:15:40.240]  他說這個是一個
[00:15:40.240 --> 00:15:43.440]  作為一個牧師教牧
[00:15:43.440 --> 00:15:50.080]  是會安慰到那些人的
[00:15:50.080 --> 00:15:52.880]  安慰到那些人
[00:15:52.880 --> 00:15:56.800]  很危險
[00:15:56.800 --> 00:15:58.080]  如果我們告訴別人
[00:15:58.080 --> 00:16:00.480]  你不相信耶穌會死後
[00:16:00.480 --> 00:16:01.280]  耶穌說
[00:16:01.280 --> 00:16:04.640]  凡活著信我的必永遠不死
[00:16:04.640 --> 00:16:06.000]  耶穌還跟著問了一句
[00:16:06.000 --> 00:16:07.200]  你信這話嗎
[00:16:07.200 --> 00:16:08.640]  你信不信
[00:16:08.640 --> 00:16:09.520]  是不是
[00:16:09.520 --> 00:16:10.800]  但是居然他可以說
[00:16:10.800 --> 00:16:12.880]  死了還有機會
[00:16:12.880 --> 00:16:16.320]  他說可以在教牧方面來說
[00:16:16.320 --> 00:16:18.320]  作為一個牧者教牧
[00:16:18.320 --> 00:16:21.440]  是有安慰的
[00:16:21.440 --> 00:16:22.240]  如果這個安慰
[00:16:22.240 --> 00:16:23.440]  真的是從聖經而來的
[00:16:23.440 --> 00:16:24.880]  是好的
[00:16:24.880 --> 00:16:26.320]  但是如果聖經很清楚的講到
[00:16:26.320 --> 00:16:29.840]  神是一個審判死人活人的神
[00:16:29.840 --> 00:16:32.720]  有地獄有火湖的話
[00:16:32.720 --> 00:16:37.680]  這個安慰可以是一個假的安慰
