
[00:00:00.000 --> 00:00:05.000]  各位聽衆,你有沒有遇過一些出人意表的事?
[00:03:07.000 --> 00:03:08.000]  爲什麼呢?
[00:03:08.000 --> 00:03:09.000]  因爲覺得很悶
[00:03:09.000 --> 00:03:11.000]  是不是呢?
[00:03:11.000 --> 00:03:12.000]  宋代的詞人
[00:03:12.000 --> 00:03:14.000]  辛棋仔有句這樣的詞
[00:03:14.000 --> 00:03:17.000]  衆類尋他千百度
[00:03:17.000 --> 00:03:18.000]  默然回首
[00:03:18.000 --> 00:03:21.000]  乃人卻在燈火闌珊處
[00:03:21.000 --> 00:03:23.000]  就是找一個人找了很久
[00:03:23.000 --> 00:03:24.000]  怎麼也找不到
[00:03:24.000 --> 00:03:26.000]  正在失落之際
[00:03:26.000 --> 00:03:28.000]  回頭一看
[00:03:28.000 --> 00:03:30.000]  哦!原來這個人
[00:03:30.000 --> 00:03:33.000]  正在站在燈火稀疏的地方
[00:03:33.000 --> 00:03:35.000]  當我們仔細去看
[00:03:35.000 --> 00:03:37.000]  《馬太福音》的耶穌家譜的時候
[00:03:37.000 --> 00:03:38.000]  就會發現
[00:03:38.000 --> 00:03:41.000]  這個表面上看起來很沉悶
[00:03:41.000 --> 00:03:44.000]  很黑板、很死板的名單
[00:03:44.000 --> 00:03:48.000]  原來是指向作爲君王的耶穌
[00:03:48.000 --> 00:03:49.000]  但更重要
[00:03:49.000 --> 00:03:50.000]  不僅如此
[00:03:50.000 --> 00:03:53.000]  他指向一個方向
[00:03:53.000 --> 00:03:55.000]  就是希望
[00:03:55.000 --> 00:03:57.000]  希望在我們人生裏
[00:03:57.000 --> 00:03:59.000]  是很重要的東西
[00:03:59.000 --> 00:04:00.000]  很多解經家
[00:04:00.000 --> 00:04:02.000]  我相信大部分的解經家
[00:04:02.000 --> 00:04:04.000]  都認爲《馬太福音》的主旨
[00:04:04.000 --> 00:04:05.000]  其中一個很重要的主旨
[00:04:05.000 --> 00:04:09.000]  是證明耶穌是君王
[00:04:09.000 --> 00:04:11.000]  怎麼證明呢
[00:04:11.000 --> 00:04:13.000]  《馬太福音》的作者
[00:04:13.000 --> 00:04:14.000]  馬太
[00:04:14.000 --> 00:04:15.000]  其實他的對象
[00:04:15.000 --> 00:04:17.000]  寫《馬太福音》的對象是什麼呢
[00:04:17.000 --> 00:04:18.000]  就是猶太人
[00:04:18.000 --> 00:04:19.000]  對於猶太人來說
[00:04:19.000 --> 00:04:21.000]  血統很重要
[00:04:21.000 --> 00:04:23.000]  你說自己是君王
[00:04:23.000 --> 00:04:25.000]  那你是不是純種的猶太人呢
[00:04:25.000 --> 00:04:27.000]  你有沒有皇族的血統呢
[00:04:27.000 --> 00:04:29.000]  正如我們每一位
[00:04:29.000 --> 00:04:30.000]  可能去建功
[00:04:30.000 --> 00:04:31.000]  尋找工作的時候
[00:04:31.000 --> 00:04:33.000]  那些人一定會問你一樣的
[00:04:33.000 --> 00:04:34.000]  CV
[00:04:34.000 --> 00:04:35.000]  你去建功的時候
[00:04:35.000 --> 00:04:37.000]  你有沒有CV呢
[00:04:37.000 --> 00:04:39.000]  首先
[00:04:39.000 --> 00:04:41.000]  馬太對猶太人說
[00:04:41.000 --> 00:04:43.000]  耶穌的CV
[00:04:43.000 --> 00:04:45.000]  就是整本舊約聖經
[00:04:45.000 --> 00:04:47.000]  你看耶穌的家譜的時候
[00:04:47.000 --> 00:04:49.000]  他就將整個猶太人
[00:04:49.000 --> 00:04:51.000]  大約有1500年的歷史
[00:04:51.000 --> 00:04:54.000]  濃縮成爲三個十四代
[00:04:54.000 --> 00:04:57.000]  就是一共四十二代
[00:04:57.000 --> 00:04:58.000]  你看耶穌的CV
[00:04:58.000 --> 00:04:59.000]  第一個時代
[00:04:59.000 --> 00:05:02.000]  就是由阿伯拉罕去到耶西
[00:05:02.000 --> 00:05:03.000]  就是猶太人的先祖
[00:05:03.000 --> 00:05:06.000]  發源的這一段的歷史
[00:05:06.000 --> 00:05:08.000]  三分之一的情況
[00:05:08.000 --> 00:05:10.000]  第二個時代
[00:05:10.000 --> 00:05:13.000]  就是由戴衛時代去到巴比倫時代
[00:05:13.000 --> 00:05:14.000]  就是以色列民族
[00:05:14.000 --> 00:05:16.000]  極光輝燦爛
[00:05:16.000 --> 00:05:17.000]  無與倫彼的時代
[00:05:17.000 --> 00:05:20.000]  一跌就跌到亡國庇佬
[00:05:20.000 --> 00:05:23.000]  全個國被毀滅的時候
[00:05:23.000 --> 00:05:24.000]  充滿絕望
[00:05:24.000 --> 00:05:26.000]  充滿困境
[00:05:26.000 --> 00:05:28.000]  在這個時間還有什麼盼望
[00:05:28.000 --> 00:05:29.000]  還有什麼希望
[00:05:29.000 --> 00:05:31.000]  所以有第三個時代
[00:05:31.000 --> 00:05:33.000]  原來不只是充滿盼望
[00:05:33.000 --> 00:05:34.000]  有第三個時代
[00:05:34.000 --> 00:05:35.000]  就是由巴比倫時代
[00:05:35.000 --> 00:05:37.000]  去到耶穌的時代
[00:05:37.000 --> 00:05:40.000]  一片絕望
[00:05:40.000 --> 00:05:41.000]  被審判
[00:05:41.000 --> 00:05:42.000]  覺得被遺忘
[00:05:42.000 --> 00:05:44.000]  神不會再顧他們
[00:05:44.000 --> 00:05:49.000]  誰知道原來在曠野上開道路
[00:05:49.000 --> 00:05:50.000]  耶穌降生
[00:05:50.000 --> 00:05:51.000]  代表那種請求
[00:05:51.000 --> 00:05:53.000]  代表極大的盼望
[00:05:53.000 --> 00:05:55.000]  這一切都是指向一個方向
[00:05:55.000 --> 00:05:57.000]  耶穌作爲君王
[00:05:57.000 --> 00:06:00.000]  帶給人極大的盼望
[00:06:00.000 --> 00:06:03.000]  其實剛纔提那三個時代
[00:06:03.000 --> 00:06:05.000]  在耶穌家譜裏分開說
[00:06:05.000 --> 00:06:07.000]  三個十四代
[00:06:07.000 --> 00:06:09.000]  其實這三個十四代
[00:06:09.000 --> 00:06:12.000]  每一個時代都不止十四代
[00:06:12.000 --> 00:06:14.000]  換句話說是多於十四代
[00:06:14.000 --> 00:06:17.000]  但爲什麼馬太會用十四這個字呢
[00:06:17.000 --> 00:06:20.000]  其實十四這個字是很重要的
[00:06:20.000 --> 00:06:23.000]  大衛希伯來文
[00:06:23.000 --> 00:06:24.000]  達菲爾
[00:06:24.000 --> 00:06:30.000]  其實是由三個希伯來文的字母組成
[00:06:30.000 --> 00:06:32.000]  希伯來文的字母很有趣
[00:06:32.000 --> 00:06:35.000]  每一個字母都代表一個數目字
[00:06:35.000 --> 00:06:38.000]  你將大衛那三個希伯來文的數目字
[00:06:38.000 --> 00:06:39.000]  都代表一個數字
[00:06:39.000 --> 00:06:42.000]  加起來就是十四
[00:06:42.000 --> 00:06:45.000]  大衛是合神心意的君王
[00:06:45.000 --> 00:06:47.000]  而馬太用了十四這個字
[00:06:47.000 --> 00:06:48.000]  是用了三次
[00:06:48.000 --> 00:06:51.000]  三這個字在聖經裏也很重要的字
[00:06:51.000 --> 00:06:53.000]  是代表屬天
[00:06:53.000 --> 00:06:54.000]  是代表屬靈
[00:06:54.000 --> 00:06:56.000]  是代表超自然
[00:06:56.000 --> 00:06:59.000]  等於三位一體的真神
[00:06:59.000 --> 00:07:02.000]  換句話說用了三次十四
[00:07:02.000 --> 00:07:04.000]  在馬太的家寶裏代表什麼呢
[00:07:04.000 --> 00:07:07.000]  換句話說耶穌不僅像大衛一樣
[00:07:07.000 --> 00:07:09.000]  是合神心意的君王
[00:07:09.000 --> 00:07:11.000]  也是指向更高超的東西
[00:07:11.000 --> 00:07:14.000]  這不僅是指大衛憑血氣的君王
[00:07:14.000 --> 00:07:18.000]  是遠超大衛這個合神心意
[00:07:18.000 --> 00:07:21.000]  他擁有更多的權柄
[00:07:21.000 --> 00:07:24.000]  他不僅在地上有權柄
[00:07:24.000 --> 00:07:25.000]  有實體的權柄
[00:07:25.000 --> 00:07:28.000]  並且在靈界上有實體的實力
[00:07:28.000 --> 00:07:30.000]  換句話說耶穌這個盼望
[00:07:30.000 --> 00:07:33.000]  不僅僅是港字
[00:07:33.000 --> 00:07:35.000]  所以耶穌在馬太福音
[00:07:35.000 --> 00:07:38.000]  也在講三段的說話
[00:07:38.000 --> 00:07:39.000]  第一段是
[00:07:39.000 --> 00:07:40.000]  馬太福音
[00:07:40.000 --> 00:07:42.000]  一起看馬太福音
[00:07:42.000 --> 00:07:44.000]  四章十七節
[00:07:44.000 --> 00:07:46.000]  天國近了
[00:07:46.000 --> 00:07:48.000]  你們應當悔改
[00:07:48.000 --> 00:07:49.000]  天國是什麼
[00:07:49.000 --> 00:07:52.000]  天國是神掌權話事的地方
[00:07:52.000 --> 00:07:53.000]  耶穌來到這個世界
[00:07:53.000 --> 00:07:54.000]  剛剛開始就宣告
[00:07:54.000 --> 00:07:56.000]  我的國是我話事的地方
[00:07:56.000 --> 00:07:57.000]  我掌權的地方
[00:07:57.000 --> 00:08:04.000]  那個是超過這個世界的實體版圖
[00:08:04.000 --> 00:08:07.000]  在靈界上的權柄就快來到了
[00:08:07.000 --> 00:08:08.000]  第二段是
[00:08:08.000 --> 00:08:10.000]  馬太福音九章六節
[00:08:10.000 --> 00:08:12.000]  地上耶穌說
[00:08:12.000 --> 00:08:14.000]  但要叫你們知道
[00:08:14.000 --> 00:08:17.000]  人子在地上有赦罪的權柄
[00:08:17.000 --> 00:08:21.000]  神的權柄可以像神一樣
[00:08:21.000 --> 00:08:23.000]  耶穌的權柄像神一樣
[00:08:23.000 --> 00:08:24.000]  可以赦罪
[00:08:24.000 --> 00:08:25.000]  赦免人的罪
[00:08:25.000 --> 00:08:27.000]  第三個更加重要
[00:08:27.000 --> 00:08:28.000]  在耶穌復活的時候
[00:08:28.000 --> 00:08:31.000]  馬太福音二十八章十八節
[00:08:31.000 --> 00:08:36.000]  天上地下所有權柄都賜給我了
[00:08:36.000 --> 00:08:38.000]  耶穌在說什麼
[00:08:38.000 --> 00:08:40.000]  一切權柄在祂那裏
[00:08:40.000 --> 00:08:41.000]  祂就是君王
[00:08:41.000 --> 00:08:43.000]  祂就是帶給人盼望的君王
[00:08:43.000 --> 00:08:44.000]  還有一點很重要
[00:08:44.000 --> 00:08:45.000]  我們一起來看
[00:08:45.000 --> 00:08:46.000]  所有的家譜
[00:08:46.000 --> 00:08:47.000]  其實大家看
[00:08:47.000 --> 00:08:50.000]  家譜就是我們中國人所說的族譜
[00:08:50.000 --> 00:08:52.000]  所有的家譜和所有的族譜
[00:08:52.000 --> 00:08:53.000]  都有一個共通點
[00:08:53.000 --> 00:08:56.000]  就是記載在這些家譜族譜
[00:08:56.000 --> 00:08:59.000]  那些名字那些人是會死的
[00:08:59.000 --> 00:09:01.000]  所以一代傳一代下去
[00:09:01.000 --> 00:09:03.000]  但耶穌這個家譜
[00:09:03.000 --> 00:09:05.000]  有一個超級不同的地方
[00:09:05.000 --> 00:09:07.000]  超級特別的地方
[00:09:07.000 --> 00:09:09.000]  就是這個家譜去到耶穌那裏
[00:09:09.000 --> 00:09:12.000]  耶穌自己是不會死的
[00:09:12.000 --> 00:09:14.000]  祂是存在直到永遠
[00:09:14.000 --> 00:09:16.000]  肉身死了
[00:09:16.000 --> 00:09:18.000]  但耶穌是永永遠遠臨在
[00:09:18.000 --> 00:09:22.000]  所以耶穌在馬太福音二十八章二十節說
[00:09:22.000 --> 00:09:24.000]  我嘗與你們同在
[00:09:24.000 --> 00:09:27.000]  直到世界末了
[00:09:27.000 --> 00:09:31.000]  耶穌這個君王原來是出人意表的
[00:09:31.000 --> 00:09:33.000]  因爲家譜裏面所有人都死
[00:09:33.000 --> 00:09:37.000]  但這個家譜的人是不會死的
[00:09:37.000 --> 00:09:39.000]  祂不止擁有一切的權柄
[00:09:39.000 --> 00:09:43.000]  並且存在直到永遠
[00:09:43.000 --> 00:09:45.000]  所以只有耶穌纔有絕對能力
[00:09:45.000 --> 00:09:47.000]  可以帶給人盼望
[00:09:47.000 --> 00:09:48.000]  帶給人希望
[00:09:48.000 --> 00:09:49.000]  各位朋友
[00:09:49.000 --> 00:09:52.000]  耶穌今天要邀請大家
[00:09:52.000 --> 00:09:54.000]  去進入祂的家譜
[00:09:54.000 --> 00:09:55.000]  如何進入呢
[00:09:55.000 --> 00:09:56.000]  你看看耶穌怎麼說
[00:09:56.000 --> 00:09:59.000]  馬太福音十二章
[00:09:59.000 --> 00:10:03.000]  四十八至五十節
[00:10:03.000 --> 00:10:05.000]  我們一起讀
[00:10:05.000 --> 00:10:07.000]  耶穌卻回答那人說
[00:10:07.000 --> 00:10:09.000]  誰是我的母親
[00:10:09.000 --> 00:10:11.000]  誰是我的弟兄
[00:10:11.000 --> 00:10:15.000]  就伸手指着門徒說
[00:10:15.000 --> 00:10:19.000]  看啊 我的母親 我的弟兄
[00:10:19.000 --> 00:10:22.000]  凡遵行我天父旨意的人
[00:10:22.000 --> 00:10:27.000]  就是我弟兄 姐妹 和母親了
[00:10:27.000 --> 00:10:29.000]  母親 弟兄
[00:10:29.000 --> 00:10:32.000]  就是族譜 家譜裏面寫的名字
[00:10:32.000 --> 00:10:34.000]  如果寫了名字在裏面
[00:10:34.000 --> 00:10:37.000]  就是進入了耶穌的家譜
[00:10:37.000 --> 00:10:39.000]  如何進入耶穌的家譜
[00:10:39.000 --> 00:10:40.000]  說得很清楚
[00:10:40.000 --> 00:10:42.000]  凡遵行我天父旨意的
[00:10:42.000 --> 00:10:47.000]  誰是我的弟兄 姐妹 和母親
[00:10:47.000 --> 00:10:50.000]  對於未信耶穌的朋友來說
[00:10:50.000 --> 00:10:51.000]  進入耶穌的家譜
[00:10:51.000 --> 00:10:54.000]  就是邀請你接受耶穌
[00:10:54.000 --> 00:10:56.000]  以至你可以進入耶穌的家譜
[00:10:56.000 --> 00:10:59.000]  一起分享祂帶給你的希望
[00:10:59.000 --> 00:11:02.000]  對於信了耶穌的弟兄姐妹來說
[00:11:02.000 --> 00:11:03.000]  耶穌要邀請你
[00:11:03.000 --> 00:11:05.000]  遵行祂的旨意
[00:11:05.000 --> 00:11:07.000]  遵行祂的旨意不是那麼簡單
[00:11:07.000 --> 00:11:09.000]  你遵行祂的旨意
[00:11:09.000 --> 00:11:11.000]  遵守神的命令的時候
[00:11:11.000 --> 00:11:15.000]  你就領受在聖經上的應許
[00:11:15.000 --> 00:11:18.000]  各位朋友 各位兄弟姐妹
[00:11:18.000 --> 00:11:20.000]  今天你的生命覺得怎麼樣
[00:11:20.000 --> 00:11:24.000]  你覺不覺得你周圍的環境
[00:11:24.000 --> 00:11:26.000]  你的客觀環境
[00:11:26.000 --> 00:11:28.000]  或者你的人生
[00:11:28.000 --> 00:11:30.000]  很悶
[00:11:30.000 --> 00:11:33.000]  很爛悶
[00:11:33.000 --> 00:11:35.000]  可能就好像耶穌的家譜那樣
[00:11:35.000 --> 00:11:38.000]  看得枯燥無味
[00:11:38.000 --> 00:11:40.000]  你覺得你應該有些突破
[00:11:40.000 --> 00:11:42.000]  你期望有些突破
[00:11:42.000 --> 00:11:45.000]  你期望有些盼望給你
[00:11:45.000 --> 00:11:48.000]  你期望有些心機給你
[00:11:48.000 --> 00:11:50.000]  今天耶穌要跟你說
[00:11:50.000 --> 00:11:52.000]  祂是唯一那個
[00:11:52.000 --> 00:11:55.000]  可以帶給你真正盼望的人
[00:11:55.000 --> 00:11:57.000]  你信不信呢
[00:11:57.000 --> 00:12:00.000]  在過往的禮拜三教會的祈禱會
[00:12:00.000 --> 00:12:03.000]  我們有一班弟兄姐妹
[00:12:03.000 --> 00:12:05.000]  作講見證
[00:12:05.000 --> 00:12:07.000]  有很多這樣的事
[00:12:07.000 --> 00:12:09.000]  有很多我今天選了幾個見證
[00:12:09.000 --> 00:12:11.000]  和大家分享
[00:12:11.000 --> 00:12:14.000]  有一位姐妹因爲疫情的關係
[00:12:14.000 --> 00:12:16.000]  她需要工作在家
[00:12:16.000 --> 00:12:18.000]  需要在家工作
[00:12:18.000 --> 00:12:20.000]  她就用這個機會
[00:12:20.000 --> 00:12:23.000]  和她家裏的媽媽傳福音
[00:12:23.000 --> 00:12:25.000]  她媽媽就信了耶穌
[00:12:25.000 --> 00:12:28.000]  她媽媽是患上腦退化症
[00:12:28.000 --> 00:12:29.000]  以前呢
[00:12:29.000 --> 00:12:30.000]  昨天說的話
[00:12:30.000 --> 00:12:31.000]  今天就忘記了
[00:12:31.000 --> 00:12:33.000]  但是很神奇
[00:12:33.000 --> 00:12:35.000]  她媽媽信了耶穌之後
[00:12:35.000 --> 00:12:37.000]  隔了很長的時間
[00:12:37.000 --> 00:12:40.000]  她媽媽仍然很清楚地說給人聽
[00:12:40.000 --> 00:12:42.000]  我是信耶穌
[00:12:42.000 --> 00:12:44.000]  神即其事
[00:12:44.000 --> 00:12:47.000]  有一位弟兄是做工程生意的
[00:12:47.000 --> 00:12:50.000]  在疫情引致的經濟衰退
[00:12:50.000 --> 00:12:53.000]  他不知道怎麼去繼續下去
[00:12:53.000 --> 00:12:56.000]  但是他在見證裏面
[00:12:56.000 --> 00:12:59.000]  他就說他要學習去依靠
[00:12:59.000 --> 00:13:00.000]  去信靠
[00:13:00.000 --> 00:13:01.000]  去禱告
[00:13:01.000 --> 00:13:03.000]  單單仰望神
[00:13:03.000 --> 00:13:06.000]  他要學信不過神的供應
[00:13:06.000 --> 00:13:09.000]  所以他仍然在教會對Crosby那裏侍奉
[00:13:09.000 --> 00:13:13.000]  但是神就是這麼信實
[00:13:13.000 --> 00:13:14.000]  當他一直禱告
[00:13:14.000 --> 00:13:16.000]  在去年的情況裏面
[00:13:16.000 --> 00:13:18.000]  這麼困難
[00:13:18.000 --> 00:13:22.000]  但是他接到政府的工程的標書
[00:13:22.000 --> 00:13:25.000]  一次又一次連續地中標
[00:13:25.000 --> 00:13:28.000]  以至神的供應是從來都沒有斷絕過
[00:13:28.000 --> 00:13:30.000]  他說神的恩典
[00:13:30.000 --> 00:13:33.000]  祂的供應是超過他所想所求
[00:13:33.000 --> 00:13:35.000]  有一位弟兄也是
[00:13:35.000 --> 00:13:39.000]  無論任何環境他堅持十一奉獻
[00:13:39.000 --> 00:13:41.000]  就是照聖經的應許
[00:13:41.000 --> 00:13:44.000]  當我們憑信心行十一奉獻的時候
[00:13:44.000 --> 00:13:46.000]  他就領受到在聖經裏面
[00:13:46.000 --> 00:13:48.000]  神對十一奉獻者的應許
[00:13:48.000 --> 00:13:52.000]  就是這個疫情引起很多的經濟問題
[00:13:52.000 --> 00:13:53.000]  很多的失業
[00:13:53.000 --> 00:13:55.000]  但是他的工作和收入
[00:13:55.000 --> 00:13:57.000]  從來都沒有中斷過
[00:13:57.000 --> 00:13:59.000]  所以他獻上了極大的感恩
[00:13:59.000 --> 00:14:01.000]  有一位姐妹在年底的時候
[00:14:01.000 --> 00:14:02.000]  她向神禱告
[00:14:02.000 --> 00:14:06.000]  我做了這麼久我很想轉工
[00:14:06.000 --> 00:14:08.000]  但是我信靠禰
[00:14:08.000 --> 00:14:10.000]  求禰安排應允我的討告
[00:14:10.000 --> 00:14:12.000]  並且安排最好的時間
[00:14:12.000 --> 00:14:14.000]  於是神真的應允她的討告
[00:14:14.000 --> 00:14:16.000]  真的讓她轉成功
[00:14:16.000 --> 00:14:18.000]  但是神的時間是最好的
[00:14:18.000 --> 00:14:20.000]  當她上新工的時候
[00:14:20.000 --> 00:14:22.000]  就剛剛疫情爆發
[00:14:22.000 --> 00:14:24.000]  這個時間她才知道
[00:14:24.000 --> 00:14:26.000]  原來神不僅應允她的討告
[00:14:26.000 --> 00:14:29.000]  神的安排是最好的
[00:14:29.000 --> 00:14:31.000]  因爲她轉了公司的時候
[00:14:31.000 --> 00:14:33.000]  原來她的公司開始裁員
[00:14:33.000 --> 00:14:35.000]  開始減薪
[00:14:35.000 --> 00:14:37.000]  開始放無薪假期
[00:14:37.000 --> 00:14:40.000]  但是她新的公司卻是安然無事
[00:14:40.000 --> 00:14:42.000]  所以獻上了這個感恩
[00:14:42.000 --> 00:14:44.000]  有一位姐妹
[00:14:44.000 --> 00:14:48.000]  她的小女兒患上巨結腸症
[00:14:48.000 --> 00:14:49.000]  是罕有的症
[00:14:49.000 --> 00:14:51.000]  一個這麼小的小妹妹
[00:14:51.000 --> 00:14:53.000]  需要做兩次大手術
[00:14:53.000 --> 00:14:55.000]  不知道該怎麼辦
[00:14:55.000 --> 00:14:58.000]  你以爲這樣就很困難
[00:14:58.000 --> 00:15:01.000]  同一時間她老公要和她離婚
[00:15:01.000 --> 00:15:05.000]  並且要拿回她香港的資產
[00:15:05.000 --> 00:15:07.000]  包括她住的那個房子
[00:15:07.000 --> 00:15:09.000]  沒有房子住
[00:15:09.000 --> 00:15:11.000]  還不止這樣
[00:15:11.000 --> 00:15:13.000]  這樣不是最慘
[00:15:13.000 --> 00:15:14.000]  和不單行
[00:15:14.000 --> 00:15:19.000]  同一時間她的爸爸因爲中風離開這個世界
[00:15:19.000 --> 00:15:22.000]  媽媽又因爲精神病發作
[00:15:22.000 --> 00:15:24.000]  要和她斷絕關係
[00:15:24.000 --> 00:15:26.000]  如果是你
[00:15:26.000 --> 00:15:28.000]  這麼多的難處
[00:15:28.000 --> 00:15:30.000]  都不是普通的難處
[00:15:30.000 --> 00:15:32.000]  是一些很慘的難處
[00:15:32.000 --> 00:15:34.000]  同一時間放在一起
[00:15:34.000 --> 00:15:36.000]  你怎麼面對
[00:15:36.000 --> 00:15:39.000]  一個女人帶着兩個女兒
[00:15:39.000 --> 00:15:41.000]  很小
[00:15:41.000 --> 00:15:42.000]  沒有工作
[00:15:42.000 --> 00:15:44.000]  無家可歸
[00:15:44.000 --> 00:15:47.000]  你怎麼面對將來
[00:15:47.000 --> 00:15:49.000]  這位姐妹討告
[00:15:49.000 --> 00:15:50.000]  信靠神
[00:15:50.000 --> 00:15:52.000]  神就給她三個神蹟
[00:15:52.000 --> 00:15:54.000]  第一個神蹟是
[00:15:54.000 --> 00:15:56.000]  突然有一天她老公
[00:15:56.000 --> 00:15:58.000]  竟然回心轉意
[00:15:58.000 --> 00:16:00.000]  竟然良心發現
[00:16:00.000 --> 00:16:01.000]  和她說
[00:16:01.000 --> 00:16:03.000]  我不用你搬走
[00:16:03.000 --> 00:16:05.000]  你可以住回這間房子
[00:16:05.000 --> 00:16:07.000]  起碼她不會無家可歸
[00:16:07.000 --> 00:16:09.000]  第二件事就是感謝主
[00:16:09.000 --> 00:16:11.000]  因爲她在教會里面
[00:16:11.000 --> 00:16:13.000]  很多的姐妹關心她
[00:16:13.000 --> 00:16:15.000]  很多姐妹爲她討告
[00:16:15.000 --> 00:16:16.000]  鼓勵她
[00:16:16.000 --> 00:16:17.000]  支持她
[00:16:17.000 --> 00:16:18.000]  和她一起祈禱
[00:16:18.000 --> 00:16:20.000]  爲她祈禱
[00:16:20.000 --> 00:16:21.000]  並且去到她家裏
[00:16:21.000 --> 00:16:25.000]  幫忙照顧她的兩個女兒
[00:16:25.000 --> 00:16:27.000]  第三個神蹟就是
[00:16:27.000 --> 00:16:30.000]  她寄了二百封求職信出去
[00:16:30.000 --> 00:16:32.000]  有六次面試
[00:16:32.000 --> 00:16:35.000]  結果神一直神蹟其次地安排
