
[00:00:00.000 --> 00:00:03.520]  《時事記》的十四章、十五章
[00:02:54.480 --> 00:02:58.160]  她對拿細爾人的誓言不忠心
[00:02:58.160 --> 00:03:03.880]  她絕對對神的律例典章都沒有遵守
[00:03:03.880 --> 00:03:06.920]  她一步一步地離棄神
[00:03:06.920 --> 00:03:09.720]  做到最後她身上的能力
[00:03:09.720 --> 00:03:11.480]  完全失去了
[00:03:11.480 --> 00:03:14.760]  因為神已經離開了她
[00:03:14.760 --> 00:03:20.480]  我們首先看看她如何失去她對父母的尊敬
[00:03:20.480 --> 00:03:23.800]  參宣神一開始她出世
[00:03:23.800 --> 00:03:26.600]  就讓她在一個屬靈的家庭裏面
[00:03:26.600 --> 00:03:28.680]  她的父母都是屬靈的人
[00:03:28.680 --> 00:03:30.880]  來養育她
[00:03:30.880 --> 00:03:33.000]  她有一個好的開始
[00:03:33.000 --> 00:03:35.480]  但她不知道為什麼
[00:03:35.480 --> 00:03:39.120]  悠悠蕩蕩去了敵人的領土
[00:03:39.120 --> 00:03:43.600]  在離開她家四里以外的地方
[00:03:43.600 --> 00:03:48.120]  我曾經說過當時以色列人住在山上高
[00:03:48.120 --> 00:03:52.400]  俄羅斯人住在沿海的平原
[00:03:52.400 --> 00:03:57.320]  中間有些低窪的地方叫做沙菲勒
[00:03:57.320 --> 00:03:59.800]  來隔開兩地
[00:03:59.800 --> 00:04:03.280]  但她不理會這些界限
[00:04:03.280 --> 00:04:06.080]  仍然去到外邦人的地方
[00:04:06.080 --> 00:04:09.800]  見到有個女人就被她迷住了
[00:04:09.800 --> 00:04:12.680]  一定要娶她為妻
[00:04:12.680 --> 00:04:15.480]  當時她的父母有勸她
[00:04:15.480 --> 00:04:17.880]  但她不聽父母的話
[00:04:17.880 --> 00:04:21.160]  當然她也違背了神的律例
[00:04:21.160 --> 00:04:25.120]  典章神說不要跟外邦人交往
[00:04:25.120 --> 00:04:29.120]  不要娶外邦的女子為妻
[00:04:29.120 --> 00:04:32.760]  我們說參宣是一個有信心的人
[00:04:32.760 --> 00:04:36.200]  但她不是時時都有信心
[00:04:36.200 --> 00:04:39.480]  很多時她是靠著她眼見的東西
[00:04:39.480 --> 00:04:41.480]  來活出她的生命
[00:04:41.480 --> 00:04:44.960]  而不是靠著她的信心
[00:04:44.960 --> 00:04:49.440]  她被眼目的情慾控制著
[00:04:49.440 --> 00:04:53.840]  而她不是被神的話語控制
[00:04:53.840 --> 00:04:57.760]  參宣她所體重的
[00:04:57.760 --> 00:05:00.600]  不是怎樣來取悅神
[00:05:00.600 --> 00:05:03.640]  或者怎樣來取悅她的父母
[00:05:03.640 --> 00:05:07.920]  她完全是為了要取悅她自己
[00:05:07.920 --> 00:05:13.680]  她喜歡做什麼她就去做什麼
[00:05:13.680 --> 00:05:16.400]  當我們不服從神的時候
[00:05:16.400 --> 00:05:19.120]  神甚至可以用我們的罪
[00:05:19.120 --> 00:05:23.360]  用我們的錯誤來完成祂的旨意
[00:05:23.360 --> 00:05:26.560]  記不記得在創世紀的五十章
[00:05:26.560 --> 00:05:27.880]  約瑟怎麼說
[00:05:27.880 --> 00:05:29.640]  他跟他的兄弟說
[00:05:29.640 --> 00:05:32.680]  你們的意思是要來害我
[00:05:32.680 --> 00:05:36.880]  但神的意思是美好的
[00:05:36.880 --> 00:05:39.880]  所以神絕對可以用人的錯誤
[00:05:39.880 --> 00:05:43.160]  來成就祂的旨意
[00:05:43.160 --> 00:05:45.280]  但當我們不服從
[00:05:45.280 --> 00:05:47.080]  當我們失敗的時候
[00:05:47.080 --> 00:05:50.160]  我們絕對是要為我們自己的失敗
[00:05:50.160 --> 00:05:54.480]  為我們自己的罪來付出責任
[00:05:54.480 --> 00:05:56.440]  千萬我們不可以說
[00:05:56.440 --> 00:05:57.760]  喂!神啊!
[00:05:57.760 --> 00:05:59.720]  你透過我們的罪
[00:05:59.720 --> 00:06:01.240]  完成了祢的旨意
[00:06:01.240 --> 00:06:03.520]  你不應該怪我
[00:06:03.520 --> 00:06:04.720]  沒有這件事
[00:06:04.720 --> 00:06:09.600]  我們絕對是要為我們的罪來承擔責任
[00:06:09.600 --> 00:06:13.520]  參宣本來是應該帶領以色列人
[00:06:13.520 --> 00:06:15.240]  和敵人來爭戰
[00:06:15.240 --> 00:06:18.880]  但他卻要和敵人結婚
[00:06:18.880 --> 00:06:21.400]  神利用這件事
[00:06:21.400 --> 00:06:26.280]  使得參宣和敵人不和
[00:06:26.280 --> 00:06:28.880]  結果他做出一連串的事
[00:06:28.880 --> 00:06:31.760]  都在神的旨意之中
[00:06:31.760 --> 00:06:33.320]  他做了些什麼事?
[00:06:33.320 --> 00:06:37.160]  他首先殺死了三十個菲利士人
[00:06:37.160 --> 00:06:40.080]  在史詩記的十四章十九節
[00:06:40.080 --> 00:06:42.840]  他燒毀了敵人的裝甲
[00:06:42.840 --> 00:06:45.840]  史詩記的十五章一至五節
[00:06:45.840 --> 00:06:47.960]  他進行了大屠殺
[00:06:47.960 --> 00:06:49.880]  來屠殺菲利士人
[00:06:49.880 --> 00:06:52.840]  史詩記的十五章七至八節
[00:06:52.840 --> 00:06:57.360]  還有他用一塊未乾的奴衰骨
[00:06:57.360 --> 00:06:59.920]  殺死了一千個菲利士人
[00:06:59.920 --> 00:07:02.960]  史詩記的十五章五節
[00:07:02.960 --> 00:07:07.240]  他完全沒有計劃做這些事
[00:07:07.240 --> 00:07:09.600]  這些全部都是神的計劃
[00:07:09.600 --> 00:07:11.160]  透過他的罪
[00:07:11.160 --> 00:07:14.160]  完成了神自己的旨意
[00:07:14.160 --> 00:07:18.560]  使得參宣和敵人結下了深仇大恨
[00:07:18.560 --> 00:07:20.920]  而參宣本來就希望
[00:07:20.920 --> 00:07:24.760]  和菲利士人結交
[00:07:24.760 --> 00:07:29.560]  除了他不尊敬他的父母
[00:07:29.560 --> 00:07:35.280]  他也失去了拿世爾人的標記
[00:07:35.280 --> 00:07:40.440]  他沒有尊敬拿世爾人的誓言
[00:07:40.440 --> 00:07:44.600]  當參宣和父母去到亭拿這個地方
[00:07:44.600 --> 00:07:47.280]  來安排婚禮
[00:07:47.280 --> 00:07:51.960]  參宣好像離開了父母一段時間
[00:07:51.960 --> 00:07:55.080]  進入了一個葡萄園
[00:07:55.080 --> 00:07:59.480]  裡面看到一隻獅子
[00:07:59.480 --> 00:08:02.320]  一個葡萄園對一個拿世爾人來說
[00:08:02.320 --> 00:08:05.160]  其實是一個很危險的地方
[00:08:05.160 --> 00:08:08.440]  在史詩記的六章三至四節
[00:08:08.440 --> 00:08:12.880]  說一個拿世爾人清酒、濃酒都不可以喝
[00:08:12.880 --> 00:08:17.560]  葡萄籽的核、葡萄籽的皮
[00:08:17.560 --> 00:08:19.480]  都不可以吃
[00:08:19.480 --> 00:08:22.360]  他居然進入了葡萄園裡面
[00:08:22.360 --> 00:08:27.880]  將自己在危險的地方暴露自己
[00:08:27.880 --> 00:08:31.360]  神好像派了一隻獅子來警告他一樣
[00:08:31.360 --> 00:08:34.920]  但他卻把那隻獅子殺死了
[00:08:34.920 --> 00:08:38.280]  如果神派這隻獅子來警告他
[00:08:38.280 --> 00:08:41.280]  是沒有承受到神的旨意
[00:08:41.280 --> 00:08:43.640]  因為參宣仍然之後
[00:08:43.640 --> 00:08:45.640]  都是進入敵人的地方
[00:08:45.640 --> 00:08:50.040]  來和菲利士人結婚
[00:08:50.040 --> 00:08:54.000]  當他幾個星期後回到亭南
[00:08:54.000 --> 00:08:55.680]  在亭南的路上
[00:08:55.680 --> 00:08:58.560]  他再次經過這個葡萄園
[00:08:58.560 --> 00:09:00.960]  他再次進入葡萄園
[00:09:00.960 --> 00:09:02.480]  他要來做什麼?
[00:09:02.480 --> 00:09:07.000]  原來是要來欣賞他自己的戰利品
[00:09:07.000 --> 00:09:09.960]  欣賞那隻獅子的屍體
[00:09:09.960 --> 00:09:12.360]  你說:嘩!怎麼這麼噁心?
[00:09:12.360 --> 00:09:14.600]  我很喜歡看CSI
[00:09:14.600 --> 00:09:16.800]  Crime Scene Investigation
[00:09:16.800 --> 00:09:19.200]  經常都告訴我
[00:09:19.200 --> 00:09:21.200]  兇手很多時都喜歡
[00:09:21.200 --> 00:09:24.560]  走回自己兇殺的現場
[00:09:24.560 --> 00:09:26.080]  來做什麼?
[00:09:26.080 --> 00:09:28.280]  來欣賞那些屍體
[00:09:28.280 --> 00:09:30.560]  就是他殺死的屍體
[00:09:30.560 --> 00:09:34.280]  那些兇手是有自豪感的
[00:09:34.280 --> 00:09:37.760]  參宣最初因為他身體的情慾
[00:09:37.760 --> 00:09:39.120]  眼目的情慾
[00:09:39.120 --> 00:09:42.280]  要和菲利士的女子結婚
[00:09:42.280 --> 00:09:46.280]  現在加上今生的驕傲
[00:09:46.280 --> 00:09:50.920]  就是約翰一書二章十六節所講的三樣罪
[00:09:50.920 --> 00:09:54.520]  他完全都在他身上出現
[00:09:54.520 --> 00:09:56.280]  還有一件什麼事?
[00:09:56.280 --> 00:10:00.320]  他發覺原來獅子吃了一個豐豆
[00:10:00.320 --> 00:10:02.880]  獅子死了之後身體腐爛
[00:10:02.880 --> 00:10:04.720]  裡面有一個豐豆
[00:10:04.720 --> 00:10:05.640]  他就怎樣?
[00:10:05.640 --> 00:10:08.480]  他就拿了一些蜂蜜來吃
[00:10:08.480 --> 00:10:13.960]  他就是被獅子的屍體玷污了
[00:10:13.960 --> 00:10:17.280]  到現在為止他已經違背了
[00:10:17.280 --> 00:10:19.960]  幾多拿細爾人的誓言?
[00:10:19.960 --> 00:10:22.400]  一共是兩個
[00:10:22.400 --> 00:10:25.960]  三個當中他已經違背了兩個
[00:10:25.960 --> 00:10:27.080]  第一個
[00:10:27.080 --> 00:10:31.200]  他走進去葡萄園接觸葡萄
[00:10:31.200 --> 00:10:32.400]  第二個
[00:10:32.400 --> 00:10:38.000]  就是他被獅子的屍體玷污了自己
[00:10:38.000 --> 00:10:42.040]  到日後他再被大利拉誘惑他
[00:10:42.040 --> 00:10:45.400]  說出他拿細爾人的誓言
[00:10:45.400 --> 00:10:49.360]  最後一個不剃頭留長頭髮
[00:10:49.360 --> 00:10:51.960]  當大利拉剃光他的頭
[00:10:51.960 --> 00:10:55.360]  他三個誓言完全都毀滅了
[00:10:55.360 --> 00:11:01.120]  神的力量最後就是離開了他
[00:11:01.120 --> 00:11:04.800]  還有他不單止沒有尊敬父母
[00:11:04.800 --> 00:11:09.040]  他不單止沒有尊敬拿細爾人的誓言
[00:11:09.040 --> 00:11:14.640]  他對自己的罪完全失去敏感性
[00:11:14.640 --> 00:11:18.880]  由於參宣是和菲律師人結婚
[00:11:18.880 --> 00:11:21.160]  他沒有帶親朋戚友
[00:11:21.160 --> 00:11:25.440]  因為當時菲律師人是壓迫以色列人
[00:11:25.440 --> 00:11:29.160]  相信沒有什麼人敢走去菲律師的地方
[00:11:29.160 --> 00:11:32.800]  所以菲律師人給了他三十個賓客
[00:11:32.800 --> 00:11:34.840]  你說怎麼會有這樣的事?
[00:11:34.840 --> 00:11:39.320]  是的,因為參宣這個人是非常不能預測
[00:11:39.320 --> 00:11:42.280]  他下一步會做什麼事
[00:11:42.280 --> 00:11:46.760]  而他們也知道參宣是一個恐武有力的人
[00:11:46.760 --> 00:11:51.240]  用什麼他假意去到菲律師人的地方成婚
[00:11:51.240 --> 00:11:54.320]  結果他要攻擊菲律師?
[00:11:54.320 --> 00:11:57.240]  多大膽找一班人看著他
[00:11:57.240 --> 00:11:59.480]  就找了三十個賓客
[00:11:59.480 --> 00:12:04.000]  我相信可能這班都是衛兵
[00:12:04.000 --> 00:12:07.200]  由於這個婚禮的開始
[00:12:07.200 --> 00:12:09.640]  相信氣氛非常緊張
[00:12:09.640 --> 00:12:12.360]  你也可以想像得到
[00:12:12.360 --> 00:12:16.840]  菲律師人和以色列人是不和的
[00:12:16.840 --> 00:12:19.440]  所以參宣就想了一個辦法
[00:12:19.440 --> 00:12:23.360]  來打破這些沉寂的氣氛
[00:12:23.360 --> 00:12:26.760]  就好像我們現在去派對
[00:12:26.760 --> 00:12:29.000]  很多時候有Icebreaker
[00:12:29.000 --> 00:12:30.240]  用來做什麼?
[00:12:30.240 --> 00:12:33.040]  來打破沉寂的氣氛
[00:12:33.040 --> 00:12:36.680]  大家開心一點,不要太緊張
[00:12:36.680 --> 00:12:39.640]  參宣就說了一個謎語
[00:12:39.640 --> 00:12:41.240]  讓人猜
[00:12:41.240 --> 00:12:44.360]  你猜得中的話,參宣說
[00:12:44.360 --> 00:12:46.040]  你三十個賓客
[00:12:46.040 --> 00:12:49.920]  每個人我都會給你一件內衣和外衣
[00:12:49.920 --> 00:12:51.920]  但如果你猜不到
[00:12:51.920 --> 00:12:53.280]  反過來
[00:12:53.280 --> 00:12:58.240]  你每人都要給一件內衣和外衣給參宣
[00:12:58.240 --> 00:13:00.080]  這個謎語是什麼?
[00:13:00.080 --> 00:13:03.000]  次師記的十四章十四節
[00:13:03.000 --> 00:13:05.480]  吃的是從吃者出來
[00:13:05.480 --> 00:13:08.680]  甜的是從強者出來
[00:13:08.680 --> 00:13:11.280]  說的是什麼?
[00:13:11.280 --> 00:13:13.040]  他吃了蜜糖
[00:13:13.040 --> 00:13:15.160]  這些食物從哪裡來?
[00:13:15.160 --> 00:13:17.120]  是從吃者出來
[00:13:17.120 --> 00:13:19.040]  那隻獅子吃了蜜糖
[00:13:19.040 --> 00:13:21.160]  吃了蜜蜂痘
[00:13:21.160 --> 00:13:24.400]  甜的是從強者出來
[00:13:24.400 --> 00:13:26.120]  甜的是什麼?
[00:13:26.120 --> 00:13:27.800]  是蜜糖
[00:13:27.800 --> 00:13:29.480]  強者是誰?
[00:13:29.480 --> 00:13:31.280]  是那隻獅子
[00:13:31.280 --> 00:13:34.200]  你說如果有這樣的謎語
[00:13:34.200 --> 00:13:36.160]  不是你親力經過
[00:13:36.160 --> 00:13:37.760]  怎麼猜得出來?
[00:13:37.760 --> 00:13:40.840]  沒有人知道他在說什麼
[00:13:40.840 --> 00:13:43.400]  但是有一樣東西很糟糕
[00:13:43.400 --> 00:13:47.040]  就是你發覺參宣居然是用他自己
[00:13:47.040 --> 00:13:48.960]  犯罪的經歷
[00:13:48.960 --> 00:13:51.240]  就是他怎樣違背那世
[00:13:51.240 --> 00:13:53.640]  以人第一個的誓言
[00:13:53.640 --> 00:13:55.440]  來做謎語
[00:13:55.440 --> 00:13:58.240]  證明他完全對他自己的罪
[00:13:58.240 --> 00:14:00.080]  是失去了敏感
[00:14:00.080 --> 00:14:05.000]  他不是為了自己違背了那世以人的諾言而痛心
[00:14:05.000 --> 00:14:08.440]  他反而用這樣的謎語來開玩笑
[00:14:08.440 --> 00:14:12.360]  來做這個 Icebreaker
[00:14:12.360 --> 00:14:17.560]  所以我們見到參宣是已經對自己的罪麻木
[00:14:17.560 --> 00:14:21.000]  如果這班人猜不到的話
[00:14:21.000 --> 00:14:23.640]  就要賠三十件衣服
[00:14:23.640 --> 00:14:27.360]  內衣外衣來給參宣
[00:14:27.360 --> 00:14:33.320]  對他們來說是一個很昂貴的價格
[00:14:33.320 --> 00:14:34.440]  於是怎樣?
[00:14:34.440 --> 00:14:40.520]  他們知道不能夠強迫參宣說出這個答案
[00:14:40.520 --> 00:14:42.360]  唯一的途徑是什麼?
[00:14:42.360 --> 00:14:44.560]  選一些比較容易的
[00:14:44.560 --> 00:14:46.600]  參宣的未婚妻
[00:14:46.600 --> 00:14:48.320]  走去威逼他
[00:14:48.320 --> 00:14:50.120]  天天走去威逼他
[00:14:50.120 --> 00:14:50.920]  跟他說
[00:14:50.920 --> 00:14:54.560]  你一個星期之內不說出這個謎底
[00:14:54.560 --> 00:14:56.440]  我燒了你爸爸的房子
[00:14:56.440 --> 00:14:59.360]  燒死你爸爸也燒死了你
[00:14:59.360 --> 00:15:04.640]  參宣本來絕對不會說出謎底
[00:15:04.640 --> 00:15:07.360]  但是過了到第七天
[00:15:07.360 --> 00:15:08.720]  他就沒辦法了
[00:15:08.720 --> 00:15:09.760]  心軟了
[00:15:09.760 --> 00:15:10.840]  為什麼?
[00:15:10.840 --> 00:15:16.120]  可能他又怕他的未婚妻真的會遭受不測
[00:15:16.120 --> 00:15:17.800]  另外一個可能性
[00:15:17.800 --> 00:15:21.440]  就是因為他的婚禮要在七天之內完成
[00:15:21.440 --> 00:15:24.000]  所以他最後還是說出了謎底
[00:15:24.000 --> 00:15:26.320]  給他的未婚妻聽
[00:15:26.320 --> 00:15:31.720]  於是未婚妻當然是說給菲律師人聽
[00:15:31.720 --> 00:15:34.320]  我們看到這個菲律師人的女子
[00:15:34.320 --> 00:15:37.000]  起初就迷惑參宣
[00:15:37.000 --> 00:15:38.880]  控制他之後
[00:15:38.880 --> 00:15:40.880]  最後就出賣他
[00:15:40.880 --> 00:15:42.200]  將他的秘密
[00:15:42.200 --> 00:15:45.520]  說給了菲律師人聽
[00:15:45.520 --> 00:15:47.320]  參宣很大力
[00:15:47.320 --> 00:15:48.680]  可以殺死獅子
[00:15:48.680 --> 00:15:50.840]  他可以做很多事情
[00:15:50.840 --> 00:15:54.520]  但是他不能勝過女人的眼淚
[00:15:54.520 --> 00:15:57.480]  所謂英雄難過美人關
[00:15:57.480 --> 00:15:59.280]  對不對?
[00:15:59.280 --> 00:16:02.200]  接著參宣怎麼說?
[00:16:02.200 --> 00:16:04.040]  他跟那群賓客說
[00:16:04.040 --> 00:16:07.040]  你們不是用我的母牛毒
[00:16:07.040 --> 00:16:08.600]  來奸地嗎?
[00:16:08.600 --> 00:16:11.640]  你們絕對猜不到我的謎語
[00:16:11.640 --> 00:16:15.000]  這句話原來是有骨頭的
[00:16:15.000 --> 00:16:19.200]  他說你不是用我的母牛毒來奸田
[00:16:19.200 --> 00:16:22.080]  以色列人不會用母牛來奸田的
[00:16:22.080 --> 00:16:24.680]  都是供牛奸田的
[00:16:24.680 --> 00:16:26.400]  母牛用來做什麼?
[00:16:26.400 --> 00:16:30.200]  生嬰兒供應牛奶
[00:16:30.200 --> 00:16:32.640]  現在參宣說你們用母牛毒
[00:16:32.640 --> 00:16:35.400]  還是我的母牛毒來奸地
[00:16:35.400 --> 00:16:38.960]  就是說你們根本沒有用正常的規則
[00:16:38.960 --> 00:16:41.360]  來玩這個遊戲
[00:16:41.360 --> 00:16:43.640]  正常的規則是用供牛奸田
[00:16:43.640 --> 00:16:46.600]  現在用母牛毒還是我的
[00:16:46.600 --> 00:16:49.800]  你們已經犯了規
[00:16:49.800 --> 00:16:53.960]  參宣叫他自己的未婚妻做母牛
[00:16:53.960 --> 00:16:56.720]  不知道他未婚妻會有什麼感覺呢?
[00:16:56.720 --> 00:16:59.440]  我也不知道
[00:16:59.440 --> 00:17:05.360]  如果菲律師人沒有照規矩來猜出這個謎語
[00:17:05.360 --> 00:17:09.160]  本來參宣是不需要給他們獎品的
[00:17:09.160 --> 00:17:12.160]  但是我相信參宣可能是害怕
[00:17:12.160 --> 00:17:17.200]  他的未婚妻和未來岳父會有不測
[00:17:17.200 --> 00:17:20.880]  所以他最後還是給他們獎品
[00:17:20.880 --> 00:17:23.040]  三十件衣服從哪裡來的?
[00:17:23.040 --> 00:17:26.480]  他就去了二十里外的阿薩基倫
[00:17:26.480 --> 00:17:30.120]  殺死了三十個菲律師人
[00:17:30.120 --> 00:17:33.320]  除了他們的外衣和內衣
[00:17:33.320 --> 00:17:35.520]  拿回來做獎品
[00:17:35.520 --> 00:17:39.320]  給那三十個賓客
[00:17:39.320 --> 00:17:43.360]  雖然他給了這些獎品給賓客
[00:17:43.360 --> 00:17:44.680]  但是他仍然很生氣
[00:17:44.680 --> 00:17:46.360]  他生氣他的未婚妻
[00:17:46.360 --> 00:17:47.800]  出賣了他
[00:17:47.800 --> 00:17:50.320]  所以他婚禮都沒有完成
[00:17:50.320 --> 00:17:53.360]  就回到自己所拉的地方
[00:17:53.360 --> 00:17:56.800]  回到父母那裡
[00:17:56.800 --> 00:17:58.160]  他離開了
[00:17:58.160 --> 00:17:59.920]  他的岳父怎樣做?
[00:17:59.920 --> 00:18:06.040]  把女兒嫁給其中三十個賓客當中的伴郎
[00:18:06.040 --> 00:18:10.880]  神就用這件事來激發參宣和菲律師人
[00:18:10.880 --> 00:18:13.600]  令到他們中間不和
[00:18:13.600 --> 00:18:18.320]  令到他們開始有牙齒印
[00:18:18.320 --> 00:18:23.000]  如果參宣是能夠隨心所欲
[00:18:23.000 --> 00:18:25.600]  娶了一個菲律師的女子
[00:18:25.600 --> 00:18:26.800]  那會怎樣?
[00:18:26.800 --> 00:18:30.880]  就不能夠完成神給他的工作
[00:18:30.880 --> 00:18:32.760]  今時今日都是一樣
[00:18:32.760 --> 00:18:37.440]  很多基督徒都和非基督徒同父一騙
[00:18:37.440 --> 00:18:43.200]  其實是阻礙了神在這些人身上的工作
[00:18:43.200 --> 00:18:46.640]  如果參宣是求神來引導他
[00:18:46.640 --> 00:18:48.360]  神是會指引的
[00:18:48.360 --> 00:18:51.520]  但是如果參宣是偏行己路
[00:18:51.520 --> 00:18:52.840]  自把自為
[00:18:52.840 --> 00:18:56.280]  好像他在《士司記》裡面的經文所記載
[00:18:56.280 --> 00:18:58.320]  神就一定要插手
[00:18:58.320 --> 00:19:02.760]  來推翻參宣作出來的決定
[00:19:02.760 --> 00:19:06.720]  本來參宣是想和菲律師人通婚
[00:19:06.720 --> 00:19:10.960]  現在反而殺死了三十個菲律師人
[00:19:10.960 --> 00:19:14.560]  開始和他們結了仇怨
[00:19:14.560 --> 00:19:16.480]  看著詩篇的三十二篇
[00:19:16.480 --> 00:19:17.920]  八至九節
[00:19:17.920 --> 00:19:19.840]  神說我要教導你
[00:19:19.840 --> 00:19:21.760]  指示你當行的路
[00:19:21.760 --> 00:19:24.080]  我要定征在你的身上
[00:19:24.080 --> 00:19:25.400]  勸誡你
[00:19:25.400 --> 00:19:28.320]  你不可像那無知的雷馬
[00:19:28.320 --> 00:19:31.720]  必用雀環臂頭勒住他
[00:19:31.720 --> 00:19:35.000]  不然就不能馴服
[00:19:35.000 --> 00:19:37.040]  神說什麼?
[00:19:37.040 --> 00:19:38.680]  當他們聽話的時候
[00:19:38.680 --> 00:19:41.600]  神只需要定征在我們身上
[00:19:41.600 --> 00:19:43.400]  對我們打一個眼色
[00:19:43.400 --> 00:19:45.960]  我們立刻就能夠跟隨他
[00:19:45.960 --> 00:19:49.640]  好像聽話的小朋友跟著父母一樣
[00:19:49.640 --> 00:19:51.240]  但是如果你不聽話
[00:19:51.240 --> 00:19:54.400]  神就要對付像雷馬一樣
[00:19:54.400 --> 00:19:59.400]  是用雀環臂頭來引牽我們
[00:19:59.400 --> 00:20:01.200]  參宣像什麼?
[00:20:01.200 --> 00:20:03.600]  雷馬都不像
[00:20:03.600 --> 00:20:06.080]  他根本是一隻野馬
[00:20:06.080 --> 00:20:08.440]  絕對是要神的管教
[00:20:08.440 --> 00:20:12.280]  他才能夠聽話
[00:20:12.280 --> 00:20:14.200]  參宣的出生
[00:20:14.200 --> 00:20:15.600]  是有一個好的開始
[00:20:15.600 --> 00:20:17.160]  我剛才也講過
[00:20:17.160 --> 00:20:19.200]  他的名字的意思就是
[00:20:19.200 --> 00:20:22.280]  燦爛、光芒的
[00:20:22.280 --> 00:20:23.240]  但是很可惜
[00:20:23.240 --> 00:20:25.400]  他是向敵人屈服
[00:20:25.400 --> 00:20:28.120]  他的光芒越來越暗
[00:20:28.120 --> 00:20:32.560]  很快就會完全地熄滅了
[00:20:32.560 --> 00:20:36.360]  當他被神呼召他
[00:20:36.360 --> 00:20:38.040]  對抗敵人的時候
[00:20:38.040 --> 00:20:41.560]  如果他是願意先征服自己的話
[00:20:41.560 --> 00:20:44.040]  我相信參宣的故事
[00:20:44.040 --> 00:20:46.400]  在《樹氏司祭》裡面的結局
[00:20:46.400 --> 00:20:49.320]  是會有很大的不同
[00:20:49.320 --> 00:20:52.360]  施暴真曾經說參宣的一生
[00:20:52.360 --> 00:20:57.000]  就好像一系列的奇蹟和愚蠢
