
[00:00:00.000 --> 00:00:04.860]  現在留著沒 加拉太書是一卷不太容易讀的書
[00:02:32.660 --> 00:02:34.580]  好了這邊又出來一個名詞
[00:02:34.580 --> 00:02:36.580]  算為他的義
[00:02:36.580 --> 00:02:40.580]  亞伯拉罕信神這就算為他的義
[00:02:40.580 --> 00:02:42.780]  等一下我會解釋
[00:02:42.780 --> 00:02:44.740]  那麼首先我們要看
[00:02:44.740 --> 00:02:46.460]  整段聖經裡面第三章
[00:02:46.460 --> 00:02:47.540]  第六節到第九節
[00:02:47.540 --> 00:02:49.900]  剛才我們主席帶你讀過
[00:02:49.900 --> 00:02:52.700]  我不知道你有沒有注意一件事情
[00:02:52.700 --> 00:02:53.580]  保羅在這邊講到
[00:02:53.580 --> 00:02:56.060]  亞伯拉罕的例子的時候
[00:02:56.060 --> 00:02:57.660]  他接著就提到
[00:02:57.660 --> 00:03:01.460]  上帝跟亞伯拉罕立約 有沒有
[00:03:01.460 --> 00:03:03.980]  這個叫做亞伯拉罕之約
[00:03:03.980 --> 00:03:05.620]  還記得嗎
[00:03:05.620 --> 00:03:09.420]  那麼這個最早上帝跟亞伯拉罕立約
[00:03:09.420 --> 00:03:11.700]  跟亞伯拉罕進行要祝福他
[00:03:11.700 --> 00:03:13.540]  是從哪裡開始呢
[00:03:13.540 --> 00:03:16.700]  創世紀十二章我們來讀這段聖經
[00:03:16.700 --> 00:03:18.300]  好不好我們一起再來讀
[00:03:18.300 --> 00:03:20.580]  請
[00:03:20.580 --> 00:03:21.700]  對亞伯拉罕說
[00:03:21.700 --> 00:03:24.540]  你要離開本地本族附加
[00:03:24.540 --> 00:03:26.980]  往我所要指示你的地區
[00:03:26.980 --> 00:03:29.260]  我必叫你成為大國
[00:03:29.260 --> 00:03:31.020]  我必賜福給你
[00:03:31.020 --> 00:03:32.940]  叫你的名為大
[00:03:32.940 --> 00:03:35.060]  你也要叫別人得福
[00:03:35.060 --> 00:03:36.380]  為你祝福的
[00:03:36.380 --> 00:03:38.100]  我必賜福於他
[00:03:38.100 --> 00:03:41.180]  那奏祝你的我必奏祝他
[00:03:41.180 --> 00:03:46.660]  地上的萬族都要因你得福
[00:03:46.660 --> 00:03:49.660]  那麼這段聖經請你注意
[00:03:49.660 --> 00:03:52.660]  整個的這個內容裡面
[00:03:52.660 --> 00:03:54.420]  十二章講了一次
[00:03:54.420 --> 00:03:55.980]  十五章又講
[00:03:55.980 --> 00:03:57.300]  十七章又講
[00:03:57.300 --> 00:03:59.260]  後面一再的好多次都會再講
[00:03:59.260 --> 00:04:02.540]  我等一下會一個一個經文提給你看
[00:04:02.540 --> 00:04:05.060]  那麼一次一次次的把這個內容
[00:04:05.060 --> 00:04:07.740]  更加的擴大更大地清楚
[00:04:07.740 --> 00:04:10.300]  但是總而來講
[00:04:10.300 --> 00:04:11.220]  一開始的時候
[00:04:11.220 --> 00:04:12.620]  上帝跟亞伯拉罕說
[00:04:12.620 --> 00:04:15.460]  他說你要離開本地本族
[00:04:15.460 --> 00:04:17.060]  往我所要指示你的地區
[00:04:17.060 --> 00:04:18.860]  我必叫你成為大國
[00:04:18.860 --> 00:04:21.580]  這是上帝給亞伯拉罕的祝福
[00:04:21.580 --> 00:04:22.980]  接著第二個說什麼呢
[00:04:22.980 --> 00:04:24.980]  我要叫你的名為大
[00:04:24.980 --> 00:04:28.780]  看到沒有
[00:04:28.780 --> 00:04:30.780]  為你祝福的我就為他祝福
[00:04:30.780 --> 00:04:33.980]  為你奏祖的我就怎麼樣
[00:04:33.980 --> 00:04:42.500]  納坦雅胡引用這段經文就講到這裡
[00:04:42.500 --> 00:04:43.660]  但是我要告訴你
[00:04:43.660 --> 00:04:46.260]  整段聖經裡面
[00:04:46.260 --> 00:04:48.300]  你不能夠斷章取義
[00:04:48.300 --> 00:04:50.740]  不能夠抽取對你有意的來講
[00:04:50.740 --> 00:04:53.460]  懂這意思嗎
[00:04:53.460 --> 00:04:56.820]  所以以色列總理說
[00:04:56.820 --> 00:05:00.060]  聖經告訴我們
[00:05:00.060 --> 00:05:05.820]  上帝應許巴勒斯坦就是給我們的
[00:05:05.820 --> 00:05:09.900]  這個觀念你聽過嗎
[00:05:09.900 --> 00:05:14.300]  我們後面會再來談
[00:05:14.300 --> 00:05:16.420]  那我們剛注意
[00:05:16.420 --> 00:05:17.740]  我必叫你成為大國
[00:05:17.740 --> 00:05:18.820]  我必祝福給你
[00:05:18.820 --> 00:05:21.100]  我必叫你的名為大
[00:05:21.100 --> 00:05:22.540]  你繼續來讀下去
[00:05:22.540 --> 00:05:28.180]  這裡說什麼
[00:05:28.180 --> 00:05:30.780]  最後一句話
[00:05:30.780 --> 00:05:36.140]  地上的萬族都要因你得福
[00:05:36.140 --> 00:05:39.340]  看到沒有
[00:05:39.340 --> 00:05:40.900]  請注意這件事情
[00:05:40.900 --> 00:05:43.860]  所以上帝在這個地方
[00:05:43.860 --> 00:05:46.540]  保羅說真如亞伯拉罕信神
[00:05:46.540 --> 00:05:48.100]  這就算為他的意
[00:05:48.100 --> 00:05:49.060]  然後他就講到
[00:05:49.060 --> 00:05:52.740]  上帝跟亞伯拉罕立約的這件事情
[00:05:52.740 --> 00:05:54.060]  所以換句話說
[00:05:54.060 --> 00:05:56.060]  保羅用跟亞伯拉罕立約
[00:05:56.060 --> 00:05:57.380]  上帝跟亞伯拉罕立約
[00:05:57.380 --> 00:05:59.860]  要來說明一件事情就是說什麼
[00:05:59.860 --> 00:06:01.780]  從最早最早開始
[00:06:01.780 --> 00:06:04.620]  陰性稱義不是馬丁路德發明的
[00:06:04.620 --> 00:06:06.820]  也不是保羅發明的
[00:06:06.820 --> 00:06:07.860]  保羅要講的說
[00:06:07.860 --> 00:06:09.220]  這個陰性稱義的管理
[00:06:09.220 --> 00:06:11.340]  從哪裡最早開始
[00:06:11.340 --> 00:06:13.140]  他說從亞伯拉罕
[00:06:13.140 --> 00:06:14.700]  也就是猶太人
[00:06:14.700 --> 00:06:16.260]  也就是阿拉伯人
[00:06:16.260 --> 00:06:19.180]  都認為共同的祖先亞伯拉罕
[00:06:19.180 --> 00:06:20.980]  他說亞伯拉罕開始
[00:06:20.980 --> 00:06:24.540]  上帝就已經跟他立約說什麼樣
[00:06:24.540 --> 00:06:28.980]  你要陰性稱義
[00:06:28.980 --> 00:06:33.340]  所以亞伯拉罕因為信神
[00:06:33.340 --> 00:06:36.020]  這個就算為他的意
[00:06:36.020 --> 00:06:41.620]  就是陰性稱義
[00:06:41.620 --> 00:06:43.100]  所以亞伯拉罕
[00:06:43.100 --> 00:06:45.580]  怎麼樣子能夠得到神的應許
[00:06:45.580 --> 00:06:46.580]  得到神的祝福
[00:06:46.580 --> 00:06:48.740]  因為什麼
[00:06:48.740 --> 00:06:50.540]  因為什麼
[00:06:50.540 --> 00:06:53.340]  信 跟你旁邊說信
[00:06:53.340 --> 00:06:55.820]  因為信
[00:06:55.820 --> 00:06:59.100]  上帝在這個立約裡面有
[00:06:59.100 --> 00:07:00.700]  旁邊說亞伯拉罕
[00:07:00.700 --> 00:07:03.700]  我告訴你
[00:07:03.700 --> 00:07:09.780]  你要去捐錢給窮人
[00:07:09.780 --> 00:07:16.220]  每個禮拜做至少一件善事
[00:07:16.220 --> 00:07:21.100]  每一天要向我禱告五次
[00:07:21.100 --> 00:07:24.060]  上帝說上帝有沒有說這一切的東西
[00:07:24.060 --> 00:07:26.700]  然後說你看看這段經歷有沒有
[00:07:26.700 --> 00:07:29.700]  有沒有任何的一些的要他做什麼
[00:07:29.700 --> 00:07:31.180]  有沒有
[00:07:31.180 --> 00:07:33.220]  沒有 上帝說我要祝福你
[00:07:33.220 --> 00:07:34.620]  我要使你成為大國
[00:07:34.620 --> 00:07:37.420]  我要使你的名為大
[00:07:37.420 --> 00:07:38.620]  是不是
[00:07:38.620 --> 00:07:40.180]  為你祝福了我就祝福他
[00:07:40.180 --> 00:07:42.020]  為你咒詛了我就咒詛他
[00:07:42.020 --> 00:07:45.020]  講這些通通都是上帝主動的告訴他
[00:07:45.020 --> 00:07:49.260]  我要怎麼樣祝福你
[00:07:49.260 --> 00:07:52.620]  完全沒有說你要做什麼
[00:07:52.620 --> 00:07:54.900]  那保羅在解釋的時候呢
[00:07:54.900 --> 00:07:57.420]  就講說正如亞伯拉罕
[00:07:57.420 --> 00:07:59.460]  信神
[00:07:59.460 --> 00:08:00.700]  怎麼樣
[00:08:00.700 --> 00:08:08.740]  這就是算為他的意
[00:08:08.740 --> 00:08:12.220]  什麼叫做算為他的意
[00:08:12.220 --> 00:08:14.780]  這個算這是一個
[00:08:14.780 --> 00:08:17.220]  我們學財務的學會計的
[00:08:17.220 --> 00:08:21.980]  這是一個這個會計不計的用詞
[00:08:21.980 --> 00:08:23.340]  舉例來講
[00:08:23.340 --> 00:08:25.520]  先留著
[00:08:25.520 --> 00:08:27.500]  我們現在奉獻給教會
[00:08:27.500 --> 00:08:30.660]  可以好幾種方式對不對
[00:08:30.660 --> 00:08:35.140]  順便順便潑墨一下
[00:08:35.140 --> 00:08:38.420]  你不要用這個critica
[00:08:38.420 --> 00:08:41.980]  也不要用那個什麼pan pair
[00:08:41.980 --> 00:08:45.180]  為什麼
[00:08:45.180 --> 00:08:46.700]  為什麼
[00:08:46.700 --> 00:08:51.980]  因為還有手續費
[00:08:51.980 --> 00:08:53.900]  還有人說我就是要賺手續費
[00:08:53.900 --> 00:08:56.460]  你跟上帝賺錢
[00:08:56.460 --> 00:08:57.340]  千萬不要
[00:08:57.340 --> 00:08:59.100]  千萬不可以
[00:08:59.100 --> 00:08:59.980]  是不是
[00:08:59.980 --> 00:09:02.660]  那最好是什麼奉獻呢
[00:09:02.660 --> 00:09:03.540]  沒有手續費的
[00:09:03.540 --> 00:09:05.340]  什麼方式呢
[00:09:05.340 --> 00:09:06.660]  開check
[00:09:06.660 --> 00:09:08.380]  或者你說開check
[00:09:08.380 --> 00:09:12.780]  就像我們這種年紀才會去做這種事情
[00:09:12.780 --> 00:09:14.380]  我都有怎麼樣
[00:09:14.380 --> 00:09:16.860]  zero
[00:09:16.860 --> 00:09:19.180]  你zero不zero
[00:09:19.180 --> 00:09:20.340]  zero對不對
[00:09:20.340 --> 00:09:20.860]  ok
[00:09:20.860 --> 00:09:22.380]  不要zero錯了
[00:09:22.380 --> 00:09:24.940]  不要zero給我了
[00:09:24.940 --> 00:09:26.140]  好
[00:09:26.140 --> 00:09:27.540]  這就算為他的意
[00:09:27.540 --> 00:09:28.380]  就是說
[00:09:28.380 --> 00:09:29.620]  上帝說
[00:09:29.620 --> 00:09:32.980]  上帝我把這一切的祝福
[00:09:32.980 --> 00:09:35.420]  我就zero給你
[00:09:35.420 --> 00:09:40.180]  zero給亞伯拉罕你的帳戶
[00:09:40.180 --> 00:09:43.380]  你沒有意
[00:09:43.380 --> 00:09:45.620]  意就是標準
[00:09:45.620 --> 00:09:47.740]  有誰可以達到上帝的標準呢
[00:09:47.740 --> 00:09:48.260]  請告訴我
[00:09:48.260 --> 00:09:48.980]  請舉手
[00:09:48.980 --> 00:09:50.700]  沒有
[00:09:50.700 --> 00:09:52.220]  沒有人可以達到上帝的標準
[00:09:52.220 --> 00:09:54.020]  是不是
[00:09:54.020 --> 00:09:56.420]  所以陰性稱義的這個意
[00:09:56.420 --> 00:09:58.460]  就是指著神的標準
[00:09:58.460 --> 00:10:02.100]  你怎麼能夠達到神的標準呢
[00:10:02.100 --> 00:10:02.900]  上帝說
[00:10:02.900 --> 00:10:04.940]  你信
[00:10:04.940 --> 00:10:07.700]  就算為你的意了
[00:10:07.700 --> 00:10:09.420]  因為亞伯拉罕相信
[00:10:09.420 --> 00:10:10.900]  所以呢
[00:10:10.900 --> 00:10:12.300]  我就把我的標準
[00:10:12.300 --> 00:10:15.260]  我把我的意zero
[00:10:15.260 --> 00:10:17.220]  到亞伯拉罕的帳戶裡面
[00:10:17.220 --> 00:10:21.140]  Bank of America
[00:10:21.140 --> 00:10:23.780]  當你信耶穌的那一天
[00:10:23.780 --> 00:10:25.820]  上帝怎麼樣
[00:10:25.820 --> 00:10:27.820]  把這個意怎麼樣
[00:10:27.820 --> 00:10:28.780]  zero給你的
[00:10:28.780 --> 00:10:29.860]  有沒有
[00:10:29.860 --> 00:10:31.100]  說到沒有
[00:10:31.100 --> 00:10:33.580]  回去看看你的帳戶有沒有
[00:10:33.580 --> 00:10:39.820]  這叫做算為他的意
[00:10:39.820 --> 00:10:41.060]  意思就是說
[00:10:41.060 --> 00:10:43.700]  你本來沒有的
[00:10:43.700 --> 00:10:45.860]  這個給你有沒有說
[00:10:45.860 --> 00:10:48.660]  我放在你這邊
[00:10:48.660 --> 00:10:55.780]  這個利息3.0就好了
[00:10:55.780 --> 00:10:57.220]  有沒有
[00:10:57.220 --> 00:11:00.060]  上帝有沒有收利息
[00:11:00.060 --> 00:11:01.540]  有沒有
[00:11:01.540 --> 00:11:02.780]  沒有
[00:11:02.780 --> 00:11:04.660]  完全沒有
[00:11:04.660 --> 00:11:05.940]  而且給你是怎麼樣
[00:11:05.940 --> 00:11:07.940]  收不收回
[00:11:07.940 --> 00:11:10.060]  不收回
[00:11:10.060 --> 00:11:12.860]  這個叫做恩典
[00:11:12.860 --> 00:11:13.980]  這也就是為什麼
[00:11:13.980 --> 00:11:17.100]  以夫所說的
[00:11:17.100 --> 00:11:21.500]  我們得救是本乎恩
[00:11:21.500 --> 00:11:22.340]  然後呢
[00:11:22.340 --> 00:11:29.900]  是因著信
[00:11:29.900 --> 00:11:34.660]  然後到了這個
[00:11:34.660 --> 00:11:35.260]  都忘掉了
[00:11:35.260 --> 00:11:38.660]  抱碰一下
[00:11:38.660 --> 00:11:40.780]  好
[00:11:40.780 --> 00:11:49.540]  那麼我們接下來看
[00:11:49.540 --> 00:11:51.180]  這個上帝應許
[00:11:51.180 --> 00:11:53.340]  亞伯拉罕的這個應許
[00:11:53.340 --> 00:11:56.740]  是因著他們的信心而得著的
[00:11:56.740 --> 00:12:00.580]  因著亞伯拉罕的信心而得著的
[00:12:00.580 --> 00:12:03.900]  那我們來看看
[00:12:03.900 --> 00:12:06.020]  這裡
[00:12:06.020 --> 00:12:07.340]  創世紀十五章第六節
[00:12:07.340 --> 00:12:07.900]  我們一起來念
[00:12:07.900 --> 00:12:09.540]  來 預備 請
[00:12:09.540 --> 00:12:11.860]  亞伯拉罕信耶和華
[00:12:11.860 --> 00:12:17.260]  耶和華就以此為他的義
[00:12:17.260 --> 00:12:18.860]  如果你看你的和合本聖經
[00:12:18.860 --> 00:12:20.780]  如果是看紙本聖經
[00:12:20.780 --> 00:12:23.660]  他的刮鬍
[00:12:23.660 --> 00:12:25.900]  亞伯拉罕信神就算為他的義
[00:12:25.900 --> 00:12:29.180]  你看刮鬍串出聖經裡面呢
[00:12:29.180 --> 00:12:30.180]  他就會串到
[00:12:30.180 --> 00:12:33.180]  創世紀十五章第六節
[00:12:33.180 --> 00:12:34.100]  所以換句話說
[00:12:34.100 --> 00:12:37.260]  保羅是從創世紀十五章第六節
[00:12:37.260 --> 00:12:38.980]  把他帶出來的
[00:12:38.980 --> 00:12:40.660]  引用帶出來的
[00:12:40.660 --> 00:12:42.780]  亞伯拉罕就是亞伯蘭
[00:12:42.780 --> 00:12:44.860]  在還沒有改名字之前叫亞伯蘭
[00:12:44.860 --> 00:12:46.260]  信耶和華
[00:12:46.260 --> 00:12:51.540]  耶和華就以此義為他的義
[00:12:51.540 --> 00:12:53.620]  以此是什麼
[00:12:53.620 --> 00:12:58.980]  就是以他的信為他的義
[00:12:58.980 --> 00:13:01.500]  那麼親愛的六子妹
[00:13:01.500 --> 00:13:04.980]  所以我們今天是因信成義
[00:13:04.980 --> 00:13:05.940]  那親愛的六子妹
[00:13:05.940 --> 00:13:07.180]  我們因信成義
[00:13:07.180 --> 00:13:08.860]  因信 信什麼呢
[00:13:08.860 --> 00:13:11.500]  信什麼 請告訴我
[00:13:11.500 --> 00:13:12.740]  你說我信心
[00:13:12.740 --> 00:13:14.940]  現在有一種叫做信心
[00:13:14.940 --> 00:13:18.380]  這個那種一字的
[00:13:18.380 --> 00:13:20.820]  他也運用一些所謂的這種
[00:13:20.820 --> 00:13:22.540]  在冥冥當中有一種
[00:13:22.540 --> 00:13:23.940]  信心有一種能量
[00:13:23.940 --> 00:13:26.220]  有沒有 聽過能量這個字吧
[00:13:26.220 --> 00:13:29.420]  信心也可以帶出一種能量
[00:13:29.420 --> 00:13:31.260]  這其實是一種
[00:13:31.260 --> 00:13:33.460]  義教也有這種觀念
[00:13:33.460 --> 00:13:34.420]  所以丘子妹我沒有問
[00:13:34.420 --> 00:13:36.540]  我們信什麼為義
[00:13:36.540 --> 00:13:38.060]  信什麼
[00:13:38.060 --> 00:13:39.660]  亞伯蘭是信神
[00:13:39.660 --> 00:13:40.900]  對不對
[00:13:40.900 --> 00:13:43.700]  所以我們是信什麼而成義呢
[00:13:43.700 --> 00:13:44.780]  這一個非常重要
[00:13:44.780 --> 00:13:46.900]  所以亞伯拉罕他是信什麼呢
[00:13:46.900 --> 00:13:49.020]  羅馬書第四章十七節
[00:13:49.020 --> 00:13:56.020]  保羅就講了這麼一句話
[00:13:56.020 --> 00:14:00.500]  羅馬書第四章 第十七節
[00:14:00.500 --> 00:14:02.620]  他說亞伯拉罕所信的
[00:14:02.620 --> 00:14:05.100]  是那叫使人復活
[00:14:05.100 --> 00:14:11.100]  使無變為有的神
[00:14:11.100 --> 00:14:12.500]  好 我們先來看看
[00:14:12.500 --> 00:14:13.740]  他所信的神
[00:14:13.740 --> 00:14:14.620]  他講了兩句話
[00:14:14.620 --> 00:14:15.740]  第一個就是
[00:14:15.740 --> 00:14:21.020]  他是使人復活 是不是
[00:14:21.020 --> 00:14:24.860]  他是使人復活
[00:14:24.860 --> 00:14:27.900]  這是指什麼
[00:14:27.900 --> 00:14:29.380]  這是指什麼事情
[00:14:29.380 --> 00:14:31.180]  這是指的
[00:14:31.180 --> 00:14:33.660]  我們來看看
[00:14:33.660 --> 00:14:37.380]  就是上帝要亞伯拉罕
[00:14:37.380 --> 00:14:39.780]  把他心愛的兒子以煞
[00:14:39.780 --> 00:14:41.220]  怎麼樣
[00:14:41.220 --> 00:14:42.780]  奉獻 是不是
[00:14:42.780 --> 00:14:43.780]  那麼所以呢
[00:14:43.780 --> 00:14:47.420]  亞伯拉罕把他奉獻了
[00:14:47.420 --> 00:14:49.500]  他奉獻了
[00:14:49.500 --> 00:14:53.740]  他從保羅這個解析裡面來看
[00:14:53.740 --> 00:14:56.740]  可能在亞伯拉罕的想法裡面
[00:14:56.740 --> 00:14:59.340]  是這個兒子死了
[00:14:59.340 --> 00:15:00.820]  怎麼樣
[00:15:00.820 --> 00:15:03.980]  上帝會叫他復活
[00:15:03.980 --> 00:15:06.660]  理論上 如果是你呢
[00:15:06.660 --> 00:15:09.580]  你會怎麼想
[00:15:09.580 --> 00:15:12.420]  上帝啊 我好不容易
[00:15:12.420 --> 00:15:13.740]  我這麼年紀了
[00:15:13.740 --> 00:15:15.140]  你給我一個兒子
[00:15:15.140 --> 00:15:17.540]  現在你叫我把他殺了
[00:15:17.540 --> 00:15:18.980]  獻祭就是要殺掉他嘛
[00:15:18.980 --> 00:15:21.020]  對不對 羊羔要殺掉了
[00:15:21.020 --> 00:15:24.500]  請問這樣子的上帝合不合理
[00:15:24.500 --> 00:15:26.580]  合不合理
[00:15:26.580 --> 00:15:30.460]  你們都不敢
[00:15:30.460 --> 00:15:32.860]  真不合理
[00:15:32.860 --> 00:15:33.820]  所以亞伯拉罕
[00:15:33.820 --> 00:15:36.740]  替上帝找了一個理由
[00:15:36.740 --> 00:15:40.140]  他相信即使是以煞死了
[00:15:40.140 --> 00:15:41.980]  他還會叫他怎麼樣
[00:15:41.980 --> 00:15:43.660]  他會叫他復活
[00:15:43.660 --> 00:15:44.980]  所以保羅在這裡說
[00:15:44.980 --> 00:15:46.620]  亞伯拉罕所信的
[00:15:46.620 --> 00:15:48.460]  是那叫死人復活
[00:15:48.460 --> 00:15:52.860]  死無變為有的神
[00:15:52.860 --> 00:15:54.100]  好 那我們來看看
[00:15:54.100 --> 00:15:55.580]  死無變為有的神
[00:15:55.580 --> 00:15:59.860]  是什麼意思
[00:15:59.860 --> 00:16:03.100]  聖經上裡面告訴我們說
[00:16:03.100 --> 00:16:06.060]  上帝應許亞伯拉罕
[00:16:06.060 --> 00:16:08.140]  他說明年你要生一個兒子
[00:16:08.140 --> 00:16:09.660]  對不對
[00:16:09.660 --> 00:16:10.900]  當時候殺了幾歲
[00:16:10.900 --> 00:16:15.220]  請告訴我
[00:16:15.220 --> 00:16:18.980]  九十九
[00:16:18.980 --> 00:16:21.700]  是亞伯拉罕九十九
[00:16:21.700 --> 00:16:24.180]  殺了幾歲
[00:16:24.180 --> 00:16:26.900]  殺了幾歲
[00:16:26.900 --> 00:16:29.980]  殺了九十歲
[00:16:29.980 --> 00:16:31.540]  請問九十歲
[00:16:31.540 --> 00:16:32.900]  聖經上形容說
[00:16:32.900 --> 00:16:36.340]  他還能生孩子嗎
[00:16:36.340 --> 00:16:37.940]  聖經上說
[00:16:37.940 --> 00:16:42.700]  他的月事已經沒有了
[00:16:42.700 --> 00:16:44.420]  了解我意思嗎
[00:16:44.420 --> 00:16:45.540]  姐妹們請告訴我
[00:16:45.540 --> 00:16:48.220]  還可以生嗎
[00:16:48.220 --> 00:16:49.100]  可不可以
[00:16:49.100 --> 00:16:51.340]  不可能
[00:16:51.340 --> 00:16:52.500]  是不是
[00:16:52.500 --> 00:16:57.140]  所以撒拉已經不能夠再生育了
[00:16:57.140 --> 00:17:00.020]  他不可能再生育了
[00:17:00.020 --> 00:17:05.100]  但是上帝說可以
[00:17:05.100 --> 00:17:08.860]  結果撒拉聽了之後怎麼
[00:17:08.860 --> 00:17:12.900]  他就偷笑
[00:17:12.900 --> 00:17:15.100]  上帝說你偷笑
[00:17:15.100 --> 00:17:16.140]  他說我沒有
[00:17:16.140 --> 00:17:17.940]  他說你確實
[00:17:17.940 --> 00:17:19.900]  很有意思 你看聖經
[00:17:19.900 --> 00:17:23.260]  所以請問撒拉當時候確實
[00:17:23.260 --> 00:17:25.020]  他雖然說我相信我相信
[00:17:25.020 --> 00:17:25.660]  但是呢
[00:17:25.660 --> 00:17:28.300]  事實上他還是有點怎麼樣
[00:17:28.300 --> 00:17:30.300]  還是有點懷疑
[00:17:30.300 --> 00:17:32.500]  是不是
[00:17:32.500 --> 00:17:34.460]  那請問
[00:17:34.460 --> 00:17:38.180]  隔了一年之後呢
[00:17:38.180 --> 00:17:40.660]  伊撒出生了
[00:17:40.660 --> 00:17:43.820]  亞伯拉罕一百歲的時候
[00:17:43.820 --> 00:17:45.860]  你知道從創世紀十二章那邊
[00:17:45.860 --> 00:17:48.180]  第一次上帝對他應許說
[00:17:48.180 --> 00:17:50.620]  他說你的後裔像天邊的沙
[00:17:50.620 --> 00:17:51.820]  天邊的心
[00:17:51.820 --> 00:17:54.380]  海邊的沙一樣多的時候
[00:17:54.380 --> 00:17:57.580]  那時候他們沒有兒子
[00:17:57.580 --> 00:18:01.220]  所以呢
[00:18:01.220 --> 00:18:03.380]  他們替上帝
[00:18:03.380 --> 00:18:04.900]  哎呀 上帝你既然答應了
[00:18:04.900 --> 00:18:05.380]  是不是
[00:18:05.380 --> 00:18:06.620]  競選的時候你答應了
[00:18:06.620 --> 00:18:07.980]  怎麼樣怎麼樣
[00:18:07.980 --> 00:18:09.900]  現在我幫你make up一下
[00:18:09.900 --> 00:18:10.860]  怎麼樣
[00:18:10.860 --> 00:18:13.980]  就找了他的
[00:18:13.980 --> 00:18:15.780]  死侶下甲
[00:18:15.780 --> 00:18:17.540]  生了一個叫做什麼
[00:18:17.540 --> 00:18:19.220]  以十馬力
[00:18:19.220 --> 00:18:21.620]  這就是今天中東的來源
[00:18:21.620 --> 00:18:23.460]  今天中東阿拉伯人的後裔
[00:18:23.460 --> 00:18:26.380]  就是從以十馬力來的
[00:18:26.380 --> 00:18:27.140]  是不是
[00:18:27.140 --> 00:18:29.380]  不是從應許之子生的
[00:18:29.380 --> 00:18:30.260]  不是應許之子
[00:18:30.260 --> 00:18:31.220]  不是從應許生的
[00:18:31.220 --> 00:18:33.900]  是從血氣生的
[00:18:33.900 --> 00:18:35.220]  所以你看到沒有
[00:18:35.220 --> 00:18:38.980]  到後來從七十五歲到一百歲
[00:18:38.980 --> 00:18:41.420]  中間花了多少年
[00:18:41.420 --> 00:18:44.260]  二十五年
[00:18:44.260 --> 00:18:46.220]  亞伯拉罕從七十五歲
[00:18:46.220 --> 00:18:48.620]  聽到上帝應許他要有一個兒子
